,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
WNT5A,0.017004037914847187,-0.035005409552279355,-0.03738906091588152,0.023544738356262522,-0.007346920113625915,-0.031751186071979666,-0.08065403692502106,-0.1308839403789209,-0.028367620595848738,0.003043614221469228,0.155268187290214,-0.034032161086015186,0.010390826019494077,-0.018670594229604463,0.07505808595874944,0.11022314226541911,0.04451166074541524,0.031190671319431946,-0.1079778364540669,0.04757963328949617
CXCL8,-0.06841522340242429,-0.023903363275070037,-0.0008680372479535268,0.06245914781316057,0.017766295774428557,-0.039670624988617724,-0.0022877116474768256,-0.06881772915308249,-0.036603329856321254,-0.01877752142072351,-0.13296272066060036,-0.013068083532157616,-0.0063955495354316,,-0.08972140051819215,-0.25490448783290476,-0.008916729833260521,-0.15401640030919003,-0.028487133989009917,-0.004401850051088642
GRN,-0.02498888870792942,-0.032952956501563734,-0.03293589707429266,-0.008672748094946359,-0.01791562328751142,-0.030938722045095006,-0.03899565254100398,-0.19260828428090174,-0.01001312531691179,-0.009757787609315107,-0.24339668205627557,0.0230024485814204,0.0001932661200956874,0.04398041304756696,-0.03262348198399322,-0.023205992451365863,-0.013607783375208122,0.01919983212977338,-0.015244631184225373,0.01238772642012905
MIA,-0.004996899841702304,-0.009737743411117153,0.02019707429609061,0.016113655891947902,-0.04621587525546315,-0.05824611085968853,0.04037145793222859,-0.07356121962954926,0.03861678970995297,-0.018787619446085153,,-0.027637832760262403,-0.02895277244899049,0.04141926881529741,0.17680758765793003,0.2078019425742308,0.021786769854730905,,-0.04302023275633644,
COL4A4,-0.008991304205055497,0.02479759685113173,-0.02965818146777282,0.02388975355964456,0.01128412022745642,-0.052890699850516795,0.01011599615003429,0.005555151906026897,-0.006535481461883986,-0.03368636668942726,,,-0.010967854131034729,,0.10100449291879139,0.11805816987624779,0.08545154870037323,,-0.0197564102088976,
TAC1,0.3070359267513724,0.005909939275851933,0.04576411727253433,-0.034969311259153736,0.0361887158015587,0.14805490408741498,0.15232568044862552,0.2164762566147988,0.12994936148194558,0.014174630280965987,0.23568772325390086,,0.20751434454694825,,,,0.0011485542076043686,0.026903446782205107,0.1936915768818071,0.26830551330703495
RARRES2,0.076584939697839,-0.03637814037977587,-0.020712895614506,0.10665420004245756,-0.003197223537726177,-0.13385945094538906,-0.06509221692510274,-0.2026328208390222,0.0473236863138133,0.021970181737058836,-0.09973283886529817,-0.11383452419985986,-0.11829598284107477,0.03240557804107453,-0.029140053890750285,-0.019211469798393763,-0.012168011444736459,-0.019906920807633385,0.02239904821900904,0.10967460443165818
FGF7,-0.008328528535956895,,0.007373282044211555,0.08849667386680952,-0.01245061218429076,0.0497857915257832,0.018162726992259664,-0.041447198270348935,-0.0188464829374236,0.007170320367335082,0.039225243085992414,0.029792781347029437,-0.08452230682802378,0.058139241459737534,0.02250042667737392,0.07142506580407555,0.07932248065011242,0.09456820103437173,0.020052922929352675,-0.029957956298002162
EFNA2,,,,,,,,,,,,,,,,0.10248629830662248,,,,
HBEGF,-0.06545492566973658,0.036299359741675696,0.013683905095672293,0.04819872322203313,-0.014763189181766213,-0.04856784485772703,-0.024871014933992897,-0.0004548994774489378,-0.08719318117269444,0.0009578512464996434,-0.16799208379012928,0.0018670984812026337,-0.05062244012739159,0.0014642282308043764,-0.006559543797650348,0.00875719650898902,0.03994050390632961,-0.05579084335223028,-0.07177606001325708,0.08298571292098374
CSF3,-0.05203945403075784,,,0.03467436057366344,0.014929673759758007,-0.04330484335178529,,-0.026847406910232626,,,,-0.004525212154371757,,,-0.07084800557076125,-0.09140746509670297,-0.03415471885860485,-0.036606640983242185,-0.024769127811437648,
PI3,0.07417235450270096,-0.03343685708534908,,-0.023019227044300174,-0.006802202217113481,-0.023927553895845118,,-0.03023053452833838,,,,,,,-0.17379378397098927,-0.22591473090918776,-0.017030580528697555,,0.031702184598778785,
PCSK1N,0.14696730914239114,-0.009609053099119249,0.057551033440644134,0.0026724140456489843,0.0090726419597752,0.07164072339701495,0.08526768228666472,0.11155162589421033,-0.04829107334678559,0.03266718357006001,0.39427660949257076,-0.014534054391539108,0.24451171539138328,-0.03976164923925429,0.12606496096289435,0.05344787968118455,0.21306255052109332,-0.056729195839936526,0.11211350999528537,0.20287890910834755
NTS,,,,,,0.0016173499587991088,-0.008636892243928634,-0.03299869260389436,0.02109914849828706,-0.008715470454841745,-0.05152051547080427,,,,0.018737154713977335,-0.014223560540441263,0.0737553572354709,,,
SFRP1,0.014505405656478374,-0.033874806602153924,-0.013251242031602922,,-0.0005419613906764472,0.07445103004386901,-0.015613092120999674,0.03451563573437204,-0.02944559242449684,0.11700618600030482,-0.10797650525671232,-0.022651882347005072,0.03367500593927061,-0.07651096396582387,0.13140432842668145,0.04787679489623819,0.043154397036679726,0.05562568798449389,0.011145631666031969,0.08537910468796353
CXCL13,,,0.0499794897161416,-0.0367829654462444,,0.022823601008036393,,,,,,0.003998586589869361,,,-0.04115610184451818,0.024941725190691537,0.04366963938219496,,-0.03303345658550411,
MICA,-0.057334809710499895,-0.009215407239831896,-0.03520995478258658,-0.05054831609216284,0.016246214234732846,0.0540623056340894,0.0017083169566741196,-0.06673593363664614,-0.019196662931176438,0.005703358238576583,-0.06955748234099451,0.014996556309279378,-0.10756204940798467,-0.01896120804503173,0.03815861764681963,0.10949315693689507,0.03929488336977664,0.007376387607568162,-0.0032523208229507648,0.0024076942392005384
TG,0.02937691870434023,0.001187884819321916,-0.01882665759197018,,0.028786649694505433,0.01739389737038445,0.0006065468976095971,-0.03240241815751059,-0.023392501555525184,0.017784277998026437,,-0.04349801076760203,-0.013504810098409816,-0.032368936522709016,0.04949751834327208,0.0613256291032776,-0.022969304679251287,,0.016795040227738756,
ADA,0.012471835467065285,0.012383203784508473,0.009152475087413557,-0.023732666708453688,-0.0003715694997012585,-0.020121268799917214,0.04269455794899019,-0.13777045028150853,-0.05884125544523693,0.029001637433158516,-0.12075635125876492,-0.0070599374193431146,-0.08021701346381853,0.07277601037263833,0.1021629975720585,0.08532741051735881,0.024123431609415595,0.06504601415248731,-0.015620654141522508,0.08766351745013358
LAMC3,-0.0015800187996303514,-0.01995121368292037,0.027689150958733835,0.03076992739768928,0.048856652633318176,-0.02123038526089086,0.03887352303170344,-0.08663526241136439,-0.047073301193887536,0.017308325513201855,0.001028605730953853,-0.000404784634476986,0.021470374546150434,-0.0031635614142049386,0.045757572662508655,0.13533415937474033,0.038735549568780475,-0.04270824180278894,-0.012282982606360309,0.007538730094916049
CCL7,,-0.03260171913685753,,,-0.023860365704669265,-0.0371687694191515,,,,,,,,,-0.04169482673431112,,,,-0.008287807908205616,
NGF,-0.029981408766580044,-0.055975532786402375,,,0.0161867801700088,-0.030247341347583615,-0.007480628601748418,,,,0.0945031985540573,-0.03142457834744687,,,0.08346373754919688,0.03576109652625457,0.05314877353626962,,0.05542739678673729,
TNFSF15,0.013146386112764027,,,,-0.015120153162213754,-0.014093903438133375,-0.016175231010774383,,,,,-0.019496985667553954,,-0.029835965513127276,-0.025278242419198006,,-0.037746513288593436,,-0.021591653452278772,
HMGB1,0.018107794562987486,0.007517557187722279,0.04301563749535762,-0.07729718448234253,0.01474997214289328,0.025556617268884134,0.0009699908387371077,-0.20191867071503927,0.008448007020718615,-0.05043241118827971,-0.15887048135771595,0.004988067967140815,-0.029497590639865935,0.08558997814654366,-0.07153133358274964,0.02580506307356801,-0.010530063472303956,0.05227988998772046,-0.03189338563338237,0.016352406631649854
ITGB3BP,-0.06704567774253221,0.02760978438570471,-0.06136652615896693,0.0022651627389163125,0.008140285055651475,-0.008128017773490707,-0.04349192722195197,-0.15700664811864432,-0.01920738847439472,-0.02930011106214259,0.011369800326507926,0.0024146532800166974,-0.10737398334123031,0.0636648903025024,0.06384531529233994,0.001948659696036402,0.04574676637703483,0.05334162668112234,0.01065215169427954,0.07225272016483156
AANAT,-0.05373693456467908,-0.01829427594668462,,,-0.024175697834231923,-0.010167182067269557,,-0.024217087575423013,-0.028943366791554095,0.002306897966135014,-0.017476331134682194,,0.06627236691351909,,0.04880561085403361,0.04412947120059261,,,0.03191312902546346,
RELN,0.02106566581005045,-0.010680811432522015,0.0469704105368159,-0.019165240395456227,-0.020268874654032834,0.04010733219303708,0.05318879987359186,0.15744323726301723,0.02709588072166482,0.0025693753738351257,0.040756830377047394,,0.041703849834522876,,,,-0.01061786159909091,-0.0003377412979724119,0.15885437308804937,0.010577708774840967
IL15,-0.052723852963135115,0.02170837929076433,-0.010761847078508012,,-0.011978374097168822,-0.025735905205075644,0.010763203805448799,-0.06316803275835604,-0.022065078993870692,0.026460086405812155,-0.06300926733545131,-0.011898412459130654,0.016645972407198638,0.04982103000843913,-0.021674386514560356,0.046426685880116794,0.008313597498472457,0.06441596528843799,-0.01849699518645406,
UTS2,,,,,,,,-0.07988355752892064,,,,,,0.0955759786492438,-0.006473990808925333,,,,,
BSG,-0.09356081531291408,0.029385325545419717,-0.01814775024012216,-0.04799098644827178,-0.05677242067928224,-0.026934236204886847,0.05646916979211686,0.09771667885233735,-0.10689317151356538,0.0011215028669887763,0.2997406763674024,-0.0528307321180596,-0.11386853923124989,0.09196493316236588,0.12695968940960978,-0.007943092293005416,-0.042460130551235625,0.022474036069650274,0.06884489118095663,0.20343461964853005
ADAMTS3,-0.0650822732694359,-0.001397029500782066,0.051073554368224236,,-0.00022533103681318453,0.02203876825833078,0.01123103434975085,-0.20255989830308851,-0.026806512641158027,-0.02251994389394966,0.06622429712618329,-0.027138024498764124,0.062369738083580616,-0.0033527870536110677,0.07637689088294389,0.11182060092686816,0.03909432087235116,-0.044513323575739096,-0.012760356336200849,
CD34,0.017659555733040365,-0.014366805428905947,0.04221395362858362,0.04556277428349797,-0.0293319129752061,0.030824885560832314,0.03662574089052141,-0.11522541690808157,0.01844347753675922,0.03925436997874458,0.018464334365350967,0.012712854972983691,-0.03253453989023294,-0.06692258219218232,0.10026022977612015,0.10817116163349358,0.026415393944784694,0.05127487826168238,0.0031945227256981617,0.0329143951623239
CCL23,,,,,,,,-0.02755520145120138,,,,,,0.07432524240889718,,,,,,
PLAT,-0.034403898116373226,-0.027043562428076227,-0.0421424674899512,-0.04896521843473707,-0.03176726989632193,-0.013430044952246053,-0.04265416482121937,-0.19230044762570767,-0.10497187095315974,0.003625154353301031,0.021406252540294702,0.024148358057086053,-0.12252153015121277,-0.0058416274424898515,0.1850068594634271,0.2228010418463989,0.06251662824399895,-0.007398114163188645,0.03182603188960729,0.01015369687748925
NTF3,,,,,,,,,,-0.03486705492848826,,-0.011149687694305648,,,0.12134381355072346,0.18190796954379576,0.12518814873523273,,,
LTA,,,-0.0138451831698777,,0.010153082182180584,,,,0.02320813517996466,,,,-0.03757423554876379,,,,,,,
CKLF,0.009587334383079422,0.029265637619098728,-0.02143085669853807,-0.020384181846216567,-0.01606580115408129,-0.011829104383004425,-0.04866022998904788,-0.20432384347011803,-0.01574629654404724,0.0694044498263705,-0.20534958235286763,-0.010748085017794175,-0.12852093094335995,-0.03622716110306743,0.10056548972806206,0.11236597243856114,0.03052085737640002,0.08663622928069503,-0.05886752928323331,-0.008383430659203044
APELA,,,,,,,,,,,,-0.0359416481509066,,,,,,,,
CD24,-0.007018126300274992,-0.012100767216052211,-0.05498675758399123,-0.014999811816767709,0.011254841557004605,-0.0009929661216964147,0.09527219252175999,0.0060955609773626716,0.09101092137589907,-0.04665261458681038,-0.06987295110771577,0.11345193259259549,-0.019603805422163195,-0.022734931352156772,0.14069073598645818,0.128388620317991,0.14107004513534357,0.07248026723928881,0.10806383047106216,0.10375346934892504
HSP90AA1,0.01999592529620271,0.04085328730167837,0.049794669379961784,-0.03472682006495198,0.0184133216228113,0.09930055244571587,0.12192178215153489,0.2399253107303704,0.05160644213712073,-0.0016418622268574103,0.3662934280229578,0.02241709093518748,0.2418969678435594,-0.05670425925153847,-0.13887455015792005,-0.2917407163296707,0.044306052141645916,0.028425210221794135,0.10523650700417793,0.19359870443631033
BMP4,-0.006745708568264096,0.008684490980661664,-0.014676705764786604,-0.029745749263783944,-0.003653704416308488,-0.04812226034377041,-0.016010535420856342,-0.007048642149230644,-0.005639320672693611,0.03605352978134299,0.07543482700040587,-0.06063156275125574,-0.03201712952087788,0.059246798814384743,0.0028440382524113233,0.05441864739369459,0.016760085104038598,,0.06335070852800338,
SCGB3A1,,0.013456887779885818,,0.08532603310146375,,-0.02952996710672935,0.033969229024616264,,,-0.029551651317610533,0.0034350507976155646,-0.030818518607921647,0.160992354656857,-0.034743681871611816,0.03944551841214611,0.0343532802096726,0.01995281814620979,,0.06771708302584702,
IGFBP4,0.07179776247928499,-0.015510923211016324,-0.02245149024176144,0.01256936248493322,0.028430149876365194,-0.05796135490735171,-0.06125806264007441,-0.1014859002934505,-0.05727628265282632,-0.03014259694517571,-0.1016924316653976,0.008151896529281426,-0.11176294465472462,-0.03733879642945755,-0.02162490379094155,-0.04713013645611793,-0.04089628075729847,0.08878683001026114,-0.016637576108418598,0.07892225144581487
RSPO4,-0.03662536461558383,,-0.022382319858948205,,-0.046809885031456215,-0.011488623683804745,,,0.013499496134100977,-0.007951810119412702,,,0.0009289471278156884,,,,0.050516641049724476,,-0.038172170816322015,
LEFTY2,-0.020681989527474964,0.0067537226162452625,-0.014015223084281044,0.013987517534934617,0.005615808639336046,-0.016662257249599306,0.0733104954764782,-0.12739837810002363,-0.01818756560051122,-0.01350144806228644,-0.03312385808119091,-0.02204504400373275,-0.0011731316813221224,-0.0004892692948907559,0.06159661174727446,0.06617321312963928,-0.03469328351927079,0.06509633384391644,0.064215999181798,
PF4,,-0.033819046881214426,-0.01259407585021078,,-0.020817699000089916,,,,,,,,,,,-0.026691681072073387,,,-0.00579148388160234,
ANGPTL2,-0.009520686852739742,0.03711484967813629,-0.010966724302324971,0.0006510703120838137,0.03859872401054713,-0.009069099396201874,-0.013390247671093035,-0.17115035283128952,-0.006966617674287786,-0.032603855147380255,-0.16497051579284425,0.038311826028553334,-0.16218874540348313,0.029657104651397818,0.07809052430445997,0.15702309068003184,-0.004877473207192286,0.07278461306874318,0.011595357475794132,0.032109054192353055
LRIG2,-0.04834129807888002,0.05423322332231091,0.029496607709853375,0.0294738769594095,-0.0127071686480223,-0.03338601171757093,0.00023288429495612578,-0.019570977472321113,-0.015638412689853737,-0.010422878535667238,0.023270247952516875,0.017768121427743967,-0.04406639126091002,0.10230503543476985,0.05687764734957185,0.1226401713112102,-0.01274633779210342,0.013511670618354121,0.09014910873063155,0.032716986588873086
ICOSLG,-0.06678118729075694,-0.016733591349411225,-0.024066102976658992,0.03725728607660735,0.028899513257109762,-0.01066154001543232,-0.008687169591258185,-0.13070965589738193,-0.009110408270474208,-0.04521079239274747,-0.07377046172846376,-0.04497315052787153,-0.0731608287878893,0.023826331876488617,0.09388956268022247,0.11333718479856487,-0.031180712725763296,0.02020393918295496,-0.05677372842809585,0.00827378893057027
WIF1,0.22577965950612514,-0.018867430700144152,,0.043971123336622786,,0.07288848228470501,0.023420734533869992,0.2763225938398318,-0.013457851932701683,0.05266613305544064,0.2025959427732845,,0.2512835867618967,,,,-0.07270849607061561,-0.0393979897974148,0.04505513978357648,0.476996427722974
NPPC,0.05588507158006336,-0.023193360320565227,,0.03589941027301647,0.06941747471251725,0.03603334867066953,0.031484029841278134,0.026196247409440234,0.06370156973214669,-0.025781836468613085,0.14490616117975325,,-0.1334573520181804,-0.02487458429902331,0.09596098652371403,0.05205775268679033,0.06035073814898004,0.008639208147205066,0.01880622265245385,0.28927816732128225
LYZ,-0.009452088711706719,0.01736628499405687,0.007530546087584601,-0.02307480794493174,0.00015795887919084592,-0.04854620895457803,0.006135874969177452,-0.08851408507549967,0.048417978828908866,-0.019521189494544938,-0.25893773517987884,-0.07384291046293082,-0.012511729974330785,-0.008245326660316403,0.030370072109137152,0.051107113538227694,-0.0007266074008945307,-0.038890032937402105,-0.06647779155037448,-0.02343337549033232
EREG,,,,0.022184794265138266,,-0.03976998158126693,,,,,-0.06109850397015778,-0.025778238179332537,,,-0.030247996743722718,-0.0468046471887218,-0.028699034322836256,,-0.04082199348848189,
SPTAN1,0.10811370276882175,0.10341939147981989,-0.047278706288494884,-0.011097830579384155,-0.029069478902671322,0.09864845108124964,0.10531361766012634,0.1586538522330146,0.019683105543948858,-0.010781576188900976,0.3595089526521638,0.0020725694612081726,0.16338563956196883,0.05464589101365252,0.12218452762889229,0.16307619065587892,0.134715716967345,0.0268518362767551,0.17317510191269667,0.19975555848834686
PTH2,,,,,,,,,,,,,,,,,0.013020176930996084,,,
LIPC,0.15329026220390926,-0.032991228027743916,0.06836294858561955,,-0.020758944114482165,-0.011251637568655805,0.006781717198915409,-0.05625634187901908,0.0863943935302566,,-0.017040177837623165,0.005412712861172365,-0.052620228930376205,-0.0263769503841602,,,,,0.03981942512063015,
COL8A1,-0.06527168953234005,-0.06445760857034664,-0.028741142498689434,-0.004222471836398301,0.01128144610003767,-0.05231847858401802,-0.019219019522106497,-0.06753291750691436,-0.048540003738908585,0.00410468480907021,-0.16596840532618282,-0.015461889508593299,-0.12605930393600215,0.03920404735899642,0.10752182591981008,0.07343168710338649,-0.01715021967546123,0.076153171594964,0.033816658355832016,
GSTM2,-0.053052479136387415,-0.027733623464721878,-0.027596872990924906,-0.010493993417158936,0.06306908153687271,-0.01577938506722055,-0.010645806574808138,-0.011704396337675551,-0.029007337459215323,-0.03114486257828355,-0.018060691927518267,0.034088248450782614,-0.037051092571106004,0.027505809979264776,0.02918209622862051,0.02112545423099948,0.05073870281908713,-0.05345727388319303,-0.06461838808039867,
SPX,0.05759332314467878,-0.02934211055234254,-0.03191121141340389,,0.02917707830070274,0.16702976011802412,0.007558779284032863,0.10378687093885842,0.08366870004735355,-0.014287867998726753,0.06458902605873429,,0.2021070381979641,-0.03297603311356689,0.042051571859796376,0.010954579880842067,-0.04974977467671958,0.005835811648529418,0.12323489813692946,0.02985441805750213
MFGE8,-0.06693160395354918,-0.016257625858825946,-0.03538702612518379,-0.02765888771169782,-0.01917182655678781,0.09240701528705912,-0.04467965462552169,-0.016938255061484463,-0.04661839955233731,-0.019085449136546542,0.044917449498392464,0.012774959436718398,-0.06196604362481299,0.0202257564576383,-0.02158115712645241,0.011462761126869638,-0.04843261196940014,-0.09694070877656287,-0.0016374842316776797,0.19546417056531615
TGFA,-0.11246349868707585,0.02137190265738176,0.0009410043254150551,0.019375836607687946,-0.029604176550752825,-0.021285128793939716,0.007467749264357762,-0.10162354761000274,-0.07852202962116123,-0.03842096389077682,-0.126924528615398,0.008295402259125943,-0.10773937688071394,0.021530781214429803,0.16313112962415055,0.10668339190259668,0.12435984105862918,-0.028573009454179555,-0.0415423885500316,-0.07626366053748586
SLIT2,0.17962528826520457,-0.006534280427377713,-0.03283866052298518,-0.011648369284390673,0.01902395608594022,0.06102733609677683,0.09261255269664745,0.12443327437321353,0.04720577352224954,0.015156704918549596,0.2136489441472759,-0.03225548793125605,0.2222345918308176,0.03822575392631922,0.06903737714796793,0.0530297323254996,0.09175924622932646,0.011179914471168211,-0.04104532741292136,0.26156497778261273
PLTP,-0.005578734812724976,-0.053973759296168725,0.010778658571648862,0.07186846521406097,0.007741847217149918,-0.07423295129585702,-0.05306878097811207,-0.21719953888983884,0.06561490266003533,-0.07174369617774046,-0.3335152023804067,-0.02648227541221399,-0.05828840232301432,0.025037205398421494,-0.01809109304705543,0.01582495353010574,-0.001074876989076791,-0.011885911333893006,-0.053193531228238465,-0.002031259217288213
APOD,0.08913562038571418,0.012741543728007926,0.08358643540041645,-0.08856899317171064,0.014115523474037769,-0.026946800356957727,0.0031333672470509493,-0.21601029769166197,0.04709106879357828,-0.0014767198775138505,-0.24432775817635033,0.02241618874459204,0.10422738668380967,-0.09906897453595173,0.14285302608320677,0.2479448296306147,-0.06609927431229512,-0.052172552355536785,-0.02078364478867311,-0.05292008875327993
B2M,0.04418291048415644,-0.06075040022340286,0.04055272707983005,-0.021132371534653836,0.009282660605280288,-0.12022134013435082,-0.07811804010299844,-0.25147158016323334,0.04420698433124446,-0.12270387193834066,-0.42565711417577623,-0.04587828106556218,-0.2376988675491449,0.061979255256267476,0.09553609348780023,0.14440694137571428,-0.05054218819907444,-0.013087947513088609,-0.15441838334717214,-0.1604046097122395
OMG,0.11913732831181123,0.05842516114242081,-0.01837392201987993,0.008292541823031949,0.03238235191646157,0.06661809637486267,-0.062215942768492835,-0.00491487378750481,0.05314577954738105,0.053532343942697805,0.01879800395705896,0.14894206974959534,0.17024519474302524,-0.05293250179173276,0.0891843171263829,0.252809654717814,0.05328277057269731,-0.024439287585956614,0.15627645798335718,0.027317689686081215
CXCL3,-0.02319518772962742,-0.037555050083174106,-0.013700852881821183,0.00260362250158752,0.04786099442608187,-0.05303027941204757,,-0.031795878347204085,-0.0397914787017956,-0.031614015755400765,-0.0018693529726294157,0.010023518271270918,-0.014264882182803999,0.03063985271475202,-0.09311669341895663,0.003276392583962392,-0.04569560173915425,-0.05399719803694942,-0.03499520109869133,
CXCL10,-0.00930403252664255,-0.009097096720408048,-0.008197434053720377,,0.00713903030624016,0.01996999848290122,-0.029601373456600875,-0.1870100429900687,0.03274286023051232,-0.030667107331778444,-0.02820240499901789,-0.02224516598580399,-0.018045743911345162,-0.0417192991204366,0.029429657053778233,-0.0174854696417653,-0.02372767608095718,,0.021750187583813595,
RSPO3,,0.10330892173755787,,-0.05065698721401154,-0.011634878580816532,0.16723188929238228,0.0505399561604179,0.10802216463519851,0.06181615842273364,0.006843874617750756,0.17976377850605196,,0.046178651156435234,,0.13125753806145457,0.09003059397178248,0.06137334181693238,0.09899357220531846,0.13887310071652595,0.05557636944899483
CORT,0.15594955624872028,-0.005157659223525936,-0.022492221953752615,-0.027619031771994467,0.05902979467239159,0.007118816875370067,0.05470627096384684,0.1529514158666212,0.06524479985427974,-0.06102038679360827,0.07001327212757903,,0.03319094372157155,,0.04201276369610046,0.10739899184535424,0.11781353745202722,0.04208467048918672,,-0.025602003241029438
NCAN,-0.030523221421051183,0.013225973349331612,0.015286216623542067,-0.07065484238306188,-0.038230110354134955,0.18810545206413248,-0.01722097420219459,-0.09050092342416438,-0.0819327714782913,-0.015222181804133225,0.23540785011970514,,-0.19611673805102225,0.0035975963011583177,0.18557407530141284,0.19741264861407806,0.008655073755720624,0.025536983766017398,0.18099617503826032,-0.022920555332106417
PRG4,-0.056042018040339966,-0.03418462255878685,,0.028822660605996746,-0.02386036942295307,0.009377513230895362,,0.01286017168507415,-0.027416462087618002,,,,-0.03306100607527647,,0.0061401379235283965,0.07146115289527319,-0.00956079093634941,,-0.05620397558810467,
