,UKF251,UKF266,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH916bulk
MIA,0.08268673105319825,0.12699002138672702,0.0016144459608083842,-0.011443967457856079,,-0.04285856867867097,-0.0031223263961452715,0.06646418806804333,0.023024704429212877
COL4A4,0.00662346620645433,0.09653410692653158,0.05207448474384507,-0.019224955220657234,,,-0.022226063837057896,0.03153995205330026,-0.035090682540461104
TAC1,0.015559820010129895,-0.13497813052829624,-0.03560065844092353,-0.012948960443224931,0.026486911914563187,,,,0.11470572919098032
RARRES2,0.04072339219519363,0.11014220237168475,0.03578220050850769,0.03063103710748348,0.02186199426155235,-0.017523204024365763,0.027589578096800016,0.024603447580682645,-0.07814444493731151
FGF7,-0.005032360343564801,0.06980586515689914,-0.011575850263420968,0.027386485379497002,0.011221059884617426,-0.004718202015891775,0.004856057293492398,0.05013208746956985,0.0507490492223948
HBEGF,0.07742842252081725,0.10190031932606068,-0.00983686786067667,-0.0038723903163570407,0.017448582318859256,-0.007401105677807697,0.06335106520994419,0.14376559450326987,-0.02471802358187188
CSF3,,,,,,0.018928834249623248,,,-0.03691138310104692
PI3,,,,,,,,,-0.10053405378233243
PCSK1N,0.0007581363349328296,-0.07807224383375405,0.025569061594086447,-0.10055282334046142,-0.03818935304451615,0.020240073728743552,-0.0006946926497941535,0.010788753136009684,0.15142271786681805
NTS,,-0.031001544181797472,0.04889485565055302,-0.008968287876592231,0.017803251719272602,,,,
SFRP1,-0.010464744534579393,0.0640642032973849,0.037836079918463196,-0.013718238465593295,-0.016739270613549,-0.025261210076988064,0.026420877028449197,-0.04860705124577114,-0.046049922364202474
CXCL13,0.021394841923857624,,,,,0.004942536668312819,,,-0.02994014569746391
MICA,-0.0284091651683225,-0.008465423509174737,0.004864463196261661,0.07038816394535816,-0.01125426908488285,0.00607185352393672,0.07329800001423555,0.08450155128054565,-0.060469758428664935
TG,-0.028711092315543495,0.05219612786494667,-0.024624063224949602,0.07465095379442663,,0.03354281314452514,0.05911071929193973,-0.03509197559050622,-0.001987549727527101
ADA,0.03864633771515816,0.007214436172585186,0.05694515057070969,-0.01612359351181712,0.07074425068231346,0.026184853214360603,-0.004148416633806271,0.02804558622837911,0.0028587112331886636
LAMC3,-0.023984799097732313,0.06709043661175948,0.026553281612172346,-0.015446051606126327,-0.027187200332530408,-0.0027834871193572613,-0.005881440930228773,0.10560686266537579,-0.014827654245817614
CCL7,,,,,,,,,-0.06250299804805638
NGF,,0.001781848607096785,,,0.01946783492804379,0.03580932225365426,0.01699608558011179,-0.03045356327633112,-0.002548260674361729
TNFSF15,,-0.005168835757889234,,,,-0.03023438583293574,0.02879639859233786,0.06252034137652554,-0.04085152117631796
HMGB1,0.009866342068503113,0.1373535380646301,-0.032058008221340244,-0.0026087158291284345,0.004913400155588403,-0.004991942056558909,-0.09592626639238162,-0.035162351293656406,0.10428897895107266
ITGB3BP,0.0766406948452625,0.17135522420140867,-0.037724370554973095,0.013962236979659946,-0.0022413596718312973,0.09079833650554657,-0.061772713999911626,0.05170772633383197,-0.05540568259576191
AANAT,,,-0.009792367622086597,-0.011443968094398769,-0.02336570255590269,,,0.013621064519353552,0.06853614137231008
RELN,-0.06737551279915409,-0.03363348653989702,-0.010457503214876021,0.013084719494733946,0.012774432321868841,,-0.03024392986309343,,0.015477274284284
IL15,-0.03657749235589589,-0.02950306181992296,0.07682652183410439,0.02601014211658855,-0.0011920055380221413,0.05692281184844436,0.09908430221887349,-0.014618703733689875,-0.07378324061368699
BSG,-0.009805178885829706,0.06071714316465215,-0.04625287297225475,0.05669192680810433,0.004384216974765387,0.011753159534476386,0.03247484024708475,0.18797388572412335,-0.011611111463893877
ADAMTS3,-0.05044747079870076,0.06661257755693396,0.021246010369111785,0.026567156822982548,-0.023005136684304473,0.04124900473121333,,0.058480092031238086,-0.04745827944440501
CD34,0.0650500543290159,0.03278844847262966,-0.030799815158079013,-0.021411353576939813,0.016022373910862427,0.02871749647308966,0.03611125813407258,0.09321311644610424,-0.011845656374394569
PLAT,0.07020511744094723,0.11200927048882826,0.01062303413914065,0.06733831630696722,-0.005872033747278497,-0.0905434258413859,-0.05895024317694032,0.15646366721359192,0.035764344129949145
NTF3,,,,0.06076800952689058,,-0.027733274632270495,,,
LTA,0.04142019838627804,,0.04419671710786953,,,,,,
CKLF,0.04858870204420094,0.16130965703316538,0.04010161923541314,0.036694182186972464,0.0046570185348802666,0.051147145327755425,-0.07459123424986105,0.1385831023723789,-0.012733753370279887
APELA,,,,,,0.027558552336511024,,,
CD24,0.09212946408119607,0.1364703895394573,-0.00022354813615339052,0.056744248518014996,0.06851692551324426,-0.002172837113468383,0.09377164483113379,0.09407017965612618,-0.0027852300241744824
HSP90AA1,0.07231925359506047,-0.15689953390249842,0.035982402689796446,0.002656136299560193,0.021296253996064735,-0.05690007472099976,0.08515506245183639,-0.1376514160675167,0.0849531446777186
BMP4,0.06645774671254284,0.14678914078071567,0.02441105254061922,0.01377373205242837,0.051830858772756366,-0.00261235740497818,-0.008543781846563077,0.06662893375451956,0.03486115672681591
SCGB3A1,,0.046856845345484816,,-0.009653099017523552,0.013612430471273022,-0.02933204565659682,-0.026179305371393315,,0.0635925025393671
IGFBP4,0.06000806047346815,0.14227184585705646,0.007444093235675479,0.017710862515130467,-2.347102315678977e-05,-0.0053778382838821324,0.006598797935432347,0.13287976573390706,0.03872043299964687
RSPO4,0.014038377495222378,,-0.013427940355291452,-0.009653097605539453,,,-0.0012438479661953732,,-0.02841958206789757
LEFTY2,-0.006265170855817135,0.13274507945642777,0.04145440067749757,-0.010584739584451702,-0.0034805554215906016,0.001336674821461925,,0.21075048422214007,-0.06375998652973913
PF4,-0.019206259666536954,,,,,,,,0.024148928390495414
ANGPTL2,0.11072457160682998,0.19016801301623062,0.044468028815610926,0.0029459335517735287,7.617897545281772e-05,0.04479517091817871,-0.021543007353869183,0.07549132085640019,0.04646601514051957
LRIG2,0.06798619852803676,0.12860170518307765,0.05230806181335939,0.00787485298857437,-0.0433195038310806,0.034703334452244654,0.03367572184625581,0.14332735101267752,0.02534108765536474
ICOSLG,-0.02523506981073919,0.1028148141349703,0.04235021296393526,0.029535305096966214,-0.012071339754484413,0.022171960445301526,0.0037858103929173767,0.018734971052159544,0.007826645467893833
WIF1,,-0.14913365135183698,-0.019141591131902697,-0.018165131065496047,0.045753351866299224,,,,-0.040851517823837086
NPPC,,-0.017961864251732997,-0.021986517251373364,-0.013415443353698738,-0.052949638099655916,,0.02957673239137447,-0.03822745136993691,0.10379984850583546
LYZ,0.014511554828866586,0.09763583383234276,-0.03272031015109966,-0.03306981954445617,0.04486686046172497,0.05205728985784092,-0.06634038051238074,0.05511101386504356,-0.02189128271328753
EREG,,,,,-0.02556672295177053,-0.039974856241715394,,,0.11725711993562284
SPTAN1,-0.033891063233337466,-0.08559888883229955,0.027871542262133342,0.04303613802363822,-0.003997888574986785,-0.015047079414010078,-0.057382383678606555,0.0789569958565599,0.08427621416852626
LIPC,0.04020074358022375,-0.04575168390295472,-0.040327287261547905,,-0.020423134809206035,0.04297278611309415,0.0328165980629246,-0.06974509627025706,-0.004069086478571455
COL8A1,-0.023414152513454297,0.1193632423110926,-0.04422250759224185,0.008330604446338768,0.07781465763983797,-0.016349389602672185,0.08044982036383522,0.08907431300149525,-0.0876098228821088
GSTM2,0.029434510816753242,-0.024948811433060613,-0.0031696139042386206,0.004930550510199569,-0.04066418783905069,0.10490854015219968,-0.051180832715600554,0.18593277705691522,-0.00846988960928631
SPX,0.004292648304885592,-0.0716731576960982,0.03282692955590376,0.020948610506605115,-0.035953351484380905,,,-0.05886022753920715,0.03297943771314103
MFGE8,0.004531692603149931,0.024947491594112574,0.04161584633816299,0.025116211040612728,-0.014887695036125612,-0.030605321649711893,0.04048867350007134,0.139215325580309,-0.0002309660169897409
TGFA,-0.02910233730121492,0.04098097013452648,-0.03271348536495098,0.007544296765656364,-0.0874544244848516,0.0459213467391875,-0.08570705199234382,0.02180455872944924,-0.018794463568880863
SLIT2,0.011040213011667606,-0.023915598883698867,-0.027799532593641204,0.04076858240985341,0.04019531905776839,0.08218753977970424,-0.0028900585788400462,0.14864739714071307,-0.06540567512629726
PLTP,-0.005224314674432177,0.04051610664056511,0.0638418955905345,0.017343513756532713,0.012935275497082479,0.048399359791664216,0.022525139296293913,0.11343462238423059,-0.029806310349602
APOD,-0.03463113919717627,-0.09362993755096287,0.015028937723039848,0.002330521393709425,-0.03254275603439577,0.08205921405917417,0.006359308637782067,-0.17596697301160508,0.06044347037127551
B2M,0.0050092657947386115,0.07647756847647906,0.011975826497829254,0.06755370455811203,0.05357129924533597,0.013064369363274453,0.006218273468087084,0.014249258461870104,0.057605426725883514
OMG,0.016803963294254827,-0.059467454169800184,0.06175059387127233,-0.05791602623745092,-0.012615710754282776,-0.02531629609535402,-0.019807568763726087,-0.10626988510144017,0.13330524502837443
CXCL3,0.001667089688896334,,-0.005691800689069514,-0.010326773998127585,-0.005869585599099166,0.007419802239292562,,,-0.04756272759350807
CXCL10,-0.010158697575197558,-0.021620446211381143,-0.02970453145261914,-0.01568712553730786,0.07903182955408306,0.020215686767880946,0.08302405898738563,0.10431550181642503,0.07901791348465885
RSPO3,,-0.0038344543948140245,-0.022369752596800456,0.01975842262538914,0.1098038952345513,,,,0.12983821686955546
CORT,-0.004819082143044865,-0.04583096871789025,-0.025133881802609826,-0.004913262632739163,0.0003325816529423574,,,,
NCAN,0.06207133663834831,0.10493402172331653,0.03589314658161455,-0.02908077617842516,0.001220678791157509,,-0.046432380780650075,-0.021908816232188898,0.1256491687473126
PRG4,,,0.037381422909062066,,,,,,0.0008765952331238394
ZG16B,-0.02311161194161551,,-0.0169466530397636,,,-0.025809089739051053,,-0.015112126004212382,-0.01899233799009641
TGM2,-0.01677939699302866,-0.04077004384301188,-0.01714241864992561,0.014354628153046627,0.0233466867596117,-0.010712361997694859,-0.02884378858378958,0.1243171866943557,0.07041620507332484
VEGFC,0.015293581547424141,0.010797665386222616,-0.045633155602320445,0.03291637818148547,0.046702220578200414,-0.03926575884997715,-0.04777511037610947,0.015559669985971232,-0.027513715355136487
WNT6,0.03851473481050616,0.13436761654918106,0.0006126107127819974,,,0.037360064784441795,,-0.033751428885745144,-0.01962478325633513
NRG4,,-0.01726017644488974,-0.014903521352989831,-0.006821190808685453,0.03292578391289663,,-0.0017282635175438592,,-0.02951266398929193
PMCH,,,-0.0018388541408978231,,,,,,-0.02318056909813951
COL9A1,0.00044041555886388794,0.20507454653664192,-0.00455554042800102,0.05125025157934222,0.06136165715447145,,0.006568904620099024,0.052292845907743954,0.03878954652947242
GDF11,0.016767004567411783,0.14076131727310462,0.04840890963190331,0.008158570735213689,0.03660308857814223,0.04680127962561297,0.008895387313186433,0.039424409042033294,-0.02873286361238874
IL24,,,,,,-0.028438117724380433,,,-0.032994176550845716
SORBS1,-0.08226740413321836,-0.02207986314923284,-0.022471484257558957,-0.03558604254262712,0.02753709566285588,-0.003920306510286191,-0.026084624857955575,0.08225104155857986,0.07127032499584439
DLL1,0.06374670195023638,0.1766918392448075,0.04921251278929929,-0.030331902278040588,-0.03385552141005888,0.01563647281158936,0.018327228312290673,0.08211489569394521,0.02072424147241634
TLN1,0.05326562094823692,0.1422746887603906,0.043467096061393415,-0.03173611479629286,-0.01571894604446597,-0.03622582462547971,-0.02168642727814942,0.07265844349186998,-0.05224538210934837
COL2A1,,0.1344199160895668,,,,,,,-0.02658932617733582
SHH,,-0.015301366812037726,-0.05952220843362653,-0.011083479229117456,,,,,-0.011571712966112247
PON2,-0.06444321624831904,-0.011263534860972124,0.02552800028062959,0.0779340931094457,0.009770180736155232,0.0050242376918942745,-0.07011840227456542,-0.023550250093341905,0.011506844669078175
ICAM5,-0.027512549907435076,-0.019616708226872694,0.02362227293982274,-0.034457077202613595,0.0034156209546018705,-0.026920172581384988,,,0.008288529600073374
HPX,,0.033163871073367795,-0.033256756273073056,-0.009653098033413356,,0.05514328782854115,-0.022385454577051184,0.10640942856078524,-0.00012138007325515173
SFRP2,,-0.015246159885419476,-0.02771733160378066,-0.028863036718267118,0.03287891374194787,0.027028031275230634,,0.06790052908758189,0.057247400245634725
CFC1,,0.007512947151017357,0.030945899525321494,,0.05460688156523251,,,,0.05549713059134021
CD70,,,-0.02487285120109706,,,-0.01833229376730937,0.0003267285867541413,,-0.05184540093568376
HP,,,0.040403626387222565,-0.012426303807457071,0.06651338440358374,,-0.01032523588121404,0.05751976839339811,-0.074096133389597
CXCL2,0.06796237983572578,0.025893800151536396,0.04334533945787029,-0.013415442303764721,0.0016201002582806388,-0.017743777834064316,0.12199180809616378,,-0.05101540951350608
NPPB,,,-0.018675247559399095,,,,,,
CCK,-0.0360165923075097,-0.17199937548159008,-0.02975542223513085,-0.0592999835219354,0.014703406244798042,,,-0.028602967603471457,0.12662653948741642
SEMA6A,0.02383540594122949,0.10948897953770025,-0.020968446463774295,0.00644011156932828,0.049748145509336615,-0.003634195424729275,-0.0770329845308153,-0.005931647228022452,0.024894643346836727
IRAK4,-0.01407261802850485,0.1837859261771732,0.026909086477837584,-0.0054503647684189735,-0.01602260504094918,0.01357245629728565,-0.008658232926347171,0.13343412556529163,-0.07528824951690033
GSTP1,0.026897336627772037,0.163084478693067,0.02353621376594869,-0.04611512701444065,0.027673468508498188,0.025765140232161365,-0.02319060873379135,-0.04806427489323789,-0.042468289454268865
VCAM1,0.000318464030074065,0.11823644029407034,0.0339171585339228,0.07489498819076193,0.06859248295854911,0.038030110039672826,0.01924492231666815,0.04686213498531137,-0.022951318631896735
NXPH3,-0.019185027849317627,0.17685009399648155,0.09383083425735954,0.005431355548701038,0.002101626723092793,-0.05366371108056856,0.15969039113404504,0.07455724892672669,0.08160453230557893
MTMR4,-0.014477109895963085,0.0621798973925626,0.0004124220716548659,0.023506454641586173,0.06140777454776744,0.041517181687037386,0.05007238595375667,0.0802728387535705,0.013212635740951249
LAMC2,,-0.032517723704063986,-0.02351005318850545,,,-0.013402566472853122,0.006087646265694352,,-0.028419597712801024
IL10,0.0010664296678034272,,0.04205222766255751,,0.04599848602169681,-0.0606071203674061,-0.0036340067913496715,0.03787861826871719,-0.04943809127261552
SEMA4D,0.013736109376432552,-0.0408844947968192,0.0193937015808305,0.04231351003804683,-0.03378756352740263,0.05415820309257961,0.0661670066569026,-0.08297020981819826,0.07080991309187275
TRH,,0.1506738457017949,0.01589227077112429,,0.02387148368007578,,,,0.023703460027646558
SEMA6D,-0.014978841179680676,0.15885054972245863,0.006514368550563954,0.02720246877412855,0.09212663924979479,0.0030014881357857052,0.061327779882374436,-0.007003313288524113,-0.009618681934220523
CEL,,,,,,,0.05367116134518009,0.09796121908765085,0.03872846223923731
PDCD1LG2,-0.0024919808740261206,-0.015333851534852597,0.02241155816430781,-0.0355843818772088,0.02968504953368733,0.014668661325113306,-0.09317595504479187,0.01508718690293061,-0.03796278441054607
SPINT1,-0.02541037991155804,0.02351901455008055,0.059480983037140264,-0.01577528591876251,-0.025552324734216793,0.09017456740047365,0.029928010836485445,0.09503420722961654,-0.06559376259488262
CTHRC1,-0.032062726350734254,0.19538994228344908,-0.035200000382286704,-0.002468210309335562,0.0072146822021794,-0.005015928708684141,-0.0376721406075501,0.15445410603322246,0.024928521351750485
PODXL,0.03226277225264337,0.1462120461742455,0.06861276472819035,0.047560649739731446,0.06679279379579771,-0.0002870517114706971,0.01759239149963296,0.08473046338216218,0.03671094622159632
JAM3,-0.03735043646421708,0.12309877722436564,-0.012248903907261612,0.06757883122965185,-0.026585278710482312,0.04502760583417274,0.07478305758097563,-0.09376872092046165,-0.03590176026248377
TGFB2,-0.021042490888736873,-0.06251410030053423,0.04966003731108671,0.020255510828930574,0.014314226198019794,0.08011262528915168,-0.0028945352115451704,0.10673355025215481,0.021395959058636654
COL18A1,0.015127322646541983,0.16120595428119022,0.010879018250919305,0.06380513163071277,0.010870665641678828,-0.03425703167663398,0.018318931049532635,0.15741481689609943,0.0870294594236959
NODAL,0.027696288238083525,0.05140971555989488,,,,,0.06678280438300647,0.1547828331434781,0.12966371253160558
INHBB,0.04094155710845337,0.03532336929322057,0.005985494203585534,0.008432808049093516,0.05009473357528453,0.019541295360210452,0.10022952880533104,0.09285642303859923,-0.030048492382906467
LCN1,,,,,,,,,0.08174255891681
ARF4,-0.035169345177726206,0.11092533703777314,0.0023423427548662085,-0.0027210142528107657,-0.007057086295847929,0.010812202710620776,0.045494363501200036,0.10439774222288127,-0.06968024325147558
CXCL14,-0.03175965168638845,-0.120773599297424,-0.10151629263218824,-0.018347872657514024,0.04940242566957698,-0.03738931929976714,0.11203922604067187,0.2047916754828563,-0.03542895689312437
LIF,-0.013393493850204748,0.02647498257032067,-0.03540600767363662,-0.011443968094398769,0.05573489619739721,-0.014920079645019747,0.010712454956773457,0.15121339906635675,-0.10945263678964705
IL17B,,,,,,-0.0029396180175675015,-0.06636352805249994,,0.06977103158318104
MMP1,,,,,,-0.00949803349342102,,,-0.04029287468810826
MATN1,,0.006244514509518587,0.08557072830408087,,,0.014450056612039453,-0.011727791518118227,,-0.02053914265490136
ADAM28,-0.045674931082751134,0.039983040674422245,0.05067015964703079,-0.008551037739095782,-0.06268559337753349,-0.010708288146406357,0.0812647423989368,0.10526590602536808,0.030516051122481482
TCN2,-0.04849361868210357,0.07512721137626376,0.04239560320546701,-0.005741724103182282,0.06807259335280909,0.04915530298055096,-0.02118512890717189,0.06736749538724811,-0.036314199867898765
THPO,,-0.011261059034887484,-0.023786182176104224,-0.01190853555215246,-0.035469466695407174,,0.07852168141623447,-0.036607638749942065,-0.030779772695449265
CUBN,0.020036390410323898,-0.0005708472763891103,0.0662277136688872,0.03361072582473552,0.051762448768204135,-0.008739824280405465,0.058611289771596964,0.20194565789980953,-0.033425115837572225
TIMP3,-0.000644856977257069,0.008308784232091162,0.025437974891765948,0.02537276995139032,0.03910128609975336,-0.04534007583666784,0.064787312189383,0.03396473031165579,0.04004762201938156
PIGF,-0.01267249689956842,0.14312918543158482,0.001484592664352321,0.006042377234041437,0.12898034392570143,0.05947376849131177,-0.004012725734517855,0.009483353243189866,0.034815333082348555
CRH,-0.025835758921186835,-0.003316349830728498,0.02561068612967288,-0.008386063004415481,0.09048118048267462,,,,-0.044983964267498434
BDNF,0.03203146671576433,-0.07933619316721471,0.007742503349938017,0.01116105255745569,0.02429191781125598,0.035127360043749924,,,-0.11524536884579062
CCL5,0.02829574373157682,0.06451529582639735,0.016379099132980593,0.011512988127454583,-0.058870891274095956,0.04492715647904078,0.007721232637358788,0.0396913619678751,0.04640172313173269
GAD1,-0.04998713516602486,-0.1207398352194368,-0.005451243073682067,-0.023530495617400338,0.053341682823390885,-0.02450730272441918,0.057727493767771795,-0.036442366944066634,0.03835660268042492
COL14A1,-0.03223976686217896,0.05961238774722313,0.0013504834469040205,-0.015598515044558673,-0.025584009508568345,-0.017106284818143153,0.08301406671196192,0.06401505244267076,-0.027505348877107965
HLA-A,0.003950032791045132,0.054739667772666915,0.008542196990792634,0.006499480955087972,0.014648883957879092,-0.025701573473118054,0.1370831710954553,0.08636368395494216,0.014752269125101242
CD5L,-0.010974564600658971,,,,-0.02203808959547539,,,-0.04178661364325685,
FGF18,,0.0035103141575297155,-0.006710519156160264,,,0.026825870752242492,,,-0.028196535136743934
ADM,-0.05044747549684839,0.1504488186247718,-0.07654395575828235,0.03734768950589915,0.01877903030787715,-0.05717373271796104,0.09838296436201921,0.1454043632373883,-0.15195035656252895
CCL15,,,,0.0468902910142613,,,,,
GNAI2,-0.04829095185370899,0.12163139854850555,-0.016866870931674986,0.007674241908907676,0.029693989511861384,-0.032708781732484024,0.05447739108566417,0.0853842801991303,0.006021999387086448
HDC,,,,-0.014497110332087889,,,-0.012123218150762125,,-0.020539133352918036
COL11A1,-0.0013498598032129967,0.24384956834410812,-0.031124428819495772,-0.0006091038612879789,0.015901088587350547,0.02538818874246658,,0.03856608870890009,-0.027109275897972133
NUCB2,0.012235590110030014,0.018964457764878612,0.0023541858995601316,-0.019948030640645084,0.07582598687495794,0.06953854195941912,-0.09059511447702652,-0.008247905231394327,-0.010439287437877373
FGF16,,,,,,,,,-0.02023864584865337
CXCL1,-0.004725702099285742,,-0.028494784533982537,0.09434363828114323,0.038447456727064885,0.03915796482938776,-0.07742944324914595,,-0.0649814262724557
VCAN,0.01278543166273216,0.22688885689440255,0.033725189386874736,0.017707916936236755,0.013345371834474208,0.055898192321666734,0.01934976159787848,-0.02550235589043371,-0.026123711684231634
MMP7,,0.015618665497217877,-0.018675247457364503,0.03342900166866109,0.07615782136836928,0.08140739476662043,,,-0.061802934704943024
PTPN6,0.02233838728541171,0.15452239927069764,0.009316029600279684,-0.031189402953856558,-0.05352733651337451,0.056962140912071635,-0.02920504377804309,0.11326945556305096,0.04325945091202635
PTGS2,0.0023105096316942625,0.06106806566341535,-0.029102794952369126,-0.023111672105133624,0.03222009444081235,-0.019312377881439736,0.05057225915552971,-0.06456028417826422,-0.034742262720335614
XCL1,,,0.006856377698521129,,0.04523952394410333,0.054290550501668575,,,-0.03655310944658256
CD58,0.016801629765837878,0.08657562593013891,0.04379962463803872,0.03360603560027303,0.07604064392849093,0.003438441150802129,-0.07568605964078676,0.058880731905415165,-0.07128815305031808
TNFSF14,0.026591136258996093,,0.03516962832206987,-0.010584739584451702,-0.024431024744457693,,,0.0819191844373355,0.00045129059812603185
CNTN4,-0.022627874830251315,-0.060345738495220715,-0.018577973513403307,-0.02035084632464868,0.09535508201478285,,,0.04644329032144151,-0.009585264765346057
INSL3,,,-0.021534524500186218,,,,,,
BTLA,,,,-0.013517074474328048,,,,0.043288720406948616,
MFNG,0.04754539008415861,0.12127011179076212,0.06681497951081887,0.008603587238690001,0.024709627589039176,0.023976388482007758,0.08814068005992816,0.04310694118464569,-0.013816718627034236
ICAM1,0.00019825885295560611,0.08278914983632563,0.022753866363033972,0.11461274669199929,0.07414189997598418,0.003734268215606453,-0.005244746141687932,0.11736732731448979,-0.09086102548225186
PROS1,0.023191113207712288,0.14408465208057944,-0.027547924195284495,0.08159147363960144,0.04695203074381673,0.06520116483397412,0.043569800652948486,0.14719323465957732,0.019746651383825274
CLCF1,0.004703169838536005,0.11990322048971856,0.008117996464015904,-0.019182657646329853,0.005077656876247881,0.03500300764841003,-0.0025181080607363585,0.0906866195067225,-0.10564905243989003
PSAP,0.008101585731615252,-0.20816156389190968,0.0013607645475536077,0.007797715775298442,0.02840079978740172,-0.026263450840049673,0.10311488145220417,0.006859494426416895,0.03199511257375527
EFEMP1,0.060765734144792395,0.11193160369457078,0.05494284390444413,0.024540619055573892,0.026789252376749853,-0.005326700828507324,0.019372492150875515,0.10294829037503789,-0.04806164248240597
C1QTNF1,-0.019674622981294722,0.022008191122436488,-0.01642396201198253,0.012233973489850345,0.062328700230956074,-0.01200497199731552,-0.003699003083714447,0.02203464717553889,-0.0717958743759272
ALB,-0.029217606293844747,0.10659606776616638,-0.023510052586709202,-0.012022028593462982,0.015457168410153438,-0.026920181431692856,-0.030074674818581153,-0.00045909152382825927,-0.029079725535853234
CCL13,,,,,,0.09419550346340395,,,
EFNA3,-0.037177226880564594,-0.053174062075525566,-0.027402226698690076,-0.005357288195001724,-0.016443369749791926,0.028212692165538934,0.0753000333980385,0.08591144318260194,0.11055012522986483
DRAXIN,-0.021407502609529932,0.19165825480324558,-0.016593697311555473,-0.009653099017523552,-0.029821309859155664,0.046239087726333186,0.019078230398584008,0.12832543783674188,0.03957587904457845
RAET1L,,,,-0.011561758516204734,,,,,
NPTX2,-0.043046039015305085,-0.18308475270775967,-0.006015050375146364,-0.025965216669433713,0.016159847386901637,-0.011202995112735406,,-0.038403658215277796,-0.009623781703057823
FGF11,0.02309815178897367,0.16423848205618324,-0.014561281999735377,0.08966283740245662,0.012245881584239195,-0.01645038929988441,-0.01583552350853739,0.11567340292303756,-0.026286906395873954
CD59,-0.035345949631896384,-0.16506682907711967,0.0054308151752575735,0.05638356879058565,0.03962886032081699,-0.02990206083018618,0.09301478031542931,0.031686800215527375,0.062329612296233856
COL9A2,0.014719586256755313,0.1507345819470209,0.04520352372963603,0.02191075651690293,0.04389756197509863,0.01293560464105056,-0.07713645500769442,0.04009901098418858,-0.031845964559851114
DLL3,0.03906936753456686,0.15826293217909002,0.04026611860017684,-0.03096613068277873,0.058552689809804374,-0.03449604909221336,-0.04092526633682142,0.02094059730526588,0.08663773380819192
FGF5,,,,,-0.02095041470472341,0.0567804845555586,,,-0.03471728571497627
LIN7C,0.013745417666175468,0.026913947998875837,0.04635151730914655,0.026414752425610588,0.0033578577600361903,-0.018872241561802824,-0.10285656543869783,0.06489215784120339,-0.011717378278673907
GDF7,-0.02428131986588393,0.010671059183914268,0.011109494788174008,-0.010584739173128702,0.018504737381713574,,,-0.05317668537916232,0.03598558368809938
