,UKF243,UKF248,UKF260,UKF269,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916bulk
SFRP1,-0.019077805799837706,0.05207295681590805,-0.015894198648758445,0.033983386960682135,0.03022156412325041,0.0008162354440386645,-0.028357041785571354,0.022508883015834202,0.05118632433382034,0.052289405435040376,0.003735040180523458
CXCL13,,,-0.015751353839108542,,,,,,,,-0.00305258724620367
MICA,-0.05174778421702786,0.019850931241545043,0.04625988394695904,-0.005975852121168395,0.07725641971329061,0.06445432798135006,-0.013359869633121793,0.11057284610445504,0.005722835346408607,-0.042268612103989564,0.09517698759358464
TG,-0.015583360543933066,0.08302800660270099,-0.03371098539209983,0.09895225428460981,,0.0812071673918045,-0.009466867946256747,0.060466734777114034,0.03501738103571358,,0.01536426451759807
ADA,0.06729874963128879,-0.0025935167169326605,0.04748987302773773,0.044620233931451196,0.031910113630947236,0.008742544214772439,0.05146284224165517,-0.08570366789533114,0.05605155354080407,0.05172837809646558,-0.007853404936603053
LAMC3,-0.021580419468452388,-0.026329769540888524,0.025719855971486762,-0.022619192122222877,-0.02062636208657107,0.01124823748239318,0.05342037410885467,0.03566590576772363,0.07025637405010915,-0.029754576632156627,-0.015458740634726882
CCL7,,-0.01758200352120131,0.12159224558500431,,,,,,,,0.07687143475656001
NGF,-0.024500636438783637,-0.006030122725582607,-0.022290842119940153,,0.026486381231336464,,,0.02791885073254002,-0.005694902386216266,,0.043978497750680745
TNFSF15,0.04557689816889267,,-0.015461988915854335,,,,-0.02983598112267137,-0.03416765179572947,-0.005996662942304582,,-0.025193333396814954
HMGB1,-0.08836708923893437,0.022964903873640034,-0.04388681539584418,-0.04522860307279878,0.12032204808011511,-0.036571129228915575,0.07467900574597873,-0.014835006466952556,-0.07762462024513657,0.021411881483892517,-0.016573340169848884
ITGB3BP,0.048215448479281116,-0.02779767928785046,0.016291274177053217,0.014958924700388383,0.06649031526613979,0.02728237228711745,-0.011192559147816548,-0.05100958743469719,-0.0023192956655678026,-0.03138836341494408,0.11214790298617755
AANAT,-0.015687174332581287,-0.0255088121941841,-0.013932176729112105,0.03674268543363277,0.06036579610037921,-0.01825840292533455,,,-0.020488065864819705,0.09170231540003905,-0.02606025081139011
RELN,0.04626690191983417,0.023967726516556608,0.09293674253560606,-0.04286386964431495,0.02989204544762909,-0.020213627985735987,,0.008802982943497913,,0.008917552894343192,-0.01480326442417831
IL15,-0.04308563227160889,-0.005386471662392219,-0.0012873322964542444,0.04727838228278774,0.05206929798228013,-0.016933824823592236,-0.003831399750495436,-0.017327451826112155,-0.034633805238818725,-0.015154332917444299,0.05168404794542383
UTS2,,,,0.008512851866550849,,,-0.012755876733168631,,,,
BSG,0.043889390939998794,0.046935804832329224,0.01920826978753828,0.011709862533685387,-0.035220714451780495,0.045994509867445375,0.017344606901188858,0.0421599836279602,0.054149096828787206,-0.061172642721322355,0.019578908736417936
ADAMTS3,0.08165029465146131,0.005988732925073447,0.009173359417555857,0.03215277389844943,-0.03262228585260578,-0.02813855159451667,0.08485281929101597,,0.0331845373178594,-0.028383095000459938,0.009106101294295229
CD34,0.025940805751345185,0.03109439011242886,7.341499844459955e-05,0.012130273062988021,0.044983677877219665,-0.012346081960124157,0.06394124955200779,0.02783012161620813,0.10784439796161799,0.008093344272377385,0.020055410503372256
CCL23,,,,-0.016621357991042713,,,0.1567306215777635,,,,
PLAT,-0.05065374092578174,-0.011721929860677919,0.018386879950860975,-0.0008540141179360207,0.01022222868505676,0.03345956297964026,0.00466592838415597,0.03762619565831574,0.05778093645703347,-0.08643281577280464,-0.03922858719039704
LTA,,,,,,0.003133528203204901,,,,,
CKLF,0.017886635896844184,0.008820311945932071,0.003811614840785571,0.01004805281655207,0.09360259491596211,0.021293188120003716,0.10885176901995317,0.012045974009581706,0.019875356857345657,0.018220397811721883,0.0558925726213962
CD24,-0.002178263662018739,-0.018112837922569697,-0.05010873782786399,-0.01801526631203674,0.09291713411713436,0.018474850136981573,0.15752385978759081,-0.015903654123561463,0.07625110941871156,0.047282302485239625,0.041925119604956346
HSP90AA1,0.1202958954858182,0.04674370752328671,0.047538633939881024,-0.044168031849553806,-0.06800618234016968,-0.00842700510937775,-0.042242777438847696,0.003913953183117228,-0.10589659770752158,-0.02077527188853501,0.0006062662354302354
BMP4,-0.05302537042521318,0.05835168900423826,-0.02703763952498313,0.0056766535073886955,-0.03240402734244988,0.03172064169675386,0.02514034874923748,0.032090870504466906,0.011111144008646977,-0.010072583581396117,0.042987461526805715
SCGB3A1,,-0.01758200176302445,0.07463114536415816,,0.08389168492411654,-0.011816200480032287,0.051738332758338265,0.004577858849863938,,,-0.042561857037061564
IGFBP4,-0.041527287314816606,-0.05669554819812817,0.00387019966873659,0.0125334720102702,0.07313221737937331,0.014398228282073634,0.0412948898744731,0.0640871548643702,0.07525476050148237,-0.06355288993556878,-0.05813087749314604
RSPO4,-0.0299300393077116,,-0.01914929099175345,,,0.09348471783130524,,0.01508592725867411,,,0.017047744796470476
LEFTY2,-0.03855260864831334,0.017499227762128197,-0.02972265972061557,0.008971223468367802,-0.021609096015294184,-0.020904620214436818,0.05791744840511932,,-0.02618201181508052,-0.0462284978906419,0.025591236115009956
PF4,,0.1492201150648805,,,,,,,,,-0.025741836863923135
ANGPTL2,0.01918734594882998,-0.020833611226923576,-0.028223370504763604,0.06774606302442177,0.055428211716899135,0.01340415575391523,-0.022058485203196268,-0.013978249165711047,0.06985954251378042,0.0022538056647770288,-0.09640597028612401
LRIG2,-0.041850858796654525,0.032157506108428574,0.00914971561500706,0.04604152311339815,-0.03967582504856139,-0.017180794271287447,0.09481657288744305,0.07063537820623308,0.10138615591755558,0.042242683183903854,0.030322410119853854
ICOSLG,-0.020581631506364675,0.06524489878229854,-0.05340469856348898,0.03947997815382004,-0.03238623628758994,0.12204815356966782,0.009966724230387325,-0.06779510229874205,0.12751973699486288,0.028207968403736346,-0.011683924939123683
WIF1,0.014863814797954296,-0.012557877620377257,-0.017746881660297822,-0.0072625834315939945,0.028492163397340214,-0.05654988516997869,,,,,-0.047235720653581705
NPPC,0.013626383321751328,-0.0220537802590505,0.16750166817482307,-0.03933092445632293,-0.05364925660339344,0.035970136809962604,-0.024874597312878027,-0.09747445028199189,-0.024532325985665855,-0.031442896481702905,0.007998359829651022
LYZ,0.06894873799614286,-0.07007802883335155,0.029780149337272046,0.0044418263704659134,0.06031232018359914,-0.02071711214155048,0.05066910938642726,0.019507311215386288,0.019809666775331115,-0.026095914305239016,-0.05325229377836436
EREG,,,0.04139964847053835,,-0.02222944479290003,,,,,,-0.0296364798065295
SPTAN1,-0.07766732752963118,0.04298546896072693,-0.018506310653558435,-0.06364086713697971,-0.05625792562133133,0.0010268074384107303,0.03703224875870649,0.029942136430010778,0.06429903301673831,-0.01732851659555137,-0.06780203238384011
LIPC,-0.06277327262821954,0.009258483629406818,-0.018539665473004355,0.04927546338387246,-0.025718570106411844,-0.026601458521221557,0.0027713125458516553,0.08801513914764711,0.055624717102103274,-0.0385945693322333,-0.040142853709559286
COL8A1,-0.1078168695268433,-0.042056551328665176,0.021989996044898846,-0.020138812897149954,0.08412909323199069,0.0734845909858212,0.058591065056022004,0.08722502081411707,-0.016623288366717504,-0.0013328306158051162,0.10904636513223893
GSTM2,-0.029220253854005444,0.03906188645269513,-0.03754001702955175,-0.03709568197121998,0.04042908247772521,-0.00021495197253676565,-0.024030311802584484,-0.022245243747486522,-0.010508252995088202,0.10384791231118172,0.042887044652324194
SPX,0.021400591341373638,0.0501327716104892,0.023186337283154702,-0.05123089303030872,-0.010561035561821872,-0.038876113366689904,-0.032976050365927725,,-0.04451814403101896,-0.0667102710963485,0.09621542155349834
MFGE8,-0.033510936359662166,-0.013680622964809461,0.08185964967651203,0.018057163237023575,0.02656705673254908,0.0071006939967656465,0.028230501827451557,0.07872256374695175,0.10008384327517388,0.006672923360514634,-0.008933140290068019
TGFA,0.018210721973759607,0.040464525800673626,-0.013754744349846476,-0.029640016829258275,0.03152728360498511,0.007700569390158195,0.06570108228813867,-0.06959283614267014,-0.030547359752395645,-0.029318980542466178,0.04945677671582122
SLIT2,0.02495046038294586,-0.012420950586232316,0.07355961092937538,-0.04853948293544946,-0.054427975108063895,0.02338437565395094,0.05913802720331209,0.03241355009259152,0.022534603761266658,-0.001062104565081769,0.0649531380988799
PLTP,-0.017012570014577427,-0.006517231725505053,0.024178699676699906,0.07344615615936459,0.11007217455667707,0.022704173101460667,0.05924621475546593,0.07382997583962296,0.059283663276020984,-0.07142992184435065,-0.040906116071392884
APOD,0.055619706034421894,0.018738292274350383,-0.09973668733283818,0.01808609599865957,0.05448510300258573,-0.04584296839047755,-0.010801719134882353,0.04683325844433333,-0.06589507987327964,0.05792346937601068,-0.11033277464916866
B2M,-0.026597796278748715,-0.012202968135672648,0.041761407369046155,0.034966353736576965,0.11752503248422223,0.02007653341470177,0.04995130267232487,0.08098974088181667,0.06001236012215627,-0.02127865005971013,-0.12039516168320144
OMG,-0.05323510090908141,-0.002728132756873553,-0.06400321025767473,-0.03361910782989972,-0.04134497050940886,0.005801467965954882,0.0053346447404738016,0.10716623782690185,-0.029771518673776903,0.057653934049446354,-0.0319502604737119
CXCL3,-0.06782268990933217,-0.021154874391015228,0.03520700680962971,-0.01917934360176782,-0.013982081372058995,-0.012195421863588275,-0.025635767022149307,,,-0.023339209123730706,0.12404088454555037
CXCL10,0.028269947026744423,0.0343628513322358,0.05413439363403759,0.04365232842858221,-0.022840796962863584,-0.01938000120389225,-0.0533121000938962,0.024445639218902263,-0.033091158843440924,0.0011282313305122722,0.028842472600512842
RSPO3,,-0.008956013628339471,0.06035749229096255,-0.023986782785218076,0.021978800327688543,-0.012743980803717449,,,,,-0.012062502290296883
CORT,-0.0335568473908928,-0.023273659837861328,0.026947523415772928,-0.030556026337330084,-0.031041870034889278,0.04834354792682887,,,,,
NCAN,-0.0756340765790363,0.03319639029114957,0.006868854279069383,-0.034336173805189815,0.07078127406415549,0.03293043530314283,0.016744677028152615,-0.057513479360214226,-0.021113098225806294,-0.10903705155833199,-0.01411208021983041
PRG4,0.03223345226004088,0.01140839006961555,0.04209810731304257,-0.020779070786229353,,-0.014899820217285217,,,,,-0.006073747746790485
ZG16B,,0.030699892458961875,,-0.022434346094731036,,,,,-0.022775870014683976,,0.023158704176328083
TGM2,-0.10604165953722784,-0.013908046348084084,0.08405199529346347,0.07209309993635027,0.06021194887648451,0.004105220363638086,0.04577224614295574,0.016856185477225134,-0.003195351220884669,-0.03948309809956984,-0.009115353371132668
VEGFC,0.004436608037463935,-0.033572406282633,-0.0029610326508317133,-0.027395900201401705,0.0790630547351625,-0.015205860436537034,-0.008338555095552322,0.012341969599477299,0.13519143579450996,-0.030784801421173374,0.06797758176409516
WNT6,-0.041675764568035456,0.021432194783019047,0.022784640747141642,-0.020433495216674494,,0.16457968929061317,,,-0.021659855057935693,,0.06724592386933174
NRG4,-0.031058258145190053,0.06668151577102836,-0.018907541090224706,-0.02588165085237639,-0.027984248230887524,0.020311061728027872,,-0.04464145606060359,,0.016942344832714198,-0.004058386255041394
PMCH,,-0.0005540966461191398,,,,,,,,,0.036172576167104314
COL9A1,0.058794187157073255,0.019415807273765587,-0.03718273830089538,-0.0447912433266075,0.028104350547400937,-0.020213635738947307,-0.0003388086867647469,0.1081955318903445,-0.03594932680578508,0.04076618349167837,0.042391001589602136
GDF11,-0.059526525800566416,0.028388045925723776,-0.04530459952157181,0.02097095088843092,0.10722507070654051,0.03493132665109091,0.07102878227927553,0.0008501753130758319,-0.034132921977726154,-0.027050568357869852,-0.005993751438772249
IL24,,,,,,,,,,,0.1531194845880635
SORBS1,0.019767625818287872,0.07165459329064122,-0.004114517782457747,0.04134133936958229,0.015269093244382343,0.0009762470462292618,-0.011022727858618143,-0.06607333781694288,0.04116885521882146,0.024293921827984257,-0.0234986207854634
DLL1,-0.009356737081959046,-0.01167694976632263,-0.02688684830581066,0.002181149285175744,-0.03966551542318,0.018829783507645064,-0.002263893477714075,0.04848812661946198,-0.017010449045019256,0.02642448991631481,0.06249202422958716
TLN1,-0.03813480381434469,-0.00906985397946449,-0.029322384092805763,0.03354719991969471,0.09000987777542602,0.035959555978367,0.053397343521703035,0.05712793456348996,0.04926603334800261,-0.02300014430890105,-0.0031560952618189687
COL2A1,-0.03179017245518832,0.012346714224632023,0.018244373369986727,0.0615186702241674,,-0.012380856948436422,,,,,0.036864378287066124
SHH,,,0.02414117082507318,-0.015077299614076585,,-0.011816199447222805,0.06273737427273082,,,0.14771740957174176,-0.028966694254807576
PON2,-0.10161837913527356,0.01378469017529159,-0.10874231885093891,-0.024820908392940315,0.055963558440322775,-0.02081097403545606,0.062357484115770974,-0.036102676426105255,-0.049419124305129035,0.011731551418288647,0.04084746647198088
ICAM5,0.004513175479827037,0.00747204142478486,0.02915758980794149,-0.03747832441268116,-0.04479322692311412,-0.023076399245095525,,,,,0.008871796619811235
HPX,0.08017656565709308,0.002944635047050043,-0.02292406345300849,-0.02792912958641193,,0.015838451599006074,0.0027891699927752845,-0.04134418144600499,-0.037326198890143415,-0.03314283386133262,0.023046128645075173
SFRP2,-0.01368071671867891,-0.023375318198921347,,-0.015306904180699453,0.03712607684043038,-0.023180359390271407,0.008349509107717725,,-0.031897114247506186,-0.015082265391148804,-0.05918637252154604
CFC1,,,,,-0.022834181287655866,,,,,,0.002973690360714881
CD70,,-0.011225134747188859,,,,,,0.03185643526704085,,,0.023271275475342447
HP,-0.10575775126633893,0.006948783017000385,0.05068075541692415,-0.020157167127923935,0.06878111316579721,-0.023884295459939673,-0.0017542032376735015,0.133598560326671,0.13384121327470255,-0.03165963618323882,0.060232625648111826
CXCL2,-0.08493676232864555,0.07407824449694055,-0.0039025465702639266,0.011616465371043548,0.10442589289218228,0.004730084672832938,-0.04601082122008942,-0.021860418130108826,,-0.013082178361063929,0.07443121374008675
NPPB,,0.07166676946445703,,,,-0.015205861542502872,,,,,
CCK,0.10830928450416759,0.06660827136617807,0.02024112577328429,-0.05211283534751109,-0.11762976378441788,0.0008934181454931961,-0.026376985473842,,0.07154678655392643,-0.011155166186164226,-0.07149417622749177
SEMA6A,-0.08406393629886007,-0.0037018784160040502,-0.024332412895863593,0.026085372871209073,0.08536079578348281,0.06480367521092593,-0.014837968441207062,0.040844827870177354,0.020809246502927925,0.056994005437750926,0.006501861129575815
IRAK4,-0.011260646057291544,0.034859626028751305,-0.016905003577172,0.0043332627974028365,-0.06257068880183794,0.09819085660129849,0.0280463801615575,0.043086787887086454,-0.008532325198727975,0.04886796933484051,0.02430198687904874
GSTP1,-0.08494278790252445,0.02492816632682854,-0.017087683825151714,0.008586888789877874,0.1304046361557366,0.04849129873702483,-0.01302144360760695,-0.04976162469539063,-0.012215478550893992,0.03335666934755492,0.12367457463594717
VCAM1,-0.03175583786926665,-0.0335274065002753,0.013491476553754616,0.027810549925697425,0.03007652477743961,0.005355774929370229,-0.008192720933432164,0.0538732246614659,0.03257446950388062,-0.0538190406846452,0.09970058113158912
NXPH3,-0.02831866845069929,0.04994082064526051,-0.025124292155640132,0.007165808523333249,-0.02052864922831136,0.030535242873373183,0.12204366772277543,0.039068584194390354,-0.024537439736951456,-0.02613619381701973,0.04246167808891558
MTMR4,0.07369940469484615,0.05886314071693134,-0.10142583118139184,0.028217098863827682,0.0033613435588448677,0.026423813015077333,0.04515158404846166,-0.04030179590177143,0.06083346194153107,-0.015672042366046388,0.005016701368580852
LAMC2,-0.02836229972172762,-0.01780337814178759,,,,,,0.1871661233103855,,0.13093770816124803,-0.03286096209296119
IL10,-0.044997777556306594,-0.018920099873497437,0.06473675070917559,-0.025167589653872613,0.08533887093206477,-0.01361140790783387,-0.030127034448164402,0.046583307176671127,0.03536856718194781,-0.02305401688163847,-0.03851859753284706
SEMA4D,0.05110414840842764,0.02754358163799087,0.015396669195203765,0.03843896365033948,0.02385475062109328,-0.021659557689511506,-0.06069105768629084,0.05881693158433894,0.0017702409515069474,0.053859457892320606,0.021769719690666944
TRH,-0.02130824864960793,-0.05017089210605922,-0.01166718971171512,0.05209613727823708,-0.03555924942362361,0.020599399521749186,0.029334856637583225,,,-0.05282646835035055,-0.018724020013951487
SEMA6D,-0.019567432569021413,-0.05102964350562183,-0.006258768933915384,0.02981316664343243,0.03471644649659507,0.011294009968683244,-0.008518450221339773,-0.05029772947571673,-0.025670694055205768,-0.01078918248247542,0.06039143381662557
CEL,,,-0.0230181499691518,,,,,-0.040148742362817784,0.015206261248011032,-0.023066102693017974,0.03827675750772898
PDCD1LG2,-0.1016191433451081,-0.04965892828314492,0.030002736086077886,0.07675717067843225,0.0764351467637569,-0.023283929984761684,0.0024440063239130044,0.01811952484589267,0.12691605362685335,0.009010186354815744,-0.00448796653641205
SPINT1,-0.02918526712454463,-0.014552669683473829,0.06580212952138977,0.052910674460291206,-0.018058714763761526,-0.01997861652422861,-0.027296847059629974,0.06586357671560242,-0.04244657975459128,-0.047222280966139486,0.01087709083664658
CTHRC1,-0.03512998499940293,-0.03786458288307183,0.09178314260145991,0.0503779081098973,0.04503437999916985,0.02678565622105308,0.052897755598614295,0.04108475935877206,0.08280588922305945,-0.05524585182207267,-0.002148128396279305
PODXL,-0.09553258357224842,-0.03637366424650479,-0.017168169865364017,0.04336329440745591,0.04874274420336621,0.014284148986463165,0.06930836845723556,0.09093386196528119,0.07721198714043255,-0.05823520586843278,-0.08461385225516409
JAM3,0.024810470808654957,0.026843044282187863,0.01742275481525134,0.02258715900787551,0.06218727406343851,0.024926113076823346,-0.05800732932047211,-0.028355889057477494,-0.009356771367132602,0.047425239880476096,-0.048906562455863174
TGFB2,0.05305584401960752,0.0042624730264859845,0.09977774545268615,0.046810184509489365,0.09386943943669732,-0.003315385428580122,0.10686032954013033,-0.02618809762799823,0.03663998068233551,-0.05254137408281179,0.018478224328367758
COL18A1,0.0030452230724112273,-0.03817991839545991,-0.03419291703742164,0.0013702771036099457,0.08667838157582354,-0.002511980488765643,0.09582994190723275,0.08147439001568171,0.05076308416158776,-0.055666518144034054,-0.053996323009283476
NODAL,,0.0025714897995061012,-0.028100366082961625,-0.033026609265443915,,0.027667505723639574,0.09274229254991447,0.028705540507220705,0.1214353609047451,-0.006529606940010228,-0.05899569509644178
INHBB,-0.006260354783385293,-0.01845324065992067,0.06520514975665438,0.0311758367796914,-0.034848708377283634,0.012011424234056253,-0.06985571292650741,0.10721588871428807,0.11496646004827615,0.008050433548922584,0.014541590016973976
LCN1,,0.05763267083945987,,-0.01683099223817468,,,0.09972151685274916,,,,-0.023049161277948517
ARF4,0.018959164357966986,-0.01648830169563503,0.018900100132103782,-0.003961088987617685,0.08770826287259316,0.036272478706999026,0.039425820347231334,0.10867392661892758,0.11786605068651561,-0.0249843923539562,0.04722790384681814
CXCL14,0.04734086531929588,0.030974229257588658,0.08727761569657994,-0.02313180227282873,-0.0007993200918765335,-0.034133108726394426,0.03566198812085968,0.12996089226648183,0.024751021942926707,-0.08771354330774622,0.034674230834455304
LIF,-0.06938623965566505,0.006014821629749934,-0.018045152047315584,-0.03167452816533871,-0.014221883174219607,0.0015220234664337369,0.10018082191751784,0.01713113826024606,0.04797824147589277,-0.024679862952640342,0.018879975375662713
IL17B,-0.033900300650945084,,,-0.027796633723659862,,,0.1247249068937169,-0.04262707928925194,,,-0.026060245577778623
MMP1,,0.0026826052322725365,-0.011667187166551338,,,,0.059760473738922466,,,,0.10565895354039397
MATN1,-0.026710277427111087,-0.023375321384369555,,-0.017646151107047984,,-0.012380855407698016,,0.035939475969882236,,-0.024176185008555274,0.2116851720167724
ADAM28,0.059226600030709925,0.023510301042653458,0.030276388909303502,0.06245619251417766,0.013201628206102751,-0.03696595145974448,0.10880612689054571,0.040117844364826634,0.07316708709776247,0.04723654501641599,-0.011924634168999745
TCN2,-0.07612515997018215,-0.03940369700331607,0.07916492043775629,-0.007119778275192831,0.023883192369520308,0.06356375173676683,0.001074502305970221,0.04086795600902442,-0.02538148008284258,-0.06123914705080415,-0.02775790224593965
THPO,,-0.0064894535305544355,,-0.03434172121299006,-0.030839562552718858,-0.012380856829918066,,-0.023217568606836395,-0.023492817208456078,,-0.03558998104042591
CUBN,-0.058179129006408835,0.010372856520658216,0.03414805868675671,0.010910689407268082,-0.023714636987616194,0.04276070319363211,-0.01818651336842426,0.04536785756394669,0.107758600743061,0.001687051318103365,-0.03277096013756344
TIMP3,-0.07720804839442147,0.0023536001319422596,0.016824218045788125,-0.03320152287193676,0.015637900502939023,0.058149240994238995,0.02679083917643299,0.09604557294013949,-0.009862473669641407,-0.07496587984060801,-0.06769908325035352
PIGF,0.03684072920714716,0.024216131257278513,-0.015252995164673704,0.0056028499073324575,0.027975980814002394,0.003216854138581809,0.004766990399520169,0.06207593756367981,0.03899778283908323,0.07464315442326917,0.0151630841658448
CRH,,0.05894315719165999,0.10930182519785563,-0.02588164012119591,-0.026455932913433622,-0.01693382326321359,,,,0.013292725524093916,-0.04176857093381598
BDNF,-0.021085611840434386,-0.000264773351401537,0.0034158683690664617,-0.053304097152252865,-0.030610477094329087,0.03331152938096436,-0.031124596056011113,,,0.000746859199336811,0.05050249312470554
CCL5,-0.024746417200566383,0.006485864079132715,0.03326437656134545,0.045254414570782234,0.01465302543150155,-0.016796121157011734,0.02935020494139839,0.03450751250242543,-0.0168431095878663,-0.05807420554827749,-0.024861213362328924
GAD1,0.06674205025880703,-0.005402219189972546,0.04402217585162864,-0.07899493967972243,-0.03634740220810072,0.03668537823928633,-0.052215828204634704,0.02786078326121743,0.0558046896477772,-0.008181932323249635,-0.01356902222174509
COL14A1,-0.025327130985234824,-0.04218667146947898,0.02950060804346521,0.04884719304762219,-0.024891171793027477,0.019576894608432312,0.048460454079420116,0.03848766499483237,0.039976158587710996,-0.0370197275686468,0.12272492912895308
HLA-A,-0.08289546857073572,-0.015290458152079682,0.02781353557891646,0.0298409673519541,0.11859833219574722,-0.018044904220124072,-0.084597728964075,0.10568893796465678,0.12097194881805257,-0.04282560606656406,-0.01841652914710914
CD5L,,0.011031815524926821,,,-0.03218451662574637,,,,-0.026816405253205902,,
FGF18,,-0.01887342527252273,0.0756256519295994,,,,,,,,-0.000941699358447177
ADM,-0.007250894323432842,-0.030244248232317753,0.055332418108627504,0.038538881958623136,-0.010950720225793032,0.023551469640265537,0.04096070261658771,-0.003556922536160363,0.041026380509954434,0.025932484395731304,0.09396866870558333
CCL15,,0.07508182807326308,,,,,-0.025635767022149307,,,,
