,MGH258,ZH8811Abulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
SCGB3A1,,-0.029474366629333736,-0.0393019298852575,,0.04617976405250538,-0.03814646125113523,
IGFBP4,0.028895219706208303,-0.05550803061086091,0.010975409836022701,0.0012849875854037043,0.09871953259581745,0.029132127172629238,-0.035692861153419395
RSPO4,,,0.032979764702216204,,0.00855079419299739,-0.023936819033805085,
LEFTY2,0.018843031049433828,-0.016438702112763222,0.018477947416834627,-0.06291694508410248,-0.03385514603144256,-0.02005964225229501,
PF4,,,,,-0.02401249568820195,0.03634699397525723,
ANGPTL2,-0.005118502463697299,-0.03298122512104168,-0.048945225553042405,0.024480363870422527,0.06905061994447544,-0.02035242775387656,0.017966824546438283
LRIG2,0.04865840325421443,0.014102719782425608,-0.010360276463371064,-0.020095715290119824,-0.010880073287354327,0.05081335585259738,0.06549926205670038
ICOSLG,0.04460629889586009,0.017089283226838666,-0.038639754973164596,0.053329052186582716,0.06206792605351586,0.001565502979730066,0.06259946875640582
WIF1,,,-0.009192460942630232,0.057053701956983144,,0.10539409976324575,0.09910443912751904
NPPC,-0.021511086820215183,-0.028908470470021524,-0.03883522639423188,0.05173693112090717,,0.06931447721283306,0.03787765920528471
LYZ,0.003456194829349441,0.041198933046903544,0.010187739439495542,0.02088963883572062,0.09347948575765112,-0.07738019684625905,-0.0033084626778236825
EREG,,0.004663329711364672,-0.03296656093243097,,0.0048017631936222325,0.025219058796035414,
SPTAN1,0.02869456858184846,-0.04864990527305865,0.06320796612650259,-0.05574769886319931,-0.020501777166752493,0.14822124422530306,0.03792555398343239
PTH2,,,-0.022861793614847574,,,,
LIPC,0.05480844828953799,,,,0.05624416097882466,0.043448876944949325,
COL8A1,0.08044174884029817,-0.004479436232914075,-0.05926166681187211,-0.08763862168054756,0.044448298191160945,-0.04135460635197871,
GSTM2,-0.047345427499875026,0.02429217210996541,-0.05619299092721,-0.008902085049847732,0.012319451199682044,-0.01987601273599085,
SPX,-0.05859441089022427,-0.01952469694515398,-0.052163474191175715,0.08970463456449411,0.008737313238654542,0.1210697256445649,0.005062462744461104
MFGE8,0.0022858718183373,0.01481206191845466,0.008271213332936596,-0.045624742963520336,0.061860612485458454,-0.052110618180136126,0.05664467085052073
TGFA,-0.05567643673818085,-0.06137316278577976,-0.013727713441293298,0.024372783497310105,0.08550643291632953,-0.04259784221560944,0.07260557344313895
SLIT2,-0.023523297311158747,-0.0421173539700724,0.029915369430230616,0.026596913459555338,0.056784715663950415,-0.10697952210599392,0.0859110745224849
PLTP,-0.007941206574543079,0.0254066326841313,-0.07795587325623102,0.006018273734130302,0.051614777570243374,-0.009933605275338825,0.038916235859634586
APOD,-0.043283661801446424,0.011168813158782145,-0.052413093018833935,0.11779602872685177,0.11200981117098267,0.08219206059179185,-0.012305250545995215
B2M,-0.06733655157135518,0.01368236323270315,-0.05919558710389994,-0.09797426538193939,0.0511341939090626,0.043527638733429526,-0.053833674625556
OMG,0.002231136869203424,-0.030002011248705808,0.09077809631988079,-0.026991564844672522,-0.0009111453321539998,0.15575327858607624,-0.08719987748101385
CXCL3,-0.01840691616344419,0.021687419336241773,0.005111837054370318,0.03391517657262762,0.01738527997769131,-0.011222021948818441,
CXCL10,-0.0075113119146004185,0.0025367650305326388,-0.036166328445943106,,0.011003724075083763,-0.02992478174611681,
RSPO3,,-0.04398524777604104,-0.016388900244046045,-0.006730751056220275,-0.009043409645716372,-0.006852064156760971,-0.011209834539835135
CORT,-0.022857130908527847,-0.02208123816762869,0.1249601882980202,-0.07855252709858039,,,-0.0427693534329575
NCAN,0.009902662582766326,0.008384950961973336,0.03843669102647586,0.033529142951037455,-0.04526655670096674,0.05313069039354297,-0.06574704404345208
PRG4,,-0.021210046776055987,-0.03681271061838145,,0.1866548339284922,-0.006435026334437073,
ZG16B,,,,,-0.031829706680485466,-0.015996581385738545,
TGM2,0.06741905660628475,0.01668682851497902,-0.01235864122728777,-0.05513661382071802,0.06677094675268122,-0.02134643809068622,0.019689062611035927
VEGFC,-0.022857132380226283,-0.024921657727835785,-0.04517368046132089,,-0.030295275235895903,0.025497827175193458,
WNT6,,-0.028908474370292685,0.030408582744850886,,0.028340719148638664,0.10810968468062529,
NRG4,,,0.06543076085748288,,-0.02552723134357702,0.09965759310646304,
PMCH,,-0.019683201505184125,-0.0014279565128405005,,0.04272855584986711,-0.03183358526078698,
COL9A1,0.003166832097357265,-0.015713240308945574,-0.04343776123275914,,-0.0015795013830267384,-0.02248784416578708,-0.06516502297383102
GDF11,-0.033804004246736796,-0.011348408917671571,-0.010309641726596725,0.07464560306579261,0.07878616457845594,0.04154307338330018,-0.03841829558982937
RAET1E,,,,,-0.028003191408032767,,
IL24,,-0.014675320737530416,,,,-0.027789839814679425,
SORBS1,0.014638105314475007,-0.022786870862824576,-0.09132987725481101,0.019404000150473673,0.05122875140922791,0.03056800238670665,0.059538531709485414
DLL1,0.02314713093608667,0.006067375635380282,0.04487775958754181,0.0447170485053064,-0.005490921076117361,0.02722681809517751,0.01601297645848844
TLN1,-0.025454355607462027,-0.05678944031464217,-0.07607842388527893,0.0071331236892432075,0.08751707210192536,-0.03947509557192341,0.021507051997299846
COL2A1,0.06955797411976687,-0.03208217495586778,-0.02356528016825455,,-0.03715074540715068,-0.022395258572667262,
SHH,,0.014296168570888794,-0.06173853596074589,,-0.004230824482629604,-0.045293090684675436,
PON2,-0.005554136998011033,-0.012393158834866457,-0.0765034973975802,0.07060129601666808,-0.02674763575904575,-0.005775114973683273,-0.0013264983041143793
ICAM5,,0.006843675129530945,0.05958076349183732,-0.01609935349851979,0.01999138107303206,0.027479031324389357,0.10960753979826574
HPX,-0.024385902506459025,0.02865099451520962,-0.049209100362524925,,0.006041323571572739,-0.025746499210280455,
SFRP2,,0.03570802528924022,-0.004677248062053069,-0.02285504239575863,0.07284962708150032,0.008012428483030586,0.02369680008130731
CFC1,,,,,,0.0006628566369561962,
CD70,,-0.036530590635067424,0.08340787544253125,,-0.03894640383427017,-0.04366756615095921,
HP,0.03056254858602154,-0.05984989159575726,0.009595065236913126,,0.05292154827971706,0.06140718695695486,
CXCL2,0.022639740010232532,-0.00698841033633002,-0.0071016911807672365,0.015369417880626108,0.0003796016073908151,-0.05592439128291911,0.04155592082865241
NPPB,,0.03302338579765744,-0.03007720271785002,,-0.00948294290469678,,
CCK,0.026241646606118146,-0.07144805782176564,0.07153213479441137,0.04591221803224431,0.0662575633979612,0.11686098298106333,0.01944708409051461
SEMA6A,-0.07623974891886202,0.008929026319135199,0.004031881436146431,0.0474120618014116,-0.06312392516252441,-0.017620780930736737,-0.0028801901672153305
IRAK4,-0.012024841584338796,-0.00925030275941236,-0.008036768802206547,0.024445867775453777,0.02034436643737535,0.02200326071800695,-0.05394809423186535
GSTP1,-0.06322845370676838,0.0398190497200674,-0.019404437095361254,0.05406717827646131,-0.01962243639007865,-0.019113095955308097,-0.03912212326184173
VCAM1,0.012678606270787493,-0.04582037998500938,-0.02148739950671555,0.003595230765659342,0.03356454661646743,-0.07503937334263695,-0.04273464318274115
NXPH3,0.0055407924389084436,0.023519376924451364,-0.025814026492908208,-0.08268275278461225,-0.0013605980158779276,0.07035565261102854,0.09261476190059649
MTMR4,-0.016089314778427767,0.012687555032302476,0.06414046992082693,0.053728804660015485,0.009224032339979156,0.07099686414707831,-0.018402892046066155
LAMC2,,-0.018041968126997186,-0.01953335413242575,,0.13184081815701137,-0.023936832210959554,
IL10,-0.0036194500096759356,-0.021707955412368408,-0.0318135907257465,,0.05175101223476394,-0.041639973499331656,
SEMA4D,0.03879934448563213,-0.018058026155787603,-0.006418753372905644,0.09943318322419424,0.05739751889201717,0.11975824889036335,0.000650504671305918
TRH,0.06845595646153908,-0.04864495552498671,0.007940491884135524,0.0066568482362765295,-0.029003613737207397,-0.07936291323760326,
SEMA6D,-0.028203127566960633,0.021237132592301446,0.04152247727165505,-0.006239166450639318,-0.026788192947308838,-0.06495311286528781,0.06794563925810941
CEL,,-0.022223530069841988,0.006731374131818458,,0.0991349586711058,-0.005096072424789777,
PDCD1LG2,0.020498724859269707,-0.04683936303069844,0.057900422522925,,0.05846378897214913,-0.04604120742056155,
SPINT1,-0.03297529641815024,-0.0004518850833907338,0.02432737841106019,,0.066637157305546,-0.02072096284059582,
CTHRC1,0.03900941410101669,0.011485049324722349,0.0263779324800146,,0.07353587451338482,-0.02093312503382619,-0.07569782066909848
PODXL,0.05759980385715068,0.012596912424209385,0.00999481598488293,-0.043881167926615845,0.01980638063441858,-0.016350488661425577,0.022836890983978727
JAM3,-0.029192254209824447,0.02551867770337872,-0.05648389235330274,0.058779782783862373,-0.008142622667855016,0.001902906443847711,-0.08052608516041289
TGFB2,0.04293553513696678,-0.0599475016781378,-0.047278722119945715,-0.05782988032687118,-0.02049600723210233,-0.009534616386700327,0.025735160094881793
COL18A1,0.03708177738091893,0.0151195568153567,-0.05132463067029071,-0.014431708695575139,0.052695340970772886,0.010718489933048286,0.11052220321798784
NODAL,-0.03320288188210589,-0.021938140414540053,0.027099733753137643,,0.08223849114890726,-0.0045158230119638175,
INHBB,0.0032410847456782817,0.009161222258714956,-0.030408440427380497,-0.05904680143597035,0.0017284176940557088,-0.01444144924277995,-0.013008499669123185
LCN1,,-0.023334758356093777,,,0.032102094110909134,-0.016789645554284575,
ARF4,-0.03927333839651603,0.007593691157795839,-0.04544309223890039,0.10234862409294826,0.07055997994076726,-0.05840004328081163,0.08646666728204382
CXCL14,0.02085230275726887,-0.03976389406817081,-0.06968895656077384,-0.04726361866680888,-0.02248266298289726,-0.05163393517950382,0.05464443061174747
LIF,-0.028347202698983217,-0.025011573045798312,-0.002931885661415625,0.0077594984970568645,-0.01825423819308482,-0.07753511928665878,
IL17B,,0.0008613655504339258,-0.00023999609847479906,,0.051173343762151303,-0.018983002506347962,
MMP1,,0.0076395670457370885,-0.02012386780894689,,-0.03864429843173452,-0.042482504229212494,
MATN1,,-0.029361866362706726,0.06713999488850729,,-0.02242471270318715,-0.017299400802773715,
ADAM28,0.012246994965488473,-0.015014614596487529,-0.006266368462010605,0.05956413548427709,0.1060096023583222,0.06837433693426649,-0.009617011693349454
TCN2,-0.025763878183133113,-0.010248882144867194,-0.030570301593392024,0.06767330460151263,0.13530935277809533,0.04081351198702052,-0.07169361778276459
THPO,,,-0.02484470408949777,,0.06097757554874361,-0.025924724971408734,
CUBN,-0.0006477996640710723,0.016460533571817308,-0.009309819837078995,0.028022034550170764,-0.012561402772384466,0.03845384302246079,
TIMP3,-0.003365351510863383,0.025969092983960187,-0.0817697190833269,-0.012922886663236908,0.10347684903130847,-0.004401710859500123,-0.05190863373510014
PIGF,0.024828808544738974,0.003297641558428761,0.023833556153689744,-0.09929031645875717,-0.023419765507560194,-0.09246870799242138,-0.11993699998036404
CRH,,-0.017148324626391705,0.018595056493367464,-0.008986855006135665,-0.043492684836597,-0.03788841825758496,-0.010206830761306806
BDNF,,0.05576851933267724,0.03714833663675443,-0.02151037127281597,0.030002794682950897,-0.11462114077832421,0.023596679424720747
CCL5,0.03342415561552771,0.008124326231061178,-0.0352086677962804,-0.061402121335017934,0.09323269880170243,0.001865633221305957,
GAD1,-0.03244577636315856,0.07814470293572527,0.04509314135134938,0.05682311544923669,0.017913126403612954,0.04510492963262089,0.017563484516226868
COL14A1,-0.028323564969417497,0.036063789504710037,-0.028172999811343517,,0.1058239684045416,-0.07012497793757803,
HLA-A,0.0049164473915238715,0.03200974375604114,-0.11397707450719788,0.04509084883033133,0.0419421674022623,-0.03159370244942989,-0.008084015715492091
CD5L,-0.04012670671656021,,,,,,
FGF18,,0.01147164306594318,0.0189507959115775,,0.02937142288385761,-0.023748954412350955,
ADM,-0.07059938236132844,0.0432875587971804,-0.08385272477476928,0.046902135017298376,0.03916608720659485,-0.0774101837113583,-0.04837062842104579
CCL15,,,,,-0.007886909616060051,,
GNAI2,-0.04819558825169592,-0.0183167153475642,0.01013591355339035,-0.02668358732356787,0.09602924256240969,-0.030799386000398624,-0.032170065826398524
HDC,,,,,0.004370187733539356,-0.01729939296803882,
COL11A1,0.20720356969744425,0.053035672678492525,-0.016945578490660567,,-0.013655719885606477,-0.0952330947237641,0.0338336535463465
NUCB2,0.012346167761319932,-0.002916330899860766,-0.04674932521755435,-0.032888058589042514,0.10186072979143068,-0.051469660706316527,-0.0389542458071194
FGF16,,,,,,0.01210508706652399,
CXCL1,,0.010857139150330672,0.03932748880488874,-0.06232624548247306,-0.012352060592427237,-0.03322024106563256,0.14502958415140849
VCAN,0.045551315872859086,-0.007146692069672355,0.02068545514476334,0.02694840814038025,0.05170415822563755,-0.09815100763334668,-0.030979845859786224
MMP7,,-0.01308418170966496,-0.026154029287522598,,0.012130663037211682,-0.06556243725191772,
PTPN6,-0.023872974813898228,-0.0044775700330935255,0.005261059011727065,0.005909245391960076,0.09808041231737462,0.018969364530612137,-0.024938850204725877
PTGS2,0.023466027096649057,-0.01858048470762994,0.001740431814863251,-0.05944917441851589,0.021618479792987474,-0.035701794187483905,0.02640721673274012
XCL1,-0.020495389912045744,,,,,0.04087454849261477,
CD58,-0.039227397802657674,-0.0010540855308356475,-0.09181659411147085,0.10269842926781514,0.06728881227999871,-0.037701738590413564,-0.027581812194408795
TNFSF14,0.027077512929857404,-0.019204149006672527,-0.0037234667255560644,0.06933182419770355,-0.010437915257390457,0.02996928731625556,-0.05013560066028861
CNTN4,,-0.028253264836818275,0.016024406189576037,-0.04058768672201131,-0.012889241693974707,0.05452812955278509,0.06423334029528556
INSL3,,0.06423731933800331,-0.029057806185088624,,0.053860343362805214,,
BTLA,,,,,0.07217227086278921,,
MFNG,0.028379863345896365,-0.04598525389874698,-0.04184192994907977,-0.07580979512071599,0.08745173478644923,-0.029521178647055984,-0.0599221745233668
ICAM1,0.042686481185903506,-0.0052212595328393185,-0.004078629581699023,0.010968129611390721,-0.030029189781805625,-0.0566073129849115,-0.0021230193351374936
PROS1,0.0011924781033599932,0.00669051161253627,-0.05590702430366549,-0.004291346793237251,0.013838292291672875,-0.03710346719522766,0.01914231029848479
CLCF1,-0.023015734042692915,0.0662247388548444,0.023637643084675676,0.05586004454397632,0.0048102708530905905,-0.04147982393427338,
PSAP,0.02619100237377199,0.018830838946976115,-0.08644270572434151,-0.014950007917794836,0.1721997532463275,0.007846634675517425,-0.02315208686443452
EFEMP1,0.0038171518404185862,0.0045808825103201695,-0.03885209129425724,0.07383251115925561,0.030333184408207575,-0.10021305281248645,-0.01206998057710624
C1QTNF1,0.03864501621431815,-0.008140019908058209,-0.0563624803604829,-0.08836616613685572,-0.04596096160279836,-0.0919302120635821,0.016697485728840274
ALB,-0.016008164370264956,-0.0316589118982904,-0.03375003400339184,0.0687849970755931,-0.03894641598896868,-0.024492834765882043,0.009903186533933803
CCL13,,-0.014255835009227275,0.037085330330877915,,,,
EFNA3,-0.03973237987821874,0.058711936988112834,0.0835115383707861,0.03284530431230893,-0.011822240787692596,0.07397007879824519,0.17767550146211494
DRAXIN,-0.04114485306205836,-0.006244462572516852,0.008987558204977987,-0.05171135521132934,0.07155313722033443,-0.05328867692156577,0.012954268184967989
RAET1L,,,-0.0036186050383889682,,,,
NPTX2,-0.002110117671280608,-0.02661257915743449,-0.023478991752416228,-0.04075295002958798,0.0021153773329842104,0.05692479097335986,0.006124369671963792
FGF11,-0.04515690820914488,0.06250213545220075,0.04358249092461915,0.03642404148652853,0.013402605184887076,-0.10645463612370758,-0.013132570843345502
CD59,-0.057026329223252785,0.021366166338349944,-0.08188060757092262,-0.09194458338832093,0.028362065657178342,0.12387303861587279,0.03861931376649114
COL9A2,-0.011160990187492434,0.001191608083942544,0.022435659528670177,-0.05326018008600394,0.060177653251793625,-0.02187492294276447,0.00033300845552843754
DLL3,0.04911138369824298,0.024741765180312417,0.021795638512906,-0.08521737512976398,-0.03519193044278045,-0.05698891274947282,0.02306420111092843
FGF5,,,,,0.054042047068748385,-0.029241154339247143,
LIN7C,0.01722292805057377,-0.011091958467495217,0.07471625070369521,0.012197266921004498,-0.02631959232935582,-0.053762844544950505,0.011081211621948472
GDF7,0.0011541259356415568,,0.05868604730052906,,0.1674983936689783,-0.0076169076689017205,
PSPN,0.030586844808628774,0.018415463101561943,0.005457047581031799,-0.07057996427703167,-0.031568363578472175,0.0596461956964788,0.10800229896768301
ANGPT1,0.03334397871220026,-0.028477075785613957,-0.046996059683281494,0.07040351494814194,0.01588407637008749,0.030949544829353425,-0.04859142044990845
PNOC,-0.029980071465918665,,-0.028005201862927005,-0.04607673755075284,-0.03554803645379515,-0.010462228804835199,0.1286346996013671
L1CAM,-0.031878945565868094,-0.04538432194708824,0.10345469176726307,0.014833754314584715,-0.04326365765745413,0.14943229765803795,0.15853285196791328
APOA1,-0.03288462296212201,-0.03402448758115751,-0.05994402978977459,,0.06760498125198446,-0.06429742182112294,-0.041881412985589096
PSEN1,0.03033872598608044,0.02826063375881955,0.009057693779746618,0.033523750329887476,0.06100761433133063,-0.011456632617635147,-0.047379260956632266
CALM2,-0.06455044881262975,-0.03938886626441288,0.11586767768057435,-0.0064777012889015865,-0.07297672150788642,0.08770456020466864,0.10878644000400789
CLEC2B,-0.019002506805270863,-0.0019005631966727715,0.007189078787744121,-0.057946390200780414,0.05010454441698253,-0.023477051813746833,0.02876193079835698
NTNG1,-0.012771395234331347,-0.04432265436819493,0.034934943318677095,0.007258805188439067,-0.03182432588287714,-0.051709072278979085,0.06934292014414625
LRIG1,-0.04189550753662473,0.001008725583732754,-0.007021243693770762,0.006043193167694848,-0.04657327676226888,-0.026421876350142766,0.09683266633647863
CPAMD8,-0.018679891281020114,,,-0.007805057224625486,0.04567169253485056,0.034823640550493265,-0.09252836904835969
GHRL,0.003789025715548567,,0.03414808526940627,,0.030516022799007374,-0.016529273590459956,
NPY,0.060348716757218306,-0.002255603321305474,0.026077630272109936,0.009658552314376002,0.04461858622711669,0.06752519931775498,0.09544073192768338
MMP2,-0.020120679012331395,-0.06519026850812691,-0.03552405248741251,-0.006586448352956866,0.09057677053334393,-0.028951182056501355,-0.058812763528248733
PPY,,0.021521910441677755,-0.044165824281261507,,0.038646225406578326,-3.707372216608365e-05,
ALKAL2,0.06071376574125534,0.027597341501408412,0.03306944776837319,,0.055989169675802815,-0.06391061348129425,0.05519762667650004
CSF1,-0.01853135843801682,0.032591053364887164,-0.05302372179158607,0.029149453397761253,0.06289229531824361,-0.06718876577745576,-0.08103835231985498
SEMA4C,-0.08260227593463443,0.059421491726372025,-0.02522117354320083,0.049700380692117886,0.10385922126806593,-0.0538948936880091,0.14492954812093023
BMP8A,,,,,0.06587080223534418,,
ICAM2,0.04530526264724146,0.06198079382993264,0.0022991983246100282,-0.031247377837458682,0.053630124849458234,0.10487737718333423,0.06416722082329734
SYTL3,-0.019831258641997675,-0.05167016954721745,0.015386086846732526,0.09258349077671346,0.0967151147291075,-0.048063876075386154,
IL1A,-0.021705733450627197,0.04607011591463418,-0.03767877926306996,0.016537707671894195,0.04742114618138875,0.09392450647457035,-0.06479193714899611
HLA-G,,0.025320286298716584,0.06713794807842181,,,,
PGF,-0.03575875926038215,0.05010711057131131,0.0022744573657165887,0.012060173149789731,-0.013331198543937866,0.04769705332327167,0.03374148409021942
LGALS8,-0.014087946598662079,-0.006486350800706186,0.004698264073694167,0.009345352008385753,0.07914984472562474,-0.03841664815657884,-0.016622795072076563
DKK3,-0.05857646246728098,0.03320852901462922,0.03150270809787025,-0.043026986964730084,0.017468441388056002,0.12969802709608383,0.0868342876628218
COL16A1,0.0021918112468916583,-0.02327399519068655,0.0075387782055940785,-0.034311636170922546,0.10459987219519797,0.03557597979238366,0.023274546143280336
TPH1,0.024525628175976276,0.015473181845569946,-0.02576637543470519,,0.002695606589481672,-0.03904005856264709,-0.007122741337320923
TNC,-0.003857968370968904,-0.07178439222844162,-0.0651244938013735,0.020444491515149675,0.005140483492351166,-0.08649021959864846,-0.05128717914357529
TNFSF9,-0.018679882415239785,0.006677149397481154,-0.036506995149936924,0.0311135062334913,0.06764272213959638,0.0012958792800194336,0.1175790999032848
C4A,,-0.015871246954192824,-0.023871436383217204,-0.06291705101499083,-0.0004640539120127456,,
CNTN2,0.03688483477940783,-0.015980465019352554,0.006918068245134484,0.033295775971545226,-0.009663009584747891,0.14885846704078132,-0.042858644828901074
F7,,-0.01999685481582178,-0.008057498950831387,,,-0.0011856756964943973,
LUM,-0.021981920248143282,0.006461011716752525,0.042191190439502035,-0.04477086158237542,0.06991029625670006,-0.01695457000055895,
IZUMO1,-0.01784921940218335,,,,,,
BTC,,0.015884175777227647,-0.022859758180745787,,0.04531522086515411,-0.04721994730440812,
APOC1,0.016071691032006615,-0.05715214947729855,0.0026891341527137333,0.034051988794258456,0.012794524930867496,-0.029305004055990354,-0.06372217148242465
PKM,0.019369315643288556,0.006193673277382352,-0.06901916375907538,-0.039124760779507,0.036342010079636534,-0.09099045463663819,0.021317871766072437
TNF,,-0.014041672175606664,,,0.0952383275909886,0.03753534179831429,-0.11272822830396778
GNAS,0.0053514506307954695,-0.0045592011112802035,0.11720686126699502,-0.10923205412164856,-0.05130760759991853,0.0946951018590739,0.09300760882030183
BMP8B,-0.043267115477041485,-0.05155452330635443,0.05328078090885054,0.009508309414236589,0.035932764465222776,-0.04319608948948459,0.010301888055894517
LIPH,,-0.014255840252176603,0.025188132861970476,,0.003009520196658649,-0.02876412058363537,
