,MGH258,UKF259,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk
LRIG2,0.011378224802176817,0.002104100026570632,0.03322597784690751,0.010792591941360547,0.022851856446922,-0.04501632430671727,-0.004909814890551836,-0.03253989707504095
ICOSLG,0.054579469147701495,-0.0213353773785695,-0.024655532230421655,-0.04257053534538295,-0.00028360149021361967,0.027395493320708814,0.02318078106686067,0.025353481060045757
WIF1,,,0.02445637009616604,,,,,-0.03440779172185275
NPPC,0.06506800608962027,-0.0012493278212602063,0.12571564122396142,0.10061867976066531,-0.02378365500885793,0.02909612948452398,,0.04844060395155394
LYZ,-0.05636878353666395,-0.015133617640918431,0.019483787609301695,-0.06404610097531659,0.011487698711762681,-0.03972807064735505,-0.02991041608738702,0.001768028245754718
EREG,,,,,,0.06645442529010406,-0.03190218847419577,-0.021588023013990792
SPTAN1,0.022113219871337794,-0.03244784138538121,-0.009270627161461539,-0.010884828488697805,0.004795321372343939,-0.009745853691037582,-0.028428625069517724,-0.048517650370052644
LIPC,-0.025184476313557132,0.03863614468489989,-0.031165932352711413,0.01354646066869979,-0.03325951934096842,,0.08797816345352588,-0.02924115331464911
COL8A1,-0.006016140013752789,-0.04717582712735815,-0.041187014561176113,-0.0007957015570216467,0.08003363788259817,-0.0644203052312683,-0.018773832227780667,-0.03174080814840278
GSTM2,-0.0477326180513946,0.003641896044319487,0.0056255462988071755,0.03797950474667885,-0.04592557288004667,-0.007896080782178594,-0.0075007863907944105,-0.020040411146045642
SPX,-0.010835962979178467,0.020387008201788695,-0.054022002586934424,,-0.030187203883062425,-0.020116142481888807,0.03425242108918739,0.015923264314049352
MFGE8,-0.057670415617997635,-0.0029504319302148052,0.004382937346184615,0.02792200570883011,0.043815066781689525,-0.022599067789412817,0.00043326995878688367,0.052395567674513636
TGFA,-0.04514864299804989,-0.01910435409704108,0.024892670091509066,-0.02035934537910909,-0.07996530564032453,0.02319618832097782,0.02815552471943219,0.031135060461381956
SLIT2,-0.020244076641249338,0.0032779768611541945,-0.04462656400335092,-0.04217409187522586,-0.026897210452109178,0.040967660498522615,-0.015009961129288258,0.0400664840458975
PLTP,-0.03535364549738919,-0.09410428706602678,0.028473424742033727,0.10900938080101473,0.008916485622571487,-0.02454654299357946,0.012580404358248833,-0.07638179912956455
APOD,-0.02974547200195319,-0.08450123818265894,-0.08503881604727957,-0.0001523178785072168,-0.08380257929498622,-0.01943401724805904,-0.056483154863745486,-0.13115135141362608
B2M,0.022162361763491713,-0.040194098902341824,-0.007406256747566184,-0.05423078528740354,0.09784184659288916,0.017403889176810725,-0.02136767416465022,-0.10649807002673622
OMG,-0.009842914255232977,-0.017356307945072258,-0.04871313036610937,-0.004991798657635661,-0.015142273085002414,-0.05873901888969476,-0.012482427788873726,-0.051600535729364565
CXCL3,-0.01584093490860444,0.042591444675767615,0.03240690811924451,,,0.08390117001371843,0.15718571122303282,0.16937568037487508
CXCL10,-0.007582974071297293,0.014149155475888209,0.0819971055866286,-0.09359696056676942,-0.03208129168981266,-0.02060260733705059,-0.0023038072524223657,-0.03049039107038049
RSPO3,,-0.0130829944905787,-0.014930686725919875,,,-0.034063149997312046,-0.01505428601960904,-0.027876144266006413
CORT,0.07452438191658604,0.06489871425329596,0.031550511998344064,,,-0.02275012689847601,,
NCAN,0.006730558581752627,-0.07728936629905156,-0.00400297944001502,-0.08226739044319531,0.02713017223415302,-0.09794867943865843,0.007356920731489261,-0.08339480730430668
PRG4,,-0.01291235135835954,0.020764512809896867,,,-0.0013313547320569605,0.05699440442798689,0.01399915544595666
ZG16B,,-0.014986362928604025,,,-0.022080802092404338,,0.002891178131088793,-0.01599657600709654
TGM2,0.06400748911396242,-0.011570950226954717,-0.047232928314405676,0.07509189290941763,-0.03774832423457866,0.07648198503151381,-0.058934404801403266,-0.05222905960146403
VEGFC,0.0529157313405444,-0.010742891156470308,-0.01781499376629376,0.08708669486511966,0.09764158480630905,0.009933858200325626,0.005883225145474421,0.09925158385783589
WNT6,,-0.001396209386391969,-0.015548026956792204,,-0.020998845382244214,0.12097418650301646,-0.02266993038286163,-0.016529262334445575
NRG4,,0.0023305010469572714,-0.02078326815509467,-0.04041989481374166,,,-0.015054287706835335,0.114788329457488
PMCH,,0.03154439746457056,,,,-0.020279448489790085,-0.019064145159046256,0.0011579292071504732
COL9A1,0.022277694244198537,-0.01641308936679031,-0.023682039973101913,0.055798211634143606,0.05015186590186342,-0.05612957285058492,0.029943790718122622,-0.07085593512939947
GDF11,0.005080367400020228,-0.003337618836913348,0.06274307719105666,0.05662813824742263,-0.0021596728672392826,-0.029948494859978313,-0.007580142970590438,-0.014119968279160509
RAET1E,,,,,,,-0.01651444665079891,
IL24,,,,,,-0.01511986812153059,,0.17904995874268534
SORBS1,0.0009027778851250358,-0.03256674274532929,-0.03922736915243683,0.048729434625133454,-0.040478358499332984,-0.06138159716047542,-0.0176763693104499,-0.059514168942333766
DLL1,0.008564481033631891,-0.014517681708682126,0.015357146985752291,-0.01915211026416619,-0.020407184628511668,-0.015296760689689728,0.016358058573952488,-0.023298787967414396
TLN1,0.03940269260561441,-0.031033694406118625,0.08164305568622707,0.08522478368572152,-0.03453745946376002,0.04149595987821764,-0.003759615006278643,0.05944340459580979
COL2A1,-0.018475889195728564,,0.030860743670060697,,,0.06815923176222675,0.07354882107116756,-0.022395251042553445
SHH,,0.07078597870024125,-0.01384370982307255,,,-0.030570868131693508,0.07279749763717461,-0.018212028086612635
PON2,-0.027364774733027133,-0.06439647091648688,-0.024417448857381837,0.019414108147917497,0.057829477494907945,-0.04167440476865744,-0.010380482875286801,-0.09886560363340084
ICAM5,,-0.020912988102146264,-0.014837882858571004,,,0.07309499374693576,-0.03246276190587246,-0.020443465889851062
HPX,0.09140200403474556,-0.0041353049001372,-0.01596769811842091,0.004691843722977153,-0.03618708791469256,0.05939485445939112,0.01767063786391032,0.06470814175752021
SFRP2,,0.0032016211063621764,-0.027157815880373862,,0.03006960788904951,-0.039772810366279776,-0.022566005808955836,-0.020738246537743404
CFC1,,,,,,,,-0.02199495451163484
CD70,,0.04110706822776636,,-0.020623997739493465,,0.08599494931888409,-0.02296803599953354,0.1251130776274995
HP,0.018205576229382507,-0.03067023998014461,0.005940576164433544,-0.009137340660049467,-0.007484191919870985,0.027512686170666992,-0.022519567857424448,-0.02085767798920488
CXCL2,0.14640681325419097,-0.002361864128436787,-0.01459191940975894,-0.013926922534261076,,0.034951724676757,0.016189241750631175,0.134986662059789
NPPB,,0.05585097142607081,0.020260018837923423,,,0.035289254159645865,0.12326075169469546,
CCK,0.0035148604592493047,0.04954575539497264,-0.05537332392797576,,-0.027482287410330885,0.025313235106361548,0.06417253751636667,-0.10320900165452541
SEMA6A,0.08402840233572179,0.013522491215171944,0.031781559765635126,0.04232547878232008,0.06374426780295063,-0.0007623272107577931,-0.015089952066706463,-0.10496098105308836
IRAK4,0.05617363552056546,-0.036619247626731036,0.028518643141054706,0.0808599135031308,0.12104176743364393,-0.028464143363979347,-0.024172198190219853,-0.010669930278605511
GSTP1,-0.011202701185522643,-0.02545925660367867,0.014317742817678936,-0.1234815311333731,-0.06417000206840971,0.005058848545467325,0.05968096209516448,-0.03142452152826589
VCAM1,-0.007485426716426569,0.004971914812825166,-0.011402757522498077,-0.04894882379282803,-0.0064910203967445046,0.03542771682787737,0.006324426696063576,0.0407314543322396
NXPH3,0.011792951931295093,-0.009993077255785915,-0.016383264957769917,0.10742887796626335,-0.022908932572372996,0.025243665389503817,0.045218255827191384,-0.03736858798546611
MTMR4,0.0028162105435095195,0.06421142894510706,0.05087582779946186,-0.0009694296598600777,0.044263715766743025,0.06566936060163316,-0.00819016465434794,-0.0021128759999876068
LAMC2,,0.06816622199419647,,-0.040419919045662306,,0.07606739654625796,0.07122658926187792,-0.023936824162511694
IL10,0.0749558491227162,2.1560559954885235e-05,-0.01594695335003125,-0.04260278243730559,0.03724635133960702,-0.03538097998469552,-0.014894336423563722,0.013586235865811128
SEMA4D,-0.012803369445973413,-0.03269481110392456,-0.01915832362758568,0.02969546823799595,0.029798427999255177,-0.04135621613842891,-0.006304209978694481,-0.038990393641234314
TRH,-0.018061548156681737,0.004403589461087208,-0.025236335497047443,,,-0.10034333497345993,-0.017104430161702718,0.0116844725481594
SEMA6D,0.02900157839021482,-0.04186090897584685,0.0711378681683777,-0.07678260542415904,-0.07971956990490796,0.058831259786127646,0.03453613768677786,-0.045953020121190694
CEL,,,,-0.009978467230873804,0.134518933291103,0.091271175889311,-0.0029253141845242457,0.053221546883997925
PDCD1LG2,0.02708050403500897,0.05406483530618707,0.010726685471622319,-0.020236026240398764,0.018420270282747522,-0.037774865641537266,0.020602467146143104,0.015591084710037164
SPINT1,0.025466283447475296,0.04265376315174712,0.0330714133199266,0.036407559874560985,-0.014357463051919457,0.006023682677754661,0.02299698644914233,-0.03476613916785575
CTHRC1,0.06705326196722217,-0.02542359146721959,-0.006111444659249619,0.08354181512699566,0.1361282226729706,0.03858734024683123,0.0042959006677818065,-0.10121598144410722
PODXL,-0.006245961082595998,0.015900819609244922,-0.02407420213496228,0.03144656101574519,0.006199515482390397,-0.00939863457607959,-0.0050747607242468615,-0.10450813252221446
JAM3,-0.03750179552987278,-0.03953529455546108,0.01916077673929332,0.015113296691252588,-0.05708676335328516,0.0944839937272896,-0.0538836803085021,-0.09896919748218412
TGFB2,-0.04724736700226539,-0.054820520400787914,0.047645606874119305,-0.053813797860587535,-0.035891866524294797,-0.036857261901619774,-0.041153322294563116,-0.07076559638946484
COL18A1,-0.03471230851896237,-0.04701539359717194,-0.06707486314985946,0.09815133173431317,-0.05592675369861665,0.04836532127263717,-0.015402997175736694,-0.1280435473916859
NODAL,-0.0285742970741116,-0.026425624003629772,0.002750127476941144,-0.015444772651937801,0.03168875294603461,-0.02260269440320834,-0.023408968144401528,-0.003858547556164159
INHBB,0.07284701318458521,0.02877074652092177,0.07474560445777428,0.027676393129425058,-0.007847678518436896,0.04960164177339018,-0.0015700834697786712,-0.10723755398799233
LCN1,,,,,,-0.02404161893985934,-0.017296930754308024,-0.016789639908985077
ARF4,-0.024538146431496252,0.01744824923822813,0.07903128535368599,0.056429608543638,0.038281956016873835,-0.030088982453850856,0.05707064491500124,0.1417889224905431
CXCL14,0.006901127421191552,0.04064841091982397,-0.021188020980175276,0.07523840813424107,-0.02957554450414053,0.039290843668324846,0.006521123723610661,-0.006955461680138391
LIF,0.05469202131259555,0.019498514617026157,-0.017560697659292475,-0.05735946000823589,0.07380781708962737,0.014322922574356956,-0.001961234526374271,0.12096093163896665
IL17B,,,,-0.012694552361828992,,-0.020921294758414224,0.031133241093111733,-0.018982996123560775
MMP1,,,,,,-0.03305401695205662,0.02035962125513845,0.14287867472653956
MATN1,,,-0.014505253604692146,0.05380123405837801,,0.013619970320002128,-0.02080264207644424,-0.017299394986075658
ADAM28,-0.027096071610555928,-0.027235440320522202,0.059575563249426894,0.009920171160082099,0.029011757094826122,0.015216391030952976,0.0023188214585641584,-0.05890339023660725
TCN2,0.017726558608204934,-0.06842292578215477,-0.059776264847324664,0.039432103468048506,0.03037918844480076,-0.0287241298780542,-0.011099112614890985,-0.009066153694307444
THPO,,-0.02722179376826596,-0.014505255270947167,-0.04041993940050933,-0.022775869683068495,,-0.022519574712869226,-0.025924716254557837
CUBN,-0.0345165222164745,0.006312984369327075,-0.04242801719285805,0.033468367837628306,0.09739530415896036,-0.004648975370675,-0.01637277965789932,0.037875639380013836
TIMP3,0.01741094697864822,-0.04594805501326554,-0.019694060528668192,0.10380579812875904,-0.01802279642039624,0.01201891988731674,-0.03136888180041553,-0.09891043165819599
PIGF,-0.007961822558146486,-0.010811703679014427,0.0463355347123049,0.01717045979513587,0.05757339754090331,0.02865930529563059,-0.03368152299474422,-0.05712631953639134
CRH,,-0.015134714651040031,-0.0031019660112842555,,,-0.0408739836467672,-0.025649134520716037,-0.03788840551809812
BDNF,,0.06598901990473065,-0.0163366429214799,,,0.021549012186435134,0.0009420044210977109,-0.06872871012073914
CCL5,-0.028430188441662386,-0.012923252849582446,-0.019678123113053076,-0.03613490247160256,-0.02352763335265497,0.022359680090319266,-0.033075155236249376,0.018887476341638856
GAD1,-0.00941924329193819,-0.03883177465284877,-0.025472154726931946,-0.04441937789200205,-0.006244674031338082,0.02437416361182299,-0.02891756954124295,-0.05424037831880954
COL14A1,-0.0350138292863299,-0.04498553167073784,0.019591534782177962,0.028097122504489723,0.07300538279513658,0.06570349623478117,0.010957121638975947,-0.05048826928928367
HLA-A,0.0025336170620221705,0.034680096906532606,0.061494032138302096,0.1667113332054589,0.028497697590218092,0.10326837402714079,-0.023636536437127962,0.04327856111218425
CD5L,0.06377166894892208,,,,0.0880125244677341,,,
FGF18,,0.011560454700985578,,,,-0.024733981732530115,-0.01710443153397773,0.10262605571427828
ADM,-0.03003370454450156,0.06038541976797092,0.15317208385963288,0.10761491578232761,0.050761002359437694,0.08770200245887919,0.0257924452746251,0.11215535497291358
CCL15,,,,,,,-0.01483467214154632,
GNAI2,0.08475226431284247,-0.03383052914510528,-0.028137435185327332,-0.0159583384155875,-0.006849222063474835,-0.059028238411946085,0.0016911649564974858,-0.010662221366335283
HDC,,,,-0.003851663661523682,,,-0.021136295119864704,-0.017299387151343396
COL11A1,-0.022747212658700597,0.017278137414818144,0.03124781340717244,,-0.023672177062775572,0.011933162763500824,-0.033104648343123814,-0.016763614027069138
NUCB2,0.07405505013640316,0.018377145556961284,0.04987458423098641,-0.0017899256608850985,-0.03349668846352402,-0.07034678862656633,0.04079248948769725,0.1141991252821969
FGF16,,,,,,,,-0.0170462971313754
CXCL1,,-0.023442268449656606,-0.0023296044783068346,0.023390848720199826,,0.0845509357226195,0.09459269737322347,0.04810726204161812
VCAN,-0.010733773123339287,-0.049362415103994216,0.07836384897480947,-0.013238663589032956,0.048933418059581936,-0.06854310861954414,-0.07955323772940037,-0.01548872057053472
MMP7,,0.02405540682537416,-0.0224193497928923,,,0.05623633018443871,-0.014251963729387014,0.07194115385460394
PTPN6,0.03434153814090873,0.04173497009485168,-0.01134827121063833,0.047802854934925906,-0.06522067877353771,-0.029034997037953963,0.011841468059917298,0.005693554810192898
PTGS2,0.056487627003634355,0.0758919439640212,0.06952092521331837,-0.06579109601503227,-0.04016693426172814,0.10685673648167837,-0.01293942032914283,0.08809538103269109
XCL1,-0.017638268933280948,-0.013082996692473163,,,,,,-0.0307873940461086
CD58,0.08497887807369602,0.05735486831125355,-0.015524991293612355,0.025674938658287846,0.09622328151607693,0.021716173771385534,-0.006352948565067286,0.0035463044778042165
TNFSF14,0.11645689628780262,0.0340679988226376,,,0.014929118388240075,-0.019785884449158155,-0.010898178869205409,-0.02675908895915499
CNTN4,,-0.023512498820780815,-0.01540327619217739,,0.10650046460180841,-0.029034751804496634,0.07586640203205787,-0.04786301829462515
NTF4,,-0.01654941788094729,,,,,,
INSL3,,-0.012024415250854754,,,,-0.02200437117320517,-0.020312031046778655,
BTLA,,-0.01908640127650827,,,0.020210220606074112,,-0.01964071840729466,
MFNG,-0.012127471450319985,0.0036062369903983034,0.03882201167897973,0.07625134310227509,0.010545898333866694,-0.03027357199052512,0.010885912096,-0.02057692253604187
ICAM1,-0.03946356026474355,-0.0013311230317763255,0.00425160619366273,0.04594789570461616,-0.009537126978255935,0.09249854103845419,0.006799011451431444,0.06266023373812837
PROS1,-0.007237026312112241,-0.01372209482590578,-0.033476211115938924,0.049484711643300164,0.0506459573927547,0.014918380107107266,0.028623731513199958,0.001109313130907216
CLCF1,-0.014740933460127474,0.011631486946167741,0.03153162072302461,-0.022552794657142224,-0.0026776592007509868,0.0009762586324032405,0.04900349431326814,0.054414229021977865
PSAP,-0.03771390689361193,-0.0045487605843652955,-0.0640549602982141,0.20256341786243082,0.025480905834187,0.09295735837281094,-0.004207009161586124,-0.056570437290658034
EFEMP1,0.03929087979098231,0.021278219067020546,-0.001061414831231956,0.07613065302663674,0.018398763072852018,-0.058600328156622104,-0.009829413759448569,-0.03464388039024282
C1QTNF1,0.030580428214039928,-0.037228691338948794,0.0370666998852261,0.07174115206542038,-0.013249578436639885,0.08184825928633416,-0.0022965954015150667,0.052354729560651396
ALB,0.04350944536432235,-0.007958074573941149,0.022915117238800423,0.05380187258509221,0.02405238756655822,-0.004334503683033492,-0.005165947898996774,0.05669940489613104
CCL13,,,,,,-0.014687675258134608,,
EFNA3,-0.019316008370304866,-0.002773177203955398,0.013223022292155438,0.10972820129492122,-0.07069039311781485,0.06389025326530665,0.058917563559847834,-0.015629967562374166
DRAXIN,0.07308300698230172,0.015157923283505405,0.07452458189252284,-0.06644362994020662,0.01681999532452386,0.014492623015387085,0.021392675008583408,-0.01293778935414804
NPTX2,-0.04615343716589061,0.01563833409650504,-0.002422817772457022,,0.09011628806555275,0.04283219820327502,0.011469293406013392,-0.036770582514500265
FGF11,0.02605245948454626,0.020968997669337356,0.04418487126846521,0.10354449205144418,-0.06085194597869049,0.07500098118357368,-0.005453753842392296,0.033313865003029255
CD59,0.03566235153842549,-0.027175868671609642,-0.08147985655519879,-0.012412943881709486,-0.030869168250243422,0.060810971148669984,-0.043785299878315455,-0.09668012317510838
COL9A2,0.03400857662829309,-0.0026114566284670786,0.04293748236512613,-0.12369279619188261,-0.007923300291076924,-0.0019510118169840185,0.026374696684372884,-0.060597923188127574
DLL3,-0.05932156020450857,-0.10044766358967042,-0.047368562636647495,-0.059666662426895264,-0.02578351233121404,-0.03156384633466812,0.02847470604692086,-0.03656289793496504
FGF5,,,,,,,-0.052036263369742694,-0.029241144507290096
LIN7C,0.0034714312816522884,0.042838205232107976,-0.006278902127873118,-0.060036966232212066,-0.0381556726697633,-0.025478585133931458,0.04695857753607804,-0.08230193670085109
GDF7,0.0330941867650424,-0.021455067344983248,,,0.0735147891848082,,-0.02897414071168384,-0.02644441940345813
PSPN,0.004604810012110686,0.016796143159345755,-0.026790695818574222,0.019735289201089166,-0.016315306869036348,-0.02289314932574557,0.05415010450276276,-0.07554994347501072
ANGPT1,0.06405924116537735,-0.011134015943809746,0.006306511566723699,-0.010259674860375725,-0.034782786653145235,0.04048790575425027,0.0017512969287224209,-0.03613551678214294
PNOC,-0.025800756434697855,0.03760392351020905,-0.005552561433291891,,,,0.018813886753422212,-0.04958996276362777
L1CAM,-0.027434921590329522,-0.019693704988843035,-0.0691498060900877,0.1381032121751525,-0.03318669336297959,0.022041827826189766,-0.025514069303454658,-0.06934032860062497
APOA1,0.14524247919977126,-0.018726040048521787,-0.03738196316446529,-0.029522391087997518,-0.025641412947578674,0.11961164464825784,-0.047860263748679084,-0.019781859342794996
PSEN1,0.03784646535536736,0.004285388245612423,0.03385894141905275,-0.0824894542863274,-0.05597784383172501,0.002823383449553573,-0.022938577618565794,0.016411498803288252
CALM2,-0.005156827382370626,-0.061413616649432345,-0.06946278692326839,-0.01113158587617096,0.011183828998899166,-0.06363055247025877,0.046653448345429956,-0.09554412728316118
CLEC2B,0.006648685585799313,0.010336928419760857,-0.01472035586694229,-0.013849464423327027,0.033363131777867955,0.0008701730658502827,0.02636926751422982,0.11769856084270182
NTNG1,0.04798175752365498,-0.046515950842179514,-0.011988822052689207,-0.03733641697435612,-0.025383021965389718,-0.019116517790498097,0.015412446548853874,-0.03117163533766879
LRIG1,0.03592432171259467,0.018250008001253232,-0.030956714881057088,-0.07000316933845387,0.08030136206737823,-0.06918176907972023,-0.004144845365776446,-0.08457299780255405
