,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
PDAP1,-0.013903682729352544,-0.01954634288615096,0.0362874802806575,0.02510396416077742,0.042191051327265805,-0.02807153304107938,0.17025341014927323,0.011397609352745138,-0.04764918442756748,0.08308398274617472,0.07563456108083376,0.0154800954654565,0.053544822720102754,-0.03208171480535622,0.024439794244102087,0.013297973330910507,0.059615784870281865
QDPR,-0.07104551981892408,0.05632927960444653,-0.006836586398156072,0.00013737940143145026,-0.014429365148832567,-0.01756954990391727,-0.1695386279699749,0.06162821253984583,0.016995761880327948,-0.019845248256562368,-0.00025740629045634,-0.03331230469380988,-0.095874339753399,0.07030355838051094,0.00665626661175758,0.07225488762922239,-0.01458165114142137
POMC,0.0554278249304374,-0.04168398070697788,0.091853319024345,0.015619805070429026,-0.03232253008986458,-0.03361616384066585,0.036489713691776955,-0.035761591652992475,0.05361676561958727,0.07144321209591475,-0.04160448461073339,0.12119208813539975,-0.04267862887154228,0.019802137864677556,-0.003954852408755452,-0.025119426771093915,0.03384593538678643
CCL18,,-0.009340474587450116,0.0038834947957557577,,,,,,,-0.04890166670319878,,,-0.03338662672890298,-0.005083656708963067,,-0.0528801129614809,
CCL17,,,,,-0.03416663134488306,,,0.057480118608219964,0.025610631450264452,,-0.01773941083288237,,,-0.02610108975166886,-0.009517209903077918,,0.040031706833123334
VEGFD,,0.03560341653501345,0.04231186664419935,0.0322273608635737,0.020503918364708665,-0.023671987738104534,0.03833857428142955,-0.025318953901667038,-0.030007808900681786,0.028909398439295606,-0.019011876038345695,-0.03873547245336647,,-0.01808102156935957,-0.03965563350220274,,
TNFSF13,,,-0.026463696794445102,,0.03591857522536876,,,,,,,,,0.0617729034355395,-0.040320363406582266,-0.01724309159284157,-0.024090293483998645
WNT5A,0.0661409231229929,0.06240538859267548,0.01289827931920365,0.008434659159157877,0.05761627128766084,0.04997094465690082,0.20456461502751122,0.026335514132036924,0.02893313948393939,0.015137296600623852,0.01916086558070746,-0.0017459827335270228,0.12340259830244282,0.07120599326970113,0.02755613497716963,0.01301772853594056,-0.009230138789978273
CXCL8,,0.003903176834327916,0.0243884487424395,-0.022483678547660743,0.08780898334420917,-0.05764909601895076,0.10612318482859011,-0.03571673418949367,-0.027944576431223746,0.08698776026865927,0.015175522577223865,-0.028078723022990304,0.033456956438111085,-0.11397748235643398,-0.04390686529986731,-0.022307672894087117,0.02263782356741057
GRN,-0.1168160735704486,0.02186492266546721,0.04983333208329108,-0.007197605859427538,-0.03843458322504301,0.03473431499792363,0.23824393367597466,-0.008678158612407677,0.005142495666907804,0.019748603917678034,0.07632871052953008,0.022365064513658977,-0.012914659724064807,0.03390288796986495,0.02390419443387695,0.07367787645188255,-0.06745397665791708
MIA,0.02380960137919315,0.02679218419556052,0.04008753388179296,-0.021354845253322773,0.04855934707394286,0.02801462587319837,0.08440965347111927,-0.02716954099830487,-0.025165029283786257,0.03563258305166628,-0.026037635502409073,0.020144823153735784,0.03321630794480216,-0.046233219959240186,0.05101578053137595,0.05085293037383033,0.03471887813459311
COL4A4,-0.02945714360457721,-0.03358029910713758,0.025393843847118208,0.019150641944662417,-0.04362639280390852,-0.041585018613927716,0.001871891802998354,-0.0377285748717939,-0.04648819497312408,,0.10846935884471182,-0.007310762092084173,-0.02377750159695484,0.10002666159415467,-0.04821077481815322,0.006762985468236867,-0.03297457295522731
TAC1,-0.02543525760667244,-0.04205670667916125,0.0280999685400594,-0.018609217424854364,0.06514514351626681,-0.0258596450965165,-0.19369654711556955,0.12311138330881156,-0.034234769200816896,,-0.04476152705153505,,,,,-0.026492449549149345,-0.019435877653055683
RARRES2,0.10602554822729479,-0.042534935243648805,-0.023600132291102176,0.0316376748244611,0.009149884581339453,0.08117107901169124,0.23857037508455137,0.11849650789433819,-0.031491213741513265,0.26639866502749265,0.009890486333182718,-0.09352990284477568,0.10315126285774723,-0.03190442799154108,-0.0013829194660878816,-0.01463124375642018,0.07372810339615873
FGF7,-0.023278857169409903,-0.020607064128567654,,0.04575725430794662,0.04573800932002986,0.005661890520551639,0.11733165303172075,0.045764459971212035,-0.02180975817620854,0.05847275810502626,0.05014751884049565,-0.060350602123341285,0.10737623208526127,-0.0056427433795948586,0.020707135028916388,0.03718468369555011,0.1092258768164263
EFNA2,,,,,,,,,,,,,,-0.017184800964074334,,,
HBEGF,0.014950167629408005,0.052298680019119304,0.025641728515428404,-0.013882369305372623,0.04496078803315802,-0.03414120502269849,0.07884552748641757,-0.059458542133853355,-0.03885353365542779,0.10147974295067154,-0.0033501726198583936,0.031529282190746556,0.028055831986886225,0.03840083402747107,0.0013794310081426968,-0.05128404200689112,-0.039218348250781486
CSF3,,0.12728041994738729,,,0.06914574730866595,-0.07324245215213206,0.0017158172383294325,,,0.12513534422553504,,,,-0.07021861515006368,,-0.022014071790336896,-0.01556591709515301
PI3,,-0.010272408283542658,-0.017565092036493632,,0.05668832541509958,0.03032814965016994,-0.00605497814252605,,,,,,,-0.04442015401550881,0.052386304866050344,0.00878637793676537,0.05479995279201777
PCSK1N,0.03894397245468137,0.01166901757174508,0.005801537223471084,-0.0027815163757893956,-0.007791685190527252,-0.021407512868816366,-0.13270272735897395,-0.01231712626196491,-0.053251636816180094,-0.002990584920020533,-0.05685831668076706,-0.009572655828532199,0.061757565868290856,0.04607637357344892,-0.009145146659613244,0.007601203064296266,0.018055830018901736
NTS,,,,,,0.06287628332638913,0.11090374232642783,-0.009013847107014061,0.013139852548338545,,,,,-0.020936418928055832,,0.04981385970025081,0.06879356461571771
SFRP1,-0.03700894230689645,-0.0068782164149800585,0.018540958284873003,-0.0026749661321192873,0.05941574864837254,-0.02700563856943011,0.1290754421243791,0.09531071229783832,-0.033760771570807487,0.0068889367485427825,0.04410203768235369,0.052910158076899465,0.004139485656663123,-0.005762073620249987,0.03152672356330182,0.03172784191793611,-0.022515353774232378
CXCL13,,,,-0.008988979730642187,,-0.026762932700064017,,,,-0.01927482539247475,,,,-0.04415265254882095,,0.1051767954150674,
MICA,-0.001088756721666414,-0.01949841047486583,-0.0010998099910964798,-0.021497136861338258,0.1074433756247412,0.003977887786635055,0.08023138547958034,0.006893867932434563,0.03731299524193629,0.15372154610154304,0.008360944250891907,-0.043359927085996806,0.013919610179613242,0.08508637514117648,0.05610681329976281,0.02635287888901681,0.024550679644056037
TG,-0.013733800159465662,0.03968290457449882,-0.020991823614511892,0.005031349337058393,-0.010743127466390055,0.04439962088415405,-0.0045790965500873155,0.04928941316892568,0.048642978526568396,0.05601600752827378,-0.026647098153990252,0.16983876383942031,0.02611565865250314,0.0876054002571078,,0.022926862142987916,-0.03035650741561414
ADA,-0.017096183794851297,-0.03958673681241759,0.035617818530224866,-0.019037048878951975,0.05759017133054462,0.028062700823167322,0.08768940730041841,-0.038905730099778484,0.009239400081524985,0.022431560756081832,0.04596750761452711,-0.02036360547720133,-0.012759856513695478,0.07888998925679305,0.061669719893082654,-0.03213205660567953,-0.030257443162943116
LAMC3,0.03639071612578587,-0.05084421349381792,0.034205302803767004,-0.008209039360787459,0.011875366375074027,0.04865039470845622,0.1524688070762105,-0.032393364928102915,0.0038304044463852954,0.012028725245804114,0.0043420733574249274,-0.06025640855972787,-0.0038980236246049303,0.04982315218178867,0.031185368928821355,-0.016065888796667212,-0.06374545623975758
CCL7,,,0.03891405688733818,,-0.007749888547312093,-0.03548270759744206,,,,,,,,,,,-0.016311572238367964
NGF,,-0.019346549569209982,-0.029069796329756585,,0.02846691262008303,-0.037874097272991854,,,,-0.03446162615318898,,0.03613136383652345,-0.0182827143419167,0.2002842159759472,,0.01477328301065421,-0.030614541566693527
TNFSF15,,0.0005914231680281514,,,0.028831121966729007,-0.026271276297324616,,,,-0.01686635098135691,,0.05533532763149863,-0.0362490022142201,,,-0.013670360646818277,-0.021991103764217486
HMGB1,-0.010430206206474496,-0.01734094489193872,0.048581728051953224,0.0656445733280939,-0.054926829731906775,0.005160667366119571,0.25008852592660025,-0.05229426275534367,0.016806849323751316,0.08546049758239357,-0.02480971026766544,0.02341522878523755,-0.07923602425007525,0.004205250252590567,0.019585778351906512,0.03236538632206326,0.02661911717244179
ITGB3BP,0.10154835481676745,0.0074758172105734155,-0.06350288143137071,0.041906353690645215,0.008298287987406814,0.008721999355568534,0.20021819614009728,0.006811535271256109,0.04083692804428671,0.0572532449226351,0.059349402049413406,-0.04007558660630089,0.06192237095071397,0.018928636274613653,0.06595674135697537,-0.022175295791502268,0.052686050657234966
AANAT,,-0.03467563103344947,0.05376167458393812,,-0.0196782376432461,0.007027920986316109,-0.043600753120478675,0.05366815755765101,5.373300277099214e-05,,-0.023795722839338056,,-0.03477357124345687,-0.02312608766932728,0.04365012585451615,,-0.01725832365628545
RELN,-0.024420747517161914,-0.03335763544052337,-0.01982164961751442,0.014943395416225677,0.013212850299724367,0.06075615698264809,-0.09589565297274899,0.02942198945783649,-0.01137094675211851,,-0.02634391907622158,-0.06873458403914096,,,-0.004753241968760439,-0.016512314172549062,
IL15,0.007217583018072791,0.03863430992674474,0.05292985370070414,0.0699320752982375,0.0197037209891765,-0.017420265372312182,0.09115031215368413,0.01524495572686005,-0.028351030415436417,0.11249788605230036,-0.02206943311306732,0.13040421142560998,0.09049080783289261,0.0523071271360858,0.05141215254781968,0.014238646230916857,0.0426365193539088
UTS2,,,,,,,0.022114878758110253,,,,,,,,,,
BSG,0.011446263008518233,-0.019358005630949148,-0.03333425945983482,-0.04141018181666507,0.04789930717986723,-0.006631122008750165,0.0010253680967221774,-0.12286597892091798,0.00616870432221406,0.14819703985420593,0.013994074085949366,-0.06134126611913733,0.06629255329502232,-0.02312520034880471,0.10961732386434056,-0.02317818948865001,0.024161041237434337
ADAMTS3,0.06167566041579874,-0.025002264272894488,-0.007256977493426321,-0.04005566044669096,0.0014755781155678218,0.022869665749222196,0.22368882635131684,0.06180874900671017,0.03015937994861339,0.028970330089738167,0.004152919535243697,,-0.04163781146774342,0.07493638469381861,-0.0018872025011613745,-0.018662869996890704,-0.019165084921778028
CD34,-0.039163037037568696,-0.0423615844525247,-0.0019080932114897329,-0.04482199350427346,0.0373542229073703,0.024514588938831183,0.08327554201529522,0.015466409915037107,-0.019841330137640258,-0.06508441983459108,0.021439367067191982,-0.08387048566850493,0.04117041200761513,0.0948438414046461,-0.04053716834199977,-0.014348241875862998,-0.03854561396635311
CCL23,,,,,,,0.14034882510029517,,,,,,,,,,
PLAT,0.04509879142811032,0.036859558521298706,0.0423208484023905,0.03362689358001769,0.010674564880448191,-0.019631133945669267,0.22175350260554944,-0.12284580191276684,0.012102415714343737,0.029886604501691595,-0.012551526675815803,-0.16437523907605003,0.0008473023956160473,0.11050267213502614,0.046747674263738,-0.03920314185747168,-0.0622960306465794
NTF3,,,,,,,,,0.03118193393930957,-0.02187404773271401,,,,0.08207536214576892,,0.004719138012575995,
LTA,,,,0.002326458780439378,0.04473113777810143,,,0.027080697429969793,,,-0.022069435837328445,,,,,,-0.023227102749563598
CKLF,0.055484320981915844,0.012194895030566146,-0.04877237129506598,-0.042928749536773184,0.03418960075847714,-0.03623207167571362,0.2537371622919249,-0.018526205353320203,0.05807512234967907,0.06524400496062585,0.1026625969118419,-0.009726544320209895,0.009232640881129264,0.017750914525694318,-0.03650163905247003,0.014591965792871111,0.007454384795924051
APELA,,,,,,,,,,0.1856936472920581,,,,,,,
CD24,-0.04398484770744854,-0.026667747258651328,0.015338289708199643,-0.04147048977034856,0.0183481463528547,-0.011455488426605015,0.027214775233619985,0.15269571262853496,0.05869019727412453,-0.13116399482615212,8.320145789000932e-05,-0.017549623622906973,0.07400131252673532,-0.023989431771434866,-0.04505131490170833,0.007340609674827404,0.06944894042595681
HSP90AA1,-0.027692183890400252,-0.07568471685739551,-0.09693229801560194,0.02600985384580957,-0.02556089150814404,-0.055828506931639335,-0.21883404671502624,0.12915718192382403,0.00021420533402917883,-0.11158615217765498,-0.02744912361933495,-0.008435254052433198,-0.023539553093944048,-0.08056598558700591,0.019219365077951595,0.016902159487168795,0.019938354682492703
BMP4,0.06337190674061614,-0.041870665683329394,0.010262728432884123,0.05514910307432034,0.0463538638464563,-0.010929451050404113,-0.02466043916782941,0.024040777099917206,0.02188937187172064,-0.04857970618104145,-0.018805438762404744,0.07002290257650085,0.013462185250857043,0.06535283341532178,0.007768330408028687,-0.04737103920961735,-0.00785460501141239
SCGB3A1,,,-0.02230641918610722,,,-0.028190419122949784,,,0.002315184820440466,0.0892693665752281,0.02790060703044561,-0.05856612915584532,,0.045459833799077705,,-0.02838902546280604,-0.009556625439521346
IGFBP4,-0.020721494219103992,-0.05355235958614661,0.04331181058290041,-0.028367277105304883,-0.05542603812027687,0.04425149895326648,0.1599057723016328,-0.0013640818006613485,-0.018351923921420835,-0.07341038397200132,0.08967032674278544,-0.04774946699180075,0.016986781826626562,0.05036639605995477,0.06214675873949437,-0.032252087221613,-0.05784602583033655
RSPO4,,0.07331406154410314,,0.04550949390338755,0.005515688680698316,0.0243339290990558,,0.021745881711241997,-0.00820634821351535,,-0.030613781938023676,0.022349646496299364,,,,-0.019118800478687248,0.023257761077271996
LEFTY2,-0.013121923023162403,0.03910572890935247,0.10632644113956961,-0.01697074882657919,-0.05965998197160383,0.05692844397039394,0.20655433001596774,-0.0528378308979269,-0.021950513444557878,0.10605469292054175,0.03418682868907922,,-0.04443767699478469,-0.01975943356439405,0.10120230747887962,0.030794097594765184,0.06646447756668039
PF4,,,0.021318488469073527,-0.015249910520263256,-0.02379661298736788,,,,,,,,,-0.015751059842770372,,,0.03125019510885378
ANGPTL2,-0.03811820962309529,0.029109435721376135,0.0742242785620012,0.004583164739329708,0.02806633577601653,0.021891408500714,0.14451054088698986,0.04110985293647896,0.02039793643008149,-0.18301811136455248,0.08406378105893261,-0.03265718758574429,0.04464400147542708,0.09528953456046765,0.02055883655691167,0.002718709463674711,0.006389793142558478
LRIG2,0.00885625445096865,0.07307333795217853,0.03200146288522251,-0.0055947403184956,0.02054343231762546,0.0023638994744881433,0.10184833295487469,-0.043248653033824566,0.07557062027294308,-0.06941800762445673,0.028202037853879727,-0.03659871884941725,0.03833652827452778,0.06271528900823287,0.013931228590178918,0.01866966724111296,-0.014406502300263519
ICOSLG,-0.025637735095711725,0.0599280087600589,0.08371064827474986,0.0328182791105412,-0.022094955641789003,-0.037643138005410706,0.1246444014451594,0.05116533017111736,-0.015945411523818277,0.012746899782866701,0.06088145493758939,-0.09163207482658008,-0.021917346219810882,0.0561961860771724,-0.0023060738805367204,0.02106529186724943,0.004809570588768628
WIF1,,0.002944615204125125,-0.025037931926011364,,,-0.041598658232474876,-0.1780649669511938,-0.03405525358880694,0.021516661661732595,,-0.055015966266813494,,,,,-0.017772776928396062,
NPPC,0.006346681584437544,-0.024272851446054223,-0.01491889783962643,,0.008409702811118096,-0.031124400492818383,0.048732250122351425,-0.025789157725298426,0.003506114837690047,,0.013609617517448859,-0.04389923996986312,-0.0046312871987099985,-0.02980206117366116,0.015548610159966874,0.02864042013724876,
LYZ,-0.05740731769142267,-0.0006988721392857902,0.055526061041493935,0.012126400384436192,-0.06478324604793263,0.0828373349018321,0.1103341650354899,0.009960191017342008,0.05563093264674868,0.17746348956494123,0.11400079036615823,-0.0018166398953963615,-0.051001620764693036,0.004346900082837213,0.03388480028728105,0.023957237421117727,-0.042072795969601916
EREG,,,,,,0.011502472623658838,,,,0.006320162319266349,,,,-0.03290652467829781,,-0.008369348516142627,-0.03507829727771214
SPTAN1,0.07113906529951836,0.0433396612858548,-0.014091417367436467,-0.018177217075375666,-0.054183946445529374,0.003789851909992705,-0.08197881629083573,0.08113867438616465,-0.06980289379562032,0.1272945223444901,-0.041945002313044086,0.03678946681513414,0.030190667883531048,0.06244318299919749,0.0027465569096747373,0.04856366770710355,0.03243036734269772
PTH2,,,,,,,,,,,,,,,,0.07261986011056526,
LIPC,-0.0003937670572155934,0.1728441804326944,-0.028328620994862656,-0.022951930357958786,-0.016198944670053284,-0.03150051890166904,0.09157870497244108,0.07428361332466984,,-0.035561430391813954,0.02382109759063002,0.06935155682198448,-0.08555198713715932,,0.0014930945779969527,,0.028301191475673126
COL8A1,-0.050250203286590266,0.0013549015261952897,0.018150663986991316,0.046931015741696815,-0.022897475777434523,0.04525356180152092,0.18571950584626148,-0.052244015545897964,-0.030334197248368302,0.0594821384169265,0.06230593163752449,-0.009395674703288203,-0.049426797966664916,-0.033836410783594326,0.03501111309139389,0.003751248892846626,-0.047160664087352526
GSTM2,-0.017114471149803842,0.0699477140492494,0.02359572620754234,-0.014157693891724903,0.04058195316032826,0.009634964447825004,-0.00880637851319648,0.026887734462467963,0.0009902927792188303,-0.011397123072389537,0.052456800556082865,0.02628611331553045,-0.017292191052104014,0.044142734316202456,0.0005352110402944382,0.0280279213918114,-0.004810714306780465
SPX,0.045383858281675675,-0.030278970146042965,0.04490081106828502,-0.013588628210117772,0.058429950540365705,0.015615053277057414,-0.06870294753062789,0.061891882115336416,-0.020341855357095054,,-0.054617283759701644,,0.03149129981704481,-0.0195569540730137,-0.046347955446248264,-0.039157894196308995,0.09842963624004643
MFGE8,-0.006508026193357461,0.0038842910375196365,0.012852867863289659,0.045737068070707695,-0.008308206559891498,0.011170403557501075,0.08067679330788799,-0.016709096470567373,0.09489232729796186,0.1318816864054318,0.06983563384091432,-0.11524461915265463,0.002168275866766603,-0.023564313765094918,-0.009714280364143851,-0.03955043497515904,-0.051385485154377714
TGFA,-0.05669014403643186,0.011375577684691532,-0.017643695413615212,0.025826941170909876,0.013164867174297844,-0.03583933977918831,0.11427349802076021,-0.07581028272458623,-0.040416389095147984,0.025629158232063378,0.07624470113124156,0.025492813053477732,0.024590937819111838,0.005042628257561169,0.0037554672923781063,0.014058095040821662,0.0656837552320795
SLIT2,-0.030315665538563387,0.0160974091472886,0.04650180998913062,-0.021584404009242546,-0.004738711187806781,-0.03404668564480983,-0.08409202636838628,0.041847244461195164,-0.010146913734033999,0.05114403620733642,-0.04300273627962523,0.04014675040142242,-0.017472138068066464,0.052259552583976146,-0.01632849941437183,0.0360126095360009,-0.005311548613411285
PLTP,0.05715685332614752,-0.018393884968029316,-0.02737983825186917,0.000475411676277618,-0.07218463654205784,0.06317248767135623,0.1986436692995055,0.0828955351640541,0.04324975644097694,-0.03786548112192487,0.0949990793730518,0.004937812282047431,0.05122350162275656,0.09881389679990683,0.06611651101227448,0.047763442629484475,-0.0002269084884163387
APOD,-0.088289890704514,-0.08094685861034845,-0.04186136305508165,-0.0011631520265364753,-0.04606333210695625,-0.05131806579629938,0.16360682741859278,0.09645038837182708,-0.016714516736456523,0.08816522517063576,-0.05925264199478386,0.08250233919194383,-0.08999308089392657,0.08786201407076481,-0.0497030707349956,-0.07823408157636325,-0.05401340157078762
B2M,0.07943115092881307,0.04506257910951542,0.16644067615867172,0.035233088687115055,-0.016407245136659636,0.0582480923685613,0.26636293483412876,0.1724663138112583,0.04151214128964932,0.24936280297546154,0.13354749378718322,-0.07821981748874976,-0.0779070407633414,0.10999431677098977,0.05729678971999249,0.022463027819336196,-0.07550184294162077
OMG,-0.06361864723831641,0.07217506053455032,-0.07957362993015418,-0.056871270717654514,0.01787321470044316,-0.004555325804556093,0.020709961432381456,0.1160279806274084,-0.03134989212963382,-0.01798320020549052,-0.05061950417340624,-0.012346369471302108,-0.02741439306107599,0.08876270003030508,-0.06309515582209568,0.021593021380031226,0.08614223484040812
CXCL3,-0.023721925826386745,-0.03419980552633119,0.042419030825465005,-0.02128482999438859,0.0748714794942187,-0.0648790942960098,0.033084944613693455,-0.09551599820430705,-0.00024531797908789696,0.025511960432247915,-0.015893990277325028,,,-0.036774437442283,-0.03275173122468913,-0.039474585030669085,-0.03815055032261452
CXCL10,0.07060495611046358,0.06615165089648017,0.09669348117300976,0.011313480782551523,0.002855421372903988,0.12697615204896265,0.18982811542148784,0.10456848785801343,0.16794871779360873,-0.014023766865979108,0.09677851774720465,-0.02760818330932301,-0.01458566071345,-0.02112673742609416,0.0029021320422200673,-0.026124081492833243,0.039332979588601324
RSPO3,,,-0.018753821949852874,,0.07775621826535212,-0.031500499480053894,-0.05729130174495877,0.023221494063009874,0.013334712540060098,,-0.01660891351314883,,,-0.008554755085875377,,-0.022587623772214,-0.016553056249626594
CORT,0.0014761218768474893,-0.026497646828743074,-0.027060150782629116,0.009975513233721868,0.06154569339365473,0.012283929534095472,-0.09588658679966124,0.07606036791807602,-0.014274205799311386,,-0.044062931776642,,,-0.01648268356045434,,0.040949218137058006,
NCAN,-0.02713018717083037,0.03731448027496066,0.03739969357331404,-0.032580986896959804,-0.08886826566859968,-0.026022637462844046,0.16219410301092027,-0.09525222854832274,0.027373896398000367,,-0.017211333122302667,0.006831288734054246,-0.015606115454813147,0.05774130797743509,0.0728840909828274,-0.012438839309181802,0.05857785868284962
PRG4,,0.02873272040212045,0.008450409127415303,,0.055362825619181745,-0.022554244535116567,-0.004697830636906487,0.0017948636571921853,,,-0.002239941001510416,,,-0.024321208235541795,,-0.028215161420148797,-0.0029814372410594194
ZG16B,,,0.05830267661776175,-0.018350788764079744,-0.04083547370068987,,0.0014507837060898441,-0.000675891225978407,,0.16590821281447962,,,-0.002736232233827753,,,,0.020152432254811146
TGM2,0.0026446395920120946,0.046610013506362846,0.06694033596897185,0.042717258089845694,0.03040430667726021,-0.05528182535408457,0.1503679622918644,-0.04321585245027617,0.025802985590232034,-0.04923835163368277,0.00012690633552558866,-0.041401214878481245,-0.0234414763272569,0.02248662024644077,0.0038767457128423433,0.015393618563319753,-0.01754189340716325
VEGFC,-0.029457145027066523,-0.025947722257061562,-0.002020402371335348,0.005219740796404408,-0.001127696363765608,-0.012127754351855998,0.007770090997539973,0.08869921206549596,0.06619696039677384,-0.007990907849223837,0.06655170081398364,-0.025267028022183814,0.024123650199089217,0.02947596455736111,0.05256645507048694,0.016626963389924868,-0.046387367065647736
WNT6,,0.05387444641291607,-0.035990917827895146,0.0023703542607668797,0.014970432656180555,-0.031077577569711155,0.014420027127568959,-0.04459706968826397,,-0.06242753555011058,-0.017295643513648123,,0.05680232495275948,0.07918183906428666,,-0.02537376840458632,0.04349952711104669
NRG4,,0.02333181568261346,-0.020544997248277453,,-0.044458883204058504,-0.019885965551203876,-0.004249321613628188,-0.008063181069183063,-0.052929468269624115,,-0.00784430904293079,-0.043939911009576685,,,0.022277187694006162,0.06334735258216985,-0.016553058104829273
PMCH,,,-0.008627415787169097,,-0.016763769900926328,,,0.049253425554532416,,,,,,0.1725405817639803,,0.037158596476149226,0.04722883763423179
COL9A1,0.006064362660487257,0.05735795865856831,0.04993826189708818,0.02401837199467593,-0.009971122222974482,0.011135284351964281,0.07657838619376366,-0.0017147250580826186,0.008693993204468972,,-0.026343929180789236,-0.1261632275728942,0.054824306143438715,0.10977808598576685,0.02449510574176719,0.09009466077425846,0.0001189061750929191
GDF11,-0.027526012078518475,0.01465228707252557,-0.010651598582874839,-0.06325753244719688,0.04780939637529772,0.0012360069484016526,0.16512665741137983,0.008589938196154607,0.02198658355781459,0.02151052329222651,0.0708914928478018,-0.11803511086885184,0.00953991833229193,-0.02557224729748379,-0.030432830232153887,0.027629460668442497,0.055307708637811294
RAET1E,,,,,,,,,,,,,,,,,0.07250204861827345
IL24,,,,,,,,,,-0.03520518239490384,,,,-0.01549991720171067,,,
SORBS1,-0.04365602214722123,-0.005708666641471474,0.03118034611246291,0.03878746816114578,0.016532343006275752,0.0448906128552052,-0.019799351229672035,-0.014827420328937335,0.0021910254901974084,0.000641041144343305,-0.018946020261312757,0.007864923029186522,0.012817172595644698,0.019749680859145087,-0.003122882011954984,0.005512003282787251,0.029904546268398266
DLL1,-0.046153348070991584,-0.06656360122256427,0.00949288657039446,0.02797750323330391,-0.011604351748129068,0.036010282041426735,0.15007815258695037,0.036727934380593755,0.03182567877426384,-0.08869335421458469,0.009491815104221254,-0.14399985349750036,-0.01968483891345302,0.07332331818362428,-0.017732716805184227,0.0035940487165347632,0.037133617107809415
TLN1,0.032287986828796945,-0.04543704818014112,0.07272246695357999,0.046399118561614355,-0.02192847810895131,0.024775190489606334,0.2553636249456954,-0.052191511729494336,0.03547629201022028,-0.018508695464349235,0.07061679167707942,0.059244791797847786,-0.028620218023657884,0.02615353970756588,0.02197919250639598,-0.03286450123397064,-0.008976298511996154
COL2A1,-0.010940730703097907,-0.025102619221942495,0.02536787407211855,,,-0.020144361889223923,0.023412479460826488,,,,-0.016135663215630765,,,-0.007574618888441883,,-0.01753112660882832,-0.007219400068026342
SHH,,,,,0.06571672775210723,-0.021529096135495605,0.010739089033746582,-0.0371415712683541,0.04682508785192103,,-0.015399759125170111,,,0.059189857532429266,-0.014566690413624846,-0.05237776850272008,0.01631285021959667
