,UKF259,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
TGFA,-0.0030045250950387226,0.01731750721032434,0.05813895106382422,0.10125826813516837,0.07167749181255334,-0.04468955352490759,0.10888566149632213,-0.03179973199320624,0.03141722496837824,-0.04491122718701193,-0.0335734707668063
SLIT2,-0.014594764678008302,-0.058223439739941873,0.10296283231387482,0.0388870236327435,0.06664515005619517,-0.006964605740202672,0.05832202998243475,-0.005584400587689364,-0.024371945375503547,-0.05066349482067454,0.01416086567266268
PLTP,-0.04357603406941796,0.057800239035084196,-0.04866362895794777,-0.005070786232026437,-0.10698171695458367,0.06968974123948787,0.004119338997684446,0.06914075837920101,0.008528887872742806,-0.037956565215834334,-0.02333342085039305
APOD,-0.10336918882432419,0.010228053775295433,0.018175330457429074,0.20426720898537956,0.20593643098773656,-0.04502877051109553,0.022513100127881477,-0.04338603725484747,-0.046107951639085244,0.07006899243268383,0.047311876039758775
B2M,-0.036644548099540535,0.1522428752946067,-0.001100555894082456,0.0329009508220505,0.017638154303208343,0.1669912623342075,0.004227321754947037,0.03794991516253932,-0.01571186592684616,0.02578240731984416,-0.0028155163054216833
OMG,-0.04670880119446162,0.03434150727025005,-0.07993426830835715,0.12912141619552714,0.22487691647391558,-0.06991272547544357,0.0679170965994743,-0.002155713892614238,0.10079010502740468,0.11372104740942475,0.05762847469410112
CXCL3,0.17184775154983736,-0.0698874218803055,,-0.00819810661190086,-0.06306131159048253,-0.04261711687970554,-0.018380223797233548,-0.053449387852979036,0.004543689464377794,-0.014347574945607977,
CXCL10,-0.02285293671730303,-0.030206573776171208,-0.02559033351486046,0.05101902319608447,0.007099461802719657,-0.010308097213959198,-0.03681301023288855,,0.023718322788325565,-0.022446628069987717,
RSPO3,-0.01707288771814075,,,0.02440330422948088,0.05027260653700946,,0.04205804633116577,0.032238054589553956,-0.027655796925165715,0.06929141350661687,-0.02951687528254041
CORT,-0.038287261651978634,,,-0.0012353429955625317,0.10516719464735846,,-0.0005696851070913826,0.06632438092352544,,,0.0064614631121353745
NCAN,-0.07151823730255809,-0.027957344255917185,0.06863874422398995,0.11990221779635342,0.16786843171211815,0.06415078338636114,0.045036692048657345,-0.07281738885136882,0.04429929290544426,0.10164291815754485,0.005483348971706374
PRG4,-0.01685020390990805,,,0.016475152429880763,-6.1183633500449546e-06,,0.007040103792948136,,-0.008972061092488243,-0.021056799971763733,
ZG16B,0.042077217522533475,,,,,,,,-0.007730806403242066,-0.005803389593693617,
TGM2,0.023490905979838373,-0.08584575720878863,-0.02631266902146051,0.09412954657121678,-0.1050191320152849,0.09156183103257033,-0.024024598408234954,-0.11271816701947521,0.009327344250915607,0.004500280518268384,-0.030964810187762995
VEGFC,0.0498798894854483,0.08783007418940489,-0.06773917857801666,0.03533834804208341,-0.04145932935290844,-0.029730594076437494,0.019812025859578912,,-0.006147329806627374,-0.01177355950332587,
WNT6,-0.023306001687919096,-0.07335977813028574,,-0.04131021108179896,-0.05729081803384479,,0.05008677443941276,,0.019431043537791414,-0.036815905217164165,
NRG4,-0.020507468985648012,,-0.04960159620258578,,,0.021971079395875472,-0.025692720366801612,,-0.027655800024720734,0.03520545455540111,
PMCH,-0.017867566106702076,,,0.01074416180669646,0.06104985485872483,,0.04788280336017316,,0.1035621957678727,-0.04215566594421396,
COL9A1,-0.021418554602985695,0.05645878554158651,-0.04376043122197747,0.1085470479393478,0.18236443551666429,0.0531538810667009,-0.0035254709728017456,,0.1200442862845363,-0.021237434018137782,0.07406540066120494
GDF11,-0.044098434968154354,0.005677052261866979,-0.003738284751767462,-0.01695561188362751,-0.03247037316950409,0.029245019465592114,-0.0033244082398457527,0.0704348660366014,0.04793240659590078,-0.005545970956165888,0.050153522699102185
RAET1E,,,,,,,,,-0.0036855572064482442,,
IL24,,,,0.0197507878511157,-0.042362322076942946,,,,,-0.019622501718326024,
SORBS1,-0.03367794578775392,0.1605750310073491,-0.014399389684824895,0.053555432902455596,0.05109574917295601,0.016892682615665927,0.0021884510651462856,0.02827616067404181,0.027288696606606145,0.022253547522162898,0.008949273051990721
DLL1,-0.020233699397751662,0.044459226518786865,0.045043550570646504,0.09395075587355514,0.27418497267764586,-0.015659275275916176,0.025944390059666377,0.019202385638682675,0.07350721620180184,0.03234971101856712,0.04225172177446211
TLN1,-0.06931286973970163,-0.031633678515169565,0.03357108868312226,-0.051804049502415836,-0.05416074082457686,0.08053408425120498,-0.005321437586472487,-0.004553798754514404,0.009849485649799086,-0.014762352812217768,0.060357931908235844
COL2A1,,,,-0.0024702681566068367,-0.0323186082366823,,0.013279799519256941,,-0.029788788018380325,-0.01878626782729212,
SHH,-0.0013342242227193555,-0.07918250818567184,,0.027684158559452533,0.028821314598983436,0.05944082560307498,0.03146066508517537,,0.03246538536908063,0.018283095208186696,
PON2,-0.13744536953702013,0.08579437116918469,0.01183838630216714,0.15419532887721463,0.11623945864046786,-0.0010182208066794561,-0.02279686248744247,0.040369894294093205,0.02845342585941832,0.03526988097084491,-0.029159606410611112
ICAM5,-0.01628640906654698,,,0.026877036038622487,-0.016342674335844395,,-0.0019124618747148273,0.025879011606036072,0.019325528068200568,0.03639434286591629,0.06690269381856541
HPX,-0.005124443430652459,0.0027004606816808546,0.011973993861264147,0.014626472414566324,0.06083368764629876,0.06989216592200807,0.004179291058399682,,-0.027960380584099352,-0.021676468498222332,
SFRP2,0.02285418712690413,-0.05041177072253801,,0.06854865182131682,-0.00937243310420885,-0.08925304137908827,0.03391865724788298,0.11351326165780831,-0.05126912370304769,0.07298475311628959,-0.09485127963252268
CFC1,,,,,,,,,,0.041451811685799936,
CD70,0.23213624898273466,,-0.05383213299375271,0.06291447640654935,-0.06998530778500432,,-0.05189066220248284,,-0.003287750251320157,-0.026454876472582278,
HP,0.034223967989773035,0.12891428400582114,-0.012106533698849424,-0.025599524523294753,-0.0285099739308856,-0.020258505192078582,-0.042103187014216815,,-0.03038351512522787,0.006603373414967933,
CXCL2,0.121526863509937,0.19965266025583617,0.025776283128389494,0.04110904099225137,-0.07319034761194046,0.09894929734733572,-0.06902677759727095,-0.05754634925202923,0.025800573599477593,-0.04057685648637882,0.039724570697167026
NPPB,0.12197664444994863,,,0.058064931870831046,-0.07179398820815269,,-0.037954741056348155,,0.03639180280477683,,
CCK,-0.02385405136563798,,,0.0529529915759852,0.12230745377938478,-0.024034327440526936,-0.053810759975050325,0.0010806458782705612,-0.011644511784614306,0.07966720136386354,-0.03442204411005973
SEMA6A,-0.05986021974245145,0.101739324228527,0.029389952544033083,0.1368132952780364,0.06073767576017168,0.014292089938705827,0.013653699954087554,-0.029913947313435673,0.08749868429856594,0.02845477059368887,0.010200217716624958
IRAK4,-0.0013394254689053768,-0.04071948229202393,0.03775770617441697,0.06578141165342465,0.04514567192244692,0.009969411387253735,-0.004595433203279222,-0.07975223975778657,0.10094912881393249,-0.06717492054817746,0.002440093477092255
GSTP1,0.016751948319646055,0.13529404916305238,0.02034606849794974,0.1312560500823635,0.21903153837516898,0.006024021866924662,0.022693522840259696,0.02874895542722592,-0.005826481735678695,-0.007148048268637523,0.05172519278507971
VCAM1,0.05393059335676816,0.052083800350573285,-0.019399647612716085,0.08836179153362997,-0.04562681971146865,0.023928032115373185,-0.06602424439305396,-0.028139652202749377,0.13093456666055614,0.048009034624861356,-0.03790401705380696
NXPH3,-0.02918895387380937,-0.06339666431880617,-0.04166850783633466,0.12267173794020432,0.1472732738378811,0.042605427028141296,0.04927091949085216,0.05003335736611908,0.08994336756354923,0.016348794786959803,0.03175878139151946
MTMR4,0.0071719646417563255,0.046485998098292694,0.06985580491992598,0.09431494481010004,0.06822451876174872,0.017278031043469092,0.00664553311337525,0.10586561646643305,0.059092976477202463,0.0799892746380867,-0.04826325602094493
LAMC2,0.0641076368108238,,-0.049601625938980404,0.028121444041321237,0.02145575525164695,-0.04364143925296053,-0.02464934671661392,,0.032537740648148954,-0.014117845100856313,
IL10,-0.021725744892774797,-0.06030380360828024,-0.06411648849640372,0.01564359962839211,0.08045214746586396,0.054181321540782264,-0.047379160906126476,,-0.03281267855960418,-0.031979803887375716,
SEMA4D,-0.046699703746214995,0.048485523692552886,-0.005448932950460835,0.11667444719258101,0.16153336570263796,-0.032127357407242235,-0.0275168054486582,0.050864955466691716,0.018855500919918524,0.04211500508214385,-0.006715978545198063
TRH,0.04534291715050383,-0.033039307522896265,,-0.005786455469968182,0.08597594089800138,0.07017504269759099,0.04039612224424865,-0.040316424942370865,-0.01715059120898672,0.03797443315519671,
SEMA6D,-0.010323511839135569,0.003957869506683896,0.009236156426987514,0.03362438712968744,0.02498388659215843,0.04275907988243246,0.009796880664059041,-0.05843427499537973,0.0779899551687264,-0.038209774237882944,0.040796309650533755
CEL,,-0.0874937574687805,-0.015610964738252046,0.06810674827285874,0.030483569326526523,0.08362884200897822,-0.018357762462687242,,0.0065457462923582945,0.019421555931181635,
PDCD1LG2,-0.023492314219845406,0.03300580846238343,-0.0016876282025908174,0.010507002580575343,0.007434663354476994,0.047179428854186016,-0.04018118056766218,,0.1130727280865386,-0.03876799940240816,
SPINT1,0.008699665223957598,0.1036951009987162,-0.006664517046091319,0.06012429958281664,0.023507168622484212,0.009528406514416938,0.011900906126815278,,0.0017815447701056944,-0.014214340040120286,
CTHRC1,0.004449420341426586,0.0539102098770061,0.03181180060848395,0.09568844840779264,-0.03349471038902776,0.03494123521261329,0.07091648403881738,,0.032752498284247686,0.010485912276485048,0.026639899624482103
PODXL,-0.020294394898851487,0.07593953423124568,0.03885697316662206,0.0108784693680001,-0.04680930204248649,0.12102489747066164,0.025857265131292644,0.021660247995384938,0.07408263835459492,0.013957498887753184,-0.08106894062832407
JAM3,-0.07309505884133236,0.1478122906732347,0.03245206167323336,0.04270384604115856,-0.011119536698813121,-0.019391737056101147,0.0687162070728871,0.03014704079330605,0.00998795837101193,0.024956541297522235,0.022057251030826393
TGFB2,-0.11069179146922414,0.07338258840706254,-0.024345140327485876,-0.038290971799584364,0.013670198561850408,0.057797093605860696,0.019281493078155038,0.03875123548076013,-0.02108591109947167,-0.004728480895684737,0.0919945061164259
COL18A1,-0.03516835103550932,0.018439156037459135,-0.1297401564045448,0.043208364266744105,-0.09498986825019241,0.1255109638785979,0.012655730253256862,-0.054906106604202004,-0.03264029878489663,0.0465121784522453,-0.07959852262551607
NODAL,-0.03448459080378471,0.033280666187960335,-0.02772356162777372,0.013341340247203218,0.02351296468326093,-0.023799388244975184,0.024258250118081418,,0.14100374399324764,0.05583321659250819,
INHBB,0.016331158596719363,-0.0025851903431961696,-0.12051498312501373,-0.02844994293504985,0.012532139717932668,0.03374490459138114,0.01810297803748317,0.054227501569718284,0.07350750081027795,0.0017125238225152177,-0.03706255186404134
LCN1,,,,0.014005979165527233,0.05117444244865838,,,,0.020543651142684447,-0.03739584858734983,
ARF4,0.07329812683919859,0.11732271110609648,0.04696574123776743,0.11137353136621353,0.20170324770071432,0.07242298221903866,-0.00756315454317313,0.009905662655399538,0.011241441590157926,-0.03150471644427523,-0.054327174183766806
CXCL14,-0.029673776595793695,-0.0015340510531390357,-0.04503189467602963,-0.10486675907447578,-0.14114911249197193,0.046501611812737334,-0.04896930701088336,-0.07168199984681219,0.09783693864790399,-0.0034046432770013318,-0.0068873073228171815
LIF,0.06453398800830207,0.017093910407558782,-0.0006741045305691546,0.003888517042008607,-0.12475163648795516,0.05463243035458075,0.03355115668513168,-0.05083634999371007,0.011544706391179561,-0.08801555025860967,
IL17B,,-0.049647423249626135,-0.04736340076655855,-0.022300880822233457,0.0005936784523252257,,0.16774133864525956,,-0.012223628369998912,-0.04228114793522333,
MMP1,,-0.04603867970506905,,0.0032026220051168557,-0.057700005196641625,,-0.025394522186980736,,0.1056247653076543,-0.034688578042481426,
MATN1,,,0.005123013605467858,0.04654958111058921,0.006298831241432273,0.07037832190690525,-0.0040330564714511725,,-0.0382159369114996,-0.03853123468156325,
ADAM28,-0.04500142358153788,-0.049375567944316925,-0.0253172575990249,0.044190247532023524,-0.007595791299034447,0.016589289569704527,-0.0013361051397964546,0.009851110875577072,0.0423838601842967,-0.028085326957332114,-0.0567786777144241
TCN2,-0.04379748772524678,0.07789718462049945,0.0960723477214062,0.06927996661042193,0.031014506526149156,0.08510961488727728,0.041422402000424234,-0.008213227269836053,0.07073496469978442,0.028103826575468883,0.03781745925424887
THPO,0.03172359337637051,-0.044671193780681594,-0.012339032617571737,,,,-0.031351795550417054,,-0.01108360736749202,-0.02093748573707336,
CUBN,0.021904077574182126,0.015186349860404586,0.08425115475331056,0.016915813262719008,0.14448100025391306,0.10568875157328285,-0.025249462450407757,-0.05030261697565242,0.06373187632706319,-0.029112655286666195,
TIMP3,-0.051953688009426256,-0.024597895780245026,-0.04181575889998251,0.09865037317702322,-0.019138782509060544,0.018875396448702748,-0.03038518671616428,0.009901966150384899,0.006436864434599435,0.032485194571692605,0.0866699980386263
PIGF,-0.015371190294647914,0.1213035012658062,-0.023078898761574974,0.12779327202978502,0.17549693751727327,-0.019282069475024206,0.02399757148250195,-0.015552085111094505,0.037859206818134254,-0.005162074991040037,0.07665471552879324
CRH,-0.019750316647261446,,,-0.0832343557106773,-0.004698274723543972,-0.034332311442039305,-0.03328151116983683,-0.0469848811906655,0.026064542423111722,0.007172840031164699,-0.05578611825995552
BDNF,-0.012596923468176296,0.030574158718649765,,0.022207703910759526,-0.029780078764544887,0.014215299369797577,0.04478908690899581,-0.04345689781280572,0.0568105238574115,-0.04902729648110116,-0.030087068003084815
CCL5,0.07740148620341468,0.019960558372731984,0.011513033857374795,0.035141889250321724,-0.03161772534170492,0.009459288865686753,-0.03090792297334238,-0.05791093937929466,0.027248376217200054,0.011003194624482448,
GAD1,-0.02199173672258366,0.07999990234793544,0.11393240934027064,0.06406709727213768,0.17540290919250695,-0.005812419389461107,-0.00604219645540102,-0.12405445953931689,0.03532699921524778,0.04563713782344927,0.025293840519311356
COL14A1,0.01467980196907347,0.05328925691498357,0.034600812041287225,0.07684961029542788,-0.03961707419920125,-0.021159179518390636,-0.03437467850687541,,0.02537898553243049,-0.0475448057852735,
HLA-A,0.06304308246522043,0.05724316195663074,-0.03414178367804465,-0.07304136695135231,-0.21492970293955474,0.07910465812506864,0.02455383531289775,0.07436532096067694,0.008025204937594274,-0.0031363693698390665,0.0558056119544216
FGF18,0.13183200715289745,,,-0.00949562929560109,0.01002019244394507,,-0.00837195896460523,,-0.004664594167351043,0.04775385435038408,
