,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CEACAM1,0.043394976677491495,0.02476895115454981,,-0.016955945367275283,0.0032290658137611792,,0.03904801545421092,-0.025955469888693784,,,,,0.08995734961765833,-0.039079149652909706,-0.02226729800336484,-0.025536095278567917,0.04295208269051098,-0.004673704605510017,,-0.03927820207280658,
PDAP1,0.033305407701855194,0.0564098805505229,-0.006136082241826339,-0.008348705280487815,-0.018461611763522682,0.0380554635394999,0.14937807974824252,0.042476069906868585,-0.005627064876063424,0.03634603751996102,0.10441367764296676,0.022671975444124692,-0.029534732066096345,-0.004957068472170577,-0.07712063465940237,-0.04298427170668246,-0.012512181787530946,0.003969460800515844,0.02076080361295656,0.012877146244151448,-0.0025493941106818963
QDPR,-0.0021454631081954624,-0.05678392053082583,0.010473347174357321,0.014161543716520349,0.0026465478057892122,-0.08038061060013689,-0.10817081534701524,0.03938237746555024,0.04017364531345992,-0.008838205672048545,0.13266065769580349,-0.031053660091611313,-0.017297547342031313,-0.010403691365526357,0.050175129508945704,0.02147662238401025,-0.08392084419280367,0.05106704894091483,0.0824765902169818,0.020403522545626683,-0.09768599103886694
POMC,-0.03387854850649997,0.02100926778318123,,0.043124925600752186,0.012722400525457919,0.014914108866455708,0.013455645349680894,-0.019148910788912392,0.04247914148343083,-0.016572885543241454,0.06809747416210328,-0.06411265697005275,-0.021732499825872366,-0.024833157576310768,-0.05346530685579788,0.03163035961318817,0.058976984845608336,0.05202570535391004,,0.07712037398799129,0.05298420539112775
CCL18,-0.012685917487986823,,,,,,,,,-0.04259518082074204,0.06399759749965757,,,-0.02770775962676804,0.0042026981925898975,-0.04666380643159769,,-0.03486534389879195,,,
CCL17,,,,0.014307963790824727,,,,-0.020582598729538944,-0.01633147378332645,,,0.014271304564836865,,,-0.015797570165868708,0.011194868492965854,0.02524106301284982,,,0.06819597855227243,
VEGFD,-0.026149134647806938,0.01287455961833768,,0.028618265746212002,-0.011805001977552718,,0.037092869495160136,-0.02192901804617132,-0.01197933352353216,0.0878701839808195,0.0031308469280323056,0.019261519983223913,0.007977132790163967,,,0.03689723704905376,0.09257547973352963,,,,
TNFSF13,-0.01973297612604383,,,-0.01059397588105918,,0.008436131932464522,,,,,,,,,0.07057110363066217,-0.029436652694741945,0.019989772080758264,0.007345371130708391,,0.11506996596735987,-0.02037138803586885
WNT5A,-0.05268247627378764,0.026012579285544082,0.0247453364045284,0.04429017119722488,0.07332006763901257,0.06718460804407392,0.12713797267542848,0.035724372921984444,0.0049152692453321555,0.011708823093184814,0.025790114771793646,0.01734247406539641,0.0241525402042649,0.0005984042416029863,-0.0464764082401619,0.07642707115113975,0.06394767655434261,-0.015661767748108388,-0.009499450278532204,0.03373570581928435,0.08701891615811908
CXCL8,-0.08838380469360024,-0.018703464139371337,-0.040945015809767484,0.023799743013905444,-0.06885160548371266,0.013215376135819763,0.09285748968885743,0.004698029767615102,-0.011155676255851508,0.014621192151750631,-0.03653975639309483,0.0029948973931397025,0.024625564540635574,0.055011051895723445,-0.01530159262046637,-0.1153211451276644,0.00530540409207814,0.029084746126639787,-0.006286768509535938,-0.03880354872762526,0.1394835271589254
GRN,0.03451800729044197,0.05623187738207199,0.03254056431075937,-0.04018782853823306,-0.00478605053138344,-0.040794582742606486,0.13747065493145677,0.03490478771363042,0.035603344799374784,-0.01968425055671976,0.02364482169823143,-0.032704536740041174,0.07158836514107098,0.0056138155202150875,0.008795141135182176,-0.00784732040269933,0.11798896338235768,-0.027992632414183236,-0.06398108073521935,0.036082541275643615,0.033413856022208525
MIA,0.010739891198041423,-0.0067083484101778555,-0.022112565678551424,0.04115969082309444,-0.05446264964847163,-0.0015708129709400545,0.02066858002541926,-0.012032911806510341,-0.013623969058868477,,0.04260922124070772,0.04531421774998911,0.13984730776839363,0.05702709595994556,0.044425419365089834,0.06982374568284215,0.0880815171404519,-0.056074195157933715,,0.04550217478151895,-0.013846315170564229
COL4A4,-0.019662235397283914,0.05416730313340224,0.02975764124655487,0.05377366400246156,0.034361704559015084,0.16231967946573383,-0.033773336476270226,0.08170419235485302,0.11378332218042483,,,0.019632520585973725,0.08521675813248193,0.06986285084218424,-0.0011988859231521062,0.028376383098883684,-0.011309583327898502,-0.018722253951531105,,0.0893277700422101,0.14657590119490974
TAC1,0.02059161590685196,-0.040313435943857244,0.06138397332808097,-0.0018115079092371313,0.025014558689901604,-0.07233810629949028,-0.11591836497330056,0.008008003537532872,-0.011171517900110851,0.03591420004862788,,-0.06291132837134415,,,,,,0.004455267809895898,-0.028122646984248163,0.03248678155305815,-0.05948036384028038
RARRES2,0.03685422113592877,-0.0125004477233756,-0.10014055911899164,-0.013623741247097636,-0.04359349246105279,-0.021941748040404562,0.16677182607305313,0.01601792527985221,-0.011941587426652007,-0.014029233316462053,0.0008979125941605847,0.10616016113900931,-0.005929244550004616,0.045565343321651984,-0.04157705278468678,0.00578387386827324,-0.015079471379268952,0.022087772782743917,0.03812693377982137,-0.01894963789886318,0.12162018784376534
FGF7,,0.06466366145911558,-0.013704924150600565,0.02958375891292523,0.011446393472462742,0.001713987643144473,0.09720143668453829,-0.018142446202732365,-0.005674786311991485,-0.01006275161270221,0.09261687699113541,0.022288042231556813,0.0583737263172705,0.052277844268595844,0.003525229727366502,0.0683520679381665,-0.023278891089960767,-0.07791868835999727,-0.0016976251959581457,0.07444077190474724,0.03667778835855911
EFNA2,,,,,,,,,,,,,,,,0.0441848161756867,,,,,
HBEGF,-0.0031705146844409646,0.0729771749312241,0.06641704924805719,0.07118765108476365,-0.04727702406832888,0.04312790825261149,0.10390356170166912,0.01615038064505302,0.018909807587451467,0.023634195112000215,0.08281523355125055,0.06735895584889101,-0.01676273759967341,0.04052194489545783,-0.019073189861745853,-0.007349965477684105,0.008895614412025325,0.03891048092476518,0.11222507675216348,-0.03657387515798487,0.15358884077381207
CSF3,,,-0.02473383130344936,0.020542063495366067,-0.09299025391353921,,0.035858434151751786,,,,0.011411200957862643,,,,-0.03359482276221389,-0.04759380454754063,,0.019785169729800618,0.013248496469268406,-0.01983260474423214,0.094335007582471
PI3,-0.027509983407172294,,-0.022177183758513873,0.018804678555196203,-0.030467996701844587,,0.0430617507270353,,,,,,,,-0.0453661332901669,-0.08944344355152212,0.13689754040178995,-0.007292316193269159,,-0.02287557205832582,0.02633749498881955
PCSK1N,0.007441147677700691,-0.01978138590211473,0.012119647569651096,-0.07204454909673855,0.06310158923032973,-0.033021703838664644,-0.06165138914219725,-0.03489356880613005,0.030188235138669684,0.009541797520225713,0.04122707387024244,-0.07722249618470123,0.06287795958132648,-0.019784145278957797,0.03042814476916113,0.08270285840858387,0.03891826876923907,0.029629732612727288,-0.10950236667166818,0.04567699712811746,-0.12593550412019108
NTS,,,,,-0.04721011257536049,0.0035907348325301034,0.06233988982279772,0.0450762855065469,0.004446895103299623,0.0420942923759899,,,,,0.02245747339238637,0.025929558474290525,,0.06789060908631318,,-0.031767062094772106,
SFRP1,-0.0077694627250160945,-0.013864153385429236,,-0.03907151578150003,-0.04024885803711696,0.025632175756354823,0.033774878448451257,0.08740818133967425,-0.016331473947797808,0.022886145650217966,0.10242540051831751,0.04034309609885741,0.036675160757345365,0.028249495070433346,0.03702715180414698,-0.02833332878118469,0.05720298351574106,0.005272729468697023,-0.006865276894513224,-0.048435164796715856,-0.02081014994314811
CXCL13,,-0.029852533600284132,-0.017959688102286906,,0.06470699488380345,,,,,,0.08574677121977295,,,,0.08880337000851485,0.02325459324800342,,-0.028584184423562507,,,0.3016006014877641
MICA,0.06369260779653056,0.039511677575791826,-0.02260572431320468,0.015920940394480523,-0.02717862653363229,-0.01799512814847762,0.08816636265504015,0.04512588026283048,0.02757833633557866,0.009259219802700738,0.028568083626975816,0.08981934902568765,0.009619995626586433,0.08288339578240655,0.014582868215876428,0.06768445495798561,0.031667962352058966,0.04733753179381353,-0.06391181936824346,0.0811936095050958,0.012002279663177426
TG,0.05252224895925213,0.03321126196230803,,-0.03543469870990828,0.07084266838218496,-0.020582134376964694,-0.04312477187408294,-0.007473827851817345,-0.011819016655590242,,0.02710126004840845,-0.028637833187669312,0.03902131127799853,-0.045114710687180384,-0.0006966026949798358,0.010330249283265194,,-0.010986886822156386,,-0.011703074800236296,-0.02320474337250278
ADA,-0.0006759803464587165,0.006474861082269157,0.08684141642808788,0.0010967185745578815,-0.00756062599226714,0.02438876492535093,0.20306386254725947,-0.009021133635696817,-0.019195033534630625,0.044058419107032266,0.08210615004724933,0.034528699010202696,0.04310385050910633,0.023714127576742915,0.06289475066189529,0.10150294164808098,0.02045877663715845,0.0067798519355938315,-0.01783121636067034,0.07926941805523262,0.13956997659926174
LAMC3,0.008715145725446885,-0.020502096533559902,0.053185585532159706,-0.05673100779019896,-0.008944049870757234,0.05667456181570588,0.09975304137610676,0.028883796368209355,0.05228172994013801,0.0688003650047172,0.0032329617096162294,-0.012545135318191227,0.12468200464527003,0.05392885954873742,0.03846757855505185,0.11272050424281642,0.09828977234430042,-0.005338754024537536,-0.0755197257394106,0.08378648824294552,0.06512691541383808
CCL7,-0.016633053374689313,,,0.007648400068975189,-0.0457591995295517,,,,,,,,,,-0.02367691632889007,,,,,-0.03508955255071595,0.0872343784045857
NGF,-0.028558126662109676,,,0.07454713546790473,-0.031090688466214773,0.10956365259295171,,,,-0.018120729288988925,0.015407814006553161,,-0.05281250423089958,-0.04117548013918796,0.05189826889493373,-0.007297783325864951,,-0.023103349230264913,,0.03505936788384526,0.05612858524412077
TNFSF15,,,,0.009815845535479314,0.02455775428955156,0.008320287903900466,,,,,0.030023978318827103,,0.05259099659123643,0.026804239047604365,-0.02308233473226847,,,0.03691871634792448,,0.0474258528316308,0.06479780603526604
HMGB1,0.025739884951109092,-0.03823467034048654,0.08319935878692046,-0.005700526203554407,0.022650352327964682,0.08370586041252831,0.16439719060099856,-0.03064167417902195,-0.004988994639813599,-0.03804796320315877,0.1127733085460303,0.030678746123833183,-0.026124630318922735,-0.05717725666224937,-0.06347494646092328,-0.06301258458165766,-0.015682712854668844,-0.020568449262579752,-0.03148224498176906,-0.030764103876119973,-0.06020815353376874
ITGB3BP,0.03871015123686346,-0.034387171317220556,0.014137661499485754,0.05295570066174314,0.013863163948837536,0.05292661754811347,0.1790878186500419,0.025109771362541288,0.01365951227766158,-0.02058666527770729,0.09135986169317138,0.1044237236051228,-0.014429729502010285,0.019806460697780734,0.0035345120430863948,-0.04031001932844994,0.05699494567699591,0.008865995260660741,0.04643664927881108,0.017773518457620256,-0.03383198500108806
AANAT,-0.0241320299042802,,,-0.01202642719066409,0.022534571960416055,,0.019258012284842828,0.04012466096713356,0.0071189426766282765,-0.017036150478384752,,-0.01758463782956945,,-0.02885879310903522,-0.02077133641580964,0.01730262874981352,0.023448704975338644,,,-0.03712620990943077,-0.025220891099544642
RELN,0.00843616197474316,-0.05855903274482039,-0.02785407319353645,0.01646240896458625,0.07077512288843331,-0.04981972836567378,-0.02420153812931264,-0.01981392745196677,0.008700040531921499,0.00825862717779257,,-0.02529023356175586,-0.048442088673473035,,,,0.043184175429607244,0.10273460332085904,0.010747857960831124,,0.006616803791250843
IL15,-0.02064440873837282,-0.017141752200846284,,0.014607586897923021,-0.0101720205192145,-0.016969504712849352,0.045011841163883695,-0.017325885571714304,-0.019199643944831597,-0.03491087762239873,0.08748206248948208,-0.0006849414162053503,0.03878186875750099,0.09011550022300041,-0.03805393935039441,0.08320746258155083,-0.010492555799429988,0.020044821773332337,-0.04063467170079344,0.039538948709633856,0.06194910556269609
UTS2,,,,,,,-0.006465316580885089,,,,,,,,-0.01768831316207996,,,,,,
BSG,0.05802473026161737,-0.02619758591545105,0.03205005052438061,0.009899356371868043,0.035582355273990104,0.03831545672570263,-0.043806942279370265,-0.03767296672960199,0.025792438610645826,0.009387624865185181,0.04521804359499596,0.10433547514807348,0.07621028138762449,-0.0034934987311470876,0.024903512523030392,-0.04029877533660362,0.10265987051310571,0.024413067528598658,0.04974058117367597,0.08196415632473315,0.12292255291177387
ADAMTS3,-0.02552325518694671,0.046599646416289255,,0.013486687252147795,-0.0016127825971291733,-0.027332963028358317,0.18835703126541753,-0.0032613749926621405,0.010815917805671597,-0.027356054612589723,0.049852808518698444,0.047207787466725055,,-0.03455546680114779,0.08142516778713292,-0.01934125697790893,0.08718099546458632,-0.008534429809763221,-0.04671798618703558,-0.019289750702336083,0.02014139261834597
CD34,0.0489064748037612,-0.013536554285405641,0.012629314043520377,-0.02735145548836059,0.01364014572731737,0.07916497198508043,0.09793530138959829,0.007972060181817285,-0.02549007760769792,-0.0634830444719765,0.13772959216932223,-0.06435065318784554,0.027154795640256114,0.094973694103394,-0.007720632043387634,0.09864482859017373,0.12728469003860152,-0.0038043875010531033,-0.02656528488570786,0.04643312237413375,0.09662534811872069
CCL23,,,,,,,-0.03667355228708506,,,,,,,,,,,,,,
PLAT,0.019033523670529618,0.011510910675424658,0.08224250636092328,-0.014526431733466906,0.025206957758985293,0.0679025328307274,0.15527609188202082,0.0030963945770194332,-0.04385235652892148,0.06139010030632244,0.03865854017315311,0.032114454788970785,0.05164723963166236,0.0454373831882996,0.06931045860532124,0.04635298557207405,0.107554940743192,-0.03125926013511696,-0.004689577700827335,0.06046496972403347,0.027245717789442268
NTF3,,,,,,,,,-0.021992337343719567,,0.00823502579752308,,,,0.07453994651470988,0.10672665291565842,,0.024289711315856416,,,
LTA,,0.09286933377414831,,-0.039071513953673115,,,,-0.01796013714614111,,,,0.10697065211464996,,,,,,,,-0.0038648616513580363,
CKLF,-0.0032279735317246386,0.02793155765840287,0.005050485729720289,0.033207566613100696,0.013824739038059766,0.07545007849250172,0.16780157410300076,0.025667903750537516,0.0036342384283599006,0.03417136539211036,0.07550093256456378,0.02628812810153362,0.04319542898362884,0.13304858069065062,0.04669771292770475,0.07505316654088227,-0.06894504373963936,0.03935742798243206,0.019636934904350128,0.07359209676617959,0.035299962988980776
APELA,,,,,,,,,,,0.0707121307943254,,,,,,,,,,
CD24,0.01766274970502025,0.03243779497580601,0.027956949647267793,-0.028835993212092795,0.013516789992675244,0.0017392648314447363,-0.0391094651322494,0.015435676965191224,-0.006902104220349081,-0.08067523321318902,0.0966244190002613,0.08030007394245033,-0.03249735505710386,0.09667173175813626,0.04863144360309985,0.08360754333378494,-0.04930108845428627,0.054448377364428084,0.05050375442202004,0.04290563899459238,0.03589756296358341
HSP90AA1,-0.00848376062900322,0.0060195457018749725,-0.0036707040924087186,0.0029200845407427595,-0.0429465485549259,-0.06039007523006742,-0.15652440159940811,0.03848158271474602,-0.0533744017356077,0.041752258526531305,-0.008604267074843023,-0.08578598858792799,-0.07146945268754284,-0.08127762262369004,-0.06442342515842142,-0.14262002204118573,-0.06033722928726173,-0.0005529741597318347,-0.022443488664048154,-0.14235121011341303,-0.09566293237890001
BMP4,0.0026725288689932298,0.01747912570267591,0.04984363547990761,0.04959318029526278,-0.015000619798870496,0.054868008803632476,0.047359109969185305,-0.020124821395696824,-0.027690195125938066,-0.027173029678332697,0.0440998770126344,-0.005894399511841316,0.027105752135201586,-0.023275167682509982,-0.013208396370131312,-0.015523102285312746,0.08458289635449918,-0.01742831245026075,,0.023689083395771904,0.09554136016224574
SCGB3A1,-0.016633051711406197,,-0.005518181021969507,,0.03228327459414257,-0.021661872893934214,,,-0.011491951792177888,-0.029988392374589938,0.033091460968842995,0.02632019277470174,-0.018713531584816062,,-0.03603726759147821,0.0625313218225924,,0.015866110864012288,,0.1037174811988259,0.061812786957881415
IGFBP4,0.03131268458600697,0.06745230370439506,0.06502994041632545,-0.024249088474134133,0.03865389042362542,0.07115477917686928,0.11585224463437331,0.007655272747168372,-0.018673229984157,0.06497918797753455,0.10517915822909922,0.022395100258286088,0.003937005454897322,0.10139805310107781,0.005474408590341938,0.01704804691983394,0.06378903652120463,-0.05336960330894378,0.056141104408157304,0.06858803830376972,0.1272317203526182
RSPO4,,-0.02126216947163595,,-0.006717882474364046,0.05255237862102871,,,0.0066995961566637665,-0.011491950111219972,,,0.017936422311852898,-0.09368689094485505,,,,,-0.013779311609164206,,0.10812520938579784,0.1307920962811272
LEFTY2,0.02421022164914882,-0.02773421620918056,0.029999506643520725,0.015361322927873426,0.06462951695394281,0.04344995850143831,0.0615440307061039,-0.0019802031800949635,-0.01260106384659067,0.10144562901112959,-0.028894353223885054,-0.02903187100813286,,0.0775428492555652,0.022527306029664455,0.0029986614119306997,0.11683199161532015,-0.03707231230103431,0.017762043746211948,-0.003869628765717701,0.01644193618166783
PF4,-0.017254121155237345,0.02724732744326592,,-0.026597354147736025,,,,,,,,,,,,-0.0222454557305003,,,,-0.003090549622406159,0.0149396010732173
ANGPTL2,-0.016076440180611627,-0.018076190391139238,0.04363614931514246,-0.018915558002712697,0.00491698410477253,0.09553465045787785,0.11743872036254852,0.008407273935372836,0.01887131655999443,0.01271673609657121,0.038285712303783734,0.18690177489964221,-0.01884310582230945,0.04698355827390427,0.0580775475528211,0.0970619571098244,-0.011142431467327997,-0.023263068021871735,0.0925980253931234,0.08905812647595235,0.02896968205193797
LRIG2,-0.025131237720536236,-0.001440518342955825,-0.001867073417229146,0.024856559821419252,0.00818019379100147,0.06932685362059453,0.06750981947820583,0.04013656071794443,-0.007959706386121678,0.01450005580152432,0.021725869335827416,0.053892932749975926,0.07186818275655232,0.07817932308594772,0.0017389856814766433,-0.005459668416423973,-0.009970760735917121,0.053958938804215054,0.008484801596192687,0.10772571116511917,-0.015023303291503181
ICOSLG,-0.016795599029741783,0.06465237999091766,0.05189087339708301,0.03785535249091711,0.0008218092365284666,0.08908508881322333,-0.002318699759864272,0.0660080235059607,-0.02180957528247381,0.06723727540282921,0.028856915927867096,0.028173856865594857,0.03913108003954945,-0.05275099726081019,0.03447138644540497,0.026749773084255205,0.05004173629702278,-0.05990105144479589,0.026022949392862097,0.1139643372454491,0.03816424799246935
WIF1,-0.03104599044531544,,-0.03114315998287837,,0.013265897350449345,-0.024872288444446413,-0.11541654194528785,-0.016119340404446625,-0.021625470755486754,-0.04150945104665295,,-0.06028295437615901,,,,,,-0.025341161297036875,-0.041349299384954595,,-0.012354808470422711
NPPC,0.027432119888221782,,-0.03316868418775484,0.010558979804818373,0.02683319838339404,-0.03209744015961498,-0.030141345304544473,-0.031443711422174614,0.09286841207449106,0.05788633130109054,,0.13216343987440116,0.04911070931918534,-0.034555400435304556,-0.035345366334410044,-0.0009959180240076534,0.1059268914190116,-0.02686907574824383,0.018221084870790126,,0.09160363299943884
LYZ,0.02302180349354092,0.07092372431858512,0.007433981678309029,-0.04782579658145453,-0.01081623709179486,0.0012164740657261293,0.12352886387721719,-0.05884036838793783,-0.02021242634772882,0.014376519809226556,0.1033717059439839,0.019786147702187326,0.008469465085937912,0.05350765384778488,-0.008495646851355874,-0.002620118475947862,0.016341914603136377,-0.005632416282089285,-0.015870959898284832,0.02512851001732225,0.024403795041170816
EREG,,,-0.03333938317058764,,-0.0682393613245343,,,,,-0.018640934866112308,0.04584161694729011,,,,0.01190446705713357,-0.05344107457933146,,-0.033953259679155356,,-0.0031179997087936832,0.006814765417686187
SPTAN1,0.05912815091840496,-0.045575782466085096,0.004978952788757652,-0.07760618571770633,0.03164805766688651,-0.01989099990137801,-0.035940023459960155,0.04300532880607983,-0.006235998717972216,0.01269393203542839,0.06728659085532977,0.027000898718085555,-0.011974258488856651,0.05209076701224237,0.08841971930868488,0.061847188589144245,0.12705521129251743,-0.007421330728478045,-0.05889053798199453,0.02598021257377799,-0.09133458608891791
PTH2,,,,,,,,,,,,,,,,,,0.045559508177585605,,,
LIPC,0.04236893309029838,-0.03750888104411328,,-0.023321212475799206,0.0036275639294852655,-0.02631535060160109,0.011087815144289125,-0.039053613391448624,,0.07974553478131025,0.08018706289371097,0.05465493326244043,0.02601732047331946,0.07053257773458027,,,0.038431943780886185,,,0.006875519581734626,0.049842694405458826
COL8A1,-0.005411422540013178,-0.03436348258584723,0.07624169454691787,0.04350342221385452,-0.013291130596156194,0.04117809374655282,0.05132456467197213,0.020230372022610143,-0.03145547535825551,-0.04899050487355992,-0.057512670393024205,0.10514049365674702,-0.1189406662085135,0.058707159483220944,-0.004488474167106036,-0.006022050648272267,0.08084622396520057,0.014670429347009808,-0.060341985818815023,0.027432451010954834,0.0826669738709806
GSTM2,0.019782244242537442,-0.011779906525849844,0.009193310608771191,-0.0104933197558072,0.010208360804667057,0.037475219659264376,-0.0009682901959158492,-0.03789109004751891,0.02721837812647143,-0.029648636562497197,-0.017621749529674314,0.059463394553103635,0.015649690392464444,-0.019889552228015108,-0.016686109876397306,0.033644376056681136,-0.05528264412776785,0.013736720023376916,0.18131707368582586,0.04519060228617118,0.019631667174619026
SPX,-0.013512533415826613,-0.010360438290464572,,0.04127118531444308,-0.029329480259664184,-0.022751392237849104,-0.0536646897838148,-0.010370170995984364,-0.021507701832071784,-0.02067533270968125,,-0.04310696287288778,,-0.017401091206316183,0.05239535703729447,0.06073680925398577,0.012700019846266692,-0.0077034899391557185,0.13667567827721938,0.0782369325759247,0.022464537353597682
MFGE8,0.06003651935022735,-0.06296116795846493,0.049849758876159736,-0.008243341195806858,0.007304154269074428,0.028353803073218477,0.09515653589703636,0.03923941185340529,-0.0051686350325319125,0.006619276737519848,-0.022632965714975833,0.09116910227684626,0.09132223229577377,0.0674492155274967,-0.012225158922740991,0.028782270463478744,0.11021201123851944,0.016511414519777404,-0.005977236797057418,0.08649629309103646,0.11820919701588536
TGFA,-0.009795739163962012,0.019228600663424834,-0.03728929518448797,0.021756161684080903,0.0128833951938541,0.053035553623899036,0.043818618058383135,0.003759379018371912,0.03437030914033559,0.0025847793975389984,0.09140663900647422,0.07026015573822683,-0.010679352756730412,-0.04947189662587643,0.02893525521329779,0.08389181718380581,-0.1044187902623324,0.004140424142218252,-0.05877151341218294,0.10117617667501749,-0.015114258144723636
SLIT2,0.029214177683209257,-0.02042704755082163,-0.019650591783847548,0.016507784595031015,-0.047404751717085504,0.004672989395638082,0.015951774367150146,-0.026171794282078917,0.03238537022944991,0.041570462718527504,0.04612047380155236,-0.05845938340028319,-0.038225549548735784,-0.0016434607644076327,-0.03583835514482544,0.015036732519604351,-0.030147866665579733,0.002770756577716323,-0.0468881061787972,0.049423084500099544,0.06948537013176667
PLTP,0.04745855795667877,0.022271731007260483,0.037331226389620775,-0.023651274778917174,0.0004309712488182023,0.057864781254774504,0.1655631578702161,0.005758725509473511,-0.006921755173913231,0.02560268752796581,0.07084455471715817,0.034772515771848485,0.02774095435385016,0.027703265905877704,-0.04347460294694917,-0.04396441887505516,0.06662122096449336,-0.0388940310361527,0.0015845724470116831,0.026966263504004724,0.10806528245011608
APOD,0.1324374658944324,-0.04806833648856031,0.00880304979278563,0.04648432739806465,0.05028756788900846,-0.03435048113732966,0.04930057721105419,-0.003468971743386725,-0.011516388825530223,0.02421825736639571,0.031182413896855183,-0.04723153295055717,0.06963207104708101,-0.007385470816359599,0.08002226369993982,0.10272003226383551,-0.1620038198674762,-0.02201195440150693,-0.04524364419413047,-0.059936872239541195,0.015020004710602872
B2M,0.019610244005169385,0.04349300178146065,0.10804285673605639,0.029385517670062016,-0.08130163840549134,0.04161754659625017,0.1715708060136726,-0.005679222609064551,-0.027131755213101915,-0.022595374315256194,0.08117522438127604,0.07176556239786741,0.07626507941796541,0.03853011009470239,0.016935847986436582,-0.020743177030938302,0.1060190949767429,-0.042248196007790124,-0.03917103652429743,-0.012454517093431887,-0.0750320256828967
OMG,0.0008890698486257962,0.000986278536679269,0.008688212781485787,-0.031496293441707575,0.08191752587779995,-0.058276369629951606,-0.051183801876997344,0.026817552077849947,-0.0017439470829810992,-0.01818564633168186,-0.02919435941209752,-0.03183537277938861,-0.021251877365607266,0.01636527862183964,0.06755228079565814,0.08387672595211727,-0.03326900232841553,0.01357235849673867,-0.05360309085802664,0.10527374533647885,-0.12221259612126464
CXCL3,-0.0022258065589421524,0.005856262410268905,-0.033360715347973156,0.10990926597007689,-0.05923256689814742,,0.07686301031850061,-0.023280242930230607,-0.012293957488653593,-0.026241679076424006,0.08144570442657756,-0.01757284004965093,,,-0.02179061835413939,-0.03708478999766485,0.005268375911562274,-0.014153931452320202,0.01833003365721463,0.03909773318974126,0.12662064926578742
