,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
TNFSF13,,,-0.02746312217330103,,-0.021795180035516698,,-0.005007435231306777,,,,,,,0.05011686367011423,0.025688773840976738,0.02448619918313356,-0.015179420707395717,,-0.032046274859917206,0.08164821335589298,
WNT5A,0.028527966672121364,0.005200084808315279,-0.01449253022742505,-0.09663635609881124,0.0371111050960313,-0.10026025955247087,-0.050814851715785,0.09620709890329353,0.018368122876111555,-0.0494516827768289,-0.014369859236547707,-0.01981682405728105,0.09775123480483079,0.027883218139365985,-0.012721774376554137,-0.06286701210613159,0.040529945498425236,-0.013549983242511717,0.08592202952532826,0.024577135269412957,0.023720773189364334
CXCL8,,-0.005339685280141701,0.09671063638691763,-0.024141445855366865,0.05120967670178097,0.0346357635137669,-0.024676960985491537,0.004922759962179076,-0.010551331312088543,-0.013483324378789756,-0.030830370760538153,,-0.06871114613652893,-0.003741277719526289,-0.1478721093659382,-0.002464999087204254,-0.009836893203716994,-0.040494410552155205,0.03677391935985256,0.03243401786727159,-0.08467551179476945
GRN,-0.041784629808294345,0.01647521451137136,-0.0052360454882794775,0.017164989947942272,-0.022150816957219762,0.0863872809602788,-0.028165102464023692,0.16469084835882913,0.027037910024335927,-0.095416611704607,-0.023668330846520737,0.16229884556450647,0.1495576491881109,0.08109236219266318,0.014072264620968741,-0.02480688509330342,-0.04275741362390917,-0.07908433876770422,0.06928993837829009,0.0539816667339135,0.013526895888076484
MIA,-0.029023044644179423,0.037741662380505796,-0.02396124763638517,0.04841678388095471,0.014741385455470067,0.07225571974174382,0.044167711158647656,0.03829072073609876,-0.012885907409724487,,0.0541641953982417,0.04384414864311279,-0.026596511595125574,0.10711322573965774,0.10460656126532956,-0.020480341705893045,0.02345723224938047,,0.04222347162965763,0.046999566380838284,
COL4A4,-0.025679478263873307,-0.04053832516828734,-0.03523294524721746,0.014058631709152105,-0.002666399412763922,-0.029073855883940715,-0.02806099924363717,-0.013345476607620059,0.04551257408789468,,-0.017888226946679773,,,0.05378790448084525,0.038951169046241504,0.03903901837499024,0.0008905045548746103,,-0.021163455976953585,0.017533836453945295,
TAC1,-0.02217337001898144,0.022006189213162632,-0.0020265301059763903,0.030282360942725375,-0.056178941080409064,0.019942085090181586,0.12140943138240229,-0.07543792344450012,-0.04576429890122992,0.0199354520128872,0.01234644388872493,,,,,,0.09486502210417021,0.009227005233773398,0.0928019696947279,0.009413907809369172,0.06328050623187982
RARRES2,0.03396465749235741,0.026507508810665027,0.0017269265453011926,-0.06735026484153905,0.03520054506496761,0.09201388980607048,-0.06568486359067664,0.09248675715499373,-0.011890478696612333,-0.006637320602699551,0.01907716315451707,0.048515287425024006,0.013740598605895464,0.035487080086359965,0.0032701970378256093,-0.03910229779463538,0.04741932400324068,-0.011997039664820614,0.009975759780002732,-0.07104543298250184,0.05367847956831573
FGF7,-0.01643376878443945,-0.06606673231206672,,0.016018096838542162,0.04745950601467564,0.014331367892569561,-0.03317541975207573,0.050445795127562004,0.009478030688698054,0.05139165365065565,0.02722484661381575,-0.06201939540132482,0.07028519484829462,-0.00018264963449419905,-0.019205865242777065,-0.06090683611970193,0.021567103873953476,-0.025810835428903268,0.015825571325484535,0.029493846748785208,-0.06433166287031898
EFNA2,,,,,,,,,,,,,,,0.020959086924900176,,,,,,
HBEGF,0.09412918721528976,0.024077881161650282,0.04518976749103555,-0.02733076648179373,0.03796631053676672,0.01744754869161606,0.026100898794367177,0.08848908583922363,0.010539716495853257,-0.05030716923280494,0.010174992836496857,0.021160292933638025,0.02813678928314478,0.06200074981304677,0.017757067856408272,-0.010130864170009683,-0.01389578452419102,-0.06716499385620854,-0.0016742914027018524,-0.05023294787546461,0.04354353480068695
CSF3,,-0.025527004634403376,,,0.031763604002538526,0.08201178015360364,,-0.029287473550989224,,,,,,0.05870458312577041,-0.08564813300576782,,-0.019379405101986578,-0.029342580376284025,0.019468658699181192,0.00012930711734475796,
PI3,,0.014958967842592416,-0.019328375424330715,,0.06140670330899632,-0.0007145944426342802,,0.027998653963026834,,,,,0.03166002947450639,0.0004093456247801368,-0.14741908448643568,-0.027496000649449567,0.016142397399956272,,-0.044988705801634596,-0.010808746286762745,
PCSK1N,0.06620178270638101,0.07999391089665832,-0.07759208307954818,0.06765841544609913,0.0004999235125585622,-0.0688651070025021,0.09134896379310925,-0.02619138913367722,-0.04718864106499575,0.06562087021086693,-0.03803388500744105,0.02296949453402722,0.04112073142331813,-0.018198763612078405,0.02445098767487694,-0.006674683074183906,-0.0007855040538971045,-0.062380226209929855,0.04417026580722271,0.005396473315202625,0.03168532373578113
NTS,,,,,,0.09122332129781059,-0.03425610438797675,-0.013724555450046668,0.06759368081223589,-0.0046946817064774955,,,,-0.02700305540965081,0.009704275501368202,,-0.006346313962767486,,0.07079619138285405,,
SFRP1,-0.03226281347222054,-0.04137110846764323,0.09559310547326956,-0.03963088410631075,-0.0275699537209863,0.010739458889550276,0.01980203921046737,0.017819564651451687,-0.01544673657480609,-0.004166834434291816,-0.015828461245424672,0.01089827143736682,-0.05616305820071551,0.028381386446132136,0.04815194755275922,0.022249589818944246,-0.06321773516218528,-0.007610760057459864,-0.029951200723087282,0.015297484469895315,0.019845894839506332
CXCL13,,,,0.012356572943880153,,-0.032820145853924024,,,,,,,,-0.04948088640060376,-0.062465426480274665,,0.019562633453108318,,,0.04883729822034797,
MICA,-0.0799743288124729,-0.0022208768511088627,0.029529860138140976,-0.036398584557440744,0.03810862261725549,-0.014008212238411007,0.009946536113940292,0.07918977379960815,0.04389233247470637,0.013880582116440518,0.007352342042027176,-0.012130879097638306,-0.05056939685887713,0.07986254768746555,0.10995607509042724,0.05430438734317142,0.010186463852890753,-0.04881187739136379,0.05959534715033968,-0.05122265561563916,0.03377872158287137
TG,-0.007323521267095866,0.003680890037711699,0.03857349819457795,0.028861834597814728,0.029622065662169312,0.043454675566346405,-0.0017934790601096175,0.08557167546278473,-0.011178736067283495,,-0.018872408588980167,-0.03466623133027004,0.08926210878145116,-0.02242308778750783,0.09532438890145153,,-0.01594954819412968,,0.08208212466671443,-0.013210623185038095,
ADA,-0.010564384936828475,0.018570934521638233,0.05231580271844436,0.0038334806226497835,0.058387086667361004,0.0010786762795415036,0.01795835224692501,0.10093722589150948,-0.018155166367821284,0.00711991706311438,0.013989497376605105,0.019488550290680116,0.017599035589279766,-0.04060232009151743,0.02939105850747943,-0.011518542701908082,-0.03511671514823456,-0.03973856196181797,0.08754033414434866,0.017840685103718376,0.16117324786124151
LAMC3,-0.10986342586667126,0.009073952133464482,0.07572909357302936,0.003703540535649081,-0.04928155205784049,-0.0042412915108318615,0.029788509507059743,0.15746851883083354,-0.019797507503580718,-0.030009291992503337,0.017492802937122274,0.0652801830497822,0.11456745135497771,0.0023637766801850447,0.02003286196178752,0.01633065648138245,-0.09282797660983433,-0.0027482383449770934,0.09166900005475676,0.05070687986550137,-0.04897220595113473
CCL7,,,-0.02314884354120537,,0.088498743448503,0.05873008253522639,,,,,,,,0.0791400369943822,,,,,-0.021698578628580902,0.012420742717739172,
NGF,,-0.023355263001642642,0.06105432325442402,,-0.0373529222853729,-0.014601251757029069,0.028638413906245545,,,0.10538089866748923,,,,-0.0263788586401466,0.030426951092973373,,0.0028364646129042117,,-0.04503778112311797,0.01971308571746387,
TNFSF15,,-0.028893375149410008,,,-0.0239534393823649,-0.0075953412977510446,0.05196587044278027,,,,,0.015842715055554204,,0.02827843806854963,,,0.018257962957011886,,-0.024931737810043653,-0.004082862313294328,
HMGB1,0.006866771137126484,0.07977415735225543,-0.05422426296392398,-0.03965104189082639,-0.029875572221432632,0.015377424291126323,0.01002004509380815,0.11549572928474935,0.04198635302876035,0.009726367467134664,-0.010032883215956311,-0.1389000945451526,-0.08210938760139942,0.018924591975271417,0.04351584473520304,-0.0017891442828105138,-0.02662008640976639,-0.06899346428520507,-0.01694946498425517,-0.004681142306584164,0.06031685465508766
ITGB3BP,-0.007058790196113524,-0.051437894776486165,0.009554416990399862,0.0683620882519619,0.06659890295847473,-0.025507821682337273,-0.009356136347323761,0.11161492183190351,-0.039110658755009554,-0.006211354058428056,-0.015427051025695228,0.04615747564563249,0.0782239188970133,0.018693922448741383,-0.02190380071656298,-0.002898596616295278,0.026006632584548297,-0.08687109764905435,-0.02150462888518261,-0.024261026499617474,0.0550568277651677
AANAT,,0.016461635258058188,-0.02352329706155276,,0.017719347567866958,-0.02902963624477781,,0.04914107253649908,-0.012885908126471559,-0.03316585286038662,-0.016852964683018123,,-0.02002393038633006,-0.020993976721043105,-0.049875661604791656,-0.026882512307544765,,,-0.022958001067031168,0.03894041304858246,
RELN,-0.021288963501439204,0.01745535896484621,-0.0674126057236984,0.006888791695518796,-0.03783155565684585,0.03772060715987994,-0.03263566815665889,-0.028200132886248345,-0.024880781894677937,0.1457197613661666,-0.018657686543141802,,,,,-0.028127785338548792,-0.01453610347821099,-0.05319871731020679,,0.05469413710788017,-0.03521436123070448
IL15,0.050836417838859324,0.019977602530232723,-0.04022398764325786,0.03106734498405765,-0.018099164143572325,0.06379260932144287,0.029270002075200446,0.15241529971319637,0.02749935205812112,-0.05892008068939968,0.15758757529022238,0.0269399855002557,-0.038260281945372863,0.010172453393616646,0.04632811430512544,0.01957719286705783,0.02707312949084896,-0.03103423799390367,0.08786936576467524,-0.013225626001634029,
UTS2,,,,,,,,0.036710237417896294,,,,0.03398665681392873,-0.026778006040471668,-0.0257287872591023,,,,,,,
BSG,0.011268270560389225,-0.07766868903306093,-0.0740857000276613,0.006551892627749422,0.021708076513446882,-0.07686495103349249,0.017654130982085445,0.010986535684458629,0.03599502954121549,0.0031289292198117386,0.030010846012442735,0.06566299070651371,0.05840528341780429,0.10259119583055544,0.006006137811945386,0.09821888268181869,0.011424781526771828,-0.06857226667028825,0.025904042607681584,0.07191939133285832,0.03206652539093274
ADAMTS3,-0.00559163732161222,-0.044125887892748565,-0.017608148054470477,-0.03535225186568954,0.019904722759644843,0.014503280804903785,0.0495311519139693,0.09751824737172932,-0.012805431328340791,0.003211542044948902,0.03932029518485076,0.09545254524550054,-0.03377934079171666,-0.005091371613689765,0.041764037172897325,0.04406947974877204,0.03316929739906302,-0.03568029569920351,0.04967953663487746,0.029097558074759593,
CD34,-0.030202393807134846,0.08461681136918076,-0.019103128059336987,0.040590852237295715,0.10444187914130497,-0.018136555036781125,0.0884220320367359,0.0811576733019245,-0.024109184225258873,-0.008290165312927823,-0.016320005108899912,-0.04646119745908259,0.0921448425185984,0.07981551805142993,0.09128691939175189,0.01356016023040516,-0.04759476025585257,-0.05288204002489146,0.036480493396398,-0.03511101020264955,-0.035378803194672626
CCL23,,,,,,,,0.047635763153884375,,,,-0.005985903598869291,,,,,,,,,
PLAT,-0.003339993752528932,0.008165960849239954,-0.04200218979189255,-0.06401535177668831,-0.06012244503329717,0.02812124882221598,-0.023724526533638615,0.09280199524418073,-0.009768613638292397,0.007441195818392116,0.0015113804131735966,0.002470911478834148,0.06519259200849406,0.0853064943832075,0.07787368124887359,0.08247139827463255,-0.07439530337222128,-0.057271241189871064,0.04799422626167357,0.04988294006371304,0.043586929697696376
NTF3,,,,,,,,,-0.020800929707787612,,,,,0.04410230797745559,0.13500493417956463,,-0.007166412019720669,,,,
LTA,,,,-0.018000957477495406,-0.017281768769078127,,,,,,-0.015630347741559806,,,,,,,,0.022642236791550863,,
CKLF,0.014596081205301004,0.016116667319155124,-0.0651537883386273,-0.0190472873299511,0.028762805992294083,0.007919075138161513,-0.028212536281490147,0.15011942532652778,-0.0019105185912863347,-0.06373381619708905,0.014950681839375323,0.09371094913407539,0.009293465499406487,0.05718881592224842,0.11384934332612416,0.027587929437449386,-0.05622026171476405,0.08303792922120853,0.07578128901926534,-0.03101663133818484,-0.022902208116638418
CD24,0.01680635541806131,-0.07160086721816299,-0.05409789413244641,0.024523735294691908,0.05951421515099735,-0.08130496084057347,0.07273731626854528,0.0015818078632900035,0.03142943426066069,0.06074248226683864,-0.014271686598416662,0.0855734643578808,-0.04227500405800189,0.02798668056833829,0.020014895232913877,-0.04182478086450029,-0.02836267324225174,0.11848475387262618,0.049674949254651005,-0.0559035342226691,0.10062575847659828
HSP90AA1,-0.011316936411873806,-0.050753871106467716,0.048697944273025366,0.0015422355756858361,0.019273184716340028,0.033163449642545875,0.06800973819798707,-0.1212162405508645,0.0002813432507361886,0.06119798944332116,0.00919880954446164,-0.08316519740130035,-0.0782472899449059,-0.05798141347038461,-0.1622390038795861,-0.027030911623671855,0.08144766405242437,0.029069553451836504,-0.10871099929165683,-0.0032364588842495987,0.018527569938783028
BMP4,-0.026427905206042983,-0.00024043013215918873,0.03778561614218504,0.0654073397274826,0.041605658372330885,-0.03631898158735556,-0.049712675131867695,0.048271429814012994,0.04873041624134274,-0.019236107620807037,-0.01331867064729534,0.019506678568843895,-0.04528131052633053,0.02439317352163957,-0.023923973910670204,0.04137914560642624,0.03330159228436338,,0.02683508956789746,0.04338321978043003,
SCGB3A1,,,-0.007604759760451905,,,0.04006528826572032,0.08641222588923315,,-0.010869389537744634,-0.021626478715001,-0.010906649951356415,0.08863861858537232,-0.002121814900937798,0.05101444562582672,0.042758971822734776,,-0.02499139778111493,,0.03202063804601625,-0.009113039485906664,
IGFBP4,-0.03902247072131302,0.06089747730839962,-0.007414411850941025,0.0070809608252109585,-0.05886886875866867,0.02240397466076571,0.005267165096191592,0.14513512053571842,-0.0018889920003389762,-0.008542212258244425,-0.0056746067473783775,0.03874069365766517,0.1389768420453311,0.04698785444848612,-0.0345633561695615,0.10701173329392022,-0.04533603384364187,-0.09520756001034082,0.07103089488730886,0.07016128180182872,0.031976097687850945
RSPO4,,-0.028530848226235323,,-0.029100603660138256,-0.03474502091023213,-0.0022126324808238416,,,-0.010869387947850532,,0.040100676111416225,,,,,,-0.016830642830154275,,0.12034306910835443,-0.026575084816472833,
LEFTY2,-0.02542557238443346,0.06526430502923851,0.04771025812627262,-0.01822203662329616,0.03963349158933785,-0.035376332603418784,0.06153053995252342,0.16474525907782148,-0.011918416820353524,-0.004846549348076315,-0.019295489732947445,-0.06108266043146802,0.02333539431229221,-0.0423902429065519,0.027245980440330938,0.049651695732084646,0.04082478444062076,-0.04805203374322154,0.02900629185699992,0.08854907546055574,
PF4,,,-0.024013206839784557,-0.016374317411793304,0.07548219825221524,,,,,,,,,,0.03497846084912815,,,,-0.03089800243239778,-0.04407512915661695,
ANGPTL2,0.0006373706024364116,0.007742097798921654,-0.02168904489322845,0.030666682113537336,0.02802979626716757,0.033926812446193,0.012758017134133715,0.12307127623287543,0.07353247062256812,-0.01063244082424317,0.013511722558492843,0.05609043434538916,0.01813150834612504,0.07739043924853141,0.11035518305330719,0.00833919890180015,-0.07403762250557415,0.013845477819234953,0.03689711836951699,0.05564707409243424,-0.008971532280079887
LRIG2,0.03783576905932833,-0.027728641784918705,0.018486693945464896,0.006286991640950987,0.012753923447542087,-0.07062236608165573,-0.0028813131513596305,0.04128463580461693,0.06960020190984521,-0.04915258078146635,0.05901154829139465,0.036741741536063716,-0.06920435493317773,-0.001050528799921783,0.08618558660883675,0.10114972744076657,-0.012579476236972344,-0.052062954669149064,0.04942113853256145,-0.025823815810499095,0.09547218633062593
ICOSLG,-0.009459585423056827,-0.052573933436791134,0.003083090876677335,0.01571510831258959,0.0012650895559949838,0.00438841508101816,-0.014441931750486862,0.014718947596919224,0.08036713890849147,0.04152579689654843,0.038420679169251175,-0.02520823532769505,0.007181649288261828,0.09320013075385256,0.08096258133097783,0.020910135187105345,0.020595155426739,-0.04258760000982268,0.061111750437470275,-0.03762530945423218,0.07845454975957318
WIF1,,0.06495838460622815,-0.04320786804508094,,,-0.014540773462553747,-0.025673759925858387,-0.06628814887625993,-0.020453937662572107,0.07198860486095338,0.00047564640641130346,,,,,,0.20162026163704982,0.0007376568831564444,,0.01613734229857285,-0.024113645000853005
NPPC,0.04579923834360104,-0.037587508302089144,0.019419353187770133,,0.021389250569685995,-0.030339850402553145,-0.04315394823410886,0.03637951673393336,-0.015105789277432228,0.08101834813248264,0.04436392874776028,-0.026639988402129843,-0.024432888934413335,-8.415200891260414e-05,0.10132897969216594,0.09433932180593461,-0.004029708847239903,-0.05390448644325588,,0.0002190150074021881,-0.05941303302976424
LYZ,0.026192553649693095,-0.03693597357124163,0.054833889506354636,0.008454960904669564,0.011466431993218399,0.06761613812621386,0.03483856909075054,0.06538265942345502,0.00993218256554882,-0.08328314654110454,-0.03568044337540447,-0.015529019091306304,0.06995195672750214,0.037162636806431955,0.10450077259014912,-0.011189183329062475,0.03573920021612612,0.0038127314799416166,0.07891045585274904,0.04963467635944484,-0.02727670156706709
EREG,,,,,,-0.016706921872685864,,,,-0.036290035341842615,,,,-0.035006188968028526,-0.03585373988019574,,-0.020962849410781487,,0.008419764177370821,0.0657737645210397,
SPTAN1,-0.039948292665542354,-0.015337714784073706,-0.08263688534860272,-0.02884567291878247,-0.07463014426577858,0.028692678765785247,0.03959201735669656,-0.023270368704241644,-0.025842986043953894,0.06388681858395565,-0.01583315992498213,0.012014930852128165,0.07799072037046072,0.02477239008335701,0.06509784246944648,-0.033178392574052896,-0.07998473623389989,0.00955771385667605,-0.003133772810732621,0.07474994850086254,0.019492655903013353
PTH2,,,,,,,,,,,,,,,,,-0.026766329092975858,,,,
LIPC,0.012389549940831768,0.019262306866517673,-0.02939847691824973,-0.024644222823158188,0.008821754630137384,-0.017990786023401303,-0.018334069666944994,0.0030353160659853757,,0.03513798972167935,0.018223078924175327,-0.02824898072146566,-0.01730783699689837,,,-0.002649679850630525,,,0.12428386408630349,0.049760953501395984,
COL8A1,0.011315257019348162,-0.06545315230193718,0.08743602648807676,-0.00248876027203165,0.023124865140454823,0.016935020476915502,0.04581434715938503,-0.009756844588797789,0.014453656538388374,-0.05415790047445589,-0.0020476397138871985,0.033348991306336236,0.059667621518592645,0.07928088529435509,0.019009583885496915,0.02941662893048448,0.015343414115923317,0.0014322249215456728,0.10391823246793161,-0.04379061418855727,
GSTM2,-0.0003327637661314011,-0.02400908338453868,-0.051361381961641486,-0.01783756244977302,0.00301844480813536,-0.008146007747373526,-0.0005947171010212604,-0.011389818501520172,0.05843336035339293,-0.03834953989612271,0.0795284651473457,0.035548307763244476,0.06158034969864036,0.12047241180022734,0.06648369658505347,-0.04384127823741657,-0.01254044618819005,0.15022467720221483,0.11735332210858573,0.021438642268073037,
IL4,,,,,,,,,,,,,-0.042672962267119655,,,,,,,,
SPX,-0.03929638203062298,0.0710148543548668,0.04223406971575837,-0.042908388825969486,0.028012760066530362,-0.03552958022005111,0.014374918527608844,-0.029101227895422754,0.010704434058852037,-0.0017803982517704431,0.02456085729822518,-0.035316414904998615,,0.0667801294576134,-0.03180917840791346,-0.03889540549205816,0.0005675940255535622,0.0967258862292553,0.08752934261142752,0.01515011332915279,-0.07927895391844482
MFGE8,-0.01618813595687547,-0.05678837934425904,0.026202212418342502,-0.015007812204740982,-0.026270925791934546,-0.0005326789703583238,-0.008547495415361131,0.11354243399317683,0.015518004630384783,-0.008341130471429531,0.01591186191530311,-0.004759773331369012,0.17228503626538705,-0.04456028873830493,-0.0007496703933307293,0.07808584780637641,-0.052077931638974416,0.001413231037503603,0.0700694240622499,-0.026093664741139784,-0.0028988660982593815
TGFA,-0.0414125962002167,-0.10029044564368213,-0.016182673144793935,-0.01024232937536191,0.023605971651970172,-0.0795848005279423,-0.04335144311738416,0.00871583368861039,-0.002094012243881979,-0.03275283067107791,0.10445231029515759,-0.05746110574465209,-0.05059538050971423,0.047952070003059684,0.0656720129823519,-0.05669021033047427,-0.00038099434023517587,0.01384422474209953,0.07710292855216509,0.0587096087988559,0.018968373641596117
SLIT2,0.010125114958954434,-0.004588662450263236,0.059779979498242146,0.0849188792597128,-0.04362869910877893,0.04511274451936937,0.0061863250876013414,-0.04140767445321372,-0.009884915993815958,0.032016646372200856,-0.03515865875505722,-0.024510391760651864,0.10318119628742595,0.08553606954435938,0.03953257919500575,0.03729615511845933,-0.011614811362698674,0.11687494277178488,0.07839784561719478,-0.009510625318821991,0.12246434254388269
PLTP,-0.07573721505085959,-0.0039962033833907794,0.060640704506571115,0.04634105306500047,-0.0174272895858857,0.14578306802989804,0.025164945599513856,0.04056836675630089,0.016799399021685493,-0.12128025064706442,-0.0195017568733282,-0.056773867109243425,0.08035650031997635,0.028917583949935734,0.08201575124408589,0.024253200749582277,0.050274315574724816,-0.10416317814141235,-0.021179032895981276,-0.004629890959207391,-0.029468331614781428
APOD,-0.008328319464910057,0.08741870532935025,-0.07380203676962852,0.03653539823290972,-0.008909722631432719,-0.07474320261744871,0.07364730185492545,0.02679539617709126,0.002361082069081405,-0.00216238604037161,0.02629557527701069,-0.14188574352237374,-0.07668365569678592,0.03479479287693604,0.1155695272795384,-0.039222839541448735,-0.03302547541850354,-0.019735258946929693,0.018080682256465832,0.005425877898825725,0.03987802895945039
B2M,0.02398737787836484,0.14923364910630663,0.014337724866738679,0.04951664026524281,0.08063240918407696,0.16191888086633388,0.03836839450831801,0.13785431369887235,0.06746999638847037,-0.10368122927985832,-0.0452048643779575,0.06755851628348981,0.18478860613185713,0.1354942584975691,0.21285474447749103,0.060080929817480914,0.008964692812918866,-0.1078958326321085,0.017259189172848147,0.09449316497969584,-0.09174883700168758
OMG,0.004506670293174502,0.04304604629960174,-0.08551728858587634,-0.013991580617774307,-0.09245848930984799,-0.08798189892837069,-0.008773766918203748,-0.05358737246841689,-0.03307528059987928,-0.015327097006168902,0.011832738536734576,0.0013226673335183983,-0.0013092539509589993,-0.011859406217433309,0.1575689610317511,0.0124701660671892,0.08231296997491788,0.09129230334347019,-0.007451339225791438,0.019324915683461442,0.016268718616825207
CXCL3,0.0025258706943457492,0.009865954778956871,0.028504645333179365,0.05390656257159755,0.05089608224230489,-0.03507217125917853,,0.00916542855006324,-0.011627947568976383,-0.040234265598112676,-0.011256680817158289,0.02562666461788972,0.06401312150880527,0.027141149445459166,-0.026761881122538772,-0.010764014609599642,-0.029129603360067955,-0.0432822318829698,-0.05705696794662349,-0.03743481748752338,
