,MGH258,UKF266,UKF296,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
MIA,0.02328913896987935,-0.021085874040643177,0.03853029237687196,0.0613700156715607,0.034652412423829576,0.01353628530971504,-0.06581444378383476,-0.029214338292042785
COL4A4,0.08060683106421915,-0.011095208922312616,0.040332609977596016,-0.024493345282105783,-0.041741661283703234,-0.008149037778275957,-0.03183605394374923,0.07275934611407127
TAC1,-0.016229755793904715,0.06627112476451047,0.009586857711263753,,,,,-0.025580214067182718
RARRES2,0.007428374207188737,-0.046076048330672366,-0.0004927334387460478,0.07785762972549581,-0.0811156939398916,0.0193634433366945,0.019869346483259366,0.00512881583836544
FGF7,0.06161653568164914,-0.03180073465466561,-0.0101604525437835,-0.018673427681083633,0.038883837199714354,-0.022360667367302266,-0.03264828822346338,0.0164057293327316
EFNA2,,,,,,-0.014636429339358943,,
HBEGF,0.0649831524806771,-0.023569158906176377,-0.02545505729081866,-0.06818595950673305,-0.004754361034141035,-0.038384535900537364,-0.048731213004492416,-0.050078484434752386
CSF3,,,,,-0.059667011581959466,-0.011021888127417266,,-0.02125604383401487
PI3,,,,,-0.09761793410125869,-0.07548653087413651,-0.02429131040922381,-0.03915472233277899
PCSK1N,0.02371912944366145,-0.05512070051434863,0.005815068180930756,0.048668284920628795,-0.0896829217869794,0.009730248797965876,0.019815390974900468,0.028087088109657925
NTS,,-0.01354472917194261,-0.019101812450398166,,-0.03685409795280577,-0.01783171169106482,,0.04854258564837113
SFRP1,-0.023614704640304893,0.039512706020484095,-0.01351311803238008,-0.020241722077047934,-0.020510021169874822,0.046490296417769535,0.0920860856151285,0.05144361595391494
CXCL13,,,,,0.013053491210272692,-0.037605159380494114,,-0.000589634606551163
MICA,-0.03710961767443578,0.053118749006029344,-0.014886508152589266,0.07520107728867413,-0.012009233710456325,0.08065966457327302,0.03138642155486497,0.07700309230295263
TG,-0.018796040784944897,-0.015634188034836093,-0.009779384739195146,0.1295678817957928,-0.02099102752342572,-0.02196170224653942,,-0.0174940507081097
ADA,0.02581081590342119,0.05553452864229651,0.0016723944406202243,-0.00572910642009282,0.03162533735051764,-0.007926800942516948,0.013569484944467023,-0.02500434678741291
LAMC3,0.03610018212447218,0.002721158441474567,-0.0381271241987224,0.012257620010350188,0.11365390351717929,-0.016070602903174802,-0.10407468059028335,0.004903999299224654
CCL7,,,,,-0.02367692353864824,,,
NGF,,0.13199942003046314,,-0.004028173304021601,0.10017360170094124,-0.014439691104921727,,0.008495058974571368
TNFSF15,,-0.018115190194858174,,-0.02907474849958844,0.09126746754399293,,,-0.013199638299676601
HMGB1,0.04455265307859876,-0.00022259167433976527,-0.029535268666078845,-0.03282966430872336,0.049058886903611945,-0.0038103209695789773,-0.0019921411241087474,-0.05115069219369959
ITGB3BP,-0.01826167296086571,0.0017004633639349962,-0.004581639661009601,0.05788136440568862,0.034166806571746644,-0.016780180294261395,-0.03320162997939666,-0.026351599366005583
AANAT,,,-0.011272853435684472,-0.020177643398818952,0.06510899030196138,-0.019696669677789394,-0.03536410112525614,
RELN,0.10464047293055655,-0.03228127705381875,0.0208571066065052,,,,0.055777738306083034,0.030168600889717387
IL15,0.04072584329258081,-0.012890034759254605,-0.02422905636824276,0.11194697226893673,-0.03805395093803937,0.03279415719625604,-0.044039567585110996,0.08786961740465478
UTS2,,,,,-0.01768831854827378,,,
BSG,0.005807356871600097,0.07651386719608837,0.017020703279049698,0.10210563129233419,-0.024719490797773733,0.0011694432660741775,-0.024145364122483054,-0.022847401156301888
ADAMTS3,-0.04081872980894302,-0.020762117072408125,0.013949460939182397,0.0049388863195231145,0.011121658616280734,0.03658740570714593,-0.002649294483357674,0.035626353596866916
CD34,0.0011980336515932813,-0.022713913965883677,-0.02109120269660641,0.007482991460607554,0.0767145713157974,0.08993926944993608,-0.024582050796272667,-0.04602696748743947
PLAT,-0.004410326880248708,-0.03815912709179168,0.04141968354431056,0.05839037866022993,-0.01229419431808026,0.09056523379182341,-0.009128576008594017,0.00026685274882197306
NTF3,,,-0.018197074635365424,,0.07181551533403194,0.060317610566999864,,0.046797637541277935
CKLF,-0.0783232768869378,-0.056495602964631936,0.03613925504678308,0.03218516923298939,-0.01972618283709067,0.027491104481473093,-0.11953231221986815,0.03530603805213191
CD24,0.04437619608753247,0.024459291285779994,-0.0012000254825931794,0.010797258605739333,0.03147041138286502,0.024605046381116717,0.022299232190173213,0.09104025932020665
HSP90AA1,0.010916703033971735,0.009236360109495897,0.01679048809290065,0.021598305822832207,-0.08336164768627863,-0.062617328281335,0.07114161833468978,-0.01911650674390131
BMP4,0.004128019294702688,0.004557129514152287,0.004354431681035951,0.0414348280382305,0.10861587244821175,0.061605592130578445,0.036506542832971146,-0.008542555809705091
SCGB3A1,,-0.01645435734738559,-0.009508762129278705,,0.06656459429319414,-0.012802202952345767,,0.05815953567833998
IGFBP4,0.017166177637215417,-0.06187761218387986,0.03925190126356104,0.010861667646871598,0.09170610840242929,0.017596122895189803,-0.047400613457703134,-0.05116259798925599
RSPO4,,,-0.00950876073840714,,,,,-0.018460467690813387
LEFTY2,-0.018610199097672312,0.02280366546964627,-0.010426472444362449,-0.02578531821178369,0.0009619161398851169,0.10251383384129303,-0.0650783664239279,-0.02510501645304191
PF4,,,,,,-0.013415300816731968,,
ANGPTL2,-0.012476663259931206,-0.006301688671583767,-0.012711826300609822,-0.007950212538707781,0.030030330241466473,0.0418363704347097,-0.06570654319912182,0.02471140265136587
LRIG2,0.07905636194046783,-0.043964298400212196,-0.05763431255121945,0.042739477052878526,0.02933401834474224,0.046488638060690736,-0.014698361804682283,0.026274039151524306
ICOSLG,-0.040554993523436944,-0.003732809898697852,-0.018045852197430604,0.03108417859117635,-0.05189256766817646,0.04762416717581008,-0.048842222172297015,-0.0007984800281837967
WIF1,,-0.0009345984377559038,-0.017893518965817604,,,,,-0.01716079283469864
NPPC,0.008800910168843976,-0.03156762640249569,0.030538047379743007,-0.02416062739881773,0.019225510454485405,-0.02538264850709838,-0.03355021843156343,0.03818027463427951
LYZ,-0.005334296465531667,0.006289229553994224,-0.03022980947969689,-0.04030937693816181,0.01993779013207603,-0.009411901261347432,-0.00994439440649151,0.04862630940126629
EREG,,,,,-0.01182400433757716,-0.042627693926849314,,-0.022992823753694432
SPTAN1,0.06904726829127411,0.026321754819916623,0.026403962747320105,0.06241140493616578,0.018858694306373706,0.03325227666779153,-0.026678941225611437,0.05155917007268215
PTH2,,,,,,,,0.06528706060990268
LIPC,-0.024064558781166593,-0.01998913873424733,,-0.04964222617309581,,,-0.02751401716807413,
COL8A1,-0.03206370230437473,-0.02295917159044449,0.022716060030295127,0.010651204237135389,0.07255511588115165,0.02162444367944184,0.029074198480940682,-0.03078843735932524
GSTM2,-0.04519255674733137,-0.010900260065790004,-0.028104812533542547,0.03681905225195158,0.01997089161699528,0.03232352777774162,-0.03180391544851264,0.04086504063312698
SPX,0.010606412361461294,0.0045371124969727505,0.011668553873081968,0.05038248682167495,0.049837463359899165,0.08093364633790563,0.07913740405959119,-0.01943849959587665
MFGE8,0.01094397615638233,-0.014811642480258349,-0.016011161571245373,0.035236286299092597,0.07060468473551602,0.02591672659310598,-0.0365168188615858,-0.04095677947624345
TGFA,-0.019614217641883785,-0.00307642899213867,-0.0019280099991040253,-0.0013588902085113327,-0.020580782787352835,0.037872551542375274,0.0759572396259076,0.05052545623979017
SLIT2,0.07497829358471954,0.08820495480449225,-0.014645906353247435,-0.027323532886722655,-0.009796634757085827,0.04703677555109204,-0.049880936300522837,0.0490373762120124
PLTP,0.06759016427654596,0.0016981985516546392,-0.016433626013291625,-0.04440720101350909,0.05826027964240482,0.07125701282080146,-0.06643388434418122,-0.055081874340847256
APOD,-0.07751122777606444,-0.013789042509857408,0.02610766034542594,-0.07256226115775809,0.0888871771517796,0.04341286508652966,0.07301670209767201,-0.03260191286976379
B2M,0.060874216770924874,-0.04429686718165444,-0.006429082305247649,-0.13630402692588264,0.008339412323439183,0.12455246793217246,-0.020989085115481348,-0.036907093999774335
OMG,0.01825400248089904,0.04250464320675034,-0.022852204205231444,-0.021631130063654032,0.09993212771682561,0.04379775493772013,0.03109966720950519,0.04694799199684989
CXCL3,-0.01513651125838728,,-0.010172364059744924,,-0.09521509433344352,-0.0236938724905923,0.10007833309883069,0.011936471327798626
CXCL10,0.00688433384045552,-0.017619217229879913,-0.015452565539378599,-0.03258978212985655,-0.024449461009184163,0.02796992114001975,0.026040024278575356,-0.025224530319683396
RSPO3,,-0.002635606843566879,-0.02470158816394868,,-0.0004442645737895405,0.028163188924418592,,-0.007244016970476437
CORT,-0.01879604471815155,0.07702757800861056,-0.03342141380328705,,-0.026997958630119147,-0.014038430457236203,,0.05820656037867914
NCAN,-0.03974288978467493,0.01287569652470925,-0.03667170744278962,0.07166024112753713,-0.0033950978642595135,0.0767034063592836,0.01753205621821988,-0.0019121390897551666
PRG4,,,,,0.04381252917123769,-0.020714563208007287,,-0.026185318618801377
ZG16B,,,,-0.022430784159244054,,,,
TGM2,0.06004204411552218,-0.06120664231137614,0.05073531106829476,-0.014125075042135636,0.005644075779270474,-0.018053499431116136,-0.02292609023451184,-0.007773049071332966
VEGFC,0.07791915268688676,-0.02642472674259193,-0.02992662559005583,-0.029074751092376984,0.00017953908121063117,-0.02812789821369852,-0.03284801744183124,0.018898960014155912
WNT6,,-0.013221203961461859,,-0.021331678368897974,-0.011044347251912934,0.06824063218347348,,0.006596026467838332
NRG4,,-0.016185197741258615,-0.004586237966476481,,,,-0.006814620204353499,-0.02437752655526736
PMCH,,,,,-0.024065962964174115,-0.019696668979305793,,0.039530784254823675
COL9A1,0.012800776236609678,-0.01267945360869847,-0.02014253584142541,0.05054488526562596,0.050638608543256886,0.082234968906859,-0.04792910314792931,0.03710557937119807
GDF11,0.011204215673987465,0.02279423959539442,-0.027601471658314437,0.03682733295752832,-0.024556094632132087,0.03073539539390681,-0.03099080874815007,0.009235790931501288
IL24,,,,,-0.01794300207025593,-0.013201400665798892,,
SORBS1,-0.03509616199162954,0.009874576924789729,-0.06201711192018526,0.03215281557331055,-0.05848638304226638,0.047262429762467584,-0.022332884148003624,-0.03979620347888217
DLL1,0.02548766099721005,0.03637860676880122,-0.02987836788650356,0.033458063283952136,0.04490338796520555,0.014713386963370425,0.017440907136505007,0.013866319784503757
TLN1,-0.04123821860129256,0.01832828853664973,-0.0118390610713052,-0.022512550037499975,0.04612208929517083,0.00481054740391383,0.021801053105999384,-0.026269281903768246
COL2A1,-0.017654292908429042,0.037059126994401906,,,-0.03922575471752992,0.053263357973518444,,0.048357829163870186
SHH,,0.0773860655369187,-0.010917754740023006,,-0.024454201822023305,-0.03499994832997171,0.061982442830547775,-0.035956158114313144
PON2,0.03519420605018791,-0.05972927011752392,-0.013745055933808748,0.041511788114865555,-0.01639135670155552,0.09144983966892412,-0.04220428222417697,-0.09481377770975455
ICAM5,,-0.0655808807551282,0.06637094459451848,,-0.02013262597100876,-0.01225228804018848,,0.05864901141290574
HPX,0.026935082139599886,-0.013221204853325376,-0.009508761159883307,-0.017124793442670063,-0.045441646468494065,-0.03222034149936945,0.00788255226795015,0.033315802189454215
SFRP2,,-0.0312548873558935,-0.0015469058449640496,0.024147886951351154,0.06857457608536185,0.0347735467695798,-0.004619319174735885,-0.01339403293507088
CFC1,,-0.02234060063647776,,,,,,
CD70,,,,,-0.054976235203837306,0.005029532125275314,,-0.024432545953226352
HP,-0.008067066776207027,,-0.004442623444498824,-0.0022074414922951344,-0.03519696817676108,0.08384853305487278,-0.03378148415905623,-0.022764111020420388
CXCL2,0.015287921026184951,-0.020433944454666553,-0.01321484939644671,,-0.06822589352058478,0.03024966649574762,-0.016076005489222823,-0.017479609679319042
NPPB,,,,,0.010408454268716585,0.0030342982873897435,,-0.003042404932145203
CCK,-0.026928713486786323,0.031194293371337268,0.026905333687851144,-0.027917883350600622,0.09727189027639745,0.1305132323122778,0.021664303338022186,0.09544579116437799
SEMA6A,0.037163676583237736,-0.03485885337899961,0.009037411090830422,0.0408211485114514,-0.03652430460389009,0.03871953698810227,-0.05145583094052952,0.043436796984961154
IRAK4,0.009622683579512806,-0.022123857546173204,-0.0324129480061892,0.03007142634570825,0.04092346945301458,0.06594308398276426,-0.04140913688033885,-0.015579234396365665
GSTP1,0.04141863930273436,-0.027043326897742873,0.04600225267039619,-0.0540132445654105,-0.06255203195317571,0.008179576179711797,0.011174056735748967,0.055245806972209724
VCAM1,0.006823553254360475,0.00439167694449848,-0.028588430824761025,0.0329698784489259,0.00996065945699417,0.012378097630004067,-0.019398879956465213,-0.06309370600490968
NXPH3,0.08432259180343887,0.02792499915220092,0.0134122433239582,0.11504162035902261,0.04190533431843477,0.05237443787553213,0.0019114176408290859,0.004952617282568794
MTMR4,0.0475654269442839,0.03100675901049704,-0.027886198818824683,0.030000940771202418,-0.030415398207330285,0.037879933495798934,0.018405974799064785,0.03039670826593072
LAMC2,,-0.018115188414435025,,,-0.022059284239444785,-0.017337143316139433,-0.02550198234050734,0.01378882775102976
IL10,-0.019523368476555353,,,-0.038597621663747236,0.037999230772845984,0.04205777826798945,-0.002899932426664193,-0.03392583282964813
SEMA4D,-0.059106142613155395,0.01818782582080195,0.030594070105108447,-0.11726135201139598,0.012946271734817303,0.090036464683466,0.06431612875583818,0.032235404849905926
TRH,-0.017258377020981163,-0.024781926221156363,,,-0.05664978320305054,0.037568867380021645,-0.016982751103812053,0.04156175521003642
SEMA6D,0.028867859138389473,-0.016950745752311515,0.01162221128706377,-6.7591745095439055e-06,0.0090298729985944,0.05031120602745479,-0.019092868100948273,0.016224286870900634
CEL,,,,0.04130787469598786,0.003986940816767393,-0.02155303713563216,-0.03922811635997177,-0.03448735031963877
PDCD1LG2,0.03192398534761892,0.04403040069737322,-0.041960665919678355,-0.02500529715879775,-0.016569089351467416,0.05956060225750051,0.03853073977602579,0.008742348880870783
SPINT1,0.022686259480475642,-0.016454362375019377,-0.015539407712545673,-0.054579692650289356,-0.028413661285429024,0.02856106136343924,0.004048787653910615,-0.0020906127220375777
CTHRC1,-0.03852200322279147,-0.03917503888737631,-0.0009965607256690245,-0.009944989611616472,0.06696164383535888,0.04603221228463442,-0.07857823439841664,0.032606264945490814
PODXL,0.051329283980019735,-0.029184192368264094,0.03337521037876184,-0.050464809779949424,-0.04977985679831743,0.08647961301871045,-0.048099649620178826,0.01131431251195181
JAM3,0.04194217764850853,0.002057071354506272,0.044037333023813546,-0.057086288958710506,-0.02138715338752662,0.041286461109733226,0.03404066108539397,-0.08523164253356061
TGFB2,0.013775221849770189,-0.018602708141838252,-0.06045193062385308,0.10169077650743673,-0.04553445731967757,0.10834945151541708,0.008108635883228027,0.03611932450167137
COL18A1,0.05674966213338754,-0.032461479091120696,0.0024403845469770594,-0.02494984810412901,0.05394220896841108,-0.031790872254590596,-0.06535498919378957,-0.037605318636812976
NODAL,0.1117893592647472,-0.015360764100103732,,0.0720581943817216,0.05591975611337616,-0.01630683957889813,-0.038363167662443735,-0.015579737756642441
INHBB,0.0030266422453219134,-0.03361619119473712,-0.007479381609194013,-0.06446217762207258,-0.03782492468846134,-0.004010285826719437,-0.06869556728009238,-0.05855950538664007
LCN1,,,,,-0.013292240848000474,-0.015399747435923315,,
ARF4,-0.025079220106960336,0.031467834285348426,-0.059493559097814494,0.016284752211362555,0.09301268369107864,0.037223891534197785,-0.018337383093519934,-0.013668739716251314
CXCL14,-0.03419469078045685,-0.012865864942903468,-0.004921719224690586,-0.08389028014293132,-0.16264393884278128,0.0647013510838146,0.02979282031238504,-0.03576206363337137
LIF,0.05838645430477151,-0.0160490737954376,-0.011272853435684472,-0.002803596448919282,-0.04252130733204963,0.01786133285748822,-0.012497637809284475,-0.056724439986247925
IL17B,,,,,0.24231378654664645,-0.007717923820970981,,-0.019382641470029216
MMP1,,,,,0.004931331687929028,-0.025382646861507468,,0.03976080195069251
MATN1,,-0.01549362781727282,,,0.04868637189227225,-0.02723788161944348,0.03518995323394866,0.05266558619896448
ADAM28,0.023426533697641062,-0.032220317264021844,0.00789153525790294,0.07861116803405536,0.03728458887293698,0.02481806598995638,-0.0061569853640609405,0.041457622796071555
TCN2,0.049717412139905624,0.007440437552833425,0.04815641739746523,0.029378671297338645,0.04336605180459109,0.08035184811164635,-0.06732593117683451,-0.008838347275169038
THPO,,-0.022032614320546092,-0.011730474500252904,0.09695894071837863,,,,-0.01732816181564588
CUBN,-0.03167747973216818,-0.014406647245686266,-0.014519712710894995,0.014219077930523486,0.04425921127928815,0.017928197314318283,0.009347900902610251,-0.005065446125515384
TIMP3,0.021069487952905357,-0.04912680878586289,-0.012468722186182564,0.024988391970309033,0.05610790863315701,-0.06235088116803613,-0.01724024622036748,-0.028578093736381854
PIGF,-0.005209399684534038,-0.05453930398111209,-0.06762161457712887,0.029407758096300262,0.0291097375220894,0.07564873351034485,0.021049520577106646,0.07040469160346628
CRH,,-0.013056608590685803,-0.021223850329939994,,-0.04850584458135526,0.09630318195800376,-0.0434796563462107,0.017953734253450534
BDNF,,-0.010796817633404331,-0.004208852194189859,,0.0020003087553917744,0.03338172065611238,-0.05526919868927083,-0.022939552101177863
CCL5,-0.006939183107130141,0.001116915372719147,0.009662566298891973,0.04324857465112425,-0.024807502626443944,0.08108375107888428,-0.03357603304525175,-0.03531731173137732
GAD1,-0.024659753302032968,0.03128625692633702,0.014291294189703697,-0.017613722734846553,0.03472996996035113,0.030965805998140184,-0.03005207428370438,-0.016360657505552035
COL14A1,0.021217828848278,-0.020212607148134602,-0.015365279985155996,0.025597168739109274,-0.10189535770289605,-0.03835115318599853,-0.029295128990947775,-0.024414872929139686
HLA-A,0.04333933480538082,-0.04331719568941304,0.026817610701530263,-0.08280609799178174,-0.05448766581611867,-0.03448960406453405,-0.033039446402814115,-0.06690027804212355
CD5L,0.023229079868245687,,,-0.02641009971402518,,,,
FGF18,,-0.018115185775594542,,,-0.029352232563489705,0.09601201239781913,,0.007644931430041322
ADM,0.005099544216526064,-0.009644823377004895,0.07066031773335026,-0.001229960572553468,-0.08128544405040489,-0.08755513001898176,0.015564460246654286,-0.08011565980961134
CCL15,,,-0.015528026432598046,,,,,
GNAI2,-0.021929615458635802,0.02746217168535616,0.02255926612466903,0.07450310046985426,0.0929935790224806,0.04746054790628826,0.02731939423198618,-0.06729255201481577
HDC,,,-0.01428034390401362,,,,,
COL11A1,-0.021735676744579515,-0.017824078376781023,-0.010944833962806896,0.027452922306198523,-0.06782069054401077,-0.014737604994333955,0.027397098712848383,-0.03911476923374709
NUCB2,-0.012166044073602366,-0.02679604285084415,0.012496919341034866,0.006629224166085695,-0.042590795218394976,0.020049361828576355,-0.00536630339981596,-0.03328811515783967
CXCL1,,,-0.010674801826916736,,-0.04586549970584685,0.01179130964276653,0.02734999504651238,-0.0007522707612394035
VCAN,0.03789819539530713,0.011302930919753588,0.012685046526156925,0.0562168791724476,0.0588240359531969,-0.03760444547838685,0.12207044961198792,-0.06625738769026131
MMP7,,-0.01604906929054213,0.09479995611600507,,-0.09090807341021657,0.005887645719682937,,-0.0651218121784219
PTPN6,-0.04838937692317232,-0.010753869151149974,0.026337142869137735,0.1017028229693643,0.0016934247850067647,0.019987901664431384,-0.05565794035103613,0.009249817292650007
PTGS2,0.02924134434207695,0.02220371485010555,0.07023203768280806,-0.00571001161219189,-0.038469857686867476,-0.013609516936751708,-0.031891028676037006,0.009175898436068279
XCL1,0.03867301379007905,,,,,,,
CD58,-0.019891464959546266,0.011188839925723598,0.01082658760026473,0.03254058437771926,0.020732224115389497,0.01369829457692312,0.06566849918165608,-0.014122894565308193
TNFSF14,-0.02757029978078025,,-0.010426472444362449,0.0824491597891532,-0.023480242207109325,-0.010135385906910231,0.050117573814148796,-0.02026662963732873
CNTN4,,-0.0018410845246461115,-0.0016056700592868305,-0.041019276045955885,0.08228389338696684,0.007500035835137709,-0.015861932292580372,0.040883978317622374
INSL3,,,,,0.039304712250686734,-0.015212283893576936,,0.0526030245105937
BTLA,,,-0.01331496192329582,-0.029638516815594918,,,,
MFNG,-0.028104356170228894,-0.017012909081856164,-0.019961648273144398,-0.02926897931690609,-0.004098989940312388,0.08943101035580335,-0.03638072017275496,0.04334925469226265
ICAM1,-0.044774190556049,-0.030275078073785468,0.0005511065435273158,0.03337720038550387,-0.062328547134716916,0.013472788855903178,0.028747671734872787,-0.028130628762403277
PROS1,-0.032970824946993084,-0.02461467737492788,0.018714457360300328,-0.06727280412099362,-0.03414243751858224,0.012986226198607436,-0.03496259643710292,-0.0480411516133924
CLCF1,0.003923388312270303,-0.014919212572268449,-0.01836584470977903,0.014732417509547163,-0.020832315985246555,0.006469117376586753,-0.07166592048970197,-0.00826839808053418
PSAP,-0.056303587405249364,0.015226298422873825,-0.013036575138549234,-0.041305927270400694,-0.0858786695069403,0.005100268177611991,0.010678976838598917,-0.07034674657020659
EFEMP1,-0.035146756527492114,-0.013277324869204729,-0.010320599482680633,-0.00394539824362632,-0.02159397841119974,0.07057107877747144,-0.03217330698396753,-0.08651177442010402
C1QTNF1,0.0369341052129372,-0.03309985525647864,-0.023138658335288567,0.06674945876843376,-0.06536663769938618,-0.05172329673034069,-0.023176684850099438,-0.06230886297962598
ALB,-0.02537318289825975,-0.015351887275276366,-0.011842270549500001,-0.042506153378684484,0.03274802814387626,-0.034876167902345566,0.03172168699141856,0.06754917584710578
CCL13,,,,,-0.017430111522512254,,,-0.0227332342683898
EFNA3,0.05306908787424609,0.037968681068186114,0.041796765374990004,0.07354180944117159,-0.03721940458581713,0.020146176011591452,-0.03635001274202118,0.07578137269378839
DRAXIN,0.06736529126105481,0.07432751079671215,-0.009508762129278705,0.07750842573900577,-0.10075377011227668,-0.03321665372486496,-0.07044004182932356,-0.0617966619629584
RAET1L,,,-0.011388882609323643,,,-0.01539973734357369,,-0.02462206296844641
NPTX2,0.06524734750067107,0.06165994842009524,-0.019470623522931548,-0.0321016910524622,0.09542061883703319,0.027714837166753287,0.007359074706944946,-0.01843982078233348
FGF11,0.06442546702799745,-0.0318976596703938,-0.021552529641485695,0.09968074586994337,-0.017765270632694286,-0.011884163607440561,0.032038414447006856,-0.01824809138045693
CD59,-0.029248153108751448,-0.06770455604223577,0.00909274339412807,0.02513996669835307,-0.007051761285875822,0.059462797755310486,0.13700082380618817,-0.04089900868937908
COL9A2,0.002121739065730208,-0.02243276416424933,-0.005300203676996443,0.03912346187643551,0.00552118032012842,0.026564360979697815,0.04211300696663513,0.01125987661984489
DLL3,-0.039327924265292545,-0.03503093115469647,-0.01393608720142067,0.04471343062544784,0.13395343845043756,0.035204637074408074,-0.01541826572414653,0.06060442477902246
LIN7C,-0.017860639139089723,-0.051950397015490896,-0.05240018962069248,0.06514067698932537,0.03681118184939663,-0.026264146669232675,-0.027806209796845595,-0.02634630017209538
GDF7,-0.01745736860760043,-0.021929142069898058,-0.010426472039189711,0.008992647265231773,,-0.013201404848269925,0.09658631907424524,-0.01647558535066472
PSPN,-0.02797591238451181,-0.0147729077991385,0.025733081491984184,0.12046852617167039,0.0495410504914401,0.057020788566624965,-0.029396382158237228,-0.0017975107817878126
ANGPT1,0.01765322843891074,-0.026424729124380753,0.02113052286794655,0.10997992414886122,0.004424389489196462,0.024445559446568815,0.04766094910188465,0.0009314396804044302
PNOC,-0.024653433809426445,0.03915684843792886,-0.011496663094027226,,,0.014919895736083509,,-0.019532479349019943
L1CAM,0.009046868548275206,0.04532949527810524,0.007998065859539898,0.008653088398378453,-0.10708061351810513,-0.06860451155441434,0.06329591214260179,-0.00994441140522533
APOA1,0.033878012388081157,0.02789276612381557,-0.016874243947219973,-0.00840278537003616,-0.035522135709606224,0.02722130558066235,0.04114922277530497,-0.02722352113725971
PSEN1,0.05609891906124651,0.027662528884290487,-0.004113076468936633,0.007944160179739496,0.012770073649948923,0.0018458646791260553,0.07953451352783972,0.05274955341103991
CALM2,0.050824848702271316,0.07526971424621068,0.01950486555206213,-0.05425075810218748,0.044916154144035034,0.0728834352458619,0.040840190481783986,0.07126656266964
CLEC2B,-0.03279795917892527,-0.008669971231661083,0.00228245979704836,-0.05624472095475017,-0.03717431604074507,-0.0030858727149893,-0.02721927961051746,-0.026362337722344992
NTNG1,-0.0221034077286089,0.08398101105738322,0.035199967533008435,0.08080924388340237,0.007888605419746356,0.030914903060172232,-0.05512553283030264,-0.027360476778140495
LRIG1,0.05523151693398195,-0.035462923865704335,0.008608089886553384,0.100139016434628,0.030034307455597792,0.08073806883738432,0.0582992634489374,-0.00028326908491868276
CPAMD8,0.043869782076347556,0.021609597383884835,-0.019298537615109516,0.03771451130447999,,-0.014830712194733142,0.06368946285748774,
GHRL,-0.02450734912688352,-0.01632027952170833,-0.009508762129278705,0.01668186103259897,,,-0.020591468240702585,-0.017821544312888397
NPY,-0.022535166227227628,0.028002782971125566,0.01593807645690705,-0.029916911874232874,-0.05564525588058586,0.04141304450363527,0.053118867735973595,0.014864279227488831
