,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
WNT5A,-0.009992205370949471,0.008844537885451751,-0.06479825256125316,0.08410687652038219,0.016585769575785468,0.14929096437805672,0.013072794524689832,0.009750938421518644,0.04580313309082287,0.013572532416876828,0.06630835195399325,-0.026637958418758396,0.05366122715479161,-0.031831875032639186,-0.02417838787552419,-0.03624929157195667
CXCL8,-0.02865247065176126,-0.016168402304485737,-0.03807252362477386,-0.0032469129501726565,0.0657400697191987,0.0036342509633274945,-0.023812849736878684,-0.025594459034453867,,-0.08366981621465398,-0.04668529344395689,-0.03639298232352341,-0.035327253869141935,-0.05008000423650369,-0.04465273510637372,-0.04071087009441212
GRN,0.04229947126155591,0.0061267892030723225,0.058758507880108765,0.0443597589840802,0.007483300829917289,0.15236676887336628,0.014219159364332183,0.06832193855724035,0.047914260539649214,0.12733117026516894,0.07249495736254748,-0.029472342099601406,0.008003090709661664,-0.0001791990125273308,-0.07008390526744625,0.0018207342608499873
MIA,-0.038720840452953854,0.005373098872274331,0.004051423267131756,0.05490508422071925,0.07851724190595626,0.16950731550953296,-0.03605392785755139,-0.020705394556296355,-0.04239315282072419,0.036455777854781136,0.10409138230646697,0.1125287819566095,0.020982731182482662,0.016615658553997954,0.18064969812555587,-0.015979114976858073
COL4A4,-0.008043087894840534,0.029337532228012886,0.005737133735295309,0.07716772014713781,-0.011776767572115876,0.016497489325772313,-0.029653930774015173,0.0680856444207167,,-0.015528991797062066,-0.04464398244747547,-0.004362020712512701,-0.038328967627659645,-0.04707740658573762,0.001263641674072596,0.001068388365517714
TAC1,0.008621951279921089,-0.02039113567913322,-0.04192051638294263,-0.03558560113432234,0.05431620604173328,-0.15037405551487812,0.04029767222907085,-0.036529675732275106,,,,,,-0.030713701979950585,-0.0026227638176452898,0.0057780433101694405
RARRES2,-0.02904312240460435,-0.02144430630651103,-0.015667682389202114,0.026895305081413367,-0.02797180334742038,0.19592321769303048,-0.003938593465856556,-0.005832164559114821,0.06384435019574407,-0.0588575014128205,0.01827541734876081,0.00893687396049796,-0.056566658357040875,-0.022481085181638216,0.00229566679486388,-0.0008494029651674264
FGF7,,0.04775663741052446,-0.037634739945753386,-0.018558729802292808,0.08112329205562402,0.09141140014681526,-0.024012138331968292,0.027060994840509767,0.01299135123136805,0.06829063246381062,-0.007944070048955065,0.10826622041808985,-0.024461280190401002,0.06999818119217734,0.04206027493469446,0.07455900564219943
EFNA2,,,,,,,,,,,,-0.025707747286890126,,,,
HBEGF,0.02057402721002933,-0.029048159170179444,-0.022943189851629013,0.0587868449549217,-0.030338663032640167,0.08359870631769005,-0.03366077547182122,0.09281839921531636,0.10227696934151942,0.015601902178282218,-0.053139423808403294,0.030067065142697642,0.01969602413958771,-0.04170059819602674,-0.061998309926949616,0.034836618953770895
CSF3,,,-0.03615808439601125,0.03833460373378793,,-0.02399924834233655,,,,,-0.07109965756683814,-0.06293032845381312,,-0.021697731323295683,-0.02388968320571423,-0.0062805136912615364
PI3,-0.020446229674731715,,-0.031866987034934714,-0.013871275934849393,,0.03430415372044308,,,,,-0.05593472664989697,-0.060032419155914105,-0.021141459450509475,0.019257247191125784,-0.05190434503682682,0.00932644837242794
PCSK1N,0.014389905447303257,-0.009702417516719016,0.00011746243599752925,0.04065793183281888,-0.01922319264061194,-0.022294139248088818,0.01788357830801233,-0.04012124718670567,-0.03183639812731723,0.10312311143785671,0.0027554775115363004,-0.03124526341407079,0.060662799972484194,0.07457562612493916,0.11169339352596194,-0.09271730069278478
NTS,,,,0.06403219542617841,0.036979984763477684,-0.023486895923315446,-0.017614062758939654,0.02945271344542404,,,0.03073470258003678,-0.0028249585902121207,,0.06304924068320004,0.04938353919415478,
SFRP1,0.03940209490700952,0.018613090831213198,-0.026469491804273937,-0.03698532972424596,-0.025589783175364648,-0.015255830062850776,0.010473560592623539,-0.003241599239207176,-0.00877380246457081,-0.008810050801175542,0.032989832944176414,-0.05242227834037228,0.010277829469358324,0.021939152383341223,-0.034555282907068975,0.00704217149912541
CXCL13,,-0.016538104997004636,,0.0267234766005116,,,,,,,-0.024252036064012973,-0.05962458295995122,,-0.0036328057792578187,,0.08122452785588
MICA,-0.05284402202365307,0.04172988833919476,-0.018986901628932296,0.05093442193807558,-0.030515139206139744,0.17690753462383796,0.01435965874720051,-0.020348652033833802,0.10765413780645301,0.033093820807374705,0.11446146504886917,0.01958609497446479,-0.003002924329584696,-0.035127522042690984,0.0029029641949854927,0.03715635706993245
TG,0.00627013748865407,-0.016393585654492154,-0.02856477533072286,-0.006223378993532185,-0.01659456797561977,0.005879875532876491,0.011708999023368175,-0.011794627013014787,-0.03283988787784372,0.03112213178303047,-0.0014194817636176262,0.05737861329262293,,-0.013488813237539612,-0.008525450902957034,0.09841725209417597
ADA,-0.04255375579077362,-0.033866965276051375,0.0271620305794169,0.017199609770272753,-0.03241911860031333,0.18087286177614134,-0.04292585617378531,-0.04189624638938445,0.01185169379368474,0.03983881976345068,0.0033354536270618065,0.06630723839386143,0.06514097731122499,-0.00031782665480076857,-0.08889224379630832,0.014657377147749371
LAMC3,-0.012111905327542796,-0.029152184137984014,-0.02557118980215045,-0.0012342308153849495,0.10899367455348245,0.1332368876073527,-0.01632472484629582,0.0024727917109296734,0.03662043689476409,0.08484169518451296,0.07702835496036993,0.006800743483891142,0.07872378070601847,0.04813567436981358,-0.02821626449065012,0.03363303083618685
CCL7,-0.012362175013246424,,-0.020652286925333965,-0.04859502346617149,,,,,,,0.031189587494036105,,,,-0.025034072260546308,-0.037841298950850775
NGF,-0.021225240603429087,,-0.02308000388938411,-0.05187012971563029,-0.015835668794374123,,,,,-0.031067105928327076,0.043977106637860815,-0.008729737275410652,,0.06710813549827101,-0.06305966404234184,0.0026239592816902015
TNFSF15,,,-0.0229973315817738,-0.015524753547788402,-8.420410516988275e-05,,,,0.07141618828684877,-0.046858541637572255,0.03213731727324346,,,-0.002554100971671256,0.016047970742438876,-0.0536135847335297
HMGB1,0.07289894180862194,0.009741671745426665,0.06531693404447608,-0.02969375194923626,0.026872920664736333,0.1466364392013678,-0.008506866272325431,-0.02202144547282243,-0.05818121598495472,-0.04389503847507665,-0.060718812018280895,0.026465532584965003,-0.04748633506872723,0.01756050874475587,0.06511352397348537,-0.015087904091806282
ITGB3BP,-0.009435313255946416,-0.03268913300903043,0.05365629767041333,0.003244039608494722,0.06803837870263102,0.14135655015396367,0.017810760145426544,0.015646582323254145,0.02379943267293898,-0.012998881938947304,0.00853595906877361,0.004658147166269091,0.08195321368897242,0.04775249386823167,0.003335196797022725,0.014302395155246329
AANAT,-0.01793563517060382,,-0.020925221954792888,-0.03241976280087129,,0.046408397538537316,0.11293544028901469,-0.02856639023324338,,,0.0003980143808549969,0.08456991304045736,-0.030778442881345115,,0.004896767641952792,0.004418124445709313
RELN,0.01410832472198647,0.021581509145736675,-0.036321499213818435,-0.04830428711619891,-0.014003645988409523,-0.08435450337399517,0.05393360790301657,-0.030633110861940684,,0.019238252320215803,,,-0.0384903406431614,-0.025119421649719417,,0.08316996617666982
IL15,-0.03908885037501889,-0.020885177316583067,0.025475094187044803,0.02341577021746711,-0.013681846319356664,0.06583298438329611,-0.04819138234734609,-0.04224589823897193,0.02356330818682493,0.0034676121921373496,0.055215404948106284,-0.02632492815392237,-0.011077819576554892,0.08201695024141852,0.1165651927482103,0.012595790094552462
UTS2,,,,,,0.10322131506355918,,,0.11020542187855815,,0.009581661313086074,,,,,
BSG,0.06295948802819788,0.030470594891157207,-0.047600067169980026,0.06657273421619046,0.05413934192273712,0.003189689103878795,-0.07173467492802707,0.029693752301073472,0.04595387843815189,-0.000659506655892004,0.07339354071393672,0.018486645790643245,0.08652894175525364,-0.01991848946178826,-0.0356029609352753,-0.00508392270511631
ADAMTS3,-0.028749667827868863,-0.01736213477846881,-0.004649695387171548,0.041934939813832395,0.08181999773627315,0.2279365382484263,-0.017397704055082324,0.010928152724423629,0.08061974418554248,,0.03033257449629594,0.029527915588345062,0.04180674244430729,0.03660270715766559,0.01679442626298202,-0.011716767340647955
CD34,0.0230747783108354,0.019019266450693195,-0.026429888942294245,0.026192056770819278,0.034136320815979164,0.1247407376836775,0.02873227203164512,-0.0012078988275038016,-0.005921817414509912,0.09203618873782934,0.10075220968025908,0.0697593529089522,-0.02022188205277306,0.006940804384598708,-0.024290827884184206,0.025074721191318667
CCL23,,,,,,0.1431907796835835,,,0.024473039771977123,,,,,,,
PLAT,0.06758170964776,0.03192569858213215,0.07305724022224613,0.04079649767081038,0.021526144062255455,0.2058013108114899,-0.018085741909746007,-0.02762222736022645,0.014331665949167014,0.08538792108985234,0.004519499418898853,0.026228956620567873,0.06397977187664523,0.04828902741536248,-0.04168123010382245,-0.047470517314891936
NTF3,,,,,,,,-0.01171993405922762,,,0.06938598797944473,0.06406347020932425,,-0.010357148143703424,,
LTA,,-0.012055894419322201,-0.026469490565989507,,,,-0.02478439614546438,,,,,,,,-0.035647634706112624,
CKLF,-0.02584076065586511,0.021003346276442455,0.04913646059999833,-0.004569094323954887,0.01476580143608559,0.1855721015687276,0.02158445594733024,0.04252432243018091,-0.013244923911497144,-0.028570515377039304,0.05657750136735109,0.05486683693668214,0.009336523061397576,0.04523571176554645,0.0822310813774971,0.04885694481440847
CD24,0.007680704011152401,-0.01760307710338118,0.033418186009427045,0.03120656882425618,-0.014662720618234466,-0.013744946959528583,0.05232056003572296,0.021819800740786606,-0.03176262293438737,0.05157429232403763,-0.04428409734080842,-0.007789651929410873,0.034795928084525606,0.050446989802616485,-0.011026753234500785,-0.0050906436441243074
HSP90AA1,-0.02051569158444322,-0.04091142171400054,0.0002003462429878366,-0.06589426226823926,-0.017044070599620046,-0.19895327081677147,0.04124973198292096,-0.03129731684957287,-0.014475471304765715,-0.06799140793768405,-0.10222623033787474,-0.08950783817760477,0.061352182100549005,-0.0035306691071210396,-0.005034615029909684,-0.031811514660533925
BMP4,-0.04301795327788971,-0.01277995480108103,-0.017967024174352912,0.0001745258716809392,-0.02006553389094531,-0.032146544849970676,-0.031909014767878344,-0.02702986785029848,0.06050920467778705,-0.017297162729974946,0.06251821445106912,-0.000644751493698855,0.0433901270138986,0.04656535622757066,0.061706410464101295,0.040568551000474275
SCGB3A1,-0.01236217377704544,,,-0.02832689534480475,-0.01746511880808344,,,0.010151577815194499,-0.03524918454848615,-0.04693323050137976,0.03721154912078117,-0.023804275336077204,,-0.03430777364526535,-0.044070084423221675,0.01826552714812812
IGFBP4,0.013605715318208195,0.005044171858582744,-0.020957198889843025,-0.02904165232326883,0.07935164657293141,0.18947623376298947,0.02076088105630129,0.03798032144962803,0.02124042286773114,0.1093857182153367,0.057020599209323945,-0.04370706851799307,0.1079916886554749,-0.0020463492463527965,-0.05623433676560108,-0.07407102518497728
RSPO4,,0.16584019173337763,0.0630628420219089,-0.02825109477634052,,,-0.009709880884808533,-0.027583984468504123,,0.05659671301948714,,,,-0.029084549000369712,0.06612106430735831,0.05878278631803296
LEFTY2,-0.03659456590974409,-0.01220395914551357,-0.020088767389364028,-0.0034996201317909754,0.08331059072018694,0.16783857456007262,-0.033764385178982524,0.035145986608437256,0.013756855865633032,,0.031117779293561625,-0.029559290542117655,0.13804266975851115,0.009352809593150054,-0.021745728147983714,0.05311521590349109
PF4,0.119645656787815,-0.010966474541803974,-0.018018713468040463,,,,,,,,,-0.023562930218693715,,,-0.02321645015176013,-0.029217550183328528
ANGPTL2,-0.021482676292033803,0.0068324321259620865,0.023954082134916628,0.036051845647505874,-0.004191705039513503,0.19688348108047687,-0.0010636235731507967,0.0035306665841018203,0.09682588897307118,-0.09718183411994266,0.07296348239279603,0.025598136289080572,-0.018378518942534474,0.05401891512319034,-0.025334594687301117,0.012026946050862882
LRIG2,0.03742036147563153,-0.009850267738480554,-0.034241910656002295,0.016304982932256903,0.00120407707169265,0.06925314952643728,0.015775877111282956,-0.0151670036486236,0.030002818157869555,0.04846076930217274,-0.05027945150252631,0.023146486178299647,0.024117984507415275,0.008738704512586834,0.061026869222518876,-0.012082420588260237
ICOSLG,-0.017764437566186984,-0.013693121724955638,0.03899401656411039,0.09971712928614389,0.0418334163872274,0.08960244062030294,0.04936180113381264,-0.03052179300462684,0.060270625398636514,0.030137847732696958,0.07835838565448833,0.011974785086168794,0.009260764437275014,-0.0220779424656242,0.048771547850370675,0.025799313681380144
WIF1,0.13314872348512963,,,-0.013793617480331553,0.03709558767423771,-0.1478538720307696,-0.022244157432463316,-0.004784263539714942,,,,,,0.028347102516712727,,-0.03378547183256428
NPPC,0.028818554315223153,,-0.017686222681041076,-0.0628038923956551,0.013137779982780129,-0.042004392597576025,-0.023901645328276218,0.03137849790526018,-0.025236496689188467,-0.02901249725395344,-0.040853459680832316,0.06349815854119432,0.006162361962728354,0.07002049686235849,,-0.0018522438232693775
LYZ,0.009227518076656515,0.025793555441076373,-0.07423698433555385,-0.0330509240076536,0.0020626466019074583,0.10868666398295565,-0.026749118881934295,-0.01318141540101565,-0.003991427565011932,-0.07183349388257382,0.01791509551011096,0.031649709602889736,-0.017642440249133244,0.06747445902940645,-0.04287250108309317,0.08121411096891461
EREG,,,,0.003487408041595848,,,,,,,0.021510323864967096,0.031554132865041815,,-0.0362252961475065,0.06451922141128191,-0.03363805545741896
SPTAN1,0.05465522989080608,-0.009460189412205115,0.053895008458937674,0.05787865517974273,-0.0207439742665131,-0.0006485851082728816,0.010324043523389162,0.03206577244683358,0.05287781558062204,-0.03500969545227598,0.0385595577283985,0.03369533833690033,0.03507264388471835,0.04552137108138266,0.10015905397806285,0.03599849827638335
PTH2,,,,,,,,,,,,,,-0.020843130884132376,,
LIPC,-0.015699666211807854,-0.016505130283968886,0.004731527771131202,-0.024838346541962562,0.013248227231081917,0.12733466614752342,0.030203740042093724,,-0.026760721427086687,0.008337213280354113,,,0.04951236512439683,,-0.024838142854497317,0.013752510362164565
COL8A1,0.0010610717494370777,0.032577102471770016,0.007504694248443709,0.057157870741588984,-0.007590147152293176,0.03458940110321166,0.010580327912044633,0.01637522198657899,0.09552015541293107,0.042543580896460924,0.06009496754299845,0.07299916837984487,0.010490999785248176,-0.025723474053523904,-0.11700604380787402,-0.024204217531224845
GSTM2,-0.04137581956877912,0.002983033814739383,-0.011854143594940062,0.043506270767941384,-0.011569843359350528,0.06058049809827801,-0.010576591336709169,0.044375295974812864,-0.05254294764590298,-0.038078507592421,0.13943636508489246,0.032495937557175045,0.07350637862360955,0.0023882299920734876,0.08006571764056891,-0.0028417294678138227
SPX,-0.025391729726282147,0.07435674088611958,-0.003902463370945792,-0.036283656400054216,-0.019449507952306884,-0.06230044748694046,-0.013872455438845044,-0.013249247082843096,-0.03345581741142004,,0.03209175317018088,0.1264263120001536,-0.005849772554056465,-0.006845167118385814,0.17482687603027694,0.12919568969093767
MFGE8,0.0117521984562486,-0.02816211715818442,0.012514411910416369,-0.06375631104125969,-0.00608672809989837,0.03568863996253187,-0.06352631254566371,0.019834631586034105,-0.0016486841357562056,-0.012287904416515163,0.032755490004593685,0.03338022815564433,0.012053977586905351,-0.05140967699771252,-0.01073287714335881,-0.05893302930713658
TGFA,0.025769603137920535,-0.05110406434300058,-0.037387355924125475,0.023393458223328865,0.03496038894778259,0.07876884130409796,0.01222533803099954,0.030819482424568584,0.14167971626115283,0.04165696945268275,0.013958194952159077,0.08098754408019482,0.01909393521173682,0.047312720926065956,0.07144313456190363,0.026712300165505652
SLIT2,-0.0475494680656594,-0.02859474080475964,-0.013014032494305662,0.004557752154670904,0.035146810579368276,-0.09750439278401023,-0.05677030602342836,-0.007094276611844853,0.08895392200094467,0.021285499706141516,0.05943159039514001,0.0011884373928260986,0.021170326986858386,0.04314447673169122,-0.019080877920815715,-0.046220077825832505
PLTP,-0.06413746816426966,0.01955274331189991,-0.02147019962903891,0.09226412110566565,-0.03157882835042451,0.23944323939407594,-0.022981960548523403,0.06433092000935581,0.06385619172125936,0.06383813286823976,0.02581225752392045,-0.04588102417511605,0.004685280733424513,0.012673658109144859,0.03237213551483975,-0.0077177633678269094
APOD,0.049016925592922436,-0.014560705965609424,0.051343554774778345,0.08448210744492783,-0.03390659085502255,0.018967444679381634,0.039394831776290835,-0.05763715727536967,-0.05734995362988607,-0.013884878020433176,0.06944254686890898,0.018837688673154013,-0.00735603731954897,0.0018177127248898597,-0.04490575481112863,-0.0020884247788417604
B2M,-0.062434974375272255,0.05215796355073135,-0.02194971331604295,-0.03829419677504155,-0.003123811365552876,0.268434685237499,0.032951736154347634,0.029285665929618458,0.10895397642991646,0.041249383863777515,0.05219095095202528,0.00831362360238572,0.08721657992994526,-0.02546262233620994,-0.11031651453569874,0.016017346710652653
OMG,0.05394056477928345,0.05676531065669159,0.023477177165245687,0.022605503577588833,-0.011969089072010627,-0.059472089469058645,0.0610472272177564,-0.002489745154581332,0.06956432845711069,-0.038375111049974646,0.04863685683529265,0.053722567719030265,-0.06205696510638809,0.02447775194540297,0.15471793941036263,0.01517007407371547
CXCL3,-0.03166791609272616,-0.0225460279981638,-0.05942824962675434,-0.015408737692155252,,-0.032208545698046646,0.005651995724633813,-0.029668494908982115,-0.026008740621675765,,-0.041948455533066274,0.0951015543979464,-0.021674194299210373,0.010829971514241924,-0.015266694800196184,-0.038144065410237474
CXCL10,-0.034057146272901025,0.05619197789438141,0.019553102480415366,0.012875020192742087,0.04170391602246538,0.2271255841919532,0.07888678880176325,-0.03976040529061271,0.011217919246254527,-0.037371907285487116,0.0030259623782623022,-0.03160472023399822,0.023099239293753793,0.016890809322696997,0.0029221117437744355,0.13704766384930814
RSPO3,0.0037203139790356493,,0.022257176994964555,-0.043141226109241274,-0.03636517551702913,-0.05200223821949342,-0.008796606784316431,0.005761203928468796,,,0.11396159050455061,0.08579181202247496,,-0.011489216085622561,0.03812411084723746,-0.003175689287069504
CORT,0.007235511264516071,-0.019585429084128015,-0.013205458844560324,-0.007368137358294503,0.04198107023781576,-0.08121078801884628,0.03586603156887851,-0.052742899027128934,,,-0.038374021551031944,-0.024657408861922366,,-0.016730760330150907,,
NCAN,-0.0052395821806245964,0.00841860680938654,0.05885865784710594,0.00038725753085524297,-0.01787995056749317,0.08240822231174588,-0.017276613058780938,0.00037834635528061374,-0.04702372543035172,-0.036541792952793584,-0.012468726887402285,0.04509650089553769,0.032056307447599894,-0.0018696998111499337,0.1396525031572786,0.05625981729220453
PRG4,0.09269305555477865,,-0.006413031995504458,0.05147483833910722,,0.09431340967131396,-0.005975240463545955,,,,0.1481008223454013,-0.02400149691142631,,-0.04631997346921314,0.025119941947662212,0.03289640129046511
ZG16B,-0.01714260388653012,-0.01319636974498319,0.061183646888128634,,,-0.0404389800813667,-0.019693452627433897,,,,,,,,-0.031676912099069233,0.015139727493731174
TGM2,-0.0043214803286318665,-0.02470249881187676,0.017920080150775647,0.02488157714683706,0.05370374926259116,0.12182922922676137,0.0027333997977349238,-0.02018818812258263,0.024684570269065016,0.006027713567767145,0.011032677775597423,0.024318530871964807,0.05452185731841223,0.0043452706997919015,-0.06393100392388619,-0.03250848229079016
VEGFC,0.07999276425069045,-0.016944646938484628,-0.005431628974775549,-0.013479586167704347,0.07923642691208069,0.0522055026935164,-0.006345405217043747,-0.004360182031774865,0.0455247512225834,0.06738794012038947,-0.04331026292436002,-0.04940446076179403,-0.028588619431268184,-0.04963908598589469,-0.03970208502029852,0.04992783451657842
WNT6,-0.019946096093312427,-0.012203959465800416,-0.028564776516747485,0.0307540684878356,0.011764396421557249,-0.009301178324551115,-0.029740412845517216,,,,-0.05023877782901509,-0.026018672708423892,,-0.018046418159468076,-0.015395220040721911,-0.004861930171977917
NRG4,-0.011385997192696415,,-0.0024217035615866577,0.02142693397938774,-0.01717942521336571,0.003180390602507948,-0.03783431115119526,-0.028541579739837276,,-0.06273448890596665,,,0.020016668866998693,0.0037566299164281786,-0.025404691017742086,-0.038732455143417215
PMCH,-0.013122974512575648,,-0.01746612098266132,,,,-0.008277322602465807,,,,0.004463188117837776,-0.010167068569553656,,0.01227327259307618,-0.023588091633674573,-0.029337467090555337
COL9A1,-0.03438895132079069,-0.03031163393651268,0.018462091800702008,0.022687953340857173,0.042071311013675367,0.11812385118981829,0.014732923624176166,0.0020206184244650123,-0.04450532591538562,0.08322044495884307,0.03261639083792812,0.08370008968626971,0.003100365935145081,0.02952444007355125,0.10875181363870844,0.12442237794641672
GDF11,0.054136147135499774,-9.44589673152993e-05,0.058301959801076365,-0.013040774222894453,0.0759269669447279,0.14037836190454095,-0.022527801112300568,-0.04223791556895737,0.002932114195975663,0.03176832794124631,0.026833991345892566,-0.0047790967437249246,0.06082099436942733,-0.015382607729484944,0.07659946627351183,-0.01603244840160931
RAET1E,,,,,,,,,,,,,,,-0.02786876554126434,
IL24,,,,,,,,,,,-0.0255036003857738,-0.023187231276190844,,,,-0.02072605946038119
SORBS1,-0.006737179835756984,0.0027266024238280684,0.06498245492607037,0.04651731888789851,-0.01524016378594753,-0.0114431479311448,0.02029571313511381,0.026044864718321764,-0.037057079185505076,-0.10687325762769473,0.06594071915063757,0.009706215543843825,0.07747432151624654,0.039467337147345766,0.04501596292708356,0.008099911722270139
DLL1,-0.010545387774014434,0.02732589198704027,0.002335833077946079,0.03164416878516796,0.033354186341308746,0.09075875628579248,-0.014522112207539562,-0.06493964291204658,0.12092688420113279,-0.07300751414557825,0.04630387455165734,0.04592204428448644,0.04304295796556965,0.03892350556902602,0.04328222663810887,-0.011874958540126374
TLN1,-0.01918949940105416,-0.04010745239125818,0.077895724041549,0.030609482706009418,0.0038548960039504403,0.17465429884899245,0.07840292204351591,-0.06475776341067876,0.040502098638497804,-0.09387179238315134,-0.012779743424369843,-0.05659438835518407,0.07247598942271984,-0.012381667884902416,-0.09371811962515514,0.021960667093864503
COL2A1,0.007751888806636457,,,-0.014257169108810619,-0.015203397604754667,0.027373578635341882,,,,,0.02714040988711012,-0.02376039435784925,,0.02332745636915047,-0.013810099980052393,-0.0061942195409831775
SHH,,,-0.008075014353999434,-0.002668272490774535,-0.01659456974963997,0.029724430361877725,-0.04283241346932401,-0.04075601252950485,0.07532381152412972,,0.04732787004319283,0.08466422487378004,0.009388006153001305,-0.010714095720933384,-0.025623655009008373,-0.005939913864707435
PON2,0.050798120162427414,-0.013516807800154613,0.06363868913388045,0.0879655445643093,0.025069563511111677,0.1799842714851816,-0.03453578854321802,-0.009661019376677906,0.11592707194539091,-0.11975369827740655,0.036504092606400286,0.056212926912654254,0.03246333253352742,-0.11883755471975836,0.14973965607170944,0.10580963189619716
ICAM5,0.10122294987228525,0.0688105435146987,0.0411854391709598,-0.045512005711599024,-0.00707202977261263,-0.07609062386148992,0.003717073021632642,-0.0417815861395713,,,0.024094795941137725,0.03706861341352221,,0.0443489580103562,-0.007772222115860215,-0.0007639776971914354
HPX,-0.019366232408202816,,0.010030869353929345,0.01302764090305333,-0.014033359594322043,0.10146394506047698,0.018933827108762322,-0.018523018082383998,-0.026008727014461643,-0.08161168381285397,-0.057876683662316186,0.07994791151335885,0.08203873363697019,0.018285677329407394,0.09204596763970233,-0.02583508505855056
SFRP2,0.14999036828205226,,0.01335787033475522,,0.001985800908350665,-0.008006714623895505,-0.03220989747162164,-0.05019936812392371,0.005986396651033854,,0.03425555638320742,0.015013234065350439,0.05698129802514851,0.01681680193366743,-0.001847440340602038,-0.008694490369999405
