,UKF243,UKF248,UKF255,UKF259,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1
COL8A1,0.010118086728516561,-0.0017806274086360262,-0.037684791880027504,-0.005471339813691528,0.03388252174870676,-0.0008067753752170862,-0.01528537233348626,-0.033561618987637695,-0.042898492244959424,0.05809898095099529
GSTM2,-0.0640877772184023,0.06851082034078185,0.06542380706450365,-0.03556748006762208,0.03840203200660191,-0.034463048274898704,0.03674729247442709,0.10006073309380728,0.07549444064420673,-0.04534634060823055
SPX,-0.00889442193942635,-0.03270669624279468,,0.032266837395227316,-0.014736982359094411,-0.020959362052157166,,0.006130589090127282,0.027953893898969007,-0.004910303583895521
MFGE8,-0.061686705900471164,0.0042029318149045605,0.06567179688265294,-0.04505697100251342,0.01280279755630191,-0.04649601374054415,-0.047148494341765164,-0.035487897510513115,0.010579051611050584,0.05664083410375536
TGFA,0.032201177973746026,0.0749129091930739,0.004319771238521675,0.053915406293069325,-0.011183679085963997,-0.014559330257517945,0.08967105275817105,0.027502221189160323,0.033850885387333586,0.07962015313629241
SLIT2,-0.0573353652948235,0.0008312049580421138,-0.023980347131646852,-0.005239974640876764,0.015333870290825617,-0.03943100365993319,-0.014194389853876591,-0.03816012285671284,-0.021169941493363386,0.04261372713472425
PLTP,-0.016247742186935935,-0.02522389099751977,-0.00705223244077656,-0.018973095266952716,0.024926498682882155,-0.03359055337710276,0.06719492825532551,-0.00038601576083203905,-0.03314208610431692,0.0363197277627805
APOD,-0.05274826704458058,0.017510232072258703,-0.11300758965708833,-0.02359260448556188,-0.04209452272584686,-0.021752185388354016,0.08058953287596982,-0.0683328125210285,0.033260483823526386,0.09257560494861108
B2M,0.04320478543197042,-0.06829033040314836,0.01755343418186916,-0.03116398852717556,0.00012281740298080676,-0.027271246902992766,-0.11658952860039744,-0.13111551226436288,0.006457934807848512,0.08251257862212302
OMG,-0.004439599957543135,0.05089570077613105,-0.05993507236190421,-0.025984837549817247,0.03624052633819493,0.026858944513907926,0.017480303582325676,-0.04775885269072271,0.0533292670111661,0.003065975656610693
CXCL3,0.026620875784435345,0.04240912792226766,0.0694421035308861,0.004568656895056851,-0.017564279321335963,-0.017409257142727497,,,0.029093492916540533,0.14472517020613074
CXCL10,0.05906901230991533,-0.046852351135386355,,0.08722495107448959,-0.02336695609864071,-0.015524779286079081,-0.015037601737778059,0.07357222408462262,-0.00934016479192848,0.12834520813757327
RSPO3,,-0.005656939980644496,-0.030183614090447154,0.06743574469964786,-0.024129849715670473,0.07180422733208591,,,0.010650788527872062,0.050824888519912674
CORT,-0.03172015968870278,-0.02439794788390701,-0.04005776816699835,0.024291453617364178,-0.0398351203987945,0.027657147679729953,,,0.016627768117026535,
NCAN,0.013320353390596921,0.05019770855217473,-0.010647839744275312,-0.01817385211657573,0.03489617408625813,-0.030355292328436426,-0.013426497299253467,0.06779035153100217,0.07699963058457392,-0.016684717606996104
PRG4,-0.04329057039180415,-0.023947083476598772,-0.03374917978955282,-0.013851466536263112,-0.020417130984834664,,,,0.02175581086448495,0.027948122410792454
ZG16B,,0.04017754035392319,,-0.016076320946104214,-0.010914866412192161,,,0.02408821993331117,,0.019833405615326448
TGM2,-0.002649855911724848,-0.07107884884338976,0.04573004877583054,-0.0382756949502433,0.0035925875768805814,-0.003042961028989299,0.030059374326583975,0.023444754350531696,0.010779549353671628,0.09862410066407488
VEGFC,0.06574762911368776,0.0057408377986136305,0.0021288290631905227,-0.024687022232641517,-0.00959985362022507,-0.009809412949094255,0.018912258597733083,-0.0010752252953457081,0.031130986139710302,0.1412466570990621
WNT6,-0.011000241160397033,-0.025692259376812583,-0.05256438971421068,0.010919705989659778,-0.012379622505167333,,,0.032203701803569025,0.052403403355856776,0.020580882861673727
NRG4,-0.029358327274979775,-0.014666127735968187,-0.022624241294071278,-0.01685786842206274,-0.0074800728174091976,0.02408087395642557,0.01019852451228904,,-0.009399459182424767,-0.02719459198760787
PMCH,,-0.016903501486962028,,0.002245725971118782,0.0015834155749909046,,,,-0.01403557126588917,0.06097346124333434
COL9A1,-0.01907326591705496,-0.029076242361556048,-0.06478748878515261,-0.017606813183069635,-0.010124301554553754,-0.02539728421522488,0.03972407181079948,0.04699437885989519,-0.00386554498208671,0.017364465399229388
GDF11,-0.01562729658964286,-0.011793826958659763,-0.016690813371750168,-0.0044412950481664435,-0.03820053470857637,-0.022434211491784404,-0.009142212914066033,0.1256258757330215,0.011467218393598636,0.0098588713203091
RAET1E,,,,,,,,,,0.029498308658171726
SORBS1,-0.0012764851347191817,0.017508878930681114,-0.012429343423051239,-0.005108219401737982,-0.024080142822136795,-0.009080449144229228,-0.11295063594279627,0.0738330323414414,-0.000480415737503118,-0.018941143988619
DLL1,0.025586474660061864,-0.01809138722207245,-0.06883632933081536,-0.004794819646357847,0.03826982456684183,-0.020585670648987024,-0.07159842479599278,-0.06014100876473853,0.04670975501272323,0.08953522883184388
TLN1,0.016475184521517236,0.018624959600183694,0.07182636066330698,-0.0024617125093807273,0.0058197311858284384,-0.025237021493679578,-0.042479000889141263,-0.014635875506813511,0.020276531033158754,0.06629639597579222
COL2A1,-0.030050181265944755,0.014181687663977151,,,,,,,-0.02956819204884347,0.08785694083972719
SHH,,,,0.02575265698846774,0.03662669616373946,-0.01868493877863221,,,0.02270886797996576,-0.017508749885802782
PON2,0.00911683884714695,0.0035567440619978007,0.02561892804906593,-0.026739507390031475,0.020059511004174732,-0.02829159311373386,0.041749513960138686,0.052781652666830596,0.019007338842807562,-0.04093470030649508
ICAM5,-0.014149843356022419,-0.042917216577956774,-0.03226329987002187,-0.02243398950591673,-0.004828618293817867,0.013706528921233214,,,0.04324984561973795,0.012679768817428902
HPX,0.010799276357933672,0.01861307898259814,0.0392578979998046,0.0571190375960395,-0.021419748853752994,0.020076952588141597,-0.07932289014840124,0.016557666654675278,-0.0198551403622544,0.04093446194864563
SFRP2,-0.03912359721822521,-0.021170369945678114,,-0.01639314684375457,-0.017851959973915768,-0.01277318905012726,,-0.06629382335358941,0.010950747387726483,0.12599972756237549
CFC1,,,,,-0.013736463305909701,,,,,
CD70,,-0.02129734636327958,,0.06467282344058617,-0.025623313644190113,,-0.05075034145241998,,-0.035499833550486457,0.020694726966931313
HP,0.07780436886774193,-0.017115633524447862,-0.027210086237015308,-0.020286002878809797,-0.008689765124052586,-0.0020282701694789153,-0.11794315137686838,-0.04860582618167537,-0.05288262985514015,-0.00779806045487688
CXCL2,0.030546570765074683,0.002772162022121983,0.03409946450156651,0.05959594703718234,-0.00752244729917172,0.027579179433462806,-0.008109943066137538,,-0.05662906133054952,0.020743368214134816
NPPB,,-0.02054288939479888,-0.003127251113677664,0.022495175512650102,-0.012028205914594112,,,,-0.020977611898520862,-0.027585884903724503
CCK,0.006606583479805147,-0.018126093795393348,-0.006731407524015669,-0.001815593988983423,-0.021266219681582002,0.022630255970536518,,0.0015750622205159509,0.018309882170991915,0.011699573896146741
SEMA6A,-0.0126744715832977,0.011008407759325128,-0.041517274416445156,0.005361449394097695,0.06507025622196902,0.012009083828306316,-0.1038571243956456,-0.0016624141515894095,0.057864131955340486,-0.026640782242226678
IRAK4,0.025036207898034173,-0.023990380557625438,0.0016611253293164236,0.029248111606233244,0.08448780566676568,-0.012939322962024831,0.022159842672943814,0.08632144464113123,-0.06273471454292612,-0.04160020182134344
GSTP1,0.015724760691533092,-0.000685206336236529,0.054085075926632156,0.010085832507238077,-0.0017437618345713174,-0.04343042721599196,0.018344513631944732,-0.030051846855570514,0.030793965689129957,0.00912776523955118
VCAM1,0.08973713590093124,-0.053255128081081904,0.019371818564262087,0.02773751014489166,-0.0028014543871600173,-0.032681942494590506,-0.007788056851093469,0.013943215753298214,-0.05263718775203766,0.040172284262678146
NXPH3,-0.0025797058637596205,0.005764409432126569,-0.022639319865047004,0.0018016742555564133,-0.02464726036293452,-0.006136040310083803,0.0941522505524917,0.03216871132406397,-0.005174519574812999,-0.04182934427544317
MTMR4,0.05672856885667303,0.025519894465028472,-0.0232798383743742,0.005447819976761748,-0.029577749693650193,-0.04263473423978691,0.011117463128141462,0.010888854990114796,-0.026573239642021917,-0.006342799442076256
LAMC2,-0.026809928412888206,-0.01612402014539571,,0.022639365907930354,-0.015142169329481297,,0.003756668741565576,,-0.013623711151277132,0.055982310323566
IL10,-0.04253488634066812,-0.02330962324265381,-0.03149758363899298,-0.01968135181837633,0.06559204783970049,,-0.07364216838150899,-0.014485830527048413,-0.012460311990752225,0.05394221423127855
SEMA4D,0.002316381865488317,0.0504359837631696,-0.045947613349688804,-0.011250029358871481,0.011965292020724317,0.0020089712808497376,0.03220633208181807,-0.04221255832009233,0.0652222401220009,0.07950427702483137
TRH,0.050860861314206855,-0.015533704807473944,-0.02331148942642663,0.025542349778649918,0.05518229392406792,,,,0.02599981480142335,-0.004419307401264683
SEMA6D,-0.011351027688282087,-0.08732077536733102,-0.017363896594990363,-0.02639469110735949,0.00494144170861012,-0.010294690796917484,0.10023160376665846,0.021240687467352568,0.027427550009688172,-0.0683947467675494
CEL,,,-0.005439092766521912,,,,0.03350974792875698,0.08012773888864966,0.008046579498695746,0.08543579964365687
PDCD1LG2,0.0687261857641857,-0.028298710881638513,-0.03149756731722504,-0.011260203468762428,0.035254970916110594,-0.02137008818697382,-0.03380765997013854,0.057093808961872376,0.07733520119524846,0.06622641259414459
SPINT1,-0.04150994619295438,-0.004275329248034447,-0.030715158106157044,0.02164458760590525,0.15586974060265213,0.09161482498244217,-0.026742651945137797,0.024066471501711113,0.021360526796234975,0.12451274952283002
CTHRC1,-0.002242107317132913,0.005561135159072409,-0.027389274404538644,0.014390328582461146,-0.005343241928284684,-0.028224328716444678,0.03210303114554468,0.0019482103093543155,0.04434095539779888,0.15520846027209628
PODXL,0.07494245954342692,-0.0085123991945449,-0.023002477315759027,-0.0050738712725379555,0.0036365559225530917,-0.0030783618202420665,-0.006881608637983361,0.055835724581847095,0.021889108643913687,0.007317497950512991
JAM3,-0.007551429242452675,-0.05663505066327914,0.013044722859957801,-0.033457286124284426,0.06237574149132244,-0.05571042343546593,0.04301290710477604,-0.013074305051863726,0.028718421091196742,0.03842257538550034
TGFB2,0.018037197892059334,-0.019914850764567567,0.020076960353598038,-0.027012980001185172,0.016160421063628517,0.016287038377579287,-0.028320201715466904,0.04895508246596351,-0.02669323610203156,-0.015148064918607559
COL18A1,0.010294691362758098,-0.028187923428083562,-0.07820658601304542,-0.02500518787094655,0.018018218283914186,0.025497772160224356,-0.03773141898205788,0.030254977987715235,-0.0013263886838834036,0.09891029815881194
NODAL,,0.008928952280614157,,0.011965326715426947,,,-0.06278916287779193,-0.013351576402365999,0.12963424214903413,-0.01055770578719116
INHBB,0.12331248858872039,-0.048231460947683956,0.0453773389686865,0.016638007148869392,0.02959210867968699,-0.00657742495706613,-0.002208055483885085,0.06212407663783854,-0.012994821463230506,-0.07258018258310063
LCN1,,-0.016124023773365893,,,,,,,,-0.031245780847388598
ARF4,0.05144489817191809,0.025603752390281773,-0.009635512614299934,-0.02587385944122019,0.006025594693708232,-0.015177490449601469,-0.10950581544431923,0.056603367880211,-0.04285849755302567,0.03845408190123823
CXCL14,-0.001449541552400945,-0.025523809265406382,0.0675190919679352,0.01720531703627974,-0.01450754001300842,0.03858324091901869,-0.06455439722809587,-0.07718578213803827,-0.043417715050803204,-0.01321679486934373
LIF,-0.02388679620624385,0.02235294799843114,0.04661916032192938,-0.003928609189227377,-0.008778474660291007,0.05461189870308487,-0.12037062365255809,-0.07124062360442629,-0.04299803669237948,-0.05769362280145174
IL17B,-0.03204481450885196,,0.12978400573712925,,,,-0.02474412726890038,,0.05581143971760827,0.013259663037385199
MMP1,,-0.022229629359674742,0.023677672522511073,,,,,,-0.014035570154357807,0.09315763727275612
MATN1,-0.025248327277235777,-0.021170372830649195,-0.02264596969617963,,-0.012179270748940383,,-0.06362150995066122,,0.09191953426836051,-0.037578620426942044
ADAM28,0.012053789127082283,0.010266809024398077,-0.0005340859381596894,0.0001410856279452544,-0.01018196122143392,-0.027261280330459728,0.03960811654001155,-0.003925114817433275,0.026427819298677414,0.047541265734836996
TCN2,0.031386459265121305,-0.02466629326363152,-0.01456276548883229,-0.02559605582949599,0.017977085756620808,0.005928166675751066,0.012200821042201715,0.11324513099612765,0.001862243357502896,0.07386885107377465
THPO,,-0.027585872364539646,,0.011499213496758011,0.0313825115636137,0.07829352212159923,0.0627593625361627,0.026017265130992846,-0.017328159304314906,0.08483768687643795
CUBN,-0.007055971263304936,-0.0067540093224499635,-0.03656444319806415,0.022445853826387162,0.006103970492828019,-0.04246189355290145,-0.015644255962579297,0.019703468418067745,-0.010137655177993704,0.04872888978119925
TIMP3,0.013261926430272264,0.04085306728052724,0.012474954733098311,-0.03558677638114801,0.010825907711443627,-0.035910238892227365,-0.11999454694398101,-0.008714504352375921,-0.00692464459310184,0.1235038820516148
PIGF,0.12225484803993454,-0.044631065696788486,-0.029295919572431932,-0.028015870456802882,0.04074371220939389,0.00742913889574013,-0.02229726187869819,0.069887638319584,0.04486704904460831,0.0011947870111517441
CRH,,0.05421468233976963,,-0.01623546228774599,-0.019173015124231783,-0.0363230676549294,,,-0.010125322488642407,-0.046333493932724276
BDNF,-0.04573657783384354,0.06047276482534394,0.03940168150631891,0.06785765930171549,0.012687742361389377,0.05459058722658425,,,-0.007221390327902929,0.0666491430803424
CCL5,0.12749816419370166,-0.004100628931001746,,-0.04247317256126647,0.0046454861677051665,0.006357487266479664,-0.010587146094041754,0.027560236023065694,-0.025022839888268315,0.13325548582536578
GAD1,-0.031472153542904,-0.06485696301096916,-0.044949364427902996,-0.0027869275641874526,0.008811811483702775,0.030391143106308506,0.04089872705025698,0.05584370822233998,0.0029904878460113513,-0.0012239907972125738
COL14A1,-0.01461820927695835,-0.038207284888505465,-0.00788823004503035,0.039378627489248245,0.01629460093593915,0.017624176823836716,0.08776786117362544,0.031213307394602242,-0.022810252981253925,0.10822131527071008
HLA-A,0.08907501311526654,-0.0115155311167817,-0.06133513813755471,0.015828340712707473,0.012055198526355296,-0.015438459661217156,-0.04635721653372048,-0.03172952919802591,-0.04929827837158661,0.05114396106852608
CD5L,,-0.018891211367133648,,,,,,-0.05023130928122846,,
FGF18,,-0.01709313181370316,0.06787214569707244,0.008999020789209757,-0.013050568433260912,,,,0.007324976148763525,-0.016319122521883736
ADM,0.018168683916102046,-0.0375547437126023,-0.0136863161117648,0.04917414231435728,-0.016781106542634077,0.08197712213899666,-0.06747305538186466,0.1047426907537609,-0.0687607804099487,-0.012805074324039878
CCL15,,0.013638922045096234,,,,0.01869849699348915,,,,-0.010159865276092032
GNAI2,0.10335331639951713,0.024639901517815414,0.0498572098043815,-0.0032546996801221337,0.02719338488806567,0.016036585483319855,0.06307901236699857,0.1428022682336384,0.05806357344294494,0.04580257733884287
HDC,,,,,,0.022778122641234546,0.034657888134869634,,,-0.024317992961836926
COL11A1,,0.0654153016098843,-0.022753846562575675,-0.024545862876344932,-0.013356287297845194,-0.014734014086413883,,0.007375529963832479,-0.04132233485590559,0.10133755428677044
NUCB2,0.03310591392166874,0.04186528388114167,0.0183299556122648,-0.0039252954473246,0.02335134832840671,-0.012985346803946302,-0.1308516704061912,-0.013362248554885622,-0.03092740527069895,0.06685319121743549
CXCL1,-0.00044298254622069993,-0.019323745633379467,0.0696840441995292,0.038893527648592996,-0.006352971457642533,-0.01826914263596566,-0.06010438006681659,,-0.04003677501170353,0.05991768102523993
VCAN,0.10499375888440808,-0.023877480048046,-0.055286114310316825,-0.0622710229325752,0.03442612691626125,0.00788741763208505,0.14946738875707732,0.06549329949146206,0.014388492631790425,0.0626424819575401
MMP7,0.005306077147983008,0.006234986365784184,,-0.025643996733208035,-0.012028205848876476,-0.03529202581018353,,,-0.0764532657344095,0.04762611044315868
PTPN6,0.032243401703703836,0.018355176189031677,-0.036005800905274325,0.022894275860928022,-0.046017269187053796,-0.041030475957187056,0.03490664152496183,0.09310078991933825,-0.004209102553845689,0.01846565866506031
PTGS2,0.044577576081316884,0.014295057081212297,-0.04990545350253986,-0.02570524637625405,-0.02132257217028479,0.17420495234881053,0.03595855084043774,-0.04931389481480846,-0.05273830395420166,-0.007623481092540553
XCL1,,0.013679859113019145,,-0.014034522903724334,0.07698462338087954,,,,,
CD58,0.007744674462299958,-0.020908988696850275,0.004415261453229243,-0.006045389593261178,0.036425295924916286,-0.0036015780211492853,-0.1019963691860825,0.022150475388896227,-0.011395019974062181,0.021780692237762887
