,UKF248,UKF259,UKF266,UKF269,UKF304,UKF313,ZH8812bulk,ZH916T1
HBEGF,-0.0014148642409813807,-0.016379639767648998,0.014292599016207913,-0.06121276644607589,0.01412903493187583,0.05238990138013295,-0.04065904289752604,0.040649463507672096
CSF3,,0.050165623638571,,-0.018146754039891997,,-0.027031290975131766,,-0.015224977623466496
PI3,0.022585884242670894,-0.035165996277856056,,-0.020433484560146882,,,-0.023210645348865532,-0.03307881837283438
PCSK1N,-0.026703307283543014,-0.036631398248801066,0.019785995855042614,0.03674345865278791,-0.026163114433859512,0.04015538802849755,-0.013622994760428877,0.0493624388349711
NTS,,,0.052297781776831344,0.013306275139712867,-0.02090658206123041,,,0.12325770424315867
SFRP1,0.024990862826400333,-0.014917577279046888,0.01879759425497254,-0.01628071382281901,0.034828219634063004,0.056633893412447914,-0.018239418431345498,0.05717897317172033
CXCL13,,,,,,0.06716909572188526,,
MICA,0.006984959679228787,0.00787372464914137,0.07695880747508158,-0.046602831301137744,-0.03320433458467574,-0.053830400204984016,-0.01867819204686488,0.01805104813970049
TG,0.04107392100545742,-0.01609842933916346,0.02112090103215748,0.04820816236243523,,0.13750890645807828,,0.02734540293491196
ADA,0.028642193254306583,0.010133078381154905,-0.03630474959544184,-0.05065921775764128,0.02359274236454151,0.10386194315204926,-0.027550451269581125,0.08791693928639156
LAMC3,0.024714448793988777,-0.017897766946675157,-0.04675043941520749,-0.034687385284188195,-0.039350468400497954,0.0037278191824796423,-0.02452995818345766,0.040063134071294394
CCL7,-0.016633054350983396,-0.011639138691282847,,,,,,-0.015954300720902585
NGF,-0.016764215674974135,-0.00442260851419514,-0.01773367121247239,,0.08146271656459733,0.04935969341065491,,-0.027196232782228987
TNFSF15,,0.030676759684215845,0.04630352369258287,,,0.07161928127678804,,-0.02199696558973299
HMGB1,0.08453826031785198,-0.0030505757540158027,0.004228421290659402,-0.0034883675630422682,0.006768638162874821,0.027778019876888365,0.05247209194271198,-0.024873234251803534
ITGB3BP,-0.010245200633030398,-0.014081445169940346,0.003457207587493418,-0.040267528940858395,0.05087425784582509,0.035560648008299306,-0.04443539956041192,0.056518933411816734
AANAT,-0.024132031320734385,-0.011792958395273348,,-0.016368863229998924,0.008216216150843392,,0.04300450150925786,-0.016880315491806595
RELN,-0.0012192442179096903,-0.020469934799635634,-0.005271056569413835,-0.005194823401371734,-0.059165485105502465,,0.03645909108938299,
IL15,-0.020989837214634023,-0.004450952452149852,0.03283506057329226,-0.005391717287873504,-0.012892678440391702,0.05830014574495315,-0.042080347552895477,-0.0042724208686060845
UTS2,,,,-0.030859014854583755,,,,
BSG,-0.02427075452902029,0.03610054795654285,-0.025619691158060988,0.04014181297687539,-0.013572089457648857,-0.019265315209199014,0.007267959120939403,0.02794000874979475
ADAMTS3,0.027784556746547198,-0.04381419786838711,-0.0246788260850968,-0.035924749571542854,0.03595929069323934,0.06959517707368645,0.0749619185585212,0.03182569724386663
CD34,0.06340651653480156,0.016798998585640972,-0.03221982927608854,-0.01689299253898755,-0.016656442322689348,0.055703350923551435,-0.009774007247169465,0.04649851228899638
CCL23,,,,-0.01862516796972456,,,,
PLAT,0.08362282521653473,0.0328297394024618,-0.03327795610020153,0.00986122812123238,-0.004641418949346304,0.009208654123890025,-0.004315499301510171,0.004338342244823213
NTF3,,,,,,0.0432155696360295,,
LTA,,0.004790003554894885,,,,,,-0.022718360727372662
CKLF,0.08954077521070847,0.011258968137802588,0.013476829309952256,-0.06643490107155703,0.012872773568773675,0.06951024215724907,0.013209524697612756,0.051785967102424973
APELA,,,,,,-0.03173319226084249,,
CD24,0.0037669331417833343,-0.04366938751093487,-0.015691201047991567,0.00669206446265552,0.06733069920376412,0.061586248592842854,0.06222143877796854,0.012796546996597729
HSP90AA1,-0.026105196961684864,0.04040075140851528,-0.0343402096291849,0.05829814611230094,0.012763791172471228,0.07873053485044773,0.009717304512858318,-0.09946896916695443
BMP4,0.0021754608701070846,-0.016122199972304126,0.015473973610598222,-0.0067924896050231085,-0.031350589692904676,0.021859939261546116,-0.01600888672143998,-0.03237962477346257
SCGB3A1,-0.016633052687700187,,0.03953464846188656,,0.059574210261298985,-0.03603907433464252,,0.03075651144854381
IGFBP4,-0.020385024912307894,0.04994389304906693,-0.0006473525603566636,-0.019684966932834603,-0.007058308576466668,0.008109859806800524,0.006340024654708234,0.047402092350743906
RSPO4,,-0.02283396452291198,,,,,,0.03799540564730003
LEFTY2,0.07477435172469758,0.047436116776874634,-0.008330973466852097,-0.03670138232412858,-0.020906595826827568,-0.01946376017126355,0.03622912862901975,0.01878734881513836
PF4,-0.01725412216798564,-0.010154919203439148,,,,,,-0.022718355470175478
ANGPTL2,-0.04066426923832778,-0.040562044959588546,-0.02922337270474122,-0.052276275275555825,0.009124959776296737,0.017758452872037353,0.014068289696016159,0.045243475892945334
LRIG2,-0.05036578702862388,0.03816504541076341,0.0006442406328872327,0.018649258774851192,-0.0415502135189491,0.05079164659424027,-0.008413179136785937,0.05235360042141709
ICOSLG,0.05197083911924396,0.013925509380545903,0.038737846121360116,4.840976642365695e-05,0.014937601136660173,-0.03761259877659391,0.021124311366581074,-0.012013477891169536
WIF1,0.01431417020327054,,0.05299620050731795,0.10925949955586345,0.012377065863278892,,,
NPPC,-0.022632903646521662,-0.015752783952860016,0.051894697729011494,-0.015413558671533607,-0.029302713702445107,,-0.03205764564666287,
LYZ,-0.0017871210168237234,0.04123725711718405,-0.04383520829430173,-0.02324949136517813,0.01099088064826269,0.05035264986496554,0.007737983281787959,-0.014524750643432819
EREG,,,,,-0.021506777396472717,0.04406563313729203,,-0.03430997915881057
SPTAN1,0.06512865969153268,-0.026513081082214444,-0.039098555109905585,0.02501470328654193,-0.026428662130634092,0.034010269382206915,0.00818893448650152,0.02479635390099743
LIPC,-0.021123580689764204,-0.018249146120079333,0.006771950280830974,-0.024296987188774953,0.12270525949446001,0.02536665201832664,0.0015925666897400484,-0.028724600160120503
COL8A1,-0.013335933916076506,0.018266516150027095,-0.03866221262346207,-0.0139385535569045,0.0307076954760024,-0.02555363111512282,-0.03233670006028339,-0.07488648106278638
GSTM2,-0.048195304493118644,-0.03821886037110208,-0.012956560330904456,0.02206302706654284,-0.03420679441446568,-0.04172349391251601,-0.021312505093450135,-0.03244872041782372
SPX,-0.013319034015007978,0.012567571039697663,0.02689867269273276,0.07681763305801058,-0.0462686953554732,,0.017693149670290603,0.035154659352769485
MFGE8,-0.00956296756166939,0.003347038371181899,0.007849157803829726,-0.023960832276248182,0.041533625083820955,-0.12043387102172817,-0.030851624950537268,0.07111350209523046
TGFA,0.001824580078303839,-0.00567566156234054,0.0003703955790282676,-0.06960931887931196,0.07785022793294473,0.008382609757463135,0.0019044653342976915,-0.028440672485359825
SLIT2,-0.008787530715696703,0.06962188401177932,0.01959721147435352,0.016749706495792625,-0.012605197336932642,0.004009015737919497,-0.0005311349414527792,0.0386321001839599
PLTP,0.0065421292292962814,0.028881123822715665,-0.007245627641252806,-0.025722454006974257,0.05300035652185653,-0.016920836584426592,-0.03092194900109622,-0.005212994304941432
APOD,0.02999998273948669,0.011807701635088527,-0.005701955899693447,-0.06693989435459342,0.005281946403045007,-0.0018786939759842971,0.04420211444732153,-0.02769359354958487
B2M,0.023679907695571982,0.02142127552716404,-0.026226197692646464,-0.08532809675665476,0.05442851289139792,0.0544253952063588,-0.020174736440204726,0.028189746205270743
OMG,0.07016104844476916,-0.01158665654994988,0.024901424387266526,-0.02948189025240062,0.033129760495034084,0.08939630249210861,-0.024599132237371663,0.05673969523888067
CXCL3,0.04185017827765947,0.03740662164381322,,-0.021491534947053883,-0.012782909384512217,0.032308008438937844,-0.0026985719719420298,0.09976667373073039
CXCL10,0.020075867724459358,-0.004445355420479553,-0.020943027931848275,-0.05531721785499838,-0.0021390628305733928,0.05769406233993293,0.08510205041781427,-0.004396245524776285
RSPO3,-0.022593888679664303,-0.01179295752390724,-0.02404298582835083,-0.026878541372416326,0.08041762920100634,,,-0.01619049552043562
CORT,0.021155959186143963,-0.015221471332993142,0.031501930151374466,-0.010446996594574294,0.013607269461725288,,,
NCAN,0.06034412016403711,0.04623573217686418,0.009315851139700664,0.04262174738069635,0.019222090808883145,,-0.018299228392891633,0.037415862624367004
PRG4,-0.025014127332784967,-0.011639140505069838,,-0.023284119375617855,,,,-0.025223572845220636
ZG16B,-0.023065023902064618,0.007879687805955934,,-0.009251174776951695,,-0.025676234595993788,,0.0002086539815219317
TGM2,0.006616211637441217,0.010181099710476068,0.0016933481596347224,-0.06459003028783544,0.006072606368298588,0.09801834049562339,-0.024716920241088923,-0.009219037315914589
VEGFC,0.035651134795076644,0.007782783636449485,-0.031409669512618456,-0.03069864948507182,-0.024302564814686425,-0.019115945667609165,-0.014357992576825138,0.005688218726673373
WNT6,-0.013694338191906998,0.05416153241411055,-0.015715343096399634,-0.02289688248241929,,-0.0020743091732322466,,0.04375075634068758
NRG4,-0.015319627002799553,-0.01416536643731463,-0.019238485112881322,-0.001977245967848258,-0.02707449524342423,,0.05467932734905305,-0.016190497335003894
PMCH,0.020604226674261837,-0.019627495238822342,,,,,,0.07739975265924294
COL9A1,0.025981817541081604,0.12293807820541659,-0.048560487558388564,-0.031920808822614326,-0.021208633840403925,,-0.033722178004215446,0.04095389712540184
GDF11,0.05699189573389389,-0.014193904014574595,-0.005857855092540357,0.04186069282374302,0.03994429581405744,0.08809934286217054,-0.06535046317947563,0.005676003363840975
RAET1E,,,,,,,,-0.017760860539912646
IL24,,,,,,-0.016191345637288745,,
SORBS1,0.035904740345381395,0.019835596522272528,0.011987114023017649,0.012459907956174543,-0.036703630327418676,-0.033446671470001764,0.046362278234602504,-0.010150676005186857
DLL1,0.021157561822645832,-0.022495165948022432,-0.04186195300635566,-0.0024771847027480537,-0.02622551398052895,-0.022183443157038088,-0.01583824263284985,0.09532860356200282
TLN1,-0.03459191733420683,0.030528998496251108,0.011477023718481258,-0.032476126049891016,0.06284139710690394,0.0006756402311858743,-0.0024942845356488953,0.045769712209782994
COL2A1,0.020883331796442497,,-0.01702561842736908,-0.021491542260861415,,,,0.08245576231503719
SHH,,-0.012094977969458062,-0.018583531120397283,0.18574814674524803,,,-0.01954192593885209,0.037028431790516195
PON2,0.07401216093317521,-0.021910806456068146,-0.01721127840574597,-0.015729703502115337,0.034438651705962324,0.05656527931794727,-0.07063482179295055,0.010315737685662553
ICAM5,-0.028741580134673046,-0.01885088162073203,-0.013496206577296391,0.024700023921250223,-0.0205208729555439,-0.01532709805568414,,0.08604370587386052
HPX,-0.008265241689336688,0.08673787422663067,-0.01571534415651044,-0.03129616304970116,,-0.003908403048089539,0.02468331039052587,0.03108052078784425
SFRP2,-0.022113687874385363,-0.013774869176139723,0.03866954463415881,-0.01715224842733332,0.03259563273258962,-0.015979427953639817,0.0036325834103565647,0.04737912184051784
CFC1,,,-0.026555085679434015,,0.07508245184243073,,,
CD70,-0.03183692253454466,-0.023413358264587257,,,,0.031149173083784832,,0.04106311612956864
HP,-0.0042403963891121214,-0.041676930622506034,,-0.045644291419945415,0.011104312511709437,,-0.03227862288880229,-0.024219213189045366
CXCL2,0.025985389178697166,0.0555433658769765,-0.024288744720518698,-0.001134046826672857,0.054994776402485866,0.03454829514064948,-0.05296706927073866,-0.0574357854573524
NPPB,-0.021458247790674234,0.038277416936521445,,,,,,-0.01642345640710467
CCK,0.030164418846118424,-0.026445152205860644,0.08009932706029489,0.047525436732815986,-0.04623603206867326,,-0.040288890193986585,-0.0213056565608764
SEMA6A,0.006540005706412644,-0.01657246796600644,-0.03120827113414852,-0.02902245229789794,0.05154797965460803,-0.03593363761710803,-0.00542575193740036,-0.05591963035986226
IRAK4,0.001823801178023603,0.011285396958448584,-0.013855798101008532,-0.07956355335665309,-0.023732803586585114,0.0091754550580816,0.013748404644964067,0.014289734177305793
GSTP1,0.016743974051011867,-0.06706720138984144,-0.06230819799090705,-0.027657350611609767,0.10643582513833573,-0.047452500170161754,0.01956425795698721,-0.0012524628788788737
VCAM1,-0.024188426496823623,-0.03414181005353152,-0.04601746358132285,-0.054882521233643636,0.03317098392039875,0.02996315824532768,0.01748444518085596,0.03863164990430123
NXPH3,0.04058120809448637,-0.03650020264139119,-0.05794958214043649,-0.015566283053413312,-0.022799146993428127,0.11851990567195461,-0.018285084577284116,0.01785129605568158
MTMR4,0.02379043790174223,0.002081385827855446,-0.028087478179506565,0.04839049528618579,0.04904629903943102,0.011696978474533265,0.00867649702160613,-0.012526821576623269
LAMC2,-0.01684248077338741,0.017351966187823132,-0.021532562542609213,,,-0.023518666671095898,0.03725851134199195,-0.017286948983476175
IL10,0.005376127487772435,-0.030372240689586962,,-0.028201701987833373,0.05321962088965,0.023996351138603312,-0.02350475263479046,-0.0046118020538671945
SEMA4D,-0.024938958732862445,-0.010062575865430667,-0.044135543503940916,0.024210146033414925,0.03038866850784453,0.03378617268769879,0.07006263671795446,-0.00867077603730329
TRH,-0.012978576945300838,-0.028671035059639163,-0.016702768049689613,0.04476701143772503,-0.03440323718673287,,-0.007270041433981767,0.0039970192222950245
SEMA6D,0.01310928071534942,-0.016234491689415348,-0.039383603816577024,-0.00359323886049843,0.027461899643465064,-0.021818348837133076,-0.02615955852051898,0.004794083329879705
CEL,,,,,,,-0.04749984284314918,0.005089888109731662
PDCD1LG2,-0.009843631632121826,-0.012248776986470264,-0.015121256422114704,0.00483011293134867,0.044270423675451344,0.11303450444914719,-0.010375559137938445,0.0584698758904284
SPINT1,-0.04260854649072362,0.09771984190007572,-0.0002290559396959162,0.046132700943978026,-0.017127318971896222,-0.01609555132025932,0.019702605437551108,0.042008133200635095
CTHRC1,-0.001927081677759152,0.01332107131496835,-0.030506760701664415,0.004619008981717737,0.021668915588740182,0.012350915348442376,-0.006009407423664517,0.09154621304943442
PODXL,0.08310445011075092,0.033094481960058084,-0.020016197459535805,-0.05543171325004313,0.01988664831540213,0.051433698708083474,0.014125011260087765,0.022182827449512926
JAM3,-0.007594284612945348,0.026837210733488645,-0.026775574921053577,-0.07285955987787339,0.09126104013490223,0.10129690830640137,0.049291077606435536,-0.0068024794478182965
TGFB2,-0.011793901558534945,-0.06498424722424588,-0.03530191948831595,-0.005942923751375862,0.007546462493715185,0.08871874929923539,0.011898011850192075,-0.0724388386637938
COL18A1,0.08308212507646398,0.03788726613475574,-0.051562782908539155,-0.028399961358983386,0.03710800420299025,0.060387976493498,-0.02713001973474907,0.06423461207293091
NODAL,0.0990236140821878,-0.02381994899118581,-0.0038827562801938597,-0.05663758740879815,,,0.04799437630643755,0.2090955818192523
INHBB,-0.018848769282627638,-0.020802321564917767,0.01986379863555417,0.042631219189235806,0.0653388967561152,0.06851218867537508,-0.04861834369959656,-0.011066604395727292
LCN1,-0.01684248456301416,,,-0.018860074953085598,,,,0.0036033073799494127
ARF4,0.029758873314826233,-0.00015841323503063633,-0.05983392459907009,-0.006010644973835491,0.09431820903682542,0.06727494009868706,-0.02086834417695138,-0.0018251006475659768
CXCL14,0.018469789848422322,-0.03809207302225871,0.013553748002907273,0.020362207492757793,-0.006730234353641477,-0.03535053105351476,0.012551782918416288,-0.09059802860753832
LIF,-0.06083982143161795,0.015735840231264037,-0.019076681806733976,0.00142726049613739,-0.03005720914614076,0.048462913053235454,0.04968316829512518,-0.02431602416473075
IL17B,,,,0.0189488913417798,,0.06098752265547226,,0.13095175679117008
MMP1,0.006146559937335914,,,,,-0.06715335711817656,,0.05182491943117364
MATN1,-0.006982067703276868,,-0.018416452666950724,-0.01977350638648338,,0.05444815542484988,0.057313513012811505,-0.022372703887330744
ADAM28,-0.0063781572822858654,0.04442871042660044,-0.031825811081219464,-0.014290968711237806,0.018406813745438223,0.025344171532341135,-0.027098800110033208,0.049260775091353966
TCN2,0.02373526282879228,0.05613220444577812,-0.00038140891195369465,-0.03203305170738237,0.012925355023375147,-0.04214184942698446,-0.05844956852432335,-0.002465469647169675
THPO,0.06082377179852095,-0.0004363446651233428,0.02999043136192036,-0.03848183321158751,-0.029836984819241276,,,-0.02421922056189904
CUBN,-0.0068061900336115,-0.04595723754995853,0.052573912171503,-0.030401168658386008,-0.022943686784913278,-0.04246482604515352,0.05851013960939249,0.09140726655917009
TIMP3,-0.04556044958112811,-0.03572522232786064,-0.04428209555954573,0.03070880712356667,-0.05054038062451085,-0.001870375088403272,-0.10129116495073529,0.06871399864893729
PIGF,0.026206157028050008,0.027118916896139034,-0.002833442208101611,-0.062308289525213466,0.03739303292039818,0.031725080886884964,0.024815308502697864,-0.016103526779191753
CRH,0.049902069268703324,-0.013642369653575914,-0.015519697319255236,0.04018075624902798,-0.02559586464197084,,0.009614088759180173,-0.012173424170546369
BDNF,-0.00320154610584052,-0.018198360877749654,0.022082625312789907,0.09941497374126541,-0.02961534680694457,0.035878750180379976,-0.03292483215170173,-0.02414892456029907
CCL5,0.05898250984489315,-0.02477672560029031,0.09033082022739382,-0.023450271977880074,-0.03502469676994424,0.035523198085870046,-0.025626240122052366,0.051058129758122475
GAD1,-0.03569470561181052,0.005703095010148392,0.07538060255329783,0.10035439866134796,-0.00633120532202783,-0.024256471841311165,-0.02345704100887402,0.028410763742298506
COL14A1,0.011940625583953542,-0.040549773567926446,-0.024025652817366638,-0.03345668258639539,0.012396787879201211,0.015348057734693901,-0.026330486939001925,0.05543864436232742
HLA-A,-0.0630066207264844,0.017980350010688886,-0.03557245502181679,-0.0666744600691831,0.06529045578533967,-0.07750793928867111,0.0013028786230477592,0.013070548848671343
CD5L,0.05113735982491603,,,,-0.031138215152547694,,,
FGF18,-0.017854774512389877,-0.010838760668987982,-0.003484847529523593,,,-0.016811980081321874,,-0.018395374032999547
ADM,-0.039214096245793466,0.018371964216903316,-0.010054638992674341,-0.05504341850130569,0.006542990740775052,-0.06524054100513273,0.018888869983652055,-0.029413984918717342
CCL15,-0.012005513994455987,,,,,,,-0.01595430647072788
GNAI2,0.051771158893052525,0.011545796484968746,-0.03617834646972859,-0.03846091412001493,0.02078503274673688,-0.003171944548081719,-0.004207718172559546,0.0392346497428339
HDC,,,,-0.01867057075901205,,,,0.023441230628752575
COL11A1,-0.05266104287151811,-0.044094614549893205,-0.03072885500319056,0.012738808397801551,-0.03779666243487544,-0.03133846110171646,-0.010205385891997995,0.008389181892175366
NUCB2,-0.03254876580660214,-0.02728288744154292,0.05121509241208595,0.0067910727735559576,-0.005988560911083762,-0.01291650531274402,-0.07906577840377324,0.01476719264653251
CXCL1,0.05636855978064963,-0.02002501198834432,,-0.020990740611074095,0.0387030385143692,0.05352630751523582,-0.02360921441245268,0.061707529890510905
VCAN,-0.04155744913978411,-0.009752748982661433,-0.01756399210018192,-0.04268240462048103,-0.07757169060967307,0.05103814175588562,0.044540325935876514,0.0037677144680193357
MMP7,-0.006742967440995438,-0.021548193493299474,-0.019076676452003942,-0.013766299336158923,-0.018324393209187207,-0.03332832852227441,,0.041874143063848165
PTPN6,0.04588453812382765,-0.03836586577247967,-0.015704180413538316,-0.034183566462836566,0.008030363278044484,0.1219994574447527,0.009500383921622958,-0.022104263490616553
PTGS2,-0.019860786907487445,-0.026812830426726532,0.08746798457568719,0.08970747315608371,-0.023391208594771493,-0.042665574456246,0.05268005960174178,-0.08422501824037217
XCL1,0.011378417473772497,-0.011792959508685873,,,-0.02403639002355876,-0.030192540128922415,,
CD58,0.0027732466518706265,-0.03487532647457599,0.044092083598263984,0.0034686691474002957,0.031813081123985065,0.06265503498251988,-0.046603720042828874,-0.013359584814212011
TNFSF14,0.04160143891908217,-0.047535479909537666,,-0.028684107781351276,-0.020997496401799064,,-0.017897147850702746,-0.013566550173610132
CNTN4,0.029140414222973813,-0.02119406991068161,0.030847065463129552,0.08254419247585391,-0.06205019178779582,,-0.030932413451078587,-0.027147244622612386
NTF4,,-0.014917577337202535,,,,,,
INSL3,-0.019370942576399045,-0.01083875854302834,,,,,,0.13095246552129505
BTLA,,-0.017204403754828367,,,,,,-0.021123085012284094
MFNG,0.02178953767672431,0.052219120273158656,0.02127006977299815,-0.06910359170270058,-0.03037060555638008,0.007200314936518125,0.029941289085827452,0.05254216025607058
ICAM1,0.00652899446223378,-0.012059746055519929,-0.01824076663493382,-0.04537610471037533,0.00445140939672363,-0.022083054457908993,-0.04456932760547393,-0.07019449845398662
PROS1,0.07271456179088187,0.017274253755449272,-0.03285018885913231,-0.0620954979629314,0.0681105564065616,0.09865652189441565,-0.022241147208843036,1.2108206027810958e-05
CLCF1,-0.0034495645558318354,-0.018358584320059892,0.06416733185989404,-0.013981327790499624,0.03547619720703897,0.002038940693435053,-0.04103616346831143,0.0044082149281421115
PSAP,-0.0526726444426028,-0.017257145315718998,-0.02223690107706876,-0.0252847330760063,0.02043494396418454,0.035741641917423496,-0.010035886942352494,-0.043039423991993606
EFEMP1,-0.019854229691844135,0.002591853004231984,-0.03896602267207399,-0.021642275630725627,0.0034616349962558507,0.031178840268868534,0.04180597176947719,-0.038448056483093344
C1QTNF1,0.019429358733505403,0.05423081426743652,-0.018742998423498948,-0.02760482666815469,0.02102316246104729,-0.04185931672983414,0.015298815580546804,-0.06406130272521204
ALB,-0.00739328775732643,-0.019242668367850272,-0.018247973211173718,-0.006153119220332265,0.010525325679502274,-0.015327103094639076,0.02033148594306064,-0.024701536793805413
CCL13,,,,,,0.02422245621623485,,
EFNA3,-0.03750278205629511,0.009794900736742319,0.00838364294798322,0.07158167502960838,0.006874695033919728,-0.0064795524887010895,0.0018293813659245766,0.029684142748946686
DRAXIN,-0.030764238724805788,6.427451440522766e-05,-0.005485479053641041,-0.045791668277140776,0.08311818043819942,-0.014259236073704837,0.007538779496061942,0.05058594551454746
RAET1L,-0.01509015239541989,,,,,,,
NPTX2,-0.0073586439294562895,0.00611940339307526,0.032201582060168536,0.058690291485736366,0.09319250087158164,0.08656168258621678,-0.021047318101271587,0.07404181512252767
FGF11,-0.07116075664368497,0.04894511567564454,-0.04959118497535788,-0.05143077786305387,0.02205451292894737,-0.02279546189418969,-0.02963675208558461,0.020757668990777554
CD59,0.04796522864917516,-0.009555713409441495,-0.03375057700322247,0.0746959776636442,-0.029482430560677633,-0.03404651166996453,0.04401010713959162,0.02219775400660334
COL9A2,0.04492240319711731,-0.0056030159328939195,-0.022376683070887745,-0.06129232395114854,0.10127865029798915,-0.01097046877131501,0.03520017876915226,0.06927596749448034
DLL3,0.044360592072036305,0.005730026550809952,-0.0625808372962952,0.03147540572187862,-0.0267134136525824,0.07882565251192986,-0.016214509924812725,0.037594936065730715
FGF5,,,,0.06338419354483349,-0.017623529862166865,-0.036977952548722416,,0.029026370781965637
LIN7C,0.010790295339342275,0.019512638823823564,-0.029857133993922542,-0.0018088876515993356,-0.030718239137036515,0.03664238606320727,-0.09086440809513793,-0.016123155970704496
GDF7,-0.03558631775777582,0.009899263327590158,-0.026066006729997867,-0.03289209053866976,-0.03239478904973726,,0.04935136522360196,0.07752212822283105
PSPN,-0.06732284397620002,-0.011567997641879836,0.01689074096368403,0.11817187503790014,-0.013046717531622412,0.1153237317664567,-0.006169084223096032,-0.017056912449081953
ANGPT1,0.04271734550411897,0.023885158953975277,0.017317263541007974,-0.015532504265189108,-0.010168487328847214,0.043109973205398645,0.056934504641682024,0.017472858313817882
PNOC,-0.024943600177461698,-0.0027275790225448925,0.021567533630335683,0.046085685048159034,0.025861376841997498,0.009207521089574512,,0.05302407878212768
L1CAM,-0.019957228523995008,0.03640321578612363,0.02305495090848641,0.04128806483943852,-0.016468219149069017,-0.049610430308586785,0.06873043206865034,0.049162306505033816
APOA1,0.005940117067733268,0.00041272193447245206,-0.033126391161348044,-0.019133702282916932,-0.035631852557738666,-0.05896203678655418,-0.03400217901991494,0.003462832632997854
PSEN1,0.00024380602568439087,-0.005340250747790579,-0.07768142200285709,-0.04798330138408346,0.08056371563884465,0.044366332851811234,0.02889648780385567,0.005530657535975995
CALM2,0.048270457644169526,-0.005301120017468688,0.04722401585762969,0.056723557847730914,0.008595520387116503,0.05353831018095337,-0.008240563627015906,-0.017701154862247274
CLEC2B,-0.028822210106848975,-0.013724222108474397,0.013288391500466899,-0.04739052356082375,0.037540968955405866,0.005474911208950797,-0.011905430679373958,0.002183787928157474
