,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
PDAP1,0.028754670716382366,-0.07067797767509505,0.006457186956689464,0.05999683807959265,0.03715241383568625,0.005890884127418024,0.013519916768576341,-0.00016531992669792543,0.03148685343978359,0.035577970151722114,-0.02519081252408011,-0.01871042484209645,0.07796170520219996,-0.016524285167518374,0.06648179848879321,-0.018422484410685527,0.07930556009151925
QDPR,0.018188863291073533,-0.009229785990545013,-0.06161488934474873,-0.005099235207573324,-0.025262815518018726,0.0014043084439136877,-0.003145325672499842,0.020011650534847786,0.08243697300016654,-0.010197036640520778,0.017087754638829798,0.03686891610793017,-0.0259149737910581,-0.028981866736460447,0.015770323710098597,0.015528892071701734,0.02694381432076627
POMC,-0.006462884661612436,0.011916228778385489,,-0.01367832604848143,0.09980560749311343,0.04848444376615573,0.09008663302956836,-0.01859893018284715,-0.04148962905353713,0.09927281054893526,0.008239175709026702,-0.04472049184910198,0.04907932154942595,-0.027300602141536366,-0.019191790480804993,-0.07192944998853684,-0.08081350008997706
CCL18,0.036329168792542776,0.07564428588760634,,,,,,,0.03411987593933602,,-0.03531982867415152,-0.0015243740878731582,,0.03310470230115584,,,
CCL17,,,,-0.014170216625590308,,,-0.01684501626978638,-0.013513117896291884,,-0.012380856745767926,-0.013692828896679742,-0.032576556121875974,0.09039916222515114,,0.01600320508480002,,
VEGFD,-0.012473898810646474,0.004793668114647626,,0.06622164579670801,0.012909797476022273,-0.024895890900752143,0.04417819713751891,0.018103134190434158,-0.023483948236690443,-0.013268947650884858,,-0.02256677477833779,-0.03041488680352232,,,,
TNFSF13,,0.0005065449955262044,,0.0019114917842906296,,,,,,,-0.026274481958274528,0.026006878712461205,0.08889166934807363,0.06029357790352763,0.0017630564760084681,-0.03268517425724329,
WNT5A,-3.463860222473261e-05,0.046495287124765416,-0.04855510529784654,-0.05466619293639875,-0.03463956579366513,-0.0004966530262527613,-0.006396339520287442,0.06336181015866153,0.05375431083985625,0.008288931214407871,0.019742157654391843,0.017333694545446733,0.011227338143876064,-0.014278469286335119,0.04207412928049336,-0.056080889613440196,-0.0037746515666869504
CXCL8,0.04323297708449043,0.10117468963607809,0.11339317081365813,0.18549305344968714,0.049788549551427794,-0.032525270385600984,0.006856536437622942,-0.009230518351141763,-0.03216246342840136,-0.039894648408681024,-0.010493138329383776,-0.11318071800026809,0.022934004431693834,-0.006344189352975512,0.06952540752190803,0.08053608173570763,-0.048663822931767964
GRN,-0.05181844856330081,0.0205772508490866,-0.10866200095711741,-0.07070546123667272,-0.03661575171478768,0.04520511323401871,0.016548877924162184,-0.006782858299051712,0.028422915064641535,-0.05288109105288154,-0.027453155738159644,-0.08021544427837397,0.009754640625726844,-0.03069241803105115,-0.047513095864577165,-0.04015827064410899,0.0494546839081929
MIA,-0.050221423799178884,-0.048960664771332256,0.030755230715770812,0.06358971466609142,-0.017096360113615997,-0.042451356878397316,0.036873267572477775,-0.011272852808659618,,-0.018172431891384757,0.028627977692415273,0.1289333585746995,0.0065445772348537365,0.027225546646294826,-0.006938223279225365,-0.05987429118999064,
COL4A4,0.06720653784474964,-0.029513634181736966,-0.005995753192046143,-0.028523576037324104,-0.04402615475405576,-0.014644253344107839,-0.017586718148081725,-0.0189374962183038,,0.05923175429970752,0.06380618992000364,0.022328899089107363,0.06258385809193268,-0.0336335987625837,0.05091502198785708,0.04709044928760597,
TAC1,-0.06264485233359435,0.03349180038199928,-0.07213691706245505,-0.08165486716644371,-0.0692305881461804,-0.03601414038770922,-0.029183260549582098,0.015466153217998253,-0.0422405303456375,0.017113538736305355,,,,-0.02879284752342913,-0.028356795918046865,-0.009393209745886809,-0.053373658843563265
RARRES2,0.02810545574802674,0.014313225911043047,0.1331181437620723,0.006570613518009647,0.0020818180501578545,0.066659274560613,-0.010573912891511186,-0.007844197026858422,0.0016761537326064318,-0.022552644096039094,-0.045977661109078326,-0.032311457606164,-0.010336123122146936,0.04412686016200508,0.1254239266389049,-0.017077647538966175,-0.04379797797612921
FGF7,0.025011356924998455,,0.043926606285859794,0.031125873098610986,0.05013757473516651,-0.01140562315685072,0.0156990874264892,0.02615026466682445,0.02241839963490544,-0.02289487615555644,-0.02876848413981571,0.003570423280720071,-0.021679899791591763,0.005248045810493044,0.02723847759358379,-0.04056279565850689,-0.046464723521860776
EFNA2,,,,,,,,,,,,-0.021448209188799937,,,,,
HBEGF,0.13215454363579715,0.0052365627933822784,0.08679253224806671,0.0851699572999008,0.04227699579787135,0.03021821326707099,0.069846230889055,-0.003124229298611083,0.03296725500642132,0.0481044458516945,-0.04415759595448183,0.032995597098506496,0.007087150429503887,-0.007302958778051027,0.04713608981943537,-0.06637462243587855,0.02975135491742825
CSF3,0.00751275277560331,,0.136705173964395,0.0950525278071725,0.021275699406196304,-0.015493338171190661,,,,,0.002756812795839077,-0.03613919743808612,,-0.02392560232126006,0.05311426395006402,0.04170490654759783,
PI3,0.048992527027952135,0.08150345456172181,0.154098160233662,0.1644278898678868,0.09632505613324661,-0.017445703270690435,,,,,-0.025139987022791094,-0.08831024415850257,-0.024502340783273006,0.041526743103032726,0.038743474912661315,0.03257867045238894,
PCSK1N,-0.11005589219141428,-0.053329942318626526,-0.06978022711135466,-0.15250151801173395,-0.041648855078319044,-0.012307267278856953,0.011919851355422652,-0.001006751864319928,-0.06818715798019835,-0.012069323636022675,-0.006625504448018132,-0.07596354174814017,0.06239849672825844,0.025408596560075318,0.01511709881499735,0.0286320517474187,-0.04022130249039938
NTS,,,,,0.027918833629677942,0.0014960990042809969,-0.020090781159165728,0.02171380964654719,0.029994306684252812,,-0.03194394444499656,-0.010962347930125604,,0.02703854628780827,0.10421271174634425,,
SFRP1,0.005680981764076658,0.009389199834974589,,-0.008097731555933931,0.0060422333832357055,0.05837761040409723,-0.007135536372951862,-0.01351311803238008,0.0006669242379107895,0.11563103251890017,-0.01038859691807452,-0.027450271258260855,-0.00898243745088402,-0.028070433017366746,0.08237787371624784,-0.025640407426415414,-0.02266431465132443
CXCL13,,,-0.028680014743818982,,-0.02420396847939815,,,,,,0.04147804257534297,-0.016747390108670154,,0.14491765511123722,,0.0175937255354886,
MICA,0.041001671604275695,-0.045342699125664875,-0.010673468816536311,0.10869146689350692,0.02139191839349613,0.026896702261924938,-0.007445192329130475,0.020475003896835937,0.006025741264987864,0.06046432970832882,0.013154179238786009,-0.006618609223657954,-0.01730420693336908,-0.03840255079683398,0.0833996468174418,-0.0010173625238258743,0.07493879442343282
TG,0.02599304729566158,0.00640851768126223,,-0.021410647926340832,0.014965246260843614,-0.018699073015029228,-0.016970716417548777,-0.009779384739195146,,0.018116203353773556,0.030157393327200778,-0.032182656917506484,,-0.01969113836509874,0.041903932964195555,-0.03434811480345512,
ADA,-0.04787082618341641,-0.04594817373081895,0.010906549733756243,0.05304870045295073,0.029916447121306783,0.08680351485740748,-0.032552788034150466,-0.0158825072750971,0.0199335684757571,0.020787318016710434,0.07587564336263404,-0.008738998539719314,0.006202956797665995,-0.0009611236163275356,-0.004154159872984212,-0.011304601407679318,-0.07567254434908975
LAMC3,-0.022944010786549045,-0.003352758416055571,-0.0253109331338455,-0.05118845722330495,-0.030289662199859742,0.061546691952949636,-0.02844957600541619,-0.0019011428878050744,-0.03303342190160467,0.05506992252408678,0.013470592721241422,-0.015898252029542606,-0.01375187747862887,0.004366688174124618,-0.06801209789630135,-0.04886430382896062,-0.07390418086333447
CCL7,,0.07201523498143665,,0.02856093019233741,0.09670807158568773,,,,,,0.045135687253807434,,,,-0.0237984583625509,-0.040427555604577003,
NGF,-0.0207645660559796,0.02414716847684685,,0.17651838908804196,-0.03425272808681992,,,,-0.021143111014867343,,-0.02370172248679562,-0.00196932441248945,,0.016813406987608123,0.029201708019410487,-0.04354850229406224,
TNFSF15,0.03604526252584862,,,-0.025207752673329736,0.006729353659673067,,,,,,-0.020007029986656173,,,-0.014857388289591478,0.006175250542104933,-0.01916587079984442,
HMGB1,-0.01215031600887378,-0.047578979938192004,-0.08847330936996219,-0.09389762144261794,0.03134682037686216,0.02634979582896426,-0.06021743618403358,0.034198139911099226,0.04975058505219834,0.004261351953951313,-0.0863426841671656,-0.05003073045630027,-0.048018366760049225,-0.0024455836037422674,-0.016541204298088728,-0.006475392325739976,-0.05883922298355769
ITGB3BP,0.06241255408519919,-0.04705937051382898,0.05766202883046724,0.07848319395796177,-0.028394527263122107,0.06833069798344965,0.02479181848994129,0.018300426334101033,0.10174299720652868,0.0024165701875298417,0.03477255126080341,-0.02778820156903643,-0.0056371920135873665,-0.028338644834738688,0.10844474510463487,-0.07147747298700088,-0.06238070974627824
AANAT,-0.021862537061995087,0.12932271785150878,,-0.01046326498445864,0.09956917345308065,-0.013975410309900854,0.0025271440090355677,-0.011272853435684472,0.033734151088124165,0.023195706892789558,-0.018003930510247193,0.03018811193914784,0.00582469245771038,,0.0914093987099853,-0.023462895442432696,
RELN,-0.06281529780481408,-0.03256268306093992,-0.009455082962649046,0.0053897834306479726,-0.06444987417713101,-0.03096061578886293,-0.033601698975970026,-0.04408519188916092,0.03118304830450465,0.0006591175672696246,,,-0.04460919292306837,-0.017946114924070087,,-0.007672755184275336,-0.024237033856797152
IL15,0.06537770448835571,0.03375716939045045,,-0.023244503410703467,-0.005432741142011994,0.007170080444658586,-0.013164826852216349,0.04636835692620024,0.07108025219490914,-0.015402906692183343,-0.03298393834612385,-0.03663458814664679,0.047151857842454584,-0.025935039242878048,0.0401836417734899,0.0751596262890108,
UTS2,,,,,,-0.011871037867264215,,,,,-0.01533166449372946,,,,,,
BSG,0.09415322142289709,-0.0547831492742615,0.035165425814318425,0.0875585692272214,-0.02823382968364394,-0.06695041769564905,0.012364087794253095,0.011657900285222993,-0.015946746137735664,0.04455257959178255,-2.609569517691729e-05,-0.041603009827149234,0.03082015521195172,-0.05932791871242188,0.07859597980795222,-0.03321322129240411,0.08472548979958008
ADAMTS3,0.008678738164757848,-0.04830779162941575,,0.0495619997780674,-0.024391870194025566,0.020451033296547252,-0.023100269349066633,0.0027649548263126746,-0.03191880913723592,-0.025594659752219227,-0.045027309356593256,0.08561100705554066,-0.00101768811523411,-0.021635930423448458,-0.01255388664404496,0.006426146962694608,
CD34,-0.04614105033403562,-0.06311726975193176,-0.06549155824436387,-0.0317204530546953,0.002456169467206653,0.033276864028980155,-0.03363522028377137,0.01922254101117779,-0.01022491005434321,0.03426381827777503,-0.012189147201979814,0.05251321795786447,-0.01845295319943062,-0.02996693847955795,-0.005870435229588231,-0.05424397972853634,0.09038813866165679
CCL23,,,,,,-0.015901798482296982,,,,,,,,,,,
PLAT,-0.0607832020888157,-0.04887523366927819,-0.08609608474370135,-0.0983388343406895,0.08888530799356471,0.012997623596141355,0.044291537645318825,-0.03450356359739096,0.021796599855043165,0.009041615486285768,-0.06779011931589154,0.03314572034523749,0.04643934083266089,0.060116991064118414,-0.05076247757593323,-0.06677692795622554,-0.01696916170698293
NTF3,,,,,,,,-0.018197074635365424,,,-0.049488146162646546,0.09470433425968398,,-0.019395236389727153,,,
LTA,,,,0.011375192353292929,,,-0.014698766001795283,,,0.07043453702352893,,,,,-0.03388816415673046,,
CKLF,0.12414551626211104,-0.0811059754713853,-0.030326920810529425,-0.024936515703195862,-0.004776609219626487,0.002764505319142457,0.015616619169066778,0.018151907018114415,0.01390011398142609,-0.003633742430247238,-0.010543220676863306,0.09780786968989838,-0.05641759290898397,-0.06672079588110634,-0.024943588982584683,-0.1124683848472534,0.050611169811874475
CD24,-0.006490179524673083,-0.0819483332143094,-0.0635979703687556,0.10796655514335661,0.017104238726782094,0.01400639884970622,0.019195442082000642,0.008249505913177758,0.046838204726997006,0.06620912777742742,-0.0032921425532153005,0.0049619503833671355,0.06670642667712937,-0.025431037647864564,0.09934377770730994,0.010980224454181696,-0.01155393203021529
HSP90AA1,-0.023345778499508293,0.05351229022824783,0.06378747575928406,-0.1106169744612811,0.06756013082469446,-0.03351069652666159,0.052087853774087894,0.023633010324002703,-0.06929123767703195,-0.0031529933742153477,-0.040404581398452995,-0.14341723490454136,-0.03757501636829293,0.017848862391500943,-0.03654091215474554,0.08270724190696198,0.08110665415486251
BMP4,-0.05469214164582685,-0.026699576958540975,0.00018768500584603382,0.05212405810669927,0.05638398788583001,0.016618238829126487,-0.028199411577917034,-0.013202180020294057,0.035934302395315566,0.012410530132111644,0.015446409741585185,0.019860409187526372,0.03982902363928368,0.02638554480213445,-0.025688060994179484,-0.042297395677337396,
SCGB3A1,,-0.015631381939611368,-0.042219151646230246,,-0.010849792443649118,,,-0.009508762129278705,-0.03499019818802966,-0.0107479459216149,0.023730307530081395,0.020591866088172893,,-0.030854107317364595,-0.01546913173475952,-0.004678696494922539,
IGFBP4,0.0025348629814130226,-0.041141197319218545,-0.007718020880097401,-0.014743222321717998,0.018712697558931835,-0.0038387459397311125,0.03855169946002252,0.02104855801882496,0.008564804317825038,0.01943365287826582,-0.020520125354396863,-0.08971962804460348,0.03169013847627613,0.06206959188092455,-0.03670505647998286,-0.05334964701954831,0.06256504934707768
RSPO4,-0.030113164012456308,,,-0.04441046402044072,0.02305562140377987,,-0.01709555969818535,0.049864400955703256,,-0.021366259127291617,,,,0.016386324204923537,0.03371346193372248,-0.029585781766435806,
LEFTY2,-0.04778611984952623,-0.061490325525216535,-0.10203003331949849,-0.017306389864178016,-0.012224451562416305,-0.015032475508068889,-0.02884427247989185,-0.010426472444362449,-0.021143111014867343,-0.001283427321754123,-0.017421188792023024,-0.024661587028403893,0.08763589529960858,-0.028257969573951502,0.07377946323277816,-0.031857314571609785,
PF4,,0.026225914874452298,,-0.019750607629362444,,,,,,,,-0.019658768650233395,,,0.0030990388340737425,-0.023176216959907712,
ANGPTL2,-0.026086807316171665,0.01844183761958708,-0.07009054801178237,-0.06132098563637248,0.015957816536584235,0.019098899889992454,-0.000733113147158087,-0.008049006825483146,0.034899933293041537,0.01578981905760519,0.013522170342347825,0.05581217300495017,-0.06482254491672552,-0.022423612033400837,0.01637405799106103,-0.06900973151031248,-0.0006710995622306911
LRIG2,0.02216714948533605,0.02019232250770813,0.06046983757678752,0.029696697406312512,0.013522028062610601,0.030348095149923683,0.020576772876818625,0.023497110737391035,0.05940170748736488,-0.0025092975578455733,-0.03479799220974691,0.05554808104262129,-0.03430237453562138,0.058030367283651414,0.0014011652083138549,-0.020059137312449495,0.005179711801424115
ICOSLG,-0.045050318080541926,-0.02276430330759164,-0.045229534742968404,0.0695422484966683,-0.0434547733693959,0.03294175079463295,0.018565355291535707,-0.018045852197430604,0.04165612701678078,-0.005705543132714682,0.026424584475847814,0.08369164129578932,-0.00929807496841676,-0.04955113742908021,0.04310907167249202,0.027594444356570207,0.06066916017034621
WIF1,-0.08681893283299079,0.030412017036416245,0.00811332245082976,,-0.009486491244195466,-0.03378999063378991,-0.013192238499089218,-0.017893518965817604,-0.04843287031382797,-0.025719687660280224,,,,-0.01931602644813409,,0.0035942944341387424,-0.028103126486495416
NPPC,-0.0632221119430546,-0.0327172501399582,0.007749250690313886,-0.0025876350405439758,-0.006012220055824117,-0.026700205792868675,-0.025733865652681077,0.07221448126936521,-0.02995413201718641,0.046745614804865575,0.10431285442914946,-0.02636285929516934,0.02420835356812343,-0.05543578316437426,,-0.004265350768452773,0.006630955770297385
LYZ,0.06233004755491466,0.016671331283559673,0.01395004013494706,-0.014696817584992729,0.03763813331185341,0.04546276587163571,-0.0029867392229632585,0.05287365004664775,0.05042909076382387,-0.0020651787727661835,-0.004056269850159478,0.009757871668338714,0.007326821416521877,-0.04145525025231707,0.021514202993826576,-0.00932286333185318,-0.0600318466567558
EREG,,,0.03581446754278633,,-0.0045094202235428085,,,,-0.021750082406154354,,0.018409157413211374,-0.007522585768155252,,-0.025880505406814833,-0.009637499740729258,-0.026682691276265498,
SPTAN1,-0.11326661144849105,-0.0791875198035062,-0.08366786250704525,-0.12009939020029131,-0.05859740153046127,-0.016415148854034844,-0.019373937254149556,0.018064415548021993,-0.045208618259833896,0.028289453408733505,0.03027838641283171,0.02529061152554305,-0.04570384761411516,-0.03228636254830218,-0.009941194263301147,-0.017343082701382136,-0.1006503386093297
PTH2,,,,,,,,,,,,,,0.027891703256938228,,,
LIPC,-0.037992804647075155,-0.019851482700952012,,-0.03549331288293482,-0.028488565701129582,-0.014400192632649852,0.002287795018010119,,0.06178622806225189,0.03352770824913964,,,0.030430808153569664,,0.009088807017335167,0.02171515726701322,
COL8A1,0.030194818623236804,-0.02718983003500312,-0.03796833966411869,0.0007791598837624269,0.005616434029745503,0.00592335209276242,0.007018949425111113,0.000860973704237854,-0.02914547884369692,0.03466955263184704,0.010228768713581035,0.01799574928332372,0.043557382602933535,-0.010807787767034966,-0.03602416206376818,-0.017666128797277112,
GSTM2,0.03649694193033224,-0.022847741651106007,0.019307739885176454,0.02613589171445748,-0.028708050564390405,-0.020267998997975253,0.046848391383133556,-0.028104812533542547,0.025589472719774884,0.11136872992539534,0.026615996818723973,0.031606192143318196,0.060263327968623694,-0.0010288005501466885,0.04276204195121262,-0.046461077248359545,
SPX,0.030392561202165335,0.09126066455804269,,0.011867061197442024,-0.029781181375146352,-0.03330167406570912,-0.012213795061532192,0.003544045772188972,0.004656165626104091,0.00952311084966162,0.0007460612846229054,0.008513919203217814,-0.06900680387039014,-0.015279952578797247,0.035431302093077086,0.013187723439463115,-0.017465922244822706
MFGE8,0.02808031064663662,-0.06832412977814453,-0.003447976982073616,0.009759291627915523,0.04394982815110605,-0.006618071178144635,-0.0021486121961340073,-0.013120502909764726,-0.027749142156012603,0.0384785253362382,0.01203394120114516,0.0033267777705785484,0.04796037949024914,-0.015540167791709823,0.020165667669915656,-0.01617716959916052,-0.07238248539945703
TGFA,0.1800973177902948,-0.00041222704105345397,0.026263592118928744,0.06187531749419715,-0.010174870739480873,0.029599983083643883,0.06770048098066697,0.027673115801537553,0.016221119949562955,0.057225584229028306,0.02226380906348196,0.02788114342237937,-0.0992590275283379,-0.00742957301514812,0.05254147052347901,-0.07365269965615795,0.1011771548700297
SLIT2,-0.0839211601115275,-0.013435516511819593,-0.014023873144968231,0.005247834079718187,-0.008606129124189408,-0.046438147622496935,0.013694461310409727,-0.01537105260901066,-0.08609524542441489,-0.014736616637158976,-0.030089138813661775,0.04328228976789156,0.000420612508168961,-0.0029128821736994154,0.04750008657744781,0.11164033554085673,-0.015999183699741595
PLTP,-0.0017551188261130525,-0.04254590438479008,-0.06277551223102457,-0.1111533518408386,0.03306579269169627,0.06135361832483217,0.01837430901951048,-0.01940736440270365,0.04453242081508833,-0.00011048044976965518,-0.11609541263983243,-0.13041173284613425,0.0628367164484397,-0.003989225286348077,-0.07304272900282484,-0.13969001739449755,0.02027627112028139
APOD,-0.07639278268876011,-0.05257444369503018,-0.15683905499346057,-0.1291797251070066,-0.016364194316118054,0.04740578240923377,0.040820146385558635,0.014499654042047248,0.06624286466502617,-0.004215136736419285,0.05990847757502898,0.12387264946815277,-0.12864715449055755,0.07562153076396365,-0.1085250951659358,-0.011557401446174814,0.03910547861093529
B2M,-0.03480872672404255,0.0032408067584706176,-0.11637541091174804,-0.029433449814757952,0.09722871927946596,0.04296418685556422,0.015841164935781776,0.03020230686119116,0.044030327125270406,-0.009962532626265098,-0.06367808841638493,-0.0055906706999250665,-0.021497783317669935,0.02896130219921071,-0.10273003165090705,-0.15498876171557013,-0.012919512732700913
OMG,-0.0674772187907206,-0.06010190666128666,-0.03703781719220868,-0.042064060759467156,-0.06100909722515911,-0.004241847691322179,-0.014251090193466587,0.03242867470442892,0.02189312070561963,-0.05025699599056009,0.05820635614455025,0.13947416324080059,-0.09517011130891252,0.046801636273367954,0.03648702543771759,0.016747199369174372,0.019027653997555006
CXCL3,0.05245717774688583,0.08917103580599185,0.031682780684510796,0.15112051163721565,-0.01941727473498685,-0.018349045676195743,-0.010138607307423206,-0.010172364059744924,0.005064655586239834,-0.01109288344443938,-0.017992442937533153,-0.050013201413744685,0.09839626447097517,-0.04205861221969937,0.09194106552232041,0.03483023993832933,
CXCL10,-0.025887804303084867,0.028335579291757822,,-0.012948359370904492,-0.02265074750210851,0.009641711614877117,0.025473978405317194,-0.015452565539378599,0.01004527600875586,-0.017627934229133564,0.020917654934314488,-0.026368107767963563,-0.03384168174253354,-0.028392493254250112,-0.07857979278778199,-0.03177680749930767,
RSPO3,,0.04432649634337949,-0.03949771647146078,-0.022936477600486248,-0.015088732302413034,-0.02294836476626779,-0.003546015201307221,-0.02470158816394868,-0.024336327050485277,-0.011591849405053367,0.022083263541631384,0.09133157368666756,,-0.03938808300672777,-0.024150781676525648,-0.0023492415956943044,-0.04126318394820114
CORT,0.022512543851008444,0.004530959206909931,-0.0524188509963874,-0.021706326053418722,0.019478765555032702,-0.03971728667430171,0.015664221948559036,0.026508001861917332,-0.029490731554447144,0.07072930759122932,0.049720624922874636,-0.020571902213850347,,-0.03455814439852992,,,-0.04406239710312532
NCAN,-0.051317926421438655,-0.06727372969074437,-0.10549691177218781,-0.1212308688526676,-0.050580968041781686,0.01022184954716757,-0.007729280374630082,-0.03836106066848404,-0.018039725833865036,0.0009534869488532709,0.03931815010345705,0.10617885127431213,0.039338015647837565,-0.023713383109803598,-0.016872022411532506,-0.00519382519942658,-0.09920916389139738
PRG4,-0.022959567407334926,-0.023507734002067744,-0.032172565307091054,0.003228309175891092,-0.02039769818661516,-0.0002922308602677829,0.04009018783002643,,,-0.013552788157901018,0.11764306711703923,-0.003259538594367059,,-0.019349336249321544,-0.02374376711275847,-0.0010118057664522786,
ZG16B,,-0.02167600889799671,,-0.026273371732458733,,-0.02146313501416495,-0.011679503920093091,,,,,,,,-0.030113425646372757,-0.019771690015248318,
TGM2,0.0710783039977512,-0.04152085169112545,0.08147838527418035,0.05994095768080747,0.04972523133177644,-0.015273603188398809,0.04402351803648944,0.031035502550401488,0.05011057401625024,0.0055791536312568705,-0.0031791349042793204,-0.047258937015636125,-0.005053100904923932,0.019372951651026968,-0.02822544867613176,-0.09233814316767097,-0.04420585738897832
VEGFC,0.00188760994584695,-0.02984774500132752,-0.0027094369638397155,0.05533902546890028,0.051714879089598154,0.06201906188596284,-0.022162342477519296,-0.01605943524787688,-0.0019283684296076662,-0.013831160527421673,0.09364089462253651,-0.04121859443589547,0.027900366038970163,-0.02493384149972079,-0.0479251530547456,-0.007005214356019359,
WNT6,-0.06196977160502204,0.0017593654337604763,-0.008046934651284804,-0.0313103204622999,0.06435489514943314,-0.0195489034890917,0.029067322732247006,,,-0.012071138477238492,0.047343976505958806,-0.01689332790519222,,0.00041780311987373264,0.03457487282654429,-0.02043008772079693,
NRG4,-0.046182072090488566,-0.01439705298536237,-0.012165343412643364,-0.02755064701399006,-0.029053853608092414,-0.024761201609727227,0.0021949562216907656,0.08259788705208954,-0.027380787544027438,-0.016135662010807877,,,-0.0266056288319113,-0.02743911381119499,-0.006542555417251814,0.0899668244727135,
PMCH,,-0.016593378356381704,,-0.02994605103905866,,,0.09583279518206402,,,,-0.020859601147404976,-0.00041658956594722174,,-0.015798308836289802,-0.01821692253226536,-0.03934614307100586,
COL9A1,-0.03762923591299625,0.003904541780522526,-0.03583977564011737,-0.02877464000212333,-0.009895640506448337,-0.04145323256404967,0.0033511564795156703,0.008096824545675129,-0.021448565968158226,-7.299250916223773e-05,-0.04980587141670762,0.09285627064522226,-0.0034506051618851522,-0.026441204329773184,0.00025039547171702383,-0.01801314245513719,0.08439021541899033
GDF11,0.00827072711379491,-0.03415095600170156,-0.11689068223701295,-0.036719531597853586,-0.039351691903614684,0.0021617968957001387,-0.02764644872393852,0.08197433007794042,-0.0043672893590785316,-0.030594301066400608,-0.04190930742228687,0.01864458620121714,-0.02188263724324023,-0.0027573995335264975,0.07376716491738233,-0.05098170258644398,0.025405437746487743
RAET1E,,,,,,,,,,,,,,,0.036975076840589344,,
IL24,,,,,,,,,,,0.0955939739689153,-0.0193453195789909,,,,0.01324079567482146,
SORBS1,-0.07527083843123203,-0.011728001140661163,-0.04995586360010368,-0.06551690399240179,-0.02792476043425737,-0.015684424250582224,-0.026472885052534475,0.026198248349258536,0.0503034040670052,0.007973453449309631,0.01835636733028245,0.03494470006084615,-0.011286148085564355,-0.021200660215639017,-0.0011375844446341664,-0.09697229403926731,0.007209039276254922
DLL1,-0.04890260972697236,-0.014405566541100534,-0.027404826012333565,-0.07903524142599855,0.013486157223359375,0.055979903729036586,-0.022544339228160015,-0.01065066049038121,-0.06239892620710216,-0.03185168932847321,0.06027587578038494,0.1269376442279263,0.0722111817992174,0.0035845967156319597,0.06081441324702632,-0.03115087240514267,-0.021445787951689665
