,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
AANAT,-0.05098940226618025,-0.0024094427840630726,,-0.020355192703320965,0.042716840417360506,,0.026282293955449905,-0.02051617657030226,-0.017094161499637446,,-0.021195958927289843,,0.0180311789164999,-0.010940600909472104,,-0.02966046646793046,-0.03226046975107344
RELN,0.01323486494007705,-0.018456383466517113,-0.02421024930765133,-0.010277820514892821,0.016994454465311032,0.04411057092421947,0.20434230468307543,0.09225425869177767,0.038045024013410256,,-0.008849465068160544,-0.013245798725384415,,,-0.01166304215907175,,-0.03015144469154518
IL15,-0.018130552382899845,0.04468374657736863,-0.022060262600637415,0.013898336993035828,-0.0157971716466208,0.040148012955448724,-0.028168878860211882,-0.0008112533811362876,-0.03674095515439589,-0.003889378116414984,0.06558279346367976,0.012969849945705289,-0.032200731494650324,0.05797859303773945,0.010917598047739783,0.07885160331417114,0.0034865326588799607
UTS2,,,,,,,-0.08428490544339465,,,,,,-0.02834653827513558,,,,
BSG,-0.011539180482361803,0.02433175472308244,-0.023003616039106497,0.03282537537616968,-0.04772690557693478,-0.03682623211841052,0.12718541775026312,-0.05369655881182768,0.042958180359380226,0.035974376371809384,-0.037519386409707346,-0.029312510094277384,0.05958590498170872,0.011031614337317261,0.029139942539339443,0.11283045207349766,0.041079937133982024
ADAMTS3,0.04256264389743189,0.08979288730877241,0.03848645010423627,-0.027331880649098937,-0.0056040564286660155,-0.04991773534080358,-0.1373504137042039,0.03583649032373507,-0.033007085218104006,0.03643913593446583,0.008366532901972982,,0.09767422028504066,0.010954030126543206,-0.021440960331493352,0.07654849397296017,-0.0389452537714071
CD34,-0.016725930146648575,-0.009498490192890497,0.009051508360637166,-0.015139025984413008,0.06509235286967568,-0.006683990715732926,-0.06076187564831399,-0.029069264595944423,0.004227289949188786,-0.010996711876057247,0.007334075264982343,-0.09213510265387069,0.025034279244427346,0.04786246957655243,-0.03860344146374497,-0.02774524202581888,-0.0036191537060723156
CCL23,,,,,,,0.022389842568418344,,,,,,,,,,
PLAT,-0.028625733803355702,-0.0033909996708657753,0.07302502290479003,0.019251071226554114,-0.009113447483583975,-0.2049824068050804,-0.0956359384419232,-0.035294672529785895,-0.014494497929744133,-0.03588174315370035,-0.036119122708471986,0.01960409858438413,0.027802069157752973,0.05241821612166626,0.01472489367010641,0.023621202409274903,-0.006087993833140346
NTF3,,,,,,,,,0.013442869719685125,-0.032914448629691194,,,0.07444376362259045,0.046426741610282145,0.06211597093284789,,
LTA,,,-0.012734208225497548,0.0308048963455217,,,,-0.019759216157184668,,,-0.019658274670402272,,,,,0.004373908970596281,
CKLF,-0.019216642823094408,0.006293585541840418,0.06258650480378493,-0.027145014882203673,-0.06962196737452415,-0.1582955182623174,-0.1082945475198171,-0.016317822124493273,-0.0018274078031103801,0.09503464503230317,-0.05267345841464131,-0.020795431861015862,0.04847901861653508,0.11725537516143718,0.011194619750076126,0.07802816172956402,-0.008355203305528202
APELA,,,,,,,,,,0.08414590717220653,,,,,,,
CD24,0.014513526898354391,-0.01886024703787873,-0.0008849426222011566,0.019620620727472962,-0.046647424769984305,-0.25592145921658793,-0.03234859882002071,0.014468327829999454,-0.15277899785296345,-0.016276416850669956,0.0261952568862202,0.003990703354644511,0.050284888389708106,0.07955316550332409,0.08908655142617551,0.05697048628454602,-0.0033587092943504174
HSP90AA1,-0.026756113856845305,-0.03738515911665735,0.07076502856383164,0.009394469388543101,0.19469542331977757,0.14453465279810843,0.1333403047517574,-0.04182956804735915,-0.04473372562874791,-0.05905834463707213,0.08334629823174762,0.03169686702376252,-0.09606003922130534,-0.15512420201803248,0.013001462232233862,-0.029531711415335112,0.11046900793853517
BMP4,0.09986854309601334,0.012084818223570985,-0.013499007198386077,0.002365572769543297,-0.034504969575617626,-0.13803978400790864,0.02572056865904679,-0.012801464760722234,-0.028144564609876938,0.011477492492301625,-0.016750880412787807,0.018795748802803658,0.03473077928435751,0.004235829848495762,0.013939943984767927,0.0279448665963504,-0.04173281862467879
SCGB3A1,,-0.03161593054461368,,,-0.026473876418552224,0.039996995967681984,,,-0.014419092417629498,0.015748915444928357,-0.013717284095196828,0.14669846271287254,-0.002181264864735044,0.006180687936500548,0.005662787940186868,0.11121401428539109,0.007971493910235675
IGFBP4,0.042249419348169434,-0.013149917264633739,-0.006033040737364155,-0.025822883716051386,-0.03936143068817908,-0.10491836482958952,-0.03820857516873641,-0.030710408501031947,0.06070304453787537,0.008957044540743834,-0.02559590098872992,0.001496822861590258,-0.05309884831558219,-0.08074445298340116,-0.04172675516479851,-0.023260282500764888,0.03031411900709925
RSPO4,-0.012106162721841873,,-0.020586301976390033,-0.007522034502024461,-0.030555156852305056,,,0.026037618610148847,-0.014419090308511049,,-0.027269121805984523,0.0729100598055671,,,-0.006796145000627745,0.030203203858949822,0.009930639395049637
LEFTY2,0.05239414623550886,0.01798130040447635,-0.01289060367726513,-0.02347574504443987,-0.04742632665732647,-0.08498525163773848,-0.09414126602748536,-0.001735644713289552,-0.015810708872631526,0.026518073017927597,-0.02426792054418839,,0.021016395437518886,0.02482852644556227,-0.004717915048516645,-0.004558152038220505,0.0665805733258053
PF4,,-0.0003503122403233757,-0.011583493141009184,0.014910735558141854,,,,,,,,,,-0.028015024822828163,,-0.03991850868881763,-0.02978526118668161
ANGPTL2,0.05670567532403552,-0.05716733799095091,0.0597154537780959,0.03457140788155968,-0.04743166784129387,-0.20821496692144167,-0.053501876500244884,0.017202100704528635,-0.04123087327291874,-0.1264453722357925,-0.018371229547888456,0.0028749138525823938,0.03566312364292135,0.07394460737335976,-0.005195382235926803,-0.00019819734321040443,0.0025035345811667132
LRIG2,-0.008979329050730116,0.0696143957259572,-0.012712516408672082,-0.015603053637133539,-0.053214821717324584,-0.07875493909626431,-0.06602199342525462,0.01831893252656978,-0.07097767629926979,-0.04497530052127891,0.012841068833200998,0.03837275568074151,0.03867014356001682,0.03262324876330842,-0.03236777721629482,0.007979166451038402,0.03493414785781386
ICOSLG,0.0005140235405408064,-0.037943099096155425,-0.012060167759841131,-0.01610314933612215,0.007563933211466969,-0.07782598384445881,-0.08417925116441588,-0.00046103661239447753,0.026730271897555537,-0.05499068890436205,0.025179962408083352,-0.05058764569786679,0.07891105983081982,0.09190138556360218,0.019685550792755333,-0.04084094881051211,0.06716210050777328
WIF1,0.096841670425199,0.011135054904193888,,,0.12257036922464995,0.2810849410195361,0.2698310952676496,-0.01773402556845926,-0.027133742556277575,,0.09934277201898675,,,,-0.02877651819528989,,0.005776985510320032
NPPC,0.03189458739160266,0.04002649551611497,,0.017279565525730324,0.16174755884409867,0.032845608030150436,-0.023015532055446625,0.03151439459640824,-0.02003900687119245,,0.02896732338548216,0.011790047794794539,0.18473229961476156,0.01077660033224874,0.02977500199618401,,0.06115248065992669
LYZ,-0.007223756944060634,-0.028320305180207797,0.048688841902606354,-0.042233702476211575,-0.051044642928925396,-0.025531633858589732,-0.0672772846425812,0.014185000987827722,-0.0013214709980158802,0.07728276472239079,-0.044875262395501866,0.004042110585531403,-0.008870940587774195,-0.021140273406205466,-0.001905272498155843,0.019653722891051228,0.09207936427768966
EREG,,,,,-0.04299835549778647,,,,,-0.020430577741770626,,,-0.033587510195604624,-0.017980446727227744,-0.03855610970207839,0.03681943120239139,-0.0604513311245567
SPTAN1,0.06196658527243807,0.038472755624311974,0.010326840792604822,0.02473267634582219,0.11857164060562728,0.06755501100211463,0.0664418650598728,0.06120347701693632,-0.050865512792345795,0.06312293685199313,0.08751889617829003,-0.02047227006229156,0.03362593059027108,0.05632081233976067,-0.008204454284817721,0.010812090354425354,-0.02954524354497792
PTH2,,,,,,,,,,,,,,,0.022953608624693297,,
LIPC,0.01306568147850944,0.04228849459861643,-0.01743377625206856,-0.03149887191106865,-0.02958242092414102,0.16977734865851546,-0.04566029752441231,0.003284594902213941,,0.006076497757445354,0.003369664412648416,-0.07710452169312972,,,,0.05151566930146278,0.014184136542739959
COL8A1,-0.05545801453230314,-0.005116033430974176,0.011651047615185428,-0.008738734645589162,-0.0961075025369831,-0.12836474243708804,-0.07040541890861589,-0.0039884766490201435,0.026844669372226012,-0.0019018818923437822,-0.029260400515630756,-0.009540079419155498,0.018926800656333724,0.08550828363284982,-0.03544699341923914,-0.03378430113704457,-0.06636862331913644
GSTM2,0.044259013966171844,0.032249669768319104,-0.025382425261344616,-0.013688250968233118,-0.04650764482248811,-0.040909479680727834,0.009919354515738612,-0.00017448062093077543,0.023525628867780007,0.05692083870922602,0.03318668546859691,-0.1013235678674805,0.009000932396892336,0.05358299561327044,-0.04254355962971755,0.05879664932173953,0.060279580654555104
SPX,0.020746810454881557,-0.022539124155714494,-0.010133940454168665,-0.05161444279779331,0.17621988899108892,0.07516158321534391,0.10238647357518324,0.029307228679883668,-0.052873342137225825,,0.060398238705422436,,-0.01583195273683179,0.013337020438899465,0.010464630206876572,0.04207158046147873,-0.10131763865544932
MFGE8,-0.004257490134432584,0.018308953266467975,0.04756254608209476,0.005913139433743962,0.07978655675900467,-0.06891339703955532,-0.061019183938363156,-0.021055995003054846,-0.023653996624775193,0.07386795143618453,-0.04368231075534844,0.05934772435988594,-0.01157166564453247,0.008126342622980138,-0.05233198694292001,0.07348662666816674,-0.007067692967449002
TGFA,-0.03979505182589696,0.0012652846705039425,0.029985356143461706,-0.01215880048467701,-0.07792867915412337,0.029319651852075315,-0.07678909872371416,-0.031232554873462385,-0.0289316366246191,-0.013053371799247489,-0.011889220655509987,0.0031613106786303412,-0.003421742908072744,0.03825600836333266,-0.002891653753932546,0.09014009318169086,-0.06728328129105933
SLIT2,0.111622193743047,0.04996897142596653,-0.007337181290456819,0.010470469842758479,0.04707813068543914,0.026578441264724556,0.13846717673988462,0.010235293951940547,-0.09930624123495232,-0.021329971024480684,0.1078131295281645,-0.040477235385996325,0.16184633309531793,0.00911921470749351,0.026225449494172222,-0.007084646293453446,0.07528723957010852
PLTP,0.010314894285852205,0.055326898894979805,0.07082175177698298,-0.004622615661684789,-0.12958307534135974,-0.08980673063213619,-0.14790011329695757,0.03584971589814786,-0.1380181041200888,-0.0357740285091878,0.011576451264484538,-0.014217682318354052,-0.014357547611412946,-0.08227342319799652,-0.016578113615652985,-0.06598379176261585,0.03911766650668425
APOD,0.029949144797060314,0.03338170698181182,-0.027330221181649524,0.033824968262177284,-0.08229933259357718,-0.1549888656874954,-0.15535342668683366,-0.04913210298194017,-0.03198536902240289,0.03841931362339035,0.03617042325407984,0.04737775687723083,0.08008859911922657,0.09688842254606525,-0.04803884323200931,-0.04231529442023272,0.014439766791023087
B2M,-0.027492693142786465,-0.0051236748970258355,0.043454367696151845,-0.008200767843603874,-0.09483379558840617,-0.28283803775918054,-0.1641695993811971,0.0016350367781455442,-0.07652736145054018,0.14693445231551205,-0.06423602111937203,-0.0345198773315295,0.04068903110857695,-0.01784189045483418,-0.047896190908999756,-0.06595406459248943,0.06302407565080217
OMG,0.04394373978416925,0.015009453993272479,0.020969893534218877,0.01286237226881879,0.10515758776598712,0.04383433893138789,-0.10920684151787982,0.04430311887987693,0.03978757407269729,-0.01293879713743829,0.05206031297613162,-0.04811391331560837,0.06604167321615309,0.13790672613911212,-0.005193876086226812,0.028175974835511784,-0.00849349613443352
CXCL3,-0.04715484221850193,-0.026220995736399265,-0.02381455951757223,-0.05482459188844294,-0.07473410828916568,,-0.039857908503509294,-0.03288944218170623,-0.015425378770555187,0.0035875336950413044,-0.014157517608668568,,-0.03941583639459093,-0.06355062559291456,-0.02805719031659243,-0.007757717177843991,0.023665704079655066
CXCL10,0.006759795825114803,0.0814883793295337,0.061741049315868594,0.005247823051269533,0.029222450971474054,0.013760617994365459,-0.10406637425133891,0.011043724284625304,-0.02343227936218007,0.0685286670639983,-0.022498008791259117,-0.0006998169717386293,0.0401439001408898,0.061424069245529726,-0.003558959176243805,0.00044937476424239636,0.0009747546258204223
RSPO3,,0.024383000505357442,,0.09271967397782413,0.2612465021232084,-0.021851468469355897,0.0672091692352589,0.006970628480473827,0.02028294254220914,,-0.014794333041635174,,0.005650763351772008,0.05039102277193236,0.004359987323151987,0.029296232686820817,-0.013352396581865232
CORT,-0.019274995436960363,0.0500017467326445,0.058018786031293984,0.008543877729301446,0.06820345473294255,-0.06353482739130197,0.13925415666816363,-0.006445243778209495,-0.05068025130985053,,0.04156478052006101,,-0.03267545678679016,-0.029316299582525934,-0.0070232501292824155,,
NCAN,0.026981369955186203,0.0038367170337613413,-0.011482357692476316,-0.048806203033654044,0.1956841937402197,-0.16179892009791313,-0.10428436161068053,0.0014961008502353877,-0.04108004316238007,,-0.08418180018490917,0.015021070965577537,0.05783645964245724,0.10446550761822766,0.034386792340947964,0.002747785149526375,-0.06588761137519972
PRG4,-0.05467695280073395,-0.015015935973804318,,-0.020089695896551456,0.04671458479650645,,-0.01583664773484062,-0.02936902460522617,,,0.0019011968322690644,,0.032976708337129144,0.035238489555755384,-0.0583126518489439,-0.05068794525706011,-0.00351342467829757
ZG16B,,-0.029144074874570707,-0.013938851345939345,0.06544427172278713,,,0.035160839103560326,0.0020266986883329483,,0.009576573626753772,,,,,,0.05734424916910309,-0.044794019000138546
TGM2,-0.011580011346716369,-0.042714517519431915,-0.04270212924099037,0.007303268748103437,-0.06854236374983537,0.029623103727333365,-0.019988487260335062,-0.0005314243874067803,-0.02375151781877909,-0.026035769460438066,0.04424294262565898,-0.007994727099182503,-0.056197837954929435,-0.09894749678829343,-0.019008433406458535,-0.002985990695391395,0.0293596745046584
VEGFC,-0.018833997941787962,-0.028048345309892638,0.0003378392342613899,0.005785672915369999,0.0369583835445208,-0.04218093159299351,-0.027949010045963934,0.0006449796707213976,-0.0597484177766165,-0.021854562565702045,-0.017652299304871156,0.0391341453752927,-0.039779137748542776,-0.02999535753302788,-0.05283297166129023,-0.05898478773601455,-0.030096078444662142
WNT6,-0.046807847101833264,0.008917520998690988,-0.01289060401557262,-0.00601901838764481,-0.004425968167514932,0.004821367408203707,-0.04246424693481363,-0.009756446088629349,,-0.02577295271496153,-0.0154060354464328,,0.09076220918413316,0.05963796222762287,0.005378346817075068,0.027071239909861475,0.017521112986613505
NRG4,0.024608541572943364,-0.01692458808141807,,0.07254859797935773,0.12908626732348363,0.04085555589646902,-0.029951770479315673,0.00912971962508291,0.060625977470652875,,-0.020593466089292543,-0.038793617690535555,,,0.014940941593888585,0.049395759455550754,-0.04573261006182132
PMCH,,-0.02471930225525656,,0.03796010184851255,,,,-0.022981170192177415,,,,,-0.038567076821359715,0.020633378424281406,0.009672534670069701,0.03505972221921385,-0.005661468338023699
COL9A1,-0.02839184435318065,-0.0038688223716289087,0.03059995573796618,-0.025536322932249493,-0.03462736375469854,-0.15801866399134024,0.013466979258162886,-0.015448786975114499,-0.030544153053175482,,-0.023465765031367044,0.019270274192219144,0.055261835218525984,0.1395211468081447,-0.03605581027802677,0.07672940690716266,-0.01949438942994717
GDF11,0.029682110200602647,0.012282358071383842,-0.011903434964340286,0.020280897635527886,-0.01186498092391475,-0.1409638445023937,-0.025037547347757323,-0.03307090407262792,-0.042107116606367914,-0.05105121695132186,-0.0077628396396864415,-0.09542029426134824,-0.00517407925063738,-0.05655409819468915,-0.025127309753043985,0.03455917374792243,-0.0010859716759746476
RAET1E,,,,,,,,,,,,,,,,0.07688165841086497,
IL24,,,,,,,,,,-0.014534315557869971,,,-0.02875468312984354,-0.027568339495390493,,,0.050133747270376644
SORBS1,0.03387330267171743,-0.019506270420137275,0.019504756629561422,0.0338747477462935,0.012831797971723425,0.02554550128343016,0.042701911901384754,-0.03653297945733258,-0.07135941466457948,0.01959223808303761,0.0013732779771159442,0.010775407070143496,0.049305999023453645,0.026522087107276274,-0.03280637432861901,0.03641533642895076,-0.06899568868389461
