,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CEACAM1,0.003943698910245718,,0.09374934166428589,-0.013221173433017479,,-0.017877163123855375,0.017851052387627294,,0.12895626475048916,0.052207679292149534,,,,,,0.040275133672128934,-0.030919738832703367,0.13807290190846103,-0.018461211150843752,0.05780660776904035,0.0417803492418512,,0.005432393106330501,
PDAP1,0.009505424827224381,-0.07340269373072977,0.023885445755545118,-0.016692470319989994,-0.03505023207113005,-0.05978427607887275,0.024099639001657742,0.05083453916853422,0.3537779562509057,0.015210858615181193,0.06708118716814129,-0.023464300245454747,0.01492085714858386,-0.007365007275687826,-0.12935195896435586,0.08772243727750981,-0.08110197095147278,-0.08452825837476564,-0.01866950513836213,0.05225206677275965,8.270590460124088e-05,-0.047953515142227704,-0.08405601496600305,-0.0004188694819719117
QDPR,0.09197612614943652,0.011090714672591845,-0.17087286157415452,0.03620166755088387,0.06361869335113436,-0.008403070002694394,-0.053711328605172005,-0.059714676929825516,-0.506424884045555,-0.03182291878074567,-0.014311128348458336,0.03787907589851475,0.009199457320396773,-0.015375142630221715,0.04437172218091546,0.06401282076249565,-0.11641104580378381,-0.03267495516978319,0.012383737125832956,-0.3155978305480488,0.0996045890177804,-0.1161973156925844,0.023858801109303086,0.023605604015287225
POMC,0.04559036876183336,0.02977557428849388,0.10919731988515463,-0.02349191585011957,,0.08445734273472179,0.030175035828872907,0.003698547694245197,0.014838169585062622,-0.022905045865203096,-0.03316902792383135,-0.0660223887281245,-0.029118165462388424,0.0073007514092068545,0.0312402316493028,-0.015396018311867847,0.08462290351512894,-0.011196424092813415,0.06455706241778938,0.022718017589924294,-0.0013461180101947945,,0.05514386562737653,0.07374289583654145
CCL18,,-0.03510072264280406,-0.10484829613192825,,,,,,,,,0.0037744079050321005,-0.06599317563117349,,,0.03547788335504521,-0.021922603201659018,-0.03901729242484412,0.11725825518923762,,-0.032753428947460604,,,
CCL17,,,,,,0.01833304239150493,,,,0.012368229549968813,0.061250949248953225,,,-0.0209046192718969,,,,-0.015126265591885506,-0.02664991728062798,-0.005469180954569435,,,0.18706512377778992,
VEGFD,,-0.020493210919111673,0.0581774137958331,-0.01893667838715236,,-0.0032093337036455806,0.03720869331760155,,0.17113730208691422,-0.003793583502052099,-0.011196288998412855,-0.02042609378225299,-0.019673409643182704,-0.022404127959504465,,0.07852614039672395,,,0.003306531305436582,0.07697788845659781,,,,
TNFSF13,,,0.030344457399123434,,,0.03620427706105946,,-0.00695226494709868,,,,,,,,,,-0.013337185430014995,-0.028967548952358552,0.1600165484192229,0.06634899220982823,,0.025619484738606504,0.04457104293328138
WNT5A,-0.027461482214913607,-0.08290385850668455,0.10936335556705008,-0.018123096713070743,0.12614785254832817,0.011405220174734962,0.06794299975546268,0.18411894233509152,0.335770438898292,0.01886536660766163,0.04312277128985492,0.04882825484293592,-0.024647748628965814,0.02141289364750919,0.03996267780943703,-0.08326290048858334,0.007139986938925756,-0.049345681542238055,0.005285427707874295,0.08413539942469858,-0.0632104588263284,0.0018979022348210206,0.08466253131578512,-0.002529680377217633
CXCL8,,-0.12394887981050756,0.0057877075850428,0.07418149488528492,-0.1938923702163672,-0.0350977197513248,-0.03884668951969894,-0.0006307554600320314,0.19072301410994918,-0.006219834628393451,-0.010426471146152526,0.07263941761366356,-0.03494943078210626,-0.03510476701609413,,-0.25751757128396435,-0.03859819450204946,-0.028572174799301974,-0.06214706660422156,0.025718373161641103,-0.031024092485001716,0.04175421975135187,-0.04460111867553233,-0.10604206028112673
GRN,-0.036877027363501375,-0.032014929358378845,0.3291961217822161,0.03180856846871256,0.18409747905830715,0.024845109599600887,0.05986184915490207,0.10715466941657956,0.452315684669474,0.05678034167358373,0.026527660264649144,0.014673786483423932,0.07551869847794297,0.06486612433315868,0.04535762938702992,0.002135485624330961,0.1489543821964493,-0.05447663723014016,0.04951195079325102,0.3987749785794861,-0.05256904139321028,0.0299575614509582,0.0916959468857678,0.17871621365643103
MIA,0.0419263963788163,-0.004488574878672257,0.056853024925570185,0.0021639725527327048,-0.05182480279038185,-0.07566823007749271,0.019141939239042723,0.15720782423314253,0.2338786092575419,0.0496845910114347,0.009287946533881592,,0.0029783243794089943,0.012394998452241074,0.07417018274508805,-0.1316306451511683,0.023961322744755213,0.14273162524794147,0.06874929375080253,0.20498043958366657,-0.1339814042439304,,0.08432748623070885,0.035579704590052545
COL4A4,-0.003274450846679438,-0.03011865614532234,0.00916831463174631,-0.028321474430512295,-0.010265886563489465,0.03781693127666727,-0.003212734127510598,0.03729115862126966,-0.005134249786591409,0.0758883070236541,0.019146063598935933,,,0.01653330412466705,,,-0.027717020235986732,0.015649244812039175,-0.0017771028265169088,-0.010189519005650733,0.019466214595078857,,0.053761693905078026,-0.02640605275123716
TAC1,-0.020577801023459293,-0.030944904319474855,0.022891846947034,0.0920569112237703,0.16317593736150646,-0.044611195578020194,-0.024089975658855203,-0.13375309658104165,-0.3141888554437575,-0.08392285094732348,-0.002247806457231685,-0.04939685693068782,,-0.020038761292240578,,,,,,,0.05231450448140722,0.014670260895578558,0.027554779400717808,0.12441202244792927
RARRES2,-0.062483219151675866,0.011985794177784123,-0.08993168898033668,0.005334582823183139,0.0015490616801339065,-0.005816733081385895,0.073128070979947,0.06708238829502425,0.47308133233715116,-0.05927701590102053,0.04186540517200196,0.1254747872662893,0.14070248974282815,0.002234344804207706,-0.18864487692655227,0.01658837557852359,-0.05787275220910092,-0.02827806453034982,-0.002814626372344975,-0.08192200201734676,-0.08871004357682902,-0.0738058654895338,-0.0007461385122053741,-0.12832154908219567
FGF7,0.045745233431791286,0.009464920265728477,,0.042035299270698934,0.02184088131245962,-0.0258112431765721,-0.022685938342236995,0.0870420121235647,0.18281261194898815,-0.011201918517032288,-0.012285787533327767,0.0011000614687591693,0.04645736915689475,-0.007552288084513692,0.03880838481532867,0.01667834359554568,0.06114712269095439,0.040132509580370526,0.009258263089448446,-0.007232313541876216,-0.006583311057679605,0.08275612799864514,0.051522442352916316,0.07424040893069592
EFNA2,,,,,,,,,,,,,,,,,,,-0.01754614571781835,,,,,
HBEGF,-0.011682391530295254,-0.02861030058780091,0.3250148381593525,0.004260652597675981,0.03737889393736823,0.029663913412680314,0.011115576699669855,0.14601096031272157,0.2293438745751285,0.04072406753281052,0.042096372614624906,0.09526230884098155,0.020239813270172907,-0.00010949307155898876,0.08076996285230281,-0.06300380725484499,0.09054045439585334,-0.03547452916654977,-0.005301393214131274,0.018636004585907456,-0.062240520772164555,-0.01957360155467776,0.07379229281089111,0.007904547568297353
CSF3,,-0.05420396191878563,,,-0.06154180828340955,-0.048474653421412925,-0.018197146598268394,,0.015172451658372596,,,,-0.029555879522396078,,,,,-0.005178751673866145,-0.001166521974924636,,-0.034663377496032884,0.06053447655354823,0.03040821029345296,-0.038097438799775646
PI3,,-0.04525305011539318,0.03528573398264172,,-0.15062941813324962,-0.058758780782916825,0.012532082611304379,,0.11906907193167335,,,,,,,-0.0589628008152196,,-0.09204941791042294,-0.060448663134471406,0.11982218033776063,-0.10737101712738928,,-0.09400173647889164,-0.002899802069014931
PCSK1N,-0.047163257339666316,0.07718070628070946,-0.04404121006978714,-0.007898699952871891,0.19394861174724418,-0.02734557671684345,0.03754558047759577,-0.09153942396400983,-0.10636604445411395,0.06490561851255312,0.003639615214523905,-0.048555852919131025,-0.009102853638507625,-0.004474885379802543,0.02523913529413599,-0.017839246665762313,0.00365311007971692,0.009949378049300473,0.05165112736895945,0.12131560084155081,0.0018451895268400895,0.01635246698384345,-0.011287782807168245,0.07849845012513976
NTS,,,,,,,0.018455717055011804,0.0713192029116665,-0.034958992752891715,0.053004032468409776,-0.04231783319386256,0.01091392923289372,,,,,,-0.0233505642486829,-0.021376648940475265,,0.03311560861657951,,0.03355264648452704,
SFRP1,0.032143950356401475,0.10619577740393298,0.10267642052056952,-0.019126723160646737,,-0.023259643967374743,-0.03864286531202117,0.05032106393646854,0.04553759604699643,-0.029324670727625554,-0.01526394617283183,0.08646373281870742,-0.05701341292032535,0.05315017169880954,-0.021091671700887982,-0.03200709667334384,-0.025909955912992482,-0.012513542178197062,0.00673234862547616,-0.047059611007897975,-0.022788694450019905,0.14588954486957037,-0.0131294846009364,0.12805724952726244
CXCL13,,,,-0.03196993164801343,0.06674228807875388,,-0.03829557301614606,,,,,,-0.05563174144405368,,,,,-0.0339766938383559,0.022849674848897415,,-0.028568537150858397,,,0.08348166380964929
MICA,0.04891794239545397,-0.032996601892608765,0.2102029099378069,-0.014600888362510639,0.05576427117223282,-0.08827750274257697,0.02921011171287415,-0.0003425914202226893,0.2872564148405831,-0.022087010155211147,0.018687108570370852,0.015081931716129402,0.08791504010446026,0.02281402692325435,0.05403465347146214,0.04786772976775689,0.050357956261278494,0.007813118345354156,0.07918592703301605,0.15086407553544104,0.028616164081979437,0.25299229323379974,0.09753178100267382,-0.01192095590438415
TG,-0.023831608572119252,0.039621318472580415,-0.013203984224756875,-0.01797813200996083,,0.02313288945516967,0.05662422336825138,-0.01845622873036648,0.05213420998068767,-0.034945024171265736,0.09094562419616833,,0.017821844847322518,-0.020928085391865234,0.014170604737724815,-0.0485079581240829,-0.035695123469932685,0.06414473980030115,-0.026327679989059192,,0.026845822184243258,,0.02047636761238476,0.017189547869896748
ADA,0.044790291403832116,0.023290776501821462,0.22543618829275952,-0.03714042707568192,0.08701716419104553,0.031030536116380722,-0.0050812191593726285,0.2031991160574862,0.33558233305809027,0.02784670951367058,-0.01794032550857492,0.02124636261245178,0.00978815575145719,0.05818034040093543,0.026259657740021477,0.2754015869537808,0.0115504882110983,0.026702173821495197,-0.011450869015556198,0.23087748511078565,0.012713513822666327,-0.04008245451853475,0.1347659325892879,0.06278215868666472
LAMC3,-0.04456169676323512,0.028559900388888688,0.4200506815457283,0.013391505184826905,0.14275140262945535,0.0642454945452823,0.033557251529159934,0.2057978189523833,0.46200056856227084,0.08450805097289693,0.008668026077099081,-0.0016509693600045099,0.031473238570870705,0.15817372271510138,0.11071723946334823,0.19154117034788543,0.09484597755413234,0.10339002732412146,0.10087197649746552,0.3611251340059328,-0.047294641948533174,0.14641628033061058,0.06430498015885328,0.19519428196103009
CCL7,,,0.05443660713212384,,,-0.012422909184338487,0.015430243125832754,,,,,,,,,,,0.09640373067104756,,,,,0.03651938375553609,-0.05800722298576152
NGF,,0.0065066650832944495,0.08559851363526821,,,0.007469202284169736,-0.02770365139930226,-0.008016572412424596,,,,0.00986914905013943,-0.04669298683425818,,,,-0.03257837244470498,-0.026182942328839706,-0.017310295999990045,,-0.020121319610771814,,0.08528707793408821,0.1023067744086766
TNFSF15,,0.024567389087304835,,,,0.003424204017861121,0.005565678749058216,0.010845710731068678,,,,,-0.018821765019750848,,0.02737320420183257,,-0.03290140171698239,-0.00290825502888713,,,-0.0037909013313595285,,0.00605945683343465,0.06687538880810479
HMGB1,0.04650686759660518,0.027224859898289516,0.0697144380409113,0.046621561435842555,0.15955239283305775,0.014587189323790028,-0.01107389165249109,0.12397403266395127,0.3524582558053752,-0.009596689214818117,0.04991884565841942,0.06292036253501875,0.04746242898247877,0.07589303556216347,-0.044577350079142763,0.12905611898802927,0.0005836904404394899,-0.046838491488731926,-0.03891965687600482,-0.1609029274985986,-0.09627858571133378,0.10529669511047786,-0.04642586487623119,0.12178056575213814
ITGB3BP,0.014918317173032132,-0.021490483041208045,-0.05154556601581968,-0.04466626912001531,0.003937952626450272,0.006743903937119955,0.08545113993809737,0.1640816198717821,0.3699949002147138,0.06219784759781032,-0.008855921612913471,0.07637081935765748,0.025758469577451915,-0.022971402174341727,-0.11231467851944044,-0.002388717810081496,0.017472608357320927,0.04345083346172078,-0.055721272917769,0.11785544654378782,-0.0914219807253104,-0.04904268548557635,0.0772824476738287,-0.0012989180596349875
AANAT,,0.01046563448700287,0.015111521323566409,,,0.0008234756769315447,-0.03387268781168842,,-0.023562186863314596,-0.011732077081829653,-0.012733421527452136,-0.017289359007688333,,0.008501677040993834,,-0.013008445207836384,-0.0228333101892853,0.17406551062394734,-0.02361235983921771,0.09236262135214822,,,0.040946912923138,0.10348507666909587
RELN,0.026247548782484337,0.0071443507623859545,-0.03336904302006624,0.04559764842010417,0.05373486241318623,-0.013944830720017487,0.060835817813973854,0.008256758247978007,-0.18542926280085595,-0.030367796367603013,-0.03666957792679099,0.005871815736060245,,-0.031044413120939744,,,,,,0.026239761745522793,-0.026000304938925734,0.07112870842919809,,0.06333536379528185
IL15,-0.046467565436302864,0.012444547892586312,0.09059651744896213,-0.022903865131304095,,0.027373917188874386,-0.01610630397032805,-0.04084165826659101,0.11517253262820004,0.046277641179728844,-0.01608219880245046,0.029067623691159467,0.09460182371851744,-0.026007238973240702,0.026285266446828687,-0.09528840846862972,-0.038598295381856516,0.013491437244769368,0.036926739911192,0.11884420944154302,-0.021750892806716233,-0.04427099434739935,0.09668910170486081,0.03598784948391865
UTS2,,,,,,,,,0.24336973308105064,,,,,,0.024444686177915852,0.006792128262188421,,-0.016936663040759,,,,,,
BSG,-0.027521872759717556,-0.02528996061588812,-0.05368781805261748,-0.02927978742572468,-0.08180313967045785,0.015827866150082803,0.039784281558282585,0.08663056542233072,0.054870801479620104,0.08039867566689297,0.03388559303774304,-0.010296970202082163,0.051966838875739954,-0.023392003462137566,-0.057942373981425335,-0.10754324208775691,0.060477643734621396,0.056000473723124534,-0.010856185641543338,0.42869819742155374,-0.0027952942784107886,0.01962276998839485,0.03998040724003475,0.07761912975978218
ADAMTS3,-0.03813466508683866,0.024199952528906082,0.13718517308824874,-0.009248775704047108,,0.013613362845438185,0.03112496278935301,-0.01947457152257982,0.47029435183498913,0.07867891064265803,0.053681011790945414,-0.027762648013181648,0.051390735347586355,-0.043215637536293906,0.03132086360506834,0.20234840042065913,0.15788144390972958,0.010874286207204636,-0.002259285734601987,0.18389337550331974,-0.014960376000153952,-0.05089869355011298,0.1748579291920197,0.09763894174067418
CD34,0.02801189883000635,0.024923338748022786,0.3146131394990905,0.06651874184733604,0.1508779161024079,0.00800513853450528,0.019465210407714442,0.20257934188589646,0.3608476493643528,-0.013748061476110188,0.09871578193413479,-0.055729695745455,-0.042818005720410224,0.05950994624807181,0.13174407919596096,0.23519763868138605,0.02978136060649518,0.03279584297792769,0.09100339593127516,0.23098234800814715,0.016479967264228255,-0.0024636481498562257,0.0965261333519695,0.04797221661584696
CCL23,,,,,,,,,0.1370445333115782,,,,,,0.07943309128241259,,,,,,,,,
PLAT,-0.003683056171040453,0.05007604547065496,0.37115686484843563,-0.003304509588205852,0.1416334527936524,0.020368509217890365,-0.005950591276278027,0.16600180540022458,0.4814671806809935,0.14648464958849172,-0.018591505522302126,0.029569374764743344,-0.0391155158088028,0.10626186076582134,0.06653984486907882,0.2156260811699537,0.06309406113926203,-0.022250318824952767,0.04535732373437857,0.3472079182598447,-0.1073776334071571,0.022719372840524537,0.2042392242144182,0.19043747316541942
NTF3,,,,,,,,,,,-0.02055477996060242,,-0.01930231635317181,,,,,0.04883506591596771,0.06332363141591425,,0.010871276046187445,,,
LTA,,,,-0.01322117478974669,,0.030171375077789477,,,,0.03478998013156101,,,,-0.02600724218358642,,,,,,,,,0.053243819203390864,
CKLF,0.01863451575516787,0.008831472060078435,0.05198098297634278,-0.014468275381118991,0.0488501752387007,0.02608404011718297,0.06393241654198531,0.22346365110462582,0.43931239706148545,0.05313743838995423,0.010257506568453296,0.08004299431638259,-0.02317367160207356,0.07322831814894218,-0.12285404520568725,0.06410261828440106,0.16120052057262335,0.026502938990211087,0.0875524347206168,-0.008617368293549805,-0.04979930858727254,0.03325478339180919,0.0015354122671893686,-0.03030110352951039
APELA,,,,,,,,,,,,,0.08261081063466098,,,,,,,,,,,
CD24,0.07342787963488376,-0.018675539901264145,0.09718479396945622,-0.04623476141691841,0.03471452149876059,-0.00410957948264188,-0.04779544676309187,0.06339625116945961,0.07283050978971704,-0.042309927942343874,0.010914165658319337,-0.0012219382186875716,-0.0970475953641681,0.008483760096445357,0.13651830054813516,0.14632587135966268,0.005356192333083638,0.0655056111363994,0.012913322677645308,0.060199303672908995,-0.06531973297265407,0.03387195283074445,0.011239679473239289,0.1330783280758871
HSP90AA1,0.05817457349547562,0.020755046901556207,-0.07801599254464942,-0.036739721610221605,-0.22577627509077924,-0.01861749501907556,-0.07753567821683341,-0.23457281701337965,-0.4776966298745044,-0.005116710881311165,-0.018908118700492613,-0.02208799634563248,-0.0700383423136762,0.0305851067642225,0.21595604394406898,-0.2515775771056748,-0.09419411345570304,-0.0646455658485541,-0.11580442248615808,-0.04636342267142935,-0.07574985481015048,0.017145892137971398,-0.11517710638302969,0.14438674026040044
BMP4,-0.005912790729388256,-0.050580779693580276,0.142468467508661,-0.014015220302472936,0.09617593506727413,0.0423631266487432,0.05534544866411321,0.20204883505516538,-0.027265026125202322,0.025106956977215072,0.044973144878453365,-0.008056322040562414,-0.017876116422291807,0.1166538332333456,-0.04145540739370895,0.07399525583336733,0.03931200364353541,0.10380314485689478,0.04028154455600473,0.20578006208213775,-0.0016093493322227106,,0.13304221672157276,0.023026789558947245
SCGB3A1,,,0.04908562021912773,,-0.05515887591144693,,-0.021711272987724534,-0.015262767817893942,,,-0.010740765600047678,0.11203723552316978,0.07938265380358372,0.05436098606564581,0.051340189388330425,0.06005380956253256,,0.04402285468295331,0.0043226605230977455,,-0.019880490774640616,,0.04587667505365899,0.08538244938157484
IGFBP4,0.0061116917909502045,0.09861876535675958,0.362316090528205,-0.042019582813799555,0.19902236134023468,0.09708034888617739,0.0567682678820748,0.21441182591370012,0.49885318233103126,0.10154372443733309,0.01643444597742208,0.008414670603909479,-0.053783649007602,0.036901165555677615,0.08434197052047664,0.13257881634718335,0.14673041225623917,-0.0596411923500267,0.07231151967075815,0.4418043869446109,-0.08684719670719955,0.00475881941262873,0.162027380963525,0.14082476361161533
RSPO4,,0.11664499818905444,,-0.021373539044177676,,0.00911363325801398,0.02649819024135223,,,0.005842492498401444,-0.010740764028967736,,,-0.036076139276338876,,,,,,,-0.004429176429911095,,0.055173203919103325,-0.06829299870229726
LEFTY2,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,1.0
PF4,,,0.007849534006491143,-0.01202645541687226,,-0.016475349312973408,,,,,,,,,,,,,-0.016082257326639496,,,,0.06525713706591932,-0.052266762616753004
ANGPTL2,0.05620670117699038,0.008099200389216956,0.2384860222405236,-0.02848336380084488,0.09558186930381514,-0.010191675921157451,0.04001483842422754,0.27116056999651594,0.40097894879718704,0.03213338792869581,0.013704834074140786,0.06458343659294377,-0.06133703872552142,-0.02422495594493173,0.18216999225184052,0.21511011505939084,-0.011140630878180036,0.0483760184761242,0.061772219953324214,-0.025757505788671226,-0.028658176085824508,0.050372427472150996,0.10906846835573211,0.24049808871515171
LRIG2,-0.0369516523642203,-0.004718097915352529,-0.007507926249954872,0.013807763758204639,0.030515468650606635,-0.010647700327932554,-0.004101155886222821,0.14271024028037538,0.17851902847980008,0.07029110521679802,0.003344642023376783,-0.00823012695821845,-0.06590489690624964,0.014326230714719237,0.07886318591139888,-0.04579125194388241,0.12126048262837766,0.013566618271961584,-0.04493877753323872,0.07928553559826118,-0.00874822751002949,0.04426790953535365,0.1237327498925794,0.15241117431955276
ICOSLG,0.05677246393354268,0.13953824174520404,0.14784101492862067,0.0341603036830042,0.13568724867281207,0.010932242080604134,0.01058284223294887,0.07414282264526798,0.20174933845402676,0.050889062526283085,-0.020383964376276837,0.050189824429680285,-0.013721810299348916,0.06084375169470232,0.12991898939453092,0.019581922698770324,0.008804357831232427,0.021216169277098653,0.03066622743934417,0.025978927798512515,0.04987842012244706,0.13143259339769042,0.11538342528039304,0.07686229363507359
WIF1,,0.01520388635048845,-0.11095421007720513,,-0.015519734860738687,,-0.03257104449870661,-0.20549865489715297,-0.2856301443402543,-0.003647330362102451,-0.020211894078207754,0.009303930359268563,,-0.04169499274496432,,,,,,,0.029489526754362567,0.07175578242278577,,-0.04692580463289647
NPPC,-0.07010924873539966,-0.026936271881134087,-0.08396031630268719,,-0.058939250028101096,-0.02797931354125114,-0.05362170176625438,-0.06859050309016214,-0.014301214697720189,0.007621335931084733,-0.014927033507189871,0.0031860304218861353,,-0.04417476887612096,-0.017914372652507355,-0.004545903858679247,-0.02734051191514471,0.003951908839585191,-0.03042870901662271,0.11961420797920179,-0.021706721940796956,-0.016021912334188423,,0.06769537651351741
LYZ,0.06032140898476109,-0.049128360116718055,0.19211206028116187,0.0409429843549426,0.030362500151948787,-0.030787835737829772,-0.01773453214941609,0.04151143944404991,0.3328916113969069,0.013161288063781673,0.08886140312126077,0.04630667202580467,0.010849566480383517,0.049885028215503155,0.15653941913117098,-0.07102744596235315,0.09660383834129405,-0.004640837482908186,0.040664856832528684,0.1277785078650887,0.018804554990303014,-0.051554883889007135,0.047118507872863286,0.021783014419679923
EREG,,,,,-0.008824893389214139,,-0.040890857958254215,,,,,-0.018917995326941228,-0.024885484859436625,,,,,0.022388954444125215,0.03370991443418061,,-0.017414676735781214,,-0.037037109204008496,-0.02871406744048555
SPTAN1,-0.06703416595115093,0.0984300818135727,0.02558492825043842,0.04253186362056358,0.18486589909687082,0.0216597406112044,0.020615535337288382,-0.06103637927462362,-0.12126563435550938,-0.03128958342528036,0.04929146236694729,-0.06571377584632396,0.07677295848755289,-0.04164074912149247,0.060215251583453255,0.1599427329273414,0.01755445510588746,0.02839362134180089,-0.044006215405381986,0.06900762159936825,0.08548777288552498,-0.04034380270929273,0.05775704514811333,0.027455649961167936
PTH2,,,,,,,,,,,,,,,,,,,,,-0.023306732720423134,,,
LIPC,0.016157117991956647,0.06081355764180952,0.0774890560284173,0.03660128526380851,,-0.029632550745659115,0.015349864557369714,-0.028612717304103016,0.12377382391477158,0.010183568613789294,,-0.0003026331456226586,-0.031116102042686673,0.012608165500298595,-0.02379709107124792,-0.02641512558246291,0.022824364518743517,,,0.09339094131320179,,,0.10717813594414599,0.02450924700387629
COL8A1,0.032420133834990726,0.028637941822822692,0.2984222582943269,0.008788573293804253,0.09738630668431994,0.0320202474300747,0.02519138467756294,0.11524685789803002,0.1767693693221326,0.041418035165803654,0.04814174209743089,0.0739315513699149,0.035285866993844034,-0.0043083840023536895,0.20572286530462877,0.04069027914030303,0.08895025167925003,0.01627300960347008,0.08855457756393285,0.32507060270041777,0.027145532721945306,0.10325014364107107,0.058903492119112506,0.12155285295149887
GSTM2,0.010102389256712608,0.020081468138110486,-0.0037432909594966707,-0.026353070016240213,-0.006370681810369428,0.025173853399054466,0.06047082371955835,-0.012327908648990145,0.12281307922987786,-0.00018955926313404809,-0.03174621465464727,-0.03008930463885467,0.06698448112024452,0.03099287168529864,-0.010259368760629014,0.0375573379731227,-0.015176991268359412,0.024245262645434074,-0.0231868219301152,-0.042364817757305016,-0.03008600588508004,-0.037650900834184466,0.013364431393405277,0.004501449401522627
IL4,,,,,,,,,,,,,,,,0.07542142534814596,,,,,,,,
SPX,-0.025453642296448586,0.03012476669405898,-0.04034179182422294,-0.027778751893501354,,-0.023101941372722035,-0.04493036031604243,-0.04725088526515296,-0.11429979776523826,-0.042393758709736946,0.0387116957192318,0.007724983808005345,,-0.04054417160799436,0.037898375402599487,,0.06543854539114433,-0.02285773026601191,0.12377825328077124,-0.21785515824299775,0.1784020157759115,0.018828902930240768,0.04175606111295121,-0.08437158472134693
