,MGH258,UKF259,ZH8812bulk,ZH881inf,ZH916inf
ADAMTS3,0.07947330221381735,0.018040906835784905,-0.040156691938037684,-0.05521571067263105,
CD34,0.003631177674114178,-0.05545247340053277,-0.06605482472206937,0.15674688913225956,0.09771010557160154
PLAT,0.029922371645098866,-0.0067703978011516555,0.009829191554425416,-0.017452792397404628,-0.05900167514991512
LTA,,-0.01508827524078416,,,
CKLF,-0.06834725641746257,-0.0002551835065029867,0.069044873671666,-0.0026737613617862956,-0.07441633595050742
CD24,0.019430189097242277,0.02869032719848028,-8.395823019821277e-05,0.09820648867968798,0.10425384033633582
HSP90AA1,0.022643805154122364,-0.008628408245003515,0.058088460577358676,-0.11651406179572604,0.0038734935552928547
BMP4,0.05609352522322808,0.0655965542530828,-0.037540742319952504,,
IGFBP4,0.03921493202134455,-0.049369589235528775,-0.058208989924587985,0.06420175687885346,-0.07861186157882256
RSPO4,,-0.023095248727911237,,,
LEFTY2,-0.0027448706618075002,-0.007557712871713878,-0.02879367786308449,-0.0457367134365992,
PF4,,-0.01027111978648901,,,
ANGPTL2,-0.0025571315414027692,-0.004255207712264235,-0.033965233752351165,0.13724670276918355,0.009014357841346365
LRIG2,-0.04751202099924901,-0.045217099547789956,0.03428114855825356,0.04884877145242962,-0.06002386449968769
ICOSLG,0.08904625794613048,0.02093940317214177,-0.002005421478419895,0.07069142259109738,0.008512905700586222
WIF1,,,,0.04011848822557846,0.03146991469114966
NPPC,0.07024472079400801,-0.015933039712980775,-0.03144289707267213,0.02275160597833891,0.039023093377195006
LYZ,-0.05265637378654195,0.029520244839389996,-0.010779352721007203,0.10879059952768425,-0.07253077424878043
SPTAN1,0.08614970456996646,0.01945219648815129,-0.09290249612538523,-0.03378369966790003,-0.04127330466221087
LIPC,-0.013688185537390828,-0.018457967222131742,-0.02505091941883223,,
COL8A1,0.02081583641668817,-0.02508542816009399,-0.08594623965304635,0.12506573740918095,
GSTM2,-0.00538092775895723,-0.01763077763569914,-0.01518687711163593,-0.02324428178787412,
SPX,-0.007852865289693117,-0.030245454378176828,-0.017411668009775654,-0.018816387499525855,-0.046392667264672505
MFGE8,0.0017425392942168527,0.008255758284642483,-0.0490900117960967,0.0008500836916184361,0.004914558141954281
TGFA,0.0076353097037052476,-0.04786990138269957,0.01933367358981279,0.007006970255129204,0.05740353410308463
SLIT2,0.09126352541806605,-0.017131112359242064,-0.0032739311746808313,-0.017720110241081246,0.14079194807391565
PLTP,0.008239649539775067,0.005798437573545055,-0.04671502361598933,0.048365661589285854,-0.012231417510250031
APOD,-0.07064061770919478,0.0814061005960309,0.01909316342489432,0.12423886125069121,0.035475082238048475
B2M,0.016012968671308154,-0.014810111105151024,-0.07644374440990054,0.10828815342223357,-0.07867996365080128
OMG,-0.042982528070660275,0.0032814553687393866,0.014818357207314965,0.05430405779258266,0.07384005833039974
CXCL3,-0.018605938494795676,0.02755381273335589,-0.02333920956239113,-0.05082801964335206,
CXCL10,0.007379639756122863,0.025461569028687576,0.0843747747130434,,
RSPO3,,-0.011927901831459801,,0.009344848867408473,-0.03881234558460831
CORT,-0.02310427059455823,-0.003339982845008989,,0.05154910520892008,0.013844183309887634
NCAN,-0.00807121549462641,-0.042066445713219235,-0.008169775735294685,-0.0010721070236699983,-0.03390970041640175
PRG4,,0.03681779475082467,,,
ZG16B,,0.07006734553760999,,,
TGM2,-0.00487808348564226,-0.0002942147894399265,0.03241573887698511,-0.05122144224938968,-0.006923537241642603
VEGFC,-0.02310427208216921,-0.020981434800524838,0.019880575188648268,,
WNT6,,0.001804869495553889,,,
NRG4,,-0.014327457716049123,-0.024719751350364225,,
PMCH,,-0.019852088497012633,,,
COL9A1,0.02927111957824564,-0.014963983884502263,-0.005518207117753165,,0.0945265455868876
GDF11,0.06914544487682095,-0.0013845359783886662,0.02645322215570149,0.08521039884118296,-0.059897243449441716
SORBS1,0.019414478011082644,0.02369129759986778,0.09721395627054925,0.04502874916336294,0.008181023501695495
DLL1,0.04125887106686431,-0.010083727592242414,0.0012822166566437993,0.11272916338890747,0.024752293423435334
TLN1,-0.025169196273024344,0.017146623416973525,-0.017707294095972277,0.0004939936867332954,-0.018515697812656266
COL2A1,-0.0002545352929942378,,,,
SHH,,-0.012233378232805335,0.04850282824020442,,
PON2,0.0024463496059854047,-0.017523727533482858,-0.03508005400004595,0.07131794471005788,0.06331984747609824
ICAM5,,0.10205813998182531,,-0.0018707406952731434,-0.07510000501898341
HPX,0.04900551537588232,-0.029765473499911,-0.03314283448425217,,
SFRP2,,0.0067005663184675325,0.05047315918940849,0.17741139511817494,0.054157859035762056
CD70,,-0.023681272349081302,,,
HP,-0.04305925433907995,-0.005614856804585319,0.031581567241647235,,
CXCL2,-0.011977930070345588,-0.015235892567480407,0.05139358937650437,-0.017217101194460092,0.0722975453706146
NPPB,,-0.035343858190353704,,,
CCK,-0.0006312050518782387,-0.016558250335490847,-0.037074731731098653,0.014644444437926236,-0.06252051735400352
SEMA6A,0.027263926999505844,-0.034307582164617774,0.05379818763316948,0.0826701538818627,0.036860764549228923
IRAK4,-0.008498682588544316,0.00862199065774686,0.037215677394900774,0.12546841784204002,-0.05689469510339314
GSTP1,-0.030813407527674683,-0.0011920742006578068,0.0475282177700327,0.12353983424633588,0.07434725508715641
VCAM1,0.030601540050060418,0.028719123473896734,0.03513468472529848,0.08595572019593059,0.1435560714351141
NXPH3,-0.022535985173290765,0.0046379570570864986,-0.029633360431086785,0.011229253767723575,0.005190319304438762
MTMR4,-0.01714019598850481,0.04012851227979556,-0.0193843895346712,0.05286990810846347,-0.03377044770932228
LAMC2,,-0.005401180306511416,-0.023900178400248596,,
IL10,0.014610348340552453,0.05002575150818745,-0.02305401731493871,,
SEMA4D,0.06544734082873419,0.0303373939982876,0.006508352993634535,-0.024854020014547697,0.08270327981911466
TRH,0.10731988310553657,0.041939966022662985,-0.03234568519946992,0.03039883444875043,
SEMA6D,-0.031204564942674755,0.04843941651310663,0.0440040097690032,0.11885622267824138,0.020622552350522724
CEL,,,0.04988358132475826,,
PDCD1LG2,-0.05298370280505829,-0.010438546342922187,-0.02062400994740979,,
SPINT1,0.06026298634000046,0.0007899141081080083,-0.02430027072150897,,
CTHRC1,-0.01582167718900221,-0.01724052510624275,0.01586328552351231,,0.11840600871965426
PODXL,-0.028839441024901786,0.02073973486977136,-0.07515358146371201,0.07923669441566113,-0.006137595195265634
JAM3,0.029460746689010303,0.014929986558492276,0.05955405898008679,-0.009040407025794487,0.09773819115653336
TGFB2,-0.028755985341901616,0.04619081657132208,0.04900928785609546,0.07337244865297439,0.12173217768609255
COL18A1,0.010916470389448612,-0.042974008547572315,-0.002826200758970649,-0.04397677792755583,-0.01673926883113628
NODAL,-0.005212156953388334,0.03582505603289671,-0.03595354035182868,,
INHBB,0.04094324389418559,0.005701940074391557,0.01959547769354136,0.058409548315854855,-0.00540508121015752
ARF4,0.003763648826746738,-0.0034033488267851708,-0.016149914208329053,0.10803985845705685,0.07081621937643516
CXCL14,-0.013084664723707194,-0.06854935777161358,-0.061535520495544234,-0.017488011734199865,0.03904512476178839
LIF,0.06648341886497905,0.00445265336535489,-0.046441620748357476,-0.04615951623209055,
MATN1,,,-0.003140686500098805,,
ADAM28,-0.017484708661861425,0.038372907178503744,0.04214102100949202,0.18451457067085833,0.008933602810765036
TCN2,0.03283087273914356,0.030968608716124158,0.013796027791101595,0.1266516678705656,0.13385792245905248
THPO,,-0.0014812230783440119,,,
CUBN,0.0033688149474435532,0.013253906762049144,-0.05654141624717376,0.03793877949723183,
TIMP3,0.07251990111607225,-0.010606325499879546,-0.026926137349242707,0.048701251672916196,0.05165939211491532
PIGF,0.01208010523654809,0.036448430901685,-0.021959464808741478,0.0262833584290528,0.058294837694404515
CRH,,-0.013798476391223852,-0.028118337381649542,0.05175889344322196,0.059529100179502636
BDNF,,-0.01059805044418269,-0.051797687374842714,0.01887032368260446,0.08849160512044207
CCL5,-0.00690764648848188,-0.012649854981437652,-0.050413603530118666,0.08869603981348644,
GAD1,0.04476928389729127,-0.021210796900091845,-0.003081735821658428,0.11774177457090282,0.008817197085826005
COL14A1,-0.041125423336906,0.049714551328031244,0.04314664481364554,,
HLA-A,0.022574287204992768,-0.028513567743149688,-0.06252317793641643,0.21130011234514234,-0.0732442994378003
CD5L,0.016880291029447117,,,,
FGF18,,-0.01096278630464718,,,
ADM,0.09910955363395223,0.01265220746649369,-0.052145153389662614,0.07047353708541372,-0.011025703355378228
GNAI2,0.0225938539795157,0.03066645856358726,0.005554231208344952,0.00888872158793574,-0.025526386534905594
COL11A1,0.04162583292964993,0.10785895974573192,0.006729285796473686,,-0.046363532711905346
NUCB2,-0.005111837872707078,-0.020178759592551394,0.0655013651435768,-0.007101965696859415,0.12331374670719912
CXCL1,,-0.027941065982793965,-0.03634033713828804,-0.05396546772094587,-0.044740581292119004
VCAN,-0.014194835970336495,-0.015387111873104927,0.057546861719227765,0.01773817133620376,0.0541472560476152
MMP7,,-0.021794764893566715,,,
PTPN6,0.046787179133912525,0.03248849816061905,0.005872321351746928,0.1298819498443187,0.06204082162556277
PTGS2,0.044036607369251385,-0.033071062462072566,-0.029887922615099923,-0.02537831050298868,0.026944038478079052
XCL1,-0.02071699358786157,-0.011927903838949832,,,
CD58,0.02304606955422029,0.05162245191065532,-0.03834507954841716,-0.001280447562302993,-0.04589323604398915
TNFSF14,-0.004992867189132591,0.01241048941600505,0.03738534871770985,-0.044592396794994424,0.10918740984180927
CNTN4,,0.033476753271154513,0.05768605290290963,-0.04878803210576216,0.0057990030656733605
NTF4,,-0.015088276005458532,,,
INSL3,,-0.010962784154360632,,,
BTLA,,0.10011166731894743,,,
MFNG,-0.024767653435567707,0.016881848539252745,-0.025786232452022623,-0.02051408135726269,-0.03028294531380679
ICAM1,0.016206363743757415,-0.0032397986299730506,-0.06758647437572915,-0.1288983423119229,0.028553910288266805
PROS1,0.014127565336737691,-0.046598333540284115,-0.052291911005979415,0.046032740119291655,0.06375331470783868
CLCF1,0.05602176313757985,0.00951929743145141,-0.006361375905890099,-0.09155453873389865,
PSAP,-0.03016835009730153,0.0323225822186549,-0.020270439921476733,0.14001686907727515,-0.0017639726740984651
EFEMP1,-0.07036663291333803,0.06716401719382507,0.022195371194131352,0.07794628162502144,0.07794985632417115
C1QTNF1,0.029445501743753176,-0.025399923081858653,0.03094264851065025,-0.054637442147062704,0.0861704907886578
ALB,-0.0019486649741834478,-0.019462858133911833,-0.03788787340535744,0.0585923505449443,-0.011359408262740392
EFNA3,-0.05547473827175728,-0.02210498768979655,-0.009980834036038822,0.03397662862373132,-0.045246949205259936
DRAXIN,0.03241254584946768,-0.015173553450289735,0.07002406291384287,-0.03231599558376748,0.13419068451011743
NPTX2,-0.00014610123463553611,-0.011173205819287296,0.02451931236701637,0.06850626841735394,-0.05022627140752029
FGF11,0.02948580268003923,0.013759946448342083,-0.0028887837735178845,0.07678899597326024,-0.05218652815169649
CD59,-0.047756473273462705,-0.03003337878235166,0.020124602518560897,-0.029542556281133253,-0.03271836980604709
COL9A2,-0.005368484077379722,0.030509802361563587,0.009143722901438386,0.06952474241502804,-0.0090147808127651
DLL3,0.020082417969151792,-0.043682469413790836,0.08434264531349295,0.0865293197939685,-0.04317537455516099
LIN7C,-0.06768573778048254,0.0010616206257921853,0.008342183937101379,0.00899021152997631,0.0003602990381273354
GDF7,-0.021458757639017362,-0.004325198689492273,0.0014014829365255924,,
PSPN,-0.04571189340471198,0.03873362573172564,-0.004024798130337186,-0.054706761933888334,-0.06390943495169259
ANGPT1,-0.01919165563121584,0.008888795151188287,0.05631299081591616,-0.08521547115582577,-0.03159641743596359
PNOC,-0.030304226998776523,0.003943029843619983,,-0.01429584674040374,-0.014933681958661323
L1CAM,0.02904950427374005,-0.030144993513913493,0.13562895244169668,-0.028346164704927318,-0.00839211307544132
APOA1,-0.022713483991465264,-0.017072725021140985,-0.033350141396957224,,-0.010033395138720811
PSEN1,0.008912082013302807,0.01809768572283793,0.0719750299900239,0.05132429956030883,-0.02849659281200166
CALM2,0.027771227205315746,0.005875575857772764,-0.05783893355110131,-0.012690887801095029,-0.0035003960473690664
CLEC2B,0.048424434171523485,-0.05492965041782527,-0.031622609495523576,-0.015302719100085273,0.07169650833893003
NTNG1,0.028192919321049347,-0.001851563477321309,-0.07071849963241635,0.042675172694479464,-0.07495763613329982
LRIG1,0.005212720255753966,0.02001553529235085,-0.0536332943889695,0.006634075208243084,0.04132042758144529
CPAMD8,-0.018881865119501767,-0.01296701749986966,-0.03647957953544395,0.012276083868689055,-0.02234282254763065
GHRL,0.018651989677484753,-0.01623962589860741,-0.038397657724853596,,
NPY,-0.027700433054642145,-0.0061669601299850435,0.02124914118491282,-0.031398843984989544,-0.02825700574400491
MMP2,0.010478457999501267,-0.03208400792944563,0.0010260142549853213,0.018801006536189324,0.1180492334283744
LHB,,-0.011293292969824063,,,
PPY,,-0.019658329335597708,,,
ALKAL2,-0.028275748390708694,-0.01112921903748567,-0.029689014217197204,,0.06748571985162964
CSF1,-0.008599626097078802,-0.024869319783635338,0.03188741488143946,-0.061682591789992816,-0.010073095825163738
SEMA4C,0.015421437354753133,-0.0345421241755177,0.0899249882739633,-0.022481121024400277,0.011396320122704888
ICAM2,-0.020480823204972937,-0.03842357829507885,0.016017441238509646,-0.04517442873283961,-0.0015646032890747636
SYTL3,-0.041435992352696814,-0.03745299718388584,-0.028648421508529486,0.04869528587259361,
IL1A,0.0001689364516159797,-0.04554017602679244,0.06559609418087363,-0.0578412369943292,-0.013531543891324367
HLA-G,,-0.011927902761759934,,,
PGF,-0.039703366877210065,-0.030024528124970744,-0.04317141793902928,0.051774285869653346,0.21709225841349528
LGALS8,0.009465281886888458,0.013232659662631574,0.010781332104047093,0.1331766211217077,0.07257548430944395
DKK3,-0.019919476465963593,0.060932241690133254,-0.010606160553450473,0.014386143385850116,0.12009430057284126
COL16A1,0.05455185996313586,0.03382391356147307,0.05348555597336649,0.05189299327823335,0.04651406764475515
TPH1,-0.03517592692746122,-0.021705702670406814,-0.0016185315530455103,,-0.038812471442960836
TNC,0.0067137404992364995,0.04809909736268325,0.009817187798815232,-0.022053028132032172,0.06586335834314874
TNFSF9,-0.018881856157861372,-0.01956080884058102,-0.016310943559305385,0.10663733325426007,0.03941681209914262
C4A,,-0.013388854139711972,-0.017553170087188544,0.016713526601739036,
CNTN2,-0.042759041190810386,0.02641330491230009,-0.0039384240077339075,0.10662039506264426,-0.05579651393830006
LUM,0.0358950668387368,-0.00628313590979135,-0.05462505851220897,-0.052914393111984176,
IZUMO1,-0.018042211711524207,,,,
BTC,,0.021321959711717395,-0.028258990835726763,,
APOC1,-0.05256692813229698,-0.005800723770215157,-0.06670981198738764,0.18405246177758847,0.00029422313017438286
PKM,-0.01820262195820281,0.06729075719413273,0.03505159527818287,0.01793898689696744,0.03301328718286289
TNF,,-0.02955796777113754,,,-2.1256050251148326e-05
GNAS,0.01631342093427674,-0.023632409979680778,-0.050258747195033225,-0.020458507347534818,0.025070968486477732
BMP8B,0.04784164339051314,-0.017292386529652627,0.010530566474730252,-0.048352092468527196,0.001498277959409356
LIPH,,-0.016961921131723453,,,
CCL28,,,0.021041531938043985,,
PTPN11,0.019255576989936993,0.02988030616148409,0.06585036728011807,-0.04141249181897548,0.05312086587407074
ADAM12,0.010221655981670862,0.008938469242099352,-0.010286701704945413,0.019198367359891843,
EPO,,-0.017292387013857657,,,
EDN3,0.1125075394940598,-0.021526618261923734,0.056376344609326244,,-0.04418419169675352
CCL22,,,0.009670539004766632,0.0334414847667458,
CCL2,0.025323497415661513,-0.04502394971839658,0.057988985452135905,-0.16510316350514473,-0.029623757526239955
DSCAM,-0.056248085416101955,0.004468251187950617,0.025145438008039818,0.013574795378351828,-0.030351191103885226
ANG,0.01945992118258238,0.016156508863543317,-0.02437685764406736,0.00910451661333598,
FBLN2,-0.02486326818318869,-0.026220238922145728,-0.045906453888060084,-0.08232564407424241,-0.03970760397529121
VTN,,-0.022235484928932396,,,
VEGFA,0.042303398631573244,0.04993730610455428,0.00685766186118152,0.02574894926177275,-0.003443748889691564
F10,,,-0.024449350027100813,0.009439813695150739,
SERPINA1,0.02385846073499643,-0.028371624119582987,-0.05090005979704987,0.10919393042683236,-0.026107468508666513
VWF,0.025921952030479794,-0.06526981489050784,-0.03044122043703679,0.017957033611969698,0.08670503427962654
GDNF,,0.006280806270942177,,,-0.054920569054633946
VASP,0.0223154606044637,0.0020476480890341837,0.0009827852489454438,-0.09033218434560902,-0.0607702186468711
ADAM15,0.03070406456820139,0.035706530390123316,0.0072687270836277835,0.09354675962849268,0.001687201021085117
OLFM2,-0.05447015832752878,0.009609055323773064,-0.030465600582325225,0.07158238808793281,-0.07484838683219112
MFAP2,-0.03145874897645853,0.011486217212747014,0.03528447472600628,,
HLA-C,0.01837717662061269,-0.05195206571240231,-0.011869583303802224,0.050387389046508836,0.09079765973851094
THBS1,-0.007645953666086249,-0.020474065701681084,-0.03456028814834021,0.04259906555386727,-0.06582050400528543
HSPA4,-0.043530005118143436,-0.05743457645569189,-0.020784764160146744,0.0032169208619132997,0.030851715061029284
LMAN1,0.006432576571948639,-0.04482983116894587,-0.020342908022756713,0.05435351710901292,0.10774737024582158
LYPD3,,-0.012678409832345257,,,
APOE,-0.0062517111349147106,0.007748650353272952,0.013293498880300625,0.20441409050877174,0.020947410329235996
SOSTDC1,-0.01888186355121378,,,,-0.041445377807755285
ANXA1,-0.04314232099771176,0.04958725968446201,0.04369621495907148,-0.00624968246689803,0.012274307903120292
WNT2B,0.06714371327131835,-0.027801214309531187,0.02853998029989338,-0.03131933569700904,0.1529740350114075
AMH,,0.015574463408274536,0.02212557850405566,,
GDF10,,,-0.028732677040408806,0.16700230054572837,-0.015737484378714587
EFNB3,0.03457821524438138,-0.020405187502108076,-0.0551448982306966,0.017738282368769887,0.022304078742956753
LTB,0.01620378838488818,-0.030040456343504784,-0.0015073561096053119,,0.0015121053161985497
ANGPT2,0.017680399348297713,-0.05967319508092395,-0.10831077016513636,-0.04827259706558242,-0.032425664824434354
NRTN,,,-0.028732687348121358,,0.07618240634183995
ADAM17,0.0016406669669661801,-0.020353119701538455,0.035381371984251266,0.05535141703874856,-0.06679109000067725
LRPAP1,0.023802594333582238,0.015912114178811086,-0.030675922317421087,0.10584300287519174,-0.007888587565777863
NID1,-0.014738511275681892,-0.04112094287375304,-0.025358370552145022,0.018648475244485613,-0.006224099844985416
MST1,0.04706365231861016,0.034042547005689254,-0.04403328988121069,0.12415149705611637,0.03789218402225371
DCN,-0.04052789307021482,-0.05202330422647639,-0.03878157071456024,-0.013934578224920089,-0.027512372698534
IGFL2,,,,,-0.0478363435486216
COL7A1,0.12316843239825798,-0.03299095384134457,-0.002293361180505501,0.022047903573859943,-0.07705980806280889
CALR,-0.007492212110997665,-0.01451312398725906,-0.06647843708062558,0.025845749798827464,0.04314101387821882
PIGA,-0.016235561547436876,-0.049430314896709376,0.04426874814490747,-0.015586432768556842,0.033788747278310674
CD200,0.016757722685461402,0.005261003607346147,0.03425527836909497,0.05570070360931267,0.025948176918249546
GRP,,,-0.03144289831590782,,
CDH1,0.007795595765501257,0.012121411586246121,0.11857573894494551,0.012912469169919035,0.09674681865432981
LPL,-0.006362347598014074,0.03547646096234017,0.00750331009126489,-0.03108090968913787,-0.08189577100393976
SEMA5A,0.05230670352214717,-0.048232607262119316,-0.0511164326533111,0.08167724016909036,-0.02059948772965782
SEMA7A,-0.029480048848628298,0.028105664127203583,-0.0019435720387597645,0.06537542021475971,-0.04573831352739802
SEMA4G,0.045196003558304845,0.005134715577261059,0.0998269905483879,-0.05126120366551521,-0.0027073367994351403
SEMA3B,-0.01861423410409975,0.030704097801897853,-0.0005274719431917247,0.14145548492511428,0.0624201880562874
RPH3A,0.023731073923388787,0.0015440114926774835,-0.0512677377764138,-0.0599422302908035,-0.014777762415566371
JAG2,0.05812042511578026,-0.008674877022222593,0.012106223300594078,0.0063162879588160165,0.09599017357247015
CGN,0.006731482780080211,-0.0060547861592893295,0.05905843289512676,0.18885806269959254,0.010165406117059636
GDF15,-0.03132337496795568,-0.043835452103010666,0.02359309460304043,0.033354804557890624,
SEMA4F,0.034337655594653335,0.0007014133838333849,-0.028533769772342316,0.10863342340954417,0.04670951498359613
NXPH1,0.04825318885148977,-0.031287195877004105,-0.024697855536591488,-0.04595052625873203,-0.09978992327787056
ARF1,0.025395948556924737,0.006871812086969618,-0.019769023044801114,0.002470820495254592,-0.0744757139039444
EBI3,0.07388381512926985,0.009401970543845064,0.0009955871843217246,0.0143026710771209,-0.04726970399872035
TIMP1,0.08988496122554547,-0.0493786100111151,-0.020917462570718203,0.031053396143831742,0.07590652521181047
SEMA3C,0.03414439775818202,-0.026447992607700182,0.1036926289117842,0.13918737018264798,0.01324546114097875
GAS6,-0.06404266000710986,0.04469673105949816,0.009035275311955691,0.0028807760262772276,-0.0530380423324873
MEPE,,-0.006345826776201076,,,-0.04393701629043072
SERPINE1,-0.004563929353011595,-0.0032023505176799337,-0.01657093701856366,0.02104637365553269,-0.1898395075315752
RSPO2,-0.019949771623487485,0.1866765225814225,0.03823418302896307,-0.00046966061986850554,0.06075491081225963
SHBG,0.058711534839473105,0.0025631844426404074,-0.023956484464234117,,
LGALS3BP,0.017839496688802577,0.061004182112250366,-0.06744014298424736,0.19344537621394886,-0.018896556648635265
LAMB1,0.03894233172632206,-0.04573674721682425,-0.007540543941725102,0.07944781514873814,0.012164154209138649
SPTBN2,0.034910248302962986,-0.02468318674466789,-0.020870442963274165,-0.0836853321051709,-0.029455087825543375
COL1A2,0.007855143882372996,-0.03431256910792405,-0.03817215329005283,0.030371989058898215,-0.028531836552337198
WNT11,,-0.01936446543387364,,,
LGALS1,-0.013667729959109054,0.005277098027333235,0.010642903075639547,-0.00987640580875123,-0.0365854144547973
BCAN,0.05587774136554338,-0.03307532276347158,0.03672502238821762,0.047762095695375394,0.02110753526847672
ANOS1,0.006858342928528284,-0.046074928872627124,-0.059584768953802075,-0.012314728534103703,-0.0369697279800075
EDA,-0.02808511020086062,-0.0032139703478927906,0.10154956962546278,-0.05093517988070946,-0.016007022539749546
FGF22,,,-0.030784802843810088,-0.029361530347742068,0.040748466065721724
SHANK1,-0.02377764173515105,-0.01068096270966923,,,
TGFB1,-0.02277172538107672,-0.029834398088843927,-0.01928722172369698,-0.044357919829473416,-0.049718441368370406
MSTN,0.02553182606963258,-0.03150089927136502,0.014524516826570277,,0.0772394775442491
WNT4,,,0.0009057912181293449,,0.008059612742377834
TNFSF4,0.05624412203954569,-0.015162565414050814,0.03017530434579812,,-0.006926523366242907
NTN1,0.03689506951681159,0.024593851435968577,0.007409001148028234,0.04708192291087601,0.00029251194658513267
CXCL12,-0.026481249760136473,0.028244742990159975,0.018037646460381727,-0.048679900811369484,0.04857684353000235
GNRH1,0.03465637020859932,0.02925248740864138,-0.022473650199816564,,
RIMS1,-0.02549471413846929,-0.03224169292223441,0.07705024491406214,0.024779127697086983,0.020992243276108418
FGF14,0.06655433359160402,-0.011075445159680645,0.017359842417592346,0.14561422291696643,0.049166227164848315
IGF1,0.01146129817500657,-0.03932728347847145,-0.0043876629312106195,0.07433494936627756,0.10942819042756473
TNFSF10,0.02816651897081231,-0.010767801387527276,0.007781337740391089,-0.019732715584822362,0.08151459055308201
GDF5,0.16702092810657337,,0.042968463093872505,,
CHAD,,,-0.024987486862083384,0.07439093974711362,0.005720884037173405
RGMA,-0.04042236599105653,-0.04453793319057751,0.02282619493598488,0.12820420556096246,0.024377306067784703
WNT16,-0.0371898344775174,-0.02214794176263515,-0.020642325053420865,,
CX3CL1,-0.046042248231945145,0.005660567320542814,-0.01022286078452088,-0.04403877341706399,0.030093576133671533
FGF1,-0.02081607440514101,0.001989081923847162,0.04334873932926852,0.07018078884986194,0.04911141218828097
ALOX5AP,-0.032758102074925,-0.018810446414042562,0.05444129197001057,0.04962283579186692,0.08957088890052327
IL1RN,-0.017754026465855943,-0.018211459492780246,,0.1491340916859263,
FGF23,,,,,0.04180661139896473
NPW,,-0.01605035347727034,-0.023054009662726502,,-0.03881247377368261
