,MGH258,UKF243,UKF260,UKF266,UKF296,UKF304,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
POMC,0.005421107240497044,-0.006916176064853644,-0.028417316693269384,0.014244347960838958,-0.0219452279965599,-0.010615478788447574,-0.03142006857464692,-0.002642371879006511,-0.028957356699144572,0.08284719877542443,-0.003947403533578465,-0.01791527223194426,0.04404590068887153
CCL18,,-0.02665078173305802,,,,0.03621690830821858,-0.0084341458976651,-0.022099044715213935,0.07971105075646365,,-0.011130750291052118,,
CCL17,,,,,-0.01765966758779543,,,-0.01882584171327132,-0.036659005746259174,-0.03516652469487889,,-0.0191660875518976,
VEGFD,,0.00958798853306765,0.09257476358433685,,0.008705519706294294,-0.03042256164225444,-0.05902818828615321,,0.1374743758749538,0.01856640173210782,,,
TNFSF13,,,,-0.01632028442377521,,,,-0.011503355528378058,0.0018591706922125696,0.04410620157078352,-0.014733999228699043,-0.003962241739348296,-0.008947519101336576
WNT5A,0.002811461314382997,0.048580080742726905,-0.11624233038835434,0.01835892650070238,-0.047541980387556984,0.0005582329791716627,0.027076410422735626,-0.01933271085181878,-0.0009394188669082258,0.011342038600796038,0.0716020433841513,0.042762043163134804,0.08692107465980352
CXCL8,,-0.0290176286206545,0.0334762757901462,0.007923936305551306,-0.012062936695678494,0.08590618725426373,-0.06637966402082797,-0.060107073279105167,0.00640385794534318,0.030723079432534366,0.022396279023649913,-0.01233669147423491,0.04417238888716406
GRN,-0.011982979423892494,0.05088460890905137,0.020732801610491007,0.017021959006095377,0.01763366978909372,0.1266616622120911,-0.02524022144677788,-0.017934845158742642,-0.07422950141160484,0.1183919127381845,0.017185169204478847,0.03829401785917616,0.003332752294130231
MIA,-0.02020929661642755,-0.036054054054060376,0.014328574872887136,-0.029510221788029773,0.06394674825414447,,-0.017907520960564884,0.1656872529762655,0.1614926040849903,0.09818571746660373,0.08535620431363573,0.07768602123533139,0.04153468610833908
COL4A4,0.08438701944306067,0.10524028596564639,-0.04117894692869656,-0.015528029592269383,-0.0010832474879256615,,,0.023874935549592833,0.08714796919200407,-0.011520457726895703,0.034332817308089715,0.03250509847852097,0.11204696105694262
TAC1,-0.015439738221581307,-0.03785829044240226,0.014709852276470078,0.028729628712687444,-0.007158996176935328,-0.06098908078414747,,,,,-0.02263745623119949,-0.025195770976780607,-0.09385976274095986
RARRES2,-0.09281447011758978,0.005413467150012343,-0.03234608444105935,-0.01048696288848978,-0.008877245217391576,0.0915501279085267,-0.08204712712867226,-0.0032123470037745713,0.012913596304980738,-0.05302280888465923,0.023244978738214836,0.016803548641328905,0.006682180629618375
FGF7,-0.04160239174710296,0.07083488490950053,-0.0258703518429761,0.04717838017929397,-0.016077766958452196,-0.07062848284212228,0.04260420649064089,-0.015375352288888084,0.05507382187323991,0.06590319119496073,-0.005790871158599945,0.0042167196329598415,0.051319525759806556
EFNA2,,,,,,,,,-0.024136069539013844,,,,
HBEGF,0.019904000509496204,0.02100757824127049,-0.0019087174245633889,0.026646653519560907,-0.015856583059297307,0.07755541271819377,0.16845396599826676,0.04395054294879331,-0.019926591538263965,0.042628941427216654,0.013869420062359366,0.07215316573257519,0.07685013285486524
CSF3,,-0.030228037586319836,0.02849094776242525,,,,,-0.006723757002358183,-0.06255530254404593,,-0.018810740233729584,-0.02017893347416544,-0.019407277638010006
PI3,,-0.03580961815568457,0.032807531033110626,,,,0.03639207480155845,-0.09683193706122803,-0.07614746757681708,0.05322109970725491,0.011026755439534953,-0.043842118645915466,0.030928415445752793
PCSK1N,-0.06733017959716658,-0.005953577997598057,-0.03736798143654404,0.037867780734219286,0.025681553875981422,-0.0865012065279002,-0.019354350782938026,0.047591209928002434,-0.027009787693260994,0.08567192804131929,0.03391808792200701,-0.022797976186777036,-0.02047647025291693
NTS,,,0.024568670422845003,0.057345627098515095,0.025633486152606882,0.01393317756865598,,-0.033654370409639395,-0.029405220590094896,,0.010450278394483207,0.06981315434005156,
SFRP1,0.0597387218835272,0.004745352570694077,0.03138942861770349,-0.030957744956477632,-0.01765966776564279,0.1593875453964915,-0.009915180792101248,-0.004346593670665993,0.051193266707573126,-0.07484606360657775,-0.03517581715245957,-0.029187861092939273,-0.013788908919535754
CXCL13,,,-0.015275607553713396,,,,,0.021638687591494676,-0.002948058078767996,,-0.017548366954926016,,-0.020253758570292834
MICA,-0.031125388641534194,0.12746649043144753,-0.006078881330712587,0.020250977032640234,-0.014977461209514147,0.03609689142478504,-0.0026654524551870864,0.049263313919852385,0.055814448101864436,0.06772536444971695,0.07021663247395034,0.07232281119729246,0.07839141809984063
TG,0.08438700042612092,-0.024096570707237613,-0.032692795067565214,0.04768910868077786,-0.012780224744041961,,0.0851251373910116,0.026016815355734055,0.18408575984979983,,-0.015481528269119513,0.003932743065626658,-0.0381504604729389
ADA,0.0209822123660337,-0.03563489151313005,0.036321069208364,0.08309471216362484,-0.02075611277068214,0.09990461047113448,0.0475834300264281,0.059089690511637524,0.009903154861444073,0.04328974509157536,-0.025708102544738917,0.0007113695486022482,0.03862913576120866
LAMC3,-0.01643793274431416,-0.06290163294306385,-0.03185218111957588,0.05727466762051179,0.023958813799904742,0.02394615417700043,0.1480090246015981,-0.042078751367352916,-0.023592915362023417,0.1430658458923277,0.08192540401360891,0.04753868834192614,0.053030148881603616
CCL7,,,-0.02025263532499162,,,,,-0.02821559735997174,,,,-0.0019734379169346027,-0.012289296492786785
NGF,,-0.017415231730743098,-0.021617580288277094,0.10390678690622371,,-0.027390096063739225,,-0.006536809966287652,-0.005739524014548094,,0.07572613099502028,-0.005076269334700978,0.041052827980032756
TNFSF15,,0.19253323420373503,-0.014994982468873586,-0.025352673517455033,,,,-0.027507039087649187,,,-0.011681146744582446,0.004946521784618101,0.019380787051461686
HMGB1,0.059803019697728194,-0.004238675231214528,-0.03497284161607796,0.01210473998301705,0.021904146672775158,0.13083910139645583,-0.0592736075784566,-0.06617342741907124,-0.001933172726091787,-0.028479643065950393,-0.04557368076221031,-0.06460417640462725,0.016391688898825803
ITGB3BP,0.08844806773252882,0.0201871015759636,-0.03207254799116414,0.0734157536886461,-0.042298918258208106,0.023842891845862167,-0.06296582973276205,0.0729090609628298,-0.010291095242269389,0.053809805484738515,-0.025391326856756942,0.00826678959290417,0.0074839595194667145
AANAT,,0.008185370455026274,-0.013511375990709106,,-0.014731969776919753,-0.0048201976799475445,0.035237282055910875,-0.007726769346164881,0.04291663681953859,0.015736776224648245,,0.0916573147021024,0.07262379881917007
RELN,-0.014823909184289132,-0.011245679881897029,0.020854169626467293,0.05247999082308795,-0.0028232530291969968,0.0028613710056686263,,,,-0.007660501393940525,0.1727919385422374,,-0.04266080110700841
IL15,-0.04131777760233608,-0.012044092108281135,0.006347512316567145,-0.018039934406694075,-0.013497138669614248,0.04546397896439635,-0.08224292368729395,-0.04534858407052736,-0.05175017734635971,-0.04414642469548232,-0.02849391202714057,0.0385353879983967,0.04932386504373266
UTS2,,,,,,,-0.009549376175974948,0.02069128489533904,,,,,
BSG,-0.06398005285847977,-0.04602870329841062,0.02416308894410742,0.02987718170281972,-0.01625303497499685,-0.03282924975049238,-0.0479936809259389,0.08142197325973217,-0.009926613875154647,0.12015825557854322,0.06697864859068264,0.045387220390811625,0.08709676973564934
ADAMTS3,-0.0064535469255094105,0.0029471428105172087,0.00030298331376722823,0.009883109756324143,-0.04312340804540255,-0.02823352259640828,0.05753755925503146,0.0830206979445006,-0.017351222815611963,0.09392791076532564,0.009318163267684323,0.001965906411786632,0.10325731400710392
CD34,0.04152745118122571,0.07158834980013423,0.07678691589288579,0.06412038722997618,-0.027563115448810745,0.03903216527429876,0.11791501731119952,0.056365053808674376,0.02178299416628921,0.15166754572111085,0.03399996321319416,0.023810116921835867,0.004315109114352369
PLAT,-0.036040303630028414,0.029385626011883922,0.059450387574886854,-0.0016875752204354945,-0.02677743817408298,0.04984867062633833,0.07128040368409563,0.10771075563272471,0.016881252539243045,0.07540027991948405,-0.05888352960556351,0.03520844306161303,0.07772816286457117
NTF3,,,,,0.026685559732019207,,,0.09145811144263521,-0.06083378686297117,,0.06721785237105898,,
LTA,,,,,,,,,,,,-0.015802457462666543,
CKLF,-0.010648528698521263,0.027633596657500203,-0.06454276431661965,0.03355475042702489,-0.011063526953271598,0.13174224932422846,0.018084322578133923,0.05028158544601976,0.08112781506705789,0.016370235513085758,-0.007674253329212064,0.0016893538059531675,0.0654328671692254
CD24,0.03866979437238007,-0.03719601009483307,-0.060527482260649586,0.019999369762990816,-0.041445031585309974,0.10716186453875498,0.0022643949592398684,-0.002018797100717074,-0.0069551160900252085,-0.05068957416453515,-0.02153829439914888,0.019212407163747953,0.013429481528909534
HSP90AA1,0.01861520595086784,-0.06933347182306726,0.09446745996482639,-0.018276407731632614,-0.010195395419437406,-0.10217469660752111,-0.03564396201114676,-0.1087484991789646,-0.1004768364495041,-0.04205928438763236,-0.019386583985040073,-0.07728556789163417,-0.07163218810998918
BMP4,0.007743139125031919,0.09331091564540826,-0.026221007716615875,0.04390392089109325,0.06990383604918861,0.16084483697750407,0.007930938435923587,-0.0030182944338851075,0.07075195665753059,0.059637314254784975,-0.04047794163935966,-0.062443801571284534,0.04438880390641988
SCGB3A1,,,0.029403023456320815,0.04016880224671992,-0.012426560595653426,0.039575516094900585,-0.015801021979972716,0.08939097485580974,0.11457461593847974,,-0.02425805587242553,0.034216489649891414,0.0072260117196393785
IGFBP4,0.03275971488509086,0.08218945530029073,0.03690675549187191,0.0024377048728982135,-0.0496615635617807,0.074650431553053,0.08224677148060353,-0.051745008961871494,-0.049551310952635506,0.11190849222688398,0.07175855386201667,0.03033346107440363,0.06807216201019589
RSPO4,,-0.02127449103440207,-0.01857091505338439,,0.03235194677438532,,,,,,-0.016336768263968075,0.10160723480026944,0.08965953984536669
LEFTY2,-0.017704308430043163,0.029579356334964103,-0.02882493085879304,0.07997427604657209,-0.013625873680216767,0.07205760722438512,0.02878348131895264,0.04682307593392114,-0.027752143510928827,0.07477173978373014,0.07780055067714933,0.05631193284131138,0.07391663401974612
PF4,,,,,,,,,-0.022122378750445544,,,-0.002066454673403334,-0.025741830493482398
ANGPTL2,0.04175463737889707,-0.003201371867411105,0.06183674067030206,-0.0060626233385868466,-0.013982588284083254,0.08213040990545181,-0.038918150371017646,0.05006414636654047,-0.02509593483467537,0.04729148842338177,-0.08023517258586021,0.04576044482587667,0.061703217429736834
LRIG2,0.02826205512880629,0.05655387002165221,-0.03535011095517637,0.024527017782394685,-0.04851964882701372,0.02229455419782687,0.032436865779046434,0.01118674091456536,0.023601371551413265,0.0750630262887226,0.0008436153537952572,0.04047794081958225,0.09159890077490299
ICOSLG,0.07710297543218822,-0.038822077170505793,-0.030368979539684298,0.004516513136043074,0.012976548427467788,0.008192754575074433,0.011348383708367174,0.04917684760054645,0.08025588222492486,0.035428022392861046,-0.05736859005060466,0.08737523769611864,0.05438322649412878
WIF1,,-0.0013899161792104958,0.044154460706764535,0.041653386267365956,-0.010796061642449905,-0.054142116063941724,,,,,-0.015186608511871506,,-0.004526834357422102
NPPC,-0.04671925647808214,-0.04341814321541824,0.038267909086469536,-0.03467149500398593,-0.01726987565854901,0.000842055765606454,-0.07374273082654693,0.009031722100956548,0.042552744255021036,0.10765684714611531,0.10573300877189037,,0.021428118659799156
LYZ,0.03443457335555643,0.04272853624455653,0.007478608860344961,-0.0005100200004519299,0.04366701173472222,0.11979794442225747,-0.002004053981690614,0.017029529764309236,0.06856121764190638,0.10182145238393715,0.039380777973198555,0.0513863125262986,-0.007956703037791928
EREG,,,0.015726805169578487,,,0.09056352717989323,,0.028491374874416484,0.07267461187930623,,-0.020347720311836584,0.0008338757913983384,-0.029636472472265078
SPTAN1,-0.004341002217644653,0.021879599126297538,0.05639459422556073,0.00537377092542713,-0.000772348526107271,-0.057843330983044866,-0.08659117471255504,0.012709953280386613,-0.08664648136060471,0.05752004758241088,0.015283296158588611,-0.013571982167208303,-0.019556128314552754
PTH2,,,,,,,,,,,-0.025980904002407927,,
LIPC,0.057233819094928494,0.14185447967458237,-0.017979702369429654,-0.027975312584260434,,0.09540819235813885,0.01511475078525017,,,-0.011228249517570807,,-0.01519907390815277,0.03394330538035229
COL8A1,0.029372718626499685,0.022476505373570547,-0.011102296065949568,-0.008352882697684038,-0.00959678168445143,0.0840022324463408,0.013882181890967146,0.07754513972342614,0.08058018771721082,0.1179159328986431,0.08419523698510506,0.09667949941252253,0.06967026182778276
GSTM2,-0.05112338978308478,-0.036212963888241724,-0.02603384540242497,-0.0152551936651356,-0.02103379011771971,0.0576229556615556,0.12372083926022563,0.029828472337379976,-0.0448503672486642,-0.07291776067168812,-0.034683607586972066,-0.020405677937893593,0.09440451304243211
IL4,,,,,,,-0.02748462000656614,,,,,,
SPX,0.053388681473026355,-0.042847385171561815,0.08612591093353865,-0.011183692088545055,-0.055660960518748026,-0.07729309427777413,,-0.02844826499300889,0.031898960465542095,-0.06727513201147921,-0.0007963726786721822,-0.021492598081366752,0.001385206207766173
MFGE8,0.023974588233469537,-0.02892044550982216,0.07042531463707158,0.028219545484822573,-0.055116619814478476,-0.04329549067444036,0.08960467393934217,0.011843318260616981,-0.03289766248868862,0.08872587736521698,-0.023121879156238034,0.01818277532375221,0.024348124938313384
TGFA,0.16349712394533836,-0.04031740049568257,-0.034328283410282615,-0.004544591132982961,-0.03400902257534054,0.026822615592907648,0.04686977833552643,0.015291651882679481,-0.001932371247620157,-0.02417926758485198,0.05693666416821827,0.029428948716866132,-0.02859693065823923
SLIT2,0.05628060658790161,-0.029955359685884832,0.02165774441446148,0.02876540640733803,-0.025025779504798125,-0.010223481628399098,-0.04679327639376339,0.06755505536239562,0.07451972231291228,0.08850000592700734,0.062241672687177126,0.07916671569680954,0.034945110519633074
PLTP,-0.01624682145657052,0.022946353302732807,0.04591085094570099,-0.016227966470734587,0.03546639106948485,0.18415548760116623,-0.07781672151899098,-0.042504275513002676,-0.028934848258117433,0.09006280136564483,0.06786132581388842,-0.05993568687317136,0.07222467976349164
APOD,0.045184386577027336,-0.025546509617918167,-0.12015389151808381,-0.07778478848506802,-0.046084885619978866,-0.014422590242706795,-0.04540908239611045,0.1228712761731296,0.01526767479543805,-0.01700042454263896,-0.08243882520880982,-0.06746148895599957,0.0420567364704608
B2M,0.04428603074476602,0.07006313338183032,0.014294843983007463,-0.047330950781148635,-0.033048386237333936,0.1894248883558192,0.03898348828564875,0.02152105845606647,0.07606162225154063,0.09851519155079734,0.025079976666185413,0.010501925222218813,0.02793430548973027
OMG,-0.011502649672709244,0.01575447296691276,-0.01011554765131182,0.0018128846964974735,0.02334027096542513,-0.021939276093430417,-0.010287578028081461,0.08532180416734553,0.05444438559742824,-0.013785567782679094,0.0310721948677248,-0.019146887823247437,-0.052533209457344215
CXCL3,-0.014399709668169388,-0.013286561080889428,0.06024118731763711,,-0.013293791207610758,0.07074466838265499,-0.025801184717126505,-0.002082227670698483,-0.02131217040830033,-0.013237626125408462,0.005681144186383143,-0.0010931187415627573,0.047104514912937656
CXCL10,0.0022558647293319297,0.054440445089175366,-0.014895525012216042,0.049950561118821166,-0.020194241839548478,0.06195903165650681,0.07177613654375167,-0.029136223985240524,0.0001701756352770053,0.010407208698995895,-0.022322690481193723,-0.041010331248681274,0.09258570337012235
RSPO3,,,0.12892429325398916,-0.00459899281582471,0.023442668872605488,-0.060514502274824265,,0.11804915601167268,0.025452372151426095,,0.03300143250462177,-0.021458614922171413,-0.04366604734007594
CORT,-0.017881107623220455,0.0005842826403698166,0.011861452098911755,0.030867052382493435,0.009091153231355432,0.013234688991254946,,-0.005150650782087317,-0.023149944968019323,,0.02854592123315208,,
NCAN,0.05400194750899468,0.02489650601998424,0.045736381643683745,0.027762770513203316,0.025304063251444787,-0.058379387509708815,0.06873704078984397,0.06729535213837656,-0.025515534031958623,0.10474036782355575,-0.05881393296875129,-0.024099134849699957,0.006308067012665948
PRG4,,0.07605999099152058,-0.012873394408980509,,,,,-0.030903887158623237,0.027900940640276865,,0.08121969331840527,0.02454695935935045,0.06368039196505315
ZG16B,,,,,,,,,,,,0.033903405157055234,0.00031136726786778194
TGM2,-0.00978703115060588,-0.006324273666879056,0.04781203165996248,0.018437934279326856,0.002414698730646866,0.10307311506218,-0.060965511683592113,0.03351658801268905,-0.01082970699054816,0.09351448444182403,0.00823503315909451,0.07175719972021108,-0.0040841461892160745
VEGFC,0.16421325188091085,0.0015289294934661341,-0.0013179911839792673,0.02336168920159534,-0.04398103082046768,0.0010363823080511995,-0.03636539984924194,-0.03631185288550705,-0.04638405252615155,0.047118626053091923,-0.013805440209493001,-0.017137710704459803,0.019595353774359895
WNT6,,-0.029623438530736502,0.11003874468996702,-0.01850341420305744,,,0.011893439592020735,0.033063848530999605,0.055437047603868146,,-0.02168155763074233,-0.03231407359768598,-0.022691703999211478
NRG4,,-0.022076437242892162,0.060009731444520896,-0.022651599554613065,-0.012048859061228202,-0.03547076873428843,,,,0.028408965263356817,-0.02157312636127387,-0.02145861732717018,-0.034124842385559344
PMCH,,,,,,,,-0.028679212481669245,0.07103972210229886,,-0.012420915455391177,0.009981350547952081,0.0036970340956953883
COL9A1,0.02800752688611482,-0.03439233460885666,-0.04489356342826504,0.03829270690805322,-0.0263233466965043,-0.027785801336624522,0.12349106074664315,0.05649134216328205,0.009495054517515972,0.02265611222089125,-0.013010869118414557,-0.03646534161652734,0.06306079333214826
GDF11,0.029406188311435717,0.052218580793488366,-0.03230791429694428,-0.04247730012003506,-0.008171470237109811,0.014585368394265826,0.05234023137108302,0.040349927995317635,-0.022243017923054723,0.03661427081658435,-0.004406140810870252,0.007393506548235325,-0.018727676438522873
RAET1E,,,,,,,,,,,,0.10237366475804972,
IL24,,,,,,,,-0.021382529745348187,-0.021769648668700594,,,,-0.038150438565879574
SORBS1,-0.009334676438384088,-0.0602470464585311,0.04740437956592174,-0.01907768697968383,-0.02831307116901769,0.014571059023304897,0.1048078067984762,0.0798529954072358,0.007563538806968222,0.0594820607609266,-0.025511011339605334,-0.0061155604437195055,0.012403186607099761
DLL1,0.017177429603239192,-0.030080277847641966,0.027949312330523998,0.041343029256757244,0.0843435337289812,-0.04154926945970556,-0.06736352273879297,0.05188328205280643,0.015060224338486751,-0.053681804584088534,-0.01249607616293019,-0.04035276200274706,0.09475302741135248
TLN1,-0.005072584641150969,0.0050590359818258246,-0.023925562455007123,0.04088690249322564,-0.03363576645084975,0.056609120836129546,-0.01682207836877543,-0.06396816197400881,-0.004404207602779136,0.06926823473838738,0.06602390229404025,0.05882783148017957,0.03650293161849958
COL2A1,0.011217844216420535,-0.022596687292212914,-0.011497894124250034,0.017027393920297337,,,,0.03147984097646312,-0.013266364077166403,,0.016649105245195472,0.009907148132868233,0.06985316537419169
SHH,,,0.082039666188613,-0.021880449670545005,-0.014267907746649,,-0.0014395665226156562,0.06226908911461046,0.020576251415443576,-0.0007379330463200583,0.07350271992261884,-0.008357946249634932,0.05159338819643762
PON2,-0.037425277888278395,0.03334672152892726,-0.05338259264737282,-0.04331217307023497,-0.007017233222185394,0.03577367902864714,0.08951854835641458,0.11032750446153072,0.02868444682813801,0.06995718791934069,-0.0007391000814586592,0.02201689837950842,0.07014467398470717
ICAM5,,0.06605348782310384,0.11004595220702633,0.05179968056722771,0.022778924971928842,-0.05117377491901077,,-0.01568156436615618,-0.008740179434667187,,0.042177852359946456,-0.046272928928073026,-0.019386531108399198
HPX,0.10287626632572612,-0.035983762635145244,-0.03261865871765827,-0.018503415451243323,-0.0124265593287955,,0.04522977580941009,-0.01927001915107089,0.09789576774268254,0.11329491288386197,0.09089413772550654,0.10201852379523883,0.11294293256896636
SFRP2,,0.09087761413680995,,-0.02696271523758471,-0.01969507793935447,0.08582824215753333,-0.05082154940730448,0.028635462843651743,0.003621765333025238,0.011083755426113484,0.007471584230183289,0.03776087659879857,0.11420418798172945
CFC1,,,,0.0777250294142972,,-0.02894292378371924,,,,,,,-0.030195116222098473
CD70,,,,,,,,0.08352359734876978,-0.019792211874003044,,0.07711711930892134,0.056602042993366686,0.07949463090843888
HP,0.18237319776618213,0.0445667812028399,0.132913183028887,,-0.007991131675681449,0.08401822687344794,-0.06000852742531386,-0.035062697488094145,-0.0552938211097741,-0.004419087615117142,0.012392332868275712,0.033601763071738316,0.07405838361708678
CXCL2,0.09342800747451298,0.06546196588208995,0.013335142158091725,0.022735274811950958,-0.0006633722731835383,0.07177281344201118,-0.003984938255758326,0.016852235069994694,-0.0317725502894882,0.038793546342594847,0.046823996254344934,0.019233017278380126,0.01989092517846113
NPPB,,,,,,,,-0.004324260278163013,-0.002245453407505064,,0.06168333125706021,-0.02176737742747268,
CCK,-0.038423899824214534,0.01544759100962244,0.07337258549468058,0.01691477953122122,0.06846376856528769,-0.11374469745513066,,0.06657025690863441,0.04666860779069465,0.0469810698487517,0.07750497031521132,-0.013419002181868016,-0.09566152280573034
SEMA6A,-0.0015111175053321884,0.020518744660085485,0.035729003899522785,0.01512479274050824,0.03123258783378988,0.07526983818625257,-0.08313359547410795,0.027073039866572158,-0.04467368419570731,0.038588739205868035,0.03700978288168509,-0.00815154842306934,0.14514206542323352
IRAK4,0.027462972489134894,-0.01899280248911805,0.010622130314669579,-0.007767583375277124,0.07310887715374981,0.05840087015899178,-0.05277041574007269,0.04806052777235696,0.038710224008243775,-0.0063267039147841915,0.013345863464870196,0.006319392219390508,0.011132339493482888
GSTP1,-0.07730784686894249,0.06007856336905562,-0.0995318969077656,-0.03585735390381273,0.017110653415463396,0.1187219744196102,0.018392890928968307,0.03795956161871011,0.11498958273622983,-0.04879715542991844,-0.04426571260080134,0.05530645415247217,0.07439294750521191
VCAM1,0.05338351930277294,-0.032899362590519746,0.008137170544026583,-0.05787205751559768,-0.03881183709443266,0.09549940634476779,-0.01001039490197131,0.030106616883134398,-0.04530694004492946,0.010609093968377531,0.04699716455308511,0.10846159898653085,0.037088796693091446
NXPH3,0.03335360580133608,0.027732974475455127,0.03935118578166343,-0.02044072000187048,0.013461401215414245,-0.039007105801075484,0.000747154125567773,0.1154686392696094,0.04345407959480067,-0.009025761592958339,-0.01700998847576568,0.06671858784996379,0.03233667417836878
MTMR4,0.004973093155907684,-0.04396081546649145,0.010690639963898104,-0.008973211567258239,-0.019247812235806516,-0.02411949520610339,-0.04253599349668421,0.01747145652947734,-0.02452991230794121,0.07759032874656202,0.020760215638893964,0.0222673798056807,0.0797897500923484
LAMC2,,0.09677710637417196,,0.04961699719974734,,,,-0.02628786975357524,0.08852932938046004,0.08893730278984845,-0.012056435836704297,0.0015924624925792409,-0.017370254661573655
IL10,-0.018573027364632018,0.10552287967573896,-0.01525854425910523,,,0.1395462282458829,0.017403753273457653,0.029844827109985,0.002061529258751985,0.14001589157209038,-0.030022991745539115,-0.013695607818187197,0.05535940678959778
SEMA4D,-0.02720733448666356,0.0528311355357626,0.03933915658447206,0.014585854307112343,-0.025151593885252628,0.023557533398791727,-0.01140121220059947,0.08260505415141099,-0.0032409124367278118,-0.034976746019317106,-0.05770011901793196,0.0321676885896925,0.07354589832783281
TRH,-0.01641828914230352,-0.03934174174799169,-0.01131479954747619,-0.03468294165616705,,0.11537456033158605,-0.039698762183597,0.017133225681539178,0.06698411815638639,0.18308467874509737,0.01610832943564559,-0.02438092247118636,0.03651872198465927
SEMA6D,-0.01870686848707357,-0.01223028644357884,-0.01162595110754628,-0.0391830101323429,0.007703607735753526,-0.028402043198073646,-0.04952563089479728,-0.03181054078049299,-0.017809802361240714,0.05473196172252384,-0.02352558910027889,0.009460392978146838,0.12857886431067836
CEL,,,-0.022322920882411144,,,,-0.04624804578011433,-0.006242914708275652,0.011778373471871278,0.08488557162060326,0.022051422871722827,-0.06390970428218927,0.04013122882442961
PDCD1LG2,0.06368953359149786,-0.0038939132543456775,-0.025157476076619698,-0.01780393015492811,-0.004327884784649313,0.005875996457021101,-0.0024589721059969623,0.06620823875287707,0.07185497864248379,0.06452466412190257,-0.023878263490596012,0.06849967605866933,-0.006707322127564499
SPINT1,-0.004234645314380782,0.006330768908661199,-0.017960448101115956,-0.023028302366384753,-0.0203077318514393,0.011047815002832018,-0.006694330683743201,0.05563833965798768,0.07292759562664024,0.05682021051873965,0.045540331494839326,0.05583744581615931,0.06889664146890263
CTHRC1,0.007314904017792686,0.0010758034402615563,0.10658237277060784,-0.01645024697052696,-0.02367041365965536,0.06679958971846794,0.09313997766076795,-0.006306182627350184,0.03644641254957769,0.04117564344357114,0.0377910645556583,0.039294410257795766,0.0489864526123078
PODXL,0.09780240910967795,0.09236070478234586,0.016286369289719858,0.014832190664390654,0.02643976044713919,-0.021042928384859716,0.03950566996896503,-0.016948665827265248,0.008906553769107558,0.1380859366192237,-0.005017355090797351,0.02916325975026139,0.1055629591142931
JAM3,0.017109539272847477,0.0592041156564868,-0.01847075951977604,-0.01534825697719477,-0.005246171787602189,0.0864549863996268,-0.069566610664619,-0.004996414649873416,-0.011472637807085923,0.044002302876938564,0.0003384486376301755,0.03840667855309025,0.0736197679371885
