,UKF243,UKF251,UKF269,ZH1007nec,ZH1019T1,ZH881T1,ZH916T1
ITGB3BP,0.013598202431223476,0.028863391138003392,0.04796519763401482,0.036053291566564095,0.07553142917236534,0.04168839320690834,0.016329688901089608
AANAT,0.015720952334220495,,-0.016645707806232025,-0.06646011707490268,,,0.007815673371396529
RELN,-0.04627547824574578,-0.01077647941007084,-0.04884372946153503,,-0.0151608401935019,0.00722985176033188,
IL15,0.01830824681925221,-0.02088518179130956,0.03170498261709981,-0.014336907281659155,-0.06458225840028181,-0.020483057662658937,-0.021235159369450442
UTS2,,,0.03365000711836942,-0.05210939706467922,,,
BSG,0.04485607322974872,0.007217214889312047,-0.0329567440172683,0.13911497166828507,0.029145856156772742,-0.005863046665399182,0.06897179260346556
ADAMTS3,0.011860627972702195,-0.028804724727741378,0.04612053529053583,0.11630781802945893,,0.008833583112423422,-0.0015253995446530054
CD34,0.06985328738151053,0.016948633878097155,0.0724688512049585,-0.10221710511670293,0.04755080920491133,-0.026123062752304946,-0.03479113622307443
CCL23,,,-0.018940173151293854,,,,
PLAT,0.05329579207399042,-0.006207165069513022,0.057678049785948884,0.05172378699559814,-0.044509831069695596,-0.013358533262001041,-0.014239904225761851
NTF3,,,,,,-0.0028432705000098722,
LTA,,-0.012055897002342173,,,,,-0.02297403877930422
CKLF,0.021400751567020197,0.017708289842018873,0.08812176827843672,-0.005462974458549161,-0.17249741959505882,0.033959196201727056,0.09278573420770811
CD24,0.012362371448410148,0.03302301595703143,0.03882614672568746,0.02188397311170265,0.21489275447167394,0.034828558723329836,0.12081969634447765
HSP90AA1,-0.001415054346705448,0.021971337375113843,-0.07852591746287285,-0.01247349722757449,-0.06566431952019063,-0.06705271473869137,-0.07113329510971132
BMP4,-0.058085204582876256,0.03836567566100002,-0.036069775931681536,0.037008833273781606,-0.030465521482203252,0.10048285753850916,-0.009582440869654422
SCGB3A1,,,,0.04364781291698216,0.003129543448373794,0.001750128041543114,-0.021084981175231814
IGFBP4,0.039057855737040556,0.02997037047868864,0.08092705286372268,-0.09861928311763615,-0.04813640013620493,-0.09109987128250784,-0.08598646786979906
RSPO4,-0.014340178341177531,-0.01948973441391754,,,-0.05546927007768754,-0.018460462747078518,0.028297406946215336
LEFTY2,0.06355694564981647,0.013905874794850615,0.06464643886726387,-0.02215768508818201,,-0.0251050097298891,-0.019018677734691267
PF4,,0.017962157162780577,,,,,-0.004826197934783692
ANGPTL2,0.028209056901583623,-0.010625576279318748,0.05705999899208046,0.0285487216270812,0.02181041091788059,0.038951545286349046,-0.026265956124356286
LRIG2,0.0802829827385643,0.01821624504730829,0.039606960014046164,0.1551522057499265,0.036851673405333615,-0.016390553362874923,0.02243081852688863
ICOSLG,0.12391253383730763,-0.007418683359915045,0.07726670609735498,0.03005118660897435,-0.0007712372991885341,0.015949706740733687,0.06964555226731885
WIF1,-0.04519467636125368,,-0.054575408326328574,,,-0.017160788239018218,
NPPC,0.02685751560050412,,-0.007784477450213696,-0.06868499551566673,0.21000347332458968,-0.018352266138833236,
LYZ,-0.018523045513966326,-0.027737169813076647,0.07534006294672858,-0.059095305805860046,-0.04383361938448905,-0.012451132027738893,-0.01322154139768171
EREG,,,,,,-0.0229928175961893,-0.034696112152225345
SPTAN1,0.04532661136269688,0.03100832006026442,-0.06332485808948082,0.0880529207208925,-0.06181065878491362,0.01622602996404559,-0.03500739031529617
PTH2,,,,,,0.020701910722525363,
LIPC,0.04311734872345944,-0.0165051338202541,0.015222299885256613,-0.049519445100026684,-0.06683533135601574,,0.03160539040373413
COL8A1,0.05882685933287171,-0.030465389048459576,-0.003536053965392482,0.05625939420877102,-0.09270308248454066,0.04048932226072397,0.029641281925696313
GSTM2,-0.008021462057115677,-0.024030383295264714,-0.022170886515734185,-0.09928263523627759,0.03559203643509033,-0.007998489102512956,0.031127503086407583
IL4,,,,0.06609670731367898,,,
SPX,-0.003934820252624646,-0.00649092055044025,-0.050266010367392096,,,-0.03705936609324691,-0.006591540032352384
MFGE8,0.0005444104610161095,0.011890990677241758,0.025957174249429872,0.10715178215131596,0.045327165055539055,-0.01358873170096496,0.0009009075987307932
TGFA,0.06500827687819825,0.023593583212081295,0.05480658150448351,-0.005117644285610065,0.014935648543617954,-0.007670510445561441,0.07312290717425492
SLIT2,-0.014275861833191923,-0.017288016722678167,-0.04688048287131794,0.019204278812010263,-0.04619238156017761,-0.009868126963719547,0.10766926674419665
PLTP,0.035006132378692566,-0.012989601338924921,0.0826545409989645,0.16121337422796253,0.016955241333914687,-0.020840911188974236,-0.04622584446085717
APOD,-0.02849053495022524,0.0264652049747707,0.08573993579367199,0.01070206465433345,-0.07111225505822824,-0.06921388860998742,-0.01808695132578489
B2M,-0.0031769240764452093,-0.0395470341076632,0.07442597373374944,0.01971584187402536,-0.06686759333830138,-0.050781243425045405,-0.07936411632924846
OMG,0.0054379734952008036,0.028228334448942422,-0.007138485934566081,0.053395428816057154,-0.042912887727918216,0.07361362010875966,0.09768631884580439
CXCL3,0.10030997085373253,0.03728742237930968,-0.021855018641762255,-0.005985447767977291,,-0.004257257741498742,0.03620399200390463
CXCL10,0.000834764500069131,-0.036778508560597646,0.08499205669537852,0.045861729540111605,0.10444954974619212,-0.025224523564524634,0.04615923841412621
RSPO3,,,-0.027333134846101975,,,-0.013692105418440079,0.009234543182990454
CORT,-0.02139730256746693,-0.019585433280378643,-0.04730611367942509,,,0.10651576183304542,
NCAN,0.09779909380836918,0.016059091154103103,0.057265150003532,0.14274595909461693,-0.12247375383613708,0.06694300027616205,0.00945322271660062
PRG4,0.019695330667209347,,-0.02367792083091319,,,-0.04402118638572477,0.03465648739006582
ZG16B,,-0.01319637257235422,0.03342106524705066,,,,-0.020415004052087595
TGM2,0.008939827762129763,-0.04204454232364368,0.041447589104471126,0.010261383502955345,-0.061557641536002836,-0.021409376035306443,-0.05755461443360679
VEGFC,-0.002875623088745467,-0.016944650568937913,0.017801926137914786,-0.05365851724385556,-0.028113214592883674,-0.03150678037434886,-0.05433481317780967
WNT6,0.0201666677706522,0.014254303942414427,-0.023284134647633025,0.01933818894509327,,-0.0245000467946735,0.04399410727044727
NRG4,0.0841702699079174,,-0.0294923524810375,,-0.04427104700635833,-0.009246117721818891,0.009192552130471227
PMCH,,,,,,0.01194658291687804,-0.011451463397086713
COL9A1,0.0692810291381462,-0.008268229282356068,-0.012406022638212152,0.028369758042910344,0.031851827580060645,0.07449262952308686,-0.017467532402129383
GDF11,0.05721638286272884,0.009676041467344423,0.09730632941112433,-0.04493621805245732,-0.08100616569860879,-0.004596561115769224,0.03724738332147405
RAET1E,,,,,,,0.005344967391219638
SORBS1,0.052580455702459214,-0.004558735689281585,-0.0196409770932501,0.11442491892636403,0.02232414507877341,-0.00267200044467549,0.02132471612570079
DLL1,-0.04714981784559083,0.05029815876635329,0.11361963637286898,-0.02170066173645848,-0.006632196420705387,0.09017943382469329,-0.006381289030714322
TLN1,-0.002502141302706446,0.03872920583177203,0.044170373199593965,0.16836524194149954,0.006269869527866842,0.016738791871818363,-0.01717638547021745
COL2A1,0.08897474795358387,,0.049735913333895335,,,-0.004453679105583833,-0.006202411638206007
SHH,,,-0.01718070602284356,0.01719317172897618,,-0.03156437823044545,0.061178444002822616
PON2,0.13280931917869762,0.02557658860170521,0.0469068194749081,0.13389671693077695,-0.02575166951178116,0.012563546477343954,0.07333658280173334
ICAM5,-0.05132509580978755,-0.015709240009358885,-0.042706856694806915,,,-0.03237931224783269,0.049037052171080536
HPX,0.042008973618072716,,-0.019104537357702484,0.0468141464274109,0.012662600633874782,-0.018366389374923436,0.010531923379943407
SFRP2,-0.04533841977976396,,-0.017442342301329863,0.12281023984686094,,-0.06054922153030802,-0.030206743962998668
CD70,,,,,0.11610132277339863,-0.035499829188498734,0.008905210029647143
HP,0.011893162854597641,,0.019289846161799566,0.02774727572085295,-0.0384772269750555,0.033941615511397676,0.04496023342464638
CXCL2,0.07210124397132199,-0.009374136139533558,0.020112737761518316,0.008512985627425652,0.12367231278939343,-0.017654096474198737,-0.012072245537399327
NPPB,,,,,,-0.020977609320928903,0.08351228531440555
CCK,-0.0762584484805406,0.015029078318132006,-0.06563718528491666,,,0.01940686357664874,0.037747426833879806
SEMA6A,0.15923411047042085,0.049223282228182466,0.08698526930683383,0.07787138131057064,-0.023266994502784622,0.0026533588690146586,0.04874833055732314
IRAK4,-0.05070777212701194,0.030810553419072885,0.06695676036560132,-0.035457821041250163,-0.12248370806494817,0.0032299373603078426,0.05606429480233232
GSTP1,0.003702599945905861,-0.051301560503112804,0.06877225991438102,-0.018483795737614953,-0.13313351686964114,-0.02254246451753486,-0.005493714350241552
VCAM1,0.06112763864452396,0.0005202923574843329,0.03930077337762408,0.08710927283563581,-0.029987324533276755,0.043142576470981575,-0.0033334358508592217
NXPH3,0.023030399858795608,0.039826105353084874,0.04557344626347537,0.08018142593768891,0.010504934366992758,0.013296582965327845,0.03589267149496689
MTMR4,-0.022406040601457407,0.011034089574468482,0.017203941216419306,0.15094946233591525,-0.003938749553026027,-0.01838114409518146,0.06322568941965855
LAMC2,-0.031068712364790235,,,,-0.04427107354706317,-0.013623709477284472,0.06653038814714099
IL10,0.03385155547310089,-0.017479999556061554,0.10424452113539373,-0.037084481082585,0.06437832824700021,-0.022529896225555332,0.017897910041537318
SEMA4D,-0.000655028880732352,-0.022530562838355073,-0.01465864191162358,0.030221138295271243,-0.03936416964429868,0.059623133276833676,0.049217069999547405
TRH,-0.060629432573357546,,0.002356684511747756,0.014613171442272737,,0.007339060208206816,0.0034699498048075188
SEMA6D,0.06158100618126299,-0.0017702050786868179,0.06395102916511633,0.07963320567330515,-0.06209157926761453,0.08629563109964382,0.05746206126586007
CEL,,,,0.05265121347864585,0.0004986695661943802,0.02026665431730209,0.10219207099698015
PDCD1LG2,0.08253577703980815,0.010107330168042019,0.047779508505296865,0.07295676573271148,0.01531426964094994,0.039520776019036974,0.0683044410276819
SPINT1,-0.04810384267668714,0.08972306768836742,-0.015888029894270465,-0.102450834982187,-0.05406903087556688,0.0015728249619628477,0.07162748221001113
CTHRC1,-0.018992788098027503,-0.018307320306285516,0.042689877856617285,0.05687384199802947,0.04632363363593197,-0.042082023352403415,-0.0524649293324425
PODXL,0.047228967074598435,-0.0068987128988126185,0.03708472645738294,0.15812644993526379,-0.027267521024683224,0.009316769871801248,-0.0780050994102698
JAM3,0.14188041046703695,-0.025604170026569274,0.05602624948632325,0.004379395774613593,0.0836420615797589,0.0013773508995620345,-0.041087886587586026
TGFB2,0.07065113251251312,0.000790685210283583,0.039600526220245326,0.09266141922887426,-0.0096146512409433,0.06318756816272195,0.06361882276835938
COL18A1,0.0400720083213469,-0.013522652570790735,0.0866883599913902,0.043343202086559285,-0.009622483740629413,-0.07204245370483334,-0.10894767996956253
NODAL,,-0.01175446160415486,0.10006430276089835,-0.0005758947363587282,0.050469738978166756,0.07935598351112412,-0.008446205390538081
INHBB,0.024473169922933344,0.044679420001284345,-0.0145999879098942,-0.024845464572831818,0.08296158856779211,-0.024132229369008804,0.05732225447458319
LCN1,,,0.021518130915725787,,,,0.0033325534115361817
ARF4,0.04711433547584616,-0.025800427891556257,0.07384805389105543,-0.038832671566541174,0.15590259640718904,-0.007949321299628144,-0.030330384870788808
CXCL14,-0.06745091525322433,0.004955214585092263,-0.0439990023454581,0.12506170070631087,0.038618043792717285,-0.0288104007280285,0.030852033337627177
LIF,0.06823849784677283,0.11434597266409098,0.07388695596901415,-0.012388879474692525,-0.09914213252385957,-0.023025559145712766,-0.03783533980528401
IL17B,0.024427212693913538,,0.11483174414372978,0.048496721770949124,0.05472723340650276,-0.01938263627933513,-0.03177569145220399
MMP1,,,,0.04178479130813312,,-0.014035568429758604,-0.03824790525966707
MATN1,-0.029259049326346914,,-0.020107933274856184,,0.037939040858563984,-0.019975887509803558,0.1260398832659097
ADAM28,-0.032695595864567224,0.028351997416806034,0.0677315704446519,0.037811779615395856,0.0459855822080721,-0.007816393033232415,0.03900180527056195
TCN2,0.016537059456719263,-0.04342226962264214,0.0741252263383963,0.09364534354808308,-0.04070709039400328,-0.010336787796817518,0.04616465706714639
THPO,,,-0.01968342722690201,-0.04217415783003819,0.03922816171682628,-0.017328157175143848,0.15031007233032986
CUBN,0.026073450087481635,0.12701102534140227,0.13804739960370901,0.053199165250518377,-0.011672483826557514,-0.004135841189312706,0.05202004447713732
TIMP3,0.061175159972592374,-0.043761719038736505,0.017602685206561428,-0.0743983919769413,0.14431832389756558,-0.055539937771185474,-0.12402007859662659
PIGF,0.011633297060838984,-0.04263993756333839,0.016383345441674576,-0.11758687103284082,0.02593369625334906,0.12059373649453783,0.08723703308890653
CRH,,0.07230273928093023,-0.029492340252769717,,,0.014863694802336411,-0.027895429451747437
BDNF,-0.008827607928617191,-0.013196370057012876,-0.05075799873744381,0.0933934720897303,,-0.0009738099069872173,0.06203644056715384
CCL5,0.04758283268688812,0.036528871486646665,0.039941291303778624,0.08458435932643232,-0.02053346248794704,-0.03531730227335987,0.0047715504445758495
GAD1,-0.035910549616872386,-0.038172490684069756,-0.08948806512268524,0.044480972293641514,0.015976395424625423,0.020930082146188758,0.10643996380756389
COL14A1,-0.01334665925272982,-0.0007001219507498268,0.03436168865329708,-0.00010964420456423221,-0.05791827184035313,-0.06347998207471002,0.022186384473079145
HLA-A,0.09680807341877537,0.015510923064005812,0.06520480749655425,0.03600377590451218,0.15874038076418556,-0.06725279416252615,-0.07702006741492051
CD5L,,9.727740699077448e-05,,,,,
FGF18,,,,,,0.037120737702166166,-0.01860240012320696
ADM,0.020663780862449785,-0.028804727410310926,0.02986512215631269,0.015580123493532164,0.04814394946142103,-0.010633661319437444,8.934537725328279e-05
CCL15,,,,,,,-0.01613386018269267
GNAI2,0.05873016639290311,0.0003851662457941393,0.07868803602218051,0.10668258965090849,-0.13265240692302796,-0.061636266072872495,-0.08676174772643291
HDC,,,0.11280673713252415,,0.09926228294099984,,0.08929872116826629
COL11A1,,0.0022374788095793365,0.06108463684749811,0.09180585168387256,,-0.04614670888363633,-0.03043738244008188
NUCB2,-0.035339438701711585,-0.020655473985473106,0.015962940390127363,-0.10192186795473832,0.04007099664688617,-0.03812192887221746,-0.04632140386198585
CXCL1,0.04147980095980587,0.06543463537637581,-0.01336101237554694,-0.0450609724025848,0.007922520046441865,-0.04003677009224607,0.1166847990659452
VCAN,0.04174347300761071,0.02894930066809121,0.015551268507989107,-0.018361501676742532,-0.05258164477754454,-0.06070130993719484,-0.1168828950328629
MMP7,-0.038057431698525206,,-0.013999127068449605,0.030791219944376,,0.005180196656112636,-0.06353903296922636
PTPN6,-0.015199369918135749,0.004033640804902311,0.08209819488736257,-0.08648538285671886,0.05266516681719846,0.001430299718413406,0.02753392157110812
PTGS2,0.04481070248144586,-0.014123136937744918,-0.05924039849815214,-0.054995201111358166,-0.014573257610200091,-0.026872387952533067,0.0581462784264203
CD58,0.03884838492540732,0.07819030521981322,0.0951409264180213,0.050270221455318086,0.07280986386957561,0.014691386966366194,-0.015409907650924554
TNFSF14,-0.061662525149175126,-0.01650513390824394,-0.029169238578265713,0.10585101986343798,,0.0520649645633046,0.062364500035528535
CNTN4,-0.00035637990895424817,-0.012920166171659952,-0.010717642218154412,,,0.05936253324641213,-0.027452766429564603
INSL3,,,,,,-0.02026662225181935,-0.0026815595923690323
BTLA,,,,,,,0.0582200790732523
MFNG,0.07832743083012861,0.010941021839330607,0.023192169047639634,-0.006913438303271317,-0.06366843430644528,-0.04958711467039746,-0.06604724855421519
ICAM1,0.11317172723510599,-0.044238479413570946,-0.01134545353235493,0.08078930722512857,-0.046160403591692045,-0.05579521167604195,0.09507076396026554
PROS1,0.08536553944297647,0.04052793465182271,0.08251961185598333,0.11487577721060342,0.0007730045456044107,-0.03459756812916921,0.020385661662970164
CLCF1,0.0018009817312305886,0.025141269149779405,-0.021835203461074936,0.06828415939911725,0.022901767190963433,-0.02155812355657046,0.04098822300090668
PSAP,0.04616083483496481,0.008820685032685073,-0.011936311897923359,0.14730716527388887,0.14493645220979337,-0.01119451011659705,0.06216237717279896
EFEMP1,0.044533292624066946,0.04572737860811442,0.04106891203941335,0.12665699333839742,0.055130662770310264,-0.025610010238592346,-0.008277841314651087
C1QTNF1,0.1172775347514182,0.018854029280980827,0.03443452615708727,0.06987130716425025,0.025315777714500963,-0.07041917374413623,0.03494880753014385
ALB,0.05918436977649588,-0.021772641073300257,0.025597074533874394,-0.0476931161461678,0.05082965103722479,0.06359470634980267,0.042434644461509415
CCL13,,,,,,-0.02273322818040304,
EFNA3,-0.00024683749237051694,0.008489241239863743,-0.06019678774091631,0.036664696795304194,0.1294651839931527,0.009896958316226768,0.05975546254342773
DRAXIN,-0.010798308690953743,0.04438212028341233,0.0728962527056688,0.11161049687925353,0.01878354058731327,-0.009835302961991171,0.03362932629467762
RAET1L,,,,,,-0.02462205637462911,
NPTX2,-0.031155133278654604,0.010119515785976169,-0.03314179725290529,0.05985762810845784,,-0.06434320282420707,-0.039931355437088784
FGF11,0.004032926781251918,0.029046522319514552,0.07965461441400934,0.0073870270783088325,0.11390901730546286,-0.006504828770048306,0.09008969860345169
CD59,0.06920102583399544,0.026716899379553977,-0.019203200428204836,0.042798233998902986,-0.059687965705367656,-0.09752852079850166,-0.09160669172861845
COL9A2,0.06398331009758225,-0.05103198162726477,0.049964431877267,-0.02576988977631685,-0.08256408536787263,0.038711513996670686,0.050312107804368844
DLL3,-0.0024640262339562847,-0.03040448386380686,-0.035134713515503624,0.06839905003247876,-0.13815094850069598,0.07414934786393212,0.026344034992986966
FGF5,,,-0.01869840472755754,,,,-0.008995402784272815
LIN7C,0.01732956590191503,0.01524908124818204,0.050589912874586446,0.02869208583119515,0.001542407118180409,0.007380850574461697,0.013770567058581002
GDF7,-0.029259069238097683,-0.013864257686057032,-0.009093739973192898,,,-0.01647558093848367,0.14779297806319114
PSPN,0.009007663325708007,-0.024979723562318718,-0.050155031765086025,0.09876607846245802,0.04898271685469972,-0.02813520567555991,0.04748487074338491
ANGPT1,-0.016012055678718527,-0.016842620383109415,0.06557990585260622,-0.006152041638831002,0.07358682633424898,-0.0021412381848778133,0.05798356068411979
PNOC,-0.05572176301019802,-0.01788183321040999,-0.07316519668578612,,,-0.019532474118199097,0.013833477043235036
L1CAM,-0.022774188916650166,0.012534645343319885,-0.014133441301073664,0.19409324138107997,0.07710961086988763,0.0030015733935146384,0.003470409111473488
APOA1,0.11376390696715816,-0.0024565775805876393,-0.04001741420836884,0.0040599313709029465,-0.008653182656069102,-0.0008177591465775686,0.09234276874302724
PSEN1,0.00105925191055505,-0.03285870662018614,0.02235631757608415,0.03788453171406661,0.004268279456506074,-0.032077591985010374,0.002988834377488983
CALM2,-0.026483179451117913,-0.010708202900740005,-0.036184439505466126,-0.04809134103645497,-0.08712549893186136,0.023652514159109714,0.023904931307206213
CLEC2B,-0.017497958041019814,-0.056167419167922575,0.06509425768173034,-0.0469379409016926,-0.040963884767060046,-0.023572060573489772,0.05184596475574464
NTNG1,-0.018309486769077107,-0.00812858349873905,-0.026172092488746364,0.017133605086434002,-0.040893779623562165,-0.01651480169473018,0.061931072265898876
LRIG1,0.11417002291412459,-0.04533082956563823,-0.014904991637432533,0.046723230274227666,-0.016999718967687674,0.08676057417946352,0.04952406935243622
CPAMD8,,,0.029088062276141635,,-0.03306195127484165,,-0.023147033961031235
GHRL,,-0.01758531357958674,-0.024790501511638575,-0.0336573866801624,-0.060207891013230395,0.08489778626155543,-0.004886200016598084
NPY,-0.0021638760076607877,-0.011224466971055298,-0.0621875999996001,0.04197767274161389,,0.029852374900466078,-0.027895421653276194
MMP2,0.04897730377893808,0.013799376752607551,0.06239109098261313,0.04256929024082416,-0.0749562587393282,-0.016918136312230197,-0.04187080644787679
PPY,,,,,,-0.03613344148126161,0.026104512450281805
ALKAL2,-0.022356999359963128,-0.011128338316522574,0.06118945076918017,0.01914938128995523,,-0.015937070712075372,-0.0030692170521944215
CSF1,0.06552263594281116,0.009676113071517427,0.07463237145589992,0.04264946642582569,-0.040864854226273645,-0.060068437054259224,0.06866723446892349
SEMA4C,-0.013414633272207122,-0.03828164139672774,-0.028436652268250064,0.12155809894841142,-0.08833119461979233,0.03247389949213697,-0.001491173552025725
BMP8A,,,,,,,-0.019827784598878306
ICAM2,0.009787126709746085,-0.049235675104945364,0.07599675415811642,0.0012597487364490421,0.0015882698438311666,-0.01450806949359021,-0.023080092966605847
SYTL3,-0.0439547632549659,0.007429988648550285,0.05470784925008536,0.08630922737080317,0.08201695716300234,-0.004082785617766606,-0.010177735569192804
IL1A,-0.05931699836899585,0.07958688732603575,0.04385039504835818,-0.009601060465467591,-0.049672604637090015,-0.02627939567668344,0.04585893983771879
HLA-G,-0.03406300667214874,,,0.02942669910125657,-0.0030486235137090804,0.018892688264974946,
PGF,0.04654272515441706,0.010748926329172903,0.12219883986825619,-0.0681890762669109,0.16862424889757044,-0.009285218925269598,-0.020737832762499134
LGALS8,0.01861227352518087,-0.017792709447928764,0.0627456451415924,-0.008839549939093555,-0.0015391656510828733,0.00031139575699199124,0.004512603160224118
DKK3,0.02953311377861715,-0.00947072515140112,-0.07347495319191784,0.05514573477066518,0.0397147857401378,-0.04333771819346508,0.0381820935780392
COL16A1,0.0941891685487892,-0.037291258671929575,0.049216359212272194,0.03315847007436433,0.05052381253310856,0.04980829185154912,0.06953828256004053
TPH1,0.21928579523717626,,0.01739201212359204,-0.06977763480066546,-0.04427100984945175,-0.04666176627180479,-0.0630154776139128
TNC,0.08032152337871337,0.029853019090078033,0.04145279510746917,0.1432991058730444,0.0019373138337557608,-0.011744634908041616,-0.02245308253141734
TNFSF9,-0.054916790041853306,0.05112957408775378,-0.045391743927223505,,-0.0449194230965972,-0.02546212455062929,0.05944288715586846
C4A,,-0.010966478600096995,,-0.006364433603296935,,-0.016649343061392725,-0.026701142167195116
CNTN2,0.020421261975466582,0.03420356226663863,-0.029878009221832626,0.16794240677235245,0.01582878923921867,0.02493793666787802,-0.050841684718492236
F7,,,0.07308790364791282,,,-0.016475582531632088,
LUM,0.07475591691077464,-0.01616840617205831,0.08432203691234916,-0.026746612239755538,0.03092082257677183,-0.053483564458148336,-0.09891134674737627
BTC,,-0.017160591260166228,,,0.10367755170139445,-0.01594373920956411,0.040805578709582825
APOC1,-0.11059267051502894,0.007021130711993856,0.09614782179552735,0.03221428800601898,-0.0768594660428233,0.08504568668547526,0.10611470447623408
PKM,0.03271426272551837,-0.01750936361945613,-0.013553352966414543,0.08572837488480663,0.11058713422530368,-0.0348631557334362,0.035661103799130026
TNF,-0.03946529697465865,0.0040216647478226,-0.024825174879373465,-0.024445715017657636,-0.08105248357290626,,0.03273375641181665
GNAS,-0.07579965227617576,0.033026479741202396,-0.09980015072686375,0.06776265687532083,-0.07642907370164137,0.024887115503893217,-0.015928470598303882
