,UKF243,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
CXCL3,0.03586173986830575,,-0.022161502081935926,-0.0472132891577559,0.17901490632842157,0.003721562133205276,
CXCL10,-0.061721108172172155,-0.03156528814857616,0.09202539024028626,0.010106181026019664,,0.031000952524472748,
RSPO3,,,,-0.009597706600253926,0.009571479075292669,-0.01759923024420344,0.009367174236543695
CORT,-0.02385244824452602,,,0.027880939903561285,-0.008991502758709352,,-0.03151912474144847
NCAN,-0.05233311126674596,0.05695917461312865,0.04043785930882472,-0.003863807624498747,0.014956020587899282,-0.019620163452191,-0.022266280050805193
PRG4,-0.032552991532204596,,,-0.019337493264803395,,-0.039866999558130466,
ZG16B,,-0.021725648933884813,,,,-0.021944346087453735,
TGM2,0.02593631132450713,0.014281254655542874,0.036724636685067195,0.013759473010223471,0.12718102596063077,0.02933782957923715,-0.00761774182561132
VEGFC,0.025065319782156585,-0.02816075579830974,-0.029231386426613593,-0.02872514489272567,,0.01221180037254068,
WNT6,-0.029623432911635904,0.21994816510031287,,-0.022337013991709707,,0.004709717502107495,
NRG4,-0.022076433055339066,,-0.023472381082639788,0.04558916487066173,,-0.01759923221665726,
PMCH,,,,0.04536720076409282,,0.019210164770938915,
COL9A1,-0.03439232808517144,0.01830529788229595,0.030700313317908665,0.012483449268511283,,0.0186691778016649,0.0022429859436082183
GDF11,-0.0008104489856108497,0.006517021534404585,0.06532650338594734,-0.03866872653401362,-0.03910624315058042,0.008850825947672312,0.09775252275603159
RAET1E,,,,,,-0.01930623269575506,
SORBS1,-0.10540388897306653,-0.060751191737865015,0.004736194729316404,0.011767874698434563,-0.07204386751949692,-0.01244855048473136,-0.0016910739846442366
DLL1,-0.006080715715375936,-0.046519472208977675,0.07072707753671441,-0.012917253223482392,-0.026851785476103063,-0.016260354968224096,-0.07574052886085834
TLN1,0.0014201298637329433,-0.03246797603194517,-0.043401227920660174,-0.0495607414195179,-0.008275470735789575,-0.057024761145479684,-0.06236052616620459
COL2A1,-0.02259668300597656,,,0.05775115633373702,,-0.025612828380891718,
SHH,,,0.06298191666592498,0.02854449119422293,,0.06777990702513366,
PON2,-0.0996610535350656,-0.03641503008788438,-0.023529368093015705,0.035102295050665276,0.006851353437040624,-0.034552181246266044,0.0033265805989669034
ICAM5,-0.05265471290687216,,,0.023663053151953647,-0.018966643893556588,0.022562363970875757,0.12962544603621956
HPX,-0.03598375580959115,-0.03560504571727856,0.09803336217157815,-0.035421053819483024,,-0.040614452407761084,
SFRP2,-0.029419573764622585,-0.024651778018721898,0.0349621314734469,-0.033238929707117164,0.11924277855644778,0.006377539872829307,-0.019925142287637174
CD70,,,,-0.03236565986719652,,0.08590889525068661,
HP,-0.05372770886943932,-0.06151570733654964,-0.03006207663115657,-0.024143640246477277,,-0.02632652649262396,
CXCL2,0.004827612483422518,,0.0374535039373194,-0.019258732548143746,-0.03730986037723164,0.04017845039186231,0.040654593257603344
NPPB,,,,-0.019125561548563298,,0.05367676196321908,
CCK,-0.08173168913198281,0.0769956602232704,0.038936553867696296,-0.07682409375323854,-0.034843928979199974,-0.02315946135468858,0.14473238851998488
SEMA6A,-0.016822124169716665,0.04935996920199448,0.014383011620169252,-0.005235929178637074,0.04548678654187432,-0.019129816893670333,-0.08176273220512895
IRAK4,-0.006205376347057863,0.052721208169808124,-0.03311220059078588,0.10150799753454366,-0.005779286359098565,0.05453591948966367,-0.009110850684969838
GSTP1,-0.02157972660175994,-0.026336806770657115,-0.0016691378770315342,-0.019339230180072053,-0.00965372493206455,0.02480145052781394,-0.004180872798880884
VCAM1,0.009644768061497057,-0.003328785051197144,0.07526790626812817,-0.03601839430000158,0.08429627298091216,0.019210958544528547,-0.005128772285466916
NXPH3,0.06151408067227736,-0.02655862507415494,0.03667226567549525,-0.008832953718662877,-0.014315659079712688,-0.003301772361467104,0.1339721763158877
MTMR4,-0.026883800672093887,-0.016447350028391074,0.013706286781040865,-0.04634771502211854,-0.0040267330195693195,0.007763581165182035,0.08640966535804355
LAMC2,-0.020160126436425757,,-0.022694164168663673,-0.012420914611446841,,-0.03401441298383774,
IL10,0.004555522375105145,0.03546860257239851,0.0005081336287694483,-0.03093061845991235,,0.025110503253331584,
SEMA4D,0.058630879541719465,-0.016491117634062517,0.00035051007127037307,-0.04342585632869796,-0.024497123200926302,-0.041855900477588776,-0.09718864167560755
TRH,-0.039341734285481746,,0.018758738638291184,0.009741982941517673,-0.03819601798907912,-0.019995953592193118,
SEMA6D,-0.0065794610046846,-0.010514494954527167,-0.022550223767245917,0.03294682717700573,-0.018208323264094353,-0.0400118513363324,0.007211126523273204
CEL,,-0.03003458174918917,0.06386273875159838,0.00483594236081832,,-0.002626937619022673,
PDCD1LG2,-0.020647911043759813,-0.014542987538374956,-0.0009057574051846729,0.014223493321312147,,0.01790355458872438,
SPINT1,-0.011794014141875328,-0.001519932204666944,0.006202912693461326,-0.013420392576569119,,0.020230314440054714,
CTHRC1,-0.018368758853636348,-0.07242550117646357,0.004418672384640679,0.0165179518357828,,-0.031969343919625845,0.03397950903162182
PODXL,-0.044275178034511524,-0.019572494846986643,-0.02035814723937359,0.005862269033157241,0.06245865413483977,-0.031619228628658055,0.020114553534650942
JAM3,-0.03134930346989161,0.020111171894439877,0.02859566357557503,-0.0022367128939289735,0.05651783434111148,0.04779240740070845,0.0064604549317490625
TGFB2,-0.0797578284702234,-0.011708477248155224,0.03977424090281239,-0.05237315282178589,0.14271874125711856,0.016877236264800068,-0.030010564308413215
COL18A1,-0.006064309764368983,-0.07380310134522433,0.03787694579144659,-0.021925711786799067,-0.04351979246821646,-0.06917556274647274,0.061297920032635414
NODAL,,-0.018839405362626144,0.05491420069468012,-0.014204247444002874,,0.17456598083458602,
INHBB,-0.033205561778098046,0.038706413792644195,0.05998093584055823,-0.06856410638454366,-0.05918322021955647,0.03579209522403151,0.024855509912350346
LCN1,,,,,,3.513418716488989e-05,
ARF4,-0.017672362989082088,-0.06767591290306298,-0.0013885428874546083,0.017022438205099178,0.014843749295935633,-0.031114316935889633,-0.03010094809364987
CXCL14,-0.06873157093422783,-0.05953791953575936,-0.020481517228947258,0.004099083344637372,0.13881084918550665,0.03237348673425848,0.09052965080023498
LIF,0.027867655192285297,-0.02739380618730702,0.07486773992199253,-0.05815695720010762,0.009329902595864298,0.05664135983906684,
IL17B,-0.02409657728961725,,,0.13232295286545992,,-0.022060690415795045,
MMP1,,,,-0.012796411820130773,,-0.007622575490051338,
MATN1,-0.0189858571189857,,-0.022956243785295965,-0.01821227863533342,,0.008995258724471515,
ADAM28,0.036514616684329794,-0.02114766516502202,0.011619733724898555,-0.016644657657030715,-0.0231940911850607,-0.028338060936500254,-0.08574082195983994
TCN2,-0.014444742466536063,-0.005241961513139573,-0.02928876760275062,0.02611601521228842,-0.10632605361065364,-0.00278104755223607,-0.0058948730250053235
THPO,,-0.022409536883104073,,-0.015798308163063705,,-0.0263265345069895,
CUBN,0.05930175165519329,-0.036351643359372215,0.054443356900854105,-0.0019761444432392413,-0.04765699502488645,-0.0010526772649893522,
TIMP3,-0.05593347385621398,-0.0669335368507764,0.01744907517706095,-0.011536346432382648,0.02838237648076276,-0.021987647847613433,0.08705081678444211
PIGF,0.0500443991659551,-0.03514873864158743,0.02523634850067991,0.0004289328479670166,-0.03301505621749711,0.006504362925373972,0.06977474293927012
CRH,,,-0.03869246107784555,0.009396210724548253,0.13699110211978305,0.010617495934057909,0.07033177038652594
BDNF,-0.034392303392218625,,-0.03805974899064048,-0.048064966753108035,0.08641321131621811,0.06972829660349522,0.04030916323696091
CCL5,0.052607797177874026,0.06519474647932777,-0.006381091949164813,0.005697933241810815,-0.03460239828572283,-0.029614767060818923,
GAD1,-0.037328779933977256,-0.05870205318304872,0.027379915015761532,-0.0011430041468219179,-0.026250037205971015,-0.00718302118948468,0.18983539986920375
COL14A1,-0.02383642727159534,-0.02090248430868013,-0.023410605537348698,-0.07653925935066778,,-0.01894268561136079,
HLA-A,-0.04909728833531707,-0.05833257091067465,0.03943932169181966,0.014492783866892537,-0.09144866049486469,0.005697645570098916,-0.022988672650747197
CD5L,,-0.025579870530711743,,,,,
FGF18,,,,-0.022113110189695872,,-0.019995955196452784,
ADM,0.09292756560646345,0.01375944762921137,-0.01943347193160985,0.015463953262781629,0.10679384339335148,0.11195096435212963,0.055948281328096226
CCL15,,,,,,0.030008354417630594,
GNAI2,-0.004843736421337355,0.05193028740898918,-0.012992099738515077,0.01182524387523576,-0.01754675325588873,-0.031193273298307487,-0.08278513653699378
HDC,,,,,,-0.02973016614949291,
COL11A1,,-0.006276222009426406,0.006511092753433025,0.015570885509588954,,0.01590394835089888,0.06288617605482999
NUCB2,0.08806365721115382,0.0047115432533869715,0.05960820008513387,-0.004919836880730638,0.057257080250655124,-0.018514272011415617,0.017230282824325083
CXCL1,-0.014546418130270957,,0.05971690266272385,-0.025838036654293503,0.0340547774783842,0.03152292327471485,-0.03402518517922247
VCAN,-0.09018795902230332,0.10879548057743703,0.023120904732916454,0.01772257008455994,-0.041198523713649834,0.009225534183459807,-0.08125576492059831
MMP7,-0.018283003049925726,,,-0.012919309292087629,,-0.013170262139860127,
PTPN6,0.028562101372316143,0.003321705720623924,-0.014729464345162363,0.03230013260234699,-0.0527612496264647,0.011654950664400353,0.014310972208039473
PTGS2,0.07164224311877386,-0.03952087921755899,0.06290495268558469,-0.0006056016420615131,0.18066200575092425,0.07470843321306532,0.19721201331218383
CD58,-0.01193865832881866,0.11590696176047012,0.03666128448745969,0.003803631344161566,0.027228690310080773,-0.0029650330097206923,-0.08470274116558134
TNFSF14,0.05077974627454214,-0.007407237773916184,0.017714548601099965,-0.018477347097953862,-0.04610760876624229,0.010147993502850113,0.0616477779113272
CNTN4,-0.031408135542523766,0.07775634139103889,-0.028808310278798474,0.013027342373710728,0.09464858520640533,-0.02950932588851451,0.13762422435884394
INSL3,,,,-0.018477345312744618,,-0.023745803065919814,
BTLA,,-0.02870679895474317,,,,-0.022961004258939953,
MFNG,-0.06595880362456419,-0.04156796548553953,-0.019115538373365246,0.017058424781825902,0.06517774362368779,-0.019938981359237273,-0.015191451345386575
ICAM1,-0.06131325488575413,-0.05324928093814051,0.052809633624565325,-0.01928077989486106,-0.014077563368499527,0.03900466011879555,-0.02978531489378792
PROS1,-0.070235283113352,0.05644309811563443,-0.006742491474467212,-0.026134899118572585,0.02989924781295878,0.046672425168585815,-0.0422151732447327
CLCF1,-0.016692127053094894,-0.05423130423516215,-0.02787956418008209,-0.01173181832925602,0.03312815622737925,0.09768319377721107,
PSAP,-0.018921518461284512,-0.08234876553876913,0.0936714748327176,-0.019787406791879784,0.06456468831495814,-0.0017590854673287925,-0.031484025347310055
EFEMP1,-0.06793547381983045,-0.052938100155229054,0.07520147788149985,0.016101602047477546,0.07079227030628597,-0.025112952077804646,-0.12062250435203774
C1QTNF1,0.021910814811894375,0.01601965440428706,0.05685833760617388,0.016454924073806117,-0.07000378412580016,0.050090181412452243,0.08739325488262818
ALB,0.06301918769416917,-0.04116992786694815,-0.037480517605590305,-0.03093061765307561,0.06602862113252603,0.03607429125920987,0.020238031760516473
CCL13,,,,-0.020726182288467714,,,
EFNA3,0.012268873959899102,-0.044427886741860996,0.0375814786718425,-0.06171694363603165,0.05952516695333245,0.02463314238889208,0.09616873744814365
DRAXIN,-0.013518262315085528,0.0531988639119136,-0.0075085153171056684,-0.026102766206713326,0.05132557433618296,-0.017774651646530974,0.0020675077075409413
RAET1L,,,,-0.00595565862117442,,,
NPTX2,-0.012707335370881616,-0.042689902627587005,0.02147266965967766,-0.010159802553384549,-0.02194963239726855,-0.036997233666647124,0.07616066474714227
FGF11,-0.03377939897840785,-0.03886873074285474,0.14496562799080084,0.03681981969132512,-0.019626642526056618,0.11737390996600613,-0.05927200530633818
CD59,-0.08038452392079819,-0.0634059379934577,0.029427127710457242,0.05216970191129042,-0.10201346004669234,-0.06716056417135732,0.03440312992824172
COL9A2,-0.020204838304116967,-0.0068160063341102676,-0.04304466209925224,-0.030350223303979046,0.021975871712101473,-0.042000600153725774,-0.043927840194309876
DLL3,-0.06128630625705644,-0.06290516343962496,0.017027321476295758,-0.04556160446738964,-0.09784529373416781,0.09719498960101254,0.07748153708708447
FGF5,,,,,,0.04327407858641008,
LIN7C,-0.08219982641073963,-0.0047834129412964435,-0.015448011766076233,-0.021422658437060225,-0.06354902109026161,0.06843468226297567,0.04625961183363644
GDF7,-0.018985870039489407,-0.03255235609336985,-0.008246827336921553,-0.015021003226184241,,0.019213253405168416,
PSPN,-0.018633037726119257,0.01835316009469127,-0.05664949978977359,-0.025495537981971416,-0.06306592115847484,0.062412110833599536,0.15045692252668574
ANGPT1,-0.02676122776901617,0.0508213734897897,0.025877278029537907,-0.0028272242497461623,-0.06078034139160064,0.014806482259593379,-0.07402640440389131
PNOC,-0.03615720453285444,,,0.023987101172962644,-0.04117134270867225,0.008631671437176941,0.1573445505586849
L1CAM,-0.0529231106263174,0.13708942386254705,0.019115341566934434,0.047061426056775435,0.014584894461199666,0.0433472176487238,0.15210346255769722
APOA1,-0.04078540978919451,-0.0417759756662329,0.04779992428161369,-0.04170163659638305,,0.0004631427717567875,-0.030864751844101472
PSEN1,0.03519197258806716,0.08668928103149,-0.03257166536235778,0.014646208449764457,-0.028146593326840698,0.10907562261610218,-0.01684778270415571
CALM2,-0.09142789385221112,-0.042316445962838345,-0.03134058579031656,-0.019884033318084415,-0.0109110639391801,-0.011606019018139868,0.04423368658184712
CLEC2B,0.0902068631804178,-0.009257927146963208,0.05553101829381364,-0.025495835596631204,0.05174913820527835,-0.010727910642824462,-0.05780836243756524
NTNG1,-0.03835747959279072,-0.02497475507426625,0.002985764967402552,-0.02649492295531373,-0.05621891786642183,0.004890662168553448,-0.034644145746043076
LRIG1,-0.069747797922256,0.010840600466248093,0.04776899555245854,-0.024450647999562175,0.09363625040754951,0.015111959645637574,-0.03604564230569932
CPAMD8,,0.0071520482642007535,-0.046025394479515064,,0.047394813279408185,-0.024881039594355253,0.03725925653741159
GHRL,,-0.026592863054552357,0.0005457701436402333,-0.0162481313362673,,-0.03415608838736111,
NPY,0.037791999920219706,0.09813798994586427,0.08135081560565076,0.024831678752211473,-0.08152529204830448,-0.029985141587681775,0.03451508048332622
MMP2,-0.0519974329840275,-0.01671746758439077,0.07020753020484988,-0.012377045592805839,0.0164212907628504,-0.029343949209534204,0.0681145133732471
PPY,,,,0.041555157427228456,,0.01932796349324075,
ALKAL2,-0.0015889600294421717,-0.040145105128240814,0.055316840763416454,0.03205526993082983,,0.014739542905697456,0.03484579348254245
CSF1,-0.026764871474591036,0.05060349475418271,0.04859753573354743,0.08743958923347224,0.08837505875380441,0.06792356429561998,-0.07558571218053195
SEMA4C,-0.00922377954482698,0.021665385245804508,0.06736736921071898,-0.04766085323655344,-0.04363071488520583,-7.531939107318275e-05,-0.023464563241958954
BMP8A,,,,,,-0.021313136469388913,
ICAM2,0.08469000906193642,0.042581632566232916,0.015525891958576591,0.027395312825266423,0.03280111633813637,-0.08671396772964554,0.03523489295701786
SYTL3,0.03637184804009265,0.0058507984094986806,-0.050089298964729696,-0.028305293215349896,0.11046112526155262,0.0056424455282933555,
IL1A,-0.022522318533113525,-0.003631121553758031,0.012786440164236253,-0.023959269704389816,0.052050908821026934,0.03779257649768775,-0.03814867294609144
HLA-G,-0.030027625476058296,,,-0.02724275047729743,,,
PGF,-0.0013542236297821083,0.038178500647472226,0.0125460121214182,-0.05111700586795223,-0.0362834968692587,-0.03914787262640608,0.13113058731359883
LGALS8,0.03976669270565318,0.00502267186670864,-0.04629632246711957,0.008207205685933038,0.018606751340955966,-0.0013149140704163832,0.05545470157737549
DKK3,-0.11866325514308355,0.07302175298777035,0.004105374822770648,-0.02766433653007482,-0.015284606230237011,-0.02437120154215968,0.1606702426731094
COL16A1,-0.09012815983767225,-0.05520625130591948,0.09724231127101741,-0.023947723075375228,-0.023162929259588988,-0.07610231357298296,-0.020795255438240495
TPH1,-0.02528570460681717,,0.06022069502773787,-0.042542144299813844,,-0.010521080743254387,-0.029516861202307367
TNC,-0.0016152074614616775,-0.05060133049452795,0.08055899863866899,0.04012778855634074,-0.08780746631785914,0.010711135109551202,-0.0743413966328259
TNFSF9,0.032722172904646254,-0.04237576544297553,0.030472093774111673,-0.006768820603208331,0.010709667097510225,0.04414994259247701,0.03965449732898984
C4A,,,-0.031272550888482915,-0.015179424432607919,-0.05621881251258161,-0.013265161973818851,
CNTN2,-0.05572032756004952,-0.017090016749948995,0.03760295355336694,-0.011785738787866953,-0.00921699297029314,-0.01722220065370389,-0.09732573734360085
F7,,,,0.009628181241595727,,,
LUM,-0.045212418959720044,-0.0036770053736621404,0.0021239778142684842,0.006654282855012771,-0.04000449214834633,-0.037911365913382816,
BTC,,,-0.02683302888065784,-0.01453611614658756,,0.030213759555010107,
APOC1,0.09973973537187465,-0.02050951008202156,0.056792814959350894,0.019574752559925798,-0.032252853841176654,-0.05588340872401191,-0.16109408444275777
PKM,0.04146118227330061,-0.06379870382262026,0.022513111486968468,0.05110124189158549,-0.014955216015565292,0.05294360099392216,0.14799251769104652
TNF,-0.03408964101594463,0.005224923058028262,,,,0.016970551035039708,-0.04926612641562321
GNAS,-0.04294299776029386,-0.01097476378972041,0.023178644395000624,0.06424979202080112,-0.05939894689545773,-0.001502252194883473,0.108681143019004
BMP8B,-0.020926032158519844,0.04605014632408386,0.016807004128279807,0.04710936902861789,-0.07971080308111579,-0.019189241034110786,-0.03765349857785072
LIPH,-0.02597606889823757,,,0.12402814622024536,,0.06910689740193664,
CCL28,-0.018985853373917096,,-0.021616789586715982,,,-0.016549696554285693,
PTPN11,-0.008293135656060477,0.031276391994298554,-0.022240891418568293,-0.07689112406341879,-0.0559212007282594,0.03717560465193903,-0.06708981923240247
ADAM12,0.022885541936986314,-0.040832178497869784,-0.0010852946837996275,0.027535023158898712,-0.062240077071015296,-0.029488103354578073,
EPO,0.04842228270182352,-0.029244039157687904,,-0.014371076930025106,,0.029250997077125356,
EDN3,-0.0033314807835934444,-0.02240948768213681,0.02751525766653585,-0.044672338471133576,,0.0890556615270201,0.07192983605440309
CCL22,,,-0.026833030068183772,-0.012609994394499852,0.03753445644029143,-0.027195417413550645,
CCL2,-0.06891515992859552,-0.04338214102774053,0.05606611792454116,-0.03350738902055317,0.054799213349378505,0.06524186671627727,-0.08638535477747675
