,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
QDPR,0.013393864357785145,0.1087998342122205,0.08055862779489381,-0.0055582574655917176,0.11756553862884529,0.07925937147337474,0.019795159139636007,0.03806139724719999,0.006530295439620993,-0.2680005056028659,0.056230492699804714,0.04281938449196425,0.01749830878826736,-0.03055943350177277,0.08995213840930445,0.026462905938322484,0.11388065933132756,-0.1048050520041858
POMC,-0.06398390432091769,0.11117324541598167,-0.036735553340234206,0.01741584425494218,0.07087636719448304,0.04404903051020252,0.07562944657047947,0.05270296059307397,0.0499451146719976,-0.014452471828119517,0.1138802843608948,-0.006653038006461395,0.08676803579612524,0.019230415495472695,,0.029968446485769067,-0.025012365210968494,-0.011064312735651418
CCL18,,0.0322121084155645,-0.04541811197798233,,,,,,,-0.12283193623411647,,-0.010926634223686272,0.013721509452272664,-0.01534824575929255,,,,
CCL17,,,,-0.01914449157451076,,,,0.053119808305666295,0.0032861163465724976,,-0.025757910477272713,-0.018256545254586958,-0.006995524725865805,,,-0.012162469184179079,,
VEGFD,,0.007227598787508712,-0.037669358540696876,-0.021329077734858128,-0.02392589037741382,,-0.02814950179419684,0.009363221708921616,-0.004466501555785865,0.027655197748561313,0.05953357998943642,,-0.016687429845197072,,,,,
TNFSF13,,,0.00619291676924997,-0.013205441821724147,,0.09421566757454582,,,,,,0.06264681573513975,-0.026184302697155503,-0.017243089816255434,,0.02290291764644083,-0.008978618488535614,
WNT5A,0.031891045763877905,-0.04676146400964537,-0.026961089605478387,0.009150415260337963,-0.06327301330849805,-0.08195461298177585,-0.18408208086305414,-0.01085412241917737,-0.05636144782998216,0.03665319948993686,-0.013182719786176895,0.024180789336697567,-0.0073921803667914,0.02280360328656797,0.05765846590431392,-0.02564860974552204,-0.012596787054256892,-0.08321227594631206
CXCL8,,-0.08162938911567724,-0.08176386961430321,-0.06684562644726827,-0.11246724976976573,-0.0518763213729945,-0.048666772647391755,-0.056285603108447185,-0.024701582616968632,-0.11587848148106245,-0.05489072063348854,-0.08222723876887887,-0.1141451515817777,0.055594197016124544,-0.06062617751526632,0.004324019132200193,-0.049173205466325295,0.07230628816628117
GRN,-0.03429004097943238,-0.08913768402619882,-0.05067999776094837,0.03473450633612083,-0.008334598386413424,-0.13682587844566318,-0.2219997555022418,0.00688984730323822,-0.007567430249897183,-0.15320655016243098,-0.016760181413177627,-0.005980310015642036,0.013585467070372186,0.033250600921544596,0.05544105707687597,-0.06620776183895861,0.08681775912874334,-0.07747135019810591
MIA,0.011221258657780425,0.08056874672835578,-0.0008128465183791656,0.008128108506159516,0.013252827218863922,-0.05497153318953192,-0.08638249327371023,0.008153281853748006,0.061227457209299264,,-0.00851252969080559,0.09993361697731913,0.0946673457132756,-0.000532337433484707,,0.027529700686906647,-0.08699969023233176,
COL4A4,-0.02285713087031277,-0.04474987723512113,0.014069789070501007,-0.024716048968832744,-0.009799418200966943,0.01758159411592466,0.007747924214740987,-0.028847117650186816,0.0471242306608726,,-0.036674257073780546,0.03502032516835811,-0.011633445450748103,-0.03094644688560167,,-0.03571734856052924,-0.024583286524829346,
TAC1,-0.019736367505282924,0.24302518220977015,0.05028995019234939,0.03328915267523432,0.18279872958568474,0.18220142595471475,0.29378341124306073,0.12365158837353767,0.05044367018571929,0.23765195916197915,0.1691626070447553,,,0.05998151998276757,0.03285198750555205,-0.015988802474524194,0.04155745847208805,0.10755782586706328
RARRES2,-0.0033363397907363425,-0.004328426529933962,0.013463089643860905,0.00972033882366495,-0.16106717379236318,-0.07133981265636946,-0.2500346806382404,0.06604497764575429,-0.02472196554731299,-0.07664042356464669,-0.08320433498806214,-0.029036349152125503,-0.011733443214222929,-0.05560670077149035,0.11673248599721947,0.026600919148553722,-0.03724388239373689,-0.009642550186736626
FGF7,0.05217812120772127,0.02196586241947447,,-0.03393538759639893,0.10919401691127778,0.04911445302057368,-0.025667879234024797,-0.037519684342098326,0.04754739156874282,0.16240994282698357,-0.008059950498202273,-0.019938314478143957,0.020360682004911725,0.010852959842917793,0.06821027558994902,-0.01796238005613762,0.003302075112700289,0.06489271497212581
EFNA2,,,,,,,,,,,,,-0.015860285293704396,,,,,
HBEGF,0.002202076468719666,-0.0013158074913833374,-0.014721231155708895,-0.037137377817218264,-0.08187715595719591,-0.04312542383163319,-0.10377937263291892,-0.1179564187265711,-0.059747178525150206,-0.18093766629810043,-0.07222713228580191,0.039330921113061974,-0.010860710621479874,0.025030006167174504,-0.022822390827409576,-0.019370672203947826,-0.07829538198420563,0.07027728528101176
CSF3,,-0.044749841806509656,,-0.022818564690447858,-0.04110522680694913,,0.033687281273842386,,,,,-0.0326809898569385,-0.035883378084022165,-0.022014069522188255,-0.03273923809952361,0.0509637856933099,-0.04357822354110107,
PI3,,-0.029283515281520962,-0.04034817473838251,-0.03937795351664975,-0.040911338785379135,,-0.02458550791110051,,,,,-0.0712400862978551,-0.0883262470930336,-0.040331403181601944,,-0.02782145367729346,-0.012119610536301879,
PCSK1N,0.02432575351685314,0.18408854191172286,0.051932449085210115,0.013601965963353368,0.06891126025921195,0.08901212404407692,0.11877824840937544,-0.07962766615394845,0.04203841609591714,0.3050244278926418,0.1228761088813057,-0.011556366827501571,0.06066348855649173,0.029501224821861703,0.07482362026078448,0.026421430856869117,0.06865369621798104,0.07198897682002078
NTS,,,,,0.002615429969997227,0.02170627284434192,-0.04637121338006179,0.002101124477858885,-0.04213322399154626,-0.04578462731870824,,-0.020713205324045737,-0.019322747928338584,0.01958743457914974,,0.07163133353524731,,
SFRP1,-0.012579069263258996,0.15715120388396617,0.08202355788806343,0.01771442894258943,0.09273185807325175,0.015020195278842016,0.018543706810094467,0.0654477280870039,0.0386160275814724,-0.13055400877971943,0.008002713555700364,0.037217475156974766,0.08114952688116171,0.022341052040013798,-0.0407103384633051,-0.018522114131729814,0.04317466714011344,-0.07149074347201598
CXCL13,,,,,0.07238623347834755,,,,,,,-0.030089445684975163,-0.040749594211888805,0.029683364143339466,,,0.04551511612977517,
MICA,0.027949095923544314,-0.012065968335745221,-0.03224310548229472,0.0025247651445084425,0.01475224690516403,0.04390332982140768,-0.08875053811014062,-0.01618763982145192,0.027109415216896644,0.021337025342718165,0.0029923687967281934,0.038570735207615635,-0.008171766990704725,-0.015529096746628236,0.18183738863611149,0.055910222255924534,-0.01974680899563793,-0.05317934052303642
TG,-0.022857125719370323,-0.03567276652177603,0.052734196268417785,-0.002034354055541015,0.03987982718053414,0.035172130712549765,-0.0455333023173951,-0.027836703186056633,0.016557998111235348,,-0.020846139588768128,0.012562071922958046,-0.023798076367494685,-0.018117917497739403,,-0.02497258984383323,-0.0070445883892465465,
ADA,0.06101557121769572,0.03031756431325623,-0.05464969468456533,-0.028793425729989625,0.023213986262251525,0.00223505526300001,-0.1291782327988824,0.028141399924397462,-0.04250282061049021,-0.12330760506392116,-0.018676710437608483,-0.0008324132865871092,0.0061775804834865175,0.033450470978876615,-0.03759339629183605,-0.06950932030077193,-0.008203897317812184,-0.05014390407452339
LAMC3,-0.02879027040897079,-0.020095210755278665,0.010436634736651452,-0.0006734419139347858,0.10255801082830214,-0.024351040619133957,-0.08082692112684291,0.008279886487473445,-0.05806022194490282,-0.0370202807890284,0.012967128208605043,0.012028813073588957,0.08524575014041419,0.07105513440631817,-0.013257667134200415,-0.032345417073154435,0.02016852004887003,-0.048972109868826524
CCL7,,,-0.028889756038597354,-0.01303319999063362,-0.03586329047068884,,,,,,,-0.02736235319159163,,,,-0.013418612281045867,-0.044533529099433325,
NGF,,-0.02578165594603992,-0.049602276479385254,-0.02986239001411289,0.11018328606265981,-0.0452305374353389,,,,0.1990710354746817,,0.010492343617290237,-0.015647096376243286,-0.03779334665991947,,-0.02992577731269495,0.0028820931828346793,
TNFSF15,,0.004526893656747684,,-0.01451310563521651,0.05792596627492746,-0.05314835405626627,,,,,,-0.026675221834535256,,0.14880910294815722,,0.013601531641939914,-0.025000635883694423,
HMGB1,-0.010055161090839147,0.07054997789207385,0.008837405475022564,0.008523289750958314,0.031035634750206712,0.021600383242180225,-0.17354999475604424,0.03732768072864135,0.02064947595447242,-0.07742405555941316,0.00011940605034815218,-0.041377944188681536,-0.003322446914520018,-0.021000803479875457,-0.026921394507683626,0.05768398334085767,0.07786759621640234,-0.09330415214918167
ITGB3BP,-0.009748309115598557,-0.12815816496648205,0.03158132804079521,-0.03625876262698192,0.030431741521733894,-0.04621444792442148,-0.16025425305358848,-0.04460922515375514,0.01088506179427335,-0.013253062311180923,-0.10207075139145538,0.03199769406497272,-0.0050008655788708455,-0.03396125585194944,0.07207841966174333,-0.0023977111730773184,-0.022670979974898302,0.14888897310948754
AANAT,,-0.04620954169724463,0.03778948344829011,-0.013205443231115818,-0.023925893792969506,,0.03342355328921365,-0.025033709853420513,-0.009865434981345608,-0.043044311392390205,-0.02494533717127771,-0.0240045044454231,-0.021343648316296173,,,-0.014197451378707019,-0.04529239963742402,
RELN,0.005399794397941016,-0.017509174738754373,0.009083582354592806,0.05467880769598121,0.04766535390468536,0.06808348151179419,0.02231205361157772,-0.0106140816537067,0.0758226745261186,0.10876710901185667,0.07520176193270567,,,-0.016512312471256212,0.015277322450534734,,0.0349490481560943,-0.04414690539170609
IL15,-0.05281584645790285,-0.04533837111618161,0.032455561588694885,-0.04583570054522751,-0.010407652126543682,0.04375556288300914,-0.01928907341475852,0.020592723892210837,-0.022576646475134163,-0.008201197013908208,0.013379500641397882,0.008759845115461457,0.017991285572551443,0.013030716539360273,-0.004299781332970893,0.044272239892065406,0.010466213137032358,
UTS2,,,,,,,-0.06483352918464222,,,,,0.1283111474699937,,,,,,
BSG,0.019303434553351474,-0.055891375940755,0.08674564296534404,-0.021609707274086957,-0.04001583359005694,0.004153271984987566,0.19082648293086635,-0.043051982676521064,-0.02671010815968266,0.1787512600477498,-0.0807725776084397,-0.009514539256163586,0.03670788861422972,-0.032465689700359,-0.052406718555433426,0.031566377498670535,-0.038977269828387076,0.1534034626808955
ADAMTS3,0.001963921565907107,-0.02936901321256948,-0.04439741203292413,-0.05244403684937561,0.0024763087601727247,0.02495758792831272,-0.18788009572895734,-0.03838722234023535,0.01731909360087516,0.023809730541036224,0.03499977216123662,0.035675926167036943,-0.0013124796793053705,-0.009316134725936998,0.06049836928572911,-0.008980224107833838,0.0005729419747083907,
CD34,0.022619828549468375,0.10518916730372747,-0.02246586378690708,-0.0610763455289453,0.04244262106470828,-0.05844318217030093,-0.10035232874240728,0.02261294386441102,0.02418374930110282,0.005633929605971851,0.05377433032271133,-0.012145149561624852,0.034565912980232996,0.06516047199854098,-0.030615116154252796,-0.04569139444960734,0.0669976536368733,-0.08321225756156606
CCL23,,,,,,,-0.03872178033118351,,,,,,,,,,,
PLAT,0.014982802042870065,0.006807161381699351,0.04507186247297415,-0.00037665161162834653,-0.04301632330225756,-0.13967961795878805,-0.1555812270310966,-0.11741914553414765,-0.019438978578171718,0.007217229009499287,-0.020107157762173814,0.06619021073229654,0.08313172394253107,-0.040218479912259984,0.056293956388979945,-0.0283975983887723,-0.026155976650305432,-0.03202057185306649
NTF3,,,,,,,,,-0.011208092941813347,,,-0.0033373758961910316,0.06201888886557422,0.009030395986531563,,,,
LTA,,,,0.10362518784526943,,,,-0.024110071509425107,,,-0.011328900598373957,,,,,0.025764978737451327,,
CKLF,0.021979717146726755,0.007452985497511958,-0.0026407377843615507,-0.0262419074936797,-0.005822987112301172,-0.10294551030512436,-0.20027221536112474,-0.0024158101367723543,-0.0031255957645383694,-0.16961345069695036,-0.10698144320482857,0.010590364132252042,0.06674470887241594,-0.02006691242607643,0.05013806843576895,0.031793272345047065,-0.012966162956808382,-0.020627554937415127
CD24,0.06511765680622182,-0.020668344392324726,0.03083527411385618,-0.018490113507229844,0.02906049784284232,-0.03023842688076205,0.012308520681394564,0.02941809827334698,-0.06393662554950091,0.05749009894026246,-0.011125821139034186,0.060711978854128996,0.03881915903429379,0.03321065145985464,0.06024879642838617,0.024539147260141905,-0.025235305694088113,-0.0281413656231661
HSP90AA1,-0.017545402564258353,-0.0020614017962995754,-0.049644702877736424,-0.0002487932851950832,0.1331794809337075,0.12918724730389358,0.24263435617101578,-0.004374769939740744,0.043919010372702676,0.31232400545871714,0.12170234983916164,-0.07646336658232071,-0.08041947334905522,0.05915694038143579,0.041886267007228105,0.013507779004039735,0.025171052302444884,0.01658310621837246
BMP4,-0.023523300657263106,0.02391147764585905,-0.027265732619829876,-0.02329177674762168,-0.03867250050766389,-0.06261574854662613,0.07854582763184695,0.02153292700769971,-0.03135148233727606,0.1398090240593263,-0.014020178816978094,0.05679753567192446,0.05841903423821763,-0.0012809065051373604,,-0.004251980767533624,0.005032580884970385,
SCGB3A1,,,-0.017395550812600212,,-0.0020691758904713598,-0.02519332949818602,,,-0.0027620326911597486,0.003552828836117343,0.02567980038264367,-0.0009092244240776213,-0.030360661803799746,-0.02838902253783468,,0.001580170224220382,0.09180306112677465,
IGFBP4,0.09641860306896832,-0.023656110287336024,-0.002446615590589512,-0.015320660018979025,-0.051217869122970675,-0.05824862876288393,-0.13127554269967365,-0.022123068884430133,-0.006763722555216589,-0.09265098693894139,-0.06327661626335288,-0.009024162498184416,0.018844073988315647,0.05152427748257922,-0.05777198830720485,-0.03913150790680932,0.005918125771111652,-0.05538099248071428
RSPO4,,-0.012861192088157239,,-0.025568870180147668,-0.032885306538065956,,,0.03362232110164106,0.02386552437492293,,-0.005658614729036712,,,-0.01911879850884352,,0.009301770826885379,-0.002866471554678842,
LEFTY2,-0.0018033149822230842,0.0146615584263651,-0.020567957370639996,0.0031645928644097442,-0.0510430791646541,-0.0066200907845586614,-0.1579039267662932,0.009963500006270092,-0.027902048475545078,-0.022539586438241915,0.023244833865681186,-0.02322753931785366,0.003747901777637653,-0.011296220084764334,0.06438558549829132,-0.000667951247653542,0.06175520601614794,
PF4,,,-0.018702432480623733,-0.011371210222477448,,,,,,,,,-0.01453704953038455,,,-0.019107625526818828,0.04129985385366629,
ANGPTL2,-0.0012659699357658646,0.03456302571658078,0.005821412726409488,0.029412865482711933,-0.05154391217643728,-0.1254563269508444,-0.1683852598834709,0.009734767765031314,-0.035571830497275435,-0.1891148020251187,-0.11886460155050958,0.0820684745521782,0.062264354347672426,0.010741973696502026,-0.013937588062370602,-0.029491761340760567,0.0039163166477132,-0.12609289224891343
LRIG2,0.0035301372063815417,-0.019957340424082086,0.008290621046341835,-0.004992213264246682,0.022330101264094945,-0.019322277744187807,-0.12325077407430361,-0.025444774227217266,-0.07996550855647573,-0.006030539907211478,-0.04547452187032133,0.0187250150790985,0.019447535091002388,0.06759359117058716,-0.005078129571944655,0.011652370222533742,-0.005042435941472311,0.0656317097687781
ICOSLG,-0.014127318541469553,0.011950784909022938,0.008791715501803833,0.027594652534474667,-0.02391528615344151,0.0022846194512572793,-0.0964834698350289,-0.006606947377482701,0.009717178586711823,-0.08594024394386933,-0.04644020269945486,-0.03898837544056998,0.0344368067655044,0.01587834808233426,-0.0333090442622729,0.03284407349131342,-0.051338445077515296,-0.00935499710518842
WIF1,,0.2581612844456078,0.06138488619505673,,0.08818165166494499,0.11514423846205805,0.3013299559026114,-0.02163894666692319,0.07335130007863751,0.21375081315612865,0.1301687767031829,,,-0.017772775097235512,0.08132797715104552,,-0.05405436120818115,0.17705747170538075
NPPC,0.015804754788250032,0.09677135240130685,0.032673387327865414,-0.01763955126856898,0.03534687644015325,0.15140439395605565,0.011773472953265729,0.04769455309227756,0.031181041049948625,0.05737236475252936,-0.05565881337668937,0.0034414058432265986,-0.027505072275369084,0.00935774416331844,0.016563910818867034,,-0.005612930307222542,0.03892626280192859
LYZ,0.007546220124071307,-0.07321347572434854,-0.05351289318661303,-0.05882781870556817,-0.04267419068313086,-0.030579130082548502,-0.12895206975649717,0.027992204734225725,0.003272622421714441,-0.18541642605220038,-0.008040993595219603,0.02705022598488203,0.036358665078979197,0.03501049372839045,0.021139964366216457,-0.006415601765546248,0.08753144177553761,-0.03012696314245647
EREG,,,,,-0.046277428979088014,,,,,-0.04709903249799649,,-0.03693005025955635,0.02606763957582679,0.038656967445767305,,-0.028856940567734107,0.046193703892264716,
SPTAN1,0.0011856799527893368,0.13731520585971063,0.07138348237853655,0.011563624435828876,0.10082808010176915,0.11145546928060268,0.13746816211658933,0.06706605019113439,0.03500470741406877,0.30056666425290307,0.11377624387466057,-0.013148850149115753,0.07316824656586042,0.011761487656725777,0.008385271718993512,0.023741904504908276,0.09046858501857324,0.05551831881969288
PTH2,,,,,,,,,,,,,,-0.030405258902717208,,,,
LIPC,-0.029263963179036828,-0.01630877342771783,-0.027085767313146172,-0.006088833789967625,-0.031838389340655096,0.00976215714671803,-0.018764529517285793,0.013382192645746345,,0.054565742158638644,0.01680848710008641,,,,,-0.024159270858655303,-0.009754948145060982,
COL8A1,-0.0025928952710440045,-0.057699725951838546,-0.04002029863062482,0.0019201539883946638,-0.049478805039727854,-0.08929171452840139,-0.0922484338919817,-0.047653236433098566,-0.031565368682515325,-0.16588355074957092,-0.07737132631451653,-0.014288060650961228,0.08360262675017063,0.0040114336573427835,0.006278210686341335,-0.03494267512421267,-0.05356398362031762,
GSTM2,-0.023525641587480696,-0.036615953736239375,-0.0055573277559983515,-0.023183133049715046,0.012020881073693916,-0.027738678655798113,-0.06428457077237892,0.013545942174135774,-0.009209536949429211,-0.007959684321084622,-0.045507202061205794,0.08210280669694058,0.10821463797477636,0.006862999455297181,-0.042845601363545864,0.09614957720140806,-0.015936505116831576,
SPX,-0.03133062479009927,0.10585649327382395,0.04537486307810233,-0.014682998580118258,0.17221266345639372,0.11684206224842911,0.1754270381277216,0.03422397008370323,0.0028033081856958203,0.08984711793862549,0.09693028682942983,-0.027587984918263697,-0.018049605097103863,-0.04705032200219602,0.0067409425024415074,0.04933515053350153,-0.050898360513786385,-0.15431550924144496
MFGE8,0.010451954483370586,-0.04727852462950974,-0.052719421167345785,0.057149889888913244,0.03218571663036799,0.04019741467592384,-0.031550955139624484,-0.06018912086117129,-0.061058894604351384,0.1546287305130441,-0.03799756654958879,-0.0033171122279864306,0.023190597565902103,0.0659567151186367,-0.09899329910262866,0.038715211172354456,-0.07617262253970081,0.08174373031541995
TGFA,0.017151076038504524,-0.11198200131477151,0.07844937722609269,-0.02192787093163499,-0.04411112613076363,-0.03188471824134201,-0.1665675496503024,-0.09883068557681873,0.01173575829751468,-0.03998705231303207,-0.0235205411227227,0.0017515513739436836,0.05087668763655649,0.0601150502405371,-0.020029620584665866,0.07341701616170236,-0.08605560647568437,-0.15552935736058274
SLIT2,-0.02352329689318224,0.2591105596205665,0.03437517966551888,0.010223331740918875,0.0184024221191573,0.10160894276824199,0.13025356895660611,0.04033529877419594,0.028638270406531413,0.2143246738021988,0.10589769177249261,0.044829664261756594,0.0291539522971019,-0.028029660426442105,8.63971026998701e-05,-0.03650781654175509,-0.006826369285816195,0.08459799480043038
PLTP,0.00339697565186563,-0.046046550838852895,0.0067082858262783466,-0.05635952470277964,-0.09326089918351553,-0.0953751253322952,-0.2099044027286966,0.024980497082311735,0.012800952988631238,-0.2984123116381187,-0.024920751920500837,-0.03185969006014747,0.02635412885879328,-0.000958886113288376,-0.0063584957115559995,-0.01385792865834085,-0.04159888943803493,-0.08626189273454363
APOD,-0.026696070777328426,0.0437721525266249,0.07709704951419753,0.02208203305085226,0.005642381731044385,-0.04023034780211416,-0.2358385589840465,0.015230623931711793,-0.09509530155438534,-0.22460003668419007,0.0712869930362182,0.10008208349311139,0.06675696638691123,0.050810220851727816,0.005785008405684285,0.009178680428635908,0.0293209212912501,-0.18405946248577715
B2M,-7.661358261298807e-05,0.0006922270079872996,0.03396508312200801,-0.047248049329104806,-0.09459116457026841,-0.1797814025322129,-0.2565446748470318,0.03261406542702305,-0.07795463039994112,-0.3404280300511112,-0.14295843933734864,0.008598011987319756,0.07002506834158168,-0.003352901572855435,0.010723538462123667,-0.07844428175716243,0.04579617475614989,-0.22467941994120613
OMG,-0.04791461401129701,0.17520735463487658,0.08819904967296267,0.05537561603263194,0.11145211736226572,0.015515358479061724,-0.11478901790079801,0.1317051239634193,0.05762354290088313,-0.06656196928604938,0.09341996189532503,0.09557319543839467,0.045406617040714685,-0.0649236389398982,0.08282571181037914,0.08381825218014859,0.1260369873692035,-0.10815664725355977
CXCL3,0.08408720339810948,-0.07043352529304191,-0.03417945938993772,0.07804130034609631,-0.06810263073998037,,-0.005898786015772432,-0.07678908339666335,-0.027222034740940693,-0.05697070019867424,-0.02307833008360744,-0.03179559047651346,-0.06383350848634757,0.04473873044828157,0.059165092876149475,-0.03453818594090674,-0.10166974582800714,
CXCL10,0.0442210974606245,-0.003965757869580482,0.07323360059546269,0.02358476529162257,0.0307718487683603,0.05495413561180643,-0.16068077295874475,-0.09206172737350925,0.04040086643556089,-0.0311921332673935,-0.027501831014045713,-0.02825513992074748,-0.019498397659858172,0.07639319287228573,,-0.005236278650154951,0.18142655922262702,
RSPO3,,,-0.03924305892021189,0.030011329417833164,0.19082588124401878,0.04526653960800842,0.08993984305461587,0.025215768939117825,-0.01730389528439384,0.13415622316148268,0.10456970085726418,0.04622805394863064,0.02510588728286004,0.0644342052802909,0.07500061313934316,-0.01361726758366159,0.06898967178910925,0.149738624512559
CORT,0.060817502867267816,0.03438505561814012,-0.025733394816443617,0.05235986186615198,0.10648832970678423,0.05851914032026436,0.10897374087806883,-0.02241173427098761,-0.014092816313571,0.025136075222128868,0.0986283463514735,-0.03120032373646272,-0.015212283471956911,0.0517047958847035,-0.050019520767679154,,,-0.029197651970575642
NCAN,0.0386483082203756,0.05125502511850065,0.09895516920683942,0.020584670105190977,0.1412952212731522,-0.05037968815471523,-0.15139082883855573,-0.09073821118049676,-0.009664847155133162,0.22786282061392188,-0.08458268353640389,0.057135711501551174,0.06848822007684584,-0.061594608494280355,0.10942999574282813,0.09986573873781779,0.06767789007018112,-0.07157833343298911
PRG4,,-0.048191732379446184,0.053958503525860804,-0.013033202021664372,0.17029028637875981,,0.00099018750399998,-0.028125997395564446,,,-0.004651178587743672,-0.014600213118105278,-0.022446655164042737,-0.00914806162383732,,-0.030846780978934358,-0.06227059296605043,
ZG16B,,,-0.023206330060968765,-0.015126624903374113,,,-0.011051261605226554,-0.019157640489933778,,,,,,,,-0.016979267188106488,-0.03816695547551075,
TGM2,0.02309372751266295,-0.021412859056254292,-0.038615820564608376,0.0002916236205660483,-0.033512806411967855,-0.051585366298046186,-0.08742726676896127,-0.04352676226546232,0.0034179134964004037,0.04017959860110429,0.026231384112270186,0.0030266824767097027,-0.01935556096424141,0.06656388786131881,-0.02953879710841604,-0.026981042705987054,0.06938223789011586,0.03808051814056412
VEGFC,-0.022857131974086606,-0.01841588040020149,-0.029653298028994187,-0.02322865576933629,-0.02403972359896079,-0.008193216249650274,-0.049982467900514395,0.03373128482413116,-0.015385027960466474,8.465914556196472e-05,0.021193037253601343,0.004731152161873881,-0.01665285344362176,0.013169985786904542,,-0.03569216061918445,-0.04754181576511893,
WNT6,,-0.018352983851804963,0.00936561450764441,-0.01802659658838265,-0.03141091159537843,-0.047331830695238955,0.02351205245346748,0.01863210619520564,,,0.002132797279990691,0.0006621631400416508,-0.028272708764416815,-0.02537376579028221,,-0.0005961880125545902,-0.01055749295632926,
NRG4,,0.0929951696896544,-0.0125390979021286,-0.01586200307557142,-0.00895501382951681,0.055197752439152335,0.0373079907718567,-0.03680492927934784,-0.010467250469673978,0.11812477045087458,-0.033569642723472154,,,-0.02524686948132263,,0.2296006518531391,-0.013700389293654079,
PMCH,,,-0.030667704652523047,-0.021978350593448076,,,,-0.028041479595950346,,,,-0.02781194851799951,-0.021343647559407392,-0.01453610506373945,,-0.029364005267332596,-0.009984517679856633,
COL9A1,0.03760349617067155,0.00858601359506323,0.01983122253261282,-0.016566704512615316,0.04381866515027549,-0.05330819424206507,-0.033972991914682865,-0.01337396429300431,-0.005739134977300685,0.053240099202432146,0.009093836615912034,0.07866040609308535,0.041600364765229984,-0.057783400853346406,,0.03512475272330164,0.024904367568744073,-0.04448665945878704
