,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,0.016916530103218592,-0.0219316934175867,-0.021897959855252027,0.016575694186862215,,-0.040427609037033733,-0.025955470833614616,,,,-0.033632030186094286,-0.04970129209792207,0.09025273775244975,-0.022758944917616732,,-0.020880055186014906,,
PDAP1,-0.019943545899311108,0.03203900894973827,-0.015448157630489841,0.002064994514910692,0.030844901797637388,0.044100357026734156,-0.11728269377278083,-0.02355069887321009,0.03344014416670867,0.010997918222763576,-0.09846397704104165,0.016387522026793385,0.05946791060065984,-0.01709879634039154,-0.05317993484377546,0.05613943272438819,-0.09511346287792431,-0.180532181164302,-0.03769876297227557
QDPR,-0.012595250722902846,-0.05330928619307202,-0.02659119570784272,0.009914659632429615,-0.043963599811800626,-0.030187505425003716,0.009216557180530865,0.001717289742469872,-0.03680440670026597,-0.10776817187318018,0.08922097011968874,0.008383245891282597,0.021611360728614793,0.029164326043232727,-0.009223514173168232,-0.07718828427406159,0.03646698299259174,-0.06343924912404415,0.02268224256575818
POMC,-0.042177707156071775,-0.02109793352371309,-0.03069053050934145,0.014129728949640697,0.025673209724502523,-0.02237495472681831,0.038725258103825135,-0.019148911486037305,0.007640775181905849,0.022476132457418037,0.03622752867494609,-0.0438418901143927,0.008912912593963493,-0.035549936708103615,-0.026978032576920843,,0.11095008652813629,0.13758569995119724,0.131196865105954
CCL18,0.011217125664187581,-0.023389572646298724,,,,,,,,-0.023813252652215507,,,0.05181809271594403,-0.024579422747390237,-0.014768041832079522,,,,
CCL17,,,,-0.00230385981186825,,,,0.03364506219317103,-0.004865773836191947,,-0.01520585435122888,,,0.200586690198427,,,-0.005869202794504032,,
VEGFD,0.0032818284306976205,0.04935850806441403,-0.021193222408848526,-0.02011501866430258,-0.023355519878290466,,-0.03465833111715028,0.031191850184632882,-0.02739596514075145,0.006540769031139031,-0.01629658508425954,-0.04572200803147665,,-0.015175140732945847,,,,,
TNFSF13,,0.05772909866644039,,-0.01245378314132296,,-0.013537218843790283,,,,,,,,0.06683603312151824,-0.025556769780295557,,-0.014460826914829172,0.01674266026594497,
WNT5A,0.07095991338756596,0.017625712881907302,0.021226894462413975,-0.009016438306166987,0.04376409273166048,0.0812282352890207,-0.12078238174085516,0.007901519609976228,0.054698143452938865,-0.037243937530900155,-0.04219821819014804,0.0121293568096419,-0.10686078409091586,0.032179460866636,0.04095955503706248,-0.06576584192999671,0.19199252086597338,0.14117734884496097,-0.05233909518979602
CXCL8,0.00033065034927969787,0.037556720491360454,-0.02941303784265195,0.013999294846800105,-0.02637166084679999,0.06709679066773545,-0.06891411834499318,-0.010067799883716418,-0.014506249393208277,-0.01438619257355483,-0.048997595687653044,-0.013407370142668785,0.014558835596188686,-0.024775483472565002,-0.07883570300760297,0.04101376374843594,0.02202444627552231,0.08988263455194777,0.001870270104231352
GRN,-0.005473318130366998,0.04268999414774656,-0.06594711762084196,0.05316138442832677,0.014148576421609884,-0.016127561341911928,-0.1205044694101839,0.009471175529293522,0.0023171608520319614,-0.09320909778962345,-0.016298942320975895,-0.08556356950861259,0.03294380707789408,0.08076339927514363,0.01200877799824238,0.10089515184296541,0.17952620843872819,0.09962740667411518,0.03378429477412023
MIA,-0.04105261661976448,0.00606590598299448,-0.01602288798270531,-0.02977317950151743,-0.045779632309587974,0.006278526565276737,-0.01235460819705053,-0.040455371540443125,0.005446357441987533,,-0.022318920105628283,-0.002987217492711675,0.036080987706541265,-0.014847396380002535,-0.05144252339690918,,-0.016122607299559163,0.011537584908512564,
COL4A4,0.08937392623158343,-0.02809068671340005,0.04885577611947049,0.022977864199754703,0.005252015474073625,-0.025646109357797243,-0.02038671294740415,-0.02148887065421151,-0.03440778725839106,,-0.021650180514272786,0.07290900417006156,-0.027591731421334188,-0.024297773081950975,0.024022149996721146,,0.15164249545607994,0.1314084803769923,
TAC1,0.10372943997721984,0.03240640195114238,-0.018227841361675892,0.04803798530170743,-0.04443914488605717,-0.043438126938638785,0.18225960586301215,0.09806730762023212,-0.034211743394015635,0.10761991143329866,0.2458033841842477,,,,-0.03926566360784079,0.0035871937094925205,0.11461921306224788,-0.015417918285728138,0.0340240525607535
RARRES2,-0.011987628451116521,0.022237562038471572,0.003816966084807659,-0.014786506285284655,0.02924109867676726,0.0716883259799265,-0.1540555243960185,0.034697165747433305,-0.055461210591825696,-0.007942798627365934,-0.0970462786033854,0.0012256977557076856,-0.001668482569234945,-0.016991149196427014,0.01376859262068742,0.011965450394066771,0.046590245143877676,-0.012421873930536889,0.1890192593485117
FGF7,0.04031577041683872,,-0.007404424365769421,0.005880394812326634,-0.013820957329693732,0.012494238451004697,-0.05063070132541136,0.022645155611120654,-0.05192985290619749,0.06467178442877053,-0.020709415720489083,-0.01304482154403815,-0.02195139746262806,0.03259528138742042,-0.02065134391689162,-0.0421275897432952,0.0022114869183386095,-0.06459239371437801,-0.014538064605960896
EFNA2,,,,,,,,,,,,,,0.014111244995695191,,,,,
HBEGF,-0.0349050116995806,0.06628529693186327,-0.03692412028814381,-0.02097948742294116,0.07148658950598667,0.0499411416888715,-0.0025826344569982807,-0.040776222008200226,0.008987932699630045,-0.046155509106779215,-0.04476573186987544,0.025054988439709533,0.03194754763995664,0.021328758502668892,0.06602468691390477,-0.0009293742968555625,-0.00828322996422904,0.07041998669606546,0.028601880419014306
CSF3,-0.033978014494101004,,,-0.02151972346609329,0.050760021485818964,,-0.021568749902855927,,,,,,,-0.0007671586887865919,-0.03262805638091632,-0.032739338838043634,0.009509177575762253,0.01135403090984857,
PI3,-0.040252025003195295,0.030218065763108457,,-0.0033479077035597203,0.06408457972241116,,-0.02428669706730092,,,,,,,-0.011672398176878518,-0.10676278104060646,,-0.09991527286131686,-0.09254913765467795,
PCSK1N,0.030487642859794935,0.058923522701798056,-0.00132891995131397,0.01704497585982774,-0.011267856831134192,0.023803215069382735,0.06256950777239562,0.005337669660939154,0.05547179830091316,0.09404225240671532,0.18796322545915423,-0.03358976314984583,0.004974245025261149,0.020139846107285437,0.07757214062743123,-0.04194260918191277,-0.01778295909934161,-0.05634351443046093,0.11402193195519301
NTS,,,,,0.02814750672797877,0.09216090884304498,-0.026510588164972693,-0.013490466738233849,-0.03772367444940272,-0.02682299927391318,,,,0.006436934442796566,0.09441693713333495,,-0.037536987275579095,,
SFRP1,0.022724068662699933,-0.017646399283704428,0.00949956773362595,-0.01575349340074096,-0.02083052546282531,0.027356678670024767,-0.04187192493409729,0.025333579916749248,0.10189836300391358,0.01449322982888602,0.06444297059829321,0.01802496232939571,0.010857596367113764,0.0278757529236745,0.03749568540017856,0.10568313409238586,0.028338654962885252,0.03128975279775056,-0.01385867291778233
CXCL13,,,0.03615761472031955,,0.012094441746037762,,,,,,,,,0.07325287584711357,0.027807726363757414,,,0.13720508801991335,
MICA,-0.012940197578669172,0.09831097994749133,-0.02228924144176454,0.0024286682189086244,0.014610344017221116,-0.009977267215141094,-0.10591925586869991,-0.06639698548576599,-0.026389130385089412,-0.08539084402419429,-0.062307596327149974,0.044454339381725334,0.0921567154397002,0.04267443537670313,0.043256572263822526,0.07740820310365222,0.12688844473272326,-0.017500761471409703,0.059963812169849945
TG,-0.02708590084323532,-0.005972478846722194,-0.02982268415590805,-0.017000515272209783,0.025480306903975448,-0.013673574537881593,-0.026031551420362033,-0.02073619005748308,-0.02702933077691279,,-0.022841338826281556,-0.0730232460759104,-0.04423479587853998,-0.021641388841797383,-0.012205383542736814,,0.01419192754381034,-0.026456355681446105,
ADA,0.01784254231468498,0.07210731802043428,-0.008585925642352473,0.010880403573419016,-0.01955635237890621,0.07796990930187432,-0.13379592868995618,-0.021125479229771177,0.011259152022670338,-0.056882390578364916,-0.06361896626058036,0.0532843510627991,-0.04712610148201024,-0.015943026364233562,0.039543817519341995,0.08071836463663272,0.1710521988528982,0.11708012947271562,-0.03723266547268533
LAMC3,0.10678988265051033,0.06604369892278868,0.03391513778288921,0.07373786149970914,0.011329698796894598,0.07077225971950023,-0.10047261544332631,-0.049775461126388476,0.015637234837790063,0.0756535491883706,-0.007564694631629251,0.03524346972525436,0.03248500548156388,0.026706983880133102,0.11237780710342893,0.0503584980854876,0.2516960276986374,0.19316401412043374,0.06894649945912912
CCL7,,-0.014877744101872696,,-0.012291345379586205,-4.719345466935395e-05,,,,,,,,,,,,0.02463329460711358,-0.03490371894768168,
NGF,0.1011687786908218,0.11377657886658508,,0.015843161682651027,0.03128252098436959,0.007416131054192086,,,,-0.026823016935078523,,0.056064220965114105,-0.007648415434034724,-0.014229086909977338,0.05378952580397482,,0.18676642113340225,0.009801023127495362,
TNFSF15,0.16728631430695717,,,-0.013687014242170972,0.015212957728691278,-0.041872501187457944,,,,,,-0.01470874962923233,0.0011835647364394606,,-0.020261462857935942,,0.15659215799864748,-0.008872076881312562,
HMGB1,0.022087848178444662,-0.005493776902868248,0.0070212401598698,-0.014234781538039306,0.036348906236216914,0.017735987313650347,-0.06959395845101907,0.05338418567329484,-0.023099054672816567,-0.0514994901142764,0.021505610699267128,0.031074759322950382,-0.019372589737087588,0.023732498346676623,0.007934284813616242,0.02031561545320312,-0.14447468250207998,-0.0912991787473376,-0.0818136553575227
ITGB3BP,0.014921651680134837,-0.05335297037966619,0.05049110009738237,-0.006289412183095511,0.006572877202891944,0.03211458310888017,-0.12054546998894468,-0.007863727286378314,0.03940049034493339,0.03049562875595608,-0.10142746900115722,0.015672468084248603,-0.045829361527643664,0.0033716505815556902,-0.04517675455992032,0.08604015344374408,0.026139357921710318,-0.017085689536811294,0.029274955159919108
AANAT,-0.03508634699411034,-0.02158534320108418,,-0.01245378447049153,-0.034491290885730636,,-0.019455596104172607,-0.018648176901366425,-0.031157142544107577,-0.02521758067805433,-0.020397199156494916,,-0.036702930300298,0.08606650281744789,,,-0.009356486030816265,0.01489792592187001,
RELN,0.033933817412726525,0.010292649070319404,0.059375206906682625,0.11391992052773371,0.07124008361538635,0.027864852824583716,0.09626264240802217,0.07068622545289396,-0.06229999929067808,-0.024520998412286152,0.007522057768589047,0.16979987861565207,,,0.08119481097409237,-0.05935711206829885,,0.011048153817799467,0.10359741072805005
IL15,-0.01700969546325892,-0.029861799130032066,0.03927903909270302,-0.043226715351683154,0.02145438381418056,-0.02979477388630798,0.009084792857714834,-0.01561094426925385,0.01061517045678873,-0.05167645555265087,-0.018917459474439735,0.03913573987797857,-0.01235208854376317,0.026779764013549204,0.019495126596025234,-0.03462682627885408,0.1404870783603277,0.009445388274836172,
UTS2,,,,,,,-0.06417709089941916,,,,,,,,,,,,
BSG,-0.013312871576112875,0.07430006792493073,0.011575309378722866,-0.02270121484979407,-0.026899074376640582,0.045399392444762945,0.06194204177336525,-0.05941941862253924,-0.0024008581161036073,0.08556867896064317,-0.08719577535973841,0.01623425654559827,0.008528620027204772,-0.0024802347466593867,-0.0005029503821674552,0.03752196569972304,0.04752863520187993,0.13821850537875613,-0.05803434489670374
ADAMTS3,-0.02988222204716492,0.09373381354099726,0.04296940646237253,0.03689652945623011,-0.011214448325215025,0.027245775503407604,-0.10562139739947697,0.035183535192930215,0.021686140398916597,0.06030998552195367,0.025707721673016416,,-0.011290676316784326,0.0054686375621968404,0.0395953873362625,-0.03981072133935312,0.07021237424961894,0.0451716386869984,
CD34,0.026799657773809372,0.044731469686756904,0.01054729312472731,0.04910329915115427,-0.06380563443683933,0.05278295905007636,-0.02952195893634717,-0.024582808801924302,0.06480756660885292,0.058849454505435585,-0.009880381078291745,-0.02754547583328471,0.027170715165830396,-0.02743868683426923,0.09384408509586631,0.07630801566219851,0.1090776927650216,0.03648843559460553,-0.08180001012467418
CCL23,,,,,,,-0.02213737999394093,,,,,,,,,,,,
PLAT,0.033303071732768856,0.06730726076528537,0.06995341009346975,0.06581178557908156,0.05848685490047861,0.013672475000853187,-0.10399617851023997,-0.053862939764758276,0.013867896458581587,0.10320212108223005,-0.05674551803724662,-0.005753714480730395,0.014253297814536612,0.011658857532728224,0.02034371394203368,0.042972475692578394,0.1203523706065783,0.145846236544075,0.07236795500413744
NTF3,,,,,,,,,0.08618819283446,,,,,-0.03179983919371603,0.023342978133563785,,,,
LTA,,,-0.02193169566817128,-0.01575349266376778,,,,-0.017960137799988174,,,-0.01891746180961976,,,,,,0.06227338540228814,,
CKLF,0.023627668203660697,0.02230314034504748,0.033792877118433734,0.0818895162259105,0.024262350855270492,0.0495573377858507,-0.1355575684539627,0.03057504154732587,0.024446528119804026,-0.07706906702124967,-0.13330884837511978,0.032084299124258066,0.0035779635083045287,0.006357578994432742,-0.05211250432958287,0.027823216657656982,0.003571608160271342,0.0063472242804086835,-0.05491208216302459
CD24,0.0015956084516145052,0.02490234187721989,0.06112067739061177,-0.00036570073590763875,0.08010171314675504,0.06100192719946387,0.0030800778818138494,0.030350455334195385,-0.006329528677458742,-0.045448375426618275,-0.0725485297335586,-0.04774195477502354,0.024250251585430826,0.025281982389331853,0.04729196673351469,-0.031729686500388786,0.017233154460897265,-0.03377650696707469,-0.017817247278663854
HSP90AA1,0.01494237330705828,-0.007348623454661682,-0.02851346244124049,-0.028445826427960216,-0.08807493797916073,-0.04294771994278802,0.147078670836377,-0.01899831150002383,0.04450351991043807,0.08257053648474386,0.15675024801555917,0.03098667360774824,0.0514675663778989,-0.02724022253346465,-0.051661277307956326,-0.016413935191389763,-0.07609287123557283,-0.14639523415940625,0.035880488675626765
BMP4,-0.04236660332504238,0.08392121819430477,-0.02324888304438649,-0.03675478951322761,-0.006400586582951143,0.04569251300964547,0.05565534663735389,-0.004296191485095904,0.0034028424539113426,0.08249212970005836,0.04815964749717949,0.05008243597581023,0.016239064713198404,0.011923457346839335,-0.013137241517495912,,0.12401505473014929,0.016783015305322765,
SCGB3A1,,0.03138080672353364,,,-0.07343222658544482,0.07574011112581,,,-0.026281354474290614,0.007295198010998183,0.0375248767054306,0.035436888227440955,,0.002402986023936558,-0.042076664972369886,,0.01762059196894735,0.03429926380640465,
IGFBP4,0.08520056311128545,0.11719539088824915,0.029163059222100416,0.03177250645755218,0.005826975020845582,0.04539655172312138,-0.051351153439100926,-0.01675926963773906,0.013166600605834702,-0.04816252596963767,-0.03416976030336697,0.041008277300799416,0.10000409338879919,0.07565337097815304,0.05662070696794119,0.12434474416340062,0.29746403511075065,0.24254368287633207,0.014209956288861876
RSPO4,-0.02391372455645878,,-0.03545509087681174,-0.02411348054014774,-0.0021754202766720854,,,-0.020888733646745036,-0.026281350630047995,,-0.026241497740555553,0.04670904751063472,,,-0.028336843174460773,,0.021613770287494796,-0.016812427764344152,
LEFTY2,0.021343643221344362,0.05666074576810373,-0.006689252989189743,0.00977252608011402,0.015005496552461691,0.06000426293588928,-0.11861662267024915,-0.012406931853628006,0.0016534058087765964,-0.026823016935078523,-0.02335339534067952,,0.028281984551473648,-0.016583807723071827,0.0025376902894096286,0.04272548476210298,0.171310291682008,-0.0449980160221026,
PF4,,-0.015433269735126083,-0.019949858039409973,0.04367575991622017,,,,,,,,,,-0.013219637446379008,,,0.09890589128367898,0.07392705221256807,
ANGPTL2,-0.03589183765914366,0.012128700311162319,0.013636033867221266,0.03190088224782017,0.027272784992777934,0.04996328607040993,-0.10374638136991472,0.028794545387989808,-0.03622837737170411,-0.02749612701600192,-0.12485026663078173,-0.03762624319074981,0.0679734283297866,0.026366800744599843,0.0332164560903804,0.003963392342881163,0.07635153318895138,0.09870034274922791,0.05482828280917459
LRIG2,-0.01622822694427297,0.021473521392280634,-0.0011657961199224268,-0.03615717148574954,-0.022337176655463392,0.05604694394189461,-0.04945760615002039,0.000798944840394517,-0.03922344854032874,-0.018652433347270243,-0.045568224287085436,-0.016387455557787114,-0.008130331563400732,1.8378948626254185e-05,0.07616654419900923,0.011729743790762342,0.04697112593203525,-0.05155505842889556,-0.0047601957684273236
ICOSLG,0.014013369342778824,0.0707329693230178,-0.006151524707759353,0.03016140115941699,0.020200021438921908,0.04114863689192555,-0.018002190201872544,-0.010613321969817851,0.023922904366246323,-0.047789739554071266,-0.027643438076344493,0.02383869277256419,0.013621230014326082,0.061768896977090426,-0.02825520974116779,0.005856804440765834,0.13148807207836516,0.05902420220591276,-0.008201974034690503
WIF1,0.08405170956926548,-0.027769663863248174,,,-0.023751580247655134,-0.025454381785238872,0.22085857623667057,-0.016119340991278635,-0.024275819583003858,0.027221113738904963,0.12713805449547766,,,,0.03204172678551544,-0.03523579609792179,,0.030866386591070515,0.06729135556093346
NPPC,0.03171078994631615,-0.015735735021420626,,-0.016635501422422254,-0.036837268262467734,0.056421602252545194,-0.020899253961250676,-0.0314437125668974,0.005378568345701319,0.12259263042256276,-0.0841161297839126,0.04197457168802051,0.12884419102241437,-0.008895868401803269,-0.007747239190372023,-0.06014458251200263,,0.01457181819478011,0.14328790211676368
LYZ,0.04596131801360639,0.07755461610317231,-0.0185420146538145,0.009158917106546403,-0.018993130854343804,0.005567805482520019,-0.09450993938017155,-0.00696102408551154,-0.0643784906603817,-0.04917193027549044,-0.03393921306934888,-0.020627995397942946,0.04430425274853142,-0.001890206304710542,0.03796666833003948,0.09633715650755836,0.1383962208535046,0.10653152112534829,-0.0802508693974286
EREG,,,,,0.08929679072937739,,,,,0.013529671654616372,,,,0.03816169204509319,-0.03529401593496399,,-0.05015861577876828,0.1114466152765259,
SPTAN1,-0.02054497096150808,0.04157016241901236,-0.029634972968539355,0.020545560601076124,0.04896895514466485,0.07632190333357856,0.012763040779086677,-0.009732670924771446,0.02514072105263776,0.1007788805322625,0.07081394135076167,-0.034549100858567425,0.008039445054859129,-0.00201728786485326,0.06937022475058563,0.05742013354563402,0.043017866433014175,0.023154901918542935,0.04251908588785419
PTH2,,,,,,,,,,,,,,,0.027765370991803245,,,,
LIPC,-0.05015505444899164,-0.0010054197446058134,-0.018302082983525123,-0.003988585113028348,0.0303860622248636,0.006644923030246137,-0.0508858390799288,0.01500859357301337,,-0.04941864195417649,-0.029717563443498865,0.06480283369156173,0.02201611757638786,,,,0.1006718823062306,-0.014024406356589088,
COL8A1,0.018096482176295333,0.0651815167442059,0.04854792353017929,0.025408686850497315,-0.00734673863402848,0.05819027241447026,-0.06823258279470872,0.02500211358939405,-0.03486095624532025,-0.019345829963368612,-0.08039991559599068,0.051111983003161596,0.050487507116613005,-0.02230359135709189,0.0025180878497248296,-0.00016901247706407744,0.16090285441481478,-0.054357678514371885,
GSTM2,0.03674701468021881,-0.03545570886875705,0.020089650958491367,0.03902522366026098,0.007481232027545306,0.052957212590721454,0.0015652325324084732,0.007941175168937288,-0.03591728180507493,-0.031284357506546595,-0.0525690132561183,0.06315155985431822,-0.056134165293337916,0.007039704137967392,0.03967323879727686,0.09662514464296447,-0.0773665722855746,-0.018237029168175864,
SPX,0.058488908163150666,-0.0192272227729544,0.024202106006803056,-0.011448012787156984,-0.03489449739483629,0.017660804518848744,0.13154895060912106,0.02746939306758622,-0.01697186904036236,-0.05601491892543753,0.13110322347757072,,-0.0015623244678131358,-0.016413869605059788,-0.042288300578955454,0.011288493239364341,-0.03266215387673552,0.011911515105263564,0.07338319275441363
MFGE8,0.004908399120075051,0.077834686896131,0.0468748434857586,-0.020610892093211167,0.011755129497277686,0.03722803651221625,-0.03549522789078939,0.051007154155839014,0.001023061826949096,0.06573280565501238,-0.060079092359552735,0.07142454265714751,-0.008228706275956796,-0.009354557495987527,0.04883055908461527,0.12795083668386367,0.09170809637124447,0.07307857172035753,0.07025434517672094
TGFA,-0.010371238212082773,0.0024821044957661913,0.041326436254059046,-0.030191133268302472,0.05146234755111492,0.007571583179116736,0.00527391062666144,-0.05725611336708359,0.02450552396555694,-0.05814454968753577,-0.06097062105658967,0.02495585136041605,0.043935251993678766,-0.0013105755736562135,0.026813324723685725,-0.013393879024303987,0.054012761970078066,0.03359551433687619,-0.06410728711268106
SLIT2,-0.012417079233560136,0.11823272059921995,-0.02713903892414186,-0.00026702638421970777,-0.03913033774267247,0.04834453222013138,0.16967493917375184,-0.03047240750777735,0.01860236226146674,0.05120670426538906,0.1215690522334789,-0.03735494168406893,0.08175159433298686,0.047818548680924236,0.01102127416814786,-0.02073113328530333,0.07210577974328752,-0.019366459047762793,0.0924272881835575
PLTP,0.03678026823576798,0.01785160421222487,-0.06456734085977804,-0.006765667384408331,0.02219590659945442,0.023060374420471697,-0.15257872940370434,0.02495089900727449,-0.024454763663900096,-0.02507726071900849,-0.06724409320066867,0.04425999246317277,-0.003412675066768899,0.022076232001645883,-0.009460693020084596,0.13461853080337863,0.16221486241413752,0.13722617883447838,0.05828720069244772
APOD,0.17583688935877684,0.03121985705969615,0.023111173539397904,0.047629718713071756,0.04829139367238298,0.024638382515536197,-0.08300513175635645,0.03753978425222002,0.017231941847230953,-0.08863503490659373,0.06566031962722464,-0.018520950426302824,-0.0045636909034840875,0.044285160136772764,0.11336714503855524,0.05735709222978031,0.22347697546693393,0.21591849436714902,0.047699832681027565
B2M,0.009673150061543115,0.015838194760258776,-0.0006690275793641197,0.010757581471708555,1.2217662796254993e-05,0.05970907980890408,-0.16516899980154318,0.020820612691158515,-0.08993213571162552,-0.09088792126954157,-0.1530656368657751,0.015974282839453624,0.08892482119982265,0.059408435195708285,-0.02922011359074844,0.18884783771503175,0.1925503719082679,0.10481619505241321,-0.01154551270942588
OMG,-0.028569266006344886,0.07042875787471452,0.03400421860025007,0.03849466318619754,0.0413814876871492,-0.013084557799889863,0.003214024959613912,0.029873121912895005,0.09792278259445182,-0.013153462616754034,0.09906616166733972,0.08699671498869474,-0.09914442328998474,0.03780323473401858,0.006282884970422169,-0.056183076255954874,0.01891444937145973,-0.055448085977262626,0.04237858165158437
CXCL3,-0.0029095730909030467,-0.03811199496547399,-0.041015009536687484,0.042613707040128276,0.03222518680369103,,-0.025544267657041105,0.021190063885061148,0.03422644191935291,-0.023460370332541662,-0.01362399819777909,,,0.01840287747784172,-0.023990951601948602,-0.006410680887265607,0.11544182386399329,0.0535640120058245,
CXCL10,-0.022277310480314106,-0.001205779790849299,0.0015193360827981672,-0.018195392508672654,-0.011780945085910436,0.045431355126935934,-0.11659868276604649,-0.06497297141472465,-0.014525511848337485,-0.03177440666939286,-0.021650181882031088,-0.011023241449451654,-0.019724998041962264,-0.017731366142069632,0.011598155401424637,,0.02738691823090297,0.10534252647300806,
RSPO3,,-0.020209522974496255,,-0.012453783550297859,0.014894053259500387,0.04830242352798698,0.06536917395785954,-0.013122596803530997,-0.022161640638443707,0.06752582041216239,0.033827883193682635,,,-0.014523037786172985,0.03934798019994122,0.09093160015478682,0.12130780085448341,-0.023508824992968254,-0.03155916060323575
CORT,0.06319134725131789,0.060186372592400034,-0.02590683206284124,-0.017452008842569734,0.009034452308662878,0.060313223080535154,0.14074466002775957,0.034375398186301726,-0.05070989018732361,0.03017130023062244,0.021544686678081106,,,-0.013833678684968632,0.05092052015172185,0.07572735435603692,,,0.0745924599514876
NCAN,0.055793420638898396,0.006366964476724931,0.03750701206585544,-0.06562386365593288,-0.0013489019551061229,0.004003250885526666,-0.05401986691203126,-0.01147317774090505,-0.011274877531031778,0.03618052637931142,-0.09892576987646833,-0.036006199548548855,-0.018701258819178064,0.0014066257344243103,0.058346235235807994,0.14789973276083812,-0.06154913698499147,0.0465731386669827,0.017324032027519632
PRG4,0.01472383792392143,0.14957737602682825,,-0.012291347295009927,0.022369931692125648,,-0.027674885900637488,-0.015813339428578838,,,-0.016645190798491877,,,0.042205074405024655,0.07583696064663042,,0.22549022953931236,0.12697707751502463,
ZG16B,,-0.020630938616406684,-0.02400641172734374,-0.014265611764450646,,,-0.003222370234119537,0.061537228296694856,,,,,-0.04080137067076681,,,,0.07543602002535034,0.11403745499824418,
TGM2,-0.026357969034784916,0.07330723331556092,0.008631511897656319,0.04538451422430548,0.021000547755949724,-0.053106035870450756,-0.053252506179862207,-0.030477948685079713,-0.005893964985014596,0.04736032565279393,0.060304533891371616,0.023431051540781782,-0.02026461182069181,-0.004770104105061967,0.07558782158179844,0.0938993904204547,0.21126840014061768,0.17077469196166914,0.16845274848371075
VEGFC,-0.003928341646553228,0.007317029395871067,-0.020564085191919802,-0.021906472007612435,-0.0038254944139533825,-0.00978791290118746,0.01879851011033954,0.00714716847245974,-0.021445515963557586,0.0034584883809570667,-0.016987080684891256,0.038923428938372626,0.0018804821938758784,-0.02771765028555866,0.09671349536741089,,0.09229018668814647,-0.03339041824102412,
WNT6,-0.03329841114852929,0.03461123594687507,-0.022201050842122483,-0.017000515978080197,-0.004365618969935928,0.017710155816851935,-0.027214626413778406,0.004692279521697006,,,-0.014825466226410036,,0.015778400177406077,-0.025710510149356658,-0.01703871094360446,,0.011242306105142133,0.12467524934819035,
