,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
CCL18,,0.05613015892585541,-0.021629328775557188,,,,,,,,0.069375496802269,0.050676909960249185,,-0.038150483407454465,,-0.02245380909162937,0.020692863348263858,0.056979022453575605,,,
CCL17,,,,,-0.028662964193862012,,,,-0.0213308730545472,-0.008090855073791729,,,-0.012563673289430357,,,,-0.014604115036376809,0.03401950946426315,0.003616175502176494,-0.018522828392738885,
VEGFD,,-0.014485847294688853,0.07482343603991203,-0.004430016856566069,-0.0319337073550861,-0.015506870257522067,,0.04620718321320558,-0.022726241049554445,0.02010800993160501,-0.026216405750768064,0.09374581975027318,-0.013464877803166256,-0.04298078407164848,0.011319643410929265,,,0.038869556777629426,-0.031189025159340845,,
TNFSF13,,,0.06946204542885895,,-0.01977107120484499,,-0.013703809882978217,,,,,,,,,,-0.028023103183075056,0.0664635494535232,-0.03171183304011036,0.02498395066642824,-0.02794196408739463
WNT5A,-0.033748470063996755,0.004077376937019102,0.061414080615988485,0.0014313536401503993,0.07296658259691474,0.00020908294776605544,0.12427026782495648,0.10100967100659654,0.02595868440992201,0.015701928046854736,-0.026108497139226926,0.02796668615868374,0.006876979446956044,0.015606625680442708,0.04339003667710186,0.03524289117899185,-0.0032505838280254954,0.02356467237620912,0.022650059984962747,-0.02667631035568373,0.03954826466033485
CXCL8,,0.03349059342575931,-0.05439560605166114,-0.026745646285869694,0.017575191305365265,-0.013188288125476903,-0.0002562193761435194,-0.033933584634020846,0.05591769192372441,-0.014558468590278262,-0.0236403029403492,0.002122247919234008,-0.01259760437419089,-0.004697988584485851,-0.07250233755651823,0.08988835539296591,-0.026184685497594222,-0.03445076961043057,-0.04198537986487327,0.04022695260955458,-0.013729411659087778
GRN,-0.11265378923156605,0.006387799368460458,0.040257734722871606,-0.003530482703945487,-0.06227487514512354,-0.046925742958378494,0.08112147341216437,0.08614265351873027,0.0204975873429985,-0.004447729818578374,-0.004758808992959685,0.047796044209453256,0.02913147337557717,-0.12652873089067956,-0.048972657457241615,0.06503356021948817,0.013824532770086091,0.023063390897045156,0.03469405387252865,-0.03799389618806467,0.0189243082850511
MIA,0.19611551045545583,0.032711472885530515,0.035469715759137696,-0.02540283327855521,-0.045059677366266496,0.013767326744974157,-0.009977982022790122,0.069614372501115,0.06088997128368061,-0.017779659526639794,,-0.019103295291839052,-0.018440767213934988,-0.044954230787292146,0.0006582516061271914,0.0015559246960596595,0.15464192664012427,0.055532406499326226,0.0028532070475783267,0.1374387230340189,0.03820958852978063
COL4A4,0.01868680854589811,-0.039999217141652485,0.012661802455523088,-0.04271999942867105,-0.004852787145910295,0.04564934929104206,0.09802606057285815,-0.01303893727522893,-0.022270091417821464,-0.0011209910248150031,,,0.0012069400758944887,,0.08899221756660201,-0.02838863045792741,0.043600063485950774,-0.006486445317452419,0.016608277261709957,0.09085254614297454,-0.03122937577971467
TAC1,-0.01952082683444164,0.03710447711698013,-0.03230462772377572,0.0035176404877383704,0.034418306923550655,0.036280137859066516,0.026466735878341925,-0.06078713329646488,-0.006445399978695501,-0.021947925637831687,-0.06176110247240757,,-0.03170168429545917,,,,,,,-0.007707252565317329,0.08330376234322438
RARRES2,0.06779110487250999,0.02169321613100838,0.01065760668250306,0.06488983600674934,-0.0008682461495202335,0.011786233112615955,0.03315107324262252,0.10392430825424816,-0.06635478478504894,0.058778196563450465,0.003506004358327268,-0.07016016315758576,0.011141123554695787,0.012983825589393632,0.0612968161687291,-0.026999915658770246,-0.018019082549437643,0.029589602774209134,0.06216676547305974,0.026011965670916744,0.041679765484877375
FGF7,0.03660115389078517,0.025762851243535268,,-0.022359019213231576,-0.05080776346526031,-0.029691146711508458,0.0334339391510397,0.006497664776547559,0.029157473562702336,0.010325315685573482,-0.012089147607517612,0.09884760188436392,-0.02940264607958744,-0.006014837528152919,-0.021156230333872535,0.15363329816493476,0.015554535615604442,0.007237462172645319,0.006424977106643844,0.023880518679785995,0.039390944302163534
EFNA2,,,,,,,,,,,,,,,,,,-0.014206449598433193,,,
HBEGF,0.011874251774563154,-0.02990635020489233,0.042195417598170665,0.03891449245950405,0.051871850590975106,0.05384074112769542,-0.030840414779048905,0.08653548930345174,0.04098186056230581,-0.00197755010368935,0.03950971091740347,0.08265948540528598,-0.06532130660233212,-0.04305491627354141,-0.034478925380863154,0.04264959650628041,-0.03189280713936941,0.00510308358657534,0.0219511025437586,-0.07521992633125633,0.0823530665429135
CSF3,,-0.051209410970953675,,,0.0686978385610625,0.04097218979140526,,0.014178288084100387,,,,-0.02116193213135441,,,,,-0.01582347644349406,-0.0206167008307856,,0.12883879125408607,0.029348160280809592
PI3,,0.036313881692183164,-0.022754965802329552,,0.04059192138057604,-0.014463059939380896,,0.08436025346372589,,,,,,-0.061068950505063495,,,-0.03350818925366882,-0.02746757840451144,-0.025125989390949937,-0.042370673610534954,0.024020374856044937
PCSK1N,0.0032477831271206727,-0.00039092071668424944,-0.0218029648594286,0.023180789084458808,-0.02841822942219946,-0.017749968612521795,0.03587023466866649,-0.04068518947117398,-0.009662994507445032,0.04177588722090451,-0.028965507781386044,0.09287121900611098,-0.05250866834645842,0.0029905109598779857,0.112307011557733,-0.03750372711929426,0.02928502508879895,0.01659278029173905,0.007129052263450653,0.04842028222622977,0.012619351317836276
NTS,,,,,,-0.05194612263054504,-0.015917131089643665,0.07293443427876116,-0.003937134481076925,-0.008209701152300583,-0.0009811081154330055,,,,,,-0.034069880147518716,-0.017307862971174606,,-0.01445980957632602,
SFRP1,0.07043191814374236,-0.01798136938094572,0.02735331238168291,-0.01259294243149385,-0.0015993736643390912,-0.017690653533230433,-0.0075757354559190734,-0.009303636311227347,0.013564783647046075,-0.021313028905553685,-0.0391267913449173,-0.04579190440256656,0.004876838484366956,0.015445819937496217,0.17148332518323783,-0.04063165584878835,0.006361211696740564,0.04422664294693319,-0.034152423155441494,-0.028208247547219737,-0.012753046135791356
CXCL13,,,,-0.018163942764477144,,-0.017531663571397155,,,,,,0.040268664934900514,,,,,0.02244914948333637,-0.036500418851708516,,,0.030252016749872084
MICA,0.04990103607253088,-0.027234586545063666,0.058404135792170915,0.01520540798057568,0.013042860742157552,0.0005233487320719604,-0.011007313284332815,-0.03791390576212025,-0.011103372216569088,-0.028748701177056735,0.021466408831218812,0.027913292471772752,0.01353319213283469,0.054106408172146195,0.011312739217308892,0.03318645683701677,0.05307151394118821,0.049981366583685474,-0.0347091324454421,0.028350026451194683,0.03806805271931917
TG,0.10134294164829578,0.04783582707121731,0.008044133060906691,-0.027118142845227816,0.015881331309890844,-0.03752119726287774,0.06125062418254879,0.11963617006749247,-0.021490047367703942,0.05802918719206804,,-0.030065864842189854,-0.01887241005194754,-0.0034459367739303856,0.007674573560108491,-0.036560050853602706,0.22907065580243463,-0.021316525282724756,,-0.005768557836888719,0.041306778003342516
ADA,0.0664623165513691,-0.0060325298154964725,0.04999721265768325,0.03258081922439187,-0.012827507880902858,0.023096040161395177,0.03642443547486769,0.06131373778553628,0.029327586851409744,-0.025050054016821907,0.008198502703043436,0.08465117760166632,-0.007104348320007305,0.054974065011764474,0.02944396722252858,0.06002708490467669,0.03210521689047846,0.08066392335051997,0.018176631930374543,-0.011413376621099517,0.02908604445256339
LAMC3,-0.008024542272433438,0.03073417270742599,0.061243578730001094,-0.001849997743842675,-0.01949102046363552,0.04567500387890125,0.09748335632903354,0.08694494522972661,0.016018978043213644,0.02848468419259377,-0.03541581185744275,0.021159538774143345,-0.040411177702233625,-0.04527176488079061,-0.007624349968391016,0.040269228151822586,0.0586546990104561,0.08190647351653256,0.04899359255148042,-0.002760337341734241,0.009345140959684056
CCL7,,,-0.013758080298612627,,0.08262204624818147,-0.023243749075344204,,,,,,,,,,,0.05870268939053043,,,-0.02043587110369212,0.030168996472935056
NGF,,0.00859077642006073,-0.009042238431683607,,-0.006499917124415328,-0.02481028289769138,-0.01753235507802342,,,,-0.023603202136737972,0.08576744337417799,,,0.020177436754981865,0.13337421452230058,-0.025279121237056824,-0.014015491015105694,,-0.0538842589369957,0.09050550193945991
TNFSF15,,-0.02113862826530817,,,-0.02172889395076967,0.025936719354176706,-0.021288122736530916,,,,,0.0434698030309623,,,-0.07250861149040964,-0.03369863451910778,0.01916659591713362,,,0.0035121616448215123,0.03195110544675314
HMGB1,0.035789203531470824,-0.011744874436525722,0.01656763165028897,0.026955730871247106,0.013985278141457093,0.026273462428757187,0.062028298286288655,0.055307728449317306,-0.059468261108579154,0.042216755076916294,0.0037201552061675042,0.03468345029894549,0.03382167893247035,-0.058004615090717776,-0.01949659154842009,0.018714278775193164,-0.054833580168583536,-0.022976145988639295,-0.018359976852372534,0.046475120500884655,-0.07866792364161869
ITGB3BP,0.007954119738732592,-0.02867748149207336,0.0046981804137286275,0.03748280721334285,0.045805632585290225,0.014931905620507469,0.017083309636182535,0.04361551868857253,0.014360615809528748,0.024156937692323268,0.04823957286940308,-0.019304592287062446,-0.014137901043987572,-0.06500497539586231,-0.02079852151555647,0.07821036229469669,0.03914515746018944,0.033086298463783526,0.005084008607275386,0.06582405772143807,0.024951502709013522
AANAT,,-0.005778610421915202,-0.019960881367508374,,-0.019771073314973783,-0.015506872471215186,,-0.012443413408967246,0.06747018520162387,-0.017779660515589855,0.07285991509132263,,-0.01685296598944053,-0.02867766557863854,,-0.023386583390852464,0.06912719897718256,-0.01911803340463898,-0.03657925466862695,0.037045413344910474,-0.020058004790764226
RELN,0.03109559128478321,-0.005359232047468933,0.029812531401739895,-0.0636373830809909,0.018489458720891517,-0.02698931544928349,-0.03146628119953334,-0.015809525390522824,0.00038286693849391094,0.03305525969342993,-0.012583467733422279,,-0.0005923060293125524,,-0.04217624974850701,,,,-0.0005036887110955189,,0.019598519295422206
IL15,0.003229076684594475,-0.0395653880962572,-0.043502663703086995,0.0034086544726465045,-0.006297630065417615,-0.00758314553171302,-0.015147764891314747,-0.032457492809379644,-0.0548172869770352,0.030686459258079612,0.05302300723124565,-0.03168804949103114,-0.015630347023789026,-0.019928540662405826,-0.06283384246474569,-0.021127462502045065,-0.03517908779801933,0.014591285576385163,0.038291734538184075,0.005406495729847882,-0.03856138057701714
UTS2,,,,,,,,0.07889525200385179,,,,,,0.02008566727882751,,,-0.016352018538685734,,,,
BSG,0.05243239576167615,0.03426741927663775,0.06304028483669089,0.00025032705120393243,-0.03580947187138191,0.026803668778890177,0.022450937116570938,0.004355446750390929,0.03521418362431229,0.02350807564846242,-0.00021891838277277012,-0.03973813407184118,0.02936798707113757,0.014521236360834322,-0.11640424431900297,0.06595148310074296,0.09150895931191204,0.06638183182359725,0.041618835720294255,0.019076363971546634,0.04291668214001924
ADAMTS3,0.05982697642617291,-0.004846758145345417,-0.00670332443997276,0.0053719528510081,0.03879759858332706,-0.016947666992323453,-0.02439866718225801,0.10778010877431206,0.007417862786524879,0.013589049143753829,-0.004905087852627634,0.0792136403843254,-0.025972592178722435,-0.07023784968838527,,-0.02800305275766584,-0.027830886764127784,0.05163266989830256,0.07113048495429306,0.09275382715829501,-0.04664922855771993
CD34,0.015629298547887107,-0.01570229164915505,0.05534709290844737,0.01920442400200473,0.01808253111222231,0.028701693722063867,0.04506853271163612,0.0699971013529677,-0.035561027011832724,0.06661588911771524,-0.0312388895587676,0.024962652197770357,-0.03619737941593661,-0.08223242540787513,-0.06313601061286611,-0.02448800720526849,0.05379546050525271,0.05484489559371166,0.04713990312857769,-0.0002817762893580975,-0.03645821116536723
CCL23,,,,,,,,-0.0141586291975361,,,,,,,,,,,,,
PLAT,0.12113031435022771,-0.06604771712683757,0.1133694498417831,0.0164022004424147,-0.01869182421760901,0.04750873119766581,0.020342753804943155,0.09061820923403814,0.04900275818585629,-4.527039231377266e-05,-0.03821156816714798,0.015895310212413128,-0.0129122322822806,-0.08756945235341503,-0.015558328021962196,0.021990399294374827,0.05642823885057816,0.05258958339318771,0.012012559502003887,0.013743084175892196,0.03157884028986367
NTF3,,,,,,,,,,-0.01836529402677797,,0.012469522664517646,,,,,-0.007161803059143235,0.03020485542764078,,,
LTA,,,,-0.01994276748726892,0.023526706933402093,,,,-0.018613072651354912,,,,0.006067641111910431,,,,,,,-0.013827326152896282,
CKLF,-0.03430789153371672,0.006499148921790479,0.01091526239200535,0.02296025689169525,-0.005434300732079222,0.04294218774858223,0.04117310236692025,0.06506726070248209,0.035856615737470746,0.03354839461611119,0.06912983218189246,0.03463693939079947,0.03597655880031394,-0.08079840597254874,-0.05000621919528475,0.04476773026273363,0.03128284685257424,0.03987005003779188,0.050316059007507574,0.03620572439288718,-0.05727629560384512
APELA,,,,,,,,,,,,-0.024842900087641718,,,,,,,,,
CD24,0.10674587558080252,0.005199450584179376,0.012406523948570707,0.0535276497110358,0.08796673560465362,-0.04312779286104307,-0.006041488680430979,0.04065666182073071,-0.0067031091024471155,-0.02576939019562551,0.042041646197641704,0.08072778423105456,0.06841520679126063,-0.00030219629445058335,0.08356113841026404,0.13013430745801036,0.03471960617281655,0.015365284924020558,-0.03985324134696981,0.02917680472786732,0.10980710597636631
HSP90AA1,-0.06728289000261674,0.03724062894330076,0.0501878505862241,-0.01875994780910477,-0.015256514984428732,-0.014145081268451683,-0.09997185675656939,-0.10167504768516232,0.04844895296716896,-0.09256325537082888,-0.06242994812200678,0.007726322347543394,0.025191062446629085,0.10136436272028718,0.09798112999470325,-0.047310798658923334,-0.1306223793799555,-0.020442001475105814,-0.04552838384451343,-0.03806037648976654,0.02930782077053696
BMP4,0.01623053984441785,0.11645143190470403,0.05902760429358376,0.009292782743613321,0.06508066576643208,-0.030093590986433057,0.008788505480526426,-0.016486243210249375,-0.02498425821764786,-0.01956429851976292,-0.0033744558990862327,-0.0419085916500752,-0.013318671679743346,0.016651725578684273,0.02503999935199377,0.056138013775123896,0.058954379524211356,0.06014934602605756,0.018123654362594055,0.007566675231681351,0.17408217241950802
SCGB3A1,,,0.18103067679324547,,,0.021346033770251332,-0.019336389791883506,,,-0.014997317542238356,0.0024499278902589184,-0.013747495605813927,-0.010906650796827354,-0.0429807422904473,-0.0006613729934003927,,0.021605355303823764,0.04833090206162298,,0.005333820173767836,-0.015304743323183786
IGFBP4,0.04983123745400782,-0.03858934472404339,0.060608597807883496,0.04789311183066195,0.023571003876220593,0.04384563783846371,0.0705535182675762,0.12240230837016906,0.033874150679187434,0.0015820211790211938,0.03195966864226947,0.059829334891068724,-0.05444618442380311,-0.10271983683162367,-0.054673457982835745,0.00572087257890708,-0.020685457213681126,0.0020554730309230974,0.0002071159355758292,-0.008944876250856746,0.0012571947669381175
RSPO4,,0.027633736965486728,,0.03050683485550816,-0.02254214156349061,-0.021313655367493658,,,0.004720152462337572,0.0036937802923285093,,,0.0755600739993277,,-0.07301422682859653,,,,,0.006593566241280164,-0.025292349525474666
LEFTY2,-0.022383976601581396,-0.022335839268919657,0.04012560750639358,-0.020187695014401874,0.00039447084336828803,-0.03308208779966312,0.0898710262759369,0.09301519546651942,0.014811391279340847,0.018117737641967942,-0.023603202136737972,-0.015237554586059888,-0.01929549122871158,0.04329715578306934,,-0.005644276184782864,0.2584728508339327,0.032752406058009054,-0.009490653062552921,-0.010455913008778243,0.04146717083174026
PF4,,,0.08052068830520191,-0.01814065753526617,0.10307906720614521,,,,,,,,,,,,,-0.013021194615289255,,0.029569097229706808,-0.019812928543034975
ANGPTL2,0.007867887607596607,-0.05110633393512778,0.03026906083927714,0.05294182875507933,-0.04641132649685177,0.01948775593731774,0.07697422691177616,0.09241954280122212,0.04524382304677034,0.015659159683072084,0.0690643624210239,0.010899405927751649,0.06292403012152425,0.07214515668635202,0.0243152547304277,-0.05548510316951867,0.05588079031148561,0.02473181960335095,-0.007340700100542781,-0.00014652589353018246,0.04200899921672605
LRIG2,0.06734477384805948,0.06218486329832202,-0.016960851001417386,0.0670190677205506,0.01735309091861741,0.014660691565719029,-0.014377409293352822,0.05820573553773858,-0.014806571453405972,-0.03951972059534616,0.002597572894308387,0.018388407509193044,-0.04742098945526816,0.04247314998127655,-0.05200469374380496,0.11999391782895998,-0.010817832673957951,0.039348985717567966,-0.05138414809664513,0.08226693691356839,0.06967367968763477
ICOSLG,0.03467473639130788,-0.022848368764968034,0.09801816525566218,0.013385847422076573,-0.013259851166477791,0.022943849505093327,0.01752688790524651,0.015207104980852803,0.002646145602660201,-0.028462103904338194,-0.019918334566672788,0.027432219318698575,0.02477288107749328,0.01980112695845108,-0.019753979577509885,0.007301899306372158,0.07551736191602378,0.026296614211856806,-0.02516810661958898,0.05403782696599372,1.9620037712881685e-06
WIF1,,-0.016688088316177477,-0.025679784695850447,,,0.00835088688376782,-0.08403277398644514,-0.037236773988383765,-0.016705354285356886,-0.028221842362859417,-0.054068241295041515,,-0.0235020236711697,,,,,,,,0.07735867952736125
NPPC,0.12234753541998362,0.01433652158568435,0.05637561286224068,,0.049345681725198466,-0.017507543381679612,-0.03709679545887558,0.013201679162197019,-0.03258683830568206,0.11754636064116965,-0.027648795250543392,,-0.0250907740472621,0.07503084673649452,0.011117466963326219,0.07073778483561939,-0.019416416321793206,-0.02463697315308683,-0.034703044758566066,,0.02627289300713942
LYZ,-0.04098719026821535,-0.03731273405751881,0.0110470729390291,-0.0055312913596661665,0.021142284871372367,-0.005579424512959866,0.041551965263625645,0.06235060271076051,0.004672863117612648,0.06060104164719522,-0.00897099453732658,0.02739883281127305,0.09635681132037019,-0.003803524244690519,-0.07055995282005456,0.06095914105549694,0.004727606991361919,0.014381456364036389,0.01714154032201368,0.007857615037002778,-0.0340615885115239
EREG,,,,,,-0.029993370182279412,,,,,-0.024280797237557824,-0.017817941816016453,,,,,0.018168174191857383,0.07253896313976875,,-0.025295332556470634,-0.022810549992133666
SPTAN1,0.048536800220067226,0.07077096279408483,0.06855049139398518,-0.06697964789522454,-0.08454118581172715,-0.03698505897385236,-0.043485501502078645,-0.06622998591876375,-0.02761462336051571,0.010598979234489495,-0.08340595441151322,0.009022299093911567,-0.004658923343625186,0.04128822293909006,0.015026818485543015,0.031286394168512685,0.04384970835362851,0.061963477222505045,0.012067135899623552,0.10824617046584639,0.05251367895117249
LIPC,0.15060204262636967,-0.011074514815486377,-0.017472432494445415,-0.004069533477924824,0.020147341470091625,0.014133494535732245,-0.023490299256862593,-0.008991367195993083,-0.025998900028953827,,-0.04348646530666975,-0.02227904735911074,-0.0101565094079962,-0.03871221235306658,-0.009907438564406647,-0.05753704925584214,,,0.11722192146227609,0.06663038998871686,-0.014170252890712727
COL8A1,0.009800338942575784,-0.013440188047271203,0.0058613805546333195,-0.015464472725254344,0.02551757262853344,0.02072089458307726,0.0356410078404413,0.06935229950295267,0.033920473534545095,-0.012807253798259954,-0.0015076473251131289,-0.034319501874509405,0.029513164399053635,-0.06593266799308954,0.013310188246673842,-0.025579655039669143,0.089772050830257,0.06134920904731084,0.047558530917980665,-0.005094652796841958,0.0036256457451053453
GSTM2,0.040854963607562675,-0.019943095168397634,0.0708595524926237,0.002899981868919376,-0.04141208157005907,-0.04178300835275179,0.044625463332915005,0.03590058602378357,0.0022744236609582497,0.04452028251186195,0.030250590972359673,-0.007887931875769064,0.012343224792059682,-0.023087164037439233,-0.02072352432800649,0.06393321102451426,0.09202627263030201,0.023384603817372823,-0.00026714212925814493,-0.03407744292759444,0.04196821355460782
IL4,,,,,,,,,,,,,,-0.03700518038940105,,,,,,,
SPX,-0.000699022612761152,-0.007866033609353425,0.08327235139599061,-0.00891468286474602,0.04752784523135876,-0.022936041958801064,-0.030781694094118635,-0.043640189824782995,-0.006130307315913938,-0.03587016453412774,-0.05293857450855294,,-0.009468093059537976,,,0.07093972059280894,0.05954748237199075,-0.01616747746557957,-0.019996753893471133,0.07864138627690595,0.04154551924102732
MFGE8,0.0497864624382112,0.06248745363658229,0.00917808275088709,0.03013453702596856,0.044680908317429484,0.03821203912037073,0.014268846690696623,-0.0030916450695707464,-0.029894525447264363,0.011547631651633411,0.039148126704267115,-0.028077833339367416,-0.02154283769370777,-0.002918795171557253,-0.03345232909135703,-0.040523310045773274,0.0051993871782316054,0.015212334306438561,0.039582638201445065,0.008669997297205672,0.032257597591710985
TGFA,0.07852364733306415,0.08910388423968388,0.02728501220802568,0.0012899143005214227,0.0006082967422356654,0.01589673887409184,0.029741072522760453,0.002424230694524118,0.02272216653743617,0.039209643104894,-0.044499829292162035,0.04142732246514217,-0.04604982116579253,0.03087377326239854,-0.035171452395295406,-0.04369909253285863,0.04097797741741719,0.002652064088175731,-0.05052272221242576,0.06821452256089533,0.057251169549422914
SLIT2,0.05660568219571442,0.014536143613681576,-0.0024656631861859376,-0.047301199512338056,-0.0020605360351648346,0.02149711355426149,-0.04305403831375802,-0.03227037795868789,-0.04420889329880648,0.06415535490647024,0.0395620022178671,-0.02951118957410736,0.004820107439064624,0.10860305059555928,0.12663067232123162,-0.009826447797203567,-0.006887515193497282,0.018723241588560074,-0.032497534003358024,-0.021797638246073663,0.060658890339346266
PLTP,0.03132963994187105,0.06843759661369056,-0.027971000042694302,-0.008573297922396044,-0.03777003053641589,-0.07167495419091753,0.014186459800907474,0.10237158040011396,0.006935043261745045,-0.0216614059406838,0.04193786091866931,-0.0038465772606673426,0.0450982038588751,-0.01564953012933188,0.12082474084544918,0.04865152441302008,-0.0011249661965841806,0.06473118793071046,0.06994827875170662,0.053451766248103556,0.008262359210575058
APOD,-0.053718842821589764,0.009103347732999114,0.050267876200798214,-0.057524579906982024,0.012164844511777614,0.013250376891089986,0.050058930125759855,-0.009820902235283523,0.0020200582486927235,0.059764638250882074,0.02262091550829075,-0.012412247268118626,-0.07119347239649132,-0.01816993513982198,-0.11818675599034889,-0.14244130857512463,0.09972454250745391,0.01114477280101242,-0.00180973714152085,-0.04404919390337382,-0.020627678683479932
B2M,0.1205727927596511,0.0028377723237861777,0.00819633563676896,-0.041427371265274036,0.05307746132662482,0.02687913223672391,0.10716280238834745,0.1264418014172775,0.007722055144294835,0.04353677674354273,0.09120939285637951,0.02259532626988253,0.10678254117622345,-0.10548983612427947,-0.09019481757705697,-0.07547364124903648,0.08187872905520263,0.08793826994137698,-0.00594009035590216,-0.05063594822782077,-0.05710534652420505
OMG,-0.0004886113466090164,-0.03952795327351684,0.04084197952543587,-0.0336351043925186,-0.0188728452143299,-0.02904137787306453,0.009249110687587268,-0.0580920200651199,-0.015731096486623648,0.003145107461828986,-0.04231326722110261,0.02214163469993227,-0.06853412084219589,-0.04866894788066464,0.0356881849932944,-0.07393114256066019,0.032371634863680464,-0.012802682000132154,0.014016766328924382,0.10600512099428958,-0.0010189735169086804
CXCL3,-0.018205894093830083,-0.016372637400396687,-0.02579186009102221,-0.03729546547854677,-0.01948992988160585,0.0414918633940363,,0.031523622003888765,0.05189888001673074,-0.016043957340093853,-0.03418116598787305,0.04523551368883484,-0.011256681689763218,-0.00484201193930974,,,-0.011789509094045624,0.035721500119423315,-0.025759128753347436,-0.06508925410805329,0.010429869811234671
