,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
PDAP1,0.016318234411802773,0.11276922213467339,0.023845653980852807,-0.03178366189597701,-0.04270052223124948,-0.03622305158357436,0.07961051924233689,0.23956277661447245,-0.0019475344015954011,-0.004068078657421616,-0.012931333648509524,0.08520535789619833,0.00586244506058929,-0.0024094346254009426,-0.032828590385215836,0.08714646422818599,-0.010042555986683485,-0.044762837387591355,0.019942708973617607,0.0012430492163595297,0.025279285184364533
QDPR,-0.05198202170791221,0.029460930878283855,0.030375795101995017,0.036233917492942365,-0.01596947080831689,0.01134771437142972,-0.04512651850659856,-0.26914108756001864,0.04485964401596435,-0.03453023352365328,-0.0008482152258980264,0.022503327659158103,0.04952747433911248,0.02821652296188687,0.011748354655045529,0.15231483956402767,-0.16206446552112616,-0.016190296217294484,-0.04484516718694041,-0.03751150498122787,0.029583570602383345
POMC,-0.006018411340897768,0.12763691279457573,0.016594779701634643,,0.016250817797294655,0.03565830744955383,-0.010222183645233442,0.010597135241089746,-0.03043952484093086,0.006396575529912227,0.033903589232652825,-0.004671285996609812,0.020222777161332164,-0.005371195913670759,0.0886060979605822,-0.002909742902570181,0.15007975250407196,0.031488666262287496,0.09634512373134646,0.010858097344455976,-0.015210151580341034
CCL18,,-0.04289418641234793,,,,,,,,,0.0010959743454553245,0.0821476615553397,,,-0.0682502943688756,,-0.018763867691869118,0.005718245631367702,,-0.029272697474971285,
CCL17,,,,,0.012409467405269974,,,,-0.015433290701820679,-0.02434748805703599,,,-0.013935825468950913,,,,,-0.013312000374670204,0.013177214727753905,,-0.020278643569931212
VEGFD,,0.09695620434532178,0.02130623471181556,,0.004007122121166592,0.010737197229516233,,0.15536320355627845,0.08270866649341044,-0.017859176934369878,-0.020126946066172578,-0.020552160859170457,-0.004561585922553336,,0.07084205184611118,-0.02372589163915798,,,0.08481966756654968,,
TNFSF13,,,,,-0.019686398966546434,,-0.02588637355884505,,,,,,,,,,,-0.025543729225859808,0.178311338323256,-0.015179423569579693,-0.03304235710759748
WNT5A,0.08302905099704835,0.0032479832952116085,0.04916139504809573,0.034642978626906636,0.05048210676399289,0.04417862498993181,0.07878840294613831,0.18359438175740805,0.019716063997169242,0.005482445073582232,-0.030019561682177547,0.06310493530932525,0.042350355999242056,0.03904273014027139,0.019638904174535957,-0.09074209207092697,0.03856363044412285,-0.03505027731017924,0.0010908432902336624,0.08131434235077731,-0.030666572138187544
CXCL8,,-0.09117624217010821,-0.02293402833584657,-0.07509732633694884,-0.056996487129148114,-0.06343677649329073,0.04797304088220958,0.03900858175944911,-0.005413074340605034,-0.016631242104114714,-0.017333355831396544,-0.04430760368019659,0.07157516385933012,,0.04400583136446452,0.04872455290555369,-0.03303674331553278,0.017751617057432938,0.02004156506983695,-0.042562830903533154,-0.06104989618286723
GRN,-0.0029560967152574597,0.0053320211616893435,-0.05095286839035476,0.032578514608179066,-0.058499491692508405,0.025688990306177037,0.0939999757657533,0.19537160109833238,0.04302615888068669,0.015332441736799315,0.008355384207194042,-0.043862237904450894,0.07318668991610601,0.03384537667380424,0.07683694809468918,-0.01019826479252103,0.16623480169141933,-0.023383203199599543,0.012208082895310779,0.03353327514092388,-0.056181849774315805
MIA,-0.027994397955275863,0.07007133493474332,-0.0041235595037753345,-0.03621988969562301,-0.029394113664707674,-0.037800411733534385,-0.02107989337612887,0.13320676902772072,-0.027460091980186833,-0.020311052655204054,,-0.027872422380730996,-0.02228425564256067,0.0578381288245529,0.12353097444661101,0.09258958452611896,0.02875071028954828,0.10356329390662913,0.0869537765875638,-0.004608690518076176,0.09089128843182136
COL4A4,-0.042697137416234106,0.1529635734912753,-0.04937545487959921,-0.04197930853472084,0.019173846480054425,0.0027742107345525777,-0.009511796455945139,0.027834938629069158,-0.0023913738940009987,-0.0254797157389461,,,0.06963283557147182,,,-0.034906519303548836,-0.023723391594368523,0.09080749350503872,-0.03919072955342954,-0.027242752328947763,-0.028772043546834058
TAC1,0.02642276154250221,-0.060932567898183,-0.026674097924850065,0.13465142206826422,0.08551274829753827,0.0926691104578369,-0.0712479018352855,-0.14376996297941697,-0.031666674051799994,0.018049232628679728,-0.012185389065007945,,-0.014373412710674025,,,,,,,-0.006989366920923066,-0.026658338991943333
RARRES2,0.1089035873940977,-0.012772957347392831,0.01266636915036541,-0.09740819573706207,-0.010075576228797315,-0.05064514425880309,0.0918691398947952,0.2501324695269981,0.015716203414644175,-0.000456230790112937,-0.034850011455880466,-0.047263964806916706,0.041390741743515064,-0.07046334068200946,-0.0018388837793806739,0.06556834909825539,-0.03162162016875625,0.023842283227504087,0.019387456377046256,-0.02510610283135355,-0.004384523469620824
FGF7,0.08525310707234045,0.027489596187453027,-0.029162534092780423,0.052204639354838864,-0.03906732452830353,-0.04282243744475615,0.05250750526390751,0.07947110661735168,0.04112211372163356,-0.014048685679222002,-0.046726363204227815,0.02617525117542292,0.041430065914810243,-0.07316615808911799,0.09252610458282018,0.016719195523560774,-0.031096874974744063,0.061019396078580077,0.004294624506070288,0.010071441061493613,0.11115337197411226
HBEGF,-0.002501983087111119,-0.0027181126772486343,0.009403733466919856,-0.07778195201345106,-0.04470328332469268,-0.08694471781097551,0.029026250378165534,0.09212702186204165,0.02321876473183495,0.02648125950373229,0.03771933726259981,0.04782307686564499,0.01188443498786996,0.0985097286791029,-0.01990206700127293,-0.018706633293646188,0.14041166236446914,0.013921649891828994,-0.036231426801950045,-0.003917618767539085,-0.03514972440392954
CSF3,,-0.04865174658268025,,-0.029383920233002916,0.027681906902538155,-0.06397465604671271,,0.04832945732285655,,,,-0.005540920910745056,,,,,,0.05519722128334451,,-0.019379408756106446,-0.02135028332913153
PI3,,-0.036549482794209213,,-0.03403064715480605,0.01117705766147557,-0.06343625130005114,,0.04608081888778051,,,,,,,0.0181907163801672,,,0.015181758166569668,0.06929534186480818,-0.024948742081408407,-0.04638707273791677
PCSK1N,0.07144542291413206,-0.011377190208829439,-0.022293508369594917,0.07350022831515914,0.042542149875261615,-0.013966294975704467,-0.009675107925376103,-0.10388661107339106,-0.010384448032904075,0.012449108120384335,-0.0030669350735605927,-0.001844785928379602,0.002670321724927695,-0.036251347120748845,0.05038064817425789,0.008798271280183043,0.004911710244189242,0.05295663312801887,-0.0015074397288343323,-0.0601854457443683,0.04988542867425158
NTS,,,,,,-0.012479307338235565,-0.006033625163385055,0.011144477696805622,-0.03902288630426832,-0.02687088139629,-0.018120716780012626,,,,,,,-0.031055511145936448,,-0.01148807474116928,-0.018143466109919654
SFRP1,0.0081379459504643,-0.006258715028569639,-0.03840767912603185,,-0.013392205469799192,-0.025514572126309334,0.0048590290811904415,0.025682943765203314,0.005578489787322528,-0.012939486191338176,0.04052948604130247,0.04754986713932323,0.13116843910254333,0.07751974137039452,0.05588795985677433,-0.01982442754770539,-0.019044130307524377,0.03322389631511537,0.09287209407036412,-0.013336381691637988,0.021340080640508297
CXCL13,,,0.009826062248910493,-0.021336202876649106,,0.003514539136430125,,,,,,0.14215641086133424,,,,,,-0.029901482184002105,,-0.03161184845612294,
MICA,-0.002152908814760179,-0.09574175143524648,-0.06543906428218924,0.03372567780572342,-0.011018725052817778,-0.025839881745302423,0.013892934523202425,0.1477283106286865,0.019662394801201775,-0.010204145145011691,-0.038433455349219506,-0.026102899573020123,0.07354842513953959,0.03826661722477638,-0.036957881753433695,-0.04783814171881401,0.10239383797998784,0.04992265856812652,0.09640679912535649,0.051189556575231394,-0.013308945662430266
TG,-0.019005685008675725,0.020461614308902944,-0.017094250689573775,,-0.026873675451685654,-0.03204048834437524,0.009034041460284985,0.05681568972953978,-0.032962697269830074,-0.017620171374960882,,0.0666642155590948,0.028446934884159,-0.00770054773780203,0.08544065142292846,-0.025059129772301635,0.08408522399847602,-0.01768832030709835,,0.007264499156963211,-0.020634284279431675
ADA,0.07634757581800265,0.01360523746937776,-0.016069936832377795,-0.013347916890639645,0.0004011342651382691,-0.00758824564806976,0.013118374511436368,0.18380676212989885,-0.008439293840600872,0.01297850900755569,0.03942364345411185,0.0024344197055081187,0.007033279372166175,0.04702115700982799,-0.0061498810879755655,0.1303798549392327,0.09569970057073297,-0.0337037820086159,0.054430361119042536,0.05398584128545781,0.046723689681109064
LAMC3,0.009584174556583275,0.06830943534584258,0.0015553631866133896,0.06948668188078139,0.04472622960473559,0.015783593059446755,0.11693760045719435,0.2160877388185206,0.022924768921286164,0.007102887767045303,0.03099946846634537,0.11132614429259459,0.0344947299358843,0.020579382327858494,0.1097430129825306,-0.008079800376880742,0.1534943035943473,0.045326997563005705,0.030267157543824492,0.034200723441736094,-0.04069046167669257
CCL7,,,,,-0.0194296244147099,-0.033523595448562815,,,,,,,,,,,,0.0684576956302605,,,-0.022373027345828154
NGF,,0.012728298070755002,,,-0.03130840998247127,-0.02466924195132516,-0.03311846098213632,,,,-0.01812072871130234,0.014997976793223452,,,,0.06577787810845169,-0.0032792517613202607,0.05396928445963111,,0.045093941483421614,-0.022293242920880633
TNFSF15,,-0.01824148410355333,,,-0.021635837076536532,-0.024820756310389838,0.0991887895295438,,,,,-0.01966247586744435,,-0.02895008888325963,,-0.05016283252148462,-0.02816077739562306,-0.01945058926011892,,-0.012034280134144542,-0.04339934512009874
HMGB1,0.015936964243490854,-0.0034715366824301062,0.004545468545138084,0.08927883726768564,0.006816600174848249,-0.00994722317392649,0.07892907598791889,0.2352164899314987,0.022431669856469275,0.004208572855013198,-0.035366883800660914,0.12284542726648356,0.007989200988306388,0.009973476592206884,-0.0830802479855534,0.062495253699761374,-0.020524777738515878,-0.06139320336119259,-0.07185980513635847,-0.015092603757499984,0.07110512014110701
ITGB3BP,-0.030823457669215217,0.0009643629305459081,0.019964054228321752,0.06773116712362899,-0.027364957998673493,-0.005435627629225177,0.07388627677393617,0.2178972574374028,0.028769640417284904,-0.0039348577230479175,0.07689698042330996,-0.004957196021139637,0.0016787955064243001,0.05733137300836038,-0.0015437764806944857,-0.019280319853510784,0.07295524712448145,0.053166497493284975,0.025616594663628194,-0.05077591098166833,0.015924653517085326
AANAT,,0.06563550748280444,,,-0.01968640106763832,0.010298262220689795,,-0.029989151648146813,-0.02964354628936063,0.009194264198398453,-0.017036149935274403,,0.03944739809060354,,-0.04200441405509128,,-0.019543354747520753,-0.01750320050782655,0.07777165192246974,,-0.023671595935859352
RELN,-0.007363631940060098,-0.04832918568513701,0.03228767307771049,-0.033090783827289943,-0.0088430098911337,-0.024843571394213712,-0.0012024083495134578,-0.08239902973965244,0.002947198517092745,0.008066150253782942,-0.019880971236573015,,0.01941917684722687,,,-0.05195668254732153,,,0.02885613128219893,-0.014536106219093087,
IL15,0.041589158299745854,-0.0013407491911654663,-0.0002525096025628862,,-0.0550810760573534,-0.03756571632135844,-0.0011086456193064825,0.08968421380064381,0.02067771660438813,-0.043655110914182185,0.012287359459439253,0.06022416641378733,-0.012254276180415438,-0.03311973761101785,0.018921768081459997,-0.013452998871737771,0.11129760665108791,-0.03206658046593782,-0.03919072458693006,0.069594317441625,-0.03845315703692298
UTS2,,,,,,,,0.16223066218963805,,,,,,-0.05350358412780761,-0.026821116324091714,,,-0.014905256249447019,,,
BSG,0.03356161982470124,0.07122284933669962,-0.03292355535922039,0.044069051288617836,-0.02943001423978329,-0.008370819198285539,0.01868857673847744,0.011763334552591912,-0.005223655638190763,-0.002901051962420818,0.07979576757997744,-0.018885207793716097,0.04498331757857745,0.04445890097417142,0.03403224881763471,0.039371440511188315,0.03332681773663263,0.09322530569701673,0.06699984287769842,0.010120808563943902,0.05744165308185654
ADAMTS3,0.06250340640144822,0.009295467627097986,0.004266313472772131,,-0.07388865353528078,0.021278909225612527,-0.012153123993740522,0.26661328009823354,-0.00407160649338623,0.004187641288879119,-0.02735605374048212,0.07928738153334099,0.05752510773839611,0.06555106075273251,-0.02425367524378778,,-0.02340117771417034,0.042374828878865595,0.07889656696686417,-0.03762222127829259,0.1506307979865375
CD34,-0.06754720129485974,-0.03003714273681978,-0.03257149634679247,0.1380666310610689,0.026337298971698245,0.0616167072736512,0.02171007534867231,0.18474244776776041,0.009886213495802352,-0.038001430144042746,-0.024477006644602797,0.09103232853242987,-0.007838036046546992,0.02807634336879348,0.07574898575802161,0.018654811015852785,0.10912878687727999,0.07226781033430628,0.08394293917967423,0.06025263538361222,-0.028162583355117954
CCL23,,,,,,,,0.04278747858390636,,,,,,-0.02731757929643917,,,,,,,
PLAT,0.0646098232894115,0.0184033214716672,0.01707742868826051,0.12498546123598911,-0.01266741390447873,0.05001553497364872,0.12845795351288128,0.22652392879088923,0.004656639664265711,0.036286491755216796,0.0702255891964966,0.028663094835272167,-0.03133062816786944,0.048953660371554394,-0.042747068291670874,-0.03157199551011474,0.13153787206498913,0.023106413653845772,0.04842711524907942,0.01344762258750672,-0.03381832893391512
NTF3,,,,,,,,,,0.010382723026366423,,-0.0223977868144098,,,,,,0.014117592445383647,,-0.038655626717200776,
LTA,,,-0.03044245662936323,,-0.024902436326071267,,,,0.013704338292365838,,,,0.007632472183176687,,,,,,,,0.02098148549269796
CKLF,0.04131538885386426,0.060594353347933116,-0.029385871696731774,0.05475273452462396,0.05830017967147888,-0.026027727480845725,0.0633138253164992,0.283902689320965,0.003285359076471133,-0.021192187156364416,-0.0595383502933756,0.04814531277755809,0.07213786543027251,-0.002277030211264399,0.03193033169013362,-0.11861911466645045,0.08564620859466264,0.05892082868209826,-0.044437178453974435,0.03894970872692644,0.08357115875790776
APELA,,,,,,,,,,,,-0.03624672046507372,,,,,,,,,
CD24,0.07184782813566583,-0.10746139600740866,0.029316727219682197,0.007418786227293121,-0.050722388101774964,0.01657973069011014,0.06449347570945196,0.031655626323919,-0.0048870144669805075,0.014993883011573625,0.012029711050418425,0.054325094430656536,0.037736922289890715,-0.005968689138836329,0.05613466126368248,-0.05160287215435582,0.029583918440104467,0.032717647882231166,0.005572231836089542,-0.05993110059074488,0.055561632167358266
HSP90AA1,0.005700891520134727,0.03671238509115776,0.027774171388393176,-0.08240718472653875,0.02591676268275736,-0.011194484446236606,-0.14217959253725937,-0.25128321357158495,0.06552674033920777,0.02778647895254321,-0.010534309124916794,0.03214262458801998,-0.021222457137594523,0.008339115530598178,0.005664593008748157,0.08316448734872757,-0.062218219922924846,-0.032773800089848204,-0.015598067602537416,-0.017374950902010165,-0.01878626551889817
BMP4,-0.011564061385300424,0.024239571628326153,-0.03227078856410595,0.024739618451979875,0.03151869563537126,-0.008482923655495243,0.05664651618082193,-0.029766956940317408,0.03512009779858013,-0.002604433880942444,-0.027173028812059904,-0.015489343733102586,-0.028879922492259628,0.07886172241736138,-0.020985313008511988,0.029099804016399698,0.08969377009831359,-0.05964510401953593,0.018173197572618992,0.021195031835668593,-0.05859820267003985
SCGB3A1,,,,-0.031408504941515744,,0.030538010285651968,0.07581859970716603,,,-0.017132572523720743,-0.029988391418563735,-0.02164117927956936,0.10532781759195918,-0.010831974224001754,0.0025646612621710433,0.03313133500043149,,0.0011390386712237977,,0.034345880946099056,-0.011274966299194295
IGFBP4,-0.04929697086669874,-0.03375640967337866,-0.011490450664336273,0.06743600999916025,0.004208354786870303,0.0013383814565593416,0.09116070321552784,0.24885241615769743,-0.009464086107877698,0.029513553675712165,0.026544408970054757,0.07172502269538449,0.06348816719169995,0.006617067667255126,0.03810192438758657,-0.027223609832179006,0.07730923096681648,0.030716404722659782,0.07726371441993743,0.006406951613114544,-0.05267834889894535
RSPO4,,-0.03424109631746841,-0.013962258852753148,,-0.029656508346904455,-0.030739893024738573,,,0.0013116914105804822,0.048508206258144684,,,0.014435764394214751,,,-0.043735966095391134,,,,-0.016830646003687517,-0.0420178957289661
LEFTY2,0.0015258548083712871,-0.04726466075617304,0.013148914109153888,0.07956896755277894,-0.032269883853332376,0.06102245839250066,0.05219282214266704,0.1821875607349406,-0.018337951740933986,-0.01878607256033713,-0.01812072871130234,-0.022232162094753434,0.02481736625585355,0.0025545561776979535,-0.04632173798361634,,0.20038167519972513,0.00940330690317174,0.05945507418978387,0.046004586172287545,0.04332031488655199
PF4,,,-0.01537091291598096,,-0.016951964515408733,,,,,,,,,,,,,,,,-0.004435552148071122
ANGPTL2,-0.030115296381282616,2.390224263969107e-05,0.0005670692102555107,0.027098319333979715,-0.025230518862599995,0.05559045935098566,0.12730921174015566,0.21038073171172691,0.04443274451575018,0.026163117292539312,0.0032254168542135736,-0.05399781612174029,0.07581837396599116,0.03024915063047408,0.04121382255359164,-0.008907653699693437,0.0188414726594914,0.018471951178044198,-0.03492161787762817,-0.0023919682197971904,-0.01653069090460056
LRIG2,-0.01719295713397765,0.036210502314349115,-0.016532338605559426,0.025802916689246218,-0.0308244463074918,0.0448199505518099,0.07947010710704769,0.14128609635220085,0.04586863653847098,-0.0004543647792178877,0.04409039417268346,0.023347011469884354,0.014930594131098611,-0.006155202018309417,0.01419965796221057,-0.0045250563289471225,0.06886053572427134,0.038608184066864414,0.08424146020696663,-0.016552341745371277,0.02852542365771351
ICOSLG,-0.059501621054065264,-0.009951943255992347,-0.0179971013223133,0.11686330740057535,-0.009856853894410435,0.008102337570625397,0.057592438940971165,0.12541996093246247,0.033534687554283515,0.02117754334531364,0.009355138288988192,0.06943056740197542,0.07357001871428351,0.040662794636109924,0.006352965295415044,0.028112911234181505,0.08457564682048987,-0.014193183804382337,0.024790452449278005,0.014631805388865006,-0.006913810442467998
WIF1,,-0.07968450366710468,,0.040773787729341836,,0.032625317949262544,-0.0934708677388453,-0.1136521944705983,-0.025623653902272007,-0.03223994955584163,-0.04150944972333683,,-0.03217823199264067,,,,,,,0.07901407329363225,
NPPC,0.03913261777742786,0.14337339727959114,,-0.0394045693305401,-0.004735141279743086,0.009350746130187111,0.01151901200075223,0.04826381711219653,-0.04433685626923646,-0.011138266521244838,0.042028586157219903,,0.0845856089995303,-0.024136018862001278,0.017095692744213915,-0.06100493513892056,-0.023401132770807236,0.030978077981015123,0.11992312910361454,0.07076387423413845,
LYZ,-0.033639994697419455,-0.018287479352337183,-0.03565275808836061,-0.004286055244103577,0.022938050889305766,-0.008490739618397377,0.01655177307020528,0.15216744813372662,0.0038145360225745406,-0.02063942938275247,0.022012502059800158,0.10728714368559643,0.021483934652414615,0.10024242629162411,0.07736088636380073,-0.008029936830704939,0.04815752452465547,-0.03065502842247651,0.019491233025152807,-0.04408779547789908,-0.03712026826176761
EREG,,,,0.01752544984945003,,-0.0061251420181703325,,,,,-0.018640934271841634,-0.010828402714201433,,,,,,0.06625161651877969,,-0.02096285336347065,0.0318482180704639
SPTAN1,0.05415550476729445,0.04122531519405786,0.025325457890761637,0.027902266794149783,0.013950372746373617,-0.02337974351623041,-0.015350025760717059,-0.04858448517451751,-0.006006753107875299,-0.010362465616090864,0.004999958367448117,0.05490473746327439,0.013470548106721433,0.036566431385572196,-0.0898323422762146,-0.027357054982395997,0.013641761723361867,0.003833116810152018,0.001584765485108731,-0.028591744127831737,0.059803022963224595
PTH2,,,,,,,,,,,,,,,,,,,,-0.026766334139950953,
LIPC,0.02098061017815315,0.06434390052077939,-0.0027883073736395063,,0.009176004019444153,0.13890928061488958,-0.044372963924982085,0.09289360165313418,0.007931289348106068,,-0.033385573528140276,-0.03250596343441979,0.06042622680755606,0.091801528503988,0.05931249209537805,0.039680900500721435,-0.0019202075264892061,,-0.03664706953874469,,-0.019427492562743835
COL8A1,0.11743045736491543,-0.02510711824549015,-0.009538095678102631,0.06131271473315098,0.017109201732558515,-0.007849117099013415,0.11266452957006212,0.05061493361504735,-0.011823329543167086,-0.02671150943179511,-0.019980281173364693,-0.05058192713829657,0.12295391030679756,0.008420524095540893,0.0619638602832996,-0.06145655712597929,0.10929239718623902,0.053879969437356165,0.048212740547619086,0.034329975815199774,-0.02690040497013704
GSTM2,0.0344303001579022,0.07198119920976981,0.027864394926517183,-0.01592720982541911,-0.04832388852930767,-0.04051296611509268,0.08418189181920853,0.018935590225458748,-0.005547331746862087,-0.019626410807574962,-0.029648635617302365,-0.04765797932467515,0.010336630058628182,0.015647926622502414,0.08229155967168228,-0.024268064117499866,0.04968745325573187,0.08317005534982194,0.052756774894874583,-0.03573212963512709,0.07035545077096071
IL4,,,,,,,,,,,,,,,-0.026862740323736777,,,,,,
SPX,-0.07705453759039908,-0.00924871051384485,0.05339452934513474,,0.04127115925129703,0.0290522587464266,-0.048898807235888755,-0.05190584160643521,0.0245568032587648,0.031441145215429095,-0.0044692487677126585,,-0.022656001118483815,-0.03199692294975478,,,-0.04298129106850112,-0.020116142481888807,-0.03214296652320344,0.0009091806229358292,0.051452690421315075
MFGE8,0.03927054045059988,-0.03914118671171251,-0.01810580895121784,0.007230143331398078,0.029142934915586994,0.061037664331882596,0.03292625518668534,0.06780114104167999,-0.0043779858880064896,-0.008771345421820015,0.00627372661176349,-0.03301093296738614,0.02791617471683092,0.032150529262514715,0.07301599542576596,-0.001844577379762644,0.11092182525439595,0.009395545780908322,0.03547163710101242,0.059818726966368724,-0.0358374051097982
TGFA,-0.05408101456541846,0.028576805475162923,-0.016638934034285274,0.12380417558208084,-0.0029777277784998495,0.014371507349542232,0.10729821807820561,0.09338381550283999,0.018671706172567557,-0.03483283440288375,-0.024622597789764257,-0.03503599860285698,0.07451141793216544,-0.044774373456588794,-0.0488526082347643,0.09387980128988113,0.03593269459476379,0.010452507693581648,-0.02510183039666068,0.0060663867210724864,0.020466159198718133
SLIT2,-0.022762752264723022,-0.06055565962374984,-0.015009701604853438,0.06454727046667175,-0.011776408732446005,-0.02853166864460629,0.015240742368647161,-0.06229866631726154,-0.010844483567603647,0.04032844674198621,-0.025126247008827544,0.13285987657593748,-0.012984472391026097,0.03621172538704375,0.0971675362236995,-0.036421399289224644,0.24345012605707483,0.03644376109769576,0.045735932586481745,0.003549885061642138,0.01915559567393213
PLTP,0.014563131065902322,0.017927337863046084,-0.026481854501715543,0.08952770228217719,-0.024049828881535344,-0.017684441232674444,0.0867014945622032,0.23271636009431151,0.012793171502515781,-0.0019082442586501333,0.026906089447353683,0.049882321434539724,0.05380895370600367,-0.03553053826286469,0.07200329510547895,0.05921675853612361,0.06029673252008287,0.04041654600695263,0.04554258797013517,0.07804926261994634,0.016993638286387256
APOD,-0.06747615340868375,0.06601853829870806,0.0419942937890036,0.12374093405867607,0.050101343018511296,0.020387778160584482,-0.03263422139531438,0.09588137624939816,0.04924240178653791,0.04983332151209376,-0.011544007333325236,0.11100988509429689,-0.021875603562299062,-0.14770651148773992,0.003956129096202743,0.0757727191293066,-0.13477481363145816,0.04411445467459141,-0.04569282847238976,0.048293031649795495,-0.02257723837044133
B2M,0.03402792586807734,-0.004435169304322033,-0.004257885497795184,0.09091422850072511,-0.023373444044643883,-0.023247782468215468,0.10291734087558116,0.29772012118029745,0.029448509970832426,0.0199866617876215,0.03577170581402284,0.10704564947871861,0.12542309470689464,-0.00028148512922379377,0.12799977077487087,-0.026023960175999863,0.13215428278442495,0.04497312029476651,-0.007558798873979863,0.06213159906932671,-0.09442511688612396
OMG,-0.026375728031133455,0.10637276203156894,0.0019385186564685405,0.10676598506779367,0.05780613312467309,0.09318708157870703,-0.038999142280611604,-0.08623366931282994,0.007794308872809813,0.004010431465915351,-0.06155581967770287,0.03147933299007487,-0.0613931677126517,0.03475707828256236,-0.026648388727946944,0.010472774051650213,-0.07942536365547027,-0.0005077951072044953,-0.040288506757356374,0.03287017270726307,0.03894860014273557
CXCL3,0.021531675079818433,-0.011676357982755079,0.0638309327139018,-0.016814855121231334,-0.02775716443451026,-0.043338792696525304,,0.00046454167505444904,-0.021589550744063712,0.01247503876649296,0.016734408678899984,0.03814566018780074,0.1360588664815781,-0.02487458786189596,-0.0040263166263142,,,-0.009687310742312381,0.022176843362283927,0.0022968987040390605,0.018583050523050017
CXCL10,0.003899750704670201,0.14677941791374835,-0.01168628837608146,,-0.0002831974134417117,-0.05483881236054966,0.05685571001041394,0.28336591604132777,0.012053510092729649,0.0544205799589537,-0.04044574410119246,-0.02243398271000726,0.10884181880496352,0.0981496717350832,0.041435347834709084,0.013782834109057968,0.03396478356555286,0.1659541287906718,0.03955155674740399,0.04474958361363839,-0.03286308037808605
