,UKF243,UKF255,UKF259,UKF275,ZH1007nec,ZH8811Bbulk,ZH916bulk
SFRP1,-0.06559054646398481,,-0.027471454777195443,-0.000673840983449696,-0.040990857058408055,-0.046715651623235994,0.026736877060057545
CXCL13,,-0.018855284826626798,,,,0.06799955297050486,-0.028006070653722917
MICA,-0.06035866952184608,0.07252301124286373,0.10208134677030267,0.061012778038983785,0.0690935495612219,0.09475746688807477,0.029049717233746348
TG,-0.012322846641957104,,0.09538110558469198,0.01515187625872628,-0.03929282750876608,0.14766903434105508,0.03999210801631568
ADA,-0.022027777983354736,-0.010481661358524767,-0.013127156863710061,-0.039656502969084496,-0.08535761084853549,0.023459192870514553,0.031951876564809634
LAMC3,0.014717858908502546,-0.03720190660030183,-0.08963150332495509,-0.025222303792928325,-0.1359157817860009,-0.005680212193938617,0.020652051145086895
CCL7,,,-0.02143404831910558,,,,0.09163639731125126
NGF,0.030297920240823655,,0.06152532114040737,,,-0.014229088901202015,0.04115931654493111
TNFSF15,0.11030986821556264,,0.013177562834112816,,,,0.1264178352852046
HMGB1,0.004321914617324826,-0.044836027002905836,-0.1435870245709315,-0.04921782669848045,-0.04471095504454348,-0.10234398433585437,-0.02867805805968742
ITGB3BP,0.06418156958698024,-0.012001308245597126,0.08878406508434215,-0.02210793582211676,-0.03228579715955452,0.03629405640953089,0.055143975969944276
AANAT,0.06438888287624095,,0.059251551518019294,-0.015671671211273008,-0.027954152425414946,0.12459801230635136,-0.021082131286710437
RELN,0.009668302769385241,-0.011748220985147613,-0.02940264946950018,-0.008544978900659143,,,0.0005966926650365226
IL15,0.09074611848340965,,-0.017210393927747394,0.021050172600048298,-0.01794219399217983,0.05822949873169134,0.07989686688826443
UTS2,,,,,-0.04338058519188559,,
BSG,-0.12303102351640609,-0.00808559104975966,-0.014895866135672385,0.09542794670740144,0.04381660559632406,0.04525227336341749,0.03290130363822665
ADAMTS3,0.02832470549078984,,0.08765251566662696,0.0017174555091986872,-0.007898759902987934,-0.03687079877693314,-0.0065754318345356885
CD34,-0.056366632559084834,-0.04305653241350695,-0.030108816868010112,0.023687337734770563,-0.07870502080958906,0.017481704315191773,0.015929956108614904
PLAT,-0.04223196238644313,-0.0758217280089246,-0.15144108155567215,-0.07875724860669396,-0.15313173644989791,-0.06368123138620799,-0.031465132417687246
NTF3,,,,,,-0.061773656106913766,
LTA,,,-0.0068091492529431885,-0.015093452620022424,,,
CKLF,-0.09334418561583861,-0.02113767438490355,-0.04290572896973527,-0.08537569411286175,-0.1258338218879488,-0.061710109821954136,-0.016921960894271854
CD24,-0.13175182171304453,-0.07605973772365693,0.052750446480147796,-0.08073429872069618,-0.11051971925095323,-0.06717009674795589,0.07692270868181006
HSP90AA1,0.159497885079673,0.08407628975202476,0.04447189970570867,-0.09402605259313973,0.08766430583314587,0.0163624060392104,0.05047283266385881
BMP4,-0.06488712411480756,-0.002848135872607696,0.1295347611886167,-0.0010030734964335817,-0.038088243875677136,-0.047768383565048915,-0.04090824945381242
SCGB3A1,,0.050224029573592704,,,-0.04169040741907964,0.016010188656748685,0.03328552917148405
IGFBP4,-0.008030276266722826,-0.02472939275042949,-0.05398293807107757,-0.04843245299812254,-0.07509798478585855,-0.015361488341460445,-0.08345212662013839
RSPO4,0.04359631686237149,,0.01977179057083327,-0.017554604263093243,,,-0.026583732470287707
LEFTY2,-0.0517506299787856,-0.06548472171094731,-0.0398707211244427,0.002035377200468056,0.0649029630424088,-0.01658381004381717,0.019818012196361097
PF4,,,-0.018700784882488376,,,-0.013219639296340882,-0.02082454187620927
ANGPTL2,-0.012502012420572858,-0.09036111746998307,-0.08252145070627531,-0.08223094767949393,0.0026789679446361674,-0.11663992700886891,-0.09419402939142106
LRIG2,-0.032670255048911044,-0.09247333882683917,0.022426228414056188,-0.050543435219137574,-0.0013959461195173736,-0.012324560752957915,0.0848692062320096
ICOSLG,0.035036525859979344,0.021764242279593584,0.015173373800496718,-0.023652736956293424,0.1185502952843932,-0.034756098097714565,0.055404830347635894
WIF1,-0.053662092921871934,0.04121882900532918,,-0.013546472317044785,,,-0.038212589412452765
NPPC,-0.011620816773983484,-0.03482270873094471,-0.01888677615875345,-0.026424863278408824,0.05499798686639705,-0.025012443793369032,0.03849940838924902
LYZ,0.09250888872491994,0.005129763208026505,0.0036229906522291765,0.04997910901101159,0.0956972058846102,0.04658175765490472,-0.07923357289949674
EREG,,0.025093241552935366,,,,0.186242336903992,-0.02397521661165737
SPTAN1,-0.04344699069373627,-0.11170831875554232,-0.18313471436143494,-0.10169678842415894,-0.08088148318287323,-0.03183665504239813,-0.05894511180440486
LIPC,-0.07681562805609685,,0.010325517007701044,-0.023920074233031267,-0.03755002401277693,,-0.016622559681851348
COL8A1,-0.030895395926337065,-0.032420566296031114,-0.0462908428943727,0.009336811306632754,0.04133719837566074,0.07153263410170979,-0.004152873344651183
GSTM2,-0.00500391851741784,-0.043209044647979485,0.00789794536416005,0.06687140550571873,0.026124363061042113,-0.040865540693179166,-0.027717423200121896
IL4,,,,,0.21612962598033608,,
SPX,-0.04604599544808969,,0.06886169043605866,-0.010899100963854769,,-0.016413871902023914,0.04736369168636919
MFGE8,0.021348233264867976,-0.014175097211000631,-0.004997437217177411,-0.00969475327619676,0.02914966072662211,-0.004956282181071048,-0.0023193535078638405
TGFA,0.002104417197501783,-0.006555482561152951,0.02680980653820127,0.023865505264429925,0.04317547485439946,-0.032500465969985126,0.09368741086064998
SLIT2,-0.0742238002855576,-0.020630508892247296,0.07035239040033678,-0.031239086474784936,-0.03764609268104921,0.025689521806121576,-0.003742290460290611
PLTP,-0.03693522729716696,-0.05840459733768723,-0.17234254547542507,-0.06475805453245943,-0.021019933088499868,0.025262834808921737,-0.05655865106245289
APOD,0.08816060419109858,-0.1073402936115064,-0.1040780606535741,-0.08181883150936314,-0.04672492634774341,-0.04903080431768349,-0.10881886139841046
B2M,0.06614619589564809,-0.02296648153112101,-0.10480027417616165,-0.03662390051143289,-0.05425196255857511,0.04397014221624926,-0.11068707241415267
OMG,0.0017196476209214635,-0.10821844916602488,-0.12168313082807822,-0.05458592919469518,-0.07540422079615698,-0.04678197451263069,-0.05951948115850112
CXCL3,0.16254683141138537,0.11712300974870363,0.34029924213429824,0.08798048636852389,0.0824702005500486,0.07815503210338502,0.07476801622672007
CXCL10,0.0006144058119665439,,0.06332089209618309,-0.06247323279671337,-0.01804321903295176,-0.017731368623404804,0.01474519759322843
RSPO3,,-0.02596723539799595,-0.008320914145785823,-0.02651357611574587,,-0.024788358571990226,-0.020964814848757354
CORT,0.01630513624758141,-0.034462059195224264,-0.004273012650801839,-0.038646507821041336,,-0.013833680620859708,
NCAN,-0.03463608078552712,-0.0711828364247046,-0.1656153207140898,2.2469973364017335e-05,-0.04680393964989255,-0.05742862804511473,-0.0707048716858017
PRG4,-0.04538000465491985,-0.02903472372322604,-0.021434051659283835,-0.02243408735695584,,-0.020412442294962915,-0.011088814626158693
ZG16B,,,-0.012934792064155156,0.08005887796175774,,,-0.017765469981499818
TGM2,0.019405346072010183,-0.005909044436374155,0.007197254811973209,0.027803290551919806,0.1480032135060001,0.0384883698371806,-0.09797625941457516
VEGFC,0.05194379639202212,-0.03861107552084969,0.08614480182228391,-0.013898709581784005,-0.04068863467526407,-0.012264351082258112,0.050657630338802245
WNT6,-0.012863094702170017,0.009185579513814638,-0.029646053354670666,-0.02669025693782672,0.052747095085068925,-0.02571051374729675,-0.018357060516491587
NRG4,0.028562967710928693,-0.01946383881081174,0.062297593557986045,-0.02304072205028307,,,-0.027606203430523245
PMCH,,,-0.03614500114574752,0.014393155613731301,,-0.019409394004873296,-0.02039529446623629
COL9A1,0.054067782957355655,-0.05573726085576778,-0.02724515431873442,-0.03214312333373158,-0.009249553166651764,-0.021801227144592757,-0.026186719309410446
GDF11,-0.0016789861247640222,-0.10743437480568319,-0.04437442056045753,-0.05635167077109213,-0.0788142429677588,-0.03512229772042046,-0.041950386104452
IL24,,,,,,-0.01300885886887247,0.23539822406867864
SORBS1,-0.06035294852830517,-0.030129159669151473,-0.10791872613253574,-0.09056035046179792,-0.12862454986446478,0.05714244666513405,-0.0999536868422314
DLL1,-0.028891664115312948,-0.05658870836568086,-0.09921803479680608,-0.042641990974580365,0.03762458999850242,-0.03604156791441117,0.11445295339947482
TLN1,-0.08264175491162279,0.12962527768790533,-0.12302753886546848,-0.05372898558255101,-0.08469708658549849,0.0062131130504531635,-0.034497040186336425
COL2A1,-0.03890162103893777,,,,,-0.033905065719659046,-0.02487170754217232
SHH,,,0.09535986638333241,0.018259300312639698,0.14553282853537683,0.0495161412671483,-0.02886342935816935
PON2,-0.08398519973450388,-0.10966171743718155,-0.21393083410677763,-0.03437454333319721,-0.09915907910916408,-0.016682875594364918,0.004640946253998767
ICAM5,-0.08310443535054533,0.0994380556534717,-0.03471482884030965,-0.03206059631995242,,-0.01832512747671803,-0.02497506376533601
HPX,0.0013607306691495059,-0.025967242224695136,0.019207987779111486,-0.02353575129170092,-0.00033179170429688883,0.08686487979143548,-0.006751902247560617
SFRP2,-0.050647659632864016,,0.033266304049483476,-0.019615509634785668,0.09200343387346507,0.0005605189064686772,-0.04430250054461747
CFC1,,,,-0.015093453532197735,,,-0.024427146406053056
CD70,,,0.30773217194338776,0.061883946090241976,,0.04418538551948964,0.059536332678349416
HP,0.0005418968857937356,-0.09494289046321384,-0.020327252406863665,-0.058337773131552396,0.04327839227864855,-0.05653462779297775,-0.009440191716794916
CXCL2,0.10106394699836488,0.03854284900339605,0.2445956839108225,-0.006132070630934637,-0.050821610741920986,0.051307939215292774,0.045187956598479656
NPPB,,0.14002550007043174,0.31560664466561733,0.028359388469214764,,-0.0035373081626889407,
CCK,-0.006362083795977727,-0.05129061929348048,-0.0342145407503556,-0.035184676741430505,,-0.041039190591022685,-0.09897464217999082
SEMA6A,-0.09034673213569981,-0.09015134380464489,-0.09224858357324242,-0.09489871852660962,-0.060987519185764096,-0.057717526896924616,-0.020879368609137985
IRAK4,-0.009666259015425293,0.05980904243585283,-0.0035475650381388926,-0.05363051036011519,0.05717286098582031,0.006287922256660629,0.06790218341692203
GSTP1,-0.029998587313387948,-0.03916949430418805,-0.03329685977646064,-0.05961153525605205,-0.1324343999434208,0.010388276649129108,-0.014670661818989161
VCAM1,0.012536259814352807,-0.042288122158270415,0.10778910356167494,0.0015109576674212702,0.04071014687587801,0.10085091610054422,0.07137498200226376
NXPH3,0.019223181509212414,0.09414217726362183,-0.014719200642185614,-0.023846265285519985,-0.03366169188970286,0.01667762345526296,-0.03133687186096719
MTMR4,-0.028948848855118378,-0.0626869729875051,0.05427356974348444,-0.024128733639082155,0.13811817475416896,-0.04609929924838837,-0.015815581744834755
LAMC2,0.10084664118661983,,0.13685473038816628,0.016401080418452,,-0.017084281910583542,-0.0070525850812748975
IL10,0.0012623888643939647,-0.007732196233637629,-0.009057930990714103,-0.05202140047094667,-0.044110907164224986,-0.01918845833851798,-0.035030230723798926
SEMA4D,-0.029096410534824743,-0.10838786428566966,-0.08921267925150295,-0.062485470543442403,-0.05743491225742376,-0.10556556956550031,-0.048392086726830943
TRH,-0.01870891606602553,-0.020055084576684177,0.11758017377594941,-0.03689555713041362,0.06999693458637156,-0.03919528130773719,-0.05087865897944945
SEMA6D,-0.12353238209255234,-0.12090252371684922,-0.09058924443190043,-0.05240395769952794,-0.03896963961574924,0.013272753262399385,-0.028001868652041906
CEL,,-0.022008045001175033,,,0.0518806180239291,0.07578572583447656,0.04399431410641005
PDCD1LG2,-0.03425427275569096,0.05194439400385922,-0.03811130880307306,-0.015130691705676894,0.002679844181495401,-0.04776839213560978,0.03310855914182289
SPINT1,0.02621069010463707,0.1071882657551034,0.01058847604436317,-0.028904933816244146,-0.04794360077847453,-0.008992290888532671,-0.024564997358251035
CTHRC1,-0.03690308356073273,-0.023563239766839467,-0.00814726060591832,-0.05104595528279267,-0.1401694983518037,-0.003279173237608375,-0.07659518529695188
PODXL,-0.04896314393281852,-0.05561461049114685,-0.16588950598302812,-0.10660899873581706,-0.12908386016292653,-0.07237276004372835,-0.08029722781727101
JAM3,-0.07608398296905103,0.013823979917006594,-0.06565638207332139,0.04222621060215319,0.0006038147416176718,-0.005682769609644417,-0.07554311990044976
TGFB2,-0.0975634711152063,0.007330731409551113,-0.12713453457961427,-0.08068703856768684,-0.02212961648750519,-0.096884527150003,-0.04887817698580836
COL18A1,-0.0567330778724754,-0.15106057172924992,-0.13586025769020849,0.04989208687762662,-0.07152883949950273,0.03418270705331756,-0.12174721113433006
NODAL,,,-0.0438656116382641,,-0.0744392537924333,-0.016069005104042283,-0.0553782406521636
INHBB,-0.030889732306088245,0.04930609516150291,0.002766960645610395,-0.013448726503532325,0.025198134579277,0.022469735146056914,-0.0029033862770856756
LCN1,,,,,,-0.01517514285656171,-0.01864623052276575
ARF4,0.048236480021807644,0.12058679718353876,0.12851432963860054,0.04573297612512862,-0.01058624394346422,-0.05671279736509505,0.0935685778396222
CXCL14,0.0382477835036649,-0.014565139753330904,-0.03288183664210174,0.021573034726056126,0.0906332443224636,0.01739907803803299,-0.016113371408235787
LIF,0.019690678948194054,0.07978457058085628,0.15906707192630934,0.006727397106745425,-0.02082746219766296,0.03228062504948468,0.10348758744844093
IL17B,0.050608078854741605,0.005794864049251164,,,-0.024959036887271094,-0.024297777916923585,-0.021082127052841574
MMP1,,0.06312113337299986,,,-0.03405489289221576,0.09096450007881153,0.08798509809521732
MATN1,-0.0326853555695256,-0.032037942264561414,,-0.013382429888346922,,0.08446905420334108,0.033072611498587874
ADAM28,0.11492767834120705,-0.01641137791270878,-0.03399600208592921,-0.03902456455772719,-0.019771855004673804,0.11122406718876965,-0.020106183838233194
TCN2,0.0614775992529544,-0.00712958669209867,-0.08187990584854439,-0.005312918105647746,-0.057724927409095655,0.024329006732092182,-0.012077068932770198
THPO,,,-0.012318988713574827,-0.027473548290029286,0.005998934299055163,,-0.028791459384491284
CUBN,-0.13369941550534373,-0.031456720221627966,0.049463799303800925,-0.004204997113205511,-0.07707895733071413,-0.017074117880680712,0.010702855760458981
TIMP3,-0.04851469910038153,0.009910007446486986,-0.04046520726965914,0.024142186784097398,-0.0541075504496175,0.044000554910031034,-0.05969492971917647
PIGF,-0.01485071387446188,-0.00650588312879729,-0.00011275514689786795,-0.03140604111664545,-0.08941472905063187,-0.0026958661114364936,0.0013398694476984359
CRH,,,-0.02512309700036891,0.03334072960241037,,0.004696762844400149,0.007148866596309899
BDNF,-0.029897421551118356,-0.039432228854093455,-0.025709752759226857,0.026655655311531405,0.01811865535482905,0.00928715375894976,0.031051294426853907
CCL5,0.12437063955886012,,0.036040406908033965,-0.018977286322740358,-0.06666761523308197,0.05158732210360989,-0.023225707978629998
GAD1,-0.08939938865745187,0.03108115800568391,-0.04855747998947152,-0.03496180450488897,-0.08295008287286741,0.02516924501418573,-0.023193208997818782
COL14A1,0.03347070388523386,-0.040913520144749464,0.007079430957868808,-0.02906953373602523,-0.041692482924439514,0.09802125534480223,-0.03178738979898525
HLA-A,-0.04308482662909998,0.051662707236697275,0.1091931987143007,-0.032678833139972246,-0.01664300584852545,0.08811718111021304,0.0420540298526972
FGF18,,-0.020055062180938138,0.21550355694640339,-0.01433980085190096,,-0.005431579413380187,0.05107396165428557
ADM,-0.009878600389601004,0.15437483093496404,0.24478029635264636,0.10618620391304365,0.15825725711397437,0.11482618043128415,0.13488139768201562
GNAI2,-0.00393533786665524,0.14332998502414546,-0.1747625867797181,-0.07915488212124605,0.024404487055905172,-0.08743313810383774,-0.041515757499726386
HDC,,,,,,,-0.019212345379360785
COL11A1,,-0.11329686907827667,0.026125537438827777,0.07456008197321634,0.024407219307163126,0.05101054566209763,0.007695006717163459
NUCB2,-0.001668903699403996,0.056244782274577125,0.07083590731974015,-0.00719257113886869,-0.05170560929545382,-0.005786707145542687,0.09546932974717874
FGF16,,,,,,,-0.018931268782071214
CXCL1,-0.028897874278386793,-0.01976151806876688,0.1193501887680541,-0.03028092302874449,-0.03416921559476897,0.03800670214412741,0.02121304211011783
VCAN,0.024739720063789637,-0.18849690372982222,-0.19471414271698298,-0.08055118298881925,-0.09753561004657257,-0.06131091078892925,0.03263467015455404
MMP7,-0.019355971169408664,,0.1167663180708408,0.07119141920639632,0.12918781975129243,-0.00037408545373698133,0.0753172776320821
PTPN6,-0.10841565943853108,0.002222066568950555,-0.06764776908579717,-0.0813976084316676,-0.05095726268710759,0.036597780982256065,-0.07146219882666702
PTGS2,-0.008841855515015559,0.09500940695105022,0.22343608236529272,0.10469335160426109,-0.05413694422799704,0.09140283420922482,0.08782883773209343
XCL1,,,0.004588343984275467,-0.021707510932863733,,,0.010257196019648213
CD58,-0.0011432820822815837,-0.07537527739091963,-0.0056796849719215475,-0.055140084550220715,-0.03746260177388575,-0.011510495511421063,-0.038371197222840846
TNFSF14,-0.08002835622752878,0.010311870869501086,-0.008169461276600051,-0.03500434306430298,-0.04411308057048602,-0.025825330247696,0.007872550655957659
CNTN4,-0.006420809671657023,-0.023055467378655627,-0.008400414276982255,-0.03661294705398958,,-0.013182315862672682,-0.033303870802419804
NTF4,,,-0.016839200514558863,,,,
INSL3,,,-0.019960108775435692,-0.015239947295515048,,-0.014990413461008942,
BTLA,,,0.024633109267905722,,,,
MFNG,-0.049847437102369815,0.0009976513133138354,-0.027292749651854967,-0.023395544473454575,-0.05734904989050581,-0.03042540678936224,-0.03595603511023676
ICAM1,0.05922518390939965,0.059642389700024515,0.06931709953543212,-0.01613597935214228,0.07522141309643551,0.07945965080839973,0.05984902863903873
PROS1,-0.08764321853356569,-0.04053400422986957,-0.0705531747006617,0.024598182009059732,-0.0016672743894345027,0.08484842508862793,0.003022442145247072
CLCF1,-0.01087389580771811,0.028991663941142467,0.09366434829188783,0.015501269507278061,-0.02032868809786819,0.012362133357706482,0.01912858389571354
PSAP,-0.11182215071237095,-0.021566935404076136,-0.10742330015099233,-0.11488386055609706,-0.07101476067419817,0.09577213356055705,-0.038260056505419276
EFEMP1,-0.13360700527000893,0.00828108424848883,-0.11609639910466077,-0.11518785559153796,0.020067190740143598,0.07524644170716092,-0.018648090973346805
C1QTNF1,-0.0023826521286829014,0.07211764547342162,-0.01419634433131796,-0.030099379550911992,-0.028010850579963865,-0.022500467371464904,0.06228388762504022
ALB,0.004996708785556845,,0.09814705807795727,-0.01663802524792861,-0.029900267903556207,-0.03436750066257136,0.04988951967409455
EFNA3,-0.014258259365894685,0.04380313637169218,0.16809088066659061,0.005070231917064767,0.10947832230848285,-0.012767381782719953,0.009346072303478285
DRAXIN,-0.03513195445311498,0.11760422128150273,0.05156077345655318,-0.009008107561447846,-0.07111152841474448,-0.039598741981791835,-0.0313515220726166
RAET1L,,,,,,0.118007922162528,
NPTX2,-0.06262092537695244,-0.025472631258033784,0.019996015311534727,-0.07452746511125158,-0.14613009579969402,0.03678501491002292,-0.004701693517788175
FGF11,-0.018634694610243866,0.00633800080241318,0.050942015439336075,0.021621998640496774,0.08326738506206073,0.07655811485601302,0.05261825137536763
CD59,-0.10350153914065302,-0.035500582766977165,-0.15218933632823703,-0.08719413163902258,-0.14064632553012135,0.057832716059241875,-0.08489192964837575
COL9A2,-0.04081031779111537,-0.04465921898877563,-0.13350295427948464,-0.05580526303419968,-0.14736895773643882,-0.08782048590367758,-0.03123207619954984
DLL3,-0.04702739650496657,-0.1144641763219109,-0.1968726164799109,-0.05323996475313121,-0.10117609463955372,-0.08569948051736007,-0.029339182593776818
FGF5,,,,,,,-0.03247461673913862
LIN7C,-0.08761207101024503,-0.043072169698444594,-0.012712454871391034,0.006007367245799946,-0.01386543116836595,-0.04967565555368477,-0.014171594280807812
GDF7,-0.03268537781299109,,0.022075553334018595,-0.022322752033116997,,-0.013008862990342361,0.0404676067034588
PSPN,0.041941230439863565,0.10958283367157062,0.09826239449934725,-0.04594977048915677,-0.03280882439754844,-0.009323135033466512,-0.023393604252672565
ANGPT1,-0.023307981244361894,-0.023563238378317974,-0.04865226569885462,-0.05772927548740862,0.006901108642829712,0.05894077496136308,-0.005441374525049013
PNOC,-0.009494519030147478,-0.073968829817708,-0.030308129742284706,-0.05506183506653183,,-0.013833682125922002,-0.038766488793479374
L1CAM,-0.06551865616984666,-0.0056534017407032485,-0.04838415414604531,-0.04710280418698815,0.018521522775057225,-0.008153196267102751,-0.017190556049654967
APOA1,-0.07021466624625329,-0.0230477472540304,-0.031084571557447684,0.1067046957396252,-0.043546722087434146,0.07982717236524857,0.03460705116919006
PSEN1,0.1624761866967693,0.017966860490535662,-0.0011170413091494621,-0.014908546587933379,-0.12684307572918957,0.01966875378985196,0.06581679164022013
CALM2,-0.08316685925246768,-0.04701234779907517,-0.18701682328501318,-0.09973074569215548,-0.08140063392838821,-0.10654370418286878,-0.08308142007924545
CLEC2B,0.14609052504387487,0.14389116205642907,0.06868975192590605,0.01719400777783959,-0.04102495553845892,0.053535885004976955,0.07945581570731185
NTNG1,-0.0660348306312423,,0.01556705711488908,-0.009207787387643392,0.062204657915049845,-0.06009496382109319,-0.009438210232630355
LRIG1,-0.04628487091365273,-0.11355689990445897,-0.13549566812568117,-0.04665726560193071,-0.11152943602937769,-0.04813272617180586,-0.03772043166560087
CPAMD8,,,0.05130820319235067,-0.016904620238708003,,-0.014614406967131765,-0.020824560594888422
GHRL,,,-0.014658428247896095,-0.0296397962962099,-0.05166503761210051,,-0.018357066844864278
NPY,0.045144880094494244,-0.018544016984974848,-0.056613858885870234,-0.06361524774580887,-0.049967523439185584,0.012949681539969294,-0.022658671115780068
MMP2,-0.02365285412078096,-0.11271987896290374,-0.11882071668430866,-0.08544269158511367,-0.0830190950607855,-0.04387082930193092,-0.06865902132720651
LHB,,,-0.02056187123057501,,,,
PPY,,,0.006377413880389597,-0.012354527203773941,,0.1704782042961938,0.03264906684511858
ALKAL2,0.04453350759045441,,-0.020263139312608244,-0.020642337067587807,-0.04643317700797568,-0.03540857084468196,0.007606559397721591
CSF1,-0.006532455259909984,-0.01866699975949861,-0.06900593272950739,-0.10669478377312058,-0.012471509260381477,-0.023452692738143738,0.036081033575901415
SEMA4C,-0.05826744331651764,-0.03904273169709234,-0.06025999508676321,-0.014983842447614634,-0.11278742833321961,0.030924737191853333,-0.06347229698964084
ICAM2,-0.039028943730427625,-0.040079931011492376,-0.03632966131614308,-0.03365569576290666,-0.07720075809637604,-0.0045569585572017715,-0.07277840412752133
SYTL3,0.02935937268598937,0.012203912024264832,0.08738411206488654,-0.03587887340080273,0.14482745823397708,0.0597531542217277,0.030510882827534957
IL1A,-0.009358579523835269,0.1050590357556247,0.13458618376964626,-0.019558967300783475,0.077202904379568,0.04727762677567274,0.23819472177061235
HLA-G,0.09740330160374543,,0.14300412775833668,,0.014318386147608522,0.00889528321578503,
PGF,0.006646623525291707,0.08058183959248574,-0.03388425259433971,0.049661612050776106,-0.03993036959021796,-6.628046315108286e-05,-0.026911057955724054
LGALS8,-0.02850007392868749,0.01100481048841953,-0.012509031815865409,-0.039226862210234525,-0.03810761246799023,0.04464803927269165,0.02714479497941632
DKK3,-0.05242228079326838,-0.012031979944921813,-0.19332061661191283,-0.06370561695647659,-0.018033375411323896,0.008144836697315984,-0.09933152866144455
COL16A1,-0.08920517924621435,-0.17067471531912784,-0.13397528851378168,-0.045549760044670845,-0.09635171892413864,0.057855164620875456,-0.06142247272327569
TPH1,0.010480891454421703,-0.027538353442195216,0.06607315504090804,-0.01858626381556172,0.03634545243757753,0.03082392912922092,-0.043357075599230015
TNC,-0.03435050066148324,0.06050434272404494,0.06282377955171128,0.011464808988485559,0.0739914635560061,0.03735348872605206,0.060116784578802256
TNFSF9,0.01220130558856806,-0.030667459031934106,-0.027451659754283212,-0.03190495697347325,,0.08462945352631801,-0.023230725582391757
C4A,,,-0.024377291502249727,-0.014645672312978466,-0.04778218673597384,,
CNTN2,-0.0692251394546691,-0.0690770968430123,-0.03010258515884923,-0.06269568801672737,0.08397890128003992,-0.040377378479723634,-0.00524483849203693
F7,,,,,,,0.07293472682573493
LUM,-0.0036725116432882554,-0.034543980904466684,-0.01666738500238235,-0.029151547838910746,-0.026478624105748996,0.004087898893081605,0.024209668862649972
