,UKF243,UKF260,UKF275,UKF296,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1
ADA,-0.03814872614556759,0.08441434782884609,-0.016084097023925818,-0.030063279265065346,0.14849160689345986,0.008141986619160886,0.04400957833940718,-0.024079841911663846
LAMC3,-0.017446962560097905,0.12674371597127987,-0.016465077257058962,0.010612438626678662,-0.019972542318995354,0.031585775917378586,0.012416357272301946,0.03028573486800213
CCL7,,0.030068336210304525,,,,,,-0.015403983112342846
NGF,-0.01864377518345815,-0.015964272338051356,,,,0.07381441377797715,-0.0415004514170543,-0.007651589894097861
TNFSF15,-0.023064676708587258,-0.01973948506329302,,,,-0.05283621485058306,0.04571174203297869,0.0011891846401195785
HMGB1,0.06793341295640634,0.028156998964790365,0.007551571622917883,0.022477274588284878,-0.04090671818006554,-0.005683562846421423,-0.018357091976477467,-0.02610127384584254
ITGB3BP,0.007831030059013264,0.015793768282553546,-0.03239868619401591,0.005769598007883478,-0.11582086224886896,0.09709691668025684,0.062017277434743376,0.033240316219661434
AANAT,-0.016360917204648835,-0.01778645657684275,0.05210460172141389,-0.07777947952787738,0.03207238982421343,,0.01973611373387575,-0.016298056512507413
RELN,-0.013542104210854533,0.011183372396908309,0.0022176518721713553,0.0031096372054185977,,0.039582583224232165,,
IL15,0.040510679691588,0.04121745765684316,0.03505179024679053,0.0022703662547550693,-0.031072594189777238,-0.030887828875805073,0.05065759247101056,-0.015268827068351786
UTS2,,,,,-0.046262693981034074,,,
BSG,-0.08351981258553871,-0.036383564153822864,-0.0599347056278558,-0.02283303785345314,0.014627008458760561,-0.10954116557047532,0.032566672996244016,0.02618017056049397
ADAMTS3,0.060467037612668605,0.006387554277616724,-0.0029570657998229397,0.0770269032729322,0.07393676563279467,,0.005942849791220124,0.021638499746856055
CD34,-0.05338742862179221,0.07338914537922074,0.023925093838124637,0.007924748133259822,0.028736983972826022,0.09857216610870781,0.07210291409748178,0.02621072177124601
PLAT,0.03979894941741001,0.046878649559338216,-0.019423255037072294,0.042539687456491976,0.12192590432080899,0.03151877214254688,0.0693255430763645,0.0021766907470631264
NTF3,,,,0.01538020051834747,,,,
LTA,,,-0.0013076356734331516,,,,,0.016184969684041924
CKLF,-0.0033038985050397656,-0.009323312675827396,0.041019210075071144,0.03685442186619809,0.06406834611408772,0.023009185793091948,0.14423196828400142,0.019990623917098226
CD24,0.005743671720627728,0.03457155668602252,0.08797187240862929,0.0993917623636916,0.10833405496830058,-0.018597281928023898,0.03725091558373686,0.07705000767805789
HSP90AA1,-0.07736855723386939,-0.035819784292513264,0.11091197488774752,0.010841311764774198,-0.09208379000741179,0.015196829674558711,-0.01852164534791066,-0.02598497157888427
BMP4,-0.040349690004883206,0.03098860883032112,0.05420303465112486,0.008280488547277523,0.04074509358172818,0.06974520501406026,0.0011734335299466237,0.04849281758351664
SCGB3A1,,-0.021181474052027915,,0.02338174234572057,0.07192486903530941,0.03452693379623025,,-0.0063184776758173486
IGFBP4,0.06118167423028144,0.010378061047266818,0.014012731161565616,-0.058605890932742113,-0.020988237542113482,0.02535916945609592,-0.013874977600335799,-0.017152666213449876
RSPO4,-0.022775282816806026,0.050432806479676996,0.029342556522975932,0.009378134095977415,,0.17089348607276078,,0.059962487920033905
LEFTY2,-0.038148746044003465,0.05153725494123575,0.04096900714441857,-0.004782732175770324,0.11784835156713828,,0.003195724228427963,0.0015783717845150287
PF4,,,,,,,,-0.021934722813911383
ANGPTL2,-0.015187635666845112,-0.020361373167392838,0.0028017441917800984,0.004861854244681031,0.1496049619579577,-0.06664425006105885,0.02888363344840431,0.028691635339586886
LRIG2,0.03460750022428139,0.007921181778344851,0.02565295760487062,0.03965107306623802,-0.053490471036361016,-0.0648539975176282,0.11509916069775518,0.02889233213032414
ICOSLG,-0.04033442025729967,0.02053036717639839,-0.012176492728381753,-0.060858625981229014,-0.09140353836502839,-0.06485906284411995,0.048868438837257666,0.048873741418498
WIF1,-0.041553083109684794,-0.024129276250474115,0.056044485810807246,-0.08686257381044042,,,,
NPPC,-0.04648104105112052,0.019034171915132875,0.0024619713260831495,0.022131642651565447,-0.03728211313377643,-0.07502242215082568,0.0071465784986070105,
LYZ,-0.028671515091683763,0.04974015899209216,0.027308899546246466,0.006470002413671114,-0.008445557233107035,-0.006902233210624982,-0.017140022566195203,-0.03402698675816055
EREG,,-0.002861810903126707,,,,,,-0.020409524717763698
SPTAN1,0.012188617011993148,0.03658101140753467,0.027435330805872557,0.005562892117631147,0.0732906401877599,0.022594891967945854,0.07009809179563194,-0.02423877331549546
LIPC,-0.019811290772555164,-0.02366858828281587,-0.04079971225416328,,0.13902386884174928,0.01289098610153839,-0.029593791923939322,-0.027733791879426525
COL8A1,0.05008865362696907,0.06098127494222288,-0.05303283441523801,0.039642680671655176,0.015390451597017681,0.006493420235942239,0.0768331351604574,0.06211866302336862
GSTM2,-0.04056738577853339,-0.00985057734633861,0.03382113733410341,0.0113389786826246,0.04004328836187141,0.021630229756518293,0.16516485595544222,-0.0006178296296124301
IL4,,,,,0.06866171512417439,,,
SPX,-0.005501279690343726,0.043098606417701066,0.0070757318698993306,0.009596239788441084,,,0.10616175087367331,0.0057567515348563554
MFGE8,-0.030777399189413173,0.003484160178455673,-0.019068373178014596,-0.0027622024383768505,0.11683832178992047,0.010166925720310355,0.0762185063201528,-0.027027129593806626
TGFA,-0.08521747317731616,-0.04528547372315492,-0.012752929580294555,0.037397613977460546,-0.06192918369818414,-0.09307770656076667,0.05039322050871196,0.028441609360567846
SLIT2,-0.033041058528521156,0.0009478137024968718,-0.0028738968755856777,0.0448629755539147,0.08669372319072015,0.029529446699116717,-0.03938752783330368,0.07163500239692891
PLTP,-0.07742869816462425,0.08196501869276057,0.050988526121568,0.1314856018774965,0.11374112290074412,0.05428510172949402,0.03831953581191678,-0.027153230311882465
APOD,-0.0002078238816809029,0.040140699764603716,0.07813162456563309,-0.01158305555734889,0.1394771551040005,0.04059706979599233,-0.028101060700789635,-0.02617601628704
B2M,0.11262474660427915,0.06496066327093956,0.14584120560180308,0.11550822907661722,0.06478492563535003,0.044838156019890156,-0.04965940113624493,0.004206609027708531
OMG,-0.04444224366791203,-0.011312254602562624,0.0711261533108077,-0.03316381701872183,0.1121816732737806,0.06196245473877938,0.037522050351105736,0.018686400999787453
CXCL3,0.10677554792899015,-0.005418585439151302,-0.0549626556548555,0.05556022982765896,-0.06844247233193594,,,0.022176581413934526
CXCL10,0.10788201426009607,0.0066502681806188315,0.08398969703146532,0.04725586879255673,-0.058339087380222,-0.04566475857819769,0.06050536982762558,0.03334319684455054
RSPO3,,-0.023668573689970135,-0.008554587428677906,-0.04589805128450089,,,,0.03773003263362552
CORT,-0.025535104779199753,0.03877492668956118,0.006245092944812364,-0.07110194331177129,,,,
NCAN,0.002122246558657574,0.0132739507667315,-0.04664683397990115,0.044156094352212086,0.07693965641353051,0.04265215107961053,0.07519402169914943,-0.02387586212594863
PRG4,0.15305262723260848,0.02547137621579259,-0.014246365219311613,,,,,0.05004445319145022
ZG16B,,,0.02136763628571922,,,,-0.009154407428031695,-0.019491460036817156
TGM2,-0.029077002818383352,0.0023431086213713853,-0.047837576329240496,0.034571286452709196,-0.029047255298756788,0.12239499487266613,-0.01103266895235969,0.06322711597333128
VEGFC,-0.025005156529481525,0.016462307285897374,0.06061807103450803,-0.023166612666566805,-0.02223472816995711,0.1263216489779507,-0.008174981830999099,0.0003028154164937468
WNT6,-0.03171320006917171,-0.023350802271571252,0.0102775470753909,,0.0457748202582339,,0.10811549952840645,0.012630423673277562
NRG4,-0.023633801672683346,-0.024138235188578747,-0.03468828499773024,0.03260379017903185,,-0.049800127994045394,,-0.01563203250908277
PMCH,,,0.031097778508802652,,,,,-0.03370860054490546
COL9A1,-0.036818514068341426,0.06213468206433667,0.04842981066222306,0.026800381483387932,-0.004361071737614878,0.07881096323227611,0.04608263409286659,0.030958049027273823
GDF11,-0.02164747126675133,0.007866525586517086,-0.01101986618325338,-0.008405547596195325,0.10784740921413971,-0.0005895608214178992,-0.019108459606421,0.042641603617431335
RAET1E,,,,,,,,0.14832109959737863
SORBS1,0.06446473135117657,0.006745128587121043,-0.04282408850314237,-0.03372022248194705,0.17559310592515065,0.019263529287526844,0.134655807969721,-0.026140123791336598
DLL1,0.0015033981414771204,-0.02219602996904323,0.01956907469590109,-0.04171965534639993,0.008270571475803483,0.01544981639385276,-0.03307155562488618,-0.02719069796041202
TLN1,0.030343285215666444,-0.0037463531724139273,-0.06753755894985057,0.018071101540109862,-0.008976382733428196,0.03316033673621836,0.03161934985334259,0.031769031677498324
COL2A1,-0.02419075234142447,-0.015135896943933372,,,,,,-0.02274988823209607
SHH,,-0.0196640732800636,0.020904818192636506,0.04380858288477551,-0.13495897525636247,,,-0.020466068427207253
PON2,0.009816408538635402,-0.0040356714039795185,-0.006907336790865835,0.05541162722951534,0.16234042114793157,0.1292029081120445,0.05812664165505862,-0.005293636204989555
ICAM5,0.08193153846867526,0.055062601791794306,-0.02184425129099554,0.000778761800325875,,,,0.03330973936562031
HPX,0.02898909253604383,-0.04293939842066622,0.03196700536344805,0.005916006056591573,0.003368365688450181,-0.08386197256539303,0.043548368335247584,-0.011301940854020509
SFRP2,-0.012553594031252795,,0.028642641050440166,-0.0030886614966689693,-0.04017977558182239,,0.03239943952287187,-0.060550703112773274
CFC1,,,-0.030642402841295276,,,,,
CD70,,,-0.047481920192082555,,,-0.06996245411006013,,0.18723716128896345
HP,0.07355521608306569,0.04902658166850091,0.08335812331546848,0.01793535914324256,0.0742969409373958,-0.052407573333549916,0.08247291321882609,0.012798352185281652
CXCL2,0.04639516175579589,0.008546474947944029,0.05244821412506787,0.0013544830365054717,0.060348459016354716,-0.0308935364899296,,0.004084445459292125
NPPB,,,-0.026831734114157003,,,,,0.0639476558819997
CCK,-0.05598178728144012,0.03846509432383891,-0.028905546742964347,-0.07971654669637596,,,0.046435555600526805,0.06158275107252917
SEMA6A,0.046047271254166126,0.08298523439091623,-0.0010139441739973139,-0.012426068132855142,0.043360970183558424,0.13402002876977678,0.011241000445578674,-0.0026630063470103817
IRAK4,-0.01681614086822672,0.05330945088558279,0.024939508047917794,-0.03227828223421667,-0.059981609322126754,0.029288109093821766,0.015729782562287468,0.03703720996227444
GSTP1,0.01153140993503431,0.037564683426024134,0.1029382952040243,0.029212720449758603,0.03484232490901852,-0.04131590488582331,0.0889862701467828,-0.050771959436853586
VCAM1,0.04708565538110496,0.03319668484538285,0.04695929805233397,0.028456539991698015,-0.015202420609098224,0.06296614414073268,0.013030904674904722,0.09639389310191598
NXPH3,0.05827390685306222,0.004213990964180404,0.04201908664802686,-0.01066879038338453,-0.024090886324711545,0.08186328647325895,0.05525824388370418,-0.013862551216624192
MTMR4,0.047643147210502834,0.007449255479400181,-0.015924249796045214,0.019557972620504325,0.04066636471231125,-0.029550083858064725,0.010087181459840146,0.0258505699078141
LAMC2,0.08910570740630769,,0.04341364655373228,,,-0.017468220908743427,,-0.002710721099733112
IL10,0.002947229809040822,0.06979015527832545,-0.012215293944515636,,-0.06827429912615991,0.055026087498968215,-0.05563939714102319,0.01625199951493399
SEMA4D,0.014154505693654257,0.04432259223131262,0.054826375281302325,0.017889806457887528,0.04055509841971829,-0.06458091688283461,-0.06724401879257967,0.07501772930048946
TRH,0.0005001267143573251,-0.01489487014240829,0.10982687859155962,,0.030550644205821972,,,0.028978969969227178
SEMA6D,-0.035913603296509486,-0.011896750545631914,-0.06966307453830337,0.007284198850812872,0.05747626769506948,0.030504307134323828,0.020294725386641607,0.005100855620901028
CEL,,-0.029386027242253088,,,-0.05146583833352316,0.05790562370070812,0.10837552598090003,0.0747655043366191
PDCD1LG2,-0.010165978638146635,-0.021570465306757266,-0.00832794388008794,0.017099062822186453,0.029444529829431926,-0.08301016796803201,0.14949003012182818,0.01359835191185125
SPINT1,0.003672638993600449,0.05196869436091605,0.028795669931199166,-0.001441732324077933,-0.05205671604742542,0.05550711666719461,0.00920246885511252,0.0075804313124217294
CTHRC1,-0.016628521720955435,0.0396193725202398,-0.018470334961697744,-0.02063395019025848,0.07219425752901097,0.14739210230227578,0.043335317889089696,0.00017537034090764098
PODXL,0.03773124673763806,0.0202879003197569,-0.06557410389968645,0.012592280779129963,0.027826620906613114,0.14797942269581615,0.06884087044743481,4.429235281843769e-05
JAM3,0.04580745232255702,0.014768104603400516,-0.021492236789232413,-0.002798002909436678,-0.06906872217282066,-0.03570530187072875,-0.042179368346650876,-0.0036475590539020992
TGFB2,0.04784376355023104,0.047674813002608556,-0.006455985897034989,0.06070327073047365,0.06264830680548439,-0.08612684748196323,0.0882403352897663,0.011332492261036295
COL18A1,-0.01689996571165559,0.04499753466717917,-0.04388063999761236,0.015377303369801781,0.07163105610530508,0.07422090523192816,-0.01007359969312677,-0.021817816780738467
NODAL,,0.04713777687526307,,,-0.013083216561148577,-0.03276687526941942,0.021701488378146023,-0.024307344071232192
INHBB,0.021227164439378596,0.035441872210119574,-0.03573125957841402,0.015869847949969356,-0.06615182120844473,-0.06200949104927899,0.08296633792671997,-0.006551733889394466
LCN1,,,,,,,,-0.017960742422634113
ARF4,0.06014992626599163,-0.060214701515092416,0.006152529712081489,-0.08444372569068972,0.019423963204966484,-0.008680631544060432,0.06905755786208165,0.05276028089396321
CXCL14,-0.01273394245557612,-0.004051103042512811,0.021173610003861185,0.011440906641352753,0.15073252044936858,0.07937589117691564,0.04604365376578377,-0.03137143765191573
LIF,0.07057696392607903,0.001874433493656455,-0.023416778543163527,-0.015841600650380098,-0.08257271113237925,-0.02266518771750795,-0.018232224229981043,0.0042851198185959284
IL17B,0.06417278146336722,,,,0.03870459388485098,0.016442383636752808,,0.04129014035794227
MMP1,,-0.01489486689313533,,,-0.08010657048216242,,,0.04192918051494613
MATN1,-0.020325202926180758,,-0.0161650546448994,,,-0.051655162472539644,,-0.002323542449137367
ADAM28,-0.009705877353991438,-0.009524666459139398,0.04322878734612782,0.04621849747469465,-0.06874528917216004,0.009161566850931285,0.01707073948497088,0.023953585595975196
TCN2,0.03816332178905818,0.08720916019423366,-0.010759760604488052,-0.01164357887654945,0.1552050010106888,0.0228701995967767,0.057109606281529356,0.02991496394324337
THPO,,,0.03160899537927777,-0.01522367229387634,0.13396775699645733,0.09918173625240673,-0.03335235089403897,0.15559946726715015
CUBN,-0.04404561018943146,0.056671478203642114,-0.03333744933495528,0.008108880054493901,-0.01078977268633741,0.03860022519238697,0.04225940568869655,0.05171295022706658
TIMP3,-0.010731987204074395,0.044184220608183535,-0.0012766234844383672,0.004385454250974764,-0.016322625753224188,-0.03382261326585672,-0.016281098734685636,-0.03057710238323617
PIGF,0.00596643608148151,0.04899974961974064,0.016505239504843294,-0.008677388750940481,0.04740234459809529,0.038490543098372944,0.047395657345719606,0.02314157288892143
CRH,,0.00878098480793774,0.054036653179915184,0.02436046617794077,,,,0.019885921383572466
BDNF,-0.03681848763343919,0.036375533041459476,-0.03433072857724825,0.020560970343019614,-0.016951263522319855,,,0.03854833773392148
CCL5,-0.03407061961658446,-0.023436714875134393,0.025345150771501627,-0.005110243087028262,-0.10803509010112035,-0.034476963715086614,-0.002470116905581965,0.0505973007173399
GAD1,-0.04664904969589331,0.019377046363309607,-0.0030857837894436167,-0.06583724679649869,0.10419133103917823,-0.0169173819444095,0.05659874561418184,0.013120935777804371
COL14A1,-0.018936624422556024,0.1235067854069544,-0.0036699106261224666,-0.011308565534780574,-0.08788308031233874,0.06951337973988916,0.05098894310912565,0.024946503382238864
HLA-A,0.07809463896888172,0.008588451308794945,0.12344331352030546,0.0508062405983327,-0.03791876900532409,0.05007412418901601,-0.09506648644765583,0.020755977291911483
CD5L,,,,,,,0.037175855625252614,
FGF18,,0.03128242604036045,-0.00948470089091414,,,,,-0.017760855577851016
ADM,-0.012982801805320892,-0.08793758918008365,-0.044660775245619476,0.005036511181703333,-0.0703348519120828,-0.10800558666750179,-0.01105641105616962,0.005135441789199833
CCL15,,,,0.012413544628198016,,,,-0.015403988663837288
GNAI2,0.09738267093388707,0.07449402829839867,-0.02320042873869012,0.04238590760188804,-0.05898170705462072,0.10721947283486868,0.025207663352679464,0.006610014839717649
HDC,,,,0.020087202816963898,,0.059774408887479744,,0.024921099338192216
COL11A1,,-0.013980598486579638,-0.012291690595299274,0.03208534690441139,0.019369327508264506,,0.03576501716574527,-0.05705785945131898
NUCB2,0.09525007953345209,-0.037849310243434964,0.02352917282565742,0.023345778420855768,0.09740972714614492,0.12358952725909114,0.005605697222709006,-0.0014562197515358523
CXCL1,0.045967080062927074,0.05816768723138802,0.05999903972566915,-0.0024036936291281937,-0.038248772920050154,0.022522611482201065,,0.06683202587514948
VCAN,0.0919113752283718,-0.04582182755828573,0.01497029148520741,0.051100458709848265,0.03007234335648354,0.09027389287175458,-0.03678447974948361,-0.04214317134059175
MMP7,-0.0007071394022403549,,-0.02683173396755841,0.02122198818543656,0.07972016029405787,,,0.006416237571028948
PTPN6,-0.010372100793686579,0.05244613984775342,0.03710044684974076,-0.0029014994319550404,-0.11314370140053218,0.00895836539407024,0.061885355488581956,0.04511272225085927
PTGS2,-0.005802548708956828,-0.017993427023446137,-0.011359672524456294,-0.003209099527115036,0.020961969785960242,0.014965542264811131,0.05334192031398548,0.1518161074977198
XCL1,,-0.015837976758345123,0.02311383482130992,,,,,
CD58,0.0020850821847848144,0.054479033244518804,-0.03161156489374575,0.004764854093176451,0.09202609660489885,0.0011768690126575888,0.09010618781988525,-0.006276050509618818
TNFSF14,0.0707564142985069,-0.04457861591801733,0.02888534437915194,0.009702968573327662,0.08170167557612022,,0.10205800218932799,0.08329724639986945
CNTN4,-0.016790746445481345,0.020478049275033536,0.05401855016552172,-0.04726054620408626,,,0.06726204526769114,-0.010102978446806498
INSL3,,,-0.01314814918507641,,,,,0.019354927919945503
BTLA,,0.15859143398312853,,-0.012678549210275359,,,-0.008418682042380776,0.14383837548693088
MFNG,-0.03177117336841786,0.13117585005473778,-0.001830652901328286,0.02213315561022609,0.0415755310615438,0.09723200282958146,-0.017809872334804126,-0.0285986327866336
ICAM1,-0.048100575997927886,-0.056272698480505624,0.04450446930569829,-0.0011922593406325111,-0.02724763704290584,-0.011557048309320153,-0.04199517226123592,0.03408051016197875
PROS1,0.04071438469599714,-0.039535375395280285,-0.016528600987580754,0.017674105865390494,-0.07127637846892244,0.012483256504729348,-0.0036466285301416444,-0.0005185713791282487
CLCF1,0.09415419902407972,-0.01310805029781524,-0.027876334948416064,0.018297081785114765,-0.04248278411693063,-0.036824019098592176,0.02850241841138167,-0.010070389733417805
PSAP,-0.08266832303139586,0.004034324597539898,0.0006944383719702244,-0.02443645434124088,0.006295120646974921,0.004781140070520511,-0.011679727053811205,0.020769950727701332
EFEMP1,0.07434758238669441,0.02733960510921212,0.12032563727622768,0.050360417723775426,-0.06698452685210458,0.07944476449863999,0.011397270252958478,0.033137933025530676
C1QTNF1,0.05115001444565462,0.055835345600344595,0.02843531338076247,0.01267439093077432,-0.007703471959057931,0.040616162189145495,-0.029158664676925995,-0.0014800473007446828
ALB,-0.028768123800748526,0.06325055390805029,0.04302799337635031,0.001764714075012938,-0.017007199279491212,0.005277187286374114,0.18313970843033917,0.11872937736034091
EFNA3,-0.08695929478093439,-0.06809672503558689,-0.0064006173074923275,0.06530650167644708,-0.03630253954865401,-0.08823345970096665,0.09799137245700522,0.040284814693178767
DRAXIN,-0.041422721383665415,-0.03813668739199872,-0.017652747044947056,-0.01067193554252956,0.0017234791072415951,0.028338163829426968,0.15565224676635314,-0.008215973050353955
RAET1L,,,,0.04344593435240445,,,,
NPTX2,-0.008686252727583499,0.02204964758756358,0.005088411510423611,0.0015824343448379201,0.09401433782733218,,0.048522099352965094,0.037360328186324974
FGF11,0.005325371246341519,-0.004328889153874067,0.03601803898030931,0.01827125069872003,-0.0008726821077855198,0.013767676741774275,0.1338885831752507,0.02898150750729661
CD59,0.01775494805303091,0.02851052196000302,0.03466901767454924,-0.034906682250743504,0.14550233776138174,0.049388506308833874,0.0183678727203013,-0.02684440474874576
COL9A2,0.06877901623454691,0.01847828271016242,0.018022007960026044,0.05760021588660678,0.16571548041253595,-0.07110125633705723,0.07718334247006962,-0.010596796432721114
DLL3,0.07735020988940775,-0.029265250059600168,0.01700169663915604,-0.055032154242109776,0.14365910564565632,0.10974139216992426,0.022102997243228128,-0.0350936393692287
FGF5,,,,,,,,-0.03727214845304794
LIN7C,0.058228929201119946,0.022727511650295944,-0.005651111190198588,-0.0012324201486123428,-0.07910954392304756,-0.0006612489839690916,0.10623758353743802,-0.03035834483097932
GDF7,-0.02032521675815358,,0.015003818483637233,0.019946033292528986,,,-0.04844801606196303,0.09789388771955977
PSPN,-0.0396595100797682,0.04130814601963116,0.04839187975029775,-0.012600032142814058,0.02679948174914502,0.06956676268600005,0.11061200833523721,0.04447518709709685
ANGPT1,0.05306670567808053,0.034947664652978785,-0.013295472636299441,0.0249453911195723,0.00345628185896744,-0.023891789583327733,0.0906433814178621,0.03614116189807613
PNOC,-0.007741782404421523,-0.01056201965628652,-0.05391248974142636,0.016715428329635143,,,,-0.021768442256845193
L1CAM,-0.046549985677262325,0.034042528750649254,0.0010044483561601654,-0.06762823685700106,0.011134236887814734,0.03723949598054217,0.08293392161610268,-0.011021808694621089
APOA1,0.00832482781308119,-0.029883159023204615,0.01550049586237802,-0.003703235184856738,0.01545552411692646,-0.013997306278276537,0.035536997006093377,0.0062671424395603975
PSEN1,-0.05777623283315064,-0.02779311908666122,0.02671984649370745,0.0317743349731064,-0.04190473636593065,0.05692497561383588,0.00933028608393691,0.0027250749233487287
CALM2,0.03933747234041738,-0.003950384319417708,-0.007738956697722776,-0.08079765373059347,0.08823339099610418,0.102064701157858,-0.005487531681946768,-0.01636941948280863
CLEC2B,-0.012780218996323813,0.02223536443253101,0.011334120305194074,0.011406503591421308,-0.006463635557824416,-0.025340496586073524,-0.0012978214277201956,0.046394038450110385
NTNG1,0.021980427580405026,0.03417877132579072,0.006101307525306286,0.028019447478951628,0.01567999485989116,-0.059546543693117446,0.03929266206031726,0.021149577829535797
LRIG1,0.08893771227692447,-0.006351282607095766,-0.0776653677684372,0.03976556787594214,0.1307157156540665,0.09321871500438113,0.06403055335500286,0.011321733863621852
CPAMD8,,-0.02010889370681249,-0.008710655488394788,-0.02827401836351883,,0.07206181692718176,-0.0003502193745163654,-0.02209989703020187
GHRL,,0.008264207787692417,-0.00036994312787203156,-0.02460717406095823,-0.021105963863638354,0.03219938553936288,-0.05306481257447258,0.04057766999264161
NPY,0.06733050749501762,0.03017097997007399,0.022408165269176456,-0.008445451829965337,0.0633269277681664,,-0.04312594582911491,0.052803246527720324
MMP2,0.030923730641017912,0.05565252533205845,0.05180029377249556,0.04360577852612759,0.07298069304007021,0.011991555943585175,-0.021878597484406268,-0.011849780721370893
PPY,,,-0.02508189386108369,,,,,0.008540736448902903
ALKAL2,-0.026566732055767962,,-0.03212187863733055,0.0634949056524786,0.059201114578296764,,-0.05974838480150276,-0.02453487851578024
CSF1,0.061994548584905884,-0.02180168305439884,0.04186539343464877,0.009838124618811674,-0.10450381056490478,0.11294656278902317,0.02748909957894192,-0.009928599236306184
