,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk
CXCL8,-0.08234667605336493,0.03332768801676153,-0.017298397596505793,-0.05766019627267786,-0.030896638751645715,0.01928355319510933,-0.011497047481917324,-0.016051581189474803,0.08571176897002891,-0.018926233384902846,-0.04223958720613452,,-0.0026007435608220494,0.02110158901059228,0.012863663388382504,0.05975357392722135,-0.002353407692876934,-0.022325602112995547
GRN,-0.05574581575705794,-0.026541678223841597,0.007689584856253069,-0.010912026969083439,-0.04159466720357454,-0.038979036377814545,0.013931853785183784,0.014257426499823816,0.07184488288962804,0.0008792365511358311,0.04766873696357496,-0.0012233953998127113,0.044866672355796174,-0.031397708397448335,-0.016105291654822433,0.033520343958702306,0.036946154472245224,-0.006930748576516479
MIA,0.03570617067281055,-0.0011607911392733882,-0.016429900606378556,-0.059129057923702065,-0.020606554911730357,-0.04746371576825617,-0.028739871588498497,0.09892026796732245,,0.11400610493698875,-0.02735806724380296,0.04757446790458987,0.07693070095064128,0.08258870443745979,0.08343866295493085,0.060747124018477185,,-0.04692546293197718
COL4A4,-0.04121017844461408,-0.013111514047862259,-0.027630199230970737,-0.04582895039628318,-0.02066652172864019,0.06302562151250943,-0.009901348361696585,-0.015175401695020942,,,-0.02653834018611779,,,0.11803259116387664,-0.0024641872007227874,0.0006877423904956275,,0.02809459020020853
TAC1,0.30754581215448257,0.0424581573484353,-0.004633997429642012,0.13075875893375,0.03869589967611771,0.147191685911097,-0.091973017871849,0.0032790779951893828,-0.01626794082078706,,0.1715959802841778,,,,,0.009903052910686168,0.1948514747432607,0.10916631837040967
RARRES2,0.06443722832272543,-0.008291677125471216,-0.029849782177400225,-0.127221558071693,0.012053892271769649,-0.052503199525513744,-0.013572271272413373,-0.007734708762165506,0.0019123524761883596,0.02104488648093232,-0.06303082601704797,0.02170819411174075,0.016556964898972765,0.09169806244117124,-0.005505328563069224,0.013438134518418235,-0.026085404816942413,-0.04269019889887971
FGF7,-0.007388034396170649,,0.02623758395017121,0.08650801944645936,0.0740668024761211,-0.006412773522143175,-0.027540741561929177,0.0376707643781947,0.04490941873389013,-0.03225742928999203,0.021393720151037916,0.03804291403347678,0.03176553050798329,0.0048332101672661915,0.002895107545902071,-0.01496493491207567,0.014429356459979531,0.0470831084119786
HBEGF,-0.0231352927632971,0.006131322495018333,0.051901368844280725,-0.05074716911479728,-0.014853643370663418,-0.02936634994796048,0.0401108881460545,-0.04426554427853637,0.03149868801979368,-0.004154035175781851,-0.04627294597440094,0.007834993012524718,-0.019028937481304173,0.03747524961714743,-0.03152839318655054,-0.03233942326421064,0.05497215651933837,-0.018366836711746593
CSF3,0.0478565031720216,,,0.007217739240604163,,-0.02835274093891045,,,,0.10033082201859458,,,,0.031711385749002605,,-0.00046753680547208064,-0.034329549985737805,0.012251609647835934
PI3,-0.048819563019353404,-0.039471278382786676,,-0.020570844679045512,,-0.031925560512888244,,,,,,,0.004086640438713209,-0.0053882743910831825,-0.055704489077093425,0.04049544231031848,,-0.04031091893374234
PCSK1N,0.20133150719081033,0.02845748325530926,-0.021694598011399713,0.11057811634183382,0.038154952897390466,0.1026569698624259,0.024909942884143534,0.0314403202096474,-7.667611802974836e-06,-0.007008012227564694,0.19735076327459827,0.10384543285515045,-0.08742889441708916,-0.032598202564097546,-0.05641818764875865,0.0025962982786358565,0.06840754360382066,0.0979302629304455
NTS,,,,0.027280308331699737,-0.02522912742792709,-0.034848929203824194,-0.03341800775830503,-0.018716929405450798,-0.012994178216046554,,,,,-0.04891120282021406,,-0.026802580861402893,,
SFRP1,0.07277849957259301,0.01770321713926493,-0.003974804194406441,0.1388543128683696,0.027286060680354537,0.05251185049369506,0.029125969477945362,-0.010836470795529844,0.02398082207811994,-0.04812914300359956,0.07668537863242056,0.06705339264128025,0.002826846741090798,0.04521054079291062,0.014732158214985852,-0.05099054753634388,-0.11345276278751538,0.002500651723414149
CXCL13,,,-0.031189604305468695,-0.0018055776862456222,,,,,,-0.021827419681884685,,,,-0.04709365280945027,,-0.031611842972343304,,0.04653193698328174
MICA,-0.0007753823960067318,0.013982486292247015,-0.023199515099607805,-0.028820359761038052,-0.0383786526058654,0.008087536724768425,0.023660531052698903,-0.026464419037952568,0.029185327844781075,0.037504313364718475,-0.09036772348438163,0.056468399422875924,0.06556542301548515,0.08878513045144945,-0.0380884816068024,0.007949797472384905,0.061825892289773136,0.005724101351398778
TG,-0.015363866761513264,0.035848473209599885,-0.01753931881105545,-0.02787454763409345,0.021772893786405824,-0.03421922165093692,-0.02822824699610583,-0.017006042581008997,,-0.0076438482240843665,-0.027998437226822416,0.05732935604818972,0.03016799975313094,0.03654867626627407,,0.007264497896773931,,0.010999160349453226
ADA,-0.010364810299007458,-0.030231691180070918,-0.036233897431514096,0.029016519564576675,0.031337228895644456,-0.024820696834373168,0.04010725868502518,-0.027619180778413244,0.07894297853996253,-0.03465856078677278,-0.009197598000799615,0.04062862734149469,-0.008933843214437473,-0.0162418560999108,-0.0014618837792025137,-0.02654049153711547,-0.07440358143859686,0.06470884887244391
LAMC3,0.14499554814564808,-0.036119461845438995,-0.020943068793555647,0.04016013280978383,0.035619871326589815,-0.022408389184245665,-0.007467094794971245,-0.012179056157107952,-0.0025674281458801427,0.08520972720577219,0.07387221374711665,-0.05668321645765601,-0.055899455336631654,0.03203798632939177,-0.0004807949203232649,-0.049392045433601484,0.04329217682969194,0.05063920732061543
CCL7,,-0.023865077284522966,,-0.03735205423365092,,,,,,,,,,0.052232851221632445,,,,-0.033985372576114
NGF,-0.023742336466123153,-0.04097515257959507,,-0.0038697139338619733,-0.0017739790374573764,,,,-0.027748397936977334,-0.012427352473125212,,,,0.0008437648352456061,,-0.010479380982740857,,0.026250024339154528
TNFSF15,-0.009382172810178776,,,0.06279994462161576,-0.03374230935188673,,,,,-0.014164172264161147,,-0.022499122530062546,,-0.0027666847810629146,,-0.01203427804653045,,0.01596646629087614
HMGB1,0.12897585648596832,-0.02466022630624432,0.004592635727040125,0.029510893691636345,-0.026550631322045357,-0.05331682034807078,-0.05795952064568575,-0.005537839019806088,0.027938165821808265,0.010135938241179759,0.03198303917815576,-0.044205734861329934,-0.07400269370528904,-0.0416619916203339,-0.03416118413724123,-0.0046964758982501196,-0.10220813350827239,0.011141255529221126
ITGB3BP,-0.11020351192871561,-0.0038445975643785694,0.0422306189610346,0.018764011349432598,0.01031616736349895,-0.04534575456518993,-0.004597053285184862,-0.001179808802470583,0.07630867616811629,-0.027579558717201448,-0.12447392418736426,0.011403189158985852,-0.01803647052694567,-0.034263669930165414,0.05614518999226327,0.08412119494075741,-0.04128081212028887,-0.015675630410578244
AANAT,0.06544986231661296,0.014403411065279063,,0.05126605312196067,,-0.009508102547262797,0.018376964495557927,0.03970906638086992,-0.018250992551259504,,-0.025002461744011887,,-0.06455153584485719,-0.027566849117960743,0.019311358045398005,,,-0.013822585602490793
RELN,0.07815754167613369,0.04043898572971561,-0.032741099275835496,0.04596521018118508,0.03575516893487434,0.02249524296195504,-0.007579049520098492,-0.0009103219016009528,-0.012473492338405615,,0.11048637723396512,,,,-0.016514025556891607,-0.014536103697481503,0.003171957996160005,0.05381586698036125
IL15,-0.04175212267665394,-0.042260338092537465,-0.008086582082164517,-0.017834073612509296,-0.024009659060979398,-0.026890086923929944,0.006143142971459672,0.059913179683386435,0.03030024128177908,0.015368174193798927,-0.023188627672587413,0.02604018802365957,-0.04053477721126415,-0.041712596714961296,-0.0047456505703161655,0.036091398863436035,0.13083639824460375,-0.01758671378123012
UTS2,,,,,,-0.05029350094416186,,,,,,-0.041142857126893466,0.030449404311103365,-0.023475189575147562,,,,
BSG,-0.1344156671654925,0.02594110135538273,0.020875292540358772,-0.027843822451682904,0.014884283584481506,0.05778143027555574,0.025821966150018135,0.01331556574228504,-0.01322759556004661,0.04061010505373646,-0.11662007431661735,0.0207773627043165,0.07654985302905047,0.05693501464717445,0.015671211717886477,0.025778638003415587,0.012714118083844185,0.04073649653457925
ADAMTS3,-0.04782439253510203,-0.05037426576210474,-0.020529938974916048,0.025354712102980355,0.028436399368049634,-0.056902712983112766,0.03346170231415048,0.05208779118381589,-0.03439424856322879,-0.014018698219112792,0.03667961168325674,0.11612084305976172,0.01525889018067403,0.021760075698516658,-0.008261630852123933,0.04488829502984494,-0.041744402809976495,0.040594388188362994
CD34,0.10682715350857533,-0.06676305272088676,0.007606761118855506,0.07428156168579268,-0.0049894996252496035,-0.0258828678178718,-0.008185905504503184,-0.012107877798506523,-0.009894429085044834,-0.0021949233431689213,0.03258912440445635,0.037556676249237225,-0.05671041176730776,-0.0023350786029303753,-0.011014264360001738,-0.027974066467757824,-0.05516338175273867,0.04484935973191029
CCL23,,,,,,-0.029100221517767158,,,,,,-0.042310503688136034,,,,,,
PLAT,0.00790728832702452,0.025556302222251144,0.00786423772493606,-0.04471025961717403,-0.038501801270066985,-0.0586128809868998,0.014255294390696708,0.005844278852729498,0.021344960507978974,0.02669139048623343,-0.08699130056717971,-0.03619840261842247,-0.05919885780814475,-0.007468325629673755,-0.05760907101848469,-0.07386514550828899,0.031013217049567148,-0.0022548888306961183
NTF3,,,,,,,,0.025991477450215534,,0.026636082869353733,,,,0.012740331126251682,,-0.021176220786139604,,
LTA,,,-0.012898470183975547,,,,0.024103837434923097,,,,-0.023188630535002433,,,,,,,
CKLF,-0.01613924065248539,-0.01418774990385286,0.015774954659177838,-0.04483478533828022,-0.0466440364243561,-0.04505992441299154,0.002398010126062423,0.021449563544316954,0.05223417854759651,0.016612468729403713,-0.113045480153466,0.05289244830841768,-0.009886988723116113,0.0012139300213633763,0.024773302829866214,0.01186838202739397,-0.03279437309482201,-0.013719034093621896
APELA,,,,,,,,,,0.06508428161214957,,,,,,,,
CD24,-0.09625029523068176,-0.046384984072365666,-0.0045886666854956185,0.03404954400394165,0.06571707379622072,0.04137977579369324,0.04091974634441754,-0.05573207940298625,0.048650982132124945,-0.01163464553587785,-0.026650234020214922,0.1258730704411967,0.025529223391420913,0.03543960946527801,0.06459177765201546,-0.056528413370226904,0.02213448639348242,0.010237824859819625
HSP90AA1,0.09935331457001477,-0.01803201969667601,-0.046852096542936886,0.12488141825454238,0.047626225168292353,0.0388573291042522,0.0661714127589868,-0.005050865433542702,-0.05525825589465438,-0.02210171986694232,0.1603110093703742,0.009096227374588045,0.023107792702905257,-0.0666159483558161,0.010087213722568324,0.055986454553925605,0.06503598911996823,0.05444402991099454
BMP4,0.07054558669555436,-0.006620830189956198,-0.013673134503409698,-0.014557286141134705,0.007101273491504272,0.0556677863407359,-0.011504686378078596,-0.032181683762492266,0.04175908372483777,0.009919141396895374,0.11521260855832183,-0.06736474255628694,-0.02527050433154187,0.04643433576301843,-0.011020983550075168,0.031105477821655358,,0.0462569852547785
SCGB3A1,,-0.023865074898047123,,-0.029675583833565125,0.02982928228003528,,,-0.016535438371198394,0.06448428777156667,-0.029653883738492218,0.15492265049145415,0.07891200097042818,-0.05340072673146239,0.04571116682751212,,0.02005669931467358,,0.0063552057526124915
IGFBP4,0.06043520144917565,-0.04468039929701751,-0.029185498430759075,-0.03237447009834265,-0.0009085218202708969,-0.06310908815153801,0.07700598203256058,-0.04104048738223956,0.02087648905619479,0.002456904695073293,-0.056064629076230124,-0.03738183022260577,0.01624522002859436,-0.040624069443976826,-0.06228295733408729,-0.0056219805673766296,-0.008333770973877224,0.05895839357452914
RSPO4,-0.02900369814733104,,0.10648874714786713,-0.011665089375487962,,,-0.018456293941817362,-0.016535435952516473,,,-0.032166281180565776,,,,,-0.01683064308403687,,-0.005393315913886805
LEFTY2,-0.048581382012213965,0.02834759546537637,-0.013056883022513432,-0.05316198921481945,-0.012503372915935774,-0.019956317631720507,0.002471090037194718,-0.018131307754759407,0.0214041602041942,-0.01601528596081989,0.030142313747303626,0.16737515979706374,-0.05623819193817659,0.05407286961923909,-0.06755861714896712,0.09852342600634914,0.030610168267762673,-0.027085997157243098
PF4,,-0.024756184301846704,-0.011732911717780122,,,,,,,,,,,,,,,-0.03561581411434111
ANGPTL2,0.006114321748023724,-0.026995026467149973,-0.02962449969445182,-0.03557366798830496,-0.010750071716238636,-0.04573158832369108,0.0007530069022884191,-0.08878557326858401,0.06437892620866956,-0.032971942324210295,-0.18198652950590483,0.12974235756887903,0.007582397681893083,0.02012752143925095,0.12292247441407644,-0.06451443370828583,-0.05731548200113771,0.06745988700989815
LRIG2,-0.07686708784102597,-0.02991258899323183,-0.05075216691693351,0.007468438962422075,0.025305977971858643,0.07276231468382638,0.01223322786120363,-0.04751566804361954,0.0015273128780954191,-0.016247281924637,-0.04294677427036621,0.027342255406472192,0.028871410253892303,0.017785871501546188,-0.009847203256890877,0.0023593886235645225,-0.004607936455573281,0.06216769324599198
ICOSLG,-0.05601269726197351,-0.04383271408694776,-0.028723416000004106,0.01460129245835414,-0.027915059954169756,-0.02910957725560092,0.0744950534112372,-0.03138116957911575,0.10356622096997396,0.008771390626701984,-0.04708833938313955,0.08864064659387987,-0.09196612172714955,0.016084490522365585,-0.0420212243517689,-0.0009029936738445073,0.014532623030436254,-0.02810227959787649
WIF1,0.28224816435565225,-0.003947568661247025,,0.07223733641943038,0.03262269458201548,0.11414107594992112,0.0043067932730278275,-0.0016332561031814376,-0.026365149360794378,,0.24260006863240546,,,,,0.03312930226680319,0.10862471226398163,-0.020398110953146184
NPPC,-0.015005337092430298,0.03068653320638287,,0.0371714101195667,-0.005697201726839662,0.0004079928031983311,-0.04280443429349395,-0.022980209401632954,-0.07508030113968349,,-0.1258738503484028,-0.04983573868304486,0.05977902485760217,0.0905281889277521,-0.015609920043489415,-0.025014698418877837,-0.031064672948767906,0.043410188686443134
LYZ,0.06988542581654444,-0.0677724514899617,0.049033613754533543,-0.03233876384333344,-0.016562829206750694,-0.05444515283351346,-0.02825168043782991,-0.03628566299380917,0.06639979964105111,0.02069813582825644,0.0014062451233766825,0.06976788868151347,0.06352259183753366,0.02746349497937248,-0.09732368822711404,-0.024316507170340035,0.04413377540350328,-0.04053379892701479
EREG,,,,0.0014567136088275159,,,,,-0.015605610077604111,0.0017631426964603077,,,,-0.03533109846893154,,0.014927859774714926,,0.02738463483835762
SPTAN1,0.1333467289535514,0.022207905995070044,-0.029256502252491195,0.10894185046925388,0.06945876528781968,0.019332542896725483,0.0422785842720986,-0.003367467387828803,0.0014024094863891066,0.011695992710509435,0.10124269599208828,0.006149860753793575,0.027789383536179657,0.0011788912221636198,0.06829269883965922,-0.04751509712758922,0.002825972569827249,0.1714155091769858
PTH2,,,,,,,,,,,,,,,,0.002890800772451865,,
LIPC,-0.06083042632556442,0.03722301940626827,-0.017658659195720922,-0.022249518171589308,0.01719880289402689,-0.04027757716931164,-0.014636545874003658,,-0.01422976260872269,-0.023416179569734363,-0.007143519528573042,0.023497139616205847,0.2051250168219259,,0.03399180590268589,,,-0.0559180342222654
COL8A1,-0.07941688579092,-0.00015814342335074126,0.022267064663092015,-0.050327581279493584,-0.012711269054036791,-0.02088955882039356,0.02534561464196247,0.0340816136551757,0.02405912340140382,0.030226988394126592,-0.10568465412797425,0.08304827025230778,0.06765622757476508,0.09468578366163545,-0.043478713517304014,0.046203254547387045,0.053580335783824186,-0.05694391876520822
GSTM2,0.04128985800475802,-0.0020010331132201773,-0.02570983995494148,0.012112255825308364,0.016061039849109553,-0.021247810080780895,0.019807391720408875,0.03531499813187398,0.03725616119061945,-0.034331171387943206,-0.04477122004634941,0.05781383191617387,0.04336419572264035,0.031372721620500046,-0.06992695059371226,-0.03573212343659286,0.11455180555499789,-0.053805120617749815
IL4,,,,,,,,,,,,,0.052656111557564333,,,,,
SPX,0.12025176594815434,0.030602210597455465,0.030601251937993627,0.06111044368655268,-0.03416434234748128,0.11937188687030018,-0.03383491949713482,-0.023071047857335245,-0.007869812454305802,,0.17007884212229155,-0.06606683148130761,,0.03630786712759503,0.03193894536005086,-0.019527892647707663,0.024860569873854765,0.040512738877091614
MFGE8,-0.08213957884291619,-0.02630734586724885,0.04149026738425074,0.06382860667243737,0.019800875868498966,-0.018922499645356895,0.020523471868932313,-0.021766126376704924,-0.025159451441237397,0.00804187955932858,-0.05757901769151109,-0.020911531518811435,0.026429085836204208,0.0441359261141081,-0.02551959076221954,-0.049592334052225934,0.006998073439836037,0.01496807266639115
TGFA,-0.15350945838043104,-0.002702637476339826,-0.0011535881186679376,-0.0759900940430852,-0.012452489315474076,-0.07466916561750538,0.023173027917588882,-0.04956190656350024,-0.025397716949200712,0.022587083085972137,-0.09350646522450846,-0.013098483634839769,0.10102340739250901,-0.03382841819496678,0.028679342996160727,-0.039657265856883346,-0.0535872674603038,0.08015246160620046
SLIT2,0.2530325129612819,-0.06884650727006514,-0.030593201869582823,0.03537159421123723,0.0830099425583285,0.025915673982943106,-0.006575830031551362,-0.04940757638426956,-0.03397251142835961,0.018248196789879798,0.08675118950979696,0.08430732188250704,-0.0016773057668432827,0.06946013099118889,-0.019101470569114317,-0.008823120475520488,0.033605453038457876,0.020362838575360597
PLTP,-0.0314130278495816,-0.009589469246492682,-0.03871697039810198,-0.0569517035032107,-0.01984437405841065,-0.06326840391059843,0.007493367934615058,-0.028145158714517674,0.05716595761656647,0.050520389500536715,-0.03524944137965094,0.040076488641507785,-0.029611000593062712,0.031234187479413873,-0.05165734498453748,0.05498707663102204,-0.02583580678280391,0.025376868320992098
APOD,0.14758036817376707,0.0019522972568344094,-0.04345505562647037,-0.030464053231555266,0.023326849862406313,-0.06403040258969842,0.009685533212653037,-0.02756407232527647,-0.02820618140584751,0.06101751397374599,0.09692640549569197,0.036152519867368116,0.018302329029594014,0.06571583245080262,0.046251668200564824,-0.03131853696329606,-0.06817591202808032,0.10996420258385305
B2M,0.09315205573784789,-0.014973847902211625,0.023303184941795015,-0.12577732326842167,-0.03621969835736884,-0.10713798681485028,0.03423379038322113,-0.08629714279390205,0.07501685477134326,0.057953577484323913,-0.16796391847347186,0.1761949696164119,-0.004892951249714663,0.0582673844815705,-0.06651216386167508,0.03701315215386514,0.030322928241120192,0.02649299293528229
OMG,0.15640105853956773,0.0385936817441942,-0.01964695302416023,0.035745583382532545,0.028791879631642623,0.01986437564483123,-0.013114612167341817,0.06473409452487339,-0.07834402038412969,-0.011860150921090705,0.11318216168441621,0.0146916903108174,0.006387971769676058,0.017246430337467828,0.06478734602692102,-0.05061370278256195,-0.03489316077735917,0.10450819709053855
CXCL3,-0.028196951648662483,-0.00799427684741004,-0.02412174989151434,-0.02789672006961736,,-0.03357867315520114,-0.0024680224626246754,-0.017689421263508354,0.06255801643743447,0.056857926727137326,-0.016700013130576973,-0.021999865857220337,-0.026419901601056478,0.05575694505630353,-0.03623962523104067,-0.012976188090003522,-0.0506383393643745,0.029390114452095058
CXCL10,0.046217165913788216,0.009433782007690811,0.02459821161127125,-0.03966080792996812,0.023644687168408934,-0.07630318033925437,0.07588913777120203,-0.026871525618096536,-0.0042416362302014655,-0.016160670600078232,-0.026538341862687418,0.0189322465407576,0.12749842697352154,0.1046071074608734,-0.004292326667680159,0.024974663029794838,,0.07754746532906805
RSPO3,,-0.03241767195128643,,0.18837348114783412,0.03341932808720832,0.07488889906073513,0.04671571413827051,-0.006712114745658938,0.01100269513891971,,-0.017451191860228327,,,0.01858610112502971,,-0.010236442526024361,0.03376494930964329,0.07494377450961075
CORT,0.06153790203772084,-0.019741042906837165,-0.02095423734609941,0.06381208750003357,0.03681149846033649,0.07093886194569064,0.041481727000509096,-0.03189703829154336,-0.03109780493663768,,-0.029889750571645175,,,-0.00953422026959802,,-0.02799161672010747,-0.0701898177454587,
NCAN,-0.03249920666012019,0.0260321997776892,-0.018935531068805106,0.09657203497129573,-0.05631187204983195,-0.0032847604552162014,0.010490020130861198,0.04061188503728393,-0.01748185807266213,,-0.13727387280592587,0.004438716023649611,-0.08330525011563136,0.05674107116035884,-0.01092588030569875,-0.03451580491455995,0.10298494853659611,0.08442311908941365
PRG4,-0.044379784115997425,0.014638006195751818,,-0.023742476888528947,,-0.014869282127943341,-0.0042569362314375326,,,,0.04555077629631055,,,0.0462220164805962,,-0.009514689747618876,,-0.004415400152116534
ZG16B,,0.030607320224181812,-0.014118652318286667,,,0.11518961579568729,0.055414931725119014,,,0.053272024296074576,,,,,,,,-0.02697221341110589
TGM2,0.03379878097465902,-0.06533469014856648,0.0692682778214716,-0.05025067949773011,0.07136889807313766,-0.015530929792411113,0.005530516524725688,0.013181640912765524,0.05405172099655854,0.05974024641344396,0.1121149440548082,-0.01400424419759448,0.042497148851707606,-0.014473618529154296,-0.028169109517769964,0.0235446129912637,0.02753101347145746,0.0713418407471297
VEGFC,-0.03184338117516967,0.0039000689447449845,-0.0181288932792698,-0.005427703267583156,0.0547690836531537,0.0018022644843961586,0.015387273872987616,-0.06157547825709326,0.0009994379347126035,0.010183427330397265,-0.020822409572404315,-0.04184659131375587,-0.03175249684021596,-0.018121185360809942,-0.0059717236010118965,0.012764500808609266,,-0.028371933445068675
WNT6,-0.04038589068204448,0.02773904582602436,-0.01305688336518484,0.012432453315669533,-0.024626512295667848,0.008257599893095427,-0.028924681478142315,,,-0.023624383753349187,0.05582332563527107,,0.017175353960723307,0.032230979006307996,,-0.022337010116856813,,0.02044504694182774
NRG4,0.0077775650858227146,-0.02198057402309039,,0.020390031437308446,0.0211957603240986,0.05428624446179372,-0.0373226178196289,-0.0186962018147996,0.04615079175586655,,0.04469964935477796,,,,-0.012722071551455036,-0.022225300875097057,,0.07644003543657024
PMCH,,0.0011654057716901742,,,,,0.0015749994794823315,,,,,,,-0.003674785046865403,,-0.012796410613705374,,0.061643421673819095
COL9A1,0.06585621778041342,-0.05416720638775438,-0.03243008713904042,0.01616061567084253,0.02031688162477468,0.1168558546014936,-0.024557623745649255,-0.01739107942599741,-0.023856386216567816,,0.02078153697470999,-0.027984983099481216,-0.13345941904838543,-0.005087474519417031,-0.0032879649029026506,0.015692781491133043,,-0.010794634569050474
GDF11,0.04850355345146481,0.02393414716094855,-0.010890123896954429,-0.015987613510105435,-0.02239873776354843,-0.007937191960086801,0.036200331117259864,-0.01126838535221614,0.003211868179677727,0.04692578054441791,-0.036619911020581604,0.043578924677604186,0.05674560073128099,-0.017893554902606787,-0.05536581651817506,-0.09081574502267095,0.00019273108612446752,0.009486240119584077
IL24,,,,,,,,,,-0.01332265853000484,,,,-0.023813194792765075,,,,-0.025063651531502355
