,UKF248,UKF304,ZH1007inf,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
SCGB3A1,-0.012176998794272439,-0.032159517078288125,-0.04043615478654008,-0.04905864817983745,0.002662676308714361,,0.10136731670650206,0.09373022648194682
IGFBP4,0.0012522813252763129,0.018890852679346704,-0.0473942357662837,-0.04506688914325335,0.04063256095247499,-0.009711917174911808,-0.01755670869789181,0.05260352972394483
RSPO4,,,,-0.04485696170023568,,,0.046419073094729105,0.040328787009345377
LEFTY2,0.015849231145699957,-0.01943264899835244,-0.0008690945550359849,,-0.016334861780731638,0.04131693094530637,-0.029326218641118357,0.0005298734223570614
PF4,0.014410984266321866,,,,-0.013021192363293172,,,-0.013553610064672433
ANGPTL2,0.030870421004848495,-0.055815970829874384,-0.003260747039272542,-0.027778649233516042,0.026630568233678414,0.0027123649956725887,0.014838844009753547,-0.007204066667044323
LRIG2,-0.04176777476083419,-0.03436030257301953,0.04987665980630338,0.0005537153877179903,0.008855164950150879,-0.04405818228402963,-0.00854915432831079,-0.03224974077103067
ICOSLG,0.014460152609429917,0.010273643222237403,-0.008809466864088674,0.061940132444338526,0.05491869342893799,-0.03924478778335461,0.04874817360402065,0.027683131878589725
WIF1,0.007994212288365764,0.12706376407839753,,,,,-0.020046239111878,0.06588112744111818
NPPC,-0.03777631188888323,0.03787334312935549,-0.028950084930059957,0.10773744413741476,-0.024636968892159272,0.004787698863616354,-0.040794840309151016,-0.0427181543790684
LYZ,-0.027619703473510976,-0.0437560539633491,-0.04716519647092929,-0.0022420428326098054,-0.005851988358479598,-0.052418851659221236,0.07887699638945077,0.028026450594363147
EREG,,0.17137402611555985,,,0.07985976788578295,,-0.026858878098677375,0.02070254837677427
SPTAN1,0.011085961983909971,0.021855883566234663,0.011723653711394381,0.020254483448576145,0.015299067695188979,0.03374545732249449,-0.014373270782055773,0.02154498763766898
PTH2,,,,,,,0.00946475718926419,
LIPC,-0.015464498394824767,-0.03580265133467747,-0.03069860161833531,-0.019382182657088635,,-0.037043994752221227,,-0.02665106571523176
COL8A1,0.009663765110991365,-0.002964472347116212,0.03609684418147393,0.09959895147317305,0.04392360586263407,0.011748708323415135,0.06244374078976658,-0.03973864035107399
GSTM2,-0.00746522625675107,-0.031795163340849954,-0.06027472099470317,0.03477856266845994,-0.040252086646808745,0.04705655775585842,0.09941422140795202,0.03644503995573468
SPX,0.033449046149868274,-0.014650860741342819,0.0009351081358855219,,0.1579754036390637,-0.0061564225069265215,-0.0303303552181647,0.06487912434261822
MFGE8,0.028820616460054828,0.04351057646123072,0.03515618254936013,-0.10440640901489814,0.024696569332552896,0.004048660680396642,0.02035233867937419,-0.02503195984974428
TGFA,0.0013070125302641808,-0.00645191287476489,-0.09335010457885301,-0.04965549054370296,0.006129759806899383,0.009790478629118164,0.014109992058358983,0.03152900908275168
SLIT2,0.05652847066045574,0.011685504192207836,0.14849905194582735,-0.03735491538982843,0.04970721833381866,0.0033538911075110694,0.0005228041817916359,-0.003262891639297966
PLTP,0.054961616178059024,0.0067364274807006855,-0.038078391219352026,0.08033313749063938,0.034062528501747284,-0.026722163869247938,-0.029020272582231343,0.0025114700569392173
APOD,-0.04896385403876271,-0.04865350544341064,-0.052422045434562824,-0.02945454316458188,0.07027684302195124,0.03799670315783828,0.02719342654324668,0.005961417275868217
B2M,0.07650332588090572,-0.018957357490998944,-0.017395162197325818,-0.14975576335712054,0.06354840531890542,0.008085718175541061,0.004508103577575675,-0.002896482515119966
OMG,-0.07402866342828601,-0.1271750463444623,-0.012675332593770476,0.0027774266133053587,0.058484996940549205,-0.0028397890858635312,0.031682039542821575,0.024091733536205594
CXCL3,0.005900160686134876,0.08888585015849847,-0.02983596571246699,,0.05793054535625206,0.023401894872936743,-0.007032066600286752,0.06288186740267765
CXCL10,-0.008412710613333107,-0.014825152602828942,-0.028272217269614784,0.052594498032211584,0.005415759729103536,0.04038422930458746,-0.029465827782196967,0.02083896737355344
RSPO3,-0.01654090565189203,-0.030009116618928144,,,0.01817230673072432,,0.041954900889130974,0.00393844817713079
CORT,0.006169272384166775,-0.013664393163194176,,,-0.013626015991709728,,0.007147485880892654,
NCAN,-0.03914044235787612,0.059956091062851984,-0.046523489953475904,-0.14586873439215647,0.014391280398653469,0.030448623195745195,0.04821004264282586,-0.02401347743846277
PRG4,-0.018312753773475583,,,,0.08091757383692746,,-0.014330283108192926,0.11449609436443123
ZG16B,-0.016885822074801594,,,,,,,-0.026000178637165878
TGM2,0.0008289899918897823,0.05274767612428856,-0.07160633581830213,0.03755814543067817,0.04662544234584903,-0.08426843835267847,0.059693868202574,0.0378513450210093
VEGFC,-0.023251684099144517,-0.022589197003440326,0.09826717268806293,-0.057808414202665505,0.03188685597778132,-0.012472226985521672,-0.025884925746875315,0.03939065701453253
WNT6,-0.0025012058582089963,,,,-0.008776016794270262,,-0.028619535971054162,0.06819552731047937
NRG4,-0.011215444515470184,-0.0038842874377790913,,-0.03580116805597485,,-0.002282167689605231,0.025032210236759177,-0.040402320987567235
PMCH,-0.012926403373621997,,,,-0.019118029420239904,,-0.016395539597438946,-0.05174098661979202
COL9A1,0.007791214311439873,-0.01971339287222871,0.06421373869223737,0.013344534587513753,0.019203076198255724,0.022848603659904033,0.01152122870891737,0.06897444445669781
GDF11,0.001109752114765916,0.08606493199887315,-0.09497919083044094,0.08698458760651431,-0.0017220534621564725,0.015417375857440331,0.035195372248354555,0.028347721381764234
IL24,,,,,-0.012813576071278074,,,-0.04516845081187519
SORBS1,0.06257519508913703,-0.007619960116185731,0.0310994360958603,0.041446395302108203,0.05058727520276296,0.01951537793844738,0.05087475653872065,-0.0015229660817859141
DLL1,-0.02252723661223469,-0.026933036748550476,0.027471598429183095,-0.05655856137455898,0.04909774317622791,0.007888134587090692,0.049896017222596775,0.05980923909758009
TLN1,-0.028843394953640886,-0.07160367543775017,0.0642569092543855,0.05349342443500744,0.015270512420621033,-0.04279561074507385,-0.0062892129399366725,0.02255282040718851
COL2A1,0.028964817457843354,,,,-0.03339609901065741,,-0.034539845538006375,-0.022354658224502326
SHH,,,0.002044909612702161,,0.021405794095675203,-0.02001301858426793,-0.01809435419330061,0.07607149692757068
PON2,-0.023450825132744775,-0.011634957724093573,-0.0011331238649964278,0.028888320677514328,0.062433685416154794,0.018209044793376074,0.043980539096215666,0.04909121447659446
ICAM5,-0.03281954650565545,-0.002169436083854664,,,0.01257976609338585,,-0.02872249194241535,0.028534010037232476
HPX,0.016163312675178627,,-0.029835950102930955,-0.04657396048758082,0.13865703080759145,-0.031811288087299966,-0.037004965700012146,-0.040671446658216315
SFRP2,0.06963906466832238,-0.0016974229816738397,-0.039840814033878076,,0.05382600553782755,0.002108478593228482,0.060666911313587146,-0.04635435671240402
CFC1,,0.05768290662974794,,,,,,-0.03574969707049461
CD70,0.06637250670135389,,,-0.03885466169777133,0.04307132172712364,,0.016968181470704207,-0.027740391754736086
HP,0.006797993162188994,-0.008841393431521053,-0.009700218219588204,0.018564293799718117,-0.003348811212553092,0.1080434233778167,0.055833075320783,-0.025042339038007427
CXCL2,-0.013745226189452366,-0.05321062772394166,-0.03880978518725742,-0.03526990059760962,0.03988584694924225,0.07242477431684319,-0.009106794791287263,0.06400391396414372
NPPB,-0.01570950699070793,,,,-0.03735487206466435,,0.00525394723028179,
CCK,-0.021866954393937446,0.007531158583318876,-0.030698626396309363,,0.0516010520449455,0.06243315300160223,0.030690213017346462,0.01044810130579505
SEMA6A,0.007131337632197704,-0.016898142587167597,-0.033252967761816965,0.022051886283191824,0.040643802321492374,0.023575463069818652,-0.0048114257383788635,0.037946730901298145
IRAK4,-0.006730193944304113,0.08514945625433576,-0.0600533558176968,-0.07809374778293149,0.05869378177864291,0.03733379127149391,-0.036367604443481756,-0.07169707592251524
GSTP1,-0.012620669250609057,0.0021689800883458953,-0.031642679298061825,-0.015983755893211285,-0.009763173535944907,-0.013040553156335942,0.02868502290902848,-0.011673120008183635
VCAM1,0.08995382093301514,0.017509074868217473,-0.03471133923057124,0.08698224389064237,0.023142252068126708,-0.03212951053785398,-0.00594779760756428,-0.02019095013320988
NXPH3,-0.013153471166368114,-0.05359912852822865,-0.030267925468940148,-0.036664447786164636,0.007991325314630301,0.05781789301720685,-0.024503036055173184,0.004355476858974052
MTMR4,-0.030649293416409266,0.029572810082298874,0.1306334020403771,-0.047689503216763865,-0.0074202399959783375,0.0105497292013323,0.012061527536501455,-0.05065877083666759
LAMC2,-0.012330320351943326,,,0.016512385369963162,0.007350845147913545,-0.022939964920303566,-0.015914428519748898,-0.03890593236675368
IL10,-0.026052611588729853,-0.049447381485350196,0.05868940361632867,0.05803153548319594,0.07554601868494389,-0.02212779919966054,0.03159360017272989,0.06376489420548588
SEMA4D,-0.03141847689382618,-0.0804370059524333,-0.05038887354869453,0.008356218023271482,0.005234638507030264,-0.01949785560085166,0.03219147537996715,0.0669917997279959
TRH,0.023829901162181685,-0.031977756598659667,0.012093281220390197,,0.007581077016008603,-0.029068027962708375,0.05940551682998293,-0.02414543967744605
SEMA6D,0.013494404324996226,-0.018214063985399327,0.03695830125322812,0.12460817604126455,0.057376680474213966,-0.0800043595960681,0.021465441046713517,0.049637401526271746
CEL,,,,0.10931860654767044,0.05838387040356117,-0.007348053841517573,-0.011049606634015411,0.005950449689994169
PDCD1LG2,-0.02433411032365852,0.00948135376509503,-0.01760588881816695,0.09388805020440147,0.023872806619016123,0.0027148672283928885,0.03998698532466745,-0.0021738668356473968
SPINT1,0.0163555225275301,-0.01395382314949567,0.06346447654521191,-0.08826426038566748,-0.05641115437012057,-0.04532507963073994,-0.05092692396923131,0.03770870804045672
CTHRC1,0.030502197952133832,0.12756646514970102,0.08062842743541251,-0.04034390369392523,0.02097750108409768,0.03233712441633456,0.06535640434777852,0.03496853667191651
PODXL,0.012109990367910408,0.028960502514483247,-0.032493536556238614,-0.1074331361853366,0.04325145266519766,-0.014739805273371643,0.013411197051328582,0.07140725685104002
JAM3,-0.01241644817184383,-0.04025112835978852,-0.06209717333271495,-0.06690301071150473,0.054002962481589215,0.08499831101729291,0.053332113534654634,-0.0004292112171452807
TGFB2,0.00830391220223492,0.040400708926299,-0.04435171445362444,-0.09080400648412715,0.03491079862505888,-0.01578076292873607,0.07461491547535194,0.008574651842420419
COL18A1,-0.03491700791678012,0.001560062215275943,-0.0772707552011838,-0.006323139302198104,0.023364106155213178,-0.0064819119252945605,-0.00843171284244048,0.08109984578627333
NODAL,-0.02533535538204363,,-0.019593505472547634,-0.046164410537257526,-0.015827784847684167,0.08607433664884659,-0.018199342616532013,-0.0423563671611161
INHBB,0.042765265413768495,-0.009895205424747592,0.04674089672251924,0.057571676703597745,0.023801105349576607,-0.003068889440756069,0.020611212508455132,-0.03270344917589213
LCN1,0.04238479998440332,,0.0009831520303467066,,-0.014947340834816754,,,0.04721363400511636
ARF4,0.07209118588257125,-0.002175331491312475,-0.060161326908011986,-0.06015766574596867,0.02019738094494248,-0.02610513790322137,-0.046432138719544165,-0.035779183476169485
CXCL14,0.06883833939135789,0.005243712486707953,0.06743993174228724,-0.06114290430179885,0.025731148781294202,0.04105343378973486,-0.014510654236217394,-0.04126491120955522
LIF,-0.036078716572326745,-0.02793813015017538,0.011376550367216822,0.040117144885014375,0.033985980142222844,-0.015552666208527325,0.0027118075618569703,0.02415625147323833
IL17B,,,-0.04704928412440356,-0.006436698670520522,-0.02393303123969598,,-0.02264167333471755,0.13342465895563566
MMP1,0.06274512207741759,,0.09736374011221186,,0.02748124560233598,,-0.01639553829901253,-0.01755787700967385
MATN1,-0.016189354554144633,,,0.015469416571528304,0.04065815743456008,-0.02320488312426073,-0.023334675069471563,-0.028117727178198656
ADAM28,-0.008310599153637814,0.011703405312515713,-0.08498144642381376,-0.07222327426593708,0.054469454383655996,0.011047298256864194,0.017403255701127135,0.07874887670063162
TCN2,0.008332291605388743,-0.00691804636477251,0.005635203850783448,0.08330941245384342,-0.003930005679103468,-0.010657262771054346,-0.01629777009522621,0.0417073722546305
THPO,0.06172941578027212,0.01066619090082112,,-0.03580120754787283,,,-0.020241749811430048,0.005004674144420869
CUBN,0.011810689508407067,-0.02132612194316347,0.025519516011171493,0.06843747160011197,0.026051775444259573,-0.04372251051762585,0.02641559093261194,0.03400885422696937
TIMP3,-0.0027527599076678537,0.009830453733883426,-0.017601118485339403,-0.03917232271986256,0.057892852644613836,0.03208882672941306,0.0007591956777964285,0.057623650662608814
PIGF,-0.012265698765153111,-0.01299846122463274,0.043843766330371826,0.03351755763994221,0.03801091657217107,-0.05923783755114695,0.014771229253709627,0.002133412327344935
CRH,-0.014446441572346895,-0.023791317224322872,,,-0.029959344112573873,0.013636250392539118,0.04696015418383523,0.13414703139946976
BDNF,0.028418637830387932,-0.02752741977846713,0.09372249217310351,,0.032357364019151034,-0.04971666367642609,0.05191171762122332,0.09159211573349235
CCL5,0.01974215401419711,-0.05816677707029684,-0.07890443234022552,-0.029435958800622178,0.03847476524915686,-0.005925025883346378,-0.021785753360163175,0.10150951580309996
GAD1,-0.0018007070551923471,0.06982884901746568,-0.033453502852590765,-0.03934363560770011,0.07899265980765206,-0.028559129441876645,0.002062465202653239,0.03185468748664465
COL14A1,-0.029217779325819235,0.00738700105420668,0.015652313731625157,-0.017656603638361325,0.019377051256080538,-1.2343307047447863e-05,-0.031172916421581577,0.08470748264652138
HLA-A,0.028995027988289734,0.003095541544800356,0.07534513262783078,-0.049553967736432246,-0.029084870690023395,-0.004699101373076558,-0.04691389831620887,-0.0014938119172589915
CD5L,-0.014446439901003645,-0.028942923587692383,,,,,,
FGF18,0.012495817989311169,,,,-0.023332853344153505,,0.0395410946616672,0.014697009169612337
ADM,0.05131182720034802,0.02775718984556845,0.0664664480605675,0.05814678655361406,-0.04414350906304252,-0.049203611927020656,-0.029624501924683945,-0.017378085446255416
CCL15,0.0040938997471119485,,-0.02983596571246699,,,,,
GNAI2,0.016616922273586406,-0.034328724561282775,-0.005017466707244349,0.054473631452603415,-0.04212671801782442,-0.048055857381169485,0.0119689642853632,0.04385878548130238
HDC,,,,0.04411405060493926,,,,-0.009829545606045084
COL11A1,0.006669853235375985,-0.019310350825697053,-0.03957196899146492,,0.015685575826979735,0.004607677278453074,-0.009495424522670791,-0.023906317793085673
NUCB2,0.00031654283926844945,-0.0028247405934126815,0.04915513337256367,-0.0700816212734677,-0.021533044232014006,-0.018453634654952512,0.02078200686465183,0.024148041367416457
FGF16,,,,,,,,0.009942659031596435
CXCL1,0.017559671477913975,0.004300825880919987,0.1560160041153892,-0.014030791881908766,0.053764826909545455,-0.034880327886408644,0.009702043413115136,0.10493813765656428
VCAN,0.02898462489474314,0.04644494265184975,0.058892293215984805,0.12184822312612245,0.008623504765257538,-0.019265427830081942,0.10132803157818737,0.018015126929704774
MMP7,0.025315422658524964,-0.017032495595719493,-0.07620984150229793,,0.004201221780178884,,0.02147667415583806,-0.059093242421701185
PTPN6,-0.017629954629023087,0.03714072403425172,0.021444475200348284,-0.0661901786288531,-0.008214628265243953,-0.024854740794749558,-0.0018040290521941459,0.057592204274974516
PTGS2,-0.05402453767900571,-0.0032397738080900394,-0.005335842401954802,-0.07677552223698962,-0.017539787215508425,-0.02868714554549134,-0.02990939790035735,0.08369212990589328
XCL1,0.005978867220610903,-0.02234178794024142,,,,,,0.021878878266562887
CD58,-0.023130350760771527,-0.02662053368548976,0.012617637455652425,-0.1817042636884907,0.05420261641044881,0.03457929168811197,0.013465258646088161,0.016047163118668537
TNFSF14,-0.01595107659304159,0.00014507806338137305,-0.03802697730652988,,-0.025437652681938358,0.019424857185117987,-0.023674296847188733,0.0018270866396897288
CNTN4,-0.02804390983591618,-0.007576989755367063,0.006723824804185104,,0.022933643288031227,-0.029120333416878245,0.0024574564911753463,0.0756535674976121
INSL3,-0.014181398257167814,,,,-0.014765384509025531,,-0.023674294559870464,
MFNG,-0.007422279185901374,-0.04549231670842063,0.011581718585905705,-0.061940062395780364,-0.024073343146817087,-0.01661365082584402,0.03809968093155766,0.0063923204501630465
ICAM1,0.04950482784869897,0.02686313283174178,0.007995991216657424,-0.09188668825157492,0.021242347117812716,-0.03946599825382185,-0.02852818714010474,0.03865299648372476
PROS1,0.04752979628131012,-0.08414992902995716,-0.04164876935882834,-0.04771816568071033,0.010127369174739928,-0.0044848928255919705,-0.02560172236157767,-0.03171490791020784
CLCF1,0.03996345418197207,0.12336611081230682,-0.0008662908652601828,-0.0471679433153193,0.04342873068901502,-0.026659503250392434,-0.06461877908531641,0.045571589354539005
PSAP,0.06313406167491885,-0.010123290236710897,0.0647468673551967,-0.00535254942860573,-0.01348608049617059,0.06587138672847352,-0.07073542075898986,-0.03218686205794166
EFEMP1,0.07526939861184455,-0.015539059970969925,0.01298698876454713,0.11245729246133404,0.04553424498336385,0.033696904532891085,0.011458289506482332,-0.023492060706670842
C1QTNF1,-0.019909081955613788,-0.0011478649335417011,-0.03586232877705339,-0.014613811891276474,-0.03471595458341461,-0.0037721543500132165,-0.018853380766647925,0.026966643205711426
ALB,-0.02192481176810115,-0.04302217149390896,0.03385383965593768,-0.02810370474993565,0.06826592142398107,-0.05438402157196422,-0.020693988123316305,0.10198947677250146
CCL13,,,,,,,-0.0265556407748852,
EFNA3,-0.0035961475726985766,-0.02367902323687786,-0.048517658648273974,-0.025623325876517278,-0.050122760922006376,0.019132231468181576,-0.002870716053775185,0.045834867601998744
DRAXIN,0.018476642639734465,-0.02331716107949419,0.040091016285007997,-0.09131540798149507,-0.04965898914581405,0.07370771421894137,0.024372654409947802,-0.03772102531645894
RAET1L,-0.011047446970470845,,,,-0.014947331038955474,,-0.028762060497297594,
NPTX2,0.020197024550041513,-0.004945469135970427,0.07002007283299976,,-0.0007385148790846615,-0.03975650121485662,-0.03889206772645355,-0.006273330038184309
FGF11,-0.02986031291652602,0.05602289605619568,-0.024936196257557403,-0.025016702094977566,-0.011777943182882201,0.050483375959595005,0.02155042336553505,-0.004928720979232203
CD59,0.021380920192250213,0.04484921895461293,-0.0630457991011843,-0.06624943111915976,0.044295024989824815,-0.05118269456846812,-0.019197636113730574,0.057997841249666233
COL9A2,0.034128301744132734,-0.022442552535361763,-0.031256110934062005,0.0302275116660325,0.04616744829887398,-0.02854238615109864,-0.050807517371867957,0.04788041641846468
DLL3,-0.053920968397461036,-0.05438036288158115,-0.008194985960535486,-0.044599427645205705,0.035413113856318845,-0.012148912217659196,-0.018548199926101506,-0.037359556129472865
FGF5,,-0.016381044181473473,,,,,,0.017311513543183214
LIN7C,-7.630676794916213e-05,-0.005733327696811484,0.023355261111949147,-0.056783950935862006,0.08333382413194534,-0.045575764763243196,0.04138522938881801,-0.012206109798268722
GDF7,-0.012988339010911001,-0.011590397628681914,,,0.11522510896351822,0.05962944496342424,0.020472792934467552,-0.042981674837229276
PSPN,0.002216458716682906,0.014747490766362519,4.416571310493814e-05,0.100218424158496,0.0016852765734033032,0.040509630488626006,0.03640460389695326,-0.003977678169411589
ANGPT1,0.06554616335187284,-0.06813112303840967,-0.015327248373034825,0.0007689127561188797,-0.005124913422761526,0.014341842865562738,-0.040465906373640996,0.0295468904102227
PNOC,0.05199746155619711,0.02486282670156315,,,-0.013626017474178744,,-0.0228167052216005,0.002526362182869866
L1CAM,0.013172170760851639,0.05844659369161255,-0.012389679479046968,-0.045026673274648814,-0.029349958290148522,-0.03704399895001803,-0.049245580058776765,-0.00022503996977018412
APOA1,0.0016177660097903867,0.07481858976055068,-0.043454882622413454,-0.012775794160524491,-0.013308749180923772,0.07974446267110302,-0.031218371045312467,0.0040213460089513235
PSEN1,0.025705844490788374,-0.043555468379357434,-0.009652305111786455,-0.09318382103483314,0.10352205782790977,0.03054975489387911,-0.01698523812934004,0.04771802365261132
CALM2,0.04114652915465691,0.010666012709555434,0.00021736096231908829,0.10937017214699252,0.044726762230120544,0.020888030304632984,0.01203906050863229,-0.010258800313175304
CLEC2B,0.027803594982470453,0.012294731843785836,0.04736317579296837,0.09563196785603868,-0.07069651154462493,0.023524181234933744,-0.06058931004078789,0.04779205925639414
NTNG1,0.01045090122250208,0.0695299729111933,0.0011726566660186738,-0.03307003506234851,0.03569391282299048,0.02485009406723201,0.06725589541431874,-0.025596208697099547
LRIG1,0.021732669084295934,-0.021594116358689526,0.04263488660783371,-0.145764164789771,0.053997752494925375,-0.042680492863675326,0.023337663337836073,0.003513262192309576
CPAMD8,-0.02219546327530398,-0.036953504691072274,-0.03195347202001083,0.00228182407678575,-0.014395022445668983,-0.04652389605346633,,0.06720025060218164
