,MGH258,UKF243,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
CXCL8,,-0.057984126116234436,-0.040131303601722346,-0.03715617199095233,-0.11504013421907457,-0.0024511895803013177,0.1513079311601532,0.07779772270244383
GRN,-0.04216691478569721,0.04876720489596629,-0.010420742006591958,-0.04448608069606626,-0.002728655622844879,0.023185798879559693,0.018578497359046958,-0.016495269009645607
MIA,0.03854509584715042,-0.028709916456298515,0.06711970189622309,0.02233996693081361,0.12100765598602627,0.014235289309167282,0.04347793426207524,-0.013967224056817702
COL4A4,-0.025228964101191804,-0.024813961264761663,0.0840261216012882,-0.026681516694008745,-0.02850654496947449,0.043398756534506935,-0.017726135385352924,0.033819597017742
TAC1,-0.021784366117684036,0.051490862857916125,,,,,,-0.02906848955967304
RARRES2,0.14370504745363794,0.0016447861667266488,-0.06953011041635043,0.041469585513929735,-0.043451856834256244,0.029344368696702993,0.04618555374991689,0.059671731300848053
FGF7,0.00934283190751776,0.013495633948729414,-0.11733535216947379,0.006144514585638186,0.12021418605931206,0.05978371992344119,-0.02375443346562074,0.029269888044878768
EFNA2,,,,,,-0.014636424363116197,,
HBEGF,0.014481881800535433,0.07848439891822907,-0.09023798944286823,0.011238519939132934,-0.011960854233721303,0.09284667263356516,-0.013206713576472339,0.013743383284871758
CSF3,,-0.0401987184450859,,,-0.08699014021649389,0.0007277566275132855,,0.03799162853246788
PI3,,0.0033738363701133985,,,-0.12924759837101715,0.027368944002985514,-0.018327141445815223,0.05573711179580844
PCSK1N,0.10769300771495884,0.1039694321568042,-0.06838156531689878,0.007799993562737308,0.076566898159613,-0.05913043949141256,0.023714053506663033,0.0043209728650753934
NTS,,,,,-0.009851052672511641,-0.01783170562845734,,0.05189805755683271
SFRP1,-0.03169680296967714,0.10765418579088465,-0.06484890195216907,0.002862447488108637,-0.037944413430055175,0.019056764986317903,0.040885400316359885,0.0268789802024807
CXCL13,,,,,-0.02984396157918675,-0.026841565176690806,,-0.017978052419129593
MICA,-0.006730308896628726,0.09067866944290837,0.034348754457439505,-0.04006881143238567,0.014090887697838828,0.0811897083275282,0.05262083434510052,-0.04212218659921165
TG,0.0887516637772359,-0.032044794789812196,-0.04256442655908106,0.11453319577245946,-0.005337128794422004,-0.02196169477977557,,-0.019879647176896525
ADA,-0.006759804804668109,-0.021421622950601373,-0.09069330330498807,-0.047052653330105325,0.003154155709020628,0.022432011642581316,0.020588152660115554,-0.013241522542362877
LAMC3,-0.0016641081533006002,0.08980478524957955,-0.013330812165627821,0.02818833085638856,-0.00807516633979246,-0.04009619583834945,0.04247176181511511,-0.011139630152854742
CCL7,,,,,-0.026926708602953014,,,
NGF,,0.08091492094896743,-0.016240029323541023,-0.03136124954436631,-0.031098192790399964,-0.014439686195568057,,-9.819757434406955e-06
TNFSF15,,0.12136828809943709,-0.010435145032549078,0.05751007921915925,0.0604147069111314,,,0.009775577732651159
HMGB1,0.03975372208326932,0.06276518860390579,0.03634262730467622,0.0037611458386709287,-0.07893975280184744,0.04640301872815497,-0.05585146802005494,0.007821595832473034
ITGB3BP,0.009924003792976284,-0.0305946898246434,0.015783871706898357,0.06380502000749884,-0.023486944230738275,0.005379932406878608,0.027659631664460203,-0.006956160591013805
AANAT,,0.02716946378389533,,-0.021980261290999028,-0.005681164397826825,0.0632450255078651,-0.007223833518935485,
RELN,0.07191318040423539,0.004097974888477951,-0.06484891838468936,,,,0.027422130830472215,-0.01811791813513883
IL15,0.0773361558248404,0.01967403248420025,0.06809201319706538,0.11750280282550038,0.011665983238363984,0.011024950447905708,-0.01828180892060884,-0.02557937599655988
UTS2,,,,,0.022561732863209973,,,
BSG,0.09753906789795108,-0.025573608680783056,-0.007251883489620079,0.003229031240592221,-0.0854400386786525,0.010382937567719913,0.022005707596770823,-0.046267503130908716
ADAMTS3,0.050767299350685156,0.06879888280763674,,-0.0004259173023944804,0.05655341577909291,-0.028500232880160258,0.08870446799510259,0.021600803525737497
CD34,-0.03796154673556719,0.0816179263914655,0.017302547177761304,-0.03839453189082047,0.007111397405394889,-0.015573661117992996,-0.004386429596821105,-0.009115360599521775
PLAT,0.03739073536898573,0.08856044151935148,0.0028495262047819195,0.08419154622752889,0.09471533575483819,-0.0050257171787886495,0.022103155396209793,0.04617013388660729
NTF3,,,,,-0.05447016122696697,-0.0626879356457896,,0.01002098646529513
CKLF,-0.04457616877926639,0.04569767469336693,0.10667652545072016,0.025382817034542208,0.03961800875181597,0.09962787501387053,-0.03850199488161324,-0.0015823562651304972
CD24,-0.02550763679837405,-0.031083737080476553,0.07267579940430666,0.03878058310199377,0.0467303808036284,0.013580432848874606,-0.042011348319336145,0.010982766474469774
HSP90AA1,-0.0022925813602608838,-0.05260374772118676,-0.034585841447281294,0.002883516162658122,-0.11633873402993672,0.004708677747919888,0.05264661015881269,0.027148278357444905
BMP4,0.010675097212680461,-0.05012309235531389,0.07113774969731905,0.07532133023682455,0.03774703896497226,0.023970575682645153,9.974842610885729e-05,0.038626165363270834
SCGB3A1,,,-0.04657892399369471,,0.08092536460593726,-0.028017877476759857,,-0.01930727047945192
IGFBP4,0.011848578068804011,0.01659157301973936,-0.0011688628668862996,-0.03019383604350675,-0.07390579907543805,0.032348172410157375,0.03737931417566416,-0.02245601037872491
RSPO4,,-0.02829185562285626,-0.01809701425742668,,,,,0.04890750706741717
LEFTY2,-0.024979512681203988,0.004888396871805835,,-0.02808891110642463,0.0724728584350644,-0.016829258332864912,0.09135822390807205,-0.02852849107298505
PF4,,,,,,-0.01341529625566097,,
ANGPTL2,0.010859576960945546,0.11328165894275319,-0.000505266263953375,-0.006637084067284742,0.07708676743916067,-0.031550813077012574,-0.012910595268047128,0.04721747129489825
LRIG2,0.032473452898715234,-0.04826896092070377,-0.06201091069089946,0.034311848126852194,0.037243465789158825,-0.009757657650746949,0.0018577793101888778,-0.024413419030625397
ICOSLG,-0.03494908985795075,0.015559347927393406,-0.026269492033240745,0.07996171404880573,-0.019973204474388793,-0.007125040466084387,-0.04044579399809051,0.0037891904863272367
WIF1,,0.03594554574805765,,,,,,-0.019500944207934415
NPPC,0.10481960552659375,0.018832186051168737,0.01777171660543254,-0.02631907466515976,-0.029651378332743943,0.006766822485235772,0.11333147304502277,0.009186755313336632
LYZ,0.007776144597965353,-0.019356869987813958,0.009796914704005242,-0.08219140456379653,-0.09686387089868885,0.02367673070496035,-0.03292017169787125,-0.02580312780793496
EREG,,,,,-0.05465639021870393,-0.04262767943385053,,0.03243677658957718
SPTAN1,0.11639319945138973,-0.016417269071617148,-0.05297616525770333,0.009307976261865388,0.07003641345118489,-0.04428899518601003,0.03387118652411505,0.008290352116283815
PTH2,,,,,,,,0.056558339517424235
LIPC,-0.003219748694688449,-0.029472011429373533,0.042797533608738655,-0.04128817184345119,,,0.03718321384880325,
COL8A1,0.001293483920546308,0.0949796463368663,0.03223798952593722,-0.035634996249631117,0.052673618484504595,0.050599973002659136,0.12095900158806118,-0.020477777105165917
GSTM2,-0.03981028992387793,-0.001354990741884338,0.017735014248356495,0.1329731393564947,-0.01993129678758756,-0.04147037016346675,-0.02246415942673575,-0.008930320306569218
SPX,0.03659044099332584,0.15138001463817044,,-0.051003787473008,0.03499690415714508,-0.016656805025615895,0.012279482297112405,-0.021582869217186017
MFGE8,0.041335732051068365,0.06091407839772667,-0.01805635406417644,0.020077822779886907,-0.026636208556268547,0.03814271072586889,0.025924819884216816,-0.018454334790058695
TGFA,-0.05660900741528291,-0.03051035772427519,-0.028251332180945835,-0.03930095017410413,0.025152084711045547,-0.0009439529147145221,0.05175487451989709,-0.026135640893119275
SLIT2,-0.025964256678889575,0.12270744558908228,-0.03546676945429605,-0.0058455618915164605,0.002839850241941105,0.0349848775634574,-0.037633827061147505,-0.01612289309502674
PLTP,0.05144226601176393,-0.004634904506068654,0.018441204920222998,-0.05366471524644345,-0.07449646554650102,-0.013192979793065423,0.08619677397755862,-0.033599787898940935
APOD,-0.10331356958775938,0.07781940098979105,-0.03895901611207088,0.029905102488061105,0.136096406604304,-0.026745632786149078,-0.06021740885432747,-0.04404113333265035
B2M,0.02539933358697627,0.07211197951763249,-0.009930021070018683,-0.09046166202653848,-0.09692860998037424,0.027277961048422023,0.05663605586686014,-0.04821617141111102
OMG,0.03522030609319723,-0.010242698415006125,0.016930578077120725,0.0221554039184146,0.12230695692863518,-0.0289455723905066,-0.06198512939700851,0.007870928120365777
CXCL3,-0.020316960229370334,-0.053048161222916876,,,-0.04842623376814574,0.01886248583375804,0.035576201346752025,0.0340635788706529
CXCL10,0.06366125172571656,-0.013860759336086334,-0.0484455436528127,-0.015637736698647844,-0.02780528099518243,-0.017993801326118507,-0.025312736180825666,0.02580369793808296
RSPO3,,,,,0.06540139845696187,-0.03511103549425317,,-0.021370335405666224
CORT,0.08512000832534779,-0.031720154851141366,,,0.013177121625215739,-0.014038425684307226,,-0.0024505860530861347
NCAN,-0.06318976170783808,0.08970155180587204,0.012490344741102385,0.02247434929834141,0.1446811437079741,-0.07457948950575204,0.12379298111672062,-0.0312341045902627
PRG4,,0.013233762527963204,,,0.028752170397844893,-0.0015322029030447265,,-0.02724700920431742
ZG16B,,,,-0.024434691754491252,,,,
TGM2,0.0026472249630653867,0.08507325261534526,0.049332280714188485,0.03572538044513409,-0.06082734140267728,0.017704454634922106,0.01480794782766523,0.03439364959710767
VEGFC,0.031450226728619426,0.04680870534777489,0.0496124760611857,0.12965615716000092,0.03912650061600921,-0.013856983649660329,0.05530145239637392,-0.03580324852764287
WNT6,,0.11043818344707762,,-0.023237394727244204,-0.040196725575958395,-0.026091041599047276,,-0.027841031482948017
NRG4,,-0.009944433335301255,-0.03399155801545508,,,,-0.019900348589967008,0.08426974305296799
PMCH,,,,,-0.027369145781461282,0.022653662730291138,,-0.01594955049494484
COL9A1,-0.015675551010320164,0.03169303134868657,0.1114595729627207,-0.031584852694236,0.07045070795165666,0.02180251880543972,-0.014669019207785215,0.01213279877224239
GDF11,0.03522679383941714,0.10033179209714772,-0.0987987094535097,0.05674744267023809,-0.01670093627336421,-0.0007907645661247786,-0.008803187701206356,0.03430341397160312
IL24,,,,,-0.020405775582259107,-0.013201396177451852,,
SORBS1,-0.05300993258662596,0.03520022489632663,-0.0023429159527947716,0.04821030663123196,0.053042661230535866,0.027726878602808633,-0.07555231254304386,-0.07214443934833163
DLL1,0.029858285815428282,0.04645343595686259,0.06866137257360096,0.011492336621575458,0.11326342495554993,0.047196989392343444,0.021838401164977955,-0.04751685290142483
TLN1,0.05278815929153408,0.060251336077852984,0.0796205349354651,0.03730173257889742,-0.07051478109673873,-0.020015540740108532,0.038688541444807475,0.02075831475097072
COL2A1,-0.023696448988498504,-0.03005017668306753,,,-0.03517967301562441,-0.022823047757102366,,0.011558085570726954
SHH,,,,,-0.010927085778750513,-0.015288513387320436,0.015999363288664848,-0.00852111444861693
PON2,0.023751023639833783,0.13662604431195763,0.049524334491592596,0.07126837670710476,0.059862855873342384,-0.003609743592654476,0.045296911326846934,-0.036505864378445205
ICAM5,,0.05915655845803198,,,0.017466837759330486,0.04409702844866413,,-0.01848276184648187
HPX,0.044991690063747196,-0.0006585045634260581,-0.044219827617018446,0.028655549365990813,-0.01642264803226516,0.01625212291311919,0.05270411862437997,-0.0015228630946827009
SFRP2,,0.09526377108540245,,-0.03509883864317556,0.002419171708837851,0.06494755734840278,-0.0415952333486362,0.05027366352923371
CD70,,,-0.03689070940941709,,-0.022743932775448335,0.01056877227260117,,0.04637009236427782
HP,-0.04701902879868874,0.060779792648337355,0.09595166132765838,-0.012297087516997882,-0.03563861334770861,0.02384831141355538,0.01480557372187384,0.043400401764597016
CXCL2,0.04550209532717028,0.035146169015074204,-0.033487144064365246,,-0.03710741758269642,0.039109912697209606,-0.04060698325771149,0.0005890826374144328
NPPB,,,,,-0.005743408497809887,0.04005928164203493,,-0.023838251675010674
CCK,0.02889944047587179,0.0185132463680354,,0.11363367780762747,0.08510891460671607,-0.03693685191078439,0.012819519486559744,-0.036537839808648775
SEMA6A,-0.03111443648012528,0.07998933944367918,0.1330008486678121,0.05871431919669409,0.10906339407018012,-0.0572907642310647,0.07578830621544809,-0.06214027126278597
IRAK4,0.046267526755691776,0.013950714482641393,-0.06526282067831402,0.026043883411700875,-0.04095893827099258,-0.050888621164031325,-0.023399457758679864,-0.012274292655523577
GSTP1,0.11768325289719762,0.04557314357965285,-0.06381098272131869,0.023087235527482354,0.07950385739725793,0.02252735714850451,-0.00013133840146666815,0.007110073156834248
VCAM1,0.03770495692468239,-0.034533068627782194,0.009763652813202692,0.06584346671702145,-0.019233182583745755,0.06467800145911635,0.06893797894861724,0.037756199332402283
NXPH3,-0.010027128348542465,-0.083691057606162,-0.03470177017328316,-0.06104868456224382,0.004369200459913566,0.040585630065646486,0.0744149673441014,0.027438914769052507
MTMR4,-0.009626856075857584,0.04323161202698016,-0.042715985689503716,0.03728144360732553,-0.052723345963647694,0.0075720048375501345,0.0060594548416884435,0.012181734887689505
LAMC2,,-0.02680992432417376,0.16387518846578006,,-0.025087039612037183,-0.017337137421680363,-0.01924056090962012,-0.015481526531372858
IL10,-0.008542871571993542,-0.028458292795701,0.07351363059543098,-0.007427191567943426,0.03263958790436388,0.005045592403864499,-0.01855936875997969,0.025826820120129955
SEMA4D,-0.05910859511285694,0.008196053513678568,-0.046101000331169824,0.026431711415216656,0.08292169591375409,-0.004567439896667507,-0.055506969080816655,-0.021679432551703445
TRH,-0.02316503146419962,0.07861950261828601,,,0.07095351966722094,0.0403821101375582,-0.04252733532013758,0.0006420874286891603
SEMA6D,-0.0003871087977423758,0.0453371264254253,0.04537911799169893,0.11126806703623088,0.040533871604395165,0.05442455222281782,-0.025683311469112707,0.018283068365774494
CEL,,,0.0010778011180659786,-0.03377969280686882,-0.030901428007024008,0.07751454268558873,-0.024166521960305273,0.020181463000343156
PDCD1LG2,-0.05016529879670985,0.0555736591547402,-0.05882811475201089,0.07133645614138451,0.010432599330108705,0.0644198766198381,0.09463836145679408,-0.016604113434742045
SPINT1,0.04541002894959089,-0.04150993986237737,-0.08380284472561891,0.07889047671497204,0.011697147916407526,-0.02704426228075765,-0.011982048275950475,-0.03805217271766646
CTHRC1,0.0502063342391919,0.07771864875862342,-0.0605345260745151,0.006562083127686434,0.007831887225982869,-0.0332485508209975,-0.00889542345690681,-0.01774976615700582
PODXL,-0.007019766015908696,0.05267726186358074,0.08645492392895145,0.020097036986478183,-0.10451125535236974,-0.0071345335848166,0.0065911895844936895,-0.032986576775354486
JAM3,0.027514072162042717,0.06178304911035351,-0.0455580058894897,-0.013552748510290358,-0.07595709519041463,0.017016692358297773,0.01761483311193065,0.03544677551628869
TGFB2,-0.01624945287028512,0.02473873301240976,-0.008644978743954987,0.041332086765182116,0.030600910090176476,-0.08508543251450958,0.00324105402025371,-0.007368072071038089
COL18A1,-0.008755487240131447,0.029800161813456093,-0.02576062338175959,-0.004137968385195589,-0.0646159081620194,-0.004828717756802145,-0.0038746825287158657,-0.007039765576859701
NODAL,-0.03664826985190127,,0.013423965768980157,-0.016509930035497944,0.04221036218419629,-0.01630683403473225,-0.028943979892997334,0.0029974969267511547
INHBB,-0.02854137849131284,0.028937841816646964,0.14631705367135683,0.026278970443918605,-0.03465235149761927,0.05219713896882007,-0.01672017791298889,-0.004112056113348763
LCN1,,,,,-0.018726959381765943,-0.015399742200159886,,
ARF4,-0.016554947537135673,-0.015149027343777408,-0.05879544747794711,-0.016849739459090494,0.053896928321279326,0.06903149219615166,0.02675756770378131,0.07169931693040232
CXCL14,-0.08478138371832432,0.05032289500268954,-0.009233999927065984,0.03403669856063425,-0.0799857901948194,0.0023725815193631713,0.1091270828434548,-0.05557414078808377
LIF,-0.03128872782030301,-0.06843102005694177,0.07698594203877929,-0.01670094158841069,0.011541487127250241,0.002490232680835755,0.07890674966954052,0.0604828982863431
IL17B,,-0.03204480962177826,0.08359281738759615,,-0.02823538157205022,-0.008315772295347744,,-0.022025777803527304
MMP1,,,,,-0.04460970470075611,-0.025382638231655926,,-0.015949549231838035
MATN1,,-0.025248323426677172,-0.00688573109056834,,-0.04082715917352428,-0.027237872358830274,0.0858673402218365,-0.022699928605082506
ADAM28,-0.04503380128609305,0.00815293793431761,-0.10101590320752164,0.019107637571805856,-0.017519248112837792,0.09193385006789585,-0.07698930258886291,0.024054587994432865
TCN2,0.04879376172989123,0.047777492312285647,0.03690065735969065,-0.012955023503885629,0.05358595668707478,-0.007190947091159692,-0.030479610216253943,-0.05798269557422353
THPO,,,0.07507451211471429,-0.025203855947682315,,,,0.0753036115284771
CUBN,0.004855802936387916,0.02988602733931113,0.08893304904494088,-0.008064314864335257,0.016434957466027585,0.02471541684707213,0.04370040562437525,-0.008270060567705493
TIMP3,0.02373405865474155,-0.05637789559701102,0.055719970894002824,0.08403511941894269,0.04863318536428494,0.022225303041380925,0.08004189556460051,-0.06018940818594536
PIGF,0.009342462889321184,-0.002216419559285055,0.007588807100885914,-0.025631627314443413,0.02608060006422165,0.005387290804109629,-0.008342707290780916,0.027803122096258227
CRH,,,,,-0.030913890220773753,-0.04319942878289453,0.09272192041167714,-0.0256047008840476
BDNF,,0.01633588903909106,,,0.03927229891796962,0.001044091551171177,0.07185481026619812,0.030574464056744445
CCL5,-0.029736841714931687,-0.017852616898041115,-0.026274604539264793,-0.07216204438866669,0.0009986321651830458,-0.04295494048761186,0.04344513743904557,0.026910467291167403
GAD1,0.07873242948791481,0.011851115325004541,-0.03735496758673134,0.02031245998673593,-0.0022007468895712825,0.021472365838911184,0.06556157705423452,0.0008214170919983912
COL14A1,-0.022169256890197178,-0.006564656784544497,0.023365853431355988,0.03327348894846246,-0.01675350907682577,0.009291405173540355,0.011738916710520275,-0.025582622062436902
HLA-A,0.07574366470875571,0.0661868303322927,-0.0021421806312155955,-0.047355393120652706,-0.14731988267351975,-0.012211194892969165,0.06745812780139306,-0.026569555037556626
CD5L,0.000800445993082615,,,0.019524354853513413,,,,
FGF18,,,,,-0.033380984307065056,-0.02403905351894704,,0.02900754800728657
ADM,-0.039131261820625984,-0.1159728226918444,-0.05498664730378577,-0.005710424937635879,-0.04812406124986977,0.07119886624052478,0.013203868799252892,0.005657844451004265
GNAI2,0.025519705518105198,0.06974043690870906,0.09951227628091318,0.012480077160073528,-0.03518747600802144,-0.05559696874288499,-0.07363398618498099,-0.010845741424974555
HDC,,,-0.01587192994752321,,,,,
COL11A1,-0.02917468050858651,,,-0.014783884050738064,0.010984606799454682,-0.0008698666624122123,0.07611253204208085,0.03798782321759632
NUCB2,-0.014719371748357827,-0.04073773178313411,-0.028186438300212856,0.03842727909709512,-0.05676917078881892,-0.026807483951227413,-0.007882982315235324,0.07546724796658812
CXCL1,,0.1272048910719233,-0.026862599035861596,,-0.016272076858536443,-0.020342349610768265,-0.029255366151496525,0.02629199620987087
VCAN,0.09225441720290516,0.07415919029637333,0.09153478866457522,0.0071219097864605755,0.06693958122573866,-0.04185310692869094,0.015202106937043745,0.054771489267626546
MMP7,,-0.0038183750528641845,,,-0.05466655157661576,-0.034904378084814204,,0.04867443658494322
PTPN6,0.009975400846268025,0.06457400250901794,0.04764892738483954,-0.012916144584856877,0.021173436325798572,-0.021796962655019625,0.01200353973740329,0.003534594021670219
PTGS2,0.007946187028271878,0.020535118768548605,-0.09138914980141986,-0.028653351111548608,-0.02147846140764091,0.009727878617238032,-0.02406092481434621,0.010089947858436673
XCL1,-0.02262215017610839,,,,,,,
CD58,0.07572712356341925,0.08891535150396584,-0.07703949517727648,0.042857116086695436,-0.05541533907664737,0.014653521010776679,-0.011762783520037004,-0.030585956582466815
TNFSF14,-0.011540793295410178,0.01910587234542559,,0.04494506546640748,-0.026703031701123085,-0.026207557438350126,0.04338967813095374,-0.023030312040204646
CNTN4,,0.041726714940226284,,-0.044683830893279715,0.10980609790744983,-0.023821182015709888,-0.024424254821767084,0.0020988639913759057
INSL3,,,,,-0.02969710161358882,-0.015212278721549278,,-0.023030309815105676
BTLA,,,,0.011276318900333183,,,,
MFNG,0.09803298835327921,-0.03137050205634253,0.007107559915078654,0.06272112685624413,0.0016948423403478437,0.038176775037636,-0.042254758544481734,-0.025494947680891993
ICAM1,-0.005108937221788233,-0.03646348178702444,-0.14103966861924552,-0.07282761775510098,0.002490666138204941,-0.0051109921494909135,0.04177460416058067,-0.01903753207708872
PROS1,0.01678203645045299,0.07793344278672408,-0.026288013205240275,-0.02152083042671326,-0.020168859929750916,-0.004838064522315833,0.000563633435698349,-0.02861069216821106
CLCF1,-0.050772876894609104,-0.050630676583137635,-0.060165134354073335,-0.02255057533465482,-0.023759195449450467,-0.036834755024186594,0.02438487125650316,0.016398169824658984
PSAP,-0.08200250059212301,0.01794357755377476,0.017501077776022913,-0.06473761114675773,-0.0492829009510842,0.0035807472798859434,0.06561861463018845,-0.0016941338013745076
EFEMP1,-0.008705851892819054,0.018127649156686285,-0.02830000688525314,-0.04252003530619247,-0.04710947961606945,0.054687063292284,-0.028021641277929207,-0.059082375892757936
C1QTNF1,-0.009494000462191341,0.031145241724152437,0.031160723269658273,-0.04780712599560911,-0.09240073137185346,0.023878436461494384,0.09070377627091294,0.006899570572418147
ALB,-0.03405711785473923,-0.03573626776263993,0.03708320725960242,-0.030797554489557774,0.05685283847642477,-0.02327941111018238,0.018063667335356498,-0.03855216727651756
CCL13,,,,,-0.019822488049072634,,,0.07629451149583306
EFNA3,0.021118100014302994,0.007276467056693575,-0.03920551627895836,-0.030277296143204183,0.07351957714461599,0.027480001648696097,-0.007327506457089373,0.02349499652432316
DRAXIN,0.023363675798651853,0.044441220916069536,-0.028273485565333396,0.041066413879243764,-0.019793639496895908,0.0025358635461707295,0.04173285732554524,0.03675620153589035
RAET1L,,,,,,-0.015399732107813693,,-0.02797967907759277
NPTX2,-0.05919458370091566,0.06489948689412252,,0.026488290431752458,-0.04485794205295529,-0.01268754327873995,-0.06145432913871956,0.00994827152750215
FGF11,-0.011521858420907811,-0.08261955793865006,-0.018882149755647216,0.021463076915066402,-0.039509181199559706,0.07498977965043993,0.044530073797063995,-0.002617564669416785
CD59,-0.08410816280559388,0.06563807767490261,0.007146731485717435,-0.00017157405366305167,-0.048763075122315654,0.015043685731301002,0.057568068480321304,-0.03468005575581793
COL9A2,0.08449712298622623,0.03187864111024001,-0.0035600762346290667,0.046497002323877566,0.08487335567588476,-0.0401459561792536,0.0189187152350342,0.023147667912978655
DLL3,-0.03425996787521342,0.05056608857721405,-0.0910947722630274,0.051102444632691424,0.09985515808384982,-0.03502628299327457,-0.03803085062599468,-0.06526793784882394
LIN7C,0.04345620963744465,0.034276535532440006,0.027375742320264698,0.004437416391760058,-0.01387937282485115,0.09159917658031724,0.019128234639268583,-0.05494877433209121
GDF7,0.05878903582026594,-0.02524834060899632,,-0.036611416738091374,,0.10895717992912138,0.016699965902058987,-0.0187222976124236
PSPN,0.05644725326717568,-0.06156253111216657,0.11683901033768833,-0.0019144757574103507,0.04414402949102848,0.05493695856949689,0.05318712161095839,0.017493800673619622
ANGPT1,-0.0003572214641265937,0.08244737532537785,-0.021796475404267848,0.16892663723776402,-0.031068124776330905,-0.02397606056792797,-0.05194179556598033,-0.009751883006883408
PNOC,-0.03309103568670669,0.051441939686774664,,,,-0.01403842721164516,,-0.022196048498277793
L1CAM,-0.02213230854479491,0.05959056161670967,0.15209005866990655,-0.05158884630490159,0.04071274627617649,0.0037730049516340124,0.018642077857356703,0.052640701917938064
APOA1,0.07101300163468742,-0.05423843711629925,-0.05246713317936417,0.014729077666580282,0.03519537760903518,-0.011475889401970056,0.048926484805226544,0.008470387659890938
PSEN1,-0.011642051671788787,0.01923323973032703,0.06892916453700754,-0.04451796868080946,-0.006336091690627477,-0.03800876010835363,0.03050122125761086,-0.039090541980885116
CALM2,-0.060210170137548945,0.02630046464890824,0.0238206655833397,-0.029990908098848672,0.11942842658237952,0.04537181075755855,-0.008904558265511724,0.004728029281149854
CLEC2B,-0.002372997726895596,-0.01723036572075308,0.05400265153199917,-0.023800788459162916,-0.03632323348783673,0.004507278660322638,-0.02694625907198715,0.011831564508204153
NTNG1,0.048154531323109,-0.051009656531255325,-0.03139847319052351,0.024466465257036125,0.02210710000192733,0.051118680795108395,0.012490775764864806,-0.008266476366339764
LRIG1,-0.016255313006539835,0.07144127328782506,0.012920966606052221,0.04931338995960897,0.1007895897470474,-0.04348119766187451,0.07640601862951378,-0.06828378383053493
CPAMD8,-0.020618261357606686,,-0.01699761670137226,-0.03903894569221501,,-0.014830707152436126,-0.010295485085566745,
GHRL,-0.018776172677385745,,0.0005477653580947888,-0.018395330698114453,,,-0.03914566483642122,-0.020251799826063843
NPY,-0.030247794104281227,0.025973299101319805,,-0.032589610541631425,-0.07625401719365475,0.013399975542420015,0.06524430500420764,-0.015211484268388285
MMP2,-0.022921972236507798,0.09351944816940158,-0.07333574900975554,0.09190543347414619,0.05527768462896864,-0.05178921802740125,0.07842202071403694,-0.015234541683792261
PPY,,,,,-0.057780959815634324,-0.03960000434488523,,0.09413883865215603
ALKAL2,-0.030876016045651208,0.001097557358978585,,-0.014140547242252244,-0.030659131747089178,-0.04361104427588098,-0.003422740297600765,0.020264539962757996
