,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
GRN,-0.09548577958927022,-0.09611408462236576,-0.09798925809513169,-0.04984199093489575,0.001548843035411176,-0.0036347715894854285,-0.10744383341705961,-0.24068138248844478,-0.41369307646569914,-0.016400698387171623,-0.05879583490037034,-0.34605093323064673,0.0031010233082900914,0.07690058243467243,0.06202701148721468,0.005093454303250125,0.004278806894539939,0.14331568877954726,0.15586435954388755,-0.0661901525877466
MIA,0.0737730676690464,-0.05652300378679801,-0.004167266824939771,-0.024648112505311532,-0.005453703954735992,0.029678350060729494,-0.11054229631610499,-0.0727222670010967,-0.18270415909251347,-0.11156725808407572,-0.025455893762445444,,-0.014716144420292919,-0.007761292208840837,0.006191620101750512,0.008722364230845627,-0.1193342165049028,,-0.11858624900708493,
COL4A4,0.08969171813621138,-0.035907043355876946,0.0053945268333562115,0.02291488693735001,-0.04312180093301142,0.0006665508145899834,-0.09541003676086243,-0.052400757575743216,-0.050770788386618394,-0.0014312481691608674,0.005057788011100888,,,-0.07525296639252106,-0.021078030057841184,-0.028770889534462978,-0.0381202873375381,,-0.12025926039362697,
TAC1,0.1334948548008887,0.18476673258211132,0.13268429962776768,0.1492838489683869,0.010679014212317938,0.20659439043013267,0.31098745698626123,0.3896655725746238,0.4843840823937928,0.3777039436087518,0.11255695137625227,0.3406122819116213,,0.5028547207096798,,,0.16215082823754576,0.11071824381036224,0.23778969887507811,0.2171471244937961
RARRES2,0.05349962182305016,0.027730526783782967,0.04824598077450306,-0.09376014260790265,0.10629384662252046,0.09854362253404399,-0.2308979987340985,-0.2534404482619874,-0.45223576937951965,0.28916092356421874,-0.04960662266345173,-0.16945468349259188,-0.11171658896068219,-0.26266339038848074,0.037605039408835236,0.011504145811198702,-0.06545334787415592,0.018245762764061823,-0.24956539436777536,0.06524925784653032
FGF7,-0.029394594488885043,-0.020354021756239786,,0.033094940850383614,0.02236293102481559,0.03171352934783541,0.1260872055382773,-0.032553129831839486,-0.10622657394231602,0.007670344359789596,-0.02449084436133456,0.07737746579937888,-0.05775572316860567,-0.03665824218166435,0.008417267584443243,0.07075900829171969,0.050452602766309994,0.08622940587717753,0.12395851869345965,0.04170024330916064
HBEGF,0.00099168997130713,-0.016586815982912877,-0.0738949631892921,-0.060108581340466476,-0.047005992052044164,-0.04842943311026776,-0.14470063917973155,-0.1890100489717814,-0.18524888641359363,-0.34176845534917394,-0.04190604858838409,-0.22540560751126126,-0.007221479168864079,-0.1130495233712657,-0.035515436430885526,0.05753478541284406,-0.031961017862310356,-0.0028300565708525064,-0.27742835860356085,0.014185250582480548
CSF3,,-0.03590701492816346,,,-0.030183621482736855,0.011401867991984525,-0.04202379867423585,,-0.028950720093025864,,,,0.023315767765848826,,-0.057652627630035175,,-0.03722928119766503,-0.065565325218107,-0.09697706983151519,
PI3,,-0.042537213671783834,-0.048716921979949576,,-0.024361072939626017,-0.0339299011403355,-0.016372429962402266,,-0.053988037942494925,,,,,,-0.0060078335417311935,0.021053022360646628,-0.08312771021460223,,-0.09430900919542105,
PCSK1N,0.10043625763884081,0.16836737203633897,0.12519177114298902,0.18544888039726906,-0.0063747383054854325,0.026465955738431163,0.10836604704403487,0.1696891186461487,0.25384162155648565,-0.10261962168413713,0.1471199387001255,0.5380882158566253,0.07847557623361359,0.5265339057001168,0.0922560568980133,0.013704161193109084,-0.06791202281152234,0.26897959214049516,0.36580811624929277,0.2148329986389047
NTS,,,,,,,-0.10701787748341156,-0.004202039058010785,-0.0688077508206503,-0.002455313401479724,-0.042887821744280075,-0.10739145037715601,,,-0.031055511145936448,,0.006072557434778848,,,
SFRP1,0.045872086541209424,0.06958207698501222,0.05513461430402107,-0.06484611467909263,,0.0036329972451194024,0.10489642542105826,-0.1212792227597765,-0.06978325195789185,0.01193366162350586,0.025077930308038943,-0.18097115095850994,0.08881410449073919,0.028989364988414087,0.031133991957775647,-0.014462395599284722,-0.03045467420058064,-0.14653047274595785,0.026332197701539283,0.07516286164245721
CXCL13,,,,0.02577795307498976,-0.021916880606840775,,0.05844963581125625,,,,,,0.013736033474602581,,0.07326970597383627,,-0.015043270586260133,,-0.0728105238255134,
MICA,-0.06693169334796,-0.08369541597702995,-0.04441127562420014,-0.05337117568981509,0.004528284800853436,-0.023152462709775782,0.021717762694696604,0.028279933435121946,-0.18019940598013884,0.016171140037736103,3.4751769771997866e-05,-0.00913253187685867,-0.010203042516670369,-0.16336432485254196,0.018951918343333974,0.0013984790559769726,-0.010317263590983472,0.09177044294698979,-0.11213547366881306,0.07741276963562409
TG,-0.021319234456485422,-0.028623622080379548,0.09621806515936697,0.07488231540889727,,0.01677760088732427,-0.015100752941037781,0.01236011935780588,-0.026305464174215632,0.0456871028946559,-0.01807782423331179,,-0.005287501942404719,-0.021039880847865306,-0.01768832030709835,,-0.030640270512436684,,-0.028225695564723263,
ADA,0.03578311051156674,-0.028161412980879597,-0.024091353496304247,0.004838914965194027,-0.04054295977467349,0.020171688606799285,0.07445128265388933,-0.020930788609459062,-0.34339328568387073,-0.05213458515487884,0.01631903761097629,-0.2130841967483151,0.05100371522451502,-0.12928775138785295,0.0059060336442732205,0.06757499323808577,-0.04467844911294927,-0.0390052019756055,-0.011466378072004542,0.17057049651318204
LAMC3,0.017956255453570526,0.02807701422165521,-0.10954692235016933,-0.0013120186410593361,0.03887717125250292,-0.02014416971885538,0.05941464301020371,-0.09999401945042942,-0.2954978282582283,-0.0887486061404517,0.013671313131375557,-0.10052077196342504,0.027181040526123485,0.07047678184435512,0.024795034179408405,0.016777348931640654,-0.06201958443655251,0.03434791607728121,0.013183834835560812,0.017546352725153397
CCL7,,,-0.050830369970894115,,,-0.025404307755291376,-0.06302636976979206,,,,,,,,-0.019951620137266056,,,,-0.15774820190595495,
NGF,,-0.020687052010819936,-0.0208927761035892,,,0.020036878520552623,0.011204248842209306,0.016734938596983835,,,,0.14171267385714947,-0.004173230214460774,,0.05351684412451444,,0.0026667714130766055,,0.011940220898238518,
TNFSF15,,0.04472678652474744,,,,0.07895490975944362,0.027880520918724682,-0.08733566132713622,,,,,0.019919454268458918,,0.06734183935001732,,-0.023118744475853423,,-0.10004364566896018,
HMGB1,-0.03661133974035421,0.0675774027160888,0.11790979439428033,-0.007806241080374391,0.0207963646436964,0.042944138242846715,-0.013026141513300992,-0.24375821136583237,-0.4138763085650025,0.11791784694767576,-0.06062104291223989,-0.2654793491712411,0.010428199606674102,0.01199044173301228,0.014915462553433352,0.009277480943168668,-0.04578459936905331,0.04080369168958994,0.1252499633442592,0.020642854089886566
ITGB3BP,0.02846615854974919,-0.1126774829504353,-0.001606873299447693,-0.07452874476837835,-0.028524111830349266,-0.026612018091335274,0.027391790312089763,-0.260876715400166,-0.3346783283798127,-0.08492149638905198,0.0031740066872097896,-0.032708327542204096,0.02169813593217184,-0.26835388773153857,0.06700675425707625,0.048692795132279,0.017149161904056475,-0.015341262562060774,-0.07195696725152381,0.11583951668669311
AANAT,,-0.037078269700278325,-0.004640207897768123,,,-0.03513286893635311,-0.004721134252005807,,0.019098172747135066,-0.04353752153181315,0.005671894225068366,-0.041120264084498245,,-0.04911830517894682,0.03179784817392605,0.08954620897286474,,,-0.02428561371981366,
RELN,-0.017674210583217644,0.1593861167471122,-0.005546668200172306,0.020689051469763412,-0.033991369622906054,0.06058962544048777,0.08759545246790791,0.01967008432038492,0.17845853980046464,0.0995689048606265,0.0016813551464846526,0.08876902604287859,,0.12532591374822544,,-0.027571462608829013,0.0010020879085310735,0.07837660194039146,0.10173892754659818,-0.010698829766325324
IL15,0.10723278047579513,0.014075556695615263,0.01973509635536571,-0.0089560002361271,,-0.021403384536218803,-0.0016288405688976613,0.0257824481170084,-0.1319559718379864,-0.028573821584381844,0.0013121372609341798,-0.09987264752224136,-0.0462410428482272,-0.029592221198938277,-0.03206658046593782,0.06004769182784044,0.030453605167733974,0.0011102904248787918,-0.019700195932026765,
UTS2,,,,,,,,,-0.17071368445818505,,,,,,-0.014905256249447019,,,,,
BSG,0.06342336322250249,-0.05735494257770306,0.07831655294807802,0.020192561776732107,0.008197487248048148,0.01689576571007881,-0.03207934685044254,-0.07591819963075892,0.2058075745477517,-0.2752013132998162,-0.0020080478569841358,0.34550713460665755,-0.08751310052760256,-0.36025116257599954,0.08013834827067635,0.0442637029829928,-0.09119348237869412,-0.01860028644575709,-0.15212309954249004,0.08770990161177765
ADAMTS3,0.04205943972223593,-0.06785349549375448,-0.00834758834305353,-0.005138729957689881,,-0.019783127812482426,0.00030153273232841766,0.052266513879103055,-0.4308774723994179,-0.08486642375013552,0.0034631918288637454,0.11543882938749588,-0.018421297785116447,0.04467186376236835,0.010352052483709321,-0.020708069694889485,0.01362635900998158,-0.05552218846880738,0.016383228350295893,
CD34,0.043796126856968785,0.031179656423199403,-0.05291964218053728,0.013746367321481299,0.017782414428133126,0.0006561178791096553,0.08073941511107742,-0.0737139461349613,-0.2497205794247538,0.006435772522151044,-0.026988693455672983,0.00780027166491762,0.07382094392325458,0.08056444581433343,0.04382778938193056,-0.03157479503739082,-0.041123087732432416,-0.004891894299739362,-0.028363354886774692,0.06285241908756835
CCL23,,,,,,,,,-0.07096013552923264,,,,,,,,,,,
PLAT,0.09215859760098477,-0.03664254833643659,0.011230115041976345,-0.015677889353667963,-0.06577682445323575,0.002146633375421074,-0.04647086901205378,-0.35301650501406445,-0.38565566037702864,-0.3889691048786993,0.054145018351471855,-0.0719614075909491,-0.026263068707237682,-0.1992151929741545,0.11663639261292519,0.04144252064064898,-0.153900041309836,-0.07595189413645838,-0.017483268692949916,0.08719310975651742
NTF3,,,,,,,,,,,-0.013753699966399937,,0.047148660867481595,,0.05582869861327336,,0.016501141414248105,,,
LTA,,,,0.00798607159940734,,-0.011052597806518485,,,,-0.05322211084401505,,,,-0.0728601968464894,,,,,,
CKLF,0.07668915979006743,0.04930373969286232,0.005431189660683518,-0.03774974447784895,0.02694960258710568,0.001769327144529255,-0.11208425141451624,-0.2977446972650748,-0.44750342994891307,-0.04249338012363182,-0.06208615816239667,-0.27402367007386313,0.00856375507226673,-0.3056829526492987,0.06263443620045478,-0.014549069327098776,-0.025155886442176943,-0.04195945201799024,-0.07219929446562418,-0.020220637572214904
APELA,,,,,,,,,,,,,-0.029692697179284324,,,,,,,
CD24,-0.049262250929345185,-0.0153392093932357,-0.004931309068314032,-0.10603282097048718,0.027213507733307562,-0.11435700320609417,-0.004857590668727538,-0.03712078719552004,-0.036919303103516925,0.2548963391714886,-0.2552964955670585,-0.05836021891310712,0.05719649332173288,-0.022100245239774045,0.08531873869647982,-0.006250429194489389,0.005820725715231367,0.1516323793350083,0.13649502653989215,0.11790754615589419
HSP90AA1,-0.027408899105843192,0.005872154686369581,-0.01739746953593784,0.00726394653244961,-0.042714128143492014,-0.0011262489684851973,0.2724620240113413,0.5217104797791348,0.5209607751952993,0.09583355375176049,0.024278231701796417,0.5537715384830597,0.0022412074293054144,0.5844105453065688,-0.016280460990818466,0.09243465349050693,0.00632355362115349,0.13817881400181475,0.2828832909248392,0.1997943659366413
BMP4,0.020743493682185348,0.08754833049824771,-0.09993007444135844,-0.03431742298136258,-0.023812284888064816,-0.03913634500616014,-0.06706463402414646,-0.2552067976609633,0.03293894001868243,0.02407199431612051,-0.06910810794737167,0.04748613443365018,0.03145804819603938,0.05068992529693658,-0.005905341779626971,-0.0028367343313222284,-0.011381409521405468,,0.06484387126065129,
SCGB3A1,,,-0.03497434420660485,,-0.03226330649470652,,-0.0500733991262982,-0.02462832455317709,,,-0.002288141185975221,-0.08438553304517109,0.020479714660915256,0.09585927158783235,-0.030367209301359544,,-0.03206547400317589,,0.029315227764431396,
IGFBP4,0.04979556702916591,-0.05420189069246411,-0.061381564126177304,0.0163673319866449,-0.012363889943408368,-0.11699260382905606,-0.043122535464090034,-0.3700548532694751,-0.3064404620478251,-0.21772328405510186,-0.02166511762835656,-0.19821261264409748,0.0224270103666861,-0.13012121232510113,-0.006917837664145578,0.034641516097674345,-0.11412670241996108,0.015621669277737197,0.032574536090871825,0.10765334701660487
RSPO4,,-0.025271354945882136,,-0.011333361759265631,,0.04278620579618122,-0.05779284228130379,,,-0.004347725089526181,0.045412603743096726,,,-0.05651769346797243,,,0.002547382676093056,,-0.05060510179812477,
LEFTY2,-0.021108445251030696,-0.028752613387481654,-0.02884470107155245,0.07554559110628814,0.07302281021828903,0.03442380354027134,-0.02939649407515821,-0.12612144064334257,-0.3291642817937595,-0.06888977220410385,-0.07454911168397882,0.002861251083466821,-0.028674771758893595,0.025031360584737292,0.03496145125802604,0.035132041780231604,0.03881503443309829,0.04993306098747858,0.0842463248746825,
PF4,,,-0.011251184164220588,-0.012280193380372752,,-0.030252921571967722,,,,,,,,,,,,,-0.008556747070667862,
ANGPTL2,-0.02501321755560299,-0.04200361475207007,0.009938320119847717,-0.07344644859785227,-0.03954312078903877,0.04873643063253012,-0.0670511623088443,-0.42637719289474246,-0.3335327645882947,0.02759124703368984,-0.01080041011824657,-0.21266051142834017,0.050398022539030585,-0.4371095380091491,0.03090542805451658,0.018398481957578202,-0.04039546431297494,0.03892515692092867,0.029194165574902627,-0.020638316663705872
LRIG2,0.02166763401739553,0.07908961403317012,0.026151997158636645,-0.028477835585880913,-0.041380400324702776,0.03590228447212862,-0.049423036658475014,-0.18154306956780755,-0.13095040485309223,-0.07406306055996537,-0.04806291293548967,0.08900883120190413,0.05067664774168696,-0.1261156721583466,0.02732299429158972,0.01583975480629669,0.026064824094908855,-0.0729026460557118,0.02402486311508104,-0.041790591696837354
ICOSLG,-0.03681395309845541,0.01693834543337359,0.004604959088142836,-0.07573940823978163,0.023977910766124447,-0.06893624188224681,-0.043471793430017044,-0.14972380523752832,-0.18912499912854092,-0.07056883911630389,-0.026570386019595216,-0.12066961834508876,0.04589510504516229,-0.1668034875509918,0.0883906848135232,0.024030062669884358,-0.039614207858142444,-0.04135098087199709,-0.03869624772421634,0.09186059753782064
WIF1,,0.2377374423082813,0.03742817158538571,,0.022392118011595623,,0.1263587824996988,0.2798928395659739,0.3964000430371334,0.05027357685787573,0.03933199965685523,0.22964095546465216,,0.4192570573650236,,,-0.017355342039569115,0.08503549631483885,-0.04905206461400678,0.10990422094775679
NPPC,0.04539029216680173,0.012325617786644118,0.0196123213895232,,0.014705790571021586,0.06891306193517803,0.103401116535999,0.0618619887625487,0.06377965012582974,0.08231014976006298,-0.04335287039327092,0.13827851222559062,,-0.33619369071330435,0.0306211029560189,0.21454500662750947,0.09309941573928675,-0.01974491324351439,0.11742594776224445,0.09106512653794646
LYZ,-0.05410526979708973,-0.06377079928974337,-0.09257169719297843,-0.14559295023503066,0.03455158494191719,-0.04898654357474656,-0.11024690438872187,-0.13641607955226523,-0.2839855271801762,0.0014953907068579995,-0.08906651598139603,-0.40797055055189163,-0.009544002239559816,-0.08357465385982944,0.00418968044242225,0.036613754847135985,0.0477724473214202,0.04866155227804368,0.033450330867620275,0.041151375873651044
EREG,,,,,-0.04068529900374175,,-0.076304114294198,,,,,-0.03862463614947324,-0.02192409161294117,,0.00483287422066292,,-0.04027119570034113,,0.018703326685740193,
SPTAN1,0.02807570201251877,0.13335021511278536,0.13647735105686282,0.09591072307223075,-0.011594318588770674,0.07036725049526224,0.11109096322622986,0.22299963777033427,0.2669206124712718,0.2030565717162819,0.01858187071477229,0.5142498578590555,-0.027422441742120923,0.3563075076924123,0.025098052645440138,0.010822672003013305,0.025130145021298306,0.14724752197327143,0.36251686611439815,0.09932018435647873
PTH2,,,,,,,,,,,,,,,,,-0.03576584570072454,,,
LIPC,0.007749901865397906,-0.02755740705269427,-0.017166539720043894,-0.0006121160713505891,,-0.005453553631691295,0.039236879546251095,0.049107712343536856,-0.07111972351920698,0.009875115127523192,,0.01453398047588861,0.05048457156985968,-0.03675377567814306,,0.015645982250266425,,,0.005368616740250146,
COL8A1,-0.010661857699293288,-0.12481789587281261,-0.06561878236098309,0.06900721273700354,-0.03768480228486679,-0.027859473242332466,-0.10993559338635189,-0.23806545358307846,-0.18126159403686673,-0.09876164434839639,-0.06997395383901475,-0.2140596343416985,-0.026963311026988405,-0.2955383869780785,0.020005922306356977,0.06948541753076147,-0.03021943967513191,0.04889072782505696,-0.16481204269836014,
GSTM2,0.01828216965263322,0.0008761680476936082,0.02150535366620973,-0.014050620782741536,0.014964476225715827,0.02295210605117818,-0.04906696544686396,-0.005614567137855449,-0.1017631607846782,-0.06650793929987342,-0.007086894907736713,-0.004670635312924112,-0.022382299671261974,-0.10755261618463269,0.027438669822068724,0.053423803718914226,-0.014893743835102741,-0.05839941145265249,-0.057007499830097924,
SPX,0.012012693352729753,0.0962417403183695,0.017224779657575462,0.04626499181453911,,0.05143569746589005,0.17788087324347898,0.11728369977897764,0.15995991994694278,0.20693208905479185,0.013625692010535845,0.19870393474539216,,0.38499792122632687,-0.020116142481888807,-0.014824388907592833,0.12068652892681012,-0.060810569181294544,0.07939619453571692,0.13331233040753426
MFGE8,0.011999767885617409,-0.12222404124101643,-0.04547248431788721,0.026172479212266054,-0.06065610087526117,0.0032998287289726282,0.1498136897573831,-0.14828548008815015,-0.12042129601207203,-0.1608630454827013,-0.06780656775965715,0.09231560646549987,0.00012114353415233525,-0.16384906458006612,-0.03860053784258202,0.029238548872342108,-0.03931910310514468,0.08907858619312706,-0.1280780072441361,0.09448074651752084
TGFA,-0.0516930087117208,-0.13621453126318941,0.06971407859778071,-0.04616939218999568,-0.033974289572402956,0.006462881223564457,-0.0978400237911808,-0.21621468220735907,-0.24623123210972164,-0.2792165110563202,0.010624571228237425,-0.1511738412031644,0.014968488698562982,-0.17462558869996522,0.1071639344125848,-0.060498705565797235,-0.029755483896965938,-0.006637344234667432,-0.05591156265506533,0.050348096943385705
SLIT2,0.06477178297272558,0.2170680263962229,-0.033177789028665174,0.0411071485206583,-0.023980353752664125,0.03861717988232233,0.10948977243503656,0.14459423132794713,0.22458049070791006,0.11448375503024981,0.021462637167777743,0.225009017771235,-0.03363862056140465,0.4725160805100314,0.09758768328822717,-0.012341934126088893,-0.011718972144902825,0.0025848453496010444,-0.0407819124339011,0.19806185146503466
PLTP,0.01920806540921242,-0.040474619274285986,-0.041856641794889154,-0.08131936868585399,0.020329443290829738,-0.04126995853162202,-0.17879893212981038,-0.1905216629058101,-0.4631970960878121,0.08229210706932646,-0.12870241342248212,-0.5217727236393803,0.04340967641596825,-0.10621240413845368,0.06768294221278191,0.052631117829390416,-0.052786547028617944,-0.0569980234520582,-0.02091002349453042,-0.03008860741062605
APOD,-0.089458908717828,0.09192361699478775,0.05901510835149908,0.024322561158965864,0.009676188794315066,0.1017142803243354,-0.024168600416648475,0.03441778233807877,-0.3706672201703787,0.22326752292006344,-0.10267829877331085,-0.26000105544767,-0.017144515722790857,0.32501564857839516,0.056466677745228094,-0.013445375056218276,-0.04098366834549424,-0.13295376613037674,0.1614008035540104,0.03436283860523766
B2M,0.07434282016607428,0.03628203521686531,-0.0677829748335539,0.09359189539355944,0.03410579091289989,0.041085527563241256,-0.18421191042474022,-0.40964747819369174,-0.5435508144432496,0.06781214082966174,-0.20738028914744566,-0.5776229462407938,-0.020488617435524572,-0.47299007530670234,0.06143464353987368,0.008391422509617328,-0.014483657997031538,-0.05927690263376562,0.10031471231586256,-0.1059053568319375
OMG,-0.05706597043443144,0.15854720809017936,0.1677534974463361,0.06463050319725192,-0.00010817985078984337,0.10548300938795632,0.1464062685496602,0.08709191168583011,0.0014464410291406765,0.3049915579141269,0.10005080873068546,0.02761740490816713,-0.021235157556368553,0.4053764719636114,0.00015853387819292196,-0.01617691582444253,0.04582061867196068,0.04362112957502532,0.4334147508275925,-0.020593473235441574
CXCL3,-0.01716844712474035,-0.07079565234609955,-0.04616939186179629,0.05415604859852432,-0.056831603725638745,-0.03087221638447311,-0.10678260524521965,,-0.06469240079534841,-0.21216361497014677,0.03166472899421403,0.015422131667001382,0.015201843410436814,-0.052472535719439294,-0.015016347240906435,0.0412682548970422,-0.051866852820730336,0.09515445605057882,-0.17492414806229803,
CXCL10,-0.007405428113030679,-0.060551134168696376,0.009844149783746075,-0.060808142911616014,,-0.009610819692287937,0.03400769567405699,-0.012554083046073061,-0.39274642362229123,-0.021775621040530605,-0.05980127311977616,-0.035443544917761145,-0.0157882440005539,-0.025544287570033106,-0.02060260733705059,-0.031131416479532804,0.02903720530639363,,0.07830566020437983,
RSPO3,,,0.10142893692370065,,-0.03018362242419767,0.034679327331285106,0.3061477817177366,0.16334860553272967,0.1760741636929635,0.12633504651463007,0.09380879324870935,0.2337938092238043,,0.17200666363309097,0.02976259994912157,,0.020273481270515415,0.04293111440338069,0.18263032754729747,0.07203185203115842
CORT,-0.02131923891768849,0.013124003359738469,0.0405728182685395,0.0398638025313376,0.015833864161421154,0.04909117118900808,0.11261650579895824,0.09966682531232078,0.20192516563987567,0.0625432912621086,0.019710687349211803,0.044002966316309115,,0.0772790903149738,-0.02275012689847601,,0.06823129196455564,-0.04001529471248699,,0.08891158052219256
NCAN,-0.016470936230084183,0.05457652691955681,0.10618637112537915,-0.05986892689595936,0.01871695075099385,-0.047593168429288436,0.25203113247351416,-0.16472517157318295,-0.20848255633237084,-0.16745612919799988,0.00883473110029238,0.2934633488892051,,-0.4078784836404378,0.07928519047974074,0.053460876101341245,0.10670219722996326,0.07190421488239654,0.28708643922833016,0.06834596580001759
PRG4,,-0.03866876806950214,-0.006324110473396515,,0.06231759002159195,0.02299392313746221,-0.030964937099641533,,-0.05908814242735893,-0.0794940644813845,,,,-0.027885599885562357,0.057595821103460204,,-0.03874207236730665,,-0.09889431067344799,
ZG16B,,,0.05856201956475948,0.06490937122582284,,0.02152896541869489,,,0.09821863044430953,0.005640410599727618,,,-0.03782723174707781,,,,,,-0.025432209343908146,
