,MGH258,UKF248,UKF251,UKF259,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk
CD34,-0.05181231524459037,0.10657976010122538,0.019032783828790804,0.02548356983663464,0.06198337958255352,0.019861221816026755,-0.02197350139406545,0.15095893928832774,-0.09349860863082544,0.08362645505772724,-0.0006534074630697673,0.13562934529054507,0.09889135997402917
CCL23,,,,,,,,,0.047850507841414244,,,,
PLAT,-0.02073559563649987,0.046947099303313256,0.0457967572849129,-0.019145536828404853,-0.0036899162361367912,-0.002594841106004543,-0.0006894419107057867,0.013758941891106114,0.0499043642307552,0.13212092864102548,-0.0007608683381574869,0.09212881655759894,0.05225978567400901
NTF3,,,,,,-0.028336157271368182,,-0.000606761305877739,,,0.06285602536514816,,
LTA,,,-0.000870477887403355,0.10005207964260314,0.01932285744378069,,,,,,,0.0963221416772386,
CKLF,0.041189971798021016,0.08159053803507824,-0.012697897179059017,0.040741526255870374,0.03846524271691469,0.00460801401799673,0.014335117525451817,0.042090268050116085,0.05378169081379842,0.03314658537800138,0.03364700369712567,0.0012369622273889177,0.07684003915078455
APELA,,,,,,,,0.059555486334550836,,,,,
CD24,0.026967971451673088,0.03574371257964231,0.061610158561754336,-0.04067781383894134,0.10277745359035981,-0.03547403591133333,0.018896191293711333,0.13900503308214548,0.06782442933664747,0.008688957055810718,-0.02700762437918176,-0.010088120797169366,0.02745391248591948
HSP90AA1,0.03141271712052989,-0.070508184631374,0.012438372511783346,0.014791588985982288,0.13658035485949802,-0.04228248492371079,-0.07550783417370967,-0.028497364527819046,0.04787546150465143,0.036292887166402846,-0.08619827906016468,-0.0845528441086306,-0.12112504972433306
BMP4,-0.01076314899377945,-0.022905331594192304,-0.019952708972814717,-0.02436670215835551,0.026494872120381433,0.008068943182689588,-0.028756841368795864,-0.04230225649886317,0.11119677029779468,0.09690516552764326,-0.02414717047659633,0.08419802543114616,0.03063740817042095
SCGB3A1,,0.04353100226768856,,,,0.12103104291042072,-0.031736300759606886,0.007644277960093787,-0.004804265447529391,,0.004609693685389959,0.07041064879870687,0.06430047047174191
IGFBP4,0.015016554266087294,0.060598413848810324,0.03776823416641727,0.0385284421685852,0.032175403017162665,0.11788987517969646,0.03431956690871971,0.16584164062156825,-0.005623841541314191,0.11189144414350638,0.056808058151268624,0.2286839916937524,0.13314079845836602
RSPO4,,,0.0232974204281777,0.08919205172427751,-0.01814971651775268,-0.014806871166844834,,,,,,-0.045140140879762806,0.017748797206365165
LEFTY2,-0.02080059280912863,0.014331326382438423,0.01584637624590884,-0.022074924862493652,-0.01819992701677274,0.1949935798145605,-0.019176917105635065,-0.02807427053531754,0.04821952984066685,0.018797241385582007,-0.019461701429187208,0.11124290258086995,0.06237237175214601
PF4,,-0.022120858259933537,-0.017121412273843686,-0.01313388527361082,,,,,,,,0.06589101196018277,0.07476372943034823
ANGPTL2,0.020184399791858675,0.00471665165981053,-0.03370456380574512,-0.016532801496832037,-3.168711885039124e-05,0.05892275103358581,0.09076825483246598,-0.06473300705391007,0.08157028972868911,0.0979973694975525,0.06466887853928159,0.12074201133598532,0.07729460168132284
LRIG2,0.010490789728994407,-0.05691246446197873,-0.023420035495823575,0.028528513929360417,-0.02213815580793668,0.02575966668031276,-0.004217861540378648,0.05156850718124679,-0.02462194835252374,0.13081958247582043,-0.004454145942304784,0.07630352330047233,-0.016127293141111644
ICOSLG,0.01282830954789691,0.08575185372398297,0.042978728920253784,-0.0072869797898090635,0.0014366178652528458,-0.006667580750190547,0.15783452195192485,0.09697809387498581,0.07665121445758619,0.03854529470684623,-0.036767601446357843,0.10126733277624281,0.07377798788121703
WIF1,,0.01503605713339421,,,-0.014005706348325516,-0.027863465843472095,-0.043928877758015204,,,,,,-0.05384594574112125
NPPC,-0.08809316194882642,0.018217028535941246,,-0.0203738949598705,-0.027320682957906992,-0.0205779273660645,0.001512679399936484,,-0.030809226008431452,-0.027003871893835792,-0.021004718930400023,,-0.010329118730919937
LYZ,0.04765711650866108,0.012025066545771974,-0.02764761792335341,-0.05619536867627526,-0.012326943643972174,0.0779764306191335,0.09410412914406882,0.061059425778076604,0.056293646509508785,0.08219143266858008,0.05103576997014016,0.11934768893310767,0.01232763624360593
EREG,,,,,,,0.03592642725185461,-0.03282847756837739,,,0.04097234854854251,0.004992507109982848,0.0889248817327181
SPTAN1,-0.11302497208457647,0.041413478075131474,0.0013390146688173061,-0.023771798566761954,0.0535354109044124,-0.03356773713007955,-0.05241453909659546,0.04505142386975255,-0.02204252367997442,0.06628966095860009,-0.030269848433374616,-0.01876346842669345,0.00015970996711116715
LIPC,-0.03435516476887454,0.09883485527644058,-0.025768640518710223,-0.02360257001368452,-0.025820810701506762,,-0.00345758434607359,0.006122403241445084,-0.009748173498066056,-0.002061338645203777,,0.11262041296511294,-0.005186841777919543
COL8A1,0.017405805112109006,0.02991406014179604,0.0009168247264339682,-0.02148369367669435,-0.05492564610588355,0.015814095007959005,0.007065629406692835,-0.15035397664905928,0.037578074537949396,0.15374614238969725,0.02041304336693353,0.09569242231186503,0.025904992253890372
GSTM2,-0.011455506093432693,0.01646904334261351,-0.0375174364174263,0.03325504759333537,0.004837090485638751,-0.028952402148833444,-0.031376741884202274,-0.014625339522596467,-0.027425042454517077,-0.03735176989822008,-0.023688874924805085,0.007951513604772245,0.025411870512671204
SPX,0.02154650427856409,0.005634676700140941,0.05523251180999513,0.07896454652006347,-0.01844733586043347,-0.021297663723541308,0.03542714182744233,,-0.040843539125889755,-0.06374937679810352,-0.023115196068120607,-0.03246327943516593,0.0008085806254161359
MFGE8,-0.04874936892350461,0.014392410128308225,0.04135126394554998,-0.02111706502284103,-0.0018712297813056257,-0.017424490956440438,0.020748372569722697,-0.006930359045476376,-0.009829495248411459,0.07419558819133285,0.025143655657309617,0.13998930047716074,0.07857776970418495
TGFA,0.0985581547855992,0.04309451268897569,0.04852808063996969,0.03380642218385166,-0.06462746212195332,0.01979677663984367,-0.0112493873259462,-0.00098249952215464,-0.010522078173239458,-0.06468213253724762,-0.017799263635802195,0.07529246609296623,0.03486371278931136
SLIT2,0.09322679275228325,-0.01798139681393863,-0.04464354923870135,0.07886833579520136,-0.04010441433369533,-0.0248301450412357,-0.037855571705391326,0.016004210140500942,0.031010837555840245,0.06019793406025275,0.0930015364635265,0.0652685741419904,-0.018987776167360946
PLTP,-0.13924179599493464,0.0757504562800006,-0.012619083158982159,-5.8796671903048076e-05,0.05173623765848334,0.06344692461307452,0.06575449089959796,0.08946182538225113,-0.03393119604048725,0.14031252657760526,0.029834291136249757,0.1031040234437809,0.13587294359590446
APOD,0.15101201723967395,0.07998332143963947,-0.012052252440616949,-0.009232919997651402,0.09867200099098364,0.06019277976820308,0.09370441750516052,0.019899409333740826,-0.0883172259101154,-0.05062417921452276,0.08974798501152526,0.019496565713718866,0.10353382963224447
B2M,0.07961062327767261,0.09211880557435612,0.00457072997599329,0.039825067664377,0.14749992862007033,0.12550472518140435,0.07526318551471932,0.13074147823201848,0.14577014760730134,0.010221603642437268,0.03651268986267771,0.19020246197009838,0.12512106773632214
OMG,0.12937633157079473,0.015601105593500954,0.06466914860243521,0.04147625100504355,0.03794233005585351,-0.05439385722167622,0.0504031952585296,-0.020790455216533024,0.042995253403963346,-0.028044843530761886,0.061055300981710525,0.06140322535156576,-0.04332619782168575
CXCL3,0.04389684341906057,-0.013773381788850975,-0.035199994220812304,-0.035866935951368265,-0.030581105010665074,-0.015840222321138877,-0.02777120591206294,0.10791671539407975,0.10857026245992984,,0.019633823235975036,0.09496480796795681,0.007692973265507876
CXCL10,-0.03597542301167005,-0.012737983920921547,-0.018195552845834777,0.032712259974064815,0.12405824363583165,0.09549506724005331,0.012538291696490685,-0.028329125035212413,0.09334043969925672,0.0016626156932945167,0.011976917370333134,0.1056429789178171,0.12483028858075931
RSPO3,,0.08230816205248402,,-0.015252445445662219,-0.02741240321687848,-0.02328518352910256,-0.04236865731001907,,,,0.038437672801871256,0.0765988390041694,0.0690267501700889
CORT,-0.03496415045788136,0.016654006607123066,0.01201238398934803,-0.0342047800730335,0.0017287835264505093,-0.04041568753399772,0.010449816268445981,,,,0.041627006297593375,,
NCAN,0.03099732735106803,0.04878575909042426,0.02661996963988457,0.01232288518738018,-0.051918512557059676,-0.05672222141826572,-0.07162979952769459,,-0.08198533960165756,-0.06123922070548476,0.04411257433177128,-0.04114093132859168,-0.021794746270440472
PRG4,,0.0669181662868377,,0.17680563918297,-0.02319461719335286,,,,,,-0.0077229516277606694,0.12622794234587503,0.09902172666974106
ZG16B,,0.017853980568919618,-0.020602836951898646,-0.017471434629283935,-0.01239969260790987,,,-0.03703506157255602,,0.002639822815835803,,0.007215372915336643,0.10403679207796232
TGM2,-0.016525233589399217,-0.012877438737953011,-0.003702602087262402,-0.0533579565358643,0.07697023596529728,0.10329134293399542,-0.0016600274816626081,0.1178101711825335,0.022820746288078286,0.12609469859152667,0.05407033909149013,0.13301272117166363,0.12605709388545253
VEGFC,0.1651843525542365,0.06278881219908487,0.02292631137155631,-0.026829378224984796,0.020920775394935538,-0.0032613413250683625,0.07692016064015651,-0.0014842513615541451,0.11875684315374156,-0.03249629411039755,-0.029504632330003836,0.12128863422532674,0.019889962718711702
WNT6,,0.01778170538798769,-0.019053436051005887,0.035031632330366276,-0.007272490978001674,,,-0.013279602433285432,,0.09765177678327754,-0.009451387122974542,-0.014035137029822491,0.01274414302095201
NRG4,,0.050449540808028936,,-0.018320805308164302,-0.011992126260782492,-0.013899381409528157,-0.024834523767557,,,,,-0.04229564092503664,-0.02784420689042741
PMCH,,0.0536853536681549,,-0.025385260631884846,0.04181288560456724,,,,,,-0.023302848864631607,0.11305956369378699,0.013407016316357072
COL9A1,-0.058450413986310415,0.048944490803186934,0.003763196787273906,-0.019134743987091186,-0.024701531891462986,0.10107158827396454,-0.01945396641567491,,0.10169004791300845,0.0605822171568421,-0.024838680003889956,0.07305902661772064,0.1280699739530824
GDF11,0.04979648029121045,-0.006541483780995468,0.0020859279845429853,0.014899469020893601,0.032624318203196605,0.04699673903134107,0.11091028776420157,0.03380754447706018,0.013961445787731206,0.029921328749722264,-0.010202838387125556,0.13645834620310918,0.03585553869196133
RAET1E,,,,,,,,,,,,-0.046398017576130074,
IL24,,,,,,,,-0.023354183043376883,,,0.007751840550894789,,0.026864169196433647
SORBS1,0.08702592336669147,0.004641791434944613,0.08005672639865687,-0.012785754486138747,-0.06065411987481121,-0.017342153159445265,-0.014631666437355167,-0.06222374125849651,-0.022878500160527986,0.019908123397164697,0.012937751340882158,-0.033842110551774815,-0.06217498026454829
DLL1,0.05708704003696349,0.03276189535898294,-0.03252388690316726,-0.024866036533320188,0.06528122956704364,0.011538922871442757,0.12252261344500048,0.07062679418986026,0.13330461712243238,0.08625151844889148,0.011350363741421303,0.13475736292106932,0.030947124282128737
TLN1,0.0574446871606379,0.03496400558078606,0.01298665411221164,0.04017763901266082,-0.002769162374338199,0.0713416955892301,0.004496375858010201,0.12614822246271082,-0.006596690339925759,0.11897055169290999,0.0413272197350391,0.1147074550731764,0.05576730293027177
COL2A1,0.07976600922622379,-0.013957034343118476,,,,,,,,,0.054763010551965315,0.16484529460429645,-0.021589718102263386
SHH,,,,-0.015643064199261546,-0.04564514207032805,0.08472220810629694,,,0.07256897989699361,,-0.025467773840628583,-0.014725071622845922,-0.0005979614450762707
PON2,-0.07947879194638822,0.004246900451435551,-0.0612262790078785,0.017398230794502187,-0.0602180365863283,-0.00253254722028483,0.07825458417057782,0.10018062517563657,-0.011274512994552996,-0.028491495182773614,0.03924667780948267,-0.038842697601022005,-0.005811815251680036
ICAM5,,0.022024522217528056,0.0295950464015874,-0.024380825839487134,-0.025318250037067044,0.008561238791819106,-0.03678978923910235,-0.022107603749244198,,,0.0627327952585021,-0.019476827591405205,0.026391808505314553
HPX,-0.03730268543760879,0.0748095254825626,,-0.03806170331854034,-0.0012942646753682334,-0.014806871823159939,,0.05300990988016418,0.10960749407530328,-0.024512621954309654,0.057821099675960254,0.023882026925620966,0.03435181894199899
SFRP2,,0.05968660297559689,,0.06353837216817215,-0.020280487892916695,-0.006532261868477937,0.010903447843557075,0.010026305263433942,0.06355724731005179,0.07950370262228863,0.023023682149121177,0.1974233395369664,0.09630313372434536
CFC1,,,,,-0.015605131211029154,,-0.020264114769932843,,,,,,-0.04392337878001518
CD70,,-0.001957324003837662,,0.00773021831654463,-0.02910903356811754,,,0.05189397467311035,,,0.07333459104584479,0.057777629665237404,0.021603495587994053
HP,0.05322836189625817,0.09464201219800772,,-0.004021435818083282,0.06532834153677365,0.0036640141055195837,0.057346510545847336,,-0.009890104319959318,0.011199803676192192,0.03689534305967898,0.02619196170835305,0.09520987091855383
CXCL2,0.044275054264813395,0.0183426827787793,-0.04092064849653139,-0.019908150381712158,0.01688493720806734,-0.02057792575557237,0.024153480068251264,0.049056000344180214,0.08803035046143488,,0.04989608819915222,0.057730081438020664,0.04026676099526898
NPPB,,-0.027510808910625288,,-0.013894291147187288,-0.013664487528588601,,,,,,-0.006925433636396367,-0.04290421724359739,
CCK,-0.06156481958576981,-0.00460351331981872,-0.025262034384437144,-0.015112169662690031,-0.03970978507635754,-0.04311281515289385,-0.10846266681645673,,0.013633209701246384,-0.031203285125930173,-0.006666287667884442,0.01177989891386423,-0.015376917357597917
SEMA6A,-0.022983263360734637,-0.017930934245740146,-0.0031859575513254828,-0.040574899005479996,-0.044935173028288825,0.019084006479785115,0.01705096347041054,0.009517264549419664,0.07351462245399916,0.0034639211728755646,0.03410108219878266,-0.04122996112518465,0.014326968710060289
IRAK4,0.04451380039478346,-0.026426211209569988,0.030464045050979355,0.025765658107146937,-0.005870456253232204,-0.0007494190723805518,0.015651308817993332,0.04608614462272802,0.05865417309186889,0.05866440505448631,0.014524464442181115,0.05150318456952198,0.02814588428323722
GSTP1,-0.09035161781775328,0.07540099570840879,-0.01207558077446169,0.016597532226682865,0.04251034997780946,0.07606201832448052,0.08247727633692221,0.0038070941211216895,-0.02936491676216199,-0.028179521954475362,0.08266753801202634,0.00886242502895901,0.09500294857451136
VCAM1,0.006560161108819372,0.022682305309021305,0.06969468550489674,0.03782748289638193,0.1158798835203149,0.046599621642987976,0.11866212768449089,-0.0361912621693688,0.14124227319672894,0.0793669645621751,0.0553132314614859,0.0928983147067032,-0.007505764954799608
NXPH3,0.06975486062071694,0.04522716893274379,-0.017033583797979573,-6.41117983256628e-05,0.0595111596338668,-0.026604389149695054,0.008890963507233599,0.0026115721874770802,0.0035616998987118157,0.0487350435947027,0.043609733192245745,0.04257832400621496,0.053977568229991474
MTMR4,-0.022066662195917127,0.010163534670616422,-0.021284446512895322,-0.0425457213048353,0.006597594756553699,-0.004643980484888443,0.04567786334221961,0.11808968392944022,0.10524412835283768,0.02444810145464015,0.03402525925907821,0.024871090670416096,0.024697041818268844
LAMC2,,0.027253019712000077,,0.0166309161477463,0.030668327061572208,,,0.02457705138438523,,,-0.02135980045589556,0.06459824104177558,-0.013641045231153313
IL10,0.08591433390404751,0.00252972367378482,-0.015227648125658726,0.01384998838159074,0.08581966255488249,,0.0022700607129111107,0.023252197348646444,0.035816027978450266,-0.010988305753900566,-0.04065582107329044,0.14790087817362824,0.10086185671001952
SEMA4D,0.07307008674807425,0.085773304401702,0.03621060780528244,0.005032658452130986,0.07247580009650273,-0.01013776484814567,0.0337546163142952,0.12827946676250201,0.03656859327013986,-0.04260116578277577,0.013749324329891522,0.07214776074061999,0.017199154941849985
TRH,-0.0021024281910179076,0.06850689510694592,,-0.02020719554647572,0.025098492183303747,,-0.031556932231352655,,0.11784349821691525,,0.02551990588186947,0.10042027629310132,0.03853489821120723
SEMA6D,-0.02990198952306568,-0.07117588699769706,-0.003410013295676379,-0.029498705844602707,-0.08136941662882942,-0.0417313986776305,-0.008866392821234595,0.041449164690753465,0.017273858095629674,0.036427725540694435,0.028215139558596423,-0.04198837123664063,-0.05443609604828574
CEL,,,,,,,,,,-0.03465860820621198,-0.009518801921620992,0.09685746115147248,-0.051069108061680316
PDCD1LG2,0.02079019331656334,0.020986450392661997,-0.02789389695230887,-0.025393069057828416,0.020873055413257725,-0.0009321919196792817,0.08511122294442054,0.10584411503082215,-0.025049227566537997,-0.015879386555955922,0.05820019845720866,0.1096301624558292,0.06947161517475178
SPINT1,-0.019602695863154697,-0.013234489162575776,-0.006086179029572253,-0.04359151751335076,0.008251350063612365,-0.024197686148456212,-0.03064725481135613,0.029731639364168564,0.038835076879859834,-0.024844089838264173,0.054139536756190175,0.05610836488038456,0.16868266019454067
CTHRC1,0.005830660998783121,0.1064393586410208,-0.01679019494888325,-0.00736964171301289,-0.03418434203750685,0.0745830154082274,0.030845352222483205,-0.03716678404320092,0.09686599261755861,0.06559533111973447,0.059407340843856675,0.20780396661662745,0.18825534882280837
PODXL,-0.04728476737920429,0.0946569224453867,-0.008754734343366068,0.00629795145990534,0.00828293420689246,-0.014824560424115014,-0.03697578979374513,0.11879667328793887,0.0260394372404657,0.12822833167964373,0.0021092174539371618,0.10461001974282948,0.10447740216637537
JAM3,0.02938755707312795,-0.01979223445222182,-0.021448387633661734,0.028717160796036666,-0.03492707169235502,-0.016916965089971092,0.07653217297782426,0.0362319192365083,-0.048721281015731456,-0.03999948649096811,-0.0351345676820878,0.07062039730888854,0.03909214963578927
TGFB2,0.0715636153958274,0.029842836789693437,-0.04631203544995159,-0.052541592317754314,-0.0072863074424251535,0.007006953682918652,0.027175112579600345,0.05912133442501158,0.023276038578818763,-0.015685171570067578,0.03671827567514333,-0.03940760585308357,-0.0368799874197771
COL18A1,0.024781311280958233,0.11369918470658982,-0.029430211156281447,0.00839089263464441,0.006159405707967245,0.06941862661289455,0.016756104523875458,0.20087750467600352,-0.009221541948561174,0.10075538288475919,0.0546466998220659,0.16659937590023452,0.21129342876259502
NODAL,0.09235045195663749,-0.013659142161754529,-0.018351653422933913,0.06505785124997716,,,,,0.0029992047283279094,0.036287782271409434,0.007535113522321412,0.021629248537732022,0.01986153532692475
