,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CEACAM1,0.020880327165034344,,0.0058607702201436745,-0.012898385045134327,,0.030408538036138636,-0.032661776926657934,,0.040259437567337734,0.008329953246695374,,,,-0.004935586582048667,-0.002715309773232457,-0.04236983967129302,0.0037606971921212463,-0.0007951790405150436,-0.03766412265258619,,-0.06118624848758315,
PDAP1,0.01559627856755241,0.0072407762265709694,-0.16875919487135776,0.037856800855363096,-0.03557069144589677,0.013646851827674448,0.11100504325001344,0.024590385524511198,0.08421907498099142,-0.1163100269825311,0.08298471847264621,-0.0850066220873795,-0.020651599151662727,-0.1060340453617507,0.04637015032624701,-0.012358112400648722,0.005075797517750145,0.09101945641533532,-0.03267214497788205,-0.03166926975428577,0.060327003796014717,-0.03745110119931676
QDPR,-0.05319755687617473,-0.12418900157501307,-0.11965592590625883,0.039902981550169844,-0.01721699569603229,-0.06860245129607385,-0.1361438973338422,-0.048313656446491215,-0.07000933231527297,-0.110776366745566,0.11194075214579156,0.04304765487853759,0.0008921804622634608,-0.04332523844328398,0.029772371460215382,-0.03614333339652821,-0.06881405727722939,-0.09812923324645524,-0.07689129703589971,0.03338160041259732,-0.04211715484209831,-0.1455683385511824
POMC,-0.007463033641410712,-0.013854333730046806,-0.0078168529022219,-0.031539931973369635,,0.006729748327356188,-0.09552962331379315,-0.04214856774977363,0.015816137656094433,-0.023781717361775603,0.027495749256363305,-0.008569827099211483,-0.008827887390696045,0.04536228856426058,-0.04659263893639892,0.011738324155317817,-0.08443797227111997,-0.02711240015941982,0.026902279133972914,,0.02121448171275224,-0.00233289929516851
CCL18,,0.045763511372758636,0.1655934683548105,,,,,,,,0.05848048551261379,-0.09104521209742707,,0.009225826023319427,,0.06696194847559585,-0.009232769147441304,0.06910708400052655,0.05351189298283234,,,
CCL17,,,,,,0.034125934045971515,,,,0.03218010343895731,,,0.08783137389005738,,,,0.001560166625852953,0.045214363932878164,,,-0.03985937198276495,
VEGFD,,0.04513936569188062,-0.05286987864353603,0.018417490550142537,,0.005921440412474743,-0.016818683668307882,,-0.0037153617801724916,0.018607052906549147,-0.04035692158861738,-0.03836698393950274,-0.014037000288953763,0.010862360254241456,0.03582667668120675,,,-0.011233392475563696,,,,
TNFSF13,,,-0.044890202200508544,,,-0.02651258917996463,,0.10529270193336233,,,,,,,,,-0.05792206173346254,-0.026369790526404972,-0.04229428539386609,,-0.03683158166857206,0.006146937037677831
WNT5A,-0.0036463509446434715,0.015034717996724971,0.044872679742845235,-0.004166078058147274,-0.035748150062844763,-0.01236951806050883,-0.19248706433649648,0.06098754362042678,0.05851691910000389,-0.03170494364551821,-0.037207912174718194,0.005701575840153892,0.0073849764645090655,0.009259361924755419,-0.006450769467593831,0.011612086648666984,0.039301821287699094,0.01794175754694208,-0.008178868782746125,-0.03441354231102116,0.0521180252552295,0.22957814455925885
CXCL8,,0.31893617975952326,0.34112220945216465,0.007639042666383453,0.10496419400569869,0.30055866552015553,0.4423429664619639,-0.004678334298717607,0.04566324979273618,0.14923594699181833,0.18298080699306604,-0.03254345591284109,-0.015582058538774883,0.2411039164760698,0.015547576615358412,0.34722943630343706,0.32158883457157983,0.2704590646495973,0.2260910900908692,-0.022210609149761737,0.19531924605461495,0.32106341865356086
GRN,-0.0026301491080309926,0.06571279104098432,-0.11707336057180258,0.06183250337974645,-0.030373966252317176,-0.06154503509076047,0.03689779702526714,0.033636347989601835,0.0917560345756421,-0.051680881094372945,0.18988326705782388,-0.06627919852004109,0.01693940452347407,0.12476131454963452,0.003957741032347765,-0.024150629003431245,0.014585963225032366,0.00949914686820733,-0.033454602378939435,0.0464908259222684,0.002384526521801068,0.0814799525845685
MIA,-0.020904042508585772,0.02400311581948787,0.011269632857865244,-0.0009009878029425948,0.08589199658326108,0.057888081261768164,0.08269111136517737,0.02696660858815353,0.08713326808729768,0.02464086378550098,,-0.014755899418622223,-0.01922431517719867,0.07680881337609001,-0.024629757441136928,0.038400535162072494,-0.1288346227230012,-0.14012623516213402,0.011077181709398958,,-0.056455384376296026,0.04298922769475044
COL4A4,0.006189115434364782,0.002862563821434784,-0.04669217036444866,0.019837385134730993,0.011553986235171338,0.03450732446590542,-0.18940697532890713,0.08455310140773985,-0.012656172219070358,-0.036410108516876906,,,-0.018648298926643287,,0.026467547702178636,0.19615748339483027,-0.06873191388808562,-0.005035473045659292,-0.04346829123172307,,-0.057087375095120005,0.14213436279312605
TAC1,0.042513305700434184,-0.04323388619185371,-0.04614116339661332,-0.0042574169919845205,-0.0511698009826522,-0.06415280252735707,-0.15166405128782817,-0.04286354121369526,-0.058270533750798444,-0.12548305671493812,-0.1131632565278354,,-0.03304868845605422,,,,,,-0.040026536038987266,0.034664081298656224,0.03773238028303432,-0.1273183821269794
RARRES2,0.047356799431648264,-0.07804882413377467,-0.0035835597257730736,-0.018887020341483863,0.014365465707412569,-0.047708462194038084,0.20559712056747578,0.03129318922519379,0.06457485648135772,-0.09915627159564978,0.05622752146780312,-0.07281236855233762,0.08250290622107279,0.04878631306891937,0.0299915712319166,0.06471282021136422,0.17399289672096932,0.18652999365483816,0.07213998045774446,0.08926541787967701,0.1096684191892828,0.1298843394303728
FGF7,-0.007551953127940986,0.028528560312900117,,-0.0026165073850756464,0.01950579118375374,-0.0371700975808257,-0.04891683941332299,0.012988698005648251,-0.015128116742514661,0.026175221845160145,-0.024907812526391612,-0.05383150657153781,-0.02919852205832876,0.05874752139941485,0.08888537680255383,0.05285064348350537,0.041839776312451,-0.012802560939155758,0.07335322062994047,0.08973487578054677,-0.023330567428647753,0.004316200265935595
EFNA2,,,,,,,,,,,,,,,,,,-0.02819819599141711,,,,
HBEGF,-0.00313956188825302,0.02037536106983699,-0.02912266537699837,-0.0066198151972657465,0.05201257695794139,0.06254561802817503,0.22926243000184285,-0.02834976413537895,0.0901949605246197,0.14545055153811684,0.1614636327073299,-0.041646357718263916,0.03235731801978943,0.05920660430977926,0.01780863068610057,0.03917639892492943,0.10741885246668924,0.015434529737663783,0.045746752547495044,0.027732616129732605,0.025615367699028828,0.29620259347294203
CSF3,,0.07713542791965791,,,-0.056042400521394795,0.20850600385233908,0.33597950713331726,,0.04434561307102467,,,-0.009221481732108103,,,,,0.20887665257415133,0.2000114363722112,0.008235911588334628,-0.035860813969075526,-0.031473624037543196,0.1442906970067083
PI3,,0.15154925246979764,0.18138552631160232,,0.05619210468817687,0.24204410490088107,0.22674698582104877,,0.010565480076535155,,,,,0.054648642676488536,,,0.32236117614284904,0.2604512461334517,0.18053187504014598,,0.1674257119513496,0.1211340112872937
PCSK1N,0.05281369532569855,-0.19444334013526235,-0.1774281042968156,-0.026335120126350357,-0.06428065886935591,-0.19806990878200895,-0.1749130484303964,-0.07686933994352937,-0.023830512957119625,0.004772482886052552,-0.22747386995439955,-0.037695511718291615,-0.047406937104383935,-0.07497548553446934,0.07826386717603019,0.035797529750478244,-0.14905933076363145,-0.1395728043992435,-0.07493785636330835,-0.029609908130927683,-0.05631287394532872,-0.21048093316695976
NTS,,,,,,,0.04263387833908719,-0.017996026274208304,-0.01645790423941124,-0.005642213801507905,0.17661984587285534,,,,,,-0.008983591778371717,-0.04821565536429372,-0.06747887557803564,,-0.040205047709388146,
SFRP1,-0.023237507730090184,-0.07180772962833072,0.03322375666228627,0.012041632917274059,,0.002927513240694978,-0.05797013845101634,0.03706428386025983,0.08563525418453789,-0.031455626846470366,0.10972774431377127,0.011130143756975032,0.008834520116865705,-0.1276709097120864,0.11770323688890656,-0.02580153822965013,-0.01563531606914435,-0.10909109921360145,-0.08501968863520284,-0.0846514661130182,-0.013923315391593668,0.027494042897766902
CXCL13,,,,0.0013488418159042965,0.03516553054558509,,-0.041954327605066885,,,,,-0.01760939380597502,,,,,-0.03449807776533305,-0.015316782283397598,0.048202869976583594,,,0.192108959592551
MICA,-0.020082501553019477,0.01959609566118738,0.03418039038572026,0.05974537315968082,0.02189781397398167,0.09412348582771941,0.06428339764492841,-0.017600298763207456,0.024549233861588075,-0.0028150120622277945,-0.0035966723411336456,-0.022633135285482255,-0.012356402986280138,-0.04978423574076569,-0.01860179754022023,0.06993801173026302,0.02831192822508333,-0.00571565991269968,-0.005253946024674421,-0.026663951560053998,-0.0022501932366517257,0.018775341208541626
TG,0.03353119651019261,0.010055485074921194,-0.04660827278006483,-0.016226956903101792,,0.004622144851328425,-0.06036475769637424,0.016300985292129713,-0.016160515859308142,-0.01016394272374751,,-0.011897326894578543,-0.019674298513882367,-0.004111235032499672,-0.02672954838693407,-0.04891362979005553,-0.031156330522456026,0.02803380768986156,0.014303816500157805,,-0.004825827118767194,0.003958225793489477
ADA,0.065911917116633,0.025617490390937674,-0.08387189166292142,0.04842256708029395,-0.0443642216036942,0.0008030340796709725,-0.056411096115908096,0.024420749786367293,0.043612632151740285,-0.06668220738682581,0.13848753379326262,-0.03751415874708317,0.023116611648549144,-0.15905740840986315,0.003059114210895425,0.08035395484867151,-0.00852172303776536,-0.07221654638706183,0.0040650369691373825,-0.0039036076610927113,-0.06620622309944982,0.0009298832129296671
LAMC3,0.08132307790833984,0.011204042383078969,-0.19248158066638726,0.023286468235312954,-0.012896800514259177,-0.11524887741880056,-0.0872504762406886,0.032652663857310006,0.08772257710656536,0.01453929302538656,0.06940702286052187,-0.02423687839987443,0.00400075784504062,-0.03590152600347278,0.07209591254087257,0.11057992184705487,-0.06205057133030557,-0.03236675496675388,-0.01996927859710256,-0.07048984817319429,-0.07905240366347484,0.07696924164512603
CCL7,,,0.16543443265917562,,,0.12352393045157611,0.16971874957095287,,,,,,,,,,0.07964493085489524,,,,-3.396335772687027e-05,0.18747525534375817
NGF,,0.0016909904912458089,-0.004721144850955398,,,0.0706531333607315,0.07839863076049408,-0.019822210475991135,,,-0.03633421709017888,-0.045340624956331316,,,-0.09926573972627199,0.24695805242826177,-0.018843342717941795,-0.0178239344453558,0.017418783058514842,,0.028841049865542645,0.09026306848662777
TNFSF15,,0.01813018387085866,,,,0.04388465522556625,0.1007798758984258,-0.024068509201664055,,,,-0.04215986794133813,,,-0.08434693953759383,-0.013507124133436917,0.00023981816131533808,,0.0033913164303087905,,0.045761851697793364,0.12331410528987115
HMGB1,-0.06516661368228295,-0.13390223733154688,-0.25424433206573654,0.00883635396012399,-0.10991666727233229,-0.13402714320527612,-0.17028039927398958,0.04799612228687185,0.006845682985549429,-0.04972994442029189,0.08010542354415771,-0.10496041051379634,-0.08393495969847174,-0.20532661780573516,0.03865607052626174,-0.0008104650284309962,-0.07834503581067888,0.049151204720172745,-0.09532813191425046,0.05111864927337131,0.008245182028808475,-0.11922820669275622
ITGB3BP,-0.027269767299013162,0.028986404750817592,-0.0031528480870063763,0.012209968634052649,-0.032447777325162984,0.050442184300965386,-0.07500367539563392,0.06283336271948425,0.036042717899708934,0.0027006191574170052,0.047300692435258425,0.01183541345218956,0.004053508780839442,0.0038585457276138183,0.023131808572334666,0.10663448697528088,0.0417734752833934,0.014938414836641298,0.028636833793193595,0.05203884560371319,0.03698468642098616,-0.005757745992196772
AANAT,,-0.030736763376422473,0.031051854763042383,,,0.05226608288544167,-0.059948032783769256,,-0.012078130278007167,0.00533213500196384,-0.001335503461857659,,-0.01756904829896611,-0.000986397037413803,,-0.03128887010072893,0.05972778296055359,-0.05325836652487492,,,0.03196741165844453,0.02637708898308176
RELN,-0.015333518707420174,-0.05037521478034634,-0.04781817233560179,-0.011159912428030267,0.022097805655886576,-0.03200495317337518,-0.09679972471126698,-0.009192833401868227,-0.02254528592974043,-0.025152404188826763,-0.023269486652886657,,-0.002358133681542762,,-0.016421809035439425,,,,0.11434168581169049,-0.03370990506628695,,-0.07971978110146458
IL15,0.03284226168863084,0.033723709802609324,0.041085276297372755,-0.014647897068654327,,0.020628658464541882,0.08209658003355984,-0.017126175153322362,-0.019528525253787076,0.0233234018023194,-0.04541139133511218,-0.02595447470156536,0.14751615985036026,0.11954781026169421,-0.09480448644208132,0.03062931309378511,0.008425063215531672,-0.010374737843860718,-0.00699973380870556,-0.011605618894215766,-0.012395454657339725,0.09429047620242823
UTS2,,,,,,,,,-0.02050808544859466,,,,,-0.05924196927679312,,,-0.019651733313760678,,,,,
BSG,0.08545098460900118,-0.04630923148405699,-0.17283233484231342,0.05849057870475995,-0.09400735868621356,0.03886913025145936,0.011016114963832226,0.027148466926186787,-0.006419075166224131,0.1355895055965235,-0.01745328178687415,-0.06438761248135785,0.0401042829805603,0.13230974555382152,0.053619444761052674,0.04235681502967712,0.12947877788198225,0.07760016536092747,0.110515020753739,-0.00014499697628618226,0.030973815584285684,0.08208432850707267
ADAMTS3,0.04439563615932845,0.001833061395173249,-0.06558163862393532,-0.03738195589083592,,0.039699673716861936,-0.12124341460812811,0.039237544219965274,0.08865567105294182,-0.030892131971733603,-0.03478166264404578,-0.005868804161890517,-0.027076167288489987,-0.16146073617023127,,-0.0004051734303390263,-0.07808967740404522,-0.10055055884833745,-0.08011476231558427,-0.04360640509533752,0.02454987939537797,0.008084046354761655
CD34,0.0721576299638083,-0.012300596024910354,-0.18068583628885354,0.01938825179583471,-0.043800574249707666,0.03302091031232675,-0.12053901490284365,-0.025967337616230567,0.10026884499808425,-0.02377105868270303,0.09660070312908305,0.021688644046333094,-0.028358364362058627,-0.021143696321959955,0.061419821788782684,0.04885214927296784,-0.03921384659044716,-0.03470804483220088,-0.04724880962157635,0.04012861333476036,-0.04616381206864844,0.028055029785546973
CCL23,,,,,,,,,-0.013742994979384053,,,,,,,,,,,,,
PLAT,0.0365473474890383,-0.03720730043383619,-0.2144544995477022,-0.03876309719423723,-0.09085175550046597,-0.20700782017382593,0.02927616749155162,0.04353679774283572,0.04693148064810729,0.08676538529028452,0.1315563076142437,-0.03862646450250092,-0.023953786332633634,-0.09970279484831843,0.041742522921641594,0.001138637808358883,-0.19971707906209013,-0.23839767296519104,-0.027209866337814925,-0.0009092816527729445,-0.05771443097766589,-0.02461619116739872
NTF3,,,,,,,,,,,,0.0016686652645528165,,,,,-0.029576285933588804,-0.14181193884052715,0.0006913051701697966,,,
LTA,,,,-0.025594986026129387,,0.08701455749957544,,,,0.055067962755778396,,,0.004301571996478439,,,,,,,,0.02914598054418639,
CKLF,-0.011162078956073705,-0.006225773838051683,-0.2400372545985611,0.049266750313781534,-0.00027028899198638343,-0.0759922372423559,-0.045545697619794025,0.04733874795917889,0.04869409789065351,-0.08916597928287646,0.13999570557833474,-0.005896596615512876,0.05417795440148809,0.009388672737227946,0.12132828068362768,0.006571287536532936,-0.10167943938227507,-0.07500170887385531,-0.026293458547239534,-0.005288777728256224,-0.0006872635908650697,-0.011454701752306843
APELA,,,,,,,,,,,,-0.0008135119801462407,,,,,,,,,,
CD24,-0.042738182994831383,-0.07184458094583379,-0.09501837363874722,0.009149275885153485,-0.06510233595149205,0.06649929205476027,-0.16374955134303357,0.10611338326062242,-0.018581450616798095,-0.10404259836329655,0.12776451279544326,0.02907297576730639,0.045948531272763375,-0.16712056235897174,-0.037160805692068116,0.14496413219722312,-0.12044688321412625,-0.1948578455666704,-0.11897470029787496,0.08160625663929245,0.06924256407316558,-0.012773214018280476
HSP90AA1,-0.0016656992979885378,0.10399762147310249,0.23901681131457148,-0.018153374623446118,0.0583167502226927,-0.01611400675505121,0.08462497522788602,-0.06340384699026888,-0.08055640075643608,-0.06812862765172402,-0.2370080599471682,0.01703475247197726,-0.04867623947427739,0.21398816308642185,0.04430338817194601,-0.03106922589949453,0.26409983011064947,0.2506049863236281,-0.003946845749312618,-0.0016718857449203172,0.15071545633281852,-0.012427780552244156
BMP4,-0.019034875927491354,-0.05275938842973348,-0.07022627369901245,-0.027132185565923717,-0.028819896380107148,0.07376022900257259,-0.05741668568829318,0.06374657651972414,0.05337670601124416,-0.06604292402599109,-0.0018892236241509338,0.0038120863961432277,-0.013884581869214999,-0.06911413839990865,0.024362622919388083,0.08417519793424566,-0.025406048086316097,-0.04485547723531823,-0.06374049234180124,,0.009571253303884633,0.03170955436656563
SCGB3A1,,,-0.03783823837657646,,-0.009204257929026675,,0.006216920588397657,-0.02186186548212056,,,0.01454887050375738,-0.06485806816251725,-0.011370074249807363,-0.04317964024598021,-0.07900742667077751,,-0.02956928631706557,0.00705025767151675,-0.010342374345185229,,0.00349759015064366,0.012122926149921744
IGFBP4,0.04777118144060856,-0.011718318013114714,-0.14613535588225587,0.00595420961414131,-0.05449063820803068,-0.010915526463209589,0.10918152399819134,0.060772226721891774,0.09957253116689115,0.026675656716164266,0.15167263439838954,0.000864683246978175,0.057476503696826345,0.024122366973444668,0.033588169028741774,0.06866045937222488,0.001189138456881292,-0.01072703077136551,0.014396778563176007,0.026598619369100986,-0.053886995811127936,0.1314438393510358
RSPO4,,-0.024693541779422113,,-0.033385088861656795,,0.019526505698752198,-0.07603649026778751,,,-0.019641091787575903,,,0.03638920542921418,,0.01834628273380288,,,,-0.03778914988778291,,0.007683663525724338,0.05296884485140975
LEFTY2,-0.018312938991943885,-0.02836221160264583,-0.06082173467102109,-0.012576469036741988,-0.046577536955735736,-0.026389251087624983,-0.07436486978530014,-0.002610679710543462,0.04966740718391947,-0.03660359111315953,0.056174201958203204,0.035037955167644456,-0.020115356404440513,-0.1531313728437109,,-0.004504914017344123,-0.026418639552876263,-0.03580262440670095,-0.06377419834435151,-0.040389828029782755,-0.03751998587130363,0.015531484965833856
PF4,,,0.023976818678652676,-0.023282118513207495,,0.11774928783236184,,,,,,,,,,,,-0.03627400061161775,,,-0.017422249357491038,-0.00366508516921946
ANGPTL2,0.009230588417069415,0.04132611078962282,-0.1437132731547209,-0.01573556290700967,-0.08601933326126138,-0.09144190321474202,-0.1198436432110347,0.09646425751231558,0.016279158000266258,-0.023815980202408094,0.16345260296986902,0.019133549761705445,0.04519773247590784,-0.09938532706585966,-0.05735804739103098,0.0767592393151244,-0.16711243206672619,-0.17820323847334826,-0.06374541651806209,0.07286498234658491,0.055169152563158436,0.03386539557391475
LRIG2,0.0004761474721692305,-0.008214627422446453,-0.014103947958517653,-0.024853214769203404,0.022873549285768104,0.015202105857442619,-0.02701240181801002,0.041262833273682756,0.02047850674350343,-0.014527584531001387,-0.07151289955079741,0.01877811018762184,0.02377547643246904,0.03336195041224781,0.005391254923556216,0.08781242648697399,0.054592524478763574,-0.04947755603288048,-0.02165354000171163,-0.005325397653416144,-0.02476034622540605,-0.046566736114176874
ICOSLG,0.03273781511526645,0.02704479862838646,-0.023490413980593403,-0.012071567997302373,-0.03041130485060846,0.03905532494212912,0.03865336022574056,0.026227087788242117,0.011856086688413842,-0.02232417043885334,0.10940734245760354,0.02385808434443319,-0.015346772865169783,0.06562923701308229,-0.006512687891126219,-0.04646618156415887,0.05128902787147131,-0.06864454620706556,0.004044157484441199,-0.07851391187085405,-0.04094924031579842,0.005514332743958903
WIF1,,-0.1277957222030183,-0.0011125049566810513,,-0.015629347372567066,,-0.12439252201256362,-0.06636017100949948,-0.06358565151569387,-0.027312135856612452,-0.07022092117690182,,-0.028979803336985466,,,,,,-0.025341586134848916,-0.011565512689836233,,-0.007002032879050056
NPPC,0.03646095771206731,0.012618252288939782,-0.03334892459528078,,-0.035375339809012994,0.047416271105872626,0.04250270639461999,0.013412038382417063,0.013932514219536077,0.009323563134680949,-0.06919435809867756,,0.006961167134344862,-0.06932376422244464,0.015207710213379601,0.1018578883560685,0.06460675430614028,-0.06863284096638389,0.01785309705683635,0.010663185398608402,,-0.005703697243208174
LYZ,0.009333614205034675,0.2543927947829146,0.07620840246108927,0.0757428963831081,0.0812317431670073,0.008543437848717523,0.26085746450006386,-0.008036302689221782,0.033909225401535015,0.041110445791986326,0.2500461599447939,-0.03471235712891983,0.00042440677775948355,0.19611485064155623,0.008332373307712448,0.15002140407575654,-0.010230679190972383,-0.057484964335046906,0.06034926444519741,-0.008257866548687735,0.09896755075249468,0.06290674437247995
EREG,,,,,-0.014943870734022861,,0.16747140861618934,,,,-0.037377291133683745,-0.0071831944672749145,,,,,0.09756398341280986,0.09669120509895258,0.08052125760543134,,0.030788550052631966,0.037899253874759585
SPTAN1,0.054528322483029266,-0.17471689595730308,-0.25618681060074383,-0.03619416635507753,-0.022589150321741202,-0.2269355293036676,-0.17386177249132778,-0.09300187369228287,-0.019756602151419923,-0.17200031838845922,-0.17770352204683176,-0.011364546789347684,-0.10801697474492458,-0.11341301881468377,-0.08106202054754612,-0.07046209192890136,-0.06495850454138574,-0.10310490564807262,-0.050984204971687,-0.0018612037178459256,-0.13361662640955035,-0.13544170786812829
PTH2,,,,,,,,,,,,,,,,,,,-0.011233317613602531,,,
LIPC,-0.003227178253558425,-0.07652723447210073,0.04391163322587703,0.04014787881217498,,0.017810874015851276,-0.05010884941011866,-0.026558306282377847,-0.007597771959223455,0.01959016374714459,-0.032495205518876316,0.035150575902951176,0.027124057932327993,0.04179390757772659,0.08987025412305438,-0.03797113275010324,,,,,-0.0016762848669513613,-0.0378760295867105
COL8A1,-0.03155154982889501,0.034046980897494354,-0.04988584117605804,0.039818958629870164,-0.0258762360179557,0.01321433929319604,-0.06245474669358215,0.06684090170994228,0.054515474636417253,0.03143047898667655,0.03383876862718381,0.02693937360803153,0.035575785065309444,-0.06494370646739164,0.06711973093830535,0.09167566086007772,-0.06054720423081185,-0.10710631140416502,-0.044435714337914024,0.09272647940475204,0.0013923537058262805,-0.0071223861867527926
GSTM2,-0.015118936013510637,-0.07912846850060497,0.0014043239454513195,-0.03851359563762076,-0.023722344757521437,0.012334029585556058,-0.08040967818168158,0.08814675842008575,0.07731141335610563,0.07800031609247038,0.013284393141940017,0.041609096345701,0.030484329471157073,0.10183385664973248,0.09371628915323947,-0.04729185920630126,-0.04884446707133257,-0.07618742547405825,0.06083416158265128,0.059088039318106945,-0.04274204415854804,0.05363830515511141
IL4,,,,,,,,,,,,,,-0.02804992601005145,,,,,,,,
SPX,-0.04741415066586282,-0.09775162074432531,-0.03185963908749057,-0.08620976047227939,,0.038294572624346705,-0.08368186904805128,-0.037835108363175204,-0.022240921077620737,-0.07526227605883523,-0.15882023337602777,,-0.044369185333914485,,,0.03661622610055641,-0.05554193019437359,0.02934331280443588,-0.033764162323473616,0.015592836067939063,-0.06415179435239106,-0.0769795151275008
MFGE8,0.07402780739283508,0.07141393658400462,-0.11840988402679382,0.08939578298879973,-0.0165195683918789,0.006585825858001964,-0.006099860302470695,0.01635144902382923,-0.001027678023855496,0.054535365739954184,0.015599623148399288,-0.023747549426987005,0.060362755155049394,-0.08119559974284994,-0.13070265009492302,0.026104216684462396,-0.014351477959551802,-0.03270070362209726,-0.07883856665795422,-0.016456987848654715,0.00874894800642603,0.11223562846635145
TGFA,0.0022485508136485424,0.0005716135408963626,-0.06353573450984348,-0.0021611858427495853,-0.069705875997059,0.0780955695821949,-0.06802563129376461,0.04965809589951676,-0.004750831972402968,0.0981660979753864,0.05873774604064873,-0.01640782850709795,0.05455211840966058,0.06427053495266406,-0.018999845440134895,0.01269406055829189,0.0047910961764593574,-0.011081443629039968,-0.01562263594531825,-0.0889646213529193,-0.01574226483819833,0.06620312185120718
SLIT2,-0.019034872881625753,-0.07086740265955743,-0.010812593988726723,-0.02398657476431274,-0.013006508363007548,0.008948040020563377,-0.033935241477080956,-0.006445810030032366,0.014252969296537188,-0.05776281550183146,-0.1116535560889526,-0.026259257165229418,-0.036652552557526995,-0.02118026881726791,-0.0484806983935924,0.026225907076108373,-0.014962820830641507,-0.027752558306658768,0.02439559795271441,0.033691917087833465,0.082146545148755,0.10725130502481088
PLTP,0.070329345416023,-0.08639338430581614,-0.04878992524042917,0.0422251188558976,-0.023620226699921334,-0.1036604081926721,0.12455381328315704,0.051287897890776854,0.07635314102546488,-0.0549987247407574,0.25192304333101745,-0.03029540924812394,0.029558498510456544,0.02718687003620583,0.04212331592238974,0.08294252503029431,-0.07870773059170211,0.061758540624029655,0.019616077052754453,0.008500721063385015,-0.037450303037311734,0.037884970476673385
