,UKF243,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
PDAP1,0.04631024504337454,-0.044684698311559155,0.07074789260877991,-0.00903971438750048,0.019049646123844403,0.03859710728248531,-0.05871082323715397,0.023432344550500476,-0.02063886437191295,-0.0023270401851901274,0.02604598553535564,-0.02833666679762363,-0.030992676962365524,0.05522007455439373,-0.0063115743492439536,-0.00587754319126495,0.034895852509220324
QDPR,0.02520588144103822,0.021743062198548494,0.05483967582692239,-0.043143797274717975,-0.0017744424518250997,-0.06289578456535314,-0.07811210452918352,0.0011647657489532244,-0.06705011964178123,0.13054459094249052,0.014114960809437953,0.010899951960126213,-0.022479513152287498,-0.07415916457079959,-0.015083391703898134,-0.054685244218274226,0.05151077864935291
POMC,-0.005758203302029088,0.0847100585499797,,0.028175037780367992,-0.027247440693803634,0.015558987639440774,-0.01663802428385388,-0.022652379791194707,0.023174583650128852,-0.037572164431427656,0.1454259532156367,-0.06262491353255127,0.09709891500215251,0.053906663458155445,0.015284438328306197,0.05918557930099941,0.04605920623025949
CCL18,-0.026259938712013445,,,,,,,,-0.022048539995516647,0.09197196489938976,,0.07994542068160959,,-0.02373572653806275,,,
CCL17,,,,-0.01478324433370745,,,-0.017883720973057987,-0.01470256781608009,,,,,,,-0.0017270961563710509,-0.0028433567049899688,
VEGFD,-0.02958727554871576,-0.023269729538348997,,0.020078138979254603,-0.021547499606484877,0.15422335688252978,-0.01905359207086218,0.04153710559119594,-0.023483947401457556,-0.01294018590444912,,-0.04298087546548488,0.034740568345890364,,-0.025024911320361252,,
TNFSF13,,,,-0.010197151082613475,,,,,,,,,,,-0.02544439287796052,-0.02422889859899503,0.05127627471217002
WNT5A,0.054275018584943,-0.02011440110347099,-0.0025238185837214286,0.024121791027050643,0.03497532741979037,0.04226672124970118,0.02208673394282269,-0.00033236230771971814,-0.04079931789298621,0.061973577946117124,0.03675103731072938,0.04284645219621135,0.004068574503231434,0.0019743887127823953,0.05940590588386977,0.05137298796759513,-0.009209301042569248
CXCL8,0.013872532152456585,0.036444214960572145,-0.08702193650427797,0.004527766784356414,-0.02074255579571319,0.02182840776412682,9.707867886982481e-05,0.10439359193638421,-0.03265222837577885,-0.093519129636676,,-0.017795524613492295,0.12072823442681292,-0.04179048359978854,-0.018152277721273424,0.013222739590707213,-0.15964077226259374
GRN,0.09408712031750181,-0.0389041136532083,0.08654785053486044,0.017848141465359242,-0.08694324742300172,0.0351642059727228,0.01736603242579431,0.0007849862626011564,-0.04798077126017066,0.014329127732879596,-0.006533252456480085,-0.11134693628984474,0.06209217487349647,0.025638465853598445,-0.05234963466948328,0.09739530898985385,0.08690896271583876
MIA,-0.05590327029386445,0.10550246979248708,-0.01275036835581355,0.0005124727604712973,0.019461811506316547,0.002789043858246446,0.016335638830469953,0.010686242188710282,,0.0012600137942053629,0.0849064571123457,-0.07603148356076174,0.02807675252011438,-0.021343206238176756,0.01562729992224661,-0.007374371243558637,0.015494866357325325
COL4A4,0.028414759987182677,0.0508358717985645,-0.028388345301862603,0.04035874141291948,0.031997825270675954,0.05533890788392025,-0.0036927777672444316,0.03678268760075302,,,,,-0.013884045490617648,0.015845532934144885,-0.00794220957520119,-0.027310173578853274,-0.048868734046395176
TAC1,-0.037303085392272825,0.010288653965204533,0.06103619569751287,-0.027987845727064392,-0.007832770897841299,-0.02511181922572694,0.04572267532836298,-0.01797258777082152,-0.02038446395630892,,,,,,,-0.029393916216553632,0.07301215504436528
RARRES2,-0.058335772216303025,-0.02094964829531585,-0.022890759488367315,0.059947425429991694,0.022560653318324554,0.0895754851056113,-0.0633948650474007,-0.021528530791483865,0.0356102620673524,-0.22978425196358382,0.019943269158429824,0.0010892614545942873,-0.011722199479264322,0.012753931540651164,-0.0061116583082356755,0.013638369480668638,-0.09836261740497643
FGF7,0.056897842099614196,0.02203935787979948,-0.04946056534348715,-0.026204672213106347,-0.02378943815502235,0.06874526830384858,0.006011079466709315,0.04537090238403201,0.00115041691272593,0.02825687751518011,0.045779244631423265,-0.004866803101720807,0.13084196550226954,-0.01257283629423191,-0.03145379434710244,0.021201369405631543,-0.003781002313930679
HBEGF,0.127509225568107,-0.022239612424819633,-0.023509770127138233,-0.026603136250889062,-0.021182222897693597,0.01788832345858201,-0.055514328309882864,0.0042019858577770864,0.043846455964124946,0.009478213599648736,0.07104464167876683,0.10484508486538671,0.07436595640872122,-0.08908154282205803,0.08055777357194621,0.014779043517903536,-0.0033614010288401377
CSF3,0.09084341175778732,,-0.029113041040976118,-0.01762033824980389,0.05816534410708034,-0.017032964288814664,,,,-0.0639549584624228,,,,,,0.1199506901854322,-0.05140431685732507
PI3,0.1395841106035244,,-0.025676671466483763,-0.030407384073498665,-0.042011690014826644,0.060526529631136465,,,,,,0.03494491716575213,,,-0.02016015739935837,-0.05114713748675715,-0.058661792594895755
PCSK1N,-0.06821681522801087,0.054895947000048906,0.023584626944286903,0.02232342012993768,0.03601394555395275,0.0283881345609248,0.031575960582105496,-0.018491903640505833,0.06016656295513196,0.10865281171543283,-0.022275275775341538,0.06597281046727647,-0.06866270442993647,-0.08923192213503764,-0.005485464670454884,0.020880115725962562,0.125010123649688
NTS,,,,,-0.04227079877483704,0.015081047699474145,0.06771381365193971,-0.0069997161531756055,-0.021143096341562834,,,,,,,-0.03486125984820473,
SFRP1,0.04625480239604595,-0.013089889238063248,,-0.012898952106632323,-0.024581965523367676,0.05659587985104962,-0.03960464369438446,-0.014702567964147024,-0.03206205419840596,0.06575863343256519,0.02902502079725707,-0.08750176704127813,-0.05898828938583918,-0.03917457341102086,0.03975785784119505,-0.021037679995752765,-0.02823849339818441
CXCL13,,0.049255886573261916,-0.02113951253205529,,-0.02436104175969745,,,,,0.08186065002997847,,,,,,,-0.01746778709843101
MICA,0.052843896948224,-0.009677689789679691,0.033751685984216614,0.06437425423948474,-0.011296201455502941,0.060724479767669266,-0.02778819800038716,-0.03731928877089244,0.09119523870149264,-0.07771210239975451,0.08294313495703072,-0.05160989347074253,0.13260157995667088,-0.05548110194254235,-0.007103625996001159,0.06612753951199549,-0.01172765662590832
TG,-0.02374318608286283,0.00815158189885655,,0.08870907856452982,0.05552453396807762,-0.02055726399176983,-0.0180171720978804,-0.010640184480815518,,0.050163659270774985,-0.03725596205233282,0.0203759983408377,0.015677307142372827,0.08755374794445427,,0.040131667222459984,0.044615414521978675
ADA,-0.03511229338474902,-0.005536906355256291,-0.0071111611527565274,-0.004596174170858619,-0.008575940613072508,0.07626660428085798,0.10126407243813709,-0.01728051528104988,-0.0005790182768954109,-0.008881840987497558,0.03799027197570632,0.04721777091085896,0.02571653240607325,0.02344803192652469,-0.008294441416190783,0.0858744263029707,0.0667068335090559
LAMC3,0.04861338311047221,0.027908817864451197,0.07854551889646608,0.012851862496834822,-0.029512052995364038,0.0037285780713023995,-0.028883470541067078,-0.02149811876502816,0.025446126820859543,0.013437725538543638,0.09832078593696571,-0.041661576158836276,0.1298566700444693,0.009976656998222285,-0.008775440068685747,0.09821244409780283,0.1291117243279445
CCL7,,,,-0.010064147128782357,-0.03229824366469197,,,,,,,,,,,-0.024668862209032787,-0.08068012248458299
NGF,-0.017159831275701587,,,-0.023059531575905956,0.03301519037127595,,,,-0.02114311026288895,-0.013186212287838514,,,0.04249135806160368,0.008132508541123955,,0.06946527616844743,-0.029644445237129
TNFSF15,-0.021228852893437913,,,-0.011206920059029827,-0.008728879501644138,,,,,0.016353858656299045,0.07525138024655659,,0.06682858790030552,0.1260325388466533,,0.010418515926648678,-0.056891515901814384
HMGB1,0.06856413468141195,0.05930299542140192,0.06757672413700651,0.027002354383808623,0.0386080093253801,0.030146924210211725,0.08475270020432354,0.03325349479164718,-0.07175263149793168,-0.009289098322647174,-0.03369786194192751,-0.05761699327572456,-0.07910061344966997,0.030754906576118086,0.025885786375472654,-0.04080965504393194,0.09005154143963105
ITGB3BP,-0.021793234960778535,-0.02636032915432601,-0.007432337713922379,-0.02124963324930727,-0.012133452409975232,0.02520797358519125,0.008600294446311576,0.002189980729523758,0.07461140358409754,0.11060995851819994,0.0672232092550163,-0.048614662270940814,0.010610587430726038,0.034326771450603484,-0.02414820103885284,0.007413773290401896,0.005344696685421459
AANAT,-0.030756284255434436,,,0.04615257613708858,-0.021547502682511877,0.009491407470863541,-0.01620294816030532,-0.012265111086195945,-0.019877633083925123,,,0.08549336539325018,,0.035082099318939956,-0.029349830575680795,-0.02610068496244443,0.11174498753491291
RELN,-0.029587260191695216,0.09446258538209276,0.15109383974858498,0.06644228729214452,-0.0251716861563828,-0.03562870301123858,-0.03567366151998123,0.016300921229239602,0.009114718382422416,,,,0.051336926883558814,,-0.036703772865707,,0.023679280799715825
IL15,-0.03017644794799613,-0.028144679657751446,,-0.008251159327270018,-0.027673610081935085,0.0884703942897617,0.00922098866896534,0.020957120427775245,-0.040733710170987474,-0.09854270573299248,-0.04598632905789877,0.019647575869490296,-0.019460889775621593,0.22282858167404776,-0.036549885508786274,0.0918968093504996,-0.024718983363350593
UTS2,,,,,,-0.01875714717343934,,,,,-0.038230973759271446,-0.024554120854490897,,,,,
BSG,-0.05274045316669082,-0.008208668161165396,0.086006324766986,-0.05814892742882671,-0.0164113283987402,-0.029855640086677876,0.046329569978122216,-0.018107924533073534,0.06638631304549596,-0.1820724072049407,0.054021178981510654,0.027912019941408846,0.011851638667936374,-0.0021297007537498833,-0.02918995210664981,0.011928861049514974,0.021520660906533748
ADAMTS3,0.10829803586331929,0.013172489969936422,,0.01450846138756915,0.03863691045191736,0.026023840565087865,0.031563793752953116,0.013781653533990215,-0.031918808002007776,-0.06857799708412352,0.10490168780806873,-0.04240569605433543,,-0.004928704451856871,-0.021049155032274624,0.010051271207771958,0.1324030678047348
CD34,0.08027547021512083,0.04306120381711538,0.049823089456769686,-0.007667772221637544,0.0550673938910728,0.05525117780654969,-0.03718087011375663,-0.022947689818841863,0.06373439786408899,0.014674212009112739,0.03521155557705951,0.03951600400443899,0.1651263222416457,0.04762571435727993,0.052362505851513974,0.09371059186460157,-0.001430272662241102
CCL23,,,,,,-0.017482014701036927,,,,,-0.009462848127886378,,,,,,
PLAT,0.08976847279766931,-0.016522441009802213,0.04324162883312628,0.05092455128156408,-0.006001736645457594,0.044495361862533486,-0.00525553641309955,0.009251990018203846,0.0014269955774146982,0.024476353585955,0.10963738441192739,0.0123730188882796,0.07701656193401024,-0.03740079378208441,-0.033618269221471445,0.02972962698725206,0.09129425884244563
NTF3,,,,,,,,-0.019798815190841142,,0.05345350644092597,,,,,,,
LTA,,-0.016246416359131478,,-0.01289895150319907,,,0.0019150837357501751,,,,,,,,,-0.02259941142059538,
CKLF,0.0776311974510657,-0.001645385653651283,0.08627229965666523,0.0022069939337121896,-0.03707262691625872,0.08556175437185778,0.030510405045356393,0.013184715663294677,-0.020310303032412456,0.008942731658166407,0.082619163354832,0.007545096673082082,0.0690275834960279,0.006740569220069826,-0.02429755247863818,-0.0030814947182629475,-0.06818953686869215
APELA,,,,,,,,,,-0.08301274483775493,,,,,,,
CD24,-0.017335883660079245,0.05697725641073513,0.010332323515452364,0.036848516206739866,0.07488228981185766,-0.02462707329652175,0.007408954849912244,0.05106356028537282,3.533695782615223e-05,0.23139261758732638,0.00039369127899156704,-0.027139352923048574,-0.10507747051171272,-0.0012329238422592995,-0.038192730870358106,-0.013981944613077477,0.01133514556397178
HSP90AA1,-0.05369023076320415,0.02915824439009449,-0.03566803123135015,0.04321733530605232,-0.008709555053301905,-0.06506190099871699,-0.0797794755867778,0.011372542630184503,0.06189978519636053,0.028714622170194798,-0.0873586604538569,-0.00271562389785094,0.010890535488909215,-0.015432118211534436,-0.015927097047225173,-0.11527819133965739,0.08259589735453074
BMP4,-0.03713807239667805,-0.017222153705698833,0.1025794709169979,0.021466277883783146,0.02064982851781718,0.019102861496223124,-0.044760037907027705,0.004737854385078551,-0.03170525609114701,0.0978797009226964,-0.06079688032166406,-0.039267173834197866,-0.026793407893630605,-0.00356437881549194,-0.030466289575560957,0.030613631437456622,0.025649174493434748
SCGB3A1,,,0.08704258150317414,,-0.02566041566423364,,,0.044406045625322126,-0.004859551217508186,-0.0096665592485462,0.06882869156948447,-0.04298083368419486,0.058294850861258005,,,0.027457795836982966,-0.06307318750960371
IGFBP4,0.031804814885717805,0.012218023652890805,-0.008624570976517991,0.011226549630326495,-0.02309602251728297,0.0826818075085387,-0.06671540327571193,-0.031611722616533895,0.009286122535636283,0.04136840532013062,0.09768644604675902,0.14500315525577975,0.1757076569213712,-0.03997660528164868,-0.06816492123480875,0.11285996091818044,0.14098046335524278
RSPO4,-0.020962493193950084,0.08896205978317073,,-0.019744105177137827,-0.0031960395380043155,,0.12192765244403811,-0.0103457396491504,,,,,-0.04808573417220249,,,0.03992099384272726,-0.026803951943024835
LEFTY2,-0.0019738440430375334,-0.016445947070511162,0.07488671030829523,0.011379457815761941,0.012121274887344298,0.09852341602039483,-0.016597350523608407,-0.011344230056469421,-0.02114311026288895,-0.10240671184581253,-0.03755016029482973,-0.02381883434350164,,-0.031592306635215096,-0.036744736473049745,0.059966978460015925,0.08982293384581072
PF4,,-0.014778323797561894,,-0.008780770094341452,,,,,,,,,,,,0.013102940968398862,0.038411813646748935
ANGPTL2,0.04827827765417371,0.003462174281194172,0.07148676807232224,0.023057998333493254,-0.005726869002435893,0.060026357966182324,0.01177889698234655,-0.0035319433556710374,-0.0005287061177111633,0.24373967136952557,0.05671881127121555,0.06440347914350947,0.08468790317607511,0.009357085024675388,0.08250857803768838,0.08459801739217837,0.18785152530437085
LRIG2,0.04152933572623619,-0.021892252217666684,0.015304127448962597,0.01114693752279788,0.013068865014715592,0.06729596098535566,0.02965179629867742,-0.023013186903335762,0.06354988999114582,0.07791078076567563,0.022352198227143426,0.029839422121435172,0.015676918623198907,-0.010392073629786669,-0.010201829512196874,0.008129180130861365,0.12054463248978915
ICOSLG,0.052117397275313906,-0.028324964465746293,0.028212180531604177,0.04801261288984816,3.7016826640479445e-07,0.007649372614766415,0.0013039271479503428,0.05637058287184236,0.004921846947091452,0.0010448941217397552,0.005888481007459092,-0.001096558902645616,0.09821285660058614,0.071766756674419,-0.013809483517755513,0.07005306167246915,-0.015104590374333047
WIF1,-0.036536155202913374,,-0.05046294921236938,,0.006015387050361993,-0.08088522889223904,-0.014005704034308822,-0.019468539983318003,0.10257649371151135,,,,,,,,-0.04709341975189529
NPPC,0.025093246995393646,,-0.03904131358325448,-0.013621139810649604,0.004325397919468921,0.06797861097848178,0.03859250216345306,-0.014378046290099226,0.12174573522718889,,-0.028630120982251137,0.07449589242088257,-0.03553121652466775,-0.02960172696002687,-0.02784442967335106,,0.032444493073101086
LYZ,0.04946935035384675,-0.005802069185342865,-0.017259362996194585,-0.01353922557113848,-0.0434168091422776,0.07385985000514099,-0.002320938475596404,0.05074869227858314,-0.09011642761579501,-0.052510771802825026,0.04993738081096365,-0.041207848305390114,-0.060006430321012265,-0.09792762669007532,-0.058889421228040535,0.09825000345394937,0.009067639827292823
EREG,,,0.014544559937797408,,-0.041677148352119775,,,,-0.021750081632588344,-0.03778812170384876,,,,,,-0.028910130320110573,0.17250731062695843
SPTAN1,0.014840474772227939,0.04587861475583983,0.07202184520264189,-0.014983693347554628,-0.033848140384447174,-0.0273816936801082,0.0015080037202777872,-0.017436759089326626,0.09515719610081624,-0.05783616907631586,-0.06457429598942126,-0.012179907685870512,-0.004869685097391237,-0.0023458133648729955,0.00847834587747855,0.04370640131265436,0.10424467036634616
LIPC,0.113391497035777,0.09571719936955868,,-0.015779697828042907,-0.028673444163085423,-0.010202663688310281,-0.00861112748601587,,-0.038953999783407446,0.11924073698589387,0.043900498669100535,-0.038712294670262014,0.037535221883257225,-0.03434263505350733,0.030513262428043558,-0.0059541762349831105,-0.01660593721902637
COL8A1,0.12121282259262849,-0.013251013430097418,0.06708710444461333,0.03246197815406338,-0.003625764200237927,-0.045981306640607816,-0.05945754797692228,0.010642329621744284,-0.022667898842269003,-0.06012772120788494,-0.06399286692138169,0.07066649740379911,0.016850674854503197,0.0023039226543296655,-0.025186547692213956,-0.0009129257141226979,-0.07181653006422388
GSTM2,0.03981288293360801,0.009034618851533727,-0.048443614044175055,0.00700241654906351,0.034566821023625544,-0.02662907983188612,-0.009507278009009568,-0.030578650715836365,-0.002814453850280437,-0.015167071782837582,-0.019425419213949326,-0.010739633093782753,-0.06679765769637169,-0.0210576921698216,-0.04919840620920886,0.08746957930154288,-0.03469715214869718
IL4,,,,,,,,,,,,-0.03700525907678369,,,,,
SPX,0.0037979652345506106,0.011273863267563747,,-0.025856808879107313,0.00027316328964950283,0.024513993486549788,0.01001367241120119,0.031554977114963745,0.03149451999431152,,-0.03795471740177822,,,-0.06988226182039109,-0.03604293863389623,0.0547963271394465,-0.0857284865159471
MFGE8,0.11337433698755123,-0.002886194469980001,0.10069645991280524,0.03326363030980859,-0.010823434231614363,-0.007940658558625562,-0.04157517126475534,0.03459749950879681,0.027436343942212126,-0.09007106329508793,0.09068035065952554,0.060190399735299015,0.09447763396941393,-0.02718384331066122,-0.03615816945368097,0.10814446839527395,0.08335602078666417
TGFA,0.00325162193142112,0.02330586040970469,0.06186135464805534,0.01746466881172312,-0.009962133658244913,-0.02978083909576095,-0.008633498145208899,0.04084281985797588,-0.08997391585695638,-0.03709617051243191,0.09585933866912004,0.05691601489981763,-0.009649455186227843,0.03363032198777827,-0.016308014794344905,0.06611538646918189,0.01788824264296943
SLIT2,-0.04248190848594811,0.012903202660953506,-0.023129796514898958,0.02885435172226433,-0.052651901100559236,0.062020991881683016,-0.019476685063178997,0.02054188484280663,0.04484126687226631,0.02357549572292622,0.08620299459844862,0.02245401425873867,0.05558530967515193,-0.03347693529414131,-0.041397829516190414,0.030792246189848316,-0.08263887527346778
PLTP,-0.08391443488332112,0.015483608479012978,0.029301201027061165,0.0015046942164458775,-0.023057049707822328,0.04202791772137449,0.00438249847290389,0.06475152946866465,-0.06866272392295822,0.05556459103122228,-0.027491373992892473,-0.007291690773351739,-0.039531860352317566,-0.031140302931239455,-0.035882322047702225,0.06865310585121401,0.04498680095015396
APOD,-0.0372581157361916,0.04412406992942556,0.07775507817195682,-0.04102534795604493,0.011822139139852642,0.01635584804302441,-0.025671825407165616,-0.02174543592325889,-0.036642780900911366,-0.021004624803421402,-0.14712320781995944,-0.08859784749202812,-0.05592843603138466,-0.013470461761621606,0.07171690292811622,-0.03912131774782216,0.04080546259640573
B2M,0.12722444581696501,0.04135609465651713,0.10729730566223421,-0.013593040108522705,-0.03596853735403878,0.0846185487155728,0.017412828673031424,0.03172696466945597,-0.061966389591653834,-0.18841606669804997,0.025848985144840863,0.008925134964391308,0.18000314659335118,-0.10474002266601143,-0.00990141902852734,0.08070757807128795,0.10537029937849637
OMG,0.008737539035460585,0.06020622209736758,0.08674165576916684,-0.025940388475050934,0.03600416988912601,0.02192779934674368,-0.016456139098030582,-0.04556490468108505,0.07017887175325295,0.07685949423095625,-0.060010163176589054,-0.04318446457904212,-0.0001284134506195366,-0.012819492305240628,0.010057751560666933,0.012581533560409855,0.11816500154907393
CXCL3,0.05168249744115145,0.012789533212886344,0.05207712065357177,-0.04026541475976279,-0.00718083083325788,0.05635178236177817,-0.036523278414521985,-0.011067754576410235,-0.030618564261280696,0.02925343172368653,0.06826967446654657,0.0025778004090826366,,,-0.0206681648255758,-0.001417719199172458,-0.05849291957841256
CXCL10,0.08195147708487555,0.020080025829253136,,-0.0626918777028912,-0.002303827926407117,0.04556645348701467,-0.07827296922230154,-0.016812729269347945,-0.019501919621503914,0.0017693800466304752,0.01683543694773245,-0.0797610433131034,0.00964408050917312,-0.039929171389894595,0.008184566862167543,0.04336114334194038,0.078872594893802
RSPO3,,,-0.029113041949044332,-0.010197151417481906,-0.02867342648450053,-0.02522882242881381,-0.017309295216863342,0.006544837237637261,0.05227389959851903,,,,,,,-0.008399186398213772,-0.03827316326106804
CORT,-0.023502648219401734,-0.02639315047111005,0.08708487245368328,-0.022867895043387043,0.007362295368555494,-0.04366412958247631,-0.022162594543542646,0.03214049021439191,0.11342916116147424,,,,,,,,
NCAN,0.012521598190712845,0.02052100119017012,0.10640580450509547,-0.05461816750953695,0.00676206075346045,0.022367598634940193,0.014206237091983853,-0.003051215762724429,0.019377849791269,,-0.08900675286149554,-0.027065475903794826,0.04295961627013889,0.0484545952647822,-0.008124912425304933,-0.02051580945140461,0.12666229390175326
PRG4,0.09321041075580874,,0.03069977136620791,-0.010064148697130291,-0.003055826227766184,-0.021855014563461672,0.023847447752137957,,,,,,,,,0.0010816416631336894,0.005413199948578204
ZG16B,,-0.017783310789652392,,-0.011680675405799491,,0.07470724172878962,0.01009152305254007,,,-0.03777248830058392,,,,-0.027482313982199396,,0.0615291682889251,-0.02644951442842676
TGM2,0.13926599778399817,0.008178322894173407,-0.018050990828237728,-0.03278433710416921,-0.03029794186639948,0.029780137592006813,-0.03151085622416908,-0.028923375937928177,0.003141188744465417,0.07370412692094767,0.020352648611589974,0.0207327696445221,0.1631787593467633,-0.03668411871047309,0.02676232578096233,0.02552126001844706,0.08872379385077774
VEGFC,-0.02301488099090143,0.0910524897062658,-0.04328862291682266,0.014924568181852902,-0.008447321295478257,0.02503648453246884,-0.024415000134150305,0.028465285037819303,0.01826378300682518,-0.01226531088194199,0.0005153220308908032,-0.04194805347510552,0.1905566075894204,0.18457785593246917,-0.027261649978040314,0.05395056890944708,-0.037236118782499945
WNT6,0.04954023587859133,-0.016445947502126874,-0.040873030344775824,0.06957556512184117,-0.028288460515545795,-0.02149154503284131,-0.02759506907200531,,,0.024452580805349945,,0.029908034437491026,,0.08466545500971154,,-0.03769827773165825,-0.02733028383150362
NRG4,-0.02175267858123872,,-0.021821789925019562,0.15107471405838147,-0.029242400543915904,0.03082257888738623,0.03695824561053554,-0.020747113276069203,0.07405064659866373,,,,0.13119586621928547,,-0.021890711165294247,-0.025034074187259534,-0.014780470192676276
PMCH,,,,-0.01697153071996012,,,-0.018149712643144723,,,,,,,,,-0.013377632134931143,0.0286079951738498
COL9A1,0.0006763894777988693,0.0258615019495507,-0.04450789288791438,-0.012792694946279068,0.04568983226170289,-0.018487942445191714,0.0019054457651954842,0.07033284638240549,0.0040025120875591715,,0.06906525211096211,0.07412891448328576,0.08903834188616942,0.019954119043561647,0.052533944742441135,0.011160094015996496,0.010229438209284967
GDF11,-0.04580423524119311,-0.005408139086508315,0.057859227651185785,-0.030767925771768585,0.02105594021264731,0.057341966599533584,-0.03411211825588292,0.031951578279489835,-0.04298890432257203,0.0875158506704016,0.10131543286166081,0.02631891537029519,0.039471567921569285,0.044310355402854266,-0.018757863620730782,0.05709892117462791,-0.011294202359984544
RAET1E,,,,,,,,,,,,,,,,0.049842351678781385,
IL24,,,,,,,,,,0.022597257587708697,,,,,,,-0.04594905320191302
SORBS1,0.04561568426925679,-0.03811039299089234,0.018408950574987436,0.06474327916455688,-0.04154828573552996,0.043531308507683,-0.0021713430240782624,-0.013584693125255419,0.04332465727401778,0.04581001845709327,-0.058396746958602024,0.05083106711727037,0.0782980051671472,0.021532309878454264,-0.006044225794974071,-0.03144867071289354,0.07205704318194112
DLL1,0.055686974315115774,0.002733003577443289,0.05352363629155932,0.00925323425114322,0.06145054061388163,0.04474553343669863,0.01629381412956405,0.02022689325230053,-0.0029501523693687597,0.07176818093752141,0.0380595171956777,0.04075646387602647,0.09771203099146537,-0.03723456068853007,-0.0445198760457637,0.10438427655734112,0.10507662805628082
TLN1,0.04861746744451511,0.014400387158744244,-0.044561415267202795,-0.018723941564145537,-0.020923354630489017,0.02429997309669952,0.05603860322284679,-0.00803918272379219,-0.0730621040742627,-0.029005677475190755,0.07652966663164909,0.04024930555983737,-0.06526366102778046,0.006784138432342845,-0.03211398294852748,0.044529734465665015,0.04440580324404488
COL2A1,-0.022265298981905563,,,,-0.018336467333591885,-0.02017246010146409,,,,,,,,,,0.024950683748330198,0.0744995540710265
SHH,,,,-0.010458302889300034,0.038935767654684116,-0.015858004721832596,-0.012169465465952484,-0.011878755938965495,,,0.02649724057025159,0.040087475680217366,,,-0.05512835506608877,-0.02929003090285875,0.0010149169237582414
PON2,0.069754987804421,0.055553263244259125,0.09389657611379389,0.019408360556758122,0.07552139482046216,0.034894472897699945,0.011242250144176704,-0.0171887173193143,0.01855903176914177,0.027576031486125533,0.029461730798592187,0.11608196261864945,-0.009954673277442384,-0.02026068460788145,-0.05316007316362861,0.0010478143573371228,-0.02844883136408249
ICAM5,-0.0518825229954251,0.010586495471472867,0.10431915578536885,-0.016300007343360904,-0.025330693555113134,-0.039418958348999535,-0.040289898541103666,-0.002935994288433919,-0.00043587311484001134,0.11901080792588965,,,,,,0.01963431553928604,0.04472266277087733
