,UKF251,UKF266,UKF269,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH881inf,ZH916inf
CCK,0.06782048301157126,-0.1207417794224304,-0.058123803696601056,0.019423861811292298,-0.06450772304779089,0.07948431803779865,-0.014048423320465455,-0.05529997417260646,0.042240932318458164
SEMA6A,-0.02248058673385161,0.10640859248254672,0.08957922905547043,0.04990615252942798,0.06572618694218078,0.08209682363353649,-0.003011590505678029,0.012035447295782245,0.010054679911277153
IRAK4,-0.014865219307290744,0.06564848041060338,-0.02194161096602179,0.016518654719174512,0.0891046524335423,0.12720507614323404,-0.013702220960851625,0.05962957037937618,0.059535799280093796
GSTP1,0.021614866001014914,0.09063162935423946,0.08191517862940582,-0.06860064107479816,0.04643905673802144,-0.053905594719432404,-0.02255847878045474,0.04672839513060345,-0.09137382876263596
VCAM1,-0.02012609795913764,0.032273447851688696,-0.018380978702212874,-0.0337766566857799,-0.007439705251893192,0.08897958569394969,0.026538717282498188,-0.032226027146214864,0.05209294608613197
NXPH3,-0.02325540153184494,0.04634951021401204,0.008760942438744647,-0.0037555435355978717,-0.014437173915237982,-0.0443638535526862,-0.039531124659727745,-0.006352411499402158,0.03375020824749235
MTMR4,0.0329494168888308,0.04612565938607639,0.004086889992924307,0.005377780939697559,0.07548650511630522,0.0016613800665757957,-9.984647908787628e-05,0.0617078059604862,0.013064167774591398
LAMC2,,-0.018115195251320253,,,,,-0.005057727355608004,,
IL10,-0.02218412173051129,,0.024111362570054997,-0.0210515934916174,-0.017474658513619977,0.03619032707469423,-0.04167823883198408,,
SEMA4D,0.05432710427978401,0.01880118255919563,0.031921567501207455,0.07981400316104706,0.006830593633913555,0.03761563255138701,-0.0019080401055882059,0.040901932447799966,0.036108488198001276
TRH,,-0.009554844479414418,-0.011626714029723893,0.11501876865920937,0.031352685652057725,,-0.08309092015788569,-0.04113943273343861,
SEMA6D,-0.03429928162830267,0.11455426303334626,0.040266745662595346,0.0032775712007989204,0.058144076187538266,0.004843561855422658,0.09759147831822257,0.022819489109198298,0.12159671692732284
CEL,,,,,,-0.044350722486934994,0.023050286180660032,,
PDCD1LG2,0.012435271055002074,-0.012721407960145894,-0.04471665508784594,-0.012732049799570955,0.016935421391775726,-0.050342133285057024,-0.044069910370728875,,
SPINT1,-0.035144050568953596,-0.016454368585089318,-0.04754550924390325,0.0916169575182563,0.04076730355497439,0.06422018401656317,-0.03221735399241631,,
CTHRC1,0.03391180235902741,0.12095914502544229,-0.011352770192152868,-0.0774291043909256,0.04378705638046256,-0.09070224464642063,0.013542325748659038,,-0.03623890533752454
PODXL,-0.01223416279872559,0.09434992754205651,-0.0017615465909124625,0.08663366167137397,0.03057020504671907,-0.014021779327782426,-0.009447948716004401,0.11703307865821995,0.04078392191758091
JAM3,-0.0061305880699329,0.06672115306504674,0.046554893427883694,0.041912283595411985,0.015029143119836814,0.001247619574249586,0.09498799573457087,-0.027711672732672013,-0.0693683326668436
TGFB2,-0.034746780808419774,-0.010940997321911857,-0.021971368236839737,-0.028741406701507512,0.05886972025392938,0.06430743599941721,0.034359006592779906,0.14974813155713676,0.040183235484919526
COL18A1,0.005639454946960627,0.1197891183919855,0.08357299165847681,-0.05737546965727264,0.011442141127655674,0.023229649949839642,0.04724987530314156,-0.08235921258901673,0.11753178317317495
NODAL,-0.014917758222297418,0.09643835558316247,0.08743961598008913,,-0.02683785991976759,0.1306228287679027,0.01240620776795115,,
INHBB,0.020368895580261916,0.08312917387841477,0.01635714879315925,-0.0008703362190864801,0.026770509582024586,-0.010104657936106981,0.04594894969238041,0.16536023324819368,0.17296388527469198
LCN1,,,-0.019336733037718407,,,,,,
ARF4,0.009099249617928604,0.0642333150213403,0.024258043481847884,-0.07933163924859028,0.03419080195263759,0.017181418507416,-0.012293011893638269,0.006904335626410422,0.015756557817380567
CXCL14,-0.008994794392031125,-0.033376223158598714,-0.020491562733844552,-0.06370194361191227,-0.028080922268160786,0.09288788245275516,-0.026350577397781426,-0.036855875374799056,0.021219139014322347
LIF,0.05063042411238018,0.07841366890732537,0.002601487139808117,-0.020931349982320123,-0.021781355430802233,0.029179941253279943,0.003960415542403409,-0.07280378597289022,
IL17B,,,-0.006881681254819019,,,,,,
MATN1,,0.0800239585897186,0.017542933270920793,,-0.01589484510500269,,-0.032005534780386855,,
ADAM28,0.02173129693425769,-0.021891973762927903,-0.01444225407139515,0.05975656514802618,0.027732693481589216,-0.025334140500059547,-0.058138370535904906,0.04139343897061753,-0.07675398095791014
TCN2,-0.030783309511148618,0.1278316659401865,0.021152552439363863,-0.04752240786817087,-0.04632297421328742,0.0364449770872968,-0.005995961182060852,-0.027280244113434632,-0.04891609481200214
THPO,,0.04478692420666276,0.0003003595152498304,-0.04024514550769075,0.005289097761822522,-0.03309116003888132,,,
CUBN,0.009971062516566483,0.09626959388074498,0.024569558492162243,-0.0454898247003675,-0.016886447729704112,-0.026998551412523126,-0.028719348693321625,0.12901606887180386,
TIMP3,-0.07119032469796828,0.003236246268437585,0.043356816720282756,-0.03242025212486977,0.006906353782099492,0.009893941534407388,0.05577924796066747,-0.025924975543972863,-0.01837217207729903
PIGF,0.007355776217622448,0.06203293416967725,0.040124477533727075,-0.028451200359424784,0.04387673545048376,0.006248739686282686,-0.04967156227089632,0.14291957119092846,0.0881991670628122
CRH,-0.0014118935096837635,-0.013056613518403492,-0.029734810551855055,0.05036602781972427,-0.021740056639133018,,0.020374746499904568,0.035069852178846055,0.0051225401515858976
BDNF,-0.01674770521628136,-0.015491687370283521,-0.060123062686448174,-0.007086896106531306,0.0009322020778015618,,-0.03871691349495788,0.002015371918154997,-0.05570515158756609
CCL5,0.005618816738760258,0.03834413993249792,0.011757030570704109,0.004312217583077642,-0.02156327130592008,-0.042505664909712804,0.06038289693264186,0.007376751332348733,
GAD1,0.017301934698795117,-0.0867225629738235,0.0001970120939581878,-0.06388678193047509,-0.04778700581367553,0.05871998041539248,0.021483777716757326,-0.0026268031361018364,-0.027962712480880073
COL14A1,0.004631379525906756,0.016611378126873626,-0.02261663075963214,-0.08866701056325683,-0.01292552376537862,-0.06782956212951574,0.05256389516469454,,
HLA-A,-0.013741656210081082,0.09103566704456008,0.006346088270611186,-0.01686617125748272,0.05701174743718927,0.009113596314894593,-0.043816053864977944,0.13607506882479728,-0.02676353465540008
CD5L,-0.003465816582582709,,,0.06684210761084503,,-0.037772649828558054,,,
FGF18,,0.0018522718116505009,,,,,,,
ADM,0.03026971153548142,0.07675157038233399,0.06396765401433673,0.001653012326133145,0.06031825452338443,0.08172177094662948,0.04314499380021734,0.0327901807295995,-0.09740433954830377
GNAI2,0.03329062991459157,0.09310210778931513,0.019076994653576207,0.011075790183250205,0.04031511920153433,0.001330817723071953,-0.012421409776469432,0.014946962343145898,0.02055458774346408
HDC,,,0.006048415165512914,,,,,,
COL11A1,0.005138487015813884,0.12477491849680065,-0.012330711371109172,-0.060191943621986585,0.020050048995780414,-0.05958538654066884,0.08101970375031073,,0.10342927323535663
NUCB2,0.014571787788199578,0.00029210596530165406,-0.012755285634304732,-0.008894169510997163,0.032061047518638516,0.0369952762070145,0.0165723627835711,0.09348206295081445,-0.0018921633055433112
CXCL1,-0.02008395750654639,,0.02316966246557946,0.01011697080259991,-0.021563274961789777,,-0.022531960910849334,-0.05892615309021734,-0.0358033359052517
VCAN,0.02342528841048176,0.12407436823044617,0.0009214364187636375,0.0309144232707851,0.07143659164152572,-0.0547635503424853,0.09200334882285945,0.037936406978272996,-0.03655938808181716
MMP7,,-0.016049075347649693,0.012963835923621986,0.030474390114936786,0.03159209803613995,,,,
PTPN6,0.03323482923883351,0.03210304474216515,-0.012364658458837646,0.04109606076335124,0.016636573137015203,0.0458939780452537,0.015258483587715175,-0.04170364915089126,0.008705904202220947
PTGS2,-0.017923878546951523,0.04388973761410582,-0.016347316435650943,0.006487833740284844,-0.018516512064000092,0.02257489160476842,0.0073524148103288065,-0.024396440159051694,0.037726793825711744
XCL1,,,,0.013557941058602406,,,,,
CD58,0.02224794161160471,0.05696254060669723,0.0011083666184822003,-0.02630282348880152,0.0445607209210442,0.026801751671289984,0.022254116154223708,0.13811399499957502,-0.04584581269912838
TNFSF14,-0.02094690555480606,,-0.015876451745332313,-0.025394915024524192,,-0.04511468879834497,-0.004946679574202184,-0.04966069682658721,-0.038878605765046426
CNTN4,0.061454698989317685,-0.005200406994085049,-0.033431427013327214,-0.011888565839778303,-0.015427474776891343,-0.04528779326105165,-0.03387389027906493,-0.008284032089120685,0.054569247239652174
BTLA,,,,,,0.05682096780433269,,,
MFNG,-0.0002645698507774497,0.11666383626245001,0.058968998129838954,0.04534388684439887,0.03996696506643335,0.022079516024380727,-0.017576873388241078,-0.008296689970285107,-0.02945142037412015
ICAM1,0.02108444714769954,0.06296797402211202,-0.03672493932911054,0.001036677511218162,0.031118183392352488,0.00422013494658015,0.09382263445569199,-0.0631993877283047,-0.09082807857537459
PROS1,0.03346157932184881,0.10870632655932565,0.01008486809621213,-0.06420378505602747,-0.004812731069856268,0.033020775552508035,-0.1263302071371144,0.16276027229426576,0.015624363223186895
CLCF1,0.013729570328143668,0.1309722746433418,-0.04177859116328737,-0.05260042971861955,-0.011291845016279306,0.052989334302162364,0.0016827863531840076,0.01263173216904892,
PSAP,0.01848105082191584,-0.11525021591366368,-0.06872110240838013,-0.05897396096695606,-0.033217709939044895,-0.0071770899236677415,0.0370974609164928,0.028638334530746372,-0.024390786507228972
EFEMP1,0.04162054774543082,0.06734499168915774,0.04116730096839516,-0.00019487260563586913,0.06323137176249936,0.026690256433987175,0.05247519722459894,0.13870867613450835,-0.06642729696163471
C1QTNF1,0.03864854362234065,0.025031355913441404,0.0021316759972827616,0.03350216531064941,0.018703445875665015,0.004792708416320657,0.0043327551038567875,0.09484529618447995,-0.043728641516744916
ALB,-0.015379614256101577,-0.015351893069259234,-0.006630636600263708,0.03621561296098377,0.018941991374600082,-0.0040178637716292345,0.05586496558704564,0.11562622586450268,0.10780457517647131
EFNA3,0.007834059736046567,-0.05294416703952427,-0.04058399470635872,-0.030334222050322716,0.004103858151979074,0.023491205717132282,0.019718677751398815,0.043024089339337754,0.12151228784490202
DRAXIN,-0.0023444244914851862,0.122055632276109,0.03829691347729323,-0.02757038541497926,0.06175381003765923,0.0983826061730539,-0.00840842680846743,-0.024428223019525536,-0.0505335205818136
NPTX2,0.03578086256661353,-0.10536047230551876,-0.09815184585668713,0.00536730736250784,-0.004398030533813092,-0.014038670318256972,-0.006794716591711307,-0.01283072490027808,-0.05081408604604629
FGF11,0.01777839552002834,0.10434258902769765,0.014058106816119605,0.08010476870537482,0.013721604332834146,0.06887621069060469,-0.039392740595102435,-0.020880733740529817,-0.005179454191197011
CD59,-0.015127401796256584,-0.04693217821535326,-0.06802861405278939,-0.04654198116411887,-0.09738805237029137,-0.02497614934586944,0.09310686632740338,-0.050181194229092015,-0.009731055368995973
COL9A2,0.010132603298285732,0.07898067031610641,0.015806425642417785,0.005260551828689974,0.05501480449298281,-0.05987628859254526,0.03748317610138753,0.03411361685296379,0.0022679555757060196
DLL3,-0.019132644224315598,0.08944362997325002,-0.005194985525655414,0.0007619251591106997,0.012641094839189694,0.0036722130183811912,0.0015358858487838551,0.1473110353951957,-0.0736461156192798
FGF5,,,-0.018852133043040536,-0.03494169405061867,,,,,
LIN7C,0.013505502267742596,0.005209133083983174,0.018804127366177547,-0.06981793352064854,0.06905606006805112,0.010226629344176771,0.03540927992480849,0.08962185012126786,0.0027877194211092427
GDF7,-0.0175953311225349,-0.021929150346214267,0.04589491916192576,-0.030391515291334992,,-0.04806860716253887,-0.013476107627261348,,
PSPN,0.020613057003347753,0.014869904909347751,0.03645546610913427,0.022792607546454312,0.003204861763669142,0.018194568576395027,0.062346602313527046,-0.010064951840943692,0.10872362983287966
ANGPT1,0.1038074733719639,-0.026424739097384402,0.03962804373169123,0.06552834132501825,-0.025190437058657388,0.025033742972744702,-0.014197785697100639,0.05313433010204405,-0.03904057276270219
PNOC,-0.03682154432725686,-0.048015825180721956,-0.053436469672924904,-0.011608915642977963,-0.03145057840780686,,,-0.044344038281504794,0.12835557025829727
L1CAM,-0.0004318639916247251,0.02651766330576784,-0.01813617899294162,-0.039364102152934524,-0.03817160173873155,-0.03713258778279971,0.017465783996283048,0.01917254017560462,0.09161627423225063
APOA1,-0.010544475929380365,0.0906791886606878,-0.0018267974659095657,-0.018367459876417455,-0.022363895352084745,-0.04994488349932409,-0.06029210177274119,,-0.03247773883039465
PSEN1,0.032010730756860145,0.011634406414528708,0.027266352526452386,0.03700896187451281,0.029734072945514906,-0.1112869158037133,0.111736927119264,0.012790106444883782,0.09876540088190572
CALM2,0.016849431362503248,-0.09736391824079041,-0.02440357786312178,0.0362785033973004,-0.0699876562560012,-0.018924542163571048,0.015422828142927843,0.060168047299014885,0.07902599993167697
CLEC2B,0.01728428927595577,0.03395896665812311,-0.02277354067271955,0.0035479700655082604,0.029929643346420055,0.022533155163893114,0.010923718496743937,0.04018868456002068,-0.018107281409836647
