,MGH258,UKF243,UKF248,UKF275,UKF296,UKF313,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1
GSTM2,-0.005493271885772477,0.016521280579472736,-0.011070329696464891,-0.03204221673985341,-0.03071519662634823,0.089600556970518,0.003441012813835173,0.009656097413115997,-0.022684537018373113,-0.02993635128688052,0.034784896481358046
SPX,-0.025635126525511656,0.02337809536652774,-0.015562267622876621,0.00378241888178094,0.03320191536294237,,,-0.0188893400108696,-0.02474641217529634,-0.054011567248819836,0.04937052374369755
MFGE8,0.04975279682453766,0.029266785665977818,0.1135989693010406,-0.007056624090699877,0.0635612875167469,-0.0012411561126535236,-0.03797422758994656,-0.05315870167233658,0.06695443384580337,0.01024860202810982,0.033931023065623976
TGFA,-0.06074590771905473,0.009057711352500102,-0.019518216298319197,-0.0480826222550767,-0.03040082194268714,0.0120066063225377,0.054309707109481666,0.1014606492105199,0.06068386558663391,0.07950727967125366,0.06974613028636768
SLIT2,-0.016982237247081745,-0.028298611135562073,0.08911582202339428,-0.034681348720948,-0.0073087840548478585,0.02039040307953266,-0.03735486129899401,-0.03091972419230636,0.08680942205188746,0.020208452566197927,0.002235145257793112
PLTP,0.0996158001925158,0.0639440247252951,0.032927466429886955,0.014397564749581161,0.032292073145463215,0.00488533488948047,0.034729215452678645,0.028250271557912102,-0.016913207771131086,0.05897637259360762,-0.05545554389322296
APOD,-0.09347698474050568,-0.0035099043013140114,0.009896467583344244,0.019918353201944433,0.04356598827914629,0.042468705450156574,0.005889795741203298,-0.04601992065559777,0.10615473073014481,0.04879806654927708,-0.07829024425499104
B2M,0.023397027768366142,0.05858787510552909,0.010608157729490258,-0.0007515345064699979,-0.006349077610455796,0.06940861556422837,-0.08813674958575357,0.03988290063643048,0.06795334200402632,0.027780341809311583,-0.033945387977272104
OMG,-0.058312836737201355,0.132640855791759,-0.0036378375537937605,0.07037655000809248,-0.05451398557126791,-0.013447383017572792,0.043417107899978644,-0.05534383424628618,0.1448787606261629,-0.014567010896836536,0.014025291509729554
CXCL3,-0.024969450191312383,-0.0639101181704869,-0.034815881395148324,-0.01652720534399048,-0.01624535962210946,0.06610937275399521,,,-0.0064010487784735524,0.031221970598136924,-0.027567452395999954
CXCL10,0.12234187202807541,0.09626406183031734,-0.050466719884288636,0.009582355948592724,0.03472563472696486,-0.01832343692976332,-0.09040273400988505,-0.0368790917016509,0.06612818880614947,-0.029989219604487947,0.005459434974135556
RSPO3,,,0.054382955058101035,-0.020355016207720004,-0.039448665089425745,,,,0.030901442952518596,0.01030209102707627,-0.015820224725386113
CORT,0.000435424444255976,0.027551831117765095,0.0033089763604223534,0.02671539804358758,0.01722655846743971,,,,-0.020856380785023197,-0.036501612317403044,
NCAN,-0.06381455239121524,0.15049795218828368,0.015152137156056886,-0.008094319021072416,-0.015044230471249597,,-0.021001584781761774,0.047504559077962194,0.05216966997262584,-0.03596941506041588,0.10532708317143337
PRG4,,-0.03159152359409551,-0.020439306015828936,-0.01722310901263333,,,,,0.11748039036220907,0.06731859440060728,0.011182923120905063
ZG16B,,,-0.018846673142933115,-0.009207362886350112,,-0.023954485501092467,,-0.025383015530835683,,,0.02134931933738587
TGM2,0.009481158871610298,0.020576599349082923,-0.0016186237767572944,0.022048512883282214,-0.037640829691861145,0.023205395326943858,-0.05656565073733064,0.02104518182033728,0.030541775157997466,0.025470981913477877,-0.027488080957221165
VEGFC,-0.031006281737608672,-0.02266754892456827,0.015133954355291584,-0.024793156636533472,0.11853428282163239,-0.00647392771653826,-0.057808330494662746,0.01090690325521198,0.12001653946693361,0.013046121468505423,0.005943587452622834
WNT6,,0.0514421659832682,-0.02192884791811432,-0.020490657698756486,,0.0012818201099810448,,-0.02413925074988448,-0.0387625158906459,-0.029127895389826797,-0.00669627297408679
NRG4,,0.03328595854520911,0.09658907137602558,-0.017688834909469545,0.10292596965594367,,-0.035801116215004716,,,-0.028982224367114607,-0.01582022649845586
PMCH,,,0.0814084864420666,0.02736000309223215,,,,,0.05722247916797322,0.07168801077363318,0.030335403044341052
COL9A1,0.11532531413166863,0.10759640582874991,0.021998247764565118,-0.024676935075396696,0.07648733902288823,,-0.09916062292833293,0.00739845902148121,0.03674657948352308,0.015011989534386174,0.1199024259940098
GDF11,0.026688714164395347,-0.011982913058159085,-0.008464709640950425,0.06254030447304579,-0.031967770610220686,0.01860407177790727,-0.05586297409181707,0.052507876974057476,-0.0003820893254316546,0.02785251086565875,0.040500278319635305
RAET1E,,,,,,,,,,,0.02928834251345025
IL24,,,,,,-0.015105616552207634,,,0.08737244803464495,,
SORBS1,0.051837931278524214,0.0303855419999057,0.029923763133015122,-0.005249328418971444,-0.005290022839262427,0.022230851491600395,0.05956620822352148,0.04809864340537875,0.0289759416859016,-0.01225355398327441,0.06465621950725685
DLL1,-0.0028716225268608135,-0.038338164632212374,0.0929196837054292,0.02560032794674948,-0.009206634395483625,-0.024896269854469025,0.06225505133627065,0.030871948113952438,0.073108036519735,0.004736502177153351,-0.048171121287972546
TLN1,-0.04854119250189668,-0.01670596381196185,0.07557837121073649,-0.02050963023124007,-0.002139518314064966,0.014065523621177809,-0.014893678867340282,0.018583823152169592,-0.04176789340478173,-0.03301115709149921,-0.007652485743047458
COL2A1,-0.029122826252026668,-0.021929279329839225,0.0024687885303992653,,,,,,0.0731802339451772,0.021030071236229585,-0.023023774063749922
SHH,,,,-0.024792943393915887,-0.01743575544248771,,,,0.05358222801160916,0.010069323241247064,0.014408587970871418
PON2,0.05254307214662936,0.08385529778067813,-0.024529298924671317,-0.06309055868528235,0.01856877258497181,0.08993618463414595,0.09596304004181316,0.09293767883644605,0.08447315666958656,-0.040717073767362576,-0.00042775988102619476
ICAM5,,-0.05109953115959059,0.025442229021614013,0.03024105610690564,0.000599942530219316,-0.014299322074506767,,,-0.03546436007521611,0.034786439816023924,0.0555321691344505
HPX,-0.0187181586509465,0.0338430362039177,-0.03396179279617926,-0.0030860972512184327,-0.015185579644592906,0.05468954527772787,0.1026803937715368,-0.041598915234620434,0.07876050832395942,0.045677950719352246,0.03277000450806366
SFRP2,,-0.007655128125039226,-0.01806932648858335,-0.015059229083082064,0.051254890795329994,-0.014907909249705212,,0.020432145646780357,-0.009539944056025445,0.059384336187241024,-0.0034309017646580666
CFC1,,,,-0.011587553860601155,,,,,,,
CD70,,,0.01083844306486274,-0.021614845126211788,,0.0026697563858230915,-0.01508116527797659,,0.012433857183677297,0.021245728950534858,0.00968499016765192
HP,-0.04880060990467882,0.016617134552274575,0.037551284551046164,-0.0075353273631704925,-0.03914229952191637,,-0.014765276799270222,0.1089419295516479,-0.023978024653217776,0.01124995485787165,-0.023665328515678673
CXCL2,-0.03626496560052611,-0.055667345885332786,0.01251744057929089,-0.0034966826509629637,-0.021104236884997615,0.08053746535854435,0.019706192027243136,,0.02070774930143736,0.01820389937404663,-0.005786535906193305
NPPB,,,0.06176130825504487,-0.010146533410954308,,,,,-0.011408113306750648,0.004640534297421854,-0.016047857880571368
CCK,0.0015148400898616291,-0.030022437876154554,-0.056256624140249685,0.029786194717838492,-0.09676261402959256,,,-0.03159230019091034,0.02177425629891879,-0.045615465788353515,-0.020818403877109544
SEMA6A,0.06337634761186581,0.1029354357349293,-0.010781438966716376,-0.027966484814987435,0.03933027906601967,-0.009897969277133501,-0.06153220400811713,0.04044643639463104,0.022617474475946097,0.08633967203343337,0.04569800960003411
IRAK4,-0.05574374245211379,-0.019216166215305003,-0.01327208316343151,-0.009615024226741608,0.011117083405349542,0.03652790672352512,-0.07372747140671419,-0.015221202472046764,-0.006079942667241138,0.03158430910336508,0.06459700886458057
GSTP1,0.08606698862659187,0.0749916038013572,0.014672096042218051,-0.0294941575089546,-0.010635382063461513,0.04827579361775851,-0.08320454926244403,-0.029889149686717284,0.0857300293944655,0.05342106897019032,0.016382806222304803
VCAM1,-0.009778816419520442,-0.0424575047009155,-0.005717391830490648,0.002069667851749204,0.0002993751108917073,-0.03246589459382311,0.02204698896481871,0.023555796943022456,0.030196338822438377,-0.0264322219528454,-0.009534622482683575
NXPH3,-0.05706336444561171,0.0426140250494883,-0.06675822242020334,0.0037394843478480017,-0.027301697907614476,-0.00046754664031492613,0.04462099525218888,-0.023022225769623192,0.09782744246056041,0.03033697786138387,0.07424148075217456
MTMR4,0.060808324535557935,-0.0036587322476521245,0.032212366513845854,-0.016824680357362787,0.02773128161561126,-0.02741183131895789,0.11131229884145613,-0.013160986466044815,0.031934458470239985,-0.01448089184081708,0.02632221458596471
LAMC2,,-0.01956468760624412,-0.013762167834725473,-0.01277335357465853,,-0.02194159574572886,-0.03580113767794546,,-0.025757157385036575,0.006415686115064662,0.143588498222127
IL10,-0.017650654648639106,0.0417287371352976,-0.016721066059164073,0.0004947403501582274,,0.08829606030182435,-0.062351535513445897,0.024884474176298493,0.14401539091501595,-0.012314856720583788,-0.03542760784398323
SEMA4D,-0.06680166077378225,0.00972061310685978,0.07986640960177203,0.0212092618762056,-0.00965605229651282,0.05256667586934193,-0.025227104416229183,-0.03370109829442057,0.09455756385709282,0.014001692407989602,0.009446238263759338
TRH,-0.028469716571544568,-0.03817975763250112,-0.047218333651300966,0.013991890001413605,,,,,0.0697860780685995,0.07325444726396838,0.12147286942165694
SEMA6D,0.009640670812829277,0.11654079355817482,0.03325187026266121,-0.027032011749287963,0.024134860404223586,0.09226626467722937,-0.02768254481825326,0.06757029492175419,0.043309892859773345,-0.04493914182900455,0.07171036081700177
CEL,,,,,,,0.006290862957933494,-0.03509070119478829,-0.0061425607725003,-0.0022538476845636087,-0.023786985572202206
PDCD1LG2,0.07143777174094045,0.048674873033346604,0.03230497374850634,-0.01702173361500293,-0.04029971940948932,-0.007147088388502036,-0.042520623887225155,0.004944020353333951,0.007172294522530082,0.012113594732417582,-0.012423958619465698
SPINT1,0.03378707840076508,-0.030292103630785674,-0.00269470097224947,0.0033637143005570314,-0.02481657804638344,0.0674018351306896,-0.06535505590837458,0.004802070100820625,0.03492842762629915,-0.06251822749468659,0.06286831513201899
CTHRC1,0.015563611304380364,-0.03742885396544481,0.11217765228839331,0.025923054655873485,0.02645127896662538,-0.08272632432116928,0.018163222147064867,0.06165701637441713,0.052152249300793554,0.09126782879774395,-0.021889317632524056
PODXL,0.06776779051885252,0.016748845807095094,0.1017281576599784,-0.03686409089854161,0.029887253459094373,0.04248894653092676,-0.04663082141966095,0.06881576127699618,0.005141740740648828,0.04298682424725518,0.056568607757492395
JAM3,-0.06386268163346591,0.048382505922314724,0.10002270661179061,0.025171599768134722,0.016374948030328577,0.020803076044297777,0.11040956770132367,-0.06327314141699474,0.008920043822988732,-0.016159899274290814,0.004327672179065618
TGFB2,-0.07058157118642243,-0.06573543433923318,0.03922676705342479,0.0241522510256992,0.043015754985127296,-0.03582496331354945,-0.01806257194916122,0.006459023661972715,-0.029231361504827916,-0.016270299125209258,-0.05820393204679221
COL18A1,0.040913779461306685,0.0033830205325540534,0.11651602658150387,-0.0126282223963075,-0.035279821585797455,0.053111353373919014,-0.06477153780979882,0.020952741128180255,-0.029889439070040987,0.039159584536944854,-0.03338351758579904
NODAL,-0.04504055421351704,,0.024584719209132654,,,,0.002516735940837855,-0.014585719933764587,-0.024226472944664484,-0.018522611562749085,0.0775118000924943
INHBB,-0.009304294481369739,-0.006954486210994418,-0.009142837838887623,-0.026656534211175646,-0.01202643057046039,0.05863845967199393,-0.0017359080321846098,-0.0032069631766558928,0.0775039442553075,0.05119641861810878,0.04414007225732122
LCN1,,,-0.01376217093126927,,,,,,0.014011835236022884,,-0.01817697174320737
ARF4,0.11040653853193501,0.05887442002353748,0.031356660430794506,0.0075102487860373565,0.039940237460083475,0.04138620942176736,0.005296793240722152,-0.006541867816374408,0.09540885336501624,0.035354111364175024,-0.0027997231146618057
CXCL14,-0.06828351699338508,-0.0458749604789244,-0.07272772880952376,-0.025167945461300852,0.018278622522363244,0.009399632430547183,0.02787805873322436,-0.03359713860037265,-0.09191670049981379,-0.003693505084298761,0.10538419324590732
LIF,0.07608897474738821,-0.010584733858350142,0.03038096181105244,-0.05107123713199091,-0.002278961027444648,-0.04714762698114563,-0.025436682350895357,-0.0643477599539785,-0.04371947042839749,0.005458101615345902,-0.000396933220797409
IL17B,,0.1221233890509724,,,,0.007282900284348968,-0.03418564612831976,,-0.02534443514832365,0.056778063010586674,0.05426504364688208
MMP1,,,0.054373949575844786,,,-0.086784241243244,,,-0.014544266236813765,-0.016686766861508457,0.018047009943753984
MATN1,,-0.018425100886202424,-0.018069328950962818,0.09686166191835062,,0.06302369924328399,0.11827247705376598,,0.06590638732815458,-0.023749161239602433,-0.021861048215933092
ADAM28,-0.05477190467815002,-0.06511189091033227,0.006766523427795546,-0.01444490565069499,-0.04644627389989413,-0.014619211223969388,0.021816800303894303,0.09838438482663923,0.07420686903296982,-0.019058736157312847,-0.02202071260769689
TCN2,0.0255927155773271,0.024665365298938074,0.07948231761631934,-0.01568637815308215,0.010823555332461883,0.03373468974469219,0.09515329947939744,0.038149274249431174,0.0819550489461425,0.02924285822532859,0.027912006552503085
THPO,,,0.005728992646841187,-0.021092006536040694,-0.018733676427165905,,0.06675402549980139,0.00034792706243884716,,0.05139636475580519,-0.00569978524530768
CUBN,-0.04409098552113304,0.03317142166966129,0.02381622475582388,-0.03014062332919837,0.03378879906670841,0.07775900340457574,0.09997204066920858,-0.018180546104562028,0.09371540381130061,0.06814686192166267,0.06085679465241405
TIMP3,0.017020221109981526,0.07383113683420338,0.04525245502435352,-0.013099028689590014,-0.009208260849541922,-0.0334897444177936,0.026254616378631565,0.015874101236896702,0.07583847006875914,0.029478844762032698,-0.017391545463876744
PIGF,-0.023356020013520606,-0.014888805616491235,-0.04742890241922851,0.02659688292834366,-0.005350657895823056,0.06148671567099265,0.08550744947145256,0.02868726960821957,0.07654384555320504,0.03993471700814495,0.037651533570132546
CRH,,,-0.016124021749512704,-0.016173620565533422,-0.0338946855569331,,,,-0.04404454168231017,-0.01898812890179498,0.0037608090657651814
BDNF,,-0.03337651051196597,-0.00750027263950108,-0.005236219089410323,-0.03047510900971518,-0.023300388257874925,,,-0.006320662766944059,0.02791886006966689,0.0034916890267925036
CCL5,-0.073175994094285,-0.008229418878968161,0.014879269677872332,0.04278427510452337,0.011038738946099384,0.014158285423033988,-0.06931280595620924,0.06921403659889165,-0.03711357131118973,-0.0241396707475477,0.011198103513191216
GAD1,-0.0121026584732195,-0.011289897029190503,-0.07174181176990514,0.011203650333680865,-0.07847316559297454,0.0117617522956168,-0.039343578637150003,0.06598717694748249,0.08339435870760122,-0.019969431394485513,0.008400271520967532
COL14A1,0.009238357287390947,0.11432918188945333,0.12439284236616023,0.003091343815691957,0.07188165467078297,0.014150057187518989,0.03994902803037488,0.022351454565953846,0.06741525329862823,0.021414966675913017,-0.03692439442220193
HLA-A,0.1429545034257132,0.13306009837558838,0.013051749586839656,-0.023154566385089427,0.02490076415078391,-0.0334899395429944,-0.0499307266847585,-0.04831712333270667,-0.07405640637854136,0.034161487258551684,0.012209124492617213
CD5L,-0.04438895149660724,,-0.016124019884086203,,,,,0.01615674047986537,,,
