,UKF248,UKF251,UKF259,UKF275,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Bbulk,ZH916T1
SFRP1,-0.03426086920863854,-0.02785812452982011,-0.0157534949491982,0.00043126002157464294,0.07794329947452414,0.07690674690242703,0.03760793612514183,0.07037328951268317,-0.004226330341522862,0.00102044220378455,-0.024395714478658567
CXCL13,,-0.029152187359508745,,,,0.023520514512015034,,,,-0.04461908409888842,
MICA,0.04153813614322819,0.039553904087384684,0.002466683855082221,0.005850382255264387,0.05246538866506258,-0.02991998014093918,0.17352511600037143,-0.010407363336528851,-0.016301820744176725,0.0066679505645344415,-0.00976408277876639
TG,-0.03243516434579765,-0.0163935875277646,-0.01700051694324047,-0.019284591814135315,,0.015742968306903908,0.03504766659126779,0.14900649529628476,-0.03823783897465238,-0.02605788821630075,-0.020132606912829174
ADA,0.0753514657050289,0.09451875783059556,-0.027062050147795887,0.00966991258348717,0.04011227996859151,0.07102214598295702,0.06728401967749566,0.10971985374936834,0.042879147783752444,-0.034538455640489685,-0.0023702115835191073
LAMC3,0.13623472236335163,0.015832936884436447,0.015728644827342167,-0.026521226909824096,0.012116315139813824,0.002857422646624796,0.05044226693941781,-0.13123264923404368,-0.028950532048812365,0.010910839930461519,0.01256919872545431
CCL7,-0.02335538356057643,,-0.012291346587738722,,,,,,,,0.07661014628746624
NGF,0.031177973419897895,,-0.0281626143898253,,-0.018120717879689073,0.03647158035991632,,,-0.03489906851411238,-0.017132909483337174,-0.037263982300927284
TNFSF15,,,-0.01368701558750789,,,-0.014605548326628484,0.023061402731555103,,0.0440138408053684,,-0.028047977364696174
HMGB1,-0.03452084563150208,0.0012131577871243532,0.05019079219844439,0.010076565292294073,0.011140151044159686,0.02453986228831617,-0.012550061135201835,-0.028530062285523936,-0.0018074053237160982,-0.014037006762931797,0.050452404385628716
ITGB3BP,-0.010217059511554525,-0.022703512113988415,0.011156820927292619,0.05760730123471255,-0.06013384418047777,0.06673677792610062,0.13865433534594301,-0.11778471110049452,-0.052082799548865015,0.0036229187744408866,0.01488112997426036
AANAT,0.06907081517483578,,-0.012453785694610664,-0.017342746117957244,-0.017036139751964968,,,0.05186758408989059,0.0897694470947697,0.04506697513070181,-0.018699645607206227
RELN,0.025274155436216215,-0.03847037075990984,0.005512739273698681,-0.02293647291040297,0.04343827166899797,,,,,,
IL15,0.08485193993105139,0.04467048771942424,0.09423369457699675,-0.02037967081873594,0.009828648579988946,-0.012273133630071832,-0.05155163895764259,0.03854731442032138,-0.04134781617300515,-0.0008025687581771636,0.02258244627548312
UTS2,,,,,,,0.13141098666344356,0.03513162543548676,,,
BSG,-0.04900114684593499,-0.035083901650549365,0.024247042494922242,-0.01213737494470117,-0.06903621641508415,-0.03306629372542086,0.15818940582273017,0.0021206838514537343,-0.06748230036470339,0.04881203154489876,0.0420282461060968
ADAMTS3,0.07451032915818015,-0.028804721847699388,-9.050585270955543e-05,0.06063852770815024,-0.02735603738847998,-0.0015261650071942525,0.20195522842980823,0.03215345995375895,0.08995753341996492,0.0212566115246956,0.026694876525374348
CD34,0.10657364977217257,0.11345161068057592,0.006604016051102152,-0.010857535538297656,0.12718698109478996,0.003898773106809471,0.024225578800970895,-0.01535830588551143,-0.051359187403856664,0.029264434687431697,0.007920029646907476
CCL23,,,,,,,0.04078045428303212,,,,
PLAT,0.10339848359661369,-0.006205441504743585,-0.012309010305663202,0.0017602066026640379,0.01928057182636419,0.002217898131207791,0.06157252793538123,-0.036143154877775405,-0.05662561827510674,0.08950192823215407,0.013379390010756704
NTF3,,,,,,0.017180846348222072,,,,0.1307504115717151,
LTA,,0.014491021363415665,-0.015753494212224942,0.049163278973229564,,,,,,,-0.02516690488307184
CKLF,0.02718334363370301,0.01052263838564992,0.054014274873046206,0.027790161190846895,0.028365937011728966,0.021443093735365112,0.10851502825353662,0.022824483420384907,0.08523278686556694,0.08921086236963782,0.06500522735640044
APELA,,,,,,0.029805283520689396,,,,,
CD24,-0.03472890014175326,0.021391940852131208,0.0352056122470964,0.04891289171716019,0.03317666271030577,0.04906123466963636,0.017546445389123647,0.15262589876657323,-0.0372318190021447,0.010749236605889521,-0.04009864180639354
HSP90AA1,-0.07467788468830344,0.01656390590821035,0.06684921367504268,0.026219770721572888,-0.05891758085843844,-0.06450142598763929,-0.04637281650553291,-0.08080503701634252,-0.078867719469635,-0.12013154667479009,-0.03088605985182878
BMP4,0.03519724050976089,-0.012779956261428856,0.016804980326661084,0.0031602731537015405,-0.027173012569460392,-0.02763781759667972,0.13012633595287296,0.07217582277601098,-0.002562199597108605,-0.0018838616851066508,0.02197277847067165
SCGB3A1,0.07976715183369815,,,,-0.029988373493089353,-0.004123242257387683,0.0010424475807427325,0.1259537145224599,,0.04078349083748375,-0.025713082577414247
IGFBP4,0.11756764369425782,-0.032297257111302824,0.03771455049076941,-0.009516485594604177,-0.01169622640689454,-0.0038469446298969386,0.002817586337233978,0.012785122378183727,0.022284257044795572,-0.06633114851337267,0.005746621863129958
RSPO4,,-0.0028278882188731208,-6.737299596439915e-05,0.009551732433310178,,,,,,,-0.03319251314618583
LEFTY2,0.08692730011981817,-0.012203960540043168,0.01709081938582804,0.07388316998596219,-0.018120717879689073,-0.016514345399299104,-0.006710865336672112,0.08687393417384136,0.13167871635296388,-0.01996817353116512,0.05463437052391043
PF4,0.03093429742747919,-0.010966475794927912,-0.010723957743835166,,,,,,,-0.0159174550836802,-0.025166899059263385
ANGPTL2,0.050204991267977346,-0.046081292552799406,0.041554807574424875,0.05726193071467022,0.08210284113452242,0.0046816562122532,0.08203200314396153,0.18573005327871248,-0.012222151774623442,0.07268295580464552,-0.003919280235946128
LRIG2,-0.03696950480053408,0.01969058256866534,-0.03446365850865234,0.004380495751363711,0.03658912861503057,-0.0004468129240686357,0.02671676981482129,-0.02414490558432468,0.10366772539546841,-0.004676794372891682,0.003468532994191398
ICOSLG,0.0161967290557079,-0.03244081161367713,0.030879427964486863,0.0068405108985866644,0.00624410085108965,-0.05862691670708762,-0.011440670219049615,-0.047159363049650925,-0.03987603055737782,-0.008930068797159943,0.01976738769133802
WIF1,-0.026810079972468735,,,-0.01499093664110633,-0.011459335411663609,,,,,,
NPPC,-0.019688531742604327,,-0.016635503057574653,-0.029242554215246942,-0.044988603071460014,,-0.03996352077541811,-0.019840478236294687,0.06697909056254234,-0.030116892124600433,
LYZ,0.05722837833390913,0.015241458954001521,0.08520766104894612,0.012598412259168376,0.01190594765632149,-0.014050186080433073,0.08793895897430232,0.012263216391482456,0.03825886776660509,0.08203893318076762,-0.04553918417726259
EREG,,,,,-0.018640923129276996,-0.01931094939102021,,,,0.01658011568849264,0.03675994803440274
SPTAN1,-0.03685170937474624,0.027076469231810448,0.017361811893473213,-0.0028912157600933584,-0.04852639265201159,0.04395123365371319,-0.0005850729114523915,0.10137832575607819,0.01794927583153327,0.0821987454708354,-0.019410026461822886
LIPC,0.04357143839940181,-0.016505132169987384,-0.01927175075765505,-0.005386794902648707,0.0375180763241253,0.043489417142944985,-0.04237722295165945,0.06707241061060108,0.07671238744004538,,-0.03182048602490107
COL8A1,0.11571353495307843,-0.009929323126847345,0.029561117582093056,0.007389103253702908,-0.02120265665468448,-0.04607898839794505,0.028301535959883776,0.053995791183894325,0.009084579098066323,0.06635409438288174,0.010903524971425478
GSTM2,0.028596578478020527,-0.024030380892585516,-0.033791651648814376,0.04193330736360817,0.00802266806475061,0.0742731357030144,-0.013701012236142748,0.010363160343587268,-0.026426450108364318,0.04407587657624193,0.020806015361521404
IL4,,,,,,,,0.02560684767090625,,,
SPX,-0.002057544063279469,-0.054491673246700456,-0.031578930188442086,0.002038237558738564,-0.07575975727979223,,0.0034751791961433816,,-0.0041957926493112144,-0.019763555033007845,-0.04376802675759498
MFGE8,0.09676749184288962,-0.03442993750150956,-0.026616265483488562,0.0005701482328472107,-0.01055900405963458,-0.03785364148720507,0.0670490823485056,-0.006859378414968392,0.022030363765772058,0.004570930479804506,0.010511995692254663
TGFA,-0.0229642554879148,-0.011051716711636806,-0.013753657116760555,-0.0837542367709789,0.0375166244006332,-0.0260252052801236,0.026807860854093042,-0.07661185764889603,0.03934101872653274,0.0008469709651035351,0.027821495155765895
SLIT2,0.024121332780331566,0.015609882503460544,-0.03649879277265341,0.00137845606454854,-0.06831616489603161,-0.03198400209288595,0.07815332070173428,0.032162904082787824,-0.03312224290387109,0.0179313556035607,-0.0064110621900922175
PLTP,0.027077732611131635,-0.06501778410396351,0.03180967976490951,0.06495121526098249,-0.005144847344080065,0.019550265420563057,0.0722272951776212,0.11134716836589796,-0.011949649432769787,-0.02901966631386746,-0.022864440519499853
APOD,-0.023831005661415133,-0.01822279095390664,-0.015436230680442439,0.028520839269487838,0.06254132088805806,-0.018028391827008168,-0.238017463265589,0.04037822290653723,-0.030981669970837743,0.039678387565655504,-0.02966164217196731
B2M,0.1366480743219192,-0.003076258207350393,0.06288291291849564,0.021113272780892728,0.04386660835292072,-0.006531958192342703,0.13650585518143657,0.059752138102714555,-0.01211544242881812,0.04425415358706401,0.006210376179616846
OMG,-0.0633462946423713,0.041894521701421,0.028385627087074358,0.007766538716384306,0.04181778232987774,-0.012229730351232532,-0.049807592092518824,0.19054559868951784,-0.03236467469038347,0.016334649184348703,0.001315344108191617
CXCL3,0.03913121166041336,-0.02254603057446736,0.017977431441103343,-0.025580053393971323,-0.02624166255395516,0.04975914684232632,0.03590698007127797,-0.029881023670395888,,-0.027679374409471852,-0.027649117543554126
CXCL10,0.054811128395757025,0.01108946539720612,0.10767368224560558,-0.036736847534502716,-0.002595101754829297,-0.0166642604338691,0.12522121118457805,0.007326791971437621,-0.01977026090458563,-0.021349921681550286,0.02229098413438729
RSPO3,0.04572771802734692,,-0.012453784774416901,-0.029340726528499235,-0.040035136087149335,,,,,0.05069664459264679,-0.01793547807706312
CORT,0.06109858561595475,-0.019585431322128016,-0.027928568622218625,0.008902570048741999,-0.03190923259682142,,,,,0.15616607077295588,
NCAN,0.009447375797938981,0.03559232696573789,0.08337905018820423,0.016585215432357844,0.01522143159579602,,-0.18601284581142183,0.08239168483589988,0.0995076460699245,0.020174141307367117,0.05738776880596833
PRG4,-0.015986232598215775,,-0.012291348503162634,-0.024826240684522095,,,,,,0.008003450989301735,-0.040628691519541925
ZG16B,0.008869862607726903,-0.013196371252914181,-0.014265613166659617,-0.013271947992583398,,-0.021785420850885227,,,0.10361784128943233,,0.14511199400830654
TGM2,0.09413845836989039,0.032797192247428136,-0.08352356386689452,-0.0027164417586769134,0.07636392893090878,-0.002305610066578214,0.08782206168688296,-0.0917508663359295,-0.045582236102516695,-0.049958949110413105,0.021037144360038052
VEGFC,0.045675741659507337,0.001916324844246342,-0.008178658174445824,-0.005040651256032426,0.02853418546522185,0.050365152609595856,0.012250262226199772,-0.031739863920610345,-0.03524511167877794,-0.03337417196463155,-0.04548629452632981
WNT6,-0.02857119712583758,0.09131578599876908,-0.017000517649110952,-0.029536246878559675,,-0.024360553667467928,,0.008569778062872188,-0.02585877292702611,-0.03095742164948594,0.08020603409291745
NRG4,-0.021511128209245188,,-0.014959133406817883,0.018825760730314032,-0.023466722851719315,,,,,,0.07429910480224387
PMCH,0.061531125288088635,,-0.020727336706644825,0.03768157956799584,,,,,,-0.023370392364603886,0.049023981580618305
COL9A1,0.141838840081419,0.022726594489335575,0.0025219791868381944,-0.035570554020690995,-0.018382508258108103,,0.0073311632695334545,0.060187065065495975,0.03669673099559916,-0.00842674381423632,0.05380544662489892
GDF11,0.020585888762660386,0.005351061276342782,0.008263677557531202,0.02229631505497596,-0.0069339931868916006,0.07546634411041853,0.05293487414473536,0.05657484053316708,-0.01072373416542384,-0.008628870331443238,0.07388919646550376
RAET1E,,,,,,,,,,,-0.019675094220637405
IL24,,,,,,-0.013737811809271925,,,,-0.015663659355102638,
SORBS1,0.03659490831079536,-0.02407826869324362,-0.02314715767975107,0.01864496206290849,0.05145352474870493,-0.042429720325019286,0.01661978208602913,0.057563729424931404,0.06112694982576603,0.03595674584868908,-0.00016772013462321833
DLL1,0.07070004213296904,0.017148749699152713,0.04900411154969998,0.02945374039397005,-0.019398227099208045,3.635761212675561e-05,0.0725108493531116,0.06242547190475669,-0.008314928763446253,0.017500206106003297,-0.004311944144115566
TLN1,0.07548903387908507,0.007101037067937728,0.06518542252570662,0.0088553660983282,0.05705135005868426,-0.02874947904595197,0.02820227332530777,-0.09263220151876171,-0.01752841958608538,-0.04575808870719516,-0.006212589947538984
COL2A1,-0.011710625333186066,,,,,,,,,-0.04082428791013072,-0.026102182626331988
SHH,,,-0.01277272916294186,0.04145009140554534,,,0.15526225632656449,-0.11979840120287111,,0.028580506941579275,0.012727574301845235
PON2,-0.023331064333202537,-0.010261685559092132,0.06690769136012083,0.030101611956157032,-0.002555377537808348,0.0394313100212352,0.0886780689171597,0.08919477066711831,0.0042636287598409655,0.07388127510909578,-0.02428937803891964
ICAM5,0.006140113617868834,-0.015709238438669653,-0.019907204959967135,-0.016519767707230227,0.0019459251272632104,-0.013004526824893656,,,,-0.04009048189781333,0.026933859376734176
HPX,0.012667736315661985,,0.038194866567344284,-0.026045375368374472,,0.03403132479526806,-0.0038061909178299003,-0.03775477436883065,-0.044562149596453604,0.029668833161096697,-0.020045506823783255
SFRP2,-0.019528445328492985,,0.005517348102676115,0.003440183719687242,0.06985688929012865,-0.013558006787364353,0.02536531829836018,0.08673935723732755,-0.02547614111369859,0.06765364783152991,-0.04931100833230957
CFC1,,,,-0.016702872917841637,-0.019148036402560926,,,,,,
CD70,-0.0016285283687204792,,-0.024725343416388147,-0.012847838717248556,,-0.032345355812742525,,,,-0.01228772264096229,-0.02736381556762321
HP,0.025445865512059275,,0.03334831056161102,0.06383341507850072,0.10441474290996496,,0.02176868974282337,0.15332356801313224,0.04442037211021878,0.011062487915809813,0.03569444452834191
CXCL2,-0.004854573597016834,0.010850191725582749,-0.0488909185167461,-0.007756970096582907,0.11513325730378009,0.05956362290063526,0.051817293358240334,0.030364637923112246,,-0.06485313798554525,-0.0858814727590995
NPPB,0.027227959919921954,,-0.0454994412421101,-0.014625714810788525,,,,,,0.008706152512446627,-0.01819354707009623
CCK,-0.03711287966954672,-0.00334043508894596,-0.003707538745142506,-0.0010962670840805806,-0.06598410173101188,,0.010833837098687795,,0.1312666836177516,0.09300473291920511,-0.02360194199632212
SEMA6A,-0.008103874419040277,0.0556743104544062,0.02490819321605828,0.0077982431743364635,0.023142733584018926,0.03365948916773105,0.0038392052606587394,-0.0320902503415908,0.000956644251148713,-0.014312718605094883,0.0001286303009473982
IRAK4,0.021819844109831246,-0.04783162000686077,0.06873520598328026,0.04640401290584706,0.011916636328784175,0.030182495863576523,0.06608685878587782,0.007854009670380644,-0.007940187404220212,0.04616474247734112,0.04032314041219
GSTP1,0.007115930615126135,0.024464224459772234,0.0011741496205303686,0.013981901126387796,-0.010951808273582206,0.003065137869911731,0.03944228707327164,0.13236642054298314,0.019462705298322915,0.09012840327064718,-0.02654486664139652
VCAM1,0.09599037209020905,-0.017569605367062178,0.06543554052294455,0.05520603315124369,0.06770931997724217,-0.024515459591710566,0.01903456265642545,0.06673600039537007,0.022605110387996452,-0.045039130670641005,0.021985953639219007
NXPH3,-0.08167718448739479,-0.010003536364193842,-0.03318420590078199,-0.0064815225654076295,-0.009896796499997718,-0.025923725717611746,0.08482851689114557,0.06031961205382678,0.09016728418500998,0.038018662980067584,0.058350552917397394
MTMR4,0.016006451716284283,0.030475937595791428,-0.08626808656641724,-0.033853275082179723,-0.04469003671399849,-0.0015508504677026924,0.13563469324694882,-0.031745077002591826,0.04955500402081012,-0.057161512402098866,0.025887215239874327
LAMC2,0.034262394911425416,,-0.017755614529410702,-0.018412143240826413,,-0.019954797085451743,,,,0.05844889667826886,0.0019555791504810823
IL10,0.07985713434652361,-0.017479997808322836,0.0652815992810778,-0.013205225083673422,-0.01867159781771894,0.10443812721783001,-0.01582881983260622,0.022155477437273374,0.06564881353302351,0.05199759829053642,-0.000120581348327654
SEMA4D,0.043893958177308436,-0.01999391189585429,0.046417880558748945,0.04923525963481978,0.0709397694602498,-0.017343389717343505,-0.06746305619312108,-0.038770010527741476,-0.0977988337578272,0.08991132474260072,0.019051234256545
TRH,0.05366008384336002,,-0.030277638087702133,0.0473674616085176,-0.02981888397195904,,-0.037476933233756636,-0.04885122388638609,,-0.007232272996513394,-0.020377992804592886
SEMA6D,-0.031617790017418754,-0.014759805804501437,0.03920829963983692,-0.04213681092834748,-0.013408305772914289,-0.018512134632175777,0.08684773503679512,0.02328959849380193,-0.07106374127254711,-0.008993127593299673,0.002304817475459329
CEL,,,,,,,,-0.07341028033547227,-0.01748800772224384,-0.025573000949440476,-0.021513103679437155
PDCD1LG2,0.035054184191793215,0.011192016277948184,0.02835557671704878,0.08003864846971098,0.09590042960229583,-0.02921451984698104,0.062483610154907436,0.07006437201511573,0.06711387988051239,-0.04242431879401736,0.026579676590736172
SPINT1,0.08066852584321059,-0.007136023021120976,-0.03559294009839516,0.004337840690556454,0.04476554525666008,9.962534071548338e-05,0.08288662001159786,-0.001036080229668314,0.06204686979573687,0.027416573376617674,-0.020407369037286075
CTHRC1,0.1029745847835042,-0.000310182137303679,0.0020398877842745648,0.00812671873155363,-0.03678543437624172,0.013598875238265898,0.09439227239072646,0.036108322141672776,-0.05571450190181797,-0.016204888239945238,0.02377968147740858
PODXL,0.13886285879144958,0.05915592039086482,-0.04054778825885725,-0.028770926247844674,-0.027044428411159352,0.04133556172486295,0.13322706638999837,-0.013926342847502757,-0.01670349863925643,0.03242789251185746,0.07979897171353997
JAM3,0.07088154576029473,-0.034076947378043725,-0.029182282105438065,-0.0013671041907895986,0.07433219676914861,0.01883653854837048,0.017231979653814115,-0.030742925297325488,-0.07851172589441671,0.01869336242075338,-0.06805936352661442
TGFB2,0.07638839393609266,0.04979217985345154,-0.047285855207116236,0.0009475602368297129,-0.007884797257054467,0.03838311432866113,0.06650844832566527,0.044780290263476616,-0.01171145819618235,0.015568558307637082,0.010910235431839213
COL18A1,0.1304610758483059,-0.002572389577120722,-0.031206413730843163,0.005536400595403259,0.0036251539609654547,0.04048105261360379,0.03994090409822164,0.0028458579477132636,-0.02541288412381158,-0.03365533755538857,0.0005234040535015682
NODAL,-0.02600324198161852,-0.011754460428884369,0.05876311312424995,,,,0.06298325085877172,-0.049927271915658385,-0.0027790115715635036,0.13026293192717556,0.0480038568840766
INHBB,0.0013966731760125094,-0.015217571297440313,-0.050508179757209636,0.05016655785180138,-0.010430186801168874,0.00045874650807496014,-0.022058326158823964,-0.019125293307123998,-0.025701781243828787,-0.006690076985547389,0.07948403657127669
LCN1,0.03285377929542555,,,,,,0.054120915491256784,,,0.049249937242606616,0.062286586458800655
ARF4,0.08852494036603838,0.003504602892827341,-0.0086802114094842,0.0138645191890116,-0.016158920246337232,0.02363458994219365,0.04801020787670726,0.03959875490355498,0.06372941839132432,0.08128434745883582,0.049304728042666696
CXCL14,0.07286710911166801,0.007301247463003281,-0.043050241535230196,0.015637135347297684,-0.024254488075688592,0.02659546825048165,0.06746906943995677,0.005305330342911177,0.03687599768846113,-0.030273975287086367,0.028850667651233616
LIF,0.09250077700575549,-0.014874595378264435,-0.0336901271278935,-0.0005475681989757377,-0.026051979561833572,-0.047355002564039614,0.15003764450462032,-0.12117948819297786,0.02720345649576735,-0.03401554284107966,-0.025428487053199927
IL17B,,,,,,-0.03300972202208679,0.036628718846749876,-0.043738506106427426,,-0.029256379841840333,0.001663059250664289
MMP1,0.053859995345337294,,,,,-0.052602621724013816,0.19100716547501845,-0.06097551740587834,,-0.030116890172082196,0.03680942999772346
MATN1,0.015413090266617751,,,-0.014809402320029348,,-0.013737813789417002,,,,-0.019800684692422254,0.009773653361148667
ADAM28,0.01311573263198229,0.030186326822561352,-0.020435542391679315,-0.04424929568566501,0.04811051485183027,-0.028424345861617125,0.06199735207521105,0.04534492554129081,-0.006339249786788588,-0.012201620246990681,-0.0006129529535748205
TCN2,0.09839289828150714,-0.023549648521017978,0.034352491258136164,-0.003913617853794465,-0.0011194724095721991,-0.013674263090815876,0.009657044347141111,0.16565410375671452,-0.03702586424024837,-0.0019069242755264798,0.0014040942066076694
THPO,-0.040460798370259954,,0.021406942336620632,-0.030403060817833037,-0.004322636222046118,,,0.018360515186231084,-0.0033796306503091193,,-0.026829524697574488
CUBN,0.03329978689930875,-0.028312977561633562,-0.03945515049619044,-0.05451817311494587,-0.019886359252033817,0.10000948485498057,0.09686600284902819,0.08745508843915914,0.06459975898967467,0.06772452641199764,0.05559394359423281
TIMP3,0.041532562994596,-0.02678488434108272,0.01712198389694419,-0.015542015511046989,-0.0012201759806305932,-0.06391135596756951,-0.07535473997043994,0.04192618932436009,0.02186751401951359,-0.002971091549442229,-0.05411849247741964
PIGF,-0.043665406457440215,0.04606438765743665,0.060403070059777894,0.03644417792026532,-0.006325555618037119,0.05648427843662574,0.04486173627083715,-0.07747459855812909,0.05289907722740046,0.06510896176361934,0.07223440380565105
CRH,-0.0030344405583094605,0.05063363786685762,0.0054344165185094915,-0.023313456159717885,-0.022185125015364262,,,,,0.0023230464660005997,0.024277192560739205
BDNF,0.06337122300492525,-0.01319636873757309,0.006123134126805929,0.013795414437688464,0.0356578095895668,-0.02119055173043394,0.04251743093091304,-0.06690713528387945,,-0.009631832628933057,0.029483407757306082
CCL5,0.09074493628162804,-0.020216442641009285,0.04154852332478723,0.02792551046579399,0.1332034458741473,0.03836198797719275,0.06309423800322654,-0.043411690122242004,0.000927981827806474,-0.05096669673211256,-0.0072458634399213935
GAD1,0.00876881535255091,-0.004058147516040252,0.004188821862857194,0.01406025342464842,-0.05086598882595954,-0.02058079993953092,0.036867113473993594,0.12134484957291389,0.05745341718944952,-0.000643843380950762,-0.038373816499151864
COL14A1,0.05614813634064607,0.05305159624801394,-0.026756067616752328,-0.03216922666094697,0.05326069424995855,-0.02896489609383365,0.029545119061846314,-0.014944348746699398,0.10788459481339434,0.020479422818663533,0.020491364889995776
HLA-A,0.0386711931977704,-0.026104754018427035,0.0051191840792942055,0.009147453899551593,0.022567264096730478,-0.04004103742826462,-0.005540466613242855,-0.07406117883000089,-0.07758727313159801,-0.07781966313180796,-0.02411825785627576
CD5L,-0.027708150171755975,0.01236731035218923,,,-0.02698893768885744,,,,0.05398921185751034,,
