,UKF248,UKF259,UKF269,UKF313,ZH1019inf,ZH8812bulk,ZH916T1
MIA,0.008395185829516094,-0.020244671685671786,0.05715429733424947,-0.023867909121023705,0.007950899135332257,0.1098279691951247,0.025181268416750745
COL4A4,-0.025976648126209024,-0.004106062009154161,-0.01578688808553502,,-0.03155713061453546,-0.011110773678847968,-0.027261711338584425
TAC1,-0.04102686727580384,0.0012649125118074551,-0.08617683811366512,,,,0.11974837418221751
RARRES2,-0.02242697873810954,0.0399862114651104,0.10573583296506878,-0.0422358509582964,0.047600941153151284,0.002067196851335502,-0.06798542790438238
FGF7,,-0.031671046125266514,0.017059744452452667,-0.017312089164012036,0.07653679223253891,-0.045127893294477445,-0.022695579326934306
HBEGF,0.10477578969851092,-0.012887453617006214,0.05707091017724341,0.08194849644827494,0.10966221294261108,-0.002256213123368006,0.04710452708374207
CSF3,,-0.007585535400110156,-0.01670222373463287,-0.026439997142912508,,,-0.026328040682291554
PI3,-0.008001026556770091,-0.02020154467284105,0.023844251782634152,,,-0.021850900967257548,-0.05720208576857178
PCSK1N,-0.000790227622718757,0.020360303561752887,-0.007929744085292807,0.010747643886547819,0.04768397560605755,0.028379592538228592,-0.0600655760587488
NTS,,,-0.020529042103151963,,,,0.026498113475680457
SFRP1,-0.006673033973361568,-0.01558971254494196,-0.011654639206955496,-0.019188121207479016,0.03791739025347848,-0.009660880610931342,-0.02675838368042101
CXCL13,,,,-0.007600708511275867,,,
MICA,0.07186105462359868,0.026174523495483427,0.09167440897437593,-0.01595255915891848,0.027571784855439,0.13306392839701234,0.09798563619404942
TG,-0.024267363572026242,0.01836449512875817,0.15352414977744092,-0.03756468811979955,-0.04064057622543834,,-0.034791317363976344
ADA,0.10978355255614368,-0.0526386901642963,0.05413370610738112,0.05317039233365901,0.06057906284100213,0.028554379377909965,0.1371105479101342
LAMC3,0.15928725969379365,-0.019393934446394426,0.07417865799301823,0.012132156423933067,0.05004894370628243,0.09665591092795857,0.18286689039314247
CCL7,-0.013758080298612627,-0.012163558671331703,,,,,-0.012412922886898582
NGF,0.051832085316617725,-0.027869819634770535,,0.037603742414807344,0.09816034461712084,,0.012409210149241826
TNFSF15,,-0.013544717492561743,,-0.016837509875816375,-0.037459792666892054,,0.0305634673675279
HMGB1,0.024462316464402573,-0.03115373139143154,0.0832851978661667,0.11848479749579101,-0.062046985963031244,-0.09859004481774561,-0.07534437135310332
ITGB3BP,0.0349163406055756,-0.007204846497412575,0.10509754849779497,0.03658603148851763,0.09242624029042706,-0.011207132374089017,0.017093869697224522
AANAT,-0.019960881367508374,-0.012324308967717175,-0.015065857802890815,,0.027669434726570897,-0.03181127153974501,0.016006838793309833
RELN,-0.024157719320782766,0.08677764769587029,-0.044207953857921874,,,0.035630142361397964,
IL15,-0.035022640468006905,-0.029100230115850865,-0.03929789642382781,0.02282146759112005,0.01795593494931112,0.03609936632465628,0.08325795420315878
UTS2,,,0.09250773617317211,,,,
BSG,0.033769335191376475,-0.03802048933870535,0.024693221705400344,0.0015423345953606694,0.08756743424250404,0.08001983718720627,0.035307563198079955
ADAMTS3,0.01803371440798012,0.0037041288069235394,0.1112326423159238,-0.020962366472897415,-0.03112851797444211,0.016990890696800393,0.016905438209400207
CD34,0.12122142613718424,0.05384374236732799,0.13531332475777394,0.03998469228788158,0.06840839386533938,0.11360723344548196,0.14698546153015749
CCL23,,,0.16348531267974736,,,,
PLAT,0.12015542712042857,0.037365163741922724,0.1342852411819836,-0.00194698387940189,0.052961998807113345,0.14957062570738394,0.10171357522496463
NTF3,,,,-0.03586489465475292,,,
LTA,,0.05759670777136207,,,,,-0.02793196284157366
CKLF,0.057453097661145966,-0.023896323955771126,0.11464800775681723,0.015427747427990567,0.07891300266788472,0.02343371426354366,0.042497246108525503
APELA,,,,0.020032806149245314,,,
CD24,0.05507942608207537,0.0370801794680343,0.027673605370626037,0.083730159023898,0.06412682750469144,0.02945846449191143,-0.04403935225600939
HSP90AA1,-0.06158673563583954,-2.399260755530879e-05,-0.11291883783532122,-0.026435065880341505,-0.11888583729312703,-0.08254849271837547,-0.1437998316171402
BMP4,0.07166977581633455,-0.0182054790460142,-0.0051314012606838415,-0.021749834226386974,0.0356741587974928,0.009746726529754139,0.12150841171074779
SCGB3A1,-0.013758078922822981,,,-0.024147894950851203,,,0.05972601262431776
IGFBP4,0.14204202940628347,0.04364741850439722,0.12667718694642482,0.05193816214164503,0.030698334317059477,0.13708229924810117,0.17218640390106205
RSPO4,,-0.023862785257603474,,,,,-0.010090663997260415
LEFTY2,0.1015824165137522,0.001035881568138465,0.17104274471093117,-0.019038001691890488,-0.033221703502505806,0.06422934684437304,0.0671153032218804
PF4,-0.014271798387719678,-0.010612465304342112,,,,,-0.03928608644597507
ANGPTL2,0.08259697215147029,0.017825044028441858,0.09854300232407426,-0.024517898069396086,0.04553165342770932,-0.008630818126426527,0.12259024338788348
LRIG2,0.029915096057925614,0.01771932561309921,0.0033659191599155354,0.0685596766827144,0.19343792466332263,0.044456421660291394,0.025925814967500144
ICOSLG,0.07164936694967604,0.004010826227261228,0.04718921327170095,0.09785340778082643,-0.01469961931886869,-0.01669613684111846,0.05199671059449699
WIF1,-0.025679784695850447,,-0.07453345980654985,,,,
NPPC,-0.0333729801483902,-0.016462550789168955,0.0444568302882367,,0.05977464570623532,0.05462982419185979,
LYZ,0.05141087360019694,-0.007608852581224871,0.0735663796122172,0.04220606821600555,0.023005012741180112,0.10006953534233325,0.06485885745335193
EREG,,,,-0.022261971533782846,,,-0.03856312145467969
SPTAN1,0.02454914150296995,0.027658136832665506,-0.03632681832764149,0.006846869470017862,0.05881879669513079,0.05774612406568533,-0.03282354519479447
LIPC,0.06011089653196731,-0.01907139054022429,0.041675190713315144,0.001117208790507351,-0.0015554113348184003,-0.037043960312624524,-0.006899865399671277
COL8A1,0.10387204416440582,0.032709409251926225,0.0453402340931653,-0.04944239037660434,-0.010486577818522564,0.03699644648696395,0.01579924378556153
GSTM2,0.0003353904607304882,0.0017292260664461105,0.020567782686444068,-0.031239892889306727,0.12730191084341705,0.009254465628527624,0.0016114127058874485
SPX,-0.028258899111242936,0.026976001069303018,-0.0528373423579689,,0.007262262623186421,-0.0017900427813925305,-0.019104503309190706
MFGE8,0.08953355039587171,-0.025572299717153583,0.03223019478587718,0.008433238706611607,0.07534144415830199,0.07362334880335067,0.1777135529254293
TGFA,-0.002984979493963655,0.05891215105959528,0.062000049687925794,-0.030002273185821757,-0.03463513801156687,-0.05992004341707808,0.09280608443367801
SLIT2,0.11319303415167259,-0.0180936716164128,-0.010702891941328077,-0.01483101812902663,-0.03520353329550299,0.0031038303809748477,0.03936922233822488
PLTP,0.03822792787778146,0.063810491229337,0.11934401034310464,0.018892741939684803,0.07963347243293352,0.0238756514898795,0.026357010969680426
APOD,-0.024816308410456837,0.03226673301852608,0.02802852741860661,-0.03483843925496554,-0.09896840967283976,-0.04470512659414923,-0.047220097726764
B2M,0.09249441793056494,0.006867504693262861,0.15477998249065528,0.05990976144512201,-0.06397544769431102,0.028967486936139868,0.1559178902590052
OMG,-0.02912392279832009,0.004909070600312047,-0.04683422268036732,-0.014098628888312528,-0.027866006231891866,-0.018923280216784737,-0.04027193281512626
CXCL3,-0.02536363116139482,-0.009498830866295957,-0.019780751108285338,-0.011198779043637872,,0.02183280669129134,0.0021979052094509817
CXCL10,0.00022689816196624527,0.025136687549415993,0.11193996683160896,0.06184225846474981,-0.04198854829856536,-0.030179616015558908,0.014561537199678898
RSPO3,-0.018688602114401074,-0.012324308057090276,-0.024738937370055152,,,,-0.02799767824101632
CORT,0.021547345426953548,0.03788408226815708,-0.04281627373242574,,,,
NCAN,0.035567673856510565,0.03057550524813099,0.05636082188506884,,0.12386481676961224,0.06525800476057197,-0.019006965966500595
PRG4,0.013260910050954174,-0.012163560566841761,-0.021430641007232396,,,,0.03969879551273492
ZG16B,-0.01907830301265522,0.005833963781413471,-0.006936989528943796,-0.02511458183715244,0.020938928296568994,,0.07586156992379256
TGM2,0.07957875882396692,-0.0024410773819714656,0.08133096293993042,0.018423264881585855,0.1262083214062449,0.0694986532819221,0.09263673296073527
VEGFC,0.026410058075900304,0.03479638303211642,-0.028254954628447328,-0.01471546486760973,-0.03745979600743071,0.022478286609222426,0.04981220308787491
WNT6,-0.02219835841197744,-0.016823770478838512,0.05104520711685491,-0.028083236163652412,-0.027483651284105015,,-0.00043572660130410595
NRG4,-0.01267167496731286,-0.014803609642544666,-0.026693222897117792,,,-0.023726588652076067,-0.027997681378888074
PMCH,0.03216868554438635,-0.0064206171794636635,,,,,-0.0012955776823698891
COL9A1,0.05443404157380003,0.0606831412990365,0.005247443755177702,,-0.031414696255190326,0.0034566778476086135,0.03914287688852874
GDF11,0.018146018773428748,0.012119616249548253,0.0771251758216699,0.045929727136426145,-0.006318464472449217,0.08717245940430725,0.0873708506853813
RAET1E,,,,,,,-0.0023700870612645736
IL24,,,,-0.015837169330301902,,,
SORBS1,0.014022902736663553,0.03897511051164913,-0.05252874360712411,-0.001418386821248898,0.09211131380363904,0.01906273538178902,-0.009806748973919577
DLL1,-0.0017596910886845886,0.005971578085411243,-0.017400820780537184,0.04014100183698328,0.07718792340157182,0.031851489748911915,0.0843227334675863
TLN1,0.09748632318559428,0.04738543133998461,0.08285915765834974,0.03244645477911714,0.0490575139556989,0.0678027727326123,0.12347375305738353
COL2A1,0.08368074856822916,,-0.019780757839894168,,,,0.13608346946138605
SHH,,-0.012639936516105937,-0.015550079149924909,,,0.06477071161164406,-0.014631743349915424
PON2,0.03174550362228581,0.017816784420914656,0.09833616781420974,0.0763985965554934,0.10505925281627862,0.07433436319992213,-0.05302790022016996
ICAM5,-0.000802265266092542,-0.019700238194758562,-0.0386535338516219,-0.014991826663929918,,,0.04389877036318027
HPX,-0.011913256014055932,-0.011397762416189868,-0.0021518958075369314,0.03441759906756226,0.015741820266656444,0.031647343094038036,0.044181640100516374
SFRP2,0.05650256864079313,-0.014395517903690076,0.07941387151173214,-0.015629887223229583,0.09918930040482192,-0.004302977196864761,0.08691713674894763
CD70,0.049230522347406123,6.178918065734102e-05,,0.071273467454975,,,-0.002192301637273468
HP,-0.017052936920498956,-0.001883399929484273,0.018637070676769486,,0.0647011946650516,0.0034260845267812005,-0.0418814691163465
CXCL2,-0.009967662333435,0.014305385265064977,-0.009705292656974944,-0.025721142821349904,,0.07139905563763779,0.02257240352458425
NPPB,-0.01774925338076398,-0.017700400715162982,,,,,-0.02840052965093575
CCK,-0.07194008375181361,-0.01703811857703801,-0.09200658095380385,,0.04401684349019868,-0.017062734193319804,0.04678951973252927
SEMA6A,-0.0103795613766759,0.034312162659929535,0.07244589551671743,0.008377160675263033,-0.033889056235019796,-0.03698569304675673,-0.1092817806239851
IRAK4,-0.0002931865995216733,-0.004690855068450997,0.013154769298141704,-0.05130776643214754,0.03525391463490574,0.017871217851771194,0.04804606603389369
GSTP1,-0.0030767739552858098,0.004831485694155775,0.0790234243641189,0.06568566359009406,-0.013864589178172102,-0.004571018678910124,-0.03936275710453122
VCAM1,-0.013362046335874544,0.03531067983552741,0.1011272037870144,-0.01976691469897542,0.06759249362600282,0.041073079334506345,0.017461418616372733
NXPH3,-0.0025336603069933497,-0.01455723096920518,0.08414550145728439,0.0483692093148085,0.06669296596553972,0.07621149813925096,-0.014374990989614818
MTMR4,0.027496552292297947,0.06732759681123628,0.029891600403632954,-0.003696027293915259,0.04510294056677792,-0.013726360629692527,-0.026764753817420845
LAMC2,0.035794378007665814,0.003496434213007278,,0.12527085952553374,,-0.0015660378251912766,0.06964457518487299
IL10,-0.017842635061281895,0.027164919664575418,-0.025956770850740916,-0.0373676238888521,-0.03391096975738227,-0.02212777862756821,0.04441513154127218
SEMA4D,0.03659701044941482,-0.02566695152201548,-0.051957865394847105,0.10465117325293001,-0.06634075290395572,-0.05346622592466794,0.040824954590145
TRH,-0.04087881942036259,-0.02996285432846676,0.055742640143496267,,,0.17646116294682918,-0.018161760070040167
SEMA6D,-0.05229470644455617,-0.010441418709200132,0.03733182264754357,-0.02134108509458842,0.04604092603424325,0.020521274419058835,-0.08988385008630494
CEL,,,,,0.12394432477760824,0.055164590029704225,0.0824365496999391
PDCD1LG2,-0.01173423825542101,-0.00843872564164007,0.0641864795093699,0.09719511538929843,-0.028812015985567783,0.07260646036972628,0.09713494949634241
SPINT1,0.004421288567626723,-0.016716975117321,0.15486200387336957,0.02294233983523743,0.03644723703240526,-0.020882860129214288,0.07150954303358856
CTHRC1,0.08287957823234832,0.006600214829609913,0.07249850076546704,-0.04050952699662904,-0.005689813895414276,0.060173323774228356,0.1666517889880214
PODXL,0.15196407970140216,0.06281942371471069,0.09984818777988866,0.04359732700103365,0.04450486777163709,0.09067721531117337,0.1264442885004647
JAM3,0.020869904328159956,-0.0036043288534743975,0.07408459433094786,-0.06573470776755436,-0.017926656637640183,-0.016908103848407244,0.02232957254339111
TGFB2,-0.002016950420043077,-0.022111012342192343,0.09932781247809898,0.0052491790488573735,0.04323914008656706,0.010511842127256931,-0.10070346021114789
COL18A1,0.14381078351271256,0.02415864353590955,0.12437480710434856,0.10365321881076615,0.08238462602033349,0.08734024376731632,0.18610244115455274
NODAL,0.06819082819787227,-0.024893194830594708,0.1124481580108245,,0.07518788890648828,0.18867473299168475,0.006834558409048619
INHBB,0.0021837743285324502,0.024100402407285813,-0.009613118139592194,0.06051531635437375,0.0665430307709316,-0.05192682611014145,-0.07828852011618448
LCN1,0.1797913542739268,,-0.017358762389455735,,,,0.058969589426561914
ARF4,0.050001506764073535,-0.021124692217238242,0.08467115933908896,0.0281208426071758,0.05800899815700168,0.0110781787307961,0.13207893582832686
CXCL14,-0.06904742248949752,-0.04234954714839873,-0.05006622604738911,-0.012207532254742205,0.06855432966274966,0.01859786659182273,-0.08122659231035724
LIF,0.07691354251968147,-0.022007394415187374,-0.000390144815144028,-0.021217571349729757,0.11378721896847042,0.0713229700121628,-0.004925304062445715
IL17B,,,0.013688748169923414,-0.004140700948283679,,,0.09922357277825544
MMP1,0.05006099141342063,,,-0.08427652373010824,,,0.13998537630803334
MATN1,0.16684730072319237,,-0.018199482230222754,-0.015837171613044838,,-0.02320486155080944,-0.038688362813133204
ADAM28,0.025845585550365743,-0.004439216479546235,-0.006366761531358309,-0.04406829747189662,0.04163147962655313,-0.005363697882959066,0.09478766461780284
TCN2,0.1397037111696319,0.0438891723827416,0.12591774716707468,0.025821013900518587,0.05962817894692802,0.06903657368884096,0.07591129933478523
THPO,0.034101840679909665,-0.0022751690465315443,-0.03541857604979065,,-0.029809451361119323,,-0.02088519549066099
CUBN,0.11112494219393439,-0.024393387509655126,0.03640521649035934,-0.025332475410032425,0.04986454408912506,0.055257142860802536,0.02605581070832832
TIMP3,-0.03256853012308398,-0.03543132540566022,0.04911936297140227,-0.0022337726215427532,0.017477918669293296,0.07256359522044664,0.15915636315997958
PIGF,0.041675076078812885,0.018513347522336146,0.09998716205765816,0.06568237158824612,-0.004894479459818851,0.06564628669502973,-0.01353993638524
CRH,0.004152759416531045,-0.014257048403551258,-0.02669321182943922,,,0.015569078516378825,-0.0029226636401858126
BDNF,-0.01907792703351234,-0.029319061903266982,-0.05115610562684123,-0.024428807194090563,,0.05894842055500475,0.0006548698387100648
CCL5,0.02634739539494243,0.035797665846799526,0.13427869193798406,0.1023676775665692,-0.04229208883678532,0.01895843963377156,0.12148188198266283
GAD1,0.03837635341556992,-0.0519230630689219,-0.06362234453103323,-0.02372587557033164,0.1422747869771338,0.10786128573234759,0.03965607167298637
COL14A1,0.11839460951801786,-0.042376808369170293,0.03325210024264335,0.014325805156671137,-0.01581376379287462,0.04466697911955896,0.11525491583372532
HLA-A,0.005011204294280982,-0.024734284576743305,0.1429171196867221,-0.034124076127801245,-0.011585530070766374,0.05424149091019214,0.1410426773009567
CD5L,-0.016322187730306213,,,,0.026685349669988447,,
FGF18,0.008392766988024379,-0.011327118339134322,,-0.016444227755373995,,,-0.03181050034256213
ADM,-0.021754703193253882,0.012749882517162523,0.08698236162995085,-0.06723387835895377,0.10775451700127478,0.11331074920430435,-0.007377012435387551
CCL15,0.20418134705987542,,,,,,0.06714237462619237
GNAI2,0.10477177564790244,0.08820213902671253,0.09022057013220523,-0.0386327687059008,0.025192663804431685,-0.01815322516275134,0.07464589166731894
HDC,,,0.0843926255199848,,,,0.05295074189895028
COL11A1,0.00011714211369056369,-0.04449330140502232,-0.031559691191953704,-0.009018777964481025,0.12541123358298106,0.00363420183876293,0.041764963603926814
NUCB2,0.017843003076336055,0.038947968447211836,0.012164196505498947,-0.027757256240320535,0.0381475097984811,-0.010809558499018154,0.05231886666553406
CXCL1,0.0062634336413050565,-0.0025040931714258303,-0.044404377175827056,0.04836857412510351,,-0.020242250231950785,0.08142591162414213
VCAN,-0.026632571817586256,0.062123685991885426,0.07220068804613657,0.04106623538112895,-0.01240495376383319,-0.018675495163869748,0.015179917910819024
MMP7,0.03213602701626141,-0.02251908176102915,-0.01267046497709751,-0.009549928438981737,,,0.08968603774639501
PTPN6,0.008175515805998958,-0.01060113180002643,0.04707547648576883,-0.02277433449972554,0.06316906385181296,0.06438849661858982,0.0387674929597091
PTGS2,0.014833110247539971,-0.035409988403657645,-0.07417757834863395,-0.02330896945763646,0.05634778900892657,0.1110420968734276,-0.057937932428705284
XCL1,-0.017886198363639957,0.03360585410533043,,0.024352796969881206,,,
CD58,0.028385311566261773,0.0016475345838311364,0.07723756658199901,0.02456133930281656,0.10036609751879351,0.045040129238298005,0.050129414916692004
TNFSF14,0.11177397560553722,0.01324625934409128,0.11876094265496394,,0.06851584577760955,0.028381684727881024,-0.013088434971516984
CNTN4,-0.020294131419275933,-0.022149002574903404,-0.008804984562770889,,0.06933129718164567,-0.02912030634386559,0.06091240809145286
NTF4,,-0.015589712605717902,,,,,
INSL3,0.027071099942412767,-0.011327116117386172,,,,,0.08196091577246771
BTLA,,0.04805974743180599,,,-0.00016774378535727548,,0.07994334133692267
MFNG,0.02171809431930865,0.045474185444398435,0.13138126799886093,-0.013455372283710467,0.11541539119769578,0.047992287826320056,0.06473797780492878
ICAM1,-0.018899256836960608,-0.03047541743094926,0.04858426770083628,-0.04212416218522342,0.03542862912127021,-0.014035050164344955,-0.04598093451425553
PROS1,0.027069124658755613,0.00893095391414375,0.07482641438360595,0.0018018792093625168,0.05479628618721714,0.07564803091065041,-7.968231615499262e-05
CLCF1,0.06534977773574,0.0049388607960363885,-0.004813619416401761,-0.016046070727760472,-0.07213917156257649,0.04789457107737531,0.004598557709935378
PSAP,0.010060545990039927,0.02217421605820513,-0.10103283866815671,-0.018878551534200746,0.038621634046784786,0.012318300900397277,0.056459437748342875
EFEMP1,0.0723361648160346,0.030269859606944942,0.038982427823354635,-0.00554467504027452,0.05361510436290821,0.03495869260198324,-0.015248982826877467
C1QTNF1,-0.04966147433524302,0.016745932877075907,0.052863765945418646,-0.039334837295418326,0.00398385821838554,0.032536562790461764,-0.07292779041181859
ALB,0.029949351783326097,0.08201594777690598,-0.02125311086057918,-0.014991831592660633,0.14982898179179704,0.006744650993083036,-0.0427155350704783
CCL13,,,,0.027327606197551386,,,
EFNA3,0.0005932682721432634,-0.024399709883541693,-0.06704362055878847,-0.0600957219237575,0.09507803600377934,-0.006989705564432216,0.0015277219437521002
DRAXIN,-0.0006671311357592402,0.013427365695597234,0.019855169392479163,0.008131699571503444,0.0741410694182981,0.08514749616355458,0.09162014025953846
RAET1L,-0.012481864364389207,,,,,,
NPTX2,0.030786011910922662,-0.006250953581394351,-0.08460895973152271,-0.011559027813435275,0.03610974174876223,0.04565858580143595,0.21511087201626938
FGF11,-0.06713359170545127,-0.011680603716457311,0.06394488512281547,-0.04862420222440419,0.0387715459142752,0.06631313209445491,-0.013093984719020266
CD59,0.10713821295995654,0.016582983591881484,-0.08965210852720135,0.0053535445804053575,0.03214559131956305,0.0788361334090079,0.14013730490941442
COL9A2,0.03597486325970798,0.10552693035931834,0.021740795882734216,-0.04557803131838171,-0.020108417344485575,0.0178155319139399,0.06109348745953394
DLL3,0.011083400816059477,0.06687599738338394,0.04241728600612371,0.05902649011751689,0.023334722394785616,0.020113490676135718,-0.04599936634766232
FGF5,,,-0.016923732534870888,-0.03616908125617959,,,0.008879290801854855
LIN7C,-0.009421654252161384,0.03638932467018613,-0.002255827489733646,0.005498054357110161,0.06585393323164192,-0.028316319030657375,0.014633963541706574
GDF7,0.04031638790201006,-0.02021088211384667,-0.030273791889666946,,-0.02606484376511613,0.056020064165876585,0.08591575573520274
PSPN,-0.04169487537057251,-0.04012745966111353,0.019760917258576465,0.012847091862383732,-0.013865392326778761,0.009643659151746475,0.042865776171854254
ANGPT1,0.05786490649133375,0.005061989708788357,0.044915362850526226,-0.0127652896178901,0.11490453811149626,0.009639955510076618,0.04755395971738386
PNOC,-0.022546847763551703,0.010873109924328774,-0.08002814521347103,0.010679810248577773,,,-0.02741804296409419
L1CAM,-0.018179495999840502,-0.024627626564382474,-0.028427867653837216,0.0655030211380423,0.08588380280112519,-0.023818816878308908,-0.04745058663337832
APOA1,0.03308443123608949,-0.001103645758005738,0.071842888863869,0.003842368998211077,0.0897273733736486,0.03063432877234732,0.0378489845760469
PSEN1,0.013498234933809366,0.001819626042883964,-0.014626720839962198,-0.05669599068112547,-0.0568778434738235,-0.018465490602533295,0.006886954487119354
CALM2,-0.03337771373667747,0.03097907384156522,-0.14823877865277738,0.025647527177966898,-0.017765702746794145,0.012455909491596771,-0.12311845212501403
CLEC2B,0.05107642055661876,0.02724591654957264,0.10454102665003734,-0.06652623390508924,-0.011175042980168567,0.043087032768410374,0.1309118398015214
NTNG1,-0.02370800697648205,0.0015741464272733216,0.012492268912013705,-0.008539320548990991,-0.012225419859152318,-0.012415646866827742,-0.0500195052808284
LRIG1,0.010852565975294534,0.01629396288014854,0.03440110949419352,-0.03357835842227154,0.07940416203623962,0.06146488190603301,-0.1014278606810873
CPAMD8,0.002180449752092006,-0.013397957202211137,0.08312686996732517,,0.0018326478460206298,-0.046523852800457906,0.11947267160512813
GHRL,0.07059955136103821,-0.002294765508749562,0.03891739430710804,,0.0027817695977811847,-0.03574904157976256,-0.023555175117123833
NPY,0.03845700462606516,-0.005270589379348814,-0.057040480248992935,,-0.03854483267699833,-0.03556832011083042,0.13608499819187211
MMP2,0.09609612106018121,0.012826575423873946,0.1042888363119064,-0.03357864839417503,0.04643412205314342,0.08418563540793861,0.16587361597796033
LHB,,0.037490764814901996,,,,,
PPY,0.011158544749901576,0.06821503131760391,,-0.01386677570266301,,,0.013844065320520908
ALKAL2,-0.023407775954370665,-0.011499082218387168,0.005080847978911753,-0.012697437751324066,0.01321955760928506,-0.013362015052677836,-0.04330496260659933
CSF1,0.014763373772875074,-0.008700953321656418,0.04191922688047205,-0.02330812671300568,0.011033346891925706,-0.0142184887246066,-0.029973657705621187
SEMA4C,0.04979141948621788,-0.0057141216915927405,-0.0193262376374651,0.014377629372569381,0.056763568719464495,-0.002948346928169457,0.1287249747607216
BMP8A,,,,,,,0.13727521204634027
ICAM2,0.08177104933682154,-0.03444250550936494,0.07394525659386714,0.050808415954634256,-0.01338870109995512,0.08404955097614211,0.17334912105634573
SYTL3,-0.00785902327148872,0.011066683800330466,0.023938248649053567,-0.02968522265953415,0.08888963427113937,0.016997705664046386,0.012139933545466802
IL1A,0.002211564076566729,-0.047053636612602694,0.09236472070206765,,-0.011884512188048155,0.03613167739685182,-0.05506009669969898
HLA-G,-0.01920660881260403,-0.012324309018307564,,,,,
PGF,0.16761485379041688,-0.01227920875555702,0.1567505502684402,0.04493314659646209,0.07948726702364593,0.07152897694893265,0.191175286142998
LGALS8,0.045915271423127596,-0.022337644892836916,-0.0018558430611273183,0.0023647637410601045,-0.01056637442786624,0.027050825014949837,0.019681883000489113
DKK3,0.00498431876731381,-0.014157446639672137,-0.0954101573307446,-0.026402343781542083,0.09654145561178926,-0.02977574922898776,0.10942251966848206
COL16A1,0.038659147902281685,-0.0015018118436917578,0.05983096091711153,0.06497155530961417,-0.02083679595338384,0.0664383890503378,0.14828983861616413
TPH1,-0.014102528704364457,-0.022427059686234995,-0.018199482058427304,,,-0.010104522211688503,0.025449590637090222
TNC,0.015130293439251728,-0.07719185906568837,0.09811001147181894,-0.04407416369841091,0.09419087191149125,0.06776777844240663,0.0008346833900449147
TNFSF9,0.0035375670486832433,-0.005882163040154961,-0.04108359748912257,-0.0328174204918211,0.02157433294390735,0.02726726121494029,-0.022720561195812828
C4A,,-0.013833812960637366,,-0.016444236679191766,,-0.031611234855969846,-0.045659521697780356
CNTN2,-0.06665612734242185,-0.026790829431860723,-0.04320217787280703,-0.01741182317023358,-0.1253859016112159,-0.010285874633569815,0.03206908766533193
F7,-0.013758079610717754,,-0.015309784717247175,-0.014991833696388637,,,
LUM,0.1567691673939497,-0.01037534186902784,0.16390407291741138,-0.10146865200997422,0.04668661543920341,0.0777684225000781,0.16848953489876634
BTC,-0.012481859165291542,-0.022277969407958124,,,,-0.02712363250661083,0.00023788472518483176
APOC1,-0.02891763097416494,0.006594599060856183,0.16866987285595098,0.06635352765633186,-0.013167480975213636,-0.016048581982990077,-0.03789356223963119
