,UKF243,UKF255,UKF266,UKF275,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
GRN,0.10236982854776933,-0.1411842870327057,0.1862184602957476,-0.04025616484218564,0.05108009737361378,0.035399073276371,-0.022935617849684235,-0.03774609460593136,0.003124996759612127,-0.09624059421352503,-0.16757164915566616,-0.03848175652145648
MIA,0.0651710478587716,0.09084954929928457,-0.010096163580671363,0.06529682822707618,0.03194695199747025,-0.08273219597875293,0.04592401535146348,0.016438158406771836,0.06557169086464432,0.0001258117210663928,-0.04409510896706459,0.010032788212493149
COL4A4,0.08126741604609072,0.04657751644835928,-0.026874173356242613,0.06098814121397922,,0.1394109094447468,-0.019823783601925663,-0.0449287493563418,0.03654987019522943,-0.007882045774256188,0.035784514742638995,0.03309793878259922
TAC1,-0.16624346357361253,-0.12012779453705769,-0.2032636530358244,-0.02848675895649012,,,,,,-0.0414848818610364,0.022453635104559763,0.016161458403645006
RARRES2,-0.008526033155756244,0.04732113571145522,0.14170693052978378,-0.09875003068888331,0.03800442830013219,0.2223872445351822,0.08616131679432765,0.1375571987738436,0.150670922005312,0.1160451312699299,0.12595937966151743,0.0931196605373273
FGF7,0.09027197942487251,0.024581606070184094,-0.001734513532668838,0.03944967972401129,-0.020293083097547012,-0.02478683282138716,0.06798549904020469,0.07670488142255914,0.03103588028108315,0.03848233029208803,0.08497918081435474,-5.137331906244794e-05
EFNA2,,,,,,,,,-0.024662895829004928,,,
HBEGF,0.040343145620773145,0.09108725450014252,0.12550835560284862,0.06346743675594377,-0.08314556904642074,-0.027535793407784087,0.02707081307777697,0.06291936428517524,0.11233685251245042,-0.00582795017983359,0.05283722537819131,0.05686173229415525
CSF3,0.023397338898262194,0.22685437041338163,,,0.054047433506523405,,,0.15162077087024461,0.11925376994408111,0.009899055676250402,-0.015900078375288233,-0.007094153003148317
PI3,0.09020701681371077,0.17635150639796282,,,,,,0.1540415754658005,0.1196814483703689,0.11925393451908266,0.06179965908110098,0.07653209508847413
PCSK1N,-0.14951398707936858,-0.16851052542001765,-0.09113437904108998,0.016465003884809325,-0.022985250233017666,0.017779773994689475,0.07541471117809587,0.0331329696604719,-0.11875803584637767,-0.0012600571585229578,-0.004644689002312194,-0.021435098706050836
NTS,,,-0.021651385283888592,-0.02644758865279928,,,,0.0651066329150569,-0.06450073956247178,-0.06033468502686241,-0.023545847919756495,
SFRP1,-0.05333016827405009,,0.09968669460170701,-0.010296385977325174,-0.04513117001896913,0.13033717620255827,0.14288272894914178,0.07338811267176644,-0.029349592786101757,-0.0627931541435216,-0.022998702066138525,0.0713297768847803
CXCL13,,-0.044550278049902456,,,-0.04316440627632856,,,0.03122407738657127,0.07361813955896103,0.0362916122097014,,0.12431349091141265
MICA,0.08750658961986203,0.018575637555434794,0.09415902701136289,0.04330321767351191,0.04709095527457178,-0.045836647932506594,0.03585078396771408,0.00990694266072231,0.045032437423969146,0.023457439695812998,0.017580178627615607,-0.0026072775287553436
TG,0.048800821969665335,,0.04349584915371884,-0.022340322329869797,0.011536849299242478,-0.05128010007055811,0.09510396661895536,-0.06584491687895316,0.04395888714199457,-0.02800304690722587,-0.031008185650595533,-0.038452263432774775
ADA,-0.003294353218608801,-0.025378691599329307,0.05187383478041737,0.018472243807296427,-0.047209833918210334,0.06090932837385456,-0.013611086668281912,-0.03265637367411762,-0.056544786115709324,-0.04869070382681753,-0.034713029298263226,-0.014812324183932787
LAMC3,-0.00022262129308149348,0.0029106867422371576,-0.005752392723850934,-0.023233774132080148,-0.04655803679469197,-0.11313790640451579,0.015221318189530672,-0.10674440710749401,-0.02065391700235599,-0.08997733077480825,-0.14113471939470615,-0.03368407964407307
CCL7,,,,,,,,-0.00042186341193860424,,,0.11066481027946504,0.05735348358821145
NGF,-0.0009437985622002349,,-0.03613644455374026,,-0.0636363485395034,-0.08594577880497908,-0.04555101545833924,-0.0028699394227460506,-0.0017830057869416835,-0.0761796755294022,-0.04988474998228026,0.014888569507859927
TNFSF15,-0.015367682863419434,,0.02692401583768683,,0.021242223390219448,0.0011515469761537666,-0.029945547324094657,-0.024983840106423683,,-0.03539584741027598,0.010030228842827766,0.1557957789025589
HMGB1,-0.22187729593227382,-0.16867031643812835,0.12764364725754498,-0.0011264843149230866,-0.10045156582572745,-0.009836251971871211,-0.10808383740854564,-0.09422420757715437,0.04441753946349759,0.0178505859074928,0.05236580556167387,-0.006991412328811621
ITGB3BP,0.14019963383884068,0.05224051257985763,0.16228036048719874,-0.028792725625147633,-0.08382579454046273,0.02198976880667704,0.1322848512290101,0.03247710546116018,0.08973862532239822,0.01834566306998816,0.06881308099264709,-0.0012357059587167817
AANAT,0.0631832619026878,,,-0.020090782428501982,,,0.1101501496509267,0.04714663665601828,0.0009190656158645388,,0.02966794809987291,-0.026266403312397192
RELN,-0.09728955186226756,0.02076577682921376,-0.0696897896062036,-0.04423341758148666,,-0.019543273463932136,,,,-0.03404856077233829,,-0.004781299386979828
IL15,-0.01681892848432933,,-0.0312214966940882,-0.016892814613198835,-0.06764076275721187,-0.015861983481767015,0.029356469448610725,-0.027932173025837517,0.005871335381180848,-0.04967312454535348,-0.02114843304078763,0.009401180672550325
UTS2,,,,,,,,-0.03979918553393115,,,,
BSG,0.2750196718785237,-0.018676169399766004,0.06916632641435014,0.09678149013021059,0.0026578615150093772,-0.024574045243438793,-0.013270483600100075,0.2130843437071665,0.1543332655619396,0.0469224325792487,0.16787989479305676,0.07819420007073512
ADAMTS3,-0.004104885501692674,,-0.004833078062787771,0.05972942760765166,0.000454822322122876,,-0.0009239986466315924,-0.009189167511607024,-0.0025696318635442163,-0.056246710356598305,-0.03949947546653014,-0.024290328805419398
CD34,-0.10287292489658682,0.04741139208539022,-0.031689767788958795,-0.01107706804868028,-0.09189489624801683,0.017357976845229932,0.006931179924304376,-0.08580250680552369,-0.032675231933232685,-0.07847559268481216,-0.11912192509023994,0.02526863887462556
PLAT,0.024811613822294205,-0.15645659290133046,0.25523241922230555,0.045247859511139674,-0.016936845243595837,-0.10793924587016264,-0.06241422901516162,-0.02278770816211279,-0.056772800420619315,0.04662480185238034,-0.104151658723056,0.06719959333074493
NTF3,,,,,0.06234767368114664,,,0.02403074964011542,-0.03613162318867798,-0.06329677021862583,,
LTA,,,,0.036404796466204085,,,,,,,-0.005885447654753896,
CKLF,0.08175769455848991,0.006781042934751212,0.1833105361914498,-0.006418252953894663,-0.02121646633903048,-0.14349530809212957,0.02179134331476632,-0.06038265829406739,0.010937918608058955,-0.007394734968905195,-0.033525926991869515,-0.01680736550854711
APELA,,,,,-0.005641827956766173,,,,,,,
CD24,0.1552091875974013,-0.08652664953933639,0.1036007361387769,-0.06772360111273541,-0.06894432921670866,0.28466858076679,0.16717018045096133,-0.10357043514294972,-0.05879791736142524,-0.0594210209841725,0.08250819507680822,0.05559481293942634
HSP90AA1,-0.04565452245394713,0.06789059312302373,-0.1795542676345932,-0.13117489224232715,-0.031221400799737672,0.078616575010347,-0.14882477179612857,0.13074251001111492,0.10598931046329134,0.04761934754984228,0.10963719112387856,0.05449495618892161
BMP4,-0.07481960749669656,0.06306671469839768,0.18203407319543702,0.04391584055589331,0.05141468285302177,0.12301722954347326,-0.004567352613959783,-0.0383184582862235,-0.015000244274844227,-0.007516686285879737,-0.013274786909532009,-0.012408101409295274
SCGB3A1,,0.06647013190094353,0.08104419718904787,,-0.008854879381712682,-0.015300065544609002,,-0.03790671436584478,-0.03868763490495727,0.0690883223657322,-0.03493521595822633,0.04193994965485719
IGFBP4,0.04864950649979987,0.07271522536392416,0.1756749301731696,0.002933652928043037,-0.09107124172290319,-0.01888744263136695,0.04389194171254028,-0.09040670776710516,-0.10707154163059615,-0.08406312862492225,-0.13412964526816626,-0.0069590270149831575
RSPO4,-0.027569798290099232,,,0.05077080104044838,,-0.07039442851733978,,,,-0.049503166880138644,-0.03129175500653301,-0.018357221757163655
LEFTY2,-0.012100315548727045,-0.08727702325344122,0.017136008237848166,-0.012002386858399937,-0.024755321145284535,,-0.0407980690376066,0.02878510911209688,-0.023865774606159018,-0.04529539351585122,-0.02795959929766042,0.009033448560566027
PF4,,,,,,,,,-0.04316680720622731,,-0.023725725020225224,-0.025945470516124773
ANGPTL2,0.022667701195779655,-0.13486804247244927,0.24791062901781347,-0.00561123609368483,0.03381414280246697,-0.0639125327852689,0.085464120459756,-0.0793454236225417,-0.09831101693105584,0.03851897329305259,0.02531547970083175,-0.007278457480659216
LRIG2,0.09277710170715994,-0.010557249240682832,0.10836834323897772,0.03509934541922108,-0.028349626009960296,0.07078006764602529,0.06605394834733797,0.05675142059210738,0.10864090587145439,-0.026016555121078522,0.005082138426290128,0.05627856438727656
ICOSLG,0.028084837223760508,0.025179814447212123,0.08646673436953721,-0.022109854365325702,-0.09343030899509827,0.03385119876841175,0.032644891282111795,0.023385988489147434,0.08324985188886444,0.07640939955015225,-0.00465454810265825,0.004710510356193229
WIF1,-0.23240823361610607,-0.01554024586351737,-0.18492577127174056,0.04538858928778391,,,,,,0.025913061600434745,,-0.026154114869008534
NPPC,0.032747809818026205,0.10504117297177266,-0.05122006966222836,-0.016993559452309487,,0.2796200503167723,0.0022321291367699827,0.07354125061677343,0.04501797735849884,0.024740926569095205,,0.011283790454565837
LYZ,0.07007823671293262,0.02790392294791177,0.07801430671391214,0.023494602154325986,-0.06451758923309335,0.06566842101478772,-0.02896717617004889,0.01314968799511838,0.026586440063083326,0.0028666324463533666,-0.05503652465879446,0.022771221851172734
EREG,,0.1062028794021118,,,0.009946488477607866,,,0.10724387546364322,0.10581312129545788,0.1301764584764642,0.0812273651855033,-0.029870922463178518
SPTAN1,-0.06902790832352762,-0.09590673815607581,-0.15596605019760815,-0.050108050556361514,0.026102876656925424,-0.05670391606034092,0.05190808560223415,0.037579536974855034,-0.0884284904227434,-0.07428963657582424,-0.11997709295391022,-0.10744322068893976
PTH2,,,,,,,,,,-0.04179268122932375,,
LIPC,-0.012140929945846713,,-0.048416535763093856,0.011829293210448953,-0.04346749119000463,0.07787928732981285,0.00864383257280764,,,,-0.029998296558464435,-0.0283792907084847
COL8A1,0.036522814345660834,-0.03362208612132806,0.146899713038331,0.019054219907624046,0.054137282107393936,-0.04278358954708126,0.08358827441624818,-0.10240397216549073,0.11626152299303019,-0.04497709719734983,-0.09892201066871137,0.09001924968064406
GSTM2,0.004576628019351047,-0.03057490455226473,0.02038670221897531,0.004721992327893729,0.04344069958120795,0.11470523866942077,0.006907788637590132,-0.04686910895382369,-0.04264919791094013,0.010957589329189952,0.029591287331206938,0.00664255861366119
SPX,-0.08742397626351546,,-0.02838777426267744,0.006314255453099427,,,0.05690997807367332,0.03029784922148932,-0.01946876733355229,-0.03213470289320915,-0.05412625005890495,-0.08620167414124084
MFGE8,0.1109129681304204,0.07125695373654035,0.06093359012655631,0.05275338549958565,0.020449734797733123,-0.10276177133570263,0.0016641341583488213,0.00549974740124223,0.0016266011909836535,-0.12030631358679504,-0.03632355932811297,0.08366469298547315
TGFA,0.24064331112544163,0.057676281551802204,0.17442303349317287,0.09315289197934665,0.025161082445518426,0.10688774862796564,-0.08585954488281233,0.09148747928486409,0.03959094414943335,-0.07774803518553661,0.14757239935575575,-0.03713736102528926
SLIT2,-0.18282221826819076,-0.04874468436364786,-0.08219450247638992,-0.03356791443523567,0.0017051008868372542,-0.08749770023966746,-0.02646714960445483,-0.010006290907672742,0.05230087961779118,0.034440880845106284,0.06176821073670181,0.07924624095368951
PLTP,0.041375153704737606,-0.1305384304379368,0.07801502601770843,-0.015429417378199485,-0.061346041713599433,0.05334692344896992,0.17192760060517143,-0.0901414297112768,-0.006573410432896668,-0.058089982948343104,-0.13224577676215152,-0.019018637108469495
APOD,-0.15172290143449033,-0.1316349234818724,-0.01645918367430431,-0.09846182010732656,-0.013037295249697742,0.00878928258995884,-0.07522250355048046,-0.03936858925827886,-0.06303717451763974,-0.03227353959770074,-0.09495702150572498,-0.054852670171355734
B2M,-0.21704059786546887,-0.1850201158570932,0.20853840627676729,-0.0789098118606073,-0.10766220729059817,-0.14458705235773156,-0.02587382695392906,-0.040207556257710025,0.013566251112276719,-0.07161256747423828,-0.18764685565706743,-0.07364518253611187
OMG,-0.12212500349272339,-0.17342595491885127,-0.007820770086448969,-0.06051485353650027,-0.030570894898329357,-0.01850403558175416,-0.037895006606649906,-0.11318007297476386,-0.04537050789587138,-0.11408061961335415,-0.06676699607476248,-0.028816494520030062
CXCL3,0.003108478378719246,0.05730091969276156,,0.03408136428551582,-0.11757772954257903,,,0.13389147096164655,0.0727088463059041,0.03644116996585584,0.007104357666423549,0.11015382573194331
CXCL10,-0.048972838835700395,,0.01662310114169968,-0.09935980771292902,-0.0025897856683921795,-0.01896555192960247,-0.051564233969655975,0.052173219407618085,-0.008696717181328499,0.025693198039904143,-0.07198412661011483,-0.051148232711677726
RSPO3,,-0.05311999435337367,-0.06453433842771397,-0.03398989692687074,,,,-0.03437353432910708,0.046770981643637966,-0.04655709777108938,-0.016908408936700068,-0.0028604491830599237
CORT,-0.009735083895061867,-0.014268462709372156,-0.007320335863339762,-0.045259295301746764,,,,0.01840111555321966,-0.04049076276674585,-0.04892294827803028,,
NCAN,-0.0578477367941179,-0.08951475027157586,0.10931564905675632,0.041718198211961155,,-0.23905293546244194,-0.05247734149525534,-0.12428583290118905,-0.16085939679032463,-0.11245533773813253,0.018894973930280532,-0.07553370908451854
PRG4,0.001185901586530618,-0.007599977885822501,,0.00025408828448251873,,,,0.0098421927245684,0.019202315117742123,-0.0051961227679177486,-0.03830210311784126,-0.008223819212757492
ZG16B,,,,-0.015374947987348727,-0.03051932022184162,,-0.03549045519547954,,,,0.05787394646399021,-0.02213414731282472
TGM2,-0.0020935464938752145,0.1441517202648919,-0.004602803630827633,-0.004903207161149028,0.002669185909560156,-0.040515467211291165,-0.008743015697420206,0.019976545050893545,0.1328543318352506,-0.05204091668576055,0.008951238756543037,-0.0002565741162731456
VEGFC,-0.05035732523513205,0.1095563939546365,-0.011503441981583498,-0.008070622815980208,0.051188262750092875,-0.06256956370481026,0.03236178510546795,0.06784287424833653,-0.014666295824311096,-0.04764083085151092,0.014020280313708895,-0.04197586166064066
WNT6,0.032156178958695304,0.022928654753104336,0.060874074223132714,0.02938819741110947,0.06990215606435406,,0.09516017964436203,0.0356877467511054,0.09621660172035072,-0.026507714849259005,-0.009119860839144537,-0.022871214897527883
NRG4,0.030256832261764642,0.009867146425505877,-0.03920284989216672,-0.029537764509431883,,-0.05977608778375059,,,,-0.016716064681797656,0.08158143330254139,-0.03439479924343789
PMCH,,,,-0.02250466546245996,,,,0.004494090580636555,-0.03958934547110691,-0.01658350009469137,0.012486497616397835,-0.03245285674797513
COL9A1,-0.06124793944375327,-0.051428058884285574,0.16713223640622904,-0.013528965783726364,,-0.024381069540116252,0.005975031853328797,-0.03613455264500361,-0.10092894653464474,-0.12722942488103015,-0.06344934597497318,0.013382683659710182
GDF11,-0.03255558566661945,-0.13500902981481552,0.13737288752408117,0.06495924217327093,-0.0571801365790113,-0.004208885354476193,0.009802262319918908,-0.008854604758999171,0.00714044302786712,-0.03715774933346885,-0.03149808389828546,-0.053598446718786226
RAET1E,,,,,,,,,,,-0.01854840654490743,
IL24,,,,,-0.04635485741893005,,,0.15510165769073975,0.08566537599525632,,,0.0587082748733126
SORBS1,-0.10947050910082683,-0.12649098819798374,0.026367576132157663,0.006845333692950967,0.052430229012192596,-0.11120724336335037,0.032433547907350035,0.012354708321916572,-0.015364065577004133,0.11463307096501642,-0.07296520277070125,-0.046334097483777516
DLL1,-0.0667999930371081,-0.04254557611911134,0.16567529443494586,-0.04595081767344656,0.0002908447426544241,-0.02683303281321813,0.056479661588076345,-0.0738296305916615,-0.04724813190981284,-0.005493192803983563,-0.013170389828747023,-0.04124595095113101
TLN1,0.11786409681844444,0.09148513088079024,0.19755250066831603,0.04536907409008204,-0.07987593313828972,-0.01191316503002719,0.01857068714279338,0.018319041039444154,0.045105201628123016,-0.02296302085214994,-0.049194239357530645,-0.003813054309757149
COL2A1,-0.022059828106664212,,-0.0020086664115040987,,,,,0.08119854803399033,0.00550511787504908,0.026651758059940703,-0.024607449887319544,-0.030987867995229904
SHH,,,-0.03786823009736618,0.018724038503884946,,,,0.06314085197254836,0.09235486403186044,0.05467838883705658,0.09499899175575902,0.049913459658500026
PON2,-0.09500110123524674,-0.19906649849642824,0.0537039017643228,-0.011956194440413551,-0.07232705236767456,-0.04977547225945457,0.039547151076961634,-0.06803637808010386,-0.02315118608666421,-0.08570714738025886,-0.13276371892647537,-0.021911926900318124
ICAM5,-0.1853799462481705,0.030731506463360043,-0.07658145528884006,0.01748634362480951,-0.04388056810923404,,,0.09393046720297892,-0.009681831250293496,-0.02070587900260263,-0.024038160099667593,0.018127055365538724
HPX,0.03244238017781715,0.08393659266502683,-0.02021638773328583,0.015459860822518795,-0.01372120178628741,-0.03391016535546507,-0.006513155587006319,0.06053200597053307,0.04552356152879801,0.07873281425594976,0.01731777861069778,-0.03495229905131268
SFRP2,-0.033166248352856566,,-0.03272712491409627,-0.025146707775057474,0.09132358826483264,,-0.052433724922097066,-0.0036565464753307198,-0.004580636963002716,0.047508569951233245,-0.02268492367780437,-0.03442009235369879
CFC1,,,-0.0474057339425152,-0.019349518435019374,,,,,,,,-0.03043398556562531
CD70,,,,-0.028225878255571536,-0.04858059129974831,-0.065456029305459,,0.08419804563599888,0.11676650578452855,0.015323047505293428,0.008559046439157437,0.004955573374697445
HP,-0.0943326716476265,-0.15392390551479943,,-0.04749676582316449,,-0.058298073420926355,0.07320482594931867,-0.008446968695950316,-0.017430714469990085,0.03380820784221238,-0.02529313325886894,0.04598098088509203
CXCL2,-0.1218826610443417,0.08592447753395062,0.03889822130098248,-0.007612756018151056,-0.08337668908485865,-0.03432464621122577,,0.13447226351145844,0.07786521346207213,-0.036614924818975776,0.036293869165877124,-0.034984706189370024
NPPB,,0.11994914360382233,,0.01619256836397405,,,,0.15063087108880419,0.06573526418415943,0.09872417114788763,0.29577239047534404,
CCK,-0.14924806655540365,0.0014388196914693872,-0.27952949729744225,-0.022809352801440214,,,-0.012659905895962068,-0.06751040328079254,-0.034818746380877126,-0.12923809353263332,-0.0222503846989417,-0.07705906006275254
SEMA6A,0.04195564586299816,-0.08385859694474986,0.20329588576254234,-0.03218063660422241,-0.06493258263663883,-0.11725181285849491,-0.030807708442318553,-0.06379503427135151,-0.07074574605235863,-0.009404515552476228,-0.020802131101228437,0.06941453768991468
IRAK4,0.12000833896522432,-0.06933272162662561,0.13649854684792417,0.034822306795774347,-0.033436695375890294,-0.09963634670594596,0.04001151448681493,0.006941045238567481,0.022264289558282337,0.01683190181742469,-0.02955922371577417,-0.014985800498352842
GSTP1,-0.004604513930893731,-0.046066444391581064,0.1699792928126123,-0.049207767685062624,-0.03342838513682497,-0.044812307368552386,-0.006459458924704466,0.08905229687212053,0.011623346005639402,-0.013714322140123443,-0.045568334299048406,-0.0019147824831478315
VCAM1,0.0007664643013518823,-0.06308098909490203,0.13366324883820094,0.006362794191638223,0.002155176935486143,-0.10047967772330434,0.04745913079766026,0.11997650977296428,0.10332583647640739,-0.030197655490605567,-0.08348526152023932,0.026628183678503045
NXPH3,0.10814590990117925,0.05953896794414282,0.12219941190012372,-0.06146766647577638,0.006078431961959378,-0.06877914588444864,0.06875962911557443,0.041628729985361816,-0.02854445947292633,-0.05609391173773344,-0.056452220777674575,-0.06033181910226721
MTMR4,-0.056335194491600016,-0.03694804647204277,0.06445956858268104,-0.04621903861946645,-0.03371281975228983,0.07759977279204013,0.037592146498761934,0.0665716413229235,0.009972734497141074,0.011038981381172791,0.0717935636360399,0.006355558866774022
LAMC2,0.045151775874614476,,-0.0438775616790326,-0.02132963034676703,-0.06733254076864659,-0.07201102945208185,,-0.033080091972428706,0.056273073371512855,0.005115921084978532,0.14285396822632845,-0.033120912373946286
IL10,-0.010965983971011749,0.0700153714428354,,-0.056619017075265246,-0.04752179630665364,0.0020574664532112606,-0.024254059282296174,-0.0033532943706417475,-0.011292120887798063,-0.037204896794789506,-0.06395922400642763,-0.01922353261444661
SEMA4D,-0.055063438159865176,-0.09853958005862556,0.03799455813135985,-0.051839050296304395,-0.020453291241603718,-0.0487812348989925,0.005290202649674728,-0.0731201428768735,-0.05364742281581574,-0.05379368757875893,-0.057771192888834685,0.039782108178976455
TRH,0.004499005263673421,0.10697973219086475,0.20285526641831714,-0.040566714454236354,,,,-0.0785717760228428,-0.045548245887113196,0.002457826521071745,-0.01921105387705442,0.03671165360734622
SEMA6D,-0.08837962354360615,-0.15162546810636843,0.20510021586562402,-0.007606735098978553,0.025348357062794438,0.059665552950510285,0.055982849407129075,0.03651343535829124,0.05240623126491891,0.08850999894428777,0.006386232248278406,0.0722833572690048
CEL,,0.03986618526174921,,,,0.03561738760771653,-0.03449914398040942,0.06584101143660916,0.054424051609519915,-0.07537580178533204,0.02000320768939721,-0.0069140989934175666
PDCD1LG2,0.005775909917070303,-0.0011422036654270347,-0.030813046984671983,-0.02114856193621387,0.06501890007512968,0.08149430950915437,0.06820173362007297,-0.008069101212692198,0.02669583762015522,0.008288800782046097,-0.02760806885933225,0.03862854599089008
SPINT1,0.03826465719848301,-0.006793223894490089,0.07332543881890531,0.019023892056520674,-0.005393908387288538,-0.005849647679011639,-0.06606097351241602,0.04257805559253098,-0.040489553506538364,-0.09455599524188922,0.0022546610772264833,-0.03252092826789925
CTHRC1,-0.053928769405059605,-0.044589245664798445,0.2752694857479941,0.01652717721629659,0.0325867941686877,0.0037644884493780745,0.07664137052934944,-0.045110672375956326,-0.010295709207659466,-0.06710809947738829,-0.07603973926006617,-0.006138393753339898
PODXL,-0.06413496067673731,-0.12448323656748345,0.15227096030110004,0.08224386934748651,-0.09732956187009652,-0.053128388116231266,0.020214176777405626,-0.09806831705485548,-0.05720952810854771,-0.08282774202337405,-0.11477669147764669,-0.021997819302454525
JAM3,0.08315010943513193,-0.07622068504622222,0.20977692222905023,0.04636548713014413,0.027211062444594907,0.08471349647142411,-0.07623606219982429,0.13573409109631396,-0.020940439606511325,0.020187528116013546,-0.01394534966089336,-0.01971740061417521
TGFB2,-0.011525972174199855,-0.10899787725768913,-0.018262629702454885,0.016453763905665466,-0.02818802547851846,0.12118899087873845,0.08380820278443503,-0.07304749942726008,-0.08766413227186978,-0.00206477171562461,-0.10775792698914888,-0.036294499891884865
COL18A1,-0.05776745712429939,-0.23735012493936605,0.19891141303762036,-0.0015178732367851632,-0.08942838602974881,-0.041903282015195546,0.03239981313277352,-0.010495284524220692,0.07041409821263835,-0.0934471145716257,-0.17787464508846584,-0.0632119626570634
NODAL,,,0.02337435429315326,,,-0.07848412578853295,0.11128620935466751,0.004827605095413626,-0.03760261087852629,-0.04177826754084181,-0.009920782248101272,0.03349331508318282
INHBB,0.0915327802220884,-0.026808903771596868,0.023075431056255886,-0.00810448515935106,-0.07292241514680306,0.016029342208261358,0.08537176013711636,0.13270387561084146,0.13538125181514152,-0.07782104992224823,0.058936429488611906,-0.02363074486549498
LCN1,,,,,,,,-0.046250318167720676,-0.032906751408730756,,-0.019427263316418596,-0.023231494221631777
ARF4,-0.006751579031893664,0.13381243643360557,0.16203070869870712,-0.02034099884051475,-0.08323366540590149,-0.07108765836422905,0.0859928617156156,-0.06514736967195106,-0.043493760072460724,0.028124586898129453,-0.02798854557402211,-0.007582169786513264
CXCL14,-0.18692149501070793,0.1009918248192597,-0.15334273817952696,0.09097557674360036,0.037357210195279274,-0.031113013302539457,0.10424759077025929,-0.06363829617299825,0.03189675290271543,-0.10930311779433824,0.026019388503626915,0.07587546232937557
LIF,0.07450432584750458,0.19579625708299053,0.0868502782894467,-0.002809844050157604,-0.007914287906590881,-0.014455182447356638,0.07423278351923472,0.14617879736835523,0.09864119505131601,0.05624739200429316,0.13330439816095743,0.05220124269405184
IL17B,-0.02655144611545276,0.1269321563513742,,,-0.04588909768793442,0.09040731284843455,,0.027672378135146683,0.00011677770895115883,-0.01741700704555006,-0.032815366049614665,0.14851989498807683
