,UKF248,UKF255,UKF334,ZH1007inf,ZH916T1,ZH916bulk
IL15,-0.0291605776911408,,0.017068286865429393,-0.013216191231929134,0.0601110417418234,0.05453919433784667
UTS2,,,,0.0069797829305515815,,
BSG,0.026722843355056047,-0.046507455438876515,-0.030085854382538753,0.02982514709287667,0.042110531180852145,0.06325837405373144
ADAMTS3,0.003927765441477098,,-0.03143472885813997,0.03930430716836505,0.021733116892750814,0.018522388824526618
CD34,0.019532232018322694,0.06572743387066111,-0.02665623893765545,0.03832526675076146,0.08873035400927808,0.009924785404534323
CCL23,,,,0.09319549499198991,,
PLAT,-0.01384413896966892,-0.08490931904785597,0.014557402699540629,0.021569743422896557,0.04304835159417939,0.07007658592342976
LTA,,,-0.01891747184575098,,0.022285411855988625,
CKLF,-0.023358316530189223,-0.01902579651644571,0.012465370312912347,0.04563283039608458,0.03350729308241866,0.049288548379815306
CD24,-0.03759273356853775,-0.006539037848962562,0.03479883092241269,0.0048271206778419395,-0.03461188040317118,-0.04292072367801657
HSP90AA1,-0.01913133489646258,0.019783536587277554,-0.0187220308062387,-0.012384098282758002,-0.07953444400504495,-0.07917147161340932
BMP4,0.016023003145084293,-0.06338295225839455,-0.016119639892790777,0.11184299115481255,0.10434416928500839,0.017828156750256743
SCGB3A1,-0.014877741395981914,-0.023599257851803834,-0.013200361680862789,-0.03720951270919516,0.0014833729633498664,-0.03758837054630767
IGFBP4,0.009274329238799213,0.018813505371401258,-0.0034242855302807082,0.04290746515745748,0.09681731012602167,-0.010047516684829658
RSPO4,,,-0.026241511662249566,,0.020824985745784765,0.01902596025215652
LEFTY2,-0.01280977996861167,0.026116223811079708,-0.023353407730171433,-0.03154987837314712,0.15381006212303763,0.03460756301258371
PF4,-0.015433268471505264,,,,0.07325192263230114,-0.018476732807523495
ANGPTL2,-0.05427582056157854,-0.08391201505918477,0.02824410439156224,0.07658143928914211,0.08663141942940489,0.04909456362420693
LRIG2,-0.04599929389535474,-0.04495577673869066,0.02893508607341113,0.043712750793955035,0.0026487443251214608,-0.011210025574246921
ICOSLG,0.047335644958681956,0.0763300530063918,-0.02011384095831445,0.016634974811729746,0.06639666032675955,0.06254371428593236
WIF1,0.03482214061092273,0.020821905133682393,0.0036144047276292163,,,-0.0339044099339396
NPPC,-0.015149925446162126,-0.029607222435523547,0.052838399832323205,0.16760728139360864,,0.002622706576993092
LYZ,-0.045756960971893273,-0.027107712065545218,0.0010927386400430602,0.05492543795016537,0.008942113248927819,0.08238473736656984
EREG,,-0.029759592747400865,,,-0.0032771512551667058,-0.021272192875569234
SPTAN1,-0.04252511769144842,-0.0541476189074195,-0.024695058364986023,-0.05058123371154398,-0.03271361257117127,0.044827479978283936
LIPC,-0.0010054196622856478,,-0.005458012301144791,-0.02824897701331868,0.11077225803572248,-0.010243592843231644
COL8A1,-0.019153131271879478,-0.02756485502689354,0.005092783490726754,0.037700267950120665,0.052219289757977676,0.0632885607488905
GSTM2,-0.04274273081132242,-0.036737515338155335,-0.009150552351950099,0.034328586028455114,0.014221900117195145,-0.0204267314401685
SPX,-0.007959240979693633,,-0.005348408825700973,-0.03531641026913375,-0.0043398383884299,-0.03902382247607404
MFGE8,-0.059173028424865465,-0.07081699474780577,0.022011106332952765,0.07234243980580575,0.10359781251318285,0.011310304449517824
TGFA,0.024511881972929115,0.02458485585894751,0.05200411527318709,0.0783574203052287,0.06944853360068351,-0.0015036573863399926
SLIT2,0.004025711379698008,0.04240224311040972,-0.03480593278015013,0.02424093326250868,0.04352049932487448,-0.031023577053421805
PLTP,0.006632536874119783,-0.003521449494801264,-0.01854989834213108,0.008535145885355649,-0.062234702473084554,0.024302733055486598
APOD,-0.05121760361942952,-0.07688455798501533,-0.025395241075429367,-0.10420121442420224,-0.11239770655068293,0.03788916635062655
B2M,-0.003866870350306436,-0.12820295778715982,0.043325172999019626,0.05216406483315305,0.057400820550743276,0.09659100884497436
OMG,-0.029237779408447573,-0.05857314991811526,-0.03415353986616691,-0.02301047502791047,-0.021605410439043956,-0.03478610713718262
CXCL3,0.00018353835262265706,0.023778013266372754,-0.013624005425610977,-0.027455175973821723,-0.02865339990943864,-0.06910532332063742
CXCL10,0.0011390297462930807,,-0.021650193367930653,0.1493861329162444,0.07753461171532362,0.0682242214946381
RSPO3,0.013169805478469096,-0.02207805602959507,-0.014236823092780085,,-0.003995049760327655,-0.03615927719861211
CORT,0.02693809838696329,0.042469320082077,-0.037769849554377,,,
NCAN,-0.05474343286475405,0.014319788525968007,-0.026208055179537896,-0.013128965387437814,-0.08006899131683123,0.03744642073671923
PRG4,0.00767731430258862,-0.024686118770066295,0.003396979516149624,,0.0065818168736958204,0.013503489636179616
ZG16B,0.0461562492549453,,,,0.0779670573733589,-0.015762548055054885
TGM2,-0.04592609353070365,-0.004756365788031197,-0.02418552784093383,0.14785498638810507,0.02681005753844198,0.007384884630666649
VEGFC,-0.004648418900854639,-0.017352003376704547,-0.016987089696912667,-0.045442071368852345,0.09600395638826542,-0.055348128868154496
WNT6,-0.008879772481658237,0.01584172257279418,-0.014825474091647242,,0.0032850601819198483,-0.016287441246534425
NRG4,-0.013702923516805587,-0.016548689809669656,-0.01981742149208902,,-0.02243265816116186,-0.02449381348449457
PMCH,-0.015793356788649245,,,,0.024928889078495175,0.0005300299904915684
COL9A1,0.022271365344836723,-0.04738934850972884,-0.022581480662097697,0.004358475457680726,-0.03164335720138578,0.12267915610207208
GDF11,-0.026849984319703136,-0.10302339313487113,0.030285243063174098,-0.003468806640921865,0.09298321937162676,-0.010899075582247775
RAET1E,,,,,-0.0246084666144589,
IL24,,,,,,0.008936739299491441
SORBS1,-0.04987190978151579,-0.08102175331585017,-0.017593807679667086,-0.052623479283147964,-0.04148956087198878,-0.015383787817620155
DLL1,-0.05194038580592671,0.025452454448769778,-0.0443783827703799,0.0002486477533455773,0.08274080933887393,0.04478904756555125
TLN1,0.04302919282807652,0.024131267429054616,0.0627555881919304,0.07226888265048098,0.042681222094222204,0.03976179333003369
COL2A1,0.027762148136973454,,-0.013831162556403863,,0.018854903432006125,0.045754116268344
SHH,,,-0.013200360527069,0.14026882147478684,-0.018051635626200463,0.04754995590403943
PON2,-0.027439940419257524,-0.04252253203155454,-0.004089784504756672,0.0468099702445397,-0.021384974766795562,0.0388650270836608
ICAM5,0.02403358774540438,-0.02359925952192089,-0.00019391873995611248,,0.006793466832540322,-0.021829526352081376
HPX,0.023721606059711086,-0.022078061833842033,-0.033552681910175026,-0.0002608240352937053,0.05585634330989468,-0.025786677665623235
SFRP2,-0.01977999683424659,,-0.011864139494553049,-0.001132151314732973,0.03461551889951381,0.08413002936279669
CFC1,,,,,,-0.02167317101513386
CD70,0.010985348564318154,,,,-0.009661149737596542,0.029158759510893844
HP,-0.017797347863095034,-0.041431250175226,-0.012371907156667084,-0.06952793413572984,0.03021658943450926,0.009142247168897352
CXCL2,-0.044243247050279176,-0.028293365633847663,-0.026126686117004444,-0.049276278420152995,0.017539670446508192,0.027512185762257696
NPPB,-0.019193726337236386,0.12769420518595193,-0.016987090932432416,,-0.022755433374414866,
CCK,-0.018608915374259,0.007905003725024838,-0.025110810886600055,0.07477586599443149,-0.014945258234962327,-0.03586502317694615
SEMA6A,-0.017485403874655244,-0.026113068850210933,0.020145107215671535,-0.00712604849903622,-0.0555872982147793,0.06639692227315905
IRAK4,-0.04001769174085796,-0.06909847300290411,0.05400058386038036,0.15922695021745595,-0.01821702827178839,-0.02109577939749222
GSTP1,-0.008455923266862965,-0.054029795902146766,0.06502937497449875,-0.004709447741523033,0.02245636277686202,0.08753561410275443
VCAM1,-0.01688008828596557,-0.0359545217689485,0.004136075147510897,0.042646380274030296,0.04852427264483097,-0.0088088352099315
NXPH3,-0.023777989691798226,-0.05314472572446023,-0.052093827729347036,0.032770875327354364,-0.003906112116220125,0.10622139854685446
MTMR4,0.02000110627762059,0.007047457239657048,-0.019928044744086805,0.061518109329561914,0.06490380744193791,-0.0518888311837674
LAMC2,0.03028635956298989,,,,0.10644910210442732,0.019427195844866015
IL10,0.05588274747445398,-0.0002400600605841164,-0.015205861450369704,-0.023254110620887548,0.0545667018502431,0.058701363069061756
SEMA4D,0.003418824620722772,-0.061513079640021395,-0.07713135047942353,-0.054427523795223615,0.00011995624539221322,0.02605091129897479
TRH,-0.00615572069008215,-0.017051383182534442,-0.042053263011251195,-0.04417260188648072,-0.025487611392249875,-0.005406160041910564
SEMA6D,-0.046202963179365925,-0.029281210760292616,0.04331199236636186,0.050266250762909574,-0.025919867707651634,0.040944989575145786
CEL,,0.14767965582393108,,,0.03842306448892572,0.013517739254730324
PDCD1LG2,0.0010374700447249225,0.06927226957112183,0.02855725761441848,0.06764814926048139,0.0032356336505678625,0.010140568084882706
SPINT1,-0.000980975309694448,-0.022466858328944413,-0.006648362463847733,0.00787542255539444,0.0656146709202452,0.05162051282682933
CTHRC1,0.0010827582658819075,-0.020034112982670993,-0.05228233060567216,0.05868404899527317,0.07735238777780908,0.07610796001617393
PODXL,-0.039539731381841796,-0.06536447438078942,-0.019488602021784374,0.09608409400500609,0.057659414071254855,0.04732039443877883
JAM3,-0.02578301292211078,0.037492618756875096,-0.041687746509034444,-0.06363035869159167,0.030108654633248935,0.0017130113099351745
TGFB2,-0.050961827840198204,-0.026698586661708504,0.028742291727789637,0.06238513600969091,-0.014214922921495045,-0.018488202005943154
COL18A1,-0.0015820340370191715,-0.11111099195863781,-0.05299824105214332,0.0478400241378546,0.10065697336544396,0.08241441113795217
NODAL,0.0023949376792468157,,-0.023353405117836398,0.04859296671914602,0.0632678003769218,-0.04913476425859406
INHBB,0.0031239670037170623,0.01835691301550987,0.033602374486010826,-0.07581282447794098,-0.04671213330116471,0.04201235331286453
LCN1,-0.015065071607669454,,,-0.03627328095413309,0.08468230091883032,-0.016544009528979164
ARF4,0.030097872525454657,0.11671179962132118,0.05648156603095323,0.102420090540286,0.06843466478080135,-0.01182234039310096
CXCL14,-0.051805501128901345,0.01090235947357598,0.004746867446981732,0.023241740275904026,-0.04183505762004223,0.0008368996719319764
LIF,-0.012943069995250942,0.07168765076175643,0.047193899470510475,0.19468444383701888,0.047348195305393984,0.019364610014332814
IL17B,,-0.017051383182534442,,-0.007076053734448258,0.018762464063858127,-0.01870527721018577
MMP1,-0.020769688932649265,0.11428930864610289,,0.14352575601681725,0.09529730804439027,-0.04186097630891515
MATN1,-0.002010836134689645,-0.027239537576823,-0.013831160835181865,,-0.0039593186956089765,0.10369836032837322
ADAM28,-0.0041313382725333015,-0.06143860454490389,0.050153910812895455,-0.006221308175861935,0.07327813349810089,-0.03383895292370723
TCN2,0.013399105476613903,-0.03716158167676932,-0.06252578193193091,-0.04061587782435783,0.03197091043667712,0.03270441697144354
THPO,-0.025774158384601946,,-0.01383116242400215,,0.015739542858926377,-0.02554544082401423
CUBN,-0.018139906255708223,-0.026745366648233862,-0.031186916514856514,-0.0409437974705296,0.0506190109165632,0.0075234858730340096
TIMP3,-0.05881565039086757,0.03293297670330388,-0.02542349827005767,0.05595091130793335,0.05777090714861975,0.034865966188590836
PIGF,-0.017620870944189466,-0.013304975888878579,0.0484837316136645,0.024743144753344232,-0.021875018118779156,0.031361207976472696
CRH,-0.017650525013325445,,-0.0189174677674068,,-0.015775810941212096,-0.023528296034136014
BDNF,0.014528981163778907,-0.033526362921163316,-0.015577441243828526,0.01224798077777972,0.027545408364167696,0.13801149894678402
CCL5,0.024284417921269938,,-0.01876363510273995,0.04975145202864464,0.05939785826202471,0.038284620671326285
GAD1,-0.010204933372275685,0.015752653590766948,-0.04789687023912185,0.009936821091104369,0.04422338232063761,-0.0499343244786248
COL14A1,-0.02606382392194388,-0.03317976259112643,0.07872824550684904,0.013655606339134884,0.12534133930654326,0.06841406922109866
HLA-A,0.06232938773710154,0.03714524437961437,0.06328775054787286,-0.006611324391523505,0.030654160389230023,0.059056152919566014
CD5L,-0.017650522971294148,,,,,
FGF18,-0.015970533062481085,-0.017051364141056666,,,-0.02548761343710094,0.10541666253626467
ADM,0.014142864318612619,0.06844701272083885,0.06618299058103284,0.06355614948676352,0.05592066518553476,-0.04105924152164364
CCL15,-0.005456698827062026,,,0.1607280911859471,-0.022105405155311446,
GNAI2,-0.008013542628447628,0.10035231910772428,0.035968438498950026,-0.02283718766121406,0.046705955987320934,0.0014281514976078168
HDC,,,,,-0.015371772416303752,0.1569487632388807
COL11A1,0.05548026689967946,-0.028739608048866012,0.015043411559513583,0.09952005558565254,-0.041435631069724,0.029109230151250734
NUCB2,0.031859530961348304,0.07528227203470182,0.1089179250851064,0.007222619603556177,0.02780327396218189,-0.02649057083951631
FGF16,,,,,,0.19520822508199095
CXCL1,-0.02101112469523712,-0.016801784882566367,-0.01876363828395508,0.06963001183906735,0.04558300961646868,-0.05393084594638629
VCAN,-0.0748121402409876,-0.09545532965746685,-0.028380988541912382,-0.07714182666005077,-0.016532946482899432,-0.031434192319598944
MMP7,0.017018378799843213,,-0.021377470622463875,0.20045352464575147,0.14627349365103468,-0.04398169488719725
PTPN6,0.02909193124692618,0.04648923704937379,-0.006556651280561068,0.035960219031071126,0.060585507420084554,0.08390442951792869
PTGS2,0.010345280475068375,0.12228239888175797,-0.0319256971799459,-0.03812656383920512,-0.009839160347752176,-0.05395268139549568
XCL1,-0.019341816201536126,,,,,0.19585314559066241
CD58,0.020002259009573573,-0.028624439084210477,0.020507764781259614,0.007822138740318587,0.06063157974896834,0.0850166812754237
TNFSF14,-0.019488873781476988,-0.044935352630591265,,0.007322665571178562,-0.004193617262197948,-0.01650785782616055
CNTN4,-0.03426378250667501,-0.01960239096587635,-0.012774070376457254,0.1549682155511456,0.052604080931268796,-0.03695941218119869
INSL3,0.09985279568774821,,,,-0.030267313731781882,
BTLA,,,,,-0.029266978992996854,
MFNG,0.025278379972386245,-0.02951685212235855,-0.031040713371790367,-0.0004901520657994622,0.03181450819679605,0.08325245530653536
ICAM1,0.035870748813852334,-0.005713509151044103,0.021872122663794027,0.12221675074754944,-0.001077189411547184,-0.03198211078998885
PROS1,-0.005800737964640493,-0.03972974094770846,-0.05135894233101228,-0.0023548905169171095,0.0386101389309253,-0.028965925752729695
CLCF1,-0.019952800448609493,-0.012465846260546698,0.028864471610666527,-0.013157407985151314,0.02545027732662437,0.03474506202351934
PSAP,-0.017576696622483554,-0.09052458326567571,-0.0233682979721181,0.03018264915844433,0.04062789542259157,-0.009556502954721742
EFEMP1,-0.046269975234348594,-0.13876790316453094,0.02903845332159234,0.025451918241509896,0.08533553083662558,-0.04050805515612379
C1QTNF1,0.03139694282866404,0.0691323399388731,0.0663651528131023,-0.03513718847415156,-0.041794467501463844,0.005830104332968009
ALB,0.11771768546933022,,-0.029923695881890273,-0.03720950955600175,0.015205839422061862,-0.024134499471613842
EFNA3,0.08338882680986437,0.0191660269190749,0.03088389030687997,0.07171625673860303,0.05977944753184793,-0.04520117697172664
DRAXIN,0.026360125925810492,0.03126438732776766,0.03880536153933517,-0.026664678660873003,0.03540583907510096,0.05850008275190928
RAET1L,-0.013497665712983217,,,,,
NPTX2,-0.0001707682162664716,-0.03108748529164032,0.04130009386640072,0.018200368458778586,0.04479808556735464,-0.041513378853306
FGF11,0.0021258877696778166,0.05602250656578187,0.02743592923713809,0.014753244626722613,0.021661764293258078,0.046008842179293935
CD59,-0.06418671070945824,0.013062918748490328,-0.07845683149886017,0.048878551700006205,0.0027448072257246865,0.004270362660113816
COL9A2,-0.02486045169618828,-0.03578247872064576,-0.015519585597200193,0.04449857349422414,0.008110353775651407,0.08663740106482627
DLL3,-0.010022065451223998,-0.00788039396544478,-0.07763473062571163,-0.08816817996461508,0.0032375927028816323,-0.016759610969987057
FGF5,,,,,0.02711429279141342,0.005088325754552412
LIN7C,-0.014563977391834603,0.009398184257294414,-0.01762725664601144,0.09687189299554694,0.019101370644870514,-0.0908121118643789
GDF7,-0.03183083964057548,,,,0.013720084887644608,-0.026057540779359054
PSPN,-0.037113841575455886,-0.048913715511456145,-0.011764107302471426,0.00818820959824813,0.03120126085847076,0.038965450209347066
ANGPT1,-0.02514322464056775,-0.020034111802111926,-0.021919873025825057,0.13908453183985503,0.029187050463330297,0.055156607744338684
PNOC,-0.02074562879652096,0.012633740990954073,-0.027367237959491964,,-0.0036260176374847135,-0.022661967909910402
L1CAM,-0.040756267879605214,-0.07505181102204106,-0.04261598452893924,-0.042745278197236454,0.031187748751690583,0.0025440288670694018
APOA1,0.0021505338373472393,-0.040247061551865894,0.04553611480696549,0.033300106477963505,0.05695007283478711,0.05571080963194585
PSEN1,-0.024710232163416813,-0.027278965177017746,-0.05641307942222121,0.014950519779470607,0.019230636069085177,-0.01951477165970508
CALM2,-0.040329183292423174,-0.00412981975966901,-0.1175097162973652,-0.03189516390921147,-0.10174354119001242,0.008749941888395786
CLEC2B,0.060020984155472204,0.14581929781507372,0.014689011509437919,0.0014517133823661133,0.03243930506780251,0.013583701226938107
NTNG1,0.041799159971210434,,-0.04183487331016893,-0.03231384758737609,0.03856761923808352,0.016675758289643933
LRIG1,-0.07700903994118281,-0.047054985785825974,-0.03143941102031454,0.0040641369135472095,-0.06463035468097673,-0.006399933995400706
CPAMD8,0.03803134698809859,,-0.011327409833134277,0.022046878367192966,-0.03171432986640354,-0.01847674941581362
GHRL,0.10163196042745651,,-0.01765230766059775,0.07124348573585029,-0.005580815444331015,0.13898531268504616
NPY,0.027022447553048536,-0.01576663205508718,0.003713148680753806,-0.012352490443786345,0.016526535299970883,-0.07483694143646734
MMP2,0.010628165227350782,-0.055934503312343814,-0.03738094057599203,0.08539543032026713,0.03765788253762601,0.06187275843738242
PPY,-0.022759731751485077,,,,0.01162230007456092,0.02755229016518934
ALKAL2,0.029683040185853438,,0.04440779228699544,0.0014321280172784228,0.008893004629268448,-0.011725572820781033
CSF1,0.0031256499328485587,-0.05505905673854998,0.04399668083111107,0.06678872112217044,0.02985495913264419,0.0441120153184033
SEMA4C,-0.0008508078067044216,-0.04456463662842751,-0.0016206548756878502,0.11178774665408976,0.061495084872062865,0.11173226097412194
BMP8A,,,,,-0.012311878946003434,
ICAM2,-0.03421902774161198,0.07931239819835414,-0.04519747380098586,0.0658715852294153,0.11765215264961632,0.047939427863388465
SYTL3,-0.025014407476674053,0.0069020078959607396,0.027939769191743312,0.041541998354046115,0.09455608402127083,0.07788723569251464
IL1A,-0.02345964506717466,0.13041383367456788,-0.02658346098905743,-0.029055052924436338,-0.05781985611793122,-0.012170786088914374
HLA-G,-0.020769684533040723,,,,,
PGF,0.00993998678300029,0.015913774491361752,0.07315749559905209,0.11187931066814498,0.12717195518331856,0.06798406512434131
LGALS8,-0.01205469641664484,0.02086812354266055,-0.01332655169936471,0.03231429690861311,0.05862656927446196,0.029911053093761467
DKK3,-0.04861944712438882,-0.11361859621885112,-0.07165236888028785,0.0651416803263525,0.05098721825107109,-0.007553120465101284
COL16A1,-0.027665522885057827,-0.09778257422951331,-0.018251306736551853,0.02791326269584586,0.03828669182207355,0.10059694422765869
TPH1,-0.01525022325209159,-0.023413863699425656,-0.016645198481004247,,0.11997495508307122,0.15968374858778753
TNC,-0.05940974957589334,0.031778809154181596,0.021504531326348494,0.13515623895249038,0.09253444050553862,-0.03540392788252001
TNFSF9,0.01266889008845171,0.05491035140301915,-0.0029754813789915954,,0.007480941388384032,0.06996050087749363
C4A,,,-0.01463176178107945,,0.032591708609922526,
CNTN2,-0.011763321160962183,-0.011827347953576522,-0.0026908238308885044,-0.09285648343377989,0.06066130036648051,0.015891815702078673
F7,-0.014877742139859066,,,,,0.06487771122091374
LUM,0.007082180640714339,-0.01433930045912997,-0.015585463813321968,0.06393803167296512,0.0805380009138251,0.013921170965296988
BTC,-0.013497660090771644,,,,0.02266913489059394,0.04826301249508963
APOC1,0.02790423919443441,-0.05097866412148587,0.0377899296870947,0.02264477185016203,-0.030801434954405415,0.08818202537262458
PKM,-0.007445041674339687,0.034961723507950966,0.06295741621323094,0.008770556195863926,0.04358605240895418,-0.05673845959985061
TNF,-0.0347166993531514,,-0.03475704503548063,0.08904191826064686,-0.007885208795889736,0.20424443298282358
GNAS,0.03020003481912706,-0.0060473911947785215,0.060926944078873085,0.11350649763863362,-0.05279102824070027,0.03517655732898587
BMP8B,0.06059693393414099,-0.04392435244823781,0.06184813060864874,0.024844466209079194,0.16019832393820804,0.04957698656323672
LIPH,0.029724000744787694,-0.01680178311610727,,,0.035087090908437986,0.07803808104453146
CCL28,-0.021451330741906183,,-0.01320036546530853,,-0.021094879646048784,0.04662707247177984
PTPN11,-0.03569852827752604,0.026464137661788813,0.03119481999746377,-0.0940545698338764,0.01901074741284292,-0.07649359157049754
ADAM12,0.0012860678684919148,0.055913239130672546,0.011014927319283267,0.09806668138549127,0.0696296273996825,0.08001799286386535
EPO,-0.02049133661123573,,0.0032132278780030166,,-0.022432651351965604,
EDN3,-0.026565159525391107,-0.01981931726681268,-0.0168169546271389,,-0.04075996418020543,0.0061396477177259505
CCL22,,,,,0.014554932724084552,
CCL2,-0.03776955776830946,-0.06855352124421572,0.036649154406513985,0.0702852200396363,0.06258255060775288,0.0020574265394688357
DSCAM,0.01599849390192026,-0.04390848180435371,0.022644960334437993,0.07673154727509521,-0.03350805263632192,0.09815499520581585
GPHA2,-0.01699714453381188,,,,,
ANG,0.04235148850260193,0.08191920367958605,0.0814741696739291,0.03817222621464217,-0.015172220824496194,0.00836887299822811
FBLN2,-0.0458211207752089,-0.023039149348628187,-0.0490704249204879,0.019898940523854408,0.014291339867465508,0.030658094691038355
VTN,0.03380959322405291,-0.0196023942498528,-0.01383115982010253,-0.024937390398920397,-0.02455062156650674,0.05956372742132481
VEGFA,-0.0009482874360845824,0.06581356944391671,0.057686026656317085,0.07403377356964008,-0.0502678345925866,-0.06255908968998208
F10,,,,0.1910335925691621,-0.007348965171343642,-0.023401510666870424
SERPINA1,-0.0013739169822023038,0.029964744603136285,0.05167209322331034,0.028042426971351748,-0.00472339629474707,0.012815048056586984
VWF,-0.005091718784332917,0.00018570558105430966,-0.05889204372257958,0.05269054116648431,0.04798906149998548,0.03611607641062161
GDNF,0.03234243875761429,-0.029911319757816565,0.0035825640363976287,,,
VASP,-0.013924020729183537,-0.0377387090183984,0.06994160145242403,0.08275906569438227,0.09066394122642149,0.050835168453629405
ADAM15,-0.0014795250532431286,-0.00812546107970629,-0.016088267695592705,0.03504283802473265,0.02702951993374077,0.020705283635073107
WNT2,0.025865013861014,-0.03647785571057153,-0.01557743899694606,,0.11932947982394361,0.025716978338023746
CALCB,,-0.02991133398599025,,,,0.02639216203320695
OLFM2,-0.02685026737420163,-0.032069059530320236,0.01570034784259066,0.041328415917007186,-0.016731873202189235,0.01581655462427814
MFAP2,0.07655348530184493,,0.005586200777352859,0.10407105704842487,0.10583616343728625,0.020142811058808743
HLA-C,0.03838104967266185,-0.020579633710998895,0.07061056354291308,0.08004794567818944,0.05398950007611875,0.001342579851746315
THBS1,-0.025757148919086318,0.028152689815634537,-0.007302004716533675,0.028167977714382883,0.021570259609224218,-0.07198916866961437
HSPA4,0.020984451296764375,0.03907256069810615,0.04650417538137551,0.0028305531696698485,-0.03587364362089489,-0.056044098913401987
LMAN1,0.020180503606674054,0.10604961715788645,-0.017652481617348025,0.023709042689168736,0.026812860105093834,-0.032619825758024114
LYPD3,-0.008650115836707188,-0.000831610478276893,,0.18408267219743543,0.025915369010831853,0.012686108759310297
