,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CXCL8,0.06345076336386447,-0.01707810249498518,0.08927733598029551,-0.033105206772542806,0.011115901984271643,-0.006848245917069956,-0.04650114517970875,0.01946957412335846,-0.01361119551425296,0.006177033328230277,-0.03689133290363202,,-0.0607392155538335,-0.08476754853160835,0.005621976543808421,0.006365125398231727,-0.0892528915834045,0.03338750980141939,-0.0014457312938007563,0.017241318141335272,0.11551024371862237,-0.03741235293127387
GRN,0.06479962369768578,-0.023472297583949923,-0.05035949762304903,-0.0023214111062423034,-0.028487555973255783,-0.07767036025942496,-0.13230578121472916,0.03459275147778693,-0.04718297246240041,-0.0298160883655554,0.03134366889140253,0.012253041089763404,0.06571232751340988,0.030095473335978607,0.004458448673209851,0.06003511234187113,0.04344560434852078,0.00824350885152946,0.04708454607452752,0.18765404719114792,-0.02690507118878198,-0.11792072420211328
MIA,0.04702386540768014,0.023242954637029897,0.009035111178467363,-0.0035769321321452783,-0.02254506882026155,0.0025989359671747866,-0.047116943806843864,-0.02741898834535257,-0.01662279383942532,,0.028839178458461196,0.18349785550439573,0.10315628582965472,0.09995525959044119,0.15834419128264032,0.014969129806593878,0.06906574619174778,0.08800215405590055,,0.04453616768535843,0.10615013749467853,
COL4A4,-0.0351419503452796,-0.015468707334102003,-0.06162634033707483,0.04593876158410788,-0.03735398747559374,0.009739016722960157,-0.016253719848908728,0.0807987352342806,-0.006413725179329889,,-0.024690067769039852,,,0.03203850269345033,-0.006259749141001566,0.02956764777704298,0.02556407289161449,-0.027576263000530496,,-0.035982180382157634,0.09703472058084127,
TAC1,0.05235036418465196,0.04395950282654906,0.06783705735895962,0.15189066108617238,0.07158645968830518,0.0869616638348727,0.13585730088531064,0.04696819927910121,0.1392458655492986,0.0367825514758417,0.04485710923823937,,,,,,,-0.04239537699578658,0.09217474470901234,0.030488931494477022,-0.05918349837471531,0.06350841664624654
RARRES2,0.005165693060960468,0.03137446116329975,0.058046812358303494,0.05087533642831658,0.03902912711692078,-0.013076994736769874,-0.09187458575890126,-0.00387699537505684,0.0012237893750094795,0.010841998256502148,0.0007476269684417882,0.0037655409658495643,-0.08595911308981498,0.09685058673847295,-0.0017496604021139356,0.0980986355342812,0.0542168766008826,0.08083692845928304,-0.04394972611090206,0.005762487324098695,0.16333129207276087,-0.046664915831343606
FGF7,,-0.0049714392636737185,0.12569749104805988,0.10012061850596334,0.05774789325149797,-0.021906521442076308,-0.007871587361236318,-0.04810566718628341,-0.034875364094965805,-0.010588050403042835,0.030953027589412978,-0.0027327733049896663,0.025490916106219026,0.0935046161582269,0.044925580757852614,-0.007067172835935985,0.008373349226455395,0.07144345678067811,-0.03747340573149288,0.10340389678077555,0.00975820227665317,0.10408543280588647
EFNA2,,,,,,,,,,,,,,,,,-0.026711950811551026,,,,,
HBEGF,0.0480787128879619,-0.0510032147043511,-0.00898203714716517,-0.0045535700584619174,-0.05625027830258251,-0.03191512950739316,-0.07753685471191488,0.020487972363043064,0.0809776113927427,-0.05018174249421352,0.01917593274905873,0.06891236246617354,0.03290180934474533,0.011197827099444831,0.10155496122423896,0.01859715346359592,0.09390527158850692,-0.028465106120720784,-0.06663721628319054,0.22917751677483947,0.22485362772544515,-0.10805456899451021
CSF3,,,0.004990541050289122,-0.030707467848737548,0.008087665394512323,,-0.017196122754886592,,,,,,,,,0.023172457923884452,-0.025261263582327175,0.0334796865396394,-0.0001563798136332745,0.0025991851382671,0.15230332724871104,
PI3,0.09176240036435915,,0.016236487964985127,-0.025337104330310577,-0.0015081410546742967,,-0.019363061186255925,,,,,,0.017575051258344212,,,0.029702749513629768,-0.05144525114835664,0.08355553791546998,,-0.10250592756313608,0.1870713079370321,
PCSK1N,0.007622946155375975,-0.03443580055365478,-0.04627527152428999,0.021721187044006128,-0.0193262799279678,0.0280941852058459,0.0064146233570961065,0.04875946997700545,0.040755412162273776,0.034460170110265746,0.033403557667890625,0.04760423158006521,0.025934930625292917,0.07151862680243322,-0.008283007643166232,0.012252221921153173,0.04673124852571058,0.10053229944020277,-0.01260684381577452,0.02282197348521166,-0.17572340191459274,0.11469380033264713
NTS,,,,,-0.005367946692687749,0.0868929579689958,-0.021136103410831008,-0.006993068692477378,-0.013269586288620693,-0.01812071143641784,,,,,,0.00654996168696178,-0.032543443112631805,-0.01942857076060256,,-0.037794644361097904,,
SFRP1,0.04517805875067342,0.00444587121972253,,-0.017927826618300544,0.12432988754957365,-0.005856857182440178,0.0017364230076723506,0.07807814300247161,0.07814027591016245,-0.06628525103010575,0.0372064003185313,-0.0743858041195241,0.012865807915705414,-0.03144843016964283,0.09795698472737771,0.08187215526374189,-0.018803818934579844,0.01472798642596359,-0.06322194681387007,0.007722347870473117,0.03082309939149011,0.011771254822148344
CXCL13,,-0.030792404679981476,0.04138058216873121,,0.03065497423418135,,,,,,,,,,,0.0064480262577847084,-0.03267945079549469,0.022030816828762706,,,0.1824155186004644,
MICA,0.045444393091947546,0.04021788371112358,-0.037820025050009795,-0.013853705839855844,0.0216589078128986,0.005126001057503097,-0.045693593483581,-0.05932519294216278,-0.00030423212982347276,-0.03620325559096463,-0.029872593232746724,0.049487547872031766,-0.007909017547875466,-0.0643132701467926,0.14012051954226076,0.0062197141533035395,0.11427157367849157,0.002543591637721388,0.0073852730536622165,0.18852218852974198,0.14057335647675406,0.06377692329069971
TG,0.036307463807437344,-0.017315955577754328,,0.019184282046560638,-0.011352730076298766,-0.02152136364223909,0.017119102232806185,-0.01268704760656386,-0.014420546347521422,,-0.026048475816850984,0.04205445548941939,0.05030181901700577,0.019844089823692693,0.05952594404653129,-0.004612856524086259,0.01451724172090518,0.053442827944018334,,0.17710365652870666,-0.04810557290458151,
ADA,0.019346653804814515,-0.007985457495064172,0.08572794265726952,0.016644575022164983,-0.014797498044929535,-0.013462132487473707,-0.09931682000430961,-0.03951581377651864,-0.023420126969483937,-0.016432743257119083,0.02172370661045545,0.10378667771346577,0.14507770995588704,-0.02560437952704729,0.05958781696269855,0.013039670474491945,0.04362764076427368,0.005656287552260179,0.022289052402498104,0.17758317528485495,0.06774918869819761,0.041398185369409334
LAMC3,0.0024000191595122547,-0.0307924047958063,-0.01642713690733036,0.004795586326007875,0.019679050995930328,0.061406879923818256,-0.06351585746389612,-0.02975864113697852,0.010689599572135892,0.014982841715223995,0.01639064480481823,0.00938947487431328,0.13040489011113762,-0.09917717028589736,0.05629952869649937,0.03359746446297355,0.06739513931783847,0.0024476272814951006,0.04490605041209222,0.10573714160688832,-0.008553736313443815,0.01873141388940049
CCL7,0.05499533657818348,,,-0.021967250805210864,-0.03787604314977591,,,,,,,,,,,0.00500235328039081,,,,0.056686781066583244,0.12536664245862877,
NGF,0.06448928624022039,,,0.09548780337613878,0.010471958335123741,-0.027382043122159503,,,,-0.018120723367704032,,,,0.07724178763138174,0.024882346202478617,0.007389098785055459,-0.02635289725284553,-0.010964841136422156,,0.001978163419253697,0.1986941269152022,
TNFSF15,,,,-0.024461608176076243,0.0197678399650259,0.04586299082902142,,,,,,0.18068137382773294,,0.0704113460449715,-0.01273964403266269,0.008203382621815634,,-0.0294100539688572,,0.09911105447803077,0.13763094275163726,
HMGB1,-0.06773714397508483,0.052463298460437964,0.04462473128018548,0.10721275533646724,-0.00509374023864127,-0.027068480696286125,-0.07143368754113893,-0.005526630090850857,0.0034820969243660963,0.005745274599898444,0.011796330099042913,-0.03363481788944772,-0.058540861462536585,-0.15889261954938919,-0.06940886519300085,0.05121100560461178,-0.0155306369300631,0.056319501680927565,-0.0006684357465727663,-0.12621507710707205,0.014318767076831685,-0.07566649924027825
ITGB3BP,0.04372581548778621,-0.023541242975406454,0.045576454205765816,0.05564129966244902,-0.0014730457456601442,0.032343896516251844,-0.061514823531361576,0.021300343048590128,-0.06453061226536495,0.07361678356758845,-0.00578459554458218,0.04945965185678962,-0.07475297644579675,-0.002497485519715455,0.038499311804018416,0.005684126447524519,0.021297121210773807,0.004446430035650697,0.060019392258819936,0.039204417851693873,0.025103326644611033,0.07553462492643366
AANAT,0.05169146850936321,,,0.0035706064637197883,-0.04564365019279829,,-0.015511368085015726,0.023688060625104007,-0.016622794764027553,-0.01703614491150613,0.034917426981823284,,0.0009922715061576192,,-0.04243967152915895,-0.028491550067258977,0.035235547358074916,,,0.029299130894292213,-0.0564120561527735,
RELN,0.011006389126056452,-0.04063486591999018,0.020391272232859286,-0.007789562335621579,0.08367201057258797,0.10211761644913128,0.04610983033467251,0.06718631647761295,0.028867069232039834,-0.03876085513281792,0.013610790615742108,,,-0.03794778961082414,,,,-0.03552415795836532,-0.0377301564465301,,0.004947542858794178,0.09133615292664937
IL15,0.09865308226636506,-0.022060262487381865,,-0.0037551630722947203,0.06823020943906814,-0.02100924079271509,-0.040459968783181664,-0.00554794005939237,-0.0010429900647469022,0.03270768447804661,-0.021573647209734165,-0.02648351426474176,-0.017554012755659116,-0.06082335207692377,0.0262373409787935,0.02062745159432499,0.08036185657399357,-0.024799710358908107,-0.033318576214717045,0.06177381328034099,0.09662855989911648,
UTS2,,,,,,,-0.05116648568546845,,,,,-0.002669295718077332,-0.03372526926766598,,,0.007751010750465665,,,,,,
BSG,-0.032370681557298435,-0.010333516106312486,-0.030066535624966195,-0.0535483484950273,0.028289194238985942,0.0006675054361279984,0.028882659070459168,-0.03102499013887977,0.03097258990930255,0.06288659751378914,-0.05061950739032806,0.007913346457361591,0.08083907569252531,0.11054166674898512,0.050293650090883685,0.1411099212151269,0.03352223853039192,0.007227481560684914,0.058703598865240694,0.1301198685925786,0.16611160938708855,-0.04389749042528656
ADAMTS3,0.06562627905633443,-0.006713930666880106,,0.041595781438756,-0.03328922056317067,-0.030948876942544244,-0.10201801122100003,0.0629186165276816,-0.0016460169522827355,-0.02735604567349073,-0.03584843893313816,0.040869765961063606,0.06719575959742757,,0.018711142039587476,0.027388542546263037,-0.015554732275663398,0.015648922774037604,-0.03830661644893883,0.11511816059465768,0.13176369601298954,
CD34,-0.04635295483295592,-0.002359620053392671,0.059739235000212124,-0.034033029405172915,-0.027144556388923286,0.014327525645058747,-0.06408024997072566,-0.004545501915107929,-0.011684760772608056,0.03543839599381988,0.014495080485312768,-0.005992769033005887,0.2002597975357633,-0.032257840166401,0.05064167868778554,0.08837391138256014,0.16024458575170114,-0.03896686903459287,0.004582609342244262,0.11857660582398513,0.07301832114036222,-0.07032591964090606
CCL23,,,,,,,-0.01764947461312875,,,,,0.0735806554151396,,,,,,,,,,
PLAT,0.03312937171941474,0.03741821893007235,-0.08843762512082973,0.061360924994438834,-0.017459910260226637,0.017924039364799037,-0.08566129709864509,0.03212465927398909,-0.02408947135913859,-0.01619529577421537,-0.006190840040421848,0.03084658887347066,0.04581228099401238,0.036282106646534217,0.06548977148549001,0.0854383592232512,0.0672088963182877,0.07828978266199756,0.005288490146505519,0.20216934200429487,0.12451871362518756,0.01579520948708925
NTF3,,,,,,,,,-0.02683315619201115,,,,,,,0.07613860608712673,0.007653534081932476,-0.040899014746109005,,,,
LTA,,-0.012734208160121184,,-0.018089599164396775,,,,0.04915263309943096,,,-0.021573649872795246,,,,,,,,,0.08481240951374698,,
CKLF,-0.045229995735593435,-0.014865629092137726,0.002450366868581027,0.06260510613509683,-0.06008116026119617,-0.03369541464211451,-0.11410096468536195,0.03439337519783317,0.019181186625592928,-0.01817842303224677,0.0008164641257089851,0.05312086128671777,0.07305611611637534,-0.09220258829740678,0.08327453955428342,0.09657191056502197,0.04474161174670249,0.03141432715864251,0.035122283854366304,0.04361009197028346,0.07146560986287905,-0.045673617275896514
CD24,0.009128310464014055,-0.02149039523050439,0.02185894399073976,-0.015528979019852769,-0.028651436552257173,0.0004020354871035084,-0.04034372874570361,0.005647404436124614,-0.06769351691230348,-0.07597682800487397,0.039392591101819245,0.19756269602926524,0.07498517792885294,0.18626186070897613,0.1340765588671964,0.02536161263959033,-0.024963955382646202,-0.005388537396388395,0.0048166285066137335,0.06141641066684747,0.011680142376553118,-0.01645977027970361
HSP90AA1,-0.009433743747820422,0.03797246908496002,-0.02303928648918759,0.03363322117389508,0.08689457440883593,-0.0017643715216122543,0.12579906577023786,0.02211657640730082,0.034358989060203085,0.023077426537649808,0.03247214901007401,-0.11814081934469203,-0.14925651768325085,-0.006763230203999019,-0.12172243141456558,-0.08663288537003457,-0.05891158012015531,-1.8526431961747986e-05,0.02445898703201473,-0.1984360219800957,-0.14326453792280652,-0.04789449968117605
BMP4,-0.00574765140294352,-0.013499007129083298,-0.025148029146602507,-0.06568863331029322,-0.008530011341157833,0.0071597378991685,-0.029891694577044565,0.009531749557738356,0.02133712310506325,-0.027173020799040503,-0.01838297791365396,0.01034591741560701,0.14813318880750334,0.005062275715613344,0.0721482935394046,-0.016290934498225274,0.06640368110234504,-0.01430251795919571,,0.11699382787733634,0.061680841466549285,
SCGB3A1,-0.018612321497494214,,-0.03415647505579476,,-0.02406122544983646,-0.00573588377104437,,,-0.014021489965850889,-0.029988382575325687,-0.015053807581648954,0.18833822902143854,0.06586633044914404,-0.005201882141158194,,0.014708024823329148,0.040581654006637845,0.022111407619382923,,0.11358522172260675,0.002391972719064238,
IGFBP4,0.020609734396581213,0.05148647556197313,0.009832567978358492,-0.04526703372694135,-0.06201073635590134,0.06122246240271224,-0.08202187680720274,0.04743028663005573,0.011243730366832079,-0.028410539657147647,-0.002648691465748248,-0.01063888475601751,0.10887538185414398,0.018075876577873885,0.04196268748914261,0.07289947229103362,0.053690261706087136,0.05327733067329342,-0.024235797563856708,0.18166698484234997,-0.02135757580088534,0.029388348039307684
RSPO4,,-0.020586301870701675,,-0.028493111825055643,0.0023733326586165555,,,0.005142975168645861,0.006347743587315289,,0.12131265949801241,,,0.047915617074665726,,,,0.006632581086385645,,0.08167353655255685,0.06948072715841233,
LEFTY2,0.08294931136997642,-0.012890603611085844,0.04250499515560561,-0.03734902713095501,0.011261437825895558,-0.011389001860309144,-0.07149904552129728,0.043344276636923855,-0.015374732985242799,-0.018120723367704032,-0.000499638664540454,0.07793578774530549,0.1864090786078914,,0.04418288014128435,0.042113074057439956,0.11822374525426466,-0.041391236847281736,0.05149607775213229,0.1589414011498783,0.11797034768028482,
PF4,0.016554229482558528,-0.011583493081540495,,-0.01916599354689989,,,,,,,,,,,,,-0.024483352273294266,,,0.008048462538005854,-0.05440113300898558,
ANGPTL2,0.03176883195998585,0.014146052466956051,-0.00792006710585231,0.06640180491462151,-0.013299648248778644,-0.00493776804450691,-0.023974360973523623,-0.03690310021888409,-0.0030189070836511935,-0.08793472737018787,-0.011990591045046196,0.0708004869818996,0.09588160636693824,-0.042068748066719765,0.06508998896919212,0.07717151950775152,0.033313336513660606,0.005839481822251587,0.01655767239219395,0.2040761184429368,0.12899739438349114,-0.08588467811803027
LRIG2,-0.011155047533271739,0.055235700414232265,-0.07005036886821012,-0.0016129867803259088,-0.03016646189801921,-0.026465906050078324,-0.034676195888537285,0.013440309522482378,-0.028650085112833065,0.046454766260624315,0.0018847423310295465,-0.05468990159865152,-0.013252421813922876,0.0055135848337528265,0.059703080719298605,0.0650388998856039,0.04657173406718394,0.005740061624817384,0.04252923823064376,0.19816004898382852,0.1373674766996787,-0.10548631062486823
ICOSLG,0.018430490012515142,0.011871246463072626,0.014821866812295421,-0.007479039621158027,0.019753080082425642,0.051043714438390786,-0.027099220667275038,0.030776557460945923,-0.026610165663140343,-0.01231258189897856,0.0008297060347343149,0.019851584913261236,-0.004782510209905255,0.024198174686966226,0.03684150152810532,0.07406398643352816,0.06359357161173572,0.05686468746745929,0.026733448109175443,0.11290779236353306,0.06315223815551019,-0.02408232734180247
WIF1,-0.03474034503121812,,-0.014778119516003921,,0.05049821301170167,0.11882667393297097,0.12068606317373697,0.024316726237806698,-0.015148170213889851,0.02821615478556065,0.0494146388199047,,,,,,,0.03379266067964397,0.12245075309022971,,0.07565562485859037,0.1713988865626965
NPPC,0.009026625209551293,,-0.017243315629378284,0.13437143914505575,0.13496882466626517,0.0519947702465046,-0.0010363760826552597,0.006042312660670464,-0.019486436845810477,0.10981600074191332,0.0013160487108878995,-0.035087905988141155,-0.032522406655260995,0.13563743169395284,-0.03484358518700744,0.1169756794494198,-0.017446961225921973,0.028164176237181204,-0.05787223582636735,,-0.02539815594886062,0.045335929598173584
LYZ,0.09676540963755366,0.023417914805682782,-0.030051033259490354,-0.0579051270918338,0.006846683832769623,-0.009128012293240036,-0.06771826703925467,0.00921415741589585,-0.005077281190116232,-0.0665587719350402,-0.0354867412502133,0.1424429795217501,0.0783005638883843,-0.06803586490599911,-0.002108667163816727,0.03874772487990458,0.0032822333119888482,0.006525133517901101,0.0898946994770285,0.047321570103575135,-0.008121015899027006,-0.010164474272487584
EREG,,,0.03739320501691115,,-0.0149835540252278,,,,,-0.01864092877484058,,,,,,0.03765530425275707,-0.007963523942389382,-0.05123020586928831,,0.033250244672035974,0.03698234689199359,
SPTAN1,-0.1039390900927048,-0.027367911036016143,-0.06769634118855271,0.08757803400309655,0.055119343492794994,0.08086981243521174,0.055876752897237716,-0.007288491055622214,-0.05857488374252346,0.04846567990507956,0.04193536762385789,-0.014685199161851325,0.10555115322134571,-0.025317220904150964,0.09785201447926674,0.029460498398691148,0.016963564100749163,-0.04435625914676524,0.04852084614517768,-0.1190880340113167,-0.18876801395524917,0.06933731412997463
PTH2,,,,,,,,,,,,,,,,,,-0.0010624675808653104,,,,
LIPC,0.005336863421750229,-0.017433776162565005,,-0.017201107356793043,-0.029277540346641585,0.03674803887577528,-0.04056976594586952,0.033366273277836554,,-0.03338556368311158,-0.003044536602462651,-0.037207132557773685,-0.04951929082222876,0.03155198185040595,0.07353283857301596,,,,,0.07275847832876796,0.0006447692248652223,
COL8A1,0.12657056530249886,0.021851411167127705,0.021244662088485033,0.0008570562003764399,-0.012190856910971428,0.003643759744655835,-0.03722617417691987,0.009406733409838336,0.02396714329935845,-0.0684646132186214,-0.031731372147298396,0.037630352153218534,-0.003984741308688971,-0.0671997831735691,0.13896568418877736,0.01095680952948516,0.07346445322749504,0.02489197176386236,-0.05696078174806582,0.25281010636827905,0.2842656565955488,
GSTM2,0.05470916157844762,-0.011576341456541362,-0.007643342894352549,-0.001486753710355109,0.014743498675753777,0.02613423819750811,-0.04855739431645484,-0.029770484958580815,-0.01174330682617114,0.06007426184182263,-0.017746393629923526,0.0537840089161846,-0.06512174591221356,0.06711939151694137,0.024440064667539563,0.05091144916480739,0.025587671427714103,0.000613277855602686,-0.05973691930287034,0.050334318009907064,0.09505069254355802,
IL4,,,,,,,,,,,,,-0.0012976252496409682,,,,,,,,,
SPX,-0.02039431158020403,0.08710079026639089,,0.030232297921301707,0.015874550075644533,0.026875763567218745,0.019147400027873553,0.012662185663502334,0.03920728517008963,0.055210054107858696,-0.000721797998612794,-0.046515750206772115,,,0.04076273987441716,-0.00726259666604764,0.02349254561040724,-0.055594138740514276,-0.022664363947298236,-0.09202510321398623,-0.11106989168120823,-0.03983215925343635
MFGE8,0.03987676785358427,-0.028927328302357492,0.010990612732117202,-0.015820203526779302,0.006475429035045669,-0.023091838912133893,-0.05609613621637091,-0.028090639095706187,0.0059567330721880625,0.056133640908636435,0.008676325164133027,-0.023545685690274706,0.17620096171415878,-0.02193636413813514,0.048785906236906894,0.010786394796698757,-0.020937436890886493,-0.00937233180292935,0.05830036025117307,0.1668538820096718,0.10878259399350287,-0.07863361891921042
TGFA,-0.03374672285176945,-0.04816725535282316,0.0376103525491827,-0.05037778895673949,-0.06314231949860565,0.08854431484565535,-0.014512842290142006,-0.05802888473175296,0.11864238579422258,-0.029855555482264474,-0.04654571410139967,-0.02404078780725707,-0.061672960650737456,0.10703430539499899,0.015789898764128677,0.05908409318492267,0.06376609642764103,-0.023679359253930193,0.09821701585381629,0.17533617986588543,0.08882727523676798,-0.06765156478223126
SLIT2,0.07791933745668858,0.012236901194420197,-0.0030941762108318265,0.011168009839874812,-0.012553589884888664,0.054135082393930944,0.021617249941787025,0.13491169165860867,-0.03516009052998611,0.03457544991213143,-0.0008876356375249152,0.019986584528563393,0.04906622286667217,-0.02897343117140374,0.04652872313280699,0.12262489402558446,0.16278765480524274,0.05700747043642867,-0.0168886069744413,0.1950042398247841,0.21209806634011327,0.0722971345002103
PLTP,0.007962176379413228,-0.044960632810931295,-0.01597302420590847,-0.07701839155889421,0.02218470051895237,0.0305981094366507,-0.1451474496450359,-0.004039267232078093,0.003667086350890475,-0.09282337224729986,-0.008880677139451893,0.11209718914586383,0.08802123409769469,0.04150417698946223,0.15743518757300246,0.1564639918910106,0.07614483767097191,0.03281782129704657,0.044788166527062724,-0.06107364694705245,0.05100213751611635,-0.0013945486901342007
APOD,-0.06325510109244865,0.0060091155830818265,-0.050271454771113014,0.03503777251486238,-0.0878828848231808,-0.05621824688330746,-0.07624918069485845,0.022643941867597155,0.011432862066070007,-0.01844224929535425,0.031919200571722935,0.00758286939470318,0.02951450564623477,-0.038361993941053864,-0.15989721098631893,0.07943606809642974,0.02734718594205171,0.005120183871149033,-0.05794414441505057,-0.23892892115677633,-0.2957806481299453,-0.11113332038535124
B2M,0.13911461765170147,0.036149984717480606,-0.05386621615175671,0.09458264391956873,-0.045094477322315474,-0.026150087160335744,-0.14967229560652262,-0.0050656894820488175,0.04673902678565805,-0.08994143092457832,-0.01721863215882614,0.17935328427337194,0.10225761782680677,-0.09384637035094943,0.06464351518987634,0.22570278650445588,0.13889633165248366,0.04206372968180375,0.07269681339491404,0.12027537985358136,0.024732619970460022,-0.0494085647367535
