,UKF248,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8811Abulk,ZH881T1,ZH916bulk
VEGFD,0.05162863073993235,,-0.006841717849441771,0.12909304210360856,-0.023483942390062077,0.0505253318811864,,,
TNFSF13,0.0794932518969227,-0.02314499102247438,,,,,-0.005394845559304845,-0.015179423569579693,-0.025665210227276827
WNT5A,-0.027427661786459168,-0.1255817150689222,-0.12974157894970692,-0.03209736101559027,0.04460903374157316,-0.05146456430790809,-0.021194473140168372,-0.01747431241614094,0.024946441363861184
CXCL8,0.0036671772460728012,-0.009665839504243087,-0.039913416812205664,-0.014466301609799894,-0.04226928417357178,-0.0163913496338358,0.0039954421226779105,-0.03929518563877323,-0.07194771597997102
GRN,0.03363450779898054,-0.09106172733438646,-0.12084604403666181,0.014474559030301199,-0.051698089766607794,-0.000219259198955622,-0.034151066475643456,0.019905504961087412,0.0014045018304769449
MIA,0.004475383901379722,-0.04185060753966823,-0.0530124205052881,-0.01766709978023913,,-0.021179196094297175,0.11958515825458123,0.0130004149161323,-0.04701477980524326
COL4A4,0.03418419545419969,-0.022021436402556015,-0.018287455887160922,-0.009802018559716748,,-0.020544605940548355,0.07493870783114405,-0.027242752328947763,-0.028684758599864725
TAC1,0.019523427699740952,0.12177443510641876,0.1089217672983386,0.030518116494432382,0.09503693912098327,0.10792959962686002,,-0.02332181041532054,0.03680449443814208
RARRES2,0.011574308370168427,-0.10229964984894539,-0.12157666049868843,-0.06277248787409835,0.025750628852288224,-0.09626871655352527,-0.028611582534469264,0.03887636675243507,-0.025672531362633713
FGF7,,0.011060701653419196,-0.04491864781346642,-0.03880908801460082,-0.035492702223395366,0.005341123927555127,-0.013404465582140646,-0.0382236250167353,0.017926895445528133
HBEGF,-0.04821899124035778,-0.08910689390171274,-0.07216871812942106,-0.03169780082672585,-0.07174440901300326,-0.028232860257855964,0.009021173184864265,0.007248829202477396,-0.06427157291196316
CSF3,,,-0.019347776338799538,,,,-0.013567438015700404,0.0574311089249652,-0.012733317937959175
PI3,-0.020446232608814178,,-0.021785851520495315,,,,-0.044594799435779,-0.024151155199944235,-0.0005895202836781056
PCSK1N,0.02011959789811888,0.12445569063011155,0.07361125619465311,0.02362424538471421,0.14494446869777367,0.16767259717042324,0.006641948713185184,-0.016657270598260325,0.022268908793915188
NTS,,-0.026883170397084235,-0.023780744490806194,-0.002508326408342654,-0.021143091829697105,,-0.028721519594238052,0.003960417912138331,
SFRP1,0.04369425374028283,-0.03634679144431268,-0.03081196205592474,-0.007431074231255369,-0.024655749792037163,-0.02261182093764327,0.015098762297896876,0.01980541856034197,-0.022675811089724607
CXCL13,,,,,,,-0.02765422222190508,-0.018412632552222398,0.05899614951629142
MICA,-0.025660377183856598,-0.05706041095132331,-0.04270022468745324,0.018752113581677665,-0.04741772206224756,-0.07613618940392491,-0.038709924852197444,0.03320638459345668,0.04781733231403329
TG,0.030052495746052173,-0.031030265398822626,-0.023351035034554102,-0.015326498882695144,,-0.021674937307388273,-0.016358946272116332,-0.01594955120152648,-0.02697099242620548
ADA,-0.007345128032721901,-0.03260361739159645,-0.06268928263218136,-0.0018615456465567567,-0.03909954191954557,-0.0588735452493773,0.04246669536420059,-0.037808608698530345,0.041931746951006266
LAMC3,-0.035114178679556685,-0.036222897664203633,-0.002830763263372479,-0.004435401289532937,-0.05053387946038536,-0.033913192514942195,0.02413912731377727,-0.02974711427172621,0.0006385513077243339
CCL7,-0.012362176787247867,,,,,,-0.01845214673867195,,-0.05109286229212099
NGF,-0.021225243649301468,-0.029611196035908265,,,0.028477605483475533,,-0.02131075227712901,-0.00964728089122868,-0.034195365080927104
TNFSF15,,-0.02560766324714165,,,,,-0.01798877107283034,-0.012034280134144542,-0.03339393646814328
HMGB1,0.03807505253694779,-0.07316520150310667,-0.11839792190507416,-0.026727297117672563,-0.03424691658036342,-0.009402589703381009,-0.03352608476916373,0.020724564449617625,-0.012677843139128718
ITGB3BP,0.0032059478184098327,-0.12024365927236139,-0.06626823555019568,-0.003959414742412626,0.018448338897348978,-0.12058996740588884,0.041404621836332305,-0.030738792318513054,-0.031290492661801395
AANAT,-0.017935637744410017,,-0.017452217845583578,-0.017667100762928326,-0.019877628842105,0.016878949066654863,-0.016187739238457118,,-0.018423647961344516
RELN,-0.021088664653926722,0.03382864632888789,0.00036590800285178995,0.01837021942073108,-0.06059478127839964,0.026270101493041247,,-0.014536106219093087,-0.0034051892179439032
IL15,-0.010419802527947443,-0.025583752650824017,-0.04552249584688271,-0.01578945816482328,-0.04073370147855057,-0.017951432323736992,-0.015195268699067555,-0.029355313048465385,0.08708621956679942
UTS2,,,-0.05756865865612162,,,,-0.013785044703141135,,
BSG,0.03801106492103934,-0.010338956897337688,0.0967841255301904,0.030194206852089216,0.11132986868275264,-0.10921567332450385,0.07902649628297555,0.027641354424549232,-0.08104097743733689
ADAMTS3,-0.029479454805026468,0.05673430799001229,-0.1229187659610842,0.012503900664889822,0.02202400330108506,-0.00646952973403551,0.01494906816133693,0.013143027057387145,0.01106416131702643
CD34,0.002437916271788321,-0.06307020657658302,-0.02823004675794085,-0.03305466582868475,-0.052115867004343064,-0.02309597305548614,0.05131184265216863,0.04608181277244581,0.006185338725472956
CCL23,,,0.055853558349903014,,,,,,
PLAT,0.02502129051077305,-0.028104814437461826,-0.07420611190351974,0.008563326618593754,0.007988278046545326,-0.10888259593420788,0.005153785088427332,-0.06487638592044903,-0.03541326563146001
NTF3,,,,0.010813619358047009,,,0.03372054054903078,0.050775350835074964,
LTA,,,,,,-0.01795143453967018,,,
CKLF,-0.009454285495837527,-0.04643175028926666,-0.1390530962447165,-0.0018819007560426963,-0.02745151357970885,-0.09154878466481275,0.057930917166204514,-0.07388500609653954,0.03605316625438579
CD24,0.052209239130761434,0.030390696805592567,-0.0319777949642745,-0.07098128068754195,-0.07293252445757212,-0.029765300607706408,0.01870486360727859,0.037778090226229376,-0.03349275168275458
HSP90AA1,0.015608349487143739,0.1302739905991458,0.11511479811975561,0.013264351224314332,0.14338049431326305,0.17708227511355196,-0.06277014747289127,0.03571585334357894,0.02177281185022968
BMP4,0.05522806393484544,-0.0828276957203791,0.0712734103005536,-0.04602201955751111,0.002392425819336248,-0.01529647633140179,-0.005561882684759738,-0.0417016325188731,0.052273959950283985
SCGB3A1,-0.012362175551046704,0.03586821874824001,,-0.01490237228995637,-0.03499018947677365,0.06827107683124645,-0.028084947398634295,-0.02499140249341454,-0.009592555964861249
IGFBP4,-0.05950566662401892,-0.09093601461633305,-0.08785239057846733,-0.05114066589813732,-0.0131155356861248,-0.08391911655624969,-0.034843514758563385,-0.02283041906044297,-0.024890734959039502
RSPO4,,,,0.0604489365661952,,0.0036872197892000923,,0.02780367167393281,-0.023231490301925995
LEFTY2,-0.001194965928209956,-0.06751099804812713,-0.06812315959149447,-0.016340631085767526,-0.021143105751020252,-0.022160845464166076,-0.015663783040524994,0.009130765382136145,0.06187219084382724
PF4,-0.012823772714769014,,,,,,,,-0.018198540900151165
ANGPTL2,-0.025785408854346867,-0.10599885769821882,-0.049657818488060834,-0.007043132259030054,-0.08367678810210896,-0.13422394887318573,0.013615644474447151,0.005981188995789583,-0.004966931287767122
LRIG2,-0.02083879649273535,0.029508955538967683,-0.008625326170346292,-0.045952422862383005,-0.020511266115988875,-0.007875587786816412,-0.033341544988074276,0.04568074722598815,0.014890349931826521
ICOSLG,-0.02750337751705521,-0.04196626283428202,-0.05328917237911068,-0.008454878545573235,-0.11014555455963995,-0.07333843423273477,0.01772080249755745,0.05757601377236982,-0.049424035394687614
WIF1,0.023376400074613304,0.06985129336260112,0.09572040915886698,0.032515484447921496,0.1374213252434513,0.13401091773938723,,-0.015645715708879966,0.016140791688953975
NPPC,0.009217227935865746,0.09155102696464777,-0.01879976140561936,-0.020710647526635265,0.026311306687047602,-0.08850270095588257,-0.02754572753795863,0.05049994095040215,-0.007848075644304356
LYZ,0.02695632777359734,-0.006400804100356655,-0.06601534757532204,-0.03409431533027373,-0.0869215639483426,-0.00501450706990806,-0.02231756902912053,0.030701092304421373,-0.0025542098603612493
EREG,,,,,-0.021750076991193995,,-0.0034337708248070578,0.05048786918533453,-0.020951911580618807
SPTAN1,0.019368406127826008,0.07280028302399506,0.06335845242523522,0.039406161025203675,0.15761594432024062,0.11181431416849683,-0.011200586651255312,-0.011964633068348936,0.06601732964900123
PTH2,,,,,,,,-0.026766334139950953,
LIPC,-0.015699668464747202,-0.02092212896509492,-0.006612105374449203,,0.01446831482327614,-0.02820002494008937,,,0.045128138473345625
COL8A1,0.0022463707518453196,-0.04824241420623279,-0.03594438497374558,0.021416976767189892,-0.06069242580136018,-0.09952357748832807,0.04721889354223818,0.04557233376961201,-0.0035734934545576637
GSTM2,-0.04137582550630739,-0.0216345077853733,0.00104976036280453,-0.015723095629394924,-0.03459376541734214,0.026098701843322084,-0.003264968288943567,0.019746414866249885,0.04623478552451331
SPX,-0.025391733370055604,0.050586580594861735,0.05383151649182646,-0.03274741961322861,0.037472824340424364,0.15447048711367484,-0.018604304329077302,-0.003470136552453242,-0.0025653340702690578
MFGE8,-0.07810408602835756,-0.042892808828928625,-0.018766854530230456,-0.018341385491571747,0.09754006501498813,-0.06287776270101575,0.01858983631371206,-0.024549734839278418,-0.057123683389911875
TGFA,0.04835391481707293,-0.06950272720281457,-0.0743333668351717,-0.014589054887140594,-0.05764404880923076,-0.07606302443515713,0.017065962660488057,-0.03849291895772434,-0.030118153623428394
SLIT2,-0.01011742829871422,0.06465720518991071,0.02606874720990006,-0.05992285010360529,0.031151800435021033,0.16342370552218244,0.030945244849917633,0.021431383682800596,0.015871143262592417
PLTP,-0.03857448926165573,-0.04615920407364969,-0.11332516444459506,-0.05032924733273801,-0.13186084751637714,0.004434736013753885,-0.04041171895237077,-0.015377796522410461,-0.005381764981285797
APOD,-0.04058332979687276,0.012912119401861995,-0.1095637265348563,-0.03376755555782539,-0.11566128233084093,0.012472417166424653,0.07912854649834856,-0.007385084267725349,0.02674691177506914
B2M,-0.010427110492339815,-0.12552275396231263,-0.15081360056412355,-0.060252165739864444,-0.15268716772931284,-0.17670539155629555,-0.004984321385603162,-0.009613611229354358,0.06835801188192019
OMG,0.021820129840595,0.024155598709983912,-0.04877914425049447,-0.03238350359552472,-0.09754281986637595,0.12718592223660014,0.08606884940198085,0.03606220567694231,0.024336494293816572
CXCL3,0.034483254497672054,,-0.02291392777016816,-0.015942386004222195,-0.030618557727381947,-0.012928283629025162,-0.04546068595966807,0.008210762140768173,-0.0750672402929758
CXCL10,0.04919463074607844,-0.02335207540034084,-0.10985232250547436,-0.024217651190758985,-0.06075722071145477,-0.02054460723846157,-0.019054208689169138,-0.022997528964617913,0.12229161657769977
RSPO3,-0.016792444747401113,0.06765259411826845,-0.001499639932641067,0.10456328331983496,0.03927893378210831,0.10983521949187444,0.04158894710725698,0.04911682153817412,0.10104644609496163
CORT,-0.026811866261995217,0.0023920023031763047,0.15843655728530395,0.04722485161658763,-0.053221951472410794,-0.01605140333942459,-0.02104033040755407,0.02509248934123356,
NCAN,0.020834090990449874,-0.03913731004907078,-0.07146681830021857,0.004609347920179442,0.004490815356347917,-0.12298828126108836,0.06134345857581003,-0.0222628932183111,0.04046076122702532
PRG4,-0.00033670237176502434,,-0.009720131391564326,,,-0.015795197898457042,-0.020210206906881054,0.0017852197680301614,-0.02532988961359298
ZG16B,-0.017142606346534448,,0.003211406890977996,,,,,,-0.01552522182675666
TGM2,-0.03369817384312791,-0.06455953718330276,-0.06527948428700853,-0.02367437379278154,-0.03788369974110159,0.07311841632810082,0.0387185475355405,0.021202493176665838,0.02240846845788026
VEGFC,-0.023605274628614274,-0.03030480960146592,0.04016255007775547,-0.02086549116876763,-0.02457749229736314,-0.016119629049804882,0.048583099165043594,0.07926930852192768,0.0023220323811290943
WNT6,-0.019946098955624537,0.0727419781796198,-0.024412286635492535,,,0.03288548663149699,-0.027545731254371326,0.010938109739622675,-0.01604221204969595
NRG4,-0.011385998826614023,-0.032123892863806444,-0.03092130213201877,0.016998527044316022,0.09115485471351813,-0.01880542746731739,,-0.02222530473057149,-0.024125026385441048
PMCH,-0.013122976395753622,,,,,,-0.018755336997119773,-0.012796412833528368,-0.030895568296567717
COL9A1,-0.02443117248404141,-0.08250736293343476,-0.0636326823528403,-0.002937220519200172,0.12901239097832773,-0.02142833752944235,0.020597632019892915,-0.01724187548275863,-0.04954481041576007
GDF11,0.04404441852308728,-0.09805999838553728,-0.019594461952341304,0.02886249460579425,-0.046085666234635725,-0.08694315999503612,-0.05075166101865893,-0.0020249554265859442,0.011314976592796145
IL24,,,,,,,-0.01398352731900402,,0.03228023794179137
SORBS1,0.038982435650542636,-0.0022605361241936294,0.03909360933509425,-0.017323551575950155,-0.0348328635723787,0.00682228330325162,0.047938882458306284,-0.05661645999112634,0.041713405471984405
DLL1,0.031180021261558482,-0.07753136104126668,-0.08659551597922877,0.02335018431306443,-0.06955786268239422,-0.045179484567500025,0.05255757762351477,-0.007492727420253604,-0.046692986890483096
TLN1,-0.03638378857366576,-0.07623018766834316,-0.13969413528812383,-0.04337559600293893,-0.07181614992961821,-0.1469856809967596,-0.041909995986232254,-0.01227995395926787,-0.05293952133793772
COL2A1,0.05152349577169092,-0.02842890898590821,-0.022913935568031733,,,-0.01312486209908588,-0.030569823854080774,-0.02695770517852749,-0.021735353874935477
SHH,,-0.006720085261129896,-0.018013137545243786,-0.017110581113947844,,0.09355431560358263,0.06535124571030053,0.04722069641424863,0.00797872982306172
PON2,0.00946257498788421,-0.025459757356481403,-0.13375449218546445,-0.07235156964450304,-0.06377227862423909,-0.10423325995599597,0.09295426938408374,-0.025713467857087037,-0.023806635290494996
ICAM5,0.04357730913555537,0.09957649691591888,0.16216465878656067,0.027972321975141455,0.07959770181456546,0.2703365141607419,0.053272862548226,0.0008393531746049045,-0.03164478691503986
HPX,-0.030891056491090793,-0.0262410490763417,-0.010341347176968704,0.004431266208797275,,0.013249025809304156,-0.023263121294574907,-0.014372459856246451,0.036907244359469994
SFRP2,-0.016435545339573105,-0.06203375880491311,-0.0182874505021696,0.017446874999294783,-0.0792898785381906,-0.02457334105964167,0.011835554248254627,-0.019149652199565884,-0.01820112000270868
CFC1,,0.09620873818299051,,,0.0013329858688618055,,,,0.026635317172742184
CD70,-0.030027334507441,,,,,,0.035867544533908995,0.04060210230441608,-0.017918597197286203
HP,-0.018186443902208478,,0.004906427698566908,0.006926681099419871,-0.03895423007530793,-0.026152586183740126,-0.05715249645721388,-0.037644066987275335,0.021958504579869417
CXCL2,0.010590415199441656,0.029273795779514583,-0.07237595405400053,0.007722781010944065,-0.03817519635216269,-0.024792503955715348,0.007172501603274787,0.022731567514581597,0.002932767099008485
NPPB,-0.01594840292920718,,,,,-0.01611963022223173,0.08390033532560805,0.00044701931376012823,
CCK,0.10149411750153106,0.11027693935404674,0.1746255157157228,0.0033857642709668534,0.1673481559583074,0.19449262306447745,0.013349053271933397,0.034778134592156736,0.06438369378396384
SEMA6A,-0.02111374880101503,-0.06635920472997824,-0.09224580871109737,-0.050411439481704866,-0.047310128334926496,-0.14221737302484816,-0.0022608392085770464,0.0062800053213605605,-0.05359986624489147
IRAK4,-0.013564654994224587,-0.07177664385092603,-0.07744368380333988,-0.036213600158889615,-0.07315490413030568,-0.0287844073254275,0.07022425273672077,-0.010001815763076289,-0.0452893535981121
GSTP1,0.019747942025550223,-0.08990345103644273,-0.12766693888006447,-0.03057354638737293,-0.1323699216452085,-0.12694749103114475,0.06096801783495439,-0.02053130851358111,0.035154954226064516
VCAM1,-0.02049514610725701,-0.06696400239073892,-0.08201764257872207,-0.018320378570283163,-0.0675477742968385,-0.043610317201607345,0.018780482755239518,0.03330605762387727,-0.03708936215234531
NXPH3,0.01284499302969319,-0.03979613841412604,-0.01633017335515714,0.007506008716536091,-0.013162738378270833,-0.0036136281316220802,0.09152921384910828,0.0440373345950062,0.06254997002485319
MTMR4,0.04292867804691864,-0.0015707295630216281,-0.012505918802333598,0.04380877577665163,0.03361431899895725,0.04548343997557307,0.02496630750281571,0.03078336552790387,0.01121227084809266
LAMC2,-0.01251782868394994,-0.025795628142895086,,,,,-0.017191471226060625,-0.012420914611446841,0.06344358239970715
IL10,-0.026448796083859295,,-0.03006819959286371,,-0.08000875845007131,-0.014429360787282821,0.033880018763220054,0.006624271982004864,-0.027195514386612246
SEMA4D,-0.027820981314657583,0.020570855306009394,-0.0146076503018425,-0.0035277846828838267,-0.09137597417262902,-0.03024585823458204,-0.003863095825023328,0.02635601458708982,-0.011281374789199248
TRH,-0.0402783009573258,-0.04918642055622336,-0.04747116262189687,,-0.004099649721050545,-0.05957924738693763,0.0051864479523844155,0.022527366986527908,-0.0138009600883107
SEMA6D,0.00599452009859909,-0.033873956552086776,-0.05050620300888687,-0.01662922684027202,0.002735437263528486,-0.08340761029700855,0.02622193497997605,0.027269777849750855,-0.028051109139367553
CEL,,,,,,,0.038718767944546865,-0.031442561182989444,0.059775789960794905
PDCD1LG2,-0.02380169833107762,-0.02524905773089777,-0.03958726004726837,-0.014494376609590484,-0.049810103018391026,-0.02468313554122454,0.06868204392304547,0.009040094517547503,-0.0027208542036963987
SPINT1,0.012393048382056614,0.05742961974179897,-0.013890623366559359,0.022666796013894538,-0.033789484821027935,0.1087270076063368,0.12656639947569798,0.03945805909419776,-0.0034818907403962873
CTHRC1,-0.04284032755091727,-0.11968090864559583,-0.06868623389587009,0.0007438736553365454,0.005281673944239173,-0.0553974936214577,0.026029933608995363,-0.04951389062807157,-0.04727208502486738
PODXL,-0.004516054358253174,-0.04572111959750881,-0.12216609286296526,0.01014191812972256,0.026874669489170507,0.0044373777722088855,-0.04719608948477779,-0.0009570251228162643,-0.025390560606458418
JAM3,0.04932306081056635,-0.025258383913508743,-0.12150311102164434,-0.005268135026179722,-0.11092010148796601,-0.10080219484220776,-0.028709332019783637,-0.03466101329070481,-0.0866764637575486
TGFB2,0.015433611459048226,-0.00410883055188793,-0.10739081204497654,-0.018416225206145876,-0.03328760156791142,-0.049771934742674384,-0.039709848207834034,-0.023064073934503403,0.011247227839584371
COL18A1,0.022769725668919695,-0.09786640636439153,-0.09865934085140252,0.033827797126164724,-0.09195974157577763,-0.004780046218243667,-0.040717042451338024,0.011457999062383302,-0.006945345681208878
NODAL,-0.01247308558898395,-0.04939455347435191,-0.06038608178331585,,,0.08724832087902504,-0.020903978270834796,-0.014204247444002874,-0.03519523798666922
INHBB,0.007767424615850331,-0.023375947075411768,-0.03967345518624571,-0.030838337211667344,-0.0536132976919509,-0.09698479558121566,0.008252665096487427,-0.04309729477702869,-0.060978989694446144
LCN1,-0.012517831500512363,,0.018736704333939334,,,,0.056904086502998975,,0.013903452998939
ARF4,0.010371878301394808,-0.06591453723417118,-0.09448142412715281,0.0037186264029314938,0.0006787095095628102,-0.11017821750104007,0.08382670493298941,0.04695268220122696,-0.06707937935626791
CXCL14,-0.038787682689452596,0.0693796176848817,0.05492378048012048,-0.004397575361119208,0.08167290606099044,0.06428503705236255,-0.09211797552427459,0.043056133544795386,0.0003359790687508654
LIF,-0.037703995658960585,-0.0318537181571604,-0.07384857266033452,0.015579530426388365,-0.030397237160049908,-0.026696040905852977,-0.047690724858913465,-0.07344000361543582,-0.10954929469632999
IL17B,,,0.011941709561065364,,,,0.02438714867788337,-0.017671403707761723,-0.01842364426137185
MMP1,-0.017257897814743964,,,,,,0.010923054383787127,-0.012796411820130773,-0.04123070336157335
MATN1,-0.016435547579310678,-0.00541041153864696,-0.02108219344123439,,,-0.013124860465759593,0.11128758924025042,0.10374338653700181,0.19424169284547993
ADAM28,0.018873969133919283,-0.031076597610154678,-0.0515621607060811,-0.045433621620209655,-0.027770139955673578,-0.025105081011763713,0.021849014949680487,0.033855917522930844,-0.012213206126068275
TCN2,-0.0006221131108240586,0.026366961292315444,-0.05849946877208501,-0.009086142641023242,-0.07054467786227968,0.05788734213130792,0.05663129085138118,0.049682944404519036,0.06896576343861319
THPO,-0.02141619901505908,0.037761292608749386,-0.04102870962201097,-0.018384296059141107,0.005583405385285664,-0.013124861973445376,,-0.015798308163063705,-0.02516082006981868
CUBN,0.00239519275780725,-0.025110607198508546,-0.03539882785709047,0.007628148104555658,-0.00023917666963108256,-0.03839035294873973,0.00635171186051811,0.031189248077633607,0.06294348827258982
TIMP3,-0.026121943458801287,-0.018585976205701408,-0.09608412198389982,-0.010715305141369267,0.0018908348107648577,-0.017379924584057835,0.02762182845956206,0.0002470135721126066,-0.054544772935942454
PIGF,-0.004026733148671083,-0.04046890671790628,-0.046444695136644634,-0.011010564111456941,-0.004628892456354679,-0.004068456979187216,0.08909470454343997,-0.06712676033566192,-0.01995180513328615
CRH,-0.014666129957185563,-0.011742933703020028,0.04723929747582238,-0.03326255455157456,0.16680777530994562,0.0007064642257369201,0.0068875254088955375,0.029783099267045716,0.023531482658754644
BDNF,-0.02368397241341338,0.026416874662148707,0.06163139988849962,0.010655572373624987,0.005509632444682334,0.07788362002148704,-0.027824084438440685,-0.052931224260154605,-0.022977509508884112
CCL5,0.03917290697592703,-0.005839737505298159,0.013702604109509787,-0.01980620266610366,-0.05368166568833198,-0.017805453604983132,-0.012355167273628783,0.06590968971980418,0.05874455442115295
GAD1,0.063083995132799,0.08123821496063459,0.14136439292054007,0.02915036388330609,0.1737196746123422,0.17036523416396046,0.09315592902633958,-0.010421119297660939,0.08860900909282393
COL14A1,-0.029662096822035647,0.0004012043842712174,-0.03567097511195671,-0.02408085506452556,-0.05322193943581658,-0.04396807190388346,-0.008119209834881085,-0.022823970391160735,0.05622466328687023
HLA-A,-0.039426547838444646,-0.06808620528166924,-0.17614851326809522,-0.04177425668805118,-0.1314015257115144,-0.16480352630663922,-0.05945532987712106,-0.005417860414018726,-0.04309849325871803
CD5L,-0.01466612826042604,,,,-0.014285103104484045,,,,
FGF18,-0.01327019526065344,-0.0023715080138953354,,,,,-0.022875087698157045,0.13227791985480747,-0.02304916134981156
ADM,-0.029440889249377395,-0.02691691184026364,-0.09250779378406068,-0.02336096095104488,0.017660149953676416,-0.13887909214516903,0.0021163288123855657,-0.05973202896942672,-0.06610212357398088
CCL15,0.033601411044251545,,,0.022610768112947766,,,,,
GNAI2,-0.07432672497969996,-0.12702334717405572,-0.14166469202988152,-0.05620513451564096,-0.09523216744436713,-0.06894598086063124,-0.0057262188073256975,-0.04100243915354673,-0.05896304048475294
HDC,,,-0.041837132393170405,-0.009013499974204009,,,,,-0.01678964441342959
COL11A1,0.04206749917455582,-0.05484154363201926,0.03886128701445589,0.02374110508105294,-0.010109521159930917,-0.0006909133802243977,0.00803342462330511,0.028630941663634706,-0.014772529692530073
NUCB2,-0.003948269815839772,0.0030923226337655685,-0.06988793958773433,0.04005776618666656,0.00972832699797428,0.009471242257197213,-0.04814956447944145,0.011772363763325315,0.007803627468603954
FGF16,,,,,,,,,0.10429739108390004
CXCL1,0.01622813748668637,,-0.051437818802544104,-0.016729819169247293,-0.03058363963002981,-0.01780545662374672,-0.016077047948060644,-0.014802182814024846,-0.05311884497974789
VCAN,0.012343868851940425,-0.10421398986049236,-0.16987622859866486,-0.03255686910844533,-0.07257196326168396,-0.15031929163953558,0.05404947558348934,-0.01873953323981113,-0.05119285266977357
MMP7,-0.04733573690276614,-0.03185370921597959,-0.014677406217302354,0.020961376004370577,-0.018531691464947264,-0.020285811319395587,0.003313656208482175,-0.027557955302915434,-0.039465801761567346
PTPN6,0.007593697373693187,-0.06752575586398975,-0.09407184007863921,-0.024824502089812767,-0.07008067120389158,-0.006489106733705137,-0.010548268356019503,-0.009557785408672399,-0.03457684244191678
PTGS2,-0.027480980982021397,-0.016098605208704393,0.11806180944640345,0.036449093555312714,-0.018635177533096958,0.029564599012655603,-0.04543957229883161,0.0006906407997851613,-0.09098435108345002
XCL1,-0.01607145338767922,,,,0.0199423870315515,,,,0.11031124597403957
CD58,0.03673516087369146,-0.027349380998632315,-0.1244208930249491,-1.8201610177586528e-05,0.01162569931533164,-0.08743690902049762,0.014630220961877157,-0.04922431324793415,-0.018119818064090562
TNFSF14,0.026363170692407446,,-0.030582532865745884,-0.016340631085767526,-0.052784940272908316,,-0.01829886699418195,-0.018477347097953862,0.08764394304183636
CNTN4,0.06275731048362244,0.11893988953263465,0.09379439902624026,0.03850519280053011,0.13525305454322803,0.04255408889142352,0.008925034805849993,0.019558214441830826,0.04182086156295033
INSL3,-0.014397056103584103,,,,,,-0.02035062230469181,-0.018477345312744618,
BTLA,,,,0.03508140461265588,,,,,
MFNG,0.002631238736020703,-0.046892669974621104,-0.06122518800169324,0.024899645667444025,-0.06370155334412304,-0.007224458018968539,0.005528113144442205,-0.025178279452524897,-0.03206773447800856
ICAM1,0.030878012871413223,-0.0462712038856948,-0.10556488824482987,0.019753844752108705,-0.08593879711401996,0.01984233704264532,-0.020866936885122027,-0.0404043406293075,-0.036370124952485955
PROS1,0.003698012391320592,-0.0631206076417382,-0.12214451549884185,-0.0319359978483089,-0.013825319567563141,-0.046425102812082314,0.01382233617193115,0.016773355927155904,-0.099296577656949
CLCF1,0.04071516679285377,-0.029611203640854417,-5.4596646690745507e-05,-0.015465294373343864,-0.042625520237176,-0.039086562276311965,-0.017342667876526885,-0.03058117962885735,-0.022565379337810047
PSAP,-0.050893625231357605,0.04404594481321764,0.054571692455024474,0.03888202180274621,-0.05856639821790516,0.1529119782119877,-0.0005161930418842108,-0.020320002515401944,0.005875816977289952
