,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
TNFSF15,-0.016574700718731284,,,,,,-0.0022558512246623635,0.015204400757344227,,,-0.024809103984993724
HMGB1,-0.040748921599678495,-0.04114865843652502,-0.05334508340129904,0.04318820113790599,-0.01734608659820942,-0.005153208271051755,0.05566823502463141,-0.017689546308982413,-0.044603441447052174,-0.023957384502634422,-0.0016913589011235564
ITGB3BP,-0.009662482534275775,-0.017244327738812067,0.017844920964965198,0.0516813010594503,-0.011678946695968782,0.004957882127381194,-0.01508593177577426,0.014022941664575161,-0.021534836233203673,0.028134512570848105,0.0422460665277976
AANAT,-0.014934796610074167,-0.012973026604942692,0.046185784586463816,-0.011272853488650278,-0.02575070287886462,-0.02271510748990793,,0.02285837281046569,0.05555488051091542,0.010762661782186347,
RELN,-0.04496076794033246,-0.0031385406691328975,-0.02208695407504109,0.024444596373428742,0.0035991305903610936,-0.011527153914357182,,,,0.016842693696537982,-0.029966708993518845
IL15,0.019076658875013724,-0.03383893983964048,-0.04260397426082513,-0.024229056482083636,0.011151763789373178,-0.02106721232169986,-0.014787427462087568,0.008007959742629347,-0.006673006708827548,0.01413147926043557,-0.03355775849376053
UTS2,,-0.0036926920116834576,,,,,0.016926434057196495,-0.017316255078414715,,,
BSG,-0.012891419969598217,0.01786101199370418,-0.007219225088962266,-0.03849378405924022,0.05324772105180895,-0.013465921051780889,0.04301673127562503,0.0865680434192558,-0.058490187010035555,0.0901893602473796,0.01185362269341206
ADAMTS3,-0.05447394285468639,0.01997387347058935,-0.023220181550087583,-0.018046026058629296,-0.027650920402438633,-0.03500690759720731,0.004060676484964941,0.004276506331997437,0.09825798873464515,0.022394046212367312,0.009424740304817249
CD34,0.0517116864902648,0.056674062967001136,-0.023158816118806942,-0.021091202795703996,0.009887595374440348,0.04420834581253495,0.10850168590058143,-0.02280772925061836,0.06323398365209745,0.020075708864663692,-0.017179352556408057
CCL23,,-0.014761244943994747,,,,,0.08265756032097153,,,,
PLAT,0.022315220373368277,0.004593178717262825,0.023706003583436556,-0.00953825221751915,-0.003968565439570148,0.009559411625611846,0.09467389639628647,0.008188688426294477,0.02709645419666375,0.055615968499669884,0.07895321370910507
NTF3,,,,0.15445255444667647,,,,-0.006539590026960291,0.09229047726577758,,0.00875023706625733
LTA,,,-0.01646480661481566,,,-0.021067214922246384,,,,,
CKLF,-0.02048898140644599,0.020321997070519873,-0.020678539035701615,-0.04012336938773976,-0.12870030008719596,0.10701107735962491,-0.033896580285993974,-0.021315292807647396,-0.005791596730982353,0.044281756152776706,0.0450856583849339
CD24,0.019234630283277248,0.0035969774190271735,-5.861749010018326e-05,-0.0026836667275754855,-0.056051213552748475,-0.023411128433832636,0.01828311599169816,-0.020936699221977103,0.05996852596209837,-0.07217613104620561,0.02332338954723391
HSP90AA1,-0.00897516791349167,-0.022459099150584548,0.013982863349058468,0.005451721375360216,0.10126228440906755,-0.055489730113182666,0.020707987798279117,-0.0024272347382972266,-0.08384439975760019,0.012201181452268702,-0.04206045998034855
BMP4,0.11576240883068183,0.051041223545375734,0.01963706457375686,-0.018172870847751973,-0.04107292985308607,-0.017951443028943418,0.10352120880620203,0.010500490486953952,0.011160343623800808,0.06081796886019562,0.03366836458736478
SCGB3A1,-0.017785499067895495,,,-0.00950876217395588,0.003689352689110474,0.07524329337804526,0.055416253914939505,0.015420071799122255,-0.015863866525302993,,-0.05152068061227882
IGFBP4,0.0027295242048849004,0.08239868720739116,-0.012159652191819909,0.030558147087792684,-0.08841586071392339,0.03402428318242757,0.11185208699747894,0.012531730246409118,-0.04111267149779231,0.09176083721996053,-0.0016555402395956264
RSPO4,0.06903003055882817,,0.04039942572160709,-0.009508760783084309,,0.05565382921434393,,,,,-0.0346969857927264
LEFTY2,-0.03186163126328122,-0.005121015547843872,-0.009759922870371399,0.044323208355755456,-0.027390079493670647,0.07603251466521735,0.10848110702403876,0.06656198813515694,-0.018009128265561784,0.09257659375547012,-0.03118074816308469
PF4,,,,,,,,,-0.014355819264887415,,
ANGPTL2,0.01938828075342466,0.0035727425132976156,-0.02269955923709258,-0.02646036620901666,-0.051397498205615746,0.12625604217059705,0.02238105101481768,0.0666748675894049,0.022097736702924243,-0.03619483890760761,0.03187776606761429
LRIG2,-0.050623311181469684,-0.029167369090313623,-0.02869845372086853,0.06314270346473003,0.020845394222783576,-0.037745646901007145,-0.0033877531433978503,0.04436820836999743,0.03543620146151408,0.02120777682467107,0.03911111368037486
ICOSLG,-0.032515217372957664,0.031012953782872974,0.03777742807093433,-0.018045852282219527,-0.005766785495955248,-0.019173056689481584,-0.022525180292370144,-0.031074565249284522,0.07633022053294007,-0.0016868638841907987,-0.02182593909158656
WIF1,0.0524138837654221,-0.046670030462926955,-0.01477727148506892,-0.017893519049890786,0.0666398553062584,-0.07035318069334805,,,,,-0.03225420911051818
NPPC,-0.03580839273150625,0.0029099781379749333,0.020633076494063554,-0.013214850492772037,-0.011365100552509002,0.057096310205960454,-0.024136020390394933,0.01470653252013729,0.062205808753802605,0.0006600027683332282,-0.05235973196945568
LYZ,0.01648257761822502,0.04055194858289006,0.05743734966431447,0.02135418460105258,-0.0594284902492243,0.06847304745846824,0.009699018668055519,0.04057988659129804,0.01969458524208556,0.09537892785193078,-0.05217391283077712
EREG,0.020446337277492857,,,,-0.028176387367003234,,,0.013693560654647045,-0.027825812633924172,,0.10557885726396907
SPTAN1,-0.014889885982607794,0.009087312494725218,-0.0018360607381265632,-0.028883882727398943,0.0824421687053692,-0.030260213891050252,0.049018605183873895,-0.019747526463155744,0.11465037780647486,0.024758161204646866,0.0254039865645878
PTH2,,,,,,,,,,,0.006734616435769969
LIPC,-0.019873860233165473,0.03577387902364011,-0.0043386514603006195,,-0.050463396226841276,-0.012213049414049292,0.09439807364979537,,,-0.026184638460107663,
COL8A1,0.018417322146024817,0.0359168498182633,-0.007408814561571784,-0.020647382794909123,-0.04201105839698541,0.05751546365520258,0.11827756356805212,-0.013651680536515014,-0.04270043985188567,0.08935706377793796,-0.023576834572055547
GSTM2,-0.0020480311405205428,0.020789839846520893,0.003506090853765612,0.06435342855777981,0.13094050989194703,0.038233171979140175,-0.0502517315050415,-0.004904324137631833,0.031063705170991964,0.006768410130413328,-0.0039046662459391182
SPX,6.751837870626085e-05,-0.0352938833179353,0.02760896992482452,-0.035298515886474646,0.03030123329029738,-0.01615991716746863,-0.03199692497593375,-0.02337002790026131,-0.01782458455789269,-0.024183789604862966,-0.05807264894090386
MFGE8,0.012951225108707502,0.026046339323109253,0.04488514343599288,0.018868474440612973,-0.025623738528500254,-0.032860824063348275,0.07466150914830816,0.02201618052048227,0.013036786580218063,0.013995524167847705,0.022959110997334123
TGFA,0.04286399114640497,-0.0057672380215078945,0.021189913671076803,-0.03173091390782287,-0.02367290982082936,0.010308326846286714,-0.042967107799282624,-0.030474472650606602,0.04363231508858399,-0.00047558554431380794,-0.01328636812310378
SLIT2,0.004032266634528864,-0.032835877331038356,-0.0060878460498412735,-0.005644286090677447,-0.022536472491858764,-0.047388262412183114,0.12650293975205873,0.0351701292382178,-0.007075040860769625,-0.02221761669998465,0.00011553162534835337
PLTP,0.0387620069531689,0.09859895703456482,0.0029153143317986545,0.029795568656185337,-0.06803655603768312,0.05103199734749691,-0.011205210443153151,0.010123291340793926,-0.0566082742512132,0.09950829084108671,-0.02728660461145893
APOD,0.07727201618292492,-0.070136992692862,0.016070242052629094,0.012675252093580927,-0.08170299688896605,-0.0845089082561863,0.007438034305486477,0.06197200436133993,0.09060789006419234,-0.104330693835659,0.045065920539470894
B2M,0.020658079828436857,0.07545579161099014,-0.048731451568022256,0.037052071548158254,-0.10037705567131479,0.16064922559214628,0.08773064968071616,0.04856429661553011,-0.0778765959368606,0.09975847443377575,0.0001621645554317464
OMG,0.007370966749465118,-0.006894775956528263,-0.009640119065520867,0.014243643033893454,0.0001726960682573029,-0.030830039161033045,0.028477741486299005,0.024072567675296634,0.09490612264988232,-0.05042878815239613,-0.006100898478873625
CXCL3,0.03939768145692789,-0.01703296378811542,0.00545149007905732,-0.010172364107540051,-0.026060230525122213,-0.015172209729899203,-0.02487458943705889,0.04014078227067463,-0.08128464030654463,-0.028576357635134147,-0.04539856921759318
CXCL10,-0.019851934585327708,0.06967918270568015,-0.03302645683960603,0.05905566489239369,0.05131501962989909,0.060369461436836504,0.030731177009643333,-0.02393518084883796,-0.019255315335808924,-0.011499875142316164,0.015764418587910164
RSPO3,-0.01987384797995573,-0.021302397571956053,0.01161616923711347,0.035913839709102405,0.10260593666532196,-0.01585466675204622,,-0.043601808724338026,-0.038478106386695285,,0.06320500420309055
CORT,-0.024119915180638572,0.034034179136789036,0.09862721507911812,-0.03342141396031847,-0.008490376675930895,0.027616061579255075,,-0.026430072307876612,-0.015022635210342467,,-0.024471326472195232
NCAN,-0.027016767992034486,0.0009242679837011867,0.03397749276290518,-0.016145405741164374,0.06068831838712931,0.013998330161559975,0.012763858405250985,0.03974075859120923,0.10940949899317268,0.0696042213999818,0.02208769379142956
PRG4,-0.014229603802869195,-0.018453663879295052,-0.024472393375533055,,,-0.018536726306237736,,-0.025387302364521618,-0.022166817548686237,,-0.03773364317441782
ZG16B,,-0.019923695647560156,-0.013082783505624002,,,,,,,,
TGM2,-0.012955034885735886,0.04625203892668702,0.001827812463137247,0.0035719475464717904,-0.03867130446639804,0.0022819047333560365,0.11638859189836136,0.08189751374638686,-0.01698706745366226,0.027009120075893435,0.005132612910262504
VEGFC,-0.021904075487519957,0.054927651160221067,0.08149020016771107,0.010825824737840418,0.001506555263742892,0.016004576236764323,0.03204844017082823,0.02881080738422778,-0.030099885837325036,0.04852770447744404,-0.0009019611854014842
WNT6,-0.01960702409169116,-0.01814676202256296,-0.029115268059880527,,,-0.016510210854791367,,-0.03460191236184131,0.06082645745663067,,0.012459021796874673
NRG4,-0.020268209775797325,-0.0229852090300181,-0.025134145405563676,-0.007099733386197204,0.042314584077438065,-0.022069433018469507,,,,0.03700617436420314,-0.019887423242898043
PMCH,,,-0.019149571520770268,,,,,0.04974998982952764,0.01820229107741361,,-0.012319094384297949
COL9A1,-0.014443078476693462,0.00831787717222325,-0.009378433202818545,-0.02014253593606566,-0.02778578452716783,-0.02514759425836361,0.035342036901316334,-0.0240854191083951,0.10206356903450126,0.04609593391794371,0.037418905590550125
GDF11,-0.021672305053234454,-0.01995299994341108,0.04829903290452268,-0.023165228491060882,-0.042838574332152636,-0.024990361051865157,-0.010900542970478154,-0.027831568353776495,-0.014131830893089208,0.013941095230786661,-0.033938533442379355
IL24,,,,,,,,-0.01756558148097107,-0.014126923025475661,,
SORBS1,0.0031537779313046514,-0.00918215499491899,0.003272797051601026,0.07772977015638366,-0.04252795513190919,0.04268687391345551,-0.0007410485111119464,-0.0037650546612945364,0.0052672485483397005,-0.009736852497046575,0.017026688578774228
DLL1,-0.05550134354388687,-0.05283280022107404,-0.011002984357140106,0.0011671134753359336,-0.04964439520715021,0.039183975283161705,0.09632646715802888,0.007713327850978528,0.10315135321168241,-0.03199183782285961,0.036907001591827734
TLN1,-0.007330754926589482,-0.0070209350731553965,-0.03445040108096755,0.022575004390738264,-0.10486384253012704,0.029850144388440098,0.029326333218785944,-0.035728026884969594,-0.03856324845492979,0.09863927914524037,0.0004161296071676857
COL2A1,-0.01270919485239112,-0.017032969584621766,,,,0.07440773517740679,,-0.03840066383236667,-0.03681908293596789,,-0.02786499011672069
SHH,-0.03221866883073933,-0.013389983707547836,-0.03874326677718894,-0.010917754791320372,,-0.014700422685569507,-0.008901424486008534,-0.008809073998014326,0.05294451042045786,0.04885102568270996,-0.03525716012347081
PON2,0.035517108390211,0.010133501873477791,0.08240084574061131,0.014314741881210194,0.003391965222009614,0.10420450129647886,0.06658251576033529,0.022806302425387906,0.012864341188682848,0.058649950374391996,-0.0719974912329378
ICAM5,-0.033704712486490894,-0.03328408707905936,0.07466249211949502,-0.033941861751807134,0.017273171880773857,-0.028709131432576834,,0.014527798905470925,0.05119985683571244,,0.0050603523575247335
HPX,-0.03605502755430923,0.10165005618547807,-0.02567415178672869,-0.009508761204560477,,0.06490353576535007,0.034307532677204176,0.08858385704233493,0.025777036413022657,-0.04057984434872245,0.027495335464807504
SFRP2,,0.015196217146416172,0.018765191007421612,0.014175635233271304,0.011376185761927832,-0.005012479626450696,0.04026568856882454,0.11895305756311925,0.029321168832070376,0.028832839798220322,-0.018663153910895118
CFC1,,,-0.016464807609868976,,-0.009882877735318022,,,,,,
CD70,,,0.007068252108821736,,,,,-0.044687494066282245,0.00395360829159047,,-0.06001692624854238
HP,0.04842554788234582,0.04566311774994414,-0.06363819976324094,-0.014790094602943057,-0.0560707612427607,0.01824338917549769,-0.03869901207925344,0.05343503353820258,-0.06484904320205043,-0.011662522627538894,-0.00837190898353978
CXCL2,-0.005718572812391547,-0.007378112659981202,-0.0351623404082455,-0.013214849458537035,-0.059789481645338524,-0.017539320918700228,-0.04464466721525412,0.05321623411016548,-0.05958199495817996,-0.03676234127386819,-0.023363419128986426
NPPB,,,-0.01441725514532394,,,-0.018917469442814427,,0.10055423377962545,-0.04118361645090452,,0.03682950332368198
CCK,0.007988914827098856,0.03258190585995359,0.03815623194105967,-0.015025349779375722,0.089077422986474,-0.06757458890099616,-0.025593799619188347,-0.006091721919375534,0.046209937614386645,0.026875494881641333,0.0443281309164046
SEMA6A,-0.010657014732522653,0.008909512882574229,0.043845640604399,0.011699278475881893,-0.10981751520310584,0.022115337868807834,-0.007838169091850145,0.027107690935213927,0.06942694483805534,0.0035386712048855865,-0.024812201126198398
IRAK4,0.008800432509962583,0.0153864246568282,0.051768474774866235,-0.021322080571825948,0.021188211061585638,0.046950181495285646,-0.039267175098857084,-0.017454563124662648,0.01987691640801468,0.06874009078266637,0.010576648990168233
GSTP1,-0.024570196216597007,-0.017318580760512438,-0.017735249688235272,0.045736108326260155,-0.07110149271238625,0.07517141231931673,-0.07647251684717551,0.10253110100257669,0.043558113286666915,-0.08665073510120373,0.03424855780570103
VCAM1,0.04884766663619462,0.05729772575615749,0.004293617316477248,0.011587143342492091,0.03193516238169504,0.011746111297031498,0.02732675159862011,0.04505897309771664,-0.01494759813760337,0.04883013391354465,-0.04492825696266351
NXPH3,-0.03715041548535481,0.0212186791181684,0.018579879782999686,0.012323242738047765,0.007065344776612217,-0.05632999885043417,-0.03366037180451279,0.02921505620290281,0.012085097581224268,0.08162230463114409,0.02263648651783062
MTMR4,0.024112223687147747,0.025669171171493654,0.0029723423187849557,0.003399263761917354,0.05140416013723336,0.04545141415643805,-0.05800326950503113,0.060569656941471796,0.06637406306875518,-0.006338900831878567,-0.022017524125061798
LAMC2,,,-0.003093943039145778,,,,,0.0579858728305787,-0.018552613870985793,-0.02926320378088417,-0.02560616495122146
IL10,0.01646374708064217,-0.022351059145165306,0.021756539601244226,,-0.012324083148321547,0.08326213550485191,0.0017702798609743416,-0.04110402827606557,-0.033255558110020844,-0.028227170331417546,0.0014937812446906222
SEMA4D,-0.02324655273442849,-0.05829210657947797,0.003841942151743864,-0.018129015258041236,-0.053807850794578296,-0.013946259665831804,0.039932544795037585,0.05346401367207613,0.10450113997444435,-0.09102581076535708,0.022395491618545225
TRH,-0.012506811300456415,-0.011239671095338234,-0.024427579562937177,,0.03044434506276938,0.10788333157827851,0.024985798856759337,-0.04278453010942293,0.005160392377645354,0.10536930298317598,0.04877353387792552
SEMA6D,0.0034061558572784176,-0.013560656954309032,0.03435419078612668,0.017419183984413115,-0.00012762790494619123,0.027864476541296673,-0.05733342027296265,0.08954918535243234,0.037323594860647964,0.03813179824064316,0.05560424832104294
CEL,0.034062663440076434,,,,,,,-0.026600388176750134,0.10551186987345441,0.03440386762276415,0.07155917774523642
PDCD1LG2,-0.027807810891021106,0.02319641686403817,-0.05632346418308872,0.04083712588104589,-0.017299969796468986,-0.00553406226198899,0.01186443510999289,0.02804592390802655,0.04787168487423997,0.03741726886499683,-0.060701181179781794
SPINT1,-0.033359419999535615,0.00606782025848545,-0.012652160923200166,-0.015539407785558,0.010663944151905757,-0.02485520906200444,-0.05290353966104919,0.027389373736385773,0.11228910279885952,-0.03979819795713781,0.06026281484751217
CTHRC1,0.055340883131848144,0.024045361881606466,-0.006895868865483806,-0.02470158544786468,0.02341112211911429,0.04808830923578118,0.09692025307951352,0.035058653636145735,-0.018728849876381085,0.023975356025994078,0.01919944469519263
PODXL,0.002150326025300205,0.11389503424871203,0.004210671231890384,0.03125613461927174,-0.003730108260720014,0.0499415637042501,0.04406748844270619,0.03668638980504389,-0.0011429856872953322,0.025300835451752747,0.01656763746023869
JAM3,0.019051355479403446,0.01031566179729528,-0.004106320802974667,0.01626144343977652,-0.06730393043111997,0.06916978396727115,-0.04105700377739665,0.06947525931479429,-0.07616121542878655,0.0010362175494413215,-0.02047688740124366
TGFB2,0.04414806969100101,0.09890909135962468,0.02140152181160246,0.011150603114129524,-0.05793357808020317,-0.024406010993910463,0.11842811641196417,0.0041819003468882765,0.07838640393865777,0.08275423363753387,0.01169469089401307
COL18A1,9.531821602248183e-05,0.06462742934568837,0.03539407517845445,-0.009758038949864614,-0.05068121463962505,0.06134439442611159,0.12529409776396644,0.014302579785441447,-0.05528724501838968,0.0924791522830565,0.033849225898521636
NODAL,0.05482749692070357,-0.009858502627276595,,,,0.037763525820061414,0.051619576016896505,-0.02625879187819619,-0.017450077711578426,-0.03143908011399493,0.036027145926511454
INHBB,0.014966141675827698,0.056627564827361865,0.0101220019386317,-0.0179323690403053,-0.00727748848633453,0.03050163536567621,0.030810635986938163,0.0076019064516211435,-0.10211051957967854,0.007364350791288956,-0.02297586002489676
LCN1,,-0.014947418809706115,,,,,-0.008808865162844869,-0.027930469566807732,-0.016479391251465327,,
ARF4,-0.005070092759934144,0.01703621006453499,-0.04243674171153984,0.011055415310689772,-0.10434917005667597,0.0557663607866044,0.06667837666965983,0.022930291484953486,0.07811018046548539,0.00033890306382953155,-0.01124735005412883
CXCL14,-0.027435333490091682,0.05950075051043204,-0.0100945759280757,0.004148007628376461,0.05530241775556762,-0.04665502564360338,0.09573926491769236,-0.005886084691388981,-0.05842659965409693,0.15432614933038744,-0.024370411187081678
LIF,-0.02230453261712241,0.028193139583213584,-0.05874238353904204,-0.011272853488650278,-0.010017174491229991,-0.03132959820530414,-0.007632140468019601,0.020422544835767612,-0.08421943149155306,-0.021019034236596915,0.034571100506313575
IL17B,,0.008395352425059113,,,,,0.01839067758031347,-0.024305417534894232,0.03676453533371916,,-0.03643023822445104
MMP1,-0.012506808572131602,,,,,,0.05875445868332637,0.11218766319209689,-0.027162170702410667,,-0.02638026603516442
MATN1,,0.03365235880390906,-0.014598324564630581,,,-0.015402905859451846,,-0.035144598557803046,0.028047242504453226,0.02020293033427006,0.005377849618132862
ADAM28,0.026564731618469423,0.08804484490785104,0.007457195133610948,-0.00032472847899156737,-0.02691321550369258,0.042982458934487475,-0.05023446088307119,-0.03684603445734658,-0.021504690308715005,0.0555174429844675,0.03620510013124446
TCN2,0.01761591901583358,0.03070038954454904,0.03005720345166502,0.0070584767700102545,-0.018088652118959252,-0.016324228790507787,0.06130037348958698,0.011504972463796762,0.03113786554091576,0.06789800142136873,-0.0015190140101490174
THPO,,-0.03049850432777579,-0.010247055169541944,-0.011730474555368854,-0.009992603769309638,-0.015402907628822442,,,,,-0.03256878397673131
CUBN,0.026924680769225943,-0.026822102635599983,-0.04113202692560882,-0.01705377409904695,0.0414407828341952,0.11200867075210577,-0.0029108272850031187,0.021794844417803858,0.053318581496981654,0.025082275764177236,-0.013331542699345202
TIMP3,0.002134966179214125,-0.015102384827722946,-0.014110342367921034,-0.03876201490465248,0.09148724407790683,0.028261793365275286,0.13948087620574195,-0.027187658373287328,-0.07310326517280319,0.05162654891007062,-0.0469465021989126
PIGF,-0.01324316261024358,-0.01594242397729801,0.002791341742190006,-0.014712680635765828,-0.0662042788655017,0.06367233317536897,-0.04801978470196737,-0.014962643607553767,0.0448660025772092,0.011159484178589018,-0.0057203964524341075
CRH,-0.01270919718432402,-0.022985199499774917,0.0011233742577433222,0.005220756327554142,0.0007601579021771398,-0.02106721038044745,,0.026212464684444606,-0.0373452152359551,0.019783885009553567,0.028622041400211438
BDNF,0.025129579012720362,-0.023224807890910942,-0.004481898882686199,0.04186446905263338,0.06131104696215789,-0.017347630026795097,-0.03020044407560188,-0.0004238521399666284,0.013604064816310282,0.0051923810256360005,0.043692978492624546
CCL5,-0.05705606303704557,-0.00997910961447375,-0.035068784414732296,0.0565755045696011,-0.0017716961723181612,0.011182769512683413,0.04085609495386936,0.04715971008235891,-0.045966436403813,0.05003854704980944,0.01143063289686294
