,ZH8812bulk,ZH881inf,ZH916inf
FST,0.07431897121693712,-0.046807364953928295,
MEGF10,-0.02644593556038986,-0.056803709816278684,-0.05944197537494028
C1QB,0.0451097508222329,-0.015259444550619122,-0.060250670857121505
HLA-B,0.06639940693543592,-0.06964402713948045,0.00646902812079282
PDGFA,-0.018764412508193065,0.06644967916316337,0.12721961065527276
LAMA3,-0.01906793792231137,,
DKK1,-0.01712244382442871,,-0.03402484474350562
INHBA,0.013614618309940192,-0.06856132509933967,-0.07339612124347929
IL7,-0.01787501430076953,,
FABP5,0.07214307542287172,0.039940602040771274,-0.0034522729779303124
CCL4,-0.03334749790750502,0.04529975347598475,-0.009369301795582737
FBN1,0.03905627400942629,-0.06085582274452081,-0.019237810164692528
TCTN1,-0.03810101299909847,0.046704781010618965,-0.005675907507454898
NCR3LG1,0.09229338818021371,,
BMP7,0.005033435858021975,-0.03706796122403728,-0.011011786056141467
NLGN2,-0.00975601148059419,0.006647975870106123,-0.08338533339684594
NPNT,0.030743534000645032,-0.004839854411798913,0.006601797190029324
KITLG,-0.01625323485188915,-0.012925800662080489,0.04126807474706301
MADCAM1,-0.023665781239467085,,
F12,0.09210319819489556,-0.021604116617809803,-0.06328542961338327
S100B,-0.04136515430971888,0.01764212155771009,0.09179000288005874
CD99,0.09024862497964001,-0.006557928696319899,-0.0039981309298010685
PDGFB,0.02427449726790746,-0.05571140105566137,0.10928801064660412
CLEC2D,0.05711043794178878,0.0401767499231393,0.038439092826335494
F8,0.05894393762294399,0.05666277005701238,0.09735534866786748
C3,0.0940486586758259,0.06071895276602691,0.02586187909195401
DLK2,-0.019067945538773397,-0.04134852746899129,-0.05344235966840691
TSLP,0.03126178965857926,,-0.012981889683910182
OSM,-0.04146667507303212,-0.008762222709644626,-0.03187149373612343
SLPI,-0.024374957317159947,,
AFDN,-0.08111690165362248,0.10579038733689373,0.13967238252248235
ULBP2,-0.026735981213165703,,
ANGPTL1,0.08536571783400433,,-0.06104511288787176
LTBP1,0.006977661734704017,-0.053851343375103305,0.007240765668646235
NTN4,0.004634651704390154,-0.05786433073617208,0.0004580179939031615
APP,0.08346610862509792,-0.08800386609858006,-0.0348543396613808
RIMS2,-0.02515094336229103,-0.042075218628706085,-0.032568375702552596
WNT7A,0.014719720347828803,-0.004914345591709405,0.019495509697384755
GAST,-0.020631215571129215,,
GPI,0.02590285793948728,-0.0678974813366738,-0.05468842170238381
IL1B,-0.044622887928446785,-0.02255192945568111,-0.034409929067923284
HAS2,0.012207414436073165,0.09311046371729659,
IL11,-0.02168492480633517,-0.03767609934030452,
SEMA4B,0.017068705673093595,0.10984040550200434,0.04425683024623285
FGF12,0.03571977068228681,-0.04931763539450884,0.07727748671884235
CP,-0.054049081329991845,-0.0883350028902233,0.06013872096663112
NLGN3,0.07895746463802115,0.026446057123802363,-0.04577877114879685
PROC,-0.00736390490533116,0.025633182355227484,
AGT,-0.040097883927812945,0.019914899979991914,0.0013688521624805182
PTHLH,-0.040851125521510545,0.013579800759804722,-0.05089699070910804
COL1A1,0.03410321429570259,-0.06155984605998936,-0.04315901849968807
LAMB2,0.015218631886811386,0.039104703033966765,0.014424354901785705
DSC2,0.009850792659677936,-0.028164134347208047,-0.063949660287966
WNT5B,0.015295678846429902,,-0.039469137177747485
LEFTY1,-0.029054966028064205,-0.012294385609482136,
FGL1,0.010193595556327562,,-0.04433137012056274
CXCL5,-0.03883708702403821,,0.024677838643596878
S100A1,-0.005467531531596367,-0.01053064025310224,0.006702025553827724
NPTX1,-0.01712243955569935,-0.010096059394194161,-0.15375227908296774
TGS1,0.028612885831219195,-0.02986460197384143,-0.03822447086256801
SST,0.03289641177530497,-0.13671705183758553,-0.09475087587173878
IL34,-0.008758342032380283,-0.0446047925987682,-0.01314421993425793
DHH,-0.030158681725577396,,
TF,-0.09359745381918892,0.09459485766234191,-0.023058456198581982
IL33,-0.002414817122375668,0.059813194723539576,-0.10511092268391645
RBP4,-0.022694550776604764,-0.07369835511730811,-0.08461910917164157
CCL20,0.03568285353735051,,
NAMPT,-0.03507603923173786,0.09635007662522875,-0.07949150101519388
