,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
ADAM17,-0.00206058103829689,-0.011823440197051803,-0.038287225092007854,-0.01691638790574485,0.0446553442370871,-0.024268646384048628,0.003480380162564987,0.019379807053707617,-0.020012322854176128,-0.038365090135914104,0.013331426310553127,-0.030012936326523906,-0.031149296942043526,-0.011665094613381123,0.041271140199480985,0.06284442779632575
LRPAP1,0.024175179309597138,0.001575062896741859,0.020896503784216917,-0.035580021384354885,0.00944515889662648,-0.03397091734263963,0.024295339822280253,-0.021110058249711114,0.009519813956205382,-0.07257445534171177,-0.010580907417385987,-0.021321218004103356,0.07479039771294166,-0.023764426156764096,0.03039655653573223,-0.0014305222884007283
NID1,0.019811478232155857,0.01111934263827559,0.01696870791921948,-0.041606862082672405,0.013217803242793454,-0.10279971219267554,-0.02152253681020159,-0.03095941389828191,0.003492027078623535,-0.017791229493577105,0.031516264692352386,-0.009168097287694117,-0.03390940781260872,-0.009258612446252291,0.03734086743769638,0.013176053412172255
MST1,0.040705793570346774,-0.007178322661081092,0.021200716356077575,-0.02349841116793133,0.026119847349369937,-0.06352159280890865,-0.02644897415064456,-0.006150347411765373,0.024413007912118295,-0.07726548283031885,0.0354428389164343,-0.02956845796919425,0.009279479649528188,-0.0388133490198078,-0.022646867974852623,0.04532150883299353
IL13,,,,,,-0.021025132536064722,,,,-0.023604478279512457,,,,,,
DCN,0.014408420100810847,-0.07185024821044655,-0.007311339244122444,0.03806699366268603,-0.07531180735168978,-0.01573860771457434,-0.01322083655642226,-0.01004634400982745,0.08166630371882959,0.029157343434397,-0.006267376437269867,-0.04423916560682045,-0.08773416996480068,-0.029398491068460937,-0.03004973471998874,0.019518734926355735
IGFL2,,,,,,,-0.007583616508644232,,,,,,,,,0.09707743872867432
COL7A1,-0.014170883515399378,-0.002925448982958962,0.04717709497913173,-0.02274176664468958,-0.02758756677771798,-0.09641648247953087,-0.02301821418763554,-0.011770789923921535,-0.0013491121912336907,-0.060420878715798224,0.026207576057270494,-0.0630151243489193,-0.04148601879952468,-0.029539791331032378,0.006352331979768577,-0.0349755409955389
CALR,-0.036149057861842596,-0.07267982043557439,-0.017724156335453652,-0.08094259500098637,-0.021431712601972682,-0.09867008019262222,-0.037692540747558526,0.005343065469233396,-0.10992709209005606,-0.13518250753116207,-0.004086990590102209,-0.04002702211449933,-0.009935941536796777,-0.002109088686186214,0.01912916433445162,0.011727563309991605
PIGA,-0.0647392553282657,-0.058528225159194036,0.024639980030011326,-0.02121128232583172,0.027645958415849953,-0.04904637510728209,0.005609191086830494,0.0048565321301693295,0.014137811304737293,-0.03819854808386231,0.05616409467203729,-0.026802125642755952,0.01862381540908039,0.020375283746557914,0.031541802431361336,0.07570514097138853
CD200,0.015463103819363163,-0.01006147217032294,-0.0023617278714426196,0.06836557594353387,0.08975171801991337,0.06433303652745495,0.023441890918075355,-0.03791681119898613,0.1270114298182398,0.13874979969176843,0.026524013357547924,-0.008374496201755373,0.027920403728342216,-0.051759778860966166,0.012797485471963922,0.01806591530506107
GRP,-0.034809097463904655,0.004649534831152949,,,-0.015265322113376901,,0.011416894622321056,-0.007681697693723535,-0.03269983214712718,-0.020334106670465823,,-0.03296048239214657,-0.01907976241052748,,0.07619086106508523,
CDH1,0.021647257000355052,-0.03841112130887634,-0.029762440454251658,,0.042673945619617536,-0.045215870207938144,-0.02008414849588786,,-0.05431281119787445,-0.03309091444127024,0.04753582833360583,-0.045939853206810044,-0.015284536199144211,-0.03376711263363301,0.02264309800124827,-0.004038671565688702
LPL,-0.005921951903609552,0.007104744367006563,0.03916095895561808,0.03510616030561059,0.017735410505502695,-0.0935771896537762,-0.07471173273104145,0.0632897691622495,-0.01537752576447538,-0.08484009744123003,0.038388407956976525,-0.023242053079298473,-0.010109511830716707,-0.010165351057191576,0.059131777536466326,0.008974618605829003
SEMA5A,0.010537919877046376,-0.02118728092047331,-0.012178679762340671,0.023561602732941438,0.0252931851567845,-0.06486760477560351,-0.05872569386290361,-0.00892225553594165,0.05792916460405001,-0.0786260398975611,0.056623306926270954,-0.04304100055277805,-0.04314338692669352,0.02008106931198762,0.0691816944084717,-0.0072682005602819596
SEMA7A,-0.0388464322614705,-0.058919292975278606,-0.016078942948968312,0.054430970376823574,0.02385427647698042,-0.026872708980094303,-0.06851787146513195,-0.009029695088798483,0.0018229598287366464,0.07695420436498657,0.02109271025427146,0.013983464577226837,0.03735247922422705,0.06523674230549802,-0.012774979443374532,0.010592543856960002
SEMA4G,0.014559732682287215,0.023552889593799115,0.015118873128938845,0.03561744221417941,0.08584828581709092,-0.019671015856669197,0.029702979067370554,-0.027627973965558862,0.012059169569663042,0.028280191784947794,0.03547412384968244,0.007476365423456614,0.03470116092681633,0.02714599488222112,-0.032280593542630506,-0.009478790218032475
SEMA3B,-0.0033130681709954888,0.049968139172962146,-0.022900415339559773,-0.025822948939989487,0.018337161134525486,-0.053123131751023574,0.010783432430116972,-0.014312188691585247,-0.14079896328053615,-0.028393390529163398,-0.015292504063165633,0.0797294623448061,0.01320091378540905,-0.06615752068585737,0.007906688921051886,0.1592881669611258
RPH3A,0.0358181322910527,-0.016346881969996226,0.03833440223626367,0.099348060598856,0.035873757916862745,0.05432906552866085,-0.014022416698159571,0.012796249285846212,0.14979003919286396,0.03181169585833259,0.033611381355436475,0.07255098279304038,0.011794946586539729,0.015900432768435977,-0.017067018933875282,0.02170080954310887
JAG2,0.050937394148100335,-0.01663275335424479,-0.05898594062335182,0.0701235748397747,-0.013427526382596837,-0.03610088797851305,-0.01479495683389384,-0.03921827854607353,0.10148853325731869,0.0021567292031704965,0.015698519266787586,0.06690980371131504,0.03965005213758588,-0.01800544619877532,-0.048827079897605694,-0.09628362567427273
CGN,-0.029699944880497854,0.0074650385722633515,-0.0011206941222939026,0.00750223805338893,-0.01962186364622025,-0.02642916140469451,-0.03352788429610728,-0.02142793034928319,-0.023151886764047093,0.02617936309416701,0.0845711040571115,-0.018969572306840474,0.15617729690104068,-0.0470828820902649,0.11696784638443695,0.13003176872576214
GDF15,-0.004599064180392018,0.04261964160993908,0.0382356352953358,-0.04816423135705457,-0.025316016957727228,-0.06682766122991786,-0.00884391490474894,,-0.06929233345657018,-0.07960549874860869,0.03548689748828473,0.027710552424126792,0.04019421339909141,-0.06875602156791018,0.02908540982471988,
SEMA4F,-0.02385576937845472,-0.00954636683112484,0.012939186533869858,0.02364718674982208,0.05299065422051432,0.07995280055466727,-0.021512538372232003,-0.020884684165743458,0.04905530750650685,0.08450770253242337,0.02566643751368592,-0.04628031167515406,0.06483466207328603,-0.021351485604384768,0.013619796286759776,-0.021741925338573942
NXPH1,0.06451030528934872,-0.027924943316663377,-0.020704650340191578,0.09789783461685828,0.03622969042077957,-0.009027409336584222,0.007921314615762544,-0.014575085149526157,0.16440852889839933,0.059327849385568815,-0.053724090222309645,-0.056871408344575644,-0.017690321203990344,-0.07681139072231721,0.04914388122761162,-0.047011557307200684
ARF1,-0.035404600530890194,-0.02897337891050769,0.07271038533183977,-0.022186651122413362,0.014760022574534218,0.06009632570216636,-0.04413545793951772,-0.016536384166392974,0.15602331384250404,0.021862830332098702,0.04925130529573473,-0.011189404912674875,-0.005273392930977248,-0.0041299071194633285,0.007454199218053454,0.0067661762872414
DSC3,-0.019470119427656286,,,,,,,,,,,,,,,
EBI3,0.0077209941466195205,-0.006097669312442142,0.004943161704702976,-0.019560312614510814,0.011543601799129131,0.039132038480523205,0.005651426060134997,0.007821064723931435,-0.09198022337210841,0.023810203308201848,-0.053380075101741586,0.0402439285980065,-0.0044708381545387815,-0.06667323959393126,0.043181679664433474,-0.025856805496383795
TIMP1,-0.054679064096047295,-0.0250723062625927,0.01992637587772815,-0.09151138746375405,-0.035440052330815944,-0.00956664265646983,-0.05800331291140384,0.006956113889537898,-0.11851015389817797,-0.09919948969116142,0.020478668794709585,-0.09593445017897309,-0.07308203898335178,0.05389012370887579,-0.03179778522458119,0.09170572989651905
SEMA3C,-0.016595192153898382,-0.018636423668165925,0.007793716268737007,-0.06319460538142094,-0.02753062587001479,0.022070349909036252,-0.023626981884173486,0.010406972273430298,-0.06468176844441206,0.10402727047897437,-0.027177443806174238,0.058763773744004676,0.040244775147065405,-0.049619307840261535,-0.009890342340678298,0.1016226580196392
GAS6,0.024991416399803075,-0.028083770509509335,0.025780934149297424,0.0232944618211972,0.06828220409846439,-0.03630868232944151,-0.027652279657147828,-0.0025088112489901502,0.009966577205185817,-0.07880875460625379,0.00811590946459046,-0.02052970275616105,0.022553797898983617,-0.060045547728255655,-0.035006545801670216,0.060521811279706496
MEPE,0.00811482624654552,,-0.031133692183100015,0.10133447575712055,0.1178229994054674,-0.021490527350848564,-0.002755283762856709,-0.031296984799881,0.1491902430737341,0.05795278993909878,,,0.05819499805911453,,-0.021254006487757413,-0.04760830490641091
SERPINE1,-0.0944678798623774,0.011330196841977362,0.06431013765854697,-0.041662486832950534,0.017530769758370635,0.08399519473761786,-0.07341824379526447,0.010103893619321092,-0.03364179085423372,-0.10342717390159274,0.0466668096946918,0.03263476930177172,-0.02513450277775103,-0.07551130009852908,-0.03752538017324903,-0.005945074969370689
RSPO2,0.020513897214480565,-0.025110364877073733,-0.020851633107554775,0.10010775928179143,0.020370583490852478,0.024236592699020773,-0.0061954390753950405,-0.016255121548644967,0.09331263483751633,0.19082184453523338,,0.026598737048165514,0.01888959418706952,0.060134714629601696,0.0432676130896609,-0.0344407618575161
SHBG,-0.025219559937059457,-0.02419766346266546,-0.03336489015432455,0.007895636411348694,0.022166745695620365,-0.025344852942433677,0.015113141752509846,0.0359514959366399,0.06258324601382434,-0.01621918650950067,-0.016956741290316026,-0.02610733320737777,-0.02768617302156966,,0.05148224652899971,
LGALS3BP,0.007999165222193185,-0.01991148730070549,0.017218475343450942,-0.10635694144852148,0.009664713580140503,-0.08430779193785057,0.013748059434188248,-0.013087039226426333,-0.12673833210298244,-0.0030601951046617705,-0.08741281235682827,-0.0681445300754306,-0.039337565711583714,-0.08759288347096757,0.007136353002180515,0.028256281574682476
LAMB1,0.002039955271483878,0.001892622648962733,0.012689498401442267,-0.01539332791247345,-0.021960629481211528,-0.06085518829906125,-0.004882798184463642,-0.06291913281492746,0.04741881041492072,-0.06614212058300192,0.022402764809641575,-0.03704455998211433,-0.029049474267371353,-0.07544126848180925,0.040865761595448004,0.08703906803513736
SPTBN2,0.0716222874619642,0.017768949869452908,0.05840860800858208,0.0075274607007495675,-0.010770661378182793,0.06014722410411187,0.028834986751409206,-0.05036549814008455,0.15352176875045564,0.16408947199122567,-0.06987256406920912,-0.013647489552637605,-0.04273470304827712,0.032112401910888946,0.01400474724760447,-0.03973856434385229
COL1A2,-0.03522969003663556,0.019894250771011427,0.010266735574572609,-0.038047885767353753,-0.029469807778946977,-0.04406662666445069,-0.05598277870237784,-0.012666560783822603,-0.03353295013385904,-0.07229719380483622,-0.029393384304378187,-0.004025992137687183,-0.08522457676850051,0.0028456498170168166,0.027227047642304086,-0.09215537379024578
DEFB1,,-0.014199506383553377,,-0.013196014555646432,,,-0.018519660316308056,,,,,,,,-0.030499730409046563,
CEACAM16,,,,,,,,,,0.015544467731898624,,,,,,
SCT,,,,,,,-5.592197413298751e-06,,,,,,,,,
WNT11,-0.027907004289133907,,-0.006467015137655679,,,-0.02048508363558393,,0.04589646805694338,,,,,0.058816621117329076,,-0.027381722761765842,
LGALS1,-0.04759317972846106,0.007390276564917099,0.04443746065222863,-0.00874759144754341,-0.050078185919945624,-0.08796454653971426,-0.04099112933060266,-0.018677071609630835,-0.1356903040860558,-0.03499126752612227,0.05818977522709897,-0.0013590581603479157,-0.022194194518611765,0.006660414498974578,-0.017896076512024777,0.0052446362300665504
BCAN,0.06847706927432555,0.06092283992362432,-0.09097947940169494,0.0028376807140977414,0.043859747908567816,-0.10142009356186735,0.06650226282350495,0.04144435359464023,0.14013955136487785,-0.12975013681174485,0.041430931101885296,-0.07773643590711239,-0.020956549927075054,-0.11681268189498022,0.08527286707576719,0.01687901365332766
ANOS1,0.012781727475296363,-0.0046079626184858235,-0.042165969550422906,-0.025480091967225817,-0.0075179537554926935,-0.0005844214736015618,-0.025496315479483986,0.0008858418594059592,0.004408885208042387,-0.08398640352960908,0.016588943133570636,-0.03503713118640927,0.034252936862105746,0.10295196301049281,0.04643663517730202,-0.03527006461248051
EDA,-0.02043061840745896,0.01418237687886901,0.029353429785510813,-0.014498285281691921,0.018402228785170692,-0.02449326391226424,-0.026671563229810315,0.040699509243445335,-0.036748533932146235,-0.02606222443880932,0.021183926094188097,0.051450295072607614,0.06325551386257931,-0.04663002942157127,-0.017117949474138843,0.055567817313287964
FGF22,0.03272222771188281,-0.019552500288476955,,-0.019145883438588484,-0.002486218477212684,-0.018777274581318698,,-0.00264797257439934,0.06193476732094187,0.023010429283485855,0.051980799882461654,-0.03227062409719879,0.020245563861246943,-0.03608222395470291,-0.02389781885442017,0.11220744329032864
SHANK1,-0.0020296001816391806,-0.01584735294089016,0.07298427004719418,,0.04130625560769333,0.003977161559632915,0.020635028229857605,-0.03128109797054234,0.027497292331721858,0.13966259525931696,0.22276362098139033,,-0.015699916126030028,,-0.017339286471289236,
RAET1G,,,,,,,,,,,,,,,-0.02521727151641989,
TGFB1,-0.027436550350463985,-0.017974956584751966,0.05081646653166966,-0.024794903150650024,,-0.020191466454964727,-0.003223467965968147,0.0255532402504341,0.009811123732599902,-0.0393322570299334,0.00966450362045616,0.03606038862888301,-0.013843818805347375,-0.0026978799702743724,-0.05837888767551031,0.02677904259058728
MSTN,0.006723743102533541,0.0017844947045140957,-0.012330847128447222,-0.048372313405856085,-0.034590744906078226,-0.06809689982593235,0.003860935624473076,-0.017040675101586206,,-0.05346193053680574,0.05823395132874238,0.05577984409640181,0.05095212879647101,,-0.034098975758613294,-0.0542316338013182
WNT4,-0.018803677164647762,-0.018564716283174573,,-0.021101569772955128,0.01452867890904265,-0.0024565464686710976,0.038630267455390874,0.07832774160638117,0.018724156269097295,-0.02250049998332031,-0.027217195822158927,-0.023248638724035833,0.05854496190028592,,0.07249646167201887,0.0816987872937854
TNFSF4,-0.018487517512294847,-0.023253405643891653,0.04514822847650062,-0.01239665397511136,-0.015888249859796085,-0.033795220132267025,-0.02477658280477981,0.0013827354018242188,-0.050046310792501165,0.005776587428651763,-0.026188492368848244,0.09865110601330802,-0.021330373581907855,,0.06290688866289063,0.128933828837797
NTN1,-0.004552072826356518,0.016380335048608603,0.011377394639923674,0.017411472195193768,0.012855864317276774,-0.08065441284975683,-0.05819139938352649,-0.019053623897609066,-0.0012441484409702274,-0.020462504522858426,0.059349140087087464,-0.06857487791939257,0.018760214864147848,-0.054300595999122465,0.04587818116303109,0.10808187175918224
