,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8811Abulk,ZH881T1,ZH916bulk
CCL17,,,,-0.0017505446480084689,,,,0.023338285828500314,0.0039106581212005696,,-0.015797576019551385,,
VEGFD,0.01596609528736168,0.06278413325654145,,0.009206761595570724,0.013529473513665555,,-0.02184370937943399,-0.015513199125871216,0.013548690855134294,0.11030423204766164,,,
TNFSF13,,,,-0.012324306168831156,,0.08213920954622238,,,,,-0.030313175549197196,0.00394778204369225,-0.035429683206543085
WNT5A,-0.05449086690174963,0.004438496171197857,0.017816453520388357,0.021097631022933595,-0.02490698730443096,0.12301796827061945,-0.0999853933831679,-0.009698157692317246,-0.024833577133783386,0.02742301926219175,-0.015336312213322456,-0.03569647529295865,-0.004988412283078461
CXCL8,-0.08397264546543215,0.030548429640515445,-0.016505629497205184,-0.03918608552754782,-0.0819559009673647,0.026662462666719334,-0.03262110327184571,-0.03750072645117404,0.005806329580012039,-0.05469140146344783,-0.04478074874296183,-0.01846680936376132,-0.04672754719919936
GRN,-0.06846850769454377,-0.03632938470702618,0.05279035337427367,-0.03966461535356805,-0.03478255861977399,0.023185424206430903,-0.11285765906844404,0.00015501133951702646,-0.051301002347477136,-0.11064957545875473,0.038635201189374885,-0.07133996921379984,0.03538128427968334
MIA,-0.023758418356972493,-0.03296628845261808,-0.0018442928546761278,0.022292622307239676,0.007147739975952697,0.1333972496588415,-0.03724691380240311,0.011666225662457041,-0.015741641937337774,,0.00782031618888811,-0.04878796098933244,0.002651936760019124
COL4A4,-0.027469143672571285,-0.04217817065440876,0.0617853703278779,-0.01650160135823367,-0.059644553299800514,0.049148168924976546,-0.012848900061569267,-0.015201826028453276,0.03653179324715996,,-0.01062562911806117,0.07465649145768051,-0.01350396975566374
TAC1,0.03611695023047,-0.008628069410541369,0.15500145252190825,0.12358532862365494,0.09975923774840086,-0.07119338413991569,0.10821710324417784,0.06830189056244895,0.011767840499590683,0.12035027458800315,,0.03031049257476499,0.10002520132195837
RARRES2,0.017407165182294446,0.06681718480485403,-0.01852114078048117,-0.01901152134936848,-0.09139265026508306,0.02313439902972774,-0.11128011386970825,0.0106852472339121,0.03815534502523004,-0.024069244904995183,0.03698086359376508,0.02697621298326921,-0.03574696916786129
FGF7,0.021046983733579026,0.09292782670094955,-0.017391524184868074,0.035426352897287364,0.05551856155929515,0.03024296054186189,-0.03661740882364251,-0.017677079600987106,0.016282376458760923,-0.005593993931065135,-0.04634352732994532,0.024056789074899217,0.0008238432893552305
HBEGF,0.010222867367867585,0.06528363455847319,0.04818691042888462,-0.008597535370394992,-0.02296234617755406,0.06861987730485512,0.018127583898491693,-0.033776287709431536,-0.038865714624251375,-0.10279410064488,0.04408938536018356,-0.018708828916937096,0.008030011652372571
CSF3,-0.027469121925168188,,-0.025663984469433198,-0.021295991559761526,0.0447590324911367,,-0.013593888954524439,,,,0.02438732342222314,-0.040825847649937554,-0.0416526028801782
PI3,-0.03254127114283416,,-0.03943839322912654,-0.019830211434284584,-0.02191799908504939,,-0.015306898382708205,,,,-0.02042017889476887,-0.017477454993942074,-0.0177610024712692
PCSK1N,0.1498484513040882,-0.043309783759166644,-0.006100736399371255,0.02615987897399177,-0.008224853971772342,-0.10316399971370561,0.09476352857853203,0.014647258609276643,-0.018061325244199573,0.16836512808166176,0.03733704953576344,0.0757911236271732,0.09492272190964406
NTS,,,,,-0.00036212214892459443,0.005694440910584167,-0.016708524752565762,-0.017366319138439,-0.025651499050730046,-0.021609063231908473,-0.024751945202376256,0.14915971239645118,
SFRP1,0.06417674465662353,-0.02965699016439652,,0.0603542772893802,0.03966969404638473,0.1165974441275416,0.056015868581506555,-0.013577090597394034,-0.031837898341360124,-0.05153618183446808,0.05271433368218601,0.025674586509668872,0.008634374558085531
CXCL13,,0.02752423036984247,-0.018635089359110988,,0.007778688724591126,,,,,,0.01430861688300468,0.06626849792089412,-0.0032133103595106244
MICA,-0.036737542051735274,0.03268971649181755,0.004858998426955397,-0.011470448313690847,0.02591335193911615,0.01834201022444863,-0.047903152591750424,-0.021546559250582843,-0.03160838422106922,0.019353267395016666,0.046447856253509986,-0.03661257425471295,-0.004216645875061469
TG,-0.021897274569855123,0.002453046980741109,,-0.01682376775514867,0.00028734543963858627,0.007893586574615056,0.031249614973930254,0.003976876683815807,-0.02304094853767101,,-0.020991028909618965,-0.033600299969586016,0.0312584064304243
ADA,-0.03238249181638268,0.030496308337568164,-0.0071891017664494255,0.003832363392420314,0.030637107128692706,0.032584777627768215,-0.0843260274874765,0.006177442549574513,-0.02181882969950949,-0.07903894257887226,0.05296711080477372,-0.02665373647216248,-0.04889985707262428
LAMC3,0.046076016027190574,0.04816330282047927,0.06978577003395246,0.02245443030751975,0.041717216787047345,0.08659974805813118,-0.07176248361948498,0.07223563827948393,0.017085174591338126,-0.038319932923442226,0.0005377644750872145,-0.050447647527371665,0.02196381638003108
CCL7,,,,-0.012163557207145709,-0.019729594484187412,,,,,,0.08542904447658937,,-0.025868736270887597
NGF,0.128890215397678,,,0.0037978000020910986,-0.033804245495687335,-0.03938126099746502,,,,0.080011726903448,-0.02734495301188322,-0.005121579631347469,0.06139838198193197
TNFSF15,-0.019578417950663837,,,0.02919070283152707,-0.007995834434599102,0.05327837684303525,,,,,0.12881162861437687,0.0480612960646457,0.0008643366785153666
HMGB1,0.04329013545310705,0.06612469305567326,0.014671501843821277,0.025137238232094596,-0.010709126251140427,0.12639686971166728,-0.06573515305024256,0.002086043810145385,-0.013613828869173646,-0.03374679537495937,-0.013307998911710722,0.020049528689490437,0.035745481502023696
ITGB3BP,-0.11951767677795387,0.0323677310063103,-0.0035834705632422107,0.03568353386132845,-0.036043297930347114,0.10321588446668258,-0.09053976010434178,0.008228025069145599,-0.03792701831511653,-3.206417136949253e-05,-0.04018592039887367,-0.03293274563200791,-0.06179785514158028
AANAT,-0.028365140160185078,,,0.011072285180561041,-0.021128260650992055,,-0.012262055713724103,-0.013192240093214668,0.018342209379579495,-0.02031571077727321,-0.020771344112487728,,-0.025433028017264287
RELN,-0.006780509810668545,-0.02104053391507707,-0.028901567778934555,0.019249908484077094,0.04263656753599839,-0.024886342048978254,0.11997459533710984,0.10206017255808225,-0.03602820222345538,-0.02541656813077245,,0.020674899389319566,0.14333099792163062
IL15,-0.027830383165684175,-0.0004743076643238046,,-0.0427773045846103,-0.002532500376911318,0.03711211224759098,-0.031984438037685095,-0.0028056171340626905,-0.003591476463759187,0.052024994296349866,0.05967623213299938,-0.0031068205870067415,-0.0263716592805862
UTS2,,,,,,,-0.04044816000187419,,,,0.0791440798931764,,
BSG,-0.06562743484308192,0.025149860561732244,-0.012761901383561737,0.019099541279193426,-0.023850298044723918,0.07957008586874585,0.03759817407611276,0.00651422053362339,-0.010915657531412427,0.11843539936071194,0.009743718440248225,-0.08430908529031471,0.02514254389243181
ADAMTS3,-0.026540791708465353,0.036592634205040685,,-0.04241052400873387,-0.0013668727475478382,0.03154854186572071,-0.08394379058165614,0.025041061366172596,-0.04763883212067263,-0.0326222578405727,0.03543240063504028,0.008297561704422182,0.04350792165934336
CD34,0.08959640057691004,0.04197966182518424,0.1349828311650446,0.03568795366333743,0.04300906812710628,0.07837016551192448,-0.03798071088839961,-0.02202083738874795,0.078546084658255,-0.0613706154364715,-0.02200232785451011,-0.0483789951761172,0.024409236228561195
CCL23,,,,,,,-0.01395227292898868,,,,,,
PLAT,-0.07490589204416093,0.0507708766273825,0.0597186523972171,0.02387347904672435,-0.038678360735203685,0.082514514930908,-0.053946010985494196,-0.02481879987785431,-0.018362805259834778,0.07479565916523902,0.021981607001749122,-0.07040905613776052,0.04496984844884978
NTF3,,,,,,,,,-0.0007085980191788686,,-0.016336455191273414,0.04874373762576686,
LTA,,0.03813985539457739,,-0.015589709939022194,,,,0.0738759491413681,,,,,
CKLF,0.0009190547314679693,0.0763676416396126,0.04188749677762725,0.07073070448997408,0.024905477216143872,0.11789849144512249,-0.11291147341232788,0.00870871765885854,-0.045613555546786214,-0.10551121655159948,-0.010555599878172645,0.035544811678506164,-0.04223155429561921
CD24,-0.054844285193332204,0.06833542606331483,0.04517892298062461,-0.04864795357875654,0.026473326393433028,0.08653831165418442,-0.03909608488559799,-0.007504715742437795,0.005580574767377735,0.06794825172732909,-0.035707004230427615,0.11895672398163872,0.01342534691793393
HSP90AA1,0.09265278256466332,0.05761241089064923,-0.024249867661411063,0.04088268570790976,0.09862804649797266,-0.10528763293909621,0.1249959845998252,-0.02194442050156995,0.016989147626133006,0.14140322518198833,-0.04033672751149337,0.002300968431185659,0.04705879250669161
BMP4,0.03497330007105482,0.034186514841600686,0.09226052603699551,-0.0037878197181133275,-0.02318132975286126,0.14672241559142907,0.032484228960050474,0.03655640856406716,0.06542303844991573,-0.032403999517830545,0.005774122764418767,-0.02116434659801008,-0.062163986884656915
SCGB3A1,,,-0.008418319527110562,,-0.025161150159955615,0.0007487821864689521,,,-0.022403341797113622,-0.03576133627902293,0.09992622257388617,-0.030395781445986533,0.06620722353345818
IGFBP4,-0.030429073770651117,0.04595859456517844,0.05991632338731463,-0.00879326142411765,-0.019278814839590992,0.07646043304494758,-0.04562848004386032,0.010706547771267939,0.004991380808168739,-0.04272992624746134,0.003361038546813495,-0.09259719393250163,0.07605904819767008
RSPO4,-0.019332766358090125,-0.0001530925532446204,,-0.010871077304375705,0.008461417595385283,,,0.0972798736851267,0.0024171894751290296,,,0.02839667096491306,0.061919747554681104
LEFTY2,0.038819689087443675,-0.00448504204401604,0.03120254379449404,-0.02578951389925002,0.004521327453380413,0.06851626388183919,-0.06912683989311791,-0.03639125978482754,-0.02456553468615979,-0.021609077460042873,-0.02009902821174332,-0.040378916953593316,-0.04411357110874031
PF4,,-0.0004893359390711369,,-0.01061246402686868,,,,,,,,,-0.02512227771383759
ANGPTL2,-0.012115595618202737,0.04878832973024401,0.03708178507787625,0.011855897709101912,-0.04945845530187143,0.12319522607451797,-0.05536023820027214,-0.0035342089562282997,-0.01187899824216919,-0.08310581921070956,0.029609298893031773,-0.07567256319051033,-0.01099033449200369
LRIG2,-0.05177964566599155,0.023286724038219735,-0.02900933444944254,0.05016839790658914,0.05075803256828204,0.11388041347269058,0.029640283201328773,-0.02534631921871553,-0.04672953864321847,0.034487652636151944,0.03516735545961791,-0.006388369974937485,0.021444715463172687
ICOSLG,-0.05387746727574412,-0.009031203044431522,-0.015380925309204622,-0.021359207244190867,-0.016867046213622963,0.07674691604958768,-0.0774571433672238,-0.03600195991459709,-0.027802250038743464,-0.08048063336417567,0.02659061269200369,-0.05060444332442138,-0.054658802612667055
WIF1,0.18375615750109375,,0.12519953200459757,,0.026403041722046747,-0.08182369624061261,0.08614041192353686,0.1571516288231012,-0.020821861771870887,0.14103518839214096,,-0.03296022153945735,0.04913164907041079
NPPC,0.02675725687251364,,0.028806189770625754,0.18029705511301125,0.038754338905104685,-0.03911106426828306,-0.019914889971564143,-0.00971384445509876,0.03571871506796197,0.09617119662936172,0.05193487952519462,0.06722495375722803,0.05360047746566514
LYZ,-0.08148012534502044,0.03319884428417513,0.002057247665081121,-0.05861815126750687,-0.041753219431229525,0.046672202792447715,-0.037650465849709575,-0.011152280434682253,0.03732863616271132,-0.1684579979755677,0.0606824658416885,-0.07986918001612985,-0.009070182342026443
EREG,,,-0.03459316114083463,,-0.040866251024455125,,,,,-0.022229425704968987,-0.04805991243294979,-0.026232741390570764,-0.028923183691045438
SPTAN1,0.04005171493176209,-0.019584056887242376,0.09844524323708113,0.02631599891617747,0.04768404279613221,0.01444778140291813,0.0868239693709234,-0.014907714762682229,-0.018224659642049227,0.1858892126741497,0.006763895375348371,0.050670868603211836,0.018207216700085148
PTH2,,,,,,,,,,,,0.02739676507884395,
LIPC,-0.04054725758216356,-0.022309524189375717,,-0.019071388244509387,0.07893237795349682,0.007351167260234373,-0.032071234954546855,-0.017296380237990214,,0.050607781665605735,,,-0.01211594443845027
COL8A1,-0.08906777469347527,0.008190801276426844,0.0781109696367633,-0.012615909331492335,-0.08198332707206149,0.027957744410211115,-0.04300416842743622,-0.043762530766692474,-0.01543417010615349,-0.09163884896070475,0.06851923699873594,-0.0028932022698980662,0.04349259917861902
GSTM2,0.01628928244374257,0.0533936429202349,-0.042704441515507174,0.002808526278037262,0.030876377126723805,0.0006913726648935129,-0.001697360304304443,-0.035133599392491006,-0.017662326260485497,-0.035356175452219286,-0.04062081489162384,0.031268429019380685,0.030790138671288568
SPX,-0.06318125773963679,0.002383139045998404,,-0.003041808906520304,0.06201599513494462,-0.015110624356136084,0.10751845831782475,-0.026778473851699004,0.016637072358514502,0.01788026230180509,0.10816888701678434,0.017801015777162674,0.012843373692306183
MFGE8,-0.06282146528035076,0.03717907814479303,0.020561838319964602,-0.048928927002657975,0.04362712036516165,0.028057412633427502,-0.06206557843189082,0.03175813839854168,-0.014503647148061023,0.09377502573662537,-0.08023258461717153,-0.08533965163293362,-0.023412267489093728
TGFA,-0.06556371036327335,0.1122179271687105,0.04113670483385995,0.010467574618526964,-0.015383296028984502,0.06256987703714127,-0.065696785475386,-0.04943827352452277,-0.0068441628142498,-0.06649572147190025,0.007043647166627452,-7.019715915162732e-05,-0.010896097954531204
SLIT2,0.16897184480240965,-0.06182685137839555,0.02992693911753288,0.022082034203450146,0.03201311001317095,0.02230826212215901,0.02044958061310455,0.02696291695533323,0.03450031261879188,0.08702402419865578,0.06466654313184282,0.08733498385054542,0.06165113414280193
PLTP,-0.1058406881436281,-0.03972888320924329,0.09854618444255989,-0.0770956337727616,-0.016295753328626733,0.0094842103105603,-0.06984930583987453,-0.03687707139543825,-0.020036890325303414,-0.1584219958435304,0.009696982766440506,-0.10202107488600805,-0.03462373967325531
APOD,0.10422383098103438,-0.06200501496415788,0.09020847441139664,0.05860176895059903,-0.007685428495265758,-0.09944221671485977,-0.07916410765483864,0.0294555575279394,-0.006406637998704116,-0.13282436727482366,-0.016552524785410003,-0.04906098683924682,0.020344666639170943
B2M,0.004478305136769485,-0.03458861300436476,0.05044556756983606,0.07074302550047834,-0.04455023637123701,0.039654624876766964,-0.12500169926709517,0.02246994879446163,-0.008725113993980103,-0.21465828544058965,0.048022190484117336,-0.1243010975960821,-0.01581237079155557
OMG,0.04279308004556744,0.0035187956090817494,0.06593388488091083,0.05982866489910838,0.05118952809370292,-0.051659090219968874,-0.036869601561584475,0.03363378858912993,0.0022787664258442004,-0.014160421993365245,-0.00797290610170974,0.01188808122163059,0.05783272555249863
CXCL3,-0.07562779742482033,0.05216286453684264,-0.024082329418782945,-0.022307053295809835,-0.05823455955442785,,-0.01609949299419008,-0.02831896528492393,-0.011348787327494404,-0.031293358385338615,0.013534043703691394,-0.024720239667815263,-0.014956703728602092
CXCL10,0.019844523804587212,0.016428511482000262,,0.0018860896781289283,0.003491288068250222,0.0009719378109579319,-0.08396035797651284,-0.04261919575186192,-0.019005870368948484,-0.05372643601286057,-0.024449462623763425,-0.03292995267539264,-0.04861537180470556
RSPO3,,,-0.025663985269921495,-0.012324306573554107,0.06467156998131184,0.010026171145211283,0.03836231499883611,-0.022318836142825735,-0.007244852656891619,0.08888098489533257,0.0554159448204474,0.029490507822713233,-0.0021421509861700924
CORT,-0.02167543729737316,-0.0028318391424425383,0.21140492187633667,0.08154885330828161,0.07670652907439744,0.017379430775654372,0.06539477538057133,0.0015993494185878982,0.026187578581222275,-0.044865168130712424,0.07251468075739512,0.08607411878217484,
NCAN,-0.009387669418146,0.027513618272991845,0.050763901082593474,-0.022328875761125473,0.08965203283800881,0.02561390817240626,-0.04144801353779208,-0.04132824454626265,0.05497397606099289,0.09572073661018975,-0.022136418675815943,0.02576295980456875,0.07019488926030905
PRG4,-0.029581882730220395,,0.009438521047539637,-0.01216355910265554,0.05115417708623579,,-0.01744233335064941,-0.01888476746961262,,,0.04400250606463131,-0.03548182884383502,-0.0349667879872857
ZG16B,,0.012913155695560317,,-0.014117297938760542,,,-0.018831801821834332,-0.010095674769840985,,,,,-0.021431879425974965
TGM2,-0.08317625900403224,0.0002409549182399871,0.012610682737939681,0.014293845801737648,-0.04056524056431871,0.022376507480703283,-0.09025400533967783,0.02267675821164632,-0.06634800895832818,-0.0014663734454943205,0.02550820586525963,-0.055065033677480967,-0.030545697577419338
VEGFC,-0.021225591480919844,-0.00922727137289094,-0.03816016831346582,-0.008187250349788164,-0.007372686873948906,0.02853324734681905,0.0462014278833734,0.025406054169660925,-0.02716433259472322,0.07977108840219498,0.041251533377268675,-0.008115699729236672,-0.04191579858472094
WNT6,-0.026919704678804297,0.01702300093219338,-0.05860056784821445,-0.016823768453680433,-0.02773806208516383,-0.03489914867197652,-0.01715225087564234,-0.02246756411148555,,,0.05124703892554985,0.050578347858057385,-0.022145561474842507
NRG4,0.008606986842762192,,-0.01923653653847763,-0.014803607860563053,-0.0033075424440251575,0.07091754017868672,-0.021725532699539342,-0.01939542586815596,-0.02866329514978709,0.050170797758204294,,0.03034545809686349,-0.0016159790274454821
PMCH,,,,-0.020511840910461907,,,,-0.01477727166947297,,,0.1070075923893502,-0.026957705850686447,0.0181369463828688
COL9A1,0.009598343499381655,-0.0009266105118074232,-0.013761447989576854,-0.015461287958282815,-0.04104713133748281,0.16547476205733172,-0.003774687274035107,0.014244223613592831,0.06295699199491973,-0.021921264240009883,-0.038398718671992314,0.00892748789631454,-0.0038611782996812996
GDF11,0.052374688617094746,-0.005156385830470891,-0.009290913382223572,0.03822930445685231,0.009478300482039115,0.09869263423517995,-0.029498428803887897,-0.026513173011499542,0.027975801831105738,-0.0021472637197150067,0.0053224695372238095,-0.0034448668423148325,-0.014618055767190177
IL24,,,,,,,,,,,-0.017943003255165447,,-0.00929449044501251
SORBS1,0.013728278594020578,-0.07291265059354987,0.010456681387411324,-0.003078414121035966,0.012689369133559232,-0.03283248984049197,-0.04908341701943183,0.024650385665131395,-0.0696757117343346,-0.06815059598914534,0.04425586581110443,-0.021508532841926487,0.019356633450904447
DLL1,0.012892434913090658,0.08973098373771064,0.029408546072107224,0.025227379881028668,0.0616941012234208,0.10032412516894403,0.033534667682264076,0.050912907012765046,-0.024311757257571523,-0.05098303498159817,0.02363452059611339,-0.02833759164183969,-0.0299072419528966
TLN1,-0.11176011125852058,0.06527845218823351,0.046834159091419345,-0.03602948699580441,-0.07663408651971725,0.1279503370472496,-0.13071759650618908,-0.0469290725073236,-0.015804242925770273,-0.06610842423008732,0.016789105669335253,-0.11993683304203838,-0.036953209717895216
COL2A1,-0.020534285646634485,,,,-0.017979701265194034,0.16666533288022395,-0.016099498473025973,,,,0.05632513287177952,0.032925909159136714,-0.03000469099421752
SHH,,,,-0.012639934994576052,-0.04557975917962456,0.06983797420216317,0.1090972645669825,0.029811507627608997,-0.025723031849188418,,-0.05490074091627159,-0.034455950532549136,-0.01707739488282711
PON2,-0.03318647746874054,-0.08519192573148465,0.057050413527375214,0.06101781382782361,-0.020556684887618786,-0.02757604346141068,-0.11014973157731288,-0.03487176994159868,0.04007297800417228,-0.04458865907539865,0.00526868447208089,-0.08882959287654488,-0.001559749474492385
ICAM5,0.1939972477198463,-0.027787855837371863,-0.008283537740025722,0.0842609848669611,0.07179268860662197,-0.037588925282579365,0.12264216347400933,0.039418358990477895,0.01950920083826263,0.0560886562430672,0.04675201660624524,0.025412162369043506,0.027008180670752377
HPX,-0.03269952144026878,,-0.025663992016897237,-0.030754681410301982,-0.018950777422655635,0.05248188810245605,0.045304790895677856,-0.019812136027392117,-0.009350414161316425,,0.05449128179702853,-0.02114035269535464,0.05961181351470814
SFRP2,0.10460835149447811,,,-0.014395516170832425,,-0.040116880137660293,-0.012848896278035038,-0.01651211980932301,0.023574742655593842,-0.04791807382216025,0.025895876900185157,-0.022260767406863516,0.017064363769071632
CFC1,,,,,,0.02618123102416575,,-0.012705502824057613,,0.09459063510219255,,,-0.012406756745600567
CD70,,,,0.06141250068997201,,,,-0.023700211373032985,,,0.09436436080808124,-0.05086250560625949,-0.021660455437836384
HP,0.03306714834098526,,0.028080149538604757,0.06626886394526457,-0.030067732149908006,,-0.05426310612252381,0.04497952233621483,-0.012832220376402735,-0.05152517335988281,0.04472418236333108,-0.01796349047311105,0.03865162627277037
CXCL2,-0.021406530466872246,0.025850434710726258,-0.011988243337852002,-0.015503360525164907,-0.02950885674075395,0.04346198640003404,-0.03635362115911385,-0.05848674054952313,0.014502472480248135,0.07383963335387476,0.016682067793742,0.016063948228041917,-0.10160060848180602
NPPB,,,-0.01704459727076335,-0.04502639743261753,,,,-0.011125454988874307,,,-0.008113626300536091,0.010323892847873387,
CCK,0.14831777135142876,-0.095237988877987,0.1410395568754733,0.10544568043435364,0.1358723001217809,-0.10986237819693832,0.13211367737728538,0.016723040920406343,0.03500025222355471,0.19467647436504693,-0.015900531539931363,0.0776685625338207,0.05316366484715935
SEMA6A,-0.09554681071992732,0.07920529793703325,0.021325705730519565,-0.0415621364671681,0.010364249894532317,0.08826170113347707,-0.10590853708534477,-0.005896159683394327,0.04567813249048118,-0.12078365487414282,-0.00329304289120929,-0.004560378311069831,0.07398969952495567
IRAK4,-0.06851684505761735,0.00013157671423974824,0.04276868358834034,-0.021190890567335946,0.027924638411399312,0.0527499284730925,-0.06938641057719434,-0.003325849816700238,0.007320918275903592,-0.07703718753201003,0.02797066077995527,-0.0072433159386217855,-0.02579774731354686
GSTP1,-0.01826721215362378,0.050888380486852396,-0.029344578386038916,0.04157057935437454,-0.035366218874501316,0.047028584888591525,-0.10257943860003065,0.008298787990657723,0.020787612260295407,-0.19348949173001803,-0.011690610318507568,-0.00020265675323631987,-0.022841861680351724
VCAM1,-0.11955644689911248,-0.009542402227937724,0.007465048662965525,-0.005550221988692428,-0.09839012300933125,0.013479290058303615,-0.09355623401617315,0.03467790656151774,0.014541569745086205,-0.02459509490956788,0.04658020797432194,-0.0343675284973014,0.02715728514411973
NXPH3,-0.029757162872015436,-0.013402797593164296,-0.03766696010775964,0.002120456609324398,-0.0041978082421062,0.09480283791933113,-0.026343954104183838,-0.04674287294390951,-0.0355715692955693,0.023694461365102337,-0.0032518932227104053,-0.004557231765944435,-0.03537086295966938
MTMR4,-0.008529362296442453,0.024526477465544833,-0.011213223566189139,0.014798027818457456,-0.0035860435905433015,-0.03812847275110617,-0.027577218020643723,0.040124943120900654,0.0043060323016157875,0.10332282013182781,-0.023180095495551185,-0.0007061461403144297,-0.034930234560127824
LAMC2,-0.01832011339046278,,,-0.028252473857573034,,-0.004710124325239347,,-0.014005706628671559,,,-0.02205928569618295,-0.026166658332134454,-0.0003124620968417842
IL10,-0.02906549875145822,0.003841711319925044,-0.02678120387197346,-0.031740706673912066,-0.04204993074569699,,-0.021126136625229736,0.006417620859638765,,-0.0502068361091015,0.010583595503269847,-0.03790800684409778,-0.046486331576604166
SEMA4D,0.17275812439662316,0.09045303836634912,0.022234007958438624,0.005751431812347247,0.033948042176622645,-0.023889141214776272,-0.009114735019466642,0.03347177364508136,-0.047826822178050406,-0.12177134810795226,0.03595598423895605,0.007346273096590501,0.10550210939443823
TRH,-0.03575101750280816,,-0.019820877628073354,-0.019797437587614118,-0.01769338920160251,0.01745060792130315,-0.03335358554513231,-0.028841636053411262,,-0.020547190395501094,0.012437509698336131,0.0007581538555030511,0.01554510630766496
SEMA6D,0.06296618618230868,0.0451325636526388,0.00810375967984463,0.02362311858520962,0.0745494993877578,0.08707019615424154,-0.018984833904029923,-0.017066565363205288,0.00313747738645282,0.0411370894680085,-0.017738447809032592,0.0936471908424985,-0.024239364342631808
CEL,,,0.07368068413951044,,0.006183071925727878,,,,,,0.004910334942398658,0.011651799020466789,0.07367448705630739
PDCD1LG2,0.026269593126962445,-0.029120104420795493,-0.026781189994191608,0.07056205271960701,0.028755985065661377,-0.03357985713359071,-0.03856251895524699,-0.014699354644422532,0.02008963731958355,-0.05090786505502807,-0.005789314445564821,-0.05188496886285125,-0.039187869848735984
SPINT1,0.07481616193233138,0.050877036527597216,0.01430802086314145,-0.018910527080808193,0.04321904723672597,0.03282285471442166,-0.04015008785351504,0.02298883044467253,-0.036611985616604364,-0.03453416936143839,0.05507632562967389,0.05900663047256966,-0.06687083712449822
CTHRC1,-0.017884249032651917,-0.012464735385532347,-0.023288063939778003,-0.02161208424262,-0.015426019774333197,0.11588589145374362,-0.07290632380514865,-0.06336461096227591,-0.02098024594066465,-0.011908688977014545,0.027153546265619048,-0.007995444368235079,-0.020209318108281325
PODXL,0.10906404378872266,-0.00957771657170858,0.009740924462827072,-0.00430120672988023,-0.04988398151858587,0.07249309615780236,-0.07744671129018858,-0.045786940775071325,0.017111330481834636,0.06878080566119876,0.06571951311920624,0.04950242993671877,0.041274739154737686
