,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CEACAM1,0.0019827475256590883,,-0.02360561864370507,0.00569962087133488,0.02956118446734256,,0.0049651498223382586,0.0049414597066564595,,,,,-0.04178462440228781,-0.03236424212630426,-0.028567691742599537,-0.0333122652705817,-0.03881656416396966,-0.028778240511770855,,-0.032223553918840644,
PDAP1,5.615027400149555e-05,0.0005539652589217955,-0.021281946288757122,-0.010497679663322525,-0.029149956596600978,0.03956481509821984,0.11221088508039796,-0.009845173009738311,0.00027755434000575777,-0.001447013924819813,0.0013906030970183938,-0.011816937813087965,-0.025757651119452447,0.10762548178331388,0.020712303993523036,0.0003761589770696576,-0.017677411721692644,0.025418235888470288,0.016136325417575155,0.012378270634037238,0.009829497333066104
QDPR,0.036280514949102026,-0.07936647825062008,-0.02967412171273246,-0.02710624127993329,0.03321854793387811,0.009049427817004076,-0.054275138198783164,0.016981688705700985,-0.016630078309902426,0.058073720072355735,-0.012192618478446798,0.030330695174408343,-0.046110537331988825,0.08409345414582596,-0.03474284277954745,0.05760246395721821,0.005664010097864095,-0.05145763877480961,-0.09294573506344904,-0.02730095060549,-0.05807257303520438
POMC,0.019196374706530007,-0.037522772775315495,-0.0065969356998498005,-0.008086299244498545,0.014726422865314365,0.04256847516841094,0.022263495726926503,-0.019615509855929216,0.04306892718242424,0.01128560077790226,0.052695668063440754,0.021880115588183605,0.10325445975002855,-0.05078511239568363,-0.05701625063589763,-0.04461045948561621,-0.03398156377021568,-0.047077421005518,,-0.0068197652373146326,0.13054948998029145
CCL18,,0.06559905852039807,0.030135000650160053,,,,,,,0.10895824962541885,,,0.09123457404544698,,-0.020254963143411644,0.014131605437722747,,-0.05486581595328886,,,
CCL17,,,,0.022841795677875282,,,,-0.021084132287758107,-0.03107088261496357,,0.04951769348360798,,,,,0.013370059093287874,-0.03453626746239129,,,-0.020991818488731245,
VEGFD,,-0.009283809753024211,-0.005564779010491117,0.013344875365627775,-0.02516215216303194,,0.01974745465139104,-0.00949184073748584,-0.022790868151481243,-0.025978651361222994,-0.016458296266898105,,-0.040364394410261815,-0.04399847794628136,,,-0.03642510257739654,,,,
TNFSF13,,,-0.022229643508157825,0.08413307518629512,,0.04812623641641518,,,,,,,,,,0.06152464675166139,-0.03703568051588647,0.015360451780553883,,0.026988749031821368,-0.024378932857444
WNT5A,-0.04194053836211474,0.0645141644961227,0.01674421573780416,0.009288049299128433,0.061741405756366996,-0.020133190541785393,0.07466263242658606,-0.00852128597921913,-3.416855823073586e-05,-0.07264205839682367,0.01309639086234655,-0.012389176502746067,0.17313834321380114,-0.028917402526670598,0.08669786241866802,0.10687931929523932,0.02242693243074466,0.010385280906254428,-0.04083290329586662,0.0033009936681447027,-0.0032375284381281504
CXCL8,,0.05245706922109213,0.053704903514367776,-0.058772816562991735,-0.08227037667241464,0.0252636875427317,0.06099210630092527,0.07359855221409232,-0.00791972438002361,0.08442090737581419,-0.007428621747648333,,0.02567658870134066,0.08341423689198765,-0.03566205162086233,-0.06580481968699667,-0.028656498737417244,-0.02434512339403392,0.0018527906266272351,-0.00396181603267649,-0.0213783260654547
GRN,0.031106858971115335,0.03349148645114442,0.012119885242979698,-0.012501596430906732,0.022230929535551475,-0.04120241872118106,0.06484928631546694,-0.021343065939852555,0.038807501992184815,0.01623927210035653,0.04798177416861209,0.002066747575866308,0.11055568815308826,0.018420052851027553,0.022195314002791563,-0.004541144029692124,0.008265130655600354,-0.03211087388235629,0.10642015405078124,0.10398597223725971,-0.0308175425492112
MIA,0.06816350484931043,-0.046394683766540046,-0.0022954939120794922,-0.016596529243979523,-0.044101489835048094,0.04523478307218068,0.04194254936412815,-0.0016109517677633277,-0.025919812810168637,,-0.022540390981080762,0.03735004259363327,0.05342976432729279,-0.052114432783090664,0.06507493204049372,0.07714873985538924,-0.019481495761294328,0.022805442064927052,,-0.014449652339019226,0.04760352429581473
COL4A4,-0.031195278618948986,-0.030228061517966438,0.03549560195377425,0.07369966123605234,0.08747708870254432,-0.011440818703089784,0.05283244663417394,-0.02201248642346212,-0.01678581548185904,,-0.021865015479831485,,,-0.006057437318355217,0.0829038944026824,0.07554622962443118,-0.053200328285738833,0.02586431782655185,,0.05966529573823405,-0.00017642416010530302
TAC1,-0.026936079018252,-0.003613243189960895,-0.005767362827847123,-0.0043326411769850385,0.0052520141083010575,0.04038938778719091,-0.03907051741398641,0.02109651146981789,-0.06459978940619174,0.060171546489577066,-0.020281365988293328,,,,,,,-0.04965066329968786,0.07264131964861553,-0.02759587994138404,-0.10613195186444822
RARRES2,-0.007351531020812577,-0.028438494731956965,-0.025326437426053897,3.855580801515027e-05,-0.03306621641139212,-0.039439907959023204,0.06960441927841188,0.005938479383932696,0.013259386866194291,0.009103597053119963,-3.09660646760118e-05,-0.0006673826450232286,0.08369918320380296,0.003743180645654734,0.02299416665689766,-0.03084264813246201,-0.05570717603874985,-0.01667455187659513,-0.027497121438987557,-0.07010526637054743,0.01530290899597949
FGF7,0.04793367679663551,-0.023045809232463986,,0.005164432266902093,0.05391142417080237,-0.02061052896130224,0.001165001054166915,-0.024675884372705743,0.0701520497874744,-0.013782384918831396,0.0029599571638555264,-0.055394638034386545,-0.0013591755784678975,0.0697992331312064,0.14588740948763607,0.011231172667876323,0.049491671590783375,-0.0048756835543041195,0.10250938548832196,0.01697978330576627,0.035501394371156875
HBEGF,0.016988922205689424,-0.03411930436706001,0.033821461579551265,0.01733743987699472,-0.049591423292949674,-0.007942421105296546,0.04841867736646206,-0.018922713032435708,-0.03258346324029971,0.0068871701221348966,0.033384772156663495,-0.030686751955043272,0.01499586173149507,-0.006055304380697477,-0.019388295203762482,0.06389914395800773,-0.004930020163566605,-0.04214407619961096,-0.07161424289217214,0.0691966319338874,0.029271874358426073
CSF3,,0.05011158215924369,,0.008375322067067708,-0.045979336802111484,,0.10152342241768733,,,,,,,,,-0.023785317524803506,,-0.00391829378798962,0.03953932028483335,-0.0028984955782921326,0.04366377639682173
PI3,,0.08589757248377389,-0.007118792966447241,-0.028094070459985153,-0.050077125437092834,,0.05417528285127645,,,,,,-0.05735147130629341,,,-0.06647948111894855,-0.029344191947269924,0.024302750585795525,,0.02022461593852816,-0.02618061683469332
PCSK1N,0.00708727503611843,-0.023872724873328473,-0.029193773287742492,0.005919333453113915,0.06269493081564928,0.06410634702642239,-0.03558025169849778,0.03253468446364277,-0.041663542913920666,-0.029934709464942796,0.006215276291562538,-0.026104946744520182,0.12141137859207084,0.04313691131898053,-0.013590732149870987,0.039559601146577944,-0.012540850974513084,0.10217961400804601,0.08877379655227591,-0.08869981928403846,-0.04544018536652886
NTS,,,,,-0.0161366969684705,-0.013966640188903028,0.017319795873228225,0.07319762224881511,0.060234605395256595,0.13293840158102954,,,,,,0.037805553575929726,,0.03807434303660751,,-0.032728784224902614,
SFRP1,0.11642784329563116,-0.018069674164688885,0.04147074019236097,-0.02195890589844696,-0.028705658116324077,0.0008305566464122692,0.018962421176426894,-0.026208436037253945,-0.03107088292787288,0.11793920503264602,-0.006834667294512396,0.013983120522637015,-0.03573937043473571,0.0011200894295124782,-0.048972416261234615,0.05981332907084199,0.0719639165367769,0.025289226396858995,0.006262186960332148,0.019693627770598236,-0.013118615834736213
CXCL13,,,,,-0.0024604282291247103,,,,,,,,,,,0.007369940126735797,,-0.03260854028989491,,,-0.0323137855925743
MICA,0.047276226992170656,0.0012222918912840582,-0.01907951474456247,-0.0019489184794743693,-0.006807535657451402,0.01929994512704871,0.028916680594625054,-0.023173238123720803,0.05775343860530876,-0.021329818191640634,0.003101463580205692,-0.05678058876461756,0.035957711604764506,-0.04127407938720403,0.0052801310421846225,0.045608889307850294,-0.060626048404864866,-0.034283146194098106,-0.049548540449107635,0.06158494541565618,0.047301947154993466
TG,0.08640426316311409,-0.024096570707237613,-0.01589982850103027,-0.023697138507069573,0.03210508588954977,-0.0161211845697533,-0.01298302865098455,-0.021241465382696497,0.027495821659852118,,-0.008013854643291076,-0.029913912929223446,0.006115391622902643,-0.055837857772987255,-0.032979815564435355,-0.031402932862735315,,-0.02233866379117828,,0.08693802653580865,-0.037472123722185856
ADA,0.02450851737651253,-0.03563489151313005,-0.0029127646683561052,0.05989627391268975,-0.014217351506650993,-0.03149431761719933,0.10662213492110094,-0.0015796073352695107,-0.036518849532961084,0.06982435980918936,-0.02294871018544293,0.016039180715820868,0.02250698021327861,0.0630896792487967,0.04512951531354095,-0.017851498513518516,-0.03252454573414458,0.03184263577430909,-0.06325953241884189,0.10450170868616682,-0.012529576508292645
LAMC3,-0.009247333977042478,0.05677175513951829,0.061236883645541404,0.03871928480917757,0.010869049520093326,0.01601930355589103,0.10382423262643953,-0.01853024168411144,0.012228824346491462,-0.035150543817526574,-0.000645077180722934,-0.045604857915022105,0.03914317471002175,0.03235645419624438,-0.0694766540567112,-0.010350785241582526,0.04411107791461844,-0.01643950965163744,-0.058547733775890204,0.01898864719406453,0.08853376513305755
CCL7,,,0.07372598790209807,-0.017132993278998643,0.012202157202023353,,,,,,,,,,,-0.03542107881334175,,,,-0.005148335876929439,-0.07885798927918258
NGF,,-0.017415231730743098,-0.03217137500722202,-0.039256063574127566,-0.030870627890089417,-0.015383934055689292,,,,0.13442518092810657,,,,-0.08439581612208368,-0.030100154031429092,-0.040908510357647275,,-0.03089443598994589,,0.06946424612606046,-0.05218093974421449
TNFSF15,,0.03053898922979067,,-0.019078425980132083,-0.02792506734220145,0.05889080444504535,,,,,,-0.027573055231297012,,0.04720091572773627,-0.0303986106491964,-0.010143745338799184,,-0.02562022331688355,,0.04604211195157327,0.03717837625395565
HMGB1,-0.049614934981239825,0.023803752137126575,-0.0023471085109600534,0.04018103179731989,-0.004314219958494753,-0.025318848860195663,0.018499833732293223,0.02405322474467039,0.048626339115778884,0.08041870792153417,-0.068292001873125,0.01858759177296435,-0.021433535873210334,0.09525151477138967,-0.08419987041514114,-0.04014453078208285,0.06301939623614874,-0.02085199300420933,-0.006230630311257157,-0.054390263534110486,0.006102438793049953
ITGB3BP,-0.04278724429394681,0.09814457366394927,0.04133357941767539,0.0748637163051654,0.012079573689849124,-0.0034031633308721347,0.08637518300116699,-0.010796586397800732,0.02925121579289932,0.06481405870743966,-0.0033178452639177273,0.07734475809197493,0.005331423090040293,-0.02213241748902183,0.08547497125727532,0.05184111134517139,0.0396530530696135,-0.008858126434980497,-0.06243086775983372,-0.04534172122077232,-0.024070019427369083
AANAT,,0.10456706477735306,-0.001469334190811782,-0.01735941827697728,-0.02516215575507096,,0.054661713486878136,-0.004998928939049633,0.057163999144748096,-0.02198923762457209,-0.020599600775058364,,0.09355291135357924,,-0.02109639316425068,-0.031074280705426605,-0.01852600161034438,,,-0.024504096810545866,-0.032944178220012096
RELN,0.04447525800864918,-0.010241647908962002,0.022299263248100644,-0.010709527820402399,0.005152315340081897,0.05207171996997193,-0.02320502384152285,-0.042057701515758904,0.0029325973596925343,-0.03285966133906033,0.006179396461902159,,,-0.034364039201528994,,,-0.03272408491419622,0.005807028418454305,-0.05400158603511924,,-0.011822517759805208
IL15,0.04318332072265032,0.04826233270206467,0.01626533119948824,0.02654664010568333,0.020106074487621643,-0.013291552397953333,-0.036416251077686,-0.006866032518554527,-0.01316529151189354,-0.019702225869798667,0.033413413411322195,0.02431778221971337,0.0068400545281260584,0.02563039061634019,-0.03566214482679937,0.04105863449841185,0.0599271465720667,-0.04330315987401548,-0.031502603028750374,0.013926092792990636,0.013034141500193884
UTS2,,,,,,,0.004652435627552257,,,,,0.1707880997570943,-0.01140201212097024,,,-0.026462024272333764,,,,,
BSG,0.04243660220499633,-0.04996550960418189,-0.06189858960513691,-0.062417082541626,-0.0037970398828832083,-0.004863743011734779,-0.012513565875728784,-0.040678847195151004,0.0035702956497815023,0.00858212827239889,-0.04086692497783087,0.06329544237133108,0.03864706130886961,-0.01884799134468644,-0.019968520902219587,0.041292302264777085,-0.04951839179106591,-0.009676372829504336,0.004582498610528777,0.021155588869704037,0.07445137291806056
ADAMTS3,-0.02313293578998214,-0.007132164428169171,0.058224080895530994,-0.0014805601008408924,0.00993257863711287,0.08774317957982353,0.11794181166425599,0.0054272870106727945,-0.01054721986291153,0.02603112262329926,0.0031836259614113024,-0.0375533348067335,0.015296588802807903,,0.003204445838451962,0.048826523262390946,0.01307566867413839,0.059002530795080776,-0.009028650437364292,0.054447376120639,0.026383227370579198
CD34,0.01818812220943854,0.0529756575479389,-0.0013213535808499683,-0.02585339844022821,-0.03641840743695511,0.09059969031729237,0.10790081810799375,0.016970511657552166,-0.04849526868810099,-0.00462033892330729,0.034227509942586644,-0.07094570562195038,-0.053683727911954575,0.004823321104742897,0.020420776950072272,0.013933666202083438,-0.010045046086970447,0.017638570522214538,-0.054561766330144465,0.02788411307360413,-0.003408307906421795
CCL23,,,,,,,-0.02307175972375918,,,,,0.033626454998459,,,,,,,,,
PLAT,0.029601765303552213,-0.012484691216740094,0.010082300002635849,0.07337209115685142,0.03482027519380328,-0.035062376867823826,0.0941855233974868,-0.05977109260066425,0.013914822952351582,0.07373298383830064,0.01617241277930172,0.016856459769637715,0.050183355614449913,0.05100187559032384,-0.03257196382881724,0.08133463381185028,-0.007121904986428146,0.05734928340302765,-0.04005933457826595,0.1267974449577032,0.04543350762563463
NTF3,,,,,,,,,0.008304746557653998,,,,,,,0.03125400838816727,,0.02119497544613316,,,
LTA,,,,-0.021958904871174825,,,,0.011777100943973677,,,-0.019105179979158737,,,,,,,,,-0.03297882145097653,
CKLF,0.03287632090659488,-0.021991856847663145,-0.04064996236449442,0.006939122512995652,0.005817305041864708,0.0498002441243424,0.0324036477485921,0.02667972337863434,-0.00030708839438231615,0.0585418405319663,-0.005610783380539295,0.08023923969293309,0.0385849783847208,-0.04313434692862391,0.0752606617981989,0.052727223433014066,0.005518617159427457,-0.022213888341245703,0.10828974915795997,0.0008944816362826791,0.09594512844080287
CD24,-0.005797209117433467,-0.09322263414217556,0.014415730923749752,-0.0026124843034961162,0.12797796633312125,-0.003520403070701473,0.04877579786463142,0.0728053435337626,0.04551708616833664,0.011137619970018714,0.03086429108773759,0.06282327193769881,0.025863734575000356,0.06792629122726612,0.012591283366216025,-0.0021311026891006816,-0.013138260271451513,0.06352010427618256,-0.03929754217978076,-0.005433117430390671,-0.0574601951263744
HSP90AA1,-0.046328110411822,0.12464929937866437,-0.007764256491394327,0.037367315786649195,-0.016969044968955366,0.030014232016530137,-0.13332750572015106,0.06268516638264497,0.015496052760374465,0.00407054549758653,-0.03387545781150478,0.008995625598480161,-0.07898804785270215,0.04565948486851118,-0.06870832018709837,-0.0944756180362348,-0.00023645212790187866,-0.04601288539656158,-0.10585341116522269,-0.07636572520174895,-0.1199031640248704
BMP4,-0.017449223586408623,-0.03769082145563337,-0.009238893642139812,0.00047038329042638173,-0.03231159985597891,0.013375686204720695,-0.03560732234111535,3.7624890367415454e-05,0.036997800442149634,-0.019723377889433253,0.06607183382319994,0.06269560774263584,0.12431011883205435,0.003355886796490405,-0.08204766671729047,-0.03646215262189701,0.06100202594439871,-0.030422296364690005,,0.057124519126211915,-0.03103348803114889
SCGB3A1,,,-0.018737508606687953,,-0.003961723118137277,0.13238338581740583,,,0.005064298717030995,-0.03870721186340951,-0.013331341934018474,0.013742457516603341,0.15080892103064425,-0.005899739107404982,,0.032819699361808854,,-0.006957526996138989,,0.12007736218781506,-0.0343394016866301
IGFBP4,0.017098467722983433,0.023479734900857214,0.01954581554925145,-0.04367330553374783,-0.01055774286666935,0.003919740898800176,0.13336556626217763,0.042603229295450226,0.040661450554356646,-0.01663095702711324,9.129642180965894e-05,-0.04916167732218353,0.0709732008891087,-0.02809807327326047,0.06630220871679961,0.0041904336275932355,0.0025473594516669594,-0.04967939254267088,-0.052990512418174054,0.11851360839057475,-0.005377073138632809
RSPO4,,0.0330970296235198,,0.029662769380252738,0.06672296187745608,,,-0.021397725976454455,0.0315461947734971,,-0.0006370342098397323,,,0.0035685714203001527,,,,-0.02454769342604273,,-0.04349561337173226,0.044071389958947736
LEFTY2,0.01507940064303692,0.030845879854055944,0.06152952087636027,0.0053079246934400704,-0.05368049859591219,-0.03809935970907505,0.11276269763201412,-0.024692309493824453,-0.02397371975092701,-0.00017960200662645734,-0.023585131324607517,0.009623618305386104,0.016742484428980898,,0.10378032167301772,-0.030068484792109017,0.027044134964854888,0.009795317783361929,0.19649822482129214,0.15185282618363877,-0.0987447213770687
PF4,,,0.015051917015882271,-0.01494819909583197,,,,,,,,,,,,,,,,0.004313718056754896,-0.01706002637683134
ANGPTL2,0.05347811858078164,-0.04115618301901186,0.025510325125644457,0.014138171207566021,0.016926943618176503,-0.00990468629734835,0.10452413026306004,0.015942921230266444,-0.012713498277827771,0.12055245051282372,-0.01531839619358022,0.161313740576846,-0.0006820756478175012,-0.05361741802418698,-0.047597650129980386,0.05344420586827153,-0.007474505879965543,-0.030015136962873477,0.02543250076641622,0.0958052707855414,-0.029299319550436954
LRIG2,-0.013471158615090323,-0.052511382744792924,0.028703503847662862,-0.008897281823145182,0.0877729570604614,0.0333563064514689,0.03633058892224915,-0.0599822041533882,0.02651234680663501,0.037552035383565864,0.06578548008058001,-0.0003664979998590254,0.004633586851723826,0.028133826759553882,0.06376421155825561,0.05952456370822068,-0.03760654094305718,0.014365744922969617,0.127160079861005,0.05319135833314843,-0.01671333203459114
ICOSLG,0.0500049261976353,0.028978543906977825,-0.009618041994263887,-0.01568700828337703,-0.01327608760596551,-0.011444077028891183,0.043283105151650965,0.003071942999870844,0.06633073493553515,0.04858786189542971,0.02535534205299573,-0.017497195984957647,0.012750947705482865,-0.03708116031323951,-0.049054764320064725,0.05665391905174152,-0.029866697399192264,0.01173437409217059,0.02139158059486254,-0.004063392796825151,0.08712856015630989
WIF1,,0.07890177719712854,0.006572505568274747,,0.03371790429483015,0.04581321558256783,-0.03750454320140232,0.10071046203249076,-0.013101444074701787,0.024810115273282585,-0.017773912600651545,,,,,,,0.014659462381321773,-0.03205662823198696,,0.005528277420997287
NPPC,0.021252410947224736,0.013548046132430427,0.008426529238950679,0.002871334522775586,-0.060330005072927254,0.016965277934721947,0.011307564744052498,-0.03220989632819173,0.035268975756823556,0.030525678916434675,-0.006687817139198964,-0.022987970221066047,-0.0504264277524973,-0.07522501838795816,-0.025260734597493194,0.015754322333806085,-0.02736151680156507,0.021643703347450353,-0.05471800655212238,,-0.023205606320527622
LYZ,-0.039317836070532027,0.039625758897054796,0.04345209355702559,0.06428737130527953,-0.08204536217446025,-0.038026979616192204,0.07436131724053008,0.0345654674854656,0.029980701094653495,0.028489894000707734,0.026384956249039904,0.09431986644541165,0.11566993399834438,0.044889102165853394,0.029647053988677396,0.021527790815820656,0.004027582022654641,-0.013520081364119845,-0.012431835248935381,-0.035466847187079466,-0.07501467142226634
EREG,,,,,-0.0002457698111138138,,,,,0.06543301955954714,,,,,,0.026064743594019012,,0.01773529986551075,,0.011645272245445861,-0.024145953650912013
SPTAN1,-0.0044363221970231004,-0.06122760361004391,-0.022731393529253758,0.02584888253526047,-0.02052635851536176,0.02729176893276021,0.028311327703726075,0.00046536197924038975,0.011566702602275304,-0.005733614956484524,0.01607169175972465,0.0377116373080775,0.047963932977065,0.10441147544192868,0.029488896463496537,0.05114369571395226,0.04365590877031911,0.042226390320178164,-0.04261109918182561,-0.034621346175403536,-0.005932430413367107
PTH2,,,,,,,,,,,,,,,,,,-0.042384986640739045,,,
LIPC,-0.03993928590794414,0.035044417521677654,0.004155846048911732,0.016086324222649225,0.010115177422925722,-0.020611789637374957,-0.021822635646163022,0.020628155488054727,,0.007350159346851645,0.027381981825501438,-0.024376389276078044,-0.03635566548316477,-0.06847458759715376,0.0024663803448348905,,-0.007205097908298137,,,-0.030930271751952603,0.039387812972488945
COL8A1,0.09321786647342889,-0.05562899383368048,0.02669728310147077,0.006898145332346568,0.04916887269894578,-0.04189375677055211,0.012151720489844368,-0.030552859328487704,0.037738024002176865,0.007032638466852159,0.013104114860549375,0.06587971373360206,0.009555763032183648,-0.0030833515199945915,0.031212330497591773,0.038890633741302236,-0.01739759327553668,0.007571356979116644,0.3108980419450013,0.026232321967850733,0.05308012185973831
GSTM2,0.034001440445615344,-0.048005347347462105,0.00024269987593667622,0.02330224005314246,-0.04485833718424858,0.0219256072926822,0.005284377716047278,0.010144051516987402,0.01248654455545871,-0.02392130885507654,0.010174559370139401,0.04739506897772232,-0.0357753327933023,-0.08029567864813335,-0.038628635418779846,0.00012533098763128922,0.04940916535872422,0.10351969376975674,-0.019139463047519904,0.02061554500689604,0.014295882850158008
IL4,,,,,,,,,,,,,0.1527131438282002,,,,,,,,
SPX,0.04617688667987313,-0.0024997164305275684,-0.02903575462034094,-0.03695500992529775,0.027584715756186807,0.023125590553619926,-0.037252531873894955,-0.06175335129192244,0.03423667010819381,-0.02580451274633823,0.013967558409076458,-0.03047496424908407,,,-0.04543934265008417,-0.03571316331050764,-0.009726457516864873,0.03446381582160086,0.07829295538841632,-0.0428000006561689,-0.013285111182559978
MFGE8,0.011813714393367578,0.010679194044702304,0.049986514181224316,0.010300116042617933,-0.027084423992196367,-0.037651740222446925,0.11393843512346785,0.01962562069761811,0.013458348281774913,0.03465584150969314,-0.011116907531862147,-0.13627977437138394,-0.0427402624803252,0.004502991683901631,-0.003447094761816752,-0.0447454166569991,-0.02219775712114526,-0.00792103048638868,0.027946937923725577,0.14884562875320512,0.02869599108238307
TGFA,0.008366915212088114,-0.007928290160831596,0.024662020837648038,-0.010213287854633763,0.08190523886546282,-0.007064033806748018,0.05617771466107132,-0.00165148108536511,0.001628127889681104,-0.0004386791064744103,-0.0056836979629620865,0.03765371737362834,0.0014083526797935948,0.014516664682099339,-0.01145982840534915,0.01675146707998452,0.028785867864464364,0.01749615910433747,-0.0742790988788045,0.05101491805977239,0.027357500197628407
SLIT2,0.025654186079986162,-0.04311419318525668,0.017516552955437352,-0.020066483328159884,-0.001276744716629982,0.09040297550622012,-0.06737664202923196,-0.031334904181934915,-0.000906812184661994,-0.021981917561035725,0.03248648823074874,-0.0037250893464425123,-0.011335120065892575,0.04232824998981827,0.047308154730534686,0.029137994698831177,-0.04105862434971633,-0.012751090247694965,0.021974378959685986,-0.0010554902323568825,0.006926140499123979
PLTP,0.00664067823312952,0.018552646853171872,-0.0017579017679171846,-0.026030806387039737,0.010973387653528212,-0.012581036619235784,0.11107509363701804,0.013343639995854575,0.05675609260645606,0.01700458373546298,-0.02188851155066427,0.06541268980427306,0.09858881438481129,-0.05042442253178645,0.07927588630287476,-0.0025916476340904814,-0.05818731746743162,-0.09000248894739701,0.03356142601089487,-0.02944199720349795,0.07179445433179507
APOD,0.015434723581076486,0.04939619582608045,-0.04852128301758666,-0.018328675358471228,0.14566685379392455,-0.05741957223134918,-0.03567327140502738,0.019709179075587217,0.022566771736271383,-0.03943013674353248,-0.01248441252314581,-0.06841632209609555,0.06087419035562258,0.02553394022853072,-0.06547877746562324,0.1137213140947987,0.07354157009893347,-0.018270472685855646,-0.09474997599840906,-0.15297138831530016,0.0527356658116965
B2M,0.07308744633528516,0.013762690082248834,0.03223085186854767,0.013103049044587667,-0.09858055952670924,0.009227239524095267,0.11595090030209533,0.00027016960114910425,0.12359633148071812,0.04553723804534803,-0.007334937679769823,0.05821618481073796,0.1744901987624472,-0.0741096524639122,0.11979921729277562,0.05184330808726284,0.009433378812147144,-0.056629682317869585,0.11627782006089588,0.09293694601839096,0.01868173008220905
OMG,0.025725078463121588,-0.014421157697506121,-0.037489005559689814,0.0317792257768779,0.0791605171265118,0.011742218448685695,-0.04279452451261618,8.089468792859885e-05,-0.014617408375414738,0.0468462845042965,0.029570752509034466,0.006073920722242547,0.06401753599327716,-0.147863780338763,-0.04272171365942742,0.04283116076838917,0.005923839646950859,0.007465325160874308,0.028567440622198296,-0.0028094340130829605,-0.059842897977501704
CXCL3,-0.02512165115076497,0.013289323262928351,0.006428313439161307,-0.0012427398792625708,-0.01922457547378319,,0.1393464352385813,-0.012181648937260758,-0.023389445133438793,-0.016947696660173504,-0.013759189273052676,0.13103515031879343,0.08984439448400258,,,0.017658733238566315,0.05384164807190392,-0.016156080922284814,0.006259751512043944,-0.002031951943688354,0.011774791390212926
