,UKF248,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk
AGT,0.025936224842212068,-0.013145901876802667,0.012104644090966243,-0.07696727666384284,0.004586837375985338
PTHLH,-0.03025344247369455,0.08303444588238927,0.0018145579156956973,-0.047688167428189765,0.03353290458248214
COL1A1,-0.015088734991192487,0.04218544523774462,0.08731723768046715,-0.04016322752209321,-0.0030553432738099737
LAMB2,0.03962627320579997,-0.0068416116852657435,-0.06940030827839638,-0.006905693685589788,0.00495259149198744
DSC2,-0.004015133057227573,0.018924463393087888,-0.036417170974233144,-0.01503993702954723,0.0895116862272698
WNT5B,-0.008234518559842231,0.11271918443231718,0.04055062861292167,-0.010081744928362694,0.023538164185359967
LEFTY1,0.03063512519216361,0.021644495408915325,-0.0029439829295377713,-0.0027731268151664993,0.10953388717465239
FGL1,-0.028290890893965397,-0.013611407330227998,,,0.013894609928331017
CXCL5,-0.01007961147264556,,-0.00905365892866621,,-0.008814379803957578
S100A1,0.026457326936724986,-0.018193048121591317,-0.024572480180088827,-0.03330202498715766,0.019044097681335925
NPTX1,0.04475715981426505,0.020837654235454726,-0.06911919950519917,0.03511408200292941,-0.018196165911321276
TGS1,0.0677561480171966,-0.011733167922046083,0.1401843207957494,0.049615421309330505,0.011444828764256568
SST,0.06322749867639771,0.008327840740753933,,,0.06954724764016607
IL34,0.0621436351600999,-0.01510409937849578,-0.07612171851905021,-0.09887687564799269,0.012830329401613218
DHH,,,,,0.11352412749719912
XCL2,-0.016749103880459047,,,,
RSPO1,,-0.012563674875881694,,,
TF,-0.04732333657024037,-0.0878179686611076,0.00013693524506542157,0.13265541572490133,-0.013419612238814865
IL33,-0.00647184576042456,0.05145022291748703,0.011764336556833165,0.08376026658726067,0.0373200912256257
RBP4,0.03575694399112521,0.0160278794931399,-0.002959017290310276,,0.056854577573093985
CCL20,-0.020377126710609317,-0.012380853816156959,-0.008872019909077176,-0.04852885781305438,0.003607528380793611
NAMPT,-0.058739943695256536,0.04455995129965761,-0.03596793968332874,-0.028880500914499365,-0.058752448001234095
