,UKF248,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk
ADA,0.009958210813093742,-0.01347299207119284,0.04651732603805143,0.04319282839573858,-0.01959625736839886
LAMC3,0.0027375636942582903,-0.013079807054357765,-0.013496014407894325,-0.07710554085684347,-0.009719517705532506
CCL7,-0.015778082693301717,,,,
NGF,0.06635277739882779,,,-0.012684862335835646,-0.01443969012305059
TNFSF15,,,,-0.04612147037446139,
HMGB1,-0.02286776159196692,-0.02268407445617501,0.041526875992683884,-0.006631707337961054,-0.00784031972470753
ITGB3BP,-0.030620103719178945,0.014794685937365036,0.0577034384337925,-0.00325871031055115,-0.004021823032903995
AANAT,-0.022891597520294436,-0.018258401859980386,-0.05641293353836822,,-0.019696668338453856
RELN,-0.020082871921867276,0.047397489336178454,,0.08508950481748354,
IL15,-0.049889854571892385,0.0025860809761019897,0.010805730050558121,0.10699043252567064,-0.03570987649697657
UTS2,,,0.06033722510939641,,
BSG,0.08896620524586688,0.009684295162007788,-0.07112240081690165,0.04025001073258381,0.013902848578704654
ADAMTS3,0.06011977274392261,-0.003467120708570711,0.07177390520256241,,-0.01869343993493811
CD34,0.04447065674886257,-0.021187541481806484,0.07038545821858679,-0.07752439225057284,0.06805244285061728
PLAT,0.07682996603441326,-0.01446809958834236,0.06471030740862546,-0.01701578335071392,0.005314169584820198
NTF3,,,,,0.007153001474040126
LTA,,-0.016933825925844605,,,
CKLF,0.019171226055046328,0.02308084049588635,-0.0033763155354555813,-0.15647673500480108,0.09120303369170847
CD24,0.055546141721795124,-0.012134168464122295,0.024308766333176846,0.1804875811150945,-0.03537357779359826
HSP90AA1,-0.01165678031641121,-0.013129253718322671,-0.01695482927771863,0.03608886495211368,-0.08884046489622517
BMP4,-0.034580651907827664,-0.014429368689301371,0.037011278992273605,-0.002874170158653563,-0.02969153458491126
SCGB3A1,0.048571103368728025,-0.011816199790572293,0.0015534282265033672,0.0008426998721150901,0.029506318701377522
IGFBP4,-0.01884153369791747,0.05274257113551879,0.06658827146686555,-0.01616688731471184,-0.035931773885039965
RSPO4,,-0.02348988248233414,,0.05693229063851596,
LEFTY2,0.027426546415333927,0.043773625440441465,0.050240283733979145,,0.0803754640836714
PF4,0.06628629759690727,,,,-0.013415299904517394
ANGPTL2,-0.030199976286781918,0.027753185259143904,0.036452780418037185,-0.09657288992959934,0.04256006257451112
LRIG2,0.04882480374118705,-0.031457234568922424,0.06972252483477646,0.046750681579720926,-0.016744731740780797
ICOSLG,0.08022580514257727,0.08309847128640338,-0.08900090157890342,0.03426640392599627,0.011727601892709067
WIF1,0.06609994732543355,0.015065161074642572,,,
NPPC,-0.033141635969729875,0.021166944673327675,-0.0583014634587762,0.14947477643487678,0.007902702214475345
LYZ,-0.04257609391297576,-0.019994267269928725,-0.02158320648476176,-0.038680282515719346,0.017698832161778207
EREG,,,,,0.0840135015230824
SPTAN1,0.08093849931867336,-0.04610237333226182,0.050955869629019435,0.04355072149210131,-0.03685232217009474
LIPC,-0.020037787159760338,0.04007707401169845,0.09060107057623791,-0.06378913675255657,
COL8A1,-0.011058100391081932,-0.014759687851569996,-0.004686590714769251,-0.0334263215506194,0.018821279427230744
GSTM2,0.06638788070809833,0.06410940414596245,0.06633699431896377,-0.030669470853689935,-0.01981019446040988
IL4,,,0.07100861368118692,,
SPX,0.131195325940323,0.0030209334363628768,,,0.17629017191289048
MFGE8,0.026779348040872005,-0.019793311878593314,-0.007655664929184989,0.0080652039010434,-0.02693085735808416
TGFA,0.08563709977974572,0.0396277412194456,-0.05397414097787673,0.010017279135237901,0.03003065457173234
SLIT2,-0.009668465418916678,0.021916438199061625,-0.042327245900618995,-0.033487113942278796,0.03766127018705196
PLTP,0.0031590990333641754,0.023268211715908163,-0.06445227418017109,0.029672399675937402,0.0014377980064792274
APOD,0.061209778929029034,-0.1040136764911846,-0.0010195848567938334,-0.07727788492441148,0.02446191024988377
B2M,-0.03517339873404649,0.06420936453469042,-0.03740695291494057,-0.12766762808660304,0.07393702661610285
OMG,0.08911880030178519,-0.011822553074807089,0.0998849839580119,0.02478852895863196,0.027452818174628836
CXCL3,0.012172691534344702,-0.012195421152001203,0.03316308893201062,,0.011938568226774833
CXCL10,0.03224357161139797,0.015110359814695851,-0.026084541254016554,0.09432178869496145,-0.01799380622029276
RSPO3,0.026919750800956477,-0.012743980060122674,,,0.0703790947930972
CORT,-0.01334307570357149,-0.033809383347533105,,,-0.014038429502650017
NCAN,0.08391759843202908,-0.033206290111776345,-0.01379598233987972,-0.1734757657133534,0.01782714449946709
PRG4,0.03233364008727093,-0.014899819347900004,,,-0.02071456179945695
ZG16B,0.008655459690316853,,,,
TGM2,-0.003222004160693508,-0.04230477077544373,-0.0441932407910108,-0.11426983614313599,0.03862285467786981
VEGFC,0.014211051863577484,0.007286688432766284,0.06107268806008441,-0.05182281723904605,-0.028127896301055708
WNT6,-0.025457587619622263,-0.013270906365454005,0.034500410047644335,,0.08640175321081416
NRG4,-0.014532168090127017,-0.017739408763624103,,-0.03209424466488152,
PMCH,-0.01674910578596757,,,,-0.019696667639970303
COL9A1,0.013477219412322024,0.044884643100127825,-0.03545159851434418,0.059085934009196595,0.015528773660649878
GDF11,0.053252508112723605,0.024573879794525674,0.016252322308240124,0.012914302787797519,0.03750273775548565
IL24,,,,,-0.013201399768129117
SORBS1,0.034211136285507725,-0.02875818933990696,0.12744878113557664,0.11383919396814289,-0.007878021704180406
DLL1,0.10813719785414219,-0.007134699211268284,0.21507904621816012,-0.04085275585566638,0.04227088759625312
TLN1,0.0058513360640738785,-0.031208170945044945,0.037984208876981874,-0.04839105990624243,0.008251454371430272
COL2A1,0.03469431655244414,0.17451534590701834,,,-0.03440688620282528
SHH,,-0.01181619875776287,-0.027251136676757912,,-3.645150140559196e-05
PON2,0.05201389738271752,-0.003116215287712548,0.02299829486930174,-0.03187177292413314,0.09029222220214136
ICAM5,-0.016093961312572003,0.0637185257125943,,,-0.03216385628434016
HPX,-0.004708661436632437,-0.030034418945878123,0.06075035359081695,0.00671245013486169,0.083520030283314
SFRP2,-0.020977000890716562,-0.007824640084106925,0.07264722269353803,,0.004530704742900375
CD70,-0.038324461385033336,,,-0.03483157356625297,0.06347934314539186
HP,-0.013557079296765275,0.029086074335885444,0.13920683726549007,-0.06673912656935144,-0.013348448919408793
CXCL2,0.024365953222833452,-0.02338709729989139,0.046390955831496335,0.15366302963138193,-0.005016756618391267
NPPB,0.01400862289500944,0.16071263660324228,,,0.02605067784878286
CCK,0.09845482938678443,-0.0227867730809759,,,0.029420886724607017
SEMA6A,0.01807246097288678,0.0013723833955431146,0.07534574736970616,-0.045738607936519765,-0.017709091403659543
IRAK4,0.04284607476378413,0.02441964013642897,0.01873415623820892,-0.12340459004957857,0.05325439636595896
GSTP1,0.008967703633156804,0.016524761760738138,0.004662222173151859,-0.08346658670637913,0.05564972134055503
VCAM1,-0.0015558418613275324,0.03525212030133114,0.0024839149698125847,-0.05572063553851887,0.01816683187430573
NXPH3,-0.013839123495031243,-0.03646317966026221,0.037166810951721946,0.04153321691374378,0.002310652056041647
MTMR4,0.04828353634642208,0.011213761176647682,-0.012946632710369924,-0.004934596451198691,0.0038889738556651616
LAMC2,-0.015976744186321938,,,0.09241944691810132,0.02921884304227975
IL10,-0.023256313514355375,-0.013611407113625847,-0.016684729646300495,-0.05589561576744591,0.025613256570445966
SEMA4D,0.053528908912029716,-0.04504543439874298,-0.03193730498254706,-0.07247387133006955,-0.009345512759516263
TRH,-0.04287076312996379,0.04596156482293689,-0.06243669627779803,,0.00325161837995119
SEMA6D,0.005312730601768683,0.03773816410426755,0.008371126026206129,-0.003672322606202168,-0.004153883852991804
CEL,,,-0.051465913549310446,0.0359547551834011,-0.021553035670067215
PDCD1LG2,-0.027104307238002293,-0.023283928626174524,-0.019042731761432567,-0.008030029186672009,0.008079009229362548
SPINT1,-0.0404183835263113,-0.01997861535850221,-0.014293115005018201,0.08569518763509583,-0.029696045025127196
CTHRC1,0.010761706783886127,0.0033586835467099203,0.021957801145486438,-0.11248410395242053,0.04751481928925103
PODXL,0.006381094561189809,0.013217052238664212,0.06607735573768471,-0.009564094002008213,0.027971912707028528
JAM3,0.06376552722407933,-0.039673319503341485,-0.09319105250329279,0.002422470124143888,0.07489561477207284
TGFB2,0.013019192535198133,0.008269566020419002,-0.035292354375767804,0.09839332351408003,-0.0032816616725594673
COL18A1,0.02846120682688596,-0.0057823936327092585,0.019129957663116568,0.023459485008174696,-0.04183855265031613
NODAL,-0.0021041046465588367,-0.020904616656268173,0.004970650855958763,-0.08344440631718075,-0.016306838470064502
INHBB,0.07308954639614719,-0.04052497010631787,-0.06441119773671196,-0.021588815115145037,0.026990330354548047
LCN1,-0.015976747781154432,,,,-0.015399746388770199
ARF4,-0.024360902852360904,0.019764808830059294,0.017114855970007545,-0.03765974955638042,0.08100813203563487
CXCL14,-0.008295423916144507,0.014843633556761902,0.09409347396873255,0.015009020671894462,-0.02753730183550537
LIF,-0.016942457895225204,-0.02518272891283078,0.03184691013773438,-0.037932063289235034,-0.039593379741305
IL17B,,,0.13689440944788384,-0.030646041432907018,0.09567458918135413
MMP1,0.03865736034717568,,0.06088955121243718,,0.0075145580816437145
MATN1,-0.005052297009931463,-0.012380854685291138,,-0.033487179949475296,-0.02723787976732008
ADAM28,0.003314741616632223,-0.009988881203645236,0.015136097071869777,0.09153056859525305,0.025362931140352707
TCN2,0.03374774298789123,-0.04185093873793954,-0.042018220689029884,-0.06500596100638856,-0.004419440384462241
THPO,-0.02733390444507917,-0.012380856107511103,0.17309252173869286,0.08760682276002996,
CUBN,0.04380578724409221,-0.02700775233509166,0.0065573562613317725,-0.12238881347203583,0.07304370890850477
TIMP3,0.014450889290455515,-0.011080718277852853,0.08817530681608837,-0.006047881203456555,-0.024331868578129242
PIGF,0.06037663411359314,-0.020890729921211118,0.00749148059855677,-0.05843960017836322,0.0380781215892928
CRH,0.10566594652046722,-0.016933822275146934,,,-0.012527586098124438
BDNF,-0.021102042962794346,-0.013944023839121663,0.04163504290285499,,-0.008561862081556886
CCL5,-0.023417908187868215,0.023390292048450882,-0.03122378129263803,-0.09086317520243002,-0.033681530025111185
GAD1,0.009689066231732987,0.02808024256252745,0.03905229450330438,-0.03526991815533066,0.10213658538950363
COL14A1,-0.02829202865160752,-0.003891235845649365,-0.04031586379078591,0.07760954564237656,-0.021721858377647705
HLA-A,-0.08191622223218006,0.006572351740808525,-0.02404847076817139,0.06575613771368288,-0.021584529958651087
CD5L,0.08961455050266422,,,,
FGF18,-0.01693700403919425,,,,0.04211725915569062
ADM,-0.010600250732232025,0.04938409946521026,-0.11263298970107787,0.1302633053338659,-0.006310832206381988
CCL15,0.0013570095894738976,,,,
GNAI2,0.015375668202834857,0.02310443008493847,0.10476740460216359,0.0565101585812872,-0.06261212931022828
HDC,,,,-0.0382179639019777,
COL11A1,-0.07483670566428699,0.04041943934822732,0.04369889608470153,,0.02287105423899731
NUCB2,-0.020461361517091763,0.05215130910626346,-0.03390039775194743,-0.001226595453115874,-0.025673533476363634
CXCL1,0.09621455001230535,0.023375501225934677,-0.038248828819490654,-0.06530900622877676,0.052893197996872504
VCAN,-0.009679922071930348,-0.019240693628763638,0.07822475569630281,0.08153156556778846,-0.02963528695124906
MMP7,-0.010421779843720003,0.08735943159785889,0.08226020261480041,,-0.019422078032198923
PTPN6,0.02930040233769895,0.07185731374303511,-0.08794576452837169,-0.053410703228004855,0.003868521837968822
PTGS2,0.0074636103802167885,-0.02857803637899219,-0.060600592566835955,0.022077409200685738,-0.009265667587380077
XCL1,-0.02051230336828077,,,,
CD58,-0.0062830784957508086,0.03895577646263949,0.006423560962227271,0.09133899238148115,0.012882913441315808
TNFSF14,0.1153341257863304,,0.06324300491571969,,0.03895273688880495
CNTN4,0.042768728737065914,-0.019279271040721274,,,0.02023189177306856
INSL3,0.01798601344746071,,,,-0.015212282859170981
MFNG,0.043868458133617914,0.044001325931413066,0.1205118126865684,-0.08523763910037303,-0.0063043312486135445
ICAM1,-0.031997204630980276,0.07653313160198112,-0.028414426069410376,-0.06883737685544516,0.0005017273823116275
PROS1,-0.0011963413117332374,-0.018394786213502757,-0.03205788947463028,-0.041057355584895885,0.02691620386048665
CLCF1,-0.02749379157936849,-0.027833488251699814,0.026904670740855174,-0.023633468021243102,0.025071962350266395
PSAP,-0.040530915642155434,-0.007238892598557688,-0.042201601328241405,0.06954687160897745,0.005364295394616838
EFEMP1,-0.05902884046219141,0.05410684066944759,-0.020942009851933147,-0.05460842867998107,0.049349305241239066
C1QTNF1,0.016412194076673443,-0.013166466813940993,-0.06659458072633749,-0.04297815492614936,0.00013709867226644894
ALB,0.01951674970526121,-0.001846104853525841,-0.05688951498937111,-7.57220021459379e-05,-0.023024291856415
EFNA3,0.0251299699820344,-0.0042295918658870205,0.048876372953255365,-0.03142633268881683,0.005045967652277807
DRAXIN,-0.009857407373527185,0.04246502342159437,0.057855616296790986,0.055987330796174156,-0.014517904912749522
RAET1L,-0.01431448892820958,,,,-0.01539973629642126
NPTX2,0.059944868793385696,0.01333042366884292,0.013286872219033637,,0.016007963999193922
FGF11,-0.0011599435034147618,0.042962561790882633,0.004385845461972157,0.035126279231018735,-0.029488843344909706
CD59,0.017383732490984464,-0.06671087301395466,-0.07374840643691175,-0.06034235550868693,0.04490208570171225
COL9A2,-0.021073101852906097,0.00923075511497516,0.042514583510002354,0.04639663550778925,0.051558305185731367
DLL3,0.03432505877530354,-0.0009041728533374221,-0.022403788638831464,-0.043623747706257716,0.025696621564184622
LIN7C,0.03122523015839958,0.014073600825792511,-0.040362139418410346,-0.0296883634258716,0.007795622019017011
GDF7,0.017783112595272082,,,,-0.013201403950599863
PSPN,0.044928270821688855,-0.005561617618235184,-0.020600278105464907,-0.0179391438718739,0.035535399511868175
ANGPT1,-0.007898518612156694,-0.019621401694820545,-0.04086492724083288,0.0546561008306102,-0.0188714213081523
PNOC,-0.013192171498725773,0.058592927266879924,,,-0.014038431029988366
L1CAM,0.02843314845111852,-0.01192921440853354,-0.04381966174213041,0.04093978596140333,-0.02743085871705247
APOA1,0.02838094232794362,0.0937324399367403,0.09867633901726038,0.04890752734726188,0.09112340591662225
PSEN1,0.03921495190077657,-0.0035010468725726364,-0.01206400596670839,0.02934872310572444,0.0665766954610385
CALM2,0.003382191574161288,-0.01969987630309635,0.1523197140636506,-0.05727331371320381,-0.0007048081010313865
CLEC2B,-0.002210133951574226,0.0041296124524327635,-0.020425461754937826,-0.057035597107631855,0.010261456458266538
NTNG1,0.0005316876059876329,0.018225691871649432,-0.06458927507103915,0.13726870291575413,0.0016842043918687715
LRIG1,0.017600387246622086,-0.0016475265157340929,0.0576335143515515,-0.14718105529462558,0.039731340816431295
CPAMD8,-0.005281307511878826,-0.022867274682715412,,-0.038217926771383255,-0.014830711186273325
GHRL,-0.03813850067847376,0.09154205747593241,-0.03950987000707974,0.10720200712383757,
NPY,0.012765405978893446,-0.011186539076984746,0.025583813519365183,,0.10367981724543283
MMP2,0.04467337489222045,-0.002713941457550628,0.11101670005576213,-0.012763445512009412,0.013938217709669269
PPY,0.03312900015674338,,,,0.0005885937743780257
ALKAL2,0.13084982996775124,-0.023211363168035185,0.07376276577262743,,0.057069798131349554
CSF1,0.008034838239522587,0.047689435793200396,0.028888003848941444,-0.09668723394640126,-0.004890717927270571
SEMA4C,0.020044148428384947,-0.011407843471226052,-0.014116808954454073,-0.06503300236884167,0.011510982321763067
ICAM2,-0.015277600520499406,-0.023393630365878038,0.04760125080413415,-0.1288222648542616,0.02153480886495834
SYTL3,-0.03853290535541721,-0.011487655290773688,-0.010768816184954186,0.007565370824235501,0.08352032891582459
IL1A,-0.0364337286175946,-0.023795975728981407,-0.01819351040125781,-0.06862093678110642,0.09662170982895818
HLA-G,-0.022026580418615736,,-0.04554663007339339,-0.03348715250823384,0.019155130180139875
PGF,0.01783975472284727,0.08665319372061113,0.028518075711499495,0.07168658874603855,0.013211284440993783
LGALS8,0.020428480664113326,0.016593557756798175,0.03707333001634849,-0.010762245054270593,-0.019838778528665748
DKK3,0.06727963128232273,-0.005963529770579922,-0.003190511101041259,0.044769638390174324,-0.004294462282513849
COL16A1,0.017205870234812733,-0.019143553023372586,0.04582717271063888,-0.07009101153717455,-0.007475291128396884
TPH1,-0.01617310404159813,-0.014899818320161452,0.0153882140312958,-0.03209421772802479,0.08228361258364145
TNC,-0.06225972196140083,0.007656443933904014,-0.037344318348085985,0.018976265986130825,-0.027658296196021146
TNFSF9,0.00828062974803164,-0.02527933970432253,,0.025735317121217464,-0.033164737672594695
C4A,,-0.0130975063163568,-0.010827705791362184,,
CNTN2,-0.02035980373218258,-0.023707435922822196,-0.007668777171335116,-0.10767021524429221,0.014776164350703416
F7,0.005402572929896903,,,,
LUM,-0.0368549285701474,0.04170660623899872,0.038834636101428795,-0.018079006342155184,0.021017296671257724
BTC,-0.014314482965764885,,,-0.05293964566937243,-0.0037313244261518385
APOC1,-0.01893661690032933,0.03817466955238734,-0.12053994711746527,-0.1626647604984359,0.03513722688094698
PKM,0.03570753709057887,0.03338460501378669,-0.05798513652636223,0.09856703572043282,-0.0015142917623098206
TNF,0.0013316107663041631,0.0015569692229335905,0.19955071642509303,-0.09112078779651124,-0.015399740496702802
GNAS,0.08331189839864436,-0.011381456779832943,0.0008245105244749056,-0.11165265384073356,-0.054919542538137314
BMP8B,0.06482026710616541,-0.04062214621183233,-0.025397494428332577,-0.09897935220792642,0.01623073193025784
LIPH,-0.016173100059906364,,0.07978288642852041,,-0.01716938579456831
CCL28,0.007828304138780773,0.12949474471454964,-0.04142352639906297,,
PTPN11,0.028120224311559704,-0.0637452476939327,0.024245054196023103,0.11470015078113124,0.046686054952623575
ADAM12,-0.03271106473675273,-0.006025090702443091,0.022509199860552668,0.08613689676949195,0.012236141831295726
EPO,0.00931329052537708,-0.014899820508250236,,-0.024618501905888213,0.07592022388907765
EDN3,-0.004466698591030792,-0.015053564481596412,,,0.01417690524760853
CCL22,,,,,-0.016306831279531017
CCL2,-0.04863214816142764,0.008796445345095254,-0.004292110151782153,-0.11706128717628694,-0.012001763638673646
DSCAM,-0.023771309393633495,0.010579898500126562,0.0421074805371888,-0.06228507555719571,0.029894665362445186
GPHA2,0.056826407769809066,,,,
ANG,-0.039861669503188646,0.06140300774628238,-0.02967096238743712,0.025394185759022334,0.0511281797593654
FBLN2,0.06826572779430397,-0.034770963717639956,-0.09996092579186212,,0.06284273293226113
VTN,-0.030572795393452083,0.09768342652483214,0.08010563194749244,-0.04852889244634871,-0.012538903237718559
VEGFA,-0.020408861286957382,0.030458676228404185,-0.08465908586758128,0.12977081594634612,-0.04441316860929632
F10,,,,-0.030149713282109688,-0.021415301263067326
SERPINA1,-0.048267785716147725,0.027482825615125727,-0.0022634608991112092,-0.05320351643763259,-0.016263975108988072
VWF,-0.029576638225212615,-0.016786552403612074,0.05720635853227502,-0.06890168621086688,0.059373430483153355
GDNF,-0.011695003393340085,0.03148979979220924,,-0.0203221994893017,0.007893914189551937
VASP,-0.042079836078333155,0.0012200261641639389,0.05359348148450957,0.02054187984857609,-0.0037539763015920014
ADAM15,0.014711028855218935,0.00300778711036302,0.06300825570882759,-0.023319034337208878,0.03416433845740858
WNT2,-0.028290888436164594,-0.013944021827842518,0.018641887325633284,,-0.018314065576881717
CALCB,,,,,0.05492877426308814
OLFM2,0.011091578774155668,-0.056065242541536685,0.07921021272991566,-0.05714292332539739,-0.02572410617097509
MFAP2,0.06037051065371304,0.04533418504638533,0.045582058276948285,-0.06371703262842641,0.012119172585412105
HLA-C,-0.04663002270918524,0.02444351042422967,-0.05486855277902806,-0.01790761318570686,0.021381948338741182
THBS1,0.0025790687234670375,-0.033422764845227895,-0.018517364121454258,0.01250028629684884,-0.02345325038330515
HSPA4,-0.0041964178686338775,-0.046746575182686295,0.0076171602165444096,0.04528714156501649,0.008772006243914516
LMAN1,-0.026057064532025002,0.008538415689667208,-0.06786981431500114,0.050601204138500715,-0.02008069745948496
LYPD3,-0.02467269589077279,,-0.05043159168959251,0.029774253869353545,-0.02161393868522909
APOE,-0.0446793497745755,-0.06314253660271726,-0.044690672917306176,0.0001878426930628599,-0.03600346042995146
SOSTDC1,0.031865152713843,0.037565400909594836,,,0.07577633367497415
ANXA1,-0.06912278677433718,0.05606315977431504,-0.03642644102391276,-0.059902698963495565,0.026770012716802523
WNT2B,0.0113009874109159,-0.024398384217265475,-0.06123249811740058,-0.06743039718417619,0.039650837643152005
AMH,-0.03012787545715824,0.006429866264739164,,-0.05907982914431732,0.03197450635194076
GDF10,-0.018718660886535936,0.019501466854770735,0.00525939418302112,-0.02913435530379576,0.03042719769733384
EFNB3,-0.014032037860328299,0.002207366387065688,-0.005505297740147362,-0.014332252919594068,0.010441008919666695
LTB,0.013635227916439344,-0.02769356468479929,-0.0559665624885158,-0.07836921511404898,-0.03833413549433122
ANGPT2,0.007462964818943993,-0.031016215930233976,0.010635153310047947,-0.03999516443128866,0.033832598580993745
ADAM17,0.009869459920196269,0.04340939702333551,0.1036995959752021,-0.014624659573917152,-0.02698923902588237
LRPAP1,0.09625609205700683,0.04287218320702553,-0.058604524428757604,-0.08833435739917694,0.037697643184060284
NID1,0.038930598212457826,-0.008134205361130529,0.09820210515481852,-0.018050208230017354,-0.0004398017222390611
MST1,0.017559075783558174,0.044663515591518016,-0.06517925682752246,-0.03367100226733841,0.017578666804190353
IL13,,-0.017474659451414652,-0.040805772478665854,,
DCN,-0.024531818852141694,-0.05305875695300426,0.13147365146137016,-0.11264842522271766,0.01649960956210504
IGFL2,,,,,-0.0176682617333307
COL7A1,0.03663546150593036,-0.059876708927320416,0.01743178218937886,-0.024544502557767432,-0.0017406172850218957
CALR,-0.056492508970501086,0.0027965086334814475,0.03158110781494961,-0.06835087694655903,0.010038616542726092
PIGA,-0.002640082613572039,0.008635550359517357,0.008696769501491399,-0.09198367266225188,0.05973016474859997
CD200,0.04320933326973201,0.005016824059202307,0.09799053116601165,-0.02102311528424384,0.009435035084592178
GRP,-0.030015801106929037,-0.015053566747270155,,,0.007355318609888416
CDH1,-0.018096242169323932,-0.024497574314065303,0.08654226974958706,-0.07055508350506463,-0.03739164403584087
LPL,0.09008345682935617,0.00884058253837868,-0.07460534194031374,-0.07032367813662428,0.027174969581063285
SEMA5A,0.049538468109720034,-0.031026606285986517,0.0061768618638961825,-0.047092320454452184,0.009726111571880256
SEMA7A,0.03159127919422946,-0.04511093065669214,0.003962119302277958,-0.02568561730312486,0.007967620267030443
SEMA4G,0.030560951301822032,0.02598765622082631,-0.04322595110134528,0.02023045741205357,0.05201094160746475
SEMA3B,0.0035655948075461854,-0.030985227954573313,-0.049800578738786336,-0.06267067586493098,-0.021578490687815997
RPH3A,0.04560878451429135,0.02068523751682997,0.09498785330620359,,0.020964907856831264
JAG2,0.05264657838123624,-0.04579229577551792,-0.0020026098542482752,-0.026779925610642165,0.010543430054412323
CGN,0.011841708253636897,0.00371965471407558,-0.024180624097276306,-0.011263531724979355,0.044802168557420106
GDF15,-0.04882168649909557,0.014157628435441414,-0.00408378835530984,-0.08811352165219215,0.003620024855057612
SEMA4F,0.062036083968279046,-0.031808837005765846,0.039581731459481614,0.12092597951150925,0.019811023294021155
NXPH1,0.04659937771388317,-0.001153279736644136,0.04881961397715484,-0.07733061827258733,0.03680823582791365
ARF1,-0.02735825759105668,0.02977468515082011,0.007248745081669353,-0.018454366198050125,0.024372390998357616
DSC3,-0.013641524834109573,,,,
EBI3,-0.02480429373362163,0.1470353663846761,0.04267864729532243,-0.07962754843144312,-0.004482776643972626
TIMP1,-0.024072234039869023,0.05842719060606279,-0.11063350348312548,-0.12197651889080346,-0.036851210438078194
SEMA3C,0.04024653356536682,0.004502078799657164,0.01764129432146285,-0.07082817106222732,-0.019980462372470965
GAS6,-0.02980860428376752,0.05348117768220148,-0.047747620358801035,0.08716414860432,-0.021384565715370268
MEPE,0.04347500751059764,0.04524018270946074,,,0.0729037598476972
SERPINE1,-0.020549579782357098,-0.0007641025236508695,-0.08330460716829083,0.003163467181142674,-0.04634554455806199
RSPO2,0.012480163325971527,0.06139066768815494,,,0.11477804868280571
SHBG,0.05762756186448215,0.07261197849217782,0.08009854006673293,0.007561764803664976,0.026407760955040636
LGALS3BP,0.029543633680583378,-0.04762393737333775,0.13602345720446923,-0.0741918304765718,-0.04938217482819017
LAMB1,0.009752950718905994,0.041519365563580775,0.11303761312477659,-0.01848649836452393,0.0039006080512034706
SPTBN2,0.060461494239624644,0.018713280886829532,0.11054757933230103,-0.017514523002031945,0.01429850368583808
COL1A2,0.004089363406970392,0.013053912958855576,0.026962717624237388,-0.08488527394909536,0.010379388844364798
CEACAM16,,0.05643645460734065,-0.0031940148227243346,,
