,UKF248,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1
HBEGF,0.19542633478920102,0.12443124864668835,0.06317525259500228,0.1034030364107916,0.08075869730892778,0.13745308034478573
CSF3,,,,,,-0.032222988624407936
PI3,0.000691776401856111,,0.12554624176683538,,,-0.07000984924232745
PCSK1N,0.0031048605776269333,0.00878999551462441,0.007176315126001398,-0.021364750973788572,0.024676081999732383,-0.0794907314803303
NTS,,,,,,-0.04771785218678829
SFRP1,-0.019442186990075695,-0.04060939782892471,0.0475531229894011,-0.04820633277456124,0.056249386740331565,0.07836250011700328
MICA,0.1475224157899289,0.054457784202252155,-0.035768898789125876,0.05413790014606606,0.056920547622399065,0.0952873644032287
TG,-0.056014007656599356,-0.050720447420516866,-0.0616704202559726,0.08606947896177106,0.15942996268935775,0.07930705202707176
ADA,0.20776115283947177,0.02054793690385514,-0.03826770024370371,0.06852405882764748,0.15275859214405257,0.2488895952380814
LAMC3,0.2775956541136874,0.15422616378711704,0.1296172066105972,0.0913629561336942,0.09956677457381372,0.21693854554756078
CCL7,-0.02262547920696848,,,,,-0.021016443070935885
NGF,0.07466597977931011,,,-0.06968719333793626,-0.019574182848119476,0.04492629224164329
TNFSF15,,-0.014854646423681386,,0.21864227434320424,-0.03817327884218187,0.0750706006458998
HMGB1,0.006828413483668707,-0.013767603146934683,-0.11498917525660195,-0.0050255811596817005,-0.03723342045115891,-0.06257594122567359
ITGB3BP,0.008498613877939524,0.09862939825679483,-0.030057700652136546,-0.037978278876336626,0.12340975903553182,0.009517834892016049
AANAT,-0.021946704935972595,,-0.04797618327022126,,-0.026491950836724492,0.016577724038663665
RELN,-0.007622824600593933,,,-0.04942226040936329,,
IL15,-0.001332527484752017,0.009501537550364198,0.01179450103506177,0.1623292352510862,0.04997121797653658,0.07172411983650331
UTS2,,0.0505360995925349,-0.07543330054060222,,,
BSG,0.0032006822253172534,0.07080029267650599,0.033160405603245596,0.03373075464989735,0.11981034277428285,0.03374454597944952
ADAMTS3,0.061810747458234803,0.07198181365348114,0.02256001612888647,,-0.03172141413458703,0.06923672315995678
CD34,0.2002483579645666,0.1300879167461691,0.1369876325832931,0.12590876752510005,0.11276347624096011,0.19384924634131773
CCL23,,0.21463693911206042,,,,
PLAT,0.17388623366539552,0.11452135806815363,0.13571702010266998,0.059642355939748495,0.03751566712063656,0.1332410224670691
LTA,,,,,,0.0004026263818933089
CKLF,0.09601848472881158,0.12597645702369192,0.009908375831290032,-0.021214969635667668,0.07653956190811459,-0.02165267087822555
CD24,0.052962068088703365,0.07526111827266223,0.06918281192804325,0.024421762229907995,0.07221479503299126,-0.08341797131207765
HSP90AA1,-0.07735010867740404,-0.03678556128230275,-0.015526768105852205,-0.09070713222769711,-0.14625617514112543,-0.17102643058010022
BMP4,0.18110989348864906,0.1451540839433647,0.14960281707973933,-0.0003060542365125407,0.1276629612506212,0.18019900333223185
SCGB3A1,0.0086078458974076,0.16384689032717156,0.08438949077993564,-0.00509139616549815,,0.07110055881539028
IGFBP4,0.21774591384733208,0.09309240662610407,0.1276191562011265,0.1351456652113882,0.10844106440753412,0.23937783255844114
RSPO4,,,,0.0018437208111344873,,0.02112894718100164
LEFTY2,0.19762294996328525,0.0766254934227457,0.02356512026197359,,0.06887973106457554,0.144783196934003
PF4,0.03467848803067207,,,,,0.030033468592783146
ANGPTL2,0.19718495036360958,0.12540273130959925,-0.03937185669714756,0.09416277837383086,0.011685400378360564,0.22133137136610173
LRIG2,0.011606119501673673,0.07402015317290737,-0.09118560118329258,0.0420985511736818,0.10216993755253317,-0.0032655178396948773
ICOSLG,0.032852381117654324,0.08921921040067396,0.020962391848981132,0.1096844269901465,0.06247634974766127,0.0892932000745215
WIF1,-0.04223099604484659,,,,,
NPPC,-0.011015361701704252,-0.0389771855544495,-0.05079740738786906,0.013360191687647842,-0.031721353211711656,
LYZ,0.13938721810096574,0.10892950537436946,0.01695891007723214,0.0371685246455417,0.04868468614640987,0.07819972434081746
EREG,,,,,,-0.004639668373349091
SPTAN1,0.0855400659040311,0.08741225886128974,-0.01787681592505964,0.020380358571854863,0.013097345939733884,0.006539071073783475
LIPC,0.04206943486316334,-0.041331315415160025,-0.025271578392759314,0.021661807990355386,0.025192944494880864,-0.008883802643773869
COL8A1,0.0878518153631243,0.0815051004751354,-0.03097228241887982,0.09354351865840553,0.011495300151453891,0.005104552489563677
GSTM2,-0.005372148919919021,0.006891181784418814,-0.0749603942850083,-0.014710229470236884,0.016500700320730474,-0.008743832179617743
IL4,,,0.046110372768737556,,,
SPX,-0.0005743213488238412,0.04465489179441193,,,0.038976430372194,-0.024190575341699213
MFGE8,0.19236942331194942,0.042422224319774805,0.1030848607013419,0.07995682502143185,0.0999497194895123,0.2330981749938293
TGFA,0.028419363478916073,-0.020845596674563868,0.07357490042983245,-0.028659306305533747,-0.015357061593262254,0.014962313110498403
SLIT2,0.055104665654424005,0.0970808435312868,0.10609788372186993,-0.007570062118434495,0.10139965997562497,0.05142689806367974
PLTP,0.006484983562045544,0.14327376568800257,-0.035532145006923185,0.019485214916267625,0.014224528178121212,-0.0033888754574359398
APOD,0.016179827175087404,-0.08603713007991703,0.07461700573255242,-0.0018689057084040727,-0.09399985344067233,-0.1486036890803695
B2M,0.13210986001236494,0.15784085826755243,0.09877920554785115,0.08964797873774596,0.10045708237324207,0.18070915859983724
OMG,-0.04415426335277705,-0.0339530715596208,-0.06678199205653654,-0.05758409504819297,-0.07153536840262248,-0.03255520996026607
CXCL3,-0.045708003891557124,-0.040169898450401906,-0.04976753392389777,,,0.0390390636325024
CXCL10,0.0035451043517544757,0.07300078150408738,0.05895632292658588,-0.05409338011663692,-0.024704410230138456,0.08045164939969635
RSPO3,0.03601630979124377,,,,,0.01945770823057202
CORT,0.03192957705488806,,,,,
NCAN,0.06629090439070916,-0.059368228335699935,0.05608193555934126,0.007815592841845046,0.0006625541134989672,-0.017674588939006215
PRG4,0.05004667231212858,,,,,-0.021249903325621374
ZG16B,0.025154531200408378,,,,-0.029450180054755755,0.06216304172837888
TGM2,0.08711763280929452,0.13999600062819878,0.14585496055657599,0.07996071773106267,0.09408541200287131,0.1330626203005301
VEGFC,0.09388411412830329,-0.018601019614132477,-0.05365830182649315,0.07525216743891784,0.13382142712331205,0.0757146654406449
WNT6,0.029280120981975334,,-0.06002485244291555,,-0.028007124689632595,0.032049644903920094
NRG4,-0.020838860674429364,,,-0.03352602444590727,,-0.03426646819140302
PMCH,-0.024017908389883356,,,,,0.1089565685713764
COL9A1,0.18760552525289512,-0.024608015468969093,0.0315021832040419,0.08143650141572552,0.10250545495458183,0.03416685965931511
GDF11,0.061878129423284293,0.03873798724546921,-0.017223989172518057,0.08169926211858566,0.009663686751538449,0.08736071609963089
RAET1E,,,,,,-0.013876734145223705
SORBS1,0.01963657742897517,0.019241308641848993,0.14723512067171915,-0.017952378384944328,-0.007682323151008833,-0.08242739582715942
DLL1,0.07972938649645372,0.0923970641829926,0.004166152919847256,0.04471868908779512,0.03604236167916756,0.17165124935994155
TLN1,0.15728830873743777,0.07352946260772177,0.027594026778980155,0.1230756885331788,0.03854743293914607,0.10113665160278912
COL2A1,0.0026572028126453373,,,,,0.08724977890842754
SHH,,0.06420241586797004,-0.09861855812625178,,,0.03310666692809946
PON2,0.07247577604756401,0.11350091840458462,0.04940363107690118,-0.003971164544320301,0.09597948288147304,-0.1249910470796257
ICAM5,0.0014830919274145878,,,,,0.023768520877499325
HPX,-0.004152638285184383,-0.0015492712797753193,0.0340011265074711,0.11172777897262463,0.039983790178996385,0.1225141956388954
SFRP2,-0.030080631893186584,0.10452430770345922,0.04494935015770636,,0.04030538621162073,0.08502023310210031
CD70,0.10678473589716173,,,-0.01008163487649987,,-0.028499113184146472
HP,0.060071562708169664,-0.006178559521288234,-0.09511333695775075,0.08464409989313038,0.045934476448000326,-0.032946287222152495
CXCL2,-0.01122343533610962,0.09321540478763597,-0.02947304777426782,0.11334240125468974,,-0.010490671446931643
NPPB,-0.029189055056335626,,,,,-0.03475951571606315
CCK,0.006477072098614368,-0.02133941171084005,,,-0.03665438914599965,-0.0351256940154873
SEMA6A,-0.030181554145235767,0.11295717593777639,0.033691817425027595,-0.0012708295289038918,-0.01371716942281333,-0.08352460517036825
IRAK4,0.03034517986754549,0.07232970810514279,0.0860167659924873,-0.061178511578387614,0.10881271978307326,0.1274677186996686
GSTP1,-0.00460724007602692,-0.14994646150496124,-0.017012816431733704,-0.06093621601644687,-0.03243248657471293,-0.07316270564999192
VCAM1,0.049300140205601264,0.09904790432548038,0.04100163357018759,0.030691734596169185,-0.0161670499743935,0.1297054344412742
NXPH3,0.027377680471071055,0.013686597386367457,-0.03192758970547011,-0.010236165508780861,0.028367049760843754,0.029312642149007428
MTMR4,0.03799284143395507,0.04005240406461367,-0.09374661626930968,0.04413580200186215,0.09064223174931262,0.0629556526999194
LAMC2,-0.0229103561192604,,,0.023263606650346103,,0.11427784179542347
IL10,0.09735670743660986,0.007426178616947239,-0.004798219520538429,-0.05838921589231145,0.09959774338565497,0.10965425534364427
SEMA4D,0.10013232844666065,-0.09356304324264712,0.06673238813150177,-0.051316135701818776,-0.017686045627378064,0.04442830543499905
TRH,-0.030318852227857605,0.043318344808279965,0.008805829280708288,,,0.05135324092403438
SEMA6D,0.04813065086267679,0.08141249646963503,-8.88726581151373e-05,-0.05065336334895659,0.07219983507751342,-0.09082262477838111
CEL,,,0.0021663650992810456,-0.009657815083816947,0.1404990686933542,0.045366661081693065
PDCD1LG2,0.04046763094997975,0.05430046926095953,-0.010101676396894476,0.05187927586299138,0.03377328601136453,0.03399118942099125
SPINT1,0.04881511966218443,-0.008037447336650343,0.05810472825079758,-0.0826551174744691,0.06481775991039768,0.057200416038730204
CTHRC1,0.20236777356362656,0.09776868873551608,0.01747517551740344,0.09610426433513956,0.14152012259133687,0.21924282397455092
PODXL,0.22333014638012041,0.2111915649958938,0.106773126051532,0.038123838103170944,0.06091119194379287,0.21370141660754355
JAM3,0.04546863779294015,-0.04347967438261957,0.06345194280653514,0.039875038862361024,-0.041530115652125284,-0.016284069642364615
TGFB2,-0.02829091309787512,0.08605247674183085,0.08950824095249256,0.027609570171091558,0.010133743468214211,-0.16769206006787632
COL18A1,0.23691244917527535,0.15682256409623585,0.11593411422273964,0.0957649294690002,0.14198090184890913,0.27339996661361243
NODAL,0.1051338244413547,0.1060451475844846,0.1799292856560505,0.1264088211454413,0.13701887257788803,0.20741896904058887
INHBB,0.003559076524139068,-0.040400991554372316,-0.03307559737448281,0.023516826049447197,0.009535742083623481,-0.09878411871724244
LCN1,0.054294810114297515,-0.011518273102882634,,,,0.1557413044957644
ARF4,0.06070712430346162,0.07095085151157936,0.14680527959792902,0.03980045851403116,0.09302025224298427,0.12092881655485027
CXCL14,-0.0030192806223136985,0.07718312403591819,0.006138974996616766,0.08105977783691065,0.005815731470720044,-0.1391901404419136
LIF,0.10023862128778158,0.14926243889441207,0.06189474265582944,0.09342554326123827,0.06747158978129754,-0.010355164307299073
IL17B,,0.06016383630006054,0.05386212733328304,-0.03201321436220567,,0.2144127378809629
MMP1,0.0014735140432178535,0.07039984078830197,0.040626503360242386,,,0.3097912478717518
MATN1,-0.006593947585614897,,,-0.03498110098347595,,-0.01892580403538385
ADAM28,0.031351497525619935,0.01975357354347981,0.005276593062157404,0.10690256295835197,0.0949360797989686,0.08900290057582802
TCN2,0.17745984043043192,0.029333760320173766,0.13312034941704318,0.13183003511379848,0.06883509710845231,0.07649339105962584
THPO,-0.030172033819748798,,0.07958861075941495,0.08027609634620939,-0.030377223629061707,-0.03341621856126966
CUBN,0.05621278921959223,0.08262592237778844,-0.009473540766322711,0.046356374352532946,0.18180145098680658,0.09594985753542805
TIMP3,-0.07863630597015303,0.01046861153199201,0.11160585957513994,-0.022738467035510985,-0.07540373585299973,0.15489348054224045
PIGF,0.03283502047773477,-0.013073542246969454,0.019661776304115208,-0.009100403190819091,0.07868472038923571,0.02272387026676414
CRH,0.051812932679256136,,,,,-0.006318062265610555
BDNF,-0.017707678929941666,-0.03337683026276744,0.07176811364463748,,,0.008455138077682828
CCL5,0.06761964752875198,0.06126634271004566,0.03990563370046346,-0.05813564850788854,0.0152483792158735,0.18057824309222312
GAD1,0.04860036635824003,0.023921621216800342,-0.004391590869029598,0.06575549602394794,0.09837171425150817,0.005149774371085058
COL14A1,-0.047495674287285024,0.10598448856459267,0.03404948639667597,0.012718847517341371,-0.04734135719254511,0.11218200847052641
HLA-A,0.02144306172017059,0.0231679185855375,0.018912250925796948,0.16674534565348864,0.042346077538353254,0.19933423539932424
CD5L,-0.026842212800685532,,,,0.005884435831784929,
FGF18,0.004593968670594103,,,,,-0.027543372650662083
ADM,-0.08830529806197703,0.08406594458442261,-0.038633536009029905,-0.010981029172812079,0.13314867424074298,-0.031916575534064386
CCL15,0.12382177269950634,0.11075387202771947,,,,0.13018733057426712
GNAI2,0.17679261861474438,0.10056837397305189,-0.08618215693820186,0.053254670157432724,-0.0179294634057761,0.14661487515352314
HDC,,,,-0.039922933392869,,0.014850788929879148
COL11A1,0.022122692362465918,0.05263073665084703,0.07963588551475528,,-0.01565494144050863,0.01755108183105752
NUCB2,0.0015004890168639085,0.03002094495193803,-0.0669058174514484,0.018589768207030666,0.0055939030249426225,0.03470716503325054
CXCL1,0.03468576651025877,-0.04302082617472801,0.0041710307979192975,0.12886416337023338,,0.05779214748158535
VCAN,-0.06382335174723787,-0.07026853499574601,-0.027213181753768884,-0.10820923206089597,-0.1063833806843427,0.018096730052050577
MMP7,0.035524660180564334,0.14415298966704923,0.011832848835912405,,,0.18262853896029002
PTPN6,0.11911900368965204,0.05761823520023684,-0.005251573398884585,0.11879702331019454,0.07193055560708576,0.09484126711879062
PTGS2,-0.05134394993285976,0.07071211354214726,0.12901505781352712,0.05270076230933363,0.013502561843128603,0.019647831336193033
XCL1,-0.029414264227623242,,,,,
CD58,0.06504995668883684,0.07223980481661169,0.10747245536658216,0.08397959819844115,0.028171532034861002,0.07923821515144513
TNFSF14,0.017669433991265235,0.05435154215862295,-0.020024541135946452,,-0.04141465542376252,-0.007997677932300657
CNTN4,0.11416468886601111,0.01902307220695565,,,0.049325100474228785,0.07280450061841223
INSL3,0.024732417972165185,,,,,0.08360075372187156
BTLA,,,,,-0.020241832761154873,0.09633791791092886
MFNG,0.11529287152746454,0.10823087607824863,-0.051346765051299245,0.13287902470612514,0.04666285932347771,0.08058656595639284
ICAM1,0.0027120878415660436,-0.005558859208077167,-0.06456880929245593,0.031571936673440416,0.06948142794707539,-0.06549530634032676
PROS1,0.10616060433218442,0.14855022322826533,-0.008653690182725023,-0.0003064225336778662,0.055007488806201106,-0.03807617475492047
CLCF1,0.0981518802699403,0.043101225457747964,0.0823173014967715,0.055950280047162224,-0.021475008874875915,-0.002931654898725292
PSAP,0.0640811188761986,0.018466422551328618,0.021159433893172434,0.02411308101883792,-0.04951968330592191,0.0257927631933354
EFEMP1,0.06117148895291903,0.05024500546826396,0.08839617177528358,0.11602916671852063,0.062297711527366066,-0.02751864527566316
C1QTNF1,0.03958658036954358,0.10280024283434866,0.06882225766096203,-0.02925463380390828,0.026073167408813356,-0.0806864450315004
ALB,0.028311475190955594,0.031367242594660116,0.004389347618182761,-0.044789618770218954,-0.03002254418543089,0.01712467142638405
EFNA3,-0.025461027869459814,0.02801920907405222,-0.07868668437080162,0.07411570896396415,-0.004621114460362603,-0.011005510394472914
DRAXIN,-0.012315901488272472,0.1326932061034169,0.0003914111371611972,0.004975135764617981,0.08476067708529715,0.13765426677120254
RAET1L,0.04982670973443281,,,,,
NPTX2,0.07248694559044189,0.010013542285301906,0.01611838527045716,,-0.05638827812894669,0.15929925081073698
FGF11,-0.017837306936895017,0.025742464739026888,-0.02374273158282803,-0.0007341349577197568,0.07850643824701936,-0.011124582411181493
CD59,0.10721410875565386,0.15804491927828304,0.06941731081592448,0.09307512624156512,0.08182123165219107,0.15371709227468053
COL9A2,0.09289552564161993,0.07018173938435036,0.027022558989308616,-0.005510688345767727,-0.035556810343428155,0.0005826416459663869
DLL3,0.017236152199910974,-0.06651003500040895,0.11994245992314963,0.009789226113470767,-0.014470897682143139,-0.046551445691750445
FGF5,,,,,,0.044577456305220566
LIN7C,-0.012958454064434053,0.07597360576930587,-0.005329582883898244,-0.05633139762508026,0.023979126375760756,-0.0035078087436556495
GDF7,0.017177043105981105,,,,0.12320832393613036,0.07024415794316177
PSPN,-0.012449581747033039,0.00517920590605113,-0.014064309750728228,-0.03947302200613513,0.03197667853485709,0.040807351610219894
ANGPT1,0.13252462669132042,0.1045376328746517,-0.01778746363446045,0.08029881876248313,0.029373096606874413,0.10668719613991089
PNOC,-0.028181001082236107,,,,,0.00641943658332182
L1CAM,-0.047861312310795184,0.07536381816052269,-0.029202389857243886,0.0034825283646568975,0.0862390839957233,-0.042605662933263955
APOA1,0.011699920973680441,-0.07518709870227358,-0.015913426517026954,0.08570736600785576,0.02089628344098014,0.07501167011963857
PSEN1,0.004508641689005808,-0.016409619568225554,-0.00542366037795327,0.12727783776812857,-0.07488862740066271,0.02381664008857346
CALM2,0.03310526642941588,-0.012890450013743266,-0.029059797624986367,-0.022113436559296998,-0.043976954372646794,-0.14177742712487248
CLEC2B,0.04982849273185735,0.05768528551315091,0.05399397237698399,-0.023550167341413214,0.0458128028915086,0.15689965978906473
NTNG1,-0.01558548791841232,0.016225973462262823,-0.045128705727741796,-0.030968453381014057,0.009352374901820445,-0.028261737568386007
LRIG1,0.010329045520327778,-0.06284918163155065,-0.012203892818697246,0.05127005669787555,0.09147808836896647,-0.13348010232193716
CPAMD8,-0.04124028843979197,-0.043020820527530416,,-0.039922894605814496,0.02934440295411968,0.1303760640605216
GHRL,0.022087844827167653,0.01241658150425208,-0.004765830060468558,-0.03390190719564681,0.07331108670819063,0.07149340232365511
NPY,0.06690592171425598,-0.050239002164242215,-0.04833576754163549,,0.0695607425503522,0.1502056891622836
MMP2,0.17223182593397232,0.020858742848584178,0.008018101376852618,0.15283248056842888,0.06829528001578926,0.19291969617625554
PPY,0.015358952363700808,,,,,0.0833291950654713
ALKAL2,-0.011004121620612569,-0.02235755104935096,-0.06123394030155599,,-0.0022736184828408453,0.0065144387398486
CSF1,0.041223169728699785,-0.004574434675393127,-0.0210489683961613,0.05350321620868428,0.06272804238049894,-0.1124826512429023
SEMA4C,0.06923427015983133,0.12422866888622996,0.01053018055130699,0.03831657531897866,0.07808542107959128,0.17301188739871037
BMP8A,,,,,,0.10055391451870006
ICAM2,0.14192711670094083,0.11506355046049835,0.14115446254029315,0.04227586932899206,0.09786164100587401,0.22468147330388671
SYTL3,-0.038479035804770446,-0.03418048683219511,0.06123801646402686,0.07559534143289058,0.06360900100637427,0.06517493771573334
IL1A,-0.0018584803543218358,0.02461236460158212,0.2815954217352643,0.08111730352040618,0.03929047385897751,-0.07165152577221963
HLA-G,-0.03158570955351751,,-0.03324405162399,-0.008934536676293108,,
PGF,0.238407749828575,0.17100186083593807,0.13866163538197293,0.10149907945889211,0.13352218071018976,0.280201088377932
LGALS8,0.01166707249457668,0.09767538020023578,-0.11006328426571348,0.058253913557277166,0.08306575146715407,0.05812153357052537
DKK3,0.04663220565745307,0.1048519758444454,0.04921286702916602,0.09095429119631872,-0.001853986216031887,0.07740794907640611
COL16A1,0.12839112753192058,0.049569075715140055,0.16767325956126744,-0.052936507561646896,0.04466843614188914,0.12061951245660839
TPH1,-0.023191932525531922,,0.06512908199084115,-0.03352599630735076,,0.04051241212362269
TNC,0.03278795691508139,0.08703709985383098,-0.009654164057473557,-0.017267008667697127,0.08900336445692437,0.016814167625945172
TNFSF9,-0.023110095696767162,,,0.30914264032092215,0.016109491894195953,0.0019850297422696903
C4A,,,-0.06301295234581625,,,-0.04766812790880982
CNTN2,0.0134657366856398,-0.09075503252160134,0.030691185341959783,-0.024800899900732053,-0.09779347163915862,0.03052612280251313
F7,-0.022625478075709558,,,,,
LUM,0.2392229348584454,0.11816650625517154,0.17040887268366006,0.048369004579344906,0.11306408710507673,0.15040775605914888
BTC,-0.0205267042261042,,,0.06486522252426466,,0.0846877257518301
APOC1,0.05094617768914346,0.11256819077355262,-0.0963840521262323,0.12730685590241406,0.053239725979999444,-0.09093368398602818
PKM,-0.07471089565010383,0.014080895913605476,-0.0030013940172568423,0.019415433756318427,0.05538714294479752,-0.06331026482270039
TNF,0.03760539087624129,0.09519863580798148,0.1424897071738379,-0.038497898735098984,0.12971655506691213,0.0430265032294672
GNAS,-0.0746533562205428,0.14357937951792724,-0.04092456557592139,0.044612201090754186,-0.03328097858694867,-0.051775577433360684
BMP8B,0.0033893074721037097,0.16729808792875783,-0.018328195076612954,-0.007930489113255827,0.09894288838363476,0.22048694036727462
LIPH,-0.02319192681585946,,0.03513343217421325,,,0.024257752060371143
CCL28,-0.03262232997677095,,0.0897617089720616,,,0.008750951212193483
PTPN11,-0.025688128757677422,0.009576657322265161,0.02997343917961007,-0.030551772423389797,-0.0010380886388048456,-0.03168207827430803
ADAM12,0.16899448700612976,0.06074049326106041,0.07445489293031855,0.04135111725262348,0.1571642411792264,0.1890186048417202
EPO,0.01568687526135397,,,-0.0062771326923880605,0.03540233085716653,-0.008482593605639103
EDN3,-0.00704019441296578,,,,-0.03037715693474343,0.03001231878833309
CCL22,,,,,,0.04616283941671958
CCL2,0.14356870454490245,0.07731230621427838,0.08291501474886948,0.06535783757913005,0.061312698581346754,-0.08585450138692571
DSCAM,-0.019248744410020217,0.0946151447297659,-0.05125531740170511,0.05110343851148472,0.042242057486636425,-0.0099207856221717
GPHA2,0.05555319044794614,,,,,
ANG,-0.07961513493477161,0.06001494569376061,-0.04812482810240046,-0.054367035203110356,0.06274155337897962,-0.014106573788027606
FBLN2,-0.018068356910697185,-0.020305120684716734,0.07138671390699784,,0.012636945040019748,0.048989797941616675
VTN,0.0495767276040222,-0.03648610523923806,-0.04658814825280201,0.04342183602817079,,0.03976565437246094
VEGFA,-0.1640550811334979,-0.003574273955957331,-0.041865759580391654,-0.004490760847262463,0.02179840508495196,-0.1702799559242737
F10,,-0.03957758244900272,,-0.03149474415389972,,0.026509021187544675
SERPINA1,0.09624805494234341,0.046298549235478964,-0.03852391799390296,-0.0008033125773921607,0.06326411015950804,0.05622991353646862
VWF,0.26644943898751766,0.056934958324598016,0.2212980838648775,0.07762869082519167,0.10642571023998788,0.26165351833501793
GDNF,0.0604435430454912,,,0.12217062175589055,0.027785527662185956,
VASP,0.16476431985985054,0.1521716090288833,0.0627856426592924,0.07477778069642599,0.14111521427977022,0.24273688976594246
ADAM15,0.09305386368108809,0.027968699838270453,0.1053292884222594,0.08684364706131452,-0.0269118894135592,0.08991258511573799
WNT2,-0.02359773484971158,,0.07807095450978237,,,0.10345212569165708
OLFM2,0.0464625257103636,-0.011306304103502342,0.06117502832167505,-0.01601271360392263,0.035675237291223724,-0.06283954584364576
MFAP2,0.2443054287796038,0.13255100348544363,0.15724433796353585,0.08548459587554182,0.11470366601218009,0.23220120413038206
HLA-C,0.039588111209371585,0.03542482794391335,0.1140053772267185,0.04200309572676237,0.005639906436384518,0.15140581353918475
THBS1,0.06258170177335003,0.056143897726009064,0.0543763326147942,-0.015292150282998055,0.07617035127581488,0.09764743023115613
HSPA4,0.04209783541025102,0.06160834842029757,-0.020028370091011514,-0.010744437067330123,0.038989206617070865,-0.047840030544140676
LMAN1,-0.016895779668944896,0.003253492338712626,-0.10126785196277012,-0.0006323666482093418,0.037400011604388356,-0.009730046060473518
LYPD3,0.12319820715215558,0.07426481453762925,0.01707848768945979,-0.029938311514246804,-0.025799134433055194,0.07543382535731198
APOE,0.006757940647339733,-0.015211411318475986,-0.0702845162451785,-0.008188717841893373,-0.04048377840107963,-0.055544250650431816
SOSTDC1,-0.011488020366530571,,,,,0.05035282404990181
ANXA1,0.0719232297309874,0.12249019242932252,0.17395920466464748,0.08366100776286794,0.12230628422916759,-0.1462321968883475
WNT2B,0.019510976910296,0.10694584395713264,0.016420211216954157,-0.031664270557252856,0.07459636777581481,-0.05192134948664893
AMH,-0.011020550802188849,,,0.009947260663525886,0.10645801552327568,0.02914370683345344
GDF10,-0.0011820038853159892,0.015315132694081074,-0.0334443221816704,-0.030434089299493743,,0.033893948461286134
EFNB3,-0.026526653336111716,0.07417714733445122,-0.013070632699105762,-0.014950938989632383,-0.06820580868499712,0.09109493278061843
LTB,-0.03790912403699022,0.04789980076649997,-0.0027877671514767405,0.1106140780429678,0.06804797981373673,0.16499088228024222
ANGPT2,0.20866888069169973,0.18058172886348062,0.1048461812667952,0.088202288726604,0.1489241295184568,0.26919460177899807
NRTN,,,,,-0.013533566531336073,
ADAM17,-0.03430092870273917,0.008860398331832546,0.027690043080323315,-0.08289678742222685,0.01720378938587951,-0.007050553697404754
LRPAP1,0.025516673352046555,0.012748402574731055,0.05712660714441858,0.043654391266161226,0.017632475836905737,-0.04029454077011753
NID1,0.21534619339308686,0.16415805235323425,0.12841310063445682,0.06951469496547755,0.12316132944284337,0.24489911071222675
MST1,0.03589821361268896,-0.05525646877739923,0.0235940234643224,-0.01627443051231188,-0.016787108383143096,0.042773019402946415
IL13,,,-0.002618045174135029,,,
