,UKF260,ZH1007nec,ZH8811Bbulk
SEMA3D,-0.08892543205689717,,
BMP6,0.06633706322449617,,0.05077333493654075
TIMP2,-0.0558989245015052,-0.002586152462378866,-0.04655105349163935
EFNA1,0.13999375695320038,-0.11476404326995523,0.04419828473088764
TFPI,0.027552586808433848,-0.06932328130993091,0.0035779108329574236
GPC3,-0.06569353222947802,,-0.05637543252872933
NMU,-0.037577335055625646,0.03559996591629901,0.003215950761998023
SCGB3A2,,,0.03866008046661829
LAMB3,0.03572108965030631,-0.17674428115253216,0.0015350411186778891
LGALS9,-0.013962949336113913,-0.056779264836478806,0.013182078709781097
VIM,0.12128231031829478,0.4009139747070999,0.12557148969860044
PLAU,0.05668739411774636,-0.2468204047348552,-0.07781926355044794
TGFB3,-0.038111299799668014,-0.12722540375432437,-0.0013136958982053676
APLN,0.12585739489398942,-0.21384739256201177,0.09152842649626525
SHANK2,-0.04842278851781311,0.1972519140060575,-0.001053982720066485
LTF,0.04450761334607379,0.016427520871308755,0.04025039744132688
PYY,,,0.01977138408005052
PENK,-0.036930291311896436,,
CTF1,-0.0016511086923060112,-0.040260355444884786,-0.026380910347188355
COL3A1,-0.03158286379732573,-0.27098525236978865,-0.10097280551418898
S100A10,0.13024191520447098,0.35388096437232613,0.13185984179704727
FGF13,0.01705502397741078,,-0.013469674108266726
SEMA4A,-0.06099568647561412,0.06321689964626218,0.00896029694540744
EFNA4,0.008763035650742629,0.03257999592640507,-0.025078893309960475
HSPA8,-0.1009319257119556,-0.1878643295883808,0.05689186749216157
NPB,,0.07228369484001844,0.0562438466313969
ULBP1,-0.013599901431329116,-0.06346205179700207,0.08031564733772283
SEMA3E,-0.027743795334222863,-0.1520360647125233,0.010988133848807442
FGF3,,,-0.057970110313847745
ADAM9,0.08227677646029918,0.003554455243348336,0.04910026109953351
ASIP,0.013398539167652258,0.10850444837732962,0.017356583012360396
IBSP,0.08238507699682125,-0.21575571221615653,-0.0630620227259457
FAT4,-0.029802421065632776,0.06796659623001693,-0.012911353062240716
MDK,0.01715567416093396,-0.19989218207592463,0.031066038640589242
BMP5,,,0.011262780979175295
CAMP,-0.02102694122858914,,-0.006827653882562159
HSPA1A,0.008044806809606418,0.2861777560253841,0.07971349270347977
SEMA3F,-0.028829241535648538,-0.1692928443106059,-0.0015405445515090127
ARF6,0.03135207897287363,-0.06769946130454509,-0.004406319430561686
IL6,0.03819928705805929,-0.007466554063682106,0.026076106140404755
CALM1,-0.08650829349887981,-0.0019089867788270561,0.034049857184225235
VIP,-0.03503456697898485,,
NMB,0.007530410045097956,0.04590659212090812,0.056182630880094314
CCL26,-0.006659730300299756,-0.1072252243362789,0.03790015903364703
FBLN1,-0.07920613162439544,-0.13007834263599755,-0.013005441064181627
SAA1,0.10729737355983586,-0.027004793432565524,-0.039332627000922014
MICB,0.037539542889497395,0.06321727864586431,0.01561147121000525
F13A1,0.003799233192719309,0.15673533769972256,-0.026303732095015464
CXCL11,-0.019498777338441547,-0.03481782405918001,
COL5A2,0.04908978282288762,-0.15326814448197226,0.04789601453983679
EFNA5,-0.009960777984867436,0.2434081529597405,0.024309587189318208
AREG,0.03323188668937515,,0.04757214557030872
EDIL3,-0.06116564108005776,-0.24876038048094054,0.07276562813686448
CD86,0.0025991170198467347,0.06139591595151446,0.06988643202013241
AHSG,-0.022738327507420716,-0.07740220692104495,0.07666601908449422
HRAS,-0.012339219143516864,0.09300333732334724,0.03595237112995817
C1QTNF5,,-0.09420244632916205,-0.010702356564746036
RLN1,,0.16280791517619794,-0.019081860625331702
COL4A1,-0.046549384747263015,-0.21496119021991045,-0.035400315638324575
CCL3,0.027872293003210997,-0.01796581569554142,0.052615358540184946
BGN,-0.1149458566476607,-0.3047559122732363,-0.03604133478121121
RETN,0.004554229266738096,-0.014808972478927375,0.1160225787442946
S100A9,0.03638859968009833,0.21986485180570048,0.021140103806435953
HCRT,-0.054107734525268195,0.015799314300419236,-0.015345095546594094
FADD,-0.026431838684620245,-0.13243147816107798,0.0259202722064305
ACTR2,-0.0019748966873709755,-0.11346744841829219,0.009625963770607333
BMP2,0.01971867976864428,-0.09150142575072712,-0.04463520885599433
PDYN,-0.058667062067799994,,0.021918914833180266
CD55,0.07480073411635087,-0.14554019641938803,0.009748521388845983
OSTN,-0.01624009501375046,,
PDX1,,,0.028975563301994807
CD6,-0.02042810537007483,-0.0824194713088828,
IL16,-0.016296839985865,-0.005632380899426204,-0.002702115834222707
LAMA5,0.016235536126123915,-0.08397256400992054,0.0516536367999693
RGMB,0.09515213883749327,0.10460188387820277,-0.02984328599384122
INSL5,-0.014461016842743426,,
IL12A,0.04034633270384737,-0.054436923269200056,-0.03358672199730978
S100A8,0.05203753360376197,0.12171828523488935,-0.0554150780351382
TAC3,0.07036467329698863,,-0.04338982631554384
MFAP5,,,-0.05929661387148408
CXCL16,0.04629517743662613,0.09513330819086806,0.0013126834460611752
AGRN,-0.07280561502566625,-0.29407535876842955,-0.06627169537832495
COL4A6,0.004173199815133905,-0.10529436468051089,-0.007150541569051196
FST,-0.06261611889453969,-0.08954791964792566,-0.03379312190393775
MEGF10,-0.052668253375302704,-0.06682204340999097,-0.048900005110996625
C1QB,-0.0655369280328335,-0.20269873957155926,-0.10153536011364979
HLA-B,0.13166888293930484,0.052162747000017454,0.06642752123145608
PDGFA,0.0009656098867415824,-0.11611063699552325,-0.09797199068961641
LAMA3,-0.03730101436167081,,-0.01502263343972473
DKK1,0.060204594967910884,0.27486564411525194,0.09677527906900944
INHBA,0.01582184058142489,-0.08554495126341213,0.0053233233444486905
IL7,-0.028119842166182643,,-0.014410222727776319
FABP5,0.016341871391914037,-0.24374582060773922,-0.06846720977491506
CCL4,-0.029440956222802562,-0.022294792179329732,0.06398603385497943
FBN1,-0.008309834842566411,-0.03940563937458251,0.005560800689569871
TCTN1,-0.021055021578835906,0.03042455457053756,-0.020099175773024072
NCR3LG1,,,-0.004219596484591267
BMP7,-0.01194508390113257,-0.13087787807848683,0.05286795562744335
NLGN2,-0.047866747360419376,-0.09569947091730811,-0.04146741175076468
CCL25,,-0.013371210664717692,0.017801324863110216
NPNT,-0.01253596628795332,-0.09644331913982127,-0.011910002730241481
KITLG,-0.05924194791165978,-0.09739829016381452,0.08974521362207563
MADCAM1,-0.01697434075896367,-0.06366574244655036,-0.017638248278252753
F12,-0.00207334699846225,-0.06513151040409719,-0.03624594252787981
S100B,-0.14680982924521147,-0.23646189864976025,-0.04428687378332105
IL27,-0.015861046754905888,-0.010711826565375684,-0.021393816930125282
CD99,0.07709392494770234,-0.020059694427158884,0.03652708382193661
PDGFB,-0.05085563109045451,-0.08754919815322923,-0.027170510891900156
CLEC2D,0.07491368818248935,0.06971631598425967,0.04913437973702161
F8,-0.034066787461439346,-0.017934193697548124,0.08468192708169597
C3,-0.10172699165727993,-0.28186778259140977,-0.17512192506408078
DLK2,0.03013840003073521,0.025242430760373264,0.033338236808816875
TSLP,0.004668590729297407,0.09416123593425078,0.11286205569414351
OSM,0.0035586503476091494,0.027098293268098893,0.05086718206045035
SLPI,0.00843231990390416,-0.04365730056258017,-0.03669861949688821
AFDN,-0.008760229600555057,0.04951549280885749,-0.022847116241200918
KISS1,,-0.05572666459162348,-0.01687389759351326
ULBP2,0.0006576065597450351,-0.012467814203909477,0.05798951458636162
ICAM4,-0.013819977831825616,,0.012344152271186709
ANGPTL1,-0.014461016842743426,,-0.028661713453263564
LTBP1,-0.01912270172366868,-0.03571860301583028,-0.01460712654594013
NTN4,-0.00960992591302773,-0.07156258023144824,-0.03387778616648736
APP,0.024641243934453348,-0.18982191336898907,0.06975647716479853
RIMS2,-0.04787411379941305,-0.10137571168179167,0.017870289058914766
WNT7A,0.025050008306762867,0.09033120739901646,0.06278003233349669
GAST,,,0.14997167886442964
GPI,0.09292365257726685,0.30899388918303883,0.05889805283376327
IL1B,0.0015219258410934927,0.11014512612152338,-0.026841409553525694
SFTPA2,,,-0.014581307770203514
HAS2,-0.018018570502455294,0.0017816313260078898,0.0004322914380798875
IL11,-0.01425038721279988,-0.043984636802050565,-0.027378516224590872
SEMA4B,-0.0013400277403287544,0.031262637655285266,-0.019188452367309507
FGF12,-0.11004415545594984,-0.0390292809064751,-0.009052752233054035
CP,0.07209500168176622,0.18206022614668288,0.039543963684109014
NLGN3,-0.1323007946452187,-0.2156362912423079,-0.04404738250281042
GZMB,-0.005657150689383312,,-0.020917823630208332
PROC,-0.015473265017748398,-0.14151936403556453,-0.017824581133628694
TNFSF11,,,-0.01782457428510662
AGT,-0.1662888587151239,-0.07553254350295178,0.02044770758826545
PTHLH,0.0791641919800472,-0.010079607429574304,0.061041600967140945
COL1A1,0.00302446895646828,-0.2741391097003911,-0.06319021077506887
LAMB2,0.02544031408590553,-0.10650861391479001,0.035692314667393754
DSC2,0.010174383075223137,0.1518668313456854,0.06468471857133636
WNT5B,-0.02958258546564399,0.056963781897141616,0.0006542306895474328
LEFTY1,-0.0091917691009568,-0.022521965481219142,-0.03997257053093282
FGL1,-0.015668283766291907,,-0.023645598659347754
CXCL5,0.04335581517174422,-0.05063686194293099,-0.055219489401632973
S100A1,-0.021744807420586112,-0.07587802547430526,-0.024458285455605164
NPTX1,-0.002460034909199337,0.2817055661757717,0.06561928912027516
TGS1,0.0232585867549875,0.002927650093020059,-0.012197941679392475
SST,-0.00935010507119333,,0.08395869357519861
IL34,-0.060434449371143784,-0.008374203069177093,-0.007419357292546778
DHH,,,-0.0304334454710164
XCL2,-0.02132067398867551,,
TF,-0.08134163101879446,0.027906125067639554,-0.0542020229094263
IL33,-0.04232653682062682,0.02492638774550649,0.0053119724691115125
RBP4,-0.03255137418945356,-0.05014991796454376,-0.009010850322537843
CCL20,0.08609856162636494,0.023353415034753713,0.02813266479036478
NAMPT,0.13326473531239258,0.07051544000576772,-0.02611796399453981
