,UKF248,UKF266,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH916T1
CXCL13,,,0.10553022436411492,,,,,
MICA,0.08533252620253028,0.02334216516682148,-0.039453340908241985,0.06203233561887323,0.07251511079414881,-0.004278110995871071,0.13121170643430996,0.044747908187887514
TG,0.04121312446815316,0.03235066971908873,0.022496213031706114,-0.017458097784587765,0.06599137728933673,0.005563953762631711,0.012912802127317907,0.007579841413928266
ADA,0.134401486665393,-0.031022095280857257,0.012142705879003424,-0.011016886188953428,-0.049053327134555395,0.03765148372223876,0.012119767783299748,0.08912669675713382
LAMC3,0.12341687423815845,0.028169731029508552,0.010608731595171601,0.1566325794491672,0.1311221162393776,0.11383531948888023,0.07599509442582375,0.05592824637761241
CCL7,-0.014407908728271603,,,,,,,0.006457715711806067
NGF,0.07163384398648381,-0.015153269039535943,0.03174690375595401,,,-0.03969917895297025,-0.029232165332012075,0.023798166666698897
TNFSF15,,-0.018399390711500638,0.012429628069976996,,-0.04400687889966373,-0.040969625110876595,-0.005406273933275055,-0.006246877862044919
HMGB1,-0.007354514477389107,0.03237727790707028,0.0575340277455067,0.031281659661176554,0.014910571443613671,0.005137866627089755,-0.04111098877424272,-0.02278913909582532
ITGB3BP,0.018019093034467925,0.03952521068420411,0.0627921341369791,-0.02132812866135421,0.15978107332580102,-0.028857782772971748,0.07093632680316891,0.025726686821434818
AANAT,-0.004550022381528943,,,0.02809058233832016,,,-0.020488043092489982,-0.01834906647998765
RELN,0.014277161026999333,-0.040057914448488635,,-0.017259467151137943,,-0.05438982613019268,,
IL15,0.07464900669757497,-0.013092260322371204,-0.0909402488513359,-0.01445899734041597,0.05658013425412933,-0.01901878361779337,-0.03463376674360704,0.050721124028983745
UTS2,,,,,0.035717512208855905,,,
BSG,-0.06422831634053915,0.019273329276204006,-0.21161753820178864,-0.014780502030842682,0.07752712968164839,0.015913641020218874,0.056845461300216796,0.03512682223268908
ADAMTS3,0.03797237151242137,-0.003950377117593043,-0.04745934981607837,-0.02402618704909729,0.1331977228155809,,-0.02453234583401091,0.07031339554447372
CD34,0.08741960191242393,0.06804761295962115,0.08452244033087941,0.1160035146556511,0.07129011962638682,0.0584013286791973,0.07950208462407554,0.09158876946306857
CCL23,,,,,-0.005401096088555502,,,
PLAT,0.033775046448712154,0.010401195862394996,-0.039115232614807594,0.04772289535226825,0.08229404837956228,0.09403546925271232,0.10497340776052885,0.14982460816404572
NTF3,,,0.023887040868749897,,,,,
LTA,,,,-0.014458999125241349,,,,-0.024695078211378122
CKLF,0.04346706431701569,0.010279834229808006,-0.05900826607898225,0.07730395776932907,0.0731073328529439,-0.048954273256082016,0.11632642699504252,-0.0011349735975081316
APELA,,,-0.16806230058232197,,,,,
CD24,-0.04341807543264315,0.019921653930950745,0.16956602188192732,-0.028098662177820276,-0.0662657342880392,0.08748516324961246,0.07653976904366695,-0.08135398037373115
HSP90AA1,-0.10217372524062034,0.008254896426693066,0.23404475260892102,0.04493408615427286,-0.03914683316524887,-7.887755278751827e-05,-0.04041159009686913,-0.10286859439975801
BMP4,-0.017029241028351322,-0.024404137567963738,0.16460062836038475,-0.012320560644123155,0.25730804786221123,-0.01570968108355726,0.04052142533919141,0.0818144260551178
SCGB3A1,-0.014407907287499981,-0.016712501855328656,-0.030645660184298915,-0.010089298377326994,-0.043074292433104296,-0.03906648931783339,,0.06739751431063737
IGFBP4,0.17801267725824296,0.07316533963811932,0.10805041261122066,0.09471508149786143,0.1384545076585555,0.05253908544818746,0.08968158507978198,0.08328426797964093
RSPO4,,,,0.09902807731887527,,-0.0357205932105756,,-0.03257022315559389
LEFTY2,0.08194590125657204,0.044288792622152504,-0.11282450962429012,0.19193271853091412,-0.14342588169573728,,0.1597063459031375,0.031249312664105487
PF4,-0.014945891003361453,,,,,,,-0.024695072496753855
ANGPTL2,0.07310617230753191,0.007367439047591953,0.1467467471049295,0.015428472708663137,0.15973454560044242,0.14305163619769953,0.05160007874548257,0.11504077123986038
LRIG2,-0.015981409634996075,-0.017545993286476644,0.07022188978553684,-0.016678209323132905,0.028429905775827567,-0.015572807539923563,0.05989858807263463,0.05162889112731738
ICOSLG,0.04404557792534112,0.029270651788149565,0.01516454797939995,0.005087549470372758,-0.0238149607666682,0.12871021661345922,0.06279436904087408,0.028193505198612252
WIF1,-0.026892704943493415,0.025733441431176438,,-0.048285289814406974,,,,
NPPC,-0.04469718758736502,-0.020270364999294535,,-0.028042471106462727,-0.05544519692569759,0.14213511698254097,-0.024532298718171697,
LYZ,0.1014338665752677,-0.027404666005682143,-0.14284156161796138,0.06770363983342724,-0.00037309542430636315,0.04761410859754342,0.0559757718172673,-0.007286240332523424
EREG,,,-0.05272426770131102,,,,,-0.03729527974862682
SPTAN1,0.02883453967029257,0.012740324504484892,-0.08689547078615253,-0.05460974989144498,-0.030256587994690165,0.07718538459009464,-0.005690436456250222,0.05244366610726867
LIPC,-0.018297699037724196,-0.0203027387293014,0.07183731260705287,-0.022713735497822112,-0.038701773747786015,0.017156884287724997,0.05022542813682761,-0.0312239186646094
COL8A1,0.12491969230959826,0.05533773734766169,-0.05026828739190739,0.024061294567284737,-0.06366239554003235,0.0927569594008414,0.1658071623787009,-0.012726551990360217
GSTM2,-0.024230687097626196,-0.011071269009605235,-0.10823829579525016,0.03303927221066105,-0.06414688937349153,0.004017571926929805,0.07031601617600769,0.03073507198282932
SPX,0.050935490545439346,0.0030096407368549166,,0.00440561487256665,-0.030467747205189265,,-0.05791461168445839,-0.029914179862730837
MFGE8,0.09257575473565845,0.05699507040742189,-0.1666878589638731,0.08716862522911481,0.1937991891725301,0.09301089784217492,0.13334444173271684,0.14198042216642512
TGFA,-0.07761530033524434,0.03750967780667581,-0.006848665155722642,0.012143009512601501,0.05589792926657765,0.02482968881106956,0.04559912739700349,0.0558607446170933
SLIT2,0.05449212749703044,0.02625124387602771,0.003088884680748944,0.02079269349416667,0.07419190913489769,0.1307045359238668,0.12518795666645832,-0.02283080207225973
PLTP,0.019428397380630236,-0.026878951734347088,0.026343275776579855,-0.031820591877637194,0.03410893511557652,0.05299284786696575,0.04002153840765782,-0.04986644619385928
APOD,-0.056723133828381546,-0.06337846982112175,1.1857034881550467e-06,0.024158995997315955,-0.19320670001617177,0.0017599242137664587,-0.08795048037153731,-0.1595982005775485
B2M,0.12313486231239122,0.004669455197599315,-0.16382074841340294,0.08694953649654373,0.03536476119146718,0.04394478223730179,0.1672142914188481,0.034827310852037434
OMG,-0.06919205536621476,0.032459375642460146,-0.043170683889166415,0.01856754782076783,-0.04960818678624964,-0.055084184132291526,-0.049269968863026384,0.0018723993943570816
CXCL3,0.10835557456318587,,-0.0751468278086053,-0.010413097698117522,-0.07732361349780068,,,0.010635663979035375
CXCL10,-0.031414682996965974,0.10874854784219923,0.013496037389554818,-0.016547672412079033,0.07550874289620076,0.012184505244963924,-0.012387290010369329,0.13609199280471457
RSPO3,-0.0022558393307593257,0.03682790458588657,,-0.010881486401733894,,,,-0.017599225487972256
CORT,0.02199390819177629,0.033254146858854444,,-0.005503686933708621,,,,
NCAN,-0.02709010914257314,-0.009571619272829575,,-0.009255426882963994,-0.16266886522198554,-0.0869772760864823,-0.043110562138603134,0.06985388657310673
PRG4,-0.021667774055389995,,,-0.01272225637968432,,,,-0.03986698878398502
ZG16B,-0.019979418823741303,,-0.09973757131809452,,,,-0.0227758446994773,-0.021944340156945318
TGM2,0.11283414094436234,-0.006548164742031047,0.07182232954459783,0.15441333868563442,0.09268941502895044,0.1413325160320304,0.030876654222027834,0.05386974387558243
VEGFC,0.07744392025140868,0.04239536085620493,0.08635316570711392,-0.012983569742868364,0.017257535029037364,-0.0030817283258090813,0.018805211422344637,0.07705816056476836
WNT6,-0.02324684221747732,0.013491822344038533,0.018463886822941776,0.10520332199799437,,,0.10920905809228514,0.052060552152398513
NRG4,-0.01327018976490335,0.029023696912235563,,-0.015146848498311022,,-0.02850926393849391,,0.005645332301206032
PMCH,0.18537822180178695,,,,,,,-0.037950620178004296
COL9A1,0.06728882306583467,0.05211652459273679,,0.002057740053373601,0.05726218988577096,0.11097220743704325,0.036374597639278285,0.011965972929079787
GDF11,0.051944971808490385,0.027571523772700127,0.08500166148513337,0.029679077110869517,0.020405504888703616,0.032598945101336346,-0.009540449916632235,0.04814468135535659
RAET1E,,,,,,,,0.02325409840642695
IL24,,,0.01862130492622425,,,,,
SORBS1,0.04365831409507677,-0.007018578673862212,-0.01840401989948681,0.029607586572594703,-0.05437409979939145,0.04758736169300067,-0.002164849433917079,0.003359513640858649
DLL1,0.042239627231929526,0.025110532139908527,0.0027260345822888703,-0.0430190650697359,0.1379386467352856,-0.09274167106925285,-0.005736536712294942,0.11909156266048766
TLN1,0.13940967486375408,0.038333777791473234,-0.01043468192225542,0.047237520592954926,0.15512941209501843,0.056038012382991984,0.1276754399159687,0.054549330065456425
COL2A1,-0.02126823999234925,0.011019038016430005,,-0.010571432003956311,,,,-0.025612821458967785
SHH,,-0.01587946699800738,,-0.010089297495459507,-0.08658118440147497,,,0.01763042335987274
PON2,-0.015929489761571086,0.04391642279258118,-0.055840855769709,-0.04382391231636235,0.011385932147491468,0.01832282545109747,-0.07659121484667578,-0.07173044156791301
ICAM5,-0.029452406428438806,-0.05465579768055541,0.0661358615232041,-0.019703853015318504,,,,0.029388393882479994
HPX,-0.014405840679567464,-0.013428625984957625,0.01419149325564684,0.029978223521921973,-0.03633713325979113,-0.03708787741577145,0.09239597146547975,0.031909852628692184
SFRP2,0.07183001583466071,0.01686880351923012,-0.10461254091571846,0.10222206501597147,-0.05054054983263089,,0.006343592943847332,-0.004580987543881489
CFC1,,0.009301135827708315,,,,,,
CD70,0.008783230831620146,,-0.0003826431380283522,,,0.09090352711141736,,0.004010381240450012
HP,-0.016768600695984032,,,-0.016299622009088608,0.011791008880776124,0.039331044930870925,0.10903023683207205,-0.026326519377821524
CXCL2,-0.007127967363337485,-0.020754522792988832,-0.08076314376331685,-0.019969144650587748,-0.12398549067350295,-0.028086203881660384,,-0.03610756951321945
NPPB,-0.018587594864583074,,,-0.012983570687200626,,,,-0.017852456228760367
CCK,-0.06409654107039993,0.005561764057674516,,0.0772595247208182,0.024786307916599724,,-0.028347353842703635,0.0871092883334592
SEMA6A,-0.113288771685661,-0.010170243878414031,-0.11229161434175702,-0.0222711013664026,-0.02975134879211937,-0.08755760452269948,-0.015803462958285518,-0.013676019910777085
IRAK4,0.028581664267042478,0.0067101446397238845,0.005999391415038647,0.04995884419032375,0.008182361811758075,-0.02519689932625632,-0.014340947607734748,0.06300015787376362
GSTP1,-0.08814020990966517,0.05417265888114914,-0.20520361757733013,0.07023895546685607,0.08054341175767152,0.02354428217035227,-0.01042191868942841,-0.04589713555254731
VCAM1,-0.045967633531258684,-0.046166418538094306,0.17587639451789008,-0.03512596928541198,0.02751308775609995,-0.026800812639403097,0.009123925295446063,0.03008032664794681
NXPH3,-0.013110108595297397,0.004733137235473904,0.04410634998745259,0.018437338053987874,0.11412961520889087,-0.07532369755753518,-0.02101218188856327,-0.00399215887569566
MTMR4,0.016781652392537906,0.04083709191815141,0.09387166190681802,-0.017523522533634102,0.08206072943769736,0.009622035409072803,0.04100002431427564,0.03582598458256295
LAMC2,0.00830975016409234,-0.018399388903145287,0.054099908118797405,,,0.2704784458539559,,0.015152887175109684
IL10,-0.030825626142315373,,0.03861775358396892,0.01731021589062967,-0.046278885444512835,-0.049651982140662736,0.31047121122175986,-0.015331961663857054
SEMA4D,0.015362298985168865,-0.014932715904766145,-0.04204063102918627,0.06674739366781264,-0.14812606986825352,-0.02581562126555666,-0.02378020868197764,0.01775132069213135
TRH,0.07552195292224304,-0.025170717956693713,,0.04334306389982897,-0.14025333406090393,,,-0.019995948188242112
SEMA6D,0.0425504258324879,0.0444286781709121,-0.09727203926014692,-0.049227534141917016,0.14480082550946413,-0.03225519796174697,-0.03033489734963366,0.004078490407287466
CEL,,,,,,-0.030808451467649045,-0.03148642287349016,0.0133019996444278
PDCD1LG2,0.0739928922204776,-0.012920983141886562,-0.025399104598767108,-0.019881053762588963,0.012844264261535307,0.03381477241626673,0.05220923262346378,-0.002936410795584618
SPINT1,-0.0162427836094263,-0.016712506961838576,-0.009621213746142138,-0.01705880190673502,0.08763697430146919,-0.013074704850042675,0.12022174909167091,0.05845929161232874
CTHRC1,0.14625702826284437,0.04036657641815126,0.3402584968004387,0.07108199608536525,0.13027223740449173,0.1434897579717878,0.15707422667008747,0.08212597667477092
PODXL,0.16017164167385597,0.0370165547807588,0.13431284785642922,0.10444761776467575,0.06748243543682088,0.056312743503116304,0.14128743467219318,0.12720857086037765
JAM3,0.04630957623754544,6.315550050509104e-05,0.09058292118080903,-0.031007695702489322,-0.05604087649978214,-0.035204094013065436,-0.031175812460361555,0.05960148530364517
TGFB2,0.09050913361526404,-0.024894844894845326,0.008742286082808444,-0.005678590083799197,-0.00040745440129271034,-0.029952815953517356,0.06450277573998303,-0.041599661892928054
COL18A1,0.1650806855995891,0.048472321048756525,0.08768359185819256,0.13952407133546338,0.18893339900525,0.07539138626435102,0.10122880695342766,0.09878249056168634
NODAL,0.18183213696639447,0.07641332585950422,,0.039955756755774084,0.18745184200891835,0.10175479645415221,0.18019998778168278,-0.011956983108825254
INHBB,-0.059189610555539854,-0.002929783942403546,0.08588598639551448,0.05399652551467016,-0.028485852766273717,0.052109034149008346,0.006592889295604103,0.018862975391814737
LCN1,-0.01458932167361579,,,,0.18503728188992422,,,-0.02022099116480149
ARF4,0.033549387427273675,0.022119629227634757,-0.03215379099387428,0.0008325995017101855,0.2459032149593132,-0.006735091746748892,0.14725278307722675,0.0664918214037332
CXCL14,0.07876136273882109,-0.00038492163994129156,0.09250291385461391,-0.012733604950400048,-0.1137182864194005,0.19059120055309178,0.22976870801467564,0.012787870141676979
LIF,0.017733346866625824,-0.01630086000442762,0.09100774040615739,-0.02150235020227121,0.07614705762069993,0.011521036316444381,0.06758326880512702,0.04937903486984701
IL17B,,,0.05347816204171149,,0.117164557117805,-0.027222827426027274,,0.06754153585305404
MMP1,0.11616178960195281,,0.3627814692030258,,0.22539171126343463,,,0.16638650579731773
MATN1,-0.01915535374531653,-0.015736699901141134,0.05215738155266691,-0.010571430688392182,,-0.029746606025599594,,0.00941864955090295
ADAM28,0.02467942114705381,0.014949813829431146,-0.13958877874877185,0.015791739290118487,0.056161646325903286,0.01615787853964207,0.07573267428734401,-0.032056475849618016
TCN2,0.14122705228909715,0.04005192174832221,-0.2944792261566822,0.0788318842200787,0.04177677275621819,0.05793045207431347,0.05850947684229598,0.001401235383588297
THPO,-0.02496021906382762,-0.02237827342241192,,-0.010571431902759054,,0.003926483821675763,-0.02349279109636804,0.03871143052352761
CUBN,0.07372050410030709,0.03912733209572225,0.11717662531037064,-0.019577679520454264,0.1379432998765895,-0.025516823038696828,0.12422254106225261,0.04291114178798394
TIMP3,-0.004409661392193967,0.005091924145455982,-0.1928824634578063,0.056637226942581366,-0.030613473834743436,0.011956500059295608,-0.09056857867357863,0.05164312971520242
PIGF,0.029995386747563815,0.023435997591245126,0.04851120011645192,-0.01868336865519,0.022123614477169096,0.024609914287165014,-0.0028437635831383328,0.03356020243217615
CRH,0.1019106966964769,-0.013261447450623614,,-0.014458996008081962,,,,0.02700988505811934
BDNF,-0.030602651425404432,0.10283690238020071,-0.053086561412738494,0.10102733290156887,-0.04513081707614074,,,0.0035509226394865776
CCL5,0.0218571912621837,-0.019371710845303335,-0.051541578809258845,0.008891023935576859,-0.08403978983459852,-0.02060851657720751,0.10699427275955738,0.09952489840237085
GAD1,-0.055996070273083405,0.02895144743202118,-0.13323742122542806,0.023306081187620308,0.03339592144208586,-0.031330209396691906,0.06464274220749124,0.011868733915103638
COL14A1,0.19421528220201734,0.08997504673072132,-0.14050303078899987,-0.03541412313271761,-0.048103166997522984,-0.02595259582671303,0.06212615338756258,0.09238992622374038
HLA-A,0.02303488364792856,0.006085757569730247,-0.23705210024794707,-0.010804542643404632,0.11207952946080038,0.09925025539644554,0.0983415653667534,0.12798162644388125
CD5L,-0.017093125345959862,,,,,,-0.00044802568431199185,
FGF18,-0.015466188957843094,0.12063006100332438,0.01493234463258724,,,,,0.0005370905379430006
ADM,-0.0011861527618121836,0.06089381588124647,0.048714804814854726,-0.10721007148133561,0.011030855695513262,0.024127689294754385,-0.0374249581862034,0.037328870761319535
CCL15,0.058767863804724096,,,,0.0886821885300485,,,-0.017342485702685897
GNAI2,0.06401933839510067,-0.008378334502846876,-0.034831031891930195,0.0251769935957197,-0.0849173486669915,-0.048328031078908575,-0.00102832931223293,0.07852900007023855
HDC,,,,,,-0.006359937730415616,,-0.036146169725792134
COL11A1,0.06848736035286705,0.07979598254180932,-0.029347663578850974,-0.009069953228227767,-0.012731008401151548,,0.028102642589078245,0.03856836961332682
NUCB2,-0.03232961098923993,0.028392302140971482,0.05759339851622011,-0.030827671079397323,0.06168110609010425,0.037406940069726786,0.05696238223306811,0.002891767407077218
CXCL1,-0.03149195467646733,,0.0036142111198231275,0.03341170666191186,0.07346480718300973,0.10488568005510793,,-0.02274447474295775
VCAN,-0.0015781828587013613,0.04138895950032119,-0.07676000916012297,0.021740441765957443,-0.17420806641452913,-0.03473301450118026,-0.11512181925317574,-0.0649619693407453
MMP7,0.08453268339478218,-0.016300855428857005,0.026167047077595516,0.08697457865496919,-0.08653435569749432,,,0.09043882965902081
PTPN6,0.07173758939569544,0.05263229089849865,0.02591586785858684,0.028087050996265506,0.10409541385875457,0.07350166477131875,0.05651490192838784,0.024774910656235723
PTGS2,0.039684491589623186,0.0795522092800042,-0.1363920666156786,0.005687967610259219,0.059869125425696765,-0.031700481793938584,-0.041431278310036235,0.040963841763393745
XCL1,-0.018731008100386817,,-0.010067248631419508,,,,,
CD58,0.07144962089958082,0.0032062815408504543,0.049378162726867916,0.024130459767697753,0.027722734445135774,-0.048407751964007206,0.0923606653224628,0.10583296998165546
TNFSF14,0.10515555426326673,,,,-0.05501480375995782,,-0.0320287943387857,0.04217677496768162
CNTN4,0.043774292605567415,0.005094515506204561,,0.022041696434180066,0.012167619593621292,,0.09118723999742849,0.06903733886162731
INSL3,-0.016779526281343923,,,,,,,-0.023745796648563633
BTLA,,,,,,,-0.03009445640965885,-0.0229609980536774
MFNG,0.0657466235960979,0.04058463867785507,-0.056965972438013664,0.02705186541133803,0.0646750798788059,0.11536496674880725,0.08201403858265588,0.0022048775389142588
ICAM1,0.014066071293462828,0.035571511592768564,0.0682893230075253,-0.03461366441448715,0.024279432050462305,0.06567362924245879,0.07258972600587267,-0.016713088605956123
PROS1,0.07719957048864005,-0.03124298566737688,0.03965028142974553,0.09357520132861234,0.035789451496331566,-0.03815304119252597,0.10938534648051014,-0.011135408904254412
CLCF1,0.059119194648022406,-0.015153272931300227,-0.09340343313069405,0.013649427651956984,0.027794021146492365,0.07013149484906889,0.30888619793117994,0.006378878679721024
PSAP,0.11688118207528199,-0.03820308406547202,0.33940556988944465,0.04389149714737778,-0.09981958954292071,0.11422052945359965,0.037801038450916,-0.050096463771858044
EFEMP1,0.048668927111352345,0.021449528071594854,0.044627625018482754,-0.009387342722684686,-0.023494574350576922,0.11991976762968559,0.1255677374170254,-0.02313501669792519
C1QTNF1,0.018945399806342467,-0.010621458623369199,-0.0833109118803052,-0.014078499943959136,-0.14383513674507792,0.055912345983588935,-0.010741232656316288,0.08441926918636079
ALB,-0.025941585491432582,0.08021453049929635,-0.07014783066189195,-0.02287127456079286,0.14173048140584835,0.13056692186932836,-0.02550287881755277,0.019567662641685697
CCL13,,,0.055680505176288364,,,,,
EFNA3,0.007594106351210483,0.022749108795154262,0.07625435569249484,-0.06497622184151253,0.03480713023464629,0.011887591656756857,-0.013321078240438964,-0.0053936768876632745
DRAXIN,-0.013362372836019322,0.08966116437559797,-0.019677578961992605,0.01176072908713651,0.05114900256916927,-0.04764494029520258,0.010267870638694354,0.07925090778699659
RAET1L,-0.01307141393402977,,,,,,,
NPTX2,-0.0800728936382307,-0.030924001260804378,0.051817943022780456,9.88357694504624e-05,0.035970447751524685,,0.10896777479581643,-0.004944187408748623
FGF11,0.005019578684845168,0.025032126933076958,-0.025858690832906213,-0.026633086217246416,0.14350357516862736,-0.009793366159658569,0.02180642741511482,-0.0013523985050852584
CD59,0.18943505472192715,-0.010456848674453201,-0.08493070070021436,0.1278116011220817,0.058399768900377555,0.038822329466149226,0.05484976784698504,0.044904117561838756
COL9A2,-0.010462183910336587,0.03994425629064109,0.01720614734796931,0.0022932086856836923,0.057378207954957815,-0.04216098539030676,0.07147359484799602,2.480715456865561e-05
DLL3,-0.11027398568873166,0.019342997870264576,-0.06598885726064571,0.04277793794578146,0.06748630730075046,-0.024262472805463585,-0.027715160137434504,-0.002793496357518313
FGF5,,,0.07621714928033332,,,,,-0.06083303661181509
LIN7C,-0.018595708014497708,-0.01490011859506885,0.005854980680171025,0.010453770143483742,-0.006449916939304892,-0.09044969291763334,0.044617520825930956,0.02891198087827219
GDF7,-0.03082563234689311,0.011984034084801972,,,,,0.06996841395210877,-0.033872243096813665
PSPN,-0.015462633256396404,0.04896491685291862,0.10914647575575522,-0.03985725471590658,0.04238506467658954,0.09320805235308048,0.051555631013670375,0.021228355014135423
ANGPT1,0.07172777117880669,-0.012302882629409605,-0.14633169972910476,0.06436064285070926,-0.011275766528632688,-0.01146647330134038,0.09910030778218894,0.08137787791428047
PNOC,0.031149108034557095,0.01878681717966244,0.009789926713415931,-0.020917323040998435,,,,-0.02450786655636486
L1CAM,-0.0878253983222328,0.009051367746029732,-0.05156362572816622,0.01763059149586913,-0.01658029204026599,0.06676040559786786,0.013530416614787875,0.053122520845708864
APOA1,-0.045425866886718284,0.04967214103569121,-0.02070559782333503,0.03554432606558947,0.009889120049132526,0.01462227956329762,0.007911524176334991,0.09231678840478784
PSEN1,0.028340503285527792,0.013050235810090263,-0.05820609315344619,-0.013978711455126443,0.014118343052050024,0.04110242161086749,0.019010568230577337,-0.023547852923143587
CALM2,-0.04074140451506435,-0.00757620495085579,-0.07501860595990881,0.053051908701903044,-0.12308691136573437,0.03997203610565854,-0.02884523580297223,-0.007689021045085006
CLEC2B,0.05681859997788576,0.04487159340229733,0.02238471316746628,-0.0017547420578752405,0.07955020586847325,0.06362412059178896,0.06690871595650807,0.04306837171056844
NTNG1,-0.050399563785949515,-0.007427779148667483,-0.12143134494914191,0.06565024521753857,-0.0535047946218585,-0.026334402178545605,-0.026182009325014837,0.02729558629042445
LRIG1,0.07369880021436784,-0.02009788210248519,0.15270827324413125,-0.050265736208118,0.022845591224535524,-0.12674301297224896,-0.0036717826900856923,0.00028995233670437993
CPAMD8,0.06517200399621204,0.015806329176847954,,-0.019525292516997732,-0.007085571994488549,-0.0339489205271633,-0.010370583862034332,-0.024881032870198876
GHRL,-0.015675473490552302,-0.016576320547053762,,0.011317142547918898,0.0236055875149839,0.19015639076685553,0.035738813386478524,0.05180111089439246
NPY,-0.014331900336401327,-0.05494708674504339,,0.055447572880000906,-0.0860213071445816,,-0.007391627389150053,0.06993841947478284
MMP2,0.05301994503712707,0.020061167048922673,0.3669534621498508,0.11630828943316436,0.18538056049998358,0.1342268176148482,0.07611473984600377,0.07740715358488551
PPY,0.04288592234060803,,0.10452362309069893,,,,,0.08049319962002223
ALKAL2,-0.024513383565322875,0.1051161816712667,-0.04964337208029788,0.03859863000271345,-0.047310611977684124,,-0.008551287442366903,0.0031249688733026313
CSF1,0.06150173502079731,0.0018256210311798115,-0.07036725059137941,-0.01872469501534786,0.09343162309445589,-0.024410197498833587,0.022571681383506306,-0.040180317825804224
