,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
MIA,-0.03905859836988881,0.06233843246394585,-0.01656351648054989,-0.007780519772234243,0.050523319185641846,0.04153707549114121,-0.00997355289287799,0.015119236672793102,,-0.013342722289668938,0.06401508556882153,0.018654560287350942,0.012473635002142514,0.06764552962908926,0.07709283930172853,0.08851587831939048,0.08351145412478152
COL4A4,0.04456555062446811,-0.03006523051727271,0.0347439229068608,-0.0251620257459564,0.02512536277625396,-0.015786884966598917,0.04811310101195355,-0.012646961610560526,,-0.02544403752207028,-0.04830917210023105,0.059674001396741325,0.11542041428835349,0.021654440223535965,0.019116511059062643,-0.015094342823539384,0.001434664345773602
TAC1,-0.05119333330122599,-0.016916904997536213,0.018944280919479674,-0.024877471199803994,-0.08230051872710734,-0.053176674884398735,-0.00737194317129271,0.035638443704984396,0.038823029851334484,-0.028818541902923607,,,,,,-0.031192699718387132,-0.01790488972056367
RARRES2,0.002305335711926317,-0.0015309698865591918,-0.03258528849363729,0.04581616478845515,0.03569540413122008,0.021710932945343347,0.04808068932583559,-0.05351075122841622,-0.017616293701547714,-0.02344213416316721,-0.051602213763968695,0.052084699740117806,-0.0002261358958329467,-0.04924131744109228,0.004638009824575615,0.0025839679073897913,0.06606695352525098
FGF7,-0.013396843239993825,,0.00246558234241055,-0.03298670004400754,-0.03152125632985292,0.06894880521109989,-0.01916694115773347,-0.010452587355927103,0.06441498357566848,0.009379269480544792,0.057120395770100814,0.05985888187961917,-0.053643509060486004,-0.03203868344128373,-0.053573936221733794,-0.038902107386116526,0.09471045630083362
EFNA2,,,,,,,,,,,,,,-0.024270350279267102,,,
HBEGF,0.04268531882656878,-0.01644975909325745,-0.0041718868118199364,-0.0086735795571842,0.04178844753377198,-0.0007510965508589161,0.0009840084689796684,0.023363645666068775,-0.01920613974874115,-0.0026192048626555373,0.04888271997700833,-0.06487807265074917,0.007026367943390856,0.028850638183267278,-0.032648414292834264,-0.0320103270024427,-0.04218557460767859
CSF3,-0.04087543270219215,,,-0.01995771845491923,0.0075676853714710494,-0.016702220434858507,,,,,,,0.004306212456238787,-0.004419241288109211,,0.002068391723534581,-0.014339770704634665
PI3,-0.04842304542046481,-0.026336473009750713,,-0.044659624958663866,0.011282571681091206,-0.018806920655099278,,,,,,,-0.031841345493077135,-0.09160384832596603,-0.01805119289417836,0.052237799254224004,-0.031155557819381587
PCSK1N,-0.025283286726183875,0.03837248905244085,0.02811693277334047,0.023317711679640005,0.0022054687067224665,-0.042816351830592445,0.02638076025976326,0.0032675098308939826,0.06764626982183171,-0.02576826650380313,0.03218898137997986,0.05590181899841908,-0.005872571882730393,0.04497367383743521,-0.01591061737075656,0.05319460597636427,0.03510085515044251
NTS,,,,,0.04751173445486373,-0.02052903804733234,-0.004748329340215019,-0.014349005869572048,-0.020426086928603582,,,,0.005599697743492587,-0.014974412195332404,,-0.025955066044934402,-0.021235245024972184
SFRP1,-0.004970275256345025,0.0050847773000208315,0.007026730825739262,0.012430656395829917,-0.024103691279326492,-0.00992333838504167,-0.0017127801219784448,-0.03249689853714329,-6.238405219139388e-06,-0.02133985251371159,-0.008946651559958399,0.011027588832870973,0.07503764801152749,0.11894100595200045,0.003649781359744806,-0.0001787920349779634,-0.020741791728850868
CXCL13,,,-0.02252411831949586,,-0.023887065876011533,,,,,,,,-0.0021400084284241925,-0.006918773001490762,,-0.024380413364392315,
MICA,0.015053819796212394,-0.01662610639581768,0.026001542931019448,-0.054749370170858326,0.015942084665320114,0.032962185120387726,-0.006681862867085133,0.020806350307137806,0.020987434111549016,0.04299730299198202,-0.03134571919191584,0.02475925996577632,0.0119605442084151,-0.009999803248747035,-0.01643163038387033,0.03294155351853016,0.038296449211885124
TG,0.07727848926766087,-0.0018774570931716706,-0.028063663323865267,0.07127063301401507,0.0013909981262608666,-0.020158085751027725,0.002647376114558553,-0.023517864112768194,,-0.026843927780052047,0.04190170782657639,-0.04141462733047953,-0.022881040834307524,-0.025042739950554796,,-0.02133237310536718,0.030080642206993708
ADA,-0.011292668036906537,-0.03890480475739382,0.02183576197453296,0.021064841202719564,0.012142049205327275,0.016775277691538814,0.04409935551780292,-0.022787939256339443,0.014655039528883869,0.05075009509671172,0.04104527533617854,-0.02613763591130333,0.050944601981158674,0.0013601932609037515,0.028217715770141264,0.026549740961697602,0.008751945149147495
LAMC3,-0.07071618226195331,0.017829843047133125,0.011077953330350717,-0.010961292966035539,0.04406127081733271,-0.0011043769312139482,-0.009053419350371567,0.08049461817786607,0.06377353478311765,0.059130156510210904,0.05045069037591346,-0.014292146313811628,0.059540987473638216,0.01894358985710679,0.018840421516391453,-0.0449192405010134,0.013433207232718168
CCL7,,-0.01592352691706967,,-0.03281976816144426,0.051571752507669634,,,,,,,,-0.025808772520258875,,,,-0.01502668967722533
NGF,-0.023549498725158116,-0.0015893210479885293,,-0.01264017038826774,-0.022565736859727514,,,,-0.020426100377826578,,0.027642621923787355,-0.0377984728072875,-0.02980706611243851,0.042477947676695306,,-0.007037580295142148,-0.04498945599637397
TNFSF15,-0.029133668980678575,,,-0.03654641704206668,-0.023448241438786425,,,,,,0.06926673299946083,0.0006092287248987234,0.06029891325685811,,,-0.016095735273824494,0.1321727278881721
HMGB1,0.02531654896757152,-0.003888470759189153,-0.015005257352428225,0.02037271028494088,0.03396668260782673,0.04931066245739734,-0.00879095389918729,0.01851643444291799,-0.018024776038882712,0.040382456187587734,-0.06885531737058496,0.025031446898128713,-0.022862235679682458,-0.0005458257236143532,-0.0015677602024076931,0.10846539341084925,-0.018656536878572588
ITGB3BP,-0.02873058915971988,0.0060813924916140105,-0.03034603297018194,-0.022830393056290945,-0.022767808427102954,0.07772024982182234,0.005728942475024921,0.008197130831361378,-0.012079411001794651,0.011940395117311056,0.011395850890808131,0.11332241088986858,0.005850608691134347,-0.027706276819997752,0.07370251561335113,0.002116146297980662,0.0694566179482123
AANAT,-0.028600610399652757,-0.023102614961188005,,0.003767261677036156,0.05011378385821183,-0.015065854826405043,-0.0062931352064099525,0.017193885970933513,-0.01920353834404981,-0.02397149069223035,,0.07639202631983587,-0.022641575830687197,0.006641105437564922,-0.026279529600792193,,0.03585580383658343
RELN,-0.011634317391340267,-0.019880834121512984,-0.03762315332292335,0.04892785607395225,0.04205305188300231,-0.013832411862350045,0.06987089034210223,0.018621681580959448,0.00872767747811739,-0.013792037110940368,-0.007282813337919675,,,,-0.001011873381384544,0.05580158230873752,
IL15,0.0309384264753243,-0.006238875353797871,0.03647810260202454,-0.021264759130463225,0.018720229598669202,0.03547239603241762,0.03056321672455907,0.05148839726279888,0.05744003046910794,0.04146763620036261,0.07957412508864206,-0.04478298051491154,0.00473090314923646,-0.015617325009628443,0.03504616617264548,0.10961691646459122,0.068094745653137
UTS2,,,,,,0.0017276087921920744,,,,,,,-0.01928095890216052,,,,
BSG,0.015177354802767898,0.02065342104735299,-0.017224629739691577,-0.07068482093244206,-0.029089840362093465,0.024379135856284467,-0.020979044889624685,0.07128357858239118,0.021304952836782586,-0.007094027224326882,-0.07095175859427005,-0.04816777875749332,-0.009742747686147536,0.008377481565894726,0.039740604816271806,-0.02233653874355637,0.04795555654868191
ADAMTS3,0.012824690490773203,0.03271726766165093,0.0323926090281031,0.01114571935540689,-0.024988151812413227,0.03976189878103879,0.03922482780608895,0.006692266478836506,0.20245774769733296,-0.036943156003248316,,-0.009552232551159738,-0.0040270711050441705,0.09876509465415607,-0.015296630274231955,-0.008757331539648822,0.01838804652355472
CD34,-0.05752664992257503,0.0097016690168685,-0.038122725928154765,0.04100656154886476,0.06855792640033005,-0.0063172656331415495,-0.010296891004360114,0.023515021677410347,0.041740408749689886,-0.0137812029439375,0.009392440247263809,0.030812275924049136,0.010701264054862254,-0.02231609000669155,-0.00473253824183909,0.01759530614621276,-0.020939162422196383
CCL23,,,,,,-0.017142551245404827,,,,,,,,,,,
PLAT,0.030539267058455617,0.036602095463688644,-0.06007006673226249,0.052705732432737046,0.08123035305932524,0.004100188446398798,-0.013823077139950046,0.022929964980350822,-0.07600333276072543,0.057813998855967885,0.08097083094646466,0.022579633565954767,0.008703172707492242,0.09334616489559859,-0.008010601081234197,0.03496593201930241,-0.038123516908298835
NTF3,,,,,,,,0.0032785292434571738,,,,,0.04318647384431315,0.13817334508118412,,-0.018953864632626306,
LTA,,,-0.027647536586878824,-0.03499316016608751,,,-0.004936185617914288,,,-0.022232452417150876,,,,,,,-0.0015452244411805706
CKLF,-0.002581331723476059,-0.02451411401533892,-0.03078077325416315,0.007782183327062451,-0.023094930412828202,0.06947973858610548,-0.04143130241696051,-0.022635742702970987,-0.022751183738729936,0.04259403692268165,0.09100938862535497,0.005597771584438716,0.03559257404608714,0.034488205060835414,-0.015963896072063805,0.06916969745223515,0.04810479612034858
CD24,-0.011038486951532433,0.04424646686983237,-0.011358550490687108,-0.003374607099122175,-0.052893622574250614,-0.0034697393787529824,0.03351232528632051,0.028841463667246086,0.018451845937267498,-0.019797849686349487,-0.10717840938881587,-0.004073125517489415,-0.018305399486350474,0.05018764709486488,-0.02003865188673054,-0.01434469251784688,0.04809467498973681
HSP90AA1,-0.023094025844685326,-0.041273092910860835,0.04305203495293269,0.039908679553666844,-0.05349921005605539,-0.0455288925512832,0.03725006529956873,-0.052732406154947994,0.07448497130416062,-0.0057682793951693845,-0.04579395979311388,-0.005490632314613154,-0.04143419277485802,-0.1185661507606016,0.04153682920190943,0.008748880961965702,-0.007548265174564753
BMP4,-0.027911513026040755,0.021936340177988508,-0.005157821161007843,-0.044656378812056266,0.05716821457016423,0.07275999343964586,0.0242998149170803,0.0012070559350079117,0.040046432520662124,0.07023970382372514,0.03779447751405844,0.05700849622183405,0.017633836882763588,0.030212466016147497,-0.003231894967896231,-0.019663566088751243,-0.0027577726528827903
SCGB3A1,,-0.01592352532473825,,,0.018430102584656126,,,0.003116941134831277,-0.03380360155731907,-0.015513511284801032,-0.014672095091775993,,-0.03928204283871619,0.06265468666174841,,-0.01161998074469021,-0.03150695075418319
IGFBP4,0.03486347660701745,0.05342403725445066,0.03955276906343242,0.007925517232347419,0.010652884524139204,0.05002016714766706,0.02705486437662999,-0.01975747568326198,-0.08494615222858792,0.024358797530449477,0.1417399903862586,-0.031382623999203246,0.01770697415361996,-0.03672683007662311,0.01264408922448442,0.005974355290890586,-0.0025896430479640416
RSPO4,0.03273132126461516,,-0.044695400530765324,0.03293558687421852,-0.029040067290166144,,-0.022624637423575695,0.02688434164234368,,0.012813456856677207,0.01657913120226696,,,,,-0.006170521806116966,0.017450831215362467
LEFTY2,0.10012728346243173,0.051183194566499335,-0.027987090401155854,0.007667014496139937,0.0655558327152702,0.04742936735408726,-0.028887022018998117,0.011001309339983981,-0.020426100377826578,0.08498977934663676,,-0.033854452806177576,0.01668345819507124,-0.027906542236381553,0.0643442458646135,-0.03061324027970307,-0.028259199558588837
PF4,,-0.016518101424714215,0.06995351657740843,-0.028634601132872764,,,,,,,,,,-0.022245456345576394,,,-0.021397470412473734
ANGPTL2,0.05619631819712475,-0.03919324856042928,-0.023325476033719178,-0.00043026253370626196,0.00786342197334035,0.06072776402358045,0.007827422231441231,0.015708638363114695,-0.01104549938264647,-0.028813732087178037,0.06690796604430019,-0.009003907087050199,0.044752450624106196,0.103342311074484,0.019839476957659873,0.007471866243401515,-0.029454645451927573
LRIG2,-0.008685739038401002,-0.015244483015944,-0.018665282557098293,-0.039888438576503635,0.0006784758606265325,-0.026838392109533767,0.007345910104716306,0.03288967978790123,-0.02512810421790354,0.03520422083997877,-0.023614271557058617,0.0732370189631767,0.009325067135005931,0.02194081580961785,0.03815501212485192,0.07448125567196405,-0.00372929454745561
ICOSLG,-0.01351858203476689,0.028256020221321614,0.0031251946730574847,0.02493794895766308,0.011515071596631798,-0.007764492285236837,-0.04965029060340402,0.02697456636065922,-0.018641584235916178,0.0121804528020331,0.04282235585387565,0.11471284451254443,0.02223419828343477,0.05731129746487238,-0.039257359871646934,-0.01320222334938046,0.09135233986998768
WIF1,-0.031574202315671686,-0.00590125193914177,,,-0.021610839984743852,-0.016968205786731617,-0.017458896819793023,-0.04303106573266617,0.178059835712104,-0.01605702384590297,,,,,,-0.020925996022407745,
NPPC,-0.037188353796221534,-0.0026613893281821023,,0.037762224851698535,0.0012237417139644574,0.05494193440924323,0.05594721023735505,0.025368593965047176,-0.05071221395846858,-0.02939076600429513,0.05485221737465399,-0.03172133899309885,-0.014904131027350965,0.049113519483422956,0.014751156177864298,0.018139595019320612,
LYZ,-0.058972035282773394,0.006328708408374568,-0.05119720499760011,0.011356667346546749,0.09315480480956276,0.029768526000860353,0.026791269153721643,-0.03990498890697202,0.05046391078177046,-0.029400129473651504,0.013601820081679589,0.014959341487510347,0.058659509725551014,-0.031766708149145215,0.001286032690650482,-0.006280232613645191,-0.03845649744340565
EREG,,,,,0.003332068158498728,,,,0.08322570115399432,,,,-0.016041885345987425,0.004065048590805628,,-0.028037617087298253,-0.03231513675657656
SPTAN1,0.042840349949593876,0.012197840278451819,-0.0027878077515122984,0.06347638009784051,-0.05082507959924803,-0.07422168273781832,0.08005722228219952,0.05669021518540155,0.018644915350675688,0.02080199438862109,-0.10874392165471014,0.06876718245509451,-0.01454180189927983,0.0748657699195082,-0.06850605485192594,0.032943955223555345,0.07626346224347175
PTH2,,,,,,,,,,,,,,,,0.03810412986874314,
LIPC,0.08322698776321741,-0.020222497840780916,0.0619383998583107,0.02333851565010372,-0.02811556485851474,0.02508371827962441,0.040930861150197374,,0.03716317662685664,0.005364476168513967,-0.010495856984536289,-0.028773298121460737,,,0.08262382251567706,,0.0030846376590799394
COL8A1,0.0588596917084955,0.02111476343388724,0.05130465751341123,0.03533471039809852,0.028533277762437064,0.023760923553877402,-0.023331032506172907,-0.032429833962147166,-0.06765439134921615,0.04710436810308913,0.04610650133474304,0.00217335414161623,-0.03181179380395314,0.03579664621369105,0.11679817301349477,0.004373972464056813,-0.03891618363615781
GSTM2,-0.012400750138117924,0.03213020333666459,0.01115194499702412,-0.023810215230277872,-0.001049810070730091,0.04755380106577844,0.01714095338014261,-0.04372982911837597,0.03095517730802472,-0.021019926231567104,0.034418618175741406,0.03721066603609382,0.04471516999671474,-0.008444928370616143,0.0053258632582605,0.07196901264608165,0.04927786108142659
SPX,-0.031381711666550766,-0.010249815489975483,-0.013900805401096878,0.03357688281711424,0.006676754989066862,-0.03727977456698974,0.00276169747106118,-0.0037124346201088004,-0.051044917557911344,0.019851102709557665,,0.0512920422256749,-0.026021593320657795,-0.01290168687876081,0.03975669093309032,-0.05539792439190346,0.12422042943366944
MFGE8,0.02626239077922804,0.004028141960027826,-0.026829993040862622,-0.0572421146942018,0.034109657340404026,0.00016192568195655955,0.06255461769871376,-0.007235533517700639,0.05957292071473683,0.051939577031736,-0.04567530183152579,0.017717406976416362,-0.018317316115146667,0.053705104159282,-0.0217104390468735,0.0036895403860733285,-0.01171000841908373
TGFA,0.006317651087057081,-0.03578366712646803,0.036408856982919784,-0.010582366425244663,-0.041306751914926276,-0.004590738022844452,-0.015438388551676752,0.002283160424493131,0.037519490154793673,-0.01939039569969718,-0.015542711431638705,-0.05675716640503278,-0.020653609435154614,0.037356794092329206,0.06047786827671365,0.002467141291425454,0.04429597471572633
SLIT2,-0.0583005528235426,-0.01634663380680317,0.010329425881609637,-0.023973400917321624,0.009126548344556605,-0.025426599809861793,-0.05297078646071826,0.05153328990645034,0.02465201554677017,0.0489315441228186,-0.06874433516244441,-0.035874029050720214,0.022792592746467298,-0.01735299533601394,0.007934855554360201,0.046611840548451945,-0.05233316872058972
PLTP,0.0852326241977429,0.07168161287552083,0.01751806071765223,-0.03474786005593367,0.049268157811940556,1.7732118141147068e-05,0.027985581827834442,-0.019624478276239626,-0.009559433194283803,0.007390032218305564,0.03105703313428115,-0.031089839864025838,0.03495938302961017,0.04276439644676329,0.017452959869140836,-0.009231816701970824,-0.02469178829204675
APOD,-0.08819711137362807,0.03461922214585983,-0.0067268792568461605,0.0228067222492207,-0.09630594021861832,-0.008066586160039335,0.03370243092014566,-0.05218237161825693,-0.0017295899998729647,-0.020819098415697197,0.08237428454803734,-0.01446118008118148,-0.00101186874936955,0.1077709864255048,-0.015664896332777647,-0.002908177593636752,0.005787731806501013
B2M,0.04748603388386613,0.056495625622917045,-0.04595848780992467,-0.017621846272180837,0.04777933621369357,0.04365105803442551,0.021737871724922475,0.038031313446937894,-0.10283605866533138,0.024151665198419357,0.11100076925345045,-0.13471402265895688,0.029317952799275376,0.06034529003201876,0.08064418189874166,-0.014913469122986923,-0.11229598999179607
OMG,0.020403075955611926,-0.008585470786880685,0.007057350821341272,0.050382751458746315,-0.02329980075574348,-0.016136409633358505,-0.008642393728919215,-0.07460479068399621,0.01090862906250163,0.03603019882897683,-0.008742455122210975,0.033210335747021834,-0.02844539793911055,0.16886205654717748,-0.03924854309940586,-0.02077520253037273,0.1269136807251433
CXCL3,-0.009831267170033454,-0.04079095416216762,0.008226084831232107,-0.012576401637629712,0.018238617674593824,0.056459664168905556,0.020523184403046152,-0.01291378426803944,-0.029580220660514932,-0.016011391734881007,,,-0.06212759807778971,0.008887590000220762,-0.01850605740047521,-0.04432336199404239,0.01705379200475098
CXCL10,0.09586373944886532,0.06489902294925091,-0.021274780897645534,0.0007954206035356879,-0.0010834409235405747,0.019402212656431023,0.0037269504785969656,0.1323692848005797,0.0204853700701166,0.0020904330121935457,-0.06883219147405968,-0.02578157587201159,-0.02665086857247158,0.04025055937049707,-0.02493160675550223,-0.03075897636090005,-0.0076592519256098775
RSPO3,,0.09264262142494226,,0.04031819853321309,-0.0281155475238898,-0.024738932482507688,0.057802423742957486,-0.00583822526310396,0.017731939184273016,-0.016731595773603374,,,-0.010232089709890306,-0.006864347796176053,,0.02566998846987767,-0.015249151696592144
CORT,-0.032254139063964175,-0.03130530866254607,0.01681557317774682,-0.02525786451689536,-0.03412246195187741,-0.023198562802536928,-0.04613750340341648,0.01987004785907341,-0.004623507090811585,-0.019393470684411565,,,-0.029428830635818564,0.011579686086714985,,0.05958328257671116,
NCAN,0.09926114361469975,0.053035424050340334,-0.030927478983548536,-0.015481209478685466,-0.09648969855534226,0.030022392444569578,-0.049420731867592584,-0.008840433566810774,0.042398712451481954,0.07647091043830956,0.005484864050814644,0.02875097886776427,0.03809742091240809,0.1363015360456276,0.039102397835433816,-0.0034204534137708834,0.08477658607315981
PRG4,0.02171851464307207,-0.02394708280785844,,-0.03281977327591794,-0.02013063108710481,-0.02143063677328841,0.011130143995409217,,,-0.01956200129415282,,,-0.028267747923003933,0.013237379815988753,,-0.023305869845394185,-0.009560539133764343
ZG16B,,0.008759687035559665,0.015443393727436876,-0.030126644772512173,,-0.02313781628392377,-0.01545691080868128,,,,,0.06489948780205389,,,,,-0.019014051053756535
TGM2,-0.02892319774019665,0.016529773511618235,-0.015457967457323694,-0.0032795170490116364,0.006180168243776938,0.0003978451585936185,0.06323010092707897,0.030271312501240575,0.02185104532563548,-0.02704386886812865,0.04578326557753213,0.020872232324707113,0.0360770727122011,-0.013337768550152581,0.037504431904841734,-0.048145881176764486,-0.043885001000133636
VEGFC,-0.0315847459014564,-0.030405585715397407,-0.030182077881035933,-0.027029435548776525,0.04154586504550569,0.030541073447492437,0.019621507489313156,-0.05460536032803664,-0.023744019947352066,-0.019963802059380958,-0.020983913936174603,0.09398244940124763,0.020822145384767867,0.07173519222062921,0.016162690065738023,-0.03841960821434962,0.0018343791027218479
WNT6,-0.04005787225230407,0.0560475780256952,0.04294572543907327,-0.04539397240860093,-0.0015921801952959946,-0.021074225046072943,0.006860272079107802,,,0.021142172720491213,,-0.02800711213586608,0.011209505485806945,0.0461702644968948,,-0.029875543863914753,0.013727039088339405
NRG4,0.009861316598217611,-0.01466612732640553,,0.06199842559135009,-0.028673451449882075,-0.026693217623471963,0.0644323872791115,0.00383870961102588,-0.026452243210801547,-0.008765961253787376,-0.036799007291173615,,,,0.005465800415226881,-0.0037795294874833334,0.09458929959672834
PMCH,,-0.016903501014919026,,0.006440180414501907,,,-0.022624636331692573,,,,,,0.058364459652572656,0.019046966646808213,,-0.01711508051392758,-0.032882967745918486
COL9A1,0.054462373406117856,0.004915960899356524,-0.03545118475229222,0.013468821482746179,-0.049711117101016715,0.11935145149328781,-0.0283829068932751,0.03301432382692275,-0.02072119666391412,-0.026538519439724306,0.06865301448699387,-0.009679467050701376,0.02489408234447906,0.11144225970646846,0.014892590737811944,-0.025612154474501474,0.08373045820000362
GDF11,0.025484938589542188,0.050482975977128655,0.019323620612514848,-0.010878011875414945,-0.035240907407546936,0.01130742663749638,0.01672456642376071,0.00909078001687997,0.09768111389632639,0.04530517465347019,0.0026560961373451523,0.12672653298349337,0.008082155751359276,0.0667241465078272,-0.08607267361698631,0.03635189083876867,0.06714252281829211
RAET1E,,,,,,,,,,,,,,,,,-0.016728212937849492
IL24,,,,,,,,,,,,,0.025432084746258805,0.016950380439232738,,,
SORBS1,0.0506720838138321,0.04891682508069184,-0.015340030098363563,0.045969351384309284,0.042872750435959665,-0.0693458156752396,0.004622446454795163,-0.03270865701677188,-0.002842756124119012,0.01527179508960375,0.05347121220647328,0.06444693771411016,-0.012180940040349699,-0.005823851237217433,-0.07102524418685614,-0.021266052968150175,0.07042693534956547
DLL1,0.027980603073935833,-0.06250882072177928,-0.03793344894803234,0.06442788603442273,-0.04066601859756183,0.006124769745576126,-0.023800077520746258,0.04032034950694878,-0.03376772426874072,0.038309915003870355,0.04329431027075216,0.05445421074993934,-0.0036133561161164496,0.09366562471568977,-0.06676112657310432,0.04816236977328549,0.06463014635897413
TLN1,-0.0011408028411075228,-0.02350706072360009,0.00908298460559447,0.06576475147868906,0.041679041572522404,0.007966716914022367,0.0027084633834203037,0.021514515092841188,-0.06500275208104864,0.008704911679440581,-0.008849662879777313,-0.03421300003253703,0.022361598690967797,-0.028840998759461656,0.030634746382537034,-0.027286246052986893,-0.008590995452857644
