,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
PDAP1,0.05809742208488558,-0.017000325859544734,-0.0036728257937609105,-0.019034432442303476,0.05530971893639383,-0.0026788446210351835,-0.014450162550306157,0.01100801738235245,0.04195871911066379,0.09548953331775784,0.04040866950525829,-0.030747833438680983,-0.06407681086872022,-0.05596458482747811,-0.04049563775847455,0.07579297499175548,-0.069838110310237
QDPR,-0.027265360371727634,-0.012613886221597913,-0.0031562308012576716,0.06265236945461133,-0.0013461009224545004,-0.031693623485129184,0.030842540439621997,-0.1327120853090749,-0.02481586673105466,0.022869189754908408,-0.044344158086011165,0.049624620607449155,0.01299415829022668,0.10923673793052674,-0.003992494414882232,-0.04147087347033449,0.03181790579422087
POMC,0.07903135106239303,0.007852840395402613,-0.03793566192212756,-0.03453183883756675,0.05318004389910431,0.02166027992441498,-0.023040722792184068,-0.05124248671199306,0.026141950055791747,0.1271281395656428,-0.02943929873031471,0.02381420704386571,-0.028326543911284793,0.09708560964301412,-0.01741876981152164,-0.02005608834609232,0.015065726580551084
CCL18,-0.019721818518551773,,,,,,,-0.08048569654226219,,,0.0239847789789021,,0.024527037624653632,0.045223869142089715,,0.044152352030665004,
CCL17,,,0.00177358369629746,,,,0.019619320390555122,,-0.03224298635771165,,,,-0.04287158897650472,-0.0309412205874825,0.03004330413351198,,
VEGFD,-0.019721824781152864,-0.0257827571147098,-0.015177740634399457,-0.01641860125694331,,-0.02763206320780804,0.06751636692133627,-0.028497406906495916,0.045454162357517564,,0.01699746266653562,-0.028711737367110315,,0.08682016325498051,-0.004416633345101575,,
TNFSF13,0.029817902326635847,,-0.016286678372296887,,-0.014919210750684198,,,,,,,,0.06211986637127688,0.05326453254636905,0.02618802082534551,-0.03769705255271807,-0.0033429221404211182
WNT5A,-0.02031690192249165,0.06832363521344961,0.02292210088387623,0.016520601620488923,-0.013252336624613819,-0.0407769107424058,-0.007574043127648852,0.04530229246717092,0.021036753543078088,0.03145604144599273,0.08315926608776648,0.050828254230217376,0.0010435773081942103,-0.007215581851754114,-0.0035147815106983935,0.028490288629527762,-0.018140190987169652
CXCL8,-0.03660379296556585,-0.010155495871802409,0.05268402034566187,-0.0073528736648774086,-0.021221609645436856,-0.01487955925537892,0.007261100020484213,-0.06493606165428445,0.06396912914252226,,-0.09840108072244563,-0.006784708596903135,-0.11146843994022344,-0.16653210794887705,0.009788622264867122,-0.02069518370634995,-0.016882504386726213
GRN,-0.019591085812607514,-0.019763602283904537,-0.004964293184109266,0.003837482544835451,0.006000931162301011,-0.00149313188616248,0.04142477862921049,-0.08854468067875516,0.016498744693331693,0.009079371645832753,0.053495520713954796,-0.07860577724126364,0.008570998860732475,-0.05580477021644456,-0.0064271821576227005,-0.06471456002263108,0.027329747008434702
MIA,0.07143182280651714,0.03332935280200469,0.03479457317161905,-0.006049204246453722,0.05667876906310747,-0.030779271429146816,0.01621329230598334,,-0.025425207340750874,0.04163638111983966,-0.047735165160890644,0.0943358725554772,0.16031628628261416,0.2593163200111852,-0.041697199645722424,-0.06974568422608646,0.050938484323299706
COL4A4,0.03326748502935639,0.004893024623369311,-0.007743505928036871,0.037173790465050295,-0.014194969892340805,-0.01625372378312105,-0.014934845325706419,,0.03397269618169679,,,-0.029146240658492716,0.07143885228885256,0.03225460525724413,0.02108286188085434,-0.004488447308477086,-0.027329826492619756
TAC1,0.07897309309297137,0.04035277386197693,-0.042395189000012434,0.04850421452774459,-0.003348046557223551,0.04379468198969956,-0.0359072205800276,0.11620955183861549,-0.0407521627673404,,,,,,,0.009945684637111037,0.008495032461663674
RARRES2,0.06071845831161177,0.028932607578787076,-0.024663241670490648,-0.0030655852315613187,0.02640681713985295,-0.003441158841374663,-0.027862135273225248,-0.058726814970258154,0.051377938378474416,0.10536626332701539,0.15479346680230274,-0.009489116820577565,-0.017470464063835643,-0.061496003399839516,-0.0157059377636623,0.006744425415007301,-0.06066321782076494
FGF7,,0.016785918176313443,0.012809680297104676,0.0038489147756551856,-0.005188996589725601,-0.029344955259020526,0.008079700866775022,0.05123536001621156,0.06729513109944896,-0.016069184736558318,-0.07939540111036619,0.016555699370452044,0.04585968525128299,0.04340865780076366,-0.009960620312243228,0.00502779263496115,0.025105819022085425
EFNA2,,,,,,,,,,,,,,-0.025634301083930854,,,
HBEGF,-0.05897285591724563,-0.024803342047596436,0.01864117940922445,-0.10876681920298564,-0.017771479502473177,0.0262363815722335,0.010492860333047702,-0.04944640339238763,0.07555991460204181,0.13158700750809543,-0.003108644027114679,0.043654370674720826,-0.03928170800866115,0.01833258009088177,0.012160171399609355,-0.00028791705983012463,-0.013224509330184769
CSF3,,,-0.00804738145387156,-0.0073355038716358765,,0.004795885651669148,,,,,,,-0.07203846772645799,-0.11354895231031761,,0.0801962869034286,-0.010735664656975244
PI3,-0.020748184587981264,,-0.03516284369891838,-0.050365652959134005,,-0.019363065873084208,,,,,-0.04772340696248936,,-0.10967899776758305,-0.20878464497333654,0.045396784773954556,-0.029664729876898707,0.00014156797613933461
PCSK1N,0.01982582329284976,0.042028784923682,-0.04918580330584387,-0.01773514179974022,-0.0687609251681389,0.02918138928054151,-0.0167451238784567,0.16278560748464385,-0.04573918380774567,0.05143832218384511,0.0015781595967394727,0.10061022712664394,0.03481553454859456,0.0012580274806502998,-0.007852187067475596,0.08048898253036887,0.06349984353535425
NTS,,,,-0.04774431251313397,-0.01732883302530554,-0.021136108526824095,0.008561259370384915,-0.02565682035514033,,,,,0.028259780368463588,0.016900807008013306,,0.018529392387312167,
SFRP1,0.0038873461172890846,0.000602061926076216,-0.02060193897279586,-0.01873078071288767,-0.03718720118428961,-0.016148016699539466,-0.0548454312289395,-0.042327161413217594,0.10244636926979803,0.060319901893913896,0.0815446091039127,-0.020105047574701253,0.05956059760931342,0.03711875203725266,0.04572473367954294,0.01451940453603194,0.07244223771891936
CXCL13,,0.017903091162003955,,-0.018562442889468338,,,,,,,,,-0.0046323983473077635,-0.04693021279733446,,-0.006426293695097959,-0.0233184118357332
MICA,-0.006043253500703773,0.06631656573347698,0.02466397872632367,-0.011494902691966503,0.05204209911552352,-0.0363874793944209,-0.04256695963289222,-0.059293772610417135,-0.0018965805196637098,-0.005668115181841125,0.004024646384359482,0.049400146452523504,0.13256858760377374,0.07134023391990033,-0.02046238818031524,0.054770449743158464,0.04248579310875242
TG,-0.018904554631546243,-0.010743886158543426,0.00487778751255173,0.04864142640655493,-0.020002041421626166,0.015990548585893632,0.0199113714848602,,-0.01972420080972499,0.05421630021418866,0.03532799825211961,-0.035807880060755755,0.016051149757861285,0.07565425409654729,,-0.004602223583998597,-0.025697010514337513
ADA,-0.021785434807166455,0.012187634151132285,0.01375701757006785,-0.023481839176098276,0.01775477379156156,-0.018244994056565433,-0.009575330346983619,-0.015519682658702752,0.10276864817183745,0.03830185318078693,0.012431036182058966,0.03874427181926013,0.07905152484511101,0.06395361631174695,-0.01759445254422569,-0.006932105894993141,-0.03833999152930517
LAMC3,0.04216153277199845,-0.02099458473099812,0.04447935051422072,-0.02740102454019485,0.031194275232096304,0.07199621627126149,-0.0033704531059569618,0.00563598056405755,0.04058228618489939,-0.00934689081911762,0.04956334579945376,-0.0025872897260864267,-0.04639363511814652,0.06277305858360246,-0.05110083031172337,-0.04259325444550169,0.022888292177616273
CCL7,-0.012544742632953531,,0.09401388204795362,-0.02461037214130301,,,,,,,,,-0.008565600214752334,,,,0.01910846289532481
NGF,-0.021538700140325016,,-0.020832826510970077,0.05884388735138896,-0.01908731240425042,,,-0.005084125461028439,,,,-0.004712595916049419,0.07844906260086928,0.042121925234569924,,-0.014133361672632926,0.034116373146919995
TNFSF15,,,-0.01789946045387821,0.0013547705407430848,0.03950128211977433,,,,,0.000992695289860432,,0.10888712494785036,-0.026274424173995416,,,-0.0494235143061454,-0.031816565107305
HMGB1,0.04680246540760174,0.04924315137514996,-0.023017962530076357,0.02744706297367923,0.018629083786165165,-0.018833970269390814,0.060180928231882556,-0.08123139456909909,0.020906335992137346,-0.03853851262316712,0.04814424288857021,-0.051312034586293145,-0.06858325858877805,-0.10136648950287219,-0.06249745569745122,-0.04557397933733543,0.0888644123665253
ITGB3BP,-0.04896005150113992,-0.024233074966881943,-0.03846016914030596,-0.0023697965656488138,0.03590488079084909,0.003768766710436384,-0.03211534900801547,-0.02894559351630332,0.08944947514063084,0.03019127000603341,0.015801786796617194,0.02725447814985393,0.003142886103680831,0.004993191812376549,0.016951562669079368,0.052464588959222076,-0.09383818207272741
AANAT,0.001286580906521087,,0.018556251739547815,-0.016418603600791164,,-0.015511371839541828,0.0026643227279627307,-0.024121200267016498,0.012972872461211921,,-0.016330240097823523,,0.02563742709792684,0.040845865194895054,-0.04057987413365126,,0.06759666173423094
RELN,-0.0031135186358625527,0.04434750590095718,0.012245947297527747,0.040027462293863274,0.03191211086340157,0.009161640268693361,0.016447129675507922,-0.03913145642609028,-0.003058603062851193,,,-0.061124178986374324,,,0.052833246762543126,-0.004668205431451502,-0.05963375515883774
IL15,-0.03966612406370293,-0.03118418022397885,-0.03429488414962051,0.005939136858101715,-0.016491231179151845,-0.04045997857651569,-0.03305701177932668,-0.028455004120043925,0.004196704994668447,0.004296472879439569,-0.04749732713525336,0.21290987863814514,-0.004352237524545885,0.07315628959089288,0.022537026217232185,0.0031501402598024496,-0.023890887997624188
UTS2,,,,,,-0.035437284016160184,,,,0.04764045327366511,0.1019515106949393,,-0.001332320882109551,,,,
BSG,0.05456606629321405,0.026615945410393756,-0.037106760629555,0.0032072279849013207,0.008997830056064741,0.06522634935364482,0.0055370544687436025,0.08626260102139433,0.09015168831018347,0.11768852369424909,-0.07361554665034965,0.024659341792760588,0.049954089300906654,0.023433457121892987,-0.03521318174035773,-0.03630040948726913,-0.02412852426036217
ADAMTS3,0.029011120048081856,0.01961320124874454,-0.05074326751786367,-0.041006449771155994,-0.02656260272408275,0.014521928548279397,0.03087776724309107,0.03140243341737088,0.06780789494914864,0.19017022837112713,0.03337833961202682,,0.06301574866604936,0.08679486615328717,-0.01713945577345848,0.0626620579095795,-0.013473526614675723
CD34,0.038725140231469064,0.029773705911152852,0.039737007387023036,-0.03785382209759164,-0.0075428912603492425,-0.015481518655087127,0.02937055345344284,0.047300887392177964,-0.012557330492360469,0.012071284729678238,0.09077180448801749,-0.03684059310032786,0.020414573943559996,0.06324725911652763,-0.04158960336048527,-0.03733673942330996,-0.010330150844725803
CCL23,,,,,,0.04731228985033875,,,,0.005929634318577261,,,,,,,
PLAT,0.003469526254066651,-0.0020500929804231254,-0.02219350822015265,-0.02570116873874104,0.005882328342289964,0.015990897912714193,0.019843569950820934,0.02065971515628287,0.06447396226629945,0.024530222093812597,0.054795841244251894,0.001595808400165033,0.10051376872543354,0.15337335482935022,-0.021442433942979955,-0.023790665252431193,-0.05503505167934881
NTF3,,,,,,,,,,,,,0.027300668189514054,0.15335517073062171,,0.08962582777919563,
LTA,,0.0006354358032392805,-0.020601938009004773,,,,-0.008408757444839338,,0.012942279860808727,,,,,,,,
CKLF,-0.03808425830252766,0.031909574403319686,-0.04647182481891706,0.015080840952328227,0.03516944252061874,-0.01627305669775203,0.05194824802782567,-0.037058350419300515,0.08156542915608837,0.02263139921419171,0.1336180689308519,0.029858302848880493,0.06741636253869847,0.0975559003820641,0.003706004760846066,0.02827843533956824,0.00967748937130791
CD24,0.07065104237181787,0.0260714793836753,0.009377382038592823,0.06531452219018886,0.016604177477241647,0.05124080345099338,0.028871657033633036,0.03927959226767674,0.048750947595845626,-0.0151656301335823,0.004921950890909984,-0.07160555852796337,0.051199257660237626,0.05183730182265509,0.005041272012565717,0.11176594318691639,0.02550286021616973
HSP90AA1,-0.02812969771721204,-0.003792404218214397,0.019884982647735826,0.07165650180822646,0.05635993162701139,0.05963085258281927,0.0002652728952673254,0.1580999482287862,-0.04957053864279668,-0.011689123757279917,-0.04517533068553358,-0.09504575396465396,-0.13149260212050035,-0.2855649113747938,0.0004606501980234723,-0.02545407401715926,0.04905616881867525
BMP4,-0.012760037504746273,0.04940209517059003,0.07443383047686475,0.05066069338347607,0.0214811675358822,0.061838924473499396,0.043678905113999834,0.0031526010860127573,0.11605086099032536,0.005294384299439714,0.007502898746891887,0.10070800402222711,-0.017103277987543894,0.08138804786661168,0.019340008428765307,-0.05533675534835113,-0.048679494013427575
SCGB3A1,-0.012544741378496026,,,-0.019552530018456454,-0.021051348269273643,,,0.05045358310920901,-0.027990459855898868,0.039242209723681615,-0.030975067988186444,0.10047036588926558,0.05929133256752709,0.03161094489462201,,-0.0034552387018125692,0.05508670401758053
IGFBP4,0.03323152508944385,-0.040738615253713625,0.04254265654199205,-0.01824646067803931,0.00390994266451417,0.00115696530027972,0.04205651355145863,-0.06746141414609264,0.04742618498399684,-0.0025910382581775986,0.0665690725080749,-0.05394961615019919,0.01200667518010205,-0.07250702137511333,-0.060360397256464964,-0.0992725447766055,0.02800038299396408
RSPO4,,-0.029100603315504035,0.004984741670153455,-0.02256679800600247,,,-0.02513414518550368,,0.029992115839514936,,,0.006372095922536983,,,,0.0593136339177442,-0.022134144755173578
LEFTY2,0.018165000081114466,-0.01822203640749523,0.018562620183316156,-0.0143060158180599,0.009089685174021402,0.032143463371516856,0.006071703029637773,-0.025656837248454235,0.0391802304659511,-0.11961870404275411,0.08013809141028307,,0.021008697565353545,0.020756287882015157,-0.03999536046837271,-0.04635491080253134,0.008256849599665118
PF4,0.03938244493827495,-0.01637431721787464,-0.014024464012449412,,,,,,,,,,,-0.04350296272878438,,,-0.017338928040423567
ANGPTL2,-0.004235461135291233,0.002123509284823231,0.012997164811938886,-0.025183909212643497,-0.008611252833148328,0.028041988784766964,0.09447051722751885,-0.09934972699260532,0.05743052205897873,0.017026238654662105,-0.0012299918415145995,-0.042006925446075934,0.06168212501996832,0.12143514271442607,-0.040636811981246156,-0.016174851273922715,0.02144843540758605
LRIG2,-0.022589083155035602,0.01848702727972801,0.023478934923074242,-0.06187829913580434,0.037900073736940806,-0.0447278277691823,0.03672727439326223,-0.022424308292360043,0.06210439199175208,0.015157048133519022,0.03417455313510379,0.018784664348612454,0.1075797483704286,0.0566306577063251,-0.04264628693962917,0.04124505905382486,-0.017971551986655343
ICOSLG,-0.02015924849864267,-0.055114911355531385,0.033829612725016125,-0.005255606755990048,0.0835157696955478,0.0034174970265849654,0.03262964380612499,-0.08940588744920382,0.06569153410573503,0.01589644435026799,-0.14291928659397696,-0.06209613202771848,0.059109043696230455,0.12647797641080774,-0.028850744779011173,-0.020993914816251163,0.02944500129425846
WIF1,0.007539309982636474,,,0.04000690680212051,-0.020491524361275364,0.038166123197569485,-0.01939542452026858,0.0802226305549454,0.023191298779680753,,,,,,,-0.048178496270908734,-0.03181656249627797
NPPC,0.0764112323396602,,0.004431632608727982,0.02571812900452924,-0.0025059786534753765,0.07550549018132603,-0.02996732628862116,-0.01756539126566663,0.0833010119926358,-0.03947271485584138,-0.08650254232074112,-0.020630159695566464,0.05373903222190553,0.04493467412640027,-0.01072780091788328,0.031229303387492344,-0.041669449151188254
LYZ,-0.02512772718635819,0.020442678189517678,0.05160289052505976,-0.024820614178010344,-0.007633376523239951,-0.03433991461742422,-0.016467490049813266,-0.0960998101349919,0.005328918222033211,0.025427811830900832,0.02790276352650111,0.02421831669448025,0.07112925833955158,0.05900469294434591,0.011896923520135,0.023656998125730876,0.016729351786600524
EREG,,,,-0.03175683920718055,,,,0.013983188194213179,,,,,-0.08393521625723559,0.061208451695222446,,0.016884445630634348,0.08068303544542516
SPTAN1,0.0005835174783153539,-0.024087645552280428,-0.028895780008375987,-0.019379102530295254,0.017075370339026744,0.06500882941784064,0.029134398102067496,0.15521390121845424,0.03243287284407549,0.024730872531586987,0.08127368514739144,0.026479099895150446,0.07373355122681448,0.08920863430134153,0.027742041276863288,0.11760740280159145,0.06508891747012623
PTH2,,,,,,,,,,,,,,,,-0.028139654410000037,
LIPC,-0.01593152271662311,0.02814169037261177,0.019822250334202273,-0.02184837475227261,-0.02557367098656869,-0.04056977576577995,0.003392946665313315,-0.04727007617102809,-0.029078869124498627,0.1317419273565282,0.09987119357358096,-0.06499112405556255,,,-0.002823031200150833,,-0.02703902038874241
COL8A1,-0.03031555644596748,-0.060145952837654997,0.006634474408634996,0.007658629280850471,0.03897759672701591,-0.009685150642080934,-0.02057535573906222,-0.020414835382459803,0.035453034572755567,-0.022734969257026557,0.007984190415071632,-0.01214371780963703,0.10332556784503671,0.09115586230802482,-0.02512883970085957,-0.06488489488754931,-0.06658133431447132
GSTM2,-0.014669241787690973,-0.016715748858588255,-0.04077927712148968,-0.017691195813049482,0.039797199076154643,-0.014487048532083992,0.049637091698876736,0.08523203243640708,0.0422990928136125,0.05718660186127464,0.050984533710450725,0.04017084050574376,0.08036255678786669,0.06685581434644594,0.006156973431190409,-0.04598185329783007,0.12236125880540381
IL4,,,,,,,,,,,-0.059615240602124364,,,,,,
SPX,0.015147480527101041,-0.02482384704657949,0.001607711315493978,0.04782370875364378,0.01773412154552536,0.008092205563627709,-0.020504798863865612,0.014366638778763466,-0.02959328342332183,-0.007039033490815609,,,-0.014002075898543697,0.04854788078095903,0.04049444444612022,0.03607158061478618,-0.04564446169700169
MFGE8,0.04857233910103296,-0.027766877891600105,0.016161442018284955,0.0585739236053665,-0.004338800574983051,0.037934500189473544,-0.009052553783655886,0.051681589299409414,0.03382379447878255,0.0932772764249841,0.1676712620076641,-0.03377827212172799,0.011146632739231492,0.0930580672655235,-0.02847646551416721,-0.05318017615913338,-0.08040994666994826
TGFA,-0.009883016851944553,0.030205644067639703,0.007593588036469617,-0.0033814564346004586,0.09014784236540836,-0.04796152105438386,0.01617704828971667,-0.05987285358692393,0.054371526976564964,0.06492844637150408,-0.05193827374067343,-0.044591933922850276,0.05847030191787774,0.025252968313704684,0.04490209937712243,0.060223150618571995,0.04206635105407957
SLIT2,0.06326168158341688,-0.01908971064410908,-0.007923563102936222,-0.021231579901023343,-0.0020812135505128737,0.004952544890768719,0.008117133640106414,0.027021320988657883,-0.019366936608602017,0.050843191198021505,0.05110313847391223,-0.010105487956992355,0.08865221138413495,0.10654753432255855,-0.04823066008624947,0.06346636874606226,0.0363671207117995
PLTP,0.08568163804321775,-0.023189437125568833,-0.01595211780622702,-0.08928230651896997,-0.00968739143783583,-0.041142365079488534,-0.008808994232604506,-0.145388014156607,0.11306391588599342,0.09214720101559883,0.004519349725305258,0.08674457068691135,-0.05902379442195877,-0.024829310637339678,-0.053668572948889263,-0.032897854643218004,0.03854502431936526
APOD,0.0186340322617455,0.014205921878709074,-0.03611589377827665,0.022280604759540037,0.04240481389133754,-0.06197141400830931,0.03058069694600849,-0.11603138588657703,-0.07794279765737383,-0.11292841046398358,-0.05724626336910908,0.03752504563769244,0.09213958186503687,0.19815168964236077,-0.009195107616254224,-0.07210237066811948,0.06212879166992721
B2M,0.036840982156180424,-0.04993414407702122,0.06219904079422297,-0.03548219536431366,0.039552709412674206,-0.028987101518569803,0.06833204782927763,-0.1447997256154639,0.08611683230117037,-0.03170615302807223,0.024679051221400985,0.050425778472603634,0.055385172126218365,0.11017889333963596,0.031341567893680936,-0.07886701021849674,0.09105156121344515
OMG,0.03708120874977405,0.011829278563302615,0.06763684130026942,0.025111753303754335,0.03645309305025638,-0.0062707938226032895,0.001693812527485694,0.004161522712817228,-0.02833663126356515,-0.019828737338768568,-0.07006640217189014,0.04216704739274579,0.04298333213517507,0.1768078622487704,0.05119794299234497,0.011999178708747322,0.07481065828362726
CXCL3,-0.03213559561157606,0.0038392120758293097,-0.014679717758408933,-0.031677890165262894,,-0.020365689741686635,0.03004463451859304,0.034647640468292086,-0.016621416067754594,-0.04068059108849152,-0.026400100103960288,,-0.03578666307516783,-0.027564657499598192,0.04289323252962233,-0.014211766890570986,-0.04028263066990151
CXCL10,0.07219808080343613,0.004475112359193349,0.015009515835398566,0.04870427183302735,-0.02254164476360555,0.0031529934672066746,0.04608130602424148,-0.0031574390825918086,-0.03107612201135905,0.008971209148786788,-0.12849454121969087,0.010299620046097649,0.019112694276091507,-0.03003322053332372,-0.0254063835634995,-0.04643356675935745,-0.04016136920349215
RSPO3,-0.017040437227167086,,-0.016286678907141805,0.07780741451400276,-0.0217457397188532,-0.009585497778685705,-0.03796132692555701,0.024250754230592725,-0.03018820505741998,,,,0.10991053739909412,0.10875892093869144,,0.042210035674426015,0.013344902908788167
CORT,0.023977897819892534,-0.029243493654155305,-0.03652412802416105,0.067683366603034,0.036605987459447584,-0.006513145236649089,-0.027497443430647226,0.04647960201859325,0.07814483346409343,,,,0.023105590552461478,0.08686041358070527,,0.03417419916848715,
NCAN,0.06854985311137503,0.024683294305769935,0.03442722696747275,0.02994636744477058,0.03065447064553244,0.010284138423050895,0.017405240583839205,0.045693741399488716,0.06556276675064522,-0.029371348774314177,0.043971228256284654,-0.008056597308331241,0.0762310420355939,0.18509694150283698,0.020898910230876675,0.023615929374108176,0.0010785922064165418
PRG4,-0.018865794757603443,,-0.016074249718689294,0.007242064448954759,,0.050513056632794005,-0.014961854782500493,,0.0452413354658975,,,,0.03367744552526539,0.009641209223957366,,0.035989982732310084,-0.0241334256241561
ZG16B,-0.01739577004732238,-0.019703829476375462,-0.01865613267511747,,,-0.02382203174465253,0.045824173195337915,,,,,,,,,,-0.014791883895675996
TGM2,-0.0594542009501385,-0.004468456413678813,0.02192685301998539,-0.031932499116225095,-0.011505078346969183,0.04745352823890324,-0.011059114906077569,-0.002723576306793674,0.016325570849162117,0.016181294863589026,0.0144963204961278,-0.005144379108547924,-0.016698508064621344,-0.015946423770372333,-0.0035840131938890975,0.013001106392349223,-0.007145224319776218
VEGFC,-0.023953879651811553,-0.025300475832773353,-0.02864861703556271,-0.02408029664286206,-0.010750604449042158,-0.029090484809111545,-0.014019132903427595,-0.029824413086433868,-0.03601995640159685,-0.014453845704404005,-0.0013883413436681456,-0.05180818356184876,-0.06213438356645871,-0.015467236006572262,0.032724119789591756,0.00013512178339251095,0.0020313237317086297
WNT6,0.01337675645036582,-0.01822203688572352,-0.022232757127379477,-0.003712577189529811,-0.016914921880923927,-0.021697417417490417,0.006113099615783449,,-0.02023219133354739,,0.023149081684791663,,0.010569750445392071,0.04032773969454614,,0.048076130441947154,-0.015284453949634137
NRG4,-0.011554148379945825,,-0.004214850557102264,-0.02228190384474503,0.01438399598522104,-0.02748257094750483,0.04676173896509765,0.017098951892911444,-0.015094004757012289,,,-0.0291138736629693,,,0.022888618750700904,0.022803587415313138,0.02072171294214242
PMCH,-0.013316777805092599,,-0.02710657712945294,,,,0.11139049707379178,,,,,,-0.051395961535154376,0.017679735342973308,,-0.027378272709896803,0.008426747945940597
COL9A1,0.03710082516836711,0.050019586149140066,-0.006298799198450658,0.014404626573803174,-0.026753434677076665,0.018324695837686488,-0.03330584023626156,-0.026027502096111117,-0.025402169881446272,0.028136121070661813,0.05347565247321533,-0.03559605166591696,0.08931564580757662,0.10485001462840825,-0.0698404816358994,-0.001771670756872798,-0.029179848188399398
GDF11,0.029699022803156443,0.04015558475003921,0.007924182937458136,0.022725434537880892,-0.02390207878170029,-0.007787249125157536,0.007727656029267944,-1.976472742140439e-05,0.045116804246703564,0.07397744339372768,-0.005874627725267983,-0.016805193924259984,0.06055060341733997,-0.05535279070319559,-0.003129729683115463,-0.0344349671195932,0.03292075290608437
IL24,,,,,,,,,,,,,-0.03742353342777579,-0.04280933010579339,,,-0.025696995758396773
SORBS1,0.03220111830011062,-0.02525316432293765,-0.009417673854717638,-0.009087029565953185,-0.004476119485346236,0.008179137757069155,-0.011776436277134567,0.023897724007425646,-0.008781926617138286,0.0050477264032716615,0.06581813195768764,0.042432870276688635,0.09894670825120554,0.11727689497334162,0.025155768490109524,-0.020059763585854786,0.014595206264480836
DLL1,0.025943466307865704,-0.020663870068622893,0.019954171017065633,0.031122245143628647,-0.01514917796057867,0.007016955428963085,0.01984606747921056,-0.06776356103610036,0.013138990648044194,0.009748357708213279,0.13224515250009816,0.050681573935938064,0.0762691883899283,0.1671970107765977,0.04681417364548452,0.07012701318430867,0.0308531370719063
TLN1,-0.03031552279703563,-0.005800267813382108,0.00228446991136773,-0.06045587805511279,0.035151575943391605,-0.029328561224297212,0.031858606533306064,-0.13627462627047626,0.056504971264787825,0.029104014585713656,0.06075661239184524,0.03585927583384866,-0.041863692902202036,-0.06661996636557725,0.013401325723206004,0.01001192384619074,0.02323583628750177
COL2A1,0.03069283512525835,,,-0.013971883100561966,0.021111311057212607,-0.020365696672356565,,,0.0683474776913717,,,,-0.0035328347698713298,-0.07611421562227733,,0.042097511035543676,0.0031443485669854334
