,UKF243,UKF260,UKF266,UKF269,UKF304,UKF313,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
MICA,0.0869240016133381,-0.02403515571624852,0.08823159447814401,0.13460756912242533,0.005662817926187536,0.016964212196838312,-0.023363483173345363,0.06758440967813142,0.10389948708220248,-0.011499663607091069,-0.005505199680552294,0.04941481846471465
TG,-0.02579644054893313,0.11839225544169552,-0.0200020484405778,-0.016406619249891105,,0.018099039985889666,0.047822052110286666,0.00032915937989922084,0.1033012421817312,0.05969898808220504,-0.028009017220461445,0.022405247141929232
ADA,-0.008380159000864995,-0.039792577568071266,-0.028479603816334628,0.11139545842377524,0.02475292446705029,0.061315581941974,-0.06793562627805765,0.037830615259383145,0.055145578843506945,-0.0012109154614705327,0.13604342933620783,0.1704600823573478
LAMC3,0.023400760809993735,-0.0003664371979984762,-0.00813616782523531,0.10036924044640642,-0.017264876464061624,0.03859803537078845,0.05106234094624125,0.03138336340076344,0.03130147487472881,0.07870479859151273,0.09663008664398483,0.03196709933896144
CCL7,,0.010592526811949325,,,,,,0.07018306645251408,,,-0.021005317967091434,0.013062998801555243
NGF,-0.018643772819219945,-0.048639745560130114,-0.019087319102212886,,0.008120978495212232,0.0004896795241868874,,0.033000637927280696,0.0027040941920066564,0.03254128858866757,0.06490265918848453,-0.003985225851701248
TNFSF15,-0.023064673783729533,0.009154495594750964,-0.023176189961414392,,,-0.018300379386227788,-0.03276620484949715,0.01925061533956933,,-0.03286935204576108,-0.005304389291343499,0.059085108231170844
HMGB1,-0.02554451884779953,0.07112943911231048,0.057245942200046876,-0.01101717670892521,0.04578197663706289,0.02584506412899663,-0.04521494866247332,-0.03999637851957022,-0.04049970178373743,-0.017623045744096382,-0.029049516333566405,0.035503927819635385
ITGB3BP,0.015252023699690033,0.10696368564821684,0.07386478366924425,0.0708327483122184,-0.02683792152820275,0.0019915195414088914,0.003908903546409304,0.017602204724638436,0.025096384224984305,-0.005159174556919738,0.0214407951407044,-0.031166945504575536
AANAT,0.0022668175747054403,-0.0063748089522220035,,0.018648936695108795,-0.018029126607057296,,,-0.029681817880674657,-0.025886064281852784,,-0.022224502376695664,0.00744744644435218
RELN,0.038933391928491594,-0.03717967598130915,0.00498820210884481,-0.03598074402636275,-0.041286295502898106,,,,,-0.03970261514307949,,0.01466763170429202
IL15,-0.03278603565468061,0.025244036976640485,-0.016491236966118865,0.019665097474458708,-0.021580044033536604,-0.022787868572545066,-0.0559315216047277,0.014440082367818173,0.05103067736364326,0.04963912286353843,0.07468135976093478,0.0937134288302336
UTS2,,,,0.031914098503570666,,,0.03478591794705155,0.04388024629210878,,,,
BSG,-0.007669016782708376,-0.01468497556016311,0.026412928160456414,-0.03540639459283523,-0.019419291205319638,0.017384384128491744,0.03516903407105343,0.07813595974129137,-0.06697038927800977,-0.10510706602550363,0.10075583535822381,-0.011705043137433516
ADAMTS3,-0.05138053525095836,0.019844846355373456,0.030338227047057655,0.002752817144075959,-0.010487519725493034,-0.024740060481338196,-0.021127298004862873,-0.0014143870235011357,0.036137047846798956,0.10894775007015431,0.06004808003608381,0.05978113583431331
CD34,0.11454635577854438,0.01674334701072694,-0.023364229771043216,0.0650296589445924,0.0034732586507743636,-0.011342422200099666,0.06649600427835989,0.05930467940490414,0.05157576886341784,-0.021575711025189452,0.05124739602713357,0.04297214604736186
CCL23,,,,-0.013952282708231085,,,-0.03091850262805567,,,,,
PLAT,0.11043551838963518,-0.00504810694866168,0.05717291514999158,0.09730179437449149,0.01118223741015781,0.04271175531329988,0.08448036431924134,0.015420208101756106,0.07551375355183455,-0.024273542526001404,0.05331941617434849,0.041120106350167634
NTF3,,,,,,0.003613001016450123,,0.02265296927061796,0.10423142937760958,0.08184048582725563,,
LTA,,,,,,,,,,,-0.029910830886140417,
CKLF,0.005836437145187984,0.05400919961543485,0.06576325838709181,0.027499223070877984,0.01487205264152455,0.030906757082150318,0.0185497940484354,0.060176978326791974,0.05888139750560159,0.031358284117280186,-0.006234952805096058,-0.012255934224066909
APELA,,,,,,-0.03373576860255355,,,,,,
CD24,0.126761586401959,0.0857122339165694,0.04045778468739706,-0.00793508864964864,0.042526424293608804,-0.03862635884268742,0.026352163198830023,0.03989230688784446,0.08661148466102087,0.1581663894006128,0.0043241809569028915,-0.035468102318894634
HSP90AA1,-0.11830557493470378,-0.004065519764019403,-0.07361161009837533,-0.04307490286954652,0.07870686037399026,-0.035196259634076084,0.022826784083663655,-0.15017253924522717,-0.14191459265470532,0.020682919676361183,-0.043479281254581906,-0.015754378440496167
BMP4,-0.0403496848880934,0.011965190968171939,0.08530429138951807,0.015749587298464283,-0.028756848150030847,-0.014305057023613711,0.08150158400331274,-0.022379904227524193,-0.019165469775011126,-0.07554730473182654,0.0669473430624001,-0.0013870196358726809
SCGB3A1,,0.041351777891508186,-0.021051355656439397,,-0.031736308243436914,0.0029479304008288017,-0.03815591611842126,0.05684839659900823,0.07705231826013133,-0.010123796208095925,-0.0015265409817851285,0.10905186345269594
IGFBP4,-0.0021954464351319246,0.023423707812787416,-0.004811348674045141,0.09235588445777834,-0.06869960271490752,-0.020368724904460823,0.05121399272012558,0.06999948895964678,-0.08035069373061887,-0.021490278316312127,0.10332214144839022,0.01408545954357053
RSPO4,0.15450007741423616,-0.04178472201651752,,,,,,,,0.00545697037083611,0.013443552962199002,-0.021844092802693352
LEFTY2,-0.03814874120631786,0.03590130501132875,0.021944087105451947,0.16026096376907709,0.08922014538873521,0.01689885865808078,-0.051439475533820396,-0.028721092468967667,0.058395559988806654,-0.06251577544589812,0.12916319164853204,0.0724461064148064
PF4,,,,,,,,,-0.025375935244413863,,-0.02991082396455229,-0.02828900748873523
ANGPTL2,0.10842335383379369,0.01977195839403668,0.09689607390211964,0.044107167556495006,-0.040842253945043525,-0.09180868101699514,-0.0007452619067925325,0.08230306667964163,0.12568803646545743,-0.04016664575643635,0.03554923868920561,0.044708421635185104
LRIG2,0.02536176208312821,0.03280748298136623,0.09496815329919947,0.048679727458933134,-0.010574090408417499,0.0050763467283578365,0.0843894648207345,0.017528077882940665,0.06497369809955798,0.03782565304810421,0.023270319983807564,0.028484651377588554
ICOSLG,0.030742140968523308,-0.009190397435260646,0.04912549708909933,-0.004357087568605648,-0.06749448678135628,0.0008304932632564408,0.03821178508084906,0.03293159184652666,-0.0007614289854358796,8.751270049067108e-05,0.0504279811169231,0.07474558280550175
WIF1,-0.05300171642190456,-0.006017516899697783,-0.06631753254070302,-0.02355313884490543,-0.04392888811701253,,,,,0.002643691645943365,,0.015915318367056314
NPPC,-0.02153373607768621,-0.056499554676882696,0.03665044124293042,0.04788095014699987,0.05112485350100972,,0.11009350442176383,-0.013339044777129768,-0.012587776987894756,0.05845975656897876,,-0.05288592628353591
LYZ,-0.036856410366845116,-0.04795680355738099,0.0867724875399064,0.0603097536283435,-0.06795730960389848,0.0435139077393451,-0.026247742114558142,0.055719433551805565,0.06960428055437883,-0.0033571631047349484,0.053424122472854114,-0.03597870213588905
EREG,,-0.0459025656549288,,,-0.01972744812282923,0.022706676798541745,,0.008878329801500953,-0.03603834683056609,-0.03557342263688481,-0.04517227262307266,-0.03256902775114902
SPTAN1,0.007494491163029821,0.0025501270022325806,-0.04472972068436694,-0.00800454291044952,0.01614716922914184,0.05600887237791316,0.0058627421263594435,0.08949008033849037,0.08316663169450543,0.04926912681482387,0.015480286952542128,0.012910472711652363
PTH2,,,,,,,,,,0.042783429408659306,,
LIPC,0.06086315223051546,0.0052248828610834035,-0.025573679960670687,-0.006854203496613663,-0.03533150003227926,-0.00428310946708883,-0.004068308386193508,,,,0.05154695871414539,0.052643678287286076
COL8A1,0.10686188677425726,0.07231980398255519,0.07548241876251059,0.023946435083903327,-0.016176931861745843,0.025283297663365772,0.01209651896007376,0.05965606331451261,0.07700086851177369,0.024686887876511934,0.02563287691198731,0.07395992797832143
GSTM2,0.0175726553690456,0.0241774199024825,-0.013945561442974753,-0.017574425895498395,-0.03137674928324367,-0.026061863234419277,0.07061387488004618,0.07322257886498865,0.102328271670313,0.06177567951139697,-0.02956148528741645,0.03180982224124399
SPX,-0.0446354282125519,-0.0038720952186742656,-0.0016553491461604383,-0.03406122974054434,-0.04171122392533397,,-0.036214663663139524,0.032964682373309205,0.08546154342102974,-0.024084441166153076,-0.04072183257738415,0.03133870935925833
MFGE8,0.05646185260119255,0.008352329687809608,0.046131770227642525,0.0696113952539784,0.012392280746676483,0.029707075470249294,0.08210895444289895,-0.0009289585623797524,0.009725554768128294,0.010458451668819013,0.04924714474294489,0.018926430120784002
TGFA,0.00264949686833589,0.05047622477121002,0.08165384195447795,-0.0066037679400446515,-0.009296949405848059,-0.00838425798033549,0.09749167890283317,0.061604321182843085,0.09873112018114791,0.016781185890593343,0.06672496553971115,-0.09013783551411951
SLIT2,-0.04615564325859178,0.016508487800308974,-0.03658814435965022,0.040007726905803925,-0.00999276468162357,0.0003152228658738965,0.08735232752485847,0.037224820734645246,0.01721036881972565,-0.0040513220241987415,0.014748293167938105,-0.012722187841339034
PLTP,0.028594252105916207,0.02672533645886192,0.05758593895974015,0.06304419291034215,-0.07462813555504744,0.03977675103438234,0.02953523037652658,0.06984624905309761,-0.0570209900798601,-0.010386635659649654,0.04185794717589527,-0.04160762252274943
APOD,-0.11606949425148055,0.12284916577510638,-0.004925873937383952,-0.02410798761342897,-0.04498253933451421,-0.029074696082158107,-0.017835354847046948,0.09785061058412652,0.11836698175180305,-0.019030472698977816,0.019009343729583517,-0.11793336236526583
B2M,0.030726066558697744,-0.03629169831810212,0.009594567258792397,0.09956827427670789,-0.059282251000724186,0.05116837701312665,-0.011877332105348285,0.09211098639922137,0.02878571876121455,-0.048302612666280186,0.03068763481501983,-0.02986403890976593
OMG,0.02142845106798898,0.058728953505326933,-0.009595040250509251,-0.03277495383665348,-0.03076227082469934,0.08589606688124782,-0.01590814463706071,0.07255543606837124,0.13452331322684488,0.020560280499516144,0.03514965403529954,-0.053328915945223175
CXCL3,0.0022488856265527745,-0.06865819831716062,,0.07906780263048907,-0.02777121246087234,0.028291815573277347,-0.028153483214381367,0.004920249808394378,-0.053964546013865404,-0.005374588096991405,-0.0024712285012843324,0.04553613006334794
CXCL10,-0.05637017737191525,-0.05267413828546586,-0.006424730955135225,0.059291518440566265,-0.006522135266022747,0.03551656361302605,-0.05856887666542517,0.10227537005128778,0.06570792986477904,0.05111326342764306,0.09287873174339126,-0.03210973029153763
RSPO3,,-0.040454463341610306,-0.0036885669844014435,0.09703468025179598,0.012090681415769997,,,-0.004014389389103395,-0.023001147033711675,0.06592743368030407,-0.021316290347088304,-0.06488344659461294
CORT,-0.02553510154106425,0.005027211219644367,-0.01887403039555871,0.014042680597743959,-0.04827262391267891,,,0.04611327924844175,-0.02655462647335661,-0.001869855670100533,,
NCAN,-0.018556563620743382,0.006700341082392721,0.050340610386694386,-0.014691099575136013,0.0077063302749678705,,0.017648159816995204,0.043003938057834146,0.1195421671249423,-0.009261154908319821,0.00730531728839325,-0.026712280667471777
PRG4,-5.671911478648167e-05,0.02180839566316152,,-0.017442345576098753,,,,0.04945111628994665,-0.029065332570289856,0.0070593611172511325,-0.031497939906535134,-0.013639785346612617
ZG16B,,,,-0.018831815021171525,,0.058780309286421355,,,,,-0.02657912000618451,-0.024133424703172028
TGM2,0.024239964025607935,-0.084454073367242,-0.0027345596159901145,0.048693280147448,-0.050462031681441935,0.02465311501231173,0.06067972183324895,0.021259962116172818,-0.019857031338737,0.03811583208343912,0.055395846098437174,-0.05638931190574931
VEGFC,-0.025005153358549363,-0.027845909885922834,-0.03380723470618644,0.027833883183895118,-0.02229193048290216,0.06547163365605815,0.06424481705175353,-0.0019087622766895648,-0.05320579339838884,-0.003451250728358493,-0.023238619163106423,0.0058925164486134446
WNT6,0.09490906827192705,0.015708509069546513,-0.016914927816569,-0.01715226289777092,,0.02157380487623142,,0.06496533738106179,0.018325795149081513,-0.009602316756287397,0.16286587981007553,-0.02493706826825647
NRG4,-0.02363379867565424,0.005847302581698518,-0.020706998567474967,0.1903884074037136,0.06399618678224728,,,,,-0.007628609371842032,-0.021316292736135882,-0.010078296271597667
PMCH,,,,,,,,-0.03438976183386112,0.07887987343321373,0.009168956516301837,0.0490963564549389,-0.014889326982506747
COL9A1,-0.0037028180617063957,0.06959917045962839,0.09696479738850677,-0.025533282828055455,0.007259173629611035,,0.11568126901014181,0.07064774819893284,0.08806971308874981,0.005664823079690172,0.12042831370896648,-0.016291699563159835
GDF11,0.02041811849634272,0.04847214463406853,0.04846117690273928,0.09089898812021412,-0.01983624775046196,0.04408909994470103,-0.0005857720465653289,0.023797582500793474,-0.05784260548384854,-0.00842915280094007,0.0923500590099884,0.003693355558568457
RAET1E,,,,,,,,,,,-0.023383821675195704,
IL24,,,,,,-0.01721312767066178,,-0.025640177735632704,-0.024971328858541534,,,0.04577349101034533
SORBS1,0.06957092265315885,-0.015593065784581115,-0.017686458567949048,-0.004261687635823624,-0.059736434313162876,0.07602356537598035,0.005838321295852996,0.052957200232155534,0.007848850822517201,-0.01773542568545612,-0.01714453324027904,0.0019747909053870628
DLL1,-0.04509875375583698,0.03670291271190655,0.12512389616692868,0.00586035753442344,-0.003669618126822513,0.009916316182811453,-0.02211982828081299,-0.004626084034102948,0.14344799207860576,0.07587983233597524,0.06294708964502553,0.0300931355641252
TLN1,-0.0006086983166813136,0.02227749490350462,0.0753840852568979,0.044825975032540405,-0.03480108603801309,0.009601102013933084,0.03726669616027498,0.0018567396482145144,-0.0766370358411831,0.008642394966156333,0.018790665902179354,0.020305171121595897
COL2A1,-0.024190749273767822,-0.025870362789128284,-0.018325219180061844,-0.016099509757273277,,,,-0.005749107984964856,-0.06508292192191738,0.03476020814231356,-0.017164362540286943,0.027870599641419733
SHH,,-0.05414346020744525,-0.02000205057887017,-0.012656170861951529,,,-0.013841749043613783,0.04731785370939114,0.03333296602931818,-0.008744103470429436,-0.04230900775196139,0.0363776042570805
PON2,0.07878459024457907,0.09401852664738233,-0.02645028475268874,0.040994652935313076,-0.04531327813501707,0.09090542835774407,0.06469706570539442,0.06283421245362178,0.11882660579670176,-0.04662300224293997,-0.017319828235399775,0.023869815604156682
ICAM5,-0.045799009792478126,-0.05080445791388264,-0.012811721343102439,-0.01902712483556679,-0.017569306834344545,-0.01629434029532712,,0.00020083901712482518,0.0642712197231611,0.051296149617066376,-0.027530827834190898,-0.0040345573775826095
HPX,0.0845592632727895,-0.0017418553144742132,-0.016914928957600262,0.043313028225848337,,-0.032354219536109396,-0.028153468485084012,0.009597010687657486,0.0523916958228504,0.029842926062002312,-0.02201992274049116,0.051247146476318235
SFRP2,-0.03149495580802152,,-0.03998683970695499,-0.012848905283913291,0.025018222161999434,-0.0169878365660164,-0.06108472615018208,0.08543138005804474,0.05764595624271335,-0.02934850493115161,0.08112976545055425,0.09233701001992722
CFC1,,,-0.02858209042431517,,0.05788268407037068,,,,,,,-0.03318294979630324
CD70,,,,,,0.03673419741080768,,0.050377311208222406,-0.06876898790325904,-0.021591168750405083,-0.006796904649587224,0.08173410315782652
HP,0.05953562696580527,-0.04755982546914623,,0.06024871474338268,0.08589191690975641,,0.043264104088845144,0.06591784055305132,0.012069983843764787,0.047506710368535994,-0.017957738964121103,-0.04285702642164843
CXCL2,0.00323218864670758,0.04148575014141595,0.04484622436322284,0.038441943372985087,-0.052510393087148735,0.0644277645373105,0.04995882643430019,0.0081995821351619,-0.04145466047310215,0.03961531507153806,-0.06167397258756316,0.06765948920317313
NPPB,,,,,,,,0.040451796394417865,-0.016194381302616762,-0.012234256911105672,-0.021623004980589458,
CCK,-0.038866096306783185,0.016540472558605714,-0.07510932196133019,-0.06984418185789656,0.03807266170577564,,-0.028967497525710147,0.0715502741801107,0.10290261961708214,0.0836846141186824,0.003090845937007385,-0.050410734925870365
SEMA6A,0.09084362129690074,0.018313230348095795,0.047189499620231744,0.02184747005824302,-0.04678120635721206,0.05817601577747643,0.01032246289220813,0.014470749787838643,0.04336885968756951,-0.03113353500478097,-0.04549623017829557,0.04118490779240584
IRAK4,0.07588325227569162,0.03433988790952691,0.00898274365076384,0.0169353143129684,-0.03530887214987844,0.08402578874090416,0.043783491501430766,0.015524881032855733,-0.016236949193722483,-0.018258419968741085,0.044921434377300146,-0.01624857732710057
GSTP1,-0.01230599041918599,0.08917091692369834,0.06634524301242108,0.02591350346798268,-0.04685200598461702,-0.04240092297711851,-0.0795235688606291,0.053286523890035964,0.057048730384035365,0.01745840140605172,-0.004230454121180212,0.05799231098126094
VCAM1,0.06656330653430094,0.06285881864880861,0.08339345442059574,0.04934467331536846,-0.06667458358250085,0.03211023643597268,-0.058855853342108015,0.06286599457304975,-0.018537364614192586,-0.0008346785901862352,0.055353059727859484,0.04351830978378777
NXPH3,-0.03159226073263457,0.018354695180734897,0.03670301368489235,0.028636122820194662,-0.03458303457713982,-0.03248176686881827,0.07899624946204312,0.0790552940640778,-0.0007618930173469957,-0.02998350780161727,0.04721119470766869,0.06367595692029303
MTMR4,0.04508488241714503,0.01768113125645163,0.0013451933784266131,-0.0336948098786479,-0.02315392949837932,0.04684925643945551,0.07361351185659057,0.0124275783680517,0.008612205232621595,-0.02357700592528139,0.021176349390657354,-0.014070733587281187
LAMC2,0.033277547696120915,,0.010184803211591929,,,-0.009689842071017217,,-0.031522259564234566,0.007186484178273911,-0.010754878152734551,-0.030642047628068634,-0.0361125745473763
IL10,-0.034241083664323935,-0.002777456991150794,,0.055443524578634044,0.014166776125097848,0.06264800602305712,-0.05303214592417612,0.026124632625086783,0.0273076590375992,0.019393960255645843,0.013788656684586573,0.02069106638188548
SEMA4D,-0.01780519723155556,0.025155368048835766,0.023049263656880863,-0.07643071581866477,-0.020739959667532497,-0.001561734875486286,-0.0008989787973438031,0.0551428145297929,0.08924026170668295,0.019501841288883454,0.06325818143845616,0.0014241758527101338
TRH,-0.028549411934228476,-0.025458398382892263,0.02840257826305174,0.09907119526827705,-0.01467188415894373,,-0.01956190201758271,0.03413732971717445,0.14182301016948792,0.11593512433603019,-0.024219215648848047,0.1093577976821548
SEMA6D,0.056296510244736774,-0.024880177652621138,0.05644862445892087,-0.006734516685575227,-0.029703834108308253,0.009782664287893492,-0.018366975176764166,0.08294818522087322,0.01790905152632194,0.0300784127357922,0.021404154922419247,0.014581963632057115
CEL,,-0.01847689392841393,,,,,,-0.015465823073668587,0.12922129056317383,0.07520868298675129,-0.017240031772783375,0.042701594301702235
PDCD1LG2,-0.0023029288103944296,-0.009160047610108007,0.07596969688985514,0.03796820221991169,-0.019337981550604618,0.02658127942670471,-0.038811843640076546,-0.020885012966346615,0.0333335674337204,-0.00884397179756873,0.043758744795849396,0.034323808023747154
SPINT1,0.0401123728516468,0.005218857266809256,0.01399387096694343,0.023238139831083963,0.09546142246510621,-0.02963928481194724,0.004209275162964434,0.06642998724614335,0.05342807487382296,0.044569175365884416,0.034736975907875625,0.010401819084859125
CTHRC1,-0.02718603191450216,0.05480062165713267,0.08631615113490274,0.12526815097484922,-0.039730442032334695,-0.09284345034838186,0.05877339407671108,0.10651080078637999,-0.013380008087946113,0.034003206485717266,0.06543677079661268,0.011882901813079601
PODXL,0.056653784391571926,0.0031404625622982628,0.08405784875581576,0.10318711710646786,-0.015291196773240508,-0.026143905000155086,0.03211777583904464,0.027292884873314854,-0.008675704783309987,-0.01011115644894458,0.06370481073435046,0.03022500998728223
JAM3,-0.025332159726256524,0.004329084175854522,0.019458995514245327,0.04288402356036168,-0.0568075215525225,0.03943407449277309,-0.07281581593841739,0.030502308372526245,-0.0003929445098517246,-0.06573468251671788,0.027362483333834745,0.006081840869641266
TGFB2,0.05250774101107176,-0.044968170902221265,0.09521310421976936,0.08470628754463062,-0.04239640023457956,0.08925120672581754,-0.012321465779116155,0.05071477702997298,0.04850869845105379,0.07559221348883369,-0.02737806515056684,0.07472809075502662
COL18A1,-0.030335343633665714,0.01023172562247343,0.0492744176886368,0.08336437248593312,-0.0005355061568899386,0.0361544316613253,0.09080217069250723,0.052242399726344035,-0.08196255609855786,-0.007601873496317068,0.06335631968982815,0.06260239004808012
NODAL,,0.03129922386950106,-0.01309554151503284,0.043306575404540644,,,0.02591722496364325,-0.03832950771423698,-0.03084547345215387,0.03126837215470382,0.08468487750515438,-0.03893692110644881
INHBB,0.006397219432986622,-0.04004725948563158,0.01906364527789061,0.0677615315061786,0.019067491458061924,0.07352872314494326,-0.05913882159192394,0.03346871982230492,0.015261964002466136,-0.04360198330616634,-0.018655016658322122,0.001728883690062829
LCN1,,,,-0.0141282536657719,,,0.14378930892712233,0.058751323560498156,0.06915720250863613,,-0.024491789088638975,0.05430645190696211
ARF4,-0.002948490863785435,-0.025470791173921863,0.0904547498732317,0.021509040439778075,0.01061412467111361,0.023094888928357704,0.03416636942322466,0.13353401207758303,0.08655066350883009,0.04330597339456371,0.020973477576796566,0.032074579858782704
CXCL14,-0.03453705468665771,-0.04079748307347936,-0.06625446388837654,0.02004867178799376,0.024118840868969243,-0.02403715204107518,-0.05493707291245485,-0.06998253352161979,-0.06032285836392208,-0.0005771424448890856,0.002668127458721337,0.06500010060240924
LIF,0.0408605078944063,-0.06795496676881703,-0.020532844479512896,0.0850648902721574,0.0918033546545639,0.09108445774772617,0.013171221328739501,-0.02847342720838911,-0.0842659154205332,0.004127255093324462,-0.03961566666864216,0.06688587957274839
