,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,0.06882959996641697,,0.0008659859935418393,,-0.04974318624361372,0.0953591114721687,,0.004807147138137755,0.01759254772446185,,,,-0.020907000103840813,-0.02132106969435811,-0.022250835001365724,0.09861840698854901,-0.017930076989082503,-0.030380090411957276,
PDAP1,0.007174110178161877,-0.037571777481937116,-0.002099580157760201,0.02046088083491634,0.031236423574405328,-0.0207259830164876,0.025975958755386212,0.11622989849674528,-0.033003284964666285,0.04454711121214731,0.012615482923551365,0.037570938120180974,0.05221300516282084,-0.05618968362295451,-0.003106244467343334,-0.03492146298824995,0.02575674428921187,0.02182695052632694,0.05952944499102228
QDPR,-0.04918565033152629,-0.0417848330203276,-0.03417657832230825,0.011489341441713865,0.07673363511846058,0.04921688862595419,0.003616832035897057,-0.12498355431905887,0.031826157639740324,-0.011541041514124122,0.02607332873221557,-0.026538955250468423,0.07176809026990645,-0.005566342240378977,0.03963984491474975,-0.045416127022151684,-0.00429335854490346,0.03270630396303737,-0.03062520054143889
POMC,0.05112059872918924,-0.05278898922137492,0.011495801789929917,,0.00323596606326058,0.04360147611168687,-0.010726977108825978,-0.015027719988253084,-0.016706936210852657,0.05013125815612261,-0.022256554807356936,0.0657525292912599,0.028044822121970892,0.04986106761358175,0.02066300559646081,0.01618889572927241,-0.02933125055825194,0.04449559238155405,-0.053646112813268525
CCL18,,-0.007596669431007237,,,,,,,,,0.04014822153890241,,,0.026888415997185916,-0.03742346091716316,,0.0013579813164361575,,
CCL17,,,,,-0.026466994113090635,,,,-0.028783132662749587,-0.014702568840709775,,0.036243693790797726,,-0.015126266979365963,-0.03212047721929645,-0.028589338137956038,,-0.019790906527730273,
VEGFD,,0.026296570267670405,-0.02543765183578778,,-0.02730550415768101,-0.02859718079997102,,0.00944623386587988,-0.011482711232268775,-0.010784512049082188,-0.0150374281146476,0.0033910461499123234,-0.05933343584049709,,-0.004378794202931089,0.08571144397377899,,,
TNFSF13,,,,,-0.028699464162616733,,0.07530444583040025,,,,,,,0.00019726250778262513,-0.023295506622740332,0.09899015999076134,0.054113317366498166,-0.019155046281772958,0.006168263757989641
WNT5A,-0.00605348006357676,-0.05018088658235937,-0.013007340723770253,0.019861633024322305,-0.00042805450058294714,0.024414903559745297,0.06642862456044038,0.11478488717571286,0.09891443875181638,0.02899471354249889,0.06252813082889802,-0.014952324394391668,-0.043825763652911576,-0.01976791581760403,-0.007061064848875115,-0.03451934529091866,0.03994919632766547,0.024741488469098887,0.036494795030140026
CXCL8,,-0.012834238173138357,-0.023818309441322877,-0.03633005439362645,0.05026325909822947,-0.03993071345571504,0.026280679791047257,0.0661459283923631,-0.046765242117967745,-0.010043006546278805,-0.05725951311345679,0.08489611516174558,-0.014710865126114414,-0.06506132384597116,-0.010366580997163992,0.013443881181009636,0.051702420173415704,0.005043524641786779,0.05990077990988332
GRN,-0.09416984667622946,-0.03447519479725582,0.05342962399730555,0.04254177916786457,-0.0038416957310576662,-0.03270710810139122,0.1023371313885313,0.17414362166946207,0.047854589790688705,-0.009630593231919279,0.025516736086299858,0.015887401720264552,0.06015470077035427,0.0577846639454068,0.018796434460310218,-0.006176901935136067,-0.05602377567540215,-0.048852931490128364,-0.021221289319544156
MIA,0.05580778841934162,-0.023282315728295432,0.036221137599798836,-0.042125917528820216,0.0025181540034271356,-0.009365183554124789,0.010863705774896234,0.005886141989629405,0.04957401693030274,-0.012265111258741183,0.03662389390780874,0.02705670316897304,-0.015386414062403047,-0.0012114668366057335,0.04737368072004521,0.03505712701036755,0.024648850349352058,0.06696917372994296,0.01725170687304226
COL4A4,-0.021052855884234146,-0.016203722834338623,0.021313646045101074,0.08735641733653816,0.10959497707172071,-0.0765894231903091,-0.015399502156024867,0.033246126839540424,-0.010675645010875572,0.007478855181986234,,0.08315678590402636,-0.024699372024289755,-0.039967875682564255,-0.024212792068879458,0.028454734317030567,-0.03613530234119364,-0.05811967093814324,0.1237302499601202
TAC1,-0.0181784364417614,-0.04134217791261923,0.05209622421934287,-0.016584013337281822,-0.01594645653949603,0.057522174956584196,-0.034155129223730915,-0.12284148651846444,0.0038709965340032446,-0.017773451117770622,,-0.019653633440795515,,,,,-0.030934490771188428,0.05483168839164908,-0.07615577796424784
RARRES2,0.09557255400399646,0.004641911313090628,0.041796327744101504,0.01726969568034646,0.04172489973983078,-0.012240947994607052,0.07455890029855658,0.17288885390780714,0.08499269397261289,-0.02290500776613295,-0.04778605885715085,-0.0019542479391184697,-0.05717877729383196,-0.04962683126932908,0.02492068964534786,-0.012644761043481325,-0.026392761716846017,0.07342212534989555,0.038254206765057336
FGF7,-0.00952792540426295,0.06704444506723749,-0.016767503445609625,-0.03429164736595614,-0.003801509055105813,0.04390406636359465,-0.027410183125195685,0.059589587171027504,0.04619821746117887,-0.03625297596864556,0.08261318536336115,-0.00012070332921139648,-0.03317051895694056,0.03251252482100491,0.0033407465643236806,-0.06279515233107881,-0.026977565398955784,0.04603679587716358,-0.0069102651657155555
EFNA2,,,,,,,,,,,,,,,-0.0017633700917884477,,,,
HBEGF,-0.0755001889971684,-0.030159770200724616,-0.008763819778782149,-0.0246991755665938,0.0046130575102322074,-0.01319760117952832,-0.0026721727741042165,0.11541937026922058,-0.03818935395415072,-0.01690866260797816,0.011443692997768814,0.037060425035657034,0.06639674250739758,-0.0304185018297711,0.055225681215147926,0.10829582401242498,0.025830669169380545,-0.06230321584954726,0.004256881695420422
CSF3,,-0.0425263761791425,,0.08079776103846104,0.0043010878019236155,-0.019240746454964597,,-0.013512075583609128,,,-0.005490201385196961,,,-0.03414002655958247,0.03618722915995254,,0.002620594964136378,-0.02083677146601346,0.02448260581706467
PI3,,0.15336496404845557,,0.03324321302435617,0.004525059027309797,0.03945440553561074,,-0.005405704241483139,,,,,,-0.014139797380511134,0.021928626292276803,0.017493794886408003,0.061154499770613296,-0.04527138205695334,-0.0019409493731577616
PCSK1N,0.014482931623115989,0.009320677204967438,9.837275928821276e-05,0.025017358482995848,-0.006897199893912915,-0.014539756485992024,-0.010374749001507456,0.033660525112977756,-0.0169814863899061,-0.0452022928594732,0.025579477975195646,-0.013078835532505701,0.09447442173543061,-0.051029051717876965,0.008649098324807042,0.02668557718187605,0.08139162525443937,0.07329620427544353,-0.033730680972582736
NTS,,,,,,-0.0024851430521676365,-0.018799293239683098,-0.010384503575840894,-0.01814506841071489,0.07069997754389619,,,,-0.022325133510718114,-0.025764739082944483,,-0.05225293485527455,0.038701457101976124,
SFRP1,-0.02645008420619436,-0.04650661711581753,-0.036746687564910244,,-0.01895142969113072,0.05966585425866952,0.04619400076012204,-0.056407531764534835,0.03994959877715302,0.004198548726677329,0.13176438537476604,0.03958829453331169,0.0491116750829022,-0.015081530072229518,-0.0032084803722350814,-0.008191760171936522,-0.01737529820743658,-0.03013939225053492,0.021081682729619737
CXCL13,,,-0.04294522903382271,-0.023402896522855442,,-0.03233122767840999,,,,,-0.02319222967080609,,,0.018532188837660165,-0.04676255128992396,,-0.0018218615319573856,,-0.03570349281050023
MICA,0.015710389219692655,-0.011760276428890066,0.026281652652162563,0.009118749330888617,0.017848670186277636,-0.01272594608818316,0.009673063796840136,0.05493013822783242,-0.024854037548930626,0.04005796731891298,0.03167323415031151,0.03306663497531877,-0.07782675226850103,0.06295651286068922,0.003668340637025539,0.009205262558015055,-0.012085036357773214,0.043554568165251266,-0.0007561091405438482
TG,-0.021052851139892012,-0.03390030952545375,-0.010330436904600948,,-0.01629321657321839,-0.006242267452713495,0.04893425170182402,-0.03332084997146817,-0.010299636812315275,-0.010640185222335572,0.01754084540990715,0.015258613130776543,-0.033952836430782736,-0.02009902703209162,0.020978978254976067,,-0.02115578660754827,-0.01804269852980753,-0.011617646250980513
ADA,0.037829078821867326,0.0002751993622544531,-0.02996605771588577,0.08801797010260755,0.02361898119123421,-0.022066712814042055,-0.0336159133124654,0.1254541344380562,-0.022312742077630194,0.06612229608546659,0.03723242347474252,-0.0017157961789911957,0.09614177137722049,0.08103745870545762,0.021300524428844177,0.04152003239081447,-0.017962069220675708,0.025452016314978225,0.04910541552366222
LAMC3,-0.009099277463189651,-0.04612475584884745,-0.007803494966901684,-0.023824441131191972,-0.03649801274273678,-0.003766874946887572,-0.035563271317315154,0.1068289807421512,0.021661062749960058,0.04578077467508364,-0.020325867950775473,0.04563021601430934,-0.016124685751623038,0.04818996258976182,0.005175091167186936,-0.027875253112150028,-0.10753962478584653,0.03549773716493599,0.0639788258460619
CCL7,,,,,-0.007813490367886257,-0.03332904694322963,,,,,,,,-0.003751700495096467,,,,-0.021834916690393818,-0.0014121760522996113
NGF,,-0.02450065419277144,,,0.027641773012423508,-0.021067256370236848,-0.0023696087328426846,,,,0.011680229791872299,,-0.0822003349002208,-0.026182944730511196,-0.020863665821999756,,0.03339802313734168,-0.02574417138010034,0.0653287406396924
TNFSF15,,-0.03031036700155855,,,-0.03154141759808117,-0.00891614186669823,0.035619061202852256,,,,0.012315569450226263,,-0.008560179229571998,0.03564201303465694,,,-0.015962496955340844,0.043393251592582845,0.0390880140308625
HMGB1,-0.0277340821422338,0.0021512409530411647,-0.03450086246139723,0.018991924490057002,-0.013717021286593988,0.07870319941618312,0.007771138601750381,0.11648847387802584,0.0005068816999790936,0.01887340756608128,0.045318255938063594,-0.021809761099415244,0.003331007926208609,0.012438729671610263,-0.009305085995173299,-0.0482745125653495,-0.06704116278050976,-0.001291843312711487,0.04863628255315844
ITGB3BP,-0.02270408259263904,-0.005627634447581262,-0.02751983382549565,-0.0242209759263033,0.06207098130577287,0.010240234231592624,-0.017330371756494503,0.11526474909017749,0.033926944950722196,-0.04689371670074889,-0.0030712167433017854,0.046288710764889274,0.06749309408515224,-0.03114990115574132,-0.07160615982129677,0.024946125440112717,-0.01564998306579658,0.02991081551576502,0.04415476602455205
AANAT,,0.011562790918156571,,,-0.028699467225655917,-0.028597184882379736,,0.06884493805212791,0.0579034387665016,-0.012265111940957987,,0.10243893528674289,,-0.019888677615915222,-0.02845938538281087,-0.03536409407127451,,0.08722202427046642,-0.026876520170637686
RELN,-0.017453371751366648,-0.042244426464422724,-0.02572973777424608,0.05337648498098891,-0.031060770584551128,0.017094617023688523,0.05139286204022149,-0.026199928914839004,0.04412652074518336,0.00900736827558484,,0.11749435491921233,-0.022021233083214634,,,0.0136310520600636,0.01887818006327265,,0.02789966470056747
IL15,0.041374471223054904,-0.043085663492911715,-0.030766776252546684,,-0.01626162824735945,0.020657167655981322,-0.017890615621233622,0.12024405540057188,-0.015283600120846202,-0.015788366548974475,0.03603266619203827,-0.02857930404066566,0.007040197746407611,0.06328347768945418,0.043275441141179774,0.005574347432673651,-0.03893744286620892,-0.04341581550653258,0.055838427844922565
UTS2,,,,,,,,0.06268709431699795,,,,,,-0.01693666459430101,,,,,
BSG,0.044392576887342404,0.07691717195009967,-0.035120948005189265,0.032567066993153364,0.038124303694420256,-0.007706823702359881,0.004223976530792369,-0.017975303686775166,-0.08273224569626975,0.020974289945319937,0.01797728184167925,-0.00551237135854969,0.0024323621491637794,-0.005861456714528209,-0.01004241853058734,0.0672506226105267,0.04390385520108568,0.12199885601754522,0.05543985552812877
ADAMTS3,0.018817290129230804,-0.009815752413530221,-0.04243336397882744,,0.00581196660372812,0.0584436062552772,-0.0028560788109607076,0.19287492035686804,0.017942533236800787,0.00980729161670784,0.0008990920466707644,0.0743054057822059,,0.0036321337121128215,0.058002818483441305,-0.03658510641139093,-0.06000293538800154,0.0697845348873001,0.031629050170541614
CD34,-0.012564122338430694,-0.04922154736130847,0.008553362071463667,-0.02281234544744708,-0.056589320251491104,0.0830779051741397,-0.06286480431531401,0.11189788340170491,0.058149914908648924,-0.010041565110703551,0.07932526429314445,0.051643031719556184,0.09160138304027916,0.06395736829138393,0.01780128981080616,-0.013038842171918611,-0.057011265812292614,-0.026720251746624978,0.025231120210767937
CCL23,,,,,,,,0.02526234635176218,,,,,,,,,,,
PLAT,0.1113877890367814,-0.08501995562080107,0.029434978125978246,0.028449381159904256,0.033006879499956836,-0.019415257258350846,0.058821074931222773,0.12409538724208002,-0.03203281681025764,0.08587845164487277,-0.002885568403117595,-0.0067461735057792955,-0.042446457334470215,0.008715795752911665,-0.007812022164517682,0.0743377598477573,0.07045072690288227,0.016594081026351213,-0.039274605814634295
NTF3,,,,,,,,,,0.00962129958030255,-0.017988748439208363,,,-0.0385185806118982,0.021016931853344068,,0.008227860255392417,,
LTA,,,2.1525966746700635e-05,,0.003523684650112398,,,,0.01998895116313995,,,-0.005047721336318299,,,,,,-0.0030685930119929666,
CKLF,-0.03888218699489265,-0.026151871813343806,0.03719693817042353,-0.04352947931927144,-0.050387755332713426,0.028881725308993154,0.04168715024893392,0.1321481168687517,0.0030620709048692282,-0.03895460181780864,0.03155035177516283,0.052752282126995495,0.07690231134152613,0.10921605402037782,-0.012784155286833295,0.0018256554059760495,-0.014489663844161864,0.04661717977929619,0.04385980556406948
APELA,,,,,,,,,,,-0.026520688365577156,,,,,,,,
CD24,-0.048646720300785325,0.06814209532889293,0.02227434198968031,-0.01624421289797936,-0.002606887803102985,-0.0127073570743594,0.02933502656498285,0.08471060512348942,0.043744946899272816,-0.0106419139975703,0.05555334312999931,0.032528078809311745,-0.0426095318041218,-0.05606469267886445,0.009350397732014104,-0.0639675298513724,0.02963001747640187,0.05323981660668412,0.013020425233773739
HSP90AA1,-0.040580022389997576,-0.07304281361353945,0.005062034763927413,-0.05824226465983319,-0.05051764701861973,0.02644371088993172,-0.05463213915164578,-0.1695999570056932,0.06743717294924223,0.02562041859206091,0.009977301049129953,0.025012170112914463,-0.008630607589810855,-0.12482505452603107,-0.013595148385659584,0.03817676294709395,-0.016210580028319103,-0.07241980919205776,0.003963807486657152
BMP4,-0.02166644017872283,-0.04152666736659585,-0.018826654134763615,-0.004845302021471643,0.02863082160707614,0.02124786570833904,0.05433195996365855,-0.008953350203365604,0.04319609320238605,-0.007747909179672985,0.0027586759873718105,-0.009674913188276681,0.15413797807751264,-0.011319295616874482,-0.03437809197078814,-0.02567630199017268,-0.05531383470346425,0.08732647818213034,0.05517095865791184
SCGB3A1,,,,0.029909449055033857,,-0.02329022792039155,-0.005958307583854642,,,0.10043751389515489,0.034224547388966416,-0.019942262875769192,-0.017318553563497735,0.0036817874274167285,0.010857580738200357,,0.01378792008908108,0.0303563839015939,-0.017180040379247006
IGFBP4,0.008214416115106338,-0.0008979348074027901,-0.0026380740486477185,0.04054013852876249,-0.04093613216808098,-0.003797525286368267,0.050612870597855186,0.15528324352885714,-0.0049858014663896905,-0.02448667597121769,0.046127908074679584,0.0074600669800733216,0.056172205868499664,0.09968467255636955,-0.05289726770304852,0.05667563429896518,-0.008717405028495056,0.003954517301566943,0.01863396911342494
RSPO4,,-0.010759601808906102,-0.017550725680254564,,-0.021078563548372054,0.018830000614067276,,,-0.029211237012540112,-0.010345740370150437,,-0.012382709894397834,0.05500642390190414,,,,0.027410602501866835,0.08445228675700207,0.02435692349323627
LEFTY2,-0.02084469574043843,-0.0022682864299160463,0.036236175656032266,0.001437472425362565,0.007483389352803068,-0.004241612394974138,0.018406151485504688,0.1615432125243946,-0.0213625367814778,-0.01134423084705478,-0.016266636954813223,0.013788509079490311,,-0.019244931398359647,-0.02431631942228543,0.04129892461637863,0.06900052190012289,0.07441182866886618,0.0077006651333320604
PF4,,,-0.016155145029055146,,-0.02471311786999062,,,,,,,,,,-0.01938354159435555,,,-0.03109214297209079,-0.026548132737084347
ANGPTL2,-0.024347704740894937,0.06060953770927723,0.004309862948481677,-0.01747032388898182,0.034637377465696506,0.04029844950945102,0.09735776574272262,0.172975486777645,0.05318986240457827,-0.009913068361821112,0.04924039407999129,0.049350972313134844,-0.010887148356939097,0.07482000588506582,0.018400983049176766,-0.05238863320034041,-0.0034229097423189455,0.06723980265912848,0.02199372467666491
LRIG2,0.049188123017157054,0.09657550154002466,0.015751542640516102,-0.01173315797657671,-0.022481453665699886,-0.015902881788806264,0.029930514426465372,0.05710763029528947,0.020678941473536203,0.0034633544423878404,0.07227249173744343,-0.00487924324443883,-0.005619160813866334,0.06215129265107813,-0.012450912567588162,0.025739167267578827,0.06088082151907428,0.05615700462031115,0.04112507770369486
ICOSLG,-0.05748691716246139,0.036100400822593005,0.010209716437607241,-0.06172153533704128,0.003490579510930388,-0.04583162975441405,0.07704875322531626,0.08242989821326711,-0.01752928825276892,0.038374052541742816,0.030889315457706734,0.018849332706889037,-0.05333183536806038,0.02077294046457106,0.07447723727860407,-0.024284068852923304,0.059611630764723186,0.00747286066578658,0.035217438663893784
WIF1,,-0.06965203546879258,,-0.05586596080985267,,0.05636201225569039,-0.04824251817346648,-0.09897279454365297,0.0024238660315413587,-0.019468541340090795,,0.010905117102031809,,,,,-0.020752773459089668,,-0.01684905321956412
NPPC,0.06405099576797062,-0.03957975181712032,,0.004848802068680643,0.04952864724516293,0.07448273767984005,-0.00013066023205804007,0.03776328441778704,-0.03060918220234628,-0.014378047292112835,,0.05990403931396935,0.05295008345740644,-0.0075678171415424515,0.09295049686040367,-0.03355021173939207,-0.005995870827490952,,-0.031321004848574883
LYZ,0.007947710090783752,-0.0334495015618104,0.016621090508433613,0.035183631391661425,-0.019531662286996477,0.0026957642652317253,-0.02079601059698533,0.140513842101739,-0.018000378354303605,-0.042144615081760844,0.002347404907378482,0.007092699564286183,-0.02554775213142842,0.02735295575404814,-0.054197344063407905,0.03606261312354859,0.05675394503192083,-0.04784381021102515,-0.015507734140007473
EREG,,,,0.05440986469069806,,0.018331631021765972,,,,,-0.01902129302744444,,,-0.024985571795476915,-0.061592035064318894,,-0.027805525487166437,-0.04695633796097802,0.0394137419903086
SPTAN1,0.016376106197127614,0.061883669720406674,-0.030630923705439937,0.056163857633996055,-0.00012748133651262845,0.015166971095334965,0.012938509304382643,-0.02444935699509831,-0.019532853867604068,0.0698171910932072,-0.014242106275670676,-0.009583693480912375,-0.057267038580276784,-0.031520581634697994,0.008500728430593608,0.04107416844518545,0.012625848277384173,0.0746331852109787,-0.0612729646655339
PTH2,,,,,,,,,,,,,,,,,0.08566660457192007,,
LIPC,-0.009305694109188089,0.005828662718160093,0.09913210571398572,,-0.03788143616779904,-0.008349209791450958,-0.027743757435345462,0.03446321482424611,-0.005076720982297788,,-0.023783683467246894,0.03973429612113392,0.14085216588061772,,,0.025882412395729505,,0.002717419786621911,-0.041400223859717214
COL8A1,-0.02255573838424316,0.04897674522621968,-0.0020107922556031822,-0.04023992027778497,0.045417158667985694,0.018016910871242648,0.11917413289084977,0.0207254234615933,-0.005725186371070745,-0.028778117311352106,-0.01902927192362312,0.007227234694666495,0.05527979986642579,0.033498639234514224,-0.01749123733774094,0.05555404231106756,-0.0400255409610538,-0.08742676057397088,-0.024840219400311062
GSTM2,0.06456592199482603,-0.04545383228183067,-0.03540009531619148,0.09071048156077391,0.09417067685980961,-0.020003176946637464,-0.015128924525864404,0.034147504911986815,0.04280090975389331,-0.030578652846878617,-0.03486998000331389,0.010702161995041993,0.08783895630025315,0.04242889502190758,0.03521741228170043,-0.003416755114557934,-0.015056441889434852,0.00874868929581858,-0.002252091931290308
SPX,-0.009163245826430815,-0.011360228432530905,-0.012595180355067211,,-0.030352621087300448,0.043069385976623235,-0.040943605306309555,-0.037595017141591844,0.018424392049233865,0.04216247330927836,,0.008413808489729585,,-0.003255717136947613,-0.007172117983124172,-0.037796885256197184,0.0328100168846381,0.07409107340980194,-0.004387070847372037
MFGE8,0.08965809401552768,0.013807760680065308,-0.054195404624190376,0.010429994578638071,0.027538775337310518,0.029745126530966226,0.01057273730827508,0.058248117473647686,-0.02713170884888106,0.049263718774883114,0.0063145135477650546,-0.026472104394814254,-0.10611898899092578,0.03862960817692177,-0.024399187442698683,0.03642394396027825,-0.03861829491733153,0.02842809218949251,0.024952216696726474
TGFA,-0.04250899960378533,0.04384947926433986,-0.028260185648505836,0.0027341660153063704,0.01756699096780249,-0.04089332326189754,0.02778533608450799,0.04726219568071375,-0.025284112773202395,0.0032809975153966823,-0.025634837817079092,0.008992331381556211,-0.002554722676372374,-0.044755054702032504,0.05397404975854362,-0.014404999316778508,0.006234659129867468,0.03533380209826245,0.03678178149555006
SLIT2,0.02229260581533063,-0.03952446061168112,-0.03412320069884165,-0.025606277988296386,-0.02799646510036284,0.003962443332665731,0.052942336505265204,-0.045675798192708596,-0.013147572180634972,-0.014421906748792146,-0.031504255108352246,-0.005917436017431202,-0.048475496400144286,-0.014565969524533354,-0.006049011212900249,0.03081453904736554,0.02169481827979121,-0.020563077948823897,0.03432576200282111
PLTP,0.04452537104627241,0.06218961030298876,0.05603962263163542,0.04457641454336888,-0.023038097020573647,0.04645460378843159,0.06126795004112987,0.16549748826038904,0.09283177412297272,-0.03479169595046314,0.08305018549488193,0.06128297409568264,-0.036523154262217236,0.08304701418129577,-0.008015945273052338,0.027365128749157065,-0.03731091104413419,0.06343118646719688,0.07826669936177862
APOD,-0.11494133951532343,-0.11075975028623211,0.022627248380164992,0.040022012418689065,-0.013742790100311925,-0.022204301289958293,-0.004985129216713326,0.07760140121826596,0.07764904279969323,-0.057215049005576425,0.0543458176212848,-0.049656210623706745,0.08975476407270268,0.07961992451170682,0.018612262544720523,-0.08648846141581813,-0.1274746723959102,-0.04507651422172129,-0.06122255941243446
B2M,0.02182019250568478,-0.08931690834699675,0.03934006438381551,-0.03403529863971744,-0.11156401998641827,0.021753601688943778,0.07413179160720759,0.18403892404645272,0.08819431115179165,0.07557729595827078,0.03887636009621061,0.10269452024036235,-0.05310721628546963,0.08654698679381816,0.020672989838399016,0.018032600249212015,-0.09209194171566666,-0.07367200190812163,-0.008135694566830078
OMG,-0.014772775875513577,-0.004128427253866635,0.046979864990726546,0.055328229734702826,-0.035415708101809794,0.011205778780250527,0.009174962279733107,-0.05056158484051377,0.07018421855568201,-0.038237482892392934,-0.012046289384694788,-0.037082469341941836,0.08406241241139542,0.05881530814426913,0.031645506287823526,-0.014256358171578644,-0.04520484894895241,0.12319726624059249,-0.008940634262694232
CXCL3,-0.016953927795015755,0.052946356160611135,-0.03321344072345404,-0.05135656234026569,0.05299652067082694,-0.05122460329231384,,0.07299692908711082,-0.06349080592647469,-0.011067755347727873,0.0026303626734340774,-0.003939965888370965,,-0.018077530905076775,0.10492752893887757,-0.024903412075499363,-0.024791643057561433,-0.009315229099961204,-0.02740882999255898
CXCL10,0.057905903754781045,-0.061950307456253496,0.025036113557362103,,-0.00822157181472361,0.02945848332997228,0.07968821876551331,0.18439977244246802,0.06986951551517907,-0.01681273044103589,-0.016414303325017754,-0.03270772861325782,-0.12387692175678638,0.013544343201719848,0.005714965677196176,0.04469650021923867,-0.01782088516262718,0.002825592948118402,0.07974135978403918
RSPO3,,,,-0.0322301428268929,-0.02869946510509022,0.03180493288318374,-0.011818412269345074,-0.04089288377304837,-0.010625978989513887,0.015498290421994488,,-0.005708218525852704,,0.012083169096436263,-0.06405169396330097,,0.017722542921518966,-0.02215817083112537,-0.06839637726218145
CORT,0.1335448596784795,-0.03355687170731661,0.005830217241870314,-0.016676417705777075,0.030378541845396734,0.10630302129252872,-0.03191434213035377,-0.0653467550686723,0.0021939170185527926,-0.012241226134853258,,-0.038529626698157765,,-0.02585069738546552,0.05928170437482422,,0.004026269646111224,,
NCAN,-0.044743321365823256,0.010681327840265011,0.003041193550933443,-0.0004581019639238218,-0.025737280789130065,0.06237549983334166,0.05322208332206277,0.04150665953824972,-0.03856188715916098,-0.011386725322547262,,-0.03759365616881629,-0.034804688308081755,0.03863081360221636,-0.007334017424596803,0.05312323318585685,0.0007430162591080708,0.10842075038406293,-0.06841979553024848
PRG4,,-0.0042705290630520405,,-0.03603746329542542,-0.028325134394940214,0.08692831697135281,,0.07735096615168226,-0.02236696488695211,,,0.05669108297785644,,-0.007528286769860164,-0.002775604924782686,,0.02497995467249974,0.0012620785959949765,0.045344871316041424
ZG16B,,,0.04700005763607024,,0.02172353674757273,,,0.0018042887869081509,0.008135940192034993,,-0.02145864842479366,,,,,,,0.07921344503056078,-0.022648279996227125
TGM2,-0.013598503338052256,0.004258095379399209,0.02842258738651453,-0.003128499010054957,-0.05325239578750671,-0.016608511337237584,-0.004162409650710585,0.08013189227724038,0.06187742219523382,-0.009719905361055579,-0.007231287653873964,0.023857586914546765,0.006376223002929275,-0.0016252160835114463,0.04273229902500728,0.03365740798549532,-0.03143938738306444,-0.03304123032631264,0.010371691806277233
