,MGH258,UKF243,UKF248,UKF251,UKF259,UKF269,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH916T1
TG,-0.03374683998969149,-0.028017661024377086,0.017007587122497152,-0.04085316921477458,-0.015340579759114369,-0.023174355746967648,-0.06376809845827426,-0.03390661240288564,-0.021424176022539702,,0.042907643420985755
ADA,-0.0022788988950424114,-0.04143354351893108,-0.04986711389567014,0.04753293309104105,0.0038204729753812724,0.03260136889330657,-0.026196759920674238,0.11121156023614927,-0.026993412054375086,-0.02656025258369379,0.0035106402501786193
LAMC3,0.02685132705988619,0.029770681789457326,-0.03255443201817592,-0.015353619001327746,-0.03594038321798512,0.11258091830246626,-0.10176932128149689,0.13967071579475662,-0.04272544546770998,0.015609107237421331,0.013248222518633774
CCL7,,,0.008206844290154672,,0.09433338525773356,,,,0.10649377253266235,,-0.021284994393285614
NGF,,0.096679209656653,-0.028382381460866017,,-0.013674308235904207,,,0.19386885458310069,-0.027909212510598067,,-0.015721635086552933
TNFSF15,,-0.001962511176026522,,,0.1497324616842473,,,0.1299448260384203,0.0883077860006173,,0.038875004063745326
HMGB1,-0.023664788076102096,-0.03820705870229468,-0.060686481354866845,-0.013895667015194863,-0.09505210431209316,0.03513024454192365,0.06252435049151393,-0.06058919528724839,-0.0003955394102074297,-0.06219226178436499,-0.06743323327912397
ITGB3BP,0.07571680998089918,-0.023543421396107846,0.011903922168701805,-0.026286302653436452,0.0020489718789268464,0.07603365182593697,-0.008000121079977053,0.020183701990170545,0.006646425987306098,0.019705301365137824,0.061705445005488295
AANAT,,-0.03629332405645899,0.02354659897326661,,0.09015699257585048,0.004745656233029005,0.05007813866187738,-0.021689242764914192,-0.021199958058595172,-0.029349819789941937,-0.022520411698725276
RELN,0.03956469974229117,0.03399812471236849,0.04034091529189255,0.012290585290542408,-0.019506292250123264,-0.05082281421951361,,,,0.018520770105802935,
IL15,-0.05982414291537536,0.03307996555363794,0.008660822812558571,0.028560826850495515,0.03777548265554847,-0.010101819831689823,0.010105395583008114,0.20351827807648917,-0.014786660487051111,-0.03654987207710668,0.007378245491157585
UTS2,,,,,,0.02721066621620702,0.007530546633877876,,-0.01805331586069617,,
BSG,-0.14413804663032204,-0.004362766135164144,-0.1345503070904668,-0.004959076678812883,-0.04406255291844964,0.03180944847602339,-0.06647476770407154,0.07813231188535566,0.0038698374586959524,-0.0039451360370976905,0.031213617987128787
ADAMTS3,-0.07285767912195432,0.026605882146366135,0.006469391291565064,0.00941315479875578,-0.0059954311115677315,0.09842285424434123,-0.09142000028017752,-0.02597066015454321,-0.03429927315948225,-0.045475614219856735,0.025496811596923408
CD34,-0.023726616313432286,-0.035994604275112196,-0.0709529986758927,-0.0020896498538520887,-0.004364568055357173,0.08642492083901113,-0.11166677708414367,0.004923145253249675,-0.06079805039228289,-0.01617381674739351,0.00038929995961204576
CCL23,,,,,,0.11485728752990552,,,,,
PLAT,-0.01939824270720276,0.03455550007873265,-0.09762841277486778,-0.012771753931268903,-0.08424819036324495,0.05549393446709398,-0.07746340352572251,-0.0045622896462644644,-0.05302729297097963,-0.013080114496786041,0.03867476473018178
NTF3,,,,,,,,,-0.06701058942651233,,
LTA,,,,0.021375969451973523,-0.014215316819731892,,,,,,-0.016367498835749585
CKLF,-0.018558458165988667,0.0012041622016511235,-0.01598283499120322,0.12313498312206135,-0.0017638674798775313,0.11719726232103707,-0.056631732228764,0.00603006874684688,-0.027350586049437974,-0.013311369707462975,0.009579020809535954
CD24,0.03258077639911972,0.07699621702919414,-0.01576452063285546,0.09117648190620813,-0.03179265171905067,-0.04765744367054758,0.030529061647686175,0.05718864448812737,-0.07624843644187518,-0.016016715969607156,0.08017162583076214
HSP90AA1,0.03958131961535784,0.09386441315995395,0.07168644285216795,0.07831497109268395,-0.002922265307402808,-0.13854180262439159,0.16952407430568003,0.009410134092089233,0.10153934947206446,-0.0617393712433716,0.0206095024111475
BMP4,0.017802388998183483,-0.04382402260073768,0.024788590943011786,0.027750156882561237,0.0779650531332824,-0.01339776326603348,-0.04153858440040035,0.12749004580797813,-0.014338158788349148,-0.04135161436362344,0.01473315646638696
SCGB3A1,,,-0.02219918801567157,,,,-0.04546706098913647,,0.026642075644874474,,0.0442435780288246
IGFBP4,-0.0006614080921419337,0.038068724599372605,-0.07471345567298872,0.07244305716083012,-0.021288455038248326,0.09969464953475062,-0.014589197845742918,0.059327175785245795,0.005471570591066769,0.040894897296287404,0.02131088002614076
RSPO4,,0.022861177929517775,,-0.05354404235294646,-0.021759032921824246,,,,,,0.0695180316553905
LEFTY2,0.06575762241031247,-0.041433565130732895,0.031629268289937805,-0.022002109610337835,-0.031762889133574224,0.059448409006871525,-0.03243140386947914,-0.02771701409385967,0.06691806727392854,-0.03932105024254292,0.015394562481116751
PF4,,,0.06950233558317116,-0.03595145219316235,-0.009676866277180271,,,,,,-0.030309073225241182
ANGPTL2,-0.016325914652482582,-0.022044645190733618,-0.06818811394984,0.016724408274276716,-3.768657347729753e-05,0.0492622011144724,-0.1640902727822986,-0.01724227744094951,-0.10201021443316673,-0.020608486745713098,-0.019090017660943707
LRIG2,-0.059347978495572766,-0.020424977568322306,-0.009788365164562825,-0.0014354703240095357,0.022741643630130634,0.015316109162741178,0.04716586778851485,-0.024047738079371987,-0.011935898113121644,0.005511456841974412,0.023559214719580144
ICOSLG,0.022900095964232703,-0.058789192371905975,-0.04716709288467231,-0.046638316460290076,0.0542118564399401,0.01846374240310648,-0.04945799311171534,-0.048105622502850935,-0.01972752703858307,0.08004695929573663,0.010889853410669663
WIF1,,-0.013620347203117724,-0.01682444727950331,,,-0.08670729494323386,,,,,
NPPC,-0.02908608238606758,-0.050483317053578385,0.03525981968158665,,-0.015011205973309159,-0.03858128987866437,0.17183630063548458,0.08624116529280462,-0.036074726674054834,-0.02784441944083042,
LYZ,0.06955344527533346,0.14852706286894232,-0.015417312121339462,0.0691962790376422,0.039863945957296906,0.06247904004964229,-0.06302254668927182,0.12422658098108046,0.0020273268589050134,-0.04146127692714775,0.03383564004744486
EREG,,,,,,,,,0.03288745967111234,,-0.04577372125575146
SPTAN1,-0.094427948507568,-0.03649081182286383,-0.061400134578398484,-0.08384925541087551,-0.1196572462445479,0.0025325261267597978,-0.019806558724216435,0.020959967796065515,-0.03383489729974607,0.007231423203676108,-0.006189656233143144
LIPC,0.022619934052149994,-0.05188039793632996,-0.01609964290154671,0.022112274169232296,-0.0008120924055305466,-0.03611050492099847,-0.040951608238568714,-0.05336115192332492,,0.026198132853768184,0.08180775621998622
COL8A1,0.16014777176141318,0.0053183173235807485,-0.026676385639408325,-0.037468116879396045,0.0031440441123899827,0.014432004608309179,0.11101599471603332,0.011044495259187135,-0.016136495563710565,0.006183745187036132,-0.00592183441542428
GSTM2,-0.0187270890370498,-0.026145159097144717,-0.07430000697897929,0.02733650872238167,-0.042658041104322836,0.0635458136857966,-0.07980863080682615,0.015007901822764375,-0.05814111592593351,0.025683637426429515,-0.004709122216818211
IL4,,,,,,,-0.03914582913224472,,,,
SPX,0.047436924912344434,-0.04877312631299057,0.0025601459979010736,-0.05697594895679766,-0.028495550981225717,-0.015387762187598006,,0.010585952293055803,-0.024364765559651516,-0.01348585256936014,0.04245480148657348
MFGE8,0.014647215963410095,0.019101183749213598,-0.018264383571093393,-0.03639214626298353,-0.052292036201479986,0.060639634064631805,-0.1435940411548183,-0.04246473925622637,0.05335390378890612,-0.04077408848696744,-0.025591202977652786
TGFA,0.064708593139415,0.005171557710069702,-0.028408146834772892,-0.015973325493928936,0.11234355840806898,0.011717524484448892,-0.02159404284175718,0.026133079939072,-0.05684637222417679,0.052647099825264394,0.03215448951671151
SLIT2,0.07032268922241248,-0.05012990705939785,-0.024790056101332048,-0.01525031186105204,0.020075057587151376,-0.02224004948121592,-0.020286660140435852,-0.006233889101023522,-0.061773880581806086,-0.002657885124715952,0.027171949981445676
PLTP,-0.06577856527203768,-0.06505652248530532,-0.0026003542111181694,0.08727609867489568,-0.09556081226779796,0.11486259751518668,0.0025821628876168596,0.0692847386401905,0.0237282370230592,0.0042988266105687,0.020371483638575574
APOD,0.14054128629426477,0.11149984208121914,-0.054992145547515935,-0.00499549988321777,-0.07178162868957978,0.020553527553068,0.049425549796962884,-0.14034894744483625,-0.05041839287718728,-0.024259920697818918,0.0719199642834491
B2M,0.10704846427923218,0.008596365110643189,0.027951259142335778,-0.060711369509134104,0.00884380557593832,0.13857076673249585,-0.18852715209575163,-0.007679682082950983,0.03482622716125111,-0.020832706270816837,0.025062787194754868
OMG,0.026039606865052287,-0.07839953929509294,-0.06267237509814205,-0.10136211956819542,-0.06924266874278877,0.006677890475916997,-0.08223494367215442,-0.12302836539495977,-0.08579375596707212,-0.07865598233603506,0.06721954139354035
CXCL3,0.04230400841448654,0.10356413992461351,0.1393448054384433,0.019410923711476027,0.17475400467611782,0.012382745729835309,0.004404624700796981,,0.08562988211604156,0.028560087233372795,0.002151922079124138
CXCL10,-0.0600729305018407,-0.009003401030497552,-0.014276395239236121,-0.014269352986867996,0.07912134902977219,0.0990790658136984,-0.03863866774362301,-0.013069490013519904,-0.02495397406022254,-0.02784441641320822,-0.022982532676863118
RSPO3,,,-0.030154776289256852,,-0.011237792313765423,-0.02844063812560265,,,-0.0209207408403062,,0.1505922101021879
CORT,-0.01956615341026126,0.14062018871307275,-0.03219590403795453,-0.021119707377315798,-0.02520161215905818,-0.03380754299623336,,,-0.02755505976519827,,
NCAN,0.1091599349621438,-0.034583272675848487,-0.07769274092089173,-0.005499900407533378,-0.10590798745138985,0.04613810879759509,-0.013863190233315887,-0.029674184322532254,-0.07153230714675837,0.010344710178604695,0.017195292373642094
PRG4,,-0.021850984524765117,-0.012526711695167303,,0.04089142805654172,0.02157056558121203,,,0.006368212749503088,,0.09355424826315734
ZG16B,,,-0.008737483720043822,-0.009675477870326833,-0.012872713066694566,-0.012157507933362574,,0.004701803678537683,,,-0.026933009116854572
TGM2,0.057163604693670864,-0.022913439300045375,-0.00963604951008114,0.017334825728098507,0.07647483274547612,0.10522570500872522,-0.022537954054987753,0.029593219689158838,-0.028411382734894214,0.007529773436282062,0.09319056620518248
VEGFC,0.047748599573188756,0.061101641837819486,-0.017012342302455595,-0.023677937841613927,0.08116876089475754,0.03954753411695683,0.010115979935625843,0.06011030376776763,-0.0010865602142760263,-0.02726163995968478,0.09996962262119434
WNT6,,-0.03444388287505803,0.01461983301800804,0.01196412079187675,0.021917263429974677,-0.02422757767485192,0.019449272682174744,0.07172865555739606,-0.036074731541182486,,-0.03252714386888339
NRG4,,-0.025668803366758974,-0.020446233565807877,,-0.013498517716884225,-0.018423171770861432,,,,0.026161854693123765,0.05856690639380688
PMCH,,,-0.023565384517605297,,-0.018703511369913422,,,,-0.024562562557787698,,0.02178569651599425
COL9A1,0.012534380425854854,-0.039988792787783486,0.003550530124404902,-0.024945276707504623,-0.014098216556162635,-0.03482256247578446,0.002537382906282237,0.05717619285119635,-0.05086409464689786,0.002913813807671127,0.05635446950386084
GDF11,0.05974969651369245,0.05235418055217948,0.008723778190276161,0.019674127967922568,-0.013700478802306506,-0.004591583296064787,-0.0305881904484592,-0.020942514025967907,0.03766853786605462,-0.05841539196982073,0.054563603500186145
RAET1E,,,,,,,,,,,-0.023695166815846606
IL24,,,,,,,,,-0.01831325476072842,,
SORBS1,0.06249401539806307,-0.010584782386260023,-0.08155185622239071,-0.0595428686616379,-0.07292946410913032,0.02415577922702684,-0.09678859313391122,0.023834077234158292,-0.0171454296275944,-0.038303540617853765,0.060468155164431894
DLL1,0.05638569438335326,-0.06966893687399792,0.007739133842318055,-0.01952379244595073,-0.07270634951656009,-0.02140446403169581,-0.08140823550360976,-0.022848254413435784,-0.11479381358241053,0.007763596924499845,0.06266428701422191
TLN1,0.0365614419563886,0.01418962484764612,-0.0014819596491164565,-0.003435285643572008,-0.05889089068719082,0.09204579493551619,-0.015171083464495187,0.03482186267664793,0.09051604973103454,0.049722568576273884,0.06219497419976978
COL2A1,0.04320834508271221,-0.026273710583926024,-0.039192069821613114,,,-0.022740563475275633,,,-0.028686354683024468,,0.0514000393463113
SHH,,,,,-0.01152559484631338,-0.01787684601452658,-0.07169934390373024,,-0.02091124909183708,-0.05512833480702663,-0.06264466614427414
PON2,-0.10596677866753086,-0.11106929217224089,-0.09817945397599881,-0.09898148122680062,-0.13372291199378628,0.04009211197620058,-0.1273894887757656,-0.00223751329338522,0.0030228600148475677,-0.05964527332100192,0.036747772780902445
ICAM5,,-0.020679731863470118,0.006606876604813307,-0.018868549223381693,-0.0179634576106721,-0.044437283303864865,,,-0.010884272549102892,,-0.03770626604168435
HPX,0.05290940169017811,-0.04183918434461422,0.0178065271487982,,0.023966930146718666,0.026000115496081784,-0.07105210411858182,0.12324934426550722,-0.04637933191257871,-0.011226647775137162,-0.03280690129160708
SFRP2,,0.03711803984260838,-0.005581899023914882,,0.029911199119021282,-0.0181490834566954,0.09955753076975747,0.04706642628128072,0.052387207871966254,0.052190336032560174,0.05617590159680195
CD70,,,-0.02617857486619981,,0.12419480327737248,,,,-0.018773009030399395,,0.060013163970509674
HP,0.06224848461617449,0.007397792177497451,0.00532340883821277,,-0.007426067641813004,0.09827201656332113,-0.05978218834567188,-0.009785094204989318,0.03645330264257562,0.09794497093720829,0.022154905068053243
CXCL2,0.1285580317189603,-0.043237073629563236,-0.062040725245350474,0.07524518024574528,0.1348645860389078,0.07890525454938943,-0.05542544240312647,,0.0510501783773999,-0.01077196431023669,0.010586888198929419
NPPB,,,0.032567386233715745,,0.1491653606829228,,,,-0.006161669929886112,,0.056114959313793844
CCK,-0.07251706649338227,-0.02998551773367037,-0.04337615218593791,-0.056473287597247276,-0.029447867279286173,-0.08950757362015137,,0.12002109949066064,-0.041529959966828456,-0.04276047807924046,0.0008900730659093506
SEMA6A,0.027869165322356306,-0.03227526179701939,0.007527668238157294,0.04414597460064825,-0.09499385236285834,0.05045282880754544,-0.16370699151736207,0.017130913476284235,-0.06057098810220349,-0.04976438802185328,0.024531819102937478
IRAK4,-0.04531232820361248,0.11751928540236624,-0.004866986536223753,0.03938958694290885,0.0005370046321106316,0.07995604204372486,0.1591582664812924,0.08768425854675883,-0.07738562290478553,0.00489690844080609,0.01328130002812812
GSTP1,-0.04682170161287517,0.026994851920972635,-0.035082072084718856,-0.0003086786708831166,-0.031097143522155715,0.06356973598867585,-0.08881914167168095,-0.055406806834161285,-0.056816735526766346,0.03415614303668472,-0.05503798107658015
VCAM1,0.05252916565507373,-0.011135205504384123,0.0007794732066254185,-0.006725772252760399,0.000171187371531495,0.11459841649596253,-0.12599494251896343,0.12928234341900172,0.022255651339609033,-0.009926171550190188,0.06824517881753887
NXPH3,-0.03295688241023189,0.03327507446843594,-0.009664755251365563,-0.07823014111736876,-0.01038231909219907,0.08226201520465308,-0.08543482691073646,0.10359324850773939,-0.045535599908423735,0.04828958072227851,0.08733224310765908
MTMR4,0.05057695119684014,-0.0643070203806347,-0.010789243592490443,0.00023715798600155408,0.04937601964573703,0.03494458218879112,-0.08918732187908165,-0.0002941054842364716,-0.020942532100156914,-0.004301778059694099,0.024332445319133696
LAMC2,,0.025024322665397523,-0.022478699752766645,,0.13654988877908783,,,,-0.022514476146995817,0.07344292262979593,0.10406130627965593
IL10,0.10637270512792578,-0.03718943601519628,0.02983808445026849,0.02661259834425365,0.09077662441306647,-0.01691763128572663,0.025363955578324823,0.02768939984252286,-0.02130046802665101,-0.02041560376671638,0.01823952338994879
SEMA4D,0.09075806796145673,-0.01830059876779318,-0.01666366528615057,0.035419419981504,-0.03476804890893823,0.002033857933104276,-0.13108952907125038,-0.08992688839673958,-0.019278448644586176,-0.021231702284872082,0.029071803299615305
TRH,0.027901699746994805,-0.018703157684189228,0.00010826317647625992,,-0.0063617930450665565,-0.047111984916046734,-0.04098023255174525,,-0.01619507747261891,-0.02536574019156751,0.00987875997805741
SEMA6D,-0.01268982305925018,-0.04797452217146147,0.01000259477048707,-0.034212108927624295,-0.07257657464622273,0.07741683730370458,-0.11033183107963344,-0.012412580918705176,-0.054398530603743944,0.030790166097688015,-0.04385740913260574
CEL,,,,,,,-0.050141497063713986,-0.03333244987912987,-0.027732625073802173,0.06675084256829955,0.08777663211675911
PDCD1LG2,-0.028076598504913095,-0.04671083188719121,0.017396190541742743,-0.019790958604753883,0.009619015549602868,0.137484965480602,-0.08472884132237377,0.013756282197243463,-0.024558229857445685,-0.05311440470926982,0.0272879193915276
SPINT1,0.04430576847631657,0.08560261108042781,-0.024864272113613185,-0.0027402454587578066,0.003238462088335024,0.06523551274686758,0.0055206204466051925,0.14322819598593028,-0.03242258058365413,0.06278339414825136,0.06482137630106072
CTHRC1,-0.05304826724981306,0.07030440914150998,-0.07068621395767749,0.0006023732501613172,0.05341449853209093,0.05352043494053325,-0.1261972651673601,0.07536532410967414,-0.056727555649582456,0.08513863722201341,0.056657507979435306
PODXL,0.001549722039934259,-0.05529249275898982,-0.06368411939485895,0.04879925476716536,-0.08384270320511068,0.11207366246504866,-0.18638670726618764,0.034856616076473855,0.07712439911809663,-0.017322237366625252,-0.05403422227668602
JAM3,0.04642177531523277,-0.07694223240323535,-0.05451119713125165,0.036643565861712316,-0.04814475668903679,0.06672682604437066,-0.07236433612141878,-0.050667653132623246,0.03242019501036765,0.004736484976041672,0.01741158617258456
TGFB2,0.033144372310384675,-0.11447350256986995,-0.03474523930079694,0.04891188242336507,-0.05349526213396937,0.11174293846763209,-0.1483512716378208,0.029240270163278438,-0.044101185199742966,-0.04365292066679204,-0.02254005645883954
COL18A1,0.006032852369934854,0.006223840893622631,-0.01829146891433103,0.008063705686601952,-0.03473987694024897,0.14276375444091013,-0.1488260982082488,0.05060385913831392,0.012540950815178859,0.007974641418079334,-0.011446685750238312
NODAL,0.09160259224620684,,-0.014298689121264368,0.03583116576694833,0.0025393447324245626,0.06938802714581568,-0.055577063626869906,0.027832900715384808,-0.027376488839569495,-0.03183884282753408,-0.03358752593394341
INHBB,-0.023812305615143962,-0.030169543936998017,-0.024862809815320453,0.022419120804441483,-0.019601341729734077,0.02744400948051731,0.06634195636662851,0.023083672968022845,0.07944436213715761,-0.03417392931555716,-0.020206296838153396
LCN1,,,-0.022478704810565613,,,-0.01995616351834159,,,-0.029119320946922912,,-0.024817886320499197
ARF4,-0.01572873099032607,0.020726728547562513,0.1249755021746462,-0.052266041787646066,0.04932073784593128,0.04702783095094556,-0.0734703653519258,0.07229589948378741,-0.0941249558045726,0.041049072351354646,0.001074474709352099
CXCL14,0.08299700671114894,-0.03821089925415385,0.03730489206260154,-0.07810768622941089,-0.019012880304929286,-0.004805413954088687,-0.14659871271761696,-0.011924996050874546,0.06797926766566088,-0.002243012065649582,0.014008269673437908
LIF,0.014342703406998296,-0.025574931060506522,0.10777646334305149,0.09050198830744259,0.13370658573236008,0.06795283660996292,-0.048849833518714886,0.011593974798807777,0.060531346719163874,0.009702520836005372,-0.015998995494555072
IL17B,,0.014900727211423805,,,,-0.010019181281702382,0.046201272508651595,,-0.025339969750764378,,-0.02134054999759591
MMP1,,,0.05089739600005455,,,,-0.11704156158918275,,0.028372229890443267,,0.036366258093287814
MATN1,,-0.022075315877116454,-0.005355509855226393,,,-0.02092268072959462,,,-0.036640516999098816,-0.02140934554960795,-0.029847931610100298
ADAM28,-0.05195858427968259,0.056653350155655695,0.053394111144813836,0.0350724792423424,0.0014025174080637796,0.12307219835013244,0.05940848013297893,-0.011911998997777534,0.0807957281532815,-0.07640589427492793,0.07216846909934156
TCN2,-0.03447016563639242,0.009807237284150148,-0.025271388553888,-0.01945139232552956,-0.05137841684267813,0.12437216296958083,-0.12057057886786927,0.05296720514532318,-0.08230904014810271,-0.0586657890982599,0.048287847111277066
THPO,,,-0.019956510091072813,,0.02544954447887598,0.04190369784698205,-0.049639673174751896,-0.02487015704790842,,,-0.007159524129940874
CUBN,-0.00020655224161817172,0.0045818506088629325,-0.04612914246034861,0.021354945764078644,-0.017665323318860785,0.030060060494884407,-0.016673054747954545,-0.026260079330361487,0.0407027651215851,0.04078817222786114,0.027985818938370387
TIMP3,-0.004594613958684954,-0.060342158926962396,-0.011723701912704054,0.019072889530264973,-0.05372146222347425,0.03715518321582128,-0.06170372715155406,0.06698594477106509,-0.05002747172089006,0.026150470025080304,0.06848242414688675
PIGF,0.007907341241334744,-0.057932754591774334,-0.08449998374054773,0.0040883361114178035,0.00971817415919776,0.04194115499435569,-0.06923607205112771,0.05044602047680777,-0.0336582018541618,-0.02337889375646658,0.03248749598653266
CRH,,,0.014659782831236005,-0.033167618338312194,-0.013000141527153349,-0.030687331743281105,,,-0.00818063856952031,-0.036085183496393655,-0.013227293450399124
BDNF,,0.022907841014220547,0.008952791163561588,-0.03551006103294811,-0.025700318698601596,-0.0849784380826364,-0.00839350129384533,,-0.053198664225267256,0.11856587487010231,0.04744927177552864
CCL5,0.1487879348505301,0.0761106659081338,0.021445805774640385,-0.012046666816113476,0.019728116698752036,0.16180260541855893,-0.07902869729636364,0.06785315044275281,-0.003449484488736659,0.10247054311594238,0.03568692253436731
GAD1,-0.003062280183029013,-0.0333966328836861,-0.04839061248049954,0.0031878957306163643,-0.04697881235310023,-0.06750288614424524,-0.1327191431102703,-0.035295197105577415,0.014765036946156062,0.053375581029037576,0.029709220467958562
COL14A1,0.06268667059361586,0.005248809260959641,-0.053265257524649105,-0.06034836856255605,-0.008190419048286593,0.06287082975747835,-0.055249183163898756,-0.0148460536613605,0.03124525124086431,-0.018260213958351406,0.048116217579947794
