,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
ADAMTS3,-0.04645364450792384,0.01168614520494305,-0.029357346536769153,0.038602331518730194,0.0546316310660484,-0.0418080294757317
CD34,0.11391408286408962,0.041075229239482626,0.07510344435851045,0.03198811308974235,-0.07210052700564934,0.0024125934527630447
PLAT,0.037204624897112286,0.04472308950475878,0.04623969695049753,-0.008146463030763976,-0.09255210033671808,-0.04448770955509618
NTF3,,0.06134995868509071,0.04728832502229041,0.061143612916485394,,
LTA,,,,,-0.018493422513814597,
CKLF,0.14196730953596426,0.03205434373582477,0.05355630001509783,0.014295152674550171,0.04105248408639448,0.016902017554657804
CD24,-0.028537518067601037,-0.0009524297943820345,-0.01894918506822675,0.08230310428142018,0.019755781693033807,-0.02355264689372192
HSP90AA1,-0.08801572995266205,-0.01345356909529044,-0.0619899115498297,-0.01851375376169659,0.05810307255446987,0.019345719992523727
BMP4,0.11443533415395106,0.02606690956162428,0.04712767661062778,-0.0034024857967001744,-0.018071890443358454,-0.02622570108080459
SCGB3A1,0.06930260008692497,0.00555208077938128,0.00867475867178201,-0.027078274200781946,-0.02723084581273289,0.04867106547492335
IGFBP4,0.10705447571747058,-0.030769237195723716,-0.03702838523577638,-0.004571797409859122,-0.11338955195337673,-0.047133081417238314
RSPO4,,,,-0.018236065286221462,-0.02439088846084735,-0.03126151369803088
LEFTY2,0.08294552438519655,0.003967597935618511,-0.021954890597496605,-0.024799844008132194,0.06571869055965457,0.014332117337156836
PF4,,,-0.01750114923667603,,0.02582228006426296,-0.024488912602696238
ANGPTL2,0.09637464191348269,-0.00822445718777266,0.05761356520626314,-0.056172089934307334,-0.03615128732517348,0.012220721660441768
LRIG2,-0.07391193704083963,-0.06881835789751,0.029756524150797756,0.02832106118810147,-0.009895129923312507,-0.010189246419236936
ICOSLG,0.005971408077646726,0.017026391259220577,0.01793547016010364,0.0017123433306963534,-0.01713388755341322,0.06906832315640979
WIF1,,,,-0.01695218906358581,,0.0029514979530469647
NPPC,-0.05903962191505015,-0.037832263123196125,-0.00865261103380375,-0.024337192442015317,,0.03785406005593956
LYZ,0.10398086402969557,0.030529601122288048,-0.04244455764079783,-0.0049001654586755886,-0.06237386297579381,0.09616139979186518
EREG,,0.007367769117769617,-0.00806328499095878,-0.006206789943336059,-0.027929345283242927,-0.028193992824607782
SPTAN1,0.024358049757378614,-0.05317223389071052,0.04362425361605039,0.020560279522847672,0.04502310319925727,-0.026350773308958884
PTH2,,,,-0.02900141900328845,,
LIPC,-0.01434131485332608,,,,-0.02338268036484907,0.017808874408737522
COL8A1,-0.07443082246021093,0.006476903954246202,-0.013875310542303624,-0.013836104941337713,-0.1266437479530899,-0.027663162191709494
GSTM2,0.014706577865283189,0.0686975271156503,-0.03845329244173823,0.012010372252231862,0.12260266580383528,-0.012350241120695254
IL4,-0.040688529736775655,,,,,
SPX,,-0.004521847175464384,-0.021729913749501187,0.05649042959510752,0.19270997191383507,0.045639706314854714
MFGE8,0.09931286939841118,-0.01455003513226166,0.02090835758464319,-0.02672888077279152,-0.07144778197412828,-0.016523204698968216
TGFA,-0.11384530578571123,-0.01994825915933002,0.0060203125587493704,-0.03561485095796282,0.0716305519453582,0.018939791395079814
SLIT2,0.04839863823216165,0.014850507644775694,0.042971842562020364,0.005516786830458616,-0.04400211342428193,-0.00750732097135062
PLTP,0.006958730780461177,0.12418459835503183,-0.0395013887095768,-0.029199476047089345,0.0034487135451619333,-0.025814137609787118
APOD,0.029553487596428073,-0.03176166319517382,0.04621365795718447,-0.02702926962129,-0.050930041848775066,-0.007337984925951377
B2M,0.185786559004065,0.027126907644405753,0.023319197435403418,-0.03531602220415445,-0.14154636584480307,0.08000517943599825
OMG,-0.00024399709414130245,-0.0275614489896433,0.05715613270345959,-0.025002344395610745,0.10272478489700598,0.020917564186829884
CXCL3,-0.04774386824525536,0.03585628415720872,0.06519110846556628,-0.0005989899301093192,0.025445676539928856,0.025216761477540123
CXCL10,0.19631284136369195,0.01950907701164466,-0.023474114648091557,-0.02491790508389614,0.058474142149062276,0.06432564098246113
RSPO3,,-0.009303626811339106,0.052977830127705565,0.04247959178968678,-0.013179545741021679,-0.0354224853453104
CORT,,-0.03648060112185311,0.06995329981767949,0.10814168491715245,,
NCAN,-0.1107309443346201,0.00510865155584507,0.04393757870840116,-0.021456083749771253,0.13519767459280455,-0.04115669682027501
PRG4,,-0.03504129842444604,0.01802016906309975,0.016400237428685228,-0.029855223037764913,0.02424806838669419
ZG16B,,,,,0.08374948393013795,-0.020891554028364866
TGM2,-0.08552917691597538,-0.008513310088550672,-0.01834775740094279,0.03450381844572634,-0.08852829460716895,0.004527389290743022
VEGFC,0.0035244336250600714,0.004558003834555314,-0.03669470786208508,0.06616946461382082,-0.03361200288283418,0.00765244641270516
WNT6,-0.051595822265078355,0.062291278605965096,-0.034037504954284065,-0.024202234742672052,-0.01984679871483279,-0.02158724322979439
NRG4,,,,-0.008045760845051198,-0.013179547218134314,-0.03246390278936588
PMCH,,-0.03251878438430851,-0.02569561040646214,-0.013864959182822706,-0.02842011058259227,-0.041574699640837404
COL9A1,0.05450068892998967,0.09980097156119637,0.024670704337933915,0.005925877983615984,0.043634625290194615,0.08152201827881103
GDF11,0.02680577843079975,0.05215704425047419,0.03946876205993338,-0.006578407630979535,-0.04430640600726468,-0.023511473101488534
RAET1E,,,,,-0.014457869655084376,
IL24,,-0.024245222034059485,-0.017222102310008664,,,-0.03629356335132825
SORBS1,-0.016034373125133027,0.03905552456161118,-0.021813675227153877,-0.03092505882601896,0.04874914930319365,-0.021131559129644532
DLL1,0.15934265516504872,-0.054908222672376605,0.1036108167712935,-0.02492341199847555,0.08733627829671621,-0.03556895019055649
TLN1,0.025321210471727973,0.025175435844530338,-0.04931159314768786,-0.0794601595037377,-0.10002276291588752,0.04550110510287143
COL2A1,,-0.010681702183062487,-0.0038063649831805574,0.02257458561665215,-0.01918069361664739,-0.02924823392998218
SHH,-0.054714881885481355,0.01173079082508008,0.001853033683182644,0.01730838234432104,0.08162314365069519,0.06121431245631963
PON2,0.03808403402526606,-0.053083830719958654,-0.015302605593475571,-0.018698471780868173,0.10750414704665183,-0.025969300367086424
ICAM5,,0.051239381864915994,-0.038433311832956216,-0.021386897287973113,-0.028420109386858412,-0.04261788573407631
HPX,-0.020381053928093598,-0.006344694511024451,0.06016326038041632,-0.03837883880495935,-0.030414968485961907,-0.05180862728628586
SFRP2,-0.014303648399749203,-0.018645871180447613,0.0031363679853391,-0.017607731142440266,0.010911421879628425,0.01312675289662992
CFC1,,,,,,-0.028725446015909626
CD70,,-0.018999018983075083,0.061860934984158934,0.04330298025380722,-0.020107780644195983,0.017249810910058082
HP,0.07312283282610739,0.06863511686976964,0.059319657132815104,-8.128521529074254e-06,-0.0197151611347341,-0.0037097390135504213
CXCL2,0.044290821456468704,-0.01321330272295171,0.006158967235504794,-0.029210236610692875,0.04896403375627519,0.02978032376338172
NPPB,,-0.0008416768775629666,-0.05020686066842585,-0.02072261450682476,0.048785531092265036,
CCK,,0.02644674018615132,0.057907345062984096,0.0570216273719662,-0.017343439231501296,-0.010437155409461973
SEMA6A,0.015388860193479893,0.02726897889579269,0.10542027001559903,-0.04009414362312053,0.06559514214926288,0.02552059780356635
IRAK4,0.03572859658449495,-0.03180854034827092,0.05923240430001285,-0.051404886658458465,0.024081333743533884,-0.03314772287515263
GSTP1,0.1255732103545643,0.011615680735652122,0.10947449407620942,0.0051675021916631385,0.031136741026778325,0.010930724474003742
VCAM1,0.011084369761920787,-0.025577917270936792,0.018112160852329574,-0.030965223211297035,0.07849103318957264,-0.013164298385353471
NXPH3,0.1313437283428797,0.04728052860835749,0.06738262024128633,0.03778515396774338,0.076804680189211,0.03923196466539839
MTMR4,-0.04577093403398867,0.03449761006848388,0.0386990138774908,0.01950207279405895,0.010575249943404983,0.08983479480047699
LAMC2,,-0.0010839266795024003,0.04971361584045239,-0.013458105512961277,-0.025472393141861616,-0.03126153090741006
IL10,-0.03084878493762486,0.03588187932257872,0.05284982521890952,0.0024126207442243678,-0.03195125703722468,0.0669593364024454
SEMA4D,-0.009986027377212906,-0.054051457872386535,0.05213007417352177,-0.04046429064940724,0.04778756080320872,0.051029119571131626
TRH,0.12054052935461745,0.0022363501767546606,0.04603233364944066,0.02823285342395282,-0.014974381342073517,-0.01774273664229105
SEMA6D,0.025323243025897633,-0.05085982846811858,-0.0610115558146042,0.012802973744309366,0.06888186953143247,0.027691132855972963
CEL,-0.05211752668288384,-0.02512158644326087,-0.028117365727935075,0.0003508076098907591,-0.04285121618552517,-0.03339868078122259
PDCD1LG2,-0.03911161346772261,-0.01901321912097684,0.05342657587347411,-0.014904313189113248,-0.007166790465551879,0.08430950010084333
SPINT1,0.08239916085368396,0.020039936436009737,0.03637357143202152,-0.004642815740231287,0.03653932454634406,0.027307886584948836
CTHRC1,0.046642188862064816,-0.05198807899210044,-0.018383117734470416,0.04654057648818101,-0.05502576679634703,0.03073776105374949
PODXL,0.06192526529032804,0.018275650263196722,0.030713038723825706,0.01667408174990191,-0.005036632563318422,-0.010477935550735333
JAM3,0.04486641946041593,-0.038276640732528,-0.052746773270621675,-0.054441688004482916,-0.09290205284587784,0.041605566818904746
TGFB2,-0.051118159631028386,0.06040155214456836,0.05010302650659786,0.018776151237397253,-0.010617735470620665,-0.07908321773474955
COL18A1,0.08062153838069165,-0.051462907911657856,0.0037856164710351123,-0.010925158054068882,-0.12337131329539032,-0.0005175181729774468
NODAL,0.17801720924237086,0.0006151000285819024,-0.02127335323654364,-0.015390353030639972,-0.0002173220177591004,0.0025281596114508785
INHBB,0.003806214426009178,-0.05931429763556883,0.012376036717763644,-0.052800270134923805,0.07337473207240135,-0.02042872251340813
LCN1,,0.028850676103321062,-0.02008999140347773,,-0.015142909451750106,-0.021927296761491008
ARF4,0.0964815287295024,-0.03137357626217843,0.06551463600135927,0.05355176029684897,-0.056297836558426795,0.003787765902225718
CXCL14,-0.11255367314992826,0.03084426669607878,-0.08029613283696267,-0.018526973913795607,-0.03629938909553993,0.008747542939331223
LIF,-0.12351896764122598,0.006343694231110462,-0.02184110499529666,-0.018362690736975697,-0.03149831405141264,0.015913486228591674
IL17B,0.03742884821362995,0.006232028704356124,-0.019365910943253854,0.12128436153282734,-0.02557849289536249,0.017617245407526582
MMP1,0.031371176422908695,-0.053003238763636294,0.04414114083188399,-0.013864958084802776,-0.069057121661116,0.0612425304562877
MATN1,,-0.03941180172858313,-0.03553362221428892,0.057651082916699535,0.027207525420543485,-0.022593037713151336
ADAM28,-0.03573921439141745,0.030587658508114148,0.009022858807799955,-0.0013031682903309374,-0.017018969474024224,0.05626717014002602
TCN2,0.08381595315797231,-0.008531859536672395,-0.02940655127512623,-0.0007345200644933885,-0.05763785870227317,-0.005013717626702816
THPO,-0.009847077269354444,,,-0.01711752353476831,0.06440509950047948,-0.01799406766087342
CUBN,-0.06166909671876344,0.08235575883418463,0.010507850548589848,0.04928257432253069,0.002306209029140421,-0.03920397633432013
TIMP3,0.054309013662807125,-0.14530889311848463,-0.04200796641677672,-0.029814012465024967,-0.09472517704404336,0.017745997430569625
PIGF,0.06869025973574121,0.05417629497577718,0.06010740414766119,0.008688043514886402,0.02892177498329569,0.0057068908132701145
CRH,,0.027646997467282115,-0.03420375408557707,-0.026145936035686535,-0.02245499661645024,-0.049482318627360695
BDNF,-0.06464892321841469,0.04851640552325033,0.0450003026567022,0.008123363867996083,0.005209692885272126,-0.009509889782828905
CCL5,-0.0026685236293949063,0.025063293597418167,0.097239091555069,-0.013526455047594433,0.03979899775206066,0.03192964713116996
GAD1,0.06149517664099561,-0.07174488256956203,0.009552012927735075,0.006084356414113974,0.04201117845576075,-0.07648477756668272
COL14A1,0.08226503967538482,-0.0006921236117839533,0.004983058254000705,-0.04867092410498446,-0.0488540528734373,0.060718772815133035
HLA-A,0.12679807268302323,-0.018696833832721287,-0.09015070748004335,-0.04960389208722231,-0.09385223971339762,0.034492066971452906
FGF18,,0.005253818991203447,0.07556504315079932,0.007403238925318817,-0.014974382543456382,-0.031016162282344887
ADM,-0.09376951360314777,0.02003164067922406,-0.0361023808349662,-0.04493877180050936,-0.002300954349877206,-0.008783655552145891
CCL15,,,,,-0.012987280817429775,
GNAI2,-0.09479068252226476,-0.11139967357498434,0.0611984612248451,-0.05512676300324611,-0.014005579579609545,0.040979382197378456
HDC,,,,,0.07989607112954603,-0.022593027480978384
COL11A1,-0.022539807418103363,-0.04011266619357537,0.00434905920425978,0.004789133808704495,0.05690875799989674,-0.05112069823972657
NUCB2,-0.03287394049396991,0.008917902793896936,-0.05007518079512188,-0.013767634717551375,0.030097852253961353,0.033466841380055526
FGF16,,,,,,0.0004219001276190311
CXCL1,0.017037145487451232,-0.003629758887227326,-0.029586812255947614,0.07976657263441449,-0.03267105774942671,0.018922693053786438
VCAN,0.05069179756989319,0.0011227280525025504,0.033524732162284035,-0.014441559547615508,-0.026953157315285546,-0.004761765330019885
MMP7,-0.04341598518701759,0.00918545528025512,-0.03009874594614752,0.01953039807468685,-0.10964050057720245,-0.05641551685304158
PTPN6,0.10811823892409128,0.00558839284598745,0.04688483117133909,-0.017499890232770838,-0.001591227849452305,0.08903658163102006
PTGS2,0.06391093474681207,-0.006979097449853727,0.024988809808493103,0.0068223892931102495,0.009936675439001282,0.025277339213239387
XCL1,,,,,,-0.027183425076918517
CD58,-0.021315972689472357,-0.01118853571016322,0.024689097645086405,0.005606119876736847,-0.03710458071388767,-0.07285567100684696
TNFSF14,-0.05000513809235336,0.022525774213100168,0.016982452535716074,-0.02002027182561122,-0.004424923091470853,-0.022056150797770735
CNTN4,,-0.028464290911702803,0.06547229836553072,0.019470938979600564,-0.022098665960830217,0.009805028639585581
INSL3,,-0.010539202610007516,0.0827539247756129,-0.020020269891330603,-0.01778253328821927,
BTLA,,,,,0.14982590887572136,
MFNG,0.06804740496468496,0.08122334534138141,0.0049780086553109166,0.05669330053555511,0.018039071109566613,0.06077218421803536
ICAM1,-0.08650827829398579,-0.03535900447667343,0.039619307134603945,-0.0018344453158634327,0.0013160462602103244,-0.03628601025588565
PROS1,-0.05936747056569564,-0.03425466416274192,-0.09149845323984937,-0.06850942460873624,-0.04732650667090839,-0.012089759464359051
CLCF1,-0.024841820168077972,-0.05201966433162913,0.027216689338073478,0.015216697728139689,-0.027115104496736164,-0.0173369933304106
PSAP,0.034331735978725256,0.01056474792350444,-0.05617898135342863,-0.08537709533398001,-0.12286020973251327,0.0195994362123075
EFEMP1,0.004300953489918962,0.04384488068076085,0.01138451516541858,-0.033785336331198186,-0.14952309787483958,0.006272315684369768
C1QTNF1,0.07010339772830385,0.00987099925537382,-0.05043837448719042,-0.06687511804627955,-0.009361177035112292,0.05934956367411303
ALB,-0.05760979667822477,-0.03563223063807997,-0.010357259824464535,0.04215324031489588,0.022032785302837598,0.0012692642056156512
CCL13,,-0.023552186099463596,,0.13054274206581518,,
EFNA3,0.005684670479876162,0.028477326555716314,0.06102248890184269,0.03755019367001019,0.06161334253418662,0.043411607096902546
DRAXIN,0.020111418320268328,0.034127298562206615,-0.021189642207459815,0.000669448207329564,-0.024798393629188918,-0.019488572969674527
RAET1L,,,0.12115150505643678,-0.00810301005557904,,
NPTX2,0.056195503291091096,-0.007397165634612527,0.017609585527006023,0.028574783424084146,-0.03621381541241321,0.028570093733966528
FGF11,-0.11896489664948255,0.01076933688337207,-0.03812309163714571,-0.016585771690424238,0.09038846742065668,-0.005532249143845018
CD59,0.07789801922507325,0.014435545226617936,-0.023094773063728154,-0.06587194409089979,-0.10589853402936424,0.02516598321391101
COL9A2,-0.021644126351517058,0.029251748682403995,0.08271446787365265,0.003742939185291756,0.059501925499222404,-0.030713144658515337
DLL3,-0.02076525197895953,-0.026186156378506402,0.09923704693742483,0.013180239246606761,0.17738754957201286,0.024273134372681263
FGF5,,,,,-0.04555608365485176,-0.03818898182050121
LIN7C,-0.034671189469782225,0.032610233985252805,0.0074994782416077125,0.10709621292523548,0.05973747927897888,0.02400066164002399
GDF7,,,0.07611990223158108,-0.01627531084886602,-0.025365933151464907,-0.03453645433066404
PSPN,0.01955569884482737,-0.034883546345985915,-0.007997045316663797,0.012365993371156224,0.05190841953931693,0.06573158642868723
ANGPT1,0.14461869637765107,-0.05216666891343362,0.03193766571166857,-0.039561283675112316,0.0056518775973968685,0.0014004815509565663
PNOC,,,-0.018314065153465422,-0.019295045747283874,-0.01835322517546093,-0.043644271255376496
L1CAM,-0.04437446520583572,-0.020469455237207824,-0.07200482028569093,0.008285794774466162,0.035855275306254326,-0.009398260867552386
APOA1,-0.056275234652300346,-0.03186122798986369,0.05449109795974253,-0.008280557668784152,0.05149233234800605,-0.025967388708376362
PSEN1,0.017258261199157774,-0.014434970118418414,0.03569893470385338,-0.0004217816513435671,-0.01404698127816532,0.03106181602939569
CALM2,0.07796449053158495,0.006983995371523787,0.01500254849795745,0.06353018756019542,0.09920829460612683,-0.0037739607047284026
CLEC2B,0.03447615364649159,0.07302847250355138,0.022908867708943226,-0.04918259010076249,-0.009007163790207388,0.08290499898715681
NTNG1,-0.06540704390135339,0.037204640037422645,0.06910425888625069,0.04374472008944485,0.022960341171999524,-0.0450011844504813
LRIG1,0.023514181150767664,0.010548327969615757,0.05360841684568843,0.0009342526497054256,0.07287021831021523,-0.028733822764933883
CPAMD8,,,0.02208476948944592,,-0.01863267852444751,-0.024488934615189986
GHRL,0.09433917013929397,,,-0.017604908555640283,-0.025578489683312857,0.23749561480057066
NPY,0.023912752648297557,-0.010901098249411876,0.011236638966346142,-0.006361022865243399,-0.022454990338911275,-0.02343905222708818
MMP2,0.025689203680588968,-0.02532107942871717,-0.006641058759946782,-0.028304255250369982,-0.03517201339389578,-0.030840226301674944
PPY,,-0.004838961416452532,0.04079990107542699,-0.03569421887717466,-0.03557534767541782,0.001478922847081361
ALKAL2,0.039296287461052556,-0.031082641951251874,-0.03810581170524453,-0.005702162076101265,-0.025433905569948137,-0.045124927606025045
CSF1,-0.0964631984080599,-0.054821299903420946,0.014210579735436015,-0.06408518947268667,-0.0048636063283617895,-0.018576153828339097
SEMA4C,0.026688470884134452,-0.02004888361767025,0.058331102151854546,-0.04999063437779322,-0.02560504477547455,0.013136759840083957
BMP8A,,,,,-0.015960780845825126,
ICAM2,0.09071857349010656,0.007089660727674007,0.07045233760447384,-0.01814968677388777,-0.01574881130037875,0.06871935082513986
SYTL3,0.011410551118405127,-0.02802025278121815,0.0054021677724178895,-0.02101928501617641,0.019238959902246337,-0.019414082797267557
IL1A,0.044809865868127685,-0.02809014894511099,0.04564375090982657,-0.02595995462347155,-0.01643409242662087,-0.03880376144889034
HLA-G,-0.02285192413044802,-0.0179181145801273,0.042045112442756466,0.1319192608771614,,
PGF,0.15140563800645787,0.03953499313517466,0.03333147225193495,0.03542197424399996,-0.038694342068775776,-0.012520153240875093
LGALS8,-0.05149292350534667,-0.009099513951239672,0.016661785556722673,-0.03717375470169872,0.007632895520722769,-0.010825178209303302
DKK3,0.1380691677921799,-0.031027230671278345,0.027517189947964336,-0.012545750217400859,0.04342853936396563,-0.01563205255292901
COL16A1,0.05317510422798176,-0.024947987878679845,-0.020615049774463778,-0.001134285771047557,0.023488375341872928,0.034844680714237075
TPH1,-0.05997882282482003,0.00036134124778450987,0.020015635817746583,-0.016735987351429234,-0.0353899727841728,0.06705632870644111
TNC,-0.14130797124570477,0.008842448223544042,-0.06095368765909453,-0.02727834706884151,-0.09919857356285051,-0.035361080876572554
TNFSF9,,-0.04287970159504607,0.10118901975476549,0.035865584814321345,0.04098916260520346,-0.027806527561801193
C4A,-0.05416431623425527,-0.02622102189410481,,-0.016446960793997732,-0.02149363063425304,
CNTN2,-0.012305077094356793,0.028625224542115624,0.07112816758445932,-0.03419991271381464,-0.0011470710872233034,0.022204909292212433
F7,,-0.019299636532914645,,-0.016275312422648812,,-0.03026970707274788
LUM,0.0907356340883642,0.0020165752554320744,0.06585994784991002,-0.017346881858537555,-0.0989527532654612,0.01914685307961656
BTC,,-0.023901089001908946,-0.029348195305995296,-0.015749933959706038,0.034656706445834934,0.0990059332082087
APOC1,0.09853488750052443,0.09028789715868234,0.04133862202396381,-0.02591070117707623,0.09303949134829971,0.04560049258249208
PKM,-0.11070754078558093,0.014547281148775801,-0.026680760079934657,0.006549401187338632,-0.11578696513179364,-0.037024788324097814
TNF,0.05668301948087944,-0.023198365863065215,0.0645052527758309,,-0.01975571529094305,0.10838458286020758
GNAS,-0.17764125383676688,-0.026499163779643006,0.054377315095974786,-0.006565084140975788,0.04915261073095355,-0.014523771033464535
BMP8B,-0.04437813984991323,-0.07267012560169175,-0.022360249207124355,-0.022917109474953103,-0.03844009145629834,-0.04710368467354149
LIPH,0.053231466926718124,0.0129338088039936,-0.022398603477483355,0.003770121014232599,-0.0026271495650561577,-0.03756597517686909
CCL28,-0.04194799224410606,,,,-0.01239358083908683,-0.021151084174285725
PTPN11,-0.08996395973683888,-0.024518322283019846,-0.003251894708348345,-0.030689594558621622,0.04537277784267852,0.015330850584223264
ADAM12,-0.027076670935920328,-0.02138398736650535,-0.04450284731337795,-0.0079091744171455,-0.09587588287148147,-0.04412825128150965
EPO,,-0.025578285003974986,-0.005793021372306278,0.033096110007910115,-0.013179543217622072,
EDN3,,-0.01761383623133223,0.0400605760638155,0.026125005582381514,-0.02394713406958356,-0.03756596460508396
CCL22,,0.029500866356207682,-0.0212733438560154,-0.013662974135787986,0.000939761782856061,
CCL2,0.019132601753666573,0.026504919330825574,0.04107718022529714,0.035769195502826645,-0.09773397975513537,-0.03928179228353695
DSCAM,-0.07444269581351483,0.003751711032849726,0.048720467245890756,-0.008471899653168427,0.07862450870633446,0.016937866122666068
ANG,0.005900150815130938,0.022962828957114954,-0.010678188791314113,0.017995926670156627,0.04272431152717408,0.09317681268316404
FBLN2,-0.023908440245148058,-0.01836262859116744,0.01094166271692892,0.006719131154913466,0.004211749281338555,0.0036334232806911554
VTN,-0.0400459762761882,-0.029237730167058034,-0.016357831609389365,-0.02016249019009859,-0.021493635096588335,0.018733664958350004
VEGFA,-0.13615444278211802,-0.006317626210971647,-0.06761440184098051,-0.03611714547823524,-0.011573029316776187,0.010729546612098422
F10,,,-0.013033917580750433,0.028473443721543992,0.030599954112654353,0.018553522738040496
SERPINA1,-0.019537762030656408,0.025927923536284328,-0.019010921587732453,-0.021579051263288115,-0.03871335340278198,0.022910741282781366
VWF,0.00047877041322087006,0.012604326137261182,0.0168568672318042,-0.014090556484060712,-0.0720957607240559,-0.009672138718721853
GDNF,,0.00665629473522484,-0.05100065830152903,-0.021804284507926194,,
