,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF275,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
WNT5A,0.00019518147140210366,0.0031462056707235427,-0.025621476222780066,0.01836717859142488,-0.08028608341443881,-0.03036407776159509,-0.051256899309858196,-0.05427972367734279,-0.017987918001186667,-0.015192572411447109,0.0027211973023373985,0.032778540930363274,0.003743285088947269,-0.03732819303226253,0.0396342361810771,0.022534584061629018
CXCL8,,-0.09584470638515799,-0.0679707793433392,0.05703383893788889,-0.09542963139703979,0.051705609764513605,-0.0020617766672753773,-0.04485824604686425,-0.0007048846691844751,-0.042841620003365645,0.04323982704270811,-0.04571259660369197,0.06877066912285171,0.07992670380026529,0.001508221311508768,-0.031298506277813005
GRN,0.05719440276010717,0.01572819779462593,0.04110471198567588,0.04023262530456654,0.019385650802556675,0.021311333678186356,0.0028863094892232427,0.07150110727330974,-0.04371026604253061,-0.004122113724189872,0.037243522995967976,-0.05210562088302997,0.05143578827722828,0.04408877847700208,-0.025098630039772554,-0.061269181764673726
MIA,-0.027470140825928892,0.04823746474252407,-0.009657388441419891,-0.01642990266305318,-0.03335623378429557,-0.025899713969000468,0.004736696120810882,,0.03216122360235501,0.05886211692695517,0.04491099946776976,0.0904087866355816,-0.03533086721213625,,0.03863940236489331,-0.020588214089163327
COL4A4,0.014223442833218016,0.1262634687870311,-0.0012152904074094848,-0.02763020268968489,-0.008817070441942772,-0.013628210856249299,0.02120075664853068,,,0.015588267430514361,-0.02299633715911791,-0.004815398824666555,-0.04359247242040491,,-0.036122162639703005,-0.004266288459725785
TAC1,-0.020986964133999152,-0.024897276121896565,-0.004275130646101838,-0.05174502472951232,0.019623403695494358,0.08207860289207772,-0.020958064666409308,-0.04628160326249611,,-0.026205942923614063,,,,0.1170567940837322,-0.023830046977971742,0.011026183778749848
RARRES2,-0.0004042188621592992,0.05842614511741619,0.038320780237680575,-0.027184975337420415,0.02676881393711525,-0.036251369975626835,-0.018212723507222226,-0.07157003277032103,-0.0810979661194005,0.08243596673746865,-0.13635144486525372,0.1031164661720501,0.049713494302717536,0.06453483299770765,0.08714638880685545,-0.020175110397029704
FGF7,-0.038907035603604444,0.009453454539957405,,0.04109307073864844,-0.006051249462423949,0.056365413362054105,-0.03629684776231369,0.019903068622553536,0.1552914234548467,-0.013217895725765488,0.0058732339346708705,0.03282493280807696,-0.06707914328231926,-0.05239924300042989,0.031245692781194632,-0.05560502304079997
HBEGF,0.013056348321142889,0.05276140311220077,-0.04327597668601263,0.04774429898688169,0.034536912369070416,-0.04483797038799213,0.051121134979561215,0.06555617609988107,0.02941281648709179,0.07000472910168216,0.0810583809530133,0.03975140922515684,-0.010993870103371585,-0.04945879705088653,0.07328268209148123,0.014749435136351035
CSF3,,-0.05120940924259369,,,0.024386970819184246,,,,0.013050618772986685,,,,,-0.03233150476567181,0.07184518016759475,-0.03613253403101178
PI3,,-0.02281050250346811,-0.032996644709137,,-0.018841278935874037,,,,,,,,-0.00834405703536621,,0.03134070202313819,0.015418991829691392
PCSK1N,0.013143837581574828,0.0024931042374414557,0.024942480516128938,0.0007327115076464001,-0.017599581182073862,0.040591737586773584,0.024786579491995007,-0.005990099281484094,0.011328649952192208,-0.01697285578390055,0.06927310627357865,0.09134288683944757,-0.0011564237311219017,0.03111026599444328,0.010547828540784912,0.04436621216381621
NTS,,,,,,0.11808611668949356,0.011285808778852997,-0.02485322574871802,,,,,,,-0.012765535349835927,
SFRP1,-0.014502362053186672,0.01521062421653063,0.030475733702692846,-0.03345307290380545,-0.0019936964622277423,-0.01399597335817987,0.05007985856577544,0.059168485612239474,0.0520420943420786,0.06028423450410655,0.0819560622758694,0.010577265502196313,-0.009684068759419016,-0.020841070994866897,-0.027605747872222103,0.04908266984814554
CXCL13,,,,-0.031189608209744764,,,,,0.06633371396246103,,,,,,,0.004690606082920903
MICA,0.007927625360269445,0.016974914831138464,-0.05414207260857095,0.05050169232181426,0.011731313944835795,0.010473497623498902,-0.022247957100421118,0.06258707010000074,0.03414978722245451,0.08091560810262517,0.047484623223156816,0.05676153109696282,0.029062335937154852,-0.03444695171350227,0.03593551101591346,-0.01031654716062073
TG,0.05198100743516273,-0.011850790514676558,-0.004753650308975606,0.0552688052540657,-0.017445850473813078,0.058475690130388974,-0.011696314635020097,,-0.012032741659455339,-0.03174101168484779,0.1273728866675254,0.09681673438956423,,,0.019808224618057015,0.00011105619527598419
ADA,-0.07237628903906167,0.0010736756731262696,0.006502946312016831,0.07552637862658472,-0.025842139068466562,-0.027021784323879264,0.0739667066772559,0.013427579855226595,-0.011035896313541238,-0.012071186151250643,-0.03330904487620251,0.051939842805148476,0.07760324600094747,0.06152811450437569,0.029706008804527503,-0.00618602131188971
LAMC3,0.0562815830228947,-0.0512038350510241,0.001705404154152298,-0.03118960832706366,0.004694457452282097,0.00047778234101890067,0.055303752058960556,0.015906877215531322,-0.02060582189060653,0.07072847534123099,0.016383977452894032,-0.041410177696769045,0.06279870199063574,-0.04604039452260491,-0.06305835933165276,-0.07779619715106255
CCL7,,,-0.019950391990772528,,-0.031752368359442035,,,,,,,,,,0.042805554149920405,0.0007697927616295381
NGF,,-0.029503196368851778,0.005581922103498392,,0.03656320547833462,-0.018325218024208983,,-0.024853242112918193,-0.008813292087475362,,0.019671986222540988,-0.01768479104094958,,,-0.013935831312651924,-0.01623172561133937
TNFSF15,,0.013951007712496973,,,-0.01784215935162104,-0.022250832174968132,,,0.021949894366164874,,0.01864650858499623,0.024695297498475724,,,-0.012788819261474663,-0.026936067451391106
HMGB1,-0.04439599344426303,0.05269002734197127,0.013340939632490067,0.019942468603667426,0.01644777134949881,-0.06346969166316688,0.008583507757621078,0.04814585146345723,0.005610173896466651,0.02982577031522693,-0.013147852117161535,-0.06868405398660496,-0.011847898662904897,0.08498455419099302,0.0031538862742468764,0.028310525050774096
ITGB3BP,0.03308550848771423,0.034803206812724974,-0.010293814325593932,0.01865646733318014,-0.022597929223428338,0.013547973891019797,0.061070532823937505,-0.031765734105423715,0.008811340411422914,0.03948194715648354,-0.046987883396674465,0.06082291990516981,-0.01935108236821314,-0.028420663144212398,0.02816043127860456,0.04603476849713412
AANAT,,-0.006676689936996605,0.018901562351781587,,0.023028273212403406,,-0.021344157065907712,-0.023365702657932478,,0.05476897902087208,,0.010768787583288825,0.027647619425946734,,0.018886212274093064,-0.02206248077674867
RELN,-0.020149878573813895,-0.0018618514235063627,0.018557637113645616,0.013606735679169585,0.04521468767949261,0.026245281511860084,0.00035147748259416905,-0.03350422830910659,,0.09935365528124138,-0.04796879000778493,,0.01866557067446231,-0.040517880629896585,,-0.01062302921616408
IL15,-0.022875477548305156,0.00675748137131503,-0.007596201482717538,-0.022344826626446625,-0.008518383709100769,0.030819811087694025,0.05676427826782801,-0.04788154384333531,-0.011502901206186602,-0.0001771626676330277,0.1611211335258231,0.2973518902642663,0.036305303662010575,-0.03419547976802575,0.003856938517066472,0.010436454180610507
BSG,-0.008249008289702065,0.017106283415476552,0.08062036424912238,0.010180860429262797,0.008803333346471041,-0.009487805093174243,-0.03722171039397182,-0.022511886838664067,-0.09631526908066931,0.012213179774436715,-0.004004135625394335,0.10154792972125563,0.0963045238881691,0.005595243280331143,0.06042531659232611,0.030625891291643628
ADAMTS3,-0.04003673840209664,-0.018940168519325885,-0.017220694400059255,0.01091341069627586,0.035715100738283115,-0.02550204428470869,-0.024306199782461187,0.11239612537764576,-0.013727163864999191,-0.0030217497417490457,,-0.005359802926916691,0.04863142620299008,0.06710872261549682,0.013109787660964036,0.05490095554649494
CD34,0.023639450121274025,-0.005236754521856275,0.01301167218239167,-0.019385916645583524,-0.024080690709632042,-0.03457483419901752,0.0026654409101031645,-0.024692026116139628,-0.0034044265646832063,-0.043042236466465995,0.01456185984832769,0.005671107548305077,0.05538812063715167,0.043257129040438706,0.001197648905375363,-0.0999240322264713
PLAT,-0.0024331583669324306,0.07023828682252545,0.10683698303100261,-0.01820305952338951,0.0069333062357921915,-0.003276742499501975,0.030301637236716743,-0.06947930420415965,-0.01217206808606579,-0.02601719647366596,-0.019341632861915266,0.0032495555419938186,-0.004771913338582779,-0.09586465875034116,0.01487687539552319,0.006198154494618195
NTF3,,,,,,,,,0.012757831539372372,,,,,,,
LTA,,,,0.012705311297081055,0.04932522492570233,,-0.020556647663515278,,,0.07737820035843895,,,,,0.07586047261302054,
CKLF,0.008895353919205002,-0.01175013609297458,-0.04160365054672489,0.021189417845416923,0.029575490867471323,-0.024144229345072626,-0.004551490031352354,-0.011848779373469046,0.10514737044007992,-0.02305756382398635,0.10055332068469411,-0.00925825439967712,0.03746947749685886,0.07840051900130704,0.003965763864978804,0.014198083765151082
APELA,,,,,,,,,-0.028224310571652023,,,,,,,
CD24,-0.03757489153018278,-0.07300728049916999,0.019694194492152962,0.03842947574664258,0.013563408691803704,0.012007881365447995,0.008094592617280634,0.055000023178908626,0.10059816125996184,0.03273514763280347,-0.1406252795753469,0.22653734863498073,0.015660630847180917,0.07429930339438234,0.03596142869561024,-0.00893174686381341
HSP90AA1,0.009988242601361885,-0.06925714932126496,-0.004657072578372645,-0.007109192017559188,0.021299288547896502,0.07214536862994486,0.012861933628084785,-0.039681078831193484,0.007400818983286026,-0.05228072315225585,-0.009352659749454607,-0.1368650100692975,0.029461781855865423,-0.012594793648423664,-0.013377739148260358,-0.03321504490853406
BMP4,-0.02501385663167821,0.006914706096806298,-0.03942589843790875,-0.013673136214995755,0.002076739800474719,-0.04386585326931172,-0.03837752561863619,-0.03726880274887632,-0.030002067342630757,-0.022400324720040686,0.07724175024462097,0.0016111483391906404,0.08901576593274182,,0.059903274996329026,-0.061184173537142415
SCGB3A1,,,-0.019950389995759984,,,-0.0015043795470939232,,-0.015006853041473908,0.05917657956653947,0.018960659741511118,-0.026797420387197003,,,,-0.0008128255875436299,-0.044334683027898045
IGFBP4,-0.03244977729064128,0.04390859243486431,0.008462161950557514,-0.006634727868210452,-0.025301319612887695,-0.033716377779347564,0.02345816784478088,0.08728848324657242,0.0018251152081724857,-0.051383585211615894,0.05388451808800856,-0.05155148357555235,0.051512909013902465,0.028771996570428726,-0.04091680242068316,-0.05301491301185809
RSPO4,,0.03057844096528935,,0.011032241327117786,0.02296143440107715,,-0.011822840514418669,,,0.01299081776834964,0.009758331863614052,,,,-0.037560045636728885,-0.010240573747476066
LEFTY2,0.05628388366161187,0.11316463945902541,-0.015082081087788319,-0.01305688465695789,0.020983436949719148,-0.045383649638914225,-1.2010890836691334e-05,-0.024853242112918193,-0.028375879829007068,0.019648087455583777,,-0.04367765976503042,0.03660425412746782,-0.05294675989794251,0.010671055043513603,-0.04543860523308243
PF4,,,-0.020695327114568087,0.01599540773189461,-0.027703315834655837,,,,,,,,,,-0.028478406351388416,-0.021792913087401326
ANGPTL2,-0.007265881645058168,0.029500541310092353,0.010291738672577759,0.03261399351483373,-0.013631239203340622,-0.03722303105623964,0.051895231571783815,0.0836677001915082,-0.008801463828200075,0.061287124090426984,0.03927872677635877,0.07711576498287238,0.0172855882175363,0.06334885437014323,0.03326076482756978,0.04004191903803459
LRIG2,-0.0774531383306227,0.04344301822065016,0.01332462714374085,-0.019478973502339104,0.007055896327994179,-0.06278930652266292,-0.015010497428059854,0.08543079701031242,0.10432496175156232,-0.007093797984838391,0.06389582529822516,-0.012503707620093934,-0.02557010628195325,0.11034837114768879,0.029470354521840304,0.01678887275488113
ICOSLG,0.05806498510368554,0.07992660448463798,-0.00941527104633777,-0.016975687044577456,0.013880044249790892,-0.04560482423557467,0.008125488847573735,0.039789968329759166,0.018182591825407757,0.00575539664485717,0.060533489584836585,0.07325434186243258,-0.001087341820628903,-0.03133616174810069,0.0278693189553626,-0.05504212241476799
WIF1,,-0.019669032967241453,0.0016835790499207884,,,0.06267897403277108,-0.018449725554221093,-0.05693172831976861,,-0.032657643099889805,,,,-0.004320795689583542,,0.08009751404463156
NPPC,-0.012704689102146052,-0.02063456810048356,0.013037378468500853,,-0.0429746746752434,0.10681250432362971,0.03835178157288051,-0.006800848685657442,,0.06804400705873209,-0.07543789467359564,-0.005285147825676193,-0.017227129850534297,-0.059395361211648505,,0.028612506879102745
LYZ,0.04991490242853698,-0.05651873337412488,-0.04054097479903595,-0.04827817035164602,-0.030688424997082905,-0.03547427447076472,-0.004353748112187485,0.08999523249401549,0.06966508395523102,-0.005206259857755412,0.08470086741919856,0.02798116621278651,-0.04998882847435782,0.11705560307122932,-0.030317288259083947,-0.027742339455871432
EREG,,,,,,,,0.059181080432421374,0.06068615228968614,,,,,,0.024377138177412296,-0.02509009873904507
SPTAN1,-0.017175314112409523,0.10020808009595493,0.07583271399041455,-0.018920658607372177,0.016519531239894747,0.0625606939521758,-0.014154506300491074,-0.011569235514346661,-0.015834126589541416,0.06767941315869588,0.02673387326423682,0.03976022948894993,0.038723787447084615,-0.03738786685884225,0.031816867368847535,0.029604730349555654
LIPC,-0.0001828831815002865,0.10657675311822097,-0.025336520047179015,-0.017658661406210027,0.06525375210894949,-0.02455259737897411,0.019919646134639916,-0.009566737368608831,-0.02255194333529479,-0.006943033112980048,0.10330699534170198,-0.03990918662890067,-0.009917591275579877,,-0.036007484640117306,0.05443817631409936
COL8A1,0.019875911418556814,0.06988417008787237,-0.08229844223103312,0.012962955667904986,-0.01790790018017741,-0.04222716663638541,0.040550259994635914,0.020843294109607564,-0.11101899849820189,0.015166474057581304,-0.0405302247515175,0.01577894206844263,0.11034482834983518,-0.016160336765766052,-0.05175660919083143,-0.005512798602244758
GSTM2,-0.06107460710859384,0.08601414485668624,0.048516822982566245,-0.025709843173267428,-0.03245020265322381,-0.013388755777802602,-0.015206644833455138,0.029765513922945387,0.056460603744477436,0.09306217178512181,0.07822448444675933,0.06457935710040337,0.0020100621801061648,-0.0443444626137171,0.04313915556027148,-0.021734848655671764
SPX,-0.06230724968140043,-0.00225184147323481,0.00546378997524549,-0.027471378405695395,0.0669447550269793,-0.01014658060387026,-0.025777844337260575,0.023486749048650443,,-0.03835065373900278,,-0.021367943233124246,0.011385336724171708,0.06591847711339094,0.033225341630742,0.11321836541136526
MFGE8,0.039078207745569686,-0.029250143615680933,-0.06445403539192478,0.028352988355934243,-0.027787453239884973,-0.01389435880003126,0.05701939512697405,0.0008453862544647188,-0.014975467421284944,-0.023344975079275836,-0.01784703237466311,-0.021639308407473155,0.08013485637009209,0.03180908779800132,-0.009006648204227018,-0.061540659516878544
TGFA,0.042781599468780206,0.06898551864758992,0.016413695306811374,0.0900083085248055,-0.04446928039718579,0.026300367037003888,-0.03800477790417051,-0.007276241319724735,0.03826236939693893,0.02239742146250081,0.00018271193511514017,0.006117845634861886,-0.05763294395948642,0.1208000351097383,0.015188045661047646,-0.008711235153359195
SLIT2,-0.025013852629086033,-0.03495325969348157,0.03067245186386047,0.0544607649408802,0.01111475705967892,0.04514349110607969,0.018669210633002795,-0.02288843166120614,-0.011252006288851951,0.031687934138181995,-0.048630824805740214,0.00031966680438910206,-0.0825048994105625,0.05698598574081303,0.0027575259348958797,-0.02698817800624427
PLTP,-0.011583428653886257,0.08594717798533982,0.03657525615158226,0.00833161163114332,-0.005658102733554104,-0.03463031686764545,0.01820565475080101,0.06738125480888173,-0.05245177216797302,0.01456090558956061,0.059174780135473,0.08012803633503074,0.07868922627115997,0.11201660043797092,-0.03809019432480562,0.04644980998777145
APOD,0.005443063098426695,-0.05888288309863066,0.04149328812433075,0.03900334902486513,0.0018582623975658575,0.03098881570441756,-0.052274711197250925,0.10663476086308159,-0.0073193439265446854,-0.004795209448046506,0.20722730656550087,-0.14193862142755434,-0.08912367818977532,0.09160410725149325,-0.10330954617939112,-0.002006813087649815
B2M,0.03057578336265274,0.016492959012999773,0.012773507104947807,-0.02384263650436663,0.039361666288296,-0.11161273654891404,0.020719270912563596,0.03350073676679091,0.04957129706300375,0.03736384761495466,0.052593386524141625,-0.08874214275546964,0.04926767575405201,0.03718382269189087,-0.05802136677616584,-0.07250136174935641
OMG,0.023332184559628648,0.07310777423883208,0.06546613877223652,-0.011671503376539855,-0.0028027613135954603,-0.04037272377968785,0.044670292747563546,-0.01786017906706445,0.16933487704395234,0.007761478710987775,0.03827421723579184,-0.13077826863733324,-0.038873441840125325,0.09198716741979775,0.054965505149785404,0.07287728181093123
CXCL3,-0.01957327164546449,-0.02367651736635241,-0.051106487240619246,0.029872336894024697,-0.026657099620225125,,0.03692284351288387,-0.020479032818619885,0.0826672345858554,-0.01893231781547238,,,-0.04428179801207563,0.044756119425511075,0.07849966005333409,0.005579971378116417
CXCL10,-0.024897797113415557,0.06961375546152422,-0.01836924207884163,-0.03934892238801565,-0.029435422903532307,0.04803121730500262,0.039203929034301414,0.00508961436984309,-0.0286334722980189,-0.01879832431558285,-0.08727087168576429,-0.04118061417466344,0.024611501516115734,,-0.06766899151542453,-0.010407344010425732
RSPO3,,,0.039022131327661795,,0.006082971769992878,0.17066165809942743,0.03406215312756581,-0.014154721158737917,,-0.019783907232485666,,,,0.07641830303837659,-0.0202954615736426,-0.01550355130328147
CORT,-0.024305474547499942,0.06159299406065078,-0.0009019850009968066,-0.004642048267943594,0.03070479421246372,-0.03642642981695479,-0.018125371378551372,0.014010769532166926,,0.07150737928654242,,,,0.01871975189694746,,
NCAN,0.06820103863929693,0.10861729744347912,0.0975150166385469,-0.01710219057086774,-0.014353111007051417,-0.06359233444170304,0.013380509494366517,-0.04774985388844585,,0.04039287790186195,0.10328410874917919,-0.050907891972668276,0.06578934766421218,-0.0048327482352195,0.015379794733720482,0.05608325667045841
PRG4,,-0.021584242841179872,0.05228606212598537,,-0.031752373307577304,,0.08066624408177403,,,0.006597354213152863,,,,,-0.036895539940435325,-0.030332766010813316
ZG16B,,,0.05848620308832128,-0.014118654085642092,-0.004358577545311432,,-0.016334122669935343,,0.016743082678131453,,,-0.0379954263400391,,,0.023516337523431782,-0.018591589940615702
TGM2,0.025002443506990442,-0.025130460093268525,-0.05283833401421059,0.02312580812636283,-0.0021589836237202453,0.01772475114168786,0.045697126423282886,0.06372046256112794,0.034637035527132896,0.01008187305878165,0.11428655719105525,-0.004760834623563896,0.0016862575771502055,0.05327571583104154,-0.043817950571334446,-0.04710170283866845
VEGFC,-0.02430547611245265,-0.03956988517957075,0.027597092268038942,-0.018128895548622227,-0.011480642981389488,-0.021068206686566986,0.02343548979632652,-0.028890285740791544,0.0019304635592476832,0.02099095398604518,0.09625032693311751,0.0685557427699716,0.036657051369987696,,-0.013073122314895703,0.008831908507682423
WNT6,,-0.03853191276374857,0.07659796358004745,0.08542967544484573,-0.0236550901774513,-0.016239563997567777,-0.028514309549730176,,-0.023376360161185567,-0.02060191393791448,,0.0036864499122368976,,,0.023534562522417035,-0.019210690288130848
NRG4,,-0.03739975862347532,-0.01837501143259385,,-0.014982409282419734,-0.019880228404206286,-0.031380494378890005,-0.03218548782133225,,-0.027538870563432453,0.05077449255101439,,0.0012842229113601722,,7.492722305861728e-05,0.042724816079019554
PMCH,,,-0.004754949836391403,,-0.006047297721748763,,-0.023908631535674317,,,,,,,,0.05355976259718782,-0.03699771527657907
COL9A1,-0.014082108536945016,0.01767776255930544,0.019662532162281317,-0.011867825322353838,-0.017218924597797575,-0.020715535798899527,-0.017983478153669546,-0.025212297405367363,,-0.020485401641741008,-0.08985258506003047,0.03703823304956674,0.00025219068941422445,,-0.02335852622148691,0.0502155562541459
GDF11,-0.031457931876116,0.056752270925973375,0.01943483382210993,0.02007580227996914,0.01971266159559487,-0.0675117437442263,-0.0009649817041312741,-0.0035650651121745297,0.0012175486340438063,-0.004726283223724204,-0.0202083815005753,-0.042446444685968365,0.05811134631208901,0.03718499483737875,-0.035573160397436895,-0.011130669327163308
RAET1E,,,,,,,,,,,,,,,-0.003942577067583794,
IL24,,,,,,,,,-0.023605083192093045,,,,,,,-0.032297982543353414
SORBS1,0.020798862967413966,-0.030391725577569625,-0.0062065037487307045,0.03885485675495116,0.018141831405369888,-0.047218035501608795,0.0001942740347516659,0.028130177841433308,0.10111767274766927,-0.012238168456892748,0.10599427791619379,0.0504131680402759,0.017688629750472626,-0.07278537505424759,0.014586180901798368,0.051092859140586804
DLL1,-0.04904873498655163,-0.006651949833849984,-0.031928863234849225,0.00849290751465639,-0.026912982151607454,-0.05404976173762027,-0.014794016099439047,0.1257710277921163,0.07724002291209568,0.03726785483835257,0.03548928636349081,0.020657463251682353,0.03270033855960613,0.016560792342295617,0.05009898639598469,0.033630471856618514
TLN1,0.0046597188918756065,-0.02373381191811187,-0.04508142049096437,0.017285974817303207,-0.05037295161402352,-0.030430233604825215,0.052875003454034786,0.035869084584724764,0.005479796439847747,0.06852482257610125,0.05322995816976855,-0.016803890232505284,0.05724804035500384,0.049737154259410526,-0.0031249571780476693,-0.03305412160797301
COL2A1,0.01951923327441756,-0.006840611757042178,0.007982497626258814,,,-0.017593546533054862,,,,-0.019220189444658586,,,,,-0.014531351013256968,-0.02602827778992138
SHH,,,,,-0.024260836862309183,0.0008889194385135543,0.0586621309612004,,,-0.018343608430123573,,,-0.03469685681367973,,0.00531438148009869,0.06358353631793683
PON2,-0.06408142529679589,0.15167596313038062,0.06899450778374955,-0.002874296408676432,0.0075610573509937145,-0.009162257465115758,-0.004518981829167517,0.03826160113559587,-0.003615965318045301,0.0842192881870268,0.08764787341635301,0.013267894159138743,0.038400028046463724,0.03164700996195142,-0.003609034091799899,0.09452552460384565
ICAM5,,-0.07519382103564264,0.03677883599462425,0.001983020016030055,0.02385917183624344,0.06594723707325044,-0.01343189767990383,0.04620124052197426,0.048317869169470985,-0.03582407639782365,,,,0.020320292824032297,-0.02370848599120041,-0.03349211182602931
HPX,-0.02593111686066506,0.0007275370101357778,0.04404533986026545,,0.014260299599467108,-0.016239565093040982,0.011118954192736384,,-0.010444744606038723,0.03048061771964125,-0.026989336860694452,0.08090149559237028,0.07926662257235628,,0.00978148309004273,0.15380670442503247
SFRP2,,0.05155419916884562,0.05185001855579249,,-0.02891695581550936,-0.017954406711441946,0.05705884886262948,-0.04892213217821395,-0.02329613206076223,0.034649403576354494,,0.08458739683983725,-0.05849390287069582,0.05276752265919055,-0.003382859306374659,-0.011303162725350651
CFC1,,,,,,-0.02744089077195276,-0.020556648905859686,-0.026262247878889408,,,,,,,,0.05310609657701139
CD70,,,0.0015791975408510827,,-0.026001365683318373,,-0.030528076519025213,,-0.001889206108797859,,0.0812416711014698,,,,-0.030964397211756884,-0.040232323388283885
HP,-0.024065930533308758,0.07227179855898214,-0.028125068862338176,,0.06290163022796859,,0.03719173050416358,-0.05926063298126145,,-0.024372760532597102,-0.024096503772205864,-0.014481816373990205,0.08040243821544604,,0.055463908586381665,-0.05858739492861982
CXCL2,0.006076046391637715,-0.029780453524938796,0.04326483599224089,0.04756503188253441,-0.03558393481946434,-0.025098950871763996,0.01814643157258136,-0.06805333713975903,0.016450232957375258,-0.007554117994964738,0.04310151185093047,,0.0011909090287700221,-0.006782531777185734,0.004321239988022932,0.03145715407221008
NPPB,,,-0.025737933985273662,,-0.0025256312338258684,,0.013208711407731685,,,0.032397110503279876,,,,,-0.02058748776379753,
CCK,-0.004413027270683425,-0.0749065533154363,0.060892266743384056,-0.024248866162019662,0.01825053029230305,0.05801700083296002,-0.08119243435351706,-0.019241002505665548,,-0.010070398645131595,,-0.0472900043479041,0.019464325348741016,0.009984442867031451,-0.02670752933328744,-0.02157105975049121
