,UKF243,UKF248,UKF259,UKF266,UKF269,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
ICOSLG,-0.0542640597307155,0.010584687874484326,-0.003836951979708905,0.0023168981031515606,0.10327541457153597,-0.024902967095863694,0.07313393381476666,0.04007859489376234,0.03182132522070774,0.015674063962588965,0.029198940614810074,-0.035011025701113634
WIF1,0.07259288008848841,-0.019750010359333336,,-0.09379043913029812,-0.0673796035538961,,,,,,0.014931535091431927,
NPPC,0.041830986515115784,0.04124310475838516,0.05423892348144711,-0.04232242750690537,-0.012020788241089488,0.052482891961838064,-0.03913372697818144,-0.05522739428468055,-8.192410258934251e-05,0.04265029064976795,0.04026617277528168,
LYZ,0.006183726256826825,-0.0021727424036383047,0.00796562849095326,-0.012182042374408474,0.0438393580196647,-0.11559759835919205,-0.08986954347575654,0.012367847595002878,0.0639302328054474,-0.00971875645368263,0.0216026175842861,0.0332499676709938
EREG,,,,,,,,0.01554223168528277,-0.07646511733132948,,0.0019466115795099906,0.01712551940599837
SPTAN1,-0.03876306730325518,-0.04247191475296955,0.012410966484355818,-0.028454455640286654,-0.002564601408834348,-0.09333844142366586,0.012321187263268257,0.006247029741728258,0.050479798095775394,0.04032801025730606,-0.022662330627824422,0.047614670926777895
PTH2,,,,,,,,,,,0.01445846976738484,
LIPC,0.015519366013449727,-0.021299570878479303,-0.01927175075765505,-0.026799255167907533,0.037790806978649324,-0.02932086657957943,-0.043613586143495885,,,0.06459888122823328,,-0.014782293267958293
COL8A1,-0.012791677269913825,0.020094622081487164,-0.03884410649698017,0.13386467973958902,0.04939290931242549,-0.10676239186370855,-0.05880521949977015,0.022670990428641617,0.024144840931932195,0.06817802774581617,0.0204590512455188,-0.0008034342604589193
GSTM2,-0.07258743641437415,-0.021074670786314174,0.017723186691302083,-0.014613878806052433,0.05181873783603458,-0.05756962725466654,-0.026112845902317286,0.027646668215393605,0.009379752088947464,0.053310745116711404,-0.013362364507352514,-0.0027023241112435537
IL4,,,,,,,-0.012902007935181441,,,,,
SPX,-0.011621839388867794,-0.024406406271142395,0.006234141707237433,0.013265763287696495,-0.03617386296002272,0.04697386468143478,,0.001978120630432064,-0.04104767165036075,0.021974032236847414,-0.013436829103684723,-0.03550308927424507
MFGE8,-0.04749095666731616,0.024095480915064485,-0.02389537876978167,0.10818816302753965,0.024741100168600202,-0.07688046881749763,0.025347610875765505,-0.009730059675803518,0.010063708308037931,-0.012707102982925343,0.02857243385551773,0.06210239211853074
TGFA,-0.013010144607580388,0.003088743063644202,0.03220746976474237,0.018588011279138474,0.07346543710050245,0.03277031555538261,0.015908372810504792,0.021807925164723067,0.044334467317274556,0.04433803579931783,0.03895691319715683,0.005637157076023225
SLIT2,-0.009821961296485405,0.055104487264825315,-0.0029209386479368384,0.08567738660058115,-0.024867617645784094,-0.07372098493308171,-0.005877447795669973,0.031008494497284142,-0.015883189599043942,0.06200418514980193,0.016050379707803875,0.03813417882722985
PLTP,0.012092310830012856,0.017191430565863298,-0.04029916936193089,0.03554649941964134,0.11044204827837036,-0.06129700515375309,0.05861478024149321,0.1275112847593525,0.035013470319442346,0.010496430744574223,-0.010961439169190627,0.006525934073930678
APOD,0.0006178312945752697,0.00254999116925752,0.03824000735322161,-0.07641405011086434,-0.019304149728960458,-0.0190156110137383,-0.06410681748045939,-0.041294435179207695,0.004350771699831582,0.0031690540580314574,-0.0027803493091861984,0.02583037588950705
B2M,0.028914885636267956,-0.007301214052352198,0.001870536810959906,0.0837185299134172,0.11364190957898757,-0.10312305356268037,0.04652619196220326,0.16222217450809734,0.07771401973142311,-0.04026411953908728,0.05880954789979717,0.03331811037147565
OMG,-0.028468292165241115,-0.0066528736718102785,-0.014209634385342354,-0.03082247413939456,-0.03503702296151645,0.04741197224298077,0.20622441897912563,-0.05414912198044128,0.05841628076077652,0.050690682074155634,0.030305649693165588,-0.022743540998053993
CXCL3,0.0382363639591422,-0.01077689603900317,-0.005166713155245405,,-0.016804204184170637,-0.028496945261690707,-0.08449284371049165,0.049981260175409915,-0.012572411278098803,-0.028768438530541812,0.003787462405989686,-0.05934367513038255
CXCL10,0.022518767610845168,-0.025543512040148496,-0.0011882500014333559,-0.02362192311934665,0.07831604185206467,-0.04718150820758137,-0.08985944034217583,0.011668679534083189,0.027376956409436357,-0.03875722315628876,-0.03969336650789869,0.006848555999878247
RSPO3,,-0.02278212867509599,-0.012453784774416901,-0.05736287955158552,-0.021016297742692334,,,-0.0021215931082426407,0.010031626881504923,,0.09475133669311035,-0.0165530624967122
CORT,0.016913390434787106,0.02842161347856841,0.047797372634404506,0.024647841410219442,-0.03637341182174107,,,-0.03579531711747893,0.011302438687524815,,0.040842672820831205,
NCAN,-0.03975115230397037,-0.013692320484373476,-0.04920320896987205,0.016580074143155106,0.03291181681973632,-0.03244894011240749,-0.017960690670144008,0.04645926974171222,0.06200434679780278,0.08132808909454238,-0.04326170245152858,0.020863572679565734
PRG4,-0.0032261195484293735,0.030157431669165142,0.07963279123413375,,-0.01820582369758204,,,0.01400276358978831,0.03693501153368379,,0.03727744502199415,0.01717232732567716
ZG16B,,0.07998149574498188,0.026419954146937378,,-0.01965611234367077,,,,,,,-0.02063988749478085
TGM2,-0.031372516191355525,-0.03682928482851963,-0.01856297202990865,-0.008583493753708172,0.028981460627134303,-0.08101664095681713,0.017342501156098037,-0.006221725262945071,0.016954164995117416,-0.0473720185968985,0.054062274304023474,0.022536656936318792
VEGFC,0.06597995126388062,0.02276896149251833,-0.008427767063088254,-0.0034119949325704417,-0.008389997394915154,-0.047166342026391,0.054445800874490066,0.0025369604604197895,-0.032224741598048,-0.03794604447240999,-0.04614035034354953,0.10981946830678703
WNT6,-0.03290861431191489,-0.01406265132181498,0.05217838870732753,0.024775227889010383,0.13491375133597566,,-0.052866294792593034,-0.005968044889264591,0.008452612699260361,,0.021698079578195806,0.04095869586723023
NRG4,-0.0010478359518599518,0.028432210433988556,0.004284769474785259,0.04640567291322027,-0.02267650836114427,,,,,-0.030470125618957466,-0.028566958315471673,-0.01655306435191558
PMCH,,0.058997760828025075,-0.020727336706644825,,,,,0.03029394604425802,-0.0054085202517322635,,-0.011990054554333348,-0.03569469508898666
COL9A1,0.026211112248925098,0.04037960531551817,0.0028905305287922523,0.16363139100458915,0.019039808248525438,-0.09822192741240168,0.07093403576209087,0.05060814812822187,0.021411774523566313,0.013269663021461167,0.06003298460581877,-0.020974955230744025
GDF11,0.004085828643272286,-0.0012234343330855466,-0.02725876465942167,0.10208529361819625,0.07586151626090903,-0.0706531264954295,-0.06541507836015985,0.05612472486603022,0.04439832081432948,-0.006042301119633532,0.03102136763544792,0.02220873580250491
RAET1E,,,,,,,,,,,,0.11836239362504575
IL24,,,,,,,,-0.035469737620562804,-0.032532443934177264,,,
SORBS1,0.07319921081536043,-0.006045464733846992,-0.005390082707163189,8.54621443776953e-05,0.00795306259478306,0.06427021342359873,0.13465967340170185,0.01462097466654469,-0.010076630919103637,0.0806459557668274,0.025811644881979328,0.04904029337888167
DLL1,-0.04430118747427233,0.04956666317899373,0.01982718922043464,0.09076395309134497,-0.0016949680953255457,-0.05553216558148724,-0.06023864895638596,-0.01570016719983733,-0.014096183251844854,0.027435350457546977,0.016655280837155964,-0.006358588709362189
TLN1,0.010556815123368897,-0.01919875568293625,-0.0311164911243274,0.10632987561413712,0.027258868414150615,-0.08186530671389716,0.06417540414685403,0.01142447658704161,0.03472747457417816,-0.020256205611398636,-0.02520010076440886,0.02419381137108984
COL2A1,-0.02510261143569869,-0.009989635445416355,,0.15902041000024825,-0.01680420990282756,,,0.029473543477334257,-0.015535691173530958,,-0.013715099676728137,-0.024090300713356796
SHH,,,-0.01277272916294186,0.084417452709906,-0.013210150801902668,-0.0671702356753253,0.005677331753835029,-0.042061107342511755,0.03295079889990692,0.05008739797111657,0.11061393431899627,-0.05766813431500526
PON2,-0.04953732605174936,0.009370965121446433,-0.03668151914877645,0.005187061780243858,0.10529070924697541,-0.015699835739603023,0.016901578727785298,0.03855015181067484,-0.0052885616755600495,0.007194039429836459,-0.04578739808396722,-0.018014872791536816
ICAM5,-0.0263271867480634,0.0879948440134232,0.009401158933771334,-0.03917571011951879,-0.03283706830578035,,,-0.01647361845853029,0.004847105168134351,,0.04594579642130631,0.01071620617609519
HPX,-0.039974284714545186,0.07910000279020231,-0.02200088047766596,0.06685134907209735,0.08633136098251906,-0.028496930352701396,-0.01978869137356525,-0.01887892788594628,0.025274462694851802,0.024790554397960633,0.0060813517643735346,0.004984616801525017
SFRP2,-0.032682147579884586,-0.022297927097808586,-0.014546754337715604,0.010880320767688845,-0.013411321504052928,-0.0449726993792044,-0.014671509598753227,0.0802759568530832,0.09023921696416147,-0.000530178661985326,0.020657042034498016,0.020313087161712824
CFC1,,,,0.04607235696276345,,,,,,,,
CD70,,-0.004079903321572431,0.021831833338180943,,,,,0.011836004370248988,-0.026536968334013443,,0.034629769243686014,0.07429465728138786
HP,-0.03860781937067701,-0.009557695576512357,-0.03219439088168535,,0.01614061466517398,0.05227972641612564,0.009700164404149631,0.14280270652724034,0.08229102499502336,-0.039024385642560055,0.027532858934173794,-0.024761573790835874
CXCL2,0.10537405234728021,-0.0352519320788276,-0.03018937531114948,0.09487699033561217,0.017840207866882632,-0.05114603563924874,0.036961736917714906,0.009136090836600119,-0.04953836991289119,0.09235822418585223,-0.005661268215733739,-0.025650447113558947
NPPB,,-0.021637026243704505,-0.038091073868208564,,,,,-0.011354045621363718,0.034570730294143925,,-0.010785837143094727,-0.016791240266592986
CCK,0.01869766239179598,0.00048544451981145714,0.0335604143029715,-0.11534227700827865,-0.07811670630744005,-0.0293208902455327,,-0.020793447478640283,0.020245034976710343,0.06543384054745648,0.03483725834711628,-0.0020057110572726257
SEMA6A,-0.06352128693075153,0.01924044147780026,0.007954141565042944,0.06517003108811001,0.06409253565597625,-0.021595558435698513,0.0720974054974904,0.024593424429737974,0.11067776944783336,0.00011944919753447328,0.023120585890810386,-0.003955225308735476
IRAK4,-0.016390634105795183,-0.014001118317646109,0.017816073274104498,0.0944224976423285,0.032600074944734665,-0.0003890471126276183,7.156970442734781e-05,0.03159853665846801,0.060284628789436,0.038323230620883865,-0.05001680729859619,-0.009248363838225878
GSTP1,-0.13020538286062838,-0.008171667959277665,-0.05318360134649701,0.11686290195868666,0.07797332320650799,0.12824801382460735,-0.0016583379306748206,-0.03284794342850526,0.056292836748138626,-0.006904724716932328,0.030974050747938506,-0.11920744965029134
VCAM1,0.07141046635473948,0.0192311410230731,-0.0503331508153369,-0.005712361431790944,0.08027936635110552,-0.06295623083494939,-0.04396459754776023,0.05533873164053717,0.002063183235928743,0.00813696587120372,0.014907616415859259,-0.036799572923174984
NXPH3,0.05042063030785668,0.07745320454595385,0.02236318291049007,0.09695249389521503,0.08129929591310281,-0.045418949123121374,-0.04763301275313069,-0.022508143983317037,0.05322560471897293,0.06948619811450317,0.040253080165256874,-0.05843910203782441
MTMR4,0.0007567004750677058,0.0019068707658683975,0.052977512395942096,0.02835408173128904,-0.0014088997207292227,-0.07723221039631624,0.004246375015138668,-0.0005320618133294937,0.05148100474440201,-0.041306825219861995,-0.02321649129863622,0.08369442096712598
LAMC2,0.029537910126249945,0.04332612877707427,0.012399684319073411,0.14232471000350705,,,,-0.0035078034399692623,0.03851327482350597,0.056363756643441225,-0.02598090486166423,0.03328908936104463
IL10,0.03426181737881918,-0.01563621297442006,-0.013830120104790462,,-0.02205087536614724,0.0525382561540737,0.06945797793085161,-0.016257155798690793,0.06918113065068107,0.06579700190283075,-0.02455902131300783,0.05355761554851805
SEMA4D,-0.03939944034675288,-0.024246411901076965,-0.029228062076968448,-0.06393774924379751,-0.06241840574130682,0.0723433198735454,0.06692187715950396,-0.05507674690752268,0.10355647964495984,0.0602021378543026,-0.0022292199016103326,0.05497120900382695
TRH,-0.043704656507052374,0.02255189176832552,0.04058744048938545,0.013036981651765667,0.05558659549417261,-0.07969002591238641,-0.023909014962490815,0.021242143109048428,0.0407897939833153,-0.04894395341692183,0.05664844730464523,-0.01880731514390791
SEMA6D,-0.01955658490290763,0.055411213021685966,-0.007779700147309943,0.09303317218746847,0.05115726606014325,-0.05307422647734658,-0.05352903185963847,0.05837085672043536,-0.011837010673354211,0.02529686085955274,0.008986083682022533,-0.07027065377404193
CEL,,,,,,,-0.05340084542742167,0.046148459538789724,0.02318292755539245,0.09826178522810226,-0.041475460600043895,0.016739479132939244
PDCD1LG2,-0.06166604380870164,-0.000421357522584474,0.002806822533022837,0.025433803527757832,0.05259180028795966,-0.032285822581343826,0.08547579018808758,0.07547362491518757,0.034629453957798206,0.08143438635224799,0.03849976844549069,-0.02854634107770841
SPINT1,0.055974300091786396,-0.03445886489461839,-0.018927559464999594,-0.022060212887404593,0.0612799332201895,0.02042562185411164,-0.031488460973071015,0.05233484038370066,0.03295355247404545,0.013594813846565919,-0.009118681283427993,0.022455893880543736
CTHRC1,-0.05388550888995756,0.014551536377883478,-0.002314020671688669,0.14044230851157943,0.04930584096476106,-0.08428258383823915,0.07251562699341553,0.0060342184718176865,0.04643760224970894,-0.0005343685554206875,0.08245015483246863,0.06165963062965638
PODXL,0.02266074834492205,-0.018015288790272897,0.005461068986747024,0.049080211423106576,0.09102655392835016,-0.1551145133361968,0.1186973664486732,0.13479716827756355,0.07588205999458832,0.030646963256171698,-0.016169758041055405,0.0453740739461441
JAM3,0.01710437407851911,-0.016239982167825556,0.02935666673317,0.057023080410393036,0.06240690457537162,0.05474529770926447,0.09316206052593429,0.1297876608847265,0.06772533834531813,0.0022369935260034765,-0.05340155119153372,-0.07043800567416561
TGFB2,0.07429878026585403,-0.0042089929053694885,0.03526647278803749,0.07510377095065314,0.08937359894495166,-0.05050067138383858,0.029734592395384424,0.036022905814822835,0.05086757680921616,0.02207286270996067,0.013552406011928659,0.02760866849760249
COL18A1,-0.014062113408527662,0.001581316559049201,-0.012214953430223559,0.10651462308323184,0.061276992773139506,-0.08893727804766875,0.09183336334394378,-0.07207104550123351,-0.06032532851514028,-0.0013119098314829034,0.07251556938870665,0.050533947312063586
NODAL,,-0.0042977997001916205,0.01033976996489863,0.0859862896562877,-0.03383462026967974,-0.09337094389981863,0.0443347742002484,-0.01776873121214947,0.0038583178368949305,0.0725530907641516,0.08302591497735785,-0.025739521102036735
INHBB,0.04557366434319549,-0.03808474594634686,0.04845624233751498,0.0502278263227517,0.07108487734749858,-0.06961540826704751,0.03180784776480035,0.05871015928282016,-0.026999357969346317,0.09145090331929283,0.013621297778106025,-0.05182153988620305
LCN1,,0.02311490277138822,,,-0.014746668919702182,-0.03764964765833088,,0.04890818207130912,-0.037949868558841096,,,-0.019018980734418097
ARF4,0.006668916138423497,-0.050138994855908905,0.012781388104218297,0.06730037219130057,0.0991366102292743,-0.05507597538990363,0.015391233377948349,-0.013778644571957531,0.003756170514387874,-0.025871898601290882,-0.007024359504125729,0.03991970823015245
CXCL14,0.09518322661540342,0.007450376580669313,0.04123634772018588,-0.07104527177748649,0.004438491849572569,-0.13796876679710668,-0.010746585739270828,0.10301011276040088,0.00782885582472683,0.012097884065501663,-0.029596895404186016,0.03411680229345962
