,UKF248,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH881inf,ZH916bulk
IL15,-0.04988985335640371,-0.049568397360596074,0.05890396966540268,0.048654828088258294,0.013130302514238133,-0.059589699155797766,0.014112935425332577,-0.02959040034544796,-0.06472583608437843
BSG,0.06737409246400845,-0.07898716747894652,0.017331226123138053,-0.04022670934133329,-0.03184719883983495,0.2308728126317084,-0.13526746803804338,0.03663978965168632,-0.0334647943497902
ADAMTS3,-0.03529621050808636,-0.04770016384478282,-0.012166670179967616,0.001395847587401047,-0.011785905576551509,0.0010043504534529327,0.021149087274181643,-0.03402030474828465,0.011802382074589642
CD34,-0.003440435013411593,0.051374038991151824,-0.019530675563375205,0.019561428874033355,0.028654128422717775,-0.024785048071798585,-0.02280147185762131,-0.06497769696782311,0.002782266831162054
PLAT,-0.019292928907643347,-0.006899636411318335,-0.08619413203433794,-0.012605971994346859,-0.028625777252571108,0.03352583814210344,-0.10442721531358083,0.0493493089378267,0.004273798774701766
NTF3,,,,,0.027067483674129342,,,,
LTA,,,,-0.011587553160305459,,,-0.03060018186288722,,
CKLF,-0.03028152062349764,-0.021803220757848445,-0.02239535761201797,-0.017445688565597493,0.013879839572466579,-0.12955138753282727,-0.09944353663904087,-0.0825845016811328,-0.046262661932043966
CD24,-0.0505069881868802,0.028899749342492117,-0.0649259385328589,0.06504165574757462,0.104322666157632,-0.0007335998403208811,0.0645433216160084,0.014220183378728777,-0.008771978363365098
HSP90AA1,0.006007451400801581,0.02037322759405312,0.10036873695568219,0.03208904299409277,-0.030180022070433726,0.23088483324746617,0.19660085641822786,0.02486089601934892,0.05854085904407913
BMP4,-0.040760973739030974,0.005871255553019219,-0.05495990366026957,-0.03323646746246828,0.04918208434076992,0.061338843130204275,-0.026074515469382897,,-0.0009033970013724957
SCGB3A1,0.07279024237684209,-0.015573890472054598,-0.037034050628678046,,-0.03376458401639463,-0.004771820544927758,0.17289329696965347,,-0.04676033236659181
IGFBP4,-0.09333018164967358,-0.013807691702152108,-0.11137567906950525,-0.043403589082450386,0.002567133440130066,-0.009508465683814485,-0.057132699947538695,0.04236008476122874,-0.04574180147769962
RSPO4,,0.0019738823071165147,,-0.013477029757715937,0.024762633466200848,,-0.04244726968642333,,0.003266289989875229
LEFTY2,-0.0424383299391246,-0.027899670043616452,-0.03109096649488704,0.013646216192225155,-0.04556201010242457,-0.029178039208229534,-0.03777558277809257,-0.045816459748559385,0.011225078665755244
PF4,0.024523656163994132,,,,,,,,-0.017979972734909658
ANGPTL2,-0.07064377212066683,-0.02365939461753705,-0.10564619094239681,0.026381071563359417,0.03772064139471219,-0.0813936595633041,-0.16847105839050233,0.009848024584284312,0.022767908681783657
LRIG2,-0.01756150048970997,-0.05605174083763893,-0.02791948783491136,-0.0033151812865979354,0.05118852384959139,0.08644963502434252,-0.033700420828505696,-0.08149532779063132,-0.005879034609292557
ICOSLG,-0.01777785351017689,-0.014709799578947061,-0.01930746078762401,0.018552670457977313,-0.014802234640039177,-0.10884039884099139,-0.04777767472029055,0.09942386590776191,-0.001044963781864226
WIF1,0.14114284457619625,0.020364281239439976,0.15409666900648833,0.01610235142501484,-0.021321948387289135,0.13986641656123786,0.27502049441757387,0.10993670613471863,-0.044747124157493025
NPPC,0.1248635892155186,-0.031355655764951355,-0.018832869769957038,0.0511752820394562,0.026658590232554274,0.06069828624232779,-0.10517560142041898,0.029718393578697384,0.044797559028705906
LYZ,-0.028635546950933084,0.024825628954436768,0.08929479359110704,0.027838965220910443,0.006506436745979708,-0.11133764253737433,-0.053723827590656886,-0.060265299787651515,0.02518848688295028
EREG,,0.03132807483441481,,,,0.04832630769261606,,,-0.0389835762551181
SPTAN1,0.06845011795228419,0.043227409047114994,0.030215649338123606,0.020852801872880546,0.027712719011129466,0.21348311679598236,0.16572221642041618,0.0511976531967884,0.09112307918383963
LIPC,-0.0027960463326730826,-0.017402566065010866,-0.03657008850307115,0.14735685071487511,,0.03217740185697987,-0.009724872367830715,,-0.03214995526503028
COL8A1,-0.06504143242376825,-0.02206113378165867,-0.0914424763794992,-0.005159263922390249,0.05308058433277556,-0.05910101068953528,-0.09601042648440263,-0.06381891837371795,-0.09151090479308896
GSTM2,-0.020426127748162746,0.03776654105284842,-0.008983831758557386,0.03306158234313191,-0.02834447906557998,-0.051615066060801934,-0.06138337449537437,-0.05305266786264634,0.09007521848179806
SPX,-0.021020550004003234,0.005882419866105024,0.03907919272709706,0.023612592549708697,0.014132937402589146,0.05787712462893642,0.19331954137394616,-0.011565034340625247,0.0576332313244484
MFGE8,-0.08625741924397383,4.927976826233015e-05,0.0032431102277854108,0.056301440329197434,-0.014057237185062724,0.14258969381684342,-0.03323294709868272,0.05013972848737295,-0.12979237690028225
TGFA,0.014894223805574978,-0.045329647303916254,-0.04925264088932188,-0.03227330531068674,-0.023326810619852534,-0.06503572578234912,-0.030788481632176935,0.17424978086514978,-0.0487928358766127
SLIT2,-0.018817050027973053,0.05514503189899423,0.018138401034150382,0.03232532360593824,0.07571837388823499,0.10246441645149339,0.19120054075228884,-0.047886091003867766,0.009274364155030593
PLTP,0.02750985883037032,0.09801261819602822,-0.05241521565185317,-0.016585340803313624,0.1075275449805755,-0.19211029597550439,-0.0011867611852032804,-0.10169680901370405,0.012256853576265622
APOD,0.03891594176557731,-0.059622313573647695,-0.06133474544178499,-0.009383942338892318,0.00047222380267755,-0.13948909191615919,0.1229525336199528,-0.028813368580226074,0.007820942348334732
B2M,-0.11739726329034086,0.10518392935611177,-0.13551684746880605,0.0678962895915693,0.11628344959796529,-0.24373120604784318,-0.21267960374522835,-0.06429192989473533,0.015079237358035805
OMG,0.07056246162279624,-0.01676397364789263,0.04839592204114677,0.09033919254444944,-0.04754777643581747,-0.05828658465746368,0.1770590482773202,0.0003596267032638253,0.0907383217996583
CXCL3,-0.04041837185824992,-0.017537274269559297,,-0.04438190164704376,-0.031217183654770185,0.03616602191886046,-0.02203767221772272,-0.041268568266866264,-0.05588109749558423
CXCL10,-0.033020481961379355,-0.0052852302606518535,-0.03965581694582109,0.00016890895327140398,0.006924883238833499,-0.057177358092392334,-0.015406872487090658,,0.10545835704071917
RSPO3,0.04221755470328028,0.12669536117053898,0.06812393605640561,0.051327715680617066,0.005433263006601938,0.09142940637350198,0.11470515672054189,0.09507757575938475,0.1387413085992328
CORT,-0.003655577473392942,-0.021120628427941025,0.005756291580296483,0.05613954067828473,-0.0019118438559164806,-0.030308687662776158,0.08443190298607225,0.07691756938145432,
NCAN,0.008194877217715934,-0.018819101079214338,-0.01918830280772449,-0.0583151915952761,-0.013991153729151763,0.09882803756833047,-0.11890178824097947,0.03227720192267922,0.09639019944398541
PRG4,-0.0237283514869585,-0.012460167141817457,,-0.001400140458945174,,,0.025047946915560053,,-0.04712933612218222
ZG16B,-0.02187943584527819,,,-0.009207362886350112,,,,,-0.028886560857809655
TGM2,-0.04661510208130929,0.010271877202677356,0.0359330654947686,0.0013827138712279728,0.006654293478422213,-0.04609026472568916,0.0522927905459846,-0.08126292346576287,-0.051186824748713576
VEGFC,-0.030127862788574655,-0.01918032613152962,-0.052536442964423634,0.06846384353313362,0.0183356290880596,0.04018770435436774,-0.027477669230069893,,-0.0037099026139633066
WNT6,-0.025457586999387757,0.06641518282433266,0.03324946292478013,0.035593717514331796,,,0.035720903158291184,,-0.02984848395974502
NRG4,-0.014532167736073357,-0.017747878645850354,-0.01605125896421967,0.014547828450414638,-0.008898572720468562,0.06363731812410821,0.07715589502001319,,0.016067031441232272
PMCH,-0.01674910537790167,,,-0.013477029107303687,,,,,-0.017479495978980415
COL9A1,-0.04389128158067308,-0.026926715056549283,-0.10060685365602562,-0.024676935075396696,0.01790315824039725,-0.02844187006306673,-0.026847988304698346,,-0.00849659370628616
GDF11,-0.008339883350839246,-0.01708412034206979,-0.10146906046024089,-0.028284221652992714,-0.033787632084000103,0.03310462957602719,-0.0513423347033938,-0.002543742351471325,-0.010908637135794211
IL24,,,,,,,,,-0.028637044993261855
SORBS1,0.010939322742372772,0.0467752570061025,0.07353896719934169,0.01653516342542176,0.008902714011482647,0.006090976895347792,0.015065914130143103,-0.051637974380548124,0.09715294136980757
DLL1,-0.06013741209935223,-0.06655052051208647,-0.024303896177400298,0.0344669839184144,-0.0057108264014337886,0.04203238687645227,-0.024771584002489893,-0.05664495587061199,-0.00011802674009073365
TLN1,-0.0801995964149832,-0.02703852707934534,-0.06402150009005253,-0.018627729617484424,0.05349788623036009,-0.10887035020681349,-0.15160739215725283,-0.07072975926250397,-0.07722361612385795
COL2A1,0.02272153834299369,-0.011128819487355552,-0.03223816584412881,,,,-0.02237276170156831,,-0.040441265798359126
SHH,,-0.0029421475791038326,-0.03518808792671113,0.07001887612250257,-0.019949827155510372,,0.04502773261144907,,0.08207075229300323
PON2,-0.007885239602460396,-0.04547789879943854,-0.013549907246300357,-0.0327858910276135,0.07054490236816485,-0.11183371232163929,-0.1072910406501687,-0.09797641705999727,0.025006601401558994
ICAM5,0.03258426634502494,0.007412233895638964,0.028535073903441233,-0.029917175331911218,0.01876121648875086,0.1639751759506913,0.16159502120487668,-0.024937645336773492,-0.025716686366802976
HPX,-0.03942684531318781,-0.020303943041412892,-0.02975714940261543,-0.018068879011719927,0.048665312112925595,,-0.040690780144772176,,-0.06431303312208697
SFRP2,-0.02097700037964458,,0.010400141158107381,0.05838984340985412,0.005336125332167878,-0.013841228358772476,-0.0008972347621663666,-0.05106094846025675,-0.0015199963241626963
CFC1,,,0.09343813360508582,-0.011587553860601155,,0.09505183105176462,,,-0.039718411726561466
CD70,-0.038324460451317474,,,-0.021614845126211788,,,,,-0.07885471131079888
HP,0.051890498909796454,0.12933964505821946,,0.0720737243039838,0.038880372352553344,0.0017269394292450644,0.0042502979601957095,,-0.025260048882406714
CXCL2,-0.006244996985387433,-0.02440769438724144,-0.037800004819999906,-0.002318843452026206,-0.025206884051193937,-0.04869558620763708,-0.03393343403294267,-0.01947754946950613,-0.1375226111132099
NPPB,-0.020355251218539323,,,-0.010146533410954308,,,-0.014314724795327688,,
CCK,0.07087989869520567,0.024978628996163273,0.11634656822329874,0.05015357501953778,-0.04165521013335469,0.25125223345879466,0.20883218933611167,0.010008849838905147,0.1345229691679195
SEMA6A,-0.024139836228965213,0.0313313599184216,-0.061873533373708905,-0.011684292011458354,0.056514351959696674,-0.07803812615795987,-0.1346687202200782,0.033728668718120046,-0.010371807843467713
IRAK4,0.0012116206417741027,0.03201074889355215,-0.03547149327746583,-0.028932529540932502,0.004905099897133746,-0.008165539791198967,-0.03250636300162236,0.006484699058857486,-0.10840211806536926
GSTP1,-0.07501305796775402,0.029189167016095672,-0.12882445213302068,-0.0007214680689420684,0.043657166389305516,-0.15075077067876125,-0.09970084487636116,-0.04220770719343586,-0.008240027109128138
VCAM1,-0.07195803517826932,0.028030061393387148,-0.0788449454364145,-0.005762879040031795,0.022291903650109735,-0.030849788504929244,-0.04201322899152971,0.038554151851045375,-0.01813612801334991
NXPH3,0.046598902353713875,-0.004519040051487015,-0.08547777152158298,0.013930956477235008,0.021537300597106093,0.05227746224214491,0.007377287147579783,0.11325791571421431,0.014788587556156672
MTMR4,0.01523411512399111,-0.007050044756095179,-0.053623024075448854,0.03773597430397868,-0.0727487418159022,0.06253247782491132,0.06759724592701116,0.059895317148665056,0.0783307537653417
LAMC2,-0.015976743797073426,,0.018023253650018153,0.008804909447706216,,,,,0.02897856550713293
IL10,-0.03375710352344592,0.09972177085321719,,0.041584758516725474,,-0.04574832974546184,-0.024596422268110287,,-0.0030699779504054
SEMA4D,0.051441858665334794,-0.016883164928841263,-0.054359220712300406,0.050939872701485575,-0.013372658448946603,-0.13420807315152306,0.02337711194774109,0.09465285360664866,0.0295573176867802
TRH,-0.03806524895810212,0.21723471552351298,-0.02523753144465024,0.0293287131817468,,-0.012551115864932103,-0.06475894740451832,-0.03112853489710246,0.01293167429668694
SEMA6D,0.07306448220862881,0.001464340320489814,-0.1258934923860688,-0.03137983615882964,0.04026765868954397,0.0104825838065984,-0.07190847312441377,-0.065318974864767,0.025003800673441153
CEL,,-0.021606370196688283,,,,,,,0.045304739063665604
PDCD1LG2,-0.0013075610840517086,-0.024349938083329494,-0.02863223878693848,-0.008562222118020286,-0.0061313113723873705,-0.053282291495887105,-0.008358176191936196,,-0.006222265892730231
SPINT1,0.059747456319304525,0.03385654993859574,0.016041355482875403,0.0298784510329811,-0.025381149484212853,-0.03253013897296384,0.06944268877577776,,-0.07406162900538721
CTHRC1,-0.049683893667447326,0.06430705226243118,-0.12614222257363683,0.0029340323222751146,-0.012645178802483299,-0.053747879025376824,-0.03446996533111284,,0.01513738184967337
PODXL,-0.06993476170095783,0.02212543643142304,-0.06435349555604807,-0.05606072997951628,0.032253594388199004,0.041837586205446996,-0.0022235942485379664,-0.0450746838999146,-0.023680468099146323
JAM3,-0.04367488092455069,0.07475932353307171,-0.06265661759595383,-0.006432368392780266,-0.023290084284271748,-0.17411651979222423,-0.09340017665312167,0.0458319561699975,-0.03940326551380244
TGFB2,-0.052807779048191394,0.07926476435326624,0.028425323180891145,-0.07633927503607435,0.03604111244441914,0.06738618373758397,-0.06418671136433281,-0.028994257286274847,0.014270416815544418
COL18A1,-0.03476004007846065,-0.005424032619725235,-0.08196051732262029,-0.0447971077852853,0.04685972294254015,-0.07627213520766891,-0.07904115630854244,0.01016239668401325,0.046437140205806735
NODAL,-0.011896439686828986,0.04272423384322872,-0.017297216828525374,,,,-0.03777557855247893,,0.045444157221407426
INHBB,0.11224404964246981,0.03549781067658126,0.020054064781968476,0.03702030029202824,0.027084999624879823,-0.0159179610377918,-0.059928557555596465,-0.07958927848775467,0.0326641744502999
LCN1,-0.015976747391905834,,,,,,,,-0.014101100491123304
ARF4,-0.0431336318952825,-0.055835960221229976,-0.033852466326976034,-0.04281549721769272,0.007921267986320887,-0.023719941253549814,-0.14817858500968334,0.05650969498554722,-0.038002444842974006
CXCL14,-0.03816567178401281,0.06360336698124036,0.12767535040656014,-0.021715912493458184,0.02082459311659202,0.06448707390951504,0.13942147808208682,-0.08429157907619858,-0.004737912364196347
LIF,-0.051504542708442895,-0.001107260730785801,-0.03612187330902132,-0.036682030277019925,0.011870803887019558,-0.060177591617483574,-0.04550631900380628,-0.01671280245413915,-0.10166150126426941
IL17B,,,,,,,,,-0.034279427831527064
MMP1,-0.022026584547827025,-0.010951599733792507,,,,,,,-0.036775718794263404
MATN1,-0.020977003238264413,,0.09823170598677375,-0.01027396591417201,,,-0.022372758917385167,,-0.03123918680140498
ADAM28,-0.04343671021747863,0.02698899453205734,-0.004200860176847615,0.009622999607663033,-0.04184240912404633,-0.1321785384915327,-0.03278000521940113,0.024546733781304272,-0.023726242355925353
TCN2,-0.015103756905275876,0.03781536022329092,-0.05441593198273021,-0.015770605864063085,-0.0059115593553325995,-0.005884535555684692,0.03074476985071198,-0.09807980648666638,0.010714590706073165
THPO,-0.027333903779131124,,0.004960493438202714,0.005936073695771931,-0.044657879546810914,0.10334924248703446,0.06789903137663388,,-0.03469869875754501
CUBN,-0.02125801001645467,0.012035866247961206,-0.06203578831828814,0.08333294952605921,0.0419203608003268,-0.03363208129203827,0.00021956332400635794,-0.03883892905138362,0.04849512373080105
TIMP3,0.0016180724836670332,-0.005281642865568355,0.04226526935762367,0.0592745220457304,-0.049264695295995066,0.09383209468119745,0.05056997947789486,-0.06664253143361645,0.008454244706757772
PIGF,-0.006680578322983325,0.04408945878032717,-0.09786816498142714,0.02596103321022319,0.0002821445119361456,0.014828650909637293,-0.0297136785657228,-0.06129689349386173,-0.03217837892859949
CRH,-0.018718661737316546,0.11714069715150874,0.047848025810250015,-0.016173620565533422,-0.009739569549783583,0.04994968490687767,0.07349561681644715,-0.036277286884203466,0.07328300416775448
BDNF,-0.008027695434147103,-0.009560259917121706,0.095495718147713,-0.03483335129308092,0.01667197772651414,-0.0043428664664244745,0.014649435254283595,-0.00236636022856623,-0.1195668892694384
CCL5,0.01611986767368001,0.04535869285040008,-0.024576093220439754,0.005208519117248804,-0.02435188213331656,-0.09821717471832206,-0.006547508705479436,-0.04471335690029935,-0.023485895752724258
GAD1,0.08696483428288199,0.03217198898947632,0.12004515770308315,-0.05353063729766919,-0.11625964914848035,0.24552645063358206,0.22478919776569672,0.0884900213378604,0.1196189737839404
COL14A1,0.008958753420570632,0.1482602437820436,-0.03669011957003918,0.0036681239184794103,-0.011413735346529853,-0.09472457011234926,-0.06546415490753472,,-0.10393077701443663
HLA-A,-0.09094989222413936,-0.021714175878630712,-0.11550267910390277,0.04478522614119284,0.06324154915163663,-0.2268161532834398,-0.18344258985447745,-0.04126256530835525,-0.03766891107853118
CD5L,0.05544920321512331,,,,,0.010040244790306395,,,
FGF18,-0.0169370036265505,-0.015184277166656757,0.0373627659368205,-0.01100895923966196,,,,,-0.03085803080548854
ADM,0.013133406117249493,-0.02999541682474995,-0.074100987945496,-0.035770705640902116,0.04433057382426242,0.00921003845147996,-0.15901507797280512,-0.07790745633087684,-0.18192480869511
CCL15,-0.0312304254177205,,,,-0.041964937574884696,,,,
GNAI2,-0.03199105614687904,0.014038755413998513,-0.06437634592877294,-0.01967735148632868,0.024747392334574375,-0.1741560790704643,-0.07330557083928324,0.006225316004699771,0.026119096290002777
HDC,,,,,0.0096925036111432,,,,-0.031239172653472935
COL11A1,-0.05565984813375974,-0.06855301835319735,-0.12140578257706128,-0.02102589664355989,0.03095289539126642,0.10807182188507883,-0.06741071758248218,,-0.006032270458714434
NUCB2,-0.02058426901546423,-0.020643474055559857,0.011750546225882594,0.010056951248282407,0.016030182073317783,0.04034070506039702,-0.04565257701310841,-0.03546355376385799,-0.032530376280874386
FGF16,,,,,,,,,0.084623879711963
CXCL1,0.02197933355106509,0.047607366926563296,,0.025541614926085615,0.011842100337874051,-0.028179104026103543,-0.01890978543682039,-0.05563072029793691,-0.07957718550307223
VCAN,0.0290301705230388,-0.10430878443144208,-0.1355175311667378,-0.005491340353400846,0.012362006768141875,0.030888909627771327,-0.17095186034784982,-0.044762816513373806,-0.020211237104426773
MMP7,-0.05257275490287843,,0.04660820649218922,-0.01014653335551743,0.05851078366294937,-0.03668730006898337,-0.03457938217906489,,-0.036858281169857496
PTPN6,0.03633964122279528,-0.009859307137357142,-0.006911901664511698,0.05340897644044561,0.052864502837482744,-0.021456198520255244,0.019843710829630917,-0.017394168222785875,-0.0762437116855573
PTGS2,-0.03356687441505614,-0.016729303945818563,-0.02839016649620241,0.027221361355453652,0.030265922747666235,-0.009040283826990545,0.012205272255633885,0.051530657512864064,-0.06267114574110276
XCL1,-0.02051230286853042,0.11245309172931998,,-0.016665301388947333,,0.047639063878409146,,,0.01012370389982305
CD58,-0.0430037125924062,0.04441574403261495,-0.04583156848522316,0.05104866805966825,-0.017292465304833724,0.0025897401774804545,-0.022403407919250024,-0.007895966165491469,0.0023554695822056836
TNFSF14,0.048267548746071524,0.002828879182816476,,-0.026873552149433776,0.005324740874558911,-0.04692317772270735,,0.017329624580764705,0.07854944202254129
CNTN4,0.04694915511705052,0.02716973251739903,0.061059427697276625,0.03536757106304156,-0.022058482869439858,0.2133893723956829,0.1432311836484879,0.14246811759446776,0.0409221289141009
INSL3,-0.01837523763957396,,,-0.011700020127453891,,,,,
BTLA,,0.07675156499159733,,,0.04516341792993004,,,,
MFNG,-0.01531286489664328,0.030327300656451346,-0.09271727740130185,-0.045313379052494634,0.03589729094488483,-0.06672308873887094,-0.027654546735559195,0.03955484286382921,-0.04264701799586252
ICAM1,-0.0543233538572223,0.010836013165851505,-0.09422542616973635,-0.005508186916132411,-0.052100176925946116,-0.07101852821703122,-0.009586519471231016,0.006583240802316387,-0.12218576905412645
PROS1,-0.08046513002931678,0.050187143541021634,-0.08849137509060864,0.006341209068047794,-0.0025344510035109815,-0.09067340741298077,-0.026858419471647806,-0.07136205887780621,-0.04954843477333377
CLCF1,-0.0536608413956113,0.06852023785570455,-0.033578878960544074,0.027369699534456438,0.013622193862579879,-0.0332207580422889,0.026875369931920724,0.001768091182690307,-0.06951057548946908
PSAP,0.03412865721042967,0.03887579529203233,0.11454451627953106,0.054638443217267484,-0.007192525801370457,-0.06536889650292828,0.15569340051161915,-0.01826742634383689,0.034574132102880066
EFEMP1,-0.05869786557788895,0.07953684845543774,-0.03825796890855068,0.06085184926661133,0.07212098179524087,-0.17092389890948603,-0.08937327949619113,-0.11761059092912639,-0.013623496638497526
C1QTNF1,-0.033536548372652554,0.001935090207524594,-0.03302382703830416,-0.0035187276386503107,-0.015112889857446302,0.023923825387780494,-0.04542364788665578,-0.04954039166746022,-0.030420999902593525
ALB,0.022336227067344047,0.04665162349602323,-0.02281885496760859,-0.012773353247693884,-0.03274037525791113,-0.07453109260772736,0.010468903224014671,-0.0384218260303207,-0.020656503732672787
EFNA3,0.023874971363840723,-0.025137446656584937,0.0838598465262527,-0.006594970375681505,-0.07461108542085405,0.19462206574809593,0.028105869499665117,-0.07468951038112562,0.055258570248634224
DRAXIN,-0.0021800926821885216,0.0012193424482131864,-0.05419999772138515,-0.03204794446801727,-0.0387219166262074,0.01617144761653607,-0.04821197513216573,-0.07467187244735443,0.04414389362650453
RAET1L,-0.014314488579459333,,,,-0.026139947535545476,,,,
NPTX2,-0.0185208954580465,-0.009497881464718066,0.1359451969240211,-0.0386429029175867,-0.023888382329114524,-0.04838402652213834,-0.06585042494360717,0.11784236521851567,-0.04366818908716308
