,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH881T1,ZH916T1
SCGB3A1,,-0.02376387605212702,-0.03337282337678296,,-0.016836738756424167,,,-0.009213552400537131,-0.02391245591364894,-0.027150883294092064,0.049281668105511524,-0.029336026367359477,0.002965361459437733
IGFBP4,0.09233993243785997,-0.06124379986416409,0.02897263115349416,0.0088511082989976,0.07178897988570736,0.0029009300463457444,0.021143110066882305,-0.005883760976645213,0.03413408316796607,0.030655745602777788,0.06839984686142764,-0.05641573809396988,0.00929287768559025
RSPO4,0.006859805833318463,,,-0.03287036686525403,-0.019432333423726002,,-0.017854480654441195,-0.009213551052846667,,0.025763818765216644,,0.05369352814001828,0.1533031849728982
LEFTY2,0.10058375723480142,-0.013743406415924428,-0.009551937206436684,-0.004261698426097811,-0.03016198532779541,0.0009919205160174788,0.04888865699422206,-0.010102771413651606,-0.02587831019804451,0.06400531040584725,0.0009276394544710702,-0.026867623554382915,0.022958363429652972
PF4,,-0.024651206743995534,,-0.01461839530183738,,,,,,,,,-0.02297404084232172
ANGPTL2,-0.003811806749109589,0.030163103935807983,0.051417318967182005,0.009148772425115836,-0.0227861670434227,0.022425351973477364,0.015617295152639543,0.03052218496994822,0.002881881815029825,0.08715520645885856,0.0843458980170987,0.04644973624555623,0.02500699348122093
LRIG2,-0.015949215776886107,0.026677836901182993,0.001155860732775173,0.004623881508849678,0.04459508258290846,-0.020937853696778027,-0.0020295710814165293,0.026146486556649935,0.02412569933702915,0.010603322484795221,-0.03807417799974365,-0.021281505320089586,0.02159232836669647
ICOSLG,0.11889715245562384,-0.026686870167085784,-0.05979018900027868,-0.05045655128112391,-0.017222108223336818,-0.03309228309418735,-0.02459171548411042,-0.017485599342255,0.01630759477100348,-0.006200980381502871,-0.020213484612525597,0.04192360084046713,0.011646593158456842
WIF1,-0.049509147064206484,0.029177739373499822,0.012292232637612564,,0.005086358999428168,-0.003079636460857574,0.0061734724553666066,-0.017337995459359677,,-0.04138997410380743,,-0.0183656410916858,
NPPC,-0.04341814870591365,-0.006688184039794461,-0.028886297685604075,-0.02267673610336156,-0.03389820838910807,-0.029382304698989985,-0.0268762658006777,-0.012804581211832507,,0.008522516637658961,0.020638926653011352,0.021348927086628427,
LYZ,0.0704934427877023,-0.033957994908866584,-0.06014589232535365,-0.006846332060510703,-0.029518071107004093,0.015579322780870198,0.030502134814373843,-0.04740544747643498,0.04758579436392083,0.02634760015454041,0.042908910491600775,-0.017523904305467426,0.04506920704320831
EREG,,,-0.04208444344990649,,-0.02734590382709342,,,,-0.0038663850195243595,,,-0.02460713516049828,-0.00983168861071618
SPTAN1,-0.01623571397306527,-0.045146441892699965,0.08401444170417527,0.05926382725962035,0.020447556536866276,0.08620468553745694,-0.0069648104805565365,-0.00759623893220011,0.005766014761659447,0.010014201301409849,0.05064838873424064,0.059637513368410354,-0.01051221614849832
PTH2,,,,,,,,,,,,-0.018892942458178793,
LIPC,0.0401435573852208,0.10848894344977594,,-0.02627034509678462,-0.01881369713327295,-0.0018000332743754771,-0.024393248378309054,,0.0028899674108756107,0.052385176346203884,0.0989164909379263,,0.05876444080547181
COL8A1,0.05649499440651412,-0.06681535203361089,-0.025953054309687706,0.05029172136745664,-0.021622641867404785,0.022670152616116445,-0.0019227202548668671,0.050249876165593246,-0.05567809385487555,0.020225937801991917,0.025344518283247984,-0.05811759287519218,0.061320932206370575
GSTM2,-0.04693305818643487,0.026356815501927557,0.07331720273883323,0.01633608236014177,-0.005964364200227265,0.04640832868295892,0.023269730368532165,-0.005326250172412692,0.06594586453173071,0.02212995768872516,0.002212112995245401,0.02317455952249454,0.1115021164158223
IL4,,,,,,,,,,,-0.03966556564976778,,
SPX,-0.05165353223040833,0.010151881226885323,,-0.035346499566180634,-0.03773264163346319,0.008349973295720839,0.008488535522565623,0.005668784368043357,,-0.03156318449938572,,-0.0019851677330242775,0.018282541310854526
MFGE8,0.04746122102117523,-0.008664145170481197,-0.05471990951163453,-0.03873209172035186,0.01545252216139038,0.005650163847798471,0.010690613925234006,-0.018821571827266726,0.0042332550153723605,0.04678475012151737,-0.0071710139838666665,0.041431134454160724,-0.002457092802896521
TGFA,0.014903447781305949,0.024605703704134927,0.005743526355207388,0.11429355702711846,-0.015209719014975823,-0.02713072418780904,0.012176460397043435,-0.011637107852711907,-0.004125021824364898,0.050116919683119196,0.010506008580482284,0.012109805049409875,0.03529773624355445
SLIT2,-0.029741076049674166,-0.05529463047584714,0.05861588638737277,-0.043275611419506047,0.04586734354610131,-0.03626159052337052,0.0016992829026271428,0.032547384953967286,0.02343036638277594,-0.05763867028097442,0.005896675957801172,0.03338369580804338,0.04339741939070234
PLTP,0.025080491651579235,-0.06473937927054961,-0.03919363539431956,0.026421028693013722,-0.005472097862086155,-0.008549215053092404,-0.05338096974172599,0.05273024754905478,0.0403948993686828,0.027875005363258827,-0.07905039366472785,-0.0938914456160112,-0.04089623721047012
APOD,-0.012304332230661153,0.008851535384637803,0.12533086879940752,-0.010241273169297401,-0.0008463687965672915,-0.0484647159069495,0.029905528597298895,0.028383986601094428,0.042487703493901005,-0.07847334532307042,-0.04292528332244551,-0.02341326615856825,-0.018688481887360137
B2M,-0.043684818997529185,-0.028860184766633528,0.03028460547449106,0.012282226806878405,-0.0024281563404386034,-0.008712150878962708,-0.04047125533269384,0.023543164321685652,0.026655207275977044,0.05088474009997851,0.10873865941901961,-0.09849104164226821,0.0039492883365745525
OMG,-0.000430263646721858,0.003304537005685184,0.0886075577494793,0.04058049601778884,0.025097849641520245,0.013779444268589543,-0.0015186185042708666,-0.00766865839547695,-0.01916423255148021,-0.050123314774394766,-0.05712997223122626,0.01861766135486902,0.043778183942588374
CXCL3,0.011650021260492293,0.03138188303312067,-0.04004602565002422,0.007623611343514823,-0.0162547405167219,-0.014327995729151274,-0.03818199654685078,-0.00985655209664078,0.0651849573949663,0.021967703750626424,0.029415491752715153,-0.02723633857582723,-0.014095076145117676
CXCL10,0.009211642543938655,0.0573074309222484,,-0.003973516595250723,-0.03852674172717639,0.012027302381234506,-0.009570109658577412,-0.01497282405260871,-0.026113230061602506,-0.029162569829689296,0.25619382381852673,0.029524893658387192,0.029274609798843776
RSPO3,,-0.032280206177434816,0.0340539436574273,-0.016976414229260342,-0.018813685533705764,0.0032108055786525145,-0.016284168318593053,-0.023934700840212614,,-0.02928270691484888,,-0.00103622028647508,-0.016372712621396522
CORT,0.07350863939574659,0.025247423740559986,-0.01454946397366023,0.018283579240750625,-0.006680243830556149,0.008688022672008161,0.017725375856526126,0.024461160418977126,,-0.019976200849624662,,0.011366337394883672,
NCAN,0.03266392349519009,-0.040165417326287346,-0.026849703050698632,0.03487936316417766,-0.018547208837603548,-0.014561428140476037,0.05722085202789597,0.023831008481680956,,0.049891754532452905,-0.05380692747286184,0.11155896236345716,-0.04702463267505868
PRG4,0.004241599923630601,0.04379031978018601,0.02824592051753985,-0.016754988736800112,-0.0134705312975329,0.009328513838693268,-0.022817317480458673,,,0.05910469226825992,,-0.02107971635057459,-0.025992271077069244
ZG16B,,-0.03295332368864138,,-0.01944621355984073,,-0.0167596567278757,0.033139469935755825,,-0.03413819106617947,,,,0.0591015963314564
TGM2,0.09264099693250737,-0.011671027967659012,0.008989261045964004,-0.023834609093291333,-0.04552532097887464,-0.024038730170360092,0.029622541658144742,0.02969495422505637,0.011096398303254752,-0.01735068533426814,0.04871411363362948,-0.05025378082212719,-0.023557599760203097
VEGFC,-0.02335742875073802,-0.03036443924171587,-0.024486985465345765,0.12158827748701799,0.05253195572799815,-0.0016858249509159797,-0.03284617927596978,0.00477712571227835,0.07789760430316754,0.015372304191318535,0.12451271969563166,0.05095663215785016,0.024675894376522896
WNT6,0.0534290234387776,-0.029560537967906416,0.010437642162789099,0.026541196149017728,0.06119591003108226,-0.015264914080227406,0.02731967014518442,,0.015117567897412826,-0.030493461207616732,-0.050298634247760744,0.03269326456123284,-0.024655321070836036
NRG4,-0.022076440034595548,-0.021887366323835266,0.0637341520792627,0.03763972514445927,-0.019187010257783067,-0.019334977806125364,-0.0110273305480043,-0.021853711481345604,,0.012450712291268273,,0.029891695697764932,-0.016372714456386984
PMCH,,0.02942033677188436,,-0.028254531467750588,,,-0.01785447979276966,,,,,-0.015021001898189813,0.01597922332392401
COL9A1,-0.016903982538545782,0.008870091898444517,0.02676865037667691,-0.021297525124936118,0.03594960834988919,0.043480846065702794,0.0030966723154897354,0.03816164323442772,,0.06480307641067246,0.017102964450467856,0.027916364555159025,0.00734398866774026
GDF11,0.08806164296480717,0.020948971524943204,0.11536030385895822,0.0009358740583353183,-0.04627381099602142,-0.03160898817862932,-0.0016223150843999198,-0.005925011848449261,0.0436898453737856,0.06040743068730051,0.006990429800777226,0.0001938805764390024,0.005608789694138318
RAET1E,,,,,,,,,,,,,-0.017960751427382328
IL24,,,,,,,,,-0.02152742641908086,,,,
SORBS1,-0.004115282591184564,0.05824058687067026,0.0037922197589659967,-0.037779344363018864,0.028247703719056924,-0.032938291085412956,-0.03567429447618329,-0.007677576104889655,0.03623313878599218,0.047692817150817586,0.03707717310930154,-0.009816236366570101,0.006282266702263737
DLL1,0.016003880062896766,0.020603942352264117,-0.019451060798303384,0.0038941031758978925,0.05432249328082932,-0.03408561211339843,-0.0013869682816706975,0.05401536310202139,0.010483354016987419,0.04660497628578093,0.09382499065669854,0.06970848863350104,0.07181478585233061
TLN1,0.039819495774781805,-0.0036308722798890033,-0.016491791638247485,-0.0127389575248697,0.055464008495673144,-0.0171428448016783,0.044640189261488564,0.033595260663477775,0.046078641628077455,0.05454757570844374,-0.047118386041106464,0.020619342786795457,0.03763990947990945
COL2A1,0.0027689912373924427,0.05163951186279262,,,-0.012031227952464753,-0.014328000605127015,,,,0.0192619027984613,,-0.03164416043193962,-0.023827830688197767
SHH,,,,-0.017411184233220956,0.048462194718214946,-0.011263549418746086,0.05017157674813571,-0.010578801323011436,,-0.02715088092093584,-0.039929966750480314,-0.03505316707648476,-0.030887807929392597
PON2,0.06854849921079971,-0.04224810829512254,0.03138415098806665,-0.015952928282457063,-0.004511567796538215,-0.04303149682265694,0.03086823529740795,0.002293357390345417,0.03130197477000567,0.03671008408774775,0.06073501606315346,-0.07103191295393546,0.06887295764690364
ICAM5,-0.030326309715920263,0.0030844529531401737,0.03218934326375517,0.015136562926951104,-0.03190674812267626,-0.027998313355788965,-0.0032600918914609334,0.011289813135694434,-0.020378354153091166,-0.010390293584743075,,0.0676714804265423,0.0755861634727732
HPX,-0.000351396739570595,0.05717358767666919,-0.03122162835413846,0.030356877244403377,-0.03413168657624909,0.05281846263573957,-0.0007836531044105239,-0.009213551461237653,0.07515081871072932,0.08610546950297812,0.07462282571069466,0.05406545843235703,0.03108430343114538
SFRP2,-0.029419583065343875,0.03494043492442557,,-0.01982945199403547,,-0.011435076313423694,-0.019950591426181975,-0.035736280512682295,-0.02124566834635169,-0.01217152155019368,-0.03966558899629617,0.03307215873418841,0.03025789794034982
CFC1,,,,,,,0.0029229224224572763,,,,,,
CD70,,-0.020276254916774476,,0.028554705838552213,,,0.08265976056159492,,0.08032653089564068,,,-0.03799225959852642,0.10914089133278455
HP,0.021264531161053202,-0.028983716031086675,0.02607182421440724,-0.00598710299336063,-0.016735302633516167,-0.008829757006899952,0.03651511786463135,0.006613212581870044,,0.012821015197487939,-0.030339354665172805,-0.04969644009990394,0.0790429463863565
CXCL2,-0.013849883894035993,-0.012992471147606013,0.0075792620428242604,0.0414701945996904,0.03309096155228474,0.0395863528378016,0.001470038113527499,0.031434263150501136,0.06415402517047217,0.00961557344448153,0.06713090659522676,0.0053179782096538075,0.04414081333206462
NPPB,,0.015050970729751383,-0.03265975527193972,-0.011125962848490519,,,-0.013442211507458137,,,0.025683807865813087,,-0.022450439827338856,-0.016608295383186842
CCK,-0.07580169847353442,0.07404618033949827,-0.004260017255910747,-0.015034147575813185,-0.036490993763439346,0.021836974546885025,-0.046269040311892246,-0.044020570420798225,,-0.09843269156565315,,0.03167595859607509,-0.021545442611136032
SEMA6A,-0.019412536622250672,0.033828577022425387,0.10741006580967125,-0.016673240080189052,0.04612795437646521,-0.024514519779656723,-0.02007025861277463,0.007503394442044051,0.09831527595105367,0.05292524300752681,0.010372869860627664,0.003339711078125319,-0.0001854797536631309
IRAK4,-0.035887751989997836,0.05170633037099511,-0.030596421402070886,-0.026885749959816338,-0.08007557095111542,0.006842635228478545,-0.040803898793622013,0.033560033926137704,0.006312666963951472,0.0012381484910320593,0.08249923421823703,0.005540729890803452,0.04873323801479226
GSTP1,-0.024935624427088427,-0.02697234603794362,0.04176123016292734,0.023631840107537095,0.019314295212616517,-0.05167076454478382,-0.01775636212935936,-0.02052167986252565,-0.06690843146320472,0.08322766062721558,0.011416178430369444,0.04507409854097208,-0.004188274815125907
VCAM1,0.02280822329211347,-0.010326239494602128,-0.05084498470786022,0.073180726256856,-0.04613474931249923,0.0032501346125357418,-0.0005345660546604829,0.025109454800237296,0.06435197954108264,0.026236169329297458,0.1206295906273928,0.023239385726151175,0.07105188366746809
NXPH3,0.0307811687099643,-0.0018635313385689455,0.06522086931608471,0.011774610345611251,0.021160120400028692,-2.2280870620175576e-05,0.031857959756838534,-0.007164893643987775,-0.003592063052050288,0.006269563825598275,-0.07428160544224495,0.024774431616168255,-0.0071045114765542405
MTMR4,0.04300784845464359,0.025861274425355626,0.0465039157268864,-0.005463414435079454,0.10159789297597843,-0.026406517763263204,-0.004939434167356766,0.0036547944651150657,-0.009977173894382598,0.05073192778895614,-0.07133341391089029,-0.002837771474182698,0.00664598451203076
LAMC2,0.03785624938740368,-0.02406308890039664,,0.007489401246555145,,,-0.01692224461851522,,-0.018302707042874206,,,-0.014580225285241302,-0.031643895843302565
IL10,0.04598327581032338,-0.05084266189793734,-0.03258077674029217,0.047494978496963464,-0.016353708203025997,-0.01880153588991861,-0.052910055641538674,,0.012999067180293557,0.022289145602844233,0.04846551308030275,-0.03630774379060269,0.07012264311377975
SEMA4D,-0.06081742419902689,-0.000807743290535358,0.03901726090476369,-0.01125284317934313,0.04609595202008835,0.05696995900432581,-0.06344246910522286,0.042727247735764105,0.08165610606459221,-0.007376846870157395,0.02406315921173215,0.04708012113385838,0.026175073926477867
TRH,-0.03934174672300068,-0.03840093464672518,-0.002134604459612809,-0.026759192440815822,-0.011839640469903039,0.026976551072336482,-0.038249777757100006,,,0.048133319170567866,0.047771568484136315,0.1180787940543769,-0.018602404605939475
SEMA6D,-0.005044943596386233,0.020176074840906538,0.11519798159385908,0.018789999750939024,0.017706979192758328,0.014569791179285146,0.02132736562157326,-0.01142373567118535,0.023386157066317366,0.08786121832563068,-0.03190632348290494,0.05041320358418423,0.030005024376169698
CEL,,,-0.026461300583331727,,-0.02335837735143887,,,,,,0.1367853253908371,0.08971970392532709,0.09219125128706844
PDCD1LG2,-0.04438470991143637,0.011590568490418738,0.0478701998238283,0.029337238886681063,0.03421680485287373,0.01144194833607982,1.8290321725795445e-05,-0.016107563524366663,-0.0015713078289591837,0.04017477737266546,-0.08585378040014595,0.0022741890414710556,0.07567004796415627
SPINT1,-0.03121403441636225,0.02378919222356531,-0.03177144381198228,-0.01193366389507717,-0.031579875124891445,-0.0357321989889876,-0.020069881220582925,0.0035857218673254728,-0.010855795956522163,-0.0305991169185745,-0.03245361742452916,0.017865194178448084,0.029234242891450078
CTHRC1,0.0263254925615098,-0.03087267191605568,0.028619316058705345,-0.06261607350926546,0.023412631100117466,0.0560540541320049,0.057725001330531454,0.06193846490802849,0.010929331015594984,-0.033629601300291946,0.07562296298669892,-0.025275223065855907,0.014978789300348922
PODXL,0.014791582168803772,-0.08833695240617302,0.019333303322668166,0.002850495046206551,0.059571585991957283,0.0069157837115330495,0.013133024337539179,0.011029895848030727,0.0963259236232273,-0.002245010723022842,0.0731847832729263,0.056789483331786676,-0.008323846291079108
