,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,-0.0014382177993007698,0.05140256397064375,0.010417586013769655,0.019716433034506004,-0.060808085484610475,-0.008049762015900465,-0.07090259005874543,0.021967605596130275,0.09239733940251539,0.009243886166734817,-0.028069245561606268,-0.07363083169650059,-0.013543610500408256,-0.042897753354761814,0.11292722133929034,0.11132575806236746,0.09941710738831416,0.02285296344916449,-0.025618693867678403,-0.004256183906803481,-0.0057484693523924095,0.041422158332789935
QDPR,-0.03684856175965495,0.012248145960289817,0.08608912900778797,0.037160547450263995,0.087957442771104,-0.0116799613413423,0.0656745972908756,0.0013706841291031633,-0.09687873238931731,0.010332300095123245,0.035426603533286645,0.05676768510174048,0.07837576619977296,0.01403680672600335,-0.029204619634937624,0.0022404189057159862,0.05294408321289212,-0.08673418198864435,0.08024255473499606,0.025778338413264504,0.07155197982563027,0.014027418093228298
POMC,0.05494474223918312,0.019987733676130628,-0.017141439304900204,0.05533048830146292,,0.03246389474944039,0.004408599182987056,0.018893311491238816,0.07252316089658944,0.09641717694289922,-0.01977858017275343,-0.025553257885919698,-0.03240060927182095,-0.04098355606664908,-0.008144167489992022,-0.03787763964782741,0.010240292101248744,0.0029371182257445267,0.050354197469291394,-0.022113110432311782,-0.028774331202417527,0.008207721202319697
CCL18,,0.037556623701623736,0.014791960445391219,,,,,,,,,0.011325745580132357,0.09952788985719087,,,0.09226643554334313,,0.0671448804913389,,0.02773439075187343,,
CCL17,,,,,,0.0038038541265634374,,,,0.03227040480935996,-0.05092642362265435,,,0.0025101579448270103,,,,,0.04063788953972125,,0.10408480519584676,
VEGFD,,0.012236300735356555,-0.02634911897332126,-0.023844925640003945,,-0.02607484428801514,-0.014934791929971193,,-0.048365466586042266,0.007924651574986119,-0.01669168353787416,-0.02425655482238769,-0.021891161368548382,-0.018728132191516356,,-0.04103200064227583,-0.03139116722362816,,-0.04739041718711328,,,
TNFSF13,,,-0.027216214196913377,,,0.038263080117211655,,-0.01698101127423301,,,,,,,,,,,-0.04818480186094646,-0.015179422367462229,0.02073279654891188,0.0819439126621808
WNT5A,0.06480285718734016,-0.0010344464479769304,-0.014392112039469364,0.01719074287535008,0.0771516407570672,-0.01101291738603354,-0.05185975153578002,-0.04028123532562588,0.09769497295630823,-0.018662578458488517,0.07110687830789578,-0.06522578289999449,0.0002472281204783758,-0.006480307730607807,0.011880781849823307,0.03625208488201885,-0.026710321824801146,0.07402542878486097,-0.0182836827968861,-0.012639669562442266,0.0017910128317875213,0.008714378816283517
CXCL8,,-0.15666820581025453,-0.009170495349584628,0.07302029624430699,-0.11128370218676865,-0.010026491244965416,-0.04533206043226429,0.037580538730555946,0.0063942538548028985,-0.05272959330090534,0.02283298837209655,0.03953383063361885,-0.0016687765903682812,-0.05630832744162806,,-0.12440933065094976,-0.027695267467360164,-0.055027223499266226,0.01907678196429056,-0.02700065995783684,-0.021487982576936474,-0.021603013796985784
GRN,-0.021688157716272388,0.05510404775709959,-0.00690028815171502,0.028724958830718236,0.06056989763164832,-0.07981631485284577,-0.01970188518046666,-0.0641012152620085,0.07867159855001293,0.0020131814959579654,0.015230367421260034,-0.023058784323509978,0.001761595929707641,-0.04685165770299893,-0.06253725171906976,0.07754100647660613,0.023470543148707397,-0.02085087168259671,-0.05450200062257394,-0.02381013427908337,0.02309798202090106,-0.012345831919863706
MIA,0.09480900011778189,-0.042114455422413835,-0.055486167956607435,-0.029682443333408384,-0.0054977147693755744,0.01934565066310203,-0.04531731912645666,-0.004624118649848346,0.1036340280578726,-0.018314620345308154,-0.023382512302033247,,-0.016241301616925583,-0.02564903530088806,-0.009846597845971512,0.03276056684180448,-0.022268533419127386,0.16591766620192142,-0.06989629596556687,-0.06677183881045945,0.040402933939118944,-0.057687442991022235
COL4A4,0.023854922705171245,0.0716670745596279,-0.010231525655399224,-0.0026922598195746957,-0.043496730458950195,0.035424385613129376,-0.0681215044277028,-0.016156681999292957,-0.014172071333898324,-0.017592574883479834,0.01417344641635934,,,0.01672959566620136,,,-0.06302486887169823,-0.03951455986311338,-0.004780724312115657,-0.027242750171488476,0.06177011957428826,-0.016480809934007627
TAC1,-0.018851977087856426,-0.012047455611479383,-0.046985744321508004,0.022254152818996054,0.07531026988522009,0.03627168613521785,0.06809656319281086,0.05064161706187981,-0.054228193725524176,0.014560686693750536,-0.007977907110531528,0.0036277449238736703,,0.0466643493033505,,,,,,-0.02332180856837586,0.0034093248874124907,0.033005811788277876
RARRES2,0.07895824010530926,0.003414881648448726,0.02672138839723217,0.024710836074278538,-0.06425365265817388,0.01322712318907771,-0.04358963989672241,-0.04917961967874654,0.09246177061709272,0.1057972003954169,-0.030115456372925724,-0.006422935452048129,-0.012812620095811434,-0.031861246066598424,0.08180899011504258,-0.07735450035003491,-0.08614733776149483,0.04412927732782489,0.054066078930593765,-0.052030006094929464,0.018660731557072527,-0.04892938291412446
FGF7,0.0700031768446509,0.03868248876078353,,-0.004006736920283828,0.02999447915403901,-0.0032052231871942914,-0.015988789619636463,-0.03806860739730125,0.05051185332001132,-0.05135752627409911,-0.01112180883153055,0.00802365155966638,-0.013801596015904131,-0.016569605958704773,-0.029820946888000004,-0.074425585796498,-0.025821989677858915,0.0417988730498145,0.056327411337852275,-0.007462512692106476,0.08464750349476013,-0.04256596736681826
HBEGF,0.044445739172545205,0.06368930473274538,-0.08067457377442926,0.06100940282155597,-0.0030996621268406053,0.035817012244122565,-0.011689768859246016,-0.04424853690823239,0.09791257520638122,-0.009520724696696842,-0.042896366312434264,-0.052217002263158604,0.07104933316101263,0.04888954674010854,-0.08802849819227825,-0.051918577981497155,0.029303229027320507,0.02785296812293127,0.0239286498931594,0.0027014972825741357,-0.05908748175549938,-0.022116005671638687
CSF3,,-0.058999856264659443,,,-0.030446057898860065,-0.04075911148900754,-0.011958905307705775,,-0.030099044561700594,,,,-0.02049797675161193,,,,,,,-0.019379407221375853,-0.02706626182184337,0.050037678894280305
PI3,,-0.029897275567656006,-0.0009030475282713209,,-0.06437242142712636,-0.013816321986007338,-0.02940153156744068,,0.03648339802008579,,,,,,,-0.058300035014944525,,,-0.038177888324268,-0.020991847867089446,-0.029520422726276602,-0.0360512006597379
PCSK1N,0.05188849975370197,0.09107856955055914,0.0028611628926759358,0.00046465668450262486,0.07842351491440262,-0.010027252371957845,-0.03482371663401911,0.021915598994640954,-0.04954553339659316,0.018173815390571224,-0.043401489521853104,-0.019765389808948382,0.06333447579880393,0.04868716141428009,0.01188112295202123,0.07427157849110438,-0.025526585939957755,0.046209819615026855,-0.07239138372243328,-0.0353474907617481,0.08721958283654409,0.03410754971681933
NTS,,,,,,,0.06698782921733902,0.11229589441326687,0.07242743762513716,0.0034979671444331263,0.030701337472193984,-0.021838691202838937,,,,,,,,0.008255946383128232,0.0526362301636727,
SFRP1,0.07194704615650421,0.07497297298268195,-0.02812325889614238,0.027758410487224137,,0.0027367670307299223,-0.01703801123220498,-0.0044918455874992215,-0.03393745681327093,0.056586836814055165,-0.008139661946641943,0.06148120843501679,0.04813492491417086,-0.0215227176247619,0.0002368127823011488,-0.004880066485820828,0.016781951793259788,0.03180207839395474,0.06152802612630652,0.0493826549689424,-0.018235103244416302,0.02711887778480461
CXCL13,,,,0.0014554445215692576,-0.022107440497155764,,-0.016884886716458016,,,,,,0.01606676126778857,,,,,,,-0.03161184595265797,,-0.014254399811352769
MICA,0.041973065997036416,0.039581458928601085,-0.05868781680807202,0.047157575779837896,-0.02749670982397527,-0.010462085780606645,0.02625058294023132,0.030686155194346563,0.08931793291082309,0.08971498053407137,0.029717657983278738,0.07085331946575614,-0.009685934017792318,0.008680844113712264,-0.006432000861703695,0.06341946309948439,0.0004652141853715295,0.04082741297819441,0.053286478303561986,0.04428582845320439,0.0658495131873908,0.07404379825842385
TG,0.04377024135854374,0.08000825469669104,-0.050309252732263776,-0.0005260732732852205,,-0.029656497230406427,-0.01428748001697579,-0.02276627742340411,0.06179835425080043,0.03065652260825754,0.01275862217537342,,0.11135480541060253,-0.01250504620751157,-0.03466623542573731,0.016596224653089586,0.0476354012240116,0.06371258713022399,,0.030045438814258,0.022318438648335895,-0.03843384675176116
ADA,0.012764003851122354,-0.023076911222769243,-0.05624931916038804,0.04615192676379658,0.03996801936680825,0.061873753612569624,0.008365551651197014,0.052842099711598145,0.08750932381948837,0.020994737585630117,0.010929761296027771,-0.04578213739504967,0.055486017670021086,0.006860918490338894,-0.08831451107356882,0.12175253497236753,-0.016235568417572923,-0.025074996241117576,-0.008969440174865133,0.009276155479958062,0.016667080587419662,-0.002698972161769229
LAMC3,0.03377963364119709,0.04572179746422207,-0.0702323120345729,0.05410046708820783,0.0002780330795875615,-0.035483937159616,0.01995229889483888,0.05470840544415643,0.07546074735325506,0.043325517713313895,-0.013323809032886423,-0.017301446395132942,0.060598655133416765,0.05544562865558623,0.0045851009959037075,0.14689678106476445,-0.0004927995071226166,0.0461440557823804,-0.04752081055329911,-0.012442997301765638,-0.003964846907768859,0.055009269246527714
CCL7,,,-0.02294072320884091,,,-0.030929113564051446,0.011565947217650877,,,,,,,,,,,,,,0.03339980440920061,0.009657362592451082
NGF,,0.004953808781357654,-0.03938808253422774,,,-0.033035766753805165,-0.023894983748961457,-0.02172513496509992,,,,-0.021838705582168123,0.022847472813680478,,,,0.011233297544086808,-0.046445109800716984,,-0.03327020723919293,0.02433028030291954,-0.06642755578914257
TNFSF15,,0.004893616552202359,,,,-0.042661328097141564,-0.016574697890864316,0.1283062117545664,,,,,0.016059380173721487,,-0.00756588798816707,,0.09706332919667966,-0.04690563403486142,,-0.012034279181103192,0.02042097905672903,0.044495510021850856
HMGB1,-0.05546561002111942,0.05850128929880163,0.018902055373334295,0.024668225345606854,0.10000290337351682,0.0345017293310727,0.054401479651065884,0.02505066873439951,0.021410971480914285,-0.03391540581837985,-0.022862123911054563,-0.005538380032618853,0.05514995301505837,0.0005904961228008205,-0.02838264732806182,0.04452266826793709,0.14437560632753843,-0.05983835673872943,0.06853878809635323,-0.08591584400290167,-0.08678437385302028,0.06922646854870702
ITGB3BP,-0.08620583180263056,-0.03466315364011615,-0.022471409277516508,-0.025316228386700567,-0.03366799910641776,0.0010564052354596993,-0.022524145190007838,0.025377952513220444,0.07560388708066995,0.07318335374634262,-0.01883774358438098,0.0276238615668331,0.024264930767216756,-0.0010028419200775467,0.013331363641878754,0.07020228312219325,-0.06047293346776731,0.05764883748973542,-0.06520090001240983,-0.03649042378028975,-0.0018227172280013892,-0.031956566635359784
AANAT,,0.018250281700384216,0.08199329021617004,,,0.022401020116207225,0.08122742920290926,,-0.027150152732606948,0.021590085146646957,-0.0412402064583876,-0.020531594982605483,,-0.023440582193412305,,-0.006614558422249759,,0.05927232234922446,-0.019636247515833757,,-0.015389630388666259,-0.03940564888777748
RELN,0.07260589043657219,-0.019672762967592763,-0.02041874616192674,0.005060605662627067,0.10741442443511616,-0.057830343796622934,0.010847477409404827,0.015965142114223254,-0.03641750325884425,0.0016459122456476758,0.05871424711903352,0.041579092887834394,,-0.025950747727735438,,,-0.02672176159087672,,0.08457976879350024,-0.014536105067922418,,0.041139895488240076
IL15,0.0794889478665982,-0.014551423163470667,-0.013755724257733342,-0.03218503095303341,,0.02845940710588053,-0.00203243828167881,-0.018770281300994278,0.018616938037434572,0.008106511382638112,-0.021073334175828014,-0.04207382417406044,-0.0184637228464008,-0.021740056578304825,0.0009006140814833666,0.10921467611396563,-0.018831600950167893,-0.02919020965287184,0.00828265094868938,-0.029355310723704214,0.08084471920227393,-0.01290039817902819
UTS2,,,,,,,,,0.07235787915020894,,,,,,0.02724784929554761,0.07633492703610266,,,,,,
BSG,0.03998292100920194,0.09544875709986746,0.008273198437295484,0.008533313578601218,0.02027416983605304,0.010936746398728344,-0.06155235577725753,-0.010569300986983372,-0.0158532688923319,-0.08315586891305762,0.029779434433189426,0.026389184403474552,0.027129207253107333,-0.04464053733796705,-0.04632508804220278,-0.15441883185657748,-0.06777723156734722,0.06557870116076128,-0.0113163075696318,-0.03687342074011265,0.03806996590827695,0.010733073471473852
ADAMTS3,0.0632498629119609,0.02437196083935422,-0.05348698333373242,-0.026230644905141275,,0.04532300761186255,-0.026396459339883566,-0.01826412718898656,0.08901492942991195,-0.007788515114225502,0.025736719555813924,-0.03296891714711959,-0.030781866561216092,-0.016692078413054375,-0.049407726417125576,0.032385366324789444,,-0.03897786848797123,-0.021289839182283842,-0.02483183401188988,0.02908250925901024,-0.038299358002369326
CD34,0.016739534177563006,0.07174129470046442,-0.032072185825275025,0.029469387101946694,0.11048207840302368,-0.015572458066327108,0.03039665530451552,0.04071034968165801,0.11468773372470034,-0.026637781639312682,-0.013624133312101718,-0.047124886853708366,0.0915439932865631,-0.03538191321925742,0.03972358656360733,0.08158163012133016,-0.0015451211706515398,0.0816376644309797,-0.010986882262884865,0.06655914846537601,-0.024130677189478304,-0.009409003744700509
CCL23,,,,,,,,,0.007310603984128558,,,,,,-0.030151620520660963,,,,,,,
PLAT,0.025529216571895528,0.005399843805675172,-0.04429585561941317,0.006612948548140292,0.1173409127286136,0.025482507435963142,0.044402646440861754,-0.019978512348861287,0.10226837858123376,-0.0624329396759883,0.0023974411565721564,-0.015985430725335256,-0.0068595951312908545,-0.019514737129721522,-0.05089626976023613,0.09406097517910354,0.005488501943598683,0.0019749913122493945,-0.0352479597034207,-0.027513936048748872,0.04909329994295926,0.035831110542308815
NTF3,,,,,,,,,,,0.02376066081190385,,0.026468757646158476,,,,,,,-0.0028481672106124706,,
LTA,,,,-0.02330252139047484,,0.035249238278237637,,,,-0.0039263696006586754,,,,0.009564389966681434,,,,,,,0.0008687237505285289,
CKLF,-0.08657930156323261,0.030154546846404746,0.0712068575209812,-0.02173741608212717,0.09571588861272545,0.019062478543471078,-0.00655996429837396,0.03278830581061763,0.10811021228112423,0.009325842444312865,0.008692120875730567,0.046741028957769465,0.07939547280626252,-0.00808153506600573,0.0801925429066446,0.03346298313791463,0.061757551022254414,0.03604404178572569,-0.04323504915548965,-0.049471832376099464,0.06867305630073565,0.0437313664132326
APELA,,,,,,,,,,,,,-0.018158563434788152,,,,,,,,,
CD24,-0.0013975406456908177,-0.0147470971176946,0.049136575110968805,0.051532330079939966,0.04953305829168714,-0.05642314052447118,0.006347711938342655,0.03846161869530161,-0.00955656889583395,0.06070718113067655,0.04424967719847386,-0.00298031949455377,0.10739059086127896,-0.012086479614385342,0.035113797438180896,0.006376582118978107,-0.07361516838547806,0.06815294425691766,-0.03868794467733055,0.019354883242549324,0.07916919330351244,0.044316115947172406
HSP90AA1,-0.029581184339371826,-0.04689899051211232,-0.05229583154269335,0.07545209469857132,-0.042805246488921825,0.030671908713607702,0.11706880498389155,-0.014592146333183143,-0.13907778833187776,0.08492860432137811,0.02680820970199131,0.019044150515954972,0.044500779233237135,0.0764250648883884,-0.06655830362573631,-0.13964568003385225,0.09312721192085882,-0.04545244501108716,0.02385893132754355,-0.04936365315286167,-0.10752129324410963,-0.024557007684861264
BMP4,0.11738266375173828,-0.0405593065478076,0.04092604469984764,-0.024702038667839907,-0.056940456638916254,-0.03622962510608349,-0.028983380420689302,0.00017385365972410262,-0.03039994694632609,-0.031064427886333127,0.049179303640982476,0.10131571307825632,-0.0575424072827502,-0.01852477590067579,-0.006004057089882694,0.10612280026568792,0.060943910785792664,0.025273263845120856,-0.022260101866590627,0.006971854517367372,0.00827253840269763,-0.022790345529276113
SCGB3A1,,,-0.02294072091479924,,-0.0325438250711006,,-0.017785496033450036,-0.008311469938717207,,,0.01607323172014486,0.08686142618518623,0.11017251724196696,-0.015169925852699388,0.005832908979352806,0.06414332554569216,0.038999779908882,,,-0.024991400514248384,-0.014934334805935348,-0.04539853624819062
IGFBP4,0.05870770673399486,0.041412021897333624,-0.038289604189802366,0.05128814220176076,0.04004209767850355,-0.01200308769436739,0.015188859232232446,-0.0009416259430497664,0.13447623656690458,0.004521049719357353,0.005041470391986367,0.049568182477354214,0.029196194915071718,-0.012118961504055979,0.013334450065796094,0.052513422110704394,0.02368702810465235,-0.012504275785839111,-0.061193698226355515,-0.051008884641226,0.0067540240974390195,0.044878703817098985
RSPO4,,0.07989405087300845,,0.007960014346689638,,-0.008781761254370501,0.015439606568463516,,,-0.03501559335083626,-0.01744057047491179,,,-0.007679647017181242,,,-0.06526005657903312,,,0.07289376800440432,0.20173946076005098,-0.04968896235415777
LEFTY2,-0.03867238834886648,0.12415266758818364,-0.03884347339112634,-0.023588711807315192,0.08266611623159523,0.017791581873492092,-0.031861625827258204,0.028826673914690137,0.10138917559194775,0.015165306247578763,-0.01413013313571129,-0.021838705582168123,-0.007249047233460399,0.12947392987574974,-0.12220023689008655,0.07702249933638071,,0.06196453154806739,-0.06326288034110703,0.04440467129567319,0.037861788655030815,0.02823713462292151
PF4,,,0.05034633670347755,-0.021196810348547496,,-0.015292687761010233,,,,,,,,,,,,,,,-0.04038764276209646,-0.03892417584649075
ANGPTL2,0.003688079867092326,0.009372666360876063,-0.020076255114884572,0.05910664493314224,0.09874050287169085,0.02348793371676707,0.0059763055159282935,-0.04546659587802853,0.10450124925784454,0.0064864494899885715,0.04726817546713731,-0.016603217283274203,-0.005369294592016983,-0.04329768266445011,-0.09013884555165667,-0.024983291975129752,0.004312725237632453,-0.023596089924855887,0.02970133660572422,0.029019069288531586,0.012459487326461531,0.012874504910104233
LRIG2,0.05033554430208506,0.057831934755167326,0.043990938544371395,0.0032484760715537167,0.10477300634138566,-0.00034155485242072595,-0.010296755498711974,-0.018503695147495988,0.00836797170217894,-0.029380571082434498,0.015896274966839166,-0.008178859040051296,0.08129466791393143,0.059086307031548886,0.02257086283172584,-0.02043243359054914,0.08131268135099275,-0.00020459441870602894,-0.046715469723499256,-0.0043555979241439256,0.06290503559444252,0.002543362357085516
ICOSLG,-0.06336501473332834,0.04055277564787944,-0.03530415521406865,0.024782541295495425,0.010484195169325536,0.03198028950965735,0.01569062435929107,0.040031013236606,0.08448874779940783,0.046752215657058324,0.06312682734285943,-0.03131890505056942,0.09473438218609335,0.02915682462886848,-0.04032668209474023,0.0381127765014886,0.03517309851317572,0.10659015876022014,-0.01675818869258546,0.020986354900057253,0.09454705267605812,0.02083060886666025
WIF1,,-0.01393445807056722,-0.00992328952427057,,0.02780477257560229,,0.03329033505055934,0.05243599093615857,-0.05906264007542499,-0.0047801925250698886,0.019988421829669194,-0.05002628016942548,,-0.0022434269685695516,,,,,,-0.015645714469835016,,-0.02710624121978208
NPPC,0.044899823575111616,0.1041303686898106,0.04805611189762727,,-0.0408289224107611,-0.021665568625683456,0.07939724573109955,0.13720986314149708,0.002530429993417949,-0.001760808570031022,0.0658502840565586,-0.021734343245295492,,-0.03120618204770752,0.001877513949877689,-0.05126045481812357,-0.02198495558947297,-0.03897779362864074,0.019999863336751928,-0.033436414314108695,,-0.009232089830753956
LYZ,-0.07003013313582428,-0.105176341606328,-0.03462726716798892,0.015451650503488446,-0.016600808688175008,0.005166532438923953,-0.024073142455678622,-0.05370156043871987,0.07206900838062381,-0.037174938639314654,0.04366297011151742,-0.012692985143831565,0.05175931031021684,0.03204551398754396,-0.038559726026125556,-0.0014712743236994146,0.08217195063210501,0.026294914539852426,0.00748310629205271,0.03827315783699618,0.03185389313371158,0.02904972598099671
EREG,,,,,0.03516556684701677,,-0.016126333951816185,,,,,0.02447842700289129,0.03141010725513278,,,,,,,-0.02096285170334093,0.0002782113228466088,-0.01141706150976261
SPTAN1,0.06885373841309317,0.1872754313919008,0.009544391833192062,0.04165818274051365,0.06469649710037245,0.068719251582817,0.017477474027584854,0.08619979412029367,-0.016849944597603177,0.06418163574759429,0.04177105956766718,-0.04530258614758258,0.06344965816148229,0.02109736656037953,-0.08675942351887432,0.043485646151526926,-0.05170854719669892,0.03290502972113522,-0.002654661871779439,0.07166772894856728,0.030185987364364644,0.009228159202530112
PTH2,,,,,,,,,,,,,,,,,,,,-0.026766332020221068,,
LIPC,-0.009017098362521575,0.0025761839097485162,-0.01724805928086695,0.02879200843099498,,-0.0062559426072339806,-0.019873856842417503,0.1420138069215677,0.08976883931521791,-0.003389562328984732,,-0.027332819335738834,-0.02338294891537903,0.016931116930139975,-0.02824898405879919,0.02371121124161894,0.034503775806187714,-0.04798165771535262,0.004646164480397207,,0.06710714104369607,-0.008266602729486757
COL8A1,0.013134593366676016,0.050727866304382044,-0.060755881542448306,-0.020047836132824782,0.17111466038838533,-0.007192735372537102,-0.019593517995546265,-0.052587586774051516,0.10040786360311892,-0.017973357874109468,0.017677260564751482,0.017896263979269075,-0.0697627145804655,-0.016992330991368345,-0.10339297205040406,0.005402037572531619,0.0771718003984959,0.037746666523232934,-0.03573706822571212,0.06179761820543739,0.08486245444213276,0.04974166412998804
GSTM2,0.01726044705303734,0.02551505705170408,-0.004659411089414711,-0.018379895821360744,0.03911009342377381,0.009891060442337384,-0.04024155265334065,-0.015872800307382896,0.09573758025231398,-0.04242475487059732,-0.01601639799873895,0.055872275574756124,0.0055609890702096355,-0.01615037601764443,-0.026710236916512028,0.023071180611880536,-0.06514220190762102,-0.04899771302903687,-0.036072828054371925,-0.035732126805361066,0.1045996807749177,-0.041651907495298235
IL4,,,,,,,,,,,,,,,,0.025392787564275578,,,,,,
SPX,0.013915815513807085,0.08243202278831166,0.054046665780916756,0.012375645102884768,,-0.004239588902455228,0.09367888625985744,-0.0016505437450609543,-0.02568799931776811,-0.031058630809584233,0.005888091428821931,-0.0145147764481636,,0.0055265929816110835,-0.03531641907727855,,,0.032369902986965966,0.0558379268189284,0.05182570670829576,0.11475562219824748,0.050895913500839676
MFGE8,0.028437924059503832,-0.022967340183781274,-0.0983397882064754,0.047574816197336604,-0.025493268979646662,0.015484482121144335,0.05838991603273714,0.014036641956443881,0.015118272587771923,0.0242316527152219,0.06723305866721302,-0.012216326616078936,-0.004404617137092776,0.01817319447444845,0.021552547160575215,0.022209598768755254,0.05143451457591854,-0.0467030824686272,-0.028574126167863062,0.0017562181586986687,-0.035799911094871247,0.005450554381543626
TGFA,0.07825156869858392,0.029912564763003358,0.024535575240905903,0.02773246030329445,0.02206701690092409,-0.0027980004560824827,-0.0678650444512539,0.010915965155165576,0.05653297686024564,-0.04228623684599116,0.04006268266289017,0.004877270608884259,-0.027249672282967232,-0.008254835232701865,-0.008901706390887925,-0.1375898801354541,0.01631850276247141,0.04182908438443282,0.018098153309119874,0.01963937816843365,0.0470425489568636,-0.0003655855865790418
SLIT2,-0.016466172045622427,0.01940222810481445,-0.03472294590951368,-0.04326498427617224,0.08315090807524224,0.005707996503495857,0.05102260354272066,0.03814750818568045,-0.02987721457671099,0.004921463707861574,-0.001352763850583947,0.017051551548442092,-0.037174450295147515,0.047485631977033184,0.07450022212980194,-0.03502667019082521,-0.06576003451864577,-0.02633826628750092,-0.039290447620793936,0.005707719790849045,0.05391957012337801,0.04348817719030134
PLTP,0.13687996163226354,0.1288086246842898,0.011522704648789019,-0.0009817014898647418,0.11685672017774361,-0.035066559718840117,-0.025099688003799338,-0.08208203817385963,0.14465572983037286,0.01829104067436876,0.014879346423951785,0.017447048111801516,0.03414009424751895,0.0325154979052229,-0.05435120162219145,-0.012584716566373107,0.05085562490932241,0.09206616726885239,-0.03860051920465664,-0.030179101505139392,0.06077344594442352,0.03858035904058697
APOD,0.0003074525779170599,0.0019472729391256292,0.0265425705634307,-0.011653084999482637,0.1307238049204488,0.04790007927950229,-0.035183069943204005,-0.021623896441216407,0.055287669480395256,0.056981286461416245,-0.020037980927259877,0.042448791750154063,0.006967496765274192,0.05329446552242573,-0.0018094384609250735,-0.07623207938447632,0.1273557509794462,-0.033404336988476356,0.08388815044197287,-0.04255115382153794,0.017172912214604076,-0.05175281372776249
