,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
QDPR,0.043119427084370575,0.024651014321644932,0.02743815468336056,-0.026765877543562817,0.08126623384962606,-0.050845595527467646,-0.0036214963331023474,0.05301650193704106,0.04962074160579839,-0.18133098399667272,0.014827849677760576,0.10148549390610377,0.10568597486797629,0.04259784686320372,0.034286782329634724,0.015490131924548801,0.0707389899365337,0.019750329336474515
POMC,-0.0004769098641939618,0.044423753722768106,0.07659831538572755,0.01474164745724162,0.09870340082175866,-0.005012263166707342,0.005665414836355881,-0.01432653950444437,-0.033668009430486166,0.0014497971293786173,-0.018379060859566955,-0.009017440990690587,0.10811710156831533,-0.03571263450944748,0.010245667657900229,-0.01990441944239218,0.06465610900715445,0.0012590715464649528
CCL18,-0.02463929065376184,0.010716694630961669,,,,,,,,-0.045605781565952914,,0.054991627134138736,-0.060686368203393654,,-0.07118386254157738,,,
CCL17,,,,0.027815633063418305,,,,-0.0179411931389446,0.004236252731464187,,-0.030369216244311794,-0.04798030511967994,0.020437882428024707,0.014741357439883564,,-0.012353533017868954,,
VEGFD,0.058321911200744474,0.014587463107772517,-0.026460734212158388,-0.026324337074827505,0.006812431553354627,,-0.04037104760949632,-0.01437693548102047,0.020340092958704533,0.004895119735871227,-0.021000003939866837,,0.010975903668831733,0.026085676819230644,,,,
TNFSF13,,0.0990764943769362,,-0.013878072406224606,,-0.01292234803429806,,,,,,0.06475958992539711,-0.0032865919156219083,-0.002383230745177828,0.025309109649507056,0.0007163421102240452,-0.01879777197412066,
WNT5A,-0.0024537551115478627,-0.011682755189036173,0.03633678829736708,0.019604447119807935,-0.10124429452958233,-0.08966185943590667,-0.07502185631296353,-0.003128312665953562,-0.021094088011075148,0.07495646356544895,-0.03233465619506276,0.0047966387412334745,0.032358279118068344,-0.028994308385293724,0.012647796956835983,-0.0168303331676804,-0.04528228685771348,0.14247088362177648
CXCL8,-0.0730027841119833,-0.036854028602396616,-0.024776263138529944,-0.046589715507851646,-0.06976759050806924,0.021579705247595806,0.003432351805815997,0.03207693361994527,-0.02410926424944719,-0.04975824517317508,-0.08252551705055851,-0.14836762979048915,-0.27864862400466034,-0.05366231477719484,-0.09321789414387611,0.14566460444588455,-0.046880797428907356,-0.09849860178421106
GRN,0.010213283393064829,0.004966585399165494,-0.05031153043895545,0.07335426814641838,-0.04193446044630625,-0.05255201275856096,-0.09166125409422955,0.015848449460401617,-0.033447579316594644,-0.1419001272485985,0.015434111838014073,-0.017854641853281308,-0.03078599296793751,0.0032450071649514937,-0.060280574061453325,0.01649962592412542,0.0278284943821457,-0.011698079269614073
MIA,0.04386132618688968,0.014523850747052352,-0.023532326534438923,-0.042064078512675504,-0.029380101869591557,-0.01653810430776185,-0.020555042169849783,0.02454757745387737,-0.008697191711989571,,-0.014715107546074333,0.19761475074964727,0.1565498668533651,-0.005682501901784765,-0.09327364431791552,0.03908316944534779,0.02054124928591466,
COL4A4,-0.027946572115635546,-0.01968084533763553,-0.039574364209018977,0.047759229061591586,-0.05327009937410296,0.015011832325031728,-0.014219217939620834,0.010198997071365902,0.005397750576552776,,-0.027807588311045406,0.12660662270697562,0.0665053049632329,-0.019929321965089532,0.03875510871158495,-0.011900150141701243,-0.0373815880006796,
TAC1,0.1935431418763414,0.08232837548170827,0.05001280304325923,0.002472737989386296,0.1261297049545662,0.05584210634006438,0.10307598115678059,0.08992163059784422,0.037526256933978576,0.1949003470323207,0.2952079307844306,,,,0.033034094886485135,-0.016239975312097883,0.10259909090929055,0.10700635432283105
RARRES2,0.044915812950887826,0.019159214027339628,0.044115503954290855,-0.039867439825085296,-0.13038613998025625,-0.05070983890189909,-0.10743101951978183,0.1112786037205881,0.009568367535978832,-0.03091273674889655,-0.13791991399150194,-0.035985894245787284,-0.06847190620755818,-0.05829643010537102,-0.0788760711949735,0.02066769907797153,-0.03004854824800914,-0.011377866193244986
FGF7,-0.06956794585344463,,-0.007379133695082027,0.07781299245357114,0.1273075246121957,0.07023900120022712,0.012386007037199383,0.005879410728424924,0.0504223317073207,0.04042040217360191,-0.026838282140052194,0.06084408287088644,-0.018145798269907587,-0.05979935190562435,0.03392949049880703,-0.002779727054234458,0.09393269005657277,0.1082704181724236
EFNA2,,,,,,,,,,,,,0.010854616828912814,,,,,
HBEGF,-0.04702084099722021,0.04701944493396095,0.005347356269761082,-0.03533661278401514,-0.07073844156617431,0.01738010030289845,-0.060982483123283894,0.012212047766399312,-0.03154228688737127,-0.12918658947453424,-0.06480476138261188,0.020835982858339184,0.012823608420871354,0.039134353672255685,0.01514921593995556,0.0030101365668179034,-0.031688174884273876,-0.03939300539258018
CSF3,-0.027946549990250924,,,-0.043830708500583064,0.0006202228110076025,,-0.030099034907279158,,,,,-0.0680492074424958,-0.17614447924307214,,-0.057771580656363855,0.01893152167824387,-0.062123765280441536,
PI3,-0.03310685588046719,0.02267097593344837,,-0.022606310748989868,-0.0171777283423649,,0.0112706456834925,,,,,-0.18393666862477795,-0.23198115354772156,-0.015499369695912429,-0.06108561071993273,0.015937548992372076,0.03925507525502728,
PCSK1N,0.15257443457358916,0.06475534157586597,0.04129208656493401,0.029825030111871806,0.07070463846344638,0.09576466192016804,0.09812882545370785,-0.021361193997996585,0.08517896386038352,0.28079141055253554,0.25680419488601486,0.08686169872106168,0.07101639431372163,0.012696330477610818,0.18459657518824926,0.02646493790150223,0.09681186297667782,0.13203572882397424
NTS,,,,,-0.07441527087005238,0.0008406402180405403,-0.02676070256366996,0.030320242569223086,-0.030716519662618454,-0.05378491810417757,,-0.006408668387525873,0.03916393559709847,,0.1264559683082857,-0.01926065227622307,,
SFRP1,0.017853821402747473,0.06084337666986029,-0.03661282430466911,-0.03208622909126479,0.220500047329002,-0.05555667990020303,-0.029967236883075333,0.016143317894241265,0.06875925487269025,-0.028858632482754016,0.032022912936839946,0.12353374906141312,0.07653353749671847,0.053445932940379706,0.07664726587697338,-0.01881308351306672,0.03510783088068205,-0.028259226844299334
CXCL13,,,-0.029380661613706352,,0.04092453481784309,,,,,,,-0.023717115663241244,-0.09127824570450822,,0.02326780465514427,,0.039712906844844256,
MICA,0.010864370208487448,0.020219870653436018,0.035182109883830213,-0.024317214027361166,0.01484868546940281,-0.040609458172222015,-0.0410925611559503,-0.03391972527147373,0.013912372218240184,-0.021553309944324275,-0.07138848166978871,0.0016331499850237045,0.07171193196366374,0.007210591791918535,-0.0026273957156489024,-0.011390216587684732,-0.029927116094732403,0.20704703919179324
TG,0.02860644419846775,0.056139382147627086,-0.02512133136661497,-0.025859345187435552,0.01852271631128373,0.04592715892487407,0.030376581549780866,-0.03537871807339865,-0.026102383233804847,,-0.007379657962707594,0.01718602339248608,0.011514269995397253,,-0.014566081928142462,0.07744992082522553,0.024654038932934302,
ADA,0.05766420675789412,0.03627583992342688,-0.03855742239244056,0.039945910457007835,0.005374983546712593,-0.05326019223940517,-0.0976010849549503,-0.02344735440713825,-0.021212173145021617,-0.11799348870673773,-0.07778667125829201,0.041637695187931444,0.09293192172163335,0.027210372143268546,-0.029766425675356215,0.04395894918185333,-0.019094381417704188,0.10663280086413093
LAMC3,-0.012846096897905009,0.04078813131824108,-0.0048286670268855286,0.03676643202473747,0.009674509480950213,-0.014284675192483944,-0.026668291857915624,0.0023382664270982095,-0.009892498156341578,-0.04143620612516319,-0.03510237454280381,0.014856112980672525,0.025387580217397218,-0.01907622016809303,0.008847529232316527,0.00793582229231439,0.059606846834373596,0.018191577387559114
CCL7,,-0.020980964816274032,,0.021398499871085833,0.005685964106477754,,,,,,,-0.02582812991075077,,,,-0.013629409238998259,-0.0013249796961196088,
NGF,-0.016100801871944133,-0.046310710466371766,,-0.019118476253188438,0.019856140870852457,0.044445953179106566,,,,0.09185260302707944,,0.046762078388347214,0.058349267605587944,,0.007263305432803424,-0.04080604047768612,0.0025633323462075463,
TNFSF15,-0.019918701350512963,,,-0.02787728812766353,0.06944502907334102,0.018189130449935073,,,,,,-0.022899085176858795,,,0.01719771225470641,0.0030723269026320097,-0.02248630750814543,
HMGB1,0.05731536120393993,0.08146099088726713,0.01678367042172885,0.02041474409559954,0.021988699179411694,-0.06493690186628956,-0.10864264081090548,-0.023504993141939105,0.028498161417287775,-0.14762842598673265,0.016277342476991245,0.00406084833620828,-0.0131489038017059,0.025792997840772023,-0.09052608343067975,-0.028223474343376798,0.04265954409484306,0.0019008103015039444
ITGB3BP,-0.0599145379644358,0.023471444934354435,-0.004716270745500757,0.00997121623981425,0.017449360613936045,-0.03789514468613412,-0.021960364932331843,-0.03962656891383394,-0.03489541105372776,-0.04818994514891167,-0.14240424305142907,0.039169593518416757,0.013671421867956873,-0.039599925701388754,0.025296586889089947,-0.001739531940305456,-0.13134382805118636,0.10705930135431242
AANAT,-0.00902349334108316,-0.04917860742120131,,-0.025365483795145537,-0.008158622164762347,,0.017385154473086025,0.013434787053892316,0.06839374761997542,-0.027430825920334374,-0.04073739874483454,0.0993874355781182,0.046566265945461115,-0.03461169856219218,,-0.014420483350912955,0.031726930325945826,
RELN,0.16768657456137973,-0.014218014602692215,0.02797442305978904,0.0714405537159793,0.06420741037619394,0.018268123030204662,0.12239594068983609,-0.013657976751139028,0.026446402749480756,0.05326872548361211,0.10142297885733491,,,-0.030154990039578413,-0.019787464368560454,,0.05361529218855078,-0.03507559014758518
IL15,0.013935425625583362,-0.008845064611721966,-0.02192184013053384,-0.005387297626545364,0.014505249458692974,-0.023160812767072377,-0.004472565004863369,0.06223190965706068,0.02152819470744226,-0.04820846846848474,0.009939123148712448,-0.05143845470587017,0.0603299870887663,-0.00269042579317592,-0.050297341618449926,0.044107461040374336,0.06235807493345396,
UTS2,,,,,,,-0.03147126371076057,,,,,0.03731411090174832,,,,,,
BSG,-0.06264414169648179,0.08038945093191917,-0.014142660120171034,-0.03370865780174586,-0.026313582491427283,-0.06270996098608907,0.08439574030516728,-0.09235988265782216,0.012660325363566987,0.20704549744968423,-0.1423055504721858,0.08102569773041574,-0.032777008610271836,0.013403127937358405,-0.06568508782876975,0.028494869987794633,0.005222941697525958,0.11007654819235077
ADAMTS3,-0.0528106028201789,0.022500548452595213,0.04824892030625016,0.02403548842337911,-0.04840712275819573,-0.037141303423891985,-0.06838295925716333,0.01413213288642265,0.03590119583957895,0.08779659745328794,-0.01428683125078192,0.08080657402553566,0.13791323312666445,0.02544430030072364,0.02415908612321738,0.013291259240250071,0.019927078856651514,
CD34,0.10885991520066061,0.009471834235260091,0.0030393212439354285,0.02697915557212151,0.03203801321489867,0.011675525384427416,-0.05910833184642268,0.033773812652534034,0.0152246331507593,0.0005697825826865181,0.008969883408687136,0.08396784078496704,0.09440812604594341,-0.027894903763816276,-0.02424512945161043,0.03542988969627989,0.024249721144212432,0.038199857941563546
CCL23,,,,,,,0.05658844658094061,,,,,,,,,,,
PLAT,0.0027029088858737393,0.12107389395532232,-0.0531199051538295,0.04200980530951248,-0.05231366414505831,-0.032705631851227254,-0.09599428912976861,-0.044659051782349184,-0.08108748696397787,0.014931495830683908,-0.11209679988181792,0.2175014653992251,0.1578391060433117,0.0035263198962679175,0.02912112551816891,-0.009292298344758707,0.07985976932217666,-0.0066759723060646585
NTF3,,,,,,,,,-0.020531621552224252,,,0.12012815001891448,0.14966853319871273,,0.07673293452736446,,,
LTA,,,-0.01847430604943512,-0.03208622759022056,,,,0.017823959660278377,,,0.044685650332777174,,,,,0.0023178652832070196,,
CKLF,-0.012161066327254244,0.06790063289742841,-0.02752652159867119,0.06397916512549892,-0.053183228113440895,-0.05029462933118837,-0.0926658339640205,-0.025308032079979715,-0.0042137729786216604,-0.0927651204542801,-0.17776999476826905,0.1077415089662474,0.20262339428592036,0.009753259033921281,0.038902248455869044,0.013136297615221027,0.036651230902178325,-0.026971408438437525
CD24,-0.000771652440863297,0.06892485835679672,0.03900712433349256,-0.002690135712960405,0.019892526564484297,-0.09423413989268464,0.0007544321896430634,0.0912985272749443,-0.17442838178482872,-0.031518799709481855,-0.06409708333434941,0.12174280753470115,0.16843496806658706,0.050221847627075565,0.12422433488101275,0.05283142146771595,0.06840933441122048,0.10310869466041386
HSP90AA1,0.0640601857053881,0.00012346984293257283,0.044887603591999545,-0.04575827533649527,0.10323158341934219,0.07107432580341391,0.06880740398826386,0.11373696116258324,-0.08241290866112262,0.2754154296101595,0.26094705141822994,-0.23624760012191723,-0.30707173519911124,-0.0237633642038904,-0.019824065357026452,-0.025315314675409307,0.06780949311431603,0.09407582800874172
BMP4,-0.01777465042688803,-0.05176989171596546,-0.019583847376327023,-0.021471465457677173,-0.02898303363362518,-0.06629852533372944,-0.015494002191095032,0.030920891570428922,-0.02429426664302702,-0.02520932556892851,0.07913927261900904,0.04046775380276391,0.054908922836337144,0.07377419995790879,0.05288600622339223,-0.016673488516843412,0.04411918526382744,
SCGB3A1,,0.018738132506053072,,,0.0234859255217947,0.0018481544227748272,,,-0.025216676057386412,-0.0510554081335696,0.06744330976834709,0.031035956620476632,0.09798444971241288,,-0.01623334483807388,0.0489569190088421,0.09606708559662253,
IGFBP4,0.02733208543470387,-0.004100561799127388,-0.004970564328469026,0.013890339006641569,-0.026911548427931795,-0.08741519473864627,-0.04556500712244946,-0.05232221547278528,0.013981504161154314,-0.09454289403923812,-0.08888156276322284,-0.05065011953883601,-0.056769565593811425,-0.010174780148999505,-0.09520958353230628,0.009586416267358656,0.07499053437675854,0.1123404454746642
RSPO4,-0.019668780201568054,,-0.02986582568804044,0.02660976613028329,-0.032536317269293465,,,0.014006807588467538,-0.02497493828557218,,-0.039814624229465266,,,,-0.0030140416314275893,-0.025596853183948855,0.044802253387373016,
LEFTY2,-0.03294533406853077,0.0013069141414507133,0.10760090001424326,-0.035961181881489106,-0.04294376294670278,0.01682521181344241,-0.10770532766233393,0.01547945762178004,0.035661511136893344,0.0511823599817841,-0.016334129211607235,0.006369281483226792,0.03935132279802929,-0.027600470457661407,0.011470650344196092,-0.014814154612994361,0.10345906702021397,
PF4,,0.07569051149671327,-0.016804892272772216,-0.021842223966387304,,,,,,,,,-0.056709276196669836,,,-0.019407792880222152,-0.021776455166713563,
ANGPTL2,0.01442108849019712,-0.002831394790261965,0.003328714923960723,-0.0026317030880997233,0.00022066786342614546,-0.0973495064096095,-0.05012568081579128,0.010727884456021441,-0.08207128591484797,-0.14136688733426375,-0.22333248289933058,0.16507863140060144,0.13570082756743895,0.04103792086782232,0.006403161488988742,0.06795165980259672,0.08468100834113035,-0.009640726249027644
LRIG2,-0.08815927582063983,-0.009263176507987875,-0.03209090415236912,0.0036708291314022025,-0.022207347212698667,-0.032373045607140695,-0.03988099538054975,0.01613890920493492,-0.05055135162999068,0.031680922745457744,-0.04941974967199742,0.10779105434931555,0.12208075598865627,-0.019560137134678864,0.023540156561182617,-0.00046213135071753017,0.12254375996475202,-0.04514229016363185
ICOSLG,-0.031872656117741344,0.0401930642678728,0.0020363389498763295,-0.004520363030449992,-0.03581632300793249,0.00806135106265475,-0.061252186523564345,-0.0013847126297609424,-0.00594363439241029,-0.09913976972849195,-0.0865457570435868,0.13371942652875535,0.17949066612833048,0.0027891846706905284,0.07958138843019437,0.07472769036135632,-0.020052965116153183,-0.011283971507501505
WIF1,0.14956507997274918,0.014866187745418086,,,0.02427821427301803,0.1530855458912515,0.09365684438530456,-0.00513180610235665,0.08045193606884249,0.12186792159751506,0.32800766366151335,,,,-0.00456534257189532,,0.003109919372976448,0.11410377013136914
NPPC,0.10436050999596393,0.0599805525196776,,-0.033882675804643804,0.027273165676123586,-0.011107162235601297,-0.007899243470058116,-0.013666184355282397,-0.020305103643347443,0.07289476274965208,-0.1423341698282592,0.03792250369138971,0.06623471931265945,-0.032580474005677894,0.08830515865049005,,0.07570969147390663,0.08285274117756271
LYZ,-0.040845362233426365,0.009492871078832935,-0.06375647353972756,-0.04953193446555699,-0.09464392698865667,0.030809020590273368,0.005048360288589725,-0.0025349274636827096,-0.042591391817784874,-0.2097497245056629,-0.06129955128181784,0.0019094696178932253,0.03930993647246564,0.05690205274653958,0.016223982658440026,0.018210919094716588,0.017640096630067457,-0.02576679322024262
EREG,,,,,-0.04578631827341804,,,,,0.006926233639445164,,-0.02822480145949746,-0.0329139972693266,,-0.016107371982673275,0.05683447614406252,0.01134162776120025,
SPTAN1,0.1433040082093554,0.07948986942835633,0.05880634313707848,0.02788420420564358,0.06577739484782283,0.019163439690320843,0.07140386670053613,0.01917656885029615,-0.08033264408000697,0.22998321931498825,0.169964920372668,0.11401704758823915,0.09837249620743165,-0.07636341761597826,0.09408967297321506,-0.00734166644565054,0.09274111101136537,0.10329420921577756
PTH2,,,,,,,,,,,,,,,0.011029759806852066,,,
LIPC,-0.025092659432545367,0.016713369338976734,-0.011674906995804004,-0.03199231262783449,-0.031500510288135775,-0.05023623327104593,0.026448165988806525,0.019994542047547796,,-0.06120850972125827,-0.019028592642378068,,,-0.002410449933561786,,-0.024538796006016928,-0.017523247896108474,
COL8A1,-0.08644561651957168,-0.012923047940258933,0.03860718821332424,0.01649420822779903,-0.026835544401267966,-0.0669782631939346,-0.035832560919057545,-0.040105214603810446,-0.023749909017597742,-0.12861290460227262,-0.13498993204952736,0.12166817235816264,0.11084292616899234,-0.011543361201592934,0.04525040136684792,-0.011496901248932179,-0.02621458833710512,
GSTM2,0.03860800248208823,0.015395638975396444,0.04370460579302075,0.01283921785787111,0.009402340850277014,0.05763710630043458,-0.011232110033344794,-0.029006044170905423,0.025793295323068673,-0.021275618743113466,-0.04072126536116819,0.03435431383088096,0.1021549116615664,0.03433913813617032,0.049207617985314867,-0.03156424077085438,0.09972327375379741,
SPX,0.15332371890879765,0.049211164565775616,0.02767327252987091,0.07345974597594374,0.1217332513813221,-0.00827857160276861,-0.010763734644990287,0.09031970272953466,-0.016621145292664126,0.07627395298602418,0.22281153104121584,0.026995759650611118,-0.00813876754449937,0.025890737260579343,-0.04891627794596923,-0.05019778094318114,-0.0735508409739545,-0.052994511182229524
MFGE8,-0.06596253003478908,0.05092890877808016,-0.002930367869317973,-0.03144296162713205,0.05762111297653623,-0.014231748342386118,0.0005427930092791935,-0.06734241965344008,-0.04850903581550055,0.03030622369499694,-0.0743206105189855,-0.004249705858825751,-0.0017359737542117666,-0.02832234937512191,-0.04841422474112453,0.03667702328519659,0.011407108044407558,-0.035943537703343575
TGFA,-0.1284649741121866,0.06849847162514949,0.016895418101419497,-0.03726425270824293,-0.06049588054681428,-0.014033221924383835,-0.03987176631529484,-0.051862607742921105,-0.019273873920810328,-0.07362688920135803,-0.11009369657317664,0.13646329324620268,0.09355963091563504,0.10064362528860542,0.08615102000204818,0.09888879801353463,0.007086108681654293,-0.07488740544220354
SLIT2,0.22864414500233274,-0.003589655269430747,-0.03576010826957177,0.0006270748306580164,0.004167851944995603,0.04945251464935628,0.025727224712442813,-0.05985266092866793,-0.06565462837624236,0.11609469521158203,0.2145733732620698,0.10119135665945413,0.08400190321089017,0.061579376391294585,0.02808987026481811,0.033831451074571084,0.1387191456108705,0.15068313531531213
PLTP,-0.04887608179561849,0.08771235134732971,-0.01312883605679104,0.056425861408367035,-0.09691039077040972,-0.02911942569342518,-0.050931430690353406,0.03409130074010456,-0.09703758862149256,-0.26418949667040126,0.016119923842403707,-0.0025897391159728825,-0.010827134623644371,-0.003040210985701469,-0.09726216593041045,0.0331807147400203,0.00032196457091502754,-0.08171049932824545
APOD,0.03764256447592675,0.12116550097225177,0.05232641599682597,0.01524561671976019,-0.017123440693787434,-0.03405289768104412,-0.08073574357627687,0.03534472439386537,-0.09951136495648875,-0.15557247454321016,0.12441551383118292,0.22350156395104193,0.20042121211584324,0.026056391319981272,-0.037301170461671605,-0.032509551679470804,-0.04312351450332824,-0.14515969172059454
B2M,0.06880956514699765,0.04521956194722505,0.0031210858098639532,0.022528290326931193,-0.08952434904867414,-0.11239501966835981,-0.10025218569547233,0.07058663230098983,-0.1372261020752883,-0.30313369607573537,-0.28951946932854783,0.03425064060025476,0.15043594323008366,0.008039475020770806,-0.11366060650728145,-0.007919148519752171,0.1579013248540497,-0.0702203623609307
OMG,0.15346920412004422,0.09589347932039308,-0.004389064093225021,0.042711127085905014,0.036665599766190334,-0.013750979722837037,-0.04863258230174103,0.08305782558941305,0.12155804736411785,0.006170773568079435,0.19055934663661517,0.176985323784,0.21288210659124643,-0.035385297721017596,0.035749168145483665,0.06000504861709672,0.0685864718702246,-0.06839109625116135
CXCL3,-0.01733025175681875,-0.019405907348827623,0.02362665996992432,0.0021902429944331185,-0.07543868287120803,,-0.024622824096090366,-0.07735841139250554,-0.03693628153432016,-0.011144619268356585,-0.027209924403032947,-0.10484809210350644,-0.04345539259203943,-0.032923233754159884,-0.06030631702682174,-0.02030392052174771,-0.0486275801830095,
CXCL10,0.01782410159169808,0.06914512106527132,0.003999772458256231,-0.028298686706433273,0.01294371303250941,0.026941618212591844,-0.06221409915381602,0.02011338159825294,-0.03244369095260076,0.06616730009749339,-0.04323986276055228,-0.00017053772452546844,-0.0016210437460124664,-0.03240875221177172,-0.006937561317674607,-0.04912775594338493,0.10349499603180792,
RSPO3,,0.002937005894911594,,0.0201064138402305,0.28488790809227754,0.030359344026406776,0.02794288368368102,0.006305900143490764,0.005029747818002621,0.09529880407800033,-0.028433846581247035,0.07570470341854905,0.056056188346677575,,0.005421802393249003,-0.01383118527664943,0.105635070815143,0.20656135705458611
CORT,0.03135355802322711,0.02898631888308944,-0.01876705460984647,0.010339011019099837,0.06067345731276863,0.014690235446341226,0.10190417470594652,0.049064033584922485,-0.018539287265679372,0.05649648920530944,0.008091199535486045,0.04776721679375243,0.020456841443220523,,-0.013849144176252284,,,0.09642885007051231
NCAN,0.022908463178206117,0.13184171031227387,0.015461811555923457,0.057534174621350555,0.1323522280409162,-0.020660677231062435,-0.0399002796080978,-0.08742194915755332,0.04146980425810266,0.11319889001384746,-0.1741770958838595,0.2510952864176686,0.2308841070756241,0.0680767414795979,0.09200264068091497,0.0016103779609140934,0.05048163286771887,-0.01976786851549868
PRG4,-0.030096031710732708,0.03832221342063888,,0.03378809286274199,-0.02255423836786147,,0.002005343879554267,0.06950978109804888,,,0.016902773857548042,0.015325548635059688,-0.002187806701301392,,-0.04094026105434979,0.048282405104534194,-0.005116742061746271,
ZG16B,,0.046168010578903525,-0.02022195657417112,0.055877769145243866,,,-0.012791158477389312,-0.02434816929701608,,,,,,,,0.007180994192403755,-0.03972383550746778,
TGM2,0.04504537305134574,-0.039501729767381796,-0.07263080311788193,-0.025040119944894794,-0.04724689951115275,-0.004720462538632344,-0.081568270070967,-0.0556675484955727,0.005191611083896927,-0.004969124520461066,0.10673015374102446,-0.028169335031064165,-0.07312191910664796,0.005472633987473213,-0.06442813952997405,0.004534273990179207,0.05814030295592979,-0.03831519323086518
VEGFC,-0.021594503639764184,-0.023775370301663323,-0.025965770979171233,-0.03774552601103216,-0.012536271932325671,0.004867974716359406,0.03480281840901366,-0.020400316842297116,-0.034901735651381355,-0.04148355287984743,-0.011357004421920443,-0.04759924692872375,-0.021173987654752983,0.05954448867651591,-0.027439582169457126,-0.0363728852668385,-0.015832861952463875,
WNT6,-0.027387583577606095,0.0021942839132294274,0.052131149218396074,-0.03462612618460436,0.0770083945618011,-0.00332284521769437,-0.017356472783131575,0.03146668547930656,,,0.028534666009212485,0.04151967787895249,0.06363507409688415,,-0.006501153254080223,0.01984022330648874,0.020649003092509055,
NRG4,0.0071416843535962145,-0.03806890788342612,,-0.030468298180549486,0.05089074237390184,-0.03997198180745261,-0.03950917508751914,-0.008455130582089075,0.0016245897716883496,0.0676104315061005,0.04994937374576094,,,-0.0045916061788277215,0.008029673154657647,0.10808885704400861,0.017032273802839278,
PMCH,,0.04737711298426825,,-0.03515907209049487,,,,-0.0356389761515658,,,,-0.02478693565675909,0.06942100946110032,,0.0018017960775663882,0.04072209216329369,0.017646992275906683,
COL9A1,0.04422095688140977,0.04619515297378688,0.036567982648925565,0.0270854389688325,-0.02473921154287757,-0.09097165295253277,-0.010114818275815944,0.028583890338476838,-0.007660174695197455,0.01442743845248563,0.022225666404241597,0.1279305632708844,0.22666680470563544,-0.043278819049913264,-0.031852063732100803,0.08189090091837783,0.018322706965689082,0.03406551180059178
