,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
TAC1,-0.06910778576632524,0.4063759810653225,0.07808990829584503,0.013571731029373419,0.11445143646971793,0.09038894605664217,0.3196239299243413,0.252396117533288,0.32037005682463077,0.19728526757147813,0.057612089243154016,-0.0708359308475854,0.19542969905851745,,,,,0.05830395566775424,-0.004676295465999281,0.2609656989427089,-0.06397776921274553
RARRES2,-0.24227518790546768,0.12852664704557074,-0.025589672047531736,-0.021378146574889966,-0.07830957661747494,0.053560791890425424,-0.21196934612959067,-0.07296431212445308,-0.4952137999359583,0.139103636422265,0.06867942247951661,-0.13195151788859893,-0.06576710054660906,-0.060298246598616774,-0.03096285196968937,-0.03883395678595327,0.015938582278223423,-0.04201957166078124,-0.02500982935654018,-0.11415434927824653,0.100583843496668
FGF7,0.0559131483298114,-0.02869032289519918,,-0.03699900658502647,-0.010863270100434821,0.03410756232625794,0.16326864785379955,-0.01829875102876599,-0.14879172370883528,0.025518606342889383,0.022268275005071947,-0.06747073176638317,-0.02007958921983301,-0.026939886967625257,-0.09353853188682537,0.1361349588276736,0.02699872762569067,0.06531933542566228,0.09988226617560025,0.07815986562325246,-0.061534587893926164
HBEGF,0.06327271616899724,-0.04241905324622786,0.029657792570238258,-0.02791267705422589,-0.011005441927777119,-0.04507703815552979,-0.09920481466332849,-0.08702128819832024,-0.21756779683147512,-0.14660385419078473,0.03397265807103257,0.06740243741077429,0.013486161488500722,-0.06847799671735562,-0.11254541727727921,0.033753023640647445,-0.05277997205362052,-0.055580143180078534,-0.03011852992329367,-0.1892642466389949,0.1444966349279385
CSF3,,0.014454399956268555,,,-0.01761700247427791,-0.0392456668676568,-0.02571993170539912,,-0.06437536875555241,,,,,,,-0.03419724444149623,,-0.04863749849466572,-0.12968884431624073,-0.0529649253806173,
PI3,,-0.09244220558917705,-0.02157291342801377,,-0.06454021786464469,-0.040130229179317245,-0.06328632472269552,,-0.11579821919008,,,,,,,-0.0440226759478,-0.10180361664103635,-0.11181141680412812,,-0.13310507072902833,
PCSK1N,-0.17037852198626338,0.3119953425195262,0.10957518181248077,0.05177882384263015,0.11960816705146644,0.04210613512744382,0.0449977035677013,0.10348575532110743,0.1349517464641574,-0.0774680874639149,0.011738275117235021,-0.029368768793729585,0.2273102131158698,-0.046361360486619804,0.06410021190176582,0.09216493686874878,-0.04177399631881891,-0.04745642759492525,-0.0644879030583364,0.31510066433103273,-0.11458409466806005
NTS,,,,,,,-0.09789605953457385,-0.00843268612259694,-0.028951841779010817,0.028113524572716406,0.017551674189939935,0.028626254100135078,,,,0.27131117014709777,,0.04251725307295351,,,
SFRP1,0.11293579178226114,0.14545453079877432,0.05222018298704141,-0.024390225284846242,,0.05473642549958354,0.10947265825219649,-0.033331333727626325,0.005831634933044522,-0.007348507023311904,-0.013239665048564735,0.023011152328944722,0.018659388672480678,-0.11112578545337203,-0.0015592005320550467,0.0975284854540335,0.07765568888186547,0.05281504452438028,0.06998853902688021,0.07763682731564273,0.0756779113528346
CXCL13,,,,0.023929500929833442,0.019934942231935378,,0.010505757578693101,,,,,,,,,-0.018925839803943165,,-0.028112491563181283,,-0.024719510466658472,
MICA,0.05437377385554707,-0.05422701963785694,0.0006019931343679267,-0.005041738565244941,0.013269929986821846,-0.009458403910837767,-0.0213113181802006,0.058931197943669425,-0.29530168817456875,0.007274526563395828,0.03871517435077641,-0.006647064063358022,-0.09469301449620403,-0.02300097150900056,-0.01699982159419834,0.00295541127321315,-0.17007405172587262,0.02667532001896242,-0.015320913698570748,-0.10619348366201246,0.09197687405756474
TG,-0.02083115811275282,0.03693108153627967,-0.0027291019035606216,0.010893866680040993,,-0.031003955975684307,-0.03806420793784698,0.060083059696359124,-0.02876053472258643,0.04696980059875576,0.021542486766877842,,-0.06178369465680552,-0.06760399771530623,0.032022734610009373,-0.013436492450189125,,0.030202785112386624,,0.005658662811469331,
ADA,-0.06299185279005444,0.06937614629589824,0.028554909622484435,0.04090151188251889,0.016692970665767224,0.052620379562303726,0.030529016245457105,-0.018667658679415625,-0.2826290218329198,-0.04619660088437862,-0.01764005596684971,0.04819189832030826,0.03326988771763133,0.10705023853798847,-0.06716662818594066,0.023145996622557372,-0.05866512367577615,0.043233558800963544,0.08770140940808349,0.020653514158370013,0.12434487047800531
LAMC3,-0.08523447285595633,0.03567158464698015,0.03521675270147294,-0.006412046379254044,0.03969244803738083,-0.010349770220304462,0.0633424332513969,-0.13802508632451088,-0.38098076321875274,-0.04054114964204768,0.040202388185915844,-0.0891917776276686,0.049578059987161804,0.0856418143485919,-0.007944142808876344,0.00837899828720149,-0.1576835367107556,-0.0502139311931248,0.024701530680490198,-0.01665333609909759,0.03137809674247512
CCL7,,,-0.06019798658131,,,0.002990008599342692,0.008027516691871628,,,,,,,,,0.024047342197780815,,,,-0.08729275405889084,
NGF,,-0.02005491082266768,0.01967022230103103,,,-0.006497876284096285,0.039928543386678665,-0.005082808204698332,,,,-0.01914327340843653,,,-0.039902293320993425,0.024272109803296554,,-0.03521082688002849,,0.007032318181030957,
TNFSF15,,0.013974504476534574,,,,0.05825983003533123,0.014999926959396236,-0.06028379917663197,,,,,,0.003319282682689256,-0.0021442885938888837,0.06349894459136225,,-0.03020305156236551,,-0.07930136061748538,
HMGB1,0.05283536943135284,0.13673564908178387,0.058062793813197434,-0.0047559011429779766,0.18520290291005048,0.04505517932531353,0.047270665195974594,-0.06840071272788459,-0.3253221098355335,0.045817426884653394,0.020014846504918093,-0.034135573861454244,0.0794374244799695,0.031580747467368976,0.1097880541686772,-0.1109287029385227,0.15840063632394583,-0.07388651325052437,0.004642992771891796,0.0963191578379986,0.0753392100009606
ITGB3BP,-0.012417009234312286,-0.19164690475535123,-0.015502935091802887,0.02595399031101406,0.021785333551309648,-0.006761570301268069,0.033255655563059414,-0.08752359132626214,-0.3317099710928595,-0.056914799896875326,-0.0006332436294294462,0.011543211194126454,-0.08446190890776814,-0.19150385140038012,-0.022665264893462708,-0.03159618142564889,-0.039073919037223376,-0.044524242780121945,0.01763093322021908,-0.12241790791771852,0.03892840239610554
AANAT,,0.01763592351358316,0.03273545288589349,,,-0.022712051915564767,-0.06059148688718709,,-0.0066290046576884835,-0.028434715855084225,-0.012106101229706394,-0.03850708177846544,-0.006125830945499351,,0.0016074951442101343,-0.02806697435977627,0.01976285972150105,,,-0.023708447056297162,
RELN,0.005268231261352823,0.13374020357915445,-0.002674582898081149,-0.029317579239869856,0.011379512886822886,-0.0006189086809529887,0.041169766899237716,-0.011684850986656083,0.18158156427574293,0.013289227569047567,0.011623532558901533,0.05233838671962914,0.025755066527924156,,,,0.04998960633903936,0.030468216754235403,0.0012381806874206176,0.10266163407007813,-0.017060220651959505
IL15,-0.05095456416665678,-0.0225479701620834,-0.00039092270966287836,-0.0171249345185234,,0.061632832305791724,-0.017540673970833996,0.0011351208244117594,-0.1649180447377701,0.03386268909245737,-0.0342721864800782,-0.07973284473273506,-0.02212013659897706,-0.03642328259043106,-0.04852647644167458,0.0038647247641047044,-0.06377590780131506,-0.00742585190434185,-0.03199449885677678,-0.08424177125348753,
UTS2,,,,,,,,,-0.21232679638065524,,,,,-0.05997845846359451,,-0.023901082821513778,,,,,
BSG,-0.27153109031606487,-0.1792867960735909,0.14156269863712884,-0.018014603881802368,0.06206450325985892,0.0171452744649428,-0.02912540503013636,0.019149594156213534,-0.01700348648372071,-0.12173004632001008,0.0012712902881445408,-0.0379152568300744,-0.15767717063139408,-0.16055308356517972,-0.11342184181196635,-0.03149916282440247,-0.28776139433090014,-0.10139845381434408,-0.09992702371598262,-0.07861022739701533,0.09955677397912696
ADAMTS3,-0.1338795260743696,-0.11508574934029835,0.02221493820026601,0.02523488548893435,,0.016372264517859756,0.03512920609498268,0.028049700318812418,-0.48378376878596335,-0.015278035407280196,0.042340854847530876,0.021317504742754886,0.06175930393284999,-0.07556199296565089,-0.09191472105809036,0.007269188091631766,-0.09047016471965993,0.013139843372747885,-0.03552946530418826,0.0003959895842318885,
CD34,-0.0733183784903264,0.19267828374768742,0.003394605043902832,-0.0010389695093487228,0.060113007231389966,-0.0839927428868502,0.10772870219626539,-0.06051529590345009,-0.3160206238098679,0.046294913222715735,0.021743419238390176,-0.09832966354445745,0.10093144190858624,0.13174502260217288,-0.045529339575463866,0.028814423833002645,-0.057004899341851184,-0.06646745336103092,0.028794413082803647,-0.005390878167156251,0.052721439358030836
CCL23,,,,,,,,,-0.05775378136907046,,,,,-0.04650395104608225,,,,,,,
PLAT,-0.17987973690846357,-0.036791529845601786,0.030906663862921017,0.019780586749336297,0.14382552038011448,0.0322633966792133,0.06645103947590654,-0.1647631168490162,-0.40087879161179873,-0.2549687960425104,0.02037255498212937,-0.08144329934768901,0.05288782509507439,0.012483608134419887,-0.04534943226670113,0.05101633791612164,-0.09238541315193288,-0.1532096770854988,-0.06596388395849963,-0.0544723208154435,0.05736926815678109
NTF3,,,,,,,,,,,-0.007300033403686546,,,,,0.06933742306694984,,0.022581623171555466,,,
LTA,,,,0.02607304890274411,,-0.018626331785736628,,,,-0.01090536086761197,,,-0.02012271130918316,,,,,,,,
CKLF,0.06545244042088026,0.031368727409666126,0.042444534568040974,-0.030123716496928604,0.05971095268753499,0.010810317027529581,-0.06762531055440517,-0.131545937433245,-0.4399254502360086,0.032657246696791785,-0.06002019918720333,0.06494893814425116,-0.15414093584449903,-0.05710841997611197,0.010378489528236076,-0.0037554941957802664,-0.02185797091948585,-0.02475109830063934,0.10988860391556972,-0.08095421849414336,0.021156031092857026
CD24,0.11651819864179234,-0.08130273550107814,-0.03655046276687393,-0.03424489147500112,0.07119446814255133,-0.0007777562219900175,0.046104558756972676,0.02541935552295909,-0.08505368337088667,0.14875370341733427,0.02132804850350709,-0.029307638142961185,-0.00912809055588014,-0.06004604540375425,-0.13027320387687005,0.06875550781099901,0.0020473341688288494,0.08355519799479402,-0.00529849357576785,0.06629012903461436,-0.02676487355672181
HSP90AA1,0.21043594070111976,0.10899028841204599,-0.024644294329747258,0.044842237440957715,-0.1226860995283459,0.0453075267485987,0.24668498951699122,0.30990838040891855,0.5118068882547095,0.11533085185891495,0.009845658995146524,0.04632781742565936,0.23034657059743055,0.11820913758526704,0.23052496588670246,-0.07250254564262865,0.01663454127293698,-0.09264046957311443,-0.015150931636754935,0.20490730615001007,-0.06563118792227794
BMP4,0.003084576412218168,0.11927921813697007,0.03309466529908566,0.022180320183431117,0.01421586048901261,-0.00025086285203710095,-0.005612231513342546,-0.09931883417944266,0.040684230307066874,0.01334900572335261,0.0032892296669729823,-0.01859062596305922,0.033888267919513534,-0.039567207827945136,-0.022255365392996565,-0.016424852233792128,-0.10061030021102307,-0.04213444414147356,,0.07545852557882358,
SCGB3A1,,,0.004193525036707355,,-0.004529141907803975,,0.01732096781186066,-0.0001933277497952771,,,0.03147778063367802,0.019898755323726133,0.06287891298921083,0.024366137465988046,,-0.038749542977036325,,-0.00039075058485402695,,0.058199810918619754,
IGFBP4,-0.1392643839313295,-0.07794002335858817,-0.04082110061120043,0.01639058214274199,0.07320491339759617,-0.0435819939696072,-0.06566571672902921,-0.20850552969743752,-0.4294807238038084,-0.12938096025103438,-0.010854376360366734,-0.09674778121483239,-0.06322816065614995,0.1121510634590721,-0.045813826253635226,0.05129648106859603,-0.19654482238225549,-0.1273124036157903,0.00022994747500912257,0.010287044730650877,0.03894100859705644
RSPO4,,-0.04347724710567507,,0.00031942657971955495,,-0.014750215913586814,-0.0496900646517694,,,-0.01597378433993443,0.03614852761456007,,0.008319537827947693,,,,,0.005517929475892373,,-0.0903193007182987,
LEFTY2,0.12186086121484277,-0.04196217581711317,0.0804082018326238,0.018594921710483617,0.060272782607922105,-0.024874513985659083,-0.030196957429663576,-0.08173144935499653,-0.42831980085403865,-0.07084340074729421,0.017127761205745513,-0.042109893858240856,0.05582448277623547,0.1116232796265419,-0.10756713719394313,0.004194790642942954,-0.22435568375935513,0.04005516839162285,-0.030270802440044223,0.040179966755533154,
PF4,,,-0.026230510905486688,-0.042921574315699464,,0.08207650615775366,,,,,,,,,,,,,,-0.013837586737750625,
ANGPTL2,0.10489320690497161,-0.07572469030412833,0.029233785783682166,-0.01753321171148276,0.1734131607532915,0.010717043937889961,-0.04571257414942597,-0.18413948437412705,-0.35983253234428736,0.01802828378599674,-0.020925807820050504,0.08236736546691925,-0.14704738474483806,-0.005543727855853705,-0.022108164036972106,0.049123083356906,-0.019865783658811618,-0.0949241006685271,-0.02938847389489635,-0.06149203473623645,0.07813698159648798
LRIG2,-0.09187309356634651,-0.08690272008186241,-0.008641827311691974,0.007015312774608436,0.08067973306252176,-0.036925914409141274,-0.0077101811897270075,-0.031073170060513324,-0.23016416345138735,-0.039382434366621394,0.02606587778225198,0.12473868225516435,-0.007457708231565227,-0.033158682827997416,-0.013668895464685634,0.027017168382898946,0.0756640454451674,0.023501755814670847,-0.06967752485641365,0.04990135697450458,0.0009327506608144346
ICOSLG,0.19085215820919602,-0.06713140814532896,0.032007960175666914,0.019238215489523345,-0.01567143711296925,-0.08349207209698346,-0.02487653934382202,-0.04392723423878511,-0.2798273897677789,0.005102513613186528,0.019831121948768113,0.11791148971441964,-0.03210194701106644,-0.00919795785688797,0.08879182110124625,0.04499104490836519,-0.09875432661548444,-0.014569006178657935,0.02376422037431087,-0.02755083114067698,0.12715148653706987
WIF1,,0.4943190590775777,0.02523943710654676,,-0.015590294818585268,,0.15393775262105755,0.1862268757148821,0.3077492642370565,0.044325914983748445,0.03704625110755947,-0.12801834159688893,0.12014945382623965,,,,,-0.03926685709639289,0.0679494405130527,0.02195881990113278,0.029985456026005053
NPPC,-0.16158391840998906,0.02378111113265564,0.051614128240005906,,0.052524558241855326,0.07498686776859959,0.09272852745913437,0.06916838832618707,0.04844693057702424,0.024084751340845235,-0.02886519564329719,-0.03655318284409896,-0.18623786216089794,-0.037402977211170155,-0.054131277873444676,-0.028600077849131326,-0.1505019235855095,-0.023667774409271296,0.0001033793951779872,0.12935107226376832,0.0889946998221047
LYZ,0.059435436409709594,-0.010564212357260109,-0.020572156930102642,-0.06676394141479866,-0.020218732313609992,-0.06634194980243027,-0.07941161600011581,-0.0387746055109481,-0.3216043483078045,0.032945537756873665,-0.022945815829830036,-0.06939124752614276,-0.00610783317452279,0.010509695009844422,-0.07284439235022219,-0.02475707520801993,-0.0694643845979201,0.041939519472844494,0.011090490246971889,0.018717580207429033,-0.1506837012920549
EREG,,,,,-0.05240771817977599,,-0.0002382736065575982,,,,,0.08315917802126839,,,,0.01377041619277444,,-0.05261155083425505,,0.015561454586446385,
SPTAN1,-0.19252586026394317,0.24927544495477152,0.10078340305840201,-0.04636393632968627,0.1421085921097614,0.08998767142417026,0.08820911763031593,0.12990655406677554,0.1296290418168005,0.12079423730200747,0.02765057357085665,-0.11725498363300393,0.17913515380260656,0.06572131291830996,-0.11905497379657705,0.04753773030561428,-0.013818788573234072,0.04273128321572956,0.11609988404378864,0.3685558031220032,-0.11002961932636329
PTH2,,,,,,,,,,,,,,,,,,-0.06154598279926988,,,
LIPC,-0.01942385588746424,-0.02112020900201803,-0.02775692366036562,0.028734136604911083,,2.3819395549306854e-05,0.01083029062216316,-0.007758882755031274,-0.13545694702143804,0.007036443888724595,,0.022037071998348177,-0.04292236600514279,0.11255001273734326,0.040144652316515754,,0.05651395886586009,,,0.022101910168885505,
COL8A1,0.0443551966248384,-0.2213581340768649,-0.028688775132223628,-0.012039903836881381,-0.004585599083254187,-0.00542993631657049,-0.1022720122995173,-0.13891607968126207,-0.14241455733338756,-0.07199190579406417,-0.0746439426385364,-0.034845590823252205,-0.07226757924288593,0.039223814141253976,-0.05416735204384092,-0.02488498442944239,-0.1701289603263493,-0.030153627846522882,-0.004788913905200877,-0.14700860928889523,
GSTM2,-0.06131474044589029,-0.03133358316113921,0.03554663404419619,-0.0075411338340047014,-0.004188534816239539,-0.024662083984475447,0.04432827226081932,0.009823065391402583,-0.15871938675088515,0.019243588420150365,0.01950355118147397,0.0425557834586517,-0.007450513476563726,-0.0020975419896891298,0.020524729124688557,0.046044595418491374,-0.004596324222913562,0.014041631099442743,-0.027903903857208406,-0.05901589317699679,
SPX,0.08336295765844731,0.2638064324545948,0.02102303153313154,0.021002984924757894,,-0.01238758009820156,0.21901890210608,0.10030503142875682,0.19289303739423935,0.13217872385629056,-0.015400927236447266,0.08087912789733416,0.15634569738150914,0.012567246672058028,-0.017859241837525512,0.06305454610928092,0.13466446029124796,0.06670351868859975,0.05320039498063888,0.1402436375459725,0.07773030688098446
MFGE8,-0.0009376558386225533,-0.16944097846671366,0.019123223188977252,0.02237780854447894,-0.007249527546643302,-0.010393323170971287,0.1737639737629372,-0.023218507557303553,-0.15222918357603765,-0.09178666025138435,0.0010724854067484723,-0.07350847999355531,-0.006594678390347714,0.012749017637143598,0.04177941506961084,0.01930610333434087,-0.20413225043772734,-0.051257670111193615,0.018388314158408515,-0.07561725902077689,0.021736050485432593
TGFA,0.18809758622960915,-0.24436343210134487,0.07653335606894918,0.0201587301796659,0.08769888208073645,-0.023507402672068765,-0.11402476606413192,-0.09036974483185446,-0.13046238727427378,-0.12708178388705738,0.010112678116555545,0.05470431090998888,0.02027859944877081,0.004651033407777725,0.11884944259131855,0.026309442944816873,0.07412248913399953,0.0282137109677914,0.011983444105035468,0.000739495154358571,0.10576330328676814
SLIT2,0.04881486695250462,0.40193194274057187,0.051966420480352826,0.00546305923985744,0.13566551672512703,0.059327111689223784,0.17096714391103832,0.10197020376800256,0.11197449224414019,0.03033359581245564,0.04642517473977299,-0.10853216020190526,0.1882818528233895,-0.022105846339691326,-0.044357001087479773,0.03829748759281485,-0.004555145811500734,0.018073910725346,-0.049253771242370244,-0.038395274267165665,-0.0570781045568596
PLTP,-0.10382508511397665,-0.11176534260228554,-0.024891262870188943,0.002960201283039743,0.10260195473335691,0.011860431331607819,-0.16543694795060873,-0.09278837437633357,-0.45670519793250514,0.053056231755905445,0.005867102339140383,-0.09149967825950073,-0.10751354767469094,0.03558201392618682,-0.2083699655368652,0.0019651154745234677,-0.2966594367901256,-0.051953357063743,-0.004821666007972946,-0.00507761134586,0.0717925309638377
APOD,0.3484837691337268,0.1771335690980188,0.01810449474479329,0.015501908682295364,0.17284129507391022,0.0332137213732849,-0.00938721138866013,0.03971899153116155,-0.09748636558489154,0.14064551376308507,0.015044329319629903,0.15323843693990316,0.27677937687543186,0.19450472056482537,0.3808325391498161,0.017736918200275727,0.28025420023834663,-0.08923854216697427,0.05410677188701578,0.11323859424598087,0.10902338901464993
B2M,0.007032717814617168,0.0948114851005044,-0.025911865553480365,0.08496843317196684,-0.003948937708825519,0.026856491821706376,-0.08059048721964454,-0.22646401285997664,-0.5557803728887533,0.07735123526349144,-0.036276878833463394,0.009118753909636524,-0.2460925860180798,0.030300425038905503,-0.0081560492126428,-0.07525976983943865,-0.21113143373076732,-0.09079047150358448,0.09203483303385115,0.028503326693471144,0.03285795296476596
OMG,0.14818766646616896,0.26458764288969805,0.04215518904855402,0.07337727473727916,0.12837727670261048,-0.040791385821220924,0.14446518783380738,0.11523997133405137,0.2398959235651061,0.17660105740844212,0.036308858174081575,0.17679408579808828,0.22734924845506457,0.023744243601988707,0.24703325567260284,0.06659227862884505,0.20119078683959532,0.05942225946349544,0.09485463037360004,0.34491779629656966,0.06791164274973714
CXCL3,-0.017156129079882433,-0.1018874989779912,-0.04044019847303218,0.009187101794247655,-0.04343564335252791,-0.0196754905835842,-0.11232989148431675,,-0.047842201961857705,-0.09532068698616887,0.025460947754200994,-0.003012682651444234,-0.04265687470247963,0.061355364540904775,,-0.030399338499743557,-0.03749866941571288,-0.04125005056131471,-0.004904117966194244,-0.1466584655897852,
CXCL10,-0.2380037158301308,-0.04000292384435596,0.04573097042740443,0.058291953431155286,,0.08219566353331316,-0.04096804214257689,0.010094905773850364,-0.48724309146804234,0.047196665757536164,0.005861858084280647,0.04997493030180774,-0.0366007984390038,0.007320644271856193,-0.020975880379323495,-0.018732570280352863,-0.020038505560688605,-0.014062624135920538,,0.13918039900910406,
RSPO3,,,0.0527268757593519,,0.07828414276335344,0.05471972898624786,0.1938794463474646,0.0809416012531674,0.12700670600614558,0.020195365986715605,-0.0008445867103615182,-0.03746316374186335,0.07913488063809522,,,0.09424186938187767,,0.011515149700759512,0.0291333780834355,0.26930644078200006,-0.08786550182089545
